,BE,NL,FR,CH,AT,CZ,GB,NO_2,HU,IT_NORD,ES,SI,RS,PL,ME,DK_1,RO,LT,BG,SE_3,LV,BA,NO_1,SE_4,NO_5,SK,EE,DK_2,FI,NO_4,SE_1,SE_2,DE_LU,MK,PT,GR,NO_3,IT_SUD,IT_CSUD,IT_CNOR,IT_SARD,IT_SICI,IT_CALA,HR
2026-01-01 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,13.489618886309291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.95459115450358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.374282093121515,0.0,0.0,0.0,42.657005430085256,40.83729898801198,189.2610440801995,388.4520268829918,0.0,1.221068033037864,35.43862220792461,2.8176514590689403,13.040157825175292,0.0,0.0,0.0,0.0,37.95663295957089,0.0
2026-01-01 01:00:00+00:00,0.0,0.0,8.87350325630398,0.0,0.0,10.390820532423406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.450426262769355,0.0,0.17576937763437392,0.0,0.0,0.0,0.0,0.0,2.621338988612092,0.0,11.310996976957949,0.0,0.0,0.0,0.0,25.104617649908445,133.96951942343185,300.9147992481882,0.0,3.9096810214348574,19.30992881643792,0.0,10.332389090669277,0.0,0.0,0.0,0.0,29.111209355228198,0.0
2026-01-01 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 07:00:00+00:00,0.0,0.0,1.2816141367252665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.953173638338189,0.0,0.2575703189181621,1.3835415364339079,0.0,1.8103304181512943,0.0,0.0,0.0,0.0,0.0,1.916220438150983,0.9774463384586645,0.0,0.0,0.0,5.064669023103609,3.699106041693903,18.710979341330976,53.9787402228073,0.0,0.0,3.217647676331494,0.0,2.4069249175258394,0.0,0.0,0.07925240582097276,0.0,4.612783546209581,0.0
2026-01-01 08:00:00+00:00,0.813646016366781,0.0,29.378874861414577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.404568382781655,0.0,1.4316558142483282,13.475489613439958,0.0,14.253687015858983,0.0,0.0,0.0,0.0,0.0,8.751460173572658,0.19429853494003158,0.0,0.0,0.0,0.0,18.209217259009943,87.61793778959314,238.76246714064686,0.0,0.0,19.814771934134036,0.0,17.306280866001188,0.0,0.0,3.498042470693187,0.0,10.5376021272985,0.0
2026-01-01 09:00:00+00:00,0.0,0.0,111.45592268798045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.13285066801096,0.0,4.746624198235828,26.93825768311352,0.0,19.000427510761813,0.0,0.0,0.0,0.0,0.0,19.55658462982365,0.0,0.0,0.0,0.0,27.764456409118676,28.480280986254144,141.4739406026618,378.5490396253284,0.0,0.0,34.112577359643346,0.0,39.75076749826347,0.0,0.0,4.3828181444371905,0.0,12.205451996366651,0.0
