,NL_NO_2,NO_2_NL,GB_NO_2,NO_2_GB,NO_2_DE_LU,DE_LU_NO_2,NO_2_DK_1,DK_1_NO_2,NO_2_NO_1,NO_1_NO_2,NO_2_NO_5,NO_5_NO_2,NO_2_DE_LU_net_export,NO_2_DK_1_net_export,NO_2_NL_net_export,NO_2_NO_1_net_export,NO_2_NO_5_net_export,NO_2_GB_net_export,Net Export
2026-01-01 10:00:00+00:00,316.075,0.0,0.0,0.0,0.0,816.5,0.0,1680.0,403.35,0.0,0.0,0.0,-816.5,-1680.0,-316.075,403.35,0.0,0.0,-2409.225
2026-01-01 11:00:00+00:00,0.0,27.7,117.2,0.0,0.0,1035.0,0.0,1680.0,1164.7,0.0,0.0,0.0,-1035.0,-1680.0,27.7,1164.7,0.0,-117.2,-1639.8000000000002
2026-01-01 12:00:00+00:00,15.75,0.0,0.0,91.8,0.0,993.5,0.0,1680.0,749.125,0.0,253.1,0.0,-993.5,-1680.0,-15.75,749.125,253.1,91.8,-1595.2250000000001
2026-01-01 13:00:00+00:00,0.0,236.875,0.0,54.0,0.0,1301.75,0.0,1680.0,727.45,0.0,255.575,0.0,-1301.75,-1680.0,236.875,727.45,255.575,54.0,-1707.85
2026-01-01 14:00:00+00:00,0.0,333.6,0.0,519.0,0.0,1386.5,0.0,1680.0,909.575,0.0,314.025,0.0,-1386.5,-1680.0,333.6,909.575,314.025,519.0,-990.3000000000002
2026-01-01 15:00:00+00:00,0.0,555.7,0.0,984.0,0.0,1399.0,0.0,1680.0,956.4,0.0,313.825,0.0,-1399.0,-1680.0,555.7,956.4,313.825,984.0,-269.07500000000005
2026-01-01 16:00:00+00:00,0.0,634.3,0.0,1449.0,0.0,1399.0,0.0,1680.0,263.475,0.0,771.025,0.0,-1399.0,-1680.0,634.3,263.475,771.025,1449.0,38.80000000000018
2026-01-01 17:00:00+00:00,0.0,640.0,0.0,1449.0,0.0,1399.0,0.0,1680.0,1322.275,0.0,0.0,0.0,-1399.0,-1680.0,640.0,1322.275,0.0,1449.0,332.2750000000001
2026-01-01 18:00:00+00:00,0.0,581.625,0.0,1449.0,0.0,1399.0,0.0,1680.0,1077.45,0.0,314.025,0.0,-1399.0,-1680.0,581.625,1077.45,314.025,1449.0,343.0999999999999
2026-01-01 19:00:00+00:00,0.0,229.5,0.0,1449.0,0.0,1399.0,0.0,1680.0,1629.075,0.0,0.0,0.0,-1399.0,-1680.0,229.5,1629.075,0.0,1449.0,228.57500000000005
2026-01-01 20:00:00+00:00,134.775,0.0,0.0,1449.0,0.0,1399.0,0.0,1680.0,1260.875,0.0,424.25,0.0,-1399.0,-1680.0,-134.775,1260.875,424.25,1449.0,-79.65000000000009
2026-01-01 21:00:00+00:00,65.6,92.925,0.0,1154.4,0.0,1399.0,0.0,1680.0,1186.375,0.0,410.925,0.0,-1399.0,-1680.0,27.325000000000003,1186.375,410.925,1154.4,-299.97500000000014
2026-01-01 22:00:00+00:00,41.65,27.474999999999998,0.0,689.4,0.0,1185.75,0.0,1680.0,1231.225,0.0,0.0,0.0,-1185.75,-1680.0,-14.175,1231.225,0.0,689.4,-959.3000000000003
2026-01-01 23:00:00+00:00,591.65,0.0,0.0,224.4,0.0,635.75,0.0,1680.0,835.4,0.0,0.0,0.0,-635.75,-1680.0,-591.65,835.4,0.0,224.4,-1847.6
2026-01-02 00:00:00+00:00,640.0,0.0,240.6,0.0,0.0,668.5,0.0,1680.0,1087.45,0.0,0.0,0.0,-668.5,-1680.0,-640.0,1087.45,0.0,-240.6,-2141.65
2026-01-02 01:00:00+00:00,640.0,0.0,705.6,0.0,0.0,660.75,0.0,1680.0,1275.775,0.0,0.0,0.0,-660.75,-1680.0,-640.0,1275.775,0.0,-705.6,-2410.575
2026-01-02 02:00:00+00:00,304.85,0.0,1035.0,0.0,0.0,728.25,0.0,1671.25,1352.25,0.0,0.0,0.0,-728.25,-1671.25,-304.85,1352.25,0.0,-1035.0,-2387.1
2026-01-02 03:00:00+00:00,317.5,0.0,1035.0,0.0,0.0,745.25,0.0,1680.0,1387.95,0.0,0.0,0.0,-745.25,-1680.0,-317.5,1387.95,0.0,-1035.0,-2389.8
2026-01-02 04:00:00+00:00,596.725,0.0,876.0,0.0,0.0,692.5,0.0,1680.0,1375.65,0.0,0.0,0.0,-692.5,-1680.0,-596.725,1375.65,0.0,-876.0,-2469.575
2026-01-02 05:00:00+00:00,440.525,0.0,411.0,0.0,0.0,977.75,0.0,1680.0,1439.125,0.0,0.0,0.0,-977.75,-1680.0,-440.525,1439.125,0.0,-411.0,-2070.15
2026-01-02 06:00:00+00:00,100.175,38.15,0.0,54.0,0.0,1244.0,0.0,1623.75,1989.575,0.0,0.0,0.0,-1244.0,-1623.75,-62.025,1989.575,0.0,54.0,-886.2
2026-01-02 07:00:00+00:00,0.0,522.425,0.0,519.0,0.0,689.5,0.0,1440.0,2151.775,0.0,0.0,0.0,-689.5,-1440.0,522.425,2151.775,0.0,519.0,1063.7
2026-01-02 08:00:00+00:00,0.0,634.825,0.0,984.0,0.0,872.25,0.0,1575.0,2260.05,0.0,0.0,0.0,-872.25,-1575.0,634.825,2260.05,0.0,984.0,1431.6250000000002
2026-01-02 09:00:00+00:00,0.0,106.75,0.0,1449.0,0.0,1391.25,0.0,1680.0,2275.125,0.0,0.0,0.0,-1391.25,-1680.0,106.75,2275.125,0.0,1449.0,759.625
2026-01-02 10:00:00+00:00,375.15,0.0,0.0,1449.0,0.0,1386.75,0.0,1680.0,2354.25,0.0,0.0,0.0,-1386.75,-1680.0,-375.15,2354.25,0.0,1449.0,361.3499999999999
2026-01-02 11:00:00+00:00,625.375,0.0,0.0,1449.0,0.0,1380.0,0.0,1680.0,2297.325,0.0,0.0,0.0,-1380.0,-1680.0,-625.375,2297.325,0.0,1449.0,60.94999999999982
2026-01-02 12:00:00+00:00,69.45,0.0,0.0,1449.0,0.0,1264.5,0.0,1597.5,2082.75,0.0,0.0,0.0,-1264.5,-1597.5,-69.45,2082.75,0.0,1449.0,600.3000000000002
2026-01-02 13:00:00+00:00,51.25,0.0,0.0,1449.0,0.0,908.75,0.0,1012.5,1798.525,0.0,0.0,0.0,-908.75,-1012.5,-51.25,1798.525,0.0,1449.0,1275.025
2026-01-02 14:00:00+00:00,0.0,295.7,0.0,1449.0,0.0,83.75,0.0,168.75,474.95,0.0,0.0,0.0,-83.75,-168.75,295.7,474.95,0.0,1449.0,1967.15
2026-01-02 15:00:00+00:00,0.0,604.3,0.0,1449.0,414.25,40.75,337.5,0.0,82.5,0.0,0.0,60.7,373.5,337.5,604.3,82.5,-60.7,1449.0,2786.1
2026-01-02 16:00:00+00:00,0.0,640.0,0.0,1449.0,339.5,0.0,892.5,0.0,171.125,0.0,0.0,19.6,339.5,892.5,640.0,171.125,-19.6,1449.0,3472.525
2026-01-02 17:00:00+00:00,0.0,640.0,0.0,1449.0,780.5,0.0,1597.75,0.0,0.0,0.0,0.0,821.3,780.5,1597.75,640.0,0.0,-821.3,1449.0,3645.95
2026-01-02 18:00:00+00:00,0.0,640.0,0.0,1449.0,1252.5,0.0,1680.0,0.0,0.0,0.0,0.0,1008.525,1252.5,1680.0,640.0,0.0,-1008.525,1449.0,4012.975
2026-01-02 19:00:00+00:00,0.0,640.0,0.0,1449.0,1244.0,0.0,1680.0,0.0,0.0,0.0,0.0,1160.15,1244.0,1680.0,640.0,0.0,-1160.15,1449.0,3852.85
2026-01-02 20:00:00+00:00,0.0,640.0,0.0,1449.0,853.75,0.0,1623.75,0.0,0.0,0.0,0.0,1163.25,853.75,1623.75,640.0,0.0,-1163.25,1449.0,3403.25
2026-01-02 21:00:00+00:00,0.0,640.0,0.0,1449.0,1365.25,0.0,1680.0,0.0,0.0,0.0,0.0,1621.225,1365.25,1680.0,640.0,0.0,-1621.225,1449.0,3513.025
2026-01-02 22:00:00+00:00,0.0,420.8,0.0,1449.0,1003.75,0.0,1680.0,0.0,0.0,0.0,0.0,1887.6,1003.75,1680.0,420.8,0.0,-1887.6,1449.0,2665.9500000000003
2026-01-02 23:00:00+00:00,0.0,238.55,0.0,1449.0,115.0,0.0,1409.5,0.0,0.0,0.0,0.0,1556.5,115.0,1409.5,238.55,0.0,-1556.5,1449.0,1655.55
2026-01-03 00:00:00+00:00,0.0,77.25,0.0,1449.0,16.0,0.0,1293.5,0.0,0.0,0.0,0.0,1500.3,16.0,1293.5,77.25,0.0,-1500.3,1449.0,1335.45
2026-01-03 01:00:00+00:00,0.0,3.6,0.0,1259.3,0.0,0.0,1243.5,0.0,0.0,0.0,0.0,1584.475,0.0,1243.5,3.6,0.0,-1584.475,1259.3,921.925
2026-01-03 02:00:00+00:00,0.0,146.6,0.0,978.7,15.25,0.0,942.5,0.0,0.0,0.0,0.0,1494.85,15.25,942.5,146.6,0.0,-1494.85,978.7,588.2
2026-01-03 03:00:00+00:00,0.0,0.0,0.0,803.7,0.0,0.0,325.0,0.0,0.0,0.0,0.0,744.525,0.0,325.0,0.0,0.0,-744.525,803.7,384.17500000000007
2026-01-03 04:00:00+00:00,0.0,111.2,0.0,465.0,64.75,0.0,996.5,0.0,0.0,0.0,0.0,981.525,64.75,996.5,111.2,0.0,-981.525,465.0,655.9250000000001
2026-01-03 05:00:00+00:00,0.0,391.75,0.0,0.0,253.25,0.0,1478.25,0.0,0.0,0.0,0.0,1256.8,253.25,1478.25,391.75,0.0,-1256.8,0.0,866.45
2026-01-03 06:00:00+00:00,0.0,465.325,0.0,275.2,677.0,0.0,1565.25,0.0,0.0,0.0,0.0,1243.025,677.0,1565.25,465.325,0.0,-1243.025,275.2,1739.7499999999998
2026-01-03 07:00:00+00:00,0.0,640.0,0.0,740.2,1399.0,0.0,1647.0,0.0,0.0,0.0,0.0,1111.525,1399.0,1647.0,640.0,0.0,-1111.525,740.2,3314.675
2026-01-03 08:00:00+00:00,0.0,100.0,0.0,927.8,1273.5,0.0,1647.0,0.0,0.0,0.0,0.0,813.05,1273.5,1647.0,100.0,0.0,-813.05,927.8,3135.25
2026-01-03 09:00:00+00:00,0.0,0.0,0.0,1277.8,807.5,0.0,1647.0,0.0,0.0,0.0,0.0,657.15,807.5,1647.0,0.0,0.0,-657.15,1277.8,3075.1499999999996
2026-01-03 10:00:00+00:00,0.0,0.0,0.0,1009.6,440.5,0.0,1647.0,0.0,0.0,0.0,0.0,290.0,440.5,1647.0,0.0,0.0,-290.0,1009.6,2807.1
2026-01-03 11:00:00+00:00,0.0,0.0,0.0,897.8,263.75,0.0,1647.0,0.0,0.0,0.0,0.0,128.6,263.75,1647.0,0.0,0.0,-128.6,897.8,2679.95
2026-01-03 12:00:00+00:00,0.0,0.0,0.0,759.7,271.75,0.0,1647.0,0.0,18.925,0.0,0.0,17.1,271.75,1647.0,0.0,18.925,-17.1,759.7,2680.275
2026-01-03 13:00:00+00:00,0.0,0.0,0.0,629.2,1065.75,0.0,1647.0,0.0,0.0,0.0,0.0,293.6,1065.75,1647.0,0.0,0.0,-293.6,629.2,3048.3500000000004
2026-01-03 14:00:00+00:00,0.0,0.0,0.0,790.9,996.75,0.0,1647.0,0.0,0.0,0.0,0.0,226.675,996.75,1647.0,0.0,0.0,-226.675,790.9,3207.975
2026-01-03 15:00:00+00:00,0.0,0.0,0.0,742.9,635.5,0.0,1647.0,0.0,2.25,0.0,0.0,60.35,635.5,1647.0,0.0,2.25,-60.35,742.9,2967.3
2026-01-03 16:00:00+00:00,0.0,0.0,0.0,1164.1,230.0,0.0,1645.75,0.0,0.0,0.0,0.0,181.4,230.0,1645.75,0.0,0.0,-181.4,1164.1,2858.45
2026-01-03 17:00:00+00:00,0.0,0.0,0.0,1297.0,167.25,0.0,1647.0,0.0,0.0,0.0,0.0,288.225,167.25,1647.0,0.0,0.0,-288.225,1297.0,2823.025
2026-01-03 18:00:00+00:00,0.0,0.0,0.0,1449.0,455.75,0.0,1647.0,0.0,0.0,0.0,0.0,681.925,455.75,1647.0,0.0,0.0,-681.925,1449.0,2869.825
2026-01-03 19:00:00+00:00,0.0,0.0,0.0,1449.0,810.5,0.0,1647.0,0.0,0.0,0.0,0.0,885.1,810.5,1647.0,0.0,0.0,-885.1,1449.0,3021.4
2026-01-03 20:00:00+00:00,0.0,0.0,0.0,1449.0,651.75,0.0,1608.75,0.0,0.0,0.0,0.0,755.175,651.75,1608.75,0.0,0.0,-755.175,1449.0,2954.325
2026-01-03 21:00:00+00:00,0.0,0.0,0.0,1449.0,801.75,0.0,1591.75,0.0,0.0,0.0,0.0,697.55,801.75,1591.75,0.0,0.0,-697.55,1449.0,3144.95
2026-01-03 22:00:00+00:00,0.0,0.0,0.0,1449.0,562.0,0.0,1478.25,0.0,0.0,0.0,0.0,830.5,562.0,1478.25,0.0,0.0,-830.5,1449.0,2658.75
2026-01-03 23:00:00+00:00,0.0,0.0,0.0,1081.4,682.5,0.0,1551.0,0.0,0.0,0.0,0.0,513.075,682.5,1551.0,0.0,0.0,-513.075,1081.4,2801.825
2026-01-04 00:00:00+00:00,0.0,0.0,0.0,1001.5,758.75,0.0,1643.5,0.0,0.0,0.0,0.0,689.475,758.75,1643.5,0.0,0.0,-689.475,1001.5,2714.275
2026-01-04 01:00:00+00:00,0.0,0.0,0.0,1013.7,862.25,0.0,1680.0,0.0,0.0,0.0,0.0,711.6,862.25,1680.0,0.0,0.0,-711.6,1013.7,2844.3500000000004
2026-01-04 02:00:00+00:00,0.0,0.0,0.0,1000.0,608.75,0.0,1680.0,0.0,0.0,0.0,0.0,651.65,608.75,1680.0,0.0,0.0,-651.65,1000.0,2637.1
2026-01-04 03:00:00+00:00,0.0,0.0,0.0,1021.9,43.75,0.0,1529.0,0.0,0.0,0.0,0.0,451.3,43.75,1529.0,0.0,0.0,-451.3,1021.9,2143.35
2026-01-04 04:00:00+00:00,0.0,0.0,0.0,859.5,403.0,0.0,1680.0,0.0,0.0,0.0,0.0,355.65,403.0,1680.0,0.0,0.0,-355.65,859.5,2586.85
2026-01-04 05:00:00+00:00,0.0,0.0,0.0,789.7,502.75,0.0,1672.5,0.0,0.0,0.0,0.0,349.5,502.75,1672.5,0.0,0.0,-349.5,789.7,2615.45
2026-01-04 06:00:00+00:00,0.0,0.0,0.0,873.8,98.5,0.0,1616.0,0.0,299.775,0.0,0.0,46.35,98.5,1616.0,0.0,299.775,-46.35,873.8,2841.7250000000004
2026-01-04 07:00:00+00:00,0.0,0.0,0.0,408.8,0.0,0.0,1199.75,0.0,1338.125,0.0,0.0,0.0,0.0,1199.75,0.0,1338.125,0.0,408.8,2946.675
2026-01-04 08:00:00+00:00,0.0,0.0,0.0,844.0,19.0,0.0,431.0,0.0,1710.825,0.0,0.0,0.0,19.0,431.0,0.0,1710.825,0.0,844.0,3004.825
2026-01-04 09:00:00+00:00,0.0,0.0,0.0,1309.0,0.0,0.0,0.0,0.0,1381.725,0.0,0.0,0.0,0.0,0.0,0.0,1381.725,0.0,1309.0,2690.725
2026-01-04 10:00:00+00:00,0.0,0.0,0.0,986.1,0.0,0.0,0.0,0.0,1738.675,0.0,0.0,0.0,0.0,0.0,0.0,1738.675,0.0,986.1,2724.775
2026-01-04 11:00:00+00:00,0.0,0.0,0.0,815.1,0.0,0.0,0.0,0.0,1846.7,0.0,0.0,0.0,0.0,0.0,0.0,1846.7,0.0,815.1,2661.8
2026-01-04 12:00:00+00:00,0.0,0.0,0.0,859.5,0.0,0.0,0.0,0.0,1856.55,0.0,0.0,0.0,0.0,0.0,0.0,1856.55,0.0,859.5,2716.05
2026-01-04 13:00:00+00:00,0.0,0.0,0.0,459.2,0.0,0.0,0.0,0.0,2317.35,0.0,0.0,0.0,0.0,0.0,0.0,2317.35,0.0,459.2,2776.5499999999997
2026-01-04 14:00:00+00:00,0.0,0.0,0.0,7.1,0.0,0.0,0.5,0.0,2798.0,0.0,0.0,0.0,0.0,0.5,0.0,2798.0,0.0,7.1,2805.6
2026-01-04 15:00:00+00:00,3.05,0.0,0.0,0.0,0.0,0.0,23.5,0.0,2889.35,0.0,0.0,0.0,0.0,23.5,-3.05,2889.35,0.0,0.0,2909.7999999999997
2026-01-04 16:00:00+00:00,0.0,0.0,0.0,47.2,0.0,0.0,145.5,0.0,2837.1,0.0,0.0,0.0,0.0,145.5,0.0,2837.1,0.0,47.2,3029.7999999999997
2026-01-04 17:00:00+00:00,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,2781.25,0.0,0.0,0.0,0.0,0.0,0.0,2781.25,0.0,332.0,3113.25
2026-01-04 18:00:00+00:00,0.0,0.0,0.0,422.4,0.0,0.0,0.0,0.0,2720.0,0.0,0.0,0.0,0.0,0.0,0.0,2720.0,0.0,422.4,3142.4
2026-01-04 19:00:00+00:00,0.0,0.0,0.0,465.0,0.0,0.0,0.0,0.0,2753.275,0.0,0.0,0.0,0.0,0.0,0.0,2753.275,0.0,465.0,3218.275
2026-01-04 20:00:00+00:00,0.0,0.0,0.0,0.0,42.0,0.0,357.75,0.0,2850.125,0.0,0.0,0.0,42.0,357.75,0.0,2850.125,0.0,0.0,3249.875
2026-01-04 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,537.25,0.0,2802.225,0.0,0.0,0.0,0.0,537.25,0.0,2802.225,0.0,0.0,3339.475
2026-01-04 22:00:00+00:00,0.0,0.0,0.0,0.0,26.25,0.0,376.75,0.0,2833.975,0.0,0.0,0.0,26.25,376.75,0.0,2833.975,0.0,0.0,3236.975
2026-01-04 23:00:00+00:00,0.0,0.0,0.0,17.0,425.5,0.0,473.0,0.0,2844.475,0.0,0.0,0.0,425.5,473.0,0.0,2844.475,0.0,17.0,3759.975
2026-01-05 00:00:00+00:00,0.0,0.0,0.0,175.7,84.0,0.0,709.25,0.0,2751.6,0.0,0.0,0.0,84.0,709.25,0.0,2751.6,0.0,175.7,3720.5499999999997
2026-01-05 01:00:00+00:00,0.0,0.0,0.0,111.0,67.0,0.0,986.0,0.0,2752.475,0.0,0.0,0.0,67.0,986.0,0.0,2752.475,0.0,111.0,3916.475
2026-01-05 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,0.0,2821.225,0.0,0.0,0.0,0.0,1093.0,0.0,2821.225,0.0,0.0,3914.225
2026-01-05 03:00:00+00:00,0.0,0.0,0.0,0.0,25.0,0.0,1564.75,0.0,2547.3,0.0,0.0,0.0,25.0,1564.75,0.0,2547.3,0.0,0.0,4137.05
2026-01-05 04:00:00+00:00,0.0,0.0,419.5,0.0,245.0,0.0,1680.0,0.0,2544.35,0.0,0.0,0.0,245.0,1680.0,0.0,2544.35,0.0,-419.5,4049.8500000000004
2026-01-05 05:00:00+00:00,0.0,0.0,884.5,0.0,216.5,0.0,1646.25,0.0,2823.225,0.0,0.0,0.0,216.5,1646.25,0.0,2823.225,0.0,-884.5,3801.4750000000004
2026-01-05 06:00:00+00:00,0.0,0.0,915.1,0.0,179.25,0.0,1363.0,0.0,2928.35,0.0,0.0,0.0,179.25,1363.0,0.0,2928.35,0.0,-915.1,3555.5000000000005
2026-01-05 07:00:00+00:00,0.0,0.0,480.3,0.0,72.0,0.0,601.75,0.0,2896.2,0.0,0.0,0.0,72.0,601.75,0.0,2896.2,0.0,-480.3,3089.6499999999996
2026-01-05 08:00:00+00:00,0.0,0.0,15.3,0.0,0.0,0.0,114.25,0.0,2936.625,0.0,0.0,0.0,0.0,114.25,0.0,2936.625,0.0,-15.3,3035.575
2026-01-05 09:00:00+00:00,0.0,0.0,0.0,117.7,0.0,0.0,59.5,0.0,2967.725,0.0,0.0,0.0,0.0,59.5,0.0,2967.725,0.0,117.7,3144.9249999999997
2026-01-05 10:00:00+00:00,0.0,0.0,0.0,267.5,0.0,0.0,99.0,0.0,2949.925,0.0,0.0,0.0,0.0,99.0,0.0,2949.925,0.0,267.5,3316.425
2026-01-05 11:00:00+00:00,0.0,0.0,0.0,174.7,0.0,0.0,104.75,0.0,2951.525,0.0,0.0,0.0,0.0,104.75,0.0,2951.525,0.0,174.7,3230.975
2026-01-05 12:00:00+00:00,0.0,0.0,0.0,0.0,76.75,0.0,521.75,0.0,2977.95,0.0,0.0,0.0,76.75,521.75,0.0,2977.95,0.0,0.0,3576.45
2026-01-05 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,421.5,0.0,2971.75,0.0,0.0,0.0,0.0,421.5,0.0,2971.75,0.0,0.0,3393.25
2026-01-05 14:00:00+00:00,0.0,0.0,0.0,0.0,13.5,0.0,273.5,0.0,2934.775,0.0,0.0,0.0,13.5,273.5,0.0,2934.775,0.0,0.0,3221.775
2026-01-05 15:00:00+00:00,205.225,0.0,0.0,465.0,0.0,0.0,0.0,0.0,2905.475,0.0,0.0,0.0,0.0,0.0,-205.225,2905.475,0.0,465.0,3165.25
2026-01-05 16:00:00+00:00,155.75,0.0,0.0,930.0,0.0,0.0,0.0,0.0,2613.725,0.0,0.0,0.0,0.0,0.0,-155.75,2613.725,0.0,930.0,3387.975
2026-01-05 17:00:00+00:00,0.0,0.0,0.0,1395.0,0.0,0.0,0.0,0.0,2133.0,0.0,0.0,0.0,0.0,0.0,0.0,2133.0,0.0,1395.0,3528.0
2026-01-05 18:00:00+00:00,0.0,0.0,0.0,1310.3,0.0,0.0,93.0,0.0,2855.35,0.0,0.0,0.0,0.0,93.0,0.0,2855.35,0.0,1310.3,4258.65
2026-01-05 19:00:00+00:00,0.0,0.0,0.0,1176.1,0.0,0.0,283.0,0.0,2888.825,0.0,0.0,0.0,0.0,283.0,0.0,2888.825,0.0,1176.1,4347.924999999999
2026-01-05 20:00:00+00:00,0.0,0.0,0.0,730.3,63.75,0.0,713.0,0.0,2892.975,0.0,0.0,0.0,63.75,713.0,0.0,2892.975,0.0,730.3,4400.025
2026-01-05 21:00:00+00:00,0.0,0.0,0.0,265.3,68.75,0.0,1132.25,0.0,2871.575,0.0,0.0,0.0,68.75,1132.25,0.0,2871.575,0.0,265.3,4337.875
2026-01-05 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,892.0,0.0,2878.65,0.0,0.0,0.0,0.0,892.0,0.0,2878.65,0.0,0.0,3770.65
2026-01-05 23:00:00+00:00,0.0,0.0,0.0,0.0,240.25,0.0,1442.25,0.0,2824.175,0.0,0.0,0.0,240.25,1442.25,0.0,2824.175,0.0,0.0,4506.675
2026-01-06 00:00:00+00:00,0.0,0.0,0.0,0.0,110.75,0.0,1680.0,0.0,2739.85,0.0,0.0,0.0,110.75,1680.0,0.0,2739.85,0.0,0.0,4530.6
2026-01-06 01:00:00+00:00,0.0,0.0,0.0,0.0,331.5,0.0,1680.0,0.0,2805.55,0.0,0.0,0.0,331.5,1680.0,0.0,2805.55,0.0,0.0,4817.05
2026-01-06 02:00:00+00:00,0.0,0.0,0.0,0.0,532.5,0.0,1680.0,0.0,2705.75,0.0,0.0,0.0,532.5,1680.0,0.0,2705.75,0.0,0.0,4918.25
2026-01-06 03:00:00+00:00,0.0,0.0,192.5,0.0,561.25,0.0,1680.0,0.0,2706.925,0.0,0.0,0.0,561.25,1680.0,0.0,2706.925,0.0,-192.5,4755.675
2026-01-06 04:00:00+00:00,0.0,0.0,657.5,0.0,666.75,0.0,1654.0,0.0,2820.875,0.0,0.0,0.0,666.75,1654.0,0.0,2820.875,0.0,-657.5,4484.125
2026-01-06 05:00:00+00:00,0.0,0.0,1122.5,0.0,1030.0,0.0,1680.0,0.0,2772.0,0.0,0.0,0.0,1030.0,1680.0,0.0,2772.0,0.0,-1122.5,4359.5
2026-01-06 06:00:00+00:00,0.0,0.0,1395.0,0.0,850.0,0.0,1680.0,0.0,2923.875,0.0,0.0,0.0,850.0,1680.0,0.0,2923.875,0.0,-1395.0,4058.875
2026-01-06 07:00:00+00:00,0.0,0.0,930.0,0.0,403.5,0.0,1680.0,0.0,2922.35,0.0,0.0,0.0,403.5,1680.0,0.0,2922.35,0.0,-930.0,4075.8500000000004
2026-01-06 08:00:00+00:00,0.0,0.0,465.0,0.0,114.0,0.0,1634.5,0.0,2945.6,0.0,0.0,0.0,114.0,1634.5,0.0,2945.6,0.0,-465.0,4229.1
2026-01-06 09:00:00+00:00,0.0,0.0,0.0,0.0,41.0,0.0,1164.75,0.0,2877.475,0.0,0.0,0.0,41.0,1164.75,0.0,2877.475,0.0,0.0,4083.225
2026-01-06 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,759.75,0.0,2943.25,0.0,0.0,0.0,0.0,759.75,0.0,2943.25,0.0,0.0,3703.0
2026-01-06 11:00:00+00:00,0.0,0.0,0.0,0.0,53.25,0.0,1143.0,0.0,2951.75,0.0,0.0,0.0,53.25,1143.0,0.0,2951.75,0.0,0.0,4148.0
2026-01-06 12:00:00+00:00,4.75,0.0,0.0,0.0,0.0,0.0,1142.0,0.0,2942.225,0.0,0.0,0.0,0.0,1142.0,-4.75,2942.225,0.0,0.0,4079.475
2026-01-06 13:00:00+00:00,45.3,0.0,141.7,0.0,0.0,0.0,1122.0,0.0,2919.325,0.0,0.0,0.0,0.0,1122.0,-45.3,2919.325,0.0,-141.7,3854.325
2026-01-06 14:00:00+00:00,0.0,0.0,339.1,0.0,0.0,0.0,1226.0,0.0,2909.2,0.0,0.0,0.0,0.0,1226.0,0.0,2909.2,0.0,-339.1,3796.1
