,BG_GR,GR_BG,GR_MK,GR_IT_SUD,IT_SUD_GR,MK_GR,GR_BG_net_export,GR_MK_net_export,GR_IT_SUD_net_export,Net Export
2026-01-24 16:00:00+00:00,0.0,701.075,458.0,244.0,0.0,0.0,701.075,458.0,244.0,1403.075
2026-01-24 17:00:00+00:00,0.0,1034.175,490.0,4.0,0.0,0.0,1034.175,490.0,4.0,1528.175
2026-01-24 18:00:00+00:00,0.0,987.8499999999999,457.0,354.0,0.0,0.0,987.8499999999999,457.0,354.0,1798.85
2026-01-24 19:00:00+00:00,0.0,1167.125,452.0,500.0,0.0,0.0,1167.125,452.0,500.0,2119.125
2026-01-24 20:00:00+00:00,0.0,1224.075,478.0,325.0,0.0,0.0,1224.075,478.0,325.0,2027.075
2026-01-24 21:00:00+00:00,0.0,912.45,498.0,500.0,0.0,0.0,912.45,498.0,500.0,1910.45
2026-01-24 22:00:00+00:00,0.0,862.225,500.0,500.0,0.0,0.0,862.225,500.0,500.0,1862.225
2026-01-24 23:00:00+00:00,0.0,1122.075,333.0,500.0,0.0,0.0,1122.075,333.0,500.0,1955.075
2026-01-25 00:00:00+00:00,0.0,987.325,332.0,500.0,0.0,0.0,987.325,332.0,500.0,1819.325
2026-01-25 01:00:00+00:00,0.0,646.725,332.0,500.0,0.0,0.0,646.725,332.0,500.0,1478.725
2026-01-25 02:00:00+00:00,0.0,814.775,332.0,500.0,0.0,0.0,814.775,332.0,500.0,1646.775
2026-01-25 03:00:00+00:00,0.0,1110.875,332.0,500.0,0.0,0.0,1110.875,332.0,500.0,1942.875
2026-01-25 04:00:00+00:00,0.0,1104.9,355.0,500.0,0.0,0.0,1104.9,355.0,500.0,1959.9
2026-01-25 05:00:00+00:00,0.0,773.2,420.0,500.0,0.0,0.0,773.2,420.0,500.0,1693.2
2026-01-25 06:00:00+00:00,0.0,836.725,420.0,500.0,0.0,0.0,836.725,420.0,500.0,1756.725
2026-01-25 07:00:00+00:00,0.0,769.75,445.0,500.0,0.0,0.0,769.75,445.0,500.0,1714.75
2026-01-25 08:00:00+00:00,0.0,1155.775,500.0,500.0,0.0,0.0,1155.775,500.0,500.0,2155.775
2026-01-25 09:00:00+00:00,0.0,912.325,500.0,500.0,0.0,0.0,912.325,500.0,500.0,1912.325
2026-01-25 10:00:00+00:00,0.0,1269.775,500.0,500.0,0.0,0.0,1269.775,500.0,500.0,2269.775
2026-01-25 11:00:00+00:00,0.0,1287.75,500.0,500.0,0.0,0.0,1287.75,500.0,500.0,2287.75
2026-01-25 12:00:00+00:00,0.0,1295.75,500.0,500.0,0.0,0.0,1295.75,500.0,500.0,2295.75
2026-01-25 13:00:00+00:00,0.0,1278.425,500.0,352.0,0.0,0.0,1278.425,500.0,352.0,2130.425
2026-01-25 14:00:00+00:00,0.0,1120.7,500.0,274.0,0.0,0.0,1120.7,500.0,274.0,1894.7
2026-01-25 15:00:00+00:00,0.0,1060.2,500.0,58.0,0.0,0.0,1060.2,500.0,58.0,1618.2
2026-01-25 16:00:00+00:00,0.0,872.25,481.0,500.0,0.0,0.0,872.25,481.0,500.0,1853.25
2026-01-25 17:00:00+00:00,0.0,1344.5,425.0,500.0,0.0,0.0,1344.5,425.0,500.0,2269.5
2026-01-25 18:00:00+00:00,0.0,1382.75,425.0,500.0,0.0,0.0,1382.75,425.0,500.0,2307.75
2026-01-25 19:00:00+00:00,0.0,1391.75,425.0,500.0,0.0,0.0,1391.75,425.0,500.0,2316.75
2026-01-25 20:00:00+00:00,0.0,1388.75,476.0,500.0,0.0,0.0,1388.75,476.0,500.0,2364.75
2026-01-25 21:00:00+00:00,0.0,1278.75,490.0,500.0,0.0,0.0,1278.75,490.0,500.0,2268.75
2026-01-25 22:00:00+00:00,0.0,1190.75,500.0,500.0,0.0,0.0,1190.75,500.0,500.0,2190.75
2026-01-25 23:00:00+00:00,0.0,1184.0,460.0,500.0,0.0,0.0,1184.0,460.0,500.0,2144.0
2026-01-26 00:00:00+00:00,0.0,1149.0,455.0,500.0,0.0,0.0,1149.0,455.0,500.0,2104.0
2026-01-26 01:00:00+00:00,0.0,1141.0,455.0,500.0,0.0,0.0,1141.0,455.0,500.0,2096.0
2026-01-26 02:00:00+00:00,0.0,1148.0,455.0,500.0,0.0,0.0,1148.0,455.0,500.0,2103.0
2026-01-26 03:00:00+00:00,0.0,1176.0,455.0,500.0,0.0,0.0,1176.0,455.0,500.0,2131.0
2026-01-26 04:00:00+00:00,0.0,1231.0,470.0,500.0,0.0,0.0,1231.0,470.0,500.0,2201.0
2026-01-26 05:00:00+00:00,0.0,1247.0,500.0,500.0,0.0,0.0,1247.0,500.0,500.0,2247.0
2026-01-26 06:00:00+00:00,0.0,1231.0,500.0,500.0,0.0,0.0,1231.0,500.0,500.0,2231.0
2026-01-26 07:00:00+00:00,0.0,1242.0,500.0,500.0,0.0,0.0,1242.0,500.0,500.0,2242.0
2026-01-26 08:00:00+00:00,0.0,1271.0,500.0,500.0,0.0,0.0,1271.0,500.0,500.0,2271.0
2026-01-26 09:00:00+00:00,0.0,1242.0,500.0,500.0,0.0,0.0,1242.0,500.0,500.0,2242.0
2026-01-26 10:00:00+00:00,0.0,1276.0,500.0,500.0,0.0,0.0,1276.0,500.0,500.0,2276.0
2026-01-26 11:00:00+00:00,0.0,1305.0,500.0,500.0,0.0,0.0,1305.0,500.0,500.0,2305.0
2026-01-26 12:00:00+00:00,0.0,1289.0,500.0,500.0,0.0,0.0,1289.0,500.0,500.0,2289.0
2026-01-26 13:00:00+00:00,0.0,1318.0,500.0,500.0,0.0,0.0,1318.0,500.0,500.0,2318.0
2026-01-26 14:00:00+00:00,0.0,1288.3,500.0,366.0,0.0,0.0,1288.3,500.0,366.0,2154.3
2026-01-26 15:00:00+00:00,0.0,1226.625,500.0,500.0,0.0,0.0,1226.625,500.0,500.0,2226.625
2026-01-26 16:00:00+00:00,0.0,1263.7,500.0,500.0,0.0,0.0,1263.7,500.0,500.0,2263.7
2026-01-26 17:00:00+00:00,0.0,1286.575,500.0,500.0,0.0,0.0,1286.575,500.0,500.0,2286.575
2026-01-26 18:00:00+00:00,0.0,1271.5,500.0,500.0,0.0,0.0,1271.5,500.0,500.0,2271.5
2026-01-26 19:00:00+00:00,0.0,1400.0,460.0,500.0,0.0,0.0,1400.0,460.0,500.0,2360.0
2026-01-26 20:00:00+00:00,0.0,1400.0,460.0,500.0,0.0,0.0,1400.0,460.0,500.0,2360.0
2026-01-26 21:00:00+00:00,0.0,1377.0,460.0,500.0,0.0,0.0,1377.0,460.0,500.0,2337.0
2026-01-26 22:00:00+00:00,0.0,1337.0,460.0,500.0,0.0,0.0,1337.0,460.0,500.0,2297.0
2026-01-26 23:00:00+00:00,0.0,1218.0,500.0,500.0,0.0,0.0,1218.0,500.0,500.0,2218.0
2026-01-27 00:00:00+00:00,0.0,1268.0,478.0,500.0,0.0,0.0,1268.0,478.0,500.0,2246.0
2026-01-27 01:00:00+00:00,0.0,1332.0,472.0,500.0,0.0,0.0,1332.0,472.0,500.0,2304.0
2026-01-27 02:00:00+00:00,0.0,1347.0,472.0,500.0,0.0,0.0,1347.0,472.0,500.0,2319.0
2026-01-27 03:00:00+00:00,0.0,1363.0,472.0,500.0,0.0,0.0,1363.0,472.0,500.0,2335.0
2026-01-27 04:00:00+00:00,0.0,1364.0,472.0,500.0,0.0,0.0,1364.0,472.0,500.0,2336.0
2026-01-27 05:00:00+00:00,0.0,1362.0,477.0,494.0,0.0,0.0,1362.0,477.0,494.0,2333.0
2026-01-27 06:00:00+00:00,0.0,1356.375,500.0,128.0,0.0,0.0,1356.375,500.0,128.0,1984.375
2026-01-27 07:00:00+00:00,0.0,1316.8,467.0,379.0,0.0,0.0,1316.8,467.0,379.0,2162.8
2026-01-27 08:00:00+00:00,0.0,1248.775,500.0,348.0,0.0,0.0,1248.775,500.0,348.0,2096.775
2026-01-27 09:00:00+00:00,0.0,1319.0,492.0,305.0,0.0,0.0,1319.0,492.0,305.0,2116.0
2026-01-27 10:00:00+00:00,0.0,1291.0,492.0,500.0,0.0,0.0,1291.0,492.0,500.0,2283.0
2026-01-27 11:00:00+00:00,0.0,1292.0,500.0,500.0,0.0,0.0,1292.0,500.0,500.0,2292.0
2026-01-27 12:00:00+00:00,0.0,1299.0,494.0,500.0,0.0,0.0,1299.0,494.0,500.0,2293.0
2026-01-27 13:00:00+00:00,0.0,1358.0,492.0,390.0,0.0,0.0,1358.0,492.0,390.0,2240.0
2026-01-27 14:00:00+00:00,0.0,1376.0,500.0,333.0,0.0,0.0,1376.0,500.0,333.0,2209.0
2026-01-27 15:00:00+00:00,0.0,1376.525,500.0,0.0,230.0,0.0,1376.525,500.0,-230.0,1646.525
2026-01-27 16:00:00+00:00,0.0,1229.875,500.0,0.0,500.0,0.0,1229.875,500.0,-500.0,1229.875
2026-01-27 17:00:00+00:00,0.0,1339.975,500.0,0.0,500.0,0.0,1339.975,500.0,-500.0,1339.975
2026-01-27 18:00:00+00:00,0.0,1400.0,500.0,0.0,500.0,0.0,1400.0,500.0,-500.0,1400.0
2026-01-27 19:00:00+00:00,0.0,1400.0,500.0,0.0,260.0,0.0,1400.0,500.0,-260.0,1640.0
2026-01-27 20:00:00+00:00,0.0,1143.65,472.0,500.0,0.0,0.0,1143.65,472.0,500.0,2115.65
2026-01-27 21:00:00+00:00,0.0,1311.0,500.0,500.0,0.0,0.0,1311.0,500.0,500.0,2311.0
2026-01-27 22:00:00+00:00,0.0,1282.0,500.0,500.0,0.0,0.0,1282.0,500.0,500.0,2282.0
2026-01-27 23:00:00+00:00,0.0,1282.0,485.0,500.0,0.0,0.0,1282.0,485.0,500.0,2267.0
2026-01-28 00:00:00+00:00,0.0,1331.0,476.0,500.0,0.0,0.0,1331.0,476.0,500.0,2307.0
2026-01-28 01:00:00+00:00,0.0,1352.0,472.0,500.0,0.0,0.0,1352.0,472.0,500.0,2324.0
2026-01-28 02:00:00+00:00,0.0,1351.0,472.0,500.0,0.0,0.0,1351.0,472.0,500.0,2323.0
2026-01-28 03:00:00+00:00,0.0,1345.0,472.0,500.0,0.0,0.0,1345.0,472.0,500.0,2317.0
2026-01-28 04:00:00+00:00,0.0,1359.0,483.0,500.0,0.0,0.0,1359.0,483.0,500.0,2342.0
2026-01-28 05:00:00+00:00,0.0,1357.0,500.0,500.0,0.0,0.0,1357.0,500.0,500.0,2357.0
2026-01-28 06:00:00+00:00,0.0,1322.0,500.0,500.0,0.0,0.0,1322.0,500.0,500.0,2322.0
2026-01-28 07:00:00+00:00,0.0,1176.125,500.0,500.0,0.0,0.0,1176.125,500.0,500.0,2176.125
2026-01-28 08:00:00+00:00,0.0,977.85,500.0,500.0,0.0,0.0,977.85,500.0,500.0,1977.85
2026-01-28 09:00:00+00:00,0.0,965.15,500.0,500.0,0.0,0.0,965.15,500.0,500.0,1965.15
2026-01-28 10:00:00+00:00,0.0,947.1,500.0,500.0,0.0,0.0,947.1,500.0,500.0,1947.1
2026-01-28 11:00:00+00:00,0.0,1055.025,500.0,500.0,0.0,0.0,1055.025,500.0,500.0,2055.025
2026-01-28 12:00:00+00:00,0.0,1181.15,500.0,500.0,0.0,0.0,1181.15,500.0,500.0,2181.15
2026-01-28 13:00:00+00:00,0.0,1380.0,500.0,387.0,0.0,0.0,1380.0,500.0,387.0,2267.0
2026-01-28 14:00:00+00:00,0.0,1391.0,500.0,500.0,0.0,0.0,1391.0,500.0,500.0,2391.0
2026-01-28 15:00:00+00:00,0.0,1400.0,500.0,79.0,0.0,0.0,1400.0,500.0,79.0,1979.0
2026-01-28 16:00:00+00:00,0.0,1378.025,500.0,232.0,0.0,0.0,1378.025,500.0,232.0,2110.025
2026-01-28 17:00:00+00:00,0.0,1400.0,500.0,500.0,0.0,0.0,1400.0,500.0,500.0,2400.0
2026-01-28 18:00:00+00:00,0.0,1400.0,500.0,500.0,0.0,0.0,1400.0,500.0,500.0,2400.0
2026-01-28 19:00:00+00:00,0.0,1400.0,500.0,500.0,0.0,0.0,1400.0,500.0,500.0,2400.0
2026-01-28 20:00:00+00:00,0.0,1400.0,500.0,500.0,0.0,0.0,1400.0,500.0,500.0,2400.0
2026-01-28 21:00:00+00:00,0.0,1383.0,500.0,500.0,0.0,0.0,1383.0,500.0,500.0,2383.0
2026-01-28 22:00:00+00:00,0.0,1332.0,500.0,500.0,0.0,0.0,1332.0,500.0,500.0,2332.0
2026-01-28 23:00:00+00:00,0.0,1342.0,500.0,500.0,0.0,0.0,1342.0,500.0,500.0,2342.0
2026-01-29 00:00:00+00:00,0.0,1356.0,500.0,500.0,0.0,0.0,1356.0,500.0,500.0,2356.0
2026-01-29 01:00:00+00:00,0.0,1356.0,500.0,500.0,0.0,0.0,1356.0,500.0,500.0,2356.0
2026-01-29 02:00:00+00:00,0.0,1377.0,500.0,500.0,0.0,0.0,1377.0,500.0,500.0,2377.0
2026-01-29 03:00:00+00:00,0.0,1392.0,500.0,500.0,0.0,0.0,1392.0,500.0,500.0,2392.0
2026-01-29 04:00:00+00:00,0.0,1313.425,500.0,500.0,0.0,0.0,1313.425,500.0,500.0,2313.425
2026-01-29 05:00:00+00:00,0.0,1345.0,500.0,500.0,0.0,0.0,1345.0,500.0,500.0,2345.0
2026-01-29 06:00:00+00:00,0.0,1352.0,500.0,500.0,0.0,0.0,1352.0,500.0,500.0,2352.0
2026-01-29 07:00:00+00:00,0.0,1313.5,500.0,500.0,0.0,0.0,1313.5,500.0,500.0,2313.5
2026-01-29 08:00:00+00:00,0.0,1304.0,500.0,500.0,0.0,0.0,1304.0,500.0,500.0,2304.0
2026-01-29 09:00:00+00:00,0.0,1305.0,500.0,500.0,0.0,0.0,1305.0,500.0,500.0,2305.0
2026-01-29 10:00:00+00:00,0.0,1314.0,500.0,500.0,0.0,0.0,1314.0,500.0,500.0,2314.0
2026-01-29 11:00:00+00:00,0.0,1329.0,500.0,500.0,0.0,0.0,1329.0,500.0,500.0,2329.0
2026-01-29 12:00:00+00:00,0.0,1321.0,500.0,500.0,0.0,0.0,1321.0,500.0,500.0,2321.0
2026-01-29 13:00:00+00:00,0.0,1365.0,500.0,500.0,0.0,0.0,1365.0,500.0,500.0,2365.0
2026-01-29 14:00:00+00:00,0.0,1392.0,500.0,500.0,0.0,0.0,1392.0,500.0,500.0,2392.0
2026-01-29 15:00:00+00:00,0.0,1400.0,500.0,500.0,0.0,0.0,1400.0,500.0,500.0,2400.0
2026-01-29 16:00:00+00:00,0.0,1400.0,500.0,500.0,0.0,0.0,1400.0,500.0,500.0,2400.0
2026-01-29 17:00:00+00:00,0.0,1400.0,500.0,500.0,0.0,0.0,1400.0,500.0,500.0,2400.0
2026-01-29 18:00:00+00:00,0.0,1400.0,500.0,500.0,0.0,0.0,1400.0,500.0,500.0,2400.0
2026-01-29 19:00:00+00:00,0.0,1400.0,500.0,500.0,0.0,0.0,1400.0,500.0,500.0,2400.0
2026-01-29 20:00:00+00:00,0.0,1396.0,500.0,500.0,0.0,0.0,1396.0,500.0,500.0,2396.0
2026-01-29 21:00:00+00:00,0.0,1313.0,500.0,500.0,0.0,0.0,1313.0,500.0,500.0,2313.0
2026-01-29 22:00:00+00:00,0.0,1278.0,500.0,500.0,0.0,0.0,1278.0,500.0,500.0,2278.0
2026-01-29 23:00:00+00:00,0.0,1265.0,500.0,500.0,0.0,0.0,1265.0,500.0,500.0,2265.0
2026-01-30 00:00:00+00:00,0.0,1315.0,500.0,500.0,0.0,0.0,1315.0,500.0,500.0,2315.0
2026-01-30 01:00:00+00:00,0.0,1351.0,500.0,500.0,0.0,0.0,1351.0,500.0,500.0,2351.0
2026-01-30 02:00:00+00:00,0.0,1351.0,500.0,500.0,0.0,0.0,1351.0,500.0,500.0,2351.0
2026-01-30 03:00:00+00:00,0.0,1354.0,500.0,500.0,0.0,0.0,1354.0,500.0,500.0,2354.0
2026-01-30 04:00:00+00:00,0.0,1346.0,477.0,500.0,0.0,0.0,1346.0,477.0,500.0,2323.0
2026-01-30 05:00:00+00:00,0.0,1341.0,500.0,500.0,0.0,0.0,1341.0,500.0,500.0,2341.0
2026-01-30 06:00:00+00:00,0.0,1371.0,500.0,500.0,0.0,0.0,1371.0,500.0,500.0,2371.0
2026-01-30 07:00:00+00:00,0.0,1397.0,500.0,500.0,0.0,0.0,1397.0,500.0,500.0,2397.0
2026-01-30 08:00:00+00:00,0.0,1380.0,500.0,500.0,0.0,0.0,1380.0,500.0,500.0,2380.0
2026-01-30 09:00:00+00:00,0.0,1347.0,500.0,500.0,0.0,0.0,1347.0,500.0,500.0,2347.0
2026-01-30 10:00:00+00:00,0.0,1355.0,500.0,500.0,0.0,0.0,1355.0,500.0,500.0,2355.0
2026-01-30 11:00:00+00:00,0.0,1363.0,500.0,500.0,0.0,0.0,1363.0,500.0,500.0,2363.0
2026-01-30 12:00:00+00:00,0.0,1360.075,500.0,500.0,0.0,0.0,1360.075,500.0,500.0,2360.075
2026-01-30 13:00:00+00:00,0.0,1395.325,500.0,500.0,0.0,0.0,1395.325,500.0,500.0,2395.325
2026-01-30 14:00:00+00:00,0.0,1385.975,500.0,500.0,0.0,0.0,1385.975,500.0,500.0,2385.975
2026-01-30 15:00:00+00:00,0.0,1345.8,500.0,500.0,0.0,0.0,1345.8,500.0,500.0,2345.8
2026-01-30 16:00:00+00:00,0.0,889.0999999999999,500.0,500.0,0.0,0.0,889.0999999999999,500.0,500.0,1889.1
2026-01-30 17:00:00+00:00,0.0,554.675,500.0,500.0,0.0,0.0,554.675,500.0,500.0,1554.675
2026-01-30 18:00:00+00:00,0.0,476.25,500.0,500.0,0.0,0.0,476.25,500.0,500.0,1476.25
2026-01-30 19:00:00+00:00,0.0,756.0999999999999,500.0,500.0,0.0,0.0,756.0999999999999,500.0,500.0,1756.1
2026-01-30 20:00:00+00:00,0.0,1025.2,500.0,500.0,0.0,0.0,1025.2,500.0,500.0,2025.2
2026-01-30 21:00:00+00:00,0.0,1220.0,397.0,500.0,0.0,0.0,1220.0,397.0,500.0,2117.0
2026-01-30 22:00:00+00:00,0.0,898.025,490.0,500.0,0.0,0.0,898.025,490.0,500.0,1888.025
2026-01-30 23:00:00+00:00,0.0,1285.85,444.0,500.0,0.0,0.0,1285.85,444.0,500.0,2229.85
2026-01-31 00:00:00+00:00,0.0,1329.225,423.0,500.0,0.0,0.0,1329.225,423.0,500.0,2252.225
2026-01-31 01:00:00+00:00,0.0,1292.775,423.0,500.0,0.0,0.0,1292.775,423.0,500.0,2215.775
2026-01-31 02:00:00+00:00,0.0,1287.9,423.0,500.0,0.0,0.0,1287.9,423.0,500.0,2210.9
2026-01-31 03:00:00+00:00,0.0,1346.45,428.0,500.0,0.0,0.0,1346.45,428.0,500.0,2274.45
2026-01-31 04:00:00+00:00,0.0,1341.525,423.0,500.0,0.0,0.0,1341.525,423.0,500.0,2264.525
2026-01-31 05:00:00+00:00,0.0,1239.1,490.0,500.0,0.0,0.0,1239.1,490.0,500.0,2229.1
2026-01-31 06:00:00+00:00,0.0,1044.65,490.0,500.0,0.0,0.0,1044.65,490.0,500.0,2034.65
2026-01-31 07:00:00+00:00,0.0,1218.05,490.0,500.0,0.0,0.0,1218.05,490.0,500.0,2208.05
2026-01-31 08:00:00+00:00,0.0,1163.225,500.0,500.0,0.0,0.0,1163.225,500.0,500.0,2163.225
2026-01-31 09:00:00+00:00,0.0,1192.0,500.0,500.0,0.0,0.0,1192.0,500.0,500.0,2192.0
2026-01-31 10:00:00+00:00,0.0,1223.0,500.0,500.0,0.0,0.0,1223.0,500.0,500.0,2223.0
2026-01-31 11:00:00+00:00,0.0,1244.0,500.0,500.0,0.0,0.0,1244.0,500.0,500.0,2244.0
2026-01-31 12:00:00+00:00,0.0,1271.0,500.0,500.0,0.0,0.0,1271.0,500.0,500.0,2271.0
2026-01-31 13:00:00+00:00,0.0,1306.0,500.0,500.0,0.0,0.0,1306.0,500.0,500.0,2306.0
2026-01-31 14:00:00+00:00,0.0,1388.0,500.0,500.0,0.0,0.0,1388.0,500.0,500.0,2388.0
2026-01-31 15:00:00+00:00,0.0,741.625,500.0,500.0,0.0,0.0,741.625,500.0,500.0,1741.625
2026-01-31 16:00:00+00:00,0.0,783.325,490.0,0.0,10.0,0.0,783.325,490.0,-10.0,1263.325
2026-01-31 17:00:00+00:00,0.0,430.05,490.0,395.0,0.0,0.0,430.05,490.0,395.0,1315.05
2026-01-31 18:00:00+00:00,0.0,306.17499999999995,490.0,500.0,0.0,0.0,306.17499999999995,490.0,500.0,1296.175
2026-01-31 19:00:00+00:00,0.0,506.9,490.0,500.0,0.0,1.0,506.9,489.0,500.0,1495.9
2026-01-31 20:00:00+00:00,0.0,1255.875,449.0,500.0,0.0,1.0,1255.875,448.0,500.0,2203.875
2026-01-31 21:00:00+00:00,0.0,1350.0,490.0,500.0,0.0,1.0,1350.0,489.0,500.0,2339.0
2026-01-31 22:00:00+00:00,0.0,1302.725,490.0,500.0,0.0,1.0,1302.725,489.0,500.0,2291.725
2026-01-31 23:00:00+00:00,0.0,1236.925,426.0,500.0,0.0,0.0,1236.925,426.0,500.0,2162.925
2026-02-01 00:00:00+00:00,0.0,1333.2,423.0,500.0,0.0,0.0,1333.2,423.0,500.0,2256.2
2026-02-01 01:00:00+00:00,0.0,1363.75,422.0,500.0,0.0,0.0,1363.75,422.0,500.0,2285.75
2026-02-01 02:00:00+00:00,0.0,1385.75,422.0,500.0,0.0,0.0,1385.75,422.0,500.0,2307.75
2026-02-01 03:00:00+00:00,0.0,1406.75,426.0,500.0,0.0,0.0,1406.75,426.0,500.0,2332.75
2026-02-01 04:00:00+00:00,0.0,1392.75,448.0,500.0,0.0,0.0,1392.75,448.0,500.0,2340.75
2026-02-01 05:00:00+00:00,0.0,786.25,445.0,500.0,0.0,0.0,786.25,445.0,500.0,1731.25
2026-02-01 06:00:00+00:00,0.0,899.15,432.0,500.0,0.0,0.0,899.15,432.0,500.0,1831.15
2026-02-01 07:00:00+00:00,0.0,916.1,421.0,500.0,0.0,0.0,916.1,421.0,500.0,1837.1
2026-02-01 08:00:00+00:00,0.0,1299.125,450.0,400.0,0.0,0.0,1299.125,450.0,400.0,2149.125
2026-02-01 09:00:00+00:00,0.0,1432.75,445.0,2.0,0.0,0.0,1432.75,445.0,2.0,1879.75
2026-02-01 10:00:00+00:00,0.0,1432.75,450.0,0.0,222.0,0.0,1432.75,450.0,-222.0,1660.75
2026-02-01 11:00:00+00:00,0.0,1419.6,450.0,0.0,390.0,0.0,1419.6,450.0,-390.0,1479.6
2026-02-01 12:00:00+00:00,0.0,1432.025,446.0,0.0,410.0,0.0,1432.025,446.0,-410.0,1468.025
2026-02-01 13:00:00+00:00,0.0,1432.75,446.0,0.0,474.0,0.0,1432.75,446.0,-474.0,1404.75
2026-02-01 14:00:00+00:00,0.0,1432.75,450.0,0.0,265.0,0.0,1432.75,450.0,-265.0,1617.75
2026-02-01 15:00:00+00:00,0.0,1257.55,450.0,500.0,0.0,0.0,1257.55,450.0,500.0,2207.55
2026-02-01 16:00:00+00:00,0.0,997.125,450.0,500.0,0.0,0.0,997.125,450.0,500.0,1947.125
2026-02-01 17:00:00+00:00,0.0,1141.725,450.0,500.0,0.0,0.0,1141.725,450.0,500.0,2091.725
2026-02-01 18:00:00+00:00,0.0,1284.575,450.0,500.0,0.0,0.0,1284.575,450.0,500.0,2234.575
2026-02-01 19:00:00+00:00,0.0,1431.7,450.0,500.0,0.0,0.0,1431.7,450.0,500.0,2381.7
2026-02-01 20:00:00+00:00,0.0,1406.35,450.0,500.0,0.0,0.0,1406.35,450.0,500.0,2356.35
2026-02-01 21:00:00+00:00,0.0,1352.8,450.0,500.0,0.0,0.0,1352.8,450.0,500.0,2302.8
2026-02-01 22:00:00+00:00,0.0,1208.025,450.0,500.0,0.0,0.0,1208.025,450.0,500.0,2158.025
2026-02-01 23:00:00+00:00,0.0,1070.55,444.0,500.0,0.0,0.0,1070.55,444.0,500.0,2014.55
2026-02-02 00:00:00+00:00,0.0,1269.925,445.0,500.0,0.0,0.0,1269.925,445.0,500.0,2214.925
2026-02-02 01:00:00+00:00,0.0,1435.775,446.0,500.0,0.0,0.0,1435.775,446.0,500.0,2381.775
2026-02-02 02:00:00+00:00,0.0,1440.0,445.0,500.0,0.0,0.0,1440.0,445.0,500.0,2385.0
2026-02-02 03:00:00+00:00,0.0,1453.0,445.0,500.0,0.0,0.0,1453.0,445.0,500.0,2398.0
2026-02-02 04:00:00+00:00,0.0,1196.325,445.0,500.0,0.0,0.0,1196.325,445.0,500.0,2141.325
2026-02-02 05:00:00+00:00,0.0,1478.0,450.0,500.0,0.0,0.0,1478.0,450.0,500.0,2428.0
2026-02-02 06:00:00+00:00,0.0,1496.0,450.0,500.0,0.0,0.0,1496.0,450.0,500.0,2446.0
2026-02-02 07:00:00+00:00,0.0,1489.0,450.0,500.0,0.0,0.0,1489.0,450.0,500.0,2439.0
2026-02-02 08:00:00+00:00,0.0,1468.0,450.0,500.0,0.0,0.0,1468.0,450.0,500.0,2418.0
2026-02-02 09:00:00+00:00,0.0,1494.0,450.0,500.0,0.0,0.0,1494.0,450.0,500.0,2444.0
2026-02-02 10:00:00+00:00,0.0,1500.0,450.0,500.0,0.0,0.0,1500.0,450.0,500.0,2450.0
2026-02-02 11:00:00+00:00,0.0,1444.0,450.0,500.0,0.0,0.0,1444.0,450.0,500.0,2394.0
2026-02-02 12:00:00+00:00,0.0,1474.0,450.0,500.0,0.0,0.0,1474.0,450.0,500.0,2424.0
2026-02-02 13:00:00+00:00,0.0,1500.0,450.0,500.0,0.0,0.0,1500.0,450.0,500.0,2450.0
2026-02-02 14:00:00+00:00,0.0,1478.0,450.0,500.0,0.0,0.0,1478.0,450.0,500.0,2428.0
2026-02-02 15:00:00+00:00,0.0,1500.0,450.0,18.0,0.0,0.0,1500.0,450.0,18.0,1968.0
2026-02-02 16:00:00+00:00,0.0,1496.525,450.0,0.0,500.0,0.0,1496.525,450.0,-500.0,1446.525
2026-02-02 17:00:00+00:00,0.0,1294.6,450.0,0.0,500.0,0.0,1294.6,450.0,-500.0,1244.6
2026-02-02 18:00:00+00:00,0.0,1458.375,425.0,0.0,500.0,0.0,1458.375,425.0,-500.0,1383.375
2026-02-02 19:00:00+00:00,0.0,1500.0,386.0,0.0,337.0,0.0,1500.0,386.0,-337.0,1549.0
2026-02-02 20:00:00+00:00,0.0,1417.4,345.0,328.0,0.0,0.0,1417.4,345.0,328.0,2090.4
2026-02-02 21:00:00+00:00,0.0,1239.425,355.0,500.0,0.0,0.0,1239.425,355.0,500.0,2094.425
2026-02-02 22:00:00+00:00,0.0,973.425,366.0,500.0,0.0,0.0,973.425,366.0,500.0,1839.425
2026-02-02 23:00:00+00:00,0.0,764.1,445.0,500.0,0.0,0.0,764.1,445.0,500.0,1709.1
2026-02-03 00:00:00+00:00,0.0,934.925,445.0,500.0,0.0,0.0,934.925,445.0,500.0,1879.925
2026-02-03 01:00:00+00:00,0.0,1034.575,440.0,500.0,0.0,0.0,1034.575,440.0,500.0,1974.575
2026-02-03 02:00:00+00:00,0.0,1065.15,440.0,500.0,0.0,0.0,1065.15,440.0,500.0,2005.15
2026-02-03 03:00:00+00:00,0.0,810.675,440.0,500.0,0.0,0.0,810.675,440.0,500.0,1750.675
2026-02-03 04:00:00+00:00,0.0,710.075,440.0,500.0,0.0,0.0,710.075,440.0,500.0,1650.075
2026-02-03 05:00:00+00:00,0.0,1494.95,434.0,0.0,294.0,0.0,1494.95,434.0,-294.0,1634.95
2026-02-03 06:00:00+00:00,0.0,1518.425,450.0,0.0,246.0,0.0,1518.425,450.0,-246.0,1722.425
2026-02-03 07:00:00+00:00,0.0,1524.0,450.0,500.0,0.0,0.0,1524.0,450.0,500.0,2474.0
