,ME_IT_CSUD,IT_CSUD_ME,IT_SUD_IT_CSUD,IT_CSUD_IT_SUD,IT_CSUD_IT_CNOR,IT_CNOR_IT_CSUD,IT_CSUD_IT_SARD,IT_SARD_IT_CSUD,IT_CSUD_IT_CNOR_net_export,IT_CSUD_IT_SARD_net_export,IT_CSUD_IT_SUD_net_export,IT_CSUD_ME_net_export,Net Export
2026-01-02 19:00:00+00:00,80.0,10.0,2903.75,0.0,813.0,0.0,0.0,478.75,813.0,-478.75,-2903.75,-70.0,-2639.5
2026-01-02 20:00:00+00:00,80.0,10.0,3302.25,0.0,1184.75,0.0,0.0,145.5,1184.75,-145.5,-3302.25,-70.0,-2333.0
2026-01-02 21:00:00+00:00,80.0,10.0,3017.5,0.0,1178.75,0.0,0.0,242.75,1178.75,-242.75,-3017.5,-70.0,-2151.5
2026-01-02 22:00:00+00:00,80.0,10.0,3033.25,0.0,1583.5,0.0,0.0,339.75,1583.5,-339.75,-3033.25,-70.0,-1859.5
2026-01-02 23:00:00+00:00,236.0,30.0,2734.0,0.0,1959.0,0.0,0.0,452.0,1959.0,-452.0,-2734.0,-206.0,-1433.0
2026-01-03 00:00:00+00:00,231.0,30.0,3150.25,0.0,2700.5,0.0,0.0,495.25,2700.5,-495.25,-3150.25,-201.0,-1146.0
2026-01-03 01:00:00+00:00,252.0,30.0,3383.25,0.0,3206.0,0.0,0.0,500.0,3206.0,-500.0,-3383.25,-222.0,-899.25
2026-01-03 02:00:00+00:00,280.0,30.0,3487.5,0.0,3334.75,0.0,0.0,435.5,3334.75,-435.5,-3487.5,-250.0,-838.25
2026-01-03 03:00:00+00:00,266.0,30.0,3418.75,0.0,3203.0,0.0,0.0,402.25,3203.0,-402.25,-3418.75,-236.0,-854.0
2026-01-03 04:00:00+00:00,276.0,30.0,3314.0,0.0,3086.25,0.0,0.0,453.75,3086.25,-453.75,-3314.0,-246.0,-927.5
2026-01-03 05:00:00+00:00,276.0,30.0,3268.0,0.0,2596.75,0.0,0.0,381.5,2596.75,-381.5,-3268.0,-246.0,-1298.75
2026-01-03 06:00:00+00:00,273.0,30.0,3277.5,0.0,1941.25,0.0,0.0,271.5,1941.25,-271.5,-3277.5,-243.0,-1850.75
2026-01-03 07:00:00+00:00,263.0,30.0,3499.5,0.0,1795.75,0.0,0.0,209.75,1795.75,-209.75,-3499.5,-233.0,-2146.5
2026-01-03 08:00:00+00:00,256.0,30.0,3489.25,0.0,1722.5,0.0,0.0,278.25,1722.5,-278.25,-3489.25,-226.0,-2271.0
2026-01-03 09:00:00+00:00,242.0,30.0,3521.25,0.0,1871.0,0.0,0.0,412.75,1871.0,-412.75,-3521.25,-212.0,-2275.0
2026-01-03 10:00:00+00:00,212.0,30.0,3700.0,0.0,1604.5,0.0,0.0,500.0,1604.5,-500.0,-3700.0,-182.0,-2777.5
2026-01-03 11:00:00+00:00,222.0,30.0,3700.0,0.0,1589.0,0.0,0.0,500.0,1589.0,-500.0,-3700.0,-192.0,-2803.0
2026-01-03 12:00:00+00:00,219.0,45.0,3699.5,0.0,1524.75,0.0,0.0,500.0,1524.75,-500.0,-3699.5,-174.0,-2848.75
2026-01-03 13:00:00+00:00,238.0,45.0,3533.25,0.0,1309.75,0.0,0.0,486.0,1309.75,-486.0,-3533.25,-193.0,-2902.5
2026-01-03 14:00:00+00:00,60.0,95.0,3633.5,0.0,1171.75,0.0,0.0,314.25,1171.75,-314.25,-3633.5,35.0,-2741.0
2026-01-03 15:00:00+00:00,52.0,95.0,3484.5,0.0,1140.5,0.0,0.0,108.5,1140.5,-108.5,-3484.5,43.0,-2409.5
2026-01-03 16:00:00+00:00,62.0,80.0,3317.75,0.0,618.0,0.0,0.0,49.75,618.0,-49.75,-3317.75,18.0,-2731.5
2026-01-03 17:00:00+00:00,62.0,80.0,3201.0,0.0,737.25,0.0,4.75,316.75,737.25,-312.0,-3201.0,18.0,-2757.75
2026-01-03 18:00:00+00:00,72.0,80.0,3399.5,0.0,521.75,0.0,151.75,102.25,521.75,49.5,-3399.5,8.0,-2820.25
2026-01-03 19:00:00+00:00,57.0,80.0,3551.25,0.0,781.5,0.0,182.75,0.0,781.5,182.75,-3551.25,23.0,-2564.0
2026-01-03 20:00:00+00:00,96.0,80.0,3574.0,0.0,1372.5,0.0,106.5,0.0,1372.5,106.5,-3574.0,-16.0,-2111.0
2026-01-03 21:00:00+00:00,211.0,105.0,3768.75,0.0,1623.5,0.0,28.0,0.0,1623.5,28.0,-3768.75,-106.0,-2223.25
2026-01-03 22:00:00+00:00,236.0,80.0,2942.0,0.0,1271.5,0.0,0.0,62.5,1271.5,-62.5,-2942.0,-156.0,-1889.0
2026-01-03 23:00:00+00:00,202.0,45.0,3105.25,0.0,1362.5,0.0,214.25,0.0,1362.5,214.25,-3105.25,-157.0,-1685.5
2026-01-04 00:00:00+00:00,217.0,45.0,3401.5,0.0,1985.5,0.0,163.0,0.0,1985.5,163.0,-3401.5,-172.0,-1425.0
2026-01-04 01:00:00+00:00,236.0,0.0,3592.0,0.0,2048.25,0.0,478.75,0.0,2048.25,478.75,-3592.0,-236.0,-1301.0
2026-01-04 02:00:00+00:00,256.0,0.0,3554.25,0.0,1976.75,0.0,581.5,0.0,1976.75,581.5,-3554.25,-256.0,-1252.0
2026-01-04 03:00:00+00:00,265.0,0.0,3349.0,0.0,1583.25,0.0,720.0,0.0,1583.25,720.0,-3349.0,-265.0,-1310.75
2026-01-04 04:00:00+00:00,265.0,0.0,3108.0,0.0,1958.0,0.0,173.25,0.0,1958.0,173.25,-3108.0,-265.0,-1241.75
2026-01-04 05:00:00+00:00,246.0,0.0,2826.5,0.0,1457.0,0.0,207.75,0.0,1457.0,207.75,-2826.5,-246.0,-1407.75
2026-01-04 06:00:00+00:00,280.0,0.0,2701.25,0.0,1384.0,0.0,284.5,0.0,1384.0,284.5,-2701.25,-280.0,-1312.75
2026-01-04 07:00:00+00:00,222.0,0.0,2622.0,0.0,919.75,0.0,326.5,0.0,919.75,326.5,-2622.0,-222.0,-1597.75
2026-01-04 08:00:00+00:00,155.0,15.0,3604.5,0.0,1422.0,0.0,322.0,0.0,1422.0,322.0,-3604.5,-140.0,-2000.5
2026-01-04 09:00:00+00:00,106.0,6.0,3547.25,0.0,1133.75,0.0,256.25,0.0,1133.75,256.25,-3547.25,-100.0,-2257.25
2026-01-04 10:00:00+00:00,95.0,1.0,3686.25,0.0,1276.75,0.0,210.75,0.0,1276.75,210.75,-3686.25,-94.0,-2292.75
2026-01-04 11:00:00+00:00,95.0,9.0,3683.5,0.0,1164.75,0.0,191.0,0.0,1164.75,191.0,-3683.5,-86.0,-2413.75
2026-01-04 12:00:00+00:00,128.0,25.0,3562.0,0.0,1139.0,0.0,179.75,0.0,1139.0,179.75,-3562.0,-103.0,-2346.25
2026-01-04 13:00:00+00:00,122.0,33.0,3336.0,0.0,960.5,0.0,190.5,0.0,960.5,190.5,-3336.0,-89.0,-2274.0
2026-01-04 14:00:00+00:00,73.0,45.0,3344.5,0.0,843.5,0.0,281.0,0.0,843.5,281.0,-3344.5,-28.0,-2248.0
2026-01-04 15:00:00+00:00,100.0,38.0,3465.5,0.0,730.75,0.0,412.5,0.0,730.75,412.5,-3465.5,-62.0,-2384.25
2026-01-04 16:00:00+00:00,100.0,31.0,3415.5,0.0,337.0,0.0,518.0,0.0,337.0,518.0,-3415.5,-69.0,-2629.5
2026-01-04 17:00:00+00:00,100.0,47.0,3400.5,0.0,388.25,0.0,366.0,0.0,388.25,366.0,-3400.5,-53.0,-2699.25
2026-01-04 18:00:00+00:00,100.0,74.0,3476.0,0.0,168.5,0.0,453.0,0.0,168.5,453.0,-3476.0,-26.0,-2880.5
2026-01-04 19:00:00+00:00,108.0,40.0,3482.25,0.0,176.25,0.0,569.75,0.0,176.25,569.75,-3482.25,-68.0,-2804.25
2026-01-04 20:00:00+00:00,108.0,25.0,3303.75,0.0,98.5,76.25,533.75,0.0,22.25,533.75,-3303.75,-83.0,-2830.75
2026-01-04 21:00:00+00:00,83.0,18.0,3002.75,0.0,207.0,53.0,447.25,0.0,154.0,447.25,-3002.75,-65.0,-2466.5
2026-01-04 22:00:00+00:00,45.0,45.0,2353.5,0.0,0.0,542.75,358.0,0.0,-542.75,358.0,-2353.5,0.0,-2538.25
2026-01-04 23:00:00+00:00,124.0,30.0,2193.5,0.0,0.0,345.25,300.5,0.0,-345.25,300.5,-2193.5,-94.0,-2332.25
2026-01-05 00:00:00+00:00,124.0,30.0,2304.5,0.0,203.75,0.0,241.0,0.0,203.75,241.0,-2304.5,-94.0,-1953.75
2026-01-05 01:00:00+00:00,124.0,30.0,2213.0,0.0,414.0,0.0,210.25,0.0,414.0,210.25,-2213.0,-94.0,-1682.75
2026-01-05 02:00:00+00:00,154.0,30.0,2270.75,0.0,126.75,13.25,613.5,0.0,113.5,613.5,-2270.75,-124.0,-1667.75
2026-01-05 03:00:00+00:00,154.0,30.0,2081.5,0.0,282.25,0.0,189.25,0.0,282.25,189.25,-2081.5,-124.0,-1734.0
2026-01-05 04:00:00+00:00,154.0,30.0,2213.0,0.0,233.75,0.0,214.75,0.0,233.75,214.75,-2213.0,-124.0,-1888.5
2026-01-05 05:00:00+00:00,64.0,40.0,3253.25,0.0,1195.0,0.0,279.5,0.0,1195.0,279.5,-3253.25,-24.0,-1802.75
2026-01-05 06:00:00+00:00,47.0,116.0,3964.25,0.0,2062.0,0.0,374.0,0.0,2062.0,374.0,-3964.25,69.0,-1459.25
2026-01-05 07:00:00+00:00,47.0,152.0,4548.75,0.0,2587.0,0.0,226.75,0.0,2587.0,226.75,-4548.75,105.0,-1630.0
2026-01-05 08:00:00+00:00,47.0,137.0,4608.75,0.0,2261.75,0.0,246.75,0.0,2261.75,246.75,-4608.75,90.0,-2010.25
2026-01-05 09:00:00+00:00,47.0,137.0,4663.25,0.0,2207.25,0.0,144.5,0.0,2207.25,144.5,-4663.25,90.0,-2221.5
2026-01-05 10:00:00+00:00,47.0,167.0,4785.0,0.0,2389.0,0.0,98.25,0.0,2389.0,98.25,-4785.0,120.0,-2177.75
2026-01-05 11:00:00+00:00,47.0,167.0,4340.0,0.0,1909.75,0.0,71.0,0.0,1909.75,71.0,-4340.0,120.0,-2239.25
2026-01-05 12:00:00+00:00,47.0,167.0,3784.5,0.0,1454.5,0.0,57.5,0.0,1454.5,57.5,-3784.5,120.0,-2152.5
2026-01-05 13:00:00+00:00,47.0,174.0,4095.25,0.0,1835.75,0.0,21.25,0.0,1835.75,21.25,-4095.25,127.0,-2111.25
2026-01-05 14:00:00+00:00,47.0,150.0,4160.5,0.0,2123.0,0.0,52.75,0.0,2123.0,52.75,-4160.5,103.0,-1881.75
2026-01-05 15:00:00+00:00,47.0,185.0,3757.75,0.0,1752.75,0.0,116.25,0.0,1752.75,116.25,-3757.75,138.0,-1750.75
2026-01-05 16:00:00+00:00,47.0,191.0,3367.5,0.0,1104.5,0.0,142.5,44.5,1104.5,98.0,-3367.5,144.0,-2021.0
2026-01-05 17:00:00+00:00,47.0,185.0,3453.25,0.0,1641.75,0.0,0.0,320.25,1641.75,-320.25,-3453.25,138.0,-1993.75
2026-01-05 18:00:00+00:00,47.0,222.0,3279.0,0.0,1317.25,0.0,0.0,288.75,1317.25,-288.75,-3279.0,175.0,-2075.5
2026-01-05 19:00:00+00:00,47.0,178.0,3208.75,0.0,993.5,0.0,291.75,0.0,993.5,291.75,-3208.75,131.0,-1792.5
2026-01-05 20:00:00+00:00,47.0,152.0,3398.5,0.0,1701.25,0.0,231.75,0.0,1701.25,231.75,-3398.5,105.0,-1360.5
2026-01-05 21:00:00+00:00,34.0,42.0,3700.25,0.0,1685.5,0.0,156.25,0.0,1685.5,156.25,-3700.25,8.0,-1850.5
2026-01-05 22:00:00+00:00,56.0,40.0,2102.25,0.0,301.25,159.25,70.5,0.0,142.0,70.5,-2102.25,-16.0,-1905.75
2026-01-05 23:00:00+00:00,205.0,78.0,1490.0,0.0,0.0,834.0,78.75,0.0,-834.0,78.75,-1490.0,-127.0,-2372.25
2026-01-06 00:00:00+00:00,205.0,70.0,1277.5,0.0,0.0,700.5,18.25,0.0,-700.5,18.25,-1277.5,-135.0,-2094.75
2026-01-06 01:00:00+00:00,205.0,70.0,1400.75,0.0,0.0,824.75,394.0,0.0,-824.75,394.0,-1400.75,-135.0,-1966.5
2026-01-06 02:00:00+00:00,205.0,70.0,1610.75,0.0,0.0,431.75,387.25,0.0,-431.75,387.25,-1610.75,-135.0,-1790.25
2026-01-06 03:00:00+00:00,205.0,70.0,1539.0,0.0,0.0,394.75,344.25,0.0,-394.75,344.25,-1539.0,-135.0,-1724.5
2026-01-06 04:00:00+00:00,205.0,70.0,1993.0,0.0,347.25,0.0,302.75,0.0,347.25,302.75,-1993.0,-135.0,-1478.0
2026-01-06 05:00:00+00:00,52.0,10.0,3008.0,0.0,2249.75,0.0,0.0,56.25,2249.75,-56.25,-3008.0,-42.0,-856.5
2026-01-06 06:00:00+00:00,52.0,36.0,3914.75,0.0,3111.0,0.0,19.0,3.0,3111.0,16.0,-3914.75,-16.0,-803.75
2026-01-06 07:00:00+00:00,52.0,61.0,4034.75,0.0,3146.5,0.0,54.0,0.0,3146.5,54.0,-4034.75,9.0,-825.25
2026-01-06 08:00:00+00:00,52.0,86.0,4498.75,0.0,3342.25,0.0,27.0,4.25,3342.25,22.75,-4498.75,34.0,-1099.75
2026-01-06 09:00:00+00:00,52.0,58.0,4881.75,0.0,3466.75,0.0,0.0,92.0,3466.75,-92.0,-4881.75,6.0,-1501.0
2026-01-06 10:00:00+00:00,52.0,61.0,5029.75,0.0,3537.25,0.0,0.0,182.5,3537.25,-182.5,-5029.75,9.0,-1666.0
2026-01-06 11:00:00+00:00,52.0,50.0,4839.25,0.0,3323.25,0.0,0.0,246.0,3323.25,-246.0,-4839.25,-2.0,-1764.0
2026-01-06 12:00:00+00:00,52.0,63.0,4545.25,0.0,3221.5,0.0,0.0,232.5,3221.5,-232.5,-4545.25,11.0,-1545.25
2026-01-06 13:00:00+00:00,52.0,39.0,4607.25,0.0,3474.25,0.0,0.0,223.0,3474.25,-223.0,-4607.25,-13.0,-1369.0
2026-01-06 14:00:00+00:00,54.0,36.0,4520.75,0.0,3339.5,0.0,0.0,108.75,3339.5,-108.75,-4520.75,-18.0,-1308.0
2026-01-06 15:00:00+00:00,59.0,36.0,4219.75,0.0,3020.75,0.0,15.5,164.5,3020.75,-149.0,-4219.75,-23.0,-1371.0
2026-01-06 16:00:00+00:00,68.0,36.0,3842.75,0.0,2500.0,0.0,0.0,257.5,2500.0,-257.5,-3842.75,-32.0,-1632.25
2026-01-06 17:00:00+00:00,57.0,36.0,3884.5,0.0,2430.0,0.0,0.0,208.25,2430.0,-208.25,-3884.5,-21.0,-1683.75
2026-01-06 18:00:00+00:00,69.0,36.0,3968.0,0.0,2267.75,0.0,77.0,138.25,2267.75,-61.25,-3968.0,-33.0,-1794.5
2026-01-06 19:00:00+00:00,52.0,36.0,3873.0,0.0,1599.0,0.0,301.0,0.0,1599.0,301.0,-3873.0,-16.0,-1989.0
2026-01-06 20:00:00+00:00,5.0,106.0,3572.0,0.0,1608.0,0.0,247.0,0.0,1608.0,247.0,-3572.0,101.0,-1616.0
2026-01-06 21:00:00+00:00,5.0,80.0,3563.75,0.0,1585.0,0.0,159.5,0.0,1585.0,159.5,-3563.75,75.0,-1744.25
2026-01-06 22:00:00+00:00,5.0,80.0,2926.75,0.0,700.75,0.0,58.75,0.0,700.75,58.75,-2926.75,75.0,-2092.25
2026-01-06 23:00:00+00:00,353.0,0.0,2169.25,0.0,803.25,0.0,0.0,70.5,803.25,-70.5,-2169.25,-353.0,-1789.5
2026-01-07 00:00:00+00:00,357.0,0.0,2236.25,0.0,1166.75,0.0,0.0,150.5,1166.75,-150.5,-2236.25,-357.0,-1577.0
2026-01-07 01:00:00+00:00,353.0,0.0,2151.0,0.0,1327.5,0.0,0.0,278.5,1327.5,-278.5,-2151.0,-353.0,-1455.0
2026-01-07 02:00:00+00:00,365.0,0.0,2009.75,0.0,1277.75,0.0,0.0,339.75,1277.75,-339.75,-2009.75,-365.0,-1436.75
2026-01-07 03:00:00+00:00,365.0,0.0,1645.75,0.0,765.25,0.0,0.0,384.5,765.25,-384.5,-1645.75,-365.0,-1630.0
2026-01-07 04:00:00+00:00,365.0,0.0,1500.0,0.0,364.25,0.0,0.0,363.25,364.25,-363.25,-1500.0,-365.0,-1864.0
2026-01-07 05:00:00+00:00,108.0,0.0,2277.25,0.0,566.0,77.75,0.0,289.0,488.25,-289.0,-2277.25,-108.0,-2186.0
2026-01-07 06:00:00+00:00,120.0,117.0,2500.0,0.0,309.0,49.75,0.0,145.75,259.25,-145.75,-2500.0,-3.0,-2389.5
2026-01-07 07:00:00+00:00,105.0,114.0,2589.25,0.0,387.25,0.0,0.0,327.25,387.25,-327.25,-2589.25,9.0,-2520.25
2026-01-07 08:00:00+00:00,105.0,144.0,2752.0,0.0,960.0,0.0,0.0,747.75,960.0,-747.75,-2752.0,39.0,-2500.75
2026-01-07 09:00:00+00:00,120.0,120.0,3094.25,0.0,1511.0,0.0,0.0,719.0,1511.0,-719.0,-3094.25,0.0,-2302.25
2026-01-07 10:00:00+00:00,120.0,120.0,3100.0,0.0,1463.0,0.0,0.0,583.0,1463.0,-583.0,-3100.0,0.0,-2220.0
2026-01-07 11:00:00+00:00,120.0,120.0,2956.25,0.0,1406.5,0.0,0.0,633.0,1406.5,-633.0,-2956.25,0.0,-2182.75
2026-01-07 12:00:00+00:00,120.0,120.0,3065.25,0.0,1611.0,0.0,0.0,646.25,1611.0,-646.25,-3065.25,0.0,-2100.5
2026-01-07 13:00:00+00:00,137.0,120.0,3100.0,0.0,1400.25,0.0,0.0,627.25,1400.25,-627.25,-3100.0,-17.0,-2344.0
2026-01-07 14:00:00+00:00,120.0,120.0,3100.0,0.0,927.5,0.0,0.0,514.75,927.5,-514.75,-3100.0,0.0,-2687.25
2026-01-07 15:00:00+00:00,120.0,135.0,4613.25,0.0,2352.25,0.0,0.0,859.0,2352.25,-859.0,-4613.25,15.0,-3105.0
2026-01-07 16:00:00+00:00,120.0,135.0,4680.5,0.0,1537.0,0.0,0.0,350.25,1537.0,-350.25,-4680.5,15.0,-3478.75
2026-01-07 17:00:00+00:00,105.0,110.0,4512.75,0.0,987.5,0.0,0.0,108.0,987.5,-108.0,-4512.75,5.0,-3628.25
2026-01-07 18:00:00+00:00,105.0,110.0,4336.0,0.0,738.25,0.0,0.0,88.75,738.25,-88.75,-4336.0,5.0,-3681.5
2026-01-07 19:00:00+00:00,105.0,110.0,4272.5,0.0,1147.0,0.0,0.0,163.25,1147.0,-163.25,-4272.5,5.0,-3283.75
2026-01-07 20:00:00+00:00,109.0,45.0,4502.25,0.0,1974.5,0.0,0.0,262.5,1974.5,-262.5,-4502.25,-64.0,-2854.25
2026-01-07 21:00:00+00:00,174.0,0.0,4579.25,0.0,2413.5,0.0,0.0,395.0,2413.5,-395.0,-4579.25,-174.0,-2734.75
2026-01-07 22:00:00+00:00,314.0,0.0,4063.5,0.0,2100.0,0.0,0.0,524.75,2100.0,-524.75,-4063.5,-314.0,-2802.25
2026-01-07 23:00:00+00:00,319.0,0.0,3830.5,0.0,2217.0,0.0,0.0,511.5,2217.0,-511.5,-3830.5,-319.0,-2444.0
2026-01-08 00:00:00+00:00,319.0,0.0,4312.75,0.0,2913.0,0.0,0.0,307.75,2913.0,-307.75,-4312.75,-319.0,-2026.5
2026-01-08 01:00:00+00:00,319.0,0.0,4593.75,0.0,3053.25,0.0,0.0,161.5,3053.25,-161.5,-4593.75,-319.0,-2021.0
2026-01-08 02:00:00+00:00,319.0,0.0,4746.5,0.0,3175.5,0.0,0.0,129.0,3175.5,-129.0,-4746.5,-319.0,-2019.0
2026-01-08 03:00:00+00:00,319.0,0.0,4206.0,0.0,3137.25,0.0,0.0,635.75,3137.25,-635.75,-4206.0,-319.0,-2023.5
2026-01-08 04:00:00+00:00,319.0,0.0,4333.5,0.0,3465.5,0.0,0.0,700.0,3465.5,-700.0,-4333.5,-319.0,-1887.0
2026-01-08 05:00:00+00:00,85.0,0.0,3962.5,0.0,2651.75,0.0,0.0,581.0,2651.75,-581.0,-3962.5,-85.0,-1976.75
2026-01-08 06:00:00+00:00,97.0,67.0,3504.25,0.0,1941.75,0.0,0.0,431.5,1941.75,-431.5,-3504.25,-30.0,-2024.0
2026-01-08 07:00:00+00:00,118.0,149.0,3400.0,0.0,1699.25,0.0,0.0,468.25,1699.25,-468.25,-3400.0,31.0,-2138.0
2026-01-08 08:00:00+00:00,79.0,74.0,3400.0,0.0,2100.0,0.0,0.0,449.75,2100.0,-449.75,-3400.0,-5.0,-1754.75
