,DK_1_SE_3,SE_3_DK_1,SE_3_FI,FI_SE_3,SE_3_NO_1,NO_1_SE_3,SE_3_SE_2,SE_2_SE_3,SE_3_SE_4,SE_4_SE_3,SE_3_DK_1_net_export,SE_3_FI_net_export,SE_3_NO_1_net_export,SE_3_SE_2_net_export,SE_3_SE_4_net_export,Net Export
2026-01-02 12:00:00+00:00,0.0,61.0,573.5,0.0,0.0,0.0,0.0,6288.5,3376.25,0.0,61.0,573.5,0.0,-6288.5,3376.25,-2277.75
2026-01-02 13:00:00+00:00,0.0,190.25,290.75,0.0,0.0,0.0,0.0,6284.75,3488.75,0.0,190.25,290.75,0.0,-6284.75,3488.75,-2315.0
2026-01-02 14:00:00+00:00,0.0,0.0,196.25,0.0,0.0,0.0,0.0,6315.5,4263.75,0.0,0.0,196.25,0.0,-6315.5,4263.75,-1855.5
2026-01-02 15:00:00+00:00,0.0,0.0,108.0,0.0,0.0,0.0,0.0,6164.5,4328.0,0.0,0.0,108.0,0.0,-6164.5,4328.0,-1728.5
2026-01-02 16:00:00+00:00,0.0,28.25,247.25,0.0,0.0,0.0,0.0,6223.75,3975.75,0.0,28.25,247.25,0.0,-6223.75,3975.75,-1972.5
2026-01-02 17:00:00+00:00,0.0,0.0,379.5,0.0,0.0,0.0,0.0,5924.5,4325.25,0.0,0.0,379.5,0.0,-5924.5,4325.25,-1219.75
2026-01-02 18:00:00+00:00,0.0,0.0,406.75,0.0,0.0,0.0,0.0,5819.0,4457.75,0.0,0.0,406.75,0.0,-5819.0,4457.75,-954.5
2026-01-02 19:00:00+00:00,0.0,227.75,474.0,0.0,0.0,0.0,0.0,5754.5,4358.75,0.0,227.75,474.0,0.0,-5754.5,4358.75,-694.0
2026-01-02 20:00:00+00:00,0.0,681.5,507.5,0.0,0.0,0.0,0.0,5815.0,3656.5,0.0,681.5,507.5,0.0,-5815.0,3656.5,-969.5
2026-01-02 21:00:00+00:00,0.0,733.0,427.0,0.0,5.25,0.0,0.0,5400.25,2832.75,0.0,733.0,427.0,5.25,-5400.25,2832.75,-1402.25
2026-01-02 22:00:00+00:00,0.0,733.0,279.5,0.0,83.0,0.0,0.0,5073.75,2720.0,0.0,733.0,279.5,83.0,-5073.75,2720.0,-1258.25
2026-01-02 23:00:00+00:00,0.0,733.0,1137.25,0.0,0.0,0.0,0.0,5684.0,2851.0,0.0,733.0,1137.25,0.0,-5684.0,2851.0,-962.75
2026-01-03 00:00:00+00:00,0.0,733.0,1157.0,0.0,0.0,0.0,0.0,5501.25,2738.0,0.0,733.0,1157.0,0.0,-5501.25,2738.0,-873.25
2026-01-03 01:00:00+00:00,0.0,733.0,1009.0,0.0,0.0,0.0,0.0,5157.0,2608.75,0.0,733.0,1009.0,0.0,-5157.0,2608.75,-806.25
2026-01-03 02:00:00+00:00,0.0,733.0,890.5,0.0,0.0,0.0,0.0,5026.0,2627.75,0.0,733.0,890.5,0.0,-5026.0,2627.75,-774.75
2026-01-03 03:00:00+00:00,0.0,733.0,990.75,0.0,0.0,0.0,0.0,5207.75,2702.25,0.0,733.0,990.75,0.0,-5207.75,2702.25,-781.75
2026-01-03 04:00:00+00:00,0.0,733.0,897.0,0.0,0.0,0.0,0.0,5217.75,2791.5,0.0,733.0,897.0,0.0,-5217.75,2791.5,-796.25
2026-01-03 05:00:00+00:00,0.0,733.0,807.0,0.0,0.0,0.0,0.0,5287.75,2881.0,0.0,733.0,807.0,0.0,-5287.75,2881.0,-866.75
2026-01-03 06:00:00+00:00,0.0,733.0,863.25,0.0,0.0,0.0,0.0,5671.25,3009.5,0.0,733.0,863.25,0.0,-5671.25,3009.5,-1065.5
2026-01-03 07:00:00+00:00,0.0,733.0,916.5,0.0,0.0,0.0,0.0,6010.0,3129.5,0.0,733.0,916.5,0.0,-6010.0,3129.5,-1231.0
2026-01-03 08:00:00+00:00,0.0,725.75,933.25,0.0,0.0,0.0,0.0,6186.75,3559.25,0.0,725.75,933.25,0.0,-6186.75,3559.25,-968.5
2026-01-03 09:00:00+00:00,0.0,581.75,864.5,0.0,0.0,0.0,0.0,6228.5,4250.75,0.0,581.75,864.5,0.0,-6228.5,4250.75,-531.5
2026-01-03 10:00:00+00:00,0.0,733.0,606.0,0.0,0.0,0.0,0.0,6405.0,3368.75,0.0,733.0,606.0,0.0,-6405.0,3368.75,-1697.25
2026-01-03 11:00:00+00:00,0.0,733.0,574.5,0.0,0.0,0.0,0.0,6404.0,3719.75,0.0,733.0,574.5,0.0,-6404.0,3719.75,-1376.75
2026-01-03 12:00:00+00:00,0.0,695.0,608.5,0.0,0.0,0.0,0.0,6464.0,4514.25,0.0,695.0,608.5,0.0,-6464.0,4514.25,-646.25
2026-01-03 13:00:00+00:00,0.0,733.0,465.5,0.0,0.0,0.0,0.0,6414.5,3788.0,0.0,733.0,465.5,0.0,-6414.5,3788.0,-1428.0
2026-01-03 14:00:00+00:00,0.0,597.5,315.25,0.0,0.0,0.0,0.0,6458.5,4520.0,0.0,597.5,315.25,0.0,-6458.5,4520.0,-1025.75
2026-01-03 15:00:00+00:00,0.0,88.75,340.5,0.0,0.0,0.0,0.0,6427.0,4871.0,0.0,88.75,340.5,0.0,-6427.0,4871.0,-1126.75
2026-01-03 16:00:00+00:00,0.0,0.0,360.75,0.0,0.0,0.0,0.0,6344.25,4821.25,0.0,0.0,360.75,0.0,-6344.25,4821.25,-1162.25
2026-01-03 17:00:00+00:00,0.0,38.0,350.25,0.0,0.0,0.0,0.0,6379.0,4988.0,0.0,38.0,350.25,0.0,-6379.0,4988.0,-1002.75
2026-01-03 18:00:00+00:00,0.0,252.5,304.5,0.0,0.0,0.0,0.0,6289.5,4883.5,0.0,252.5,304.5,0.0,-6289.5,4883.5,-849.0
2026-01-03 19:00:00+00:00,0.0,128.25,503.0,0.0,0.0,0.0,0.0,6226.75,4936.5,0.0,128.25,503.0,0.0,-6226.75,4936.5,-659.0
2026-01-03 20:00:00+00:00,0.0,478.75,517.75,0.0,0.0,0.0,0.0,6344.25,4539.0,0.0,478.75,517.75,0.0,-6344.25,4539.0,-808.75
2026-01-03 21:00:00+00:00,0.0,668.25,616.75,0.0,0.0,0.0,0.0,6426.25,4798.75,0.0,668.25,616.75,0.0,-6426.25,4798.75,-342.5
2026-01-03 22:00:00+00:00,0.0,733.0,372.25,0.0,0.0,0.0,0.0,6027.0,4062.0,0.0,733.0,372.25,0.0,-6027.0,4062.0,-859.75
2026-01-03 23:00:00+00:00,0.0,733.0,28.75,0.0,0.0,0.0,0.0,5541.75,4495.25,0.0,733.0,28.75,0.0,-5541.75,4495.25,-284.75
2026-01-04 00:00:00+00:00,0.0,733.0,0.0,0.0,0.0,0.0,0.0,5213.5,4295.25,0.0,733.0,0.0,0.0,-5213.5,4295.25,-185.25
2026-01-04 01:00:00+00:00,0.0,733.0,0.0,0.0,0.0,0.0,0.0,5063.25,4240.5,0.0,733.0,0.0,0.0,-5063.25,4240.5,-89.75
2026-01-04 02:00:00+00:00,0.0,733.0,0.0,0.0,0.0,0.0,0.0,4947.0,4193.5,0.0,733.0,0.0,0.0,-4947.0,4193.5,-20.5
2026-01-04 03:00:00+00:00,0.0,733.0,0.0,0.0,0.0,0.0,0.0,4831.25,4082.0,0.0,733.0,0.0,0.0,-4831.25,4082.0,-16.25
2026-01-04 04:00:00+00:00,0.0,733.0,0.0,0.0,0.0,0.0,0.0,4900.25,4046.75,0.0,733.0,0.0,0.0,-4900.25,4046.75,-120.5
2026-01-04 05:00:00+00:00,0.0,733.0,0.0,0.0,0.0,0.0,0.0,5119.25,4093.25,0.0,733.0,0.0,0.0,-5119.25,4093.25,-293.0
2026-01-04 06:00:00+00:00,0.0,733.0,0.0,0.0,0.0,0.0,0.0,5610.75,4315.25,0.0,733.0,0.0,0.0,-5610.75,4315.25,-562.5
2026-01-04 07:00:00+00:00,0.0,733.0,0.0,0.0,0.0,103.0,0.0,6268.75,4739.5,0.0,733.0,0.0,-103.0,-6268.75,4739.5,-899.25
2026-01-04 08:00:00+00:00,0.0,666.5,95.5,0.0,0.0,715.5,0.0,6154.25,4935.5,0.0,666.5,95.5,-715.5,-6154.25,4935.5,-1172.25
2026-01-04 09:00:00+00:00,0.0,41.75,375.25,0.0,0.0,139.75,0.0,5932.25,4182.25,0.0,41.75,375.25,-139.75,-5932.25,4182.25,-1472.75
2026-01-04 10:00:00+00:00,0.0,0.0,703.25,0.0,0.0,187.5,0.0,5664.0,3436.75,0.0,0.0,703.25,-187.5,-5664.0,3436.75,-1711.5
2026-01-04 11:00:00+00:00,0.0,0.0,969.0,0.0,0.0,261.75,0.0,5496.0,3094.5,0.0,0.0,969.0,-261.75,-5496.0,3094.5,-1694.25
2026-01-04 12:00:00+00:00,0.0,0.0,1123.25,0.0,0.0,87.75,0.0,5422.5,2568.25,0.0,0.0,1123.25,-87.75,-5422.5,2568.25,-1818.75
2026-01-04 13:00:00+00:00,0.0,0.0,1177.25,0.0,0.0,648.0,0.0,5605.5,2490.25,0.0,0.0,1177.25,-648.0,-5605.5,2490.25,-2586.0
2026-01-04 14:00:00+00:00,0.0,0.0,1196.25,0.0,0.0,1097.25,0.0,5556.5,2336.5,0.0,0.0,1196.25,-1097.25,-5556.5,2336.5,-3121.0
2026-01-04 15:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1253.5,0.0,5571.75,1969.75,0.0,0.0,1200.0,-1253.5,-5571.75,1969.75,-3655.5
2026-01-04 16:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1377.5,0.0,5748.25,2142.75,0.0,0.0,1200.0,-1377.5,-5748.25,2142.75,-3783.0
2026-01-04 17:00:00+00:00,0.0,0.0,1193.25,0.0,0.0,1533.75,0.0,5797.25,3301.75,0.0,0.0,1193.25,-1533.75,-5797.25,3301.75,-2836.0
2026-01-04 18:00:00+00:00,0.0,0.0,1107.75,0.0,0.0,1517.5,0.0,5906.75,3946.5,0.0,0.0,1107.75,-1517.5,-5906.75,3946.5,-2370.0
2026-01-04 19:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1530.25,0.0,6097.75,4251.0,0.0,0.0,1200.0,-1530.25,-6097.75,4251.0,-2177.0
2026-01-04 20:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1713.25,0.0,6026.75,3383.75,0.0,0.0,1200.0,-1713.25,-6026.75,3383.75,-3156.25
2026-01-04 21:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1731.5,0.0,6101.75,3696.0,0.0,0.0,1200.0,-1731.5,-6101.75,3696.0,-2937.25
2026-01-04 22:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1748.25,0.0,5935.0,3678.5,0.0,0.0,1200.0,-1748.25,-5935.0,3678.5,-2804.75
2026-01-04 23:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1652.75,0.0,6023.75,3740.5,0.0,0.0,1200.0,-1652.75,-6023.75,3740.5,-2736.0
2026-01-05 00:00:00+00:00,0.0,15.25,1200.0,0.0,0.0,1739.25,0.0,6102.25,3890.0,0.0,15.25,1200.0,-1739.25,-6102.25,3890.0,-2736.25
2026-01-05 01:00:00+00:00,0.0,26.25,1200.0,0.0,0.0,1744.5,0.0,6091.0,3891.5,0.0,26.25,1200.0,-1744.5,-6091.0,3891.5,-2717.75
2026-01-05 02:00:00+00:00,0.0,68.75,1200.0,0.0,0.0,1875.5,0.0,6074.0,4724.0,0.0,68.75,1200.0,-1875.5,-6074.0,4724.0,-1956.75
2026-01-05 03:00:00+00:00,0.0,19.5,1196.0,0.0,0.0,1628.0,0.0,6017.0,4816.5,0.0,19.5,1196.0,-1628.0,-6017.0,4816.5,-1613.0
2026-01-05 04:00:00+00:00,0.0,30.75,1200.0,0.0,0.0,1526.0,0.0,6036.75,4495.25,0.0,30.75,1200.0,-1526.0,-6036.75,4495.25,-1836.75
2026-01-05 05:00:00+00:00,0.0,0.0,1199.5,0.0,0.0,1411.5,0.0,6459.5,4065.25,0.0,0.0,1199.5,-1411.5,-6459.5,4065.25,-2606.25
2026-01-05 06:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1477.0,0.0,6676.75,2947.25,0.0,0.0,1200.0,-1477.0,-6676.75,2947.25,-4006.5
2026-01-05 07:00:00+00:00,0.0,0.0,1168.25,0.0,0.0,1161.75,0.0,6670.75,2632.0,0.0,0.0,1168.25,-1161.75,-6670.75,2632.0,-4032.25
2026-01-05 08:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,898.5,0.0,6671.75,1863.5,0.0,0.0,1200.0,-898.5,-6671.75,1863.5,-4506.75
2026-01-05 09:00:00+00:00,0.0,0.0,1192.0,0.0,0.0,709.75,0.0,6608.0,1460.5,0.0,0.0,1192.0,-709.75,-6608.0,1460.5,-4665.25
2026-01-05 10:00:00+00:00,120.25,0.0,1200.0,0.0,0.0,568.75,0.0,6654.75,1426.25,0.0,-120.25,1200.0,-568.75,-6654.75,1426.25,-4717.5
2026-01-05 11:00:00+00:00,485.25,0.0,1196.75,0.0,0.0,552.25,0.0,6632.75,1751.25,0.0,-485.25,1196.75,-552.25,-6632.75,1751.25,-4722.25
2026-01-05 12:00:00+00:00,680.25,0.0,1192.0,0.0,0.0,564.5,0.0,6655.25,2096.25,0.0,-680.25,1192.0,-564.5,-6655.25,2096.25,-4611.75
2026-01-05 13:00:00+00:00,683.0,0.0,1084.75,0.0,0.0,664.75,0.0,6463.25,2116.0,0.0,-683.0,1084.75,-664.75,-6463.25,2116.0,-4610.25
2026-01-05 14:00:00+00:00,732.0,0.0,1034.25,0.0,0.0,621.0,0.0,6356.25,1885.0,0.0,-732.0,1034.25,-621.0,-6356.25,1885.0,-4790.0
2026-01-05 15:00:00+00:00,733.0,0.0,1021.0,0.0,0.0,706.25,0.0,6171.25,1647.0,0.0,-733.0,1021.0,-706.25,-6171.25,1647.0,-4942.5
2026-01-05 16:00:00+00:00,430.75,0.0,408.0,0.0,0.0,481.75,0.0,5970.5,2534.75,0.0,-430.75,408.0,-481.75,-5970.5,2534.75,-3940.25
2026-01-05 17:00:00+00:00,54.75,0.0,305.75,0.0,0.0,194.25,0.0,5806.5,2270.0,0.0,-54.75,305.75,-194.25,-5806.5,2270.0,-3479.75
2026-01-05 18:00:00+00:00,0.0,0.0,1198.0,0.0,0.0,937.5,0.0,5871.25,1235.25,0.0,0.0,1198.0,-937.5,-5871.25,1235.25,-4375.5
2026-01-05 19:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,931.5,0.0,5733.75,1234.5,0.0,0.0,1200.0,-931.5,-5733.75,1234.5,-4230.75
2026-01-05 20:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1134.5,0.0,5634.75,1691.25,0.0,0.0,1200.0,-1134.5,-5634.75,1691.25,-3878.0
2026-01-05 21:00:00+00:00,0.0,0.0,1191.25,0.0,0.0,1397.25,0.0,5517.5,2215.0,0.0,0.0,1191.25,-1397.25,-5517.5,2215.0,-3508.5
2026-01-05 22:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1472.5,0.0,5407.25,2471.25,0.0,0.0,1200.0,-1472.5,-5407.25,2471.25,-3208.5
2026-01-05 23:00:00+00:00,0.0,6.25,1200.0,0.0,0.0,1684.75,0.0,5916.25,4565.5,0.0,6.25,1200.0,-1684.75,-5916.25,4565.5,-1829.25
2026-01-06 00:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1685.5,0.0,5859.75,4681.75,0.0,0.0,1200.0,-1685.5,-5859.75,4681.75,-1663.5
2026-01-06 01:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1826.75,0.0,5724.0,3662.5,0.0,0.0,1200.0,-1826.75,-5724.0,3662.5,-2688.25
2026-01-06 02:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1831.0,0.0,5608.0,4298.5,0.0,0.0,1200.0,-1831.0,-5608.0,4298.5,-1940.5
2026-01-06 03:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1842.5,0.0,5547.5,4500.0,0.0,0.0,1200.0,-1842.5,-5547.5,4500.0,-1690.0
2026-01-06 04:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1782.5,0.0,5702.5,3796.25,0.0,0.0,1200.0,-1782.5,-5702.5,3796.25,-2488.75
2026-01-06 05:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1725.5,0.0,5866.5,3956.25,0.0,0.0,1200.0,-1725.5,-5866.5,3956.25,-2435.75
2026-01-06 06:00:00+00:00,0.0,0.0,1196.75,0.0,0.0,1386.25,0.0,5783.5,2883.25,0.0,0.0,1196.75,-1386.25,-5783.5,2883.25,-3089.75
2026-01-06 07:00:00+00:00,0.0,0.0,849.0,0.0,0.0,1237.5,0.0,5658.5,2585.0,0.0,0.0,849.0,-1237.5,-5658.5,2585.0,-3462.0
2026-01-06 08:00:00+00:00,0.0,0.0,864.0,0.0,0.0,1392.5,0.0,5632.5,2373.25,0.0,0.0,864.0,-1392.5,-5632.5,2373.25,-3787.75
2026-01-06 09:00:00+00:00,0.0,0.0,1044.25,0.0,0.0,1313.0,0.0,5784.5,2040.5,0.0,0.0,1044.25,-1313.0,-5784.5,2040.5,-4012.75
2026-01-06 10:00:00+00:00,0.0,0.0,1117.5,0.0,0.0,1104.5,0.0,5976.0,1779.75,0.0,0.0,1117.5,-1104.5,-5976.0,1779.75,-4183.25
2026-01-06 11:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1102.0,0.0,6356.25,2605.0,0.0,0.0,1200.0,-1102.0,-6356.25,2605.0,-3653.25
2026-01-06 12:00:00+00:00,0.0,0.0,1076.5,0.0,0.0,1151.75,0.0,6549.75,2371.75,0.0,0.0,1076.5,-1151.75,-6549.75,2371.75,-4253.25
2026-01-06 13:00:00+00:00,0.0,0.0,839.75,0.0,0.0,1267.75,0.0,6867.25,2961.75,0.0,0.0,839.75,-1267.75,-6867.25,2961.75,-4333.5
2026-01-06 14:00:00+00:00,0.0,0.0,727.25,0.0,0.0,1184.0,0.0,7032.5,2930.25,0.0,0.0,727.25,-1184.0,-7032.5,2930.25,-4559.0
2026-01-06 15:00:00+00:00,106.75,0.0,298.25,4.25,0.0,935.75,0.0,7276.25,3322.0,0.0,-106.75,294.0,-935.75,-7276.25,3322.0,-4702.75
2026-01-06 16:00:00+00:00,0.0,0.0,18.0,72.0,0.0,763.0,0.0,7440.5,4036.75,0.0,0.0,-54.0,-763.0,-7440.5,4036.75,-4220.75
2026-01-06 17:00:00+00:00,38.25,0.0,0.0,68.25,0.0,656.5,0.0,7277.25,3339.5,0.0,-38.25,-68.25,-656.5,-7277.25,3339.5,-4700.75
2026-01-06 18:00:00+00:00,0.0,0.0,0.0,165.25,0.0,724.75,0.0,7513.5,3965.0,0.0,0.0,-165.25,-724.75,-7513.5,3965.0,-4438.5
2026-01-06 19:00:00+00:00,0.0,15.75,0.0,217.5,0.0,880.0,0.0,7500.5,4397.5,0.0,15.75,-217.5,-880.0,-7500.5,4397.5,-4184.75
2026-01-06 20:00:00+00:00,0.0,0.0,120.25,18.25,0.0,776.75,0.0,7532.25,4465.0,0.0,0.0,102.0,-776.75,-7532.25,4465.0,-3742.0
2026-01-06 21:00:00+00:00,0.0,316.5,113.75,0.0,0.0,970.75,0.0,7471.25,4315.5,0.0,316.5,113.75,-970.75,-7471.25,4315.5,-3696.25
2026-01-06 22:00:00+00:00,0.0,590.0,86.0,0.0,0.0,1127.75,0.0,7461.25,4557.75,0.0,590.0,86.0,-1127.75,-7461.25,4557.75,-3355.25
2026-01-06 23:00:00+00:00,0.0,344.75,721.75,0.0,0.0,928.25,0.0,7413.75,4067.25,0.0,344.75,721.75,-928.25,-7413.75,4067.25,-3208.25
2026-01-07 00:00:00+00:00,0.0,435.0,802.25,0.0,0.0,869.75,0.0,7478.25,3925.5,0.0,435.0,802.25,-869.75,-7478.25,3925.5,-3185.25
2026-01-07 01:00:00+00:00,0.0,395.5,825.5,0.0,0.0,865.5,0.0,7501.75,3976.25,0.0,395.5,825.5,-865.5,-7501.75,3976.25,-3170.0
2026-01-07 02:00:00+00:00,0.0,343.0,789.25,0.0,0.0,783.0,0.0,7453.0,3940.25,0.0,343.0,789.25,-783.0,-7453.0,3940.25,-3163.5
2026-01-07 03:00:00+00:00,0.0,419.25,708.75,0.0,0.0,746.5,0.0,7478.5,3885.25,0.0,419.25,708.75,-746.5,-7478.5,3885.25,-3211.75
2026-01-07 04:00:00+00:00,0.0,448.75,637.25,0.0,0.0,982.25,0.0,7348.0,3881.25,0.0,448.75,637.25,-982.25,-7348.0,3881.25,-3363.0
2026-01-07 05:00:00+00:00,0.0,31.25,549.0,0.0,0.0,567.75,0.0,7435.75,3471.0,0.0,31.25,549.0,-567.75,-7435.75,3471.0,-3952.25
2026-01-07 06:00:00+00:00,28.75,0.0,776.0,0.0,0.0,164.25,0.0,7420.0,2394.5,0.0,-28.75,776.0,-164.25,-7420.0,2394.5,-4442.5
