,BE_NL,NL_BE,NL_DE_LU,DE_LU_NL,NL_GB,GB_NL,NL_NO_2,NO_2_NL,NL_DK_1,DK_1_NL,NL_BE_net_export,NL_DE_LU_net_export,NL_GB_net_export,NL_NO_2_net_export,NL_DK_1_net_export,Net Export
2026-01-01 18:00:00+00:00,0.0,984.4999999999999,22.55,2456.1749999999997,1060.0,0.0,0.0,581.625,0.0,700.0,984.4999999999999,-2433.6249999999995,1060.0,-581.625,-700.0,-1670.7499999999995
2026-01-01 19:00:00+00:00,0.0,2194.825,0.0,6425.1,1060.0,0.0,0.0,229.5,0.0,700.0,2194.825,-6425.1,1060.0,-229.5,-700.0,-4099.775000000001
2026-01-01 20:00:00+00:00,0.0,1292.7,0.0,4385.25,1060.0,0.0,134.775,0.0,0.0,700.0,1292.7,-4385.25,1060.0,134.775,-700.0,-2597.775
2026-01-01 21:00:00+00:00,0.0,2133.95,242.55,5819.05,917.0,0.0,65.6,92.925,0.0,700.0,2133.95,-5576.5,917.0,-27.325000000000003,-700.0,-3252.875
2026-01-01 22:00:00+00:00,0.0,2120.975,0.0,6053.15,783.0,0.0,41.65,27.474999999999998,0.0,700.0,2120.975,-6053.15,783.0,14.175,-700.0,-3834.9999999999995
2026-01-01 23:00:00+00:00,0.0,2672.375,0.0,2177.2,914.0,0.0,591.65,0.0,0.0,662.875,2672.375,-2177.2,914.0,591.65,-662.875,1337.9500000000003
2026-01-02 00:00:00+00:00,0.0,2662.7250000000004,0.0,2309.825,1058.0,0.0,640.0,0.0,0.0,563.9,2662.7250000000004,-2309.825,1058.0,640.0,-563.9,1487.0000000000005
2026-01-02 01:00:00+00:00,0.0,2943.5,0.0,2410.3,1059.0,0.0,640.0,0.0,0.0,474.175,2943.5,-2410.3,1059.0,640.0,-474.175,1758.0249999999999
2026-01-02 02:00:00+00:00,0.0,3001.65,0.0,2409.2,1059.0,0.0,304.85,0.0,25.6,53.85,3001.65,-2409.2,1059.0,304.85,-28.25,1928.0500000000002
2026-01-02 03:00:00+00:00,0.0,2979.225,0.0,2440.65,1059.0,0.0,317.5,0.0,61.95,0.0,2979.225,-2440.65,1059.0,317.5,61.95,1977.0249999999999
2026-01-02 04:00:00+00:00,0.0,3130.175,0.0,2443.2,821.0,0.0,596.725,0.0,0.0,217.725,3130.175,-2443.2,821.0,596.725,-217.725,1886.9750000000004
2026-01-02 05:00:00+00:00,0.0,3038.55,0.0,2344.025,705.0,106.0,440.525,0.0,0.0,601.4,3038.55,-2344.025,599.0,440.525,-601.4,1132.65
2026-01-02 06:00:00+00:00,0.0,2997.9,0.0,2369.375,605.0,0.0,100.175,38.15,0.0,686.425,2997.9,-2369.375,605.0,62.025,-686.425,609.1250000000002
2026-01-02 07:00:00+00:00,0.0,2838.775,0.0,2262.65,705.0,0.0,0.0,522.425,0.0,700.0,2838.775,-2262.65,705.0,-522.425,-700.0,58.700000000000045
2026-01-02 08:00:00+00:00,0.0,2599.175,0.0,1976.775,1030.0,0.0,0.0,634.825,0.0,700.0,2599.175,-1976.775,1030.0,-634.825,-700.0,317.57500000000005
2026-01-02 09:00:00+00:00,0.0,1130.65,0.0,1310.825,1060.0,0.0,0.0,106.75,0.0,700.0,1130.65,-1310.825,1060.0,-106.75,-700.0,73.07500000000005
2026-01-02 10:00:00+00:00,0.0,1257.775,0.0,1474.85,1060.0,0.0,375.15,0.0,0.0,700.0,1257.775,-1474.85,1060.0,375.15,-700.0,518.0750000000003
2026-01-02 11:00:00+00:00,0.0,1092.575,0.0,1704.775,1060.0,0.0,625.375,0.0,0.0,564.85,1092.575,-1704.775,1060.0,625.375,-564.85,508.32499999999993
2026-01-02 12:00:00+00:00,0.0,2002.2,0.0,1974.15,1060.0,0.0,69.45,0.0,0.0,700.0,2002.2,-1974.15,1060.0,69.45,-700.0,457.5
2026-01-02 13:00:00+00:00,0.0,1597.1999999999998,0.0,2009.175,1060.0,0.0,51.25,0.0,0.0,700.0,1597.1999999999998,-2009.175,1060.0,51.25,-700.0,-0.7250000000001364
2026-01-02 14:00:00+00:00,0.0,1992.9,0.0,2118.75,1060.0,0.0,0.0,295.7,0.0,700.0,1992.9,-2118.75,1060.0,-295.7,-700.0,-61.549999999999955
2026-01-02 15:00:00+00:00,0.0,2418.575,0.0,2002.5,1060.0,0.0,0.0,604.3,0.0,700.0,2418.575,-2002.5,1060.0,-604.3,-700.0,171.77499999999986
2026-01-02 16:00:00+00:00,0.0,2114.5750000000003,0.0,1503.55,1030.0,0.0,0.0,640.0,0.0,700.0,2114.5750000000003,-1503.55,1030.0,-640.0,-700.0,301.0250000000003
2026-01-02 17:00:00+00:00,0.0,2681.325,0.0,1697.9750000000001,1060.0,0.0,0.0,640.0,0.0,700.0,2681.325,-1697.9750000000001,1060.0,-640.0,-700.0,703.3499999999997
2026-01-02 18:00:00+00:00,0.0,2953.8,0.0,1659.0,1060.0,0.0,0.0,640.0,0.0,700.0,2953.8,-1659.0,1060.0,-640.0,-700.0,1014.8000000000002
2026-01-02 19:00:00+00:00,0.0,3282.15,0.0,2130.125,1060.0,0.0,0.0,640.0,0.0,700.0,3282.15,-2130.125,1060.0,-640.0,-700.0,872.0250000000001
2026-01-02 20:00:00+00:00,0.0,3249.1,0.0,1942.925,1060.0,0.0,0.0,640.0,0.0,700.0,3249.1,-1942.925,1060.0,-640.0,-700.0,1026.1750000000002
2026-01-02 21:00:00+00:00,0.0,3378.425,0.0,2098.775,1015.0,0.0,0.0,640.0,0.0,700.0,3378.425,-2098.775,1015.0,-640.0,-700.0,954.6500000000001
2026-01-02 22:00:00+00:00,0.0,3376.075,0.0,1903.5,725.0,0.0,0.0,420.8,0.0,590.675,3376.075,-1903.5,725.0,-420.8,-590.675,1186.1
2026-01-02 23:00:00+00:00,0.0,2917.7999999999997,0.0,987.1,148.0,37.0,0.0,238.55,0.0,700.0,2917.7999999999997,-987.1,111.0,-238.55,-700.0,1103.1499999999999
2026-01-03 00:00:00+00:00,0.0,2282.65,0.0,414.075,206.0,0.0,0.0,77.25,0.0,700.0,2282.65,-414.075,206.0,-77.25,-700.0,1297.3249999999998
2026-01-03 01:00:00+00:00,0.0,1832.75,84.4,55.575,324.0,0.0,0.0,3.6,0.0,700.0,1832.75,28.825000000000003,324.0,-3.6,-700.0,1481.975
2026-01-03 02:00:00+00:00,0.0,1506.125,62.95,25.35,289.0,0.0,0.0,146.6,0.0,700.0,1506.125,37.6,289.0,-146.6,-700.0,986.125
2026-01-03 03:00:00+00:00,0.0,996.725,764.0,0.0,186.0,37.0,0.0,0.0,0.0,700.0,996.725,764.0,149.0,0.0,-700.0,1209.725
2026-01-03 04:00:00+00:00,0.0,1130.9,1163.95,0.0,181.0,37.0,0.0,111.2,0.0,525.875,1130.9,1163.95,144.0,-111.2,-525.875,1801.7750000000005
2026-01-03 05:00:00+00:00,0.0,855.775,1668.6,0.0,30.0,41.0,0.0,391.75,0.0,700.0,855.775,1668.6,-11.0,-391.75,-700.0,1421.625
2026-01-03 06:00:00+00:00,0.0,470.175,1359.2,0.0,133.0,60.0,0.0,465.325,0.0,512.5,470.175,1359.2,73.0,-465.325,-512.5,924.55
2026-01-03 07:00:00+00:00,0.0,1157.775,168.075,1.425,371.0,60.0,0.0,640.0,0.0,18.825,1157.775,166.64999999999998,311.0,-640.0,-18.825,976.6000000000001
2026-01-03 08:00:00+00:00,0.0,978.825,0.0,8.575,506.0,50.0,0.0,100.0,0.0,503.85,978.825,-8.575,456.0,-100.0,-503.85,822.4
2026-01-03 09:00:00+00:00,0.0,1014.525,0.0,260.2,758.0,0.0,0.0,0.0,0.0,700.0,1014.525,-260.2,758.0,0.0,-700.0,812.325
2026-01-03 10:00:00+00:00,0.0,865.6,0.0,35.525,802.0,0.0,0.0,0.0,0.0,681.45,865.6,-35.525,802.0,0.0,-681.45,950.625
2026-01-03 11:00:00+00:00,0.0,857.825,0.0,5.825,764.0,0.0,0.0,0.0,0.0,208.625,857.825,-5.825,764.0,0.0,-208.625,1407.375
2026-01-03 12:00:00+00:00,0.0,721.625,316.675,0.0,757.0,0.0,0.0,0.0,0.0,0.0,721.625,316.675,757.0,0.0,0.0,1795.3
2026-01-03 13:00:00+00:00,16.825,468.22499999999997,652.75,0.0,764.0,0.0,0.0,0.0,123.175,0.0,451.4,652.75,764.0,0.0,123.175,1991.325
2026-01-03 14:00:00+00:00,22.125,205.55,334.0,0.0,663.0,0.0,0.0,0.0,491.7,0.0,183.425,334.0,663.0,0.0,491.7,1672.125
2026-01-03 15:00:00+00:00,25.75,39.775000000000006,163.625,11.8,603.0,0.0,0.0,0.0,700.0,0.0,14.025000000000006,151.825,603.0,0.0,700.0,1468.85
2026-01-03 16:00:00+00:00,60.099999999999994,342.57500000000005,125.075,0.0,978.0,0.0,0.0,0.0,350.0,0.0,282.475,125.075,978.0,0.0,350.0,1735.55
2026-01-03 17:00:00+00:00,0.0,871.6,0.0,457.275,1042.0,0.0,0.0,0.0,700.0,0.0,871.6,-457.275,1042.0,0.0,700.0,2156.325
2026-01-03 18:00:00+00:00,0.0,1473.525,0.0,594.5,1061.0,0.0,0.0,0.0,700.0,0.0,1473.525,-594.5,1061.0,0.0,700.0,2640.025
2026-01-03 19:00:00+00:00,0.0,1504.45,0.0,743.175,1057.0,0.0,0.0,0.0,700.0,0.0,1504.45,-743.175,1057.0,0.0,700.0,2518.275
2026-01-03 20:00:00+00:00,0.0,1271.175,0.0,759.4,1061.0,0.0,0.0,0.0,700.0,0.0,1271.175,-759.4,1061.0,0.0,700.0,2272.775
2026-01-03 21:00:00+00:00,0.0,1402.05,0.0,502.6,911.0,0.0,0.0,0.0,350.0,97.85,1402.05,-502.6,911.0,0.0,252.15,2062.6
2026-01-03 22:00:00+00:00,0.0,1560.675,0.0,522.2,770.0,0.0,0.0,0.0,60.9,464.1,1560.675,-522.2,770.0,0.0,-403.20000000000005,1405.2749999999999
2026-01-03 23:00:00+00:00,0.0,1852.9,0.0,46.525,726.0,0.0,0.0,0.0,0.0,532.825,1852.9,-46.525,726.0,0.0,-532.825,1999.55
2026-01-04 00:00:00+00:00,0.0,1764.575,2.05,9.725,649.0,0.0,0.0,0.0,0.0,147.775,1764.575,-7.675,649.0,0.0,-147.775,2258.125
2026-01-04 01:00:00+00:00,0.0,1972.575,46.05,2.95,571.0,0.0,0.0,0.0,0.0,66.15,1972.575,43.099999999999994,571.0,0.0,-66.15,2520.525
2026-01-04 02:00:00+00:00,0.0,1993.2,352.05,0.0,487.0,0.0,0.0,0.0,0.0,215.5,1993.2,352.05,487.0,0.0,-215.5,2616.75
2026-01-04 03:00:00+00:00,0.0,1783.925,550.175,0.0,439.0,0.0,0.0,0.0,0.0,0.0,1783.925,550.175,439.0,0.0,0.0,2773.1
2026-01-04 04:00:00+00:00,0.0,1797.85,611.825,0.0,431.0,9.0,0.0,0.0,0.0,0.0,1797.85,611.825,422.0,0.0,0.0,2831.675
2026-01-04 05:00:00+00:00,0.0,1843.65,1174.55,0.0,281.0,0.0,0.0,0.0,0.0,525.0,1843.65,1174.55,281.0,0.0,-525.0,2774.2
2026-01-04 06:00:00+00:00,0.0,1794.25,1318.325,0.0,257.0,0.0,0.0,0.0,0.0,514.825,1794.25,1318.325,257.0,0.0,-514.825,2854.75
2026-01-04 07:00:00+00:00,0.0,1699.05,1364.8,0.0,31.0,5.0,0.0,0.0,0.0,350.0,1699.05,1364.8,26.0,0.0,-350.0,2739.85
2026-01-04 08:00:00+00:00,0.0,1760.7250000000001,854.0,0.0,150.0,0.0,0.0,0.0,33.0,0.0,1760.7250000000001,854.0,150.0,0.0,33.0,2797.7250000000004
2026-01-04 09:00:00+00:00,0.0,1476.7,879.6,0.0,530.0,0.0,0.0,0.0,666.325,0.0,1476.7,879.6,530.0,0.0,666.325,3552.625
2026-01-04 10:00:00+00:00,0.0,1353.6999999999998,1120.025,0.0,890.0,0.0,0.0,0.0,700.0,0.0,1353.6999999999998,1120.025,890.0,0.0,700.0,4063.725
2026-01-04 11:00:00+00:00,0.0,1500.05,1405.775,0.0,912.0,0.0,0.0,0.0,700.0,0.0,1500.05,1405.775,912.0,0.0,700.0,4517.825
2026-01-04 12:00:00+00:00,0.0,1255.45,2107.95,0.0,817.0,0.0,0.0,0.0,700.0,0.0,1255.45,2107.95,817.0,0.0,700.0,4880.4
2026-01-04 13:00:00+00:00,0.0,1433.4499999999998,2479.45,0.0,570.0,0.0,0.0,0.0,700.0,0.0,1433.4499999999998,2479.45,570.0,0.0,700.0,5182.9
2026-01-04 14:00:00+00:00,0.0,1306.375,3408.55,0.0,138.0,60.0,0.0,0.0,700.0,0.0,1306.375,3408.55,78.0,0.0,700.0,5492.925
2026-01-04 15:00:00+00:00,0.0,843.925,3773.375,0.0,0.0,180.0,3.05,0.0,700.0,0.0,843.925,3773.375,-180.0,3.05,700.0,5140.35
2026-01-04 16:00:00+00:00,0.0,1236.55,2940.625,0.0,0.0,63.0,0.0,0.0,700.0,0.0,1236.55,2940.625,-63.0,0.0,700.0,4814.175
2026-01-04 17:00:00+00:00,0.0,1745.875,2819.125,0.0,0.0,62.0,0.0,0.0,700.0,0.0,1745.875,2819.125,-62.0,0.0,700.0,5203.0
2026-01-04 18:00:00+00:00,0.0,2153.875,2869.05,0.0,0.0,43.0,0.0,0.0,700.0,0.0,2153.875,2869.05,-43.0,0.0,700.0,5679.925
2026-01-04 19:00:00+00:00,0.0,2189.05,3193.7,0.0,0.0,87.0,0.0,0.0,700.0,0.0,2189.05,3193.7,-87.0,0.0,700.0,5995.75
2026-01-04 20:00:00+00:00,0.0,2021.6999999999998,3816.025,0.0,0.0,112.0,0.0,0.0,700.0,0.0,2021.6999999999998,3816.025,-112.0,0.0,700.0,6425.725
2026-01-04 21:00:00+00:00,0.0,2435.375,4118.55,0.0,20.0,240.0,0.0,0.0,589.625,0.0,2435.375,4118.55,-220.0,0.0,589.625,6923.55
2026-01-04 22:00:00+00:00,0.0,2441.625,4024.2749999999996,0.0,21.0,284.0,0.0,0.0,421.575,0.0,2441.625,4024.2749999999996,-263.0,0.0,421.575,6624.474999999999
2026-01-04 23:00:00+00:00,0.0,2395.075,3474.2,0.0,10.0,489.0,0.0,0.0,379.1,15.475,2395.075,3474.2,-479.0,0.0,363.625,5753.9
2026-01-05 00:00:00+00:00,0.0,2384.7,3262.95,0.0,9.0,530.0,0.0,0.0,271.725,0.0,2384.7,3262.95,-521.0,0.0,271.725,5398.375
2026-01-05 01:00:00+00:00,0.0,2445.65,3426.25,0.0,29.0,596.0,0.0,0.0,41.675,0.0,2445.65,3426.25,-567.0,0.0,41.675,5346.575
2026-01-05 02:00:00+00:00,0.0,2417.725,3308.725,0.0,0.0,590.0,0.0,0.0,0.0,0.0,2417.725,3308.725,-590.0,0.0,0.0,5136.45
2026-01-05 03:00:00+00:00,0.0,2313.2,3340.425,0.0,0.0,557.0,0.0,0.0,0.0,0.0,2313.2,3340.425,-557.0,0.0,0.0,5096.625
2026-01-05 04:00:00+00:00,0.0,2332.4500000000003,3658.85,0.0,0.0,704.0,0.0,0.0,0.0,0.0,2332.4500000000003,3658.85,-704.0,0.0,0.0,5287.3
2026-01-05 05:00:00+00:00,0.0,2158.9,3717.4,0.0,0.0,976.0,0.0,0.0,175.0,0.0,2158.9,3717.4,-976.0,0.0,175.0,5075.3
2026-01-05 06:00:00+00:00,0.0,1457.0,3044.25,0.0,0.0,1058.0,0.0,0.0,175.0,0.0,1457.0,3044.25,-1058.0,0.0,175.0,3618.25
2026-01-05 07:00:00+00:00,0.0,1054.35,1741.025,0.0,0.0,1000.0,0.0,0.0,502.9,0.0,1054.35,1741.025,-1000.0,0.0,502.9,2298.275
2026-01-05 08:00:00+00:00,0.0,1048.525,1503.7,0.0,0.0,788.0,0.0,0.0,700.0,0.0,1048.525,1503.7,-788.0,0.0,700.0,2464.2250000000004
2026-01-05 09:00:00+00:00,0.0,1325.7,1697.375,0.0,40.0,462.0,0.0,0.0,700.0,0.0,1325.7,1697.375,-422.0,0.0,700.0,3301.075
2026-01-05 10:00:00+00:00,0.0,1802.5,2599.7250000000004,0.0,40.0,474.0,0.0,0.0,700.0,0.0,1802.5,2599.7250000000004,-434.0,0.0,700.0,4668.225
2026-01-05 11:00:00+00:00,0.0,1897.35,3401.475,0.0,0.0,566.0,0.0,0.0,700.0,0.0,1897.35,3401.475,-566.0,0.0,700.0,5432.825
2026-01-05 12:00:00+00:00,0.0,1726.0,3695.2,0.0,98.0,785.0,0.0,0.0,700.0,0.0,1726.0,3695.2,-687.0,0.0,700.0,5434.2
2026-01-05 13:00:00+00:00,0.0,1444.325,3276.4,0.0,0.0,931.0,0.0,0.0,700.0,0.0,1444.325,3276.4,-931.0,0.0,700.0,4489.725
2026-01-05 14:00:00+00:00,0.0,967.675,1756.0,0.0,0.0,938.0,0.0,0.0,700.0,0.0,967.675,1756.0,-938.0,0.0,700.0,2485.675
2026-01-05 15:00:00+00:00,0.0,291.35,858.775,0.0,0.0,866.0,205.225,0.0,700.0,0.0,291.35,858.775,-866.0,205.225,700.0,1189.35
2026-01-05 16:00:00+00:00,154.375,0.0,1183.05,0.0,0.0,862.0,155.75,0.0,700.0,0.0,-154.375,1183.05,-862.0,155.75,700.0,1022.425
2026-01-05 17:00:00+00:00,0.0,557.025,1241.825,0.0,52.0,898.0,0.0,0.0,700.0,0.0,557.025,1241.825,-846.0,0.0,700.0,1652.85
2026-01-05 18:00:00+00:00,0.0,791.525,1533.975,0.0,260.0,377.0,0.0,0.0,700.0,0.0,791.525,1533.975,-117.0,0.0,700.0,2908.5
2026-01-05 19:00:00+00:00,0.0,899.25,1491.35,0.0,481.0,0.0,0.0,0.0,700.0,0.0,899.25,1491.35,481.0,0.0,700.0,3571.6
2026-01-05 20:00:00+00:00,0.0,1164.675,2505.775,0.0,292.0,377.0,0.0,0.0,700.0,0.0,1164.675,2505.775,-85.0,0.0,700.0,4285.45
2026-01-05 21:00:00+00:00,0.0,1603.125,3086.675,0.0,122.0,377.0,0.0,0.0,506.52500000000003,0.0,1603.125,3086.675,-255.0,0.0,506.52500000000003,4941.325
2026-01-05 22:00:00+00:00,0.0,1877.65,3460.25,0.0,0.0,595.0,0.0,0.0,361.775,0.0,1877.65,3460.25,-595.0,0.0,361.775,5104.674999999999
2026-01-05 23:00:00+00:00,0.0,2723.875,5112.625,0.0,0.0,388.0,0.0,0.0,153.05,0.0,2723.875,5112.625,-388.0,0.0,153.05,7601.55
2026-01-06 00:00:00+00:00,0.0,3238.175,4170.025,0.0,0.0,436.0,0.0,0.0,481.7,0.0,3238.175,4170.025,-436.0,0.0,481.7,7453.9
2026-01-06 01:00:00+00:00,0.0,2823.675,4640.475,0.0,0.0,444.0,0.0,0.0,68.75,0.0,2823.675,4640.475,-444.0,0.0,68.75,7088.900000000001
2026-01-06 02:00:00+00:00,0.0,2581.925,4524.1,0.0,0.0,480.0,0.0,0.0,0.0,0.0,2581.925,4524.1,-480.0,0.0,0.0,6626.025000000001
2026-01-06 03:00:00+00:00,0.0,2391.05,4516.325,0.0,0.0,555.0,0.0,0.0,0.0,0.0,2391.05,4516.325,-555.0,0.0,0.0,6352.375
2026-01-06 04:00:00+00:00,0.0,2288.075,4656.825,0.0,0.0,881.0,0.0,0.0,6.8,0.0,2288.075,4656.825,-881.0,0.0,6.8,6070.7
2026-01-06 05:00:00+00:00,0.0,1868.8,3817.1,0.0,0.0,1006.0,0.0,0.0,0.0,0.0,1868.8,3817.1,-1006.0,0.0,0.0,4679.9
2026-01-06 06:00:00+00:00,0.0,1314.7,1676.375,0.0,0.0,1016.0,0.0,0.0,206.5,0.0,1314.7,1676.375,-1016.0,0.0,206.5,2181.575
2026-01-06 07:00:00+00:00,0.0,1204.975,35.65,0.0,0.0,1006.0,0.0,0.0,358.4,0.0,1204.975,35.65,-1006.0,0.0,358.4,593.025
2026-01-06 08:00:00+00:00,0.0,834.575,308.65,0.0,100.0,892.0,0.0,0.0,451.95,0.0,834.575,308.65,-792.0,0.0,451.95,803.175
2026-01-06 09:00:00+00:00,0.0,1041.425,1179.1499999999999,0.0,87.0,656.0,0.0,0.0,700.0,0.0,1041.425,1179.1499999999999,-569.0,0.0,700.0,2351.575
2026-01-06 10:00:00+00:00,0.0,1128.775,2436.025,0.0,233.0,726.0,0.0,0.0,700.0,0.0,1128.775,2436.025,-493.0,0.0,700.0,3771.8
2026-01-06 11:00:00+00:00,0.0,1255.35,3723.675,0.0,152.0,697.0,0.0,0.0,700.0,0.0,1255.35,3723.675,-545.0,0.0,700.0,5134.025
2026-01-06 12:00:00+00:00,0.0,776.15,4120.175,0.0,75.0,369.0,4.75,0.0,700.0,0.0,776.15,4120.175,-294.0,4.75,700.0,5307.075
2026-01-06 13:00:00+00:00,0.0,671.075,4057.25,0.0,0.0,399.0,45.3,0.0,700.0,0.0,671.075,4057.25,-399.0,45.3,700.0,5074.625
2026-01-06 14:00:00+00:00,0.0,380.7,3475.2999999999997,0.0,0.0,512.0,0.0,0.0,700.0,0.0,380.7,3475.2999999999997,-512.0,0.0,700.0,4043.9999999999995
2026-01-06 15:00:00+00:00,26.0,229.57500000000002,3725.875,0.0,0.0,853.0,0.0,0.0,175.0,175.0,203.57500000000002,3725.875,-853.0,0.0,0.0,3076.45
2026-01-06 16:00:00+00:00,0.0,724.05,2758.0,0.0,0.0,484.0,0.0,0.0,156.7,0.0,724.05,2758.0,-484.0,0.0,156.7,3154.75
2026-01-06 17:00:00+00:00,0.0,1203.075,2625.45,0.0,77.0,185.0,0.0,0.0,472.0,0.0,1203.075,2625.45,-108.0,0.0,472.0,4192.525
2026-01-06 18:00:00+00:00,0.0,1536.95,3430.55,0.0,161.0,105.0,0.0,0.0,290.175,0.0,1536.95,3430.55,56.0,0.0,290.175,5313.675
2026-01-06 19:00:00+00:00,0.0,1669.425,4865.1,0.0,74.0,246.0,37.15,0.0,175.0,0.0,1669.425,4865.1,-172.0,37.15,175.0,6574.675
2026-01-06 20:00:00+00:00,0.0,691.6,3819.925,0.0,200.0,105.0,593.425,0.0,700.0,0.0,691.6,3819.925,95.0,593.425,700.0,5899.950000000001
2026-01-06 21:00:00+00:00,0.0,964.4,3517.1,0.0,230.0,24.0,486.95,0.0,700.0,0.0,964.4,3517.1,206.0,486.95,700.0,5874.45
2026-01-06 22:00:00+00:00,0.0,848.025,2621.0,0.0,385.0,0.0,630.075,0.0,700.0,0.0,848.025,2621.0,385.0,630.075,700.0,5184.1
2026-01-06 23:00:00+00:00,0.0,2125.675,3235.825,0.0,203.0,0.0,248.25,0.0,700.0,0.0,2125.675,3235.825,203.0,248.25,700.0,6512.75
2026-01-07 00:00:00+00:00,0.0,2179.8,2972.95,0.0,199.0,0.0,499.0,0.0,700.0,0.0,2179.8,2972.95,199.0,499.0,700.0,6550.75
2026-01-07 01:00:00+00:00,0.0,2256.825,3086.775,0.0,211.0,0.0,449.55,0.0,700.0,0.0,2256.825,3086.775,211.0,449.55,700.0,6704.150000000001
2026-01-07 02:00:00+00:00,0.0,2258.175,3545.575,0.0,228.0,0.0,258.475,0.0,700.0,0.0,2258.175,3545.575,228.0,258.475,700.0,6990.225
2026-01-07 03:00:00+00:00,0.0,2097.025,3605.65,0.0,189.0,0.0,397.95,0.0,700.0,0.0,2097.025,3605.65,189.0,397.95,700.0,6989.625
2026-01-07 04:00:00+00:00,0.0,1790.05,3063.25,0.0,338.0,0.0,540.025,0.0,700.0,0.0,1790.05,3063.25,338.0,540.025,700.0,6431.325
2026-01-07 05:00:00+00:00,0.0,1597.325,3426.15,0.0,186.0,11.0,43.55,0.0,700.0,0.0,1597.325,3426.15,175.0,43.55,700.0,5942.025000000001
2026-01-07 06:00:00+00:00,0.0,1591.775,3044.975,0.0,220.0,133.0,16.9,0.0,700.0,0.0,1591.775,3044.975,87.0,16.9,700.0,5440.65
2026-01-07 07:00:00+00:00,0.0,1711.325,1803.2,0.0,5.0,174.0,113.65,0.0,700.0,0.0,1711.325,1803.2,-169.0,113.65,700.0,4159.175
2026-01-07 08:00:00+00:00,0.0,1691.825,708.85,0.0,60.0,96.0,0.0,0.0,700.0,0.0,1691.825,708.85,-36.0,0.0,700.0,3064.675
