,IT_NORD_IT_CNOR,IT_CNOR_IT_NORD,IT_CSUD_IT_CNOR,IT_CNOR_IT_CSUD,IT_CNOR_IT_NORD_net_export,IT_CNOR_IT_CSUD_net_export,Net Export
2026-01-17 20:00:00+00:00,2501.25,0.0,0.0,1578.0,-2501.25,1578.0,-923.25
2026-01-17 21:00:00+00:00,2138.25,0.0,0.0,1541.0,-2138.25,1541.0,-597.25
2026-01-17 22:00:00+00:00,1867.0,0.0,0.0,1484.75,-1867.0,1484.75,-382.25
2026-01-17 23:00:00+00:00,1994.25,0.0,0.0,1288.0,-1994.25,1288.0,-706.25
2026-01-18 00:00:00+00:00,1636.5,0.0,0.0,1070.25,-1636.5,1070.25,-566.25
2026-01-18 01:00:00+00:00,1274.0,0.0,0.0,656.75,-1274.0,656.75,-617.25
2026-01-18 02:00:00+00:00,951.0,0.0,0.0,338.75,-951.0,338.75,-612.25
2026-01-18 03:00:00+00:00,725.75,0.0,1.25,113.0,-725.75,111.75,-614.0
2026-01-18 04:00:00+00:00,739.5,0.0,0.0,154.5,-739.5,154.5,-585.0
2026-01-18 05:00:00+00:00,1065.0,0.0,0.0,490.0,-1065.0,490.0,-575.0
2026-01-18 06:00:00+00:00,1683.25,0.0,0.0,944.0,-1683.25,944.0,-739.25
2026-01-18 07:00:00+00:00,1463.25,0.0,0.0,653.0,-1463.25,653.0,-810.25
2026-01-18 08:00:00+00:00,103.5,20.0,593.25,0.0,-83.5,-593.25,-676.75
2026-01-18 09:00:00+00:00,0.0,407.5,1251.25,0.0,407.5,-1251.25,-843.75
2026-01-18 10:00:00+00:00,0.0,710.25,1546.75,0.0,710.25,-1546.75,-836.5
2026-01-18 11:00:00+00:00,0.0,343.25,1144.75,0.0,343.25,-1144.75,-801.5
2026-01-18 12:00:00+00:00,3.25,4.5,776.0,0.0,1.25,-776.0,-774.75
2026-01-18 13:00:00+00:00,305.75,0.0,527.75,0.0,-305.75,-527.75,-833.5
2026-01-18 14:00:00+00:00,1099.25,0.0,83.25,233.5,-1099.25,150.25,-949.0
2026-01-18 15:00:00+00:00,762.75,0.0,316.5,0.0,-762.75,-316.5,-1079.25
2026-01-18 16:00:00+00:00,1070.0,0.0,65.25,49.75,-1070.0,-15.5,-1085.5
2026-01-18 17:00:00+00:00,1516.0,0.0,0.0,494.25,-1516.0,494.25,-1021.75
2026-01-18 18:00:00+00:00,1561.0,0.0,0.0,425.25,-1561.0,425.25,-1135.75
2026-01-18 19:00:00+00:00,1940.25,0.0,0.0,517.75,-1940.25,517.75,-1422.5
2026-01-18 20:00:00+00:00,1448.75,0.0,11.25,190.5,-1448.75,179.25,-1269.5
2026-01-18 21:00:00+00:00,850.5,0.0,222.0,27.75,-850.5,-194.25,-1044.75
2026-01-18 22:00:00+00:00,701.5,0.0,125.5,0.5,-701.5,-125.0,-826.5
2026-01-18 23:00:00+00:00,0.0,229.25,905.5,0.0,229.25,-905.5,-676.25
2026-01-19 00:00:00+00:00,0.0,677.0,1369.75,0.0,677.0,-1369.75,-692.75
2026-01-19 01:00:00+00:00,0.0,1023.25,1772.0,0.0,1023.25,-1772.0,-748.75
2026-01-19 02:00:00+00:00,0.0,1377.75,2141.75,0.0,1377.75,-2141.75,-764.0
2026-01-19 03:00:00+00:00,0.0,1351.0,2152.25,0.0,1351.0,-2152.25,-801.25
2026-01-19 04:00:00+00:00,0.0,1130.25,1983.5,0.0,1130.25,-1983.5,-853.25
2026-01-19 05:00:00+00:00,0.0,967.75,2016.5,0.0,967.75,-2016.5,-1048.75
2026-01-19 06:00:00+00:00,72.25,38.75,1569.75,0.0,-33.5,-1569.75,-1603.25
2026-01-19 07:00:00+00:00,0.0,279.25,2336.5,0.0,279.25,-2336.5,-2057.25
2026-01-19 08:00:00+00:00,0.0,293.5,2466.5,0.0,293.5,-2466.5,-2173.0
2026-01-19 09:00:00+00:00,0.0,340.5,2487.25,0.0,340.5,-2487.25,-2146.75
2026-01-19 10:00:00+00:00,0.0,637.0,2682.5,0.0,637.0,-2682.5,-2045.5
2026-01-19 11:00:00+00:00,99.0,0.0,1628.5,0.0,-99.0,-1628.5,-1727.5
2026-01-19 12:00:00+00:00,19.0,35.0,1717.0,0.0,16.0,-1717.0,-1701.0
2026-01-19 13:00:00+00:00,203.0,0.0,1699.75,0.0,-203.0,-1699.75,-1902.75
2026-01-19 14:00:00+00:00,185.75,0.0,1798.75,0.0,-185.75,-1798.75,-1984.5
2026-01-19 15:00:00+00:00,160.75,117.25,1966.5,0.0,-43.5,-1966.5,-2010.0
2026-01-19 16:00:00+00:00,0.0,237.25,2210.5,0.0,237.25,-2210.5,-1973.25
2026-01-19 17:00:00+00:00,0.0,602.75,2555.75,0.0,602.75,-2555.75,-1953.0
2026-01-19 18:00:00+00:00,33.5,204.5,2107.25,0.0,171.0,-2107.25,-1936.25
2026-01-19 19:00:00+00:00,151.75,26.25,1568.0,0.0,-125.5,-1568.0,-1693.5
2026-01-19 20:00:00+00:00,0.0,458.5,1877.5,0.0,458.5,-1877.5,-1419.0
2026-01-19 21:00:00+00:00,0.0,705.25,2078.75,0.0,705.25,-2078.75,-1373.5
2026-01-19 22:00:00+00:00,0.0,772.5,1961.75,0.0,772.5,-1961.75,-1189.25
2026-01-19 23:00:00+00:00,0.0,940.0,1845.75,0.0,940.0,-1845.75,-905.75
2026-01-20 00:00:00+00:00,0.0,1398.0,2267.75,0.0,1398.0,-2267.75,-869.75
2026-01-20 01:00:00+00:00,0.0,1892.0,2760.5,0.0,1892.0,-2760.5,-868.5
2026-01-20 02:00:00+00:00,0.0,2042.0,2874.25,0.0,2042.0,-2874.25,-832.25
2026-01-20 03:00:00+00:00,0.0,1887.25,2721.5,0.0,1887.25,-2721.5,-834.25
2026-01-20 04:00:00+00:00,0.0,1637.0,2413.5,0.0,1637.0,-2413.5,-776.5
2026-01-20 05:00:00+00:00,0.0,1357.0,2359.75,0.0,1357.0,-2359.75,-1002.75
2026-01-20 06:00:00+00:00,0.0,453.0,1957.0,0.0,453.0,-1957.0,-1504.0
2026-01-20 07:00:00+00:00,0.0,249.0,2000.0,0.0,249.0,-2000.0,-1751.0
2026-01-20 08:00:00+00:00,12.0,160.5,1975.25,0.0,148.5,-1975.25,-1826.75
2026-01-20 09:00:00+00:00,0.0,402.25,2000.0,0.0,402.25,-2000.0,-1597.75
2026-01-20 10:00:00+00:00,0.0,402.25,2000.0,0.0,402.25,-2000.0,-1597.75
2026-01-20 11:00:00+00:00,0.0,243.75,1945.5,0.0,243.75,-1945.5,-1701.75
2026-01-20 12:00:00+00:00,0.0,447.5,2000.0,0.0,447.5,-2000.0,-1552.5
2026-01-20 13:00:00+00:00,0.0,527.5,2000.0,0.0,527.5,-2000.0,-1472.5
2026-01-20 14:00:00+00:00,0.0,403.75,2000.0,0.0,403.75,-2000.0,-1596.25
2026-01-20 15:00:00+00:00,0.0,252.0,2000.0,0.0,252.0,-2000.0,-1748.0
2026-01-20 16:00:00+00:00,0.0,143.0,2000.0,0.0,143.0,-2000.0,-1857.0
2026-01-20 17:00:00+00:00,381.0,0.0,1586.0,0.0,-381.0,-1586.0,-1967.0
2026-01-20 18:00:00+00:00,890.75,0.0,980.0,0.0,-890.75,-980.0,-1870.75
2026-01-20 19:00:00+00:00,766.75,0.0,831.25,0.0,-766.75,-831.25,-1598.0
2026-01-20 20:00:00+00:00,0.0,299.0,1599.75,0.0,299.0,-1599.75,-1300.75
2026-01-20 21:00:00+00:00,0.0,815.25,1934.0,0.0,815.25,-1934.0,-1118.75
2026-01-20 22:00:00+00:00,0.0,289.0,1420.25,0.0,289.0,-1420.25,-1131.25
2026-01-20 23:00:00+00:00,0.0,589.0,1445.75,0.0,589.0,-1445.75,-856.75
2026-01-21 00:00:00+00:00,0.0,854.0,1638.75,0.0,854.0,-1638.75,-784.75
2026-01-21 01:00:00+00:00,0.0,944.75,1693.75,0.0,944.75,-1693.75,-749.0
2026-01-21 02:00:00+00:00,0.0,1103.25,1852.0,0.0,1103.25,-1852.0,-748.75
2026-01-21 03:00:00+00:00,0.0,1392.5,2120.75,0.0,1392.5,-2120.75,-728.25
2026-01-21 04:00:00+00:00,0.0,1022.25,1749.0,0.0,1022.25,-1749.0,-726.75
2026-01-21 05:00:00+00:00,0.0,897.75,1927.75,0.0,897.75,-1927.75,-1030.0
2026-01-21 06:00:00+00:00,366.75,0.0,1190.75,0.0,-366.75,-1190.75,-1557.5
2026-01-21 07:00:00+00:00,901.0,0.0,1080.5,0.0,-901.0,-1080.5,-1981.5
2026-01-21 08:00:00+00:00,899.0,0.0,1075.75,0.0,-899.0,-1075.75,-1974.75
2026-01-21 09:00:00+00:00,105.25,11.75,1693.75,0.0,-93.5,-1693.75,-1787.25
2026-01-21 10:00:00+00:00,0.0,350.0,2014.0,0.0,350.0,-2014.0,-1664.0
2026-01-21 11:00:00+00:00,399.0,0.0,1026.5,0.0,-399.0,-1026.5,-1425.5
2026-01-21 12:00:00+00:00,207.0,0.0,1147.0,0.0,-207.0,-1147.0,-1354.0
2026-01-21 13:00:00+00:00,701.0,0.0,949.0,0.0,-701.0,-949.0,-1650.0
2026-01-21 14:00:00+00:00,843.5,0.0,1022.0,0.0,-843.5,-1022.0,-1865.5
2026-01-21 15:00:00+00:00,1421.25,0.0,562.25,0.0,-1421.25,-562.25,-1983.5
2026-01-21 16:00:00+00:00,2191.75,0.0,92.5,260.75,-2191.75,168.25,-2023.5
2026-01-21 17:00:00+00:00,2717.0,0.0,0.0,783.5,-2717.0,783.5,-1933.5
2026-01-21 18:00:00+00:00,2588.5,0.0,0.0,720.25,-2588.5,720.25,-1868.25
2026-01-21 19:00:00+00:00,2894.0,0.0,0.0,1327.25,-2894.0,1327.25,-1566.75
2026-01-21 20:00:00+00:00,1425.25,0.0,18.5,159.5,-1425.25,141.0,-1284.25
2026-01-21 21:00:00+00:00,1325.75,0.0,0.0,406.25,-1325.75,406.25,-919.5
2026-01-21 22:00:00+00:00,1623.5,0.0,0.0,834.5,-1623.5,834.5,-789.0
2026-01-21 23:00:00+00:00,496.75,0.0,465.0,0.0,-496.75,-465.0,-961.75
2026-01-22 00:00:00+00:00,259.5,0.0,622.75,0.0,-259.5,-622.75,-882.25
2026-01-22 01:00:00+00:00,89.0,52.5,781.25,0.0,-36.5,-781.25,-817.75
2026-01-22 02:00:00+00:00,111.0,0.0,694.75,0.0,-111.0,-694.75,-805.75
2026-01-22 03:00:00+00:00,297.5,0.0,512.25,0.0,-297.5,-512.25,-809.75
2026-01-22 04:00:00+00:00,653.25,0.0,267.75,0.0,-653.25,-267.75,-921.0
2026-01-22 05:00:00+00:00,197.75,18.75,1179.75,0.0,-179.0,-1179.75,-1358.75
2026-01-22 06:00:00+00:00,2407.0,0.0,0.0,450.5,-2407.0,450.5,-1956.5
2026-01-22 07:00:00+00:00,2235.5,0.0,338.0,125.0,-2235.5,-213.0,-2448.5
2026-01-22 08:00:00+00:00,1238.5,0.0,1141.25,0.0,-1238.5,-1141.25,-2379.75
2026-01-22 09:00:00+00:00,113.0,44.0,2070.25,0.0,-69.0,-2070.25,-2139.25
2026-01-22 10:00:00+00:00,0.0,660.5,2627.25,0.0,660.5,-2627.25,-1966.75
2026-01-22 11:00:00+00:00,0.0,751.75,2453.0,0.0,751.75,-2453.0,-1701.25
2026-01-22 12:00:00+00:00,0.0,905.5,2571.75,0.0,905.5,-2571.75,-1666.25
2026-01-22 13:00:00+00:00,215.0,4.25,1744.75,0.0,-210.75,-1744.75,-1955.5
2026-01-22 14:00:00+00:00,1238.0,0.0,978.75,0.0,-1238.0,-978.75,-2216.75
2026-01-22 15:00:00+00:00,2646.5,0.0,0.0,293.5,-2646.5,293.5,-2353.0
2026-01-22 16:00:00+00:00,3674.0,0.0,0.0,1255.75,-3674.0,1255.75,-2418.25
2026-01-22 17:00:00+00:00,3749.5,0.0,0.0,1403.25,-3749.5,1403.25,-2346.25
2026-01-22 18:00:00+00:00,3618.0,0.0,0.0,1331.0,-3618.0,1331.0,-2287.0
2026-01-22 19:00:00+00:00,3761.5,0.0,0.0,1620.0,-3761.5,1620.0,-2141.5
2026-01-22 20:00:00+00:00,1512.5,0.0,233.0,0.0,-1512.5,-233.0,-1745.5
2026-01-22 21:00:00+00:00,643.75,0.0,761.25,0.0,-643.75,-761.25,-1405.0
2026-01-22 22:00:00+00:00,648.25,0.0,569.75,32.0,-648.25,-537.75,-1186.0
2026-01-22 23:00:00+00:00,1117.25,0.0,0.0,298.0,-1117.25,298.0,-819.25
2026-01-23 00:00:00+00:00,847.5,0.0,85.5,29.75,-847.5,-55.75,-903.25
2026-01-23 01:00:00+00:00,354.75,0.0,485.75,0.0,-354.75,-485.75,-840.5
2026-01-23 02:00:00+00:00,206.75,0.0,615.75,0.0,-206.75,-615.75,-822.5
2026-01-23 03:00:00+00:00,273.25,0.0,559.75,0.0,-273.25,-559.75,-833.0
2026-01-23 04:00:00+00:00,555.25,0.0,202.75,0.0,-555.25,-202.75,-758.0
2026-01-23 05:00:00+00:00,1249.75,0.0,67.0,104.5,-1249.75,37.5,-1212.25
2026-01-23 06:00:00+00:00,2093.5,0.0,0.0,473.25,-2093.5,473.25,-1620.25
2026-01-23 07:00:00+00:00,1617.5,0.0,379.75,0.0,-1617.5,-379.75,-1997.25
2026-01-23 08:00:00+00:00,900.0,0.0,1146.0,0.0,-900.0,-1146.0,-2046.0
2026-01-23 09:00:00+00:00,0.0,632.75,2535.5,0.0,632.75,-2535.5,-1902.75
2026-01-23 10:00:00+00:00,0.0,1251.0,2996.0,0.0,1251.0,-2996.0,-1745.0
2026-01-23 11:00:00+00:00,0.0,952.0,2411.0,0.0,952.0,-2411.0,-1459.0
2026-01-23 12:00:00+00:00,0.0,996.0,2411.0,0.0,996.0,-2411.0,-1415.0
2026-01-23 13:00:00+00:00,0.0,614.5,2334.0,0.0,614.5,-2334.0,-1719.5
2026-01-23 14:00:00+00:00,693.0,0.0,1229.25,0.0,-693.0,-1229.25,-1922.25
2026-01-23 15:00:00+00:00,2819.75,0.0,0.0,838.25,-2819.75,838.25,-1981.5
2026-01-23 16:00:00+00:00,3486.25,0.0,0.0,1421.75,-3486.25,1421.75,-2064.5
2026-01-23 17:00:00+00:00,3317.0,0.0,0.0,1405.0,-3317.0,1405.0,-1912.0
2026-01-23 18:00:00+00:00,3469.0,0.0,0.0,1635.5,-3469.0,1635.5,-1833.5
2026-01-23 19:00:00+00:00,3167.25,0.0,0.0,1593.75,-3167.25,1593.75,-1573.5
2026-01-23 20:00:00+00:00,1573.75,0.0,36.75,330.5,-1573.75,293.75,-1280.0
2026-01-23 21:00:00+00:00,993.25,0.0,194.75,18.25,-993.25,-176.5,-1169.75
2026-01-23 22:00:00+00:00,707.0,0.0,394.75,0.0,-707.0,-394.75,-1101.75
2026-01-23 23:00:00+00:00,56.75,62.25,460.0,0.0,5.5,-460.0,-454.5
2026-01-24 00:00:00+00:00,0.0,481.75,1072.75,0.0,481.75,-1072.75,-591.0
2026-01-24 01:00:00+00:00,0.0,855.25,1586.75,0.0,855.25,-1586.75,-731.5
2026-01-24 02:00:00+00:00,0.0,1013.75,1745.75,0.0,1013.75,-1745.75,-732.0
2026-01-24 03:00:00+00:00,0.0,1033.5,1787.5,0.0,1033.5,-1787.5,-754.0
2026-01-24 04:00:00+00:00,0.0,557.5,1213.75,0.0,557.5,-1213.75,-656.25
2026-01-24 05:00:00+00:00,42.5,154.75,774.25,0.0,112.25,-774.25,-662.0
2026-01-24 06:00:00+00:00,561.25,0.0,293.75,0.0,-561.25,-293.75,-855.0
2026-01-24 07:00:00+00:00,411.25,0.0,556.0,0.0,-411.25,-556.0,-967.25
2026-01-24 08:00:00+00:00,0.75,186.75,1226.5,0.0,186.0,-1226.5,-1040.5
2026-01-24 09:00:00+00:00,0.0,498.25,1540.25,0.0,498.25,-1540.25,-1042.0
2026-01-24 10:00:00+00:00,0.0,1261.5,2143.0,0.0,1261.5,-2143.0,-881.5
2026-01-24 11:00:00+00:00,0.0,1427.75,2200.0,0.0,1427.75,-2200.0,-772.25
2026-01-24 12:00:00+00:00,0.0,1430.25,2200.0,0.0,1430.25,-2200.0,-769.75
2026-01-24 13:00:00+00:00,0.0,1603.0,2463.0,0.0,1603.0,-2463.0,-860.0
2026-01-24 14:00:00+00:00,0.0,451.5,1350.75,0.0,451.5,-1350.75,-899.25
2026-01-24 15:00:00+00:00,73.75,35.25,816.25,0.0,-38.5,-816.25,-854.75
2026-01-24 16:00:00+00:00,628.5,0.0,491.25,0.0,-628.5,-491.25,-1119.75
2026-01-24 17:00:00+00:00,1013.75,0.0,190.75,0.0,-1013.75,-190.75,-1204.5
2026-01-24 18:00:00+00:00,1055.25,0.0,255.5,41.5,-1055.25,-214.0,-1269.25
2026-01-24 19:00:00+00:00,1066.5,0.0,89.25,61.0,-1066.5,-28.25,-1094.75
2026-01-24 20:00:00+00:00,1215.75,0.0,0.0,167.75,-1215.75,167.75,-1048.0
2026-01-24 21:00:00+00:00,1564.5,0.0,29.5,639.75,-1564.5,610.25,-954.25
2026-01-24 22:00:00+00:00,1499.5,0.0,0.0,785.25,-1499.5,785.25,-714.25
2026-01-24 23:00:00+00:00,1570.75,0.0,0.0,1052.25,-1570.75,1052.25,-518.5
2026-01-25 00:00:00+00:00,892.25,0.0,0.0,346.5,-892.25,346.5,-545.75
2026-01-25 01:00:00+00:00,576.5,0.0,108.0,32.75,-576.5,-75.25,-651.75
2026-01-25 02:00:00+00:00,54.25,116.25,690.75,0.0,62.0,-690.75,-628.75
2026-01-25 03:00:00+00:00,0.0,381.25,1008.25,0.0,381.25,-1008.25,-627.0
2026-01-25 04:00:00+00:00,0.0,565.5,1182.25,0.0,565.5,-1182.25,-616.75
2026-01-25 05:00:00+00:00,0.0,575.5,1090.25,0.0,575.5,-1090.25,-514.75
2026-01-25 06:00:00+00:00,82.5,26.5,727.75,0.0,-56.0,-727.75,-783.75
2026-01-25 07:00:00+00:00,140.25,22.25,753.25,0.0,-118.0,-753.25,-871.25
2026-01-25 08:00:00+00:00,0.0,297.5,884.5,0.0,297.5,-884.5,-587.0
2026-01-25 09:00:00+00:00,0.0,851.0,1405.25,0.0,851.0,-1405.25,-554.25
2026-01-25 10:00:00+00:00,0.0,1193.75,1824.25,0.0,1193.75,-1824.25,-630.5
2026-01-25 11:00:00+00:00,0.0,1287.25,1953.5,0.0,1287.25,-1953.5,-666.25
2026-01-25 12:00:00+00:00,0.0,1430.25,2000.0,0.0,1430.25,-2000.0,-569.75
2026-01-25 13:00:00+00:00,0.0,1420.0,2000.0,0.0,1420.0,-2000.0,-580.0
2026-01-25 14:00:00+00:00,0.0,976.25,1691.25,0.0,976.25,-1691.25,-715.0
2026-01-25 15:00:00+00:00,0.0,463.0,1366.25,0.0,463.0,-1366.25,-903.25
2026-01-25 16:00:00+00:00,19.5,255.25,1112.25,0.0,235.75,-1112.25,-876.5
2026-01-25 17:00:00+00:00,266.0,0.0,757.75,0.0,-266.0,-757.75,-1023.75
2026-01-25 18:00:00+00:00,601.25,0.0,546.25,0.0,-601.25,-546.25,-1147.5
2026-01-25 19:00:00+00:00,793.75,0.0,231.75,0.0,-793.75,-231.75,-1025.5
2026-01-25 20:00:00+00:00,628.0,0.0,368.5,0.0,-628.0,-368.5,-996.5
2026-01-25 21:00:00+00:00,370.25,0.0,645.25,0.0,-370.25,-645.25,-1015.5
2026-01-25 22:00:00+00:00,60.5,24.25,763.25,0.0,-36.25,-763.25,-799.5
2026-01-25 23:00:00+00:00,420.75,0.0,595.0,0.0,-420.75,-595.0,-1015.75
2026-01-26 00:00:00+00:00,296.75,0.0,636.0,0.0,-296.75,-636.0,-932.75
2026-01-26 01:00:00+00:00,398.75,0.0,506.0,0.0,-398.75,-506.0,-904.75
2026-01-26 02:00:00+00:00,448.25,0.0,446.5,0.0,-448.25,-446.5,-894.75
2026-01-26 03:00:00+00:00,373.75,0.0,537.5,0.0,-373.75,-537.5,-911.25
2026-01-26 04:00:00+00:00,298.0,16.75,698.25,0.0,-281.25,-698.25,-979.5
2026-01-26 05:00:00+00:00,0.0,708.0,2157.25,0.0,708.0,-2157.25,-1449.25
2026-01-26 06:00:00+00:00,127.0,19.25,1815.5,0.0,-107.75,-1815.5,-1923.25
2026-01-26 07:00:00+00:00,194.5,0.0,2127.0,0.0,-194.5,-2127.0,-2321.5
2026-01-26 08:00:00+00:00,0.0,80.25,2399.25,0.0,80.25,-2399.25,-2319.0
2026-01-26 09:00:00+00:00,0.0,264.5,2471.25,0.0,264.5,-2471.25,-2206.75
2026-01-26 10:00:00+00:00,0.0,617.5,2722.25,0.0,617.5,-2722.25,-2104.75
2026-01-26 11:00:00+00:00,0.0,971.0,2849.0,0.0,971.0,-2849.0,-1878.0
2026-01-26 12:00:00+00:00,0.0,1098.25,2959.0,0.0,1098.25,-2959.0,-1860.75
2026-01-26 13:00:00+00:00,0.0,749.0,2805.5,0.0,749.0,-2805.5,-2056.5
2026-01-26 14:00:00+00:00,521.5,0.0,1832.25,0.0,-521.5,-1832.25,-2353.75
2026-01-26 15:00:00+00:00,1354.75,0.0,1146.25,0.0,-1354.75,-1146.25,-2501.0
2026-01-26 16:00:00+00:00,1786.25,0.0,778.25,0.0,-1786.25,-778.25,-2564.5
2026-01-26 17:00:00+00:00,1930.75,0.0,453.75,0.0,-1930.75,-453.75,-2384.5
2026-01-26 18:00:00+00:00,2244.25,0.0,109.75,17.5,-2244.25,-92.25,-2336.5
2026-01-26 19:00:00+00:00,1784.5,0.0,313.75,0.0,-1784.5,-313.75,-2098.25
2026-01-26 20:00:00+00:00,633.0,0.0,1195.5,0.0,-633.0,-1195.5,-1828.5
2026-01-26 21:00:00+00:00,535.5,0.0,1106.5,0.0,-535.5,-1106.5,-1642.0
2026-01-26 22:00:00+00:00,643.75,0.0,886.0,0.0,-643.75,-886.0,-1529.75
2026-01-26 23:00:00+00:00,272.0,0.0,1027.25,0.0,-272.0,-1027.25,-1299.25
2026-01-27 00:00:00+00:00,0.0,116.25,1352.75,0.0,116.25,-1352.75,-1236.5
2026-01-27 01:00:00+00:00,313.0,0.0,911.75,0.0,-313.0,-911.75,-1224.75
2026-01-27 02:00:00+00:00,416.0,0.0,794.25,0.0,-416.0,-794.25,-1210.25
2026-01-27 03:00:00+00:00,265.5,0.0,967.25,0.0,-265.5,-967.25,-1232.75
2026-01-27 04:00:00+00:00,174.5,0.0,1112.0,0.0,-174.5,-1112.0,-1286.5
2026-01-27 05:00:00+00:00,0.0,618.75,2135.25,0.0,618.75,-2135.25,-1516.5
2026-01-27 06:00:00+00:00,695.0,0.0,1348.5,0.0,-695.0,-1348.5,-2043.5
2026-01-27 07:00:00+00:00,38.25,153.25,2492.75,0.0,115.0,-2492.75,-2377.75
2026-01-27 08:00:00+00:00,0.0,481.5,2783.0,0.0,481.5,-2783.0,-2301.5
2026-01-27 09:00:00+00:00,0.0,885.75,2881.5,0.0,885.75,-2881.5,-1995.75
2026-01-27 10:00:00+00:00,0.0,1142.25,2909.0,0.0,1142.25,-2909.0,-1766.75
2026-01-27 11:00:00+00:00,0.0,1295.5,2908.0,0.0,1295.5,-2908.0,-1612.5
2026-01-27 12:00:00+00:00,0.0,1523.5,2908.0,0.0,1523.5,-2908.0,-1384.5
2026-01-27 13:00:00+00:00,0.0,1368.75,2980.0,0.0,1368.75,-2980.0,-1611.25
2026-01-27 14:00:00+00:00,0.0,908.75,2980.0,0.0,908.75,-2980.0,-2071.25
2026-01-27 15:00:00+00:00,654.5,0.0,1742.25,0.0,-654.5,-1742.25,-2396.75
2026-01-27 16:00:00+00:00,1606.75,0.0,866.75,0.0,-1606.75,-866.75,-2473.5
2026-01-27 17:00:00+00:00,1259.5,0.0,994.75,0.0,-1259.5,-994.75,-2254.25
2026-01-27 18:00:00+00:00,1020.25,0.0,1147.0,0.0,-1020.25,-1147.0,-2167.25
2026-01-27 19:00:00+00:00,607.75,0.0,1349.0,0.0,-607.75,-1349.0,-1956.75
2026-01-27 20:00:00+00:00,0.0,770.75,2519.5,0.0,770.75,-2519.5,-1748.75
2026-01-27 21:00:00+00:00,0.0,1261.75,2796.5,0.0,1261.75,-2796.5,-1534.75
2026-01-27 22:00:00+00:00,0.0,1110.25,2515.0,0.0,1110.25,-2515.0,-1404.75
2026-01-27 23:00:00+00:00,0.0,1335.5,2611.5,0.0,1335.5,-2611.5,-1276.0
2026-01-28 00:00:00+00:00,0.0,1745.25,2902.0,0.0,1745.25,-2902.0,-1156.75
2026-01-28 01:00:00+00:00,0.0,1591.5,2774.25,0.0,1591.5,-2774.25,-1182.75
2026-01-28 02:00:00+00:00,0.0,1694.25,2867.75,0.0,1694.25,-2867.75,-1173.5
2026-01-28 03:00:00+00:00,0.0,1783.0,2944.5,0.0,1783.0,-2944.5,-1161.5
2026-01-28 04:00:00+00:00,0.0,1791.5,2980.5,0.0,1791.5,-2980.5,-1189.0
2026-01-28 05:00:00+00:00,0.0,1460.0,2919.5,0.0,1460.0,-2919.5,-1459.5
2026-01-28 06:00:00+00:00,200.0,0.0,1859.0,0.0,-200.0,-1859.0,-2059.0
2026-01-28 07:00:00+00:00,284.0,10.5,2202.25,0.0,-273.5,-2202.25,-2475.75
2026-01-28 08:00:00+00:00,272.0,0.0,2200.0,0.0,-272.0,-2200.0,-2472.0
2026-01-28 09:00:00+00:00,262.5,0.0,2200.0,0.0,-262.5,-2200.0,-2462.5
2026-01-28 10:00:00+00:00,69.25,10.0,2200.0,0.0,-59.25,-2200.0,-2259.25
2026-01-28 11:00:00+00:00,0.0,108.0,2200.0,0.0,108.0,-2200.0,-2092.0
2026-01-28 12:00:00+00:00,0.0,254.5,2200.0,0.0,254.5,-2200.0,-1945.5
2026-01-28 13:00:00+00:00,0.0,142.5,2200.0,0.0,142.5,-2200.0,-2057.5
2026-01-28 14:00:00+00:00,25.75,44.0,2200.0,0.0,18.25,-2200.0,-2181.75
2026-01-28 15:00:00+00:00,422.5,0.0,2089.75,0.0,-422.5,-2089.75,-2512.25
2026-01-28 16:00:00+00:00,784.25,0.0,1762.75,0.0,-784.25,-1762.75,-2547.0
2026-01-28 17:00:00+00:00,1082.25,0.0,1296.75,0.0,-1082.25,-1296.75,-2379.0
2026-01-28 18:00:00+00:00,1903.5,0.0,445.75,9.0,-1903.5,-436.75,-2340.25
2026-01-28 19:00:00+00:00,1731.75,0.0,368.0,0.0,-1731.75,-368.0,-2099.75
2026-01-28 20:00:00+00:00,388.0,0.0,1442.75,0.0,-388.0,-1442.75,-1830.75
2026-01-28 21:00:00+00:00,194.75,54.0,1519.25,0.0,-140.75,-1519.25,-1660.0
2026-01-28 22:00:00+00:00,0.0,593.0,2164.5,0.0,593.0,-2164.5,-1571.5
2026-01-28 23:00:00+00:00,0.0,757.75,2054.75,0.0,757.75,-2054.75,-1297.0
2026-01-29 00:00:00+00:00,0.0,783.0,2005.5,0.0,783.0,-2005.5,-1222.5
2026-01-29 01:00:00+00:00,0.0,97.25,1305.25,0.0,97.25,-1305.25,-1208.0
2026-01-29 02:00:00+00:00,51.25,28.25,1164.5,0.0,-23.0,-1164.5,-1187.5
2026-01-29 03:00:00+00:00,45.25,324.25,1489.5,0.0,279.0,-1489.5,-1210.5
2026-01-29 04:00:00+00:00,0.0,723.25,2015.75,0.0,723.25,-2015.75,-1292.5
2026-01-29 05:00:00+00:00,0.0,473.75,1996.0,0.0,473.75,-1996.0,-1522.25
2026-01-29 06:00:00+00:00,470.25,0.0,1594.25,0.0,-470.25,-1594.25,-2064.5
2026-01-29 07:00:00+00:00,610.5,0.0,1802.5,0.0,-610.5,-1802.5,-2413.0
2026-01-29 08:00:00+00:00,87.5,3.25,2185.0,0.0,-84.25,-2185.0,-2269.25
