,RS_MK,MK_RS,BG_MK,MK_BG,GR_MK,MK_GR,MK_BG_net_export,MK_GR_net_export,MK_RS_net_export,Net Export
2026-02-01 13:00:00+00:00,188.0,349.0,9.0,146.0,446.0,0.0,137.0,-446.0,161.0,-148.0
2026-02-01 14:00:00+00:00,187.0,362.0,6.0,183.0,450.0,0.0,177.0,-450.0,175.0,-98.0
2026-02-01 15:00:00+00:00,224.0,295.0,9.0,175.0,450.0,0.0,166.0,-450.0,71.0,-213.0
2026-02-01 16:00:00+00:00,224.0,295.0,15.0,124.0,450.0,0.0,109.0,-450.0,71.0,-270.0
2026-02-01 17:00:00+00:00,208.0,295.0,15.0,118.0,450.0,0.0,103.0,-450.0,87.0,-260.0
2026-02-01 18:00:00+00:00,209.0,296.0,15.0,115.0,450.0,0.0,100.0,-450.0,87.0,-263.0
2026-02-01 19:00:00+00:00,158.0,245.0,57.0,110.0,450.0,0.0,53.0,-450.0,87.0,-310.0
2026-02-01 20:00:00+00:00,185.0,261.0,57.0,110.0,450.0,0.0,53.0,-450.0,76.0,-321.0
2026-02-01 21:00:00+00:00,246.0,300.0,75.0,110.0,450.0,0.0,35.0,-450.0,54.0,-361.0
2026-02-01 22:00:00+00:00,164.0,328.0,75.0,110.0,450.0,0.0,35.0,-450.0,164.0,-251.0
2026-02-01 23:00:00+00:00,300.0,206.0,81.0,316.0,444.0,0.0,235.0,-444.0,-94.0,-303.0
2026-02-02 00:00:00+00:00,277.0,294.0,81.0,288.0,445.0,0.0,207.0,-445.0,17.0,-221.0
2026-02-02 01:00:00+00:00,246.0,313.0,81.0,288.0,446.0,0.0,207.0,-446.0,67.0,-172.0
2026-02-02 02:00:00+00:00,214.0,351.0,81.0,280.0,445.0,0.0,199.0,-445.0,137.0,-109.0
2026-02-02 03:00:00+00:00,250.0,357.0,81.0,289.0,445.0,0.0,208.0,-445.0,107.0,-130.0
2026-02-02 04:00:00+00:00,247.0,273.0,19.0,315.0,445.0,0.0,296.0,-445.0,26.0,-123.0
2026-02-02 05:00:00+00:00,226.0,260.0,6.0,293.0,450.0,0.0,287.0,-450.0,34.0,-129.0
2026-02-02 06:00:00+00:00,256.0,318.0,9.0,323.0,450.0,0.0,314.0,-450.0,62.0,-74.0
2026-02-02 07:00:00+00:00,215.0,336.0,9.0,298.0,450.0,0.0,289.0,-450.0,121.0,-40.0
2026-02-02 08:00:00+00:00,205.0,329.0,9.0,291.0,450.0,0.0,282.0,-450.0,124.0,-44.0
2026-02-02 09:00:00+00:00,205.0,278.0,0.0,313.0,450.0,0.0,313.0,-450.0,73.0,-64.0
2026-02-02 10:00:00+00:00,181.0,306.0,0.0,289.0,450.0,0.0,289.0,-450.0,125.0,-36.0
2026-02-02 11:00:00+00:00,172.0,308.0,0.0,308.0,450.0,0.0,308.0,-450.0,136.0,-6.0
2026-02-02 12:00:00+00:00,202.0,315.0,0.0,302.0,450.0,0.0,302.0,-450.0,113.0,-35.0
2026-02-02 13:00:00+00:00,246.0,313.0,0.0,288.0,450.0,0.0,288.0,-450.0,67.0,-95.0
2026-02-02 14:00:00+00:00,205.0,302.0,9.0,342.0,450.0,0.0,333.0,-450.0,97.0,-20.0
2026-02-02 15:00:00+00:00,229.0,261.0,16.0,330.0,450.0,0.0,314.0,-450.0,32.0,-104.0
2026-02-02 16:00:00+00:00,246.0,223.0,24.0,317.0,450.0,0.0,293.0,-450.0,-23.0,-180.0
2026-02-02 17:00:00+00:00,245.0,197.0,24.0,351.0,450.0,0.0,327.0,-450.0,-48.0,-171.0
2026-02-02 18:00:00+00:00,274.0,191.0,9.0,337.0,425.0,0.0,328.0,-425.0,-83.0,-180.0
2026-02-02 19:00:00+00:00,303.0,237.0,9.0,249.0,386.0,0.0,240.0,-386.0,-66.0,-212.0
2026-02-02 20:00:00+00:00,307.0,248.0,9.0,150.0,345.0,0.0,141.0,-345.0,-59.0,-263.0
2026-02-02 21:00:00+00:00,326.0,200.0,10.0,145.0,355.0,0.0,135.0,-355.0,-126.0,-346.0
2026-02-02 22:00:00+00:00,286.0,231.0,9.0,145.0,366.0,0.0,136.0,-366.0,-55.0,-285.0
2026-02-02 23:00:00+00:00,329.0,292.0,48.0,234.0,445.0,0.0,186.0,-445.0,-37.0,-296.0
2026-02-03 00:00:00+00:00,281.0,295.0,50.0,272.0,445.0,0.0,222.0,-445.0,14.0,-209.0
2026-02-03 01:00:00+00:00,245.0,294.0,13.0,272.0,440.0,0.0,259.0,-440.0,49.0,-132.0
2026-02-03 02:00:00+00:00,222.0,331.0,0.0,270.0,440.0,0.0,270.0,-440.0,109.0,-61.0
2026-02-03 03:00:00+00:00,203.0,325.0,0.0,270.0,440.0,0.0,270.0,-440.0,122.0,-48.0
2026-02-03 04:00:00+00:00,267.0,323.0,0.0,311.0,440.0,0.0,311.0,-440.0,56.0,-73.0
2026-02-03 05:00:00+00:00,241.0,370.0,3.0,195.0,434.0,0.0,192.0,-434.0,129.0,-113.0
2026-02-03 06:00:00+00:00,227.0,314.0,9.0,287.0,450.0,0.0,278.0,-450.0,87.0,-85.0
2026-02-03 07:00:00+00:00,241.0,302.0,1.0,315.0,450.0,0.0,314.0,-450.0,61.0,-75.0
2026-02-03 08:00:00+00:00,239.0,352.0,32.0,319.0,450.0,0.0,287.0,-450.0,113.0,-50.0
2026-02-03 09:00:00+00:00,218.0,350.0,60.0,339.0,450.0,0.0,279.0,-450.0,132.0,-39.0
2026-02-03 10:00:00+00:00,217.0,391.0,60.0,326.0,450.0,0.0,266.0,-450.0,174.0,-10.0
2026-02-03 11:00:00+00:00,214.0,388.0,60.0,336.0,450.0,0.0,276.0,-450.0,174.0,0.0
2026-02-03 12:00:00+00:00,218.0,392.0,60.0,331.0,450.0,0.0,271.0,-450.0,174.0,-5.0
2026-02-03 13:00:00+00:00,237.0,345.0,1.0,307.0,450.0,0.0,306.0,-450.0,108.0,-36.0
2026-02-03 14:00:00+00:00,284.0,330.0,0.0,377.0,446.0,0.0,377.0,-446.0,46.0,-23.0
2026-02-03 15:00:00+00:00,240.0,272.0,9.0,345.0,412.0,0.0,336.0,-412.0,32.0,-44.0
2026-02-03 16:00:00+00:00,267.0,296.0,9.0,346.0,420.0,0.0,337.0,-420.0,29.0,-54.0
2026-02-03 17:00:00+00:00,242.0,280.0,9.0,315.0,399.0,0.0,306.0,-399.0,38.0,-55.0
2026-02-03 18:00:00+00:00,225.0,299.0,9.0,302.0,401.0,0.0,293.0,-401.0,74.0,-34.0
2026-02-03 19:00:00+00:00,260.0,246.0,9.0,332.0,425.0,0.0,323.0,-425.0,-14.0,-116.0
2026-02-03 20:00:00+00:00,287.0,243.0,10.0,241.0,413.0,0.0,231.0,-413.0,-44.0,-226.0
2026-02-03 21:00:00+00:00,339.0,227.0,25.0,199.0,411.0,0.0,174.0,-411.0,-112.0,-349.0
2026-02-03 22:00:00+00:00,282.0,242.0,35.0,185.0,408.0,0.0,150.0,-408.0,-40.0,-298.0
2026-02-03 23:00:00+00:00,326.0,310.0,0.0,160.0,438.0,0.0,160.0,-438.0,-16.0,-294.0
2026-02-04 00:00:00+00:00,291.0,330.0,0.0,164.0,428.0,0.0,164.0,-428.0,39.0,-225.0
2026-02-04 01:00:00+00:00,249.0,302.0,0.0,175.0,424.0,0.0,175.0,-424.0,53.0,-196.0
2026-02-04 02:00:00+00:00,244.0,344.0,0.0,158.0,424.0,0.0,158.0,-424.0,100.0,-166.0
2026-02-04 03:00:00+00:00,242.0,357.0,0.0,165.0,423.0,0.0,165.0,-423.0,115.0,-143.0
2026-02-04 04:00:00+00:00,223.0,295.0,0.0,204.0,422.0,0.0,204.0,-422.0,72.0,-146.0
2026-02-04 05:00:00+00:00,228.0,288.0,0.0,195.0,450.0,0.0,195.0,-450.0,60.0,-195.0
2026-02-04 06:00:00+00:00,269.0,276.0,2.0,237.0,450.0,0.0,235.0,-450.0,7.0,-208.0
2026-02-04 07:00:00+00:00,276.0,283.0,2.0,217.0,450.0,0.0,215.0,-450.0,7.0,-228.0
2026-02-04 08:00:00+00:00,278.0,266.0,0.0,193.0,450.0,0.0,193.0,-450.0,-12.0,-269.0
2026-02-04 09:00:00+00:00,248.0,265.0,0.0,198.0,450.0,0.0,198.0,-450.0,17.0,-235.0
2026-02-04 10:00:00+00:00,264.0,293.0,0.0,195.0,450.0,0.0,195.0,-450.0,29.0,-226.0
2026-02-04 11:00:00+00:00,234.0,289.0,0.0,199.0,450.0,0.0,199.0,-450.0,55.0,-196.0
2026-02-04 12:00:00+00:00,248.0,301.0,0.0,187.0,450.0,0.0,187.0,-450.0,53.0,-210.0
2026-02-04 13:00:00+00:00,283.0,292.0,0.0,204.0,450.0,0.0,204.0,-450.0,9.0,-237.0
2026-02-04 14:00:00+00:00,279.0,272.0,1.0,221.0,450.0,0.0,220.0,-450.0,-7.0,-237.0
2026-02-04 15:00:00+00:00,309.0,228.0,0.0,281.0,450.0,0.0,281.0,-450.0,-81.0,-250.0
2026-02-04 16:00:00+00:00,278.0,230.0,0.0,243.0,445.0,0.0,243.0,-445.0,-48.0,-250.0
2026-02-04 17:00:00+00:00,270.0,220.0,0.0,261.0,445.0,0.0,261.0,-445.0,-50.0,-234.0
2026-02-04 18:00:00+00:00,301.0,220.0,14.0,265.0,446.0,0.0,251.0,-446.0,-81.0,-276.0
2026-02-04 19:00:00+00:00,304.0,254.0,0.0,188.0,446.0,0.0,188.0,-446.0,-50.0,-308.0
2026-02-04 20:00:00+00:00,320.0,301.0,1.0,185.0,446.0,0.0,184.0,-446.0,-19.0,-281.0
2026-02-04 21:00:00+00:00,315.0,337.0,34.0,110.0,448.0,0.0,76.0,-448.0,22.0,-350.0
2026-02-04 22:00:00+00:00,284.0,314.0,24.0,125.0,447.0,0.0,101.0,-447.0,30.0,-316.0
2026-02-04 23:00:00+00:00,158.0,373.0,1.0,184.0,450.0,0.0,183.0,-450.0,215.0,-52.0
2026-02-05 00:00:00+00:00,129.0,363.0,1.0,145.0,440.0,0.0,144.0,-440.0,234.0,-62.0
2026-02-05 01:00:00+00:00,127.0,377.0,0.0,158.0,448.0,0.0,158.0,-448.0,250.0,-40.0
2026-02-05 02:00:00+00:00,116.0,377.0,0.0,202.0,450.0,0.0,202.0,-450.0,261.0,13.0
2026-02-05 03:00:00+00:00,122.0,392.0,0.0,177.0,436.0,0.0,177.0,-436.0,270.0,11.0
2026-02-05 04:00:00+00:00,139.0,376.0,1.0,185.0,450.0,0.0,184.0,-450.0,237.0,-29.0
2026-02-05 05:00:00+00:00,141.0,335.0,30.0,182.0,450.0,0.0,152.0,-450.0,194.0,-104.0
2026-02-05 06:00:00+00:00,198.0,353.0,48.0,224.0,450.0,0.0,176.0,-450.0,155.0,-119.0
2026-02-05 07:00:00+00:00,238.0,352.0,46.0,229.0,450.0,0.0,183.0,-450.0,114.0,-153.0
2026-02-05 08:00:00+00:00,213.0,370.0,23.0,212.0,450.0,0.0,189.0,-450.0,157.0,-104.0
2026-02-05 09:00:00+00:00,240.0,371.0,40.0,240.0,450.0,0.0,200.0,-450.0,131.0,-119.0
2026-02-05 10:00:00+00:00,208.0,371.0,1.0,247.0,450.0,0.0,246.0,-450.0,163.0,-41.0
2026-02-05 11:00:00+00:00,198.0,362.0,0.0,264.0,450.0,0.0,264.0,-450.0,164.0,-22.0
2026-02-05 12:00:00+00:00,204.0,372.0,0.0,258.0,450.0,0.0,258.0,-450.0,168.0,-24.0
2026-02-05 13:00:00+00:00,175.0,319.0,4.0,242.0,450.0,0.0,238.0,-450.0,144.0,-68.0
2026-02-05 14:00:00+00:00,236.0,276.0,5.0,241.0,450.0,0.0,236.0,-450.0,40.0,-174.0
2026-02-05 15:00:00+00:00,286.0,289.0,50.0,248.0,430.0,0.0,198.0,-430.0,3.0,-229.0
2026-02-05 16:00:00+00:00,281.0,284.0,104.0,241.0,430.0,0.0,137.0,-430.0,3.0,-290.0
2026-02-05 17:00:00+00:00,254.0,315.0,164.0,244.0,430.0,0.0,80.0,-430.0,61.0,-289.0
2026-02-05 18:00:00+00:00,216.0,349.0,178.0,244.0,430.0,0.0,66.0,-430.0,133.0,-231.0
2026-02-05 19:00:00+00:00,243.0,329.0,170.0,244.0,430.0,0.0,74.0,-430.0,86.0,-270.0
2026-02-05 20:00:00+00:00,214.0,308.0,149.0,223.0,443.0,0.0,74.0,-443.0,94.0,-275.0
2026-02-05 21:00:00+00:00,224.0,320.0,129.0,200.0,450.0,0.0,71.0,-450.0,96.0,-283.0
2026-02-05 22:00:00+00:00,195.0,344.0,130.0,202.0,450.0,0.0,72.0,-450.0,149.0,-229.0
2026-02-05 23:00:00+00:00,198.0,253.0,26.0,231.0,394.0,0.0,205.0,-394.0,55.0,-134.0
2026-02-06 00:00:00+00:00,192.0,254.0,28.0,227.0,379.0,0.0,199.0,-379.0,62.0,-118.0
2026-02-06 01:00:00+00:00,184.0,254.0,29.0,227.0,378.0,0.0,198.0,-378.0,70.0,-110.0
2026-02-06 02:00:00+00:00,165.0,284.0,37.0,227.0,378.0,0.0,190.0,-378.0,119.0,-69.0
2026-02-06 03:00:00+00:00,159.0,286.0,46.0,227.0,378.0,0.0,181.0,-378.0,127.0,-70.0
2026-02-06 04:00:00+00:00,125.0,246.0,4.0,226.0,396.0,0.0,222.0,-396.0,121.0,-53.0
2026-02-06 05:00:00+00:00,157.0,280.0,14.0,311.0,400.0,0.0,297.0,-400.0,123.0,20.0
2026-02-06 06:00:00+00:00,172.0,311.0,15.0,308.0,440.0,0.0,293.0,-440.0,139.0,-8.0
2026-02-06 07:00:00+00:00,198.0,313.0,12.0,340.0,450.0,0.0,328.0,-450.0,115.0,-7.0
2026-02-06 08:00:00+00:00,185.0,339.0,14.0,309.0,450.0,0.0,295.0,-450.0,154.0,-1.0
2026-02-06 09:00:00+00:00,235.0,382.0,15.0,300.0,450.0,0.0,285.0,-450.0,147.0,-18.0
2026-02-06 10:00:00+00:00,218.0,392.0,12.0,260.0,450.0,0.0,248.0,-450.0,174.0,-28.0
2026-02-06 11:00:00+00:00,250.0,382.0,13.0,311.0,450.0,0.0,298.0,-450.0,132.0,-20.0
2026-02-06 12:00:00+00:00,237.0,360.0,51.0,333.0,450.0,0.0,282.0,-450.0,123.0,-45.0
2026-02-06 13:00:00+00:00,269.0,318.0,14.0,322.0,450.0,0.0,308.0,-450.0,49.0,-93.0
2026-02-06 14:00:00+00:00,157.0,326.0,29.0,299.0,450.0,0.0,270.0,-450.0,169.0,-11.0
2026-02-06 15:00:00+00:00,199.0,328.0,26.0,278.0,450.0,0.0,252.0,-450.0,129.0,-69.0
2026-02-06 16:00:00+00:00,258.0,309.0,23.0,233.0,450.0,0.0,210.0,-450.0,51.0,-189.0
2026-02-06 17:00:00+00:00,227.0,306.0,22.0,249.0,450.0,0.0,227.0,-450.0,79.0,-144.0
2026-02-06 18:00:00+00:00,166.0,287.0,23.0,236.0,450.0,0.0,213.0,-450.0,121.0,-116.0
2026-02-06 19:00:00+00:00,190.0,254.0,22.0,272.0,450.0,0.0,250.0,-450.0,64.0,-136.0
2026-02-06 20:00:00+00:00,185.0,283.0,33.0,205.0,450.0,0.0,172.0,-450.0,98.0,-180.0
2026-02-06 21:00:00+00:00,175.0,222.0,50.0,190.0,450.0,0.0,140.0,-450.0,47.0,-263.0
2026-02-06 22:00:00+00:00,163.0,269.0,67.0,222.0,450.0,0.0,155.0,-450.0,106.0,-189.0
2026-02-06 23:00:00+00:00,200.0,233.0,18.0,224.0,450.0,0.0,206.0,-450.0,33.0,-211.0
2026-02-07 00:00:00+00:00,161.0,243.0,3.0,225.0,450.0,0.0,222.0,-450.0,82.0,-146.0
2026-02-07 01:00:00+00:00,146.0,238.0,3.0,232.0,450.0,0.0,229.0,-450.0,92.0,-129.0
2026-02-07 02:00:00+00:00,146.0,233.0,3.0,232.0,450.0,0.0,229.0,-450.0,87.0,-134.0
2026-02-07 03:00:00+00:00,137.0,234.0,3.0,240.0,450.0,0.0,237.0,-450.0,97.0,-116.0
2026-02-07 04:00:00+00:00,181.0,245.0,3.0,232.0,450.0,0.0,229.0,-450.0,64.0,-157.0
2026-02-07 05:00:00+00:00,140.0,216.0,3.0,224.0,450.0,0.0,221.0,-450.0,76.0,-153.0
2026-02-07 06:00:00+00:00,129.0,286.0,4.0,282.0,450.0,0.0,278.0,-450.0,157.0,-15.0
2026-02-07 07:00:00+00:00,84.0,325.0,61.0,297.0,450.0,0.0,236.0,-450.0,241.0,27.0
2026-02-07 08:00:00+00:00,95.0,401.0,8.0,295.0,450.0,0.0,287.0,-450.0,306.0,143.0
2026-02-07 09:00:00+00:00,88.0,429.0,3.0,266.0,450.0,0.0,263.0,-450.0,341.0,154.0
2026-02-07 10:00:00+00:00,84.0,426.0,0.0,269.0,450.0,0.0,269.0,-450.0,342.0,161.0
2026-02-07 11:00:00+00:00,83.0,427.0,0.0,270.0,428.0,0.0,270.0,-428.0,344.0,186.0
2026-02-07 12:00:00+00:00,56.0,430.0,3.0,273.0,436.0,0.0,270.0,-436.0,374.0,208.0
2026-02-07 13:00:00+00:00,83.0,372.0,13.0,316.0,430.0,0.0,303.0,-430.0,289.0,162.0
2026-02-07 14:00:00+00:00,66.0,334.0,3.0,291.0,450.0,0.0,288.0,-450.0,268.0,106.0
2026-02-07 15:00:00+00:00,128.0,269.0,3.0,269.0,450.0,0.0,266.0,-450.0,141.0,-43.0
2026-02-07 16:00:00+00:00,163.0,223.0,3.0,277.0,450.0,0.0,274.0,-450.0,60.0,-116.0
2026-02-07 17:00:00+00:00,148.0,212.0,8.0,248.0,450.0,0.0,240.0,-450.0,64.0,-146.0
2026-02-07 18:00:00+00:00,117.0,177.0,41.0,271.0,450.0,0.0,230.0,-450.0,60.0,-160.0
2026-02-07 19:00:00+00:00,105.0,156.0,10.0,268.0,450.0,0.0,258.0,-450.0,51.0,-141.0
2026-02-07 20:00:00+00:00,138.0,207.0,44.0,272.0,450.0,0.0,228.0,-450.0,69.0,-153.0
2026-02-07 21:00:00+00:00,147.0,180.0,79.0,297.0,450.0,0.0,218.0,-450.0,33.0,-199.0
2026-02-07 22:00:00+00:00,160.0,153.0,55.0,297.0,450.0,0.0,242.0,-450.0,-7.0,-215.0
2026-02-07 23:00:00+00:00,183.0,205.0,6.0,221.0,450.0,0.0,215.0,-450.0,22.0,-213.0
2026-02-08 00:00:00+00:00,133.0,255.0,6.0,255.0,450.0,0.0,249.0,-450.0,122.0,-79.0
2026-02-08 01:00:00+00:00,123.0,232.0,6.0,255.0,450.0,0.0,249.0,-450.0,109.0,-92.0
2026-02-08 02:00:00+00:00,99.0,256.0,6.0,225.0,450.0,0.0,219.0,-450.0,157.0,-74.0
2026-02-08 03:00:00+00:00,100.0,242.0,30.0,225.0,450.0,0.0,195.0,-450.0,142.0,-113.0
2026-02-08 04:00:00+00:00,101.0,242.0,45.0,225.0,450.0,0.0,180.0,-450.0,141.0,-129.0
2026-02-08 05:00:00+00:00,144.0,339.0,35.0,195.0,450.0,0.0,160.0,-450.0,195.0,-95.0
2026-02-08 06:00:00+00:00,89.0,316.0,9.0,249.0,450.0,0.0,240.0,-450.0,227.0,17.0
2026-02-08 07:00:00+00:00,94.0,297.0,35.0,313.0,450.0,0.0,278.0,-450.0,203.0,31.0
2026-02-08 08:00:00+00:00,107.0,351.0,6.0,335.0,450.0,0.0,329.0,-450.0,244.0,123.0
2026-02-08 09:00:00+00:00,90.0,358.0,23.0,348.0,450.0,0.0,325.0,-450.0,268.0,143.0
2026-02-08 10:00:00+00:00,90.0,382.0,24.0,349.0,450.0,0.0,325.0,-450.0,292.0,167.0
2026-02-08 11:00:00+00:00,72.0,367.0,24.0,359.0,450.0,0.0,335.0,-450.0,295.0,180.0
2026-02-08 12:00:00+00:00,37.0,357.0,24.0,355.0,450.0,0.0,331.0,-450.0,320.0,201.0
2026-02-08 13:00:00+00:00,103.0,322.0,6.0,353.0,450.0,0.0,347.0,-450.0,219.0,116.0
2026-02-08 14:00:00+00:00,131.0,289.0,6.0,335.0,450.0,0.0,329.0,-450.0,158.0,37.0
2026-02-08 15:00:00+00:00,124.0,273.0,9.0,259.0,450.0,0.0,250.0,-450.0,149.0,-51.0
2026-02-08 16:00:00+00:00,125.0,218.0,9.0,194.0,450.0,0.0,185.0,-450.0,93.0,-172.0
2026-02-08 17:00:00+00:00,147.0,211.0,10.0,187.0,450.0,0.0,177.0,-450.0,64.0,-209.0
2026-02-08 18:00:00+00:00,153.0,210.0,10.0,195.0,450.0,0.0,185.0,-450.0,57.0,-208.0
2026-02-08 19:00:00+00:00,185.0,242.0,10.0,223.0,450.0,0.0,213.0,-450.0,57.0,-180.0
2026-02-08 20:00:00+00:00,167.0,241.0,10.0,236.0,450.0,0.0,226.0,-450.0,74.0,-150.0
2026-02-08 21:00:00+00:00,187.0,208.0,9.0,237.0,450.0,0.0,228.0,-450.0,21.0,-201.0
2026-02-08 22:00:00+00:00,184.0,222.0,32.0,237.0,450.0,0.0,205.0,-450.0,38.0,-207.0
2026-02-08 23:00:00+00:00,170.0,231.0,23.0,194.0,393.0,0.0,171.0,-393.0,61.0,-161.0
2026-02-09 00:00:00+00:00,185.0,248.0,25.0,194.0,393.0,0.0,169.0,-393.0,63.0,-161.0
2026-02-09 01:00:00+00:00,172.0,267.0,18.0,194.0,393.0,0.0,176.0,-393.0,95.0,-122.0
2026-02-09 02:00:00+00:00,159.0,251.0,4.0,194.0,393.0,0.0,190.0,-393.0,92.0,-111.0
2026-02-09 03:00:00+00:00,151.0,254.0,4.0,194.0,395.0,0.0,190.0,-395.0,103.0,-102.0
2026-02-09 04:00:00+00:00,118.0,260.0,3.0,208.0,445.0,0.0,205.0,-445.0,142.0,-98.0
2026-02-09 05:00:00+00:00,149.0,289.0,3.0,258.0,450.0,0.0,255.0,-450.0,140.0,-55.0
2026-02-09 06:00:00+00:00,103.0,247.0,10.0,290.0,450.0,0.0,280.0,-450.0,144.0,-26.0
2026-02-09 07:00:00+00:00,202.0,287.0,7.0,294.0,443.0,0.0,287.0,-443.0,85.0,-71.0
2026-02-09 08:00:00+00:00,222.0,282.0,13.0,287.0,450.0,0.0,274.0,-450.0,60.0,-116.0
2026-02-09 09:00:00+00:00,179.0,279.0,19.0,292.0,446.0,0.0,273.0,-446.0,100.0,-73.0
2026-02-09 10:00:00+00:00,168.0,277.0,5.0,302.0,446.0,0.0,297.0,-446.0,109.0,-40.0
2026-02-09 11:00:00+00:00,147.0,277.0,4.0,303.0,446.0,0.0,299.0,-446.0,130.0,-17.0
2026-02-09 12:00:00+00:00,154.0,277.0,18.0,301.0,450.0,0.0,283.0,-450.0,123.0,-44.0
2026-02-09 13:00:00+00:00,161.0,273.0,20.0,297.0,446.0,0.0,277.0,-446.0,112.0,-57.0
2026-02-09 14:00:00+00:00,148.0,291.0,19.0,266.0,435.0,0.0,247.0,-435.0,143.0,-45.0
2026-02-09 15:00:00+00:00,161.0,231.0,9.0,316.0,435.0,0.0,307.0,-435.0,70.0,-58.0
2026-02-09 16:00:00+00:00,117.0,255.0,23.0,299.0,450.0,0.0,276.0,-450.0,138.0,-36.0
2026-02-09 17:00:00+00:00,110.0,231.0,21.0,307.0,450.0,0.0,286.0,-450.0,121.0,-43.0
2026-02-09 18:00:00+00:00,171.0,231.0,24.0,325.0,450.0,0.0,301.0,-450.0,60.0,-89.0
2026-02-09 19:00:00+00:00,172.0,216.0,13.0,341.0,445.0,0.0,328.0,-445.0,44.0,-73.0
2026-02-09 20:00:00+00:00,143.0,163.0,20.0,287.0,445.0,0.0,267.0,-445.0,20.0,-158.0
2026-02-09 21:00:00+00:00,243.0,166.0,27.0,284.0,445.0,0.0,257.0,-445.0,-77.0,-265.0
2026-02-09 22:00:00+00:00,250.0,160.0,33.0,312.0,430.0,0.0,279.0,-430.0,-90.0,-241.0
2026-02-09 23:00:00+00:00,206.0,281.0,20.0,143.0,410.0,0.0,123.0,-410.0,75.0,-212.0
2026-02-10 00:00:00+00:00,210.0,313.0,3.0,149.0,377.0,0.0,146.0,-377.0,103.0,-128.0
2026-02-10 01:00:00+00:00,196.0,253.0,3.0,154.0,395.0,0.0,151.0,-395.0,57.0,-187.0
2026-02-10 02:00:00+00:00,177.0,253.0,3.0,154.0,395.0,0.0,151.0,-395.0,76.0,-168.0
2026-02-10 03:00:00+00:00,195.0,282.0,3.0,153.0,395.0,0.0,150.0,-395.0,87.0,-158.0
2026-02-10 04:00:00+00:00,183.0,320.0,0.0,169.0,379.0,0.0,169.0,-379.0,137.0,-73.0
2026-02-10 05:00:00+00:00,233.0,263.0,0.0,343.0,397.0,0.0,343.0,-397.0,30.0,-24.0
2026-02-10 06:00:00+00:00,238.0,326.0,0.0,325.0,450.0,0.0,325.0,-450.0,88.0,-37.0
2026-02-10 07:00:00+00:00,231.0,305.0,1.0,310.0,450.0,0.0,309.0,-450.0,74.0,-67.0
2026-02-10 08:00:00+00:00,185.0,282.0,1.0,280.0,450.0,0.0,279.0,-450.0,97.0,-74.0
2026-02-10 09:00:00+00:00,143.0,254.0,0.0,298.0,450.0,0.0,298.0,-450.0,111.0,-41.0
2026-02-10 10:00:00+00:00,158.0,258.0,0.0,286.0,450.0,0.0,286.0,-450.0,100.0,-64.0
2026-02-10 11:00:00+00:00,153.0,256.0,1.0,297.0,450.0,0.0,296.0,-450.0,103.0,-51.0
2026-02-10 12:00:00+00:00,95.0,287.0,1.0,300.0,450.0,0.0,299.0,-450.0,192.0,41.0
2026-02-10 13:00:00+00:00,132.0,261.0,0.0,337.0,450.0,0.0,337.0,-450.0,129.0,16.0
2026-02-10 14:00:00+00:00,106.0,268.0,0.0,290.0,450.0,0.0,290.0,-450.0,162.0,2.0
2026-02-10 15:00:00+00:00,211.0,284.0,0.0,270.0,448.0,3.0,270.0,-445.0,73.0,-102.0
2026-02-10 16:00:00+00:00,205.0,259.0,0.0,268.0,428.0,10.0,268.0,-418.0,54.0,-96.0
2026-02-10 17:00:00+00:00,196.0,270.0,3.0,232.0,394.0,0.0,229.0,-394.0,74.0,-91.0
2026-02-10 18:00:00+00:00,214.0,282.0,3.0,205.0,394.0,0.0,202.0,-394.0,68.0,-124.0
2026-02-10 19:00:00+00:00,232.0,268.0,3.0,246.0,379.0,0.0,243.0,-379.0,36.0,-100.0
2026-02-10 20:00:00+00:00,202.0,278.0,3.0,181.0,403.0,0.0,178.0,-403.0,76.0,-149.0
2026-02-10 21:00:00+00:00,255.0,238.0,1.0,150.0,405.0,0.0,149.0,-405.0,-17.0,-273.0
2026-02-10 22:00:00+00:00,209.0,229.0,1.0,180.0,414.0,0.0,179.0,-414.0,20.0,-215.0
2026-02-10 23:00:00+00:00,211.0,322.0,17.0,130.0,358.0,0.0,113.0,-358.0,111.0,-134.0
2026-02-11 00:00:00+00:00,167.0,332.0,8.0,135.0,326.0,0.0,127.0,-326.0,165.0,-34.0
2026-02-11 01:00:00+00:00,168.0,352.0,19.0,135.0,326.0,0.0,116.0,-326.0,184.0,-26.0
2026-02-11 02:00:00+00:00,155.0,360.0,8.0,135.0,326.0,0.0,127.0,-326.0,205.0,6.0
2026-02-11 03:00:00+00:00,172.0,359.0,0.0,135.0,326.0,0.0,135.0,-326.0,187.0,-4.0
2026-02-11 04:00:00+00:00,154.0,355.0,0.0,136.0,326.0,0.0,136.0,-326.0,201.0,11.0
2026-02-11 05:00:00+00:00,183.0,357.0,0.0,173.0,350.0,0.0,173.0,-350.0,174.0,-3.0
2026-02-11 06:00:00+00:00,222.0,293.0,0.0,246.0,355.0,0.0,246.0,-355.0,71.0,-38.0
2026-02-11 07:00:00+00:00,153.0,383.0,51.0,242.0,416.0,0.0,191.0,-416.0,230.0,5.0
2026-02-11 08:00:00+00:00,141.0,368.0,40.0,247.0,410.0,0.0,207.0,-410.0,227.0,24.0
