,RS_MK,MK_RS,BG_MK,MK_BG,GR_MK,MK_GR,MK_BG_net_export,MK_GR_net_export,MK_RS_net_export,Net Export
2026-01-22 17:00:00+00:00,287.0,148.0,37.0,273.0,500.0,0.0,236.0,-500.0,-139.0,-403.0
2026-01-22 18:00:00+00:00,334.0,175.0,102.0,372.0,500.0,0.0,270.0,-500.0,-159.0,-389.0
2026-01-22 19:00:00+00:00,252.0,148.0,41.0,304.0,500.0,0.0,263.0,-500.0,-104.0,-341.0
2026-01-22 20:00:00+00:00,236.0,171.0,36.0,207.0,500.0,0.0,171.0,-500.0,-65.0,-394.0
2026-01-22 21:00:00+00:00,167.0,141.0,124.0,234.0,500.0,0.0,110.0,-500.0,-26.0,-416.0
2026-01-22 22:00:00+00:00,179.0,188.0,68.0,140.0,500.0,0.0,72.0,-500.0,9.0,-419.0
2026-01-22 23:00:00+00:00,173.0,138.0,37.0,177.0,485.0,0.0,140.0,-485.0,-35.0,-380.0
2026-01-23 00:00:00+00:00,125.0,222.0,35.0,214.0,498.0,0.0,179.0,-498.0,97.0,-222.0
2026-01-23 01:00:00+00:00,125.0,247.0,40.0,218.0,498.0,0.0,178.0,-498.0,122.0,-198.0
2026-01-23 02:00:00+00:00,125.0,221.0,41.0,218.0,498.0,0.0,177.0,-498.0,96.0,-225.0
2026-01-23 03:00:00+00:00,125.0,222.0,40.0,218.0,498.0,0.0,178.0,-498.0,97.0,-223.0
2026-01-23 04:00:00+00:00,117.0,265.0,12.0,313.0,484.0,0.0,301.0,-484.0,148.0,-35.0
2026-01-23 05:00:00+00:00,154.0,262.0,9.0,327.0,500.0,0.0,318.0,-500.0,108.0,-74.0
2026-01-23 06:00:00+00:00,136.0,253.0,12.0,326.0,500.0,0.0,314.0,-500.0,117.0,-69.0
2026-01-23 07:00:00+00:00,140.0,220.0,9.0,308.0,500.0,0.0,299.0,-500.0,80.0,-121.0
2026-01-23 08:00:00+00:00,137.0,224.0,14.0,267.0,500.0,0.0,253.0,-500.0,87.0,-160.0
2026-01-23 09:00:00+00:00,93.0,286.0,14.0,207.0,500.0,0.0,193.0,-500.0,193.0,-114.0
2026-01-23 10:00:00+00:00,88.0,315.0,14.0,223.0,500.0,0.0,209.0,-500.0,227.0,-64.0
2026-01-23 11:00:00+00:00,69.0,319.0,14.0,255.0,500.0,0.0,241.0,-500.0,250.0,-9.0
2026-01-23 12:00:00+00:00,106.0,315.0,14.0,262.0,500.0,0.0,248.0,-500.0,209.0,-43.0
2026-01-23 13:00:00+00:00,89.0,285.0,13.0,273.0,500.0,0.0,260.0,-500.0,196.0,-44.0
2026-01-23 14:00:00+00:00,124.0,244.0,13.0,285.0,500.0,0.0,272.0,-500.0,120.0,-108.0
2026-01-23 15:00:00+00:00,227.0,265.0,15.0,279.0,500.0,0.0,264.0,-500.0,38.0,-198.0
2026-01-23 16:00:00+00:00,230.0,257.0,15.0,254.0,500.0,0.0,239.0,-500.0,27.0,-234.0
2026-01-23 17:00:00+00:00,195.0,229.0,20.0,284.0,500.0,0.0,264.0,-500.0,34.0,-202.0
2026-01-23 18:00:00+00:00,197.0,263.0,17.0,270.0,500.0,0.0,253.0,-500.0,66.0,-181.0
2026-01-23 19:00:00+00:00,196.0,245.0,14.0,288.0,500.0,0.0,274.0,-500.0,49.0,-177.0
2026-01-23 20:00:00+00:00,172.0,265.0,22.0,271.0,480.0,0.0,249.0,-480.0,93.0,-138.0
2026-01-23 21:00:00+00:00,182.0,182.0,15.0,190.0,480.0,0.0,175.0,-480.0,0.0,-305.0
2026-01-23 22:00:00+00:00,143.0,150.0,19.0,169.0,480.0,0.0,150.0,-480.0,7.0,-323.0
2026-01-23 23:00:00+00:00,184.0,185.0,32.0,203.0,401.0,0.0,171.0,-401.0,1.0,-229.0
2026-01-24 00:00:00+00:00,176.0,159.0,31.0,192.0,355.0,0.0,161.0,-355.0,-17.0,-211.0
2026-01-24 01:00:00+00:00,209.0,189.0,22.0,192.0,317.0,0.0,170.0,-317.0,-20.0,-167.0
2026-01-24 02:00:00+00:00,179.0,189.0,21.0,192.0,346.0,0.0,171.0,-346.0,10.0,-165.0
2026-01-24 03:00:00+00:00,197.0,189.0,19.0,192.0,321.0,0.0,173.0,-321.0,-8.0,-156.0
2026-01-24 04:00:00+00:00,142.0,184.0,10.0,225.0,378.0,0.0,215.0,-378.0,42.0,-121.0
2026-01-24 05:00:00+00:00,180.0,184.0,11.0,275.0,395.0,0.0,264.0,-395.0,4.0,-127.0
2026-01-24 06:00:00+00:00,121.0,211.0,9.0,321.0,456.0,0.0,312.0,-456.0,90.0,-54.0
2026-01-24 07:00:00+00:00,149.0,238.0,9.0,302.0,500.0,0.0,293.0,-500.0,89.0,-118.0
2026-01-24 08:00:00+00:00,140.0,258.0,14.0,315.0,500.0,0.0,301.0,-500.0,118.0,-81.0
2026-01-24 09:00:00+00:00,103.0,278.0,55.0,264.0,500.0,0.0,209.0,-500.0,175.0,-116.0
2026-01-24 10:00:00+00:00,116.0,280.0,26.0,224.0,500.0,0.0,198.0,-500.0,164.0,-138.0
2026-01-24 11:00:00+00:00,93.0,280.0,14.0,213.0,498.0,0.0,199.0,-498.0,187.0,-112.0
2026-01-24 12:00:00+00:00,112.0,280.0,46.0,250.0,500.0,0.0,204.0,-500.0,168.0,-128.0
2026-01-24 13:00:00+00:00,189.0,255.0,33.0,219.0,500.0,0.0,186.0,-500.0,66.0,-248.0
2026-01-24 14:00:00+00:00,171.0,247.0,14.0,302.0,489.0,0.0,288.0,-489.0,76.0,-125.0
2026-01-24 15:00:00+00:00,138.0,235.0,14.0,282.0,460.0,0.0,268.0,-460.0,97.0,-95.0
2026-01-24 16:00:00+00:00,161.0,237.0,14.0,277.0,458.0,0.0,263.0,-458.0,76.0,-119.0
2026-01-24 17:00:00+00:00,138.0,222.0,14.0,314.0,490.0,0.0,300.0,-490.0,84.0,-106.0
2026-01-24 18:00:00+00:00,142.0,188.0,14.0,318.0,457.0,0.0,304.0,-457.0,46.0,-107.0
2026-01-24 19:00:00+00:00,163.0,196.0,14.0,347.0,452.0,0.0,333.0,-452.0,33.0,-86.0
2026-01-24 20:00:00+00:00,136.0,166.0,14.0,357.0,478.0,0.0,343.0,-478.0,30.0,-105.0
2026-01-24 21:00:00+00:00,128.0,162.0,14.0,289.0,498.0,0.0,275.0,-498.0,34.0,-189.0
2026-01-24 22:00:00+00:00,144.0,183.0,26.0,262.0,500.0,0.0,236.0,-500.0,39.0,-225.0
2026-01-24 23:00:00+00:00,161.0,194.0,9.0,110.0,333.0,0.0,101.0,-333.0,33.0,-199.0
2026-01-25 00:00:00+00:00,200.0,305.0,9.0,110.0,332.0,0.0,101.0,-332.0,105.0,-126.0
2026-01-25 01:00:00+00:00,133.0,293.0,9.0,110.0,332.0,0.0,101.0,-332.0,160.0,-71.0
2026-01-25 02:00:00+00:00,132.0,315.0,9.0,110.0,332.0,0.0,101.0,-332.0,183.0,-48.0
2026-01-25 03:00:00+00:00,115.0,315.0,9.0,110.0,332.0,0.0,101.0,-332.0,200.0,-31.0
2026-01-25 04:00:00+00:00,92.0,321.0,9.0,110.0,355.0,0.0,101.0,-355.0,229.0,-25.0
2026-01-25 05:00:00+00:00,120.0,341.0,9.0,170.0,420.0,0.0,161.0,-420.0,221.0,-38.0
2026-01-25 06:00:00+00:00,118.0,320.0,9.0,171.0,420.0,0.0,162.0,-420.0,202.0,-56.0
2026-01-25 07:00:00+00:00,117.0,378.0,9.0,162.0,445.0,0.0,153.0,-445.0,261.0,-31.0
2026-01-25 08:00:00+00:00,139.0,396.0,14.0,162.0,500.0,0.0,148.0,-500.0,257.0,-95.0
2026-01-25 09:00:00+00:00,178.0,384.0,14.0,162.0,500.0,0.0,148.0,-500.0,206.0,-146.0
2026-01-25 10:00:00+00:00,137.0,407.0,14.0,171.0,500.0,0.0,157.0,-500.0,270.0,-73.0
2026-01-25 11:00:00+00:00,134.0,408.0,14.0,198.0,500.0,0.0,184.0,-500.0,274.0,-42.0
2026-01-25 12:00:00+00:00,79.0,408.0,14.0,202.0,500.0,0.0,188.0,-500.0,329.0,17.0
2026-01-25 13:00:00+00:00,110.0,405.0,14.0,184.0,500.0,0.0,170.0,-500.0,295.0,-35.0
2026-01-25 14:00:00+00:00,108.0,403.0,14.0,190.0,500.0,0.0,176.0,-500.0,295.0,-29.0
2026-01-25 15:00:00+00:00,155.0,345.0,14.0,214.0,500.0,0.0,200.0,-500.0,190.0,-110.0
2026-01-25 16:00:00+00:00,121.0,287.0,14.0,217.0,481.0,0.0,203.0,-481.0,166.0,-112.0
2026-01-25 17:00:00+00:00,142.0,342.0,14.0,162.0,425.0,0.0,148.0,-425.0,200.0,-77.0
2026-01-25 18:00:00+00:00,146.0,342.0,14.0,156.0,425.0,0.0,142.0,-425.0,196.0,-87.0
2026-01-25 19:00:00+00:00,189.0,342.0,14.0,130.0,425.0,0.0,116.0,-425.0,153.0,-156.0
2026-01-25 20:00:00+00:00,180.0,366.0,14.0,134.0,476.0,0.0,120.0,-476.0,186.0,-170.0
2026-01-25 21:00:00+00:00,194.0,339.0,14.0,136.0,490.0,0.0,122.0,-490.0,145.0,-223.0
2026-01-25 22:00:00+00:00,167.0,321.0,14.0,193.0,500.0,0.0,179.0,-500.0,154.0,-167.0
2026-01-25 23:00:00+00:00,204.0,304.0,26.0,209.0,460.0,0.0,183.0,-460.0,100.0,-177.0
2026-01-26 00:00:00+00:00,166.0,342.0,25.0,216.0,455.0,0.0,191.0,-455.0,176.0,-88.0
2026-01-26 01:00:00+00:00,202.0,374.0,25.0,302.0,455.0,0.0,277.0,-455.0,172.0,-6.0
2026-01-26 02:00:00+00:00,204.0,384.0,18.0,298.0,455.0,0.0,280.0,-455.0,180.0,5.0
2026-01-26 03:00:00+00:00,204.0,381.0,18.0,294.0,455.0,0.0,276.0,-455.0,177.0,-2.0
2026-01-26 04:00:00+00:00,178.0,347.0,9.0,306.0,470.0,0.0,297.0,-470.0,169.0,-4.0
2026-01-26 05:00:00+00:00,180.0,287.0,18.0,355.0,500.0,0.0,337.0,-500.0,107.0,-56.0
2026-01-26 06:00:00+00:00,192.0,292.0,25.0,360.0,500.0,0.0,335.0,-500.0,100.0,-65.0
2026-01-26 07:00:00+00:00,258.0,292.0,28.0,346.0,500.0,0.0,318.0,-500.0,34.0,-148.0
2026-01-26 08:00:00+00:00,241.0,298.0,33.0,309.0,500.0,0.0,276.0,-500.0,57.0,-167.0
2026-01-26 09:00:00+00:00,210.0,293.0,24.0,306.0,500.0,0.0,282.0,-500.0,83.0,-135.0
2026-01-26 10:00:00+00:00,209.0,298.0,32.0,314.0,500.0,0.0,282.0,-500.0,89.0,-129.0
2026-01-26 11:00:00+00:00,216.0,306.0,32.0,313.0,500.0,0.0,281.0,-500.0,90.0,-129.0
2026-01-26 12:00:00+00:00,201.0,300.0,32.0,310.0,500.0,0.0,278.0,-500.0,99.0,-123.0
2026-01-26 13:00:00+00:00,167.0,345.0,31.0,272.0,500.0,0.0,241.0,-500.0,178.0,-81.0
2026-01-26 14:00:00+00:00,210.0,334.0,29.0,293.0,500.0,0.0,264.0,-500.0,124.0,-112.0
2026-01-26 15:00:00+00:00,177.0,214.0,26.0,373.0,500.0,0.0,347.0,-500.0,37.0,-116.0
2026-01-26 16:00:00+00:00,149.0,282.0,35.0,271.0,500.0,0.0,236.0,-500.0,133.0,-131.0
2026-01-26 17:00:00+00:00,121.0,265.0,31.0,270.0,500.0,0.0,239.0,-500.0,144.0,-117.0
2026-01-26 18:00:00+00:00,92.0,238.0,18.0,242.0,500.0,0.0,224.0,-500.0,146.0,-130.0
2026-01-26 19:00:00+00:00,146.0,223.0,18.0,298.0,460.0,0.0,280.0,-460.0,77.0,-103.0
2026-01-26 20:00:00+00:00,138.0,280.0,35.0,257.0,460.0,0.0,222.0,-460.0,142.0,-96.0
2026-01-26 21:00:00+00:00,250.0,212.0,52.0,208.0,460.0,0.0,156.0,-460.0,-38.0,-342.0
2026-01-26 22:00:00+00:00,183.0,231.0,50.0,206.0,460.0,0.0,156.0,-460.0,48.0,-256.0
2026-01-26 23:00:00+00:00,189.0,242.0,8.0,322.0,500.0,0.0,314.0,-500.0,53.0,-133.0
2026-01-27 00:00:00+00:00,167.0,313.0,8.0,318.0,478.0,0.0,310.0,-478.0,146.0,-22.0
2026-01-27 01:00:00+00:00,132.0,337.0,8.0,333.0,472.0,0.0,325.0,-472.0,205.0,58.0
2026-01-27 02:00:00+00:00,111.0,310.0,8.0,333.0,472.0,0.0,325.0,-472.0,199.0,52.0
2026-01-27 03:00:00+00:00,91.0,319.0,8.0,305.0,472.0,0.0,297.0,-472.0,228.0,53.0
2026-01-27 04:00:00+00:00,129.0,314.0,8.0,347.0,472.0,0.0,339.0,-472.0,185.0,52.0
2026-01-27 05:00:00+00:00,122.0,310.0,8.0,305.0,477.0,0.0,297.0,-477.0,188.0,8.0
2026-01-27 06:00:00+00:00,148.0,366.0,21.0,292.0,500.0,0.0,271.0,-500.0,218.0,-11.0
2026-01-27 07:00:00+00:00,210.0,387.0,21.0,265.0,467.0,0.0,244.0,-467.0,177.0,-46.0
2026-01-27 08:00:00+00:00,133.0,367.0,17.0,315.0,500.0,0.0,298.0,-500.0,234.0,32.0
2026-01-27 09:00:00+00:00,151.0,376.0,13.0,284.0,492.0,0.0,271.0,-492.0,225.0,4.0
2026-01-27 10:00:00+00:00,146.0,393.0,13.0,313.0,492.0,0.0,300.0,-492.0,247.0,55.0
2026-01-27 11:00:00+00:00,106.0,410.0,13.0,313.0,500.0,0.0,300.0,-500.0,304.0,104.0
2026-01-27 12:00:00+00:00,112.0,412.0,13.0,322.0,494.0,0.0,309.0,-494.0,300.0,115.0
2026-01-27 13:00:00+00:00,115.0,401.0,13.0,321.0,492.0,0.0,308.0,-492.0,286.0,102.0
2026-01-27 14:00:00+00:00,158.0,371.0,13.0,351.0,500.0,0.0,338.0,-500.0,213.0,51.0
2026-01-27 15:00:00+00:00,124.0,364.0,21.0,346.0,500.0,0.0,325.0,-500.0,240.0,65.0
2026-01-27 16:00:00+00:00,137.0,384.0,24.0,247.0,500.0,0.0,223.0,-500.0,247.0,-30.0
2026-01-27 17:00:00+00:00,150.0,360.0,19.0,280.0,500.0,0.0,261.0,-500.0,210.0,-29.0
2026-01-27 18:00:00+00:00,139.0,379.0,26.0,292.0,500.0,0.0,266.0,-500.0,240.0,6.0
2026-01-27 19:00:00+00:00,142.0,361.0,19.0,302.0,500.0,0.0,283.0,-500.0,219.0,2.0
2026-01-27 20:00:00+00:00,119.0,308.0,23.0,289.0,472.0,0.0,266.0,-472.0,189.0,-17.0
2026-01-27 21:00:00+00:00,131.0,247.0,14.0,238.0,500.0,0.0,224.0,-500.0,116.0,-160.0
2026-01-27 22:00:00+00:00,122.0,242.0,13.0,309.0,500.0,0.0,296.0,-500.0,120.0,-84.0
2026-01-27 23:00:00+00:00,172.0,370.0,20.0,220.0,485.0,0.0,200.0,-485.0,198.0,-87.0
2026-01-28 00:00:00+00:00,199.0,358.0,8.0,265.0,476.0,0.0,257.0,-476.0,159.0,-60.0
2026-01-28 01:00:00+00:00,203.0,393.0,12.0,239.0,472.0,0.0,227.0,-472.0,190.0,-55.0
2026-01-28 02:00:00+00:00,199.0,370.0,50.0,290.0,472.0,0.0,240.0,-472.0,171.0,-61.0
2026-01-28 03:00:00+00:00,203.0,368.0,8.0,290.0,472.0,0.0,282.0,-472.0,165.0,-25.0
2026-01-28 04:00:00+00:00,215.0,328.0,33.0,365.0,483.0,0.0,332.0,-483.0,113.0,-38.0
2026-01-28 05:00:00+00:00,194.0,459.0,48.0,256.0,500.0,0.0,208.0,-500.0,265.0,-27.0
2026-01-28 06:00:00+00:00,163.0,492.0,63.0,241.0,500.0,0.0,178.0,-500.0,329.0,7.0
2026-01-28 07:00:00+00:00,172.0,482.0,41.0,239.0,500.0,0.0,198.0,-500.0,310.0,8.0
2026-01-28 08:00:00+00:00,153.0,504.0,141.0,262.0,500.0,0.0,121.0,-500.0,351.0,-28.0
2026-01-28 09:00:00+00:00,93.0,517.0,156.0,255.0,500.0,0.0,99.0,-500.0,424.0,23.0
2026-01-28 10:00:00+00:00,124.0,517.0,156.0,264.0,500.0,0.0,108.0,-500.0,393.0,1.0
2026-01-28 11:00:00+00:00,96.0,517.0,185.0,303.0,500.0,0.0,118.0,-500.0,421.0,39.0
2026-01-28 12:00:00+00:00,143.0,517.0,143.0,242.0,500.0,0.0,99.0,-500.0,374.0,-27.0
2026-01-28 13:00:00+00:00,146.0,462.0,100.0,269.0,500.0,0.0,169.0,-500.0,316.0,-15.0
2026-01-28 14:00:00+00:00,113.0,458.0,82.0,265.0,500.0,0.0,183.0,-500.0,345.0,28.0
2026-01-28 15:00:00+00:00,111.0,471.0,38.0,220.0,500.0,0.0,182.0,-500.0,360.0,42.0
2026-01-28 16:00:00+00:00,109.0,455.0,53.0,229.0,500.0,0.0,176.0,-500.0,346.0,22.0
2026-01-28 17:00:00+00:00,85.0,426.0,40.0,184.0,500.0,0.0,144.0,-500.0,341.0,-15.0
2026-01-28 18:00:00+00:00,131.0,374.0,17.0,237.0,500.0,0.0,220.0,-500.0,243.0,-37.0
2026-01-28 19:00:00+00:00,137.0,343.0,18.0,278.0,500.0,0.0,260.0,-500.0,206.0,-34.0
2026-01-28 20:00:00+00:00,162.0,379.0,48.0,234.0,500.0,0.0,186.0,-500.0,217.0,-97.0
2026-01-28 21:00:00+00:00,151.0,372.0,63.0,241.0,500.0,0.0,178.0,-500.0,221.0,-101.0
2026-01-28 22:00:00+00:00,123.0,426.0,56.0,241.0,500.0,0.0,185.0,-500.0,303.0,-12.0
2026-01-28 23:00:00+00:00,201.0,442.0,78.0,212.0,500.0,0.0,134.0,-500.0,241.0,-125.0
2026-01-29 00:00:00+00:00,139.0,486.0,58.0,217.0,500.0,0.0,159.0,-500.0,347.0,6.0
2026-01-29 01:00:00+00:00,140.0,487.0,58.0,226.0,500.0,0.0,168.0,-500.0,347.0,15.0
2026-01-29 02:00:00+00:00,141.0,487.0,58.0,227.0,500.0,0.0,169.0,-500.0,346.0,15.0
2026-01-29 03:00:00+00:00,147.0,421.0,58.0,293.0,500.0,0.0,235.0,-500.0,274.0,9.0
2026-01-29 04:00:00+00:00,165.0,451.0,58.0,266.0,500.0,0.0,208.0,-500.0,286.0,-6.0
2026-01-29 05:00:00+00:00,166.0,450.0,8.0,206.0,500.0,0.0,198.0,-500.0,284.0,-18.0
2026-01-29 06:00:00+00:00,194.0,539.0,78.0,191.0,500.0,0.0,113.0,-500.0,345.0,-42.0
2026-01-29 07:00:00+00:00,230.0,518.0,86.0,221.0,500.0,0.0,135.0,-500.0,288.0,-77.0
2026-01-29 08:00:00+00:00,219.0,517.0,63.0,190.0,500.0,0.0,127.0,-500.0,298.0,-75.0
2026-01-29 09:00:00+00:00,217.0,517.0,119.0,225.0,500.0,0.0,106.0,-500.0,300.0,-94.0
2026-01-29 10:00:00+00:00,199.0,512.0,82.0,221.0,500.0,0.0,139.0,-500.0,313.0,-48.0
2026-01-29 11:00:00+00:00,204.0,512.0,79.0,221.0,500.0,0.0,142.0,-500.0,308.0,-50.0
2026-01-29 12:00:00+00:00,206.0,512.0,83.0,220.0,500.0,0.0,137.0,-500.0,306.0,-57.0
2026-01-29 13:00:00+00:00,192.0,512.0,77.0,233.0,500.0,0.0,156.0,-500.0,320.0,-24.0
2026-01-29 14:00:00+00:00,207.0,466.0,67.0,258.0,500.0,0.0,191.0,-500.0,259.0,-50.0
2026-01-29 15:00:00+00:00,130.0,403.0,13.0,235.0,500.0,0.0,222.0,-500.0,273.0,-5.0
2026-01-29 16:00:00+00:00,164.0,440.0,15.0,231.0,500.0,0.0,216.0,-500.0,276.0,-8.0
2026-01-29 17:00:00+00:00,133.0,385.0,18.0,230.0,500.0,0.0,212.0,-500.0,252.0,-36.0
2026-01-29 18:00:00+00:00,116.0,368.0,23.0,243.0,500.0,0.0,220.0,-500.0,252.0,-28.0
2026-01-29 19:00:00+00:00,130.0,384.0,18.0,243.0,500.0,0.0,225.0,-500.0,254.0,-21.0
2026-01-29 20:00:00+00:00,154.0,355.0,84.0,278.0,500.0,0.0,194.0,-500.0,201.0,-105.0
2026-01-29 21:00:00+00:00,217.0,359.0,58.0,232.0,500.0,0.0,174.0,-500.0,142.0,-184.0
2026-01-29 22:00:00+00:00,190.0,346.0,55.0,232.0,500.0,0.0,177.0,-500.0,156.0,-167.0
2026-01-29 23:00:00+00:00,176.0,399.0,53.0,258.0,500.0,0.0,205.0,-500.0,223.0,-72.0
2026-01-30 00:00:00+00:00,167.0,410.0,60.0,257.0,500.0,0.0,197.0,-500.0,243.0,-60.0
2026-01-30 01:00:00+00:00,116.0,380.0,59.0,283.0,500.0,0.0,224.0,-500.0,264.0,-12.0
2026-01-30 02:00:00+00:00,131.0,399.0,50.0,298.0,500.0,0.0,248.0,-500.0,268.0,16.0
2026-01-30 03:00:00+00:00,138.0,409.0,50.0,299.0,500.0,0.0,249.0,-500.0,271.0,20.0
2026-01-30 04:00:00+00:00,198.0,409.0,70.0,305.0,477.0,0.0,235.0,-477.0,211.0,-31.0
2026-01-30 05:00:00+00:00,138.0,472.0,26.0,238.0,500.0,0.0,212.0,-500.0,334.0,46.0
2026-01-30 06:00:00+00:00,92.0,400.0,42.0,206.0,500.0,0.0,164.0,-500.0,308.0,-28.0
2026-01-30 07:00:00+00:00,120.0,476.0,30.0,179.0,500.0,0.0,149.0,-500.0,356.0,5.0
2026-01-30 08:00:00+00:00,112.0,439.0,51.0,208.0,500.0,0.0,157.0,-500.0,327.0,-16.0
2026-01-30 09:00:00+00:00,120.0,502.0,71.0,216.0,500.0,0.0,145.0,-500.0,382.0,27.0
2026-01-30 10:00:00+00:00,78.0,417.0,14.0,220.0,500.0,0.0,206.0,-500.0,339.0,45.0
2026-01-30 11:00:00+00:00,76.0,408.0,20.0,227.0,500.0,0.0,207.0,-500.0,332.0,39.0
2026-01-30 12:00:00+00:00,96.0,413.0,14.0,209.0,500.0,0.0,195.0,-500.0,317.0,12.0
2026-01-30 13:00:00+00:00,95.0,417.0,14.0,239.0,500.0,0.0,225.0,-500.0,322.0,47.0
2026-01-30 14:00:00+00:00,123.0,472.0,55.0,207.0,500.0,0.0,152.0,-500.0,349.0,1.0
2026-01-30 15:00:00+00:00,110.0,432.0,83.0,253.0,500.0,0.0,170.0,-500.0,322.0,-8.0
2026-01-30 16:00:00+00:00,96.0,341.0,78.0,247.0,500.0,0.0,169.0,-500.0,245.0,-86.0
2026-01-30 17:00:00+00:00,108.0,386.0,74.0,259.0,500.0,0.0,185.0,-500.0,278.0,-37.0
2026-01-30 18:00:00+00:00,112.0,394.0,77.0,277.0,500.0,0.0,200.0,-500.0,282.0,-18.0
2026-01-30 19:00:00+00:00,113.0,390.0,106.0,268.0,500.0,0.0,162.0,-500.0,277.0,-61.0
2026-01-30 20:00:00+00:00,131.0,447.0,159.0,223.0,500.0,0.0,64.0,-500.0,316.0,-120.0
2026-01-30 21:00:00+00:00,132.0,393.0,221.0,214.0,397.0,0.0,-7.0,-397.0,261.0,-143.0
2026-01-30 22:00:00+00:00,67.0,386.0,153.0,232.0,490.0,0.0,79.0,-490.0,319.0,-92.0
2026-01-30 23:00:00+00:00,135.0,286.0,35.0,210.0,444.0,0.0,175.0,-444.0,151.0,-118.0
2026-01-31 00:00:00+00:00,135.0,298.0,17.0,218.0,423.0,0.0,201.0,-423.0,163.0,-59.0
2026-01-31 01:00:00+00:00,139.0,327.0,24.0,221.0,423.0,0.0,197.0,-423.0,188.0,-38.0
2026-01-31 02:00:00+00:00,128.0,361.0,16.0,221.0,423.0,0.0,205.0,-423.0,233.0,15.0
2026-01-31 03:00:00+00:00,127.0,368.0,17.0,226.0,428.0,0.0,209.0,-428.0,241.0,22.0
2026-01-31 04:00:00+00:00,118.0,367.0,49.0,221.0,423.0,0.0,172.0,-423.0,249.0,-2.0
2026-01-31 05:00:00+00:00,140.0,373.0,14.0,246.0,490.0,0.0,232.0,-490.0,233.0,-25.0
2026-01-31 06:00:00+00:00,96.0,327.0,24.0,216.0,490.0,0.0,192.0,-490.0,231.0,-67.0
2026-01-31 07:00:00+00:00,91.0,283.0,9.0,237.0,490.0,0.0,228.0,-490.0,192.0,-70.0
2026-01-31 08:00:00+00:00,65.0,357.0,9.0,236.0,500.0,0.0,227.0,-500.0,292.0,19.0
2026-01-31 09:00:00+00:00,39.0,454.0,9.0,269.0,500.0,0.0,260.0,-500.0,415.0,175.0
2026-01-31 10:00:00+00:00,43.0,440.0,6.0,259.0,500.0,0.0,253.0,-500.0,397.0,150.0
2026-01-31 11:00:00+00:00,54.0,443.0,6.0,257.0,500.0,0.0,251.0,-500.0,389.0,140.0
2026-01-31 12:00:00+00:00,61.0,424.0,6.0,236.0,500.0,0.0,230.0,-500.0,363.0,93.0
2026-01-31 13:00:00+00:00,70.0,417.0,9.0,225.0,500.0,0.0,216.0,-500.0,347.0,63.0
2026-01-31 14:00:00+00:00,135.0,388.0,14.0,242.0,500.0,0.0,228.0,-500.0,253.0,-19.0
2026-01-31 15:00:00+00:00,186.0,296.0,14.0,278.0,500.0,0.0,264.0,-500.0,110.0,-126.0
2026-01-31 16:00:00+00:00,178.0,308.0,18.0,265.0,490.0,0.0,247.0,-490.0,130.0,-113.0
2026-01-31 17:00:00+00:00,175.0,331.0,14.0,238.0,490.0,0.0,224.0,-490.0,156.0,-110.0
2026-01-31 18:00:00+00:00,165.0,335.0,15.0,238.0,490.0,0.0,223.0,-490.0,170.0,-97.0
2026-01-31 19:00:00+00:00,147.0,344.0,17.0,213.0,490.0,1.0,196.0,-489.0,197.0,-96.0
2026-01-31 20:00:00+00:00,153.0,278.0,38.0,216.0,449.0,1.0,178.0,-448.0,125.0,-145.0
2026-01-31 21:00:00+00:00,191.0,386.0,23.0,232.0,490.0,1.0,209.0,-489.0,195.0,-85.0
2026-01-31 22:00:00+00:00,147.0,405.0,22.0,205.0,490.0,1.0,183.0,-489.0,258.0,-48.0
2026-01-31 23:00:00+00:00,210.0,356.0,30.0,170.0,426.0,0.0,140.0,-426.0,146.0,-140.0
2026-02-01 00:00:00+00:00,209.0,364.0,30.0,170.0,423.0,0.0,140.0,-423.0,155.0,-128.0
2026-02-01 01:00:00+00:00,183.0,381.0,25.0,170.0,422.0,0.0,145.0,-422.0,198.0,-79.0
2026-02-01 02:00:00+00:00,139.0,394.0,26.0,170.0,422.0,0.0,144.0,-422.0,255.0,-23.0
2026-02-01 03:00:00+00:00,199.0,397.0,0.0,208.0,426.0,0.0,208.0,-426.0,198.0,-20.0
2026-02-01 04:00:00+00:00,136.0,406.0,18.0,170.0,448.0,0.0,152.0,-448.0,270.0,-26.0
2026-02-01 05:00:00+00:00,154.0,406.0,3.0,167.0,445.0,0.0,164.0,-445.0,252.0,-29.0
2026-02-01 06:00:00+00:00,94.0,347.0,56.0,170.0,432.0,0.0,114.0,-432.0,253.0,-65.0
2026-02-01 07:00:00+00:00,150.0,312.0,65.0,166.0,421.0,0.0,101.0,-421.0,162.0,-158.0
2026-02-01 08:00:00+00:00,192.0,348.0,12.0,144.0,450.0,0.0,132.0,-450.0,156.0,-162.0
2026-02-01 09:00:00+00:00,191.0,348.0,6.0,142.0,445.0,0.0,136.0,-445.0,157.0,-152.0
2026-02-01 10:00:00+00:00,204.0,350.0,9.0,139.0,450.0,0.0,130.0,-450.0,146.0,-174.0
2026-02-01 11:00:00+00:00,214.0,350.0,9.0,139.0,450.0,0.0,130.0,-450.0,136.0,-184.0
2026-02-01 12:00:00+00:00,230.0,349.0,9.0,143.0,446.0,0.0,134.0,-446.0,119.0,-193.0
