,FI_NO_4,NO_4_FI,NO_4_SE_2,SE_2_NO_4,NO_4_NO_3,NO_3_NO_4,NO_4_SE_1,SE_1_NO_4,NO_4_SE_2_net_export,NO_4_FI_net_export,NO_4_NO_3_net_export,NO_4_SE_1_net_export,Net Export
2026-01-29 15:00:00+00:00,0.0,0.0,286.75,0.0,678.725,0.0,0.0,0.0,286.75,0.0,678.725,0.0,965.475
2026-01-29 16:00:00+00:00,0.0,0.0,311.75,0.0,689.15,0.0,0.0,0.0,311.75,0.0,689.15,0.0,1000.9
2026-01-29 17:00:00+00:00,0.0,0.0,428.25,0.0,606.55,0.0,0.0,0.0,428.25,0.0,606.55,0.0,1034.8
2026-01-29 18:00:00+00:00,0.0,0.0,351.0,0.0,675.375,0.0,0.0,0.0,351.0,0.0,675.375,0.0,1026.375
2026-01-29 19:00:00+00:00,0.0,0.0,280.5,0.0,736.65,0.0,0.0,0.0,280.5,0.0,736.65,0.0,1017.15
2026-01-29 20:00:00+00:00,0.0,0.0,303.5,0.0,718.5,0.0,0.0,0.0,303.5,0.0,718.5,0.0,1022.0
2026-01-29 21:00:00+00:00,0.0,0.0,336.0,0.0,724.45,0.0,0.0,0.0,336.0,0.0,724.45,0.0,1060.45
2026-01-29 22:00:00+00:00,0.0,0.0,442.5,0.0,633.225,0.0,0.0,0.0,442.5,0.0,633.225,0.0,1075.725
2026-01-29 23:00:00+00:00,0.0,0.0,222.75,0.0,859.125,0.0,0.0,0.0,222.75,0.0,859.125,0.0,1081.875
2026-01-30 00:00:00+00:00,0.0,0.0,289.25,0.0,813.575,0.0,0.0,0.0,289.25,0.0,813.575,0.0,1102.825
2026-01-30 01:00:00+00:00,0.0,0.0,231.0,0.0,846.825,0.0,0.0,0.0,231.0,0.0,846.825,0.0,1077.825
2026-01-30 02:00:00+00:00,0.0,0.0,279.25,0.0,845.05,0.0,0.0,0.0,279.25,0.0,845.05,0.0,1124.3
2026-01-30 03:00:00+00:00,0.0,0.0,88.5,0.0,1094.375,0.0,0.0,0.0,88.5,0.0,1094.375,0.0,1182.875
2026-01-30 04:00:00+00:00,0.0,0.0,0.0,0.0,1039.8,0.0,0.0,0.0,0.0,0.0,1039.8,0.0,1039.8
2026-01-30 05:00:00+00:00,0.0,0.0,0.0,0.0,967.5,0.0,0.0,0.0,0.0,0.0,967.5,0.0,967.5
2026-01-30 06:00:00+00:00,0.0,0.0,7.25,0.0,991.15,0.0,0.0,0.0,7.25,0.0,991.15,0.0,998.4
2026-01-30 07:00:00+00:00,0.0,0.0,0.0,0.0,839.775,0.0,0.0,0.0,0.0,0.0,839.775,0.0,839.775
2026-01-30 08:00:00+00:00,0.0,0.0,0.0,0.0,796.925,0.0,0.0,69.25,0.0,0.0,796.925,-69.25,727.675
2026-01-30 09:00:00+00:00,0.0,0.0,0.0,0.0,734.5,0.0,0.0,0.0,0.0,0.0,734.5,0.0,734.5
2026-01-30 10:00:00+00:00,0.0,0.0,0.0,0.0,732.125,0.0,0.0,0.0,0.0,0.0,732.125,0.0,732.125
2026-01-30 11:00:00+00:00,0.0,0.0,0.0,0.0,735.65,0.0,0.0,1.5,0.0,0.0,735.65,-1.5,734.15
2026-01-30 12:00:00+00:00,0.0,0.0,0.0,0.0,782.9,0.0,0.0,37.25,0.0,0.0,782.9,-37.25,745.65
2026-01-30 13:00:00+00:00,0.0,0.0,0.0,0.0,759.875,0.0,0.0,1.0,0.0,0.0,759.875,-1.0,758.875
2026-01-30 14:00:00+00:00,0.0,0.0,0.0,0.0,799.0,0.0,0.0,0.0,0.0,0.0,799.0,0.0,799.0
2026-01-30 15:00:00+00:00,0.0,0.0,0.0,0.0,816.875,0.0,0.0,0.0,0.0,0.0,816.875,0.0,816.875
2026-01-30 16:00:00+00:00,0.0,0.0,28.0,0.0,856.25,0.0,0.0,0.0,28.0,0.0,856.25,0.0,884.25
2026-01-30 17:00:00+00:00,0.0,0.0,40.0,0.0,798.075,0.0,0.0,0.0,40.0,0.0,798.075,0.0,838.075
2026-01-30 18:00:00+00:00,0.0,0.0,44.0,0.0,903.4,0.0,0.0,0.0,44.0,0.0,903.4,0.0,947.4
2026-01-30 19:00:00+00:00,0.0,0.0,4.0,0.0,933.925,0.0,0.0,0.0,4.0,0.0,933.925,0.0,937.925
2026-01-30 20:00:00+00:00,0.0,0.0,61.75,0.0,916.5,0.0,0.0,0.0,61.75,0.0,916.5,0.0,978.25
2026-01-30 21:00:00+00:00,0.0,0.0,33.5,0.0,957.375,0.0,0.0,0.0,33.5,0.0,957.375,0.0,990.875
2026-01-30 22:00:00+00:00,0.0,0.0,12.0,0.0,992.45,0.0,24.5,0.0,12.0,0.0,992.45,24.5,1028.95
2026-01-30 23:00:00+00:00,0.0,0.0,17.25,0.0,1044.45,0.0,9.5,0.0,17.25,0.0,1044.45,9.5,1071.2
2026-01-31 00:00:00+00:00,0.0,0.0,87.5,0.0,1035.2,0.0,0.0,0.0,87.5,0.0,1035.2,0.0,1122.7
2026-01-31 01:00:00+00:00,0.0,0.0,59.0,0.0,1109.075,0.0,165.5,0.0,59.0,0.0,1109.075,165.5,1333.575
2026-01-31 02:00:00+00:00,0.0,0.0,0.0,0.0,1044.3,0.0,247.5,0.0,0.0,0.0,1044.3,247.5,1291.8
2026-01-31 03:00:00+00:00,0.0,0.0,0.0,0.0,861.475,0.0,385.75,0.0,0.0,0.0,861.475,385.75,1247.225
2026-01-31 04:00:00+00:00,0.0,0.0,0.0,0.0,938.9,0.0,303.75,0.0,0.0,0.0,938.9,303.75,1242.65
2026-01-31 05:00:00+00:00,0.0,0.0,0.0,0.0,846.95,0.0,392.75,0.0,0.0,0.0,846.95,392.75,1239.7
2026-01-31 06:00:00+00:00,0.0,0.0,0.0,0.0,1044.0,0.0,158.0,0.0,0.0,0.0,1044.0,158.0,1202.0
2026-01-31 07:00:00+00:00,0.0,0.0,0.0,0.0,1033.175,0.0,206.25,0.0,0.0,0.0,1033.175,206.25,1239.425
2026-01-31 08:00:00+00:00,0.0,0.0,0.0,0.0,987.225,0.0,233.75,0.0,0.0,0.0,987.225,233.75,1220.975
2026-01-31 09:00:00+00:00,0.0,0.0,0.0,0.0,1070.625,0.0,124.5,0.0,0.0,0.0,1070.625,124.5,1195.125
2026-01-31 10:00:00+00:00,0.0,0.0,0.0,0.0,1167.75,0.0,6.75,0.0,0.0,0.0,1167.75,6.75,1174.5
2026-01-31 11:00:00+00:00,0.0,0.0,0.0,0.0,1163.675,0.0,0.0,0.0,0.0,0.0,1163.675,0.0,1163.675
2026-01-31 12:00:00+00:00,0.0,0.0,0.0,0.0,917.05,0.0,226.75,0.0,0.0,0.0,917.05,226.75,1143.8
2026-01-31 13:00:00+00:00,0.0,0.0,0.0,0.0,954.125,0.0,129.75,0.0,0.0,0.0,954.125,129.75,1083.875
2026-01-31 14:00:00+00:00,0.0,0.0,0.0,0.0,957.95,0.0,97.75,0.0,0.0,0.0,957.95,97.75,1055.7
2026-01-31 15:00:00+00:00,0.0,0.0,0.0,0.0,934.975,0.0,58.75,0.0,0.0,0.0,934.975,58.75,993.725
2026-01-31 16:00:00+00:00,0.0,0.0,0.0,0.0,865.9,0.0,0.0,17.75,0.0,0.0,865.9,-17.75,848.15
2026-01-31 17:00:00+00:00,0.0,0.0,0.0,0.0,959.475,0.0,0.0,13.75,0.0,0.0,959.475,-13.75,945.725
2026-01-31 18:00:00+00:00,0.0,0.0,0.0,0.0,969.5,0.0,0.0,139.5,0.0,0.0,969.5,-139.5,830.0
2026-01-31 19:00:00+00:00,0.0,0.0,0.0,0.0,1003.3,0.0,0.0,186.75,0.0,0.0,1003.3,-186.75,816.55
2026-01-31 20:00:00+00:00,0.0,0.0,0.0,0.0,995.8,0.0,0.0,218.0,0.0,0.0,995.8,-218.0,777.8
2026-01-31 21:00:00+00:00,0.0,0.0,0.0,0.0,1009.775,0.0,0.0,241.75,0.0,0.0,1009.775,-241.75,768.025
2026-01-31 22:00:00+00:00,0.0,0.0,0.0,0.0,1001.325,0.0,0.0,180.0,0.0,0.0,1001.325,-180.0,821.325
2026-01-31 23:00:00+00:00,0.0,0.0,0.0,0.0,936.325,0.0,0.0,388.75,0.0,0.0,936.325,-388.75,547.575
2026-02-01 00:00:00+00:00,0.0,0.0,0.0,0.0,998.825,0.0,0.0,337.0,0.0,0.0,998.825,-337.0,661.825
2026-02-01 01:00:00+00:00,0.0,0.0,0.0,0.0,1038.075,0.0,0.0,273.75,0.0,0.0,1038.075,-273.75,764.325
2026-02-01 02:00:00+00:00,0.0,0.0,0.0,0.0,1058.1,0.0,0.0,209.25,0.0,0.0,1058.1,-209.25,848.8499999999999
2026-02-01 03:00:00+00:00,0.0,0.0,0.0,0.0,1071.15,0.0,0.0,98.0,0.0,0.0,1071.15,-98.0,973.1500000000001
2026-02-01 04:00:00+00:00,0.0,0.0,0.0,0.0,1095.6,0.0,0.0,124.75,0.0,0.0,1095.6,-124.75,970.8499999999999
2026-02-01 05:00:00+00:00,0.0,0.0,0.0,0.0,1097.675,0.0,0.0,141.25,0.0,0.0,1097.675,-141.25,956.425
2026-02-01 06:00:00+00:00,0.0,0.0,0.0,0.0,1152.025,0.0,0.0,149.0,0.0,0.0,1152.025,-149.0,1003.0250000000001
2026-02-01 07:00:00+00:00,0.0,0.0,0.0,0.0,1144.825,0.0,0.0,130.5,0.0,0.0,1144.825,-130.5,1014.325
2026-02-01 08:00:00+00:00,0.0,0.0,0.0,0.0,1190.55,0.0,0.0,115.5,0.0,0.0,1190.55,-115.5,1075.05
2026-02-01 09:00:00+00:00,0.0,0.0,0.0,0.0,1124.05,0.0,0.0,96.0,0.0,0.0,1124.05,-96.0,1028.05
2026-02-01 10:00:00+00:00,0.0,0.0,0.0,0.0,1085.05,0.0,0.0,62.75,0.0,0.0,1085.05,-62.75,1022.3
2026-02-01 11:00:00+00:00,0.0,0.0,0.0,0.0,1082.025,0.0,0.0,37.0,0.0,0.0,1082.025,-37.0,1045.025
2026-02-01 12:00:00+00:00,0.0,0.0,0.0,0.0,1146.425,0.0,0.0,152.75,0.0,0.0,1146.425,-152.75,993.675
2026-02-01 13:00:00+00:00,0.0,0.0,0.0,0.0,1146.625,0.0,0.0,125.75,0.0,0.0,1146.625,-125.75,1020.875
2026-02-01 14:00:00+00:00,0.0,0.0,0.0,0.0,1206.0,0.0,0.0,186.5,0.0,0.0,1206.0,-186.5,1019.5
2026-02-01 15:00:00+00:00,0.0,0.0,0.0,0.0,1267.1,0.0,0.0,225.75,0.0,0.0,1267.1,-225.75,1041.35
2026-02-01 16:00:00+00:00,0.0,0.0,0.0,0.0,1255.925,0.0,0.0,232.0,0.0,0.0,1255.925,-232.0,1023.925
2026-02-01 17:00:00+00:00,0.0,0.0,0.0,0.0,1216.925,0.0,0.0,166.75,0.0,0.0,1216.925,-166.75,1050.175
2026-02-01 18:00:00+00:00,0.0,0.0,0.0,0.0,1136.65,0.0,0.0,84.0,0.0,0.0,1136.65,-84.0,1052.65
2026-02-01 19:00:00+00:00,0.0,0.0,0.0,0.0,1113.0,0.0,0.0,75.5,0.0,0.0,1113.0,-75.5,1037.5
2026-02-01 20:00:00+00:00,0.0,0.0,0.0,0.0,1102.45,0.0,0.0,14.5,0.0,0.0,1102.45,-14.5,1087.95
2026-02-01 21:00:00+00:00,0.0,0.0,0.0,0.0,1102.65,0.0,0.0,0.0,0.0,0.0,1102.65,0.0,1102.65
2026-02-01 22:00:00+00:00,0.0,0.0,0.0,0.0,1081.45,0.0,0.0,0.0,0.0,0.0,1081.45,0.0,1081.45
2026-02-01 23:00:00+00:00,0.0,0.0,141.5,0.0,968.05,0.0,0.0,0.0,141.5,0.0,968.05,0.0,1109.55
2026-02-02 00:00:00+00:00,0.0,0.0,148.5,0.0,938.95,0.0,0.0,0.0,148.5,0.0,938.95,0.0,1087.45
2026-02-02 01:00:00+00:00,0.0,0.0,106.0,0.0,921.2,0.0,0.0,0.0,106.0,0.0,921.2,0.0,1027.2
2026-02-02 02:00:00+00:00,0.0,0.0,0.0,0.0,981.975,0.0,0.0,0.0,0.0,0.0,981.975,0.0,981.975
2026-02-02 03:00:00+00:00,0.0,0.0,12.5,0.0,1014.525,0.0,0.0,0.0,12.5,0.0,1014.525,0.0,1027.025
2026-02-02 04:00:00+00:00,0.0,0.0,0.0,0.0,949.675,0.0,0.0,0.0,0.0,0.0,949.675,0.0,949.675
2026-02-02 05:00:00+00:00,0.0,0.0,0.0,0.0,956.4,0.0,0.0,0.0,0.0,0.0,956.4,0.0,956.4
2026-02-02 06:00:00+00:00,0.0,0.0,0.0,0.0,1021.075,0.0,0.0,0.0,0.0,0.0,1021.075,0.0,1021.075
2026-02-02 07:00:00+00:00,0.0,0.0,0.0,0.0,864.575,0.0,0.0,0.0,0.0,0.0,864.575,0.0,864.575
2026-02-02 08:00:00+00:00,0.0,0.0,0.0,0.0,1042.8,0.0,0.0,119.5,0.0,0.0,1042.8,-119.5,923.3
2026-02-02 09:00:00+00:00,0.0,0.0,0.0,0.0,910.3,0.0,0.0,31.25,0.0,0.0,910.3,-31.25,879.05
2026-02-02 10:00:00+00:00,0.0,0.0,0.0,0.0,895.575,0.0,0.0,0.0,0.0,0.0,895.575,0.0,895.575
2026-02-02 11:00:00+00:00,0.0,0.0,0.0,0.0,920.025,0.0,0.0,0.0,0.0,0.0,920.025,0.0,920.025
2026-02-02 12:00:00+00:00,0.0,0.0,0.0,0.0,985.9,0.0,0.0,0.0,0.0,0.0,985.9,0.0,985.9
2026-02-02 13:00:00+00:00,0.0,0.0,0.0,0.0,1002.975,0.0,0.0,10.25,0.0,0.0,1002.975,-10.25,992.725
2026-02-02 14:00:00+00:00,0.0,0.0,0.0,0.0,1006.5,0.0,0.0,21.5,0.0,0.0,1006.5,-21.5,985.0
2026-02-02 15:00:00+00:00,0.0,0.0,0.0,0.0,1014.125,0.0,0.0,0.0,0.0,0.0,1014.125,0.0,1014.125
2026-02-02 16:00:00+00:00,0.0,0.0,0.0,0.0,1052.325,0.0,0.0,0.0,0.0,0.0,1052.325,0.0,1052.325
2026-02-02 17:00:00+00:00,0.0,0.0,0.0,0.0,1070.05,0.0,0.0,0.0,0.0,0.0,1070.05,0.0,1070.05
2026-02-02 18:00:00+00:00,0.0,0.0,0.0,0.0,1072.125,0.0,0.0,0.0,0.0,0.0,1072.125,0.0,1072.125
2026-02-02 19:00:00+00:00,0.0,0.0,0.0,0.0,1135.65,0.0,0.0,90.25,0.0,0.0,1135.65,-90.25,1045.4
2026-02-02 20:00:00+00:00,0.0,0.0,0.0,0.0,1150.275,0.0,0.0,88.25,0.0,0.0,1150.275,-88.25,1062.025
2026-02-02 21:00:00+00:00,0.0,0.0,0.0,0.0,1174.425,0.0,0.0,58.5,0.0,0.0,1174.425,-58.5,1115.925
2026-02-02 22:00:00+00:00,0.0,0.0,0.0,0.0,1222.175,0.0,0.0,22.5,0.0,0.0,1222.175,-22.5,1199.675
2026-02-02 23:00:00+00:00,0.0,0.0,0.0,0.0,1256.85,0.0,0.0,0.0,0.0,0.0,1256.85,0.0,1256.85
2026-02-03 00:00:00+00:00,0.0,0.0,0.0,0.0,1309.675,0.0,0.0,0.0,0.0,0.0,1309.675,0.0,1309.675
2026-02-03 01:00:00+00:00,0.0,0.0,0.0,0.0,1345.35,0.0,0.0,0.0,0.0,0.0,1345.35,0.0,1345.35
2026-02-03 02:00:00+00:00,0.0,0.0,0.0,0.0,1360.225,0.0,0.0,0.0,0.0,0.0,1360.225,0.0,1360.225
2026-02-03 03:00:00+00:00,0.0,0.0,0.0,0.0,1357.65,0.0,0.0,0.0,0.0,0.0,1357.65,0.0,1357.65
2026-02-03 04:00:00+00:00,0.0,0.0,0.0,0.0,1342.675,0.0,0.0,0.0,0.0,0.0,1342.675,0.0,1342.675
2026-02-03 05:00:00+00:00,0.0,0.0,0.0,0.0,1269.9,0.0,0.0,0.0,0.0,0.0,1269.9,0.0,1269.9
2026-02-03 06:00:00+00:00,0.0,0.0,0.0,0.0,1237.15,0.0,0.0,0.0,0.0,0.0,1237.15,0.0,1237.15
2026-02-03 07:00:00+00:00,0.0,0.0,0.0,0.0,975.1,0.0,0.0,0.0,0.0,0.0,975.1,0.0,975.1
2026-02-03 08:00:00+00:00,0.0,0.0,0.0,0.0,988.425,0.0,0.0,0.0,0.0,0.0,988.425,0.0,988.425
2026-02-03 09:00:00+00:00,0.0,0.0,0.0,0.0,995.3,0.0,0.0,0.0,0.0,0.0,995.3,0.0,995.3
2026-02-03 10:00:00+00:00,0.0,0.0,0.0,0.0,995.875,0.0,0.0,0.0,0.0,0.0,995.875,0.0,995.875
2026-02-03 11:00:00+00:00,0.0,0.0,0.0,0.0,997.95,0.0,0.0,0.0,0.0,0.0,997.95,0.0,997.95
2026-02-03 12:00:00+00:00,0.0,0.0,0.0,0.0,996.775,0.0,0.0,0.0,0.0,0.0,996.775,0.0,996.775
2026-02-03 13:00:00+00:00,0.0,0.0,0.0,0.0,997.3,0.0,0.0,0.0,0.0,0.0,997.3,0.0,997.3
2026-02-03 14:00:00+00:00,0.0,0.0,0.0,0.0,995.675,0.0,0.0,0.0,0.0,0.0,995.675,0.0,995.675
2026-02-03 15:00:00+00:00,0.0,0.0,0.0,0.0,1002.15,0.0,0.0,0.0,0.0,0.0,1002.15,0.0,1002.15
2026-02-03 16:00:00+00:00,0.0,0.0,0.0,0.0,733.025,0.0,0.0,0.0,0.0,0.0,733.025,0.0,733.025
2026-02-03 17:00:00+00:00,0.0,0.0,0.0,0.0,942.725,0.0,0.0,134.5,0.0,0.0,942.725,-134.5,808.225
2026-02-03 18:00:00+00:00,0.0,0.0,0.0,0.0,1083.675,0.0,0.0,156.75,0.0,0.0,1083.675,-156.75,926.925
2026-02-03 19:00:00+00:00,0.0,0.0,0.0,0.0,1241.875,0.0,0.0,45.0,0.0,0.0,1241.875,-45.0,1196.875
2026-02-03 20:00:00+00:00,0.0,0.0,0.0,0.0,1264.025,0.0,0.0,60.5,0.0,0.0,1264.025,-60.5,1203.525
2026-02-03 21:00:00+00:00,0.0,0.0,0.0,0.0,1221.275,0.0,0.0,12.75,0.0,0.0,1221.275,-12.75,1208.525
2026-02-03 22:00:00+00:00,0.0,0.0,0.0,0.0,1248.675,0.0,0.0,0.0,0.0,0.0,1248.675,0.0,1248.675
2026-02-03 23:00:00+00:00,0.0,0.0,0.0,0.0,1343.55,0.0,0.0,0.0,0.0,0.0,1343.55,0.0,1343.55
2026-02-04 00:00:00+00:00,0.0,0.0,0.0,0.0,1375.05,0.0,0.0,0.0,0.0,0.0,1375.05,0.0,1375.05
2026-02-04 01:00:00+00:00,0.0,0.0,0.0,0.0,1376.425,0.0,0.0,0.0,0.0,0.0,1376.425,0.0,1376.425
2026-02-04 02:00:00+00:00,0.0,0.0,0.0,0.0,1381.225,0.0,0.0,0.0,0.0,0.0,1381.225,0.0,1381.225
2026-02-04 03:00:00+00:00,0.0,0.0,0.0,0.0,1376.875,0.0,0.0,0.0,0.0,0.0,1376.875,0.0,1376.875
2026-02-04 04:00:00+00:00,0.0,0.0,0.0,0.0,1363.825,0.0,0.0,0.0,0.0,0.0,1363.825,0.0,1363.825
2026-02-04 05:00:00+00:00,0.0,0.0,93.75,0.0,1218.825,0.0,0.0,11.25,93.75,0.0,1218.825,-11.25,1301.325
2026-02-04 06:00:00+00:00,0.0,0.0,73.75,0.0,1011.3,0.0,0.0,0.0,73.75,0.0,1011.3,0.0,1085.05
2026-02-04 07:00:00+00:00,0.0,0.0,106.75,0.0,973.475,0.0,0.0,0.0,106.75,0.0,973.475,0.0,1080.225
2026-02-04 08:00:00+00:00,0.0,0.0,201.75,0.0,947.725,0.0,0.0,0.0,201.75,0.0,947.725,0.0,1149.475
2026-02-04 09:00:00+00:00,0.0,0.0,117.5,0.0,1111.775,0.0,0.0,10.5,117.5,0.0,1111.775,-10.5,1218.775
2026-02-04 10:00:00+00:00,0.0,0.0,0.0,0.0,1144.075,0.0,0.0,49.5,0.0,0.0,1144.075,-49.5,1094.575
2026-02-04 11:00:00+00:00,0.0,0.0,0.0,0.0,1204.35,0.0,0.0,119.0,0.0,0.0,1204.35,-119.0,1085.35
2026-02-04 12:00:00+00:00,0.0,0.0,0.0,0.0,1263.55,0.0,0.0,151.75,0.0,0.0,1263.55,-151.75,1111.8
2026-02-04 13:00:00+00:00,0.0,0.0,0.0,0.0,1340.975,0.0,0.0,249.25,0.0,0.0,1340.975,-249.25,1091.725
2026-02-04 14:00:00+00:00,0.0,0.0,0.0,0.0,1328.475,0.0,0.0,259.5,0.0,0.0,1328.475,-259.5,1068.975
2026-02-04 15:00:00+00:00,0.0,0.0,0.0,0.0,1215.4,0.0,0.0,181.25,0.0,0.0,1215.4,-181.25,1034.15
2026-02-04 16:00:00+00:00,0.0,0.0,0.0,0.0,1108.4,0.0,0.0,66.25,0.0,0.0,1108.4,-66.25,1042.15
2026-02-04 17:00:00+00:00,0.0,0.0,0.0,0.0,1241.8,0.0,0.0,190.0,0.0,0.0,1241.8,-190.0,1051.8
2026-02-04 18:00:00+00:00,0.0,0.0,0.0,0.0,1223.175,0.0,0.0,200.5,0.0,0.0,1223.175,-200.5,1022.675
2026-02-04 19:00:00+00:00,0.0,0.0,0.0,0.0,1180.775,0.0,0.0,216.75,0.0,0.0,1180.775,-216.75,964.0250000000001
2026-02-04 20:00:00+00:00,0.0,0.0,0.0,0.0,1372.5,0.0,0.0,264.75,0.0,0.0,1372.5,-264.75,1107.75
2026-02-04 21:00:00+00:00,0.0,0.0,0.0,0.0,1290.9,0.0,0.0,145.75,0.0,0.0,1290.9,-145.75,1145.15
2026-02-04 22:00:00+00:00,0.0,0.0,0.0,0.0,1297.475,0.0,0.0,133.0,0.0,0.0,1297.475,-133.0,1164.475
2026-02-04 23:00:00+00:00,0.0,0.0,0.0,0.0,1379.675,0.0,0.0,229.75,0.0,0.0,1379.675,-229.75,1149.925
2026-02-05 00:00:00+00:00,0.0,0.0,0.0,0.0,1329.925,0.0,0.0,136.25,0.0,0.0,1329.925,-136.25,1193.675
2026-02-05 01:00:00+00:00,0.0,0.0,0.0,0.0,1315.45,0.0,0.0,111.25,0.0,0.0,1315.45,-111.25,1204.2
2026-02-05 02:00:00+00:00,0.0,0.0,0.0,0.0,1327.95,0.0,0.0,147.75,0.0,0.0,1327.95,-147.75,1180.2
2026-02-05 03:00:00+00:00,0.0,0.0,0.0,0.0,1263.625,0.0,0.0,138.75,0.0,0.0,1263.625,-138.75,1124.875
2026-02-05 04:00:00+00:00,0.0,0.0,0.0,0.0,1223.95,0.0,0.0,90.75,0.0,0.0,1223.95,-90.75,1133.2
2026-02-05 05:00:00+00:00,0.0,0.0,0.0,0.0,1192.55,0.0,0.0,17.25,0.0,0.0,1192.55,-17.25,1175.3
2026-02-05 06:00:00+00:00,0.0,0.0,0.0,0.0,1096.825,0.0,0.0,57.25,0.0,0.0,1096.825,-57.25,1039.575
2026-02-05 07:00:00+00:00,0.0,0.0,0.0,0.0,965.475,0.0,0.0,0.0,0.0,0.0,965.475,0.0,965.475
2026-02-05 08:00:00+00:00,0.0,0.0,0.0,0.0,988.575,0.0,0.0,0.0,0.0,0.0,988.575,0.0,988.575
2026-02-05 09:00:00+00:00,0.0,0.0,0.0,0.0,998.975,0.0,0.0,0.0,0.0,0.0,998.975,0.0,998.975
2026-02-05 10:00:00+00:00,0.0,0.0,0.0,0.0,966.55,0.0,0.0,0.0,0.0,0.0,966.55,0.0,966.55
2026-02-05 11:00:00+00:00,0.0,0.0,0.0,0.0,942.6,0.0,0.0,0.0,0.0,0.0,942.6,0.0,942.6
2026-02-05 12:00:00+00:00,0.0,0.0,0.0,0.0,907.225,0.0,0.0,4.0,0.0,0.0,907.225,-4.0,903.225
2026-02-05 13:00:00+00:00,0.0,0.0,0.0,0.0,962.75,0.0,0.0,0.0,0.0,0.0,962.75,0.0,962.75
2026-02-05 14:00:00+00:00,0.0,0.0,0.0,0.0,998.125,0.0,0.0,5.5,0.0,0.0,998.125,-5.5,992.625
2026-02-05 15:00:00+00:00,0.0,0.0,0.0,0.0,958.925,0.0,0.0,0.0,0.0,0.0,958.925,0.0,958.925
2026-02-05 16:00:00+00:00,0.0,0.0,0.0,0.0,1041.45,0.0,0.0,0.0,0.0,0.0,1041.45,0.0,1041.45
2026-02-05 17:00:00+00:00,0.0,0.0,0.0,0.0,1064.725,0.0,0.0,0.0,0.0,0.0,1064.725,0.0,1064.725
2026-02-05 18:00:00+00:00,0.0,0.0,0.0,0.0,1067.95,0.0,0.0,0.0,0.0,0.0,1067.95,0.0,1067.95
2026-02-05 19:00:00+00:00,0.0,0.0,24.5,0.0,1092.45,0.0,0.0,0.0,24.5,0.0,1092.45,0.0,1116.95
2026-02-05 20:00:00+00:00,0.0,0.0,28.5,0.0,1107.5,0.0,0.0,0.0,28.5,0.0,1107.5,0.0,1136.0
2026-02-05 21:00:00+00:00,0.0,0.0,105.75,0.0,1062.7,0.0,0.0,0.0,105.75,0.0,1062.7,0.0,1168.45
2026-02-05 22:00:00+00:00,0.0,0.0,65.75,0.0,1144.8,0.0,0.0,4.0,65.75,0.0,1144.8,-4.0,1206.55
2026-02-05 23:00:00+00:00,0.0,0.0,0.0,0.0,679.9,0.0,360.5,0.0,0.0,0.0,679.9,360.5,1040.4
2026-02-06 00:00:00+00:00,0.0,0.0,0.0,0.0,724.075,0.0,344.25,0.0,0.0,0.0,724.075,344.25,1068.325
2026-02-06 01:00:00+00:00,0.0,0.0,0.0,0.0,750.325,0.0,350.25,0.0,0.0,0.0,750.325,350.25,1100.575
2026-02-06 02:00:00+00:00,0.0,0.0,0.0,0.0,737.025,0.0,376.25,0.0,0.0,0.0,737.025,376.25,1113.275
2026-02-06 03:00:00+00:00,0.0,0.0,0.0,0.0,825.9,0.0,267.0,0.0,0.0,0.0,825.9,267.0,1092.9
2026-02-06 04:00:00+00:00,0.0,0.0,8.25,0.0,931.35,0.0,47.5,0.0,8.25,0.0,931.35,47.5,987.1
2026-02-06 05:00:00+00:00,0.0,0.0,127.0,0.0,939.35,0.0,0.0,0.0,127.0,0.0,939.35,0.0,1066.35
2026-02-06 06:00:00+00:00,0.0,0.0,217.0,0.0,874.025,0.0,0.0,0.0,217.0,0.0,874.025,0.0,1091.025
2026-02-06 07:00:00+00:00,0.0,0.0,233.25,0.0,836.3,0.0,0.0,0.0,233.25,0.0,836.3,0.0,1069.55
2026-02-06 08:00:00+00:00,0.0,0.0,140.75,0.0,842.175,0.0,0.0,0.0,140.75,0.0,842.175,0.0,982.925
2026-02-06 09:00:00+00:00,0.0,0.0,94.5,0.0,855.0,0.0,0.0,0.0,94.5,0.0,855.0,0.0,949.5
2026-02-06 10:00:00+00:00,0.0,0.0,220.0,0.0,831.575,0.0,0.0,0.0,220.0,0.0,831.575,0.0,1051.575
2026-02-06 11:00:00+00:00,0.0,0.0,175.5,0.0,858.175,0.0,0.0,0.0,175.5,0.0,858.175,0.0,1033.675
2026-02-06 12:00:00+00:00,0.0,0.0,210.25,0.0,820.55,0.0,0.0,0.0,210.25,0.0,820.55,0.0,1030.8
2026-02-06 13:00:00+00:00,0.0,0.0,258.0,0.0,746.3,0.0,0.0,0.0,258.0,0.0,746.3,0.0,1004.3
2026-02-06 14:00:00+00:00,0.0,0.0,237.75,0.0,744.925,0.0,0.0,0.0,237.75,0.0,744.925,0.0,982.675
2026-02-06 15:00:00+00:00,0.0,0.0,202.75,0.0,786.725,0.0,0.0,0.0,202.75,0.0,786.725,0.0,989.475
2026-02-06 16:00:00+00:00,0.0,0.0,234.25,0.0,775.925,0.0,0.0,0.0,234.25,0.0,775.925,0.0,1010.175
