,PL_SE_4,SE_4_PL,LT_SE_4,SE_4_LT,SE_3_SE_4,SE_4_SE_3,SE_4_DE_LU,DE_LU_SE_4,SE_4_DK_2,DK_2_SE_4,SE_4_DE_LU_net_export,SE_4_DK_2_net_export,SE_4_LT_net_export,SE_4_PL_net_export,SE_4_SE_3_net_export,Net Export
2026-01-02 02:00:00+00:00,600.0,0.0,0.0,684.5,1702.0,0.0,0.0,209.0,0.0,34.25,-209.0,-34.25,684.5,-600.0,-1702.0,-1860.75
2026-01-02 03:00:00+00:00,600.0,0.0,0.0,700.0,1871.25,0.0,0.0,209.0,0.0,26.75,-209.0,-26.75,700.0,-600.0,-1871.25,-2007.0
2026-01-02 04:00:00+00:00,300.0,0.0,14.75,370.5,1641.0,0.0,0.0,156.75,13.75,80.25,-156.75,-66.5,355.75,-300.0,-1641.0,-1808.5
2026-01-02 05:00:00+00:00,0.0,0.0,8.0,144.75,1768.25,0.0,54.0,124.5,393.5,15.75,-70.5,377.75,136.75,0.0,-1768.25,-1324.25
2026-01-02 06:00:00+00:00,0.0,200.0,0.0,317.25,3103.25,0.0,162.0,0.0,1141.25,0.0,162.0,1141.25,317.25,200.0,-3103.25,-1282.75
2026-01-02 07:00:00+00:00,0.0,300.0,0.0,445.25,3499.25,0.0,216.0,0.0,1152.0,0.0,216.0,1152.0,445.25,300.0,-3499.25,-1386.0
2026-01-02 08:00:00+00:00,0.0,300.0,0.0,333.75,3411.5,0.0,216.0,0.0,1152.0,0.0,216.0,1152.0,333.75,300.0,-3411.5,-1409.75
2026-01-02 09:00:00+00:00,0.0,300.0,0.0,602.0,3310.75,0.0,0.0,0.0,1021.0,0.0,0.0,1021.0,602.0,300.0,-3310.75,-1387.75
2026-01-02 10:00:00+00:00,0.0,300.0,0.0,651.25,3389.25,0.0,0.0,0.0,1107.25,0.0,0.0,1107.25,651.25,300.0,-3389.25,-1330.75
2026-01-02 11:00:00+00:00,0.0,300.0,0.0,698.25,3485.0,0.0,27.0,0.0,1152.0,0.0,27.0,1152.0,698.25,300.0,-3485.0,-1307.75
2026-01-02 12:00:00+00:00,0.0,300.0,0.0,409.25,3376.25,0.0,214.5,0.0,1152.0,0.0,214.5,1152.0,409.25,300.0,-3376.25,-1300.5
2026-01-02 13:00:00+00:00,0.0,300.0,0.0,495.75,3488.75,0.0,211.5,0.0,1152.0,0.0,211.5,1152.0,495.75,300.0,-3488.75,-1329.5
2026-01-02 14:00:00+00:00,0.0,300.0,0.0,658.5,4263.75,0.0,63.75,0.0,1279.0,0.0,63.75,1279.0,658.5,300.0,-4263.75,-1962.5
2026-01-02 15:00:00+00:00,0.0,300.0,0.0,514.75,4328.0,0.0,0.0,0.0,1230.5,0.0,0.0,1230.5,514.75,300.0,-4328.0,-2282.75
2026-01-02 16:00:00+00:00,0.0,300.0,0.0,257.25,3975.75,0.0,183.5,0.0,1282.0,0.0,183.5,1282.0,257.25,300.0,-3975.75,-1953.0
2026-01-02 17:00:00+00:00,0.0,420.0,0.0,211.0,4325.25,0.0,0.0,0.0,1247.0,0.0,0.0,1247.0,211.0,420.0,-4325.25,-2447.25
2026-01-02 18:00:00+00:00,0.0,420.0,0.0,523.5,4457.75,0.0,0.0,0.0,1177.25,0.0,0.0,1177.25,523.5,420.0,-4457.75,-2337.0
2026-01-02 19:00:00+00:00,0.0,420.0,0.0,393.0,4358.75,0.0,108.0,0.0,1253.25,0.0,108.0,1253.25,393.0,420.0,-4358.75,-2184.5
2026-01-02 20:00:00+00:00,0.0,500.0,0.0,216.25,3656.5,0.0,216.0,0.0,1246.5,0.0,216.0,1246.5,216.25,500.0,-3656.5,-1477.75
2026-01-02 21:00:00+00:00,0.0,500.0,0.0,173.75,2832.75,0.0,216.0,0.0,1148.5,0.0,216.0,1148.5,173.75,500.0,-2832.75,-794.5
2026-01-02 22:00:00+00:00,0.0,500.0,0.0,164.5,2720.0,0.0,216.0,0.0,1152.0,0.0,216.0,1152.0,164.5,500.0,-2720.0,-687.5
2026-01-02 23:00:00+00:00,0.0,500.0,0.0,518.5,2851.0,0.0,216.0,0.0,1275.25,0.0,216.0,1275.25,518.5,500.0,-2851.0,-341.25
2026-01-03 00:00:00+00:00,0.0,500.0,0.0,573.25,2738.0,0.0,216.0,0.0,1150.5,0.0,216.0,1150.5,573.25,500.0,-2738.0,-298.25
2026-01-03 01:00:00+00:00,0.0,420.0,0.0,588.75,2608.75,0.0,216.0,0.0,1148.0,0.0,216.0,1148.0,588.75,420.0,-2608.75,-236.0
2026-01-03 02:00:00+00:00,0.0,420.0,0.0,606.75,2627.75,0.0,216.0,0.0,1151.75,0.0,216.0,1151.75,606.75,420.0,-2627.75,-233.25
2026-01-03 03:00:00+00:00,0.0,420.0,0.0,700.0,2702.25,0.0,216.0,0.0,1152.0,0.0,216.0,1152.0,700.0,420.0,-2702.25,-214.25
2026-01-03 04:00:00+00:00,0.0,420.0,0.0,700.0,2791.5,0.0,216.0,0.0,1221.5,0.0,216.0,1221.5,700.0,420.0,-2791.5,-234.0
2026-01-03 05:00:00+00:00,0.0,420.0,0.0,700.0,2881.0,0.0,216.0,0.0,1232.0,0.0,216.0,1232.0,700.0,420.0,-2881.0,-313.0
2026-01-03 06:00:00+00:00,0.0,420.0,0.0,700.0,3009.5,0.0,216.0,0.0,1248.75,0.0,216.0,1248.75,700.0,420.0,-3009.5,-424.75
2026-01-03 07:00:00+00:00,0.0,420.0,0.0,700.0,3129.5,0.0,216.0,0.0,1263.25,0.0,216.0,1263.25,700.0,420.0,-3129.5,-530.25
2026-01-03 08:00:00+00:00,0.0,420.0,0.0,700.0,3559.25,0.0,216.0,0.0,1241.0,0.0,216.0,1241.0,700.0,420.0,-3559.25,-982.25
2026-01-03 09:00:00+00:00,0.0,420.0,0.0,700.0,4250.75,0.0,214.75,0.0,1252.0,0.0,214.75,1252.0,700.0,420.0,-4250.75,-1664.0
2026-01-03 10:00:00+00:00,0.0,420.0,0.0,700.0,3368.75,0.0,216.0,0.0,1282.0,0.0,216.0,1282.0,700.0,420.0,-3368.75,-750.75
2026-01-03 11:00:00+00:00,0.0,420.0,0.0,700.0,3719.75,0.0,216.0,0.0,1282.0,0.0,216.0,1282.0,700.0,420.0,-3719.75,-1101.75
2026-01-03 12:00:00+00:00,0.0,420.0,0.0,700.0,4514.25,0.0,216.0,0.0,1282.0,0.0,216.0,1282.0,700.0,420.0,-4514.25,-1896.25
2026-01-03 13:00:00+00:00,0.0,420.0,0.0,700.0,3788.0,0.0,216.0,0.0,1282.0,0.0,216.0,1282.0,700.0,420.0,-3788.0,-1170.0
2026-01-03 14:00:00+00:00,0.0,500.0,0.0,700.0,4520.0,0.0,216.0,0.0,1282.0,0.0,216.0,1282.0,700.0,500.0,-4520.0,-1822.0
2026-01-03 15:00:00+00:00,0.0,600.0,0.0,700.0,4871.0,0.0,149.25,0.0,1282.0,0.0,149.25,1282.0,700.0,600.0,-4871.0,-2139.75
2026-01-03 16:00:00+00:00,0.0,600.0,0.0,700.0,4821.25,0.0,25.0,0.0,1282.0,0.0,25.0,1282.0,700.0,600.0,-4821.25,-2214.25
2026-01-03 17:00:00+00:00,0.0,600.0,0.0,700.0,4988.0,0.0,203.75,0.0,1282.0,0.0,203.75,1282.0,700.0,600.0,-4988.0,-2202.25
2026-01-03 18:00:00+00:00,0.0,600.0,0.0,700.0,4883.5,0.0,216.0,0.0,1185.0,0.0,216.0,1185.0,700.0,600.0,-4883.5,-2182.5
2026-01-03 19:00:00+00:00,0.0,600.0,0.0,700.0,4936.5,0.0,216.0,0.0,1282.0,0.0,216.0,1282.0,700.0,600.0,-4936.5,-2138.5
2026-01-03 20:00:00+00:00,0.0,600.0,0.0,627.5,4539.0,0.0,215.0,0.0,1282.0,0.0,215.0,1282.0,627.5,600.0,-4539.0,-1814.5
2026-01-03 21:00:00+00:00,0.0,600.0,0.0,613.0,4798.75,0.0,216.0,0.0,1282.0,0.0,216.0,1282.0,613.0,600.0,-4798.75,-2087.75
2026-01-03 22:00:00+00:00,0.0,600.0,0.0,538.5,4062.0,0.0,216.0,0.0,1282.0,0.0,216.0,1282.0,538.5,600.0,-4062.0,-1425.5
2026-01-03 23:00:00+00:00,0.0,600.0,0.0,183.5,4495.25,0.0,216.0,0.0,1282.0,0.0,216.0,1282.0,183.5,600.0,-4495.25,-2213.75
2026-01-04 00:00:00+00:00,0.0,600.0,0.0,14.0,4295.25,0.0,216.0,0.0,1282.0,0.0,216.0,1282.0,14.0,600.0,-4295.25,-2183.25
2026-01-04 01:00:00+00:00,0.0,600.0,0.0,0.0,4240.5,0.0,216.0,0.0,1282.0,0.0,216.0,1282.0,0.0,600.0,-4240.5,-2142.5
2026-01-04 02:00:00+00:00,0.0,600.0,0.0,9.25,4193.5,0.0,216.0,0.0,1272.5,0.0,216.0,1272.5,9.25,600.0,-4193.5,-2095.75
2026-01-04 03:00:00+00:00,0.0,600.0,0.0,81.75,4082.0,0.0,216.0,0.0,1128.25,0.0,216.0,1128.25,81.75,600.0,-4082.0,-2056.0
2026-01-04 04:00:00+00:00,0.0,600.0,0.0,194.0,4046.75,0.0,216.0,0.0,1007.75,0.0,216.0,1007.75,194.0,600.0,-4046.75,-2029.0
2026-01-04 05:00:00+00:00,0.0,600.0,0.0,330.5,4093.25,0.0,216.0,0.0,912.5,0.0,216.0,912.5,330.5,600.0,-4093.25,-2034.25
2026-01-04 06:00:00+00:00,0.0,600.0,0.0,385.5,4315.25,0.0,216.0,0.0,1034.5,0.0,216.0,1034.5,385.5,600.0,-4315.25,-2079.25
2026-01-04 07:00:00+00:00,0.0,600.0,0.0,621.5,4739.5,0.0,216.0,0.0,1188.25,0.0,216.0,1188.25,621.5,600.0,-4739.5,-2113.75
2026-01-04 08:00:00+00:00,0.0,600.0,0.0,700.0,4935.5,0.0,216.0,0.0,1274.0,0.0,216.0,1274.0,700.0,600.0,-4935.5,-2145.5
2026-01-04 09:00:00+00:00,0.0,500.0,0.0,700.0,4182.25,0.0,0.0,0.0,824.5,0.0,0.0,824.5,700.0,500.0,-4182.25,-2157.75
2026-01-04 10:00:00+00:00,0.0,200.0,0.0,700.0,3436.75,0.0,0.0,0.0,378.25,0.0,0.0,378.25,700.0,200.0,-3436.75,-2158.5
2026-01-04 11:00:00+00:00,100.0,0.0,0.0,700.0,3094.5,0.0,0.0,0.0,392.75,0.0,0.0,392.75,700.0,-100.0,-3094.5,-2101.75
2026-01-04 12:00:00+00:00,0.0,120.0,0.0,700.0,2568.25,0.0,0.0,0.0,0.0,365.5,0.0,-365.5,700.0,120.0,-2568.25,-2113.75
2026-01-04 13:00:00+00:00,0.0,420.0,0.0,700.0,2490.25,0.0,0.0,0.0,19.5,189.75,0.0,-170.25,700.0,420.0,-2490.25,-1540.5
2026-01-04 14:00:00+00:00,0.0,420.0,0.0,700.0,2336.5,0.0,0.0,0.0,38.0,116.75,0.0,-78.75,700.0,420.0,-2336.5,-1295.25
2026-01-04 15:00:00+00:00,0.0,420.0,0.0,700.0,1969.75,0.0,0.0,0.0,0.0,277.25,0.0,-277.25,700.0,420.0,-1969.75,-1127.0
2026-01-04 16:00:00+00:00,0.0,120.0,0.0,700.0,2142.75,0.0,0.0,0.0,114.25,0.0,0.0,114.25,700.0,120.0,-2142.75,-1208.5
2026-01-04 17:00:00+00:00,180.0,0.0,0.0,700.0,3301.75,0.0,0.0,0.0,688.75,0.0,0.0,688.75,700.0,-180.0,-3301.75,-2093.0
2026-01-04 18:00:00+00:00,0.0,0.0,0.0,690.5,3946.5,0.0,0.0,0.0,850.75,0.0,0.0,850.75,690.5,0.0,-3946.5,-2405.25
2026-01-04 19:00:00+00:00,0.0,300.0,0.0,569.25,4251.0,0.0,0.0,0.0,1031.0,0.0,0.0,1031.0,569.25,300.0,-4251.0,-2350.75
2026-01-04 20:00:00+00:00,0.0,600.0,0.0,700.0,3383.75,0.0,0.0,0.0,981.25,0.0,0.0,981.25,700.0,600.0,-3383.75,-1102.5
2026-01-04 21:00:00+00:00,0.0,600.0,0.0,700.0,3696.0,0.0,48.0,0.0,1268.5,0.0,48.0,1268.5,700.0,600.0,-3696.0,-1079.5
2026-01-04 22:00:00+00:00,0.0,600.0,0.0,700.0,3678.5,0.0,7.75,0.0,1263.25,0.0,7.75,1263.25,700.0,600.0,-3678.5,-1107.5
2026-01-04 23:00:00+00:00,0.0,600.0,0.0,700.0,3740.5,0.0,41.25,0.0,1282.0,0.0,41.25,1282.0,700.0,600.0,-3740.5,-1117.25
2026-01-05 00:00:00+00:00,0.0,600.0,0.0,700.0,3890.0,0.0,213.25,0.0,1282.0,0.0,213.25,1282.0,700.0,600.0,-3890.0,-1094.75
2026-01-05 01:00:00+00:00,0.0,600.0,0.0,700.0,3891.5,0.0,216.0,0.0,1282.0,0.0,216.0,1282.0,700.0,600.0,-3891.5,-1093.5
2026-01-05 02:00:00+00:00,0.0,600.0,0.0,700.0,4724.0,0.0,216.0,0.0,1282.0,0.0,216.0,1282.0,700.0,600.0,-4724.0,-1926.0
2026-01-05 03:00:00+00:00,0.0,600.0,0.0,700.0,4816.5,0.0,0.0,0.0,1148.75,0.0,0.0,1148.75,700.0,600.0,-4816.5,-2367.75
2026-01-05 04:00:00+00:00,0.0,300.0,0.0,700.0,4495.25,0.0,0.0,0.0,1036.75,0.0,0.0,1036.75,700.0,300.0,-4495.25,-2458.5
2026-01-05 05:00:00+00:00,0.0,47.2,0.0,700.0,4065.25,0.0,0.0,0.0,1009.75,0.0,0.0,1009.75,700.0,47.2,-4065.25,-2308.3
2026-01-05 06:00:00+00:00,0.0,347.2,0.0,700.0,2947.25,0.0,0.0,0.0,278.5,5.5,0.0,273.0,700.0,347.2,-2947.25,-1627.05
2026-01-05 07:00:00+00:00,0.0,232.1,0.0,402.75,2632.0,0.0,0.0,0.0,32.5,40.5,0.0,-8.0,402.75,232.1,-2632.0,-2005.15
2026-01-05 08:00:00+00:00,67.9,0.0,0.0,196.5,1863.5,0.0,0.0,0.0,8.0,45.75,0.0,-37.75,196.5,-67.9,-1863.5,-1772.65
2026-01-05 09:00:00+00:00,367.9,0.0,0.0,86.5,1460.5,0.0,0.0,0.0,0.0,41.0,0.0,-41.0,86.5,-367.9,-1460.5,-1782.9
2026-01-05 10:00:00+00:00,77.6,0.0,0.0,112.75,1426.25,0.0,0.0,203.25,0.0,164.75,-203.25,-164.75,112.75,-77.6,-1426.25,-1759.1
2026-01-05 11:00:00+00:00,0.0,222.4,0.0,203.5,1751.25,0.0,0.0,209.0,0.0,149.0,-209.0,-149.0,203.5,222.4,-1751.25,-1683.35
2026-01-05 12:00:00+00:00,0.0,522.4,0.0,470.75,2096.25,0.0,0.0,209.0,0.0,200.5,-209.0,-200.5,470.75,522.4,-2096.25,-1512.6
2026-01-05 13:00:00+00:00,0.0,600.0,0.0,632.0,2116.0,0.0,0.0,209.0,0.0,394.75,-209.0,-394.75,632.0,600.0,-2116.0,-1487.75
2026-01-05 14:00:00+00:00,0.0,600.0,0.0,403.25,1885.0,0.0,0.0,209.0,0.0,429.0,-209.0,-429.0,403.25,600.0,-1885.0,-1519.75
2026-01-05 15:00:00+00:00,0.0,300.0,0.0,179.75,1647.0,0.0,0.0,209.0,0.0,221.0,-209.0,-221.0,179.75,300.0,-1647.0,-1597.25
2026-01-05 16:00:00+00:00,0.0,0.0,50.5,244.0,2534.75,0.0,0.0,156.75,0.0,17.5,-156.75,-17.5,193.5,0.0,-2534.75,-2515.5
2026-01-05 17:00:00+00:00,300.0,0.0,41.5,254.25,2270.0,0.0,0.0,193.0,0.0,237.0,-193.0,-237.0,212.75,-300.0,-2270.0,-2787.25
2026-01-05 18:00:00+00:00,179.7,0.0,0.0,161.0,1235.25,0.0,0.0,0.0,0.0,292.75,0.0,-292.75,161.0,-179.7,-1235.25,-1546.7
2026-01-05 19:00:00+00:00,0.0,72.4,0.0,111.75,1234.5,0.0,0.0,0.0,0.0,352.75,0.0,-352.75,111.75,72.4,-1234.5,-1403.1
2026-01-05 20:00:00+00:00,0.0,372.4,0.0,438.75,1691.25,0.0,0.0,0.0,0.0,463.75,0.0,-463.75,438.75,372.4,-1691.25,-1343.85
2026-01-05 21:00:00+00:00,0.0,600.0,0.0,436.0,2215.0,0.0,0.0,0.0,0.0,252.75,0.0,-252.75,436.0,600.0,-2215.0,-1431.75
2026-01-05 22:00:00+00:00,0.0,600.0,0.0,700.0,2471.25,0.0,0.0,0.0,0.0,306.0,0.0,-306.0,700.0,600.0,-2471.25,-1477.25
2026-01-05 23:00:00+00:00,0.0,600.0,0.0,700.0,4565.5,0.0,0.0,0.0,732.5,0.0,0.0,732.5,700.0,600.0,-4565.5,-2533.0
2026-01-06 00:00:00+00:00,0.0,300.0,0.0,700.0,4681.75,0.0,0.0,0.0,1165.0,0.0,0.0,1165.0,700.0,300.0,-4681.75,-2516.75
2026-01-06 01:00:00+00:00,0.0,600.0,0.0,700.0,3662.5,0.0,0.0,0.0,1070.0,0.0,0.0,1070.0,700.0,600.0,-3662.5,-1292.5
2026-01-06 02:00:00+00:00,0.0,418.7,0.0,700.0,4298.5,0.0,0.0,0.0,1272.25,0.0,0.0,1272.25,700.0,418.7,-4298.5,-1907.5500000000002
2026-01-06 03:00:00+00:00,0.0,443.2,0.0,700.0,4500.0,0.0,0.0,0.0,1247.75,0.0,0.0,1247.75,700.0,443.2,-4500.0,-2109.05
2026-01-06 04:00:00+00:00,0.0,600.0,0.0,700.0,3796.25,0.0,0.0,0.0,1151.75,0.0,0.0,1151.75,700.0,600.0,-3796.25,-1344.5
2026-01-06 05:00:00+00:00,0.0,393.8,0.0,700.0,3956.25,0.0,49.0,0.0,1144.75,0.0,49.0,1144.75,700.0,393.8,-3956.25,-1668.6999999999998
2026-01-06 06:00:00+00:00,0.0,93.8,0.0,643.5,2883.25,0.0,0.0,0.0,879.75,0.0,0.0,879.75,643.5,93.8,-2883.25,-1266.2
2026-01-06 07:00:00+00:00,206.2,0.0,0.0,346.25,2585.0,0.0,0.0,0.0,1113.0,0.0,0.0,1113.0,346.25,-206.2,-2585.0,-1331.95
2026-01-06 08:00:00+00:00,469.5,0.0,0.0,388.25,2373.25,0.0,0.0,0.0,1055.75,0.0,0.0,1055.75,388.25,-469.5,-2373.25,-1398.75
2026-01-06 09:00:00+00:00,404.8,0.0,0.0,488.0,2040.5,0.0,0.0,0.0,554.75,0.0,0.0,554.75,488.0,-404.8,-2040.5,-1402.55
2026-01-06 10:00:00+00:00,600.0,0.0,0.0,649.25,1779.75,0.0,0.0,0.0,348.25,0.0,0.0,348.25,649.25,-600.0,-1779.75,-1382.25
2026-01-06 11:00:00+00:00,428.8,0.0,0.0,691.25,2605.0,0.0,0.0,20.75,347.0,0.0,-20.75,347.0,691.25,-428.8,-2605.0,-2016.3
2026-01-06 12:00:00+00:00,128.8,0.0,0.0,678.25,2371.75,0.0,0.0,0.0,404.5,0.0,0.0,404.5,678.25,-128.8,-2371.75,-1417.8
2026-01-06 13:00:00+00:00,0.0,171.2,0.0,700.0,2961.75,0.0,0.0,0.0,653.25,0.0,0.0,653.25,700.0,171.2,-2961.75,-1437.3
2026-01-06 14:00:00+00:00,0.0,0.2,0.0,689.5,2930.25,0.0,0.0,0.0,691.25,0.0,0.0,691.25,689.5,0.2,-2930.25,-1549.3
2026-01-06 15:00:00+00:00,161.9,0.0,0.0,613.25,3322.0,0.0,0.0,131.25,1254.75,0.0,-131.25,1254.75,613.25,-161.9,-3322.0,-1747.15
2026-01-06 16:00:00+00:00,209.3,0.0,0.0,677.0,4036.75,0.0,0.0,0.0,1282.0,0.0,0.0,1282.0,677.0,-209.3,-4036.75,-2287.05
2026-01-06 17:00:00+00:00,0.0,90.7,0.0,432.0,3339.5,0.0,0.0,0.0,1162.0,0.0,0.0,1162.0,432.0,90.7,-3339.5,-1654.8
2026-01-06 18:00:00+00:00,0.0,390.7,0.0,685.25,3965.0,0.0,54.0,0.0,1234.5,0.0,54.0,1234.5,685.25,390.7,-3965.0,-1600.5500000000002
2026-01-06 19:00:00+00:00,0.0,600.0,0.0,644.25,4397.5,0.0,180.0,0.0,1282.0,0.0,180.0,1282.0,644.25,600.0,-4397.5,-1691.25
2026-01-06 20:00:00+00:00,0.0,600.0,0.0,700.0,4465.0,0.0,53.5,0.0,1172.75,0.0,53.5,1172.75,700.0,600.0,-4465.0,-1938.75
2026-01-06 21:00:00+00:00,0.0,600.0,0.0,700.0,4315.5,0.0,151.25,0.0,1185.0,0.0,151.25,1185.0,700.0,600.0,-4315.5,-1679.25
2026-01-06 22:00:00+00:00,0.0,600.0,0.0,700.0,4557.75,0.0,207.25,0.0,1282.0,0.0,207.25,1282.0,700.0,600.0,-4557.75,-1768.5
2026-01-06 23:00:00+00:00,0.0,600.0,0.0,700.0,4067.25,0.0,214.25,0.0,1207.0,0.0,214.25,1207.0,700.0,600.0,-4067.25,-1346.0
2026-01-07 00:00:00+00:00,0.0,600.0,0.0,700.0,3925.5,0.0,216.0,0.0,1162.0,0.0,216.0,1162.0,700.0,600.0,-3925.5,-1247.5
2026-01-07 01:00:00+00:00,0.0,600.0,0.0,700.0,3976.25,0.0,216.0,0.0,1282.0,0.0,216.0,1282.0,700.0,600.0,-3976.25,-1178.25
2026-01-07 02:00:00+00:00,0.0,600.0,0.0,700.0,3940.25,0.0,216.0,0.0,1282.0,0.0,216.0,1282.0,700.0,600.0,-3940.25,-1142.25
2026-01-07 03:00:00+00:00,0.0,600.0,0.0,700.0,3885.25,0.0,208.75,0.0,1282.0,0.0,208.75,1282.0,700.0,600.0,-3885.25,-1094.5
2026-01-07 04:00:00+00:00,0.0,600.0,0.0,700.0,3881.25,0.0,173.5,0.0,1282.0,0.0,173.5,1282.0,700.0,600.0,-3881.25,-1125.75
2026-01-07 05:00:00+00:00,0.0,600.0,0.0,700.0,3471.0,0.0,54.0,0.0,857.0,0.0,54.0,857.0,700.0,600.0,-3471.0,-1260.0
2026-01-07 06:00:00+00:00,0.0,600.0,0.0,700.0,2394.5,0.0,0.0,0.0,0.0,334.25,0.0,-334.25,700.0,600.0,-2394.5,-1428.75
2026-01-07 07:00:00+00:00,0.0,600.0,0.0,700.0,2550.0,0.0,0.0,0.0,0.0,168.0,0.0,-168.0,700.0,600.0,-2550.0,-1418.0
2026-01-07 08:00:00+00:00,0.0,600.0,0.0,700.0,2547.0,0.0,0.0,0.0,0.0,78.0,0.0,-78.0,700.0,600.0,-2547.0,-1325.0
2026-01-07 09:00:00+00:00,0.0,600.0,0.0,700.0,2022.75,0.0,0.0,0.0,0.0,548.75,0.0,-548.75,700.0,600.0,-2022.75,-1271.5
2026-01-07 10:00:00+00:00,0.0,600.0,0.0,700.0,1762.0,0.0,0.0,161.5,0.0,626.0,-161.5,-626.0,700.0,600.0,-1762.0,-1249.5
2026-01-07 11:00:00+00:00,0.0,600.0,0.0,700.0,2596.25,0.0,0.0,199.75,0.0,669.0,-199.75,-669.0,700.0,600.0,-2596.25,-2165.0
