,RS_BA,BA_RS,ME_BA,BA_ME,BA_HR,HR_BA,BA_HR_net_export,BA_ME_net_export,BA_RS_net_export,Net Export
2026-01-01 17:00:00+00:00,319.0,312.0,1.0,161.0,0.0,339.0,-339.0,160.0,-7.0,-186.0
2026-01-01 18:00:00+00:00,317.0,313.0,1.0,157.0,0.0,339.0,-339.0,156.0,-4.0,-187.0
2026-01-01 19:00:00+00:00,193.0,322.0,1.0,153.0,0.0,440.0,-440.0,152.0,129.0,-159.0
2026-01-01 20:00:00+00:00,170.0,316.0,20.0,202.0,0.0,499.0,-499.0,182.0,146.0,-171.0
2026-01-01 21:00:00+00:00,205.0,312.0,22.0,227.0,0.0,499.0,-499.0,205.0,107.0,-187.0
2026-01-01 22:00:00+00:00,243.0,304.0,12.0,227.0,0.0,499.0,-499.0,215.0,61.0,-223.0
2026-01-01 23:00:00+00:00,196.0,369.0,1.0,301.0,0.0,485.0,-485.0,300.0,173.0,-12.0
2026-01-02 00:00:00+00:00,181.0,358.0,1.0,301.0,0.0,471.0,-471.0,300.0,177.0,6.0
2026-01-02 01:00:00+00:00,187.0,375.0,8.0,249.0,0.0,407.0,-407.0,241.0,188.0,22.0
2026-01-02 02:00:00+00:00,193.0,375.0,15.0,248.0,0.0,394.0,-394.0,233.0,182.0,21.0
2026-01-02 03:00:00+00:00,164.0,383.0,5.0,237.0,0.0,424.0,-424.0,232.0,219.0,27.0
2026-01-02 04:00:00+00:00,214.0,382.0,4.0,234.0,0.0,385.0,-385.0,230.0,168.0,13.0
2026-01-02 05:00:00+00:00,310.0,386.0,21.0,266.0,0.0,387.0,-387.0,245.0,76.0,-66.0
2026-01-02 06:00:00+00:00,312.0,356.0,21.0,217.0,0.0,333.0,-333.0,196.0,44.0,-93.0
2026-01-02 07:00:00+00:00,377.0,358.0,11.0,215.0,5.0,251.0,-246.0,204.0,-19.0,-61.0
2026-01-02 08:00:00+00:00,414.0,366.0,1.0,246.0,0.0,256.0,-256.0,245.0,-48.0,-59.0
2026-01-02 09:00:00+00:00,458.0,379.0,1.0,256.0,0.0,275.0,-275.0,255.0,-79.0,-99.0
2026-01-02 10:00:00+00:00,445.0,384.0,1.0,244.0,3.0,263.0,-260.0,243.0,-61.0,-78.0
2026-01-02 11:00:00+00:00,425.0,379.0,1.0,255.0,0.0,277.0,-277.0,254.0,-46.0,-69.0
2026-01-02 12:00:00+00:00,384.0,368.0,15.0,242.0,0.0,280.0,-280.0,227.0,-16.0,-69.0
2026-01-02 13:00:00+00:00,350.0,353.0,12.0,240.0,0.0,319.0,-319.0,228.0,3.0,-88.0
2026-01-02 14:00:00+00:00,340.0,325.0,21.0,122.0,0.0,173.0,-173.0,101.0,-15.0,-87.0
2026-01-02 15:00:00+00:00,274.0,304.0,1.0,163.0,0.0,266.0,-266.0,162.0,30.0,-74.0
2026-01-02 16:00:00+00:00,263.0,312.0,1.0,156.0,0.0,276.0,-276.0,155.0,49.0,-72.0
2026-01-02 17:00:00+00:00,235.0,304.0,1.0,154.0,0.0,296.0,-296.0,153.0,69.0,-74.0
2026-01-02 18:00:00+00:00,238.0,310.0,1.0,150.0,0.0,303.0,-303.0,149.0,72.0,-82.0
2026-01-02 19:00:00+00:00,316.0,316.0,1.0,195.0,0.0,269.0,-269.0,194.0,0.0,-75.0
2026-01-02 20:00:00+00:00,349.0,316.0,1.0,170.0,0.0,231.0,-231.0,169.0,-33.0,-95.0
2026-01-02 21:00:00+00:00,293.0,318.0,1.0,278.0,0.0,388.0,-388.0,277.0,25.0,-86.0
2026-01-02 22:00:00+00:00,292.0,307.0,1.0,301.0,0.0,433.0,-433.0,300.0,15.0,-118.0
2026-01-02 23:00:00+00:00,258.0,327.0,16.0,275.0,0.0,448.0,-448.0,259.0,69.0,-120.0
2026-01-03 00:00:00+00:00,214.0,331.0,48.0,236.0,0.0,383.0,-383.0,188.0,117.0,-78.0
2026-01-03 01:00:00+00:00,214.0,350.0,48.0,215.0,0.0,378.0,-378.0,167.0,136.0,-75.0
2026-01-03 02:00:00+00:00,237.0,351.0,48.0,194.0,0.0,339.0,-339.0,146.0,114.0,-79.0
2026-01-03 03:00:00+00:00,226.0,354.0,48.0,185.0,0.0,342.0,-342.0,137.0,128.0,-77.0
2026-01-03 04:00:00+00:00,200.0,351.0,48.0,195.0,0.0,378.0,-378.0,147.0,151.0,-80.0
2026-01-03 05:00:00+00:00,265.0,350.0,28.0,228.0,0.0,334.0,-334.0,200.0,85.0,-49.0
2026-01-03 06:00:00+00:00,261.0,328.0,36.0,225.0,0.0,318.0,-318.0,189.0,67.0,-62.0
2026-01-03 07:00:00+00:00,366.0,347.0,38.0,215.0,0.0,276.0,-276.0,177.0,-19.0,-118.0
2026-01-03 08:00:00+00:00,483.0,322.0,39.0,275.0,2.0,241.0,-239.0,236.0,-161.0,-164.0
2026-01-03 09:00:00+00:00,489.0,334.0,39.0,270.0,0.0,249.0,-249.0,231.0,-155.0,-173.0
2026-01-03 10:00:00+00:00,442.0,323.0,39.0,262.0,0.0,329.0,-329.0,223.0,-119.0,-225.0
2026-01-03 11:00:00+00:00,444.0,309.0,39.0,252.0,0.0,304.0,-304.0,213.0,-135.0,-226.0
2026-01-03 12:00:00+00:00,475.0,297.0,39.0,260.0,0.0,288.0,-288.0,221.0,-178.0,-245.0
2026-01-03 13:00:00+00:00,407.0,284.0,39.0,243.0,0.0,344.0,-344.0,204.0,-123.0,-263.0
2026-01-03 14:00:00+00:00,401.0,351.0,42.0,118.0,0.0,287.0,-287.0,76.0,-50.0,-261.0
2026-01-03 15:00:00+00:00,155.0,352.0,55.0,61.0,0.0,296.0,-296.0,6.0,197.0,-93.0
2026-01-03 16:00:00+00:00,180.0,362.0,35.0,81.0,0.0,301.0,-301.0,46.0,182.0,-73.0
2026-01-03 17:00:00+00:00,177.0,372.0,52.0,75.0,0.0,281.0,-281.0,23.0,195.0,-63.0
2026-01-03 18:00:00+00:00,182.0,353.0,63.0,80.0,0.0,260.0,-260.0,17.0,171.0,-72.0
2026-01-03 19:00:00+00:00,167.0,359.0,49.0,116.0,0.0,324.0,-324.0,67.0,192.0,-65.0
2026-01-03 20:00:00+00:00,268.0,376.0,37.0,81.0,0.0,339.0,-339.0,44.0,108.0,-187.0
2026-01-03 21:00:00+00:00,305.0,294.0,47.0,192.0,0.0,310.0,-310.0,145.0,-11.0,-176.0
2026-01-03 22:00:00+00:00,313.0,276.0,24.0,187.0,0.0,325.0,-325.0,163.0,-37.0,-199.0
2026-01-03 23:00:00+00:00,266.0,394.0,0.0,103.0,0.0,343.0,-343.0,103.0,128.0,-112.0
2026-01-04 00:00:00+00:00,227.0,361.0,0.0,105.0,0.0,314.0,-314.0,105.0,134.0,-75.0
2026-01-04 01:00:00+00:00,211.0,351.0,0.0,76.0,0.0,265.0,-265.0,76.0,140.0,-49.0
2026-01-04 02:00:00+00:00,289.0,346.0,0.0,71.0,0.0,183.0,-183.0,71.0,57.0,-55.0
2026-01-04 03:00:00+00:00,253.0,342.0,19.0,71.0,0.0,194.0,-194.0,52.0,89.0,-53.0
2026-01-04 04:00:00+00:00,285.0,354.0,0.0,61.0,0.0,195.0,-195.0,61.0,69.0,-65.0
2026-01-04 05:00:00+00:00,248.0,385.0,12.0,66.0,0.0,288.0,-288.0,54.0,137.0,-97.0
2026-01-04 06:00:00+00:00,334.0,398.0,0.0,74.0,0.0,218.0,-218.0,74.0,64.0,-80.0
2026-01-04 07:00:00+00:00,367.0,370.0,25.0,78.0,0.0,137.0,-137.0,53.0,3.0,-81.0
2026-01-04 08:00:00+00:00,390.0,362.0,25.0,113.0,0.0,184.0,-184.0,88.0,-28.0,-124.0
2026-01-04 09:00:00+00:00,397.0,385.0,12.0,111.0,0.0,254.0,-254.0,99.0,-12.0,-167.0
2026-01-04 10:00:00+00:00,405.0,401.0,0.0,113.0,0.0,256.0,-256.0,113.0,-4.0,-147.0
2026-01-04 11:00:00+00:00,380.0,378.0,10.0,111.0,0.0,204.0,-204.0,101.0,-2.0,-105.0
2026-01-04 12:00:00+00:00,353.0,370.0,2.0,101.0,0.0,225.0,-225.0,99.0,17.0,-109.0
2026-01-04 13:00:00+00:00,256.0,414.0,25.0,78.0,0.0,305.0,-305.0,53.0,158.0,-94.0
2026-01-04 14:00:00+00:00,240.0,379.0,25.0,63.0,0.0,264.0,-264.0,38.0,139.0,-87.0
2026-01-04 15:00:00+00:00,255.0,319.0,25.0,113.0,0.0,211.0,-211.0,88.0,64.0,-59.0
2026-01-04 16:00:00+00:00,287.0,333.0,10.0,97.0,0.0,194.0,-194.0,87.0,46.0,-61.0
2026-01-04 17:00:00+00:00,221.0,330.0,17.0,101.0,0.0,247.0,-247.0,84.0,109.0,-54.0
2026-01-04 18:00:00+00:00,263.0,333.0,17.0,101.0,0.0,205.0,-205.0,84.0,70.0,-51.0
2026-01-04 19:00:00+00:00,310.0,354.0,26.0,101.0,0.0,139.0,-139.0,75.0,44.0,-20.0
2026-01-04 20:00:00+00:00,331.0,350.0,19.0,108.0,0.0,127.0,-127.0,89.0,19.0,-19.0
2026-01-04 21:00:00+00:00,355.0,345.0,0.0,121.0,0.0,127.0,-127.0,121.0,-10.0,-16.0
2026-01-04 22:00:00+00:00,381.0,342.0,0.0,120.0,0.0,132.0,-132.0,120.0,-39.0,-51.0
2026-01-04 23:00:00+00:00,235.0,378.0,67.0,23.0,0.0,90.0,-90.0,-44.0,143.0,9.0
2026-01-05 00:00:00+00:00,241.0,389.0,120.0,23.0,0.0,90.0,-90.0,-97.0,148.0,-39.0
2026-01-05 01:00:00+00:00,212.0,400.0,124.0,23.0,0.0,90.0,-90.0,-101.0,188.0,-3.0
2026-01-05 02:00:00+00:00,227.0,395.0,144.0,52.0,0.0,77.0,-77.0,-92.0,168.0,-1.0
2026-01-05 03:00:00+00:00,243.0,400.0,131.0,53.0,0.0,62.0,-62.0,-78.0,157.0,17.0
2026-01-05 04:00:00+00:00,186.0,446.0,161.0,46.0,0.0,91.0,-91.0,-115.0,260.0,54.0
2026-01-05 05:00:00+00:00,254.0,432.0,106.0,13.0,0.0,80.0,-80.0,-93.0,178.0,5.0
2026-01-05 06:00:00+00:00,304.0,443.0,86.0,13.0,30.0,80.0,-50.0,-73.0,139.0,16.0
2026-01-05 07:00:00+00:00,335.0,454.0,92.0,13.0,30.0,80.0,-50.0,-79.0,119.0,-10.0
2026-01-05 08:00:00+00:00,324.0,466.0,90.0,13.0,30.0,80.0,-50.0,-77.0,142.0,15.0
2026-01-05 09:00:00+00:00,347.0,450.0,63.0,13.0,30.0,80.0,-50.0,-50.0,103.0,3.0
2026-01-05 10:00:00+00:00,362.0,468.0,77.0,13.0,30.0,80.0,-50.0,-64.0,106.0,-8.0
2026-01-05 11:00:00+00:00,355.0,452.0,70.0,13.0,30.0,80.0,-50.0,-57.0,97.0,-10.0
2026-01-05 12:00:00+00:00,347.0,439.0,70.0,13.0,30.0,80.0,-50.0,-57.0,92.0,-15.0
2026-01-05 13:00:00+00:00,354.0,417.0,68.0,13.0,30.0,80.0,-50.0,-55.0,63.0,-42.0
2026-01-05 14:00:00+00:00,309.0,421.0,84.0,13.0,30.0,81.0,-51.0,-71.0,112.0,-10.0
2026-01-05 15:00:00+00:00,316.0,400.0,75.0,13.0,30.0,81.0,-51.0,-62.0,84.0,-29.0
2026-01-05 16:00:00+00:00,363.0,395.0,79.0,45.0,30.0,81.0,-51.0,-34.0,32.0,-53.0
2026-01-05 17:00:00+00:00,341.0,363.0,55.0,24.0,30.0,81.0,-51.0,-31.0,22.0,-60.0
2026-01-05 18:00:00+00:00,321.0,445.0,136.0,13.0,30.0,80.0,-50.0,-123.0,124.0,-49.0
2026-01-05 19:00:00+00:00,313.0,420.0,110.0,13.0,30.0,80.0,-50.0,-97.0,107.0,-40.0
2026-01-05 20:00:00+00:00,330.0,356.0,58.0,13.0,30.0,80.0,-50.0,-45.0,26.0,-69.0
2026-01-05 21:00:00+00:00,307.0,362.0,41.0,13.0,0.0,80.0,-80.0,-28.0,55.0,-53.0
2026-01-05 22:00:00+00:00,312.0,350.0,37.0,13.0,0.0,80.0,-80.0,-24.0,38.0,-66.0
2026-01-05 23:00:00+00:00,34.0,459.0,105.0,133.0,0.0,164.0,-164.0,28.0,425.0,289.0
2026-01-06 00:00:00+00:00,34.0,462.0,114.0,133.0,0.0,164.0,-164.0,19.0,428.0,283.0
2026-01-06 01:00:00+00:00,34.0,442.0,97.0,133.0,0.0,164.0,-164.0,36.0,408.0,280.0
2026-01-06 02:00:00+00:00,34.0,421.0,77.0,133.0,0.0,164.0,-164.0,56.0,387.0,279.0
2026-01-06 03:00:00+00:00,34.0,421.0,77.0,133.0,0.0,150.0,-150.0,56.0,387.0,293.0
2026-01-06 04:00:00+00:00,35.0,421.0,72.0,133.0,0.0,145.0,-145.0,61.0,386.0,302.0
2026-01-06 05:00:00+00:00,81.0,406.0,124.0,13.0,95.0,40.0,55.0,-111.0,325.0,269.0
2026-01-06 06:00:00+00:00,109.0,417.0,148.0,13.0,80.0,38.0,42.0,-135.0,308.0,215.0
2026-01-06 07:00:00+00:00,128.0,481.0,169.0,13.0,80.0,64.0,16.0,-156.0,353.0,213.0
2026-01-06 08:00:00+00:00,136.0,511.0,183.0,18.0,80.0,64.0,16.0,-165.0,375.0,226.0
2026-01-06 09:00:00+00:00,167.0,547.0,209.0,18.0,80.0,64.0,16.0,-191.0,380.0,205.0
2026-01-06 10:00:00+00:00,172.0,562.0,162.0,18.0,34.0,64.0,-30.0,-144.0,390.0,216.0
2026-01-06 11:00:00+00:00,168.0,557.0,154.0,18.0,57.0,64.0,-7.0,-136.0,389.0,246.0
2026-01-06 12:00:00+00:00,163.0,544.0,150.0,18.0,40.0,64.0,-24.0,-132.0,381.0,225.0
2026-01-06 13:00:00+00:00,159.0,556.0,169.0,18.0,30.0,71.0,-41.0,-151.0,397.0,205.0
2026-01-06 14:00:00+00:00,194.0,514.0,130.0,18.0,78.0,39.0,39.0,-112.0,320.0,247.0
2026-01-06 15:00:00+00:00,174.0,496.0,138.0,18.0,78.0,40.0,38.0,-120.0,322.0,240.0
2026-01-06 16:00:00+00:00,159.0,516.0,149.0,18.0,78.0,64.0,14.0,-131.0,357.0,240.0
2026-01-06 17:00:00+00:00,114.0,493.0,118.0,18.0,78.0,41.0,37.0,-100.0,379.0,316.0
2026-01-06 18:00:00+00:00,115.0,515.0,129.0,18.0,78.0,40.0,38.0,-111.0,400.0,327.0
2026-01-06 19:00:00+00:00,114.0,502.0,119.0,18.0,81.0,40.0,41.0,-101.0,388.0,328.0
2026-01-06 20:00:00+00:00,64.0,522.0,148.0,18.0,58.0,64.0,-6.0,-130.0,458.0,322.0
2026-01-06 21:00:00+00:00,64.0,527.0,165.0,18.0,80.0,64.0,16.0,-147.0,463.0,332.0
2026-01-06 22:00:00+00:00,64.0,498.0,150.0,18.0,80.0,64.0,16.0,-132.0,434.0,318.0
2026-01-06 23:00:00+00:00,32.0,631.0,72.0,120.0,0.0,41.0,-41.0,48.0,599.0,606.0
2026-01-07 00:00:00+00:00,32.0,631.0,72.0,115.0,0.0,36.0,-36.0,43.0,599.0,606.0
2026-01-07 01:00:00+00:00,32.0,631.0,74.0,115.0,2.0,36.0,-34.0,41.0,599.0,606.0
2026-01-07 02:00:00+00:00,32.0,631.0,79.0,115.0,7.0,36.0,-29.0,36.0,599.0,606.0
2026-01-07 03:00:00+00:00,32.0,631.0,79.0,115.0,7.0,36.0,-29.0,36.0,599.0,606.0
2026-01-07 04:00:00+00:00,32.0,631.0,78.0,98.0,6.0,36.0,-30.0,20.0,599.0,589.0
2026-01-07 05:00:00+00:00,42.0,595.0,103.0,13.0,4.0,36.0,-32.0,-90.0,553.0,431.0
2026-01-07 06:00:00+00:00,42.0,565.0,163.0,13.0,0.0,36.0,-36.0,-150.0,523.0,337.0
2026-01-07 07:00:00+00:00,42.0,567.0,163.0,13.0,0.0,36.0,-36.0,-150.0,525.0,339.0
2026-01-07 08:00:00+00:00,53.0,580.0,163.0,13.0,0.0,36.0,-36.0,-150.0,527.0,341.0
2026-01-07 09:00:00+00:00,67.0,602.0,163.0,13.0,0.0,36.0,-36.0,-150.0,535.0,349.0
2026-01-07 10:00:00+00:00,82.0,630.0,163.0,13.0,0.0,36.0,-36.0,-150.0,548.0,362.0
2026-01-07 11:00:00+00:00,67.0,631.0,163.0,13.0,11.0,36.0,-25.0,-150.0,564.0,389.0
2026-01-07 12:00:00+00:00,92.0,631.0,163.0,13.0,11.0,36.0,-25.0,-150.0,539.0,364.0
2026-01-07 13:00:00+00:00,67.0,631.0,163.0,13.0,11.0,36.0,-25.0,-150.0,564.0,389.0
2026-01-07 14:00:00+00:00,42.0,631.0,163.0,13.0,16.0,37.0,-21.0,-150.0,589.0,418.0
2026-01-07 15:00:00+00:00,42.0,631.0,163.0,13.0,16.0,37.0,-21.0,-150.0,589.0,418.0
2026-01-07 16:00:00+00:00,40.0,610.0,163.0,13.0,0.0,39.0,-39.0,-150.0,570.0,381.0
2026-01-07 17:00:00+00:00,42.0,609.0,163.0,13.0,0.0,37.0,-37.0,-150.0,567.0,380.0
2026-01-07 18:00:00+00:00,42.0,599.0,165.0,15.0,0.0,36.0,-36.0,-150.0,557.0,371.0
2026-01-07 19:00:00+00:00,32.0,558.0,163.0,13.0,0.0,46.0,-46.0,-150.0,526.0,330.0
2026-01-07 20:00:00+00:00,32.0,520.0,112.0,13.0,0.0,46.0,-46.0,-99.0,488.0,343.0
2026-01-07 21:00:00+00:00,52.0,520.0,112.0,89.0,0.0,57.0,-57.0,-23.0,468.0,388.0
2026-01-07 22:00:00+00:00,52.0,587.0,112.0,101.0,0.0,69.0,-69.0,-11.0,535.0,455.0
2026-01-07 23:00:00+00:00,75.0,546.0,37.0,68.0,17.0,36.0,-19.0,31.0,471.0,483.0
2026-01-08 00:00:00+00:00,75.0,561.0,55.0,68.0,20.0,36.0,-16.0,13.0,486.0,483.0
2026-01-08 01:00:00+00:00,75.0,561.0,46.0,68.0,13.0,36.0,-23.0,22.0,486.0,485.0
2026-01-08 02:00:00+00:00,75.0,561.0,33.0,68.0,0.0,36.0,-36.0,35.0,486.0,485.0
2026-01-08 03:00:00+00:00,75.0,533.0,27.0,83.0,7.0,36.0,-29.0,56.0,458.0,485.0
2026-01-08 04:00:00+00:00,75.0,552.0,24.0,68.0,0.0,36.0,-36.0,44.0,477.0,485.0
2026-01-08 05:00:00+00:00,53.0,581.0,110.0,13.0,0.0,36.0,-36.0,-97.0,528.0,395.0
2026-01-08 06:00:00+00:00,60.0,551.0,163.0,13.0,70.0,36.0,34.0,-150.0,491.0,375.0
2026-01-08 07:00:00+00:00,51.0,429.0,182.0,13.0,69.0,36.0,33.0,-169.0,378.0,242.0
2026-01-08 08:00:00+00:00,45.0,479.0,178.0,13.0,60.0,36.0,24.0,-165.0,434.0,293.0
2026-01-08 09:00:00+00:00,50.0,482.0,177.0,13.0,64.0,36.0,28.0,-164.0,432.0,296.0
2026-01-08 10:00:00+00:00,52.0,519.0,181.0,13.0,65.0,36.0,29.0,-168.0,467.0,328.0
2026-01-08 11:00:00+00:00,52.0,527.0,175.0,13.0,63.0,36.0,27.0,-162.0,475.0,340.0
2026-01-08 12:00:00+00:00,75.0,521.0,196.0,13.0,50.0,36.0,14.0,-183.0,446.0,277.0
2026-01-08 13:00:00+00:00,75.0,481.0,188.0,13.0,40.0,36.0,4.0,-175.0,406.0,235.0
2026-01-08 14:00:00+00:00,70.0,463.0,178.0,13.0,40.0,62.0,-22.0,-165.0,393.0,206.0
2026-01-08 15:00:00+00:00,70.0,440.0,198.0,13.0,40.0,62.0,-22.0,-185.0,370.0,163.0
2026-01-08 16:00:00+00:00,73.0,429.0,198.0,13.0,40.0,62.0,-22.0,-185.0,356.0,149.0
2026-01-08 17:00:00+00:00,73.0,429.0,200.0,13.0,42.0,62.0,-20.0,-187.0,356.0,149.0
2026-01-08 18:00:00+00:00,84.0,427.0,190.0,13.0,40.0,61.0,-21.0,-177.0,343.0,145.0
2026-01-08 19:00:00+00:00,88.0,405.0,185.0,13.0,40.0,36.0,4.0,-172.0,317.0,149.0
2026-01-08 20:00:00+00:00,88.0,406.0,145.0,13.0,0.0,36.0,-36.0,-132.0,318.0,150.0
2026-01-08 21:00:00+00:00,90.0,406.0,141.0,13.0,0.0,36.0,-36.0,-128.0,316.0,152.0
2026-01-08 22:00:00+00:00,131.0,398.0,145.0,75.0,0.0,43.0,-43.0,-70.0,267.0,154.0
2026-01-08 23:00:00+00:00,54.0,582.0,72.0,63.0,0.0,84.0,-84.0,-9.0,528.0,435.0
2026-01-09 00:00:00+00:00,31.0,567.0,70.0,68.0,0.0,61.0,-61.0,-2.0,536.0,473.0
2026-01-09 01:00:00+00:00,22.0,578.0,56.0,55.0,0.0,88.0,-88.0,-1.0,556.0,467.0
2026-01-09 02:00:00+00:00,22.0,583.0,71.0,63.0,0.0,94.0,-94.0,-8.0,561.0,459.0
2026-01-09 03:00:00+00:00,22.0,583.0,63.0,43.0,0.0,75.0,-75.0,-20.0,561.0,466.0
2026-01-09 04:00:00+00:00,22.0,583.0,63.0,43.0,0.0,76.0,-76.0,-20.0,561.0,465.0
2026-01-09 05:00:00+00:00,143.0,613.0,258.0,43.0,120.0,64.0,56.0,-215.0,470.0,311.0
2026-01-09 06:00:00+00:00,189.0,557.0,293.0,54.0,220.0,70.0,150.0,-239.0,368.0,279.0
2026-01-09 07:00:00+00:00,177.0,551.0,293.0,43.0,200.0,86.0,114.0,-250.0,374.0,238.0
2026-01-09 08:00:00+00:00,176.0,570.0,303.0,43.0,200.0,82.0,118.0,-260.0,394.0,252.0
2026-01-09 09:00:00+00:00,201.0,565.0,303.0,43.0,200.0,76.0,124.0,-260.0,364.0,228.0
2026-01-09 10:00:00+00:00,201.0,555.0,303.0,43.0,200.0,61.0,139.0,-260.0,354.0,233.0
2026-01-09 11:00:00+00:00,201.0,563.0,303.0,43.0,200.0,61.0,139.0,-260.0,362.0,241.0
2026-01-09 12:00:00+00:00,201.0,562.0,303.0,43.0,200.0,61.0,139.0,-260.0,361.0,240.0
2026-01-09 13:00:00+00:00,202.0,556.0,303.0,43.0,200.0,62.0,138.0,-260.0,354.0,232.0
2026-01-09 14:00:00+00:00,178.0,569.0,303.0,43.0,200.0,87.0,113.0,-260.0,391.0,244.0
2026-01-09 15:00:00+00:00,189.0,603.0,313.0,43.0,185.0,94.0,91.0,-270.0,414.0,235.0
2026-01-09 16:00:00+00:00,189.0,603.0,313.0,43.0,180.0,102.0,78.0,-270.0,414.0,222.0
2026-01-09 17:00:00+00:00,189.0,603.0,313.0,43.0,180.0,102.0,78.0,-270.0,414.0,222.0
2026-01-09 18:00:00+00:00,189.0,593.0,313.0,43.0,190.0,104.0,86.0,-270.0,404.0,220.0
2026-01-09 19:00:00+00:00,188.0,577.0,313.0,43.0,190.0,86.0,104.0,-270.0,389.0,223.0
2026-01-09 20:00:00+00:00,158.0,566.0,283.0,54.0,130.0,86.0,44.0,-229.0,408.0,223.0
2026-01-09 21:00:00+00:00,158.0,516.0,93.0,59.0,0.0,100.0,-100.0,-34.0,358.0,224.0
2026-01-09 22:00:00+00:00,143.0,522.0,83.0,60.0,0.0,101.0,-101.0,-23.0,379.0,255.0
2026-01-09 23:00:00+00:00,30.0,572.0,85.0,56.0,0.0,79.0,-79.0,-29.0,542.0,434.0
2026-01-10 00:00:00+00:00,11.0,584.0,119.0,56.0,0.0,79.0,-79.0,-63.0,573.0,431.0
2026-01-10 01:00:00+00:00,1.0,582.0,123.0,26.0,0.0,49.0,-49.0,-97.0,581.0,435.0
2026-01-10 02:00:00+00:00,1.0,582.0,126.0,13.0,3.0,36.0,-33.0,-113.0,581.0,435.0
2026-01-10 03:00:00+00:00,1.0,582.0,123.0,13.0,0.0,36.0,-36.0,-110.0,581.0,435.0
2026-01-10 04:00:00+00:00,1.0,582.0,140.0,13.0,9.0,36.0,-27.0,-127.0,581.0,427.0
2026-01-10 05:00:00+00:00,16.0,530.0,224.0,13.0,70.0,36.0,34.0,-211.0,514.0,337.0
2026-01-10 06:00:00+00:00,12.0,518.0,230.0,13.0,70.0,36.0,34.0,-217.0,506.0,323.0
2026-01-10 07:00:00+00:00,59.0,511.0,228.0,13.0,70.0,36.0,34.0,-215.0,452.0,271.0
2026-01-10 08:00:00+00:00,83.0,523.0,226.0,58.0,70.0,81.0,-11.0,-168.0,440.0,261.0
2026-01-10 09:00:00+00:00,98.0,521.0,226.0,57.0,70.0,80.0,-10.0,-169.0,423.0,244.0
2026-01-10 10:00:00+00:00,110.0,560.0,226.0,38.0,70.0,61.0,9.0,-188.0,450.0,271.0
2026-01-10 11:00:00+00:00,92.0,557.0,226.0,38.0,70.0,61.0,9.0,-188.0,465.0,286.0
2026-01-10 12:00:00+00:00,83.0,583.0,251.0,55.0,80.0,78.0,2.0,-196.0,500.0,306.0
2026-01-10 13:00:00+00:00,69.0,555.0,230.0,13.0,80.0,36.0,44.0,-217.0,486.0,313.0
2026-01-10 14:00:00+00:00,57.0,571.0,248.0,13.0,70.0,36.0,34.0,-235.0,514.0,313.0
2026-01-10 15:00:00+00:00,26.0,550.0,241.0,13.0,80.0,36.0,44.0,-228.0,524.0,340.0
2026-01-10 16:00:00+00:00,48.0,542.0,251.0,18.0,80.0,36.0,44.0,-233.0,494.0,305.0
2026-01-10 17:00:00+00:00,39.0,533.0,243.0,18.0,80.0,36.0,44.0,-225.0,494.0,313.0
2026-01-10 18:00:00+00:00,27.0,543.0,256.0,20.0,80.0,36.0,44.0,-236.0,516.0,324.0
