,BE_GB,GB_BE,NL_GB,GB_NL,FR_GB,GB_FR,GB_NO_2,NO_2_GB,GB_DK_1,DK_1_GB,GB_BE_net_export,GB_FR_net_export,GB_NL_net_export,GB_NO_2_net_export,GB_DK_1_net_export,Net Export
2026-01-01 19:00:00+00:00,843.0,0.0,1060.0,0.0,3363.0,0.0,0.0,1449.0,0.0,1000.0,-843.0,-3363.0,-1060.0,-1449.0,-1000.0,-7715.0
2026-01-01 20:00:00+00:00,782.0,0.0,1060.0,0.0,2779.0,0.0,0.0,1449.0,0.0,1000.0,-782.0,-2779.0,-1060.0,-1449.0,-1000.0,-7070.0
2026-01-01 21:00:00+00:00,522.0,119.0,917.0,0.0,1674.0,165.0,0.0,1154.4,0.0,1000.0,-403.0,-1509.0,-917.0,-1154.4,-1000.0,-4983.4
2026-01-01 22:00:00+00:00,136.0,367.0,783.0,0.0,1322.0,425.0,0.0,689.4,0.0,1000.0,231.0,-897.0,-783.0,-689.4,-1000.0,-3138.4
2026-01-01 23:00:00+00:00,55.0,59.0,914.0,0.0,1419.0,263.0,0.0,224.4,0.0,1000.0,4.0,-1156.0,-914.0,-224.4,-1000.0,-3290.4
2026-01-02 00:00:00+00:00,409.0,50.0,1058.0,0.0,1936.0,107.0,240.6,0.0,0.0,1000.0,-359.0,-1829.0,-1058.0,240.6,-1000.0,-4005.4
2026-01-02 01:00:00+00:00,342.0,50.0,1059.0,0.0,1902.0,121.0,705.6,0.0,0.0,1000.0,-292.0,-1781.0,-1059.0,705.6,-1000.0,-3426.4
2026-01-02 02:00:00+00:00,276.0,50.0,1059.0,0.0,1370.0,226.0,1035.0,0.0,0.0,1000.0,-226.0,-1144.0,-1059.0,1035.0,-1000.0,-2394.0
2026-01-02 03:00:00+00:00,255.0,50.0,1059.0,0.0,1075.0,525.0,1035.0,0.0,0.0,1000.0,-205.0,-550.0,-1059.0,1035.0,-1000.0,-1779.0
2026-01-02 04:00:00+00:00,299.0,50.0,821.0,0.0,848.0,884.0,876.0,0.0,0.0,806.0,-249.0,36.0,-821.0,876.0,-806.0,-964.0
2026-01-02 05:00:00+00:00,328.0,172.0,705.0,106.0,675.0,1279.0,411.0,0.0,0.0,687.0,-156.0,604.0,-599.0,411.0,-687.0,-427.0
2026-01-02 06:00:00+00:00,213.0,308.0,605.0,0.0,786.0,624.0,0.0,54.0,0.0,975.0,95.0,-162.0,-605.0,-54.0,-975.0,-1701.0
2026-01-02 07:00:00+00:00,188.0,225.0,705.0,0.0,1957.0,55.0,0.0,519.0,0.0,1000.0,37.0,-1902.0,-705.0,-519.0,-1000.0,-4089.0
2026-01-02 08:00:00+00:00,368.0,80.0,1030.0,0.0,3368.0,36.0,0.0,984.0,0.0,1000.0,-288.0,-3332.0,-1030.0,-984.0,-1000.0,-6634.0
2026-01-02 09:00:00+00:00,544.0,229.0,1060.0,0.0,3528.0,0.0,0.0,1449.0,0.0,1000.0,-315.0,-3528.0,-1060.0,-1449.0,-1000.0,-7352.0
2026-01-02 10:00:00+00:00,833.0,199.0,1060.0,0.0,3528.0,0.0,0.0,1449.0,0.0,1000.0,-634.0,-3528.0,-1060.0,-1449.0,-1000.0,-7671.0
2026-01-02 11:00:00+00:00,769.0,119.0,1060.0,0.0,3310.0,0.0,0.0,1449.0,0.0,1000.0,-650.0,-3310.0,-1060.0,-1449.0,-1000.0,-7469.0
2026-01-02 12:00:00+00:00,1032.0,0.0,1060.0,0.0,3377.0,0.0,0.0,1449.0,0.0,1000.0,-1032.0,-3377.0,-1060.0,-1449.0,-1000.0,-7918.0
2026-01-02 13:00:00+00:00,820.0,0.0,1060.0,0.0,3480.0,0.0,0.0,1449.0,0.0,1000.0,-820.0,-3480.0,-1060.0,-1449.0,-1000.0,-7809.0
2026-01-02 14:00:00+00:00,800.0,0.0,1060.0,0.0,3527.0,0.0,0.0,1449.0,0.0,1000.0,-800.0,-3527.0,-1060.0,-1449.0,-1000.0,-7836.0
2026-01-02 15:00:00+00:00,800.0,0.0,1060.0,0.0,3084.0,0.0,0.0,1449.0,0.0,1000.0,-800.0,-3084.0,-1060.0,-1449.0,-1000.0,-7393.0
2026-01-02 16:00:00+00:00,800.0,0.0,1030.0,0.0,3084.0,0.0,0.0,1449.0,0.0,1000.0,-800.0,-3084.0,-1030.0,-1449.0,-1000.0,-7363.0
2026-01-02 17:00:00+00:00,800.0,0.0,1060.0,0.0,3083.0,0.0,0.0,1449.0,0.0,1000.0,-800.0,-3083.0,-1060.0,-1449.0,-1000.0,-7392.0
2026-01-02 18:00:00+00:00,611.0,0.0,1060.0,0.0,3052.0,0.0,0.0,1449.0,0.0,1000.0,-611.0,-3052.0,-1060.0,-1449.0,-1000.0,-7172.0
2026-01-02 19:00:00+00:00,702.0,0.0,1060.0,0.0,2254.0,0.0,0.0,1449.0,0.0,1000.0,-702.0,-2254.0,-1060.0,-1449.0,-1000.0,-6465.0
2026-01-02 20:00:00+00:00,605.0,0.0,1060.0,0.0,2286.0,7.0,0.0,1449.0,0.0,1000.0,-605.0,-2279.0,-1060.0,-1449.0,-1000.0,-6393.0
2026-01-02 21:00:00+00:00,549.0,0.0,1015.0,0.0,1557.0,56.0,0.0,1449.0,0.0,950.0,-549.0,-1501.0,-1015.0,-1449.0,-950.0,-5464.0
2026-01-02 22:00:00+00:00,381.0,0.0,725.0,0.0,1206.0,58.0,0.0,1449.0,0.0,946.0,-381.0,-1148.0,-725.0,-1449.0,-946.0,-4649.0
2026-01-02 23:00:00+00:00,21.0,5.0,148.0,37.0,934.0,55.0,0.0,1449.0,0.0,579.0,-16.0,-879.0,-111.0,-1449.0,-579.0,-3034.0
2026-01-03 00:00:00+00:00,153.0,0.0,206.0,0.0,1079.0,0.0,0.0,1449.0,0.0,532.0,-153.0,-1079.0,-206.0,-1449.0,-532.0,-3419.0
2026-01-03 01:00:00+00:00,135.0,0.0,324.0,0.0,1178.0,0.0,0.0,1259.3,0.0,304.0,-135.0,-1178.0,-324.0,-1259.3,-304.0,-3200.3
2026-01-03 02:00:00+00:00,174.0,0.0,289.0,0.0,1168.0,18.0,0.0,978.7,0.0,206.0,-174.0,-1150.0,-289.0,-978.7,-206.0,-2797.7
2026-01-03 03:00:00+00:00,116.0,0.0,186.0,37.0,879.0,314.0,0.0,803.7,0.0,175.0,-116.0,-565.0,-149.0,-803.7,-175.0,-1808.7
2026-01-03 04:00:00+00:00,83.0,7.0,181.0,37.0,875.0,341.0,0.0,465.0,40.0,131.0,-76.0,-534.0,-144.0,-465.0,-91.0,-1310.0
2026-01-03 05:00:00+00:00,60.0,33.0,30.0,41.0,859.0,399.0,0.0,0.0,57.0,85.0,-27.0,-460.0,11.0,0.0,-28.0,-504.0
2026-01-03 06:00:00+00:00,60.0,165.0,133.0,60.0,959.0,550.0,0.0,275.2,11.0,70.0,105.0,-409.0,-73.0,-275.2,-59.0,-711.2
2026-01-03 07:00:00+00:00,266.0,142.0,371.0,60.0,1326.0,360.0,0.0,740.2,47.0,100.0,-124.0,-966.0,-311.0,-740.2,-53.0,-2194.2
2026-01-03 08:00:00+00:00,430.0,0.0,506.0,50.0,1350.0,225.0,0.0,927.8,0.0,182.0,-430.0,-1125.0,-456.0,-927.8,-182.0,-3120.8
2026-01-03 09:00:00+00:00,767.0,25.0,758.0,0.0,2256.0,0.0,0.0,1277.8,0.0,496.0,-742.0,-2256.0,-758.0,-1277.8,-496.0,-5529.8
2026-01-03 10:00:00+00:00,832.0,50.0,802.0,0.0,2220.0,0.0,0.0,1009.6,0.0,568.0,-782.0,-2220.0,-802.0,-1009.6,-568.0,-5381.6
2026-01-03 11:00:00+00:00,744.0,0.0,764.0,0.0,2019.0,0.0,0.0,897.8,0.0,366.0,-744.0,-2019.0,-764.0,-897.8,-366.0,-4790.8
2026-01-03 12:00:00+00:00,807.0,0.0,757.0,0.0,2241.0,0.0,0.0,759.7,0.0,390.0,-807.0,-2241.0,-757.0,-759.7,-390.0,-4954.7
2026-01-03 13:00:00+00:00,692.0,0.0,764.0,0.0,2464.0,110.0,0.0,629.2,0.0,381.0,-692.0,-2354.0,-764.0,-629.2,-381.0,-4820.2
2026-01-03 14:00:00+00:00,704.0,0.0,663.0,0.0,1919.0,104.0,0.0,790.9,0.0,272.0,-704.0,-1815.0,-663.0,-790.9,-272.0,-4244.9
2026-01-03 15:00:00+00:00,511.0,0.0,603.0,0.0,1790.0,37.0,0.0,742.9,0.0,360.0,-511.0,-1753.0,-603.0,-742.9,-360.0,-3969.9
2026-01-03 16:00:00+00:00,922.0,0.0,978.0,0.0,2336.0,0.0,0.0,1164.1,0.0,715.0,-922.0,-2336.0,-978.0,-1164.1,-715.0,-6115.1
2026-01-03 17:00:00+00:00,897.0,0.0,1042.0,0.0,2835.0,0.0,0.0,1297.0,0.0,814.0,-897.0,-2835.0,-1042.0,-1297.0,-814.0,-6885.0
2026-01-03 18:00:00+00:00,932.0,0.0,1061.0,0.0,3072.0,0.0,0.0,1449.0,0.0,1000.0,-932.0,-3072.0,-1061.0,-1449.0,-1000.0,-7514.0
2026-01-03 19:00:00+00:00,1012.0,0.0,1057.0,0.0,2715.0,0.0,0.0,1449.0,0.0,986.0,-1012.0,-2715.0,-1057.0,-1449.0,-986.0,-7219.0
2026-01-03 20:00:00+00:00,982.0,0.0,1061.0,0.0,2398.0,50.0,0.0,1449.0,0.0,995.0,-982.0,-2348.0,-1061.0,-1449.0,-995.0,-6835.0
2026-01-03 21:00:00+00:00,742.0,0.0,911.0,0.0,2398.0,127.0,0.0,1449.0,0.0,967.0,-742.0,-2271.0,-911.0,-1449.0,-967.0,-6340.0
2026-01-03 22:00:00+00:00,561.0,0.0,770.0,0.0,2309.0,127.0,0.0,1449.0,0.0,750.0,-561.0,-2182.0,-770.0,-1449.0,-750.0,-5712.0
2026-01-03 23:00:00+00:00,450.0,0.0,726.0,0.0,1707.0,0.0,0.0,1081.4,0.0,542.0,-450.0,-1707.0,-726.0,-1081.4,-542.0,-4506.4
2026-01-04 00:00:00+00:00,480.0,0.0,649.0,0.0,1718.0,12.0,0.0,1001.5,0.0,757.0,-480.0,-1706.0,-649.0,-1001.5,-757.0,-4593.5
2026-01-04 01:00:00+00:00,425.0,0.0,571.0,0.0,1778.0,9.0,0.0,1013.7,0.0,739.0,-425.0,-1769.0,-571.0,-1013.7,-739.0,-4517.7
2026-01-04 02:00:00+00:00,390.0,0.0,487.0,0.0,1890.0,36.0,0.0,1000.0,0.0,651.0,-390.0,-1854.0,-487.0,-1000.0,-651.0,-4382.0
2026-01-04 03:00:00+00:00,365.0,0.0,439.0,0.0,1523.0,45.0,0.0,1021.9,0.0,356.0,-365.0,-1478.0,-439.0,-1021.9,-356.0,-3659.9
2026-01-04 04:00:00+00:00,271.0,0.0,431.0,9.0,1233.0,54.0,0.0,859.5,0.0,234.0,-271.0,-1179.0,-422.0,-859.5,-234.0,-2965.5
2026-01-04 05:00:00+00:00,303.0,0.0,281.0,0.0,1044.0,57.0,0.0,789.7,0.0,173.0,-303.0,-987.0,-281.0,-789.7,-173.0,-2533.7
2026-01-04 06:00:00+00:00,231.0,0.0,257.0,0.0,978.0,110.0,0.0,873.8,0.0,203.0,-231.0,-868.0,-257.0,-873.8,-203.0,-2432.8
2026-01-04 07:00:00+00:00,4.0,0.0,31.0,5.0,783.0,506.0,0.0,408.8,19.0,0.0,-4.0,-277.0,-26.0,-408.8,19.0,-696.8
2026-01-04 08:00:00+00:00,194.0,0.0,150.0,0.0,972.0,15.0,0.0,844.0,0.0,28.0,-194.0,-957.0,-150.0,-844.0,-28.0,-2173.0
2026-01-04 09:00:00+00:00,326.0,0.0,530.0,0.0,2063.0,0.0,0.0,1309.0,0.0,164.0,-326.0,-2063.0,-530.0,-1309.0,-164.0,-4392.0
2026-01-04 10:00:00+00:00,602.0,0.0,890.0,0.0,2269.0,0.0,0.0,986.1,0.0,409.0,-602.0,-2269.0,-890.0,-986.1,-409.0,-5156.1
2026-01-04 11:00:00+00:00,730.0,0.0,912.0,0.0,2317.0,0.0,0.0,815.1,0.0,446.0,-730.0,-2317.0,-912.0,-815.1,-446.0,-5220.1
2026-01-04 12:00:00+00:00,820.0,0.0,817.0,0.0,2777.0,0.0,0.0,859.5,0.0,555.0,-820.0,-2777.0,-817.0,-859.5,-555.0,-5828.5
2026-01-04 13:00:00+00:00,563.0,0.0,570.0,0.0,2745.0,0.0,0.0,459.2,0.0,221.0,-563.0,-2745.0,-570.0,-459.2,-221.0,-4558.2
2026-01-04 14:00:00+00:00,269.0,60.0,138.0,60.0,1686.0,55.0,0.0,7.1,69.0,135.0,-209.0,-1631.0,-78.0,-7.1,-66.0,-1991.1
2026-01-04 15:00:00+00:00,25.0,210.0,0.0,180.0,997.0,313.0,0.0,0.0,176.0,0.0,185.0,-684.0,180.0,0.0,176.0,-143.0
2026-01-04 16:00:00+00:00,42.0,75.0,0.0,63.0,835.0,143.0,0.0,47.2,0.0,0.0,33.0,-692.0,63.0,-47.2,0.0,-643.2
2026-01-04 17:00:00+00:00,69.0,75.0,0.0,62.0,820.0,156.0,0.0,332.0,2.0,0.0,6.0,-664.0,62.0,-332.0,2.0,-926.0
2026-01-04 18:00:00+00:00,74.0,56.0,0.0,43.0,693.0,255.0,0.0,422.4,57.0,0.0,-18.0,-438.0,43.0,-422.4,57.0,-778.4
2026-01-04 19:00:00+00:00,74.0,131.0,0.0,87.0,798.0,819.0,0.0,465.0,35.0,13.0,57.0,21.0,87.0,-465.0,22.0,-278.0
2026-01-04 20:00:00+00:00,69.0,183.0,0.0,112.0,763.0,950.0,0.0,0.0,121.0,0.0,114.0,187.0,112.0,0.0,121.0,534.0
2026-01-04 21:00:00+00:00,73.0,339.0,20.0,240.0,763.0,1262.0,0.0,0.0,213.0,0.0,266.0,499.0,220.0,0.0,213.0,1198.0
2026-01-04 22:00:00+00:00,54.0,304.0,21.0,284.0,689.0,1533.0,0.0,0.0,229.0,13.0,250.0,844.0,263.0,0.0,216.0,1573.0
2026-01-04 23:00:00+00:00,24.0,282.0,10.0,489.0,206.0,932.0,0.0,17.0,480.0,0.0,258.0,726.0,479.0,-17.0,480.0,1926.0
2026-01-05 00:00:00+00:00,33.0,267.0,9.0,530.0,207.0,797.0,0.0,175.7,430.0,0.0,234.0,590.0,521.0,-175.7,430.0,1599.3
2026-01-05 01:00:00+00:00,82.0,367.0,29.0,596.0,227.0,867.0,0.0,111.0,456.0,0.0,285.0,640.0,567.0,-111.0,456.0,1837.0
2026-01-05 02:00:00+00:00,55.0,141.0,0.0,590.0,227.0,877.0,0.0,0.0,484.0,0.0,86.0,650.0,590.0,0.0,484.0,1810.0
2026-01-05 03:00:00+00:00,63.0,155.0,0.0,557.0,207.0,1118.0,0.0,0.0,550.0,0.0,92.0,911.0,557.0,0.0,550.0,2110.0
2026-01-05 04:00:00+00:00,4.0,255.0,0.0,704.0,206.0,2125.0,419.5,0.0,597.0,0.0,251.0,1919.0,704.0,419.5,597.0,3890.5
2026-01-05 05:00:00+00:00,4.0,953.0,0.0,976.0,206.0,3400.0,884.5,0.0,1050.0,0.0,949.0,3194.0,976.0,884.5,1050.0,7053.5
2026-01-05 06:00:00+00:00,4.0,1016.0,0.0,1058.0,206.0,3733.0,915.1,0.0,1025.0,0.0,1012.0,3527.0,1058.0,915.1,1025.0,7537.1
2026-01-05 07:00:00+00:00,4.0,1016.0,0.0,1000.0,206.0,3582.0,480.3,0.0,1025.0,0.0,1012.0,3376.0,1000.0,480.3,1025.0,6893.3
2026-01-05 08:00:00+00:00,9.0,547.0,0.0,788.0,221.0,2388.0,15.3,0.0,799.0,0.0,538.0,2167.0,788.0,15.3,799.0,4307.3
2026-01-05 09:00:00+00:00,101.0,243.0,40.0,462.0,499.0,1019.0,0.0,117.7,356.0,0.0,142.0,520.0,422.0,-117.7,356.0,1322.3
2026-01-05 10:00:00+00:00,44.0,323.0,40.0,474.0,351.0,881.0,0.0,267.5,339.0,0.0,279.0,530.0,434.0,-267.5,339.0,1314.5
2026-01-05 11:00:00+00:00,30.0,339.0,0.0,566.0,439.0,1330.0,0.0,174.7,447.0,0.0,309.0,891.0,566.0,-174.7,447.0,2038.3
2026-01-05 12:00:00+00:00,56.0,563.0,98.0,785.0,791.0,971.0,0.0,0.0,662.0,0.0,507.0,180.0,687.0,0.0,662.0,2036.0
2026-01-05 13:00:00+00:00,44.0,443.0,0.0,931.0,1106.0,260.0,0.0,0.0,965.0,0.0,399.0,-846.0,931.0,0.0,965.0,1449.0
2026-01-05 14:00:00+00:00,4.0,334.0,0.0,938.0,1196.0,40.0,0.0,0.0,1006.0,0.0,330.0,-1156.0,938.0,0.0,1006.0,1118.0
2026-01-05 15:00:00+00:00,46.0,555.0,0.0,866.0,1931.0,304.0,0.0,465.0,857.0,0.0,509.0,-1627.0,866.0,-465.0,857.0,140.0
2026-01-05 16:00:00+00:00,229.0,596.0,0.0,862.0,1816.0,680.0,0.0,930.0,766.0,0.0,367.0,-1136.0,862.0,-930.0,766.0,-71.0
2026-01-05 17:00:00+00:00,229.0,312.0,52.0,898.0,1616.0,1149.0,0.0,1395.0,473.0,135.0,83.0,-467.0,846.0,-1395.0,338.0,-595.0
2026-01-05 18:00:00+00:00,474.0,209.0,260.0,377.0,1502.0,167.0,0.0,1310.3,263.0,311.0,-265.0,-1335.0,117.0,-1310.3,-48.0,-2841.3
2026-01-05 19:00:00+00:00,574.0,0.0,481.0,0.0,2005.0,0.0,0.0,1176.1,0.0,599.0,-574.0,-2005.0,-481.0,-1176.1,-599.0,-4835.1
2026-01-05 20:00:00+00:00,407.0,0.0,292.0,377.0,1719.0,0.0,0.0,730.3,265.0,269.0,-407.0,-1719.0,85.0,-730.3,-4.0,-2775.3
2026-01-05 21:00:00+00:00,122.0,7.0,122.0,377.0,1010.0,306.0,0.0,265.3,322.0,0.0,-115.0,-704.0,255.0,-265.3,322.0,-507.29999999999995
2026-01-05 22:00:00+00:00,4.0,144.0,0.0,595.0,356.0,823.0,0.0,0.0,555.0,0.0,140.0,467.0,595.0,0.0,555.0,1757.0
2026-01-05 23:00:00+00:00,60.0,353.0,0.0,388.0,206.0,1313.0,0.0,0.0,324.0,0.0,293.0,1107.0,388.0,0.0,324.0,2112.0
2026-01-06 00:00:00+00:00,66.0,289.0,0.0,436.0,206.0,765.0,0.0,0.0,277.0,0.0,223.0,559.0,436.0,0.0,277.0,1495.0
2026-01-06 01:00:00+00:00,63.0,464.0,0.0,444.0,206.0,737.0,0.0,0.0,329.0,0.0,401.0,531.0,444.0,0.0,329.0,1705.0
2026-01-06 02:00:00+00:00,54.0,514.0,0.0,480.0,206.0,866.0,0.0,0.0,413.0,0.0,460.0,660.0,480.0,0.0,413.0,2013.0
2026-01-06 03:00:00+00:00,55.0,523.0,0.0,555.0,206.0,1043.0,192.5,0.0,567.0,0.0,468.0,837.0,555.0,192.5,567.0,2619.5
2026-01-06 04:00:00+00:00,0.0,856.0,0.0,881.0,206.0,1794.0,657.5,0.0,826.0,0.0,856.0,1588.0,881.0,657.5,826.0,4808.5
2026-01-06 05:00:00+00:00,0.0,987.0,0.0,1006.0,206.0,3185.0,1122.5,0.0,1085.0,0.0,987.0,2979.0,1006.0,1122.5,1085.0,7179.5
2026-01-06 06:00:00+00:00,0.0,952.0,0.0,1016.0,206.0,2676.0,1395.0,0.0,1055.0,0.0,952.0,2470.0,1016.0,1395.0,1055.0,6888.0
2026-01-06 07:00:00+00:00,54.0,796.0,0.0,1006.0,1202.0,1807.0,930.0,0.0,828.0,0.0,742.0,605.0,1006.0,930.0,828.0,4111.0
2026-01-06 08:00:00+00:00,4.0,664.0,100.0,892.0,531.0,1037.0,465.0,0.0,640.0,0.0,660.0,506.0,792.0,465.0,640.0,3063.0
2026-01-06 09:00:00+00:00,157.0,589.0,87.0,656.0,1006.0,585.0,0.0,0.0,529.0,5.0,432.0,-421.0,569.0,0.0,524.0,1104.0
2026-01-06 10:00:00+00:00,281.0,657.0,233.0,726.0,1004.0,657.0,0.0,0.0,579.0,8.0,376.0,-347.0,493.0,0.0,571.0,1093.0
2026-01-06 11:00:00+00:00,161.0,558.0,152.0,697.0,793.0,620.0,0.0,0.0,605.0,0.0,397.0,-173.0,545.0,0.0,605.0,1374.0
2026-01-06 12:00:00+00:00,97.0,295.0,75.0,369.0,953.0,432.0,0.0,0.0,610.0,0.0,198.0,-521.0,294.0,0.0,610.0,581.0
2026-01-06 13:00:00+00:00,70.0,407.0,0.0,399.0,658.0,436.0,141.7,0.0,706.0,0.0,337.0,-222.0,399.0,141.7,706.0,1361.7
2026-01-06 14:00:00+00:00,64.0,454.0,0.0,512.0,486.0,431.0,339.1,0.0,668.0,0.0,390.0,-55.0,512.0,339.1,668.0,1854.1
2026-01-06 15:00:00+00:00,69.0,327.0,0.0,853.0,442.0,447.0,369.4,0.0,428.0,0.0,258.0,5.0,853.0,369.4,428.0,1913.4
2026-01-06 16:00:00+00:00,89.0,193.0,0.0,484.0,518.0,1146.0,0.0,0.0,202.0,5.0,104.0,628.0,484.0,0.0,197.0,1413.0
2026-01-06 17:00:00+00:00,121.0,253.0,77.0,185.0,435.0,1591.0,3.1,0.0,137.0,5.0,132.0,1156.0,108.0,3.1,132.0,1531.1
2026-01-06 18:00:00+00:00,139.0,223.0,161.0,105.0,475.0,2130.0,14.7,0.0,169.0,10.0,84.0,1655.0,-56.0,14.7,159.0,1856.7
2026-01-06 19:00:00+00:00,78.0,258.0,74.0,246.0,274.0,2261.0,418.9,0.0,229.0,10.0,180.0,1987.0,172.0,418.9,219.0,2976.9
2026-01-06 20:00:00+00:00,165.0,584.0,200.0,105.0,291.0,2672.0,0.0,0.0,179.0,5.0,419.0,2381.0,-95.0,0.0,174.0,2879.0
2026-01-06 21:00:00+00:00,103.0,597.0,230.0,24.0,226.0,2248.0,0.0,0.0,179.0,5.0,494.0,2022.0,-206.0,0.0,174.0,2484.0
2026-01-06 22:00:00+00:00,47.0,664.0,385.0,0.0,206.0,2311.0,4.1,0.0,213.0,0.0,617.0,2105.0,-385.0,4.1,213.0,2554.1
2026-01-06 23:00:00+00:00,0.0,218.0,203.0,0.0,181.0,1097.0,0.0,460.9,154.0,142.0,218.0,916.0,-203.0,-460.9,12.0,482.1
2026-01-07 00:00:00+00:00,0.0,113.0,199.0,0.0,128.0,829.0,0.0,793.5,124.0,185.0,113.0,701.0,-199.0,-793.5,-61.0,-239.5
2026-01-07 01:00:00+00:00,50.0,107.0,211.0,0.0,213.0,630.0,0.0,719.7,25.0,199.0,57.0,417.0,-211.0,-719.7,-174.0,-630.7
2026-01-07 02:00:00+00:00,190.0,115.0,228.0,0.0,308.0,608.0,0.0,896.7,25.0,216.0,-75.0,300.0,-228.0,-896.7,-191.0,-1090.7
2026-01-07 03:00:00+00:00,135.0,100.0,189.0,0.0,252.0,750.0,0.0,433.3,25.0,172.0,-35.0,498.0,-189.0,-433.3,-147.0,-306.3
2026-01-07 04:00:00+00:00,70.0,116.0,338.0,0.0,181.0,1119.0,0.0,36.8,50.0,155.0,46.0,938.0,-338.0,-36.8,-105.0,504.20000000000005
2026-01-07 05:00:00+00:00,0.0,628.0,186.0,11.0,110.0,2276.0,0.0,333.6,202.0,100.0,628.0,2166.0,-175.0,-333.6,102.0,2387.4
2026-01-07 06:00:00+00:00,0.0,729.0,220.0,133.0,110.0,2964.0,0.0,0.0,153.0,100.0,729.0,2854.0,-87.0,0.0,53.0,3549.0
2026-01-07 07:00:00+00:00,0.0,747.0,5.0,174.0,110.0,2334.0,465.0,0.0,449.0,100.0,747.0,2224.0,169.0,465.0,349.0,3954.0
2026-01-07 08:00:00+00:00,0.0,633.0,60.0,96.0,116.0,2041.0,0.0,0.0,80.0,184.0,633.0,1925.0,36.0,0.0,-104.0,2490.0
2026-01-07 09:00:00+00:00,37.0,394.0,219.0,0.0,228.0,1623.0,0.0,161.0,66.0,463.0,357.0,1395.0,-219.0,-161.0,-397.0,975.0
