,NO_2_NO_1,NO_1_NO_2,SE_3_NO_1,NO_1_SE_3,NO_1_NO_3,NO_3_NO_1,NO_1_NO_5,NO_5_NO_1,NO_1_NO_2_net_export,NO_1_NO_3_net_export,NO_1_NO_5_net_export,NO_1_SE_3_net_export,Net Export
2026-02-11 13:00:00+00:00,3144.175,0.0,0.0,1420.75,0.0,0.0,0.0,2789.5,-3144.175,0.0,-2789.5,1420.75,-4512.925
2026-02-11 14:00:00+00:00,3141.6,0.0,0.0,1578.5,0.0,0.0,0.0,2968.925,-3141.6,0.0,-2968.925,1578.5,-4532.025
2026-02-11 15:00:00+00:00,3194.375,0.0,0.0,1592.75,0.0,0.0,0.0,3048.4,-3194.375,0.0,-3048.4,1592.75,-4650.025
2026-02-11 16:00:00+00:00,3191.925,0.0,0.0,1647.25,0.0,0.0,0.0,3142.3,-3191.925,0.0,-3142.3,1647.25,-4686.975
2026-02-11 17:00:00+00:00,3194.15,0.0,0.0,1664.5,0.0,0.0,0.0,3110.15,-3194.15,0.0,-3110.15,1664.5,-4639.8
2026-02-11 18:00:00+00:00,3237.95,0.0,0.0,1571.25,0.0,0.0,0.0,2967.475,-3237.95,0.0,-2967.475,1571.25,-4634.174999999999
2026-02-11 19:00:00+00:00,3256.35,0.0,0.0,1361.25,0.0,0.0,0.0,2696.8,-3256.35,0.0,-2696.8,1361.25,-4591.9
2026-02-11 20:00:00+00:00,3364.15,0.0,0.0,1025.75,0.0,0.0,0.0,2413.175,-3364.15,0.0,-2413.175,1025.75,-4751.575000000001
2026-02-11 21:00:00+00:00,3427.075,0.0,0.0,728.5,0.0,0.0,0.0,1900.525,-3427.075,0.0,-1900.525,728.5,-4599.1
2026-02-11 22:00:00+00:00,3402.9,0.0,0.0,94.0,0.0,92.525,0.0,1121.825,-3402.9,-92.525,-1121.825,94.0,-4523.25
2026-02-11 23:00:00+00:00,3244.825,0.0,0.0,452.25,0.0,0.0,0.0,1611.8,-3244.825,0.0,-1611.8,452.25,-4404.375
2026-02-12 00:00:00+00:00,3351.55,0.0,0.0,156.5,0.0,0.0,0.0,1075.025,-3351.55,0.0,-1075.025,156.5,-4270.075000000001
2026-02-12 01:00:00+00:00,3371.125,0.0,0.0,22.5,0.0,0.0,0.0,856.525,-3371.125,0.0,-856.525,22.5,-4205.15
2026-02-12 02:00:00+00:00,3311.35,0.0,0.0,0.0,0.0,0.0,0.0,906.675,-3311.35,0.0,-906.675,0.0,-4218.025
2026-02-12 03:00:00+00:00,3369.8,0.0,0.0,0.0,0.0,0.0,0.0,909.45,-3369.8,0.0,-909.45,0.0,-4279.25
2026-02-12 04:00:00+00:00,3259.575,0.0,0.0,21.5,0.0,0.0,0.0,1141.975,-3259.575,0.0,-1141.975,21.5,-4380.049999999999
2026-02-12 05:00:00+00:00,2961.25,0.0,0.0,527.5,0.0,0.0,0.0,2304.725,-2961.25,0.0,-2304.725,527.5,-4738.475
2026-02-12 06:00:00+00:00,3248.425,0.0,0.0,1083.0,0.0,0.0,0.0,2667.175,-3248.425,0.0,-2667.175,1083.0,-4832.6
2026-02-12 07:00:00+00:00,3236.675,0.0,0.0,802.5,0.0,0.0,0.0,2539.925,-3236.675,0.0,-2539.925,802.5,-4974.1
2026-02-12 08:00:00+00:00,3289.35,0.0,0.0,725.0,0.0,0.0,0.0,2440.275,-3289.35,0.0,-2440.275,725.0,-5004.625
2026-02-12 09:00:00+00:00,3287.1,0.0,0.0,929.5,0.0,0.0,0.0,2578.35,-3287.1,0.0,-2578.35,929.5,-4935.95
2026-02-12 10:00:00+00:00,3281.45,0.0,0.0,943.0,0.0,0.0,0.0,2485.15,-3281.45,0.0,-2485.15,943.0,-4823.6
2026-02-12 11:00:00+00:00,3280.05,0.0,0.0,989.25,0.0,0.0,0.0,2416.875,-3280.05,0.0,-2416.875,989.25,-4707.675
2026-02-12 12:00:00+00:00,3251.3,0.0,0.0,1180.0,0.0,0.0,0.0,2461.4,-3251.3,0.0,-2461.4,1180.0,-4532.700000000001
2026-02-12 13:00:00+00:00,3254.525,0.0,0.0,1326.75,0.0,0.0,0.0,2536.95,-3254.525,0.0,-2536.95,1326.75,-4464.725
2026-02-12 14:00:00+00:00,3173.35,0.0,0.0,1489.75,0.0,0.0,0.0,2852.075,-3173.35,0.0,-2852.075,1489.75,-4535.674999999999
2026-02-12 15:00:00+00:00,3180.925,0.0,0.0,1211.0,0.0,0.0,0.0,2839.325,-3180.925,0.0,-2839.325,1211.0,-4809.25
2026-02-12 16:00:00+00:00,3174.325,0.0,0.0,1023.0,0.0,0.0,0.0,2730.8,-3174.325,0.0,-2730.8,1023.0,-4882.125
2026-02-12 17:00:00+00:00,3166.525,0.0,0.0,935.5,0.0,0.0,0.0,2688.125,-3166.525,0.0,-2688.125,935.5,-4919.15
2026-02-12 18:00:00+00:00,3199.475,0.0,0.0,981.0,0.0,0.0,0.0,2740.5,-3199.475,0.0,-2740.5,981.0,-4958.975
2026-02-12 19:00:00+00:00,3246.7,0.0,0.0,941.25,0.0,0.0,0.0,2629.975,-3246.7,0.0,-2629.975,941.25,-4935.424999999999
2026-02-12 20:00:00+00:00,3375.125,0.0,0.0,114.5,0.0,0.0,0.0,1915.725,-3375.125,0.0,-1915.725,114.5,-5176.35
2026-02-12 21:00:00+00:00,3264.375,0.0,0.0,0.0,0.0,132.6,0.0,1678.6,-3264.375,-132.6,-1678.6,0.0,-5075.575
2026-02-12 22:00:00+00:00,3344.2,0.0,0.0,0.0,0.0,345.225,0.0,1318.425,-3344.2,-345.225,-1318.425,0.0,-5007.849999999999
2026-02-12 23:00:00+00:00,3407.425,0.0,0.0,0.0,0.0,0.0,0.0,1130.725,-3407.425,0.0,-1130.725,0.0,-4538.15
2026-02-13 00:00:00+00:00,3395.175,0.0,0.0,0.0,0.0,0.0,0.0,974.525,-3395.175,0.0,-974.525,0.0,-4369.7
2026-02-13 01:00:00+00:00,3417.375,0.0,0.0,0.0,0.0,0.0,0.0,894.575,-3417.375,0.0,-894.575,0.0,-4311.95
2026-02-13 02:00:00+00:00,3425.55,0.0,0.0,0.0,0.0,0.0,0.0,862.1,-3425.55,0.0,-862.1,0.0,-4287.650000000001
2026-02-13 03:00:00+00:00,3365.65,0.0,0.0,0.0,0.0,0.0,0.0,961.725,-3365.65,0.0,-961.725,0.0,-4327.375
2026-02-13 04:00:00+00:00,3299.3,0.0,0.0,150.75,0.0,0.0,0.0,1269.475,-3299.3,0.0,-1269.475,150.75,-4418.025
2026-02-13 05:00:00+00:00,3098.95,0.0,0.0,521.75,0.0,0.0,0.0,2259.35,-3098.95,0.0,-2259.35,521.75,-4836.549999999999
2026-02-13 06:00:00+00:00,3283.075,0.0,0.0,712.5,0.0,0.0,0.0,2436.225,-3283.075,0.0,-2436.225,712.5,-5006.799999999999
2026-02-13 07:00:00+00:00,3233.05,0.0,0.0,556.5,0.0,0.0,0.0,2441.75,-3233.05,0.0,-2441.75,556.5,-5118.3
2026-02-13 08:00:00+00:00,3243.575,0.0,0.0,422.75,0.0,0.0,0.0,2325.25,-3243.575,0.0,-2325.25,422.75,-5146.075
2026-02-13 09:00:00+00:00,3236.95,0.0,0.0,431.5,0.0,0.0,0.0,2279.925,-3236.95,0.0,-2279.925,431.5,-5085.375
2026-02-13 10:00:00+00:00,3279.15,0.0,0.0,638.25,0.0,0.0,0.0,2372.325,-3279.15,0.0,-2372.325,638.25,-5013.225
2026-02-13 11:00:00+00:00,3287.4,0.0,0.0,680.0,0.0,0.0,0.0,2339.4,-3287.4,0.0,-2339.4,680.0,-4946.8
2026-02-13 12:00:00+00:00,3270.675,0.0,0.0,761.75,0.0,0.0,0.0,2308.975,-3270.675,0.0,-2308.975,761.75,-4817.9
2026-02-13 13:00:00+00:00,3244.8,0.0,0.0,934.5,0.0,0.0,0.0,2439.3,-3244.8,0.0,-2439.3,934.5,-4749.6
2026-02-13 14:00:00+00:00,3235.325,0.0,0.0,991.75,0.0,0.0,0.0,2489.175,-3235.325,0.0,-2489.175,991.75,-4732.75
2026-02-13 15:00:00+00:00,3214.225,0.0,0.0,1105.25,0.0,0.0,0.0,2668.375,-3214.225,0.0,-2668.375,1105.25,-4777.35
2026-02-13 16:00:00+00:00,3243.25,0.0,0.0,975.0,0.0,0.0,0.0,2622.625,-3243.25,0.0,-2622.625,975.0,-4890.875
2026-02-13 17:00:00+00:00,3237.875,0.0,0.0,872.75,0.0,0.0,0.0,2523.075,-3237.875,0.0,-2523.075,872.75,-4888.2
2026-02-13 18:00:00+00:00,3210.85,0.0,0.0,718.5,0.0,0.0,0.0,2393.45,-3210.85,0.0,-2393.45,718.5,-4885.799999999999
2026-02-13 19:00:00+00:00,3222.675,0.0,0.0,771.25,0.0,0.0,0.0,2350.125,-3222.675,0.0,-2350.125,771.25,-4801.55
2026-02-13 20:00:00+00:00,3204.175,0.0,0.0,758.25,0.0,0.0,0.0,2220.625,-3204.175,0.0,-2220.625,758.25,-4666.55
2026-02-13 21:00:00+00:00,3033.075,0.0,0.0,338.25,0.0,0.0,0.0,2065.025,-3033.075,0.0,-2065.025,338.25,-4759.85
2026-02-13 22:00:00+00:00,3120.1,0.0,0.0,230.0,0.0,0.0,0.0,1815.775,-3120.1,0.0,-1815.775,230.0,-4705.875
2026-02-13 23:00:00+00:00,3788.725,0.0,0.0,1077.5,0.0,0.0,0.0,1689.55,-3788.725,0.0,-1689.55,1077.5,-4400.775
2026-02-14 00:00:00+00:00,3902.825,0.0,0.0,1263.0,0.0,0.0,0.0,1615.425,-3902.825,0.0,-1615.425,1263.0,-4255.25
2026-02-14 01:00:00+00:00,3933.3,0.0,0.0,1268.75,0.0,0.0,0.0,1537.3,-3933.3,0.0,-1537.3,1268.75,-4201.85
2026-02-14 02:00:00+00:00,3983.7,0.0,0.0,1180.5,0.0,0.0,0.0,1444.85,-3983.7,0.0,-1444.85,1180.5,-4248.049999999999
2026-02-14 03:00:00+00:00,3969.325,0.0,0.0,1077.0,0.0,0.0,0.0,1381.675,-3969.325,0.0,-1381.675,1077.0,-4274.0
2026-02-14 04:00:00+00:00,3932.25,0.0,0.0,862.0,0.0,0.0,0.0,1172.325,-3932.25,0.0,-1172.325,862.0,-4242.575
2026-02-14 05:00:00+00:00,3903.8,0.0,0.0,953.5,0.0,0.0,0.0,1512.15,-3903.8,0.0,-1512.15,953.5,-4462.450000000001
2026-02-14 06:00:00+00:00,3791.85,0.0,0.0,1367.75,0.0,0.0,0.0,2201.45,-3791.85,0.0,-2201.45,1367.75,-4625.549999999999
2026-02-14 07:00:00+00:00,3716.85,0.0,0.0,1613.0,0.0,0.0,0.0,2676.175,-3716.85,0.0,-2676.175,1613.0,-4780.025
2026-02-14 08:00:00+00:00,3612.275,0.0,0.0,1652.25,0.0,0.0,0.0,2775.0,-3612.275,0.0,-2775.0,1652.25,-4735.025
2026-02-14 09:00:00+00:00,3611.6,0.0,0.0,1438.25,0.0,0.0,0.0,2757.95,-3611.6,0.0,-2757.95,1438.25,-4931.299999999999
2026-02-14 10:00:00+00:00,3780.825,0.0,0.0,1309.5,0.0,0.0,0.0,2458.25,-3780.825,0.0,-2458.25,1309.5,-4929.575
2026-02-14 11:00:00+00:00,3836.35,0.0,0.0,992.25,0.0,0.0,0.0,1997.85,-3836.35,0.0,-1997.85,992.25,-4841.95
2026-02-14 12:00:00+00:00,3965.675,0.0,0.0,841.0,0.0,0.0,0.0,1666.4,-3965.675,0.0,-1666.4,841.0,-4791.075000000001
2026-02-14 13:00:00+00:00,3977.275,0.0,0.0,957.25,0.0,0.0,0.0,1695.225,-3977.275,0.0,-1695.225,957.25,-4715.25
2026-02-14 14:00:00+00:00,3703.95,0.0,0.0,1338.75,0.0,0.0,0.0,2275.5,-3703.95,0.0,-2275.5,1338.75,-4640.7
2026-02-14 15:00:00+00:00,3268.35,0.0,0.0,1732.0,0.0,0.0,0.0,3094.1,-3268.35,0.0,-3094.1,1732.0,-4630.45
2026-02-14 16:00:00+00:00,3221.675,0.0,0.0,1852.25,0.0,0.0,0.0,3274.05,-3221.675,0.0,-3274.05,1852.25,-4643.475
2026-02-14 17:00:00+00:00,3287.1,0.0,0.0,1889.25,0.0,0.0,0.0,3223.025,-3287.1,0.0,-3223.025,1889.25,-4620.875
2026-02-14 18:00:00+00:00,3351.775,0.0,0.0,1795.5,0.0,0.0,0.0,3069.55,-3351.775,0.0,-3069.55,1795.5,-4625.825000000001
2026-02-14 19:00:00+00:00,3228.475,0.0,0.0,1704.0,0.0,0.0,0.0,3105.05,-3228.475,0.0,-3105.05,1704.0,-4629.525
2026-02-14 20:00:00+00:00,3431.825,0.0,0.0,1630.5,0.0,0.0,0.0,2781.05,-3431.825,0.0,-2781.05,1630.5,-4582.375
2026-02-14 21:00:00+00:00,3550.75,0.0,0.0,1573.75,0.0,0.0,0.0,2533.95,-3550.75,0.0,-2533.95,1573.75,-4510.95
2026-02-14 22:00:00+00:00,3833.5,0.0,0.0,968.75,0.0,0.0,0.0,1614.425,-3833.5,0.0,-1614.425,968.75,-4479.175
2026-02-14 23:00:00+00:00,3641.85,0.0,0.0,1209.0,0.0,0.0,0.0,1937.95,-3641.85,0.0,-1937.95,1209.0,-4370.8
2026-02-15 00:00:00+00:00,3757.275,0.0,0.0,1070.0,0.0,0.0,0.0,1630.175,-3757.275,0.0,-1630.175,1070.0,-4317.45
2026-02-15 01:00:00+00:00,3754.475,0.0,0.0,1012.25,0.0,0.0,0.0,1516.1,-3754.475,0.0,-1516.1,1012.25,-4258.325
2026-02-15 02:00:00+00:00,3674.825,0.0,0.0,792.25,0.0,0.0,0.0,1349.375,-3674.825,0.0,-1349.375,792.25,-4231.95
2026-02-15 03:00:00+00:00,3487.25,0.0,0.0,551.25,0.0,0.0,0.0,1338.7,-3487.25,0.0,-1338.7,551.25,-4274.7
2026-02-15 04:00:00+00:00,3049.45,0.0,0.0,134.0,0.0,22.825,0.0,1363.15,-3049.45,-22.825,-1363.15,134.0,-4301.424999999999
2026-02-15 05:00:00+00:00,3193.525,0.0,0.0,222.75,0.0,45.9,0.0,1349.425,-3193.525,-45.9,-1349.425,222.75,-4366.1
2026-02-15 06:00:00+00:00,3618.475,0.0,0.0,594.75,0.0,0.0,0.0,1365.45,-3618.475,0.0,-1365.45,594.75,-4389.175
2026-02-15 07:00:00+00:00,3570.4,0.0,0.0,417.25,0.0,0.0,0.0,1357.3,-3570.4,0.0,-1357.3,417.25,-4510.45
2026-02-15 08:00:00+00:00,3464.75,0.0,0.0,77.75,0.0,207.325,0.0,1117.875,-3464.75,-207.325,-1117.875,77.75,-4712.2
2026-02-15 09:00:00+00:00,3083.25,0.0,0.0,0.0,0.0,831.9,0.0,990.85,-3083.25,-831.9,-990.85,0.0,-4906.0
2026-02-15 10:00:00+00:00,2614.075,0.0,0.0,0.0,0.0,1284.35,0.0,1055.375,-2614.075,-1284.35,-1055.375,0.0,-4953.799999999999
2026-02-15 11:00:00+00:00,2163.85,0.0,0.0,0.0,0.0,1428.075,0.0,1441.375,-2163.85,-1428.075,-1441.375,0.0,-5033.3
2026-02-15 12:00:00+00:00,1804.85,0.0,0.0,0.0,0.0,1465.675,0.0,1775.825,-1804.85,-1465.675,-1775.825,0.0,-5046.349999999999
2026-02-15 13:00:00+00:00,1827.15,0.0,0.0,0.0,0.0,1370.475,0.0,1836.425,-1827.15,-1370.475,-1836.425,0.0,-5034.05
2026-02-15 14:00:00+00:00,2453.475,0.0,0.0,0.0,0.0,1068.225,0.0,1445.0,-2453.475,-1068.225,-1445.0,0.0,-4966.7
2026-02-15 15:00:00+00:00,3009.6,0.0,0.0,0.0,0.0,709.95,0.0,1188.925,-3009.6,-709.95,-1188.925,0.0,-4908.475
2026-02-15 16:00:00+00:00,3019.275,0.0,0.0,0.0,0.0,619.35,0.0,1137.95,-3019.275,-619.35,-1137.95,0.0,-4776.575
2026-02-15 17:00:00+00:00,2966.6,0.0,0.0,0.0,0.0,601.675,0.0,1060.6,-2966.6,-601.675,-1060.6,0.0,-4628.875
2026-02-15 18:00:00+00:00,2816.65,0.0,0.0,0.0,0.0,809.95,0.0,955.125,-2816.65,-809.95,-955.125,0.0,-4581.725
2026-02-15 19:00:00+00:00,2940.025,0.0,0.0,0.0,0.0,932.9,0.0,657.225,-2940.025,-932.9,-657.225,0.0,-4530.150000000001
2026-02-15 20:00:00+00:00,2161.925,0.0,0.0,0.0,0.0,1024.6,0.0,1302.425,-2161.925,-1024.6,-1302.425,0.0,-4488.95
2026-02-15 21:00:00+00:00,2172.35,0.0,0.0,0.0,0.0,726.0,0.0,1443.75,-2172.35,-726.0,-1443.75,0.0,-4342.1
2026-02-15 22:00:00+00:00,2065.425,0.0,0.0,0.0,0.0,1023.55,0.0,1112.225,-2065.425,-1023.55,-1112.225,0.0,-4201.200000000001
2026-02-15 23:00:00+00:00,2757.475,0.0,0.0,0.0,0.0,566.05,0.0,844.55,-2757.475,-566.05,-844.55,0.0,-4168.075
2026-02-16 00:00:00+00:00,2672.825,0.0,0.0,0.0,0.0,501.7,0.0,883.85,-2672.825,-501.7,-883.85,0.0,-4058.3749999999995
2026-02-16 01:00:00+00:00,2616.35,0.0,0.0,0.0,0.0,392.075,0.0,989.9,-2616.35,-392.075,-989.9,0.0,-3998.325
2026-02-16 02:00:00+00:00,2746.075,0.0,0.0,0.0,0.0,291.2,0.0,997.025,-2746.075,-291.2,-997.025,0.0,-4034.2999999999997
2026-02-16 03:00:00+00:00,2770.625,0.0,0.0,0.0,0.0,228.35,0.0,1074.65,-2770.625,-228.35,-1074.65,0.0,-4073.625
2026-02-16 04:00:00+00:00,2944.875,0.0,0.0,0.0,0.0,178.55,0.0,1034.45,-2944.875,-178.55,-1034.45,0.0,-4157.875
2026-02-16 05:00:00+00:00,3209.5,0.0,0.0,0.0,0.0,358.1,0.0,1081.925,-3209.5,-358.1,-1081.925,0.0,-4649.525
2026-02-16 06:00:00+00:00,3567.95,0.0,0.0,0.0,0.0,466.575,0.0,824.05,-3567.95,-466.575,-824.05,0.0,-4858.575
2026-02-16 07:00:00+00:00,3564.1,0.0,0.0,0.0,0.0,307.725,0.0,1027.475,-3564.1,-307.725,-1027.475,0.0,-4899.299999999999
2026-02-16 08:00:00+00:00,3382.225,0.0,0.0,0.0,0.0,291.5,0.0,1219.675,-3382.225,-291.5,-1219.675,0.0,-4893.4
2026-02-16 09:00:00+00:00,3518.775,0.0,0.0,0.0,0.0,201.825,0.0,1139.4,-3518.775,-201.825,-1139.4,0.0,-4860.0
2026-02-16 10:00:00+00:00,3586.875,0.0,0.0,0.0,0.0,371.55,0.0,928.55,-3586.875,-371.55,-928.55,0.0,-4886.975
2026-02-16 11:00:00+00:00,3579.975,0.0,0.0,0.0,0.0,390.35,0.0,933.65,-3579.975,-390.35,-933.65,0.0,-4903.974999999999
2026-02-16 12:00:00+00:00,3578.35,0.0,0.0,0.0,0.0,351.05,0.0,812.65,-3578.35,-351.05,-812.65,0.0,-4742.05
2026-02-16 13:00:00+00:00,3589.975,0.0,0.0,0.0,0.0,409.125,0.0,706.25,-3589.975,-409.125,-706.25,0.0,-4705.35
2026-02-16 14:00:00+00:00,3657.6,0.0,0.0,0.0,0.0,217.75,0.0,879.45,-3657.6,-217.75,-879.45,0.0,-4754.8
2026-02-16 15:00:00+00:00,3450.8,0.0,0.0,0.0,0.0,13.425,0.0,1305.35,-3450.8,-13.425,-1305.35,0.0,-4769.575000000001
2026-02-16 16:00:00+00:00,3036.375,0.0,0.0,0.0,0.0,0.0,0.0,1712.625,-3036.375,0.0,-1712.625,0.0,-4749.0
2026-02-16 17:00:00+00:00,2950.125,0.0,0.0,200.0,0.0,0.0,0.0,1809.75,-2950.125,0.0,-1809.75,200.0,-4559.875
2026-02-16 18:00:00+00:00,2964.65,0.0,0.0,361.75,0.0,0.0,0.0,1913.475,-2964.65,0.0,-1913.475,361.75,-4516.375
2026-02-16 19:00:00+00:00,3152.75,0.0,0.0,84.75,0.0,0.0,0.0,1468.5,-3152.75,0.0,-1468.5,84.75,-4536.5
2026-02-16 20:00:00+00:00,3308.9,0.0,0.0,0.0,0.0,0.0,0.0,1130.625,-3308.9,0.0,-1130.625,0.0,-4439.525
2026-02-16 21:00:00+00:00,3470.85,0.0,0.0,0.0,0.0,0.0,0.0,846.5,-3470.85,0.0,-846.5,0.0,-4317.35
2026-02-16 22:00:00+00:00,3576.825,0.0,0.0,0.0,0.0,0.0,0.0,611.95,-3576.825,0.0,-611.95,0.0,-4188.775
2026-02-16 23:00:00+00:00,2297.4,0.0,0.0,0.0,0.0,1240.35,0.0,978.0,-2297.4,-1240.35,-978.0,0.0,-4515.75
2026-02-17 00:00:00+00:00,1910.7,0.0,0.0,0.0,0.0,1665.825,0.0,800.65,-1910.7,-1665.825,-800.65,0.0,-4377.175
2026-02-17 01:00:00+00:00,1821.225,0.0,0.0,0.0,0.0,1568.375,0.0,892.15,-1821.225,-1568.375,-892.15,0.0,-4281.75
2026-02-17 02:00:00+00:00,1866.975,0.0,0.0,0.0,0.0,1449.675,0.0,904.0,-1866.975,-1449.675,-904.0,0.0,-4220.65
2026-02-17 03:00:00+00:00,2118.05,0.0,0.0,0.0,0.0,1304.5,0.0,850.925,-2118.05,-1304.5,-850.925,0.0,-4273.475
2026-02-17 04:00:00+00:00,2979.825,0.0,0.0,0.0,0.0,613.75,0.0,736.25,-2979.825,-613.75,-736.25,0.0,-4329.825
2026-02-17 05:00:00+00:00,3375.2,0.0,0.0,0.0,0.0,8.625,0.0,1268.625,-3375.2,-8.625,-1268.625,0.0,-4652.45
2026-02-17 06:00:00+00:00,2990.15,0.0,0.0,0.0,0.0,20.875,0.0,2093.4,-2990.15,-20.875,-2093.4,0.0,-5104.425
2026-02-17 07:00:00+00:00,3204.05,0.0,0.0,0.0,0.0,0.0,0.0,1999.825,-3204.05,0.0,-1999.825,0.0,-5203.875
2026-02-17 08:00:00+00:00,3116.525,0.0,0.0,0.0,0.0,0.0,0.0,2056.4,-3116.525,0.0,-2056.4,0.0,-5172.925
2026-02-17 09:00:00+00:00,3343.15,0.0,0.0,0.0,0.0,0.0,0.0,1802.25,-3343.15,0.0,-1802.25,0.0,-5145.4
2026-02-17 10:00:00+00:00,3248.35,0.0,0.0,0.0,0.0,0.0,0.0,1783.525,-3248.35,0.0,-1783.525,0.0,-5031.875
2026-02-17 11:00:00+00:00,3325.625,0.0,0.0,0.0,0.0,109.4,0.0,1667.825,-3325.625,-109.4,-1667.825,0.0,-5102.85
2026-02-17 12:00:00+00:00,3339.35,0.0,0.0,0.0,0.0,120.925,0.0,1585.625,-3339.35,-120.925,-1585.625,0.0,-5045.9
2026-02-17 13:00:00+00:00,3556.45,0.0,0.0,0.0,0.0,0.0,0.0,1440.625,-3556.45,0.0,-1440.625,0.0,-4997.075
2026-02-17 14:00:00+00:00,3452.625,0.0,0.0,80.0,0.0,0.0,0.0,1530.975,-3452.625,0.0,-1530.975,80.0,-4903.6
2026-02-17 15:00:00+00:00,3083.675,0.0,0.0,260.0,0.0,0.0,0.0,2164.225,-3083.675,0.0,-2164.225,260.0,-4987.9
2026-02-17 16:00:00+00:00,3053.6,0.0,0.0,650.5,0.0,0.0,0.0,2432.4,-3053.6,0.0,-2432.4,650.5,-4835.5
2026-02-17 17:00:00+00:00,2745.475,0.0,0.0,361.0,0.0,0.0,0.0,2309.825,-2745.475,0.0,-2309.825,361.0,-4694.299999999999
2026-02-17 18:00:00+00:00,2207.5,0.0,0.0,106.0,0.0,0.0,0.0,2496.85,-2207.5,0.0,-2496.85,106.0,-4598.35
2026-02-17 19:00:00+00:00,2744.875,0.0,0.0,33.5,0.0,11.45,0.0,2050.8,-2744.875,-11.45,-2050.8,33.5,-4773.625
2026-02-17 20:00:00+00:00,3250.475,0.0,0.0,0.0,0.0,257.35,0.0,1294.85,-3250.475,-257.35,-1294.85,0.0,-4802.674999999999
2026-02-17 21:00:00+00:00,3543.925,0.0,0.0,0.0,0.0,469.4,0.0,858.55,-3543.925,-469.4,-858.55,0.0,-4871.875
2026-02-17 22:00:00+00:00,3584.95,0.0,0.0,0.0,0.0,308.0,0.0,803.875,-3584.95,-308.0,-803.875,0.0,-4696.825
2026-02-17 23:00:00+00:00,3288.9,0.0,0.0,423.5,0.0,0.0,0.0,1415.375,-3288.9,0.0,-1415.375,423.5,-4280.775
2026-02-18 00:00:00+00:00,3391.375,0.0,0.0,405.75,0.0,0.0,0.0,1190.9,-3391.375,0.0,-1190.9,405.75,-4176.525
2026-02-18 01:00:00+00:00,3452.225,0.0,0.0,348.25,0.0,0.0,0.0,989.925,-3452.225,0.0,-989.925,348.25,-4093.8999999999996
2026-02-18 02:00:00+00:00,3387.1,0.0,0.0,263.5,0.0,0.0,0.0,954.775,-3387.1,0.0,-954.775,263.5,-4078.375
2026-02-18 03:00:00+00:00,3210.575,0.0,0.0,225.5,0.0,0.0,0.0,1120.85,-3210.575,0.0,-1120.85,225.5,-4105.924999999999
2026-02-18 04:00:00+00:00,3350.975,0.0,0.0,927.25,0.0,0.0,0.0,1799.05,-3350.975,0.0,-1799.05,927.25,-4222.775
2026-02-18 05:00:00+00:00,3053.5,0.0,0.0,1555.25,0.0,0.0,0.0,2689.5,-3053.5,0.0,-2689.5,1555.25,-4187.75
2026-02-18 06:00:00+00:00,3059.5,0.0,0.0,1521.75,0.0,0.0,0.0,3099.975,-3059.5,0.0,-3099.975,1521.75,-4637.725
2026-02-18 07:00:00+00:00,3087.925,0.0,0.0,1390.25,0.0,0.0,0.0,3073.275,-3087.925,0.0,-3073.275,1390.25,-4770.950000000001
2026-02-18 08:00:00+00:00,3100.35,0.0,0.0,1408.0,0.0,0.0,0.0,3104.275,-3100.35,0.0,-3104.275,1408.0,-4796.625
2026-02-18 09:00:00+00:00,3186.375,0.0,0.0,1421.75,0.0,0.0,0.0,2945.775,-3186.375,0.0,-2945.775,1421.75,-4710.4
2026-02-18 10:00:00+00:00,3366.975,0.0,0.0,1475.5,0.0,0.0,0.0,2797.55,-3366.975,0.0,-2797.55,1475.5,-4689.025
2026-02-18 11:00:00+00:00,3370.675,0.0,0.0,1574.0,0.0,0.0,0.0,2820.55,-3370.675,0.0,-2820.55,1574.0,-4617.225
2026-02-18 12:00:00+00:00,3383.775,0.0,0.0,1660.75,0.0,0.0,0.0,2811.625,-3383.775,0.0,-2811.625,1660.75,-4534.65
2026-02-18 13:00:00+00:00,3407.125,0.0,0.0,1724.0,0.0,0.0,0.0,2871.275,-3407.125,0.0,-2871.275,1724.0,-4554.4
2026-02-18 14:00:00+00:00,3238.0,0.0,0.0,1731.25,0.0,0.0,0.0,2980.025,-3238.0,0.0,-2980.025,1731.25,-4486.775
2026-02-18 15:00:00+00:00,3011.3,0.0,0.0,1586.5,0.0,0.0,0.0,3161.875,-3011.3,0.0,-3161.875,1586.5,-4586.675
2026-02-18 16:00:00+00:00,3062.35,0.0,0.0,1497.0,0.0,0.0,0.0,2965.125,-3062.35,0.0,-2965.125,1497.0,-4530.475
2026-02-18 17:00:00+00:00,3046.225,0.0,0.0,1400.5,0.0,0.0,0.0,2950.625,-3046.225,0.0,-2950.625,1400.5,-4596.35
2026-02-18 18:00:00+00:00,3096.9,0.0,0.0,1393.25,0.0,0.0,0.0,2880.75,-3096.9,0.0,-2880.75,1393.25,-4584.4
2026-02-18 19:00:00+00:00,3070.3,0.0,0.0,1211.75,0.0,0.0,0.0,2749.4,-3070.3,0.0,-2749.4,1211.75,-4607.950000000001
2026-02-18 20:00:00+00:00,3099.075,0.0,0.0,1008.5,0.0,0.0,0.0,2673.3,-3099.075,0.0,-2673.3,1008.5,-4763.875
2026-02-18 21:00:00+00:00,3183.925,0.0,0.0,862.0,0.0,0.0,0.0,2391.275,-3183.925,0.0,-2391.275,862.0,-4713.200000000001
