,FR_IT_NORD,IT_NORD_FR,CH_IT_NORD,IT_NORD_CH,AT_IT_NORD,IT_NORD_AT,IT_NORD_SI,SI_IT_NORD,IT_NORD_IT_CNOR,IT_CNOR_IT_NORD,IT_NORD_CH_net_export,IT_NORD_FR_net_export,IT_NORD_SI_net_export,IT_NORD_AT_net_export,IT_NORD_IT_CNOR_net_export,Net Export
2026-01-02 21:00:00+00:00,2943.5,0.0,1302.0,215.5,95.0,60.0,512.75,0.0,0.0,292.25,-1086.5,-2943.5,512.75,-35.0,-292.25,-3844.5
2026-01-02 22:00:00+00:00,2402.75,0.0,949.0,58.5,148.0,0.0,9.25,128.5,0.0,972.5,-890.5,-2402.75,-119.25,-148.0,-972.5,-4533.0
2026-01-02 23:00:00+00:00,3193.75,0.0,1072.25,577.0,233.5,0.0,430.25,0.0,0.0,1226.5,-495.25,-3193.75,430.25,-233.5,-1226.5,-4718.75
2026-01-03 00:00:00+00:00,2611.0,0.0,788.0,831.0,247.0,0.0,0.0,139.0,0.0,2099.25,43.0,-2611.0,-139.0,-247.0,-2099.25,-5053.25
2026-01-03 01:00:00+00:00,1971.0,0.0,656.0,586.0,182.0,0.0,0.0,147.0,0.0,2684.5,-70.0,-1971.0,-147.0,-182.0,-2684.5,-5054.5
2026-01-03 02:00:00+00:00,1202.0,0.0,647.0,577.0,162.0,0.0,0.0,186.0,0.0,2833.0,-70.0,-1202.0,-186.0,-162.0,-2833.0,-4453.0
2026-01-03 03:00:00+00:00,1202.0,0.0,865.0,577.0,162.0,0.0,0.0,186.0,0.0,2693.75,-288.0,-1202.0,-186.0,-162.0,-2693.75,-4531.75
2026-01-03 04:00:00+00:00,1202.0,0.0,879.0,552.0,162.0,0.0,0.0,186.0,0.0,2554.5,-327.0,-1202.0,-186.0,-162.0,-2554.5,-4431.5
2026-01-03 05:00:00+00:00,1202.0,0.0,1097.0,20.75,162.0,0.0,0.0,186.0,0.0,1934.75,-1076.25,-1202.0,-186.0,-162.0,-1934.75,-4561.0
2026-01-03 06:00:00+00:00,1901.0,0.0,1524.0,10.5,103.0,0.0,0.0,189.0,0.0,1179.75,-1513.5,-1901.0,-189.0,-103.0,-1179.75,-4886.25
2026-01-03 07:00:00+00:00,2574.0,0.0,1641.0,45.0,141.0,0.0,0.0,260.0,0.0,835.75,-1596.0,-2574.0,-260.0,-141.0,-835.75,-5406.75
2026-01-03 08:00:00+00:00,2562.0,0.0,1457.0,33.0,308.0,0.0,0.0,290.0,0.0,599.25,-1424.0,-2562.0,-290.0,-308.0,-599.25,-5183.25
2026-01-03 09:00:00+00:00,2551.0,0.0,1546.0,472.0,314.0,0.0,0.0,294.0,0.0,769.0,-1074.0,-2551.0,-294.0,-314.0,-769.0,-5002.0
2026-01-03 10:00:00+00:00,2551.0,0.0,1221.75,540.0,314.0,0.0,0.0,294.0,0.0,708.5,-681.75,-2551.0,-294.0,-314.0,-708.5,-4549.25
2026-01-03 11:00:00+00:00,2630.0,0.0,1130.0,822.0,190.0,0.0,0.0,263.0,0.0,769.75,-308.0,-2630.0,-263.0,-190.0,-769.75,-4160.75
2026-01-03 12:00:00+00:00,2870.25,0.0,1209.0,944.0,145.5,0.0,0.0,67.25,0.0,658.75,-265.0,-2870.25,-67.25,-145.5,-658.75,-4006.75
2026-01-03 13:00:00+00:00,3226.25,0.0,1309.0,791.0,0.0,30.0,113.25,0.0,0.0,509.0,-518.0,-3226.25,113.25,30.0,-509.0,-4110.0
2026-01-03 14:00:00+00:00,3660.0,0.0,1513.5,572.0,0.0,112.75,511.25,0.0,0.0,195.0,-941.5,-3660.0,511.25,112.75,-195.0,-4172.5
2026-01-03 15:00:00+00:00,3838.0,0.0,1369.0,371.75,0.0,120.0,692.0,0.0,2.0,134.75,-997.25,-3838.0,692.0,120.0,-132.75,-4156.0
2026-01-03 16:00:00+00:00,3729.0,0.0,2139.0,60.5,0.0,120.0,537.0,0.0,308.5,0.0,-2078.5,-3729.0,537.0,120.0,308.5,-4842.0
2026-01-03 17:00:00+00:00,3566.0,0.0,2180.0,70.5,0.0,104.0,379.0,0.0,234.0,0.0,-2109.5,-3566.0,379.0,104.0,234.0,-4958.5
2026-01-03 18:00:00+00:00,3566.0,0.0,2252.0,0.0,0.0,104.0,379.0,0.0,536.5,6.0,-2252.0,-3566.0,379.0,104.0,530.5,-4804.5
2026-01-03 19:00:00+00:00,3566.0,0.0,1682.0,24.5,0.0,104.0,379.0,0.0,225.25,3.75,-1657.5,-3566.0,379.0,104.0,221.5,-4519.0
2026-01-03 20:00:00+00:00,3503.0,0.0,1487.0,532.0,62.0,90.0,374.75,0.0,0.0,408.25,-955.0,-3503.0,374.75,28.0,-408.25,-4463.5
2026-01-03 21:00:00+00:00,3418.0,0.0,1005.0,557.0,27.0,60.0,329.5,0.0,0.0,821.5,-448.0,-3418.0,329.5,33.0,-821.5,-4325.0
2026-01-03 22:00:00+00:00,3072.5,0.0,1170.25,532.0,140.0,41.25,19.0,104.75,0.0,639.25,-638.25,-3072.5,-85.75,-98.75,-639.25,-4534.5
2026-01-03 23:00:00+00:00,2730.5,0.0,1023.0,486.0,233.0,0.0,0.0,128.5,0.0,661.25,-537.0,-2730.5,-128.5,-233.0,-661.25,-4290.25
2026-01-04 00:00:00+00:00,2451.75,0.0,1015.0,639.0,278.0,0.0,0.0,362.25,0.0,1349.0,-376.0,-2451.75,-362.25,-278.0,-1349.0,-4817.0
2026-01-04 01:00:00+00:00,2410.25,0.0,1033.0,681.75,278.0,0.0,0.0,403.75,0.0,1458.25,-351.25,-2410.25,-403.75,-278.0,-1458.25,-4901.5
2026-01-04 02:00:00+00:00,2984.25,0.0,845.0,757.25,202.25,0.0,121.25,4.25,0.0,1422.0,-87.75,-2984.25,117.0,-202.25,-1422.0,-4579.25
2026-01-04 03:00:00+00:00,2472.5,0.0,882.0,446.0,300.0,0.0,0.0,316.5,0.0,971.75,-436.0,-2472.5,-316.5,-300.0,-971.75,-4496.75
2026-01-04 04:00:00+00:00,2946.5,0.0,947.0,677.5,123.5,0.0,0.0,19.0,0.0,1429.75,-269.5,-2946.5,-19.0,-123.5,-1429.75,-4788.25
2026-01-04 05:00:00+00:00,3159.75,0.0,947.0,252.0,234.5,0.0,305.25,0.0,0.0,772.5,-695.0,-3159.75,305.25,-234.5,-772.5,-4556.5
2026-01-04 06:00:00+00:00,3274.25,0.0,1242.0,272.0,154.5,0.0,340.75,0.0,0.0,599.5,-970.0,-3274.25,340.75,-154.5,-599.5,-4657.5
2026-01-04 07:00:00+00:00,3114.5,0.0,1233.0,124.0,231.75,0.0,287.75,29.5,0.0,62.0,-1109.0,-3114.5,258.25,-231.75,-62.0,-4259.0
2026-01-04 08:00:00+00:00,2322.5,0.0,1215.0,218.25,299.0,0.0,0.0,466.5,0.0,218.25,-996.75,-2322.5,-466.5,-299.0,-218.25,-4303.0
2026-01-04 09:00:00+00:00,2369.0,0.0,1313.0,228.5,299.0,0.0,0.0,420.0,137.75,0.0,-1084.5,-2369.0,-420.0,-299.0,137.75,-4034.75
2026-01-04 10:00:00+00:00,2731.5,0.0,1397.0,150.0,299.0,0.0,0.0,57.5,8.0,27.5,-1247.0,-2731.5,-57.5,-299.0,-19.5,-4354.5
2026-01-04 11:00:00+00:00,2668.0,0.0,1520.0,255.0,302.25,0.0,0.0,118.0,142.0,0.0,-1265.0,-2668.0,-118.0,-302.25,142.0,-4211.25
2026-01-04 12:00:00+00:00,3101.5,0.0,1347.0,193.0,0.0,0.0,13.5,0.0,68.25,0.0,-1154.0,-3101.5,13.5,0.0,68.25,-4173.75
2026-01-04 13:00:00+00:00,3234.5,0.0,1245.0,92.0,153.0,0.0,299.5,0.0,129.5,0.0,-1153.0,-3234.5,299.5,-153.0,129.5,-4111.5
2026-01-04 14:00:00+00:00,3493.25,0.0,1035.0,171.0,46.5,103.5,393.25,0.0,227.25,0.0,-864.0,-3493.25,393.25,57.0,227.25,-3679.75
2026-01-04 15:00:00+00:00,3537.0,0.0,927.0,350.5,0.0,138.0,524.25,0.0,234.75,35.25,-576.5,-3537.0,524.25,138.0,199.5,-3251.75
2026-01-04 16:00:00+00:00,3042.5,0.0,1518.0,148.0,0.0,0.0,0.0,0.0,643.5,0.0,-1370.0,-3042.5,0.0,0.0,643.5,-3769.0
2026-01-04 17:00:00+00:00,2867.5,0.0,1493.0,0.0,50.75,0.0,0.0,0.0,485.0,0.0,-1493.0,-2867.5,0.0,-50.75,485.0,-3926.25
2026-01-04 18:00:00+00:00,2746.0,0.0,1544.0,79.0,179.0,0.0,0.0,68.25,749.5,0.0,-1465.0,-2746.0,-68.25,-179.0,749.5,-3708.75
2026-01-04 19:00:00+00:00,2998.75,0.0,1655.0,251.75,44.0,3.75,0.0,0.0,837.0,0.0,-1403.25,-2998.75,0.0,-40.25,837.0,-3605.25
2026-01-04 20:00:00+00:00,3241.75,0.0,1540.0,449.5,0.0,138.0,15.75,0.0,1014.75,0.0,-1090.5,-3241.75,15.75,138.0,1014.75,-3163.75
2026-01-04 21:00:00+00:00,3150.75,0.0,1214.0,657.0,0.0,100.25,33.0,48.0,660.75,0.0,-557.0,-3150.75,-15.0,100.25,660.75,-2961.75
2026-01-04 22:00:00+00:00,2944.5,0.0,1185.0,575.0,58.75,41.0,0.0,126.0,1148.75,0.0,-610.0,-2944.5,-126.0,-17.75,1148.75,-2549.5
2026-01-04 23:00:00+00:00,3146.25,0.0,483.25,420.0,106.75,0.0,166.0,0.0,1002.75,0.0,-63.25,-3146.25,166.0,-106.75,1002.75,-2147.5
2026-01-05 00:00:00+00:00,2944.5,0.0,311.25,526.0,142.5,0.0,0.0,0.0,347.75,0.0,214.75,-2944.5,0.0,-142.5,347.75,-2524.5
2026-01-05 01:00:00+00:00,3041.25,0.0,203.0,606.0,71.25,25.5,0.0,0.0,85.0,0.0,403.0,-3041.25,0.0,-45.75,85.0,-2599.0
2026-01-05 02:00:00+00:00,2859.75,0.0,258.0,446.0,222.0,0.0,0.0,2.25,318.0,0.0,188.0,-2859.75,-2.25,-222.0,318.0,-2578.0
2026-01-05 03:00:00+00:00,2947.5,0.0,203.0,402.0,136.5,0.0,0.0,0.0,237.0,0.0,199.0,-2947.5,0.0,-136.5,237.0,-2648.0
2026-01-05 04:00:00+00:00,3080.75,0.0,344.25,399.0,82.75,41.25,38.25,0.0,301.5,0.0,54.75,-3080.75,38.25,-41.5,301.5,-2727.75
2026-01-05 05:00:00+00:00,2565.0,0.0,176.75,916.0,0.0,82.5,218.75,0.0,32.5,683.75,739.25,-2565.0,218.75,82.5,-651.25,-2175.75
2026-01-05 06:00:00+00:00,9.0,1502.5,293.0,866.0,0.0,120.0,804.0,0.0,0.0,1293.75,573.0,1493.5,804.0,120.0,-1293.75,1696.75
2026-01-05 07:00:00+00:00,9.0,1915.0,173.0,686.0,0.0,120.0,804.0,0.0,0.0,1710.0,513.0,1906.0,804.0,120.0,-1710.0,1633.0
2026-01-05 08:00:00+00:00,9.0,1820.75,163.0,547.0,0.0,117.0,752.0,0.0,0.0,1280.75,384.0,1811.75,752.0,117.0,-1280.75,1784.0
2026-01-05 09:00:00+00:00,9.0,1692.5,509.0,652.0,0.0,117.0,752.0,0.0,0.0,982.0,143.0,1683.5,752.0,117.0,-982.0,1713.5
2026-01-05 10:00:00+00:00,9.0,1697.25,535.0,711.0,0.0,117.0,752.0,0.0,0.0,1233.25,176.0,1688.25,752.0,117.0,-1233.25,1500.0
2026-01-05 11:00:00+00:00,9.0,877.25,271.0,650.0,0.0,120.0,734.0,0.0,0.0,542.0,379.0,868.25,734.0,120.0,-542.0,1559.25
2026-01-05 12:00:00+00:00,93.75,95.5,311.0,880.0,0.0,120.0,734.0,0.0,4.5,76.5,569.0,1.75,734.0,120.0,-72.0,1352.75
2026-01-05 13:00:00+00:00,9.0,1088.25,613.0,927.0,0.0,120.0,734.0,0.0,0.0,445.5,314.0,1079.25,734.0,120.0,-445.5,1801.75
2026-01-05 14:00:00+00:00,9.0,720.25,257.0,720.0,0.0,120.0,660.0,0.0,0.0,854.5,463.0,711.25,660.0,120.0,-854.5,1099.75
2026-01-05 15:00:00+00:00,9.0,1463.75,169.0,935.0,0.0,120.0,660.0,0.0,0.0,531.25,766.0,1454.75,660.0,120.0,-531.25,2469.5
2026-01-05 16:00:00+00:00,9.0,1941.0,386.0,430.0,0.0,120.0,660.0,0.0,180.5,0.0,44.0,1932.0,660.0,120.0,180.5,2936.5
2026-01-05 17:00:00+00:00,9.0,2004.0,181.0,885.0,0.0,120.0,660.0,0.0,0.0,325.75,704.0,1995.0,660.0,120.0,-325.75,3153.25
2026-01-05 18:00:00+00:00,9.0,1919.5,306.0,931.0,0.0,120.0,660.0,0.0,24.0,29.0,625.0,1910.5,660.0,120.0,-5.0,3310.5
2026-01-05 19:00:00+00:00,9.0,1947.75,348.0,541.0,0.0,120.0,660.0,0.0,165.5,59.75,193.0,1938.75,660.0,120.0,105.75,3017.5
2026-01-05 20:00:00+00:00,9.0,948.0,288.0,539.0,0.0,120.0,473.0,0.0,0.0,735.25,251.0,939.0,473.0,120.0,-735.25,1047.75
2026-01-05 21:00:00+00:00,9.0,835.25,505.0,510.0,0.0,120.0,473.0,0.0,0.0,942.25,5.0,826.25,473.0,120.0,-942.25,482.0
2026-01-05 22:00:00+00:00,513.75,45.5,752.5,757.0,0.0,41.25,157.25,0.0,622.5,0.0,4.5,-468.25,157.25,41.25,622.5,357.25
2026-01-05 23:00:00+00:00,2234.5,0.0,616.75,382.0,335.0,0.0,0.0,412.5,1520.25,0.0,-234.75,-2234.5,-412.5,-335.0,1520.25,-1696.5
2026-01-06 00:00:00+00:00,2588.0,0.0,540.0,409.0,332.75,0.0,0.0,96.75,1516.0,0.0,-131.0,-2588.0,-96.75,-332.75,1516.0,-1632.5
2026-01-06 01:00:00+00:00,2195.75,0.0,838.5,558.0,335.0,0.0,0.0,554.25,1577.25,0.0,-280.5,-2195.75,-554.25,-335.0,1577.25,-1788.25
2026-01-06 02:00:00+00:00,2371.0,0.0,1035.0,817.0,342.0,0.0,0.0,266.25,1105.25,0.0,-218.0,-2371.0,-266.25,-342.0,1105.25,-2092.0
2026-01-06 03:00:00+00:00,2455.0,0.0,1016.75,733.0,267.25,0.0,0.0,74.5,1086.25,0.0,-283.75,-2455.0,-74.5,-267.25,1086.25,-1994.25
2026-01-06 04:00:00+00:00,1317.75,0.0,983.5,949.0,16.0,0.0,0.0,0.0,271.25,119.5,-34.5,-1317.75,0.0,-16.0,151.75,-1216.5
2026-01-06 05:00:00+00:00,244.5,825.5,194.75,1628.0,0.0,117.0,633.75,0.0,0.0,1936.0,1433.25,581.0,633.75,117.0,-1936.0,829.0
2026-01-06 06:00:00+00:00,10.0,2170.0,183.0,1873.0,0.0,165.0,680.0,0.0,0.0,2609.25,1690.0,2160.0,680.0,165.0,-2609.25,2085.75
2026-01-06 07:00:00+00:00,10.0,2170.0,83.0,1873.0,0.0,165.0,680.0,0.0,0.0,2499.75,1790.0,2160.0,680.0,165.0,-2499.75,2295.25
2026-01-06 08:00:00+00:00,10.0,2170.0,133.0,1873.0,0.0,165.0,679.0,0.0,0.0,2442.0,1740.0,2160.0,679.0,165.0,-2442.0,2302.0
2026-01-06 09:00:00+00:00,10.0,2170.0,83.0,1873.0,0.0,165.0,679.0,0.0,0.0,2459.5,1790.0,2160.0,679.0,165.0,-2459.5,2334.5
2026-01-06 10:00:00+00:00,10.0,2170.0,83.0,1586.0,0.0,165.0,679.0,0.0,0.0,2474.75,1503.0,2160.0,679.0,165.0,-2474.75,2032.25
2026-01-06 11:00:00+00:00,10.0,2167.0,83.0,1615.0,0.0,164.0,679.0,0.0,0.0,2285.5,1532.0,2157.0,679.0,164.0,-2285.5,2246.5
2026-01-06 12:00:00+00:00,10.0,2167.0,83.0,1609.0,0.0,164.0,679.0,0.0,0.0,2322.25,1526.0,2157.0,679.0,164.0,-2322.25,2203.75
2026-01-06 13:00:00+00:00,10.0,2167.0,83.0,1846.0,0.0,164.0,679.0,0.0,0.0,2316.5,1763.0,2157.0,679.0,164.0,-2316.5,2446.5
2026-01-06 14:00:00+00:00,10.0,2170.0,20.0,1930.0,0.0,154.0,621.0,0.0,0.0,2301.5,1910.0,2160.0,621.0,154.0,-2301.5,2543.5
2026-01-06 15:00:00+00:00,10.0,2170.0,85.0,1642.0,0.0,154.0,621.0,0.0,0.0,2042.0,1557.0,2160.0,621.0,154.0,-2042.0,2450.0
2026-01-06 16:00:00+00:00,10.0,2170.0,183.0,1748.0,0.0,154.0,621.0,0.0,0.0,1437.75,1565.0,2160.0,621.0,154.0,-1437.75,3062.25
2026-01-06 17:00:00+00:00,10.0,2150.75,458.0,1673.0,0.0,147.0,578.0,0.0,0.0,1363.5,1215.0,2140.75,578.0,147.0,-1363.5,2717.25
2026-01-06 18:00:00+00:00,10.0,1765.25,504.0,1147.0,0.0,147.0,578.0,0.0,0.0,1148.75,643.0,1755.25,578.0,147.0,-1148.75,1974.5
2026-01-06 19:00:00+00:00,10.0,522.5,565.0,849.0,0.0,110.25,541.75,0.0,0.0,557.0,284.0,512.5,541.75,110.25,-557.0,891.5
2026-01-06 20:00:00+00:00,1167.5,0.0,548.0,991.0,138.5,82.0,408.0,42.25,0.0,580.75,443.0,-1167.5,365.75,-56.5,-580.75,-996.0
2026-01-06 21:00:00+00:00,2425.75,0.0,423.0,1148.0,222.75,41.0,286.5,134.0,0.0,626.0,725.0,-2425.75,152.5,-181.75,-626.0,-2356.0
2026-01-06 22:00:00+00:00,2324.0,0.0,134.0,1166.0,319.0,0.0,0.0,347.0,130.5,61.0,1032.0,-2324.0,-347.0,-319.0,69.5,-1888.5
2026-01-06 23:00:00+00:00,2084.25,0.0,46.0,693.0,319.0,0.0,0.0,539.0,98.25,91.75,647.0,-2084.25,-539.0,-319.0,6.5,-2288.75
2026-01-07 00:00:00+00:00,2795.0,0.0,93.0,1046.0,319.0,0.0,0.0,539.0,0.0,465.75,953.0,-2795.0,-539.0,-319.0,-465.75,-3165.75
2026-01-07 01:00:00+00:00,2628.0,0.0,91.0,1077.0,319.0,0.0,0.0,539.0,0.0,670.75,986.0,-2628.0,-539.0,-319.0,-670.75,-3170.75
2026-01-07 02:00:00+00:00,2541.0,0.0,89.0,995.0,321.0,0.0,0.0,513.0,0.0,639.5,906.0,-2541.0,-513.0,-321.0,-639.5,-3108.5
2026-01-07 03:00:00+00:00,3366.25,0.0,96.0,861.0,321.0,0.0,0.0,243.75,2.5,65.5,765.0,-3366.25,-243.75,-321.0,-63.0,-3229.0
2026-01-07 04:00:00+00:00,3456.75,0.0,110.5,794.0,321.0,0.0,0.0,320.25,424.0,0.0,683.5,-3456.75,-320.25,-321.0,424.0,-2990.5
2026-01-07 05:00:00+00:00,3503.0,0.0,176.0,660.0,24.25,113.25,220.75,242.25,630.5,16.75,484.0,-3503.0,-21.5,89.0,613.75,-2337.75
2026-01-07 06:00:00+00:00,3420.0,0.0,896.0,373.0,81.0,90.0,660.0,0.0,1229.75,0.0,-523.0,-3420.0,660.0,9.0,1229.75,-2044.25
2026-01-07 07:00:00+00:00,3323.0,0.0,1696.0,125.0,0.0,108.75,647.0,0.0,1436.5,0.0,-1571.0,-3323.0,647.0,108.75,1436.5,-2701.75
