,FR_IT_NORD,IT_NORD_FR,CH_IT_NORD,IT_NORD_CH,AT_IT_NORD,IT_NORD_AT,IT_NORD_SI,SI_IT_NORD,IT_NORD_IT_CNOR,IT_CNOR_IT_NORD,IT_NORD_CH_net_export,IT_NORD_FR_net_export,IT_NORD_SI_net_export,IT_NORD_AT_net_export,IT_NORD_IT_CNOR_net_export,Net Export
2026-01-01 00:00:00+00:00,2829.0,0.0,967.0,146.0,0.0,165.0,680.0,0.0,2185.75,0.0,-821.0,-2829.0,680.0,165.0,2185.75,-619.25
2026-01-01 01:00:00+00:00,2829.0,0.0,927.0,125.0,0.0,165.0,680.0,0.0,2381.75,0.0,-802.0,-2829.0,680.0,165.0,2381.75,-404.25
2026-01-01 02:00:00+00:00,2829.0,0.0,1089.0,95.0,0.0,165.0,680.0,0.0,2188.75,0.0,-994.0,-2829.0,680.0,165.0,2188.75,-789.25
2026-01-01 03:00:00+00:00,2829.0,0.0,1005.0,118.75,0.0,165.0,680.0,0.0,1793.25,0.0,-886.25,-2829.0,680.0,165.0,1793.25,-1077.0
2026-01-01 04:00:00+00:00,2829.0,0.0,1213.0,234.5,0.0,165.0,680.0,0.0,1627.5,0.0,-978.5,-2829.0,680.0,165.0,1627.5,-1335.0
2026-01-01 05:00:00+00:00,2829.0,0.0,1204.0,112.75,0.0,165.0,680.0,0.0,1769.5,0.0,-1091.25,-2829.0,680.0,165.0,1769.5,-1305.75
2026-01-01 06:00:00+00:00,2829.0,0.0,1396.0,44.0,0.0,165.0,680.0,0.0,1849.25,0.0,-1352.0,-2829.0,680.0,165.0,1849.25,-1486.75
2026-01-01 07:00:00+00:00,2829.0,0.0,1391.0,279.25,0.0,165.0,680.0,0.0,1257.25,0.0,-1111.75,-2829.0,680.0,165.0,1257.25,-1838.5
2026-01-01 08:00:00+00:00,2831.5,0.0,1354.0,90.0,0.0,112.5,680.0,0.0,795.0,0.0,-1264.0,-2831.5,680.0,112.5,795.0,-2508.0
2026-01-01 09:00:00+00:00,2174.25,0.0,1156.0,230.5,364.0,0.0,499.25,0.0,519.5,0.0,-925.5,-2174.25,499.25,-364.0,519.5,-2445.0
2026-01-01 10:00:00+00:00,2763.5,0.0,1208.0,0.0,39.5,84.0,680.0,0.0,545.5,0.0,-1208.0,-2763.5,680.0,44.5,545.5,-2701.5
2026-01-01 11:00:00+00:00,2280.75,0.0,1264.0,0.0,365.0,0.0,551.0,0.0,837.25,0.0,-1264.0,-2280.75,551.0,-365.0,837.25,-2521.5
2026-01-01 12:00:00+00:00,2835.75,0.0,1124.0,141.0,63.0,123.75,680.0,0.0,79.25,60.25,-983.0,-2835.75,680.0,60.75,19.0,-3059.0
2026-01-01 13:00:00+00:00,2996.0,0.0,1166.0,163.5,0.0,165.0,680.0,0.0,257.5,20.25,-1002.5,-2996.0,680.0,165.0,237.25,-2916.25
2026-01-01 14:00:00+00:00,3051.0,0.0,1274.0,40.5,0.0,165.0,680.0,0.0,975.25,0.0,-1233.5,-3051.0,680.0,165.0,975.25,-2464.25
2026-01-01 15:00:00+00:00,3051.0,0.0,1519.0,40.75,0.0,165.0,680.0,0.0,1695.75,0.0,-1478.25,-3051.0,680.0,165.0,1695.75,-1988.5
2026-01-01 16:00:00+00:00,3051.0,0.0,1594.0,0.0,0.0,165.0,680.0,0.0,2001.25,0.0,-1594.0,-3051.0,680.0,165.0,2001.25,-1798.75
2026-01-01 17:00:00+00:00,3076.75,0.0,1638.0,0.0,0.0,134.75,680.0,0.0,1837.0,0.0,-1638.0,-3076.75,680.0,134.75,1837.0,-2063.0
2026-01-01 18:00:00+00:00,3107.0,0.0,1638.0,0.0,0.0,165.0,680.0,0.0,1679.0,0.0,-1638.0,-3107.0,680.0,165.0,1679.0,-2221.0
2026-01-01 19:00:00+00:00,3107.0,0.0,1628.0,10.5,0.0,165.0,680.0,0.0,1722.75,0.0,-1617.5,-3107.0,680.0,165.0,1722.75,-2156.75
2026-01-01 20:00:00+00:00,3051.0,0.0,1542.0,24.5,0.0,165.0,680.0,0.0,1578.75,0.0,-1517.5,-3051.0,680.0,165.0,1578.75,-2144.75
2026-01-01 21:00:00+00:00,2968.0,0.0,1204.0,151.5,12.0,116.75,657.25,0.0,1191.25,0.0,-1052.5,-2968.0,657.25,104.75,1191.25,-2067.25
2026-01-01 22:00:00+00:00,2896.0,0.0,1090.0,355.0,0.0,136.25,498.0,0.0,644.25,0.0,-735.0,-2896.0,498.0,136.25,644.25,-2352.5
2026-01-01 23:00:00+00:00,3035.0,0.0,1105.0,117.5,0.0,165.0,735.0,0.0,270.25,40.5,-987.5,-3035.0,735.0,165.0,229.75,-2892.75
2026-01-02 00:00:00+00:00,3035.0,0.0,716.0,326.0,0.0,165.0,735.0,0.0,0.0,781.5,-390.0,-3035.0,735.0,165.0,-781.5,-3306.5
2026-01-02 01:00:00+00:00,3035.0,0.0,675.0,547.0,0.0,165.0,735.0,0.0,0.0,1276.25,-128.0,-3035.0,735.0,165.0,-1276.25,-3539.25
2026-01-02 02:00:00+00:00,3001.0,0.0,739.0,558.25,32.75,123.75,782.0,0.0,0.0,1509.0,-180.75,-3001.0,782.0,91.0,-1509.0,-3817.75
2026-01-02 03:00:00+00:00,3075.0,0.0,705.0,683.5,0.0,165.0,782.0,0.0,0.0,1829.0,-21.5,-3075.0,782.0,165.0,-1829.0,-3978.5
2026-01-02 04:00:00+00:00,3075.0,0.0,755.0,353.25,0.0,165.0,782.0,0.0,0.0,1738.0,-401.75,-3075.0,782.0,165.0,-1738.0,-4267.75
2026-01-02 05:00:00+00:00,3075.0,0.0,1358.0,153.5,0.0,165.0,782.0,0.0,0.0,1014.0,-1204.5,-3075.0,782.0,165.0,-1014.0,-4346.5
2026-01-02 06:00:00+00:00,2867.0,0.0,1784.0,122.0,0.0,120.0,692.0,0.0,52.5,308.5,-1662.0,-2867.0,692.0,120.0,-256.0,-3973.0
2026-01-02 07:00:00+00:00,2867.0,0.0,1841.0,165.0,0.0,120.0,692.0,0.0,0.0,364.25,-1676.0,-2867.0,692.0,120.0,-364.25,-4095.25
2026-01-02 08:00:00+00:00,2442.0,0.0,1733.0,165.0,171.0,0.0,566.0,0.0,0.0,366.75,-1568.0,-2442.0,566.0,-171.0,-366.75,-3981.75
2026-01-02 09:00:00+00:00,1582.0,0.0,1056.0,90.0,171.0,0.0,0.0,294.0,0.0,847.5,-966.0,-1582.0,-294.0,-171.0,-847.5,-3860.5
2026-01-02 10:00:00+00:00,1684.25,0.0,1103.0,290.0,171.0,0.0,0.0,243.75,0.0,1103.75,-813.0,-1684.25,-243.75,-171.0,-1103.75,-4015.75
2026-01-02 11:00:00+00:00,2183.5,0.0,726.0,290.0,211.0,0.0,180.5,0.0,0.0,1332.75,-436.0,-2183.5,180.5,-211.0,-1332.75,-3982.75
2026-01-02 12:00:00+00:00,2931.0,0.0,711.0,441.0,0.0,111.0,606.0,0.0,0.0,1502.25,-270.0,-2931.0,606.0,111.0,-1502.25,-3986.25
2026-01-02 13:00:00+00:00,2982.0,0.0,859.0,147.0,0.0,111.0,606.0,0.0,0.0,997.75,-712.0,-2982.0,606.0,111.0,-997.75,-3974.75
2026-01-02 14:00:00+00:00,3217.0,0.0,1093.0,82.25,0.0,120.0,734.0,0.0,0.0,848.75,-1010.75,-3217.0,734.0,120.0,-848.75,-4222.5
2026-01-02 15:00:00+00:00,3268.0,0.0,1591.0,21.0,0.0,120.0,734.0,0.0,107.5,32.0,-1570.0,-3268.0,734.0,120.0,75.5,-3908.5
2026-01-02 16:00:00+00:00,3268.0,0.0,2286.0,0.0,0.0,120.0,734.0,0.0,275.0,0.0,-2286.0,-3268.0,734.0,120.0,275.0,-4425.0
2026-01-02 17:00:00+00:00,3240.0,0.0,2218.0,24.0,0.0,119.0,655.0,0.0,359.5,0.0,-2194.0,-3240.0,655.0,119.0,359.5,-4300.5
2026-01-02 18:00:00+00:00,3343.0,0.0,2406.0,100.0,0.0,119.0,655.0,0.0,276.0,0.0,-2306.0,-3343.0,655.0,119.0,276.0,-4599.0
2026-01-02 19:00:00+00:00,3189.0,0.0,2069.0,20.0,0.0,119.0,655.0,0.0,301.75,2.5,-2049.0,-3189.0,655.0,119.0,299.25,-4164.75
2026-01-02 20:00:00+00:00,3190.0,0.0,1816.0,231.5,0.0,120.0,706.0,0.0,10.75,184.25,-1584.5,-3190.0,706.0,120.0,-173.5,-4122.0
