,FI_SE_1,SE_1_FI,NO_4_SE_1,SE_1_NO_4,SE_1_SE_2,SE_2_SE_1,SE_1_FI_net_export,SE_1_NO_4_net_export,SE_1_SE_2_net_export,Net Export
2026-01-11 18:00:00+00:00,0.0,1673.75,0.0,0.0,1121.75,0.0,1673.75,0.0,1121.75,2795.5
2026-01-11 19:00:00+00:00,0.0,1676.75,0.0,0.0,1088.5,0.0,1676.75,0.0,1088.5,2765.25
2026-01-11 20:00:00+00:00,0.0,1687.0,0.0,0.0,1077.75,0.0,1687.0,0.0,1077.75,2764.75
2026-01-11 21:00:00+00:00,0.0,1622.75,0.0,0.0,1254.25,0.0,1622.75,0.0,1254.25,2877.0
2026-01-11 22:00:00+00:00,0.0,1549.5,0.0,0.0,1139.75,0.0,1549.5,0.0,1139.75,2689.25
2026-01-11 23:00:00+00:00,0.0,1679.75,0.0,0.0,624.25,0.0,1679.75,0.0,624.25,2304.0
2026-01-12 00:00:00+00:00,0.0,1677.0,0.0,0.0,640.75,0.0,1677.0,0.0,640.75,2317.75
2026-01-12 01:00:00+00:00,0.0,1664.0,0.0,0.0,690.75,0.0,1664.0,0.0,690.75,2354.75
2026-01-12 02:00:00+00:00,0.0,1628.0,0.0,0.0,743.75,0.0,1628.0,0.0,743.75,2371.75
2026-01-12 03:00:00+00:00,0.0,1729.25,0.0,0.0,639.25,0.0,1729.25,0.0,639.25,2368.5
2026-01-12 04:00:00+00:00,0.0,1624.0,0.0,0.0,766.25,0.0,1624.0,0.0,766.25,2390.25
2026-01-12 05:00:00+00:00,0.0,1788.0,0.0,0.0,802.0,0.0,1788.0,0.0,802.0,2590.0
2026-01-12 06:00:00+00:00,0.0,1874.75,0.0,0.0,1091.5,0.0,1874.75,0.0,1091.5,2966.25
2026-01-12 07:00:00+00:00,0.0,1900.75,0.0,0.0,1009.5,0.0,1900.75,0.0,1009.5,2910.25
2026-01-12 08:00:00+00:00,0.0,1952.0,0.0,0.0,780.75,0.0,1952.0,0.0,780.75,2732.75
2026-01-12 09:00:00+00:00,0.0,1827.25,0.0,0.0,915.0,0.0,1827.25,0.0,915.0,2742.25
2026-01-12 10:00:00+00:00,0.0,1812.0,0.0,0.0,890.5,0.0,1812.0,0.0,890.5,2702.5
2026-01-12 11:00:00+00:00,0.0,1897.25,0.0,0.0,827.0,0.0,1897.25,0.0,827.0,2724.25
2026-01-12 12:00:00+00:00,0.0,1958.5,0.0,0.0,693.75,0.0,1958.5,0.0,693.75,2652.25
2026-01-12 13:00:00+00:00,0.0,1946.75,0.0,0.0,693.5,0.0,1946.75,0.0,693.5,2640.25
2026-01-12 14:00:00+00:00,0.0,1790.0,0.0,0.0,866.25,0.0,1790.0,0.0,866.25,2656.25
2026-01-12 15:00:00+00:00,0.0,1863.0,0.0,0.0,805.5,0.0,1863.0,0.0,805.5,2668.5
2026-01-12 16:00:00+00:00,0.0,1844.25,0.0,0.0,854.75,0.0,1844.25,0.0,854.75,2699.0
2026-01-12 17:00:00+00:00,0.0,1750.0,0.0,0.0,962.25,0.0,1750.0,0.0,962.25,2712.25
2026-01-12 18:00:00+00:00,0.0,1968.0,0.0,0.0,766.75,0.0,1968.0,0.0,766.75,2734.75
2026-01-12 19:00:00+00:00,0.0,1876.5,0.0,0.0,780.25,0.0,1876.5,0.0,780.25,2656.75
2026-01-12 20:00:00+00:00,0.0,1806.0,0.0,0.0,731.0,0.0,1806.0,0.0,731.0,2537.0
2026-01-12 21:00:00+00:00,0.0,1735.5,0.0,0.0,813.0,0.0,1735.5,0.0,813.0,2548.5
2026-01-12 22:00:00+00:00,0.0,1930.25,0.0,0.0,614.75,0.0,1930.25,0.0,614.75,2545.0
2026-01-12 23:00:00+00:00,0.0,1919.5,0.0,0.0,451.25,0.0,1919.5,0.0,451.25,2370.75
2026-01-13 00:00:00+00:00,0.0,1974.5,0.0,0.0,372.5,0.0,1974.5,0.0,372.5,2347.0
2026-01-13 01:00:00+00:00,0.0,1874.0,0.0,0.0,529.5,0.0,1874.0,0.0,529.5,2403.5
2026-01-13 02:00:00+00:00,0.0,1976.25,0.0,0.0,400.0,0.0,1976.25,0.0,400.0,2376.25
2026-01-13 03:00:00+00:00,0.0,1965.75,0.0,0.0,457.5,0.0,1965.75,0.0,457.5,2423.25
2026-01-13 04:00:00+00:00,0.0,1975.5,0.0,0.0,507.25,0.0,1975.5,0.0,507.25,2482.75
2026-01-13 05:00:00+00:00,0.0,1936.25,0.0,0.0,531.25,0.0,1936.25,0.0,531.25,2467.5
2026-01-13 06:00:00+00:00,0.0,1965.75,0.0,0.0,653.75,0.0,1965.75,0.0,653.75,2619.5
2026-01-13 07:00:00+00:00,0.0,1968.0,0.0,0.0,693.0,0.0,1968.0,0.0,693.0,2661.0
2026-01-13 08:00:00+00:00,0.0,1968.0,0.0,0.0,712.5,0.0,1968.0,0.0,712.5,2680.5
2026-01-13 09:00:00+00:00,0.0,1966.25,0.0,0.0,642.5,0.0,1966.25,0.0,642.5,2608.75
2026-01-13 10:00:00+00:00,0.0,1965.25,0.0,0.0,613.5,0.0,1965.25,0.0,613.5,2578.75
2026-01-13 11:00:00+00:00,0.0,1961.75,0.0,0.0,720.5,0.0,1961.75,0.0,720.5,2682.25
2026-01-13 12:00:00+00:00,0.0,1953.0,0.0,0.0,863.25,0.0,1953.0,0.0,863.25,2816.25
2026-01-13 13:00:00+00:00,0.0,1955.0,0.0,0.0,721.75,0.0,1955.0,0.0,721.75,2676.75
2026-01-13 14:00:00+00:00,0.0,1961.0,0.0,0.0,724.25,0.0,1961.0,0.0,724.25,2685.25
2026-01-13 15:00:00+00:00,0.0,1969.5,0.0,0.0,516.75,0.0,1969.5,0.0,516.75,2486.25
2026-01-13 16:00:00+00:00,0.0,1969.5,0.0,0.0,502.0,0.0,1969.5,0.0,502.0,2471.5
2026-01-13 17:00:00+00:00,0.0,1965.25,0.0,0.0,587.5,0.0,1965.25,0.0,587.5,2552.75
2026-01-13 18:00:00+00:00,0.0,1958.25,0.0,0.0,661.75,0.0,1958.25,0.0,661.75,2620.0
2026-01-13 19:00:00+00:00,0.0,1956.25,0.0,0.0,753.5,0.0,1956.25,0.0,753.5,2709.75
2026-01-13 20:00:00+00:00,0.0,1962.5,0.0,12.5,767.75,0.0,1962.5,12.5,767.75,2742.75
2026-01-13 21:00:00+00:00,0.0,1966.0,0.0,25.75,600.0,0.0,1966.0,25.75,600.0,2591.75
2026-01-13 22:00:00+00:00,0.0,1969.5,0.0,4.75,482.75,0.0,1969.5,4.75,482.75,2457.0
2026-01-13 23:00:00+00:00,0.0,1970.5,0.0,378.5,244.5,0.0,1970.5,378.5,244.5,2593.5
2026-01-14 00:00:00+00:00,0.0,1959.5,0.0,585.0,50.0,0.0,1959.5,585.0,50.0,2594.5
2026-01-14 01:00:00+00:00,0.0,1957.0,0.0,514.5,0.0,0.0,1957.0,514.5,0.0,2471.5
2026-01-14 02:00:00+00:00,0.0,1948.0,0.0,375.0,0.0,0.0,1948.0,375.0,0.0,2323.0
2026-01-14 03:00:00+00:00,0.0,1934.25,0.0,238.25,0.0,0.0,1934.25,238.25,0.0,2172.5
2026-01-14 04:00:00+00:00,0.0,1934.0,0.0,344.75,0.0,0.0,1934.0,344.75,0.0,2278.75
2026-01-14 05:00:00+00:00,0.0,1937.25,0.0,466.75,0.0,0.0,1937.25,466.75,0.0,2404.0
2026-01-14 06:00:00+00:00,0.0,1948.0,0.0,281.5,169.75,0.0,1948.0,281.5,169.75,2399.25
2026-01-14 07:00:00+00:00,0.0,1952.5,0.0,98.75,258.75,0.0,1952.5,98.75,258.75,2310.0
2026-01-14 08:00:00+00:00,0.0,1961.75,0.0,216.5,133.5,0.0,1961.75,216.5,133.5,2311.75
2026-01-14 09:00:00+00:00,0.0,1954.75,0.0,65.25,204.5,0.0,1954.75,65.25,204.5,2224.5
2026-01-14 10:00:00+00:00,0.0,1948.0,0.0,197.75,135.25,0.0,1948.0,197.75,135.25,2281.0
2026-01-14 11:00:00+00:00,0.0,1941.0,0.0,259.5,147.5,0.0,1941.0,259.5,147.5,2348.0
2026-01-14 12:00:00+00:00,0.0,1945.0,0.0,303.0,111.0,0.0,1945.0,303.0,111.0,2359.0
2026-01-14 13:00:00+00:00,0.0,1945.5,0.0,254.25,199.0,0.0,1945.5,254.25,199.0,2398.75
2026-01-14 14:00:00+00:00,0.0,1948.0,0.0,4.0,380.75,0.0,1948.0,4.0,380.75,2332.75
2026-01-14 15:00:00+00:00,0.0,1929.5,0.0,0.0,397.5,0.0,1929.5,0.0,397.5,2327.0
2026-01-14 16:00:00+00:00,0.0,1757.0,0.0,0.0,453.75,0.0,1757.0,0.0,453.75,2210.75
2026-01-14 17:00:00+00:00,0.0,1412.5,0.0,0.0,509.25,0.0,1412.5,0.0,509.25,1921.75
2026-01-14 18:00:00+00:00,0.0,1023.0,0.0,1.0,823.75,0.0,1023.0,1.0,823.75,1847.75
2026-01-14 19:00:00+00:00,0.0,612.0,0.0,155.5,1036.25,0.0,612.0,155.5,1036.25,1803.75
2026-01-14 20:00:00+00:00,0.0,1388.25,0.0,19.0,476.5,0.0,1388.25,19.0,476.5,1883.75
2026-01-14 21:00:00+00:00,0.0,1883.75,0.0,16.5,52.0,0.5,1883.75,16.5,51.5,1951.75
2026-01-14 22:00:00+00:00,0.0,1233.0,0.0,174.0,450.75,0.0,1233.0,174.0,450.75,1857.75
2026-01-14 23:00:00+00:00,0.0,1897.0,51.25,0.0,54.0,0.0,1897.0,-51.25,54.0,1899.75
2026-01-15 00:00:00+00:00,0.0,1908.25,59.25,0.0,3.0,0.0,1908.25,-59.25,3.0,1852.0
2026-01-15 01:00:00+00:00,0.0,1652.75,0.0,0.0,149.25,0.0,1652.75,0.0,149.25,1802.0
2026-01-15 02:00:00+00:00,0.0,1580.5,0.0,0.0,187.5,0.0,1580.5,0.0,187.5,1768.0
2026-01-15 03:00:00+00:00,0.0,1915.75,99.75,0.0,0.0,0.0,1915.75,-99.75,0.0,1816.0
2026-01-15 04:00:00+00:00,0.0,1975.75,55.75,0.0,3.5,0.0,1975.75,-55.75,3.5,1923.5
2026-01-15 05:00:00+00:00,0.0,1809.5,0.0,0.0,552.5,0.0,1809.5,0.0,552.5,2362.0
2026-01-15 06:00:00+00:00,0.0,1722.75,0.0,0.0,849.75,0.0,1722.75,0.0,849.75,2572.5
2026-01-15 07:00:00+00:00,0.0,1954.5,0.0,0.0,596.0,0.0,1954.5,0.0,596.0,2550.5
2026-01-15 08:00:00+00:00,0.0,1955.0,0.0,0.0,624.0,0.0,1955.0,0.0,624.0,2579.0
2026-01-15 09:00:00+00:00,0.0,1954.0,0.0,0.0,531.25,0.0,1954.0,0.0,531.25,2485.25
2026-01-15 10:00:00+00:00,0.0,1968.0,0.0,0.0,657.5,0.0,1968.0,0.0,657.5,2625.5
2026-01-15 11:00:00+00:00,0.0,1921.25,0.0,0.0,459.75,0.0,1921.25,0.0,459.75,2381.0
2026-01-15 12:00:00+00:00,0.0,1894.0,0.0,0.0,513.25,0.0,1894.0,0.0,513.25,2407.25
2026-01-15 13:00:00+00:00,0.0,1840.0,0.0,0.0,526.0,0.0,1840.0,0.0,526.0,2366.0
2026-01-15 14:00:00+00:00,0.0,1907.0,0.0,0.0,877.5,0.0,1907.0,0.0,877.5,2784.5
2026-01-15 15:00:00+00:00,0.0,1949.75,0.0,0.0,1002.75,0.0,1949.75,0.0,1002.75,2952.5
2026-01-15 16:00:00+00:00,0.0,1854.75,0.0,0.0,1082.0,0.0,1854.75,0.0,1082.0,2936.75
2026-01-15 17:00:00+00:00,0.0,1900.5,0.0,0.0,870.25,0.0,1900.5,0.0,870.25,2770.75
2026-01-15 18:00:00+00:00,0.0,1946.25,0.0,0.0,633.25,0.0,1946.25,0.0,633.25,2579.5
2026-01-15 19:00:00+00:00,0.0,1956.5,0.0,0.0,517.0,0.0,1956.5,0.0,517.0,2473.5
2026-01-15 20:00:00+00:00,0.0,1920.25,0.0,0.0,590.5,0.0,1920.25,0.0,590.5,2510.75
2026-01-15 21:00:00+00:00,0.0,1953.5,0.0,0.0,546.75,0.0,1953.5,0.0,546.75,2500.25
2026-01-15 22:00:00+00:00,0.0,1956.75,0.0,14.25,467.5,0.0,1956.75,14.25,467.5,2438.5
2026-01-15 23:00:00+00:00,0.0,1870.25,240.75,0.0,0.0,22.25,1870.25,-240.75,-22.25,1607.25
2026-01-16 00:00:00+00:00,0.0,1866.5,247.75,0.0,0.0,123.75,1866.5,-247.75,-123.75,1495.0
2026-01-16 01:00:00+00:00,0.0,1867.0,144.25,0.0,0.0,280.75,1867.0,-144.25,-280.75,1442.0
2026-01-16 02:00:00+00:00,0.0,1871.25,54.0,0.0,0.0,341.75,1871.25,-54.0,-341.75,1475.5
2026-01-16 03:00:00+00:00,0.0,1867.25,0.0,0.0,0.0,306.5,1867.25,0.0,-306.5,1560.75
2026-01-16 04:00:00+00:00,0.0,1863.0,0.0,0.0,0.0,269.5,1863.0,0.0,-269.5,1593.5
2026-01-16 05:00:00+00:00,0.0,1865.25,52.25,0.0,0.0,51.5,1865.25,-52.25,-51.5,1761.5
2026-01-16 06:00:00+00:00,0.0,1861.0,0.0,118.0,290.75,0.0,1861.0,118.0,290.75,2269.75
2026-01-16 07:00:00+00:00,0.0,1870.5,0.0,180.0,292.0,0.0,1870.5,180.0,292.0,2342.5
2026-01-16 08:00:00+00:00,0.0,1865.5,0.0,60.25,271.0,0.0,1865.5,60.25,271.0,2196.75
2026-01-16 09:00:00+00:00,0.0,1893.0,0.0,28.25,104.0,0.0,1893.0,28.25,104.0,2025.25
2026-01-16 10:00:00+00:00,0.0,1877.0,22.0,0.0,0.0,36.5,1877.0,-22.0,-36.5,1818.5
2026-01-16 11:00:00+00:00,0.0,1876.75,0.0,0.0,0.0,58.5,1876.75,0.0,-58.5,1818.25
2026-01-16 12:00:00+00:00,0.0,1893.0,0.0,0.0,0.0,265.5,1893.0,0.0,-265.5,1627.5
2026-01-16 13:00:00+00:00,0.0,1925.75,0.0,0.0,0.0,353.0,1925.75,0.0,-353.0,1572.75
2026-01-16 14:00:00+00:00,0.0,1825.0,0.0,0.0,0.0,256.25,1825.0,0.0,-256.25,1568.75
2026-01-16 15:00:00+00:00,0.0,654.25,0.0,215.5,640.75,0.0,654.25,215.5,640.75,1510.5
2026-01-16 16:00:00+00:00,0.0,1240.5,0.0,20.5,278.25,0.0,1240.5,20.5,278.25,1539.25
2026-01-16 17:00:00+00:00,0.0,746.75,0.0,125.25,717.25,0.0,746.75,125.25,717.25,1589.25
2026-01-16 18:00:00+00:00,0.0,1715.5,35.5,2.25,36.0,210.0,1715.5,-33.25,-174.0,1508.25
2026-01-16 19:00:00+00:00,0.0,1659.5,0.0,0.0,0.0,236.75,1659.5,0.0,-236.75,1422.75
2026-01-16 20:00:00+00:00,0.0,1844.0,0.0,0.0,0.0,318.0,1844.0,0.0,-318.0,1526.0
2026-01-16 21:00:00+00:00,0.0,1834.5,0.0,0.0,0.0,258.75,1834.5,0.0,-258.75,1575.75
2026-01-16 22:00:00+00:00,0.0,1817.0,0.0,0.0,0.0,194.25,1817.0,0.0,-194.25,1622.75
2026-01-16 23:00:00+00:00,204.0,300.25,0.0,608.0,334.25,0.0,96.25,608.0,334.25,1038.5
2026-01-17 00:00:00+00:00,365.5,0.0,0.0,820.5,583.0,0.0,-365.5,820.5,583.0,1038.0
2026-01-17 01:00:00+00:00,570.5,0.0,0.0,850.75,706.25,0.0,-570.5,850.75,706.25,986.5
2026-01-17 02:00:00+00:00,599.0,0.0,0.0,813.75,677.5,0.0,-599.0,813.75,677.5,892.25
2026-01-17 03:00:00+00:00,627.5,0.0,0.0,830.5,600.5,0.0,-627.5,830.5,600.5,803.5
2026-01-17 04:00:00+00:00,727.0,0.0,0.0,723.0,738.0,0.0,-727.0,723.0,738.0,734.0
2026-01-17 05:00:00+00:00,689.0,0.0,0.0,677.5,755.0,0.0,-689.0,677.5,755.0,743.5
2026-01-17 06:00:00+00:00,351.25,13.75,0.0,467.25,874.25,0.0,-337.5,467.25,874.25,1004.0
2026-01-17 07:00:00+00:00,829.0,0.0,0.0,588.75,1356.25,0.0,-829.0,588.75,1356.25,1116.0
2026-01-17 08:00:00+00:00,630.5,0.0,0.0,428.25,1421.0,0.0,-630.5,428.25,1421.0,1218.75
2026-01-17 09:00:00+00:00,295.5,0.0,0.0,423.25,1295.75,0.0,-295.5,423.25,1295.75,1423.5
2026-01-17 10:00:00+00:00,189.75,0.0,0.0,385.75,1315.75,0.0,-189.75,385.75,1315.75,1511.75
2026-01-17 11:00:00+00:00,43.5,2.5,0.0,388.75,1282.0,0.0,-41.0,388.75,1282.0,1629.75
2026-01-17 12:00:00+00:00,0.0,146.0,0.0,536.0,1228.0,0.0,146.0,536.0,1228.0,1910.0
2026-01-17 13:00:00+00:00,0.0,389.25,0.0,504.75,1393.0,0.0,389.25,504.75,1393.0,2287.0
2026-01-17 14:00:00+00:00,0.0,663.0,0.0,398.75,1554.5,0.0,663.0,398.75,1554.5,2616.25
2026-01-17 15:00:00+00:00,0.0,872.75,0.0,433.0,1599.75,0.0,872.75,433.0,1599.75,2905.5
2026-01-17 16:00:00+00:00,0.0,1301.0,0.0,317.0,1412.5,0.0,1301.0,317.0,1412.5,3030.5
2026-01-17 17:00:00+00:00,0.0,893.25,0.0,276.5,1686.25,0.0,893.25,276.5,1686.25,2856.0
2026-01-17 18:00:00+00:00,0.0,791.75,0.0,162.25,1890.25,0.0,791.75,162.25,1890.25,2844.25
2026-01-17 19:00:00+00:00,0.0,1063.25,0.0,132.75,1652.25,0.0,1063.25,132.75,1652.25,2848.25
2026-01-17 20:00:00+00:00,0.0,1603.0,0.0,165.75,1367.75,0.0,1603.0,165.75,1367.75,3136.5
2026-01-17 21:00:00+00:00,0.0,1562.75,0.0,262.25,1376.25,0.0,1562.75,262.25,1376.25,3201.25
2026-01-17 22:00:00+00:00,0.0,1616.25,0.0,175.0,1361.5,0.0,1616.25,175.0,1361.5,3152.75
2026-01-17 23:00:00+00:00,0.0,1838.25,0.0,281.5,1064.75,0.0,1838.25,281.5,1064.75,3184.5
2026-01-18 00:00:00+00:00,0.0,1838.0,0.0,336.25,967.25,0.0,1838.0,336.25,967.25,3141.5
2026-01-18 01:00:00+00:00,0.0,1838.25,0.0,374.25,939.25,0.0,1838.25,374.25,939.25,3151.75
2026-01-18 02:00:00+00:00,0.0,1263.25,0.0,528.75,1487.25,0.0,1263.25,528.75,1487.25,3279.25
2026-01-18 03:00:00+00:00,0.0,1840.0,0.0,364.5,1096.5,0.0,1840.0,364.5,1096.5,3301.0
2026-01-18 04:00:00+00:00,0.0,1842.0,0.0,284.75,1184.75,0.0,1842.0,284.75,1184.75,3311.5
2026-01-18 05:00:00+00:00,0.0,1841.0,0.0,223.5,1061.0,0.0,1841.0,223.5,1061.0,3125.5
2026-01-18 06:00:00+00:00,0.0,1840.5,0.0,191.25,1282.25,0.0,1840.5,191.25,1282.25,3314.0
2026-01-18 07:00:00+00:00,0.0,1690.5,0.0,62.25,1656.25,0.0,1690.5,62.25,1656.25,3409.0
2026-01-18 08:00:00+00:00,0.0,1828.0,0.0,0.0,1702.0,0.0,1828.0,0.0,1702.0,3530.0
2026-01-18 09:00:00+00:00,0.0,1800.0,0.0,0.0,1804.5,0.0,1800.0,0.0,1804.5,3604.5
2026-01-18 10:00:00+00:00,0.0,1836.5,0.0,0.0,1658.0,0.0,1836.5,0.0,1658.0,3494.5
2026-01-18 11:00:00+00:00,0.0,1839.0,0.0,0.0,1550.0,0.0,1839.0,0.0,1550.0,3389.0
2026-01-18 12:00:00+00:00,0.0,1837.0,0.0,0.0,1465.25,0.0,1837.0,0.0,1465.25,3302.25
2026-01-18 13:00:00+00:00,0.0,1841.0,0.0,0.0,1402.5,0.0,1841.0,0.0,1402.5,3243.5
2026-01-18 14:00:00+00:00,0.0,1840.25,0.0,0.0,1308.25,0.0,1840.25,0.0,1308.25,3148.5
2026-01-18 15:00:00+00:00,0.0,1850.25,0.0,0.0,1262.75,0.0,1850.25,0.0,1262.75,3113.0
2026-01-18 16:00:00+00:00,0.0,1839.0,0.0,0.0,1372.25,0.0,1839.0,0.0,1372.25,3211.25
2026-01-18 17:00:00+00:00,0.0,1854.0,0.0,0.0,1326.75,0.0,1854.0,0.0,1326.75,3180.75
2026-01-18 18:00:00+00:00,0.0,1801.0,0.0,0.0,1308.5,0.0,1801.0,0.0,1308.5,3109.5
2026-01-18 19:00:00+00:00,0.0,1768.5,0.0,0.0,1156.0,0.0,1768.5,0.0,1156.0,2924.5
2026-01-18 20:00:00+00:00,0.0,1874.25,0.0,0.0,957.25,0.0,1874.25,0.0,957.25,2831.5
2026-01-18 21:00:00+00:00,0.0,1873.0,0.0,0.0,892.25,0.0,1873.0,0.0,892.25,2765.25
2026-01-18 22:00:00+00:00,0.0,1872.25,0.0,0.0,860.0,0.0,1872.25,0.0,860.0,2732.25
2026-01-18 23:00:00+00:00,0.0,1944.25,0.0,0.0,509.5,0.0,1944.25,0.0,509.5,2453.75
2026-01-19 00:00:00+00:00,0.0,1870.0,0.0,0.0,400.25,0.0,1870.0,0.0,400.25,2270.25
2026-01-19 01:00:00+00:00,0.0,1904.0,0.0,0.0,313.25,0.0,1904.0,0.0,313.25,2217.25
2026-01-19 02:00:00+00:00,0.0,1912.0,0.0,0.0,287.0,0.0,1912.0,0.0,287.0,2199.0
2026-01-19 03:00:00+00:00,0.0,1930.0,0.0,0.0,317.5,0.0,1930.0,0.0,317.5,2247.5
2026-01-19 04:00:00+00:00,0.0,1972.25,0.0,0.0,462.25,0.0,1972.25,0.0,462.25,2434.5
2026-01-19 05:00:00+00:00,0.0,1970.0,0.0,0.0,730.0,0.0,1970.0,0.0,730.0,2700.0
2026-01-19 06:00:00+00:00,0.0,1961.5,0.0,0.0,984.25,0.0,1961.5,0.0,984.25,2945.75
2026-01-19 07:00:00+00:00,0.0,1944.0,0.0,0.0,1008.75,0.0,1944.0,0.0,1008.75,2952.75
2026-01-19 08:00:00+00:00,0.0,1944.75,0.0,0.0,982.5,0.0,1944.75,0.0,982.5,2927.25
2026-01-19 09:00:00+00:00,0.0,1943.25,0.0,0.0,932.25,0.0,1943.25,0.0,932.25,2875.5
2026-01-19 10:00:00+00:00,0.0,1863.0,0.0,0.0,795.0,0.0,1863.0,0.0,795.0,2658.0
2026-01-19 11:00:00+00:00,0.0,1902.0,0.0,0.0,740.0,0.0,1902.0,0.0,740.0,2642.0
2026-01-19 12:00:00+00:00,0.0,1856.0,0.0,0.0,891.0,0.0,1856.0,0.0,891.0,2747.0
2026-01-19 13:00:00+00:00,0.0,1858.25,0.0,0.0,1028.75,0.0,1858.25,0.0,1028.75,2887.0
2026-01-19 14:00:00+00:00,0.0,1928.0,0.0,0.0,997.5,0.0,1928.0,0.0,997.5,2925.5
2026-01-19 15:00:00+00:00,0.0,1898.0,0.0,0.0,990.25,0.0,1898.0,0.0,990.25,2888.25
2026-01-19 16:00:00+00:00,0.0,1856.0,0.0,0.0,974.0,0.0,1856.0,0.0,974.0,2830.0
2026-01-19 17:00:00+00:00,0.0,1890.0,0.0,0.0,1034.0,0.0,1890.0,0.0,1034.0,2924.0
2026-01-19 18:00:00+00:00,0.0,1850.0,0.0,0.0,1051.0,0.0,1850.0,0.0,1051.0,2901.0
2026-01-19 19:00:00+00:00,0.0,1846.75,0.0,0.0,1154.5,0.0,1846.75,0.0,1154.5,3001.25
2026-01-19 20:00:00+00:00,0.0,1859.0,0.0,0.0,1110.5,0.0,1859.0,0.0,1110.5,2969.5
2026-01-19 21:00:00+00:00,0.0,1943.0,0.0,0.0,801.75,0.0,1943.0,0.0,801.75,2744.75
2026-01-19 22:00:00+00:00,0.0,1942.75,0.0,0.0,733.25,0.0,1942.75,0.0,733.25,2676.0
2026-01-19 23:00:00+00:00,0.0,1965.0,0.0,0.0,620.0,0.0,1965.0,0.0,620.0,2585.0
2026-01-20 00:00:00+00:00,0.0,1965.0,0.0,0.0,622.25,0.0,1965.0,0.0,622.25,2587.25
2026-01-20 01:00:00+00:00,0.0,1966.0,0.0,0.0,635.75,0.0,1966.0,0.0,635.75,2601.75
2026-01-20 02:00:00+00:00,0.0,1965.0,0.0,0.0,628.0,0.0,1965.0,0.0,628.0,2593.0
2026-01-20 03:00:00+00:00,0.0,1962.5,0.0,0.0,653.0,0.0,1962.5,0.0,653.0,2615.5
2026-01-20 04:00:00+00:00,0.0,1957.5,0.0,0.0,724.0,0.0,1957.5,0.0,724.0,2681.5
2026-01-20 05:00:00+00:00,0.0,1947.75,0.0,0.0,970.25,0.0,1947.75,0.0,970.25,2918.0
2026-01-20 06:00:00+00:00,0.0,1801.75,0.0,0.0,1147.0,0.0,1801.75,0.0,1147.0,2948.75
2026-01-20 07:00:00+00:00,0.0,1793.25,0.0,0.0,1070.75,0.0,1793.25,0.0,1070.75,2864.0
2026-01-20 08:00:00+00:00,0.0,1741.75,0.0,0.0,1116.0,0.0,1741.75,0.0,1116.0,2857.75
2026-01-20 09:00:00+00:00,0.0,1780.75,0.0,0.0,1098.75,0.0,1780.75,0.0,1098.75,2879.5
2026-01-20 10:00:00+00:00,0.0,1794.5,0.0,0.0,1032.25,0.0,1794.5,0.0,1032.25,2826.75
2026-01-20 11:00:00+00:00,0.0,1694.0,0.0,0.0,1009.75,0.0,1694.0,0.0,1009.75,2703.75
2026-01-20 12:00:00+00:00,0.0,1703.5,0.0,0.0,1034.25,0.0,1703.5,0.0,1034.25,2737.75
2026-01-20 13:00:00+00:00,0.0,1778.5,0.0,0.0,1017.75,0.0,1778.5,0.0,1017.75,2796.25
2026-01-20 14:00:00+00:00,0.0,1809.25,0.0,0.0,1041.75,0.0,1809.25,0.0,1041.75,2851.0
2026-01-20 15:00:00+00:00,0.0,1740.5,0.0,0.0,1120.5,0.0,1740.5,0.0,1120.5,2861.0
2026-01-20 16:00:00+00:00,0.0,1752.5,0.0,0.0,1170.5,0.0,1752.5,0.0,1170.5,2923.0
2026-01-20 17:00:00+00:00,0.0,1699.75,0.0,0.0,1224.75,0.0,1699.75,0.0,1224.75,2924.5
2026-01-20 18:00:00+00:00,0.0,1863.25,0.0,0.0,1156.25,0.0,1863.25,0.0,1156.25,3019.5
2026-01-20 19:00:00+00:00,0.0,1907.75,0.0,0.0,1109.0,0.0,1907.75,0.0,1109.0,3016.75
2026-01-20 20:00:00+00:00,0.0,1919.75,0.0,0.0,1066.5,0.0,1919.75,0.0,1066.5,2986.25
2026-01-20 21:00:00+00:00,0.0,1918.25,0.0,0.0,779.5,0.0,1918.25,0.0,779.5,2697.75
2026-01-20 22:00:00+00:00,0.0,1935.5,0.0,0.0,711.25,0.0,1935.5,0.0,711.25,2646.75
2026-01-20 23:00:00+00:00,0.0,1859.25,0.0,0.0,763.0,0.0,1859.25,0.0,763.0,2622.25
2026-01-21 00:00:00+00:00,0.0,1894.75,0.0,0.0,711.25,0.0,1894.75,0.0,711.25,2606.0
2026-01-21 01:00:00+00:00,0.0,1881.0,0.0,0.0,723.0,0.0,1881.0,0.0,723.0,2604.0
2026-01-21 02:00:00+00:00,0.0,1815.5,0.0,0.0,738.75,0.0,1815.5,0.0,738.75,2554.25
2026-01-21 03:00:00+00:00,0.0,1815.75,0.0,0.0,706.5,0.0,1815.75,0.0,706.5,2522.25
2026-01-21 04:00:00+00:00,0.0,1734.5,0.0,0.0,865.75,0.0,1734.5,0.0,865.75,2600.25
2026-01-21 05:00:00+00:00,0.0,1699.0,0.0,0.0,1007.5,0.0,1699.0,0.0,1007.5,2706.5
2026-01-21 06:00:00+00:00,0.0,1872.25,0.0,0.0,814.0,0.0,1872.25,0.0,814.0,2686.25
