,SE_3_SE_2,SE_2_SE_3,NO_4_SE_2,SE_2_NO_4,SE_1_SE_2,SE_2_SE_1,SE_2_NO_3,NO_3_SE_2,SE_2_NO_3_net_export,SE_2_NO_4_net_export,SE_2_SE_1_net_export,SE_2_SE_3_net_export,Net Export
2026-02-25 01:00:00+00:00,0.0,7256.5,1201.0,0.0,653.5,0.0,0.0,0.0,0.0,-1201.0,-653.5,7256.5,5402.0
2026-02-25 02:00:00+00:00,0.0,7355.75,1213.25,0.0,443.5,0.0,0.0,0.0,0.0,-1213.25,-443.5,7355.75,5699.0
2026-02-25 03:00:00+00:00,0.0,7383.5,1239.0,0.0,111.75,0.0,0.0,0.0,0.0,-1239.0,-111.75,7383.5,6032.75
2026-02-25 04:00:00+00:00,0.0,7502.75,883.25,0.0,223.5,0.0,0.0,0.0,0.0,-883.25,-223.5,7502.75,6396.0
2026-02-25 05:00:00+00:00,0.0,7295.5,368.75,0.0,131.25,0.0,0.0,0.0,0.0,-368.75,-131.25,7295.5,6795.5
2026-02-25 06:00:00+00:00,0.0,6983.0,85.75,0.0,121.75,0.0,0.0,0.0,0.0,-85.75,-121.75,6983.0,6775.5
2026-02-25 07:00:00+00:00,0.0,6972.75,21.5,0.0,170.75,0.0,0.0,0.0,0.0,-21.5,-170.75,6972.75,6780.5
2026-02-25 08:00:00+00:00,0.0,7070.75,19.0,0.0,273.75,0.0,0.0,0.0,0.0,-19.0,-273.75,7070.75,6778.0
2026-02-25 09:00:00+00:00,0.0,7168.5,0.0,0.0,362.0,0.0,0.0,0.0,0.0,0.0,-362.0,7168.5,6806.5
2026-02-25 10:00:00+00:00,0.0,7483.75,0.0,0.0,379.25,0.0,142.75,0.0,142.75,0.0,-379.25,7483.75,7247.25
2026-02-25 11:00:00+00:00,0.0,7551.5,0.0,0.0,224.5,0.0,83.25,0.0,83.25,0.0,-224.5,7551.5,7410.25
2026-02-25 12:00:00+00:00,0.0,7434.5,0.0,0.0,208.0,0.0,263.75,0.0,263.75,0.0,-208.0,7434.5,7490.25
2026-02-25 13:00:00+00:00,0.0,7321.0,0.0,0.0,259.5,0.0,354.0,0.0,354.0,0.0,-259.5,7321.0,7415.5
2026-02-25 14:00:00+00:00,0.0,7280.25,0.0,0.0,497.0,0.0,326.25,0.0,326.25,0.0,-497.0,7280.25,7109.5
2026-02-25 15:00:00+00:00,0.0,7301.0,0.0,0.0,854.0,0.0,264.0,0.0,264.0,0.0,-854.0,7301.0,6711.0
2026-02-25 16:00:00+00:00,0.0,7294.25,0.0,0.0,1083.5,0.0,180.5,0.0,180.5,0.0,-1083.5,7294.25,6391.25
2026-02-25 17:00:00+00:00,0.0,7047.25,0.0,0.0,1168.25,0.0,352.25,0.0,352.25,0.0,-1168.25,7047.25,6231.25
2026-02-25 18:00:00+00:00,0.0,7204.25,0.0,0.0,1453.25,0.0,247.75,0.0,247.75,0.0,-1453.25,7204.25,5998.75
2026-02-25 19:00:00+00:00,0.0,5941.25,0.0,0.0,832.75,0.0,608.5,0.0,608.5,0.0,-832.75,5941.25,5717.0
2026-02-25 20:00:00+00:00,0.0,5051.75,0.0,0.0,240.0,0.0,932.75,0.0,932.75,0.0,-240.0,5051.75,5744.5
2026-02-25 21:00:00+00:00,0.0,4612.75,0.0,0.0,271.0,0.0,952.5,0.0,952.5,0.0,-271.0,4612.75,5294.25
2026-02-25 22:00:00+00:00,0.0,4600.5,0.0,0.0,516.5,0.0,795.0,0.0,795.0,0.0,-516.5,4600.5,4879.0
2026-02-25 23:00:00+00:00,0.0,4014.5,0.0,0.0,443.75,0.0,1022.75,0.0,1022.75,0.0,-443.75,4014.5,4593.5
2026-02-26 00:00:00+00:00,0.0,3380.0,0.0,0.0,239.0,0.0,1119.25,0.0,1119.25,0.0,-239.0,3380.0,4260.25
2026-02-26 01:00:00+00:00,0.0,2970.0,0.0,0.0,133.5,0.0,1172.25,0.0,1172.25,0.0,-133.5,2970.0,4008.75
2026-02-26 02:00:00+00:00,0.0,2667.25,0.0,0.0,13.25,0.0,1200.5,0.0,1200.5,0.0,-13.25,2667.25,3854.5
2026-02-26 03:00:00+00:00,0.0,2608.25,0.0,0.0,0.0,209.5,1186.5,0.0,1186.5,0.0,209.5,2608.25,4004.25
2026-02-26 04:00:00+00:00,0.0,3384.25,0.0,0.0,0.0,183.75,851.0,0.0,851.0,0.0,183.75,3384.25,4419.0
2026-02-26 05:00:00+00:00,0.0,4341.5,0.0,0.0,0.0,0.0,552.25,0.0,552.25,0.0,0.0,4341.5,4893.75
2026-02-26 06:00:00+00:00,0.0,5400.25,85.25,0.0,254.75,0.0,29.25,0.0,29.25,-85.25,-254.75,5400.25,5089.5
2026-02-26 07:00:00+00:00,0.0,6009.5,98.75,0.0,636.0,0.0,8.0,0.0,8.0,-98.75,-636.0,6009.5,5282.75
2026-02-26 08:00:00+00:00,0.0,5178.25,0.0,0.0,0.0,0.0,254.5,0.0,254.5,0.0,0.0,5178.25,5432.75
2026-02-26 09:00:00+00:00,0.0,4666.25,0.0,0.0,0.0,25.0,686.5,0.0,686.5,0.0,25.0,4666.25,5377.75
2026-02-26 10:00:00+00:00,0.0,3803.25,0.0,0.0,0.0,47.75,1342.5,0.0,1342.5,0.0,47.75,3803.25,5193.5
2026-02-26 11:00:00+00:00,0.0,3041.5,0.0,0.0,0.0,149.0,1784.5,0.0,1784.5,0.0,149.0,3041.5,4975.0
2026-02-26 12:00:00+00:00,0.0,3133.5,0.0,0.0,0.0,125.25,1711.0,0.0,1711.0,0.0,125.25,3133.5,4969.75
2026-02-26 13:00:00+00:00,0.0,3480.0,0.0,0.0,0.0,97.75,1555.0,0.0,1555.0,0.0,97.75,3480.0,5132.75
2026-02-26 14:00:00+00:00,0.0,4675.75,0.0,0.0,169.25,0.0,887.25,0.0,887.25,0.0,-169.25,4675.75,5393.75
2026-02-26 15:00:00+00:00,0.0,5695.25,0.0,0.0,819.0,0.0,492.5,0.0,492.5,0.0,-819.0,5695.25,5368.75
2026-02-26 16:00:00+00:00,0.0,6144.5,0.0,0.0,1186.75,0.0,391.5,0.0,391.5,0.0,-1186.75,6144.5,5349.25
2026-02-26 17:00:00+00:00,0.0,5841.75,0.0,0.0,971.75,0.0,395.5,0.0,395.5,0.0,-971.75,5841.75,5265.5
2026-02-26 18:00:00+00:00,0.0,4611.0,0.0,0.0,224.25,0.0,844.75,0.0,844.75,0.0,-224.25,4611.0,5231.5
2026-02-26 19:00:00+00:00,0.0,3874.0,0.0,0.0,0.0,0.0,1244.0,0.0,1244.0,0.0,0.0,3874.0,5118.0
2026-02-26 20:00:00+00:00,0.0,3639.5,0.0,0.0,0.0,11.5,1417.75,0.0,1417.75,0.0,11.5,3639.5,5068.75
2026-02-26 21:00:00+00:00,0.0,3340.75,0.0,0.0,0.0,43.0,1592.5,0.0,1592.5,0.0,43.0,3340.75,4976.25
2026-02-26 22:00:00+00:00,0.0,3095.5,0.0,0.0,0.0,43.0,1637.75,0.0,1637.75,0.0,43.0,3095.5,4776.25
2026-02-26 23:00:00+00:00,0.0,2610.75,0.0,0.0,0.0,123.5,1262.5,0.0,1262.5,0.0,123.5,2610.75,3996.75
2026-02-27 00:00:00+00:00,0.0,2747.0,0.0,0.0,0.0,82.5,998.25,0.0,998.25,0.0,82.5,2747.0,3827.75
2026-02-27 01:00:00+00:00,0.0,2865.75,0.0,0.0,0.0,72.5,982.25,0.0,982.25,0.0,72.5,2865.75,3920.5
2026-02-27 02:00:00+00:00,0.0,3271.75,0.0,0.0,0.0,13.25,897.0,0.0,897.0,0.0,13.25,3271.75,4182.0
2026-02-27 03:00:00+00:00,0.0,3602.0,0.0,0.0,0.0,0.0,876.25,0.0,876.25,0.0,0.0,3602.0,4478.25
2026-02-27 04:00:00+00:00,0.0,4540.0,0.0,0.0,0.0,0.0,337.0,0.0,337.0,0.0,0.0,4540.0,4877.0
2026-02-27 05:00:00+00:00,0.0,5705.0,44.0,0.0,15.25,0.0,54.75,0.0,54.75,-44.0,-15.25,5705.0,5700.5
2026-02-27 06:00:00+00:00,0.0,6519.75,220.25,0.0,74.25,0.0,0.0,0.0,0.0,-220.25,-74.25,6519.75,6225.25
2026-02-27 07:00:00+00:00,0.0,6607.75,377.5,0.0,0.0,0.0,26.0,0.0,26.0,-377.5,0.0,6607.75,6256.25
2026-02-27 08:00:00+00:00,0.0,5211.5,0.0,0.0,7.5,52.0,767.25,0.0,767.25,0.0,44.5,5211.5,6023.25
2026-02-27 09:00:00+00:00,0.0,4499.75,0.0,0.0,0.0,41.0,1084.5,0.0,1084.5,0.0,41.0,4499.75,5625.25
2026-02-27 10:00:00+00:00,0.0,4204.75,0.0,0.0,0.0,21.25,1093.5,0.0,1093.5,0.0,21.25,4204.75,5319.5
2026-02-27 11:00:00+00:00,0.0,3961.25,0.0,0.0,0.0,47.0,1131.25,0.0,1131.25,0.0,47.0,3961.25,5139.5
2026-02-27 12:00:00+00:00,0.0,3956.5,0.0,0.0,0.0,25.0,1135.5,0.0,1135.5,0.0,25.0,3956.5,5117.0
2026-02-27 13:00:00+00:00,0.0,4338.0,0.0,0.0,5.0,0.0,933.5,0.0,933.5,0.0,-5.0,4338.0,5266.5
2026-02-27 14:00:00+00:00,0.0,4887.25,0.0,0.0,30.25,0.0,513.75,0.0,513.75,0.0,-30.25,4887.25,5370.75
2026-02-27 15:00:00+00:00,0.0,6317.75,504.5,0.0,318.75,0.0,149.25,0.0,149.25,-504.5,-318.75,6317.75,5643.75
2026-02-27 16:00:00+00:00,0.0,6715.75,687.0,0.0,233.75,0.0,0.0,0.0,0.0,-687.0,-233.75,6715.75,5795.0
2026-02-27 17:00:00+00:00,0.0,6368.75,357.25,0.0,127.75,0.0,0.0,0.0,0.0,-357.25,-127.75,6368.75,5883.75
2026-02-27 18:00:00+00:00,0.0,5938.25,103.25,0.0,6.0,0.0,229.5,0.0,229.5,-103.25,-6.0,5938.25,6058.5
2026-02-27 19:00:00+00:00,0.0,5761.5,0.0,0.0,9.5,0.0,321.25,0.0,321.25,0.0,-9.5,5761.5,6073.25
2026-02-27 20:00:00+00:00,0.0,6090.75,6.5,0.0,66.75,0.0,55.75,0.0,55.75,-6.5,-66.75,6090.75,6073.25
2026-02-27 21:00:00+00:00,0.0,6066.0,12.0,0.0,115.5,0.0,40.5,0.0,40.5,-12.0,-115.5,6066.0,5979.0
2026-02-27 22:00:00+00:00,0.0,5994.75,0.0,0.0,88.0,0.0,56.5,0.0,56.5,0.0,-88.0,5994.75,5963.25
2026-02-27 23:00:00+00:00,0.0,5891.0,0.0,0.0,137.5,0.0,280.0,0.0,280.0,0.0,-137.5,5891.0,6033.5
2026-02-28 00:00:00+00:00,0.0,6171.5,0.0,0.0,393.0,0.0,176.0,0.0,176.0,0.0,-393.0,6171.5,5954.5
2026-02-28 01:00:00+00:00,0.0,6358.25,0.0,0.0,728.5,0.0,70.75,0.0,70.75,0.0,-728.5,6358.25,5700.5
2026-02-28 02:00:00+00:00,0.0,6504.5,127.25,0.0,1070.0,0.0,0.0,0.0,0.0,-127.25,-1070.0,6504.5,5307.25
2026-02-28 03:00:00+00:00,0.0,6499.0,171.0,0.0,1302.25,0.0,0.0,0.0,0.0,-171.0,-1302.25,6499.0,5025.75
2026-02-28 04:00:00+00:00,0.0,6433.25,137.75,0.0,1474.0,0.0,0.0,0.0,0.0,-137.75,-1474.0,6433.25,4821.5
2026-02-28 05:00:00+00:00,0.0,6034.25,0.0,0.0,1441.75,0.0,17.5,0.0,17.5,0.0,-1441.75,6034.25,4610.0
2026-02-28 06:00:00+00:00,0.0,5010.0,0.0,0.0,1197.0,0.0,360.0,0.0,360.0,0.0,-1197.0,5010.0,4173.0
2026-02-28 07:00:00+00:00,0.0,5097.75,0.0,0.0,1275.75,0.0,255.25,0.0,255.25,0.0,-1275.75,5097.75,4077.25
2026-02-28 08:00:00+00:00,0.0,5305.5,0.0,0.0,1318.5,0.0,183.0,0.0,183.0,0.0,-1318.5,5305.5,4170.0
2026-02-28 09:00:00+00:00,0.0,5208.0,0.0,0.0,1222.75,0.0,273.75,0.0,273.75,0.0,-1222.75,5208.0,4259.0
2026-02-28 10:00:00+00:00,0.0,5197.0,0.0,0.0,1141.5,0.0,273.75,0.0,273.75,0.0,-1141.5,5197.0,4329.25
2026-02-28 11:00:00+00:00,0.0,5446.5,0.0,0.0,1065.75,0.0,165.5,0.0,165.5,0.0,-1065.75,5446.5,4546.25
2026-02-28 12:00:00+00:00,0.0,5413.75,0.0,0.0,1013.0,0.0,229.0,0.0,229.0,0.0,-1013.0,5413.75,4629.75
2026-02-28 13:00:00+00:00,0.0,5274.0,0.0,0.0,907.75,0.0,352.75,0.0,352.75,0.0,-907.75,5274.0,4719.0
2026-02-28 14:00:00+00:00,0.0,5533.75,0.0,0.0,1084.75,0.0,191.0,0.0,191.0,0.0,-1084.75,5533.75,4640.0
2026-02-28 15:00:00+00:00,0.0,6140.5,156.25,0.0,1340.5,0.0,62.25,0.0,62.25,-156.25,-1340.5,6140.5,4706.0
2026-02-28 16:00:00+00:00,0.0,6206.75,0.0,0.0,1513.25,0.0,29.75,0.0,29.75,0.0,-1513.25,6206.75,4723.25
2026-02-28 17:00:00+00:00,0.0,6140.5,0.0,0.0,1613.5,0.0,8.75,0.0,8.75,0.0,-1613.5,6140.5,4535.75
2026-02-28 18:00:00+00:00,0.0,6009.0,0.0,0.0,1589.5,0.0,0.0,0.0,0.0,0.0,-1589.5,6009.0,4419.5
2026-02-28 19:00:00+00:00,0.0,5660.75,0.0,0.0,1424.0,0.0,195.75,0.0,195.75,0.0,-1424.0,5660.75,4432.5
2026-02-28 20:00:00+00:00,0.0,5348.5,0.0,0.0,1282.5,0.0,354.25,0.0,354.25,0.0,-1282.5,5348.5,4420.25
2026-02-28 21:00:00+00:00,0.0,5130.5,0.0,0.0,1201.25,0.0,443.0,0.0,443.0,0.0,-1201.25,5130.5,4372.25
2026-02-28 22:00:00+00:00,0.0,4871.0,0.0,0.0,1062.5,0.0,524.75,0.0,524.75,0.0,-1062.5,4871.0,4333.25
2026-02-28 23:00:00+00:00,0.0,2950.5,0.0,0.0,464.0,0.0,1613.5,0.0,1613.5,0.0,-464.0,2950.5,4100.0
2026-03-01 00:00:00+00:00,0.0,2953.5,0.0,0.0,419.75,0.0,1602.5,0.0,1602.5,0.0,-419.75,2953.5,4136.25
2026-03-01 01:00:00+00:00,0.0,3013.75,0.0,0.0,355.0,0.0,1474.25,0.0,1474.25,0.0,-355.0,3013.75,4133.0
2026-03-01 02:00:00+00:00,0.0,3266.0,0.0,0.0,386.25,0.0,1248.5,0.0,1248.5,0.0,-386.25,3266.0,4128.25
2026-03-01 03:00:00+00:00,0.0,3299.5,0.0,0.0,275.5,0.0,1196.5,0.0,1196.5,0.0,-275.5,3299.5,4220.5
2026-03-01 04:00:00+00:00,0.0,3255.25,0.0,0.0,166.75,0.0,1171.75,0.0,1171.75,0.0,-166.75,3255.25,4260.25
2026-03-01 05:00:00+00:00,0.0,3575.0,0.0,0.0,161.0,0.0,941.5,0.0,941.5,0.0,-161.0,3575.0,4355.5
2026-03-01 06:00:00+00:00,0.0,3809.5,0.0,0.0,169.5,0.0,769.5,0.0,769.5,0.0,-169.5,3809.5,4409.5
2026-03-01 07:00:00+00:00,0.0,3246.25,0.0,0.0,100.0,0.0,1229.0,0.0,1229.0,0.0,-100.0,3246.25,4375.25
2026-03-01 08:00:00+00:00,0.0,1592.75,0.0,0.0,0.0,16.25,1826.5,0.0,1826.5,0.0,16.25,1592.75,3435.5
2026-03-01 09:00:00+00:00,0.0,1078.5,0.0,0.0,0.0,565.0,1539.25,0.0,1539.25,0.0,565.0,1078.5,3182.75
2026-03-01 10:00:00+00:00,0.0,1021.5,0.0,0.0,0.0,618.5,1470.75,0.0,1470.75,0.0,618.5,1021.5,3110.75
2026-03-01 11:00:00+00:00,0.0,903.5,0.0,0.0,0.0,789.75,1390.5,0.0,1390.5,0.0,789.75,903.5,3083.75
2026-03-01 12:00:00+00:00,0.0,903.0,0.0,0.0,0.0,735.0,1491.5,0.0,1491.5,0.0,735.0,903.0,3129.5
2026-03-01 13:00:00+00:00,0.0,1188.5,0.0,0.0,0.0,360.0,1661.75,0.0,1661.75,0.0,360.0,1188.5,3210.25
2026-03-01 14:00:00+00:00,0.0,2144.25,0.0,0.0,0.0,129.25,1809.25,0.0,1809.25,0.0,129.25,2144.25,4082.75
2026-03-01 15:00:00+00:00,0.0,4164.0,0.0,0.0,299.5,0.0,1061.0,0.0,1061.0,0.0,-299.5,4164.0,4925.5
2026-03-01 16:00:00+00:00,0.0,5448.75,0.0,0.0,687.75,0.0,619.75,0.0,619.75,0.0,-687.75,5448.75,5380.75
2026-03-01 17:00:00+00:00,0.0,5506.25,0.0,0.0,686.0,0.0,695.75,0.0,695.75,0.0,-686.0,5506.25,5516.0
2026-03-01 18:00:00+00:00,0.0,5724.0,0.0,0.0,709.0,0.0,610.75,0.0,610.75,0.0,-709.0,5724.0,5625.75
2026-03-01 19:00:00+00:00,0.0,5757.0,0.0,0.0,651.25,0.0,562.75,0.0,562.75,0.0,-651.25,5757.0,5668.5
2026-03-01 20:00:00+00:00,0.0,6107.75,0.0,0.0,770.25,0.0,164.25,0.0,164.25,0.0,-770.25,6107.75,5501.75
2026-03-01 21:00:00+00:00,0.0,5985.5,0.0,0.0,588.25,0.0,68.75,0.0,68.75,0.0,-588.25,5985.5,5466.0
2026-03-01 22:00:00+00:00,0.0,5636.75,0.0,0.0,506.25,0.0,278.25,0.0,278.25,0.0,-506.25,5636.75,5408.75
2026-03-01 23:00:00+00:00,0.0,5958.25,0.0,0.0,217.5,0.0,327.75,0.0,327.75,0.0,-217.5,5958.25,6068.5
2026-03-02 00:00:00+00:00,0.0,6182.5,0.0,0.0,353.0,0.0,168.25,0.0,168.25,0.0,-353.0,6182.5,5997.75
2026-03-02 01:00:00+00:00,0.0,6264.5,0.0,0.0,398.5,0.0,48.0,0.0,48.0,0.0,-398.5,6264.5,5914.0
2026-03-02 02:00:00+00:00,0.0,6470.5,174.75,0.0,588.0,0.0,0.0,0.0,0.0,-174.75,-588.0,6470.5,5707.75
2026-03-02 03:00:00+00:00,0.0,6686.0,169.25,0.0,871.5,0.0,0.0,0.0,0.0,-169.25,-871.5,6686.0,5645.25
2026-03-02 04:00:00+00:00,0.0,6870.0,432.75,0.0,878.5,0.0,0.0,0.0,0.0,-432.75,-878.5,6870.0,5558.75
2026-03-02 05:00:00+00:00,0.0,6631.75,497.25,0.0,828.0,0.0,0.0,0.0,0.0,-497.25,-828.0,6631.75,5306.5
2026-03-02 06:00:00+00:00,0.0,6080.0,174.25,0.0,895.0,0.0,0.0,0.0,0.0,-174.25,-895.0,6080.0,5010.75
2026-03-02 07:00:00+00:00,0.0,5679.5,13.75,0.0,818.25,0.0,0.0,0.0,0.0,-13.75,-818.25,5679.5,4847.5
2026-03-02 08:00:00+00:00,0.0,5338.25,18.25,0.0,477.5,0.0,0.0,0.0,0.0,-18.25,-477.5,5338.25,4842.5
2026-03-02 09:00:00+00:00,0.0,5322.75,9.5,0.0,377.25,0.0,0.0,0.0,0.0,-9.5,-377.25,5322.75,4936.0
2026-03-02 10:00:00+00:00,0.0,5414.75,0.0,0.0,461.0,0.0,0.0,0.0,0.0,0.0,-461.0,5414.75,4953.75
2026-03-02 11:00:00+00:00,0.0,5473.0,92.25,0.0,423.75,0.0,0.0,0.0,0.0,-92.25,-423.75,5473.0,4957.0
2026-03-02 12:00:00+00:00,0.0,5497.75,36.0,0.0,437.75,0.0,0.0,0.0,0.0,-36.0,-437.75,5497.75,5024.0
2026-03-02 13:00:00+00:00,0.0,5763.0,80.25,0.0,430.75,0.0,0.0,0.0,0.0,-80.25,-430.75,5763.0,5252.0
2026-03-02 14:00:00+00:00,0.0,6146.25,95.0,0.0,438.5,0.0,0.0,0.0,0.0,-95.0,-438.5,6146.25,5612.75
2026-03-02 15:00:00+00:00,0.0,6940.0,196.5,0.0,542.0,0.0,0.0,0.0,0.0,-196.5,-542.0,6940.0,6201.5
2026-03-02 16:00:00+00:00,0.0,7469.5,1.25,0.0,580.0,0.0,0.0,0.0,0.0,-1.25,-580.0,7469.5,6888.25
2026-03-02 17:00:00+00:00,0.0,7411.75,75.25,0.0,29.5,0.0,10.25,0.0,10.25,-75.25,-29.5,7411.75,7317.25
2026-03-02 18:00:00+00:00,0.0,6612.0,0.0,0.0,0.0,0.0,977.5,0.0,977.5,0.0,0.0,6612.0,7589.5
2026-03-02 19:00:00+00:00,0.0,6388.5,0.0,0.0,0.0,0.0,1047.25,0.0,1047.25,0.0,0.0,6388.5,7435.75
2026-03-02 20:00:00+00:00,0.0,6611.0,0.0,0.0,0.0,0.0,889.75,0.0,889.75,0.0,0.0,6611.0,7500.75
2026-03-02 21:00:00+00:00,0.0,6446.5,0.0,0.0,0.0,0.0,1122.0,0.0,1122.0,0.0,0.0,6446.5,7568.5
2026-03-02 22:00:00+00:00,0.0,5941.25,0.0,7.5,0.0,0.0,1721.75,0.0,1721.75,7.5,0.0,5941.25,7670.5
2026-03-02 23:00:00+00:00,0.0,5127.25,0.0,94.5,0.0,22.0,2445.25,0.0,2445.25,94.5,22.0,5127.25,7689.0
2026-03-03 00:00:00+00:00,0.0,4774.0,0.0,90.25,0.0,159.5,2734.25,0.0,2734.25,90.25,159.5,4774.0,7758.0
2026-03-03 01:00:00+00:00,0.0,4668.75,0.0,68.25,0.0,183.5,2792.5,0.0,2792.5,68.25,183.5,4668.75,7713.0
2026-03-03 02:00:00+00:00,0.0,4629.0,0.0,131.75,0.0,140.75,2767.5,0.0,2767.5,131.75,140.75,4629.0,7669.0
2026-03-03 03:00:00+00:00,0.0,4575.75,0.0,70.5,0.0,296.5,2711.5,0.0,2711.5,70.5,296.5,4575.75,7654.25
2026-03-03 04:00:00+00:00,0.0,4871.25,0.0,17.75,0.0,298.5,2381.25,0.0,2381.25,17.75,298.5,4871.25,7568.75
2026-03-03 05:00:00+00:00,0.0,5575.0,0.0,0.0,0.0,277.75,1675.0,0.0,1675.0,0.0,277.75,5575.0,7527.75
2026-03-03 06:00:00+00:00,0.0,6017.75,0.0,0.0,0.0,0.0,1302.0,0.0,1302.0,0.0,0.0,6017.75,7319.75
2026-03-03 07:00:00+00:00,0.0,5998.0,0.0,0.0,22.25,0.0,1140.75,0.0,1140.75,0.0,-22.25,5998.0,7116.5
2026-03-03 08:00:00+00:00,0.0,5036.0,0.0,23.75,0.0,0.0,1949.5,0.0,1949.5,23.75,0.0,5036.0,7009.25
2026-03-03 09:00:00+00:00,0.0,4066.5,0.0,197.25,0.0,310.5,2191.25,0.0,2191.25,197.25,310.5,4066.5,6765.5
2026-03-03 10:00:00+00:00,0.0,3550.25,0.0,338.0,0.0,819.5,1985.25,0.0,1985.25,338.0,819.5,3550.25,6693.0
2026-03-03 11:00:00+00:00,0.0,3136.25,0.0,271.25,0.0,1461.5,1823.25,0.0,1823.25,271.25,1461.5,3136.25,6692.25
2026-03-03 12:00:00+00:00,0.0,3158.0,0.0,280.25,0.0,1499.0,1848.25,0.0,1848.25,280.25,1499.0,3158.0,6785.5
2026-03-03 13:00:00+00:00,0.0,3003.75,0.0,348.25,0.0,1792.75,1836.5,0.0,1836.5,348.25,1792.75,3003.75,6981.25
2026-03-03 14:00:00+00:00,0.0,3175.75,0.0,277.5,0.0,1798.25,1928.0,0.0,1928.0,277.5,1798.25,3175.75,7179.5
2026-03-03 15:00:00+00:00,0.0,4054.0,0.0,103.5,0.0,1235.0,2122.5,0.0,2122.5,103.5,1235.0,4054.0,7515.0
2026-03-03 16:00:00+00:00,0.0,5411.0,0.0,105.75,0.0,532.25,1800.0,0.0,1800.0,105.75,532.25,5411.0,7849.0
2026-03-03 17:00:00+00:00,0.0,6077.5,0.0,0.0,0.0,250.0,1570.0,0.0,1570.0,0.0,250.0,6077.5,7897.5
2026-03-03 18:00:00+00:00,0.0,5593.75,0.0,87.5,0.0,332.0,1996.5,0.0,1996.5,87.5,332.0,5593.75,8009.75
2026-03-03 19:00:00+00:00,0.0,5306.75,0.0,162.75,0.0,329.5,2119.25,0.0,2119.25,162.75,329.5,5306.75,7918.25
2026-03-03 20:00:00+00:00,0.0,4666.75,0.0,394.5,0.0,621.0,2236.5,0.0,2236.5,394.5,621.0,4666.75,7918.75
2026-03-03 21:00:00+00:00,0.0,4156.75,0.0,462.25,0.0,699.0,2320.0,0.0,2320.0,462.25,699.0,4156.75,7638.0
2026-03-03 22:00:00+00:00,0.0,3859.75,0.0,817.25,0.0,803.0,2224.0,0.0,2224.0,817.25,803.0,3859.75,7704.0
2026-03-03 23:00:00+00:00,0.0,3006.0,0.0,781.75,0.0,370.75,1950.5,0.0,1950.5,781.75,370.75,3006.0,6109.0
2026-03-04 00:00:00+00:00,0.0,2770.5,0.0,791.5,0.0,385.5,1869.5,0.0,1869.5,791.5,385.5,2770.5,5817.0
2026-03-04 01:00:00+00:00,0.0,2736.25,0.0,829.25,0.0,478.0,1827.25,0.0,1827.25,829.25,478.0,2736.25,5870.75
2026-03-04 02:00:00+00:00,0.0,3778.0,0.0,67.75,60.0,0.0,1945.75,0.0,1945.75,67.75,-60.0,3778.0,5731.5
2026-03-04 03:00:00+00:00,0.0,4385.5,0.0,0.0,372.0,0.0,1775.25,0.0,1775.25,0.0,-372.0,4385.5,5788.75
2026-03-04 04:00:00+00:00,0.0,5040.0,0.0,0.0,215.75,0.0,1340.5,0.0,1340.5,0.0,-215.75,5040.0,6164.75
2026-03-04 05:00:00+00:00,0.0,5656.5,0.0,0.0,291.75,0.0,1129.75,0.0,1129.75,0.0,-291.75,5656.5,6494.5
2026-03-04 06:00:00+00:00,0.0,6399.0,0.0,0.0,355.0,0.0,678.75,0.0,678.75,0.0,-355.0,6399.0,6722.75
2026-03-04 07:00:00+00:00,0.0,5980.25,0.0,0.0,0.0,0.0,1525.25,0.0,1525.25,0.0,0.0,5980.25,7505.5
2026-03-04 08:00:00+00:00,0.0,5671.25,0.0,108.5,0.0,0.0,2047.0,0.0,2047.0,108.5,0.0,5671.25,7826.75
2026-03-04 09:00:00+00:00,0.0,5147.75,0.0,465.25,0.0,120.25,2333.25,0.0,2333.25,465.25,120.25,5147.75,8066.5
2026-03-04 10:00:00+00:00,0.0,4557.0,0.0,587.0,0.0,425.5,2542.25,0.0,2542.25,587.0,425.5,4557.0,8111.75
2026-03-04 11:00:00+00:00,0.0,4516.75,0.0,597.25,0.0,588.5,2542.5,0.0,2542.5,597.25,588.5,4516.75,8245.0
2026-03-04 12:00:00+00:00,0.0,4535.5,0.0,596.0,0.0,662.25,2573.0,0.0,2573.0,596.0,662.25,4535.5,8366.75
2026-03-04 13:00:00+00:00,0.0,4445.75,0.0,587.25,0.0,712.0,2589.5,0.0,2589.5,587.25,712.0,4445.75,8334.5
2026-03-04 14:00:00+00:00,0.0,4985.0,0.0,419.75,0.0,386.0,2438.25,0.0,2438.25,419.75,386.0,4985.0,8229.0
2026-03-04 15:00:00+00:00,0.0,5602.75,0.0,146.5,0.0,50.0,1846.25,0.0,1846.25,146.5,50.0,5602.75,7645.5
2026-03-04 16:00:00+00:00,0.0,6385.25,0.0,0.0,0.0,139.0,1090.0,0.0,1090.0,0.0,139.0,6385.25,7614.25
2026-03-04 17:00:00+00:00,0.0,6429.75,0.0,0.0,0.0,236.75,844.75,0.0,844.75,0.0,236.75,6429.75,7511.25
2026-03-04 18:00:00+00:00,0.0,6256.0,0.0,0.0,0.0,144.5,1052.75,0.0,1052.75,0.0,144.5,6256.0,7453.25
2026-03-04 19:00:00+00:00,0.0,5964.25,0.0,0.0,0.0,125.0,1180.75,0.0,1180.75,0.0,125.0,5964.25,7270.0
