,SE_3_FI,FI_SE_3,EE_FI,FI_EE,FI_NO_4,NO_4_FI,FI_SE_1,SE_1_FI,FI_EE_net_export,FI_NO_4_net_export,FI_SE_1_net_export,FI_SE_3_net_export,Net Export
2026-01-17 14:00:00+00:00,512.0,0.0,0.0,1016.0,0.0,0.0,0.0,663.0,1016.0,0.0,-663.0,-512.0,-159.0
2026-01-17 15:00:00+00:00,466.25,0.0,0.0,1016.0,0.0,0.0,0.0,872.75,1016.0,0.0,-872.75,-466.25,-323.0
2026-01-17 16:00:00+00:00,91.5,0.0,0.0,1016.0,0.0,0.0,0.0,1301.0,1016.0,0.0,-1301.0,-91.5,-376.5
2026-01-17 17:00:00+00:00,477.25,0.0,0.0,1016.0,0.0,0.0,0.0,893.25,1016.0,0.0,-893.25,-477.25,-354.5
2026-01-17 18:00:00+00:00,593.25,0.0,0.0,1016.0,0.0,0.0,0.0,791.75,1016.0,0.0,-791.75,-593.25,-369.0
2026-01-17 19:00:00+00:00,275.25,10.0,0.0,1016.0,0.0,0.0,0.0,1063.25,1016.0,0.0,-1063.25,-265.25,-312.5
2026-01-17 20:00:00+00:00,97.0,102.25,0.0,1016.0,0.0,0.0,0.0,1603.0,1016.0,0.0,-1603.0,5.25,-581.75
2026-01-17 21:00:00+00:00,144.0,34.0,0.0,1016.0,0.0,0.0,0.0,1562.75,1016.0,0.0,-1562.75,-110.0,-656.75
2026-01-17 22:00:00+00:00,86.0,49.25,0.0,1016.0,0.0,0.0,0.0,1616.25,1016.0,0.0,-1616.25,-36.75,-637.0
2026-01-17 23:00:00+00:00,0.0,441.5,0.0,1016.0,0.0,0.0,0.0,1838.25,1016.0,0.0,-1838.25,441.5,-380.75
2026-01-18 00:00:00+00:00,0.0,465.5,0.0,1016.0,0.0,0.0,0.0,1838.0,1016.0,0.0,-1838.0,465.5,-356.5
2026-01-18 01:00:00+00:00,0.0,453.0,0.0,1016.0,0.0,0.0,0.0,1838.25,1016.0,0.0,-1838.25,453.0,-369.25
2026-01-18 02:00:00+00:00,205.0,0.0,0.0,1016.0,0.0,0.0,0.0,1263.25,1016.0,0.0,-1263.25,-205.0,-452.25
2026-01-18 03:00:00+00:00,0.0,306.25,0.0,1016.0,0.0,0.0,0.0,1840.0,1016.0,0.0,-1840.0,306.25,-517.75
2026-01-18 04:00:00+00:00,0.0,178.5,0.0,1016.0,0.0,0.0,0.0,1842.0,1016.0,0.0,-1842.0,178.5,-647.5
2026-01-18 05:00:00+00:00,0.0,400.0,0.0,1016.0,0.0,0.0,0.0,1841.0,1016.0,0.0,-1841.0,400.0,-425.0
2026-01-18 06:00:00+00:00,0.0,183.0,0.0,1016.0,0.0,0.0,0.0,1840.5,1016.0,0.0,-1840.5,183.0,-641.5
2026-01-18 07:00:00+00:00,61.25,62.5,0.0,1016.0,0.0,0.0,0.0,1690.5,1016.0,0.0,-1690.5,1.25,-673.25
2026-01-18 08:00:00+00:00,0.0,107.5,0.0,1016.0,0.0,0.0,0.0,1828.0,1016.0,0.0,-1828.0,107.5,-704.5
2026-01-18 09:00:00+00:00,91.25,0.0,0.0,1016.0,0.0,0.0,0.0,1800.0,1016.0,0.0,-1800.0,-91.25,-875.25
2026-01-18 10:00:00+00:00,58.25,0.0,0.0,1016.0,0.0,0.0,0.0,1836.5,1016.0,0.0,-1836.5,-58.25,-878.75
2026-01-18 11:00:00+00:00,64.0,0.0,0.0,1016.0,0.0,0.0,0.0,1839.0,1016.0,0.0,-1839.0,-64.0,-887.0
2026-01-18 12:00:00+00:00,123.75,0.0,0.0,1016.0,0.0,0.0,0.0,1837.0,1016.0,0.0,-1837.0,-123.75,-944.75
2026-01-18 13:00:00+00:00,219.0,0.0,0.0,1016.0,0.0,0.0,0.0,1841.0,1016.0,0.0,-1841.0,-219.0,-1044.0
2026-01-18 14:00:00+00:00,163.75,0.0,0.0,1016.0,0.0,0.0,0.0,1840.25,1016.0,0.0,-1840.25,-163.75,-988.0
2026-01-18 15:00:00+00:00,127.25,0.0,0.0,1016.0,0.0,0.0,0.0,1850.25,1016.0,0.0,-1850.25,-127.25,-961.5
2026-01-18 16:00:00+00:00,4.25,0.0,0.0,1014.75,0.0,0.0,0.0,1839.0,1014.75,0.0,-1839.0,-4.25,-828.5
2026-01-18 17:00:00+00:00,0.0,111.75,0.0,1016.0,0.0,0.0,0.0,1854.0,1016.0,0.0,-1854.0,111.75,-726.25
2026-01-18 18:00:00+00:00,0.0,12.0,0.0,1016.0,0.0,0.0,0.0,1801.0,1016.0,0.0,-1801.0,12.0,-773.0
2026-01-18 19:00:00+00:00,0.0,48.0,0.0,1016.0,0.0,0.0,0.0,1768.5,1016.0,0.0,-1768.5,48.0,-704.5
2026-01-18 20:00:00+00:00,75.75,0.0,0.0,869.5,0.0,0.0,0.0,1874.25,869.5,0.0,-1874.25,-75.75,-1080.5
2026-01-18 21:00:00+00:00,380.0,0.0,0.0,1016.0,0.0,0.0,0.0,1873.0,1016.0,0.0,-1873.0,-380.0,-1237.0
2026-01-18 22:00:00+00:00,365.25,0.0,0.0,1016.0,0.0,0.0,0.0,1872.25,1016.0,0.0,-1872.25,-365.25,-1221.5
2026-01-18 23:00:00+00:00,755.25,0.0,0.0,930.0,0.0,0.0,0.0,1944.25,930.0,0.0,-1944.25,-755.25,-1769.5
2026-01-19 00:00:00+00:00,800.0,0.0,0.0,1016.0,0.0,0.0,0.0,1870.0,1016.0,0.0,-1870.0,-800.0,-1654.0
2026-01-19 01:00:00+00:00,734.5,0.0,0.0,1016.0,0.0,0.0,0.0,1904.0,1016.0,0.0,-1904.0,-734.5,-1622.5
2026-01-19 02:00:00+00:00,772.75,0.0,0.0,1016.0,0.0,0.0,0.0,1912.0,1016.0,0.0,-1912.0,-772.75,-1668.75
2026-01-19 03:00:00+00:00,842.25,0.0,0.0,1016.0,0.0,0.0,0.0,1930.0,1016.0,0.0,-1930.0,-842.25,-1756.25
2026-01-19 04:00:00+00:00,989.0,0.0,0.0,1016.0,0.0,0.0,0.0,1972.25,1016.0,0.0,-1972.25,-989.0,-1945.25
2026-01-19 05:00:00+00:00,971.75,0.0,0.0,1016.0,0.0,0.0,0.0,1970.0,1016.0,0.0,-1970.0,-971.75,-1925.75
2026-01-19 06:00:00+00:00,816.75,0.0,0.0,1016.0,0.0,0.0,0.0,1961.5,1016.0,0.0,-1961.5,-816.75,-1762.25
2026-01-19 07:00:00+00:00,626.25,0.0,0.0,1016.0,0.0,0.0,0.0,1944.0,1016.0,0.0,-1944.0,-626.25,-1554.25
2026-01-19 08:00:00+00:00,770.5,0.0,0.0,1016.0,0.0,0.0,0.0,1944.75,1016.0,0.0,-1944.75,-770.5,-1699.25
2026-01-19 09:00:00+00:00,890.25,0.0,0.0,1016.0,0.0,0.0,0.0,1943.25,1016.0,0.0,-1943.25,-890.25,-1817.5
2026-01-19 10:00:00+00:00,1197.75,0.0,0.0,1016.0,0.0,0.0,0.0,1863.0,1016.0,0.0,-1863.0,-1197.75,-2044.75
2026-01-19 11:00:00+00:00,1195.75,0.0,0.0,1016.0,0.0,0.0,0.0,1902.0,1016.0,0.0,-1902.0,-1195.75,-2081.75
2026-01-19 12:00:00+00:00,1093.5,0.0,0.0,1016.0,0.0,0.0,0.0,1856.0,1016.0,0.0,-1856.0,-1093.5,-1933.5
2026-01-19 13:00:00+00:00,862.75,0.0,0.0,1016.0,0.0,0.0,0.0,1858.25,1016.0,0.0,-1858.25,-862.75,-1705.0
2026-01-19 14:00:00+00:00,647.25,0.0,0.0,1016.0,0.0,0.0,0.0,1928.0,1016.0,0.0,-1928.0,-647.25,-1559.25
2026-01-19 15:00:00+00:00,602.25,0.0,0.0,1016.0,0.0,0.0,0.0,1898.0,1016.0,0.0,-1898.0,-602.25,-1484.25
2026-01-19 16:00:00+00:00,485.25,0.0,0.0,1016.0,0.0,0.0,0.0,1856.0,1016.0,0.0,-1856.0,-485.25,-1325.25
2026-01-19 17:00:00+00:00,461.75,0.0,0.0,1016.0,0.0,0.0,0.0,1890.0,1016.0,0.0,-1890.0,-461.75,-1335.75
2026-01-19 18:00:00+00:00,532.0,0.0,0.0,1016.0,0.0,0.0,0.0,1850.0,1016.0,0.0,-1850.0,-532.0,-1366.0
2026-01-19 19:00:00+00:00,413.5,0.0,0.0,1016.0,0.0,0.0,0.0,1846.75,1016.0,0.0,-1846.75,-413.5,-1244.25
2026-01-19 20:00:00+00:00,546.5,0.0,0.0,1016.0,0.0,0.0,0.0,1859.0,1016.0,0.0,-1859.0,-546.5,-1389.5
2026-01-19 21:00:00+00:00,476.5,0.0,0.0,1016.0,0.0,0.0,0.0,1943.0,1016.0,0.0,-1943.0,-476.5,-1403.5
2026-01-19 22:00:00+00:00,457.5,0.0,0.0,1016.0,0.0,0.0,0.0,1942.75,1016.0,0.0,-1942.75,-457.5,-1384.25
2026-01-19 23:00:00+00:00,484.75,0.0,0.0,1016.0,0.0,0.0,0.0,1965.0,1016.0,0.0,-1965.0,-484.75,-1433.75
2026-01-20 00:00:00+00:00,447.5,0.0,0.0,1016.0,0.0,0.0,0.0,1965.0,1016.0,0.0,-1965.0,-447.5,-1396.5
2026-01-20 01:00:00+00:00,424.75,0.0,0.0,1016.0,0.0,0.0,0.0,1966.0,1016.0,0.0,-1966.0,-424.75,-1374.75
2026-01-20 02:00:00+00:00,416.75,0.0,0.0,1016.0,0.0,0.0,0.0,1965.0,1016.0,0.0,-1965.0,-416.75,-1365.75
2026-01-20 03:00:00+00:00,415.75,0.0,0.0,1016.0,0.0,0.0,0.0,1962.5,1016.0,0.0,-1962.5,-415.75,-1362.25
2026-01-20 04:00:00+00:00,648.25,0.0,0.0,1016.0,0.0,0.0,0.0,1957.5,1016.0,0.0,-1957.5,-648.25,-1589.75
2026-01-20 05:00:00+00:00,345.75,0.0,0.0,1016.0,0.0,0.0,0.0,1947.75,1016.0,0.0,-1947.75,-345.75,-1277.5
2026-01-20 06:00:00+00:00,267.25,0.0,0.0,1016.0,0.0,0.0,0.0,1801.75,1016.0,0.0,-1801.75,-267.25,-1053.0
2026-01-20 07:00:00+00:00,240.5,0.0,0.0,1016.0,0.0,0.0,0.0,1793.25,1016.0,0.0,-1793.25,-240.5,-1017.75
2026-01-20 08:00:00+00:00,344.0,0.0,0.0,1016.0,0.0,0.0,0.0,1741.75,1016.0,0.0,-1741.75,-344.0,-1069.75
2026-01-20 09:00:00+00:00,568.0,0.0,0.0,1016.0,0.0,0.0,0.0,1780.75,1016.0,0.0,-1780.75,-568.0,-1332.75
2026-01-20 10:00:00+00:00,928.75,0.0,0.0,1016.0,0.0,0.0,0.0,1794.5,1016.0,0.0,-1794.5,-928.75,-1707.25
2026-01-20 11:00:00+00:00,1200.0,0.0,0.0,1016.0,0.0,0.0,0.0,1694.0,1016.0,0.0,-1694.0,-1200.0,-1878.0
2026-01-20 12:00:00+00:00,1200.0,0.0,0.0,1016.0,0.0,0.0,0.0,1703.5,1016.0,0.0,-1703.5,-1200.0,-1887.5
2026-01-20 13:00:00+00:00,825.75,0.0,0.0,1016.0,0.0,0.0,0.0,1778.5,1016.0,0.0,-1778.5,-825.75,-1588.25
2026-01-20 14:00:00+00:00,457.75,0.0,0.0,1016.0,0.0,0.0,0.0,1809.25,1016.0,0.0,-1809.25,-457.75,-1251.0
2026-01-20 15:00:00+00:00,241.75,0.0,0.0,1016.0,0.0,0.0,0.0,1740.5,1016.0,0.0,-1740.5,-241.75,-966.25
2026-01-20 16:00:00+00:00,191.25,0.0,0.0,1016.0,0.0,0.0,0.0,1752.5,1016.0,0.0,-1752.5,-191.25,-927.75
2026-01-20 17:00:00+00:00,401.75,0.0,0.0,1016.0,0.0,0.0,0.0,1699.75,1016.0,0.0,-1699.75,-401.75,-1085.5
2026-01-20 18:00:00+00:00,138.25,0.0,0.0,1016.0,0.0,0.0,0.0,1863.25,1016.0,0.0,-1863.25,-138.25,-985.5
2026-01-20 19:00:00+00:00,18.25,2.25,0.0,1016.0,0.0,0.0,0.0,1907.75,1016.0,0.0,-1907.75,-16.0,-907.75
2026-01-20 20:00:00+00:00,301.75,0.0,0.0,1016.0,0.0,0.0,0.0,1919.75,1016.0,0.0,-1919.75,-301.75,-1205.5
2026-01-20 21:00:00+00:00,459.5,0.0,0.0,1016.0,0.0,0.0,0.0,1918.25,1016.0,0.0,-1918.25,-459.5,-1361.75
2026-01-20 22:00:00+00:00,364.75,0.0,0.0,1016.0,0.0,0.0,0.0,1935.5,1016.0,0.0,-1935.5,-364.75,-1284.25
2026-01-20 23:00:00+00:00,1047.0,0.0,0.0,958.5,0.0,0.0,0.0,1859.25,958.5,0.0,-1859.25,-1047.0,-1947.75
2026-01-21 00:00:00+00:00,1030.0,0.0,0.0,1016.0,0.0,0.0,0.0,1894.75,1016.0,0.0,-1894.75,-1030.0,-1908.75
2026-01-21 01:00:00+00:00,977.75,0.0,0.0,1002.0,0.0,0.0,0.0,1881.0,1002.0,0.0,-1881.0,-977.75,-1856.75
2026-01-21 02:00:00+00:00,1105.75,0.0,0.0,1016.0,0.0,0.0,0.0,1815.5,1016.0,0.0,-1815.5,-1105.75,-1905.25
2026-01-21 03:00:00+00:00,1032.5,0.0,0.0,1016.0,0.0,0.0,0.0,1815.75,1016.0,0.0,-1815.75,-1032.5,-1832.25
2026-01-21 04:00:00+00:00,1173.75,0.0,0.0,1016.0,0.0,0.0,0.0,1734.5,1016.0,0.0,-1734.5,-1173.75,-1892.25
2026-01-21 05:00:00+00:00,1200.0,0.0,0.0,1016.0,0.0,0.0,0.0,1699.0,1016.0,0.0,-1699.0,-1200.0,-1883.0
2026-01-21 06:00:00+00:00,747.0,0.0,0.0,1016.0,0.0,0.0,0.0,1872.25,1016.0,0.0,-1872.25,-747.0,-1603.25
2026-01-21 07:00:00+00:00,464.75,0.0,0.0,1016.0,0.0,0.0,0.0,1914.25,1016.0,0.0,-1914.25,-464.75,-1363.0
2026-01-21 08:00:00+00:00,682.5,0.0,0.0,1016.0,0.0,0.0,0.0,1883.25,1016.0,0.0,-1883.25,-682.5,-1549.75
2026-01-21 09:00:00+00:00,1012.5,0.0,0.0,1016.0,0.0,0.0,0.0,1906.0,1016.0,0.0,-1906.0,-1012.5,-1902.5
2026-01-21 10:00:00+00:00,1200.0,0.0,0.0,1016.0,0.0,0.0,0.0,1868.75,1016.0,0.0,-1868.75,-1200.0,-2052.75
2026-01-21 11:00:00+00:00,1200.0,0.0,0.0,1016.0,0.0,0.0,0.0,1870.0,1016.0,0.0,-1870.0,-1200.0,-2054.0
2026-01-21 12:00:00+00:00,1192.0,0.0,0.0,1016.0,0.0,0.0,0.0,1844.5,1016.0,0.0,-1844.5,-1192.0,-2020.5
2026-01-21 13:00:00+00:00,1157.0,0.0,0.0,1016.0,0.0,0.0,0.0,1840.75,1016.0,0.0,-1840.75,-1157.0,-1981.75
2026-01-21 14:00:00+00:00,1123.0,0.0,0.0,1016.0,0.0,0.0,0.0,1831.0,1016.0,0.0,-1831.0,-1123.0,-1938.0
2026-01-21 15:00:00+00:00,852.25,0.0,0.0,1016.0,0.0,0.0,0.0,1939.25,1016.0,0.0,-1939.25,-852.25,-1775.5
2026-01-21 16:00:00+00:00,1044.5,0.0,0.0,1016.0,0.0,0.0,0.0,1802.0,1016.0,0.0,-1802.0,-1044.5,-1830.5
2026-01-21 17:00:00+00:00,1115.0,0.0,0.0,947.5,0.0,0.0,0.0,1860.5,947.5,0.0,-1860.5,-1115.0,-2028.0
2026-01-21 18:00:00+00:00,1156.75,0.0,0.0,799.5,0.0,0.0,0.0,1891.5,799.5,0.0,-1891.5,-1156.75,-2248.75
2026-01-21 19:00:00+00:00,1061.5,0.0,0.0,787.75,0.0,0.0,0.0,1880.25,787.75,0.0,-1880.25,-1061.5,-2154.0
2026-01-21 20:00:00+00:00,1160.75,0.0,0.0,731.0,0.0,0.0,0.0,1893.25,731.0,0.0,-1893.25,-1160.75,-2323.0
2026-01-21 21:00:00+00:00,1167.5,0.0,0.0,737.25,0.0,0.0,0.0,1887.5,737.25,0.0,-1887.5,-1167.5,-2317.75
2026-01-21 22:00:00+00:00,1200.0,0.0,0.0,546.5,0.0,0.0,0.0,1862.75,546.5,0.0,-1862.75,-1200.0,-2516.25
2026-01-21 23:00:00+00:00,1200.0,0.0,0.0,859.5,0.0,0.0,0.0,1943.5,859.5,0.0,-1943.5,-1200.0,-2284.0
2026-01-22 00:00:00+00:00,1200.0,0.0,0.0,852.25,0.0,0.0,0.0,1948.0,852.25,0.0,-1948.0,-1200.0,-2295.75
2026-01-22 01:00:00+00:00,1200.0,0.0,0.0,882.75,0.0,0.0,0.0,1952.0,882.75,0.0,-1952.0,-1200.0,-2269.25
2026-01-22 02:00:00+00:00,1200.0,0.0,0.0,862.25,0.0,0.0,0.0,1962.5,862.25,0.0,-1962.5,-1200.0,-2300.25
2026-01-22 03:00:00+00:00,1113.75,0.0,0.0,815.5,0.0,0.0,0.0,1958.0,815.5,0.0,-1958.0,-1113.75,-2256.25
2026-01-22 04:00:00+00:00,1200.0,0.0,0.0,807.5,0.0,0.0,0.0,1945.5,807.5,0.0,-1945.5,-1200.0,-2338.0
2026-01-22 05:00:00+00:00,1200.0,0.0,0.0,797.0,0.0,0.0,0.0,1933.75,797.0,0.0,-1933.75,-1200.0,-2336.75
2026-01-22 06:00:00+00:00,1200.0,0.0,0.0,1016.0,0.0,0.0,0.0,1930.75,1016.0,0.0,-1930.75,-1200.0,-2114.75
2026-01-22 07:00:00+00:00,1200.0,0.0,0.0,1016.0,0.0,0.0,0.0,1939.0,1016.0,0.0,-1939.0,-1200.0,-2123.0
2026-01-22 08:00:00+00:00,1200.0,0.0,0.0,967.0,0.0,0.0,0.0,1944.5,967.0,0.0,-1944.5,-1200.0,-2177.5
2026-01-22 09:00:00+00:00,1200.0,0.0,0.0,826.0,0.0,0.0,0.0,1924.0,826.0,0.0,-1924.0,-1200.0,-2298.0
2026-01-22 10:00:00+00:00,1200.0,0.0,0.0,788.0,0.0,0.0,0.0,1942.0,788.0,0.0,-1942.0,-1200.0,-2354.0
2026-01-22 11:00:00+00:00,1200.0,0.0,0.0,829.5,0.0,0.0,0.0,1942.0,829.5,0.0,-1942.0,-1200.0,-2312.5
2026-01-22 12:00:00+00:00,1200.0,0.0,0.0,888.25,0.0,0.0,0.0,1942.0,888.25,0.0,-1942.0,-1200.0,-2253.75
2026-01-22 13:00:00+00:00,1200.0,0.0,0.0,854.5,0.0,0.0,0.0,1935.5,854.5,0.0,-1935.5,-1200.0,-2281.0
2026-01-22 14:00:00+00:00,1200.0,0.0,0.0,988.75,0.0,0.0,0.0,1944.5,988.75,0.0,-1944.5,-1200.0,-2155.75
2026-01-22 15:00:00+00:00,1200.0,0.0,0.0,976.0,0.0,0.0,0.0,1947.0,976.0,0.0,-1947.0,-1200.0,-2171.0
2026-01-22 16:00:00+00:00,1200.0,0.0,0.0,926.75,0.0,0.0,0.0,1949.0,926.75,0.0,-1949.0,-1200.0,-2222.25
2026-01-22 17:00:00+00:00,1200.0,0.0,0.0,758.5,0.0,0.0,0.0,1948.0,758.5,0.0,-1948.0,-1200.0,-2389.5
2026-01-22 18:00:00+00:00,1200.0,0.0,0.0,706.25,0.0,0.0,0.0,1955.0,706.25,0.0,-1955.0,-1200.0,-2448.75
2026-01-22 19:00:00+00:00,1200.0,0.0,0.0,623.5,0.0,0.0,0.0,1836.5,623.5,0.0,-1836.5,-1200.0,-2413.0
2026-01-22 20:00:00+00:00,1200.0,0.0,0.0,420.0,0.0,0.0,0.0,1937.0,420.0,0.0,-1937.0,-1200.0,-2717.0
2026-01-22 21:00:00+00:00,1200.0,0.0,0.0,549.25,0.0,0.0,0.0,1940.0,549.25,0.0,-1940.0,-1200.0,-2590.75
2026-01-22 22:00:00+00:00,1200.0,0.0,0.0,490.75,0.0,0.0,0.0,1946.25,490.75,0.0,-1946.25,-1200.0,-2655.5
2026-01-22 23:00:00+00:00,1200.0,0.0,0.0,469.0,0.0,0.0,0.0,1906.75,469.0,0.0,-1906.75,-1200.0,-2637.75
2026-01-23 00:00:00+00:00,1200.0,0.0,0.0,540.25,0.0,0.0,0.0,1948.75,540.25,0.0,-1948.75,-1200.0,-2608.5
2026-01-23 01:00:00+00:00,1200.0,0.0,0.0,552.0,0.0,0.0,0.0,1952.75,552.0,0.0,-1952.75,-1200.0,-2600.75
2026-01-23 02:00:00+00:00,1200.0,0.0,0.0,501.25,0.0,0.0,0.0,1923.0,501.25,0.0,-1923.0,-1200.0,-2621.75
2026-01-23 03:00:00+00:00,1200.0,0.0,0.0,548.0,0.0,0.0,0.0,1953.75,548.0,0.0,-1953.75,-1200.0,-2605.75
2026-01-23 04:00:00+00:00,1200.0,0.0,0.0,406.75,0.0,0.0,0.0,1956.0,406.75,0.0,-1956.0,-1200.0,-2749.25
2026-01-23 05:00:00+00:00,1200.0,0.0,0.0,428.75,0.0,0.0,0.0,1900.0,428.75,0.0,-1900.0,-1200.0,-2671.25
2026-01-23 06:00:00+00:00,1200.0,0.0,0.0,536.0,0.0,0.0,0.0,1942.25,536.0,0.0,-1942.25,-1200.0,-2606.25
2026-01-23 07:00:00+00:00,1200.0,0.0,0.0,738.75,0.0,0.0,0.0,1937.5,738.75,0.0,-1937.5,-1200.0,-2398.75
2026-01-23 08:00:00+00:00,1200.0,0.0,0.0,693.25,0.0,0.0,0.0,1950.0,693.25,0.0,-1950.0,-1200.0,-2456.75
2026-01-23 09:00:00+00:00,1200.0,0.0,0.0,543.0,0.0,0.0,0.0,1951.0,543.0,0.0,-1951.0,-1200.0,-2608.0
2026-01-23 10:00:00+00:00,1200.0,0.0,0.0,612.0,0.0,0.0,0.0,1935.0,612.0,0.0,-1935.0,-1200.0,-2523.0
2026-01-23 11:00:00+00:00,1200.0,0.0,0.0,650.25,0.0,0.0,0.0,1935.0,650.25,0.0,-1935.0,-1200.0,-2484.75
2026-01-23 12:00:00+00:00,1200.0,0.0,0.0,638.5,0.0,0.0,0.0,1934.0,638.5,0.0,-1934.0,-1200.0,-2495.5
2026-01-23 13:00:00+00:00,1200.0,0.0,0.0,608.25,0.0,0.0,0.0,1935.0,608.25,0.0,-1935.0,-1200.0,-2526.75
2026-01-23 14:00:00+00:00,1200.0,0.0,0.0,575.0,0.0,0.0,0.0,1953.75,575.0,0.0,-1953.75,-1200.0,-2578.75
2026-01-23 15:00:00+00:00,1200.0,0.0,0.0,427.25,0.0,0.0,0.0,1954.5,427.25,0.0,-1954.5,-1200.0,-2727.25
2026-01-23 16:00:00+00:00,1200.0,0.0,0.0,410.25,0.0,0.0,0.0,1923.0,410.25,0.0,-1923.0,-1200.0,-2712.75
2026-01-23 17:00:00+00:00,1200.0,0.0,0.0,463.0,0.0,0.0,0.0,1958.75,463.0,0.0,-1958.75,-1200.0,-2695.75
2026-01-23 18:00:00+00:00,1200.0,0.0,0.0,390.0,0.0,0.0,0.0,1960.75,390.0,0.0,-1960.75,-1200.0,-2770.75
2026-01-23 19:00:00+00:00,1200.0,0.0,0.0,497.25,0.0,0.0,0.0,1945.0,497.25,0.0,-1945.0,-1200.0,-2647.75
2026-01-23 20:00:00+00:00,1200.0,0.0,0.0,476.0,0.0,0.0,0.0,1954.25,476.0,0.0,-1954.25,-1200.0,-2678.25
2026-01-23 21:00:00+00:00,1200.0,0.0,0.0,427.5,0.0,0.0,0.0,1962.0,427.5,0.0,-1962.0,-1200.0,-2734.5
2026-01-23 22:00:00+00:00,1155.5,0.0,0.0,463.0,0.0,0.0,0.0,1927.75,463.0,0.0,-1927.75,-1155.5,-2620.25
2026-01-23 23:00:00+00:00,1200.0,0.0,0.0,131.0,0.0,0.0,0.0,1984.0,131.0,0.0,-1984.0,-1200.0,-3053.0
2026-01-24 00:00:00+00:00,1200.0,0.0,0.0,96.25,0.0,0.0,0.0,1976.0,96.25,0.0,-1976.0,-1200.0,-3079.75
2026-01-24 01:00:00+00:00,1200.0,0.0,0.0,190.0,0.0,0.0,0.0,1984.5,190.0,0.0,-1984.5,-1200.0,-2994.5
2026-01-24 02:00:00+00:00,1200.0,0.0,0.0,222.25,0.0,0.0,0.0,1984.5,222.25,0.0,-1984.5,-1200.0,-2962.25
2026-01-24 03:00:00+00:00,1200.0,0.0,0.0,238.75,0.0,0.0,0.0,1975.0,238.75,0.0,-1975.0,-1200.0,-2936.25
2026-01-24 04:00:00+00:00,1200.0,0.0,0.0,128.0,0.0,0.0,0.0,1975.0,128.0,0.0,-1975.0,-1200.0,-3047.0
2026-01-24 05:00:00+00:00,1200.0,0.0,0.0,364.0,0.0,0.0,0.0,1970.75,364.0,0.0,-1970.75,-1200.0,-2806.75
2026-01-24 06:00:00+00:00,1200.0,0.0,0.0,495.5,0.0,0.0,0.0,1970.0,495.5,0.0,-1970.0,-1200.0,-2674.5
2026-01-24 07:00:00+00:00,1200.0,0.0,0.0,590.25,0.0,0.0,0.0,1959.0,590.25,0.0,-1959.0,-1200.0,-2568.75
2026-01-24 08:00:00+00:00,1200.0,0.0,0.0,830.0,0.0,0.0,0.0,1953.0,830.0,0.0,-1953.0,-1200.0,-2323.0
2026-01-24 09:00:00+00:00,1200.0,0.0,0.0,905.0,0.0,0.0,0.0,1953.0,905.0,0.0,-1953.0,-1200.0,-2248.0
2026-01-24 10:00:00+00:00,1200.0,0.0,0.0,930.5,0.0,0.0,0.0,1961.75,930.5,0.0,-1961.75,-1200.0,-2231.25
2026-01-24 11:00:00+00:00,1200.0,0.0,0.0,922.5,0.0,0.0,0.0,1963.75,922.5,0.0,-1963.75,-1200.0,-2241.25
2026-01-24 12:00:00+00:00,1200.0,0.0,0.0,833.75,0.0,0.0,0.0,1954.75,833.75,0.0,-1954.75,-1200.0,-2321.0
2026-01-24 13:00:00+00:00,1200.0,0.0,0.0,762.75,0.0,0.0,0.0,1952.5,762.75,0.0,-1952.5,-1200.0,-2389.75
2026-01-24 14:00:00+00:00,1200.0,0.0,0.0,765.5,0.0,0.0,0.0,1951.75,765.5,0.0,-1951.75,-1200.0,-2386.25
2026-01-24 15:00:00+00:00,1200.0,0.0,0.0,721.5,0.0,0.0,0.0,1952.0,721.5,0.0,-1952.0,-1200.0,-2430.5
2026-01-24 16:00:00+00:00,1200.0,0.0,0.0,796.5,0.0,0.0,0.0,1951.0,796.5,0.0,-1951.0,-1200.0,-2354.5
2026-01-24 17:00:00+00:00,1188.0,0.0,0.0,815.75,0.0,0.0,0.0,1948.5,815.75,0.0,-1948.5,-1188.0,-2320.75
2026-01-24 18:00:00+00:00,1081.75,0.0,0.0,784.75,0.0,0.0,0.0,1948.75,784.75,0.0,-1948.75,-1081.75,-2245.75
2026-01-24 19:00:00+00:00,938.75,0.0,0.0,683.25,0.0,0.0,0.0,1948.0,683.25,0.0,-1948.0,-938.75,-2203.5
2026-01-24 20:00:00+00:00,885.5,0.0,0.0,392.5,0.0,0.0,0.0,1944.0,392.5,0.0,-1944.0,-885.5,-2437.0
2026-01-24 21:00:00+00:00,897.0,0.0,0.0,542.75,0.0,0.0,0.0,1941.25,542.75,0.0,-1941.25,-897.0,-2295.5
2026-01-24 22:00:00+00:00,1120.5,0.0,0.0,889.0,0.0,0.0,0.0,1939.5,889.0,0.0,-1939.5,-1120.5,-2171.0
2026-01-24 23:00:00+00:00,869.25,0.0,0.0,1016.0,0.0,0.0,0.0,1940.5,1016.0,0.0,-1940.5,-869.25,-1793.75
2026-01-25 00:00:00+00:00,700.75,0.0,0.0,1016.0,0.0,0.0,0.0,1939.25,1016.0,0.0,-1939.25,-700.75,-1624.0
2026-01-25 01:00:00+00:00,477.5,0.0,0.0,1016.0,0.0,0.0,0.0,1941.0,1016.0,0.0,-1941.0,-477.5,-1402.5
