,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Marine,Other renewable,Storage,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Fossil Coal-derived gas,Fossil Oil shale,Fossil Peat,Other
2026-01-01 00:00:00+00:00,0.008458588586161882,29.50821421242663,3.2301355737931448,2.836321223684617,15.625536080484913,0.9064855574519546,0.012785855193522037,0.0,0.17641279340002694,0.1098274899372764,1.8041810218617906,2.2039357934009636,2.5827114913566445,8.649443448022271,0.2566641109904384,0.4344026845305743,0.32171946080784275,0.0,0.0,0.507764614071187
2026-01-01 01:00:00+00:00,0.007852004323212446,33.09336035132099,3.940286292319791,3.1400635500570213,12.943138991745638,0.7653951923877467,0.014490366642804568,0.0,0.12258703709637991,0.04015886217231569,1.7621395370680148,2.2823808649778345,2.949073165938605,8.429118081870836,0.28152276225175893,0.45449280956359467,0.36408489937291255,0.0,0.0,0.5856951163195404
2026-01-01 02:00:00+00:00,0.019877892631806192,122.6079475942449,14.193657033553258,11.057900850550357,43.442636838896455,2.8500103060107254,0.0528523571885735,0.0,0.5822530128340426,0.003496929956463093,11.088598449308519,7.341410171649345,10.564431152445966,28.211072171377054,1.0333988511686096,1.676138222186671,1.399963926511575,0.0,0.0,2.3580966985131795
2026-01-01 03:00:00+00:00,0.034737181515377115,249.40333581525456,29.382048703945383,22.531595051336737,72.3165831335352,4.887203841775174,0.10685137459448354,0.0,0.9537299514349287,0.07881442485883527,21.836655571609796,15.774336038870727,23.994008761909946,52.55340067551498,2.1644431994132862,3.3624596716798614,2.955393803080496,0.0,0.0,5.051128334203265
2026-01-01 04:00:00+00:00,0.017739117399571628,261.55073104558244,28.811380224779278,23.696294617148236,73.71067682131027,5.197565994887092,0.1097928792574076,0.0,0.919879630725817,0.17534526232793385,21.550870505879907,17.135231179075078,27.67173816428181,55.01542184737913,2.35673992375483,3.367020688568558,2.9758541978609,0.0,0.0,5.5228253470987445
2026-01-01 05:00:00+00:00,0.012163804409023095,314.3633198074607,27.198548843553592,28.1915277210743,78.19174791477238,5.886427689779663,0.12750562503639956,0.0,1.1446190303946189,1.0132383478062872,23.22846357341683,22.705862434764132,37.797985918052376,61.63800049581788,3.3730328790787953,3.69027231065465,6.039816418415026,0.0,0.0,6.997467185513456
2026-01-01 06:00:00+00:00,1.2467023430836015,333.7112846719549,19.33701967257593,29.146096178430565,86.23237625983933,7.037290320937575,0.13226101548991778,0.0,1.0549382508335343,0.6659865109379058,18.233758528152084,22.67828122767831,39.64865260459639,66.27065398660253,3.18164760187669,3.7614049973143695,4.048090694073191,0.0,0.0,7.24001458883715
2026-01-01 07:00:00+00:00,24.630615274975085,366.9049421587343,19.170436491126978,30.181879762373008,125.24011306707268,10.335571106899886,0.13658572855072154,0.0,1.3710125883368356,1.185506310185169,11.507061152920226,27.291125094665446,44.12206912759045,77.50046952126198,3.333728015875314,3.883912441947063,4.570186917521203,0.0,0.0,7.2293686971803774
2026-01-01 08:00:00+00:00,69.62101687563876,366.4547153264471,25.226545596824337,29.309293879409264,113.65985238118691,8.63969403161034,0.13338164030515096,0.0,0.7025946788003481,2.0414539830568263,12.178915043771983,30.205533241933498,46.877515587817555,66.77751132918375,3.221470902948125,3.896050796373718,6.7498925355502575,0.0,0.0,7.531273001552626
2026-01-01 09:00:00+00:00,87.10119286725417,321.98054878124015,24.32991971327193,24.456826203236723,121.93445772363312,9.370231182033143,0.11103974032531012,0.0,0.95648077558694,1.282856870214319,10.069674816670515,25.423986456368045,40.19202405354588,57.955556780348616,2.7304762710482864,3.2440544837645073,5.047639270907812,0.0,0.0,6.528333085138884
