,HU_HR,HR_HU,SI_HR,HR_SI,RS_HR,HR_RS,BA_HR,HR_BA,HR_BA_net_export,HR_HU_net_export,HR_RS_net_export,HR_SI_net_export,Net Export
2026-01-02 09:00:00+00:00,277.75,0.0,0.0,259.0,276.0,0.0,249.0,0.0,-249.0,-277.75,-276.0,259.0,-543.75
2026-01-02 10:00:00+00:00,251.25,0.0,0.0,425.75,285.0,0.0,322.0,0.0,-322.0,-251.25,-285.0,425.75,-432.5
2026-01-02 11:00:00+00:00,243.0,0.0,0.0,259.0,223.0,0.0,140.0,0.0,-140.0,-243.0,-223.0,259.0,-347.0
2026-01-02 12:00:00+00:00,223.75,0.0,29.25,82.75,164.0,0.0,0.0,23.0,23.0,-223.75,-164.0,53.5,-311.25
2026-01-02 13:00:00+00:00,326.25,0.0,215.0,0.0,17.0,0.0,0.0,411.0,411.0,-326.25,-17.0,-215.0,-147.25
2026-01-02 14:00:00+00:00,408.25,0.0,393.0,0.0,0.0,86.0,0.0,735.0,735.0,-408.25,86.0,-393.0,19.75
2026-01-02 15:00:00+00:00,337.25,0.0,443.75,0.0,0.0,72.0,0.0,762.0,762.0,-337.25,72.0,-443.75,53.0
2026-01-02 16:00:00+00:00,263.5,0.0,497.0,0.0,0.0,23.0,0.0,622.0,622.0,-263.5,23.0,-497.0,-115.5
2026-01-02 17:00:00+00:00,256.5,0.0,462.0,0.0,3.0,0.0,0.0,505.0,505.0,-256.5,-3.0,-462.0,-216.5
2026-01-02 18:00:00+00:00,341.0,0.0,456.5,0.0,0.0,28.0,0.0,604.0,604.0,-341.0,28.0,-456.5,-165.5
2026-01-02 19:00:00+00:00,396.25,0.0,436.75,0.0,0.0,55.0,0.0,643.0,643.0,-396.25,55.0,-436.75,-135.0
2026-01-02 20:00:00+00:00,434.75,0.0,285.25,0.0,0.0,45.0,0.0,561.0,561.0,-434.75,45.0,-285.25,-114.0
2026-01-02 21:00:00+00:00,444.5,0.0,66.75,11.0,0.0,1.0,0.0,450.0,450.0,-444.5,1.0,-55.75,-49.25
2026-01-02 22:00:00+00:00,581.75,0.0,23.0,27.25,0.0,44.0,0.0,374.0,374.0,-581.75,44.0,4.25,-159.5
2026-01-02 23:00:00+00:00,507.25,0.0,0.0,335.25,30.0,0.0,0.0,126.0,126.0,-507.25,-30.0,335.25,-76.0
2026-01-03 00:00:00+00:00,440.5,0.0,0.0,544.5,61.0,0.0,0.0,47.0,47.0,-440.5,-61.0,544.5,90.0
2026-01-03 01:00:00+00:00,391.25,0.0,0.0,693.5,98.0,0.0,50.0,0.0,-50.0,-391.25,-98.0,693.5,154.25
2026-01-03 02:00:00+00:00,326.25,0.0,0.0,724.25,127.0,0.0,140.0,0.0,-140.0,-326.25,-127.0,724.25,131.0
2026-01-03 03:00:00+00:00,272.0,0.0,0.0,688.75,169.0,0.0,217.0,0.0,-217.0,-272.0,-169.0,688.75,30.75
2026-01-03 04:00:00+00:00,347.5,0.0,0.0,522.5,162.0,0.0,227.0,0.0,-227.0,-347.5,-162.0,522.5,-214.0
2026-01-03 05:00:00+00:00,538.0,0.0,0.0,390.5,120.0,0.0,149.0,0.0,-149.0,-538.0,-120.0,390.5,-416.5
2026-01-03 06:00:00+00:00,555.25,0.0,0.0,282.75,108.0,0.0,73.0,0.0,-73.0,-555.25,-108.0,282.75,-453.5
2026-01-03 07:00:00+00:00,505.75,0.0,0.0,390.5,185.0,0.0,303.0,0.0,-303.0,-505.75,-185.0,390.5,-603.25
2026-01-03 08:00:00+00:00,496.0,0.0,0.0,442.75,241.0,0.0,443.0,0.0,-443.0,-496.0,-241.0,442.75,-737.25
2026-01-03 09:00:00+00:00,638.25,0.0,0.0,344.25,174.0,0.0,284.0,0.0,-284.0,-638.25,-174.0,344.25,-752.0
2026-01-03 10:00:00+00:00,807.0,0.0,0.0,156.0,66.0,0.0,99.0,0.0,-99.0,-807.0,-66.0,156.0,-816.0
2026-01-03 11:00:00+00:00,845.5,0.0,6.0,37.25,25.0,0.0,14.0,0.0,-14.0,-845.5,-25.0,31.25,-853.25
2026-01-03 12:00:00+00:00,851.75,0.0,180.75,0.0,0.0,31.0,0.0,136.0,136.0,-851.75,31.0,-180.75,-865.5
2026-01-03 13:00:00+00:00,768.5,0.0,433.25,0.0,0.0,118.0,0.0,421.0,421.0,-768.5,118.0,-433.25,-662.75
2026-01-03 14:00:00+00:00,625.5,0.0,619.25,0.0,0.0,135.0,0.0,554.0,554.0,-625.5,135.0,-619.25,-555.75
2026-01-03 15:00:00+00:00,363.25,0.0,469.0,0.0,0.0,27.0,0.0,306.0,306.0,-363.25,27.0,-469.0,-499.25
2026-01-03 16:00:00+00:00,302.75,0.0,349.25,0.0,38.0,0.0,0.0,172.0,172.0,-302.75,-38.0,-349.25,-518.0
2026-01-03 17:00:00+00:00,281.5,0.0,307.75,0.0,46.0,0.0,0.0,164.0,164.0,-281.5,-46.0,-307.75,-471.25
2026-01-03 18:00:00+00:00,287.5,0.0,347.25,0.0,22.0,0.0,0.0,242.0,242.0,-287.5,-22.0,-347.25,-414.75
2026-01-03 19:00:00+00:00,402.0,0.0,422.5,0.0,0.0,62.0,0.0,447.0,447.0,-402.0,62.0,-422.5,-315.5
2026-01-03 20:00:00+00:00,490.25,0.0,425.5,0.0,0.0,77.0,0.0,499.0,499.0,-490.25,77.0,-425.5,-339.75
2026-01-03 21:00:00+00:00,622.5,0.0,367.0,0.0,0.0,112.0,0.0,604.0,604.0,-622.5,112.0,-367.0,-273.5
2026-01-03 22:00:00+00:00,701.5,0.0,83.5,5.5,0.0,116.0,0.0,540.0,540.0,-701.5,116.0,-78.0,-123.5
2026-01-03 23:00:00+00:00,869.5,0.0,15.75,29.0,0.0,153.0,0.0,350.0,350.0,-869.5,153.0,13.25,-353.25
2026-01-04 00:00:00+00:00,953.0,0.0,0.0,163.5,0.0,165.0,0.0,288.0,288.0,-953.0,165.0,163.5,-336.5
2026-01-04 01:00:00+00:00,757.75,0.0,0.0,398.0,0.0,63.0,0.0,97.0,97.0,-757.75,63.0,398.0,-199.75
2026-01-04 02:00:00+00:00,595.5,0.0,0.0,538.0,21.0,0.0,75.0,0.0,-75.0,-595.5,-21.0,538.0,-153.5
2026-01-04 03:00:00+00:00,535.75,0.0,0.0,540.25,49.0,0.0,126.0,0.0,-126.0,-535.75,-49.0,540.25,-170.5
2026-01-04 04:00:00+00:00,536.5,0.0,0.0,438.25,33.0,0.0,20.0,0.0,-20.0,-536.5,-33.0,438.25,-151.25
2026-01-04 05:00:00+00:00,558.25,0.0,0.0,475.25,53.0,0.0,19.0,0.0,-19.0,-558.25,-53.0,475.25,-155.0
2026-01-04 06:00:00+00:00,518.0,0.0,0.0,522.5,54.0,0.0,0.0,106.0,106.0,-518.0,-54.0,522.5,56.5
2026-01-04 07:00:00+00:00,251.0,0.0,0.0,550.25,179.0,0.0,66.0,0.0,-66.0,-251.0,-179.0,550.25,54.25
2026-01-04 08:00:00+00:00,241.25,0.0,0.0,497.5,190.0,0.0,96.0,0.0,-96.0,-241.25,-190.0,497.5,-29.75
2026-01-04 09:00:00+00:00,423.5,0.0,0.0,441.75,138.0,0.0,30.0,0.0,-30.0,-423.5,-138.0,441.75,-149.75
2026-01-04 10:00:00+00:00,672.0,0.0,0.0,329.5,4.0,0.0,0.0,137.0,137.0,-672.0,-4.0,329.5,-209.5
2026-01-04 11:00:00+00:00,754.25,0.0,0.0,173.25,0.0,86.0,0.0,312.0,312.0,-754.25,86.0,173.25,-183.0
2026-01-04 12:00:00+00:00,612.75,0.0,13.75,71.75,0.0,86.0,0.0,400.0,400.0,-612.75,86.0,58.0,-68.75
2026-01-04 13:00:00+00:00,455.25,0.0,109.5,0.0,0.0,102.0,0.0,529.0,529.0,-455.25,102.0,-109.5,66.25
2026-01-04 14:00:00+00:00,200.0,0.0,76.5,0.0,0.0,65.0,0.0,629.0,629.0,-200.0,65.0,-76.5,417.5
2026-01-04 15:00:00+00:00,101.0,0.0,83.25,0.0,0.0,3.0,0.0,529.0,529.0,-101.0,3.0,-83.25,347.75
2026-01-04 16:00:00+00:00,29.5,0.0,0.0,49.75,80.0,0.0,0.0,353.0,353.0,-29.5,-80.0,49.75,293.25
2026-01-04 17:00:00+00:00,24.75,0.0,2.0,46.75,81.0,0.0,0.0,302.0,302.0,-24.75,-81.0,44.75,241.0
2026-01-04 18:00:00+00:00,95.25,0.0,0.0,180.25,68.0,0.0,0.0,180.0,180.0,-95.25,-68.0,180.25,197.0
2026-01-04 19:00:00+00:00,186.5,0.0,0.0,131.25,19.0,0.0,0.0,186.0,186.0,-186.5,-19.0,131.25,111.75
2026-01-04 20:00:00+00:00,256.0,0.0,0.0,24.75,0.0,18.0,0.0,217.0,217.0,-256.0,18.0,24.75,3.75
2026-01-04 21:00:00+00:00,324.75,0.0,8.75,58.0,0.0,30.0,0.0,264.0,264.0,-324.75,30.0,49.25,18.5
2026-01-04 22:00:00+00:00,405.0,0.0,0.0,267.25,0.0,16.0,0.0,19.0,19.0,-405.0,16.0,267.25,-102.75
2026-01-04 23:00:00+00:00,487.25,0.0,0.0,308.25,0.0,69.0,0.0,82.0,82.0,-487.25,69.0,308.25,-28.0
2026-01-05 00:00:00+00:00,391.5,0.0,0.0,549.0,0.0,11.0,68.0,0.0,-68.0,-391.5,11.0,549.0,100.5
2026-01-05 01:00:00+00:00,418.75,0.0,0.0,578.25,0.0,23.0,61.0,0.0,-61.0,-418.75,23.0,578.25,121.5
2026-01-05 02:00:00+00:00,346.75,0.0,0.0,573.75,4.0,0.0,117.0,0.0,-117.0,-346.75,-4.0,573.75,106.0
2026-01-05 03:00:00+00:00,294.25,0.0,0.0,524.5,35.0,0.0,155.0,0.0,-155.0,-294.25,-35.0,524.5,40.25
2026-01-05 04:00:00+00:00,194.0,0.0,0.0,229.0,35.0,0.0,58.0,0.0,-58.0,-194.0,-35.0,229.0,-58.0
2026-01-05 05:00:00+00:00,31.0,0.5,140.0,29.25,74.0,0.0,26.0,0.0,-26.0,-30.5,-74.0,-110.75,-241.25
2026-01-05 06:00:00+00:00,0.0,48.0,442.75,0.0,50.0,0.0,0.0,83.0,83.0,48.0,-50.0,-442.75,-361.75
2026-01-05 07:00:00+00:00,0.0,166.5,383.0,0.0,81.0,0.0,116.0,0.0,-116.0,166.5,-81.0,-383.0,-413.5
2026-01-05 08:00:00+00:00,0.0,69.5,451.5,0.0,32.0,0.0,66.0,0.0,-66.0,69.5,-32.0,-451.5,-480.0
2026-01-05 09:00:00+00:00,22.0,0.0,608.0,0.0,0.0,40.0,0.0,90.0,90.0,-22.0,40.0,-608.0,-500.0
2026-01-05 10:00:00+00:00,102.25,0.0,856.75,0.0,0.0,85.0,0.0,144.0,144.0,-102.25,85.0,-856.75,-730.0
2026-01-05 11:00:00+00:00,137.25,0.0,972.5,0.0,0.0,120.0,0.0,234.0,234.0,-137.25,120.0,-972.5,-755.75
2026-01-05 12:00:00+00:00,66.0,0.0,1056.0,0.0,0.0,121.0,0.0,256.0,256.0,-66.0,121.0,-1056.0,-745.0
2026-01-05 13:00:00+00:00,0.0,178.0,842.75,0.0,0.0,41.0,0.0,112.0,112.0,178.0,41.0,-842.75,-511.75
2026-01-05 14:00:00+00:00,0.0,345.0,632.75,0.0,4.0,0.0,0.0,81.0,81.0,345.0,-4.0,-632.75,-210.75
2026-01-05 15:00:00+00:00,0.0,456.25,698.0,0.0,53.0,0.0,0.0,42.0,42.0,456.25,-53.0,-698.0,-252.75
2026-01-05 16:00:00+00:00,0.0,428.5,472.5,0.0,145.0,0.0,137.0,0.0,-137.0,428.5,-145.0,-472.5,-326.0
2026-01-05 17:00:00+00:00,0.0,396.25,485.5,0.0,126.0,0.0,84.0,0.0,-84.0,396.25,-126.0,-485.5,-299.25
2026-01-05 18:00:00+00:00,0.0,291.25,639.0,0.0,24.0,0.0,0.0,96.0,96.0,291.25,-24.0,-639.0,-275.75
2026-01-05 19:00:00+00:00,0.0,171.25,688.5,0.0,0.0,18.0,0.0,216.0,216.0,171.25,18.0,-688.5,-283.25
2026-01-05 20:00:00+00:00,47.5,0.0,344.5,0.0,21.0,0.0,0.0,67.0,67.0,-47.5,-21.0,-344.5,-346.0
2026-01-05 21:00:00+00:00,169.25,0.0,93.0,45.75,56.0,0.0,0.0,18.0,18.0,-169.25,-56.0,-47.25,-254.5
2026-01-05 22:00:00+00:00,66.25,18.0,0.0,355.25,161.0,0.0,206.0,0.0,-206.0,-48.25,-161.0,355.25,-60.0
2026-01-05 23:00:00+00:00,34.25,9.5,0.0,739.25,235.0,0.0,480.0,0.0,-480.0,-24.75,-235.0,739.25,-0.5
2026-01-06 00:00:00+00:00,3.0,14.75,0.0,951.0,262.0,0.0,519.0,0.0,-519.0,11.75,-262.0,951.0,181.75
2026-01-06 01:00:00+00:00,5.0,26.0,0.0,1107.5,290.0,0.0,567.0,0.0,-567.0,21.0,-290.0,1107.5,271.5
2026-01-06 02:00:00+00:00,0.0,50.25,0.0,1108.75,305.0,0.0,530.0,0.0,-530.0,50.25,-305.0,1108.75,324.0
2026-01-06 03:00:00+00:00,0.0,193.5,0.0,1090.25,374.0,0.0,547.0,0.0,-547.0,193.5,-374.0,1090.25,362.75
2026-01-06 04:00:00+00:00,0.0,264.0,0.0,736.75,315.0,0.0,343.0,0.0,-343.0,264.0,-315.0,736.75,342.75
2026-01-06 05:00:00+00:00,0.0,285.75,0.0,446.25,255.0,0.0,243.0,0.0,-243.0,285.75,-255.0,446.25,234.0
2026-01-06 06:00:00+00:00,0.0,386.75,0.0,530.75,278.0,0.0,356.0,0.0,-356.0,386.75,-278.0,530.75,283.5
2026-01-06 07:00:00+00:00,0.0,540.0,0.0,446.5,317.0,0.0,523.0,0.0,-523.0,540.0,-317.0,446.5,146.5
2026-01-06 08:00:00+00:00,0.0,470.5,0.0,322.0,287.0,0.0,485.0,0.0,-485.0,470.5,-287.0,322.0,20.5
2026-01-06 09:00:00+00:00,0.0,400.5,0.0,249.0,254.0,0.0,435.0,0.0,-435.0,400.5,-254.0,249.0,-39.5
2026-01-06 10:00:00+00:00,0.0,315.25,0.0,50.5,199.0,0.0,350.0,0.0,-350.0,315.25,-199.0,50.5,-183.25
2026-01-06 11:00:00+00:00,0.0,201.75,4.5,34.5,157.0,0.0,317.0,0.0,-317.0,201.75,-157.0,30.0,-242.25
2026-01-06 12:00:00+00:00,0.0,211.0,55.75,0.0,123.0,0.0,187.0,0.0,-187.0,211.0,-123.0,-55.75,-154.75
2026-01-06 13:00:00+00:00,0.0,290.75,107.0,0.0,119.0,0.0,120.0,0.0,-120.0,290.75,-119.0,-107.0,-55.25
2026-01-06 14:00:00+00:00,0.0,522.5,215.0,0.0,147.0,0.0,134.0,0.0,-134.0,522.5,-147.0,-215.0,26.5
2026-01-06 15:00:00+00:00,0.0,568.0,404.25,0.0,130.0,0.0,97.0,0.0,-97.0,568.0,-130.0,-404.25,-63.25
2026-01-06 16:00:00+00:00,0.0,620.5,363.25,0.0,215.0,0.0,255.0,0.0,-255.0,620.5,-215.0,-363.25,-212.75
2026-01-06 17:00:00+00:00,0.0,530.0,174.25,0.0,216.0,0.0,294.0,0.0,-294.0,530.0,-216.0,-174.25,-154.25
2026-01-06 18:00:00+00:00,0.0,411.5,178.0,0.0,185.0,0.0,272.0,0.0,-272.0,411.5,-185.0,-178.0,-223.5
2026-01-06 19:00:00+00:00,0.0,204.25,169.5,0.0,133.0,0.0,293.0,0.0,-293.0,204.25,-133.0,-169.5,-391.25
2026-01-06 20:00:00+00:00,45.0,13.0,132.5,0.0,128.0,0.0,361.0,0.0,-361.0,-32.0,-128.0,-132.5,-653.5
2026-01-06 21:00:00+00:00,208.0,0.0,28.75,166.75,128.0,0.0,386.0,0.0,-386.0,-208.0,-128.0,138.0,-584.0
2026-01-06 22:00:00+00:00,227.0,0.0,0.0,574.0,204.0,0.0,555.0,0.0,-555.0,-227.0,-204.0,574.0,-412.0
2026-01-06 23:00:00+00:00,194.5,0.0,0.0,606.0,174.0,0.0,483.0,0.0,-483.0,-194.5,-174.0,606.0,-245.5
2026-01-07 00:00:00+00:00,122.75,0.0,0.0,894.25,239.0,0.0,612.0,0.0,-612.0,-122.75,-239.0,894.25,-79.5
2026-01-07 01:00:00+00:00,69.0,0.0,0.0,859.5,268.0,0.0,542.0,0.0,-542.0,-69.0,-268.0,859.5,-19.5
2026-01-07 02:00:00+00:00,68.75,0.0,0.0,779.5,240.0,0.0,461.0,0.0,-461.0,-68.75,-240.0,779.5,9.75
2026-01-07 03:00:00+00:00,79.5,0.0,0.0,678.0,224.0,0.0,408.0,0.0,-408.0,-79.5,-224.0,678.0,-33.5
2026-01-07 04:00:00+00:00,159.75,0.0,0.0,698.5,245.0,0.0,459.0,0.0,-459.0,-159.75,-245.0,698.5,-165.25
2026-01-07 05:00:00+00:00,154.5,0.0,0.0,377.25,255.0,0.0,445.0,0.0,-445.0,-154.5,-255.0,377.25,-477.25
2026-01-07 06:00:00+00:00,15.75,23.5,0.0,104.75,250.0,0.0,435.0,0.0,-435.0,7.75,-250.0,104.75,-572.5
2026-01-07 07:00:00+00:00,0.0,165.5,0.0,113.5,329.0,0.0,668.0,0.0,-668.0,165.5,-329.0,113.5,-718.0
2026-01-07 08:00:00+00:00,0.0,121.75,140.25,0.0,279.0,0.0,620.0,0.0,-620.0,121.75,-279.0,-140.25,-917.5
2026-01-07 09:00:00+00:00,0.0,93.75,140.5,0.0,289.0,0.0,657.0,0.0,-657.0,93.75,-289.0,-140.5,-992.75
2026-01-07 10:00:00+00:00,7.25,8.0,315.5,0.0,204.0,0.0,515.0,0.0,-515.0,0.75,-204.0,-315.5,-1033.75
2026-01-07 11:00:00+00:00,68.25,0.0,305.5,0.0,183.0,0.0,506.0,0.0,-506.0,-68.25,-183.0,-305.5,-1062.75
2026-01-07 12:00:00+00:00,31.0,0.0,375.75,0.0,182.0,0.0,425.0,0.0,-425.0,-31.0,-182.0,-375.75,-1013.75
2026-01-07 13:00:00+00:00,17.5,6.5,326.25,0.0,167.0,0.0,413.0,0.0,-413.0,-11.0,-167.0,-326.25,-917.25
2026-01-07 14:00:00+00:00,0.0,48.5,272.25,0.0,159.0,0.0,408.0,0.0,-408.0,48.5,-159.0,-272.25,-790.75
2026-01-07 15:00:00+00:00,0.0,195.0,204.0,0.0,250.0,0.0,600.0,0.0,-600.0,195.0,-250.0,-204.0,-859.0
2026-01-07 16:00:00+00:00,0.0,146.25,311.0,0.0,227.0,0.0,565.0,0.0,-565.0,146.25,-227.0,-311.0,-956.75
2026-01-07 17:00:00+00:00,0.0,75.25,280.75,0.0,190.0,0.0,519.0,0.0,-519.0,75.25,-190.0,-280.75,-914.5
2026-01-07 18:00:00+00:00,0.0,28.25,299.5,0.0,169.0,0.0,451.0,0.0,-451.0,28.25,-169.0,-299.5,-891.25
2026-01-07 19:00:00+00:00,100.25,0.0,247.0,0.0,141.0,0.0,356.0,0.0,-356.0,-100.25,-141.0,-247.0,-844.25
2026-01-07 20:00:00+00:00,187.5,0.0,170.0,0.0,157.0,0.0,399.0,0.0,-399.0,-187.5,-157.0,-170.0,-913.5
2026-01-07 21:00:00+00:00,301.0,0.0,153.0,11.75,77.0,0.0,215.0,0.0,-215.0,-301.0,-77.0,-141.25,-734.25
2026-01-07 22:00:00+00:00,294.0,0.0,0.0,375.75,175.0,0.0,426.0,0.0,-426.0,-294.0,-175.0,375.75,-519.25
2026-01-07 23:00:00+00:00,236.5,0.0,0.0,534.75,151.0,0.0,424.0,0.0,-424.0,-236.5,-151.0,534.75,-276.75
2026-01-08 00:00:00+00:00,176.5,0.0,0.0,851.75,223.0,0.0,577.0,0.0,-577.0,-176.5,-223.0,851.75,-124.75
2026-01-08 01:00:00+00:00,88.0,0.0,0.0,946.0,270.0,0.0,639.0,0.0,-639.0,-88.0,-270.0,946.0,-51.0
2026-01-08 02:00:00+00:00,4.75,10.0,0.0,1032.0,329.0,0.0,726.0,0.0,-726.0,5.25,-329.0,1032.0,-17.75
2026-01-08 03:00:00+00:00,0.0,30.25,0.0,895.75,297.0,0.0,610.0,0.0,-610.0,30.25,-297.0,895.75,19.0
2026-01-08 04:00:00+00:00,0.0,40.5,0.0,696.5,273.0,0.0,544.0,0.0,-544.0,40.5,-273.0,696.5,-80.0
2026-01-08 05:00:00+00:00,1.5,8.0,0.0,319.75,243.0,0.0,484.0,0.0,-484.0,6.5,-243.0,319.75,-400.75
2026-01-08 06:00:00+00:00,0.0,128.0,177.75,0.0,189.0,0.0,451.0,0.0,-451.0,128.0,-189.0,-177.75,-689.75
2026-01-08 07:00:00+00:00,0.0,294.0,356.75,0.0,231.0,0.0,545.0,0.0,-545.0,294.0,-231.0,-356.75,-838.75
2026-01-08 08:00:00+00:00,0.0,254.5,403.5,0.0,191.0,0.0,492.0,0.0,-492.0,254.5,-191.0,-403.5,-832.0
2026-01-08 09:00:00+00:00,0.0,342.0,252.0,0.0,241.0,0.0,617.0,0.0,-617.0,342.0,-241.0,-252.0,-768.0
2026-01-08 10:00:00+00:00,0.0,367.5,137.5,0.0,259.0,0.0,672.0,0.0,-672.0,367.5,-259.0,-137.5,-701.0
2026-01-08 11:00:00+00:00,0.0,449.0,70.0,0.0,291.0,0.0,743.0,0.0,-743.0,449.0,-291.0,-70.0,-655.0
2026-01-08 12:00:00+00:00,0.0,440.0,67.5,0.0,275.0,0.0,670.0,0.0,-670.0,440.0,-275.0,-67.5,-572.5
2026-01-08 13:00:00+00:00,0.0,366.5,44.5,1.75,269.0,0.0,653.0,0.0,-653.0,366.5,-269.0,-42.75,-598.25
2026-01-08 14:00:00+00:00,0.0,413.5,169.25,0.0,250.0,0.0,661.0,0.0,-661.0,413.5,-250.0,-169.25,-666.75
2026-01-08 15:00:00+00:00,0.0,438.0,390.75,0.0,224.0,0.0,651.0,0.0,-651.0,438.0,-224.0,-390.75,-827.75
2026-01-08 16:00:00+00:00,0.0,359.75,465.75,0.0,228.0,0.0,673.0,0.0,-673.0,359.75,-228.0,-465.75,-1007.0
2026-01-08 17:00:00+00:00,0.0,268.0,524.75,0.0,170.0,0.0,598.0,0.0,-598.0,268.0,-170.0,-524.75,-1024.75
2026-01-08 18:00:00+00:00,0.0,204.75,681.75,0.0,102.0,0.0,443.0,0.0,-443.0,204.75,-102.0,-681.75,-1022.0
2026-01-08 19:00:00+00:00,0.0,86.75,687.75,0.0,49.0,0.0,306.0,0.0,-306.0,86.75,-49.0,-687.75,-956.0
2026-01-08 20:00:00+00:00,117.75,0.0,411.25,0.0,75.0,0.0,293.0,0.0,-293.0,-117.75,-75.0,-411.25,-897.0
2026-01-08 21:00:00+00:00,155.5,0.0,265.5,0.0,54.0,0.0,233.0,0.0,-233.0,-155.5,-54.0,-265.5,-708.0
