,HU_RS,RS_HU,RS_BA,BA_RS,RS_BG,BG_RS,RS_HR,HR_RS,RS_ME,ME_RS,RS_MK,MK_RS,RS_RO,RO_RS,RS_BA_net_export,RS_BG_net_export,RS_HR_net_export,RS_HU_net_export,RS_ME_net_export,RS_MK_net_export,RS_RO_net_export,Net Export
2026-01-12 08:00:00+00:00,0.0,310.13075,0.0,55.3692,0.0,179.6871,229.0,0.0,0.0,240.6436,0.0,39.3558,605.0995,0.0,-55.3692,-179.6871,229.0,310.13075,-240.6436,-39.3558,605.0995,629.17455
2026-01-12 09:00:00+00:00,0.0,322.9315,0.0,62.6508,0.0,233.5963,237.0,0.0,0.0,249.1659,0.0,25.6493,342.0878,0.0,-62.6508,-233.5963,237.0,322.9315,-249.1659,-25.6493,342.0878,330.95700000000005
2026-01-12 10:00:00+00:00,0.0,322.31425,0.0,82.9925,0.0,220.2265,228.0,0.0,0.0,244.9883,0.0,34.6702,243.881,0.0,-82.9925,-220.2265,228.0,322.31425,-244.9883,-34.6702,243.881,211.31775000000002
2026-01-12 11:00:00+00:00,0.0,336.967,0.0,81.6835,0.0,204.7473,226.0,0.0,0.0,266.5884,0.0,47.0303,101.8311,0.0,-81.6835,-204.7473,226.0,336.967,-266.5884,-47.0303,101.8311,64.74860000000004
2026-01-12 12:00:00+00:00,0.0,337.6135,0.0,83.626,0.0,192.9351,222.0,0.0,0.0,272.8403,0.0,50.2435,116.0036,0.0,-83.626,-192.9351,222.0,337.6135,-272.8403,-50.2435,116.0036,75.97219999999997
2026-01-12 13:00:00+00:00,0.0,234.804,0.0,160.5463,0.0,17.9018,93.0,0.0,0.0,135.3722,0.0,90.3807,193.7207,0.0,-160.5463,-17.9018,93.0,234.804,-135.3722,-90.3807,193.7207,117.32369999999999
2026-01-12 14:00:00+00:00,0.0,160.06,0.0,242.8613,113.5315,0.0,0.0,8.0,15.378,0.0,0.0,86.1504,448.8002,0.0,-242.8613,113.5315,-8.0,160.06,15.378,-86.1504,448.8002,400.75800000000004
2026-01-12 15:00:00+00:00,0.0,152.31025,0.0,238.881,33.1341,0.0,0.0,19.0,2.8049,0.0,0.0,42.6475,666.3045,0.0,-238.881,33.1341,-19.0,152.31025,2.8049,-42.6475,666.3045,554.0252499999999
2026-01-12 16:00:00+00:00,0.0,119.7515,0.0,204.1476,0.0,65.9408,0.0,34.0,59.1479,0.0,20.4967,0.0,673.6255,0.0,-204.1476,-65.9408,-34.0,119.7515,59.1479,20.4967,673.6255,568.9331999999999
2026-01-12 17:00:00+00:00,0.0,81.2525,0.0,245.8446,25.631,0.0,0.0,100.0,96.4371,0.0,4.3193,0.0,642.0132,0.0,-245.8446,25.631,-100.0,81.2525,96.4371,4.3193,642.0132,503.8084999999999
2026-01-12 18:00:00+00:00,2.7095,24.6075,0.0,254.9274,86.2357,0.0,0.0,114.0,86.0302,0.0,0.0,15.8435,650.942,0.0,-254.9274,86.2357,-114.0,21.898000000000003,86.0302,-15.8435,650.942,460.335
2026-01-12 19:00:00+00:00,2.414,11.722,0.0,244.645,103.4478,0.0,0.0,107.0,90.8228,0.0,0.0,24.5265,564.9818,0.0,-244.645,103.4478,-107.0,9.308,90.8228,-24.5265,564.9818,392.38890000000004
2026-01-12 20:00:00+00:00,25.65225,0.47175,0.0,241.2661,71.6342,0.0,0.0,110.0,20.4143,0.0,0.0,11.5565,382.7932,0.0,-241.2661,71.6342,-110.0,-25.1805,20.4143,-11.5565,382.7932,86.8386000000001
2026-01-12 21:00:00+00:00,82.205,0.019,0.0,209.0133,25.9648,0.0,0.0,102.0,65.9914,0.0,0.0,22.133,131.7843,0.0,-209.0133,25.9648,-102.0,-82.18599999999999,65.9914,-22.133,131.7843,-191.59179999999995
2026-01-12 22:00:00+00:00,63.889,0.73125,0.0,244.1553,53.4998,0.0,0.0,110.0,92.1489,0.0,0.0,73.2671,78.2412,0.0,-244.1553,53.4998,-110.0,-63.15775,92.1489,-73.2671,78.2412,-266.69025000000005
2026-01-12 23:00:00+00:00,152.94025,0.0,0.0,296.7892,119.5945,0.0,0.0,197.0,152.8599,0.0,0.0,109.17,0.0,26.3022,-296.7892,119.5945,-197.0,-152.94025,152.8599,-109.17,-26.3022,-509.74725
2026-01-13 00:00:00+00:00,109.9345,0.0,0.0,287.3549,243.0495,0.0,0.0,170.0,170.1508,0.0,0.0,150.6833,50.3834,0.0,-287.3549,243.0495,-170.0,-109.9345,170.1508,-150.6833,50.3834,-254.38899999999995
2026-01-13 01:00:00+00:00,68.44175,0.0,0.0,275.3198,346.2211,0.0,0.0,151.0,188.3465,0.0,0.0,174.8034,74.3273,0.0,-275.3198,346.2211,-151.0,-68.44175,188.3465,-174.8034,74.3273,-60.670050000000046
2026-01-13 02:00:00+00:00,56.614,0.03725,0.0,293.4137,394.825,0.0,0.0,158.0,114.8148,0.0,0.0,180.4323,115.6565,0.0,-293.4137,394.825,-158.0,-56.57675,114.8148,-180.4323,115.6565,-63.126450000000034
2026-01-13 03:00:00+00:00,9.84125,15.926,0.0,272.341,328.6769,0.0,0.0,119.0,50.329,0.0,0.0,182.6944,136.4142,0.0,-272.341,328.6769,-119.0,6.08475,50.329,-182.6944,136.4142,-52.530550000000034
2026-01-13 04:00:00+00:00,5.7135,18.6425,0.0,275.3474,282.3518,0.0,0.0,114.0,44.595,0.0,0.0,199.0316,220.4627,0.0,-275.3474,282.3518,-114.0,12.928999999999998,44.595,-199.0316,220.4627,-28.040499999999952
2026-01-13 05:00:00+00:00,0.7295,48.05775,0.0,354.0028,309.6951,0.0,0.0,158.0,95.4675,0.0,0.0,218.2164,410.6485,0.0,-354.0028,309.6951,-158.0,47.32825,95.4675,-218.2164,410.6485,132.92015000000004
2026-01-13 06:00:00+00:00,0.0,91.96125,0.0,343.2616,195.313,0.0,0.0,112.0,37.9289,0.0,0.0,168.5327,649.5652,0.0,-343.2616,195.313,-112.0,91.96125,37.9289,-168.5327,649.5652,350.97405000000003
2026-01-13 07:00:00+00:00,0.0,179.87725,0.0,246.0317,0.0,4.7859,14.0,0.0,0.0,50.0598,0.0,66.298,621.2628,0.0,-246.0317,-4.7859,14.0,179.87725,-50.0598,-66.298,621.2628,447.96465
2026-01-13 08:00:00+00:00,0.0,169.035,0.0,304.446,6.4338,0.0,0.0,25.0,0.0,16.4794,0.0,47.3388,598.2902,0.0,-304.446,6.4338,-25.0,169.035,-16.4794,-47.3388,598.2902,380.49480000000005
2026-01-13 09:00:00+00:00,0.0,209.52725,0.0,307.6082,54.5541,0.0,0.0,25.0,0.0,7.1926,0.0,38.701,540.4725,0.0,-307.6082,54.5541,-25.0,209.52725,-7.1926,-38.701,540.4725,426.05205
2026-01-13 10:00:00+00:00,0.0,263.8195,0.0,248.5564,0.0,8.4929,37.0,0.0,0.0,41.426,0.0,34.0398,497.5837,0.0,-248.5564,-8.4929,37.0,263.8195,-41.426,-34.0398,497.5837,465.8881
2026-01-13 11:00:00+00:00,0.0,242.0395,0.0,274.8352,40.2107,0.0,0.0,11.0,0.0,24.3622,0.0,58.3665,489.0155,0.0,-274.8352,40.2107,-11.0,242.0395,-24.3622,-58.3665,489.0155,402.7018
2026-01-13 12:00:00+00:00,0.0,154.22325,0.0,363.492,141.8512,0.0,0.0,115.0,53.1656,0.0,0.0,87.555,580.401,0.0,-363.492,141.8512,-115.0,154.22325,53.1656,-87.555,580.401,363.5940499999999
2026-01-13 13:00:00+00:00,0.0,86.71025,0.0,443.6497,245.9842,0.0,0.0,199.0,136.6163,0.0,0.0,127.6875,608.3055,0.0,-443.6497,245.9842,-199.0,86.71025,136.6163,-127.6875,608.3055,307.2790500000001
2026-01-13 14:00:00+00:00,0.0,106.66625,0.0,401.3326,205.1589,0.0,0.0,153.0,129.1119,0.0,0.0,132.7223,608.7413,0.0,-401.3326,205.1589,-153.0,106.66625,129.1119,-132.7223,608.7413,362.62344999999993
2026-01-13 15:00:00+00:00,0.0,136.07375,0.0,363.1823,62.5797,0.0,0.0,101.0,89.2752,0.0,0.0,99.9393,716.771,0.0,-363.1823,62.5797,-101.0,136.07375,89.2752,-99.9393,716.771,440.5780499999999
2026-01-13 16:00:00+00:00,0.0,98.3005,0.0,339.0752,11.3192,0.0,0.0,101.0,94.8541,0.0,0.0,81.7052,710.946,0.0,-339.0752,11.3192,-101.0,98.3005,94.8541,-81.7052,710.946,393.6394000000001
2026-01-13 17:00:00+00:00,0.0,113.03075,0.0,318.8517,10.1393,0.0,0.0,86.0,86.4238,0.0,0.0,77.6359,664.3358,0.0,-318.8517,10.1393,-86.0,113.03075,86.4238,-77.6359,664.3358,391.44204999999994
2026-01-13 18:00:00+00:00,0.0,94.3335,0.0,320.8276,72.4064,0.0,0.0,96.0,86.4125,0.0,0.0,79.5172,631.0848,0.0,-320.8276,72.4064,-96.0,94.3335,86.4125,-79.5172,631.0848,387.89239999999995
2026-01-13 19:00:00+00:00,0.0,69.24825,0.0,314.289,108.4033,0.0,0.0,106.0,101.4335,0.0,0.0,77.1459,495.2988,0.0,-314.289,108.4033,-106.0,69.24825,101.4335,-77.1459,495.2988,276.94895
2026-01-13 20:00:00+00:00,0.0255,41.7475,0.0,217.9791,54.8336,0.0,0.0,57.0,27.8282,0.0,0.0,28.2033,278.7612,0.0,-217.9791,54.8336,-57.0,41.722,27.8282,-28.2033,278.7612,99.96260000000001
2026-01-13 21:00:00+00:00,36.14975,2.28,0.0,236.9472,80.7473,0.0,0.0,105.0,84.8937,0.0,0.0,46.7667,91.1512,0.0,-236.9472,80.7473,-105.0,-33.869749999999996,84.8937,-46.7667,91.1512,-165.79145
2026-01-13 22:00:00+00:00,66.79225,0.00875,0.0,287.2629,118.5841,0.0,0.0,132.0,138.1787,0.0,0.0,116.1501,10.7631,0.0,-287.2629,118.5841,-132.0,-66.78349999999999,138.1787,-116.1501,10.7631,-334.67060000000004
2026-01-13 23:00:00+00:00,53.68625,0.4595,0.0,252.0951,145.5309,0.0,0.0,101.0,84.4343,0.0,0.0,156.7324,254.383,0.0,-252.0951,145.5309,-101.0,-53.22675,84.4343,-156.7324,254.383,-78.70605000000003
2026-01-14 00:00:00+00:00,57.765,0.0,0.0,225.7466,233.4058,0.0,0.0,92.0,93.2362,0.0,0.0,183.7155,181.3105,0.0,-225.7466,233.4058,-92.0,-57.765,93.2362,-183.7155,181.3105,-51.27459999999999
2026-01-14 01:00:00+00:00,23.7035,3.1665,0.0,226.5615,291.61,0.0,0.0,76.0,104.9861,0.0,0.0,182.5909,101.7459,0.0,-226.5615,291.61,-76.0,-20.537,104.9861,-182.5909,101.7459,-7.347399999999993
2026-01-14 02:00:00+00:00,14.742,4.78575,0.0,234.3221,326.0219,0.0,0.0,78.0,48.4929,0.0,0.0,190.3134,120.0364,0.0,-234.3221,326.0219,-78.0,-9.95625,48.4929,-190.3134,120.0364,-18.04055000000001
2026-01-14 03:00:00+00:00,8.715,31.198,0.0,220.0814,253.2507,0.0,0.0,53.0,0.0,11.5099,0.0,183.4965,128.05,0.0,-220.0814,253.2507,-53.0,22.483,-11.5099,-183.4965,128.05,-64.3041
2026-01-14 04:00:00+00:00,0.35725,34.96,0.0,231.3981,225.2448,0.0,0.0,64.0,4.7967,0.0,0.0,194.9132,149.4553,0.0,-231.3981,225.2448,-64.0,34.60275,4.7967,-194.9132,149.4553,-76.21175
2026-01-14 05:00:00+00:00,0.0,99.72225,0.0,351.8763,210.887,0.0,0.0,66.0,82.5632,0.0,0.0,206.643,319.4612,0.0,-351.8763,210.887,-66.0,99.72225,82.5632,-206.643,319.4612,88.11435
2026-01-14 06:00:00+00:00,0.0,134.10225,0.0,278.4538,70.4462,0.0,0.0,2.0,0.0,55.5028,0.0,168.7059,499.1302,0.0,-278.4538,70.4462,-2.0,134.10225,-55.5028,-168.7059,499.1302,199.01614999999998
2026-01-14 07:00:00+00:00,0.0,168.6925,0.0,216.1452,0.0,5.7999,56.0,0.0,0.0,144.4851,0.0,114.9517,577.9202,0.0,-216.1452,-5.7999,56.0,168.6925,-144.4851,-114.9517,577.9202,321.23080000000004
2026-01-14 08:00:00+00:00,0.0,196.0115,0.0,210.4903,0.0,37.6931,64.0,0.0,0.0,119.2363,0.0,99.7425,575.8755,0.0,-210.4903,-37.6931,64.0,196.0115,-119.2363,-99.7425,575.8755,368.72479999999996
2026-01-14 09:00:00+00:00,0.0,190.34825,0.0,227.3311,0.0,69.9095,24.0,0.0,0.0,97.5127,0.0,81.3793,615.2822,0.0,-227.3311,-69.9095,24.0,190.34825,-97.5127,-81.3793,615.2822,353.49785
2026-01-14 10:00:00+00:00,0.0,235.911,0.0,176.6097,0.0,141.732,103.0,0.0,0.0,157.1237,0.0,67.431,556.3163,0.0,-176.6097,-141.732,103.0,235.911,-157.1237,-67.431,556.3163,352.33089999999993
2026-01-14 11:00:00+00:00,0.0,204.29175,0.0,204.6748,0.0,51.3211,46.0,0.0,0.0,97.1374,0.0,74.1117,502.5473,0.0,-204.6748,-51.3211,46.0,204.29175,-97.1374,-74.1117,502.5473,325.59405000000004
2026-01-14 12:00:00+00:00,0.0,192.5105,0.0,213.6183,0.0,11.6034,20.0,0.0,0.0,69.1736,0.0,103.0868,484.2962,0.0,-213.6183,-11.6034,20.0,192.5105,-69.1736,-103.0868,484.2962,299.32460000000003
2026-01-14 13:00:00+00:00,0.0,143.20575,0.0,312.3566,124.1667,0.0,0.0,55.0,45.7003,0.0,0.0,152.5404,469.7877,0.0,-312.3566,124.1667,-55.0,143.20575,45.7003,-152.5404,469.7877,262.96344999999997
2026-01-14 14:00:00+00:00,0.0,104.9565,0.0,374.4596,214.2752,0.0,0.0,129.0,142.8832,0.0,0.0,212.9411,431.6992,0.0,-374.4596,214.2752,-129.0,104.9565,142.8832,-212.9411,431.6992,177.41340000000002
2026-01-14 15:00:00+00:00,0.0,74.96775,0.0,390.2769,156.2988,0.0,0.0,144.0,162.9379,0.0,0.0,194.7872,497.9943,0.0,-390.2769,156.2988,-144.0,74.96775,162.9379,-194.7872,497.9943,163.13465000000002
2026-01-14 16:00:00+00:00,0.0,119.244,0.0,365.7738,95.4482,0.0,0.0,104.0,170.7711,0.0,0.0,200.3396,484.648,0.0,-365.7738,95.4482,-104.0,119.244,170.7711,-200.3396,484.648,199.99790000000002
2026-01-14 17:00:00+00:00,0.0,89.88975,0.0,367.4086,131.4487,0.0,0.0,127.0,223.3009,0.0,0.0,216.1235,437.0335,0.0,-367.4086,131.4487,-127.0,89.88975,223.3009,-216.1235,437.0335,171.14075000000003
2026-01-14 18:00:00+00:00,0.0,96.7725,0.0,343.1761,117.1882,0.0,0.0,106.0,190.5898,0.0,0.0,209.555,413.5468,0.0,-343.1761,117.1882,-106.0,96.7725,190.5898,-209.555,413.5468,159.36619999999996
2026-01-14 19:00:00+00:00,0.0,106.0045,0.0,307.5502,140.0662,0.0,0.0,60.0,159.0443,0.0,0.0,185.3092,366.5033,0.0,-307.5502,140.0662,-60.0,106.0045,159.0443,-185.3092,366.5033,218.75889999999998
2026-01-14 20:00:00+00:00,0.0,67.23175,0.0,182.2979,76.2777,0.0,0.0,6.0,68.9536,0.0,0.0,120.2074,203.553,0.0,-182.2979,76.2777,-6.0,67.23175,68.9536,-120.2074,203.553,107.51074999999999
2026-01-14 21:00:00+00:00,1.19125,30.20875,0.0,111.4131,0.0,11.6217,32.0,0.0,0.0,0.4746,0.0,77.0666,71.4548,0.0,-111.4131,-11.6217,32.0,29.0175,-0.4746,-77.0666,71.4548,-68.1037
2026-01-14 22:00:00+00:00,10.35125,27.20725,0.0,113.5729,0.0,13.0468,61.0,0.0,28.2867,0.0,0.0,143.1945,89.2068,0.0,-113.5729,-13.0468,61.0,16.855999999999998,28.2867,-143.1945,89.2068,-74.46470000000001
2026-01-14 23:00:00+00:00,1.01125,21.1605,0.0,138.8361,39.2562,0.0,38.0,0.0,0.0,94.3531,0.0,132.5381,205.5337,0.0,-138.8361,39.2562,38.0,20.14925,-94.3531,-132.5381,205.5337,-62.78814999999997
2026-01-15 00:00:00+00:00,11.856,14.809,0.0,171.8754,169.4364,0.0,0.0,8.0,0.0,44.0743,0.0,197.6997,154.0553,0.0,-171.8754,169.4364,-8.0,2.9529999999999994,-44.0743,-197.6997,154.0553,-95.20470000000006
2026-01-15 01:00:00+00:00,6.8555,24.72975,0.0,176.7186,234.063,0.0,0.0,11.0,0.0,131.3464,0.0,214.5959,143.927,0.0,-176.7186,234.063,-11.0,17.87425,-131.3464,-214.5959,143.927,-137.79665000000003
2026-01-15 02:00:00+00:00,1.78275,20.38525,0.0,196.52,250.5341,0.0,0.0,28.0,0.0,146.1725,0.0,246.2596,111.1262,0.0,-196.52,250.5341,-28.0,18.6025,-146.1725,-246.2596,111.1262,-236.68930000000006
2026-01-15 03:00:00+00:00,0.0,65.853,0.0,194.6142,204.0524,0.0,0.0,14.0,0.0,169.0782,0.0,243.6251,143.104,0.0,-194.6142,204.0524,-14.0,65.853,-169.0782,-243.6251,143.104,-208.3081
2026-01-15 04:00:00+00:00,0.0,100.098,0.0,194.9124,106.1236,0.0,0.0,7.0,0.0,161.266,0.0,228.1754,201.0998,0.0,-194.9124,106.1236,-7.0,100.098,-161.266,-228.1754,201.0998,-184.03240000000002
2026-01-15 05:00:00+00:00,0.0,158.08,0.0,298.3141,148.5207,0.0,21.0,0.0,0.0,58.2724,0.0,263.6866,260.4085,0.0,-298.3141,148.5207,21.0,158.08,-58.2724,-263.6866,260.4085,-32.26389999999998
2026-01-15 06:00:00+00:00,0.0,239.74775,0.0,251.4241,0.0,8.1346,90.0,0.0,0.0,120.557,0.0,201.3808,453.8425,0.0,-251.4241,-8.1346,90.0,239.74775,-120.557,-201.3808,453.8425,202.09375
2026-01-15 07:00:00+00:00,0.0,318.72075,0.0,153.0079,0.0,152.3866,158.0,0.0,0.0,180.7921,0.0,149.357,437.4545,0.0,-153.0079,-152.3866,158.0,318.72075,-180.7921,-149.357,437.4545,278.63165000000004
2026-01-15 08:00:00+00:00,0.0,310.019,0.0,127.4051,0.0,250.2283,169.0,0.0,0.0,184.3707,0.0,121.277,379.2355,0.0,-127.4051,-250.2283,169.0,310.019,-184.3707,-121.277,379.2355,174.97340000000003
2026-01-15 09:00:00+00:00,0.0,346.47575,0.0,39.2568,0.0,304.1564,232.0,0.0,0.0,223.6725,0.0,93.0007,285.877,0.0,-39.2568,-304.1564,232.0,346.47575,-223.6725,-93.0007,285.877,204.26635
2026-01-15 10:00:00+00:00,0.0,329.901,0.0,24.1267,0.0,279.14,225.0,0.0,0.0,216.2427,0.0,92.0652,267.0473,0.0,-24.1267,-279.14,225.0,329.901,-216.2427,-92.0652,267.0473,210.37369999999999
2026-01-15 11:00:00+00:00,0.0,349.011,0.0,45.441,0.0,224.734,229.0,0.0,0.0,211.0014,0.0,114.0467,315.2705,0.0,-45.441,-224.734,229.0,349.011,-211.0014,-114.0467,315.2705,298.05840000000006
2026-01-15 12:00:00+00:00,0.0,336.841,0.0,85.9371,0.0,207.3914,193.0,0.0,0.0,265.619,0.0,105.1925,389.0635,0.0,-85.9371,-207.3914,193.0,336.841,-265.619,-105.1925,389.0635,254.76449999999994
2026-01-15 13:00:00+00:00,0.0,205.13325,0.0,184.8925,3.0792,0.0,48.0,0.0,0.0,146.6992,0.0,163.6618,473.3927,0.0,-184.8925,3.0792,48.0,205.13325,-146.6992,-163.6618,473.3927,234.35164999999998
2026-01-15 14:00:00+00:00,0.0,174.446,0.0,288.6185,94.1012,0.0,0.0,36.0,0.0,54.7961,0.0,227.6864,525.8725,0.0,-288.6185,94.1012,-36.0,174.446,-54.7961,-227.6864,525.8725,187.31869999999998
2026-01-15 15:00:00+00:00,0.0,123.0675,0.0,330.2003,82.1177,0.0,0.0,70.0,24.706,0.0,0.0,221.5294,556.3097,0.0,-330.2003,82.1177,-70.0,123.0675,24.706,-221.5294,556.3097,164.47119999999995
2026-01-15 16:00:00+00:00,0.0,89.40875,0.0,347.2338,52.1603,0.0,0.0,99.0,52.2327,0.0,0.0,210.4053,606.338,0.0,-347.2338,52.1603,-99.0,89.40875,52.2327,-210.4053,606.338,143.50064999999995
2026-01-15 17:00:00+00:00,0.0,119.017,0.0,322.807,79.7074,0.0,0.0,79.0,106.8102,0.0,0.0,226.0619,494.4998,0.0,-322.807,79.7074,-79.0,119.017,106.8102,-226.0619,494.4998,172.16549999999995
2026-01-15 18:00:00+00:00,0.0,105.2655,0.0,291.9069,80.6525,0.0,0.0,65.0,111.9032,0.0,0.0,227.5124,455.5385,0.0,-291.9069,80.6525,-65.0,105.2655,111.9032,-227.5124,455.5385,168.94039999999995
2026-01-15 19:00:00+00:00,0.0,96.971,0.0,262.2604,108.599,0.0,0.0,42.0,28.6794,0.0,0.0,193.3437,447.5648,0.0,-262.2604,108.599,-42.0,96.971,28.6794,-193.3437,447.5648,184.21009999999995
2026-01-15 20:00:00+00:00,0.0,98.11725,0.0,157.9542,69.5678,0.0,16.0,0.0,0.0,23.1666,0.0,128.243,298.1247,0.0,-157.9542,69.5678,16.0,98.11725,-23.1666,-128.243,298.1247,172.44595000000004
2026-01-15 21:00:00+00:00,0.00725,58.87,0.0,152.2976,0.0,5.8807,13.0,0.0,0.0,12.2901,0.0,118.725,252.6525,0.0,-152.2976,-5.8807,13.0,58.86275,-12.2901,-118.725,252.6525,35.32185000000004
2026-01-15 22:00:00+00:00,0.0,76.113,0.0,124.5697,0.0,57.9557,70.0,0.0,0.0,59.7458,0.0,149.2857,261.0022,0.0,-124.5697,-57.9557,70.0,76.113,-59.7458,-149.2857,261.0022,15.558300000000031
2026-01-15 23:00:00+00:00,12.855,14.0925,0.0,212.9002,0.0,29.8569,0.0,0.0,0.0,8.5524,0.0,185.7427,290.5737,0.0,-212.9002,-29.8569,0.0,1.237499999999999,-8.5524,-185.7427,290.5737,-145.24100000000004
2026-01-16 00:00:00+00:00,31.75275,0.4545,0.0,196.0997,64.2693,0.0,0.0,51.0,0.0,52.0032,0.0,240.2317,253.0575,0.0,-196.0997,64.2693,-51.0,-31.29825,-52.0032,-240.2317,253.0575,-253.30604999999997
2026-01-16 01:00:00+00:00,25.69025,0.46875,0.0,217.3846,169.0307,0.0,0.0,77.0,0.0,35.9395,0.0,257.8249,209.7197,0.0,-217.3846,169.0307,-77.0,-25.2215,-35.9395,-257.8249,209.7197,-234.62010000000004
2026-01-16 02:00:00+00:00,4.4925,11.07575,0.0,209.2153,174.6883,0.0,0.0,55.0,0.0,75.5738,0.0,257.1601,181.0183,0.0,-209.2153,174.6883,-55.0,6.58325,-75.5738,-257.1601,181.0183,-234.65935000000002
2026-01-16 03:00:00+00:00,0.07975,54.09775,0.0,176.5738,114.8275,0.0,0.0,10.0,0.0,121.8177,0.0,245.1964,184.2535,0.0,-176.5738,114.8275,-10.0,54.018,-121.8177,-245.1964,184.2535,-200.48889999999997
2026-01-16 04:00:00+00:00,0.13775,62.50325,0.0,204.3694,100.6308,0.0,0.0,26.0,0.0,97.2922,0.0,264.092,248.0812,0.0,-204.3694,100.6308,-26.0,62.365500000000004,-97.2922,-264.092,248.0812,-180.6761
2026-01-16 05:00:00+00:00,0.0,170.129,0.0,275.7026,91.5862,0.0,68.0,0.0,0.0,121.0565,0.0,259.2446,332.2592,0.0,-275.7026,91.5862,68.0,170.129,-121.0565,-259.2446,332.2592,5.970700000000022
2026-01-16 06:00:00+00:00,0.0,176.13675,0.0,266.5454,14.6256,0.0,68.0,0.0,0.0,93.8863,0.0,235.1842,459.2163,0.0,-266.5454,14.6256,68.0,176.13675,-93.8863,-235.1842,459.2163,122.36275
2026-01-16 07:00:00+00:00,0.0,177.73875,0.0,132.6581,0.0,31.1952,113.0,0.0,0.0,163.6464,0.0,169.8032,440.9917,0.0,-132.6581,-31.1952,113.0,177.73875,-163.6464,-169.8032,440.9917,234.42755
2026-01-16 08:00:00+00:00,0.0,150.33725,0.0,160.4401,7.5466,0.0,87.0,0.0,0.0,132.9836,0.0,148.7175,491.0482,0.0,-160.4401,7.5466,87.0,150.33725,-132.9836,-148.7175,491.0482,293.79085000000003
2026-01-16 09:00:00+00:00,0.0,114.233,0.0,168.2009,85.8166,0.0,55.0,0.0,0.0,102.3898,0.0,143.7473,435.7088,0.0,-168.2009,85.8166,55.0,114.233,-102.3898,-143.7473,435.7088,276.42040000000003
2026-01-16 10:00:00+00:00,0.0,129.899,0.0,149.9492,40.0221,0.0,77.0,0.0,0.0,149.9727,0.0,138.2356,408.1447,0.0,-149.9492,40.0221,77.0,129.899,-149.9727,-138.2356,408.1447,216.9083
2026-01-16 11:00:00+00:00,0.0,113.16225,0.0,188.6779,122.967,0.0,19.0,0.0,0.0,127.5491,0.0,159.309,448.023,0.0,-188.6779,122.967,19.0,113.16225,-127.5491,-159.309,448.023,227.61625000000004
2026-01-16 12:00:00+00:00,0.0,89.735,0.0,218.6578,159.7301,0.0,0.0,16.0,0.0,99.6013,0.0,194.4249,468.245,0.0,-218.6578,159.7301,-16.0,89.735,-99.6013,-194.4249,468.245,189.02609999999999
2026-01-16 13:00:00+00:00,0.0,78.842,0.0,263.2578,231.5947,0.0,0.0,52.0,0.0,56.0822,0.0,215.9427,484.521,0.0,-263.2578,231.5947,-52.0,78.842,-56.0822,-215.9427,484.521,207.675
2026-01-16 14:00:00+00:00,0.0,122.9515,0.0,269.1581,169.8216,0.0,0.0,45.0,0.0,63.2971,0.0,224.0652,499.869,0.0,-269.1581,169.8216,-45.0,122.9515,-63.2971,-224.0652,499.869,191.12170000000003
2026-01-16 15:00:00+00:00,0.0,180.2555,0.0,229.9445,21.3164,0.0,5.0,0.0,0.0,58.6947,0.0,189.6192,442.0598,0.0,-229.9445,21.3164,5.0,180.2555,-58.6947,-189.6192,442.0598,170.37329999999997
2026-01-16 16:00:00+00:00,0.0,148.861,0.0,223.9035,0.0,60.6397,0.0,1.0,0.0,6.8304,0.0,179.3284,410.2595,0.0,-223.9035,-60.6397,-1.0,148.861,-6.8304,-179.3284,410.2595,87.4185
2026-01-16 17:00:00+00:00,0.0,134.86625,0.0,209.7169,0.0,64.1737,11.0,0.0,0.0,33.5313,0.0,166.1113,433.3007,0.0,-209.7169,-64.1737,11.0,134.86625,-33.5313,-166.1113,433.3007,105.63374999999996
2026-01-16 18:00:00+00:00,0.0,116.916,0.0,215.1803,0.0,14.3597,4.0,0.0,0.0,38.367,0.0,146.0621,456.8463,0.0,-215.1803,-14.3597,4.0,116.916,-38.367,-146.0621,456.8463,163.7932
2026-01-16 19:00:00+00:00,0.0,144.95125,0.0,198.0334,0.0,0.6644,40.0,0.0,0.0,88.0074,0.0,112.7547,442.9048,0.0,-198.0334,-0.6644,40.0,144.95125,-88.0074,-112.7547,442.9048,228.39615
2026-01-16 20:00:00+00:00,0.0,86.59525,0.0,160.9535,29.4768,0.0,16.0,0.0,0.0,57.3202,0.0,99.097,377.5867,0.0,-160.9535,29.4768,16.0,86.59525,-57.3202,-99.097,377.5867,192.28805
2026-01-16 21:00:00+00:00,0.02775,45.31025,0.0,91.8646,0.0,28.1406,36.0,0.0,0.0,70.5264,0.0,60.3679,317.2023,0.0,-91.8646,-28.1406,36.0,45.282500000000006,-70.5264,-60.3679,317.2023,147.5853
2026-01-16 22:00:00+00:00,0.9555,33.78175,0.0,124.7871,15.3833,0.0,48.0,0.0,0.0,52.2896,0.0,108.1687,410.3662,0.0,-124.7871,15.3833,48.0,32.82625,-52.2896,-108.1687,410.3662,221.33035
2026-01-16 23:00:00+00:00,28.06625,2.555,0.0,55.2554,0.0,53.5513,41.0,0.0,0.0,75.3928,0.0,112.6716,379.3142,0.0,-55.2554,-53.5513,41.0,-25.51125,-75.3928,-112.6716,379.3142,97.93185
