,HU_RS,RS_HU,RS_BA,BA_RS,RS_BG,BG_RS,RS_HR,HR_RS,RS_ME,ME_RS,RS_MK,MK_RS,RS_RO,RO_RS,RS_BA_net_export,RS_BG_net_export,RS_HR_net_export,RS_HU_net_export,RS_ME_net_export,RS_MK_net_export,RS_RO_net_export,Net Export
2026-02-02 16:00:00+00:00,0.0,309.3775,0.0,141.84,222.2058,0.0,41.0,0.0,115.7714,0.0,0.0,141.9523,807.6292,0.0,-141.84,222.2058,41.0,309.3775,115.7714,-141.9523,807.6292,1212.1915999999999
2026-02-02 17:00:00+00:00,0.0,297.0875,0.0,132.2285,254.5795,0.0,28.0,0.0,150.4665,0.0,0.0,144.4847,700.555,0.0,-132.2285,254.5795,28.0,297.0875,150.4665,-144.4847,700.555,1153.9753
2026-02-02 18:00:00+00:00,0.0,271.62075,0.0,149.2764,253.519,0.0,9.0,0.0,135.7887,0.0,0.0,149.6224,590.2153,0.0,-149.2764,253.519,9.0,271.62075,135.7887,-149.6224,590.2153,961.2449499999999
2026-02-02 19:00:00+00:00,0.0,215.90125,0.0,156.2006,254.3391,0.0,0.0,18.0,156.5128,0.0,0.0,118.0967,542.314,0.0,-156.2006,254.3391,-18.0,215.90125,156.5128,-118.0967,542.314,876.7698499999999
2026-02-02 20:00:00+00:00,0.0,160.911,0.0,131.0752,201.4152,0.0,0.0,9.0,158.7388,0.0,0.0,99.4792,377.158,0.0,-131.0752,201.4152,-9.0,160.911,158.7388,-99.4792,377.158,658.6686
2026-02-02 21:00:00+00:00,0.0,148.089,0.0,208.4025,161.8729,0.0,0.0,19.0,189.1138,0.0,0.0,82.0912,357.2403,0.0,-208.4025,161.8729,-19.0,148.089,189.1138,-82.0912,357.2403,546.8222999999999
2026-02-02 22:00:00+00:00,0.019,93.56725,0.0,213.4002,146.4623,0.0,0.0,51.0,228.7923,0.0,0.0,68.3311,363.7598,0.0,-213.4002,146.4623,-51.0,93.54825,228.7923,-68.3311,363.7598,499.83135
2026-02-02 23:00:00+00:00,0.569,37.87875,0.0,237.4531,198.5965,0.0,0.0,136.0,254.8664,0.0,0.0,126.8035,376.5132,0.0,-237.4531,198.5965,-136.0,37.309749999999994,254.8664,-126.8035,376.5132,367.02925
2026-02-03 00:00:00+00:00,1.54075,21.94125,0.0,213.4248,350.0487,0.0,0.0,194.0,264.368,0.0,0.0,185.4951,331.7152,0.0,-213.4248,350.0487,-194.0,20.4005,264.368,-185.4951,331.7152,373.61249999999995
2026-02-03 01:00:00+00:00,0.00575,61.61375,0.0,237.3279,417.2177,0.0,0.0,196.0,193.8548,0.0,0.0,225.8801,377.1488,0.0,-237.3279,417.2177,-196.0,61.608000000000004,193.8548,-225.8801,377.1488,390.6213
2026-02-03 02:00:00+00:00,0.0,81.98625,0.0,242.0783,429.3836,0.0,0.0,187.0,129.5966,0.0,0.0,233.892,388.9865,0.0,-242.0783,429.3836,-187.0,81.98625,129.5966,-233.892,388.9865,366.98265
2026-02-03 03:00:00+00:00,0.0,98.1825,0.0,242.8718,393.0194,0.0,0.0,196.0,138.7595,0.0,0.0,248.7033,401.9348,0.0,-242.8718,393.0194,-196.0,98.1825,138.7595,-248.7033,401.9348,344.3211
2026-02-03 04:00:00+00:00,0.0,168.97,0.0,256.8788,355.2676,0.0,0.0,142.0,131.4117,0.0,0.0,249.0376,344.2822,0.0,-256.8788,355.2676,-142.0,168.97,131.4117,-249.0376,344.2822,352.01509999999996
2026-02-03 05:00:00+00:00,0.0,249.0295,0.0,347.819,382.6669,0.0,0.0,61.0,133.4897,0.0,0.0,292.7055,643.4595,0.0,-347.819,382.6669,-61.0,249.0295,133.4897,-292.7055,643.4595,707.1211000000001
2026-02-03 06:00:00+00:00,0.0,374.441,0.0,226.1489,288.2541,0.0,88.0,0.0,60.1921,0.0,0.0,276.8305,774.3468,0.0,-226.1489,288.2541,88.0,374.441,60.1921,-276.8305,774.3468,1082.2546
2026-02-03 07:00:00+00:00,0.0,417.79675,0.0,131.1555,144.7086,0.0,205.0,0.0,0.0,29.6571,0.0,177.9216,757.5957,0.0,-131.1555,144.7086,205.0,417.79675,-29.6571,-177.9216,757.5957,1186.3668499999999
2026-02-03 08:00:00+00:00,0.0,374.693,0.0,100.3101,101.7697,0.0,205.0,0.0,0.0,48.2213,0.0,118.0006,581.4697,0.0,-100.3101,101.7697,205.0,374.693,-48.2213,-118.0006,581.4697,996.4004
2026-02-03 09:00:00+00:00,0.0,368.74275,15.5289,0.0,48.5104,0.0,306.0,0.0,0.0,73.5409,0.0,57.577,421.8192,0.0,15.5289,48.5104,306.0,368.74275,-73.5409,-57.577,421.8192,1029.48335
2026-02-03 10:00:00+00:00,0.0,388.6125,54.8318,0.0,5.1746,0.0,318.0,0.0,0.0,129.719,0.0,58.484,403.9572,0.0,54.8318,5.1746,318.0,388.6125,-129.719,-58.484,403.9572,982.3730999999998
2026-02-03 11:00:00+00:00,0.0,393.35275,27.354,0.0,51.8185,0.0,298.0,0.0,0.0,128.6955,0.0,78.7928,390.09,0.0,27.354,51.8185,298.0,393.35275,-128.6955,-78.7928,390.09,953.1269499999999
2026-02-03 12:00:00+00:00,0.0,403.28425,0.0,4.2098,67.5436,0.0,265.0,0.0,0.0,97.9605,0.0,115.6621,383.6568,0.0,-4.2098,67.5436,265.0,403.28425,-97.9605,-115.6621,383.6568,901.65225
2026-02-03 13:00:00+00:00,0.0,401.52125,0.0,101.9371,194.5301,0.0,165.0,0.0,0.0,11.9571,0.0,179.3036,463.9975,0.0,-101.9371,194.5301,165.0,401.52125,-11.9571,-179.3036,463.9975,931.8510500000002
2026-02-03 14:00:00+00:00,0.0,432.2435,0.0,218.0002,284.5306,0.0,100.0,0.0,60.5158,0.0,0.0,245.5048,623.0972,0.0,-218.0002,284.5306,100.0,432.2435,60.5158,-245.5048,623.0972,1036.8821
2026-02-03 15:00:00+00:00,0.0,446.0265,0.0,250.1504,261.2862,0.0,81.0,0.0,83.7918,0.0,0.0,235.7004,837.3593,0.0,-250.1504,261.2862,81.0,446.0265,83.7918,-235.7004,837.3593,1223.6129999999998
2026-02-03 16:00:00+00:00,0.0,415.18925,0.0,294.3167,255.3045,0.0,44.0,0.0,183.3546,0.0,0.0,254.7982,830.2972,0.0,-294.3167,255.3045,44.0,415.18925,183.3546,-254.7982,830.2972,1179.03065
2026-02-03 17:00:00+00:00,0.0,410.1315,0.0,295.0515,256.3359,0.0,59.0,0.0,178.623,0.0,0.0,260.4755,794.65,0.0,-295.0515,256.3359,59.0,410.1315,178.623,-260.4755,794.65,1143.2134
2026-02-03 18:00:00+00:00,0.0,362.63875,0.0,252.2648,268.596,0.0,67.0,0.0,185.3108,0.0,0.0,259.8722,672.821,0.0,-252.2648,268.596,67.0,362.63875,185.3108,-259.8722,672.821,1044.22955
2026-02-03 19:00:00+00:00,0.0,308.18725,0.0,227.6637,264.5835,0.0,91.0,0.0,130.5199,0.0,0.0,230.3413,583.152,0.0,-227.6637,264.5835,91.0,308.18725,130.5199,-230.3413,583.152,919.4376500000001
2026-02-03 20:00:00+00:00,0.0,215.50175,0.0,182.8276,145.1603,0.0,82.0,0.0,71.0754,0.0,0.0,160.4698,439.851,0.0,-182.8276,145.1603,82.0,215.50175,71.0754,-160.4698,439.851,610.29105
2026-02-03 21:00:00+00:00,0.0,184.34225,0.0,178.2664,76.9449,0.0,84.0,0.0,62.8908,0.0,0.0,151.8611,360.2077,0.0,-178.2664,76.9449,84.0,184.34225,62.8908,-151.8611,360.2077,438.25815
2026-02-03 22:00:00+00:00,0.0,245.68125,0.0,122.629,19.6384,0.0,153.0,0.0,0.0,15.2987,0.0,130.5775,353.8835,0.0,-122.629,19.6384,153.0,245.68125,-15.2987,-130.5775,353.8835,503.69795000000005
2026-02-03 23:00:00+00:00,0.0,129.33975,0.0,163.8063,126.0648,0.0,42.0,0.0,85.7506,0.0,0.0,170.3349,322.6995,0.0,-163.8063,126.0648,42.0,129.33975,85.7506,-170.3349,322.6995,371.71345
2026-02-04 00:00:00+00:00,0.0,153.11725,0.0,99.7069,172.3366,0.0,36.0,0.0,44.1806,0.0,0.0,196.8185,205.3968,0.0,-99.7069,172.3366,36.0,153.11725,44.1806,-196.8185,205.3968,314.50585
2026-02-04 01:00:00+00:00,0.0,136.5135,0.0,37.5242,212.0347,0.0,6.0,0.0,0.0,28.6128,0.0,185.3426,194.722,0.0,-37.5242,212.0347,6.0,136.5135,-28.6128,-185.3426,194.722,297.79060000000004
2026-02-04 02:00:00+00:00,0.0,206.625,0.0,7.6103,158.7889,0.0,69.0,0.0,0.0,137.5174,0.0,168.3418,210.94,0.0,-7.6103,158.7889,69.0,206.625,-137.5174,-168.3418,210.94,331.8844
2026-02-04 03:00:00+00:00,0.0,262.31125,49.6112,0.0,70.07,0.0,137.0,0.0,0.0,191.4829,0.0,156.0658,187.7593,0.0,49.6112,70.07,137.0,262.31125,-191.4829,-156.0658,187.7593,359.20304999999996
2026-02-04 04:00:00+00:00,0.0,271.315,0.0,86.6069,76.2975,0.0,103.0,0.0,0.0,160.727,0.0,165.7769,269.6327,0.0,-86.6069,76.2975,103.0,271.315,-160.727,-165.7769,269.6327,307.1344
2026-02-04 05:00:00+00:00,0.0,370.91875,0.0,146.0372,126.8747,0.0,164.0,0.0,0.0,14.9018,0.0,217.4298,299.591,0.0,-146.0372,126.8747,164.0,370.91875,-14.9018,-217.4298,299.591,583.0156499999999
2026-02-04 06:00:00+00:00,0.0,429.93825,0.0,91.8997,107.8891,0.0,197.0,0.0,0.0,73.0771,0.0,223.5896,494.7627,0.0,-91.8997,107.8891,197.0,429.93825,-73.0771,-223.5896,494.7627,841.02365
2026-02-04 07:00:00+00:00,0.0,461.772,0.0,14.8383,44.8678,0.0,250.0,0.0,0.0,119.4832,0.0,207.9679,497.4952,0.0,-14.8383,44.8678,250.0,461.772,-119.4832,-207.9679,497.4952,911.8456000000001
2026-02-04 08:00:00+00:00,0.0,461.88275,0.0,26.1991,46.7279,0.0,243.0,0.0,0.0,107.1306,0.0,176.3044,542.3545,0.0,-26.1991,46.7279,243.0,461.88275,-107.1306,-176.3044,542.3545,984.3310500000001
2026-02-04 09:00:00+00:00,0.0,516.89825,64.039,0.0,0.0,0.9015,353.0,0.0,0.0,161.7065,0.0,136.6499,402.6568,0.0,64.039,-0.9015,353.0,516.89825,-161.7065,-136.6499,402.6568,1037.33615
2026-02-04 10:00:00+00:00,0.0,479.14275,90.5255,0.0,0.0,39.8955,341.0,0.0,0.0,191.4681,0.0,96.09,376.1342,0.0,90.5255,-39.8955,341.0,479.14275,-191.4681,-96.09,376.1342,959.3488500000001
2026-02-04 11:00:00+00:00,0.0,493.6025,94.8661,0.0,0.0,31.5376,324.0,0.0,0.0,195.7094,0.0,122.1453,361.716,0.0,94.8661,-31.5376,324.0,493.6025,-195.7094,-122.1453,361.716,924.7923000000001
2026-02-04 12:00:00+00:00,0.0,501.3695,101.036,0.0,4.6564,0.0,341.0,0.0,0.0,157.3843,0.0,152.598,277.222,0.0,101.036,4.6564,341.0,501.3695,-157.3843,-152.598,277.222,915.3016
2026-02-04 13:00:00+00:00,0.0,488.69025,69.2989,0.0,20.3823,0.0,317.0,0.0,0.0,135.5471,0.0,162.2651,283.0905,0.0,69.2989,20.3823,317.0,488.69025,-135.5471,-162.2651,283.0905,880.64975
2026-02-04 14:00:00+00:00,0.0,505.72575,0.0,29.414,110.744,0.0,250.0,0.0,0.0,60.2713,0.0,208.5543,366.3535,0.0,-29.414,110.744,250.0,505.72575,-60.2713,-208.5543,366.3535,934.58365
2026-02-04 15:00:00+00:00,0.0,521.4665,0.0,43.8969,64.0619,0.0,243.0,0.0,0.0,47.3375,0.0,193.8754,411.0843,0.0,-43.8969,64.0619,243.0,521.4665,-47.3375,-193.8754,411.0843,954.5029
2026-02-04 16:00:00+00:00,0.0,533.60575,0.0,19.2541,0.0,10.9562,273.0,0.0,0.0,91.4981,0.0,175.1234,507.1415,0.0,-19.2541,-10.9562,273.0,533.60575,-91.4981,-175.1234,507.1415,1016.91545
2026-02-04 17:00:00+00:00,0.0,511.2005,0.0,46.7396,30.2112,0.0,243.0,0.0,0.0,84.2773,0.0,185.9759,525.7253,0.0,-46.7396,30.2112,243.0,511.2005,-84.2773,-185.9759,525.7253,993.1442
2026-02-04 18:00:00+00:00,0.0,476.138,0.0,19.1876,23.9679,0.0,233.0,0.0,0.0,95.7268,0.0,178.6858,495.0778,0.0,-19.1876,23.9679,233.0,476.138,-95.7268,-178.6858,495.0778,934.5835000000001
2026-02-04 19:00:00+00:00,0.0,392.77875,32.1644,0.0,13.8582,0.0,210.0,0.0,0.0,129.6697,0.0,124.1318,407.5955,0.0,32.1644,13.8582,210.0,392.77875,-129.6697,-124.1318,407.5955,802.5953499999999
2026-02-04 20:00:00+00:00,0.0,398.18525,59.4547,0.0,0.0,28.381,247.0,0.0,0.0,163.5534,0.0,92.0756,399.7257,0.0,59.4547,-28.381,247.0,398.18525,-163.5534,-92.0756,399.7257,820.35565
2026-02-04 21:00:00+00:00,0.0,342.9235,25.7431,0.0,0.0,79.321,223.0,0.0,0.0,128.3835,0.0,93.9167,403.9847,0.0,25.7431,-79.321,223.0,342.9235,-128.3835,-93.9167,403.9847,694.0301
2026-02-04 22:00:00+00:00,0.0,327.95125,48.9973,0.0,0.0,173.2564,265.0,0.0,0.0,157.6571,0.0,87.5472,471.492,0.0,48.9973,-173.2564,265.0,327.95125,-157.6571,-87.5472,471.492,694.9798499999999
2026-02-04 23:00:00+00:00,0.0,359.00875,21.7269,0.0,0.0,108.9003,294.0,0.0,0.0,175.4272,0.0,118.8036,371.7103,0.0,21.7269,-108.9003,294.0,359.00875,-175.4272,-118.8036,371.7103,643.3148500000001
2026-02-05 00:00:00+00:00,0.0,338.084,88.9743,0.0,0.0,50.1042,261.0,0.0,0.0,213.4451,0.0,132.6119,201.676,0.0,88.9743,-50.1042,261.0,338.084,-213.4451,-132.6119,201.676,493.5730999999999
2026-02-05 01:00:00+00:00,0.0,356.502,95.3749,0.0,0.0,6.5411,279.0,0.0,0.0,261.3317,0.0,144.4907,132.2935,0.0,95.3749,-6.5411,279.0,356.502,-261.3317,-144.4907,132.2935,450.80690000000004
2026-02-05 02:00:00+00:00,0.0,374.29475,108.0645,0.0,12.3972,0.0,275.0,0.0,0.0,263.0226,0.0,150.4598,115.2585,0.0,108.0645,12.3972,275.0,374.29475,-263.0226,-150.4598,115.2585,471.5325500000001
2026-02-05 03:00:00+00:00,0.0,390.0635,122.9794,0.0,0.0,41.3954,282.0,0.0,0.0,288.643,0.0,132.0887,96.8971,0.0,122.9794,-41.3954,282.0,390.0635,-288.643,-132.0887,96.8971,429.8129000000001
2026-02-05 04:00:00+00:00,0.0,341.79075,22.0994,0.0,0.0,24.6106,209.0,0.0,0.0,250.9997,0.0,138.9122,221.711,0.0,22.0994,-24.6106,209.0,341.79075,-250.9997,-138.9122,221.711,380.07865000000004
2026-02-05 05:00:00+00:00,0.0,378.41725,0.0,60.1968,47.904,0.0,231.0,0.0,0.0,85.0114,0.0,149.337,295.232,0.0,-60.1968,47.904,231.0,378.41725,-85.0114,-149.337,295.232,658.0080500000001
2026-02-05 06:00:00+00:00,0.0,390.924,12.2318,0.0,28.6761,0.0,232.0,0.0,0.0,105.464,0.0,154.0725,482.882,0.0,12.2318,28.6761,232.0,390.924,-105.464,-154.0725,482.882,887.1774
2026-02-05 07:00:00+00:00,0.0,369.226,53.7328,0.0,27.8864,0.0,233.0,0.0,0.0,124.8264,0.0,130.9733,540.7145,0.0,53.7328,27.8864,233.0,369.226,-124.8264,-130.9733,540.7145,968.76
2026-02-05 08:00:00+00:00,0.0,365.13425,76.875,0.0,60.2102,0.0,252.0,0.0,0.0,97.0682,0.0,113.7418,495.8903,0.0,76.875,60.2102,252.0,365.13425,-97.0682,-113.7418,495.8903,1039.2997500000001
2026-02-05 09:00:00+00:00,0.0,335.48775,98.5407,0.0,64.7798,0.0,271.0,0.0,0.0,87.8291,0.0,86.2311,415.405,0.0,98.5407,64.7798,271.0,335.48775,-87.8291,-86.2311,415.405,1011.15305
2026-02-05 10:00:00+00:00,0.0,339.21175,141.2206,0.0,26.0101,0.0,328.0,0.0,0.0,124.6476,0.0,79.9243,372.068,0.0,141.2206,26.0101,328.0,339.21175,-124.6476,-79.9243,372.068,1001.93855
2026-02-05 11:00:00+00:00,0.0,324.3455,148.5329,0.0,21.2264,0.0,330.0,0.0,0.0,148.9433,0.0,82.287,373.133,0.0,148.5329,21.2264,330.0,324.3455,-148.9433,-82.287,373.133,966.0074999999999
2026-02-05 12:00:00+00:00,0.0,327.534,124.261,0.0,29.034,0.0,295.0,0.0,0.0,146.1912,0.0,91.1433,413.6245,0.0,124.261,29.034,295.0,327.534,-146.1912,-91.1433,413.6245,952.119
2026-02-05 13:00:00+00:00,0.0,379.513,127.9996,0.0,40.2892,0.0,308.0,0.0,0.0,145.9332,0.0,113.0191,349.3517,0.0,127.9996,40.2892,308.0,379.513,-145.9332,-113.0191,349.3517,946.2012
2026-02-05 14:00:00+00:00,0.0,451.27975,86.7051,0.0,21.4888,0.0,297.0,0.0,0.0,146.5834,0.0,106.2945,349.1967,0.0,86.7051,21.4888,297.0,451.27975,-146.5834,-106.2945,349.1967,952.7924499999999
2026-02-05 15:00:00+00:00,0.0,450.56425,75.7088,0.0,0.0,37.9174,273.0,0.0,0.0,134.0881,0.0,93.4247,424.2408,0.0,75.7088,-37.9174,273.0,450.56425,-134.0881,-93.4247,424.2408,958.08365
2026-02-05 16:00:00+00:00,0.0,349.22425,34.9571,0.0,0.0,50.7484,172.0,0.0,0.0,39.169,0.0,79.8569,510.6647,0.0,34.9571,-50.7484,172.0,349.22425,-39.169,-79.8569,510.6647,897.0717500000001
2026-02-05 17:00:00+00:00,0.0,326.55225,41.3414,0.0,0.0,57.8033,149.0,0.0,0.0,17.1719,0.0,87.6485,506.1055,0.0,41.3414,-57.8033,149.0,326.55225,-17.1719,-87.6485,506.1055,860.37545
2026-02-05 18:00:00+00:00,0.0,296.54175,53.8916,0.0,0.0,50.4477,132.0,0.0,0.0,5.929,0.0,72.5437,417.8162,0.0,53.8916,-50.4477,132.0,296.54175,-5.929,-72.5437,417.8162,771.32915
2026-02-05 19:00:00+00:00,0.0,306.063,88.8246,0.0,0.0,56.954,159.0,0.0,0.0,29.0852,0.0,61.8192,313.771,0.0,88.8246,-56.954,159.0,306.063,-29.0852,-61.8192,313.771,719.8001999999999
2026-02-05 20:00:00+00:00,0.0,301.08175,157.904,0.0,0.0,57.7183,221.0,0.0,0.0,138.223,0.0,9.4718,71.1972,0.0,157.904,-57.7183,221.0,301.08175,-138.223,-9.4718,71.1972,545.76985
2026-02-05 21:00:00+00:00,0.0,275.4365,152.5864,0.0,0.0,129.1737,222.0,0.0,0.0,160.4124,0.0,7.9397,30.1216,0.0,152.5864,-129.1737,222.0,275.4365,-160.4124,-7.9397,30.1216,382.6187
2026-02-05 22:00:00+00:00,0.0,295.70475,37.5286,0.0,0.0,155.1586,234.0,0.0,0.0,130.9176,0.0,50.9765,212.5503,0.0,37.5286,-155.1586,234.0,295.70475,-130.9176,-50.9765,212.5503,442.73095
2026-02-05 23:00:00+00:00,0.0,273.422,79.489,0.0,0.0,97.3401,233.0,0.0,0.0,157.765,0.0,91.7867,183.0775,0.0,79.489,-97.3401,233.0,273.422,-157.765,-91.7867,183.0775,422.09670000000006
2026-02-06 00:00:00+00:00,0.0,274.23125,127.5921,0.0,0.0,9.9831,200.0,0.0,0.0,221.5846,0.0,125.0393,165.7262,0.0,127.5921,-9.9831,200.0,274.23125,-221.5846,-125.0393,165.7262,410.94255
2026-02-06 01:00:00+00:00,0.0,297.85275,124.651,0.0,15.1188,0.0,215.0,0.0,0.0,283.3212,0.0,133.7221,142.0092,0.0,124.651,15.1188,215.0,297.85275,-283.3212,-133.7221,142.0092,377.5884500000001
2026-02-06 02:00:00+00:00,0.0,325.75225,99.8217,0.0,27.6472,0.0,218.0,0.0,0.0,280.3299,0.0,152.0143,144.4513,0.0,99.8217,27.6472,218.0,325.75225,-280.3299,-152.0143,144.4513,383.3282500000001
2026-02-06 03:00:00+00:00,0.0,358.7795,82.2229,0.0,0.0,16.8806,221.0,0.0,0.0,297.7099,0.0,151.0385,166.4605,0.0,82.2229,-16.8806,221.0,358.7795,-297.7099,-151.0385,166.4605,362.83389999999997
2026-02-06 04:00:00+00:00,0.0,400.847,10.6612,0.0,78.3579,0.0,171.0,0.0,0.0,208.0264,0.0,204.1262,239.4595,0.0,10.6612,78.3579,171.0,400.847,-208.0264,-204.1262,239.4595,488.173
2026-02-06 05:00:00+00:00,0.0,433.564,0.0,141.2452,287.1751,0.0,136.0,0.0,0.0,33.6942,0.0,277.6172,461.06,0.0,-141.2452,287.1751,136.0,433.564,-33.6942,-277.6172,461.06,865.2424999999998
2026-02-06 06:00:00+00:00,0.0,475.3945,0.0,133.9192,271.4405,0.0,167.0,0.0,0.0,15.9466,0.0,264.9085,503.752,0.0,-133.9192,271.4405,167.0,475.3945,-15.9466,-264.9085,503.752,1002.8127
2026-02-06 07:00:00+00:00,0.0,500.7285,0.0,87.4832,212.3668,0.0,220.0,0.0,0.0,16.858,0.0,239.1572,471.4925,0.0,-87.4832,212.3668,220.0,500.7285,-16.858,-239.1572,471.4925,1061.0894
2026-02-06 08:00:00+00:00,0.0,426.47575,0.0,69.1689,166.8824,0.0,212.0,0.0,0.0,11.0004,0.0,209.0306,537.8772,0.0,-69.1689,166.8824,212.0,426.47575,-11.0004,-209.0306,537.8772,1054.0354499999999
2026-02-06 09:00:00+00:00,0.0,399.582,0.0,15.3303,102.5895,0.0,257.0,0.0,0.0,47.2547,0.0,164.2946,530.1965,0.0,-15.3303,102.5895,257.0,399.582,-47.2547,-164.2946,530.1965,1062.4884000000002
2026-02-06 10:00:00+00:00,0.0,328.13825,0.0,3.0162,85.9224,0.0,229.0,0.0,0.0,4.4291,0.0,166.4167,472.447,0.0,-3.0162,85.9224,229.0,328.13825,-4.4291,-166.4167,472.447,941.6456500000002
2026-02-06 11:00:00+00:00,0.0,285.88575,0.0,63.0973,173.5403,0.0,132.0,0.0,50.038,0.0,0.0,210.1509,536.0547,0.0,-63.0973,173.5403,132.0,285.88575,50.038,-210.1509,536.0547,904.2705500000001
2026-02-06 12:00:00+00:00,0.0,309.04525,0.0,61.4973,207.0599,0.0,125.0,0.0,26.6254,0.0,0.0,172.721,546.4815,0.0,-61.4973,207.0599,125.0,309.04525,26.6254,-172.721,546.4815,979.99375
2026-02-06 13:00:00+00:00,0.0,358.57675,0.0,88.1939,221.0465,0.0,145.0,0.0,5.4449,0.0,0.0,164.5269,551.517,0.0,-88.1939,221.0465,145.0,358.57675,5.4449,-164.5269,551.517,1028.86435
2026-02-06 14:00:00+00:00,0.0,359.1435,0.0,185.6767,291.2494,0.0,48.0,0.0,69.9337,0.0,0.0,194.9671,608.6385,0.0,-185.6767,291.2494,48.0,359.1435,69.9337,-194.9671,608.6385,996.3213000000001
2026-02-06 15:00:00+00:00,0.0,362.014,0.0,162.8583,211.9703,0.0,62.0,0.0,31.7265,0.0,0.0,162.3595,690.986,0.0,-162.8583,211.9703,62.0,362.014,31.7265,-162.3595,690.986,1033.4789999999998
2026-02-06 16:00:00+00:00,0.0,352.529,0.0,133.9756,133.6241,0.0,89.0,0.0,0.0,34.5435,0.0,125.1134,766.0665,0.0,-133.9756,133.6241,89.0,352.529,-34.5435,-125.1134,766.0665,1047.5871
2026-02-06 17:00:00+00:00,0.0,347.044,0.0,112.8179,112.5442,0.0,100.0,0.0,0.0,62.5042,0.0,119.536,790.179,0.0,-112.8179,112.5442,100.0,347.044,-62.5042,-119.536,790.179,1054.9091
2026-02-06 18:00:00+00:00,0.0,323.35675,0.0,124.1407,133.6253,0.0,84.0,0.0,0.0,57.8309,0.0,128.9616,791.8745,0.0,-124.1407,133.6253,84.0,323.35675,-57.8309,-128.9616,791.8745,1021.92335
2026-02-06 19:00:00+00:00,0.0,267.451,0.0,93.811,177.5248,0.0,72.0,0.0,0.0,3.263,0.0,139.155,658.4297,0.0,-93.811,177.5248,72.0,267.451,-3.263,-139.155,658.4297,939.1765
2026-02-06 20:00:00+00:00,0.0,235.18075,0.0,25.9183,176.4851,0.0,87.0,0.0,0.0,4.175,0.0,116.6038,425.961,0.0,-25.9183,176.4851,87.0,235.18075,-4.175,-116.6038,425.961,777.92975
2026-02-06 21:00:00+00:00,0.0,227.53575,0.0,22.9877,100.4812,0.0,108.0,0.0,0.0,18.0231,0.0,67.8071,215.9147,0.0,-22.9877,100.4812,108.0,227.53575,-18.0231,-67.8071,215.9147,543.11375
2026-02-06 22:00:00+00:00,0.0,216.207,0.0,47.7779,99.0392,0.0,144.0,0.0,0.0,13.7799,0.0,60.428,186.8918,0.0,-47.7779,99.0392,144.0,216.207,-13.7799,-60.428,186.8918,524.1522
2026-02-06 23:00:00+00:00,0.0,91.97375,0.0,42.814,102.3981,0.0,77.0,0.0,7.9041,0.0,0.0,76.0336,261.895,0.0,-42.814,102.3981,77.0,91.97375,7.9041,-76.0336,261.895,422.32335
2026-02-07 00:00:00+00:00,0.00425,71.559,0.0,2.7435,184.3032,0.0,49.0,0.0,27.4608,0.0,0.0,88.6901,170.914,0.0,-2.7435,184.3032,49.0,71.55475,27.4608,-88.6901,170.914,411.79914999999994
2026-02-07 01:00:00+00:00,0.0,113.75825,0.0,14.3743,206.4344,0.0,56.0,0.0,0.0,13.0695,0.0,107.4695,149.161,0.0,-14.3743,206.4344,56.0,113.75825,-13.0695,-107.4695,149.161,390.44035
2026-02-07 02:00:00+00:00,0.0,143.19475,0.0,4.4376,222.7802,0.0,72.0,0.0,0.0,53.3838,0.0,107.1772,108.2026,0.0,-4.4376,222.7802,72.0,143.19475,-53.3838,-107.1772,108.2026,381.17895000000004
2026-02-07 03:00:00+00:00,0.0,204.33625,24.4332,0.0,98.0292,0.0,137.0,0.0,0.0,146.4013,0.0,93.3942,104.8056,0.0,24.4332,98.0292,137.0,204.33625,-146.4013,-93.3942,104.8056,328.80875000000003
2026-02-07 04:00:00+00:00,0.0,245.23275,49.2013,0.0,3.2666,0.0,184.0,0.0,0.0,195.824,0.0,70.176,127.6395,0.0,49.2013,3.2666,184.0,245.23275,-195.824,-70.176,127.6395,343.34015
2026-02-07 05:00:00+00:00,0.0,301.36775,0.0,7.4718,52.4921,0.0,218.0,0.0,0.0,136.338,0.0,90.9269,74.9731,0.0,-7.4718,52.4921,218.0,301.36775,-136.338,-90.9269,74.9731,412.09625000000005
2026-02-07 06:00:00+00:00,0.0,384.21275,0.0,47.8092,80.1249,0.0,294.0,0.0,0.0,131.3049,0.0,93.1653,229.576,0.0,-47.8092,80.1249,294.0,384.21275,-131.3049,-93.1653,229.576,715.6342500000001
2026-02-07 07:00:00+00:00,0.0,397.618,91.0038,0.0,59.8554,0.0,303.0,0.0,0.0,176.1078,0.0,89.0598,269.7,0.0,91.0038,59.8554,303.0,397.618,-176.1078,-89.0598,269.7,856.0096000000001
2026-02-07 08:00:00+00:00,0.0,446.491,80.459,0.0,15.9216,0.0,316.0,0.0,0.0,284.3851,0.0,61.235,571.194,0.0,80.459,15.9216,316.0,446.491,-284.3851,-61.235,571.194,1084.4454999999998
2026-02-07 09:00:00+00:00,0.0,486.28875,64.2597,0.0,0.0,62.2987,318.0,0.0,0.0,308.7429,0.0,50.2867,677.6512,0.0,64.2597,-62.2987,318.0,486.28875,-308.7429,-50.2867,677.6512,1124.87135
2026-02-07 10:00:00+00:00,0.0,508.791,106.9083,0.0,0.0,119.8097,349.0,0.0,0.0,329.3821,0.0,26.789,634.7203,0.0,106.9083,-119.8097,349.0,508.791,-329.3821,-26.789,634.7203,1123.4388
