,NO_1_NO_3,NO_3_NO_1,NO_5_NO_3,NO_3_NO_5,NO_4_NO_3,NO_3_NO_4,SE_2_NO_3,NO_3_SE_2,NO_3_NO_1_net_export,NO_3_NO_4_net_export,NO_3_NO_5_net_export,NO_3_SE_2_net_export,Net Export
2026-01-02 19:00:00+00:00,0.0,330.772984,0.0,211.78528,766.79649175,0.0,671.87912075,0.0,330.772984,-766.79649175,211.78528,-671.87912075,-896.1173484999999
2026-01-02 20:00:00+00:00,0.0,347.87812775,0.0,255.026601,767.7401775000001,0.0,606.84369525,0.0,347.87812775,-767.7401775000001,255.026601,-606.84369525,-771.6791440000001
2026-01-02 21:00:00+00:00,0.0,323.91234625,0.0,289.92223975,621.95346425,0.0,702.8894332499999,0.0,323.91234625,-621.95346425,289.92223975,-702.8894332499999,-711.0083115
2026-01-02 22:00:00+00:00,0.0,316.183812,0.0,290.89128875,516.04735075,0.0,736.90595325,0.0,316.183812,-516.04735075,290.89128875,-736.90595325,-645.8782032500001
2026-01-02 23:00:00+00:00,0.0,359.0750485,0.0,426.03596375,780.89562175,0.0,501.38257775,0.0,359.0750485,-780.89562175,426.03596375,-501.38257775,-497.16718725000004
2026-01-03 00:00:00+00:00,0.0,369.73637775,0.0,524.2627725,777.0979465,0.0,437.86351625,0.0,369.73637775,-777.0979465,524.2627725,-437.86351625,-320.96231250000005
2026-01-03 01:00:00+00:00,0.0,389.1120465,0.0,561.4620335,835.3732665,0.0,459.308937,0.0,389.1120465,-835.3732665,561.4620335,-459.308937,-344.10812350000003
2026-01-03 02:00:00+00:00,0.0,345.7898025,0.0,453.0997445,748.63820925,0.0,459.08494975,0.0,345.7898025,-748.63820925,453.0997445,-459.08494975,-408.8336120000001
2026-01-03 03:00:00+00:00,0.0,335.21547475,0.0,479.20218375,790.7659535,0.0,455.6065495,0.0,335.21547475,-790.7659535,479.20218375,-455.6065495,-431.95484450000004
2026-01-03 04:00:00+00:00,0.0,362.06378925,0.0,480.319456,859.39150175,0.0,495.3609105,0.0,362.06378925,-859.39150175,480.319456,-495.3609105,-512.369167
2026-01-03 05:00:00+00:00,0.0,383.57029175,0.0,457.01838875,911.235201,0.0,534.2833795,0.0,383.57029175,-911.235201,457.01838875,-534.2833795,-604.9299
2026-01-03 06:00:00+00:00,0.0,369.8786555,0.0,392.03213125,953.341655,0.0,467.32966325,0.0,369.8786555,-953.341655,392.03213125,-467.32966325,-658.7605315000001
2026-01-03 07:00:00+00:00,0.0,363.1450595,0.0,347.42931675,961.68105775,0.0,473.96833825,0.0,363.1450595,-961.68105775,347.42931675,-473.96833825,-725.07501975
2026-01-03 08:00:00+00:00,0.0,346.867531,0.0,306.27616,974.3186694999999,0.0,502.52979675,0.0,346.867531,-974.3186694999999,306.27616,-502.52979675,-823.70477525
2026-01-03 09:00:00+00:00,0.0,327.211638,0.0,196.84289725,975.74944325,0.0,485.92768275000003,0.0,327.211638,-975.74944325,196.84289725,-485.92768275000003,-937.6225907500001
2026-01-03 10:00:00+00:00,0.0,338.04377925,0.0,189.653393,974.4785875,0.0,511.60359725,0.0,338.04377925,-974.4785875,189.653393,-511.60359725,-958.3850125000001
2026-01-03 11:00:00+00:00,0.0,334.681484,0.0,146.37196375,982.63793325,0.0,517.75790725,0.0,334.681484,-982.63793325,146.37196375,-517.75790725,-1019.3423927499999
2026-01-03 12:00:00+00:00,0.0,327.17511125,0.0,150.63115625,972.1421215,0.0,480.607014,0.0,327.17511125,-972.1421215,150.63115625,-480.607014,-974.9428680000001
2026-01-03 13:00:00+00:00,0.0,324.11435625,0.0,143.5721125,973.14668525,0.0,503.47123,0.0,324.11435625,-973.14668525,143.5721125,-503.47123,-1008.9314465
2026-01-03 14:00:00+00:00,0.0,295.98562849999996,0.0,169.391639,968.80146925,0.0,486.1586665,0.0,295.98562849999996,-968.80146925,169.391639,-486.1586665,-989.58286825
2026-01-03 15:00:00+00:00,0.0,303.77659725,0.0,194.51784625,950.74285175,0.0,450.46366850000004,0.0,303.77659725,-950.74285175,194.51784625,-450.46366850000004,-902.9120767500001
2026-01-03 16:00:00+00:00,0.0,324.613437,0.0,212.7232115,993.12223125,0.0,506.133141,0.0,324.613437,-993.12223125,212.7232115,-506.133141,-961.91872375
2026-01-03 17:00:00+00:00,0.0,322.20512325,0.0,227.747728,1000.458677,0.0,431.70255825000004,0.0,322.20512325,-1000.458677,227.747728,-431.70255825000004,-882.208384
2026-01-03 18:00:00+00:00,0.0,353.72822075,0.0,249.1477835,986.7960215,0.0,375.07485199999996,0.0,353.72822075,-986.7960215,249.1477835,-375.07485199999996,-758.99486925
2026-01-03 19:00:00+00:00,0.0,360.2751145,0.0,253.04650375,921.10313625,0.0,352.38037425,0.0,360.2751145,-921.10313625,253.04650375,-352.38037425,-660.16189225
2026-01-03 20:00:00+00:00,0.0,372.647828,0.0,266.72485700000004,883.19395725,0.0,276.17139325,0.0,372.647828,-883.19395725,266.72485700000004,-276.17139325,-519.9926654999999
2026-01-03 21:00:00+00:00,0.0,383.572355,0.0,258.32080825,845.7629925,0.0,250.94327175,0.0,383.572355,-845.7629925,258.32080825,-250.94327175,-454.81310099999996
2026-01-03 22:00:00+00:00,0.0,388.88891475,0.0,196.54581224999998,793.40064375,0.0,272.91295225,0.0,388.88891475,-793.40064375,196.54581224999998,-272.91295225,-480.87886899999995
2026-01-03 23:00:00+00:00,0.0,346.82221725,0.0,259.9005615,716.7333895,0.0,310.52118825,0.0,346.82221725,-716.7333895,259.9005615,-310.52118825,-420.5317990000001
2026-01-04 00:00:00+00:00,0.0,343.3748165,0.0,286.051292,769.888095,0.0,306.6584355,0.0,343.3748165,-769.888095,286.051292,-306.6584355,-447.120422
