,CZ_PL,PL_CZ,PL_DE_LU,DE_LU_PL,PL_LT,LT_PL,PL_SE_4,SE_4_PL,PL_SK,SK_PL,PL_CZ_net_export,PL_DE_LU_net_export,PL_LT_net_export,PL_SE_4_net_export,PL_SK_net_export,Net Export
2026-01-01 00:00:00+00:00,0.0,749.72325,0.0,1967.2225,0.775,46.65,0.0,596.35,853.912,0.0,749.72325,-1967.2225,-45.875,-596.35,853.912,-1005.8122500000002
2026-01-01 01:00:00+00:00,0.0,1026.862675,0.0,1678.7325,0.0,100.94999999999999,0.0,596.85,1013.6899999999999,0.0,1026.862675,-1678.7325,-100.94999999999999,-596.85,1013.6899999999999,-335.979825
2026-01-01 02:00:00+00:00,0.0,1075.584875,0.0,1701.4675,0.0,189.85,0.0,579.3000000000001,1028.33925,0.0,1075.584875,-1701.4675,-189.85,-579.3000000000001,1028.33925,-366.69337500000006
2026-01-01 03:00:00+00:00,0.0,1147.60745,0.0,1362.56,37.2,51.2,0.0,423.34999999999997,1064.32175,0.0,1147.60745,-1362.56,-14.0,-423.34999999999997,1064.32175,412.0192000000002
2026-01-01 04:00:00+00:00,0.0,1391.883675,0.0,1484.355,55.324999999999996,3.25,0.0,97.425,1090.17875,0.0,1391.883675,-1484.355,52.074999999999996,-97.425,1090.17875,952.357425
2026-01-01 05:00:00+00:00,0.0,1930.234775,0.0,1570.0,133.4,0.0,0.0,0.0,1315.4005,0.0,1930.234775,-1570.0,133.4,0.0,1315.4005,1809.0352749999997
2026-01-01 06:00:00+00:00,0.0,2135.5861999999997,0.0,1356.365,39.875,0.0,32.5,0.0,1300.9927500000001,0.0,2135.5861999999997,-1356.365,39.875,32.5,1300.9927500000001,2152.58895
2026-01-01 07:00:00+00:00,0.0,2037.4386,0.0,1120.8975,85.475,0.0,573.6,0.0,1019.8625,0.0,2037.4386,-1120.8975,85.475,573.6,1019.8625,2595.4786
2026-01-01 08:00:00+00:00,0.0,2164.560325,0.0,1025.65075,154.675,0.0,616.7,0.0,1054.681,0.0,2164.560325,-1025.65075,154.675,616.7,1054.681,2964.965575
2026-01-01 09:00:00+00:00,0.0,2189.2069,0.0,698.20375,175.75,0.0,616.6,0.0,1066.554,0.0,2189.2069,-698.20375,175.75,616.6,1066.554,3349.90715
2026-01-01 10:00:00+00:00,0.0,2276.90495,0.0,698.44,199.225,0.0,616.975,0.0,1218.1009999999999,0.0,2276.90495,-698.44,199.225,616.975,1218.1009999999999,3612.76595
2026-01-01 11:00:00+00:00,0.0,2208.597625,0.0,489.26800000000003,135.425,0.0,593.6,0.0,1167.1064999999999,0.0,2208.597625,-489.26800000000003,135.425,593.6,1167.1064999999999,3615.461125
2026-01-01 12:00:00+00:00,0.0,2133.1118,0.0,951.1524999999999,88.9,0.0,327.425,0.0,1110.7425,0.0,2133.1118,-951.1524999999999,88.9,327.425,1110.7425,2709.0268000000005
2026-01-01 13:00:00+00:00,0.0,2183.741275,0.0,1281.33,112.325,0.0,0.0,0.0,1308.8890000000001,0.0,2183.741275,-1281.33,112.325,0.0,1308.8890000000001,2323.6252750000003
2026-01-01 14:00:00+00:00,0.0,2087.537975,0.0,1371.25,42.25,23.3,0.0,64.05,1377.99,0.0,2087.537975,-1371.25,18.95,-64.05,1377.99,2049.1779750000005
2026-01-01 15:00:00+00:00,0.0,1997.527825,0.0,1443.1825,0.0,157.75,0.0,92.95,1324.67175,0.0,1997.527825,-1443.1825,-157.75,-92.95,1324.67175,1628.317075
2026-01-01 16:00:00+00:00,0.0,1978.395,0.0,1232.6025,0.0,114.07499999999999,0.0,40.2,1293.6354999999999,0.0,1978.395,-1232.6025,-114.07499999999999,-40.2,1293.6354999999999,1885.1529999999998
2026-01-01 17:00:00+00:00,0.0,2143.915675,0.0,921.78575,0.0,132.15,0.0,97.975,1361.6487499999998,0.0,2143.915675,-921.78575,-132.15,-97.975,1361.6487499999998,2353.653675
2026-01-01 18:00:00+00:00,0.0,2140.301475,0.0,1190.6275,0.0,187.925,0.0,98.325,1361.41275,0.0,2140.301475,-1190.6275,-187.925,-98.325,1361.41275,2024.8367250000001
2026-01-01 19:00:00+00:00,0.0,2184.158175,0.0,1369.435,11.05,14.725000000000001,0.0,58.925,1432.5082499999999,0.0,2184.158175,-1369.435,-3.6750000000000007,-58.925,1432.5082499999999,2184.631425
2026-01-01 20:00:00+00:00,0.0,2119.99845,0.0,1341.9575,75.475,19.15,34.375,0.0,1417.96575,0.0,2119.99845,-1341.9575,56.324999999999996,34.375,1417.96575,2286.7067
2026-01-01 21:00:00+00:00,0.0,2114.50835,0.0,1175.32,122.25,0.0,547.825,0.0,1359.40425,0.0,2114.50835,-1175.32,122.25,547.825,1359.40425,2968.6676
2026-01-01 22:00:00+00:00,0.0,2168.6225,0.0,1235.3975,162.125,0.0,616.525,0.0,1439.2155,0.0,2168.6225,-1235.3975,162.125,616.525,1439.2155,3151.0905000000002
2026-01-01 23:00:00+00:00,0.0,1959.7293750000001,0.0,1774.44,162.55,0.0,616.675,0.0,1398.90075,0.0,1959.7293750000001,-1774.44,162.55,616.675,1398.90075,2363.415125
2026-01-02 00:00:00+00:00,0.0,2121.03075,0.0,1649.9524999999999,85.65,18.025,616.825,0.0,1455.8665,0.0,2121.03075,-1649.9524999999999,67.625,616.825,1455.8665,2611.3947500000004
2026-01-02 01:00:00+00:00,0.0,2057.423025,0.0,1714.2925,143.675,0.0,616.95,0.0,1400.80925,0.0,2057.423025,-1714.2925,143.675,616.95,1400.80925,2504.564775
2026-01-02 02:00:00+00:00,0.0,2051.295,0.0,1607.4025000000001,119.85,12.775,617.075,0.0,1373.76875,0.0,2051.295,-1607.4025000000001,107.07499999999999,617.075,1373.76875,2541.8112499999997
2026-01-02 03:00:00+00:00,0.0,2098.0175,0.0,1510.5625,130.2,21.475,594.3,0.0,1403.99525,0.0,2098.0175,-1510.5625,108.725,594.3,1403.99525,2694.47525
2026-01-02 04:00:00+00:00,0.0,1960.3706750000001,0.0,1390.19,141.275,0.0,381.7,0.0,1299.2385,0.0,1960.3706750000001,-1390.19,141.275,381.7,1299.2385,2392.394175
2026-01-02 05:00:00+00:00,0.0,2079.2393,0.0,1218.775,45.75,112.375,23.05,21.475,1383.66125,0.0,2079.2393,-1218.775,-66.625,1.5749999999999993,1383.66125,2179.0755500000005
2026-01-02 06:00:00+00:00,0.0,1877.2962499999999,0.0,1484.945,0.0,169.8,0.0,209.1,1279.49725,0.0,1877.2962499999999,-1484.945,-169.8,-209.1,1279.49725,1292.9484999999997
2026-01-02 07:00:00+00:00,0.0,1727.9691,0.0,1348.2875,0.0,197.125,0.0,297.825,1058.8577500000001,0.0,1727.9691,-1348.2875,-197.125,-297.825,1058.8577500000001,943.5893500000002
2026-01-02 08:00:00+00:00,0.0,1763.26055,0.0,1327.7649999999999,0.0,85.82499999999999,0.0,297.775,969.79175,0.0,1763.26055,-1327.7649999999999,-85.82499999999999,-297.775,969.79175,1021.6873
2026-01-02 09:00:00+00:00,0.0,1979.723525,0.0,1585.9725,0.0,176.6,0.0,297.6,1091.89275,0.0,1979.723525,-1585.9725,-176.6,-297.6,1091.89275,1011.443775
2026-01-02 10:00:00+00:00,0.0,1910.574125,0.0,1816.0775,113.525,30.075,0.0,297.95,1084.263,0.0,1910.574125,-1816.0775,83.45,-297.95,1084.263,964.2596249999999
2026-01-02 11:00:00+00:00,0.0,1670.6923,0.0,1849.995,135.175,0.0,0.0,271.775,1032.205,0.0,1670.6923,-1849.995,135.175,-271.775,1032.205,716.3023000000001
2026-01-02 12:00:00+00:00,0.0,1239.6721499999999,0.0,1568.135,131.075,0.0,0.0,149.625,847.5365,0.0,1239.6721499999999,-1568.135,131.075,-149.625,847.5365,500.5236499999999
