,PL_LT,LT_PL,LT_LV,LV_LT,LT_SE_4,SE_4_LT,LT_LV_net_export,LT_PL_net_export,LT_SE_4_net_export,Net Export
2026-01-03 03:00:00+00:00,210.15,0.0,309.75,0.0,0.0,724.479187,309.75,-210.15,-724.479187,-624.879187
2026-01-03 04:00:00+00:00,132.925,0.0,180.5,0.0,0.0,698.99165325,180.5,-132.925,-698.99165325,-651.4166532500001
2026-01-03 05:00:00+00:00,167.6,14.325,118.625,0.0,0.0,730.4465942500001,118.625,-153.275,-730.4465942500001,-765.0965942500001
2026-01-03 06:00:00+00:00,29.475,12.775,73.875,0.0,0.0,683.97947675,73.875,-16.700000000000003,-683.97947675,-626.80447675
2026-01-03 07:00:00+00:00,159.525,0.0,212.625,0.0,0.0,599.54863,212.625,-159.525,-599.54863,-546.44863
2026-01-03 08:00:00+00:00,114.975,0.0,26.0,0.0,0.0,659.9657745000001,26.0,-114.975,-659.9657745000001,-748.9407745000001
2026-01-03 09:00:00+00:00,150.325,0.0,15.25,31.25,0.0,560.76586925,-16.0,-150.325,-560.76586925,-727.09086925
2026-01-03 10:00:00+00:00,159.85,0.0,116.125,0.0,0.0,649.0589902500001,116.125,-159.85,-649.0589902500001,-692.7839902500001
2026-01-03 11:00:00+00:00,145.27499999999998,0.0,12.25,2.375,0.0,484.62568675,9.875,-145.27499999999998,-484.62568675,-620.02568675
2026-01-03 12:00:00+00:00,105.65,14.575,115.0,0.0,0.0,382.97403725,115.0,-91.075,-382.97403725,-359.04903724999997
2026-01-03 13:00:00+00:00,0.0,211.925,157.25,0.0,0.0,700.15823375,157.25,211.925,-700.15823375,-330.98323375
2026-01-03 14:00:00+00:00,0.0,88.325,247.625,0.0,0.0,652.98982225,247.625,88.325,-652.98982225,-317.03982225
2026-01-03 15:00:00+00:00,0.0,154.325,156.25,0.0,0.0,464.66561875,156.25,154.325,-464.66561875,-154.09061875000003
2026-01-03 16:00:00+00:00,0.0,132.2,140.375,0.0,0.0,304.42463675,140.375,132.2,-304.42463675,-31.849636750000002
2026-01-03 17:00:00+00:00,0.0,215.25,418.0,0.0,0.0,298.01776875,418.0,215.25,-298.01776875,335.23223125
2026-01-03 18:00:00+00:00,0.0,156.35,463.75,0.0,0.0,453.83100125,463.75,156.35,-453.83100125,166.26899875000004
2026-01-03 19:00:00+00:00,0.0,200.175,365.25,0.0,0.0,297.10279075,365.25,200.175,-297.10279075,268.32220924999996
2026-01-03 20:00:00+00:00,6.225,90.1,338.25,0.0,0.0,331.788559,338.25,83.875,-331.788559,90.33644099999998
2026-01-03 21:00:00+00:00,0.0,162.75,274.625,0.0,0.0,242.72404475,274.625,162.75,-242.72404475,194.65095525
2026-01-03 22:00:00+00:00,0.0,154.85,244.375,0.0,0.0,124.42875500000001,244.375,154.85,-124.42875500000001,274.796245
2026-01-03 23:00:00+00:00,0.0,146.75,101.25,0.0,97.09792525,0.0,101.25,146.75,97.09792525,345.09792525
2026-01-04 00:00:00+00:00,0.0,64.55,117.125,0.0,151.4611665,0.0,117.125,64.55,151.4611665,333.1361665
2026-01-04 01:00:00+00:00,0.0,146.92499999999998,56.5,0.0,152.8181455,0.0,56.5,146.92499999999998,152.8181455,356.24314549999997
2026-01-04 02:00:00+00:00,0.0,132.725,142.75,0.0,102.9766065,0.0,142.75,132.725,102.9766065,378.4516065
2026-01-04 03:00:00+00:00,0.0,87.05,87.875,0.0,0.0,88.25651,87.875,87.05,-88.25651,86.66849
2026-01-04 04:00:00+00:00,0.0,127.125,107.0,0.0,0.0,167.61001975,107.0,127.125,-167.61001975,66.51498025000001
2026-01-04 05:00:00+00:00,11.95,50.825,21.375,0.0,0.0,230.63415925,21.375,38.875,-230.63415925,-170.38415925
2026-01-04 06:00:00+00:00,8.875,97.6,9.875,7.25,0.0,241.3994485,2.625,88.725,-241.3994485,-150.0494485
2026-01-04 07:00:00+00:00,0.0,73.45,22.625,0.0,0.0,452.70801525,22.625,73.45,-452.70801525,-356.63301525
2026-01-04 08:00:00+00:00,18.4,46.6,25.625,7.5,0.0,653.38714575,18.125,28.200000000000003,-653.38714575,-607.0621457499999
2026-01-04 09:00:00+00:00,123.35000000000001,0.0,74.5,23.625,0.0,688.3397064999999,50.875,-123.35000000000001,-688.3397064999999,-760.8147064999999
2026-01-04 10:00:00+00:00,115.725,0.0,0.0,45.125,0.0,732.1043855,-45.125,-115.725,-732.1043855,-892.9543855000001
2026-01-04 11:00:00+00:00,153.375,0.0,0.0,107.625,0.0,729.47669975,-107.625,-153.375,-729.47669975,-990.47669975
2026-01-04 12:00:00+00:00,118.27499999999999,0.0,0.0,228.5,0.0,732.79457075,-228.5,-118.27499999999999,-732.79457075,-1079.56957075
2026-01-04 13:00:00+00:00,116.175,0.0,0.0,255.125,0.0,732.83050525,-255.125,-116.175,-732.83050525,-1104.13050525
2026-01-04 14:00:00+00:00,128.625,0.0,0.0,144.25,0.0,732.6988065,-144.25,-128.625,-732.6988065,-1005.5738065
2026-01-04 15:00:00+00:00,134.275,0.0,0.0,36.125,0.0,732.7945555,-36.125,-134.275,-732.7945555,-903.1945555
2026-01-04 16:00:00+00:00,58.5,0.0,50.875,0.375,0.0,697.62484725,50.5,-58.5,-697.62484725,-705.62484725
2026-01-04 17:00:00+00:00,85.4,0.0,111.25,0.0,0.0,592.24716175,111.25,-85.4,-592.24716175,-566.39716175
2026-01-04 18:00:00+00:00,67.175,24.575,277.625,0.0,0.0,682.014786,277.625,-42.599999999999994,-682.014786,-446.989786
2026-01-04 19:00:00+00:00,12.85,58.85,361.375,0.0,0.0,668.984207,361.375,46.0,-668.984207,-261.60920699999997
2026-01-04 20:00:00+00:00,59.574999999999996,0.0,588.125,0.0,0.0,702.483322,588.125,-59.574999999999996,-702.483322,-173.9333220000001
2026-01-04 21:00:00+00:00,120.69999999999999,0.0,678.25,0.0,0.0,688.77743525,678.25,-120.69999999999999,-688.77743525,-131.2274352500001
2026-01-04 22:00:00+00:00,146.125,0.0,709.875,0.0,0.0,660.2370452499999,709.875,-146.125,-660.2370452499999,-96.48704524999994
2026-01-04 23:00:00+00:00,70.57499999999999,2.875,685.5,0.0,0.0,727.84519975,685.5,-67.69999999999999,-727.84519975,-110.04519975000005
2026-01-05 00:00:00+00:00,105.55,0.0,692.5,0.0,0.0,713.029419,692.5,-105.55,-713.029419,-126.07941899999992
2026-01-05 01:00:00+00:00,0.0,119.775,344.625,0.0,0.0,486.96127325,344.625,119.775,-486.96127325,-22.56127325
2026-01-05 02:00:00+00:00,0.0,108.15,341.0,0.0,0.0,591.563385,341.0,108.15,-591.563385,-142.41338500000006
2026-01-05 03:00:00+00:00,177.25,0.0,473.375,0.0,0.0,696.729538,473.375,-177.25,-696.729538,-400.60453800000005
2026-01-05 04:00:00+00:00,58.25,23.625,330.25,0.0,0.0,703.89700325,330.25,-34.625,-703.89700325,-408.27200325
2026-01-05 05:00:00+00:00,115.55,0.0,433.625,0.0,0.0,729.30668625,433.625,-115.55,-729.30668625,-411.23168625
2026-01-05 06:00:00+00:00,0.85,71.025,243.75,0.0,0.0,722.617615,243.75,70.17500000000001,-722.617615,-408.692615
2026-01-05 07:00:00+00:00,64.35,7.8,37.375,76.875,0.0,565.04650125,-39.5,-56.55,-565.04650125,-661.09650125
2026-01-05 08:00:00+00:00,78.475,19.225,0.0,435.375,0.0,551.8882905,-435.375,-59.24999999999999,-551.8882905,-1046.5132905
2026-01-05 09:00:00+00:00,122.625,0.0,0.0,299.0,0.0,732.5721585,-299.0,-122.625,-732.5721585,-1154.1971585000001
2026-01-05 10:00:00+00:00,186.55,0.0,0.0,245.375,0.0,732.8706205000001,-245.375,-186.55,-732.8706205000001,-1164.7956205
2026-01-05 11:00:00+00:00,85.42500000000001,0.0,0.0,252.375,0.0,728.62222275,-252.375,-85.42500000000001,-728.62222275,-1066.42222275
2026-01-05 12:00:00+00:00,85.825,0.0,0.0,225.375,0.0,715.6526185,-225.375,-85.825,-715.6526185,-1026.8526185
2026-01-05 13:00:00+00:00,80.5,9.975,0.0,231.875,0.0,720.17950425,-231.875,-70.525,-720.17950425,-1022.57950425
2026-01-05 14:00:00+00:00,178.05,0.0,0.0,254.0,0.0,457.48136925,-254.0,-178.05,-457.48136925,-889.53136925
2026-01-05 15:00:00+00:00,78.175,16.3,0.0,455.5,0.0,190.61409175,-455.5,-61.875,-190.61409175,-707.98909175
2026-01-05 16:00:00+00:00,89.625,5.275,60.5,201.375,15.24654875,261.74835199999995,-140.875,-84.35,-246.50180324999997,-471.72680325
2026-01-05 17:00:00+00:00,178.3,0.0,123.125,54.5,0.0,348.16968249999996,68.625,-178.3,-348.16968249999996,-457.8446825
2026-01-05 18:00:00+00:00,34.05,9.825,0.0,478.25,0.0,229.59213250000002,-478.25,-24.224999999999998,-229.59213250000002,-732.0671325000001
2026-01-05 19:00:00+00:00,35.85,32.85,0.0,565.125,0.0,367.51349625,-565.125,-3.0,-367.51349625,-935.63849625
2026-01-05 20:00:00+00:00,94.825,0.0,0.0,137.25,0.0,569.9588625,-137.25,-94.825,-569.9588625,-802.0338624999999
2026-01-05 21:00:00+00:00,95.44999999999999,5.025,21.125,75.5,0.0,639.3195495,-54.375,-90.42499999999998,-639.3195495,-784.1195495
2026-01-05 22:00:00+00:00,252.72500000000002,0.0,0.0,266.0,0.0,720.332947,-266.0,-252.72500000000002,-720.332947,-1239.057947
2026-01-05 23:00:00+00:00,157.225,0.0,0.0,489.625,0.0,732.77655025,-489.625,-157.225,-732.77655025,-1379.62655025
2026-01-06 00:00:00+00:00,168.575,0.0,0.0,493.125,0.0,732.84210175,-493.125,-168.575,-732.84210175,-1394.54210175
2026-01-06 01:00:00+00:00,153.7,0.0,0.0,479.0,0.0,732.83647125,-479.0,-153.7,-732.83647125,-1365.53647125
2026-01-06 02:00:00+00:00,69.7,0.0,0.0,546.875,0.0,732.842468,-546.875,-69.7,-732.842468,-1349.417468
2026-01-06 03:00:00+00:00,52.05,51.275,0.0,551.125,0.0,732.8649747500001,-551.125,-0.7749999999999986,-732.8649747500001,-1284.76497475
2026-01-06 04:00:00+00:00,137.825,0.0,0.0,183.375,0.0,732.65093975,-183.375,-137.825,-732.65093975,-1053.85093975
