,NO_2_NO_1,NO_1_NO_2,SE_3_NO_1,NO_1_SE_3,NO_1_NO_3,NO_3_NO_1,NO_1_NO_5,NO_5_NO_1,NO_1_NO_2_net_export,NO_1_NO_3_net_export,NO_1_NO_5_net_export,NO_1_SE_3_net_export,Net Export
2026-01-01 20:00:00+00:00,1295.006155,0.0,1043.3112005,0.0,0.0,316.7064265,0.0,576.078893,-1295.006155,-316.7064265,-576.078893,-1043.3112005,-3231.102675
2026-01-01 21:00:00+00:00,1221.79998225,0.0,1127.49272475,0.0,0.0,265.1981285,0.0,515.8523917499999,-1221.79998225,-265.1981285,-515.8523917499999,-1127.49272475,-3130.34322725
2026-01-01 22:00:00+00:00,1037.5186365,0.0,1240.86005,0.0,0.0,225.5372605,0.0,614.20050125,-1037.5186365,-225.5372605,-614.20050125,-1240.86005,-3118.11644825
2026-01-01 23:00:00+00:00,835.883782,0.0,1349.5193495,0.0,0.0,200.012705,0.0,759.2151605,-835.883782,-200.012705,-759.2151605,-1349.5193495,-3144.630997
2026-01-02 00:00:00+00:00,808.6386532500001,0.0,1384.28608975,0.0,0.0,197.9162965,0.0,648.73461675,-808.6386532500001,-197.9162965,-648.73461675,-1384.28608975,-3039.57565625
2026-01-02 01:00:00+00:00,1160.5784254999999,0.0,1304.2329144999999,0.0,0.0,175.66639475,0.0,422.48046575,-1160.5784254999999,-175.66639475,-422.48046575,-1304.2329144999999,-3062.9582004999997
2026-01-02 02:00:00+00:00,1181.237991,0.0,1130.499714,0.0,0.0,139.52378575,0.0,524.4087657499999,-1181.237991,-139.52378575,-524.4087657499999,-1130.499714,-2975.6702565
2026-01-02 03:00:00+00:00,1229.3134275,0.0,1174.560956,0.0,0.0,154.9405865,0.0,507.9756245,-1229.3134275,-154.9405865,-507.9756245,-1174.560956,-3066.7905945
2026-01-02 04:00:00+00:00,1167.99657225,0.0,1372.42012275,0.0,0.0,186.61450625,0.0,508.962903,-1167.99657225,-186.61450625,-508.962903,-1372.42012275,-3235.9941042500004
2026-01-02 05:00:00+00:00,1312.3941585,0.0,1145.71153175,0.0,0.0,251.7153675,0.0,825.565036,-1312.3941585,-251.7153675,-825.565036,-1145.71153175,-3535.3860937500003
2026-01-02 06:00:00+00:00,1839.87696925,0.0,466.04640800000004,0.0,0.0,228.088682,0.0,1234.92807075,-1839.87696925,-228.088682,-1234.92807075,-466.04640800000004,-3768.94013
2026-01-02 07:00:00+00:00,2068.366473,0.0,392.64899425,0.0,0.0,235.68991075000002,0.0,1222.775536,-2068.366473,-235.68991075000002,-1222.775536,-392.64899425,-3919.4809139999998
2026-01-02 08:00:00+00:00,2069.78462925,0.0,495.753849,0.0,0.0,246.95055225,0.0,1179.683724,-2069.78462925,-246.95055225,-1179.683724,-495.753849,-3992.1727545
2026-01-02 09:00:00+00:00,1993.1183255,0.0,588.63898675,0.0,0.0,269.52424874999997,0.0,1210.2175,-1993.1183255,-269.52424874999997,-1210.2175,-588.63898675,-4061.4990610000004
2026-01-02 10:00:00+00:00,2130.064716,0.0,745.799983,0.0,0.0,293.3995655,0.0,1069.01124025,-2130.064716,-293.3995655,-1069.01124025,-745.799983,-4238.2755047499995
2026-01-02 11:00:00+00:00,1902.03509325,0.0,927.755207,0.0,0.0,299.4903885,0.0,1128.519971,-1902.03509325,-299.4903885,-1128.519971,-927.755207,-4257.80065975
2026-01-02 12:00:00+00:00,1727.41479875,0.0,1074.3955772499999,0.0,0.0,322.64347075,0.0,1241.0200224999999,-1727.41479875,-322.64347075,-1241.0200224999999,-1074.3955772499999,-4365.47386925
2026-01-02 13:00:00+00:00,1479.56872075,0.0,1026.1344179999999,0.0,0.0,288.0044705,0.0,1396.793459,-1479.56872075,-288.0044705,-1396.793459,-1026.1344179999999,-4190.50106825
2026-01-02 14:00:00+00:00,557.74875375,0.0,1153.49772725,0.0,0.0,313.24282,0.0,2133.0397675,-557.74875375,-313.24282,-2133.0397675,-1153.49772725,-4157.5290685
2026-01-02 15:00:00+00:00,278.40197475,0.0,1334.982014,0.0,0.0,317.84117775,0.0,2221.02060725,-278.40197475,-317.84117775,-2221.02060725,-1334.982014,-4152.24577375
2026-01-02 16:00:00+00:00,229.765156,0.0,1337.3328705,0.0,0.0,314.942053,0.0,2229.30810125,-229.765156,-314.942053,-2229.30810125,-1337.3328705,-4111.348180749999
2026-01-02 17:00:00+00:00,0.0,277.37275875,1579.99403825,0.0,0.0,330.80181,0.0,2343.18370375,277.37275875,-330.80181,-2343.18370375,-1579.99403825,-3976.60679325
2026-01-02 18:00:00+00:00,0.0,285.23672875,1701.65650725,0.0,0.0,327.46288725,0.0,2236.1390057500003,285.23672875,-327.46288725,-2236.1390057500003,-1701.65650725,-3980.0216715000006
2026-01-02 19:00:00+00:00,0.0,178.34639525,1792.09168525,0.0,0.0,330.772984,0.0,1935.64692725,178.34639525,-330.772984,-1935.64692725,-1792.09168525,-3880.16520125
2026-01-02 20:00:00+00:00,0.0,375.348279,1591.97857525,0.0,0.0,347.87812775,0.0,2096.25081925,375.348279,-347.87812775,-2096.25081925,-1591.97857525,-3660.7592432499996
2026-01-02 21:00:00+00:00,0.0,352.0349805,1705.2064277499999,0.0,0.0,323.91234625,0.0,1845.2185992500001,352.0349805,-323.91234625,-1845.2185992500001,-1705.2064277499999,-3522.30239275
2026-01-02 22:00:00+00:00,0.0,644.13714025,1717.13876975,0.0,0.0,316.183812,0.0,1981.14806825,644.13714025,-316.183812,-1981.14806825,-1717.13876975,-3370.33350975
2026-01-02 23:00:00+00:00,0.0,928.7222445,1573.65299125,0.0,0.0,359.0750485,0.0,2178.837615,928.7222445,-359.0750485,-2178.837615,-1573.65299125,-3182.84341025
2026-01-03 00:00:00+00:00,0.0,731.19455825,1471.7361825,0.0,0.0,369.73637775,0.0,2080.9094005,731.19455825,-369.73637775,-2080.9094005,-1471.7361825,-3191.1874025
2026-01-03 01:00:00+00:00,0.0,685.5357387500001,1640.0593959999999,0.0,0.0,389.1120465,0.0,1856.79979825,685.5357387500001,-389.1120465,-1856.79979825,-1640.0593959999999,-3200.4355020000003
2026-01-03 02:00:00+00:00,0.0,507.64000350000003,1438.48840225,0.0,0.0,345.7898025,0.0,1850.1253445,507.64000350000003,-345.7898025,-1850.1253445,-1438.48840225,-3126.76354575
2026-01-03 03:00:00+00:00,0.0,228.035584,1313.93122625,0.0,0.0,335.21547475,0.0,1675.783361,228.035584,-335.21547475,-1675.783361,-1313.93122625,-3096.894478
2026-01-03 04:00:00+00:00,0.0,501.164356,1480.0327594999999,0.0,0.0,362.06378925,0.0,1759.13021075,501.164356,-362.06378925,-1759.13021075,-1480.0327594999999,-3100.0624035
