,SE_3_FI,FI_SE_3,EE_FI,FI_EE,FI_NO_4,NO_4_FI,FI_SE_1,SE_1_FI,FI_EE_net_export,FI_NO_4_net_export,FI_SE_1_net_export,FI_SE_3_net_export,Net Export
2026-01-01 11:00:00+00:00,1192.0500000000002,0.0,0.0,335.2625,11.073407,0.0,0.0,1958.5,335.2625,11.073407,-1958.5,-1192.0500000000002,-2804.2140930000005
2026-01-01 12:00:00+00:00,1193.2,0.0,0.0,428.2675,11.7677125,0.0,0.0,1835.875,428.2675,11.7677125,-1835.875,-1193.2,-2589.0397875
2026-01-01 13:00:00+00:00,1193.075,0.0,0.0,382.7,4.36244275,2.808175,0.0,1842.025,382.7,1.5542677499999997,-1842.025,-1193.075,-2650.84573225
2026-01-01 14:00:00+00:00,1193.75,0.0,0.0,381.08,0.0,11.728,0.0,1806.225,381.08,-11.728,-1806.225,-1193.75,-2630.623
2026-01-01 15:00:00+00:00,1193.675,0.0,0.0,367.9175,0.0,12.39105,0.0,1828.575,367.9175,-12.39105,-1828.575,-1193.675,-2666.7235499999997
2026-01-01 16:00:00+00:00,1193.625,0.0,0.0,360.995,0.0,18.168,0.0,1899.9,360.995,-18.168,-1899.9,-1193.625,-2750.6980000000003
2026-01-01 17:00:00+00:00,1193.675,0.0,0.0,387.015,0.0,34.94225,0.0,1835.35,387.015,-34.94225,-1835.35,-1193.675,-2676.95225
2026-01-01 18:00:00+00:00,1193.6750000000002,0.0,0.0,506.245,0.0,39.8985,0.0,1688.125,506.245,-39.8985,-1688.125,-1193.6750000000002,-2415.4535
2026-01-01 19:00:00+00:00,1177.375,0.0,0.0,432.225,0.0,46.64925,0.0,1767.8,432.225,-46.64925,-1767.8,-1177.375,-2559.59925
2026-01-01 20:00:00+00:00,1170.05,0.0,0.0,351.51,0.0,41.66325,0.0,1891.075,351.51,-41.66325,-1891.075,-1170.05,-2751.2782500000003
2026-01-01 21:00:00+00:00,1175.3,0.0,0.0,312.475,0.0,30.425,0.0,1807.975,312.475,-30.425,-1807.975,-1175.3,-2701.225
2026-01-01 22:00:00+00:00,1173.7,0.0,0.0,290.7325,0.0,26.589,0.0,1818.275,290.7325,-26.589,-1818.275,-1173.7,-2727.8315000000002
2026-01-01 23:00:00+00:00,1137.875,0.0,0.0,446.725,0.0,29.03275,0.0,1883.65,446.725,-29.03275,-1883.65,-1137.875,-2603.83275
2026-01-02 00:00:00+00:00,690.3225,0.0,0.0,227.51500000000001,0.0,21.887999999999998,0.0,1745.05,227.51500000000001,-21.887999999999998,-1745.05,-690.3225,-2229.7455
2026-01-02 01:00:00+00:00,615.71,0.0,0.0,314.74,0.0,17.332,0.0,1867.075,314.74,-17.332,-1867.075,-615.71,-2185.377
2026-01-02 02:00:00+00:00,341.4125,0.0,0.0,323.9225,0.0,21.441000000000003,0.0,1892.175,323.9225,-21.441000000000003,-1892.175,-341.4125,-1931.1059999999998
2026-01-02 03:00:00+00:00,413.915,0.0,0.0,267.0825,0.0,17.41325,0.0,1699.0,267.0825,-17.41325,-1699.0,-413.915,-1863.24575
2026-01-02 04:00:00+00:00,977.3025,0.0,0.0,446.6575,0.0,22.26375,0.0,1709.425,446.6575,-22.26375,-1709.425,-977.3025,-2262.33375
2026-01-02 05:00:00+00:00,1172.575,0.0,0.0,929.1225,0.0,28.6985,0.0,1688.65,929.1225,-28.6985,-1688.65,-1172.575,-1960.8010000000002
2026-01-02 06:00:00+00:00,906.605,0.0,0.0,1015.025,0.0,31.16,0.0,1858.85,1015.025,-31.16,-1858.85,-906.605,-1781.59
2026-01-02 07:00:00+00:00,584.3199999999999,0.0,0.0,983.695,0.0,36.638,0.0,1938.05,983.695,-36.638,-1938.05,-584.3199999999999,-1575.3129999999999
2026-01-02 08:00:00+00:00,627.0175,0.0,0.0,1018.9250000000001,0.0,38.6265,0.0,1825.875,1018.9250000000001,-38.6265,-1825.875,-627.0175,-1472.594
2026-01-02 09:00:00+00:00,572.0775,0.0,0.0,965.665,0.0,47.737,0.0,1797.1,965.665,-47.737,-1797.1,-572.0775,-1451.2495
2026-01-02 10:00:00+00:00,552.6125,0.0,0.0,646.5875,0.0,36.439750000000004,0.0,1659.95,646.5875,-36.439750000000004,-1659.95,-552.6125,-1602.4147500000001
2026-01-02 11:00:00+00:00,498.47,0.0,0.0,397.4425,0.0,34.228,0.0,1943.525,397.4425,-34.228,-1943.525,-498.47,-2078.7805
2026-01-02 12:00:00+00:00,559.065,0.0,0.0,354.24,0.0,28.63975,0.0,1729.175,354.24,-28.63975,-1729.175,-559.065,-1962.63975
2026-01-02 13:00:00+00:00,293.60749999999996,0.0,0.0,359.75,0.0,31.0805,0.0,1999.525,359.75,-31.0805,-1999.525,-293.60749999999996,-1964.4630000000002
2026-01-02 14:00:00+00:00,188.6325,0.0,0.0,547.0275,0.0,47.357,0.0,1988.75,547.0275,-47.357,-1988.75,-188.6325,-1677.7119999999998
2026-01-02 15:00:00+00:00,113.44,0.0,0.0,431.4675,0.0,48.98925,0.0,1783.725,431.4675,-48.98925,-1783.725,-113.44,-1514.6867499999998
2026-01-02 16:00:00+00:00,251.83749999999998,0.0,0.0,197.0275,0.0,50.46,0.0,1601.075,197.0275,-50.46,-1601.075,-251.83749999999998,-1706.3450000000003
2026-01-02 17:00:00+00:00,379.40749999999997,0.0,0.0,222.2275,0.0,55.830749999999995,0.0,1842.0,222.2275,-55.830749999999995,-1842.0,-379.40749999999997,-2055.01075
2026-01-02 18:00:00+00:00,463.11,0.0,0.0,440.9525,0.0,53.75075,0.0,1791.925,440.9525,-53.75075,-1791.925,-463.11,-1867.8332500000001
2026-01-02 19:00:00+00:00,469.245,0.0,0.0,835.9300000000001,0.0,44.6285,0.0,1816.9,835.9300000000001,-44.6285,-1816.9,-469.245,-1494.8435
2026-01-02 20:00:00+00:00,537.7525,0.0,0.0,664.03,0.0,52.65275,0.0,1878.55,664.03,-52.65275,-1878.55,-537.7525,-1804.92525
2026-01-02 21:00:00+00:00,604.3875,0.0,0.0,848.8,0.0,41.22625,0.0,1835.525,848.8,-41.22625,-1835.525,-604.3875,-1632.3387500000001
2026-01-02 22:00:00+00:00,414.8125,0.0,0.0,696.1225,0.0,30.0595,0.0,1856.45,696.1225,-30.0595,-1856.45,-414.8125,-1605.1995000000002
2026-01-02 23:00:00+00:00,1075.51,0.0,0.0,864.9275,0.0,47.72725,0.0,1789.45,864.9275,-47.72725,-1789.45,-1075.51,-2047.7597500000002
2026-01-03 00:00:00+00:00,1163.2,0.0,0.0,1004.645,0.0,35.53475,0.0,1933.95,1004.645,-35.53475,-1933.95,-1163.2,-2128.03975
2026-01-03 01:00:00+00:00,1007.9200000000001,0.0,0.0,855.1125,0.0,19.1386,0.0,1862.1,855.1125,-19.1386,-1862.1,-1007.9200000000001,-2034.0461
2026-01-03 02:00:00+00:00,889.045,0.0,0.0,704.675,0.0,5.074075,0.0,1911.3000000000002,704.675,-5.074075,-1911.3000000000002,-889.045,-2100.744075
2026-01-03 03:00:00+00:00,981.1324999999999,0.0,0.0,693.9425,3.58600825,1.200075,0.0,1890.325,693.9425,2.38593325,-1890.325,-981.1324999999999,-2175.1290667499998
2026-01-03 04:00:00+00:00,895.8575,0.0,0.0,915.515,7.314723,0.0,0.0,1772.7,915.515,7.314723,-1772.7,-895.8575,-1745.727777
2026-01-03 05:00:00+00:00,709.83,0.0,0.0,917.2950000000001,8.58570575,0.0,0.0,1809.4,917.2950000000001,8.58570575,-1809.4,-709.83,-1593.3492942500002
2026-01-03 06:00:00+00:00,733.335,0.0,0.0,1021.825,5.40770025,0.0,0.0,1944.975,1021.825,5.40770025,-1944.975,-733.335,-1651.0772997499998
2026-01-03 07:00:00+00:00,594.255,0.0,0.0,1020.75,9.494276750000001,0.0,0.0,1949.55,1020.75,9.494276750000001,-1949.55,-594.255,-1513.5607232500001
2026-01-03 08:00:00+00:00,585.88,0.0,0.0,1028.075,4.8737295000000005,1.183375,0.0,1948.65,1028.075,3.6903545000000006,-1948.65,-585.88,-1502.7646455
2026-01-03 09:00:00+00:00,646.265,0.0,0.0,1015.3925,0.0,13.231800000000002,0.0,1890.75,1015.3925,-13.231800000000002,-1890.75,-646.265,-1534.8543
2026-01-03 10:00:00+00:00,447.0725,0.0,0.0,885.5425,0.0,8.8642,0.0,1867.275,885.5425,-8.8642,-1867.275,-447.0725,-1437.6692
2026-01-03 11:00:00+00:00,458.925,0.0,0.0,890.925,2.399184,0.648425,0.0,1905.8249999999998,890.925,1.750759,-1905.8249999999998,-458.925,-1472.0742409999998
2026-01-03 12:00:00+00:00,489.93,0.0,0.0,972.6775,11.2553405,0.0,0.0,1887.225,972.6775,11.2553405,-1887.225,-489.93,-1393.2221594999999
2026-01-03 13:00:00+00:00,417.3925,0.0,0.0,925.8725,15.7413485,0.0,0.0,1815.75,925.8725,15.7413485,-1815.75,-417.3925,-1291.5286515
2026-01-03 14:00:00+00:00,231.10250000000002,0.0,0.0,880.0275,15.50966125,0.0,0.0,1768.6,880.0275,15.50966125,-1768.6,-231.10250000000002,-1104.1653387499998
2026-01-03 15:00:00+00:00,238.48749999999998,0.0,0.0,994.8525,11.937892,0.0,0.0,1776.775,994.8525,11.937892,-1776.775,-238.48749999999998,-1008.472108
2026-01-03 16:00:00+00:00,182.4325,0.0,0.0,1000.9,11.4332595,0.0,0.0,1643.6,1000.9,11.4332595,-1643.6,-182.4325,-813.6992405
2026-01-03 17:00:00+00:00,276.60749999999996,0.0,0.0,1013.75,10.18689425,0.0,0.0,1694.625,1013.75,10.18689425,-1694.625,-276.60749999999996,-947.2956057499999
2026-01-03 18:00:00+00:00,298.23,0.0,0.0,1010.7,9.12017625,0.0,0.0,1612.225,1010.7,9.12017625,-1612.225,-298.23,-890.6348237499999
2026-01-03 19:00:00+00:00,497.3425,0.0,0.0,1024.9,6.5646595,0.0,0.0,1457.1000000000001,1024.9,6.5646595,-1457.1000000000001,-497.3425,-922.9778405
2026-01-03 20:00:00+00:00,514.5,0.0,0.0,1016.75,0.10241275,0.8845324999999999,0.0,1592.225,1016.75,-0.7821197499999999,-1592.225,-514.5,-1090.75711975
2026-01-03 21:00:00+00:00,601.9625,0.0,0.0,1021.225,0.05098625,1.1786575,0.0,1558.125,1021.225,-1.12767125,-1558.125,-601.9625,-1139.99017125
2026-01-03 22:00:00+00:00,286.9,0.0,0.0,1012.925,0.0,5.6324375,0.0,1783.575,1012.925,-5.6324375,-1783.575,-286.9,-1063.1824375
2026-01-03 23:00:00+00:00,24.708000000000002,2.50937375,0.0,1014.4025,8.20202525,0.2372575,0.0,1700.45,1014.4025,7.96476775,-1700.45,-22.198626250000004,-700.2813585
2026-01-04 00:00:00+00:00,0.0,108.5561825,0.0,981.0225,5.07848375,0.181855,0.0,1471.075,981.0225,4.8966287500000005,-1471.075,108.5561825,-376.59968875000004
2026-01-04 01:00:00+00:00,0.0,211.414688,0.0,1009.3599999999999,19.75861675,0.0,0.0,1251.75,1009.3599999999999,19.75861675,-1251.75,211.414688,-11.216695249999987
2026-01-04 02:00:00+00:00,0.0,291.04778675,0.0,998.425,17.48915375,0.0,0.0,1310.25,998.425,17.48915375,-1310.25,291.04778675,-3.288059500000031
2026-01-04 03:00:00+00:00,0.0,430.54951475,0.0,1003.045,12.22745775,0.0,0.0,1379.575,1003.045,12.22745775,-1379.575,430.54951475,66.24697249999991
2026-01-04 04:00:00+00:00,0.0,321.90927525,0.0,1005.8175000000001,5.1908615,2.49735,0.0,1326.375,1005.8175000000001,2.6935114999999996,-1326.375,321.90927525,4.045286750000116
2026-01-04 05:00:00+00:00,0.0,235.0893325,0.0,1030.875,0.90387275,6.9483500000000005,0.0,1165.35,1030.875,-6.044477250000001,-1165.35,235.0893325,94.5698552500001
2026-01-04 06:00:00+00:00,0.0,257.9861755,0.0,1026.15,0.0,26.6985,0.0,1286.125,1026.15,-26.6985,-1286.125,257.9861755,-28.687324499999875
2026-01-04 07:00:00+00:00,0.0,453.9455565,0.0,1014.91,0.0,37.44775,0.0,1600.675,1014.91,-37.44775,-1600.675,453.9455565,-169.26719350000002
2026-01-04 08:00:00+00:00,0.0,160.4771765,0.0,1030.875,0.0,35.1255,0.0,1726.9,1030.875,-35.1255,-1726.9,160.4771765,-570.6733235
2026-01-04 09:00:00+00:00,24.701,62.2333585,0.0,1030.6,0.0,51.992,0.0,1731.65,1030.6,-51.992,-1731.65,37.5323585,-715.5096415000002
2026-01-04 10:00:00+00:00,431.7375,0.0,0.0,1027.625,0.0,52.37925,0.0,1616.675,1027.625,-52.37925,-1616.675,-431.7375,-1073.1667499999999
2026-01-04 11:00:00+00:00,627.8075,0.0,0.0,1031.0,0.0,42.48375,0.0,1659.9,1031.0,-42.48375,-1659.9,-627.8075,-1299.19125
2026-01-04 12:00:00+00:00,725.0975,0.0,0.0,1021.675,0.0,19.107,0.0,1681.9,1021.675,-19.107,-1681.9,-725.0975,-1404.4295000000002
2026-01-04 13:00:00+00:00,864.8425,0.0,0.0,1030.775,0.0,18.714,0.0,1451.7,1030.775,-18.714,-1451.7,-864.8425,-1304.4814999999999
2026-01-04 14:00:00+00:00,626.4025,0.0,0.0,1020.125,0.0,4.9845,0.0,1518.175,1020.125,-4.9845,-1518.175,-626.4025,-1129.437
2026-01-04 15:00:00+00:00,578.08,0.0,0.0,1030.85,0.0,5.426425,0.0,1638.65,1030.85,-5.426425,-1638.65,-578.08,-1191.3064250000002
2026-01-04 16:00:00+00:00,493.485,0.0,0.0,1030.575,0.0,8.911575,0.0,2053.4,1030.575,-8.911575,-2053.4,-493.485,-1525.221575
2026-01-04 17:00:00+00:00,749.0725,0.0,0.0,927.1575,0.0,5.188475,0.0,1921.9,927.1575,-5.188475,-1921.9,-749.0725,-1749.003475
2026-01-04 18:00:00+00:00,721.4300000000001,0.0,0.0,575.29,0.0,6.850375,0.0,1825.55,575.29,-6.850375,-1825.55,-721.4300000000001,-1978.540375
2026-01-04 19:00:00+00:00,848.8,0.0,0.0,443.1175,0.0,16.39625,0.0,1773.75,443.1175,-16.39625,-1773.75,-848.8,-2195.8287499999997
2026-01-04 20:00:00+00:00,1146.9,0.0,0.0,348.4375,0.0,22.85575,0.0,1886.825,348.4375,-22.85575,-1886.825,-1146.9,-2708.14325
2026-01-04 21:00:00+00:00,1193.45,0.0,0.0,172.5725,0.0,20.186500000000002,0.0,1846.125,172.5725,-20.186500000000002,-1846.125,-1193.45,-2887.1890000000003
2026-01-04 22:00:00+00:00,1191.075,0.0,0.0,183.77,0.0,15.057,0.0,1870.475,183.77,-15.057,-1870.475,-1191.075,-2892.837
2026-01-04 23:00:00+00:00,1175.75,0.0,0.0,140.7225,0.0,11.922699999999999,0.0,1708.55,140.7225,-11.922699999999999,-1708.55,-1175.75,-2755.5002
2026-01-05 00:00:00+00:00,1124.875,0.0,0.0,139.66750000000002,0.0,17.542499999999997,0.0,1878.9250000000002,139.66750000000002,-17.542499999999997,-1878.9250000000002,-1124.875,-2881.675
2026-01-05 01:00:00+00:00,1193.725,0.0,0.0,430.5225,0.0,20.5045,0.0,1909.65,430.5225,-20.5045,-1909.65,-1193.725,-2693.357
2026-01-05 02:00:00+00:00,1183.775,0.0,0.0,433.1675,0.0,24.21875,0.0,1851.9499999999998,433.1675,-24.21875,-1851.9499999999998,-1183.775,-2626.77625
2026-01-05 03:00:00+00:00,867.605,0.0,0.0,208.565,0.0,24.63425,0.0,1829.95,208.565,-24.63425,-1829.95,-867.605,-2513.62425
2026-01-05 04:00:00+00:00,1071.6,0.0,0.0,383.7825,0.0,19.83425,0.0,1655.525,383.7825,-19.83425,-1655.525,-1071.6,-2363.17675
2026-01-05 05:00:00+00:00,719.6675,0.0,0.0,195.92249999999999,0.0,30.44175,0.0,1637.625,195.92249999999999,-30.44175,-1637.625,-719.6675,-2191.81175
2026-01-05 06:00:00+00:00,693.4,0.0,0.0,417.145,0.0,36.75125,0.0,1648.65,417.145,-36.75125,-1648.65,-693.4,-1961.65625
2026-01-05 07:00:00+00:00,844.69,0.0,0.0,641.415,0.0,22.2275,0.0,1774.55,641.415,-22.2275,-1774.55,-844.69,-2000.0525
2026-01-05 08:00:00+00:00,1179.1,0.0,0.0,900.8625,0.0,26.411250000000003,0.0,1743.55,900.8625,-26.411250000000003,-1743.55,-1179.1,-2048.19875
2026-01-05 09:00:00+00:00,1186.15,0.0,0.0,787.52,0.0,10.876975,0.0,1737.5,787.52,-10.876975,-1737.5,-1186.15,-2147.0069750000002
2026-01-05 10:00:00+00:00,1193.7,0.0,0.0,803.5575,0.0,17.5805,0.0,1630.95,803.5575,-17.5805,-1630.95,-1193.7,-2038.6730000000002
2026-01-05 11:00:00+00:00,1190.2,0.0,0.0,906.7950000000001,0.0,11.76075,0.0,1846.0500000000002,906.7950000000001,-11.76075,-1846.0500000000002,-1190.2,-2141.2157500000003
2026-01-05 12:00:00+00:00,1071.6,0.0,0.0,814.2275,0.0,12.5785,0.0,1696.5,814.2275,-12.5785,-1696.5,-1071.6,-1966.451
2026-01-05 13:00:00+00:00,813.36,0.0,0.0,815.905,0.0,28.15225,0.0,1766.075,815.905,-28.15225,-1766.075,-813.36,-1791.68225
2026-01-05 14:00:00+00:00,721.4825,0.0,0.0,708.675,0.0,7.0390250000000005,0.0,1726.325,708.675,-7.0390250000000005,-1726.325,-721.4825,-1746.1715250000002
2026-01-05 15:00:00+00:00,753.525,0.0,0.0,844.4449999999999,0.0,2.81945,0.0,1684.8,844.4449999999999,-2.81945,-1684.8,-753.525,-1596.69945
2026-01-05 16:00:00+00:00,212.055,98.47655475,10.101,371.8225,0.0,6.8923250000000005,0.0,1874.8,361.7215,-6.8923250000000005,-1874.8,-113.57844525,-1633.5492702499998
2026-01-05 17:00:00+00:00,137.4075,49.344626500000004,23.178250000000002,121.91749999999999,2.20651925,0.0,0.0,1746.675,98.73924999999998,2.20651925,-1746.675,-88.0628735,-1733.79210425
2026-01-05 18:00:00+00:00,854.5125,0.0,0.0,698.6675,1.8673302500000002,0.0,0.0,1711.95,698.6675,1.8673302500000002,-1711.95,-854.5125,-1865.92766975
2026-01-05 19:00:00+00:00,736.3075,0.0,0.0,734.665,5.23824825,0.0,0.0,1619.5,734.665,5.23824825,-1619.5,-736.3075,-1615.9042517500002
2026-01-05 20:00:00+00:00,859.4875,0.0,0.0,470.15,3.1083065,0.0,0.0,1735.1,470.15,3.1083065,-1735.1,-859.4875,-2121.3291934999997
2026-01-05 21:00:00+00:00,755.005,0.0,0.0,284.89250000000004,0.2103565,0.0,0.0,1805.15,284.89250000000004,0.2103565,-1805.15,-755.005,-2275.0521435
2026-01-05 22:00:00+00:00,1055.5525,0.0,0.0,411.52750000000003,0.0,1.9329725,0.0,1726.375,411.52750000000003,-1.9329725,-1726.375,-1055.5525,-2372.3329725000003
2026-01-05 23:00:00+00:00,1175.075,0.0,0.0,761.1475,0.0,7.790900000000001,0.0,1671.35,761.1475,-7.790900000000001,-1671.35,-1175.075,-2093.0684
2026-01-06 00:00:00+00:00,1179.475,0.0,0.0,761.6275,0.0,13.5515,0.0,1772.5,761.6275,-13.5515,-1772.5,-1179.475,-2203.899
2026-01-06 01:00:00+00:00,1193.775,0.0,0.0,685.9200000000001,0.0,12.650500000000001,0.0,1633.95,685.9200000000001,-12.650500000000001,-1633.95,-1193.775,-2154.4555
2026-01-06 02:00:00+00:00,1193.875,0.0,0.0,721.5450000000001,0.0,13.71425,0.0,1695.375,721.5450000000001,-13.71425,-1695.375,-1193.875,-2181.41925
2026-01-06 03:00:00+00:00,1194.075,0.0,0.0,688.8399999999999,0.0,12.022,0.0,1710.1,688.8399999999999,-12.022,-1710.1,-1194.075,-2227.357
2026-01-06 04:00:00+00:00,1193.975,0.0,0.0,583.0,0.0,10.483550000000001,0.0,1689.25,583.0,-10.483550000000001,-1689.25,-1193.975,-2310.70855
2026-01-06 05:00:00+00:00,1188.375,0.0,0.0,601.095,0.0,2.71765,0.0,1555.85,601.095,-2.71765,-1555.85,-1188.375,-2145.8476499999997
2026-01-06 06:00:00+00:00,942.5975000000001,0.0,0.0,670.165,5.2954425,0.0,0.0,1615.0249999999999,670.165,5.2954425,-1615.0249999999999,-942.5975000000001,-1882.1620575
2026-01-06 07:00:00+00:00,626.315,0.0,0.0,640.7425000000001,7.795360499999999,0.0,0.0,1542.825,640.7425000000001,7.795360499999999,-1542.825,-626.315,-1520.6021395
2026-01-06 08:00:00+00:00,609.4025,0.0,0.0,668.2225,4.88490625,0.0,0.0,1426.75,668.2225,4.88490625,-1426.75,-609.4025,-1363.04509375
2026-01-06 09:00:00+00:00,674.2674999999999,0.0,0.0,917.0625,0.0,2.9731894999999997,0.0,1546.9,917.0625,-2.9731894999999997,-1546.9,-674.2674999999999,-1307.0781895
2026-01-06 10:00:00+00:00,682.0875,0.0,0.0,828.905,0.0,8.983525,0.0,1543.075,828.905,-8.983525,-1543.075,-682.0875,-1405.241025
2026-01-06 11:00:00+00:00,789.6949999999999,0.0,0.0,768.855,0.0,6.8328,0.0,1338.625,768.855,-6.8328,-1338.625,-789.6949999999999,-1366.2977999999998
2026-01-06 12:00:00+00:00,703.5425,0.0,0.0,990.0675,0.0,9.56275,0.0,1687.225,990.0675,-9.56275,-1687.225,-703.5425,-1410.2627499999999
2026-01-06 13:00:00+00:00,742.3675000000001,0.0,0.0,1000.155,0.0,5.339475,0.0,1595.4,1000.155,-5.339475,-1595.4,-742.3675000000001,-1342.9519750000002
2026-01-06 14:00:00+00:00,611.02,0.0,0.0,998.1725,3.7624542500000002,1.245125,0.0,1536.0,998.1725,2.5173292500000004,-1536.0,-611.02,-1146.33017075
2026-01-06 15:00:00+00:00,127.09275,0.0,0.0,1002.35,5.212298499999999,0.703875,0.0,1693.0,1002.35,4.508423499999999,-1693.0,-127.09275,-813.2343265
2026-01-06 16:00:00+00:00,67.81275,0.0,0.0,1009.395,0.0,4.39135,0.0,1568.1,1009.395,-4.39135,-1568.1,-67.81275,-630.9090999999999
2026-01-06 17:00:00+00:00,127.285,0.0,0.0,1001.475,0.12617325,0.7644045,0.0,1489.925,1001.475,-0.63823125,-1489.925,-127.285,-616.3732312499999
2026-01-06 18:00:00+00:00,77.65125,0.0,0.0,1000.81,0.0490645,1.4735775,0.0,1608.4,1000.81,-1.424513,-1608.4,-77.65125,-686.6657630000002
2026-01-06 19:00:00+00:00,148.0575,0.0,0.0,998.915,0.1126855,2.2894575,0.0,1557.225,998.915,-2.176772,-1557.225,-148.0575,-708.544272
2026-01-06 20:00:00+00:00,567.5675,0.0,0.0,1008.9525,0.0,1.148405,0.0,1478.675,1008.9525,-1.148405,-1478.675,-567.5675,-1038.4384049999999
2026-01-06 21:00:00+00:00,499.9325,0.0,0.0,992.1175000000001,0.104697,2.9156000000000004,0.0,1482.5,992.1175000000001,-2.8109030000000006,-1482.5,-499.9325,-993.125903
2026-01-06 22:00:00+00:00,483.1875,0.0,0.0,931.15,0.0,8.885325,0.0,1590.425,931.15,-8.885325,-1590.425,-483.1875,-1151.3478249999998
2026-01-06 23:00:00+00:00,753.3425,0.0,0.0,1024.05,0.0,7.83475,0.0,1681.025,1024.05,-7.83475,-1681.025,-753.3425,-1418.15225
2026-01-07 00:00:00+00:00,798.615,0.0,0.0,1014.2,0.0,14.09225,0.0,1599.95,1014.2,-14.09225,-1599.95,-798.615,-1398.45725
2026-01-07 01:00:00+00:00,819.58,0.0,0.0,1001.15,0.0,14.867750000000001,0.0,1654.775,1001.15,-14.867750000000001,-1654.775,-819.58,-1488.0727500000003
2026-01-07 02:00:00+00:00,784.3375,0.0,0.0,1001.575,0.0,12.26025,0.0,1508.75,1001.575,-12.26025,-1508.75,-784.3375,-1303.77275
2026-01-07 03:00:00+00:00,705.8375,0.0,0.0,1005.45,0.0,10.867725,0.0,1552.85,1005.45,-10.867725,-1552.85,-705.8375,-1264.1052249999998
2026-01-07 04:00:00+00:00,706.7275,0.0,0.0,1003.6750000000001,0.0,7.09485,0.0,1717.875,1003.6750000000001,-7.09485,-1717.875,-706.7275,-1428.0223499999997
2026-01-07 05:00:00+00:00,918.19,0.0,0.0,1017.825,0.533551,0.76373,0.0,1775.35,1017.825,-0.23017900000000002,-1775.35,-918.19,-1675.9451789999998
2026-01-07 06:00:00+00:00,819.6175000000001,0.0,0.0,1029.525,10.285236000000001,0.0,0.0,1564.7,1029.525,10.285236000000001,-1564.7,-819.6175000000001,-1344.507264
2026-01-07 07:00:00+00:00,508.9675,0.0,0.0,1024.175,12.84950025,0.0,0.0,1564.225,1024.175,12.84950025,-1564.225,-508.9675,-1036.16799975
2026-01-07 08:00:00+00:00,494.4975,0.0,0.0,1030.25,16.252427,0.0,0.0,1440.625,1030.25,16.252427,-1440.625,-494.4975,-888.620073
2026-01-07 09:00:00+00:00,750.0375,0.0,0.0,1028.125,21.71641625,0.0,0.0,1359.275,1028.125,21.71641625,-1359.275,-750.0375,-1059.4710837500002
2026-01-07 10:00:00+00:00,890.8975,0.0,0.0,1002.575,19.66679275,0.0,0.0,1402.85,1002.575,19.66679275,-1402.85,-890.8975,-1271.50570725
2026-01-07 11:00:00+00:00,1084.075,0.0,0.0,1014.575,18.605725999999997,0.0,0.0,1467.375,1014.575,18.605725999999997,-1467.375,-1084.075,-1518.269274
2026-01-07 12:00:00+00:00,1071.025,0.0,0.0,1020.125,23.52347475,0.0,0.0,1496.475,1020.125,23.52347475,-1496.475,-1071.025,-1523.85152525
2026-01-07 13:00:00+00:00,965.5925,0.0,0.0,1020.525,21.9970365,0.0,0.0,1762.925,1020.525,21.9970365,-1762.925,-965.5925,-1685.9954635
