,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Marine,Other renewable,Storage,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Fossil Coal-derived gas,Fossil Oil shale,Fossil Peat,Other
2026-01-17 12:00:00+00:00,2.2256535055859656e-05,0.37774665515542666,0.0,0.004172968450175886,5.171201863589203,0.325127744503101,0.0,0.0,0.07126410758552766,9.321961850515134e-05,0.017004285991117526,0.0,2.2055557134999557e-05,0.22139601176133936,0.0,0.0001034329575986186,0.0,0.0,0.000841818786338022,0.0011575254314504266
2026-01-17 13:00:00+00:00,1.441179178720547e-05,0.810699587547128,0.0,0.00795369477768814,10.571706068017342,0.6672823600106301,0.0,0.0,0.13914505210472145,0.0004957912467215374,0.031203820405474657,0.0,4.049724982823765e-05,0.4474162523471804,0.0,0.00018991813712552832,0.0,0.0,0.001554954747715263,0.002117334554048941
2026-01-17 14:00:00+00:00,9.466831967435139e-06,0.8685972043329157,0.0,0.0068133556587562745,10.546573466053552,0.6700654512576271,0.0,0.0,0.1360645803047771,4.922295205160794e-05,0.025133885365521854,0.0,3.307839059194552e-05,0.44697007183338844,0.0,0.00014786924896831663,0.0,0.0,0.0012706488284768825,0.0017104562085549964
2026-01-17 15:00:00+00:00,9.338999561182049e-06,0.9310509785363985,0.0,0.007200614796159758,10.941829688815988,0.6791559575241147,0.0,0.0,0.15563987766500317,0.0,0.025558984099402854,0.0,3.4637768601746614e-05,0.46288304010675135,0.0,0.00017646355538195654,0.0,0.0,0.0014037533022001178,0.0017518102703583903
2026-01-17 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-17 17:00:00+00:00,4.685758075136114e-06,0.3977371976661634,0.0,0.003450604274248299,5.166651908536908,0.33544197379768503,0.0,0.0,0.07370575653263538,0.0,0.012776205501920594,0.0,0.000138160684106606,0.21785042315795788,0.0,7.656292321401621e-05,0.0,0.0,0.0006882356734384466,0.0009381514419538623
2026-01-17 18:00:00+00:00,1.1502473281018888e-05,1.5879153198545384,0.0,0.008286146312471881,14.474707922815096,0.9227412823456178,0.0,0.0,0.21633628093799273,0.0,0.03168752582275074,0.0,0.0003565286145784866,0.6123287507773988,0.0,0.0001876736627683211,0.0,0.0,0.0016632312786904577,0.002225310647655629
2026-01-17 19:00:00+00:00,1.1546086797460216e-05,1.9520888822668032,0.0,0.008071615275329838,17.5156233786204,1.1235369172696488,0.0,0.0,0.2632394781096184,0.0,0.03108007233557555,0.0,0.00038009734254693226,0.7538507223956515,0.0,0.00018836493751595324,0.0,0.0,0.001645776445575707,0.0023654939027786402
2026-01-17 20:00:00+00:00,8.013176005641787e-06,2.3493953281076045,0.0,0.005466567976066112,21.705854661866177,1.409176774874622,0.0,0.0,0.34050162434793146,0.0,0.020792520960092514,0.0,0.00024078663656873172,0.9398666669937041,0.0,0.0001290663322930791,0.0,0.0,0.0010694850280153396,0.0021939886145796593
2026-01-17 21:00:00+00:00,6.057776878001412e-06,1.8724474320725797,0.0,0.003984282914261984,16.856306534937346,1.0965750151884408,0.0,0.0,0.25790554785940983,0.0,0.015440452096402716,0.0,0.00017228196592075079,0.743124532675594,0.0,9.52067890454686e-05,0.0,0.0,0.0007776078486853948,0.0022879726846950573
2026-01-17 22:00:00+00:00,0.0,4.760012210928236,0.0,0.0,41.2068312977564,2.657550158565753,0.0,0.0,0.6367970408973471,0.0,0.0,0.0,0.0,1.8117205756008556,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-17 23:00:00+00:00,3.506671062962125e-06,2.4946533158973008,0.0,0.0021044120061589973,22.633936341010227,1.3750422480782216,0.0,0.0,0.33466062557677523,0.0,0.008041895780469278,0.0,9.022042636509351e-05,1.0046963478103927,0.0,7.523592261566252e-05,0.0,0.0,0.0004378536955658299,0.0025859907360741043
2026-01-18 00:00:00+00:00,2.398141776128078e-06,3.2225168359965473,0.0,0.0012272870624685278,31.563613371642354,1.9387087319567815,0.0,0.0,0.47203558442045396,5.089337786112167e-06,0.004561049319159254,0.0,5.1945807554169536e-05,1.411370458461576,0.0,3.457829390669014e-05,0.0,0.0,0.00024372041875773867,0.0034618753606386722
2026-01-18 01:00:00+00:00,4.211492244089359e-06,3.088233198665098,0.0,0.0027793420458801267,34.555994797505804,2.1503194968686365,0.0,0.0,0.5433800144298506,9.556427252916996e-07,0.009791955895556955,0.0,0.00010943352176071747,1.5624541226534057,0.0,7.427188198319706e-05,0.0,0.0,0.000524481933945483,0.004083097418426124
2026-01-18 02:00:00+00:00,7.950433970004458e-06,1.329079221733572,0.0,0.006401161155761933,19.836912813136546,1.2662536265558249,0.0,0.0,0.3040726006933364,3.135672010985151e-05,0.02195006527781041,0.0,0.00023884802638180522,0.9160981006135274,0.0,0.00021438248962876705,0.0,0.0,0.0012225780764111042,0.0041213210128942315
2026-01-18 03:00:00+00:00,5.69009390361038e-07,1.5933474008402877,0.0,0.0,32.23129617752031,2.0138164202736686,0.0,0.0,0.4703043266562565,0.0,0.0,0.0,0.0,1.4580314221781243,0.0,0.0,0.0,0.0,0.0,0.003163354361081844
2026-01-18 04:00:00+00:00,1.5848558406435741e-06,0.9000738063436505,0.0,0.0015992520120293753,24.168682083928033,1.5297667080186466,0.0,0.0,0.3701415857941565,2.2509533486909736e-05,0.005267608421989537,0.0,5.80475583490072e-05,1.1057097560209277,0.0,5.362238166532391e-05,0.0,0.0,0.0003048271918936657,0.001193050076015943
2026-01-18 05:00:00+00:00,0.0,1.817336364189602,0.0,0.0,50.99581282628008,3.1714217952373254,0.0,0.0,0.6852613506021147,0.0,0.0,0.0,0.0,2.2453003312164865,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-18 06:00:00+00:00,0.0,1.4144208581145343,0.0,0.0,44.78254748068659,2.843794116088176,0.0,0.0,0.6006273108724398,0.0,0.0,0.0,0.0,1.9554504928753038,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-18 07:00:00+00:00,0.0,1.305743003713281,0.0,0.0,50.29681391789549,3.1824378607796704,0.0,0.0,0.6448513792655242,0.0,0.0,0.0,0.0,2.135620771479744,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-18 08:00:00+00:00,0.0,2.425016002096765,0.0,0.0,63.70450500228349,3.9469621233487584,0.0,0.0,0.9542776252003066,0.0,0.0,0.0,0.0,2.6898889448817216,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-18 09:00:00+00:00,0.0,3.036625062469128,0.0,0.0,57.47414770121326,3.670274305748608,0.0,0.0,0.6887684136419048,0.0,0.0,0.0,0.0,2.4548198553473566,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-18 10:00:00+00:00,0.0,3.740567557190011,0.0,0.0,64.32932356888679,4.311418460102584,0.0,0.0,0.788679954730392,0.0,0.0,0.0,0.0,2.754307601243098,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-18 11:00:00+00:00,0.0,3.8003551739921484,0.0,0.0,66.84645133431464,4.507361123601953,0.0,0.0,0.7991145886540276,0.0,0.0,0.0,0.0,2.876047956654969,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-18 12:00:00+00:00,0.0,5.9304214812090885,0.0,0.0,77.49045442923253,5.210960624621297,0.0,0.0,0.9070616378263168,0.0,0.0,0.0,0.0,3.3038948454245034,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-18 13:00:00+00:00,0.0,5.729074456648239,0.0,0.0,68.50615188666407,4.622953887820187,0.0,0.0,0.8184343428951288,0.0,0.0,0.0,0.0,2.9298594371667703,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-18 14:00:00+00:00,0.0,7.598741501376618,0.0,0.0,84.71679451507555,5.86362521057332,0.0,0.0,0.9707112241409741,0.0,0.0,0.0,0.0,3.612469032146692,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-18 15:00:00+00:00,0.0,9.699775939549275,0.0,0.0,96.2318752277592,6.62128263463793,0.0,0.0,1.0368811842056869,0.0,0.0,0.0,0.0,4.147385425328045,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-18 16:00:00+00:00,0.0,9.026573628972773,0.0,0.0,88.41029756954305,5.991622359277246,0.0,0.0,1.014314418113117,0.0,0.0,0.0,0.0,3.730562943432217,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-18 17:00:00+00:00,0.0,8.22476389443634,0.0,0.0,80.3346486060862,5.491397257992685,0.0,0.0,0.9687962176039584,0.0,0.0,0.0,0.0,3.3865283144805804,0.0,0.0,0.0,0.0,0.0,0.0
