,Biomass,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Other,Solar,Wind Onshore,Fossil Hard coal,Hydro Water Reservoir,Geothermal,Fossil Coal-derived gas,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-01 00:00:00+00:00,137.0,8983.75,3.0,947.5,1432.25,0.0,9.0,21.0,59.0,0.0,9.0,11601.5,0.0,286.25,11872.75,11601.5,12159.0,-557.5
2026-01-01 01:00:00+00:00,137.75,8893.5,3.0,938.25,1431.5,0.0,13.25,21.0,58.0,0.0,9.0,11505.25,0.0,503.75,11493.25,11505.25,11997.0,-491.75
2026-01-01 02:00:00+00:00,136.75,8298.0,3.0,916.0,1432.25,0.0,37.0,21.0,58.0,0.0,8.0,10910.0,0.0,664.5,11146.75,10910.0,11811.25,-901.25
2026-01-01 03:00:00+00:00,136.5,7475.5,2.5,892.0,1439.0,0.0,44.0,24.5,57.5,0.0,8.0,10079.5,0.0,84.0,10981.25,10079.5,11065.25,-985.75
2026-01-01 04:00:00+00:00,134.5,7193.0,2.0,870.75,1438.0,0.0,61.0,33.0,58.75,0.0,8.0,9799.0,0.5,0.0,11209.0,9799.5,11209.0,-1409.5
2026-01-01 05:00:00+00:00,136.0,7803.75,2.0,944.0,1425.75,0.0,70.0,40.5,81.5,0.0,9.25,10512.75,384.75,0.0,11866.75,10897.5,11866.75,-969.25
2026-01-01 06:00:00+00:00,136.0,8181.75,2.0,1103.5,1436.5,0.5,89.5,41.0,90.25,0.0,9.75,11090.75,1.5,0.0,12374.75,11092.25,12374.75,-1282.5
2026-01-01 07:00:00+00:00,136.0,6810.25,2.0,1066.75,1441.75,287.0,86.0,41.0,105.5,0.0,9.75,9986.0,271.75,0.0,12419.75,10257.75,12419.75,-2162.0
2026-01-01 08:00:00+00:00,137.75,5524.5,2.5,997.25,1445.25,1114.0,84.0,37.0,78.75,0.0,9.75,9430.75,364.5,0.0,12702.25,9795.25,12702.25,-2907.0
2026-01-01 09:00:00+00:00,137.0,5067.25,3.0,899.25,1449.25,1843.0,71.25,31.0,69.25,0.0,10.0,9580.25,0.0,6.75,12825.0,9580.25,12831.75,-3251.5
2026-01-01 10:00:00+00:00,137.5,5508.5,2.25,863.75,1443.0,2460.25,59.75,31.0,70.0,0.0,9.5,10585.5,0.0,492.0,13451.75,10585.5,13943.75,-3358.25
2026-01-01 11:00:00+00:00,137.5,5874.25,2.0,841.25,1438.75,2416.25,32.0,31.0,62.25,0.0,9.0,10844.25,0.0,474.0,13844.0,10844.25,14318.0,-3473.75
2026-01-01 12:00:00+00:00,137.5,6484.5,3.0,838.25,1445.0,1705.5,34.5,30.25,66.75,0.0,9.0,10754.25,0.0,365.0,13485.0,10754.25,13850.0,-3095.75
2026-01-01 13:00:00+00:00,138.0,6740.0,2.5,856.5,1439.75,1103.5,29.75,26.0,66.75,0.0,9.0,10411.75,0.0,143.75,13264.0,10411.75,13407.75,-2996.0
2026-01-01 14:00:00+00:00,136.25,7852.25,2.25,932.0,1438.75,428.5,34.25,26.0,69.25,0.0,9.0,10928.5,0.0,2.5,13408.25,10928.5,13410.75,-2482.25
2026-01-01 15:00:00+00:00,135.75,8358.25,2.0,1189.0,1438.75,47.75,42.5,26.0,86.0,0.0,9.0,11335.0,89.25,0.0,14077.0,11424.25,14077.0,-2652.75
2026-01-01 16:00:00+00:00,138.25,8346.5,2.75,1607.5,1439.75,0.0,47.0,26.0,183.5,0.0,9.25,11800.5,834.75,0.0,15239.0,12635.25,15239.0,-2603.75
2026-01-01 17:00:00+00:00,137.75,8424.75,2.5,1612.5,1449.0,0.0,55.0,29.0,286.5,0.0,9.5,12006.5,608.75,0.0,15677.25,12615.25,15677.25,-3062.0
2026-01-01 18:00:00+00:00,137.25,8463.0,2.75,1631.25,1449.5,0.0,48.5,31.0,301.0,0.0,9.75,12074.0,635.25,0.0,15847.0,12709.25,15847.0,-3137.75
2026-01-01 19:00:00+00:00,138.5,8629.75,3.0,1570.5,1449.5,0.0,45.25,31.0,177.75,0.0,10.0,12055.25,290.75,0.0,15304.25,12346.0,15304.25,-2958.25
2026-01-01 20:00:00+00:00,139.0,8806.75,3.0,1380.5,1456.75,0.0,40.5,27.0,80.5,0.0,10.0,11944.0,93.25,0.0,14479.0,12037.25,14479.0,-2441.75
2026-01-01 21:00:00+00:00,136.5,8715.75,3.0,1048.25,1441.75,0.0,47.25,21.0,69.75,0.0,8.0,11491.25,5.0,0.0,13297.25,11496.25,13297.25,-1801.0
2026-01-01 22:00:00+00:00,133.75,7617.5,3.0,957.25,1432.5,0.0,38.75,21.0,70.5,0.0,7.0,10281.25,0.0,65.75,12163.25,10281.25,12229.0,-1947.75
2026-01-01 23:00:00+00:00,134.0,6364.75,3.0,934.5,1426.25,0.0,39.25,21.0,75.75,0.0,7.0,9005.5,23.5,0.0,11290.25,9029.0,11290.25,-2261.25
2026-01-02 00:00:00+00:00,136.25,5371.5,2.75,904.25,1428.75,0.0,39.25,21.0,69.5,0.0,7.0,7980.25,49.5,0.0,10673.0,8029.75,10673.0,-2643.25
2026-01-02 01:00:00+00:00,136.5,4777.5,3.0,878.75,1426.5,0.0,34.0,21.0,70.75,0.0,7.75,7355.75,0.0,99.5,10344.75,7355.75,10444.25,-3088.5
2026-01-02 02:00:00+00:00,135.25,4799.0,2.75,862.75,1419.25,0.0,32.0,21.0,72.5,0.0,8.75,7353.25,0.0,217.0,10299.25,7353.25,10516.25,-3163.0
2026-01-02 03:00:00+00:00,136.5,5323.0,2.0,866.0,1418.25,0.0,32.0,24.5,72.25,0.0,9.5,7884.0,0.0,398.5,10502.0,7884.0,10900.5,-3016.5
2026-01-02 04:00:00+00:00,136.5,5406.5,2.0,879.0,1421.0,0.0,34.25,33.0,72.75,0.0,9.0,7994.0,0.0,59.5,11256.5,7994.0,11316.0,-3322.0
2026-01-02 05:00:00+00:00,137.5,6595.75,2.0,942.5,1407.5,0.0,35.5,38.0,82.0,0.0,9.0,9249.75,7.0,0.0,12998.75,9256.75,12998.75,-3742.0
2026-01-02 06:00:00+00:00,133.75,7159.0,2.25,1161.0,1416.0,0.25,48.0,38.0,102.5,0.0,8.0,10068.75,209.75,0.0,14678.0,10278.5,14678.0,-4399.5
2026-01-02 07:00:00+00:00,135.75,7256.75,2.0,1526.5,1407.25,198.25,52.25,38.0,181.5,0.0,8.0,10806.25,732.25,0.0,15934.75,11538.5,15934.75,-4396.25
2026-01-02 08:00:00+00:00,134.75,7196.5,2.25,1453.5,1412.0,910.25,57.5,37.25,108.5,0.0,8.25,11320.75,799.75,0.0,16785.0,12120.5,16785.0,-4664.5
2026-01-02 09:00:00+00:00,135.5,7730.0,2.0,1094.0,1417.0,1700.0,55.0,31.5,85.0,0.0,9.0,12259.0,98.0,0.0,16470.75,12357.0,16470.75,-4113.75
2026-01-02 10:00:00+00:00,136.25,7669.5,1.75,910.25,1417.75,2777.5,62.75,31.0,84.0,0.0,9.0,13099.75,0.0,114.25,16807.0,13099.75,16921.25,-3821.5
2026-01-02 11:00:00+00:00,136.25,7172.75,2.0,918.0,1425.25,3021.25,73.25,31.0,76.5,0.0,9.0,12865.25,0.0,417.75,16445.75,12865.25,16863.5,-3998.25
2026-01-02 12:00:00+00:00,137.75,7242.0,2.0,875.5,1432.75,2754.25,73.75,30.25,76.75,0.0,9.0,12634.0,0.0,265.75,15746.0,12634.0,16011.75,-3377.75
2026-01-02 13:00:00+00:00,137.25,7933.5,2.0,870.5,1441.0,1869.75,72.5,26.0,75.25,0.0,8.75,12436.5,0.0,88.25,15564.0,12436.5,15652.25,-3215.75
2026-01-02 14:00:00+00:00,135.25,8732.25,2.0,1005.5,1449.75,886.5,58.5,26.0,90.25,0.0,9.0,12395.0,62.25,0.0,15880.75,12457.25,15880.75,-3423.5
2026-01-02 15:00:00+00:00,135.5,9393.25,0.25,1390.0,1432.75,125.75,59.0,29.0,188.75,0.0,7.0,12761.25,275.75,0.0,16829.0,13037.0,16829.0,-3792.0
2026-01-02 16:00:00+00:00,137.0,9506.25,0.0,1727.75,1450.75,0.0,72.25,31.0,369.0,0.0,7.0,13301.0,754.5,0.0,18279.0,14055.5,18279.0,-4223.5
2026-01-02 17:00:00+00:00,137.25,9452.75,0.0,1769.0,1453.25,0.0,70.25,31.0,351.75,0.0,7.0,13272.25,955.25,0.0,18585.0,14227.5,18585.0,-4357.5
2026-01-02 18:00:00+00:00,136.0,9163.25,0.5,1757.75,1467.0,0.0,93.75,30.25,259.5,0.0,6.5,12914.5,1116.75,0.0,18377.5,14031.25,18377.5,-4346.25
2026-01-02 19:00:00+00:00,136.0,9269.0,2.0,1474.5,1467.0,0.0,110.25,26.0,168.75,0.0,6.75,12660.25,401.0,0.0,17295.25,13061.25,17295.25,-4234.0
2026-01-02 20:00:00+00:00,136.25,9239.0,2.0,1214.5,1462.0,0.0,74.75,25.25,96.5,0.0,6.75,12257.0,0.0,0.25,16023.75,12257.0,16024.0,-3767.0
2026-01-02 21:00:00+00:00,137.0,8573.25,2.5,1085.0,1446.5,0.0,59.0,21.0,79.75,0.0,6.5,11410.5,0.0,2.5,14701.75,11410.5,14704.25,-3293.75
2026-01-02 22:00:00+00:00,135.5,7228.0,2.0,989.0,1444.5,0.0,56.5,21.0,80.25,0.0,7.0,9963.75,0.0,12.0,13380.0,9963.75,13392.0,-3428.25
2026-01-02 23:00:00+00:00,134.75,5816.0,2.0,1040.75,1444.75,0.0,38.5,21.0,71.5,0.0,7.0,8576.25,0.0,260.5,12353.0,8576.25,12613.5,-4037.25
2026-01-03 00:00:00+00:00,135.0,5463.75,2.5,952.75,1442.75,0.0,35.5,21.0,71.25,0.0,7.0,8131.5,0.0,339.75,11787.25,8131.5,12127.0,-3995.5
2026-01-03 01:00:00+00:00,135.75,5544.75,3.0,933.25,1445.5,0.0,45.0,21.0,78.25,0.0,7.0,8213.5,0.0,562.75,11397.0,8213.5,11959.75,-3746.25
2026-01-03 02:00:00+00:00,136.0,5590.75,3.0,914.25,1453.25,0.0,54.0,21.0,85.5,0.0,9.5,8267.25,0.0,424.75,11229.5,8267.25,11654.25,-3387.0
2026-01-03 03:00:00+00:00,136.25,5622.0,3.0,948.5,1443.25,0.0,74.25,21.0,77.75,0.0,9.0,8335.0,0.0,363.5,11364.25,8335.0,11727.75,-3392.75
2026-01-03 04:00:00+00:00,134.75,6087.0,3.0,943.5,1432.5,0.0,77.0,26.5,77.25,0.0,9.0,8790.5,0.0,17.0,11944.0,8790.5,11961.0,-3170.5
2026-01-03 05:00:00+00:00,132.75,6859.0,3.0,1061.25,1434.75,0.0,62.25,35.25,239.0,0.0,9.0,9836.25,76.0,0.0,13203.0,9912.25,13203.0,-3290.75
2026-01-03 06:00:00+00:00,130.75,6940.75,3.0,1381.0,1442.0,0.25,41.0,36.0,378.0,0.0,9.0,10361.75,228.5,0.0,14553.5,10590.25,14553.5,-3963.25
2026-01-03 07:00:00+00:00,134.5,6710.5,3.0,1457.5,1431.25,223.25,40.75,36.0,325.0,0.0,10.0,10371.75,525.25,0.0,15435.5,10897.0,15435.5,-4538.5
2026-01-03 08:00:00+00:00,134.25,6921.0,3.0,1484.25,1443.75,1006.0,34.75,35.25,337.0,0.0,9.75,11409.0,374.5,0.0,16400.0,11783.5,16400.0,-4616.5
2026-01-03 09:00:00+00:00,134.25,6703.0,3.5,1475.5,1452.5,1787.75,28.25,31.0,450.75,0.0,10.0,12076.5,86.0,0.0,16487.75,12162.5,16487.75,-4325.25
2026-01-03 10:00:00+00:00,134.5,6771.25,4.0,1299.0,1449.75,2593.0,27.5,31.0,415.5,0.0,9.5,12735.0,0.0,75.75,16427.5,12735.0,16503.25,-3768.25
2026-01-03 11:00:00+00:00,133.25,6656.25,4.0,1257.0,1444.0,2802.75,30.0,30.25,302.75,0.0,9.0,12669.25,0.0,196.75,16018.0,12669.25,16214.75,-3545.5
2026-01-03 12:00:00+00:00,134.25,6941.75,4.5,1170.0,1448.0,2469.75,18.5,26.0,181.5,0.0,9.0,12403.25,0.0,406.5,15276.5,12403.25,15683.0,-3279.75
2026-01-03 13:00:00+00:00,132.75,7052.75,4.25,1268.75,1446.75,1596.75,14.5,26.0,407.5,0.0,9.0,11959.0,0.0,175.0,15196.0,11959.0,15371.0,-3412.0
2026-01-03 14:00:00+00:00,132.5,7526.75,0.25,1428.75,1448.5,730.0,14.0,26.0,378.25,0.0,9.0,11694.0,0.0,180.5,15547.0,11694.0,15727.5,-4033.5
2026-01-03 15:00:00+00:00,135.25,7944.5,0.0,1406.25,1449.0,100.5,9.25,26.0,190.25,0.0,10.0,11271.0,175.0,0.0,16144.0,11446.0,16144.0,-4698.0
2026-01-03 16:00:00+00:00,133.5,8081.5,0.0,1685.0,1451.0,0.0,7.75,26.0,377.75,0.0,10.25,11772.75,606.75,0.0,17635.25,12379.5,17635.25,-5255.75
2026-01-03 17:00:00+00:00,137.5,8169.0,0.0,1829.0,1470.25,0.0,9.25,29.0,489.25,0.0,12.0,12145.25,734.5,0.0,18257.75,12879.75,18257.75,-5378.0
2026-01-03 18:00:00+00:00,136.5,7961.25,0.0,2029.75,1474.75,0.0,13.0,30.25,568.0,0.0,11.25,12224.75,471.0,0.0,18329.5,12695.75,18329.5,-5633.75
2026-01-03 19:00:00+00:00,135.75,7999.0,0.0,1728.5,1477.25,0.0,18.75,26.0,285.25,0.0,11.0,11681.5,164.75,0.0,17130.25,11846.25,17130.25,-5284.0
2026-01-03 20:00:00+00:00,134.75,7807.5,0.0,1373.5,1475.0,0.0,31.25,25.25,164.5,0.0,11.0,11022.75,0.0,345.25,15833.5,11022.75,16178.75,-5156.0
2026-01-03 21:00:00+00:00,135.25,7452.25,0.0,1182.0,1463.25,0.0,38.0,21.0,107.5,0.0,11.0,10410.25,0.0,406.25,14658.0,10410.25,15064.25,-4654.0
2026-01-03 22:00:00+00:00,136.0,6669.5,0.0,1080.0,1458.25,0.0,34.75,21.0,70.0,0.0,10.25,9479.75,0.0,319.75,13463.5,9479.75,13783.25,-4303.5
2026-01-03 23:00:00+00:00,135.0,6166.0,0.0,1068.25,1449.75,0.0,27.0,21.0,66.25,0.0,9.75,8943.0,0.0,850.0,12476.75,8943.0,13326.75,-4383.75
2026-01-04 00:00:00+00:00,136.25,4996.5,0.0,1005.5,1443.25,0.0,30.75,21.0,68.0,0.0,10.0,7711.25,0.0,685.25,11829.75,7711.25,12515.0,-4803.75
2026-01-04 01:00:00+00:00,136.5,5242.25,0.0,970.75,1447.25,0.0,43.25,21.0,68.75,0.0,10.0,7939.75,0.0,1195.0,11437.25,7939.75,12632.25,-4692.5
2026-01-04 02:00:00+00:00,136.75,5216.5,0.0,951.25,1441.25,0.0,60.5,21.0,68.75,0.0,11.75,7907.75,0.0,1262.25,11247.0,7907.75,12509.25,-4601.5
2026-01-04 03:00:00+00:00,136.0,5371.0,0.0,938.0,1440.75,0.0,73.0,26.5,69.0,0.0,12.0,8066.25,0.0,979.0,11327.0,8066.25,12306.0,-4239.75
2026-01-04 04:00:00+00:00,134.75,5112.5,0.0,944.5,1433.25,0.0,83.5,35.0,71.75,0.0,3.0,7818.25,0.0,272.25,11674.0,7818.25,11946.25,-4128.0
2026-01-04 05:00:00+00:00,137.0,5495.0,0.0,1009.75,1430.5,0.0,109.0,41.0,79.25,0.0,5.0,8306.5,13.25,0.0,12570.0,8319.75,12570.0,-4250.25
2026-01-04 06:00:00+00:00,135.0,6066.0,0.0,1088.0,1436.25,0.0,109.25,41.0,110.5,0.0,2.25,8988.25,4.25,0.0,13415.25,8992.5,13415.25,-4422.75
2026-01-04 07:00:00+00:00,136.5,6649.0,0.0,1245.5,1428.25,224.75,108.75,41.0,126.5,0.0,10.0,9970.25,37.5,0.0,14264.0,10007.75,14264.0,-4256.25
2026-01-04 08:00:00+00:00,136.75,7248.25,0.0,1105.5,1432.5,1002.75,112.0,41.0,90.0,0.0,10.0,11178.75,0.0,162.0,14954.25,11178.75,15116.25,-3937.5
2026-01-04 09:00:00+00:00,135.25,7011.5,0.0,1013.75,1431.0,1842.75,114.25,40.25,75.5,0.0,9.5,11673.75,0.0,91.0,15001.0,11673.75,15092.0,-3418.25
2026-01-04 10:00:00+00:00,136.0,6305.25,0.0,961.75,1438.25,2857.0,112.5,36.0,77.0,0.0,7.25,11931.0,0.0,83.25,15382.5,11931.0,15465.75,-3534.75
2026-01-04 11:00:00+00:00,135.5,5980.0,0.0,945.75,1433.0,3125.5,111.5,36.0,67.25,0.0,7.75,11842.25,0.0,70.0,15200.75,11842.25,15270.75,-3428.5
2026-01-04 12:00:00+00:00,136.25,5807.0,0.0,925.75,1435.75,2830.25,110.0,36.0,74.25,0.0,9.0,11364.25,0.0,223.5,14499.0,11364.25,14722.5,-3358.25
2026-01-04 13:00:00+00:00,133.75,6249.0,0.0,930.0,1430.0,1926.5,114.75,36.0,74.0,0.0,9.0,10903.0,1.5,0.0,14135.25,10904.5,14135.25,-3230.75
2026-01-04 14:00:00+00:00,134.5,7335.5,0.0,1068.25,1423.0,937.0,118.5,36.0,77.5,0.0,9.0,11139.25,0.0,132.5,14547.5,11139.25,14680.0,-3540.75
2026-01-04 15:00:00+00:00,135.5,8669.0,0.0,1193.0,1425.25,135.25,118.25,36.0,141.0,0.0,9.0,11862.25,25.25,0.0,15175.25,11887.5,15175.25,-3287.75
2026-01-04 16:00:00+00:00,134.5,9298.25,0.0,1469.0,1428.75,0.0,119.75,39.0,305.5,0.0,9.0,12803.75,629.25,0.0,16529.5,13433.0,16529.5,-3096.5
2026-01-04 17:00:00+00:00,135.75,9399.75,0.0,1626.0,1440.25,0.0,121.5,41.0,404.75,0.0,9.0,13178.0,777.5,0.0,17414.25,13955.5,17414.25,-3458.75
2026-01-04 18:00:00+00:00,136.0,9372.25,0.0,1826.5,1441.0,0.0,120.25,41.0,393.0,0.0,9.0,13339.0,751.0,0.0,17671.0,14090.0,17671.0,-3581.0
2026-01-04 19:00:00+00:00,134.5,9376.75,0.0,1592.25,1444.75,0.0,119.5,41.0,270.75,0.0,9.25,12988.75,141.25,0.0,16897.5,13130.0,16897.5,-3767.5
2026-01-04 20:00:00+00:00,135.0,9204.0,0.0,1342.75,1434.25,0.0,119.5,37.25,135.75,0.0,9.5,12418.0,33.5,0.0,15745.0,12451.5,15745.0,-3293.5
2026-01-04 21:00:00+00:00,135.0,8771.5,0.0,1222.5,1430.5,0.0,120.5,29.0,76.5,0.0,7.5,11793.0,0.0,12.75,14620.0,11793.0,14632.75,-2839.75
2026-01-04 22:00:00+00:00,132.75,8266.75,0.0,1064.75,1417.5,0.0,120.25,26.0,69.5,0.0,8.5,11106.0,73.25,0.0,13604.0,11179.25,13604.0,-2424.75
2026-01-04 23:00:00+00:00,134.0,7552.25,0.0,1059.0,1408.25,0.0,119.75,26.0,100.0,0.0,11.0,10410.25,0.0,152.25,12710.5,10410.25,12862.75,-2452.5
2026-01-05 00:00:00+00:00,134.25,7594.0,0.0,961.0,1405.5,0.0,122.5,26.0,62.25,0.0,11.0,10316.5,0.0,389.25,12084.25,10316.5,12473.5,-2157.0
2026-01-05 01:00:00+00:00,134.5,7126.25,0.0,925.5,1408.0,0.0,121.75,26.0,61.25,0.0,11.0,9814.25,0.0,274.5,11657.25,9814.25,11931.75,-2117.5
2026-01-05 02:00:00+00:00,135.0,7031.5,0.0,893.75,1413.25,0.0,121.75,26.0,60.5,0.0,11.0,9692.75,0.0,616.75,11562.75,9692.75,12179.5,-2486.75
2026-01-05 03:00:00+00:00,135.0,7381.75,0.0,890.25,1416.75,0.0,121.75,27.75,62.5,0.0,9.75,10045.5,0.0,666.75,11845.25,10045.5,12512.0,-2466.5
2026-01-05 04:00:00+00:00,134.25,7405.0,0.0,901.25,1415.5,0.0,120.75,35.0,62.75,0.0,9.0,10083.5,0.0,158.25,12566.75,10083.5,12725.0,-2641.5
2026-01-05 05:00:00+00:00,134.25,9280.5,0.0,1000.75,1416.5,0.0,119.25,41.0,174.25,0.0,9.0,12175.5,0.0,281.0,14235.75,12175.5,14516.75,-2341.25
2026-01-05 06:00:00+00:00,132.75,11789.25,0.0,1284.5,1427.25,0.0,121.25,41.0,338.5,0.0,9.0,15143.5,0.0,105.0,16042.25,15143.5,16147.25,-1003.75
2026-01-05 07:00:00+00:00,134.25,12255.0,0.0,1575.0,1418.0,175.5,121.75,41.0,535.25,0.0,7.5,16263.25,505.0,0.0,17413.25,16768.25,17413.25,-645.0
2026-01-05 08:00:00+00:00,132.25,12885.5,0.0,1670.0,1421.0,910.0,120.5,41.0,537.0,0.0,9.0,17726.25,624.0,0.0,18459.5,18350.25,18459.5,-109.25
2026-01-05 09:00:00+00:00,131.5,12636.0,0.0,1448.5,1420.0,1772.0,117.75,41.0,402.0,0.0,8.5,17977.25,163.75,0.0,18438.25,18141.0,18438.25,-297.25
2026-01-05 10:00:00+00:00,134.75,12565.75,0.0,1406.5,1428.0,2622.75,111.25,41.0,376.25,0.0,4.0,18690.25,0.0,58.75,18644.0,18690.25,18702.75,-12.5
2026-01-05 11:00:00+00:00,135.25,12846.5,0.0,1289.5,1429.75,2797.25,110.5,41.0,213.75,0.0,5.5,18869.0,0.0,115.75,18396.5,18869.0,18512.25,356.75
2026-01-05 12:00:00+00:00,136.5,12680.75,0.0,1222.75,1436.25,2559.75,113.25,41.0,164.25,0.0,9.0,18363.5,0.0,462.25,17925.5,18363.5,18387.75,-24.25
2026-01-05 13:00:00+00:00,134.5,13383.5,0.0,1237.75,1437.25,1709.75,111.75,41.0,191.5,0.0,9.0,18256.0,0.0,432.75,17588.75,18256.0,18021.5,234.5
2026-01-05 14:00:00+00:00,132.5,13575.25,0.0,1362.25,1440.0,801.0,108.0,41.0,392.5,0.0,7.25,17859.75,70.5,0.0,17643.5,17930.25,17643.5,286.75
2026-01-05 15:00:00+00:00,134.0,14622.0,0.0,1813.75,1446.25,126.75,102.75,41.0,611.75,0.0,4.75,18903.0,304.5,0.0,18232.5,19207.5,18232.5,975.0
2026-01-05 16:00:00+00:00,134.25,15340.0,0.0,2223.0,1457.0,0.0,108.0,41.0,800.75,0.0,8.5,20112.5,620.25,0.0,19432.75,20732.75,19432.75,1300.0
2026-01-05 17:00:00+00:00,134.75,15585.75,0.0,2207.75,1469.0,0.0,111.5,41.0,867.0,0.0,8.5,20425.25,937.0,0.0,19635.0,21362.25,19635.0,1727.25
2026-01-05 18:00:00+00:00,133.75,15651.25,0.0,2276.75,1467.0,0.0,112.25,41.0,862.75,0.0,6.5,20551.25,1123.75,0.0,19497.5,21675.0,19497.5,2177.5
2026-01-05 19:00:00+00:00,133.25,14655.5,0.0,2194.25,1472.75,0.0,114.0,41.0,723.5,0.0,6.75,19341.0,164.5,0.0,18480.25,19505.5,18480.25,1025.25
2026-01-05 20:00:00+00:00,134.75,12829.75,0.0,1686.0,1467.5,0.0,117.25,37.25,371.75,0.0,7.5,16651.75,0.0,87.25,17054.5,16651.75,17141.75,-490.0
2026-01-05 21:00:00+00:00,133.5,11176.5,0.0,1365.5,1452.0,0.0,116.0,29.0,231.25,0.0,6.75,14510.5,0.0,138.75,15594.25,14510.5,15733.0,-1222.5
2026-01-05 22:00:00+00:00,133.75,10354.5,0.0,1243.0,1436.0,0.0,110.5,26.0,116.0,0.0,7.0,13426.75,0.0,600.0,14325.25,13426.75,14925.25,-1498.5
2026-01-05 23:00:00+00:00,133.75,9337.75,0.0,1097.75,1407.25,0.0,119.5,26.0,61.25,0.0,7.0,12190.25,0.0,575.0,13302.0,12190.25,13877.0,-1686.75
2026-01-06 00:00:00+00:00,133.5,8753.0,0.0,1029.5,1403.0,0.0,124.5,26.0,73.75,0.0,7.0,11550.25,426.25,0.0,12429.0,11976.5,12429.0,-452.5
2026-01-06 01:00:00+00:00,135.25,8854.75,0.0,975.5,1407.5,0.0,127.25,26.0,66.0,0.0,6.25,11598.5,0.0,870.5,12111.0,11598.5,12981.5,-1383.0
2026-01-06 02:00:00+00:00,136.5,8622.25,0.0,982.25,1408.75,0.0,129.25,26.0,68.25,0.0,6.75,11380.0,0.0,1063.25,11989.5,11380.0,13052.75,-1672.75
2026-01-06 03:00:00+00:00,136.5,8899.0,0.0,958.5,1415.25,0.0,130.0,26.0,63.75,0.0,6.75,11635.75,0.0,1073.75,12064.5,11635.75,13138.25,-1502.5
2026-01-06 04:00:00+00:00,134.0,9679.25,0.0,947.75,1427.25,0.0,132.0,32.25,67.75,0.0,7.0,12427.25,0.0,613.25,12475.0,12427.25,13088.25,-661.0
2026-01-06 05:00:00+00:00,134.0,11560.5,0.0,1138.5,1422.25,0.0,132.0,40.25,84.0,0.0,6.75,14518.25,0.0,173.5,13494.0,14518.25,13667.5,850.75
2026-01-06 06:00:00+00:00,133.5,13184.0,0.0,1237.25,1425.25,0.0,132.0,41.0,125.25,0.0,7.0,16285.25,0.0,461.0,14521.75,16285.25,14982.75,1302.5
2026-01-06 07:00:00+00:00,134.0,13664.0,0.0,1341.5,1417.75,115.25,132.5,41.0,156.75,0.0,7.0,17009.75,0.0,340.75,15385.75,17009.75,15726.5,1283.25
2026-01-06 08:00:00+00:00,134.25,13955.0,0.0,1337.5,1416.75,673.0,133.0,41.0,149.75,0.0,7.0,17847.25,37.5,0.0,16431.0,17884.75,16431.0,1453.75
2026-01-06 09:00:00+00:00,133.25,13865.5,0.0,1275.5,1421.25,1377.0,131.75,41.0,288.25,0.0,9.0,18542.5,8.25,0.0,16956.0,18550.75,16956.0,1594.75
2026-01-06 10:00:00+00:00,135.5,14003.75,0.0,1190.5,1423.5,2127.25,131.75,41.0,238.5,0.0,10.0,19301.75,6.25,0.0,17323.5,19308.0,17323.5,1984.5
2026-01-06 11:00:00+00:00,134.25,13829.5,0.0,1195.25,1422.5,2346.5,133.25,41.0,236.75,0.0,9.0,19348.0,34.5,0.0,17187.0,19382.5,17187.0,2195.5
2026-01-06 12:00:00+00:00,133.25,13610.75,0.0,1127.25,1425.25,2202.5,133.75,41.0,177.5,0.0,9.0,18860.25,0.0,478.25,16258.75,18860.25,16737.0,2123.25
2026-01-06 13:00:00+00:00,134.5,13415.75,0.0,1134.0,1439.0,1509.75,132.75,41.0,129.5,0.0,9.0,17945.25,0.0,463.75,15688.5,17945.25,16152.25,1793.0
2026-01-06 14:00:00+00:00,131.75,13710.0,0.0,1216.75,1432.0,723.5,131.5,41.0,123.5,0.0,10.5,17520.5,0.0,138.75,15777.5,17520.5,15916.25,1604.25
2026-01-06 15:00:00+00:00,133.25,14174.75,0.0,1327.0,1449.0,113.0,130.5,41.0,230.5,0.0,10.25,17609.25,199.25,0.0,16468.25,17808.5,16468.25,1340.25
2026-01-06 16:00:00+00:00,134.75,14601.0,0.0,1611.25,1452.0,0.0,130.0,41.0,320.5,0.0,10.75,18301.25,613.0,0.0,17973.75,18914.25,17973.75,940.5
2026-01-06 17:00:00+00:00,134.25,14460.5,0.0,1841.25,1449.25,0.0,127.75,41.0,362.75,0.0,11.0,18427.75,855.25,0.0,18641.0,19283.0,18641.0,642.0
2026-01-06 18:00:00+00:00,133.25,14376.5,0.0,1735.0,1444.25,0.0,130.0,41.0,279.75,0.0,9.75,18149.5,751.75,0.0,18677.5,18901.25,18677.5,223.75
2026-01-06 19:00:00+00:00,128.5,13862.75,0.0,1438.0,1441.0,0.0,130.5,41.0,156.75,0.0,10.75,17209.25,0.0,266.25,17679.25,17209.25,17945.5,-736.25
2026-01-06 20:00:00+00:00,130.5,12569.75,0.0,1262.0,1437.0,0.0,128.5,37.25,78.0,0.0,10.25,15653.25,0.0,1298.0,16581.75,15653.25,17879.75,-2226.5
2026-01-06 21:00:00+00:00,132.5,10580.75,0.0,1134.0,1445.25,0.0,127.75,29.0,77.5,0.0,9.0,13535.75,0.0,1440.25,15232.5,13535.75,16672.75,-3137.0
