,Biomass,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Other,Solar,Wind Onshore,Fossil Hard coal,Hydro Water Reservoir,Geothermal,Fossil Coal-derived gas,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-14 16:00:00+00:00,99.5,15720.25,0.0,2031.0,1579.0,0.0,37.0,32.5,743.0,0.0,8.25,20250.5,1063.75,0.0,26153.0,21314.25,26153.0,-4838.75
2026-01-14 17:00:00+00:00,104.5,15517.75,0.0,2083.75,1598.5,0.0,19.0,32.5,784.75,0.0,9.5,20150.25,1066.25,0.0,25723.5,21216.5,25723.5,-4507.0
2026-01-14 18:00:00+00:00,104.0,15565.5,0.0,1927.75,1608.75,0.0,9.75,29.5,801.75,0.0,10.5,20057.5,586.0,0.0,25200.5,20643.5,25200.5,-4557.0
2026-01-14 19:00:00+00:00,105.0,14621.5,0.0,1700.0,1515.0,0.0,7.5,26.0,506.5,0.0,10.0,18491.5,191.75,0.0,23664.75,18683.25,23664.75,-4981.5
2026-01-14 20:00:00+00:00,104.5,13765.25,0.0,1431.5,1503.0,0.0,5.25,25.25,288.75,0.0,8.5,17132.0,0.0,31.25,21782.0,17132.0,21813.25,-4681.25
2026-01-14 21:00:00+00:00,104.25,12486.75,0.0,1243.75,1486.75,0.0,4.5,20.5,191.0,0.0,5.75,15543.25,0.0,582.5,19579.0,15543.25,20161.5,-4618.25
2026-01-14 22:00:00+00:00,103.0,12220.5,0.0,1128.25,1468.0,0.0,6.75,15.0,177.5,0.0,6.0,15125.0,0.0,781.5,18118.5,15125.0,18900.0,-3775.0
2026-01-14 23:00:00+00:00,102.0,11056.75,0.0,1103.25,1451.0,0.0,3.0,15.0,89.0,0.0,6.0,13826.0,0.0,1030.75,16903.25,13826.0,17934.0,-4108.0
2026-01-15 00:00:00+00:00,101.25,10729.0,0.0,1033.25,1456.0,0.0,4.75,15.0,49.5,0.0,7.75,13396.5,0.0,1447.25,16205.5,13396.5,17652.75,-4256.25
2026-01-15 01:00:00+00:00,99.75,10685.0,0.0,932.5,1467.0,0.0,2.75,15.0,54.25,0.0,6.75,13263.0,0.0,1881.75,15624.75,13263.0,17506.5,-4243.5
2026-01-15 02:00:00+00:00,102.5,10604.0,0.0,908.75,1469.5,0.0,3.25,15.0,50.0,0.0,6.0,13159.0,0.0,1651.25,15550.5,13159.0,17201.75,-4042.75
2026-01-15 03:00:00+00:00,102.0,10421.75,0.0,896.75,1470.25,0.0,6.5,21.25,49.5,0.0,6.0,12974.0,0.0,1431.25,15862.5,12974.0,17293.75,-4319.75
2026-01-15 04:00:00+00:00,102.5,11438.75,0.0,901.0,1465.25,0.0,17.75,30.0,63.75,0.0,6.5,14025.5,0.0,1010.5,16913.5,14025.5,17924.0,-3898.5
2026-01-15 05:00:00+00:00,103.25,13592.5,0.0,1062.5,1448.75,0.0,9.0,38.25,186.75,0.0,5.0,16446.0,133.0,0.0,20479.5,16579.0,20479.5,-3900.5
2026-01-15 06:00:00+00:00,98.25,15296.0,0.0,1376.25,1448.75,0.0,10.0,39.0,365.0,0.0,5.25,18638.5,309.25,0.0,24393.5,18947.75,24393.5,-5445.75
2026-01-15 07:00:00+00:00,97.25,15430.5,0.0,1554.75,1426.75,72.25,21.75,39.0,578.0,0.0,5.5,19225.75,570.75,0.0,26845.5,19796.5,26845.5,-7049.0
2026-01-15 08:00:00+00:00,101.75,15359.25,0.0,1640.5,1411.75,435.5,14.75,36.75,543.25,0.0,7.5,19551.0,524.5,0.0,27551.25,20075.5,27551.25,-7475.75
2026-01-15 09:00:00+00:00,99.75,15229.0,0.0,1480.75,1417.25,869.5,15.5,31.0,421.75,0.0,7.75,19572.25,251.25,0.0,27275.25,19823.5,27275.25,-7451.75
2026-01-15 10:00:00+00:00,100.5,15288.0,0.0,1409.25,1417.5,1330.25,25.25,30.5,368.25,0.0,7.75,19977.25,0.0,24.25,27213.5,19977.25,27237.75,-7260.5
2026-01-15 11:00:00+00:00,102.25,15244.0,0.0,1202.25,1426.0,1512.5,31.0,29.0,202.5,0.0,7.5,19757.0,0.0,101.0,25711.75,19757.0,25812.75,-6055.75
2026-01-15 12:00:00+00:00,102.0,15662.75,0.0,1165.5,1431.5,1321.5,24.75,29.0,218.5,0.0,8.0,19963.5,0.0,436.0,25823.5,19963.5,26259.5,-6296.0
2026-01-15 13:00:00+00:00,101.75,15756.25,0.0,1151.5,1438.0,916.25,17.0,29.0,146.5,0.0,8.0,19564.25,16.5,0.0,26072.25,19580.75,26072.25,-6491.5
2026-01-15 14:00:00+00:00,102.25,15858.5,0.0,1343.75,1450.75,412.5,11.0,29.0,218.5,0.0,6.5,19432.75,0.0,84.0,26076.5,19432.75,26160.5,-6727.75
2026-01-15 15:00:00+00:00,103.75,15883.5,0.0,1649.25,1451.75,60.0,11.25,29.0,464.75,0.0,6.25,19659.5,234.25,0.0,26108.0,19893.75,26108.0,-6214.25
2026-01-15 16:00:00+00:00,116.25,15828.5,0.0,1680.25,1467.25,0.25,11.0,29.0,448.25,0.0,7.0,19587.75,888.75,0.0,25911.0,20476.5,25911.0,-5434.5
2026-01-15 17:00:00+00:00,113.75,15939.75,0.0,1559.0,1476.5,0.0,14.0,28.25,312.75,0.0,7.0,19451.0,644.5,0.0,25499.75,20095.5,25499.75,-5404.25
2026-01-15 18:00:00+00:00,112.25,15914.0,0.0,1571.0,1473.25,0.0,16.5,21.5,404.25,0.0,7.0,19519.75,341.25,0.0,24849.5,19861.0,24849.5,-4988.5
2026-01-15 19:00:00+00:00,119.75,14926.0,0.0,1539.75,1473.75,0.0,24.25,21.0,319.75,0.0,6.25,18430.5,200.5,0.0,23351.25,18631.0,23351.25,-4720.25
2026-01-15 20:00:00+00:00,129.25,14509.25,0.0,1292.5,1476.5,0.0,26.25,21.0,203.0,0.0,6.0,17663.75,0.0,33.25,21688.25,17663.75,21721.5,-4057.75
2026-01-15 21:00:00+00:00,124.5,12940.5,0.0,1095.25,1467.0,0.0,26.25,18.75,110.0,0.0,6.0,15788.25,0.0,172.75,19341.75,15788.25,19514.5,-3726.25
2026-01-15 22:00:00+00:00,125.5,11784.5,0.0,1022.5,1461.75,0.0,33.5,15.0,59.75,0.0,6.0,14508.5,0.0,181.5,17854.5,14508.5,18036.0,-3527.5
2026-01-15 23:00:00+00:00,128.75,11252.0,0.0,1015.5,1458.5,0.0,33.5,15.0,71.25,0.0,5.75,13980.25,0.0,415.75,16651.25,13980.25,17067.0,-3086.75
2026-01-16 00:00:00+00:00,132.75,10830.25,0.0,957.5,1456.75,0.0,28.75,15.0,72.25,0.0,6.0,13499.25,0.0,426.0,15934.75,13499.25,16360.75,-2861.5
2026-01-16 01:00:00+00:00,132.5,10145.5,0.0,932.5,1454.75,0.0,28.5,15.0,73.25,0.0,6.75,12788.75,0.0,662.75,15522.25,12788.75,16185.0,-3396.25
2026-01-16 02:00:00+00:00,133.25,9554.25,0.0,901.0,1453.5,0.0,22.0,15.75,47.75,0.0,6.5,12134.0,0.0,400.0,15483.5,12134.0,15883.5,-3749.5
2026-01-16 03:00:00+00:00,132.5,10224.0,0.0,886.75,1464.75,0.0,20.5,24.5,47.0,0.0,8.75,12808.75,0.0,734.75,15719.75,12808.75,16454.5,-3645.75
2026-01-16 04:00:00+00:00,131.5,11326.5,0.0,910.25,1461.75,0.0,30.75,34.5,72.25,0.0,8.75,13976.25,0.0,362.75,17045.25,13976.25,17408.0,-3431.75
2026-01-16 05:00:00+00:00,132.25,13292.0,0.0,1044.25,1451.25,0.0,41.25,41.0,158.5,0.0,9.0,16169.5,226.0,0.0,20457.25,16395.5,20457.25,-4061.75
2026-01-16 06:00:00+00:00,131.0,14908.5,0.0,1419.5,1461.75,0.5,36.0,41.0,391.75,0.0,7.75,18397.75,307.75,0.0,24336.75,18705.5,24336.75,-5631.25
2026-01-16 07:00:00+00:00,126.75,15095.75,0.0,1566.25,1455.5,115.25,39.25,41.0,432.5,0.0,8.0,18880.25,676.75,0.0,26634.75,19557.0,26634.75,-7077.75
2026-01-16 08:00:00+00:00,125.5,15050.5,0.0,1506.0,1442.0,543.75,45.5,41.0,374.25,0.0,7.75,19136.25,143.5,0.0,26988.5,19279.75,26988.5,-7708.75
2026-01-16 09:00:00+00:00,123.5,15121.75,0.0,1370.0,1452.25,1132.0,49.0,41.0,350.75,0.0,7.75,19648.0,41.0,0.0,26747.5,19689.0,26747.5,-7058.5
2026-01-16 10:00:00+00:00,122.0,14771.5,0.0,1308.5,1446.0,1637.5,49.25,41.0,273.0,0.0,7.5,19656.25,0.0,2.25,26563.25,19656.25,26565.5,-6909.25
2026-01-16 11:00:00+00:00,122.5,14522.5,0.0,1129.5,1454.25,1703.25,53.5,41.0,127.5,0.0,6.0,19160.0,0.0,341.0,24949.25,19160.0,25290.25,-6130.25
2026-01-16 12:00:00+00:00,124.75,14826.5,0.0,1082.75,1469.25,1471.5,57.0,41.0,127.75,0.0,7.0,19207.5,0.0,636.5,25151.5,19207.5,25788.0,-6580.5
2026-01-16 13:00:00+00:00,124.0,14860.75,0.0,1106.5,1480.0,947.25,53.0,41.0,133.25,0.0,6.75,18752.5,0.0,371.0,25606.75,18752.5,25977.75,-7225.25
2026-01-16 14:00:00+00:00,124.75,15025.0,0.0,1300.25,1574.5,388.5,47.75,41.0,306.0,0.0,7.0,18814.75,133.75,0.0,25621.25,18948.5,25621.25,-6672.75
2026-01-16 15:00:00+00:00,130.0,15259.25,0.0,1601.0,1596.0,47.75,57.5,41.0,449.75,0.0,7.75,19190.0,469.25,0.0,25595.5,19659.25,25595.5,-5936.25
2026-01-16 16:00:00+00:00,132.5,15364.25,0.0,1888.5,1600.25,0.0,59.5,41.0,637.25,0.0,8.0,19731.25,1025.25,0.0,25453.75,20756.5,25453.75,-4697.25
2026-01-16 17:00:00+00:00,131.5,15221.25,0.0,1908.25,1608.25,0.0,50.5,41.0,783.25,0.0,8.0,19752.0,1050.5,0.0,25185.5,20802.5,25185.5,-4383.0
2026-01-16 18:00:00+00:00,133.5,15158.5,0.0,1675.5,1618.0,0.0,50.0,41.0,486.5,0.0,8.0,19171.0,74.25,0.0,24412.5,19245.25,24412.5,-5167.25
2026-01-16 19:00:00+00:00,132.75,14719.25,0.0,1588.5,1622.0,0.0,61.75,41.0,389.0,0.0,9.0,18563.25,68.75,0.0,22946.5,18632.0,22946.5,-4314.5
2026-01-16 20:00:00+00:00,131.75,13415.0,0.0,1373.75,1529.25,0.0,63.75,37.25,225.5,0.0,8.75,16785.0,0.0,143.25,21002.0,16785.0,21145.25,-4360.25
2026-01-16 21:00:00+00:00,130.75,12301.75,0.0,1157.25,1504.5,0.0,69.5,28.75,112.25,0.0,7.75,15312.5,0.0,603.5,19037.5,15312.5,19641.0,-4328.5
2026-01-16 22:00:00+00:00,131.75,11263.25,0.0,1056.75,1495.25,0.0,72.5,17.5,115.0,0.0,5.75,14157.75,0.0,672.25,17651.0,14157.75,18323.25,-4165.5
2026-01-16 23:00:00+00:00,131.5,9344.75,0.0,1107.25,1484.0,0.0,83.25,15.0,108.5,0.0,6.0,12280.25,0.0,337.5,16620.25,12280.25,16957.75,-4677.5
2026-01-17 00:00:00+00:00,133.75,8458.75,0.0,1076.0,1475.0,0.0,90.75,15.0,183.5,0.0,6.25,11439.0,0.0,297.5,15761.0,11439.0,16058.5,-4619.5
2026-01-17 01:00:00+00:00,131.75,8068.5,0.0,1050.5,1480.25,0.0,95.25,15.0,183.0,0.0,8.5,11032.75,0.0,415.0,15374.75,11032.75,15789.75,-4757.0
2026-01-17 02:00:00+00:00,132.75,7696.0,0.0,1001.5,1484.75,0.0,97.0,15.0,183.5,0.0,7.25,10617.75,0.0,580.0,15073.0,10617.75,15653.0,-5035.25
2026-01-17 03:00:00+00:00,132.5,7754.5,0.0,953.75,1484.0,0.0,99.75,21.25,70.25,0.0,5.75,10521.75,0.0,284.75,15021.75,10521.75,15306.5,-4784.75
2026-01-17 04:00:00+00:00,133.0,7979.5,0.0,981.25,1481.25,0.0,100.0,30.0,47.25,0.0,7.25,10759.5,0.0,67.5,15248.5,10759.5,15316.0,-4556.5
2026-01-17 05:00:00+00:00,132.75,8996.0,0.0,1064.25,1459.0,0.0,102.5,39.0,54.75,0.0,8.75,11857.0,0.0,798.5,16592.0,11857.0,17390.5,-5533.5
2026-01-17 06:00:00+00:00,130.0,10387.75,0.0,1198.5,1468.75,0.75,109.5,41.0,146.5,0.0,9.0,13491.75,0.0,762.0,18424.5,13491.75,19186.5,-5694.75
2026-01-17 07:00:00+00:00,132.5,10778.5,0.0,1412.0,1465.5,95.5,115.0,41.0,206.25,0.0,8.5,14254.75,4.25,0.0,19616.5,14259.0,19616.5,-5357.5
2026-01-17 08:00:00+00:00,133.75,10646.0,0.0,1406.0,1486.75,423.75,117.0,41.0,185.25,0.0,8.75,14448.25,37.75,0.0,20307.75,14486.0,20307.75,-5821.75
2026-01-17 09:00:00+00:00,132.75,10073.25,0.0,1243.5,1503.0,930.75,119.25,41.0,88.5,0.0,9.0,14141.0,0.0,1.5,20153.75,14141.0,20155.25,-6014.25
2026-01-17 10:00:00+00:00,120.25,9838.25,0.0,1108.25,1500.25,1509.5,119.25,34.25,49.5,0.0,8.25,14287.75,0.0,282.25,19919.25,14287.75,20201.5,-5913.75
2026-01-17 11:00:00+00:00,120.25,9605.0,0.0,973.25,1507.0,1699.25,122.75,26.25,46.5,0.0,7.75,14108.0,0.0,471.75,19107.0,14108.0,19578.75,-5470.75
2026-01-17 12:00:00+00:00,118.75,9293.25,0.0,930.25,1507.25,1559.0,120.5,20.25,47.0,0.0,8.5,13604.75,0.0,745.5,18247.75,13604.75,18993.25,-5388.5
2026-01-17 13:00:00+00:00,123.5,9499.0,0.0,936.0,1514.75,1075.75,119.5,15.0,51.25,0.0,8.0,13342.75,0.0,395.5,17784.25,13342.75,18179.75,-4837.0
2026-01-17 14:00:00+00:00,123.75,10400.5,0.0,1016.0,1509.0,517.0,119.0,15.0,51.75,0.0,8.0,13760.0,0.0,64.5,17835.75,13760.0,17900.25,-4140.25
2026-01-17 15:00:00+00:00,125.0,10825.0,0.0,1227.0,1512.25,85.5,119.0,15.0,168.0,0.0,8.0,14084.75,93.5,0.0,18284.0,14178.25,18284.0,-4105.75
2026-01-17 16:00:00+00:00,124.75,10901.75,0.0,1474.0,1515.75,0.0,114.5,15.0,346.25,0.0,8.75,14500.75,1422.25,0.0,19481.5,15923.0,19481.5,-3558.5
2026-01-17 17:00:00+00:00,124.5,11141.0,0.0,1676.75,1518.75,0.0,116.25,15.0,474.0,0.0,9.0,15075.25,1812.75,0.0,20178.75,16888.0,20178.75,-3290.75
2026-01-17 18:00:00+00:00,126.25,11395.25,0.0,1446.5,1525.75,0.0,112.0,15.0,412.5,0.0,9.0,15042.25,793.5,0.0,19999.0,15835.75,19999.0,-4163.25
2026-01-17 19:00:00+00:00,126.25,11087.0,0.0,1343.5,1524.0,0.0,102.75,15.0,269.25,0.0,9.0,14476.75,67.0,0.0,18808.75,14543.75,18808.75,-4265.0
2026-01-17 20:00:00+00:00,122.5,10499.25,0.0,1141.25,1517.25,0.0,102.5,15.0,87.5,0.0,9.0,13494.25,0.0,25.5,17462.75,13494.25,17488.25,-3994.0
2026-01-17 21:00:00+00:00,123.5,9380.25,0.0,992.25,1513.5,0.0,96.0,15.0,55.0,0.0,7.25,12182.75,0.0,2.0,16084.5,12182.75,16086.5,-3903.75
2026-01-17 22:00:00+00:00,123.0,8828.0,0.0,911.25,1505.0,0.0,95.5,15.0,55.0,0.0,7.5,11540.25,0.0,40.0,15057.25,11540.25,15097.25,-3557.0
2026-01-17 23:00:00+00:00,122.5,7718.25,0.0,975.5,1491.0,0.0,97.0,15.0,81.0,0.0,9.0,10509.25,0.0,193.75,14325.25,10509.25,14519.0,-4009.75
2026-01-18 00:00:00+00:00,124.75,7374.5,0.0,921.5,1487.5,0.0,98.25,15.0,41.25,0.0,8.0,10070.75,0.0,547.0,13474.25,10070.75,14021.25,-3950.5
2026-01-18 01:00:00+00:00,124.25,6792.0,0.0,838.75,1492.5,0.0,100.5,15.0,41.25,0.0,8.25,9412.5,0.0,651.0,12887.25,9412.5,13538.25,-4125.75
2026-01-18 02:00:00+00:00,123.75,6720.0,0.0,788.75,1485.0,0.0,103.5,15.0,42.0,0.0,8.0,9286.0,0.0,731.75,12577.0,9286.0,13308.75,-4022.75
2026-01-18 03:00:00+00:00,124.75,6602.5,0.0,787.5,1488.5,0.0,102.5,15.0,42.0,0.0,7.75,9170.5,0.0,826.5,12526.0,9170.5,13352.5,-4182.0
2026-01-18 04:00:00+00:00,123.25,6576.25,0.0,790.0,1478.75,0.0,91.75,15.0,41.5,0.0,6.5,9123.0,0.0,307.75,12978.0,9123.0,13285.75,-4162.75
2026-01-18 05:00:00+00:00,123.5,7315.5,0.0,876.75,1468.0,0.0,94.25,15.0,49.75,0.0,6.5,9949.25,0.0,327.75,13791.75,9949.25,14119.5,-4170.25
2026-01-18 06:00:00+00:00,119.75,8013.0,0.0,976.5,1483.0,0.75,97.75,15.0,52.25,0.0,6.0,10764.0,0.0,461.75,14514.75,10764.0,14976.5,-4212.5
2026-01-18 07:00:00+00:00,118.0,8090.5,0.0,1050.0,1484.75,98.75,94.5,15.0,128.75,0.0,6.75,11087.0,0.0,493.5,15418.0,11087.0,15911.5,-4824.5
2026-01-18 08:00:00+00:00,115.0,8163.0,0.0,1246.25,1495.25,346.0,93.25,15.0,268.75,0.0,7.0,11749.5,0.0,360.25,16381.75,11749.5,16742.0,-4992.5
2026-01-18 09:00:00+00:00,113.75,7591.5,0.0,1119.0,1497.0,619.0,83.75,15.0,253.0,0.0,6.25,11298.25,0.0,484.0,17192.25,11298.25,17676.25,-6378.0
2026-01-18 10:00:00+00:00,112.75,7806.75,0.0,1141.0,1494.25,1020.5,87.0,15.0,228.5,0.0,6.75,11912.5,0.0,487.75,17601.25,11912.5,18089.0,-6176.5
2026-01-18 11:00:00+00:00,111.75,7784.5,0.0,1104.25,1494.5,1275.0,86.0,15.0,232.75,0.0,6.25,12110.0,0.0,464.5,17675.0,12110.0,18139.5,-6029.5
2026-01-18 12:00:00+00:00,112.25,8104.5,0.0,1050.75,1501.5,1189.0,89.75,15.0,106.0,0.0,6.25,12175.0,0.0,1055.5,16915.25,12175.0,17970.75,-5795.75
2026-01-18 13:00:00+00:00,112.5,8563.75,0.0,1062.25,1504.75,849.25,97.25,15.0,92.5,0.0,5.5,12302.75,0.0,832.5,16635.75,12302.75,17468.25,-5165.5
2026-01-18 14:00:00+00:00,111.5,9270.75,0.0,1118.25,1510.0,414.5,99.5,15.0,155.5,0.0,5.0,12700.0,0.0,474.5,16633.0,12700.0,17107.5,-4407.5
2026-01-18 15:00:00+00:00,112.75,9812.25,0.0,1209.5,1504.25,73.25,104.25,15.0,206.0,0.0,5.25,13042.5,59.0,0.0,16912.0,13101.5,16912.0,-3810.5
2026-01-18 16:00:00+00:00,115.0,10489.5,0.0,1368.0,1517.25,0.0,104.5,15.0,292.5,0.0,5.75,13907.5,524.75,0.0,17981.25,14432.25,17981.25,-3549.0
2026-01-18 17:00:00+00:00,117.0,10424.75,0.0,1627.25,1521.25,0.0,118.5,15.0,517.0,0.0,6.0,14346.75,1085.75,0.0,18823.5,15432.5,18823.5,-3391.0
2026-01-18 18:00:00+00:00,116.75,10281.75,0.0,1523.25,1522.25,0.0,119.75,15.0,365.25,0.0,5.75,13949.75,706.75,0.0,18897.5,14656.5,18897.5,-4241.0
2026-01-18 19:00:00+00:00,118.25,10108.0,0.0,1400.0,1519.5,0.0,116.75,15.0,294.25,0.0,5.25,13577.0,0.0,10.25,18045.75,13577.0,18056.0,-4479.0
2026-01-18 20:00:00+00:00,117.0,9539.5,0.0,1320.5,1510.25,0.0,117.5,15.0,84.75,0.0,5.0,12709.5,0.0,48.0,17109.75,12709.5,17157.75,-4448.25
2026-01-18 21:00:00+00:00,118.5,8080.5,0.0,1083.25,1492.75,0.0,119.0,15.0,105.75,0.0,4.25,11019.0,0.0,93.25,15699.5,11019.0,15792.75,-4773.75
2026-01-18 22:00:00+00:00,115.75,7718.0,0.0,986.75,1483.75,0.0,124.0,15.0,52.0,0.0,3.75,10499.0,0.0,790.25,14625.0,10499.0,15415.25,-4916.25
2026-01-18 23:00:00+00:00,114.75,7185.25,0.0,936.0,1477.25,0.0,124.0,15.0,49.25,0.0,4.0,9905.5,0.0,981.5,13795.25,9905.5,14776.75,-4871.25
2026-01-19 00:00:00+00:00,115.75,6970.5,0.0,868.25,1477.75,0.0,124.5,15.0,40.0,0.0,6.25,9618.0,0.0,1693.0,13163.25,9618.0,14856.25,-5238.25
2026-01-19 01:00:00+00:00,116.0,6256.5,0.0,852.75,1478.0,0.0,124.25,15.0,40.25,0.0,7.0,8889.75,0.0,1496.25,12994.75,8889.75,14491.0,-5601.25
2026-01-19 02:00:00+00:00,115.75,6119.0,0.0,847.0,1465.75,0.0,125.75,15.0,39.75,0.0,7.0,8735.0,0.0,1629.75,12983.5,8735.0,14613.25,-5878.25
2026-01-19 03:00:00+00:00,116.25,6192.5,0.0,826.0,1472.75,0.0,122.75,19.0,40.5,0.0,7.0,8796.75,0.0,1426.0,13403.5,8796.75,14829.5,-6032.75
2026-01-19 04:00:00+00:00,114.75,7895.25,0.0,835.75,1471.75,0.0,118.75,26.75,49.75,0.0,7.0,10519.75,0.0,1287.5,14972.75,10519.75,16260.25,-5740.5
2026-01-19 05:00:00+00:00,115.25,11084.25,0.0,1086.75,1451.75,0.0,124.0,36.0,254.25,0.0,5.75,14158.0,0.0,157.75,19019.25,14158.0,19177.0,-5019.0
2026-01-19 06:00:00+00:00,113.75,14696.75,0.0,1280.75,1462.25,2.5,122.0,38.0,350.25,0.0,4.25,18070.5,198.0,0.0,22868.0,18268.5,22868.0,-4599.5
2026-01-19 07:00:00+00:00,114.5,15865.0,0.0,1735.0,1447.25,171.25,123.75,37.5,581.25,0.0,4.0,20079.5,613.5,0.0,25797.5,20693.0,25797.5,-5104.5
2026-01-19 08:00:00+00:00,113.0,15619.5,0.0,1675.5,1444.0,710.0,124.0,36.0,559.25,0.0,7.5,20288.75,368.75,0.0,26522.0,20657.5,26522.0,-5864.5
2026-01-19 09:00:00+00:00,112.75,15033.5,0.0,1429.25,1450.5,1406.0,121.5,36.0,390.0,0.0,7.75,19987.25,0.0,35.5,26141.25,19987.25,26176.75,-6189.5
2026-01-19 10:00:00+00:00,114.0,14331.75,0.0,1314.0,1452.0,2039.0,121.0,36.0,295.5,0.0,7.25,19710.5,0.0,185.25,25893.75,19710.5,26079.0,-6368.5
2026-01-19 11:00:00+00:00,114.25,14576.0,0.0,1205.5,1456.75,2242.25,120.75,35.25,276.0,0.0,5.25,20032.0,0.0,225.75,24719.0,20032.0,24944.75,-4912.75
2026-01-19 12:00:00+00:00,114.75,14327.25,0.0,1187.0,1452.75,2101.25,118.75,31.0,271.75,0.0,6.75,19611.25,0.0,235.5,24724.25,19611.25,24959.75,-5348.5
2026-01-19 13:00:00+00:00,114.25,14809.0,0.0,1254.0,1462.0,1423.5,119.75,31.0,337.5,0.0,5.75,19556.75,0.0,127.25,25249.25,19556.75,25376.5,-5819.75
2026-01-19 14:00:00+00:00,113.0,15341.75,0.0,1611.5,1465.0,696.75,118.75,31.0,544.25,0.0,3.0,19925.0,103.5,0.0,25480.25,20028.5,25480.25,-5451.75
2026-01-19 15:00:00+00:00,113.75,15353.5,0.0,1891.75,1466.0,114.5,119.5,34.0,599.75,0.0,3.0,19695.75,863.25,0.0,25432.75,20559.0,25432.75,-4873.75
2026-01-19 16:00:00+00:00,113.25,15759.75,0.0,2067.0,1468.75,0.25,120.25,36.0,731.75,0.0,3.75,20300.75,938.75,0.0,25580.5,21239.5,25580.5,-4341.0
2026-01-19 17:00:00+00:00,111.5,15689.5,0.0,2004.75,1477.25,0.0,118.5,36.0,618.5,0.0,5.25,20061.25,878.25,0.0,25192.5,20939.5,25192.5,-4253.0
2026-01-19 18:00:00+00:00,113.0,15726.5,0.0,1932.25,1490.75,0.0,118.25,32.0,618.75,0.0,6.0,20037.5,491.5,0.0,24431.0,20529.0,24431.0,-3902.0
2026-01-19 19:00:00+00:00,112.75,14938.25,0.0,1595.75,1495.5,0.0,116.75,26.0,463.25,0.0,6.0,18754.25,123.75,0.0,23072.25,18878.0,23072.25,-4194.25
2026-01-19 20:00:00+00:00,112.75,12344.75,0.0,1486.75,1488.25,0.0,115.25,26.0,330.0,0.0,6.25,15910.0,118.75,0.0,21382.25,16028.75,21382.25,-5353.5
2026-01-19 21:00:00+00:00,112.5,10724.0,0.0,1220.5,1466.0,0.0,114.0,23.75,234.0,0.0,5.75,13900.5,0.0,804.25,19133.0,13900.5,19937.25,-6036.75
2026-01-19 22:00:00+00:00,111.5,10371.75,0.0,1157.0,1462.0,0.0,113.5,15.75,151.75,0.0,5.0,13388.25,0.0,1110.75,17670.25,13388.25,18781.0,-5392.75
2026-01-19 23:00:00+00:00,113.0,8177.25,0.0,1090.75,1446.5,0.0,114.25,15.0,78.5,0.0,3.25,11038.5,0.0,473.75,16499.75,11038.5,16973.5,-5935.0
2026-01-20 00:00:00+00:00,114.0,8027.0,0.0,985.0,1443.25,0.0,115.0,15.0,94.5,0.0,4.0,10797.75,0.0,1013.5,15873.5,10797.75,16887.0,-6089.25
2026-01-20 01:00:00+00:00,114.25,7855.75,0.0,932.5,1434.25,0.0,111.5,15.0,93.0,0.0,4.0,10560.25,0.0,898.25,15516.0,10560.25,16414.25,-5854.0
2026-01-20 02:00:00+00:00,114.5,8020.25,0.0,895.25,1431.5,0.0,111.0,15.0,76.25,0.0,4.5,10668.25,0.0,1224.25,15389.75,10668.25,16614.0,-5945.75
2026-01-20 03:00:00+00:00,115.0,7781.75,0.0,893.5,1440.5,0.0,110.25,21.75,68.25,0.0,7.0,10438.0,0.0,825.75,15551.25,10438.0,16377.0,-5939.0
2026-01-20 04:00:00+00:00,113.5,9257.0,0.0,980.25,1436.5,0.0,111.25,29.75,103.0,0.0,7.0,12038.25,0.0,90.0,16993.0,12038.25,17083.0,-5044.75
2026-01-20 05:00:00+00:00,113.5,13093.5,0.0,1141.5,1428.25,0.0,112.0,38.25,185.75,0.0,6.5,16119.25,144.5,0.0,20620.75,16263.75,20620.75,-4357.0
2026-01-20 06:00:00+00:00,112.0,15211.0,0.0,1650.5,1436.0,2.5,112.0,39.0,467.75,0.0,6.0,19036.75,997.75,0.0,24655.5,20034.5,24655.5,-4621.0
2026-01-20 07:00:00+00:00,112.0,15212.75,0.0,2031.0,1412.0,273.0,111.5,39.0,791.5,0.0,5.75,19988.5,2564.5,0.0,27214.75,22553.0,27214.75,-4661.75
2026-01-20 08:00:00+00:00,110.75,14932.5,0.0,1881.75,1409.75,996.75,111.75,38.5,563.5,0.0,6.25,20051.5,1547.75,0.0,28011.0,21599.25,28011.0,-6411.75
2026-01-20 09:00:00+00:00,110.75,14991.25,0.0,1599.75,1413.25,1629.0,110.5,35.0,266.25,0.0,5.75,20161.5,668.25,0.0,27689.25,20829.75,27689.25,-6859.5
2026-01-20 10:00:00+00:00,108.0,15325.0,0.0,1431.25,1423.5,2038.25,114.0,35.0,184.75,0.0,6.0,20665.75,0.0,115.25,27287.75,20665.75,27403.0,-6737.25
2026-01-20 11:00:00+00:00,110.25,14695.5,0.0,1331.75,1417.5,2131.75,115.0,34.5,156.25,0.0,5.0,19997.5,0.0,758.25,25499.25,19997.5,26257.5,-6260.0
2026-01-20 12:00:00+00:00,111.25,15166.0,0.0,1211.0,1428.0,2026.5,117.0,31.0,146.25,0.0,6.25,20243.25,0.0,648.5,25642.75,20243.25,26291.25,-6048.0
