,Biomass,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore,Fossil Hard coal,Hydro Water Reservoir,Geothermal,Other renewable,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Oil shale,Fossil Peat,Marine,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-01 00:00:00+00:00,409.0,7392.0,26.0,992.0,7116.0,6.0,36.0,211.0,0.0,2659.0,0.0,1600.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,20513.0,902.0,0.0,22935.0,21415.0,22935.0,-1520.0
2026-01-01 01:00:00+00:00,408.0,6456.0,28.0,965.0,7116.0,7.0,36.0,210.0,0.0,3223.0,0.0,1347.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,19862.0,0.0,135.0,21600.0,19862.0,21735.0,-1873.0
2026-01-01 02:00:00+00:00,393.0,6037.0,28.0,956.0,7116.0,8.0,36.0,207.0,0.0,3319.0,0.0,1466.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,19630.0,0.0,785.0,20404.0,19630.0,21189.0,-1559.0
2026-01-01 03:00:00+00:00,399.0,6032.0,25.0,953.0,7112.0,4.0,36.0,211.0,0.0,3704.0,0.0,1445.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,19985.0,0.0,699.0,19550.0,19985.0,20249.0,-264.0
2026-01-01 04:00:00+00:00,405.0,5784.0,24.0,945.0,7112.0,5.0,36.0,213.0,0.0,3989.0,0.0,1381.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,19958.0,0.0,750.0,19225.0,19958.0,19975.0,-17.0
2026-01-01 05:00:00+00:00,411.0,5607.0,24.0,954.0,7112.0,5.0,31.0,213.0,0.0,3649.0,0.0,1305.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,19375.0,0.0,1050.0,19426.0,19375.0,20476.0,-1101.0
2026-01-01 06:00:00+00:00,410.0,5798.0,24.0,958.0,7112.0,7.0,28.0,214.0,0.0,3840.0,0.0,1219.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,19673.0,0.0,1460.0,19893.0,19673.0,21353.0,-1680.0
2026-01-01 07:00:00+00:00,420.0,6360.0,24.0,957.0,7115.0,7.0,152.0,210.0,0.0,3821.0,0.0,1259.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,20388.0,0.0,1644.0,19976.0,20388.0,21620.0,-1232.0
2026-01-01 08:00:00+00:00,427.0,6183.0,22.0,929.0,7116.0,7.0,1953.0,212.0,0.0,3843.0,0.0,1600.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,22354.0,0.0,2620.0,20562.0,22354.0,23182.0,-828.0
2026-01-01 09:00:00+00:00,428.0,6125.0,22.0,913.0,7116.0,8.0,4821.0,211.0,0.0,4270.0,0.0,1187.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,25168.0,0.0,3544.0,21946.0,25168.0,25490.0,-322.0
2026-01-01 10:00:00+00:00,415.0,6081.0,24.0,904.0,7116.0,7.0,6203.0,212.0,0.0,4324.0,0.0,1330.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,26682.0,0.0,3902.0,23189.0,26682.0,27091.0,-409.0
2026-01-01 11:00:00+00:00,426.0,6993.0,24.0,899.0,7113.0,4.0,6992.0,210.0,0.0,4255.0,0.0,982.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,27966.0,0.0,3677.0,24087.0,27966.0,27764.0,202.0
2026-01-01 12:00:00+00:00,429.0,6988.0,24.0,866.0,7113.0,7.0,7257.0,212.0,0.0,4326.0,0.0,931.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,28223.0,0.0,3026.0,25213.0,28223.0,28239.0,-16.0
2026-01-01 13:00:00+00:00,428.0,8071.0,24.0,849.0,7113.0,7.0,5646.0,212.0,0.0,4144.0,0.0,1458.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,28020.0,0.0,2726.0,25693.0,28020.0,28419.0,-399.0
2026-01-01 14:00:00+00:00,420.0,8461.0,24.0,849.0,7113.0,6.0,3604.0,211.0,0.0,3645.0,0.0,2003.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,26404.0,0.0,1857.0,24927.0,26404.0,26784.0,-380.0
2026-01-01 15:00:00+00:00,427.0,7312.0,27.0,856.0,7116.0,7.0,2483.0,211.0,0.0,3517.0,0.0,1391.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,23415.0,332.0,0.0,24875.0,23747.0,24875.0,-1128.0
2026-01-01 16:00:00+00:00,429.0,7175.0,28.0,936.0,7116.0,4.0,810.0,215.0,0.0,3756.0,0.0,1582.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,22120.0,531.0,0.0,25577.0,22651.0,25577.0,-2926.0
2026-01-01 17:00:00+00:00,425.0,7031.0,28.0,1049.0,7115.0,7.0,35.0,214.0,0.0,4153.0,0.0,2547.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,22669.0,1268.0,0.0,27493.0,23937.0,27493.0,-3556.0
2026-01-01 18:00:00+00:00,421.0,7008.0,25.0,1113.0,7113.0,5.0,28.0,212.0,0.0,4363.0,0.0,2960.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,23312.0,2037.0,0.0,28343.0,25349.0,28343.0,-2994.0
2026-01-01 19:00:00+00:00,421.0,6676.0,27.0,1135.0,7112.0,4.0,26.0,213.0,0.0,4602.0,0.0,2822.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,23105.0,2626.0,0.0,29080.0,25731.0,29080.0,-3349.0
2026-01-01 20:00:00+00:00,422.0,6090.0,28.0,1124.0,7112.0,4.0,26.0,216.0,0.0,4837.0,0.0,2991.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,22916.0,2740.0,0.0,29102.0,25656.0,29102.0,-3446.0
2026-01-01 21:00:00+00:00,421.0,5608.0,28.0,1051.0,7113.0,5.0,24.0,216.0,0.0,4707.0,0.0,2331.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,21568.0,2299.0,0.0,27453.0,23867.0,27453.0,-3586.0
2026-01-01 22:00:00+00:00,415.0,5326.0,28.0,976.0,7115.0,7.0,24.0,215.0,0.0,4879.0,0.0,1841.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,20891.0,1226.0,0.0,24915.0,22117.0,24915.0,-2798.0
2026-01-01 23:00:00+00:00,417.0,6229.0,23.0,916.0,7116.0,5.0,24.0,206.0,0.0,5206.0,0.0,1263.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,21472.0,0.0,6.0,22489.0,21472.0,22495.0,-1023.0
2026-01-02 00:00:00+00:00,426.0,5605.0,24.0,851.0,7116.0,8.0,26.0,201.0,0.0,5631.0,0.0,949.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,20900.0,0.0,825.0,20607.0,20900.0,21432.0,-532.0
2026-01-02 01:00:00+00:00,420.0,5644.0,24.0,835.0,7116.0,8.0,25.0,199.0,0.0,5669.0,0.0,761.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,20762.0,0.0,1977.0,19526.0,20762.0,21503.0,-741.0
2026-01-02 02:00:00+00:00,426.0,5986.0,24.0,884.0,7116.0,6.0,24.0,201.0,0.0,5264.0,0.0,848.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,20839.0,0.0,2979.0,18981.0,20839.0,21960.0,-1121.0
2026-01-02 03:00:00+00:00,426.0,6082.0,24.0,863.0,7115.0,7.0,24.0,206.0,0.0,5158.0,0.0,948.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,20913.0,0.0,3260.0,18776.0,20913.0,22036.0,-1123.0
2026-01-02 04:00:00+00:00,424.0,6223.0,24.0,870.0,7114.0,7.0,24.0,209.0,0.0,5458.0,0.0,879.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,21292.0,0.0,3280.0,19406.0,21292.0,22686.0,-1394.0
2026-01-02 05:00:00+00:00,426.0,6667.0,24.0,865.0,7113.0,6.0,24.0,212.0,0.0,5764.0,0.0,1116.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,22277.0,0.0,2217.0,21656.0,22277.0,23873.0,-1596.0
2026-01-02 06:00:00+00:00,426.0,6516.0,24.0,882.0,7115.0,4.0,24.0,213.0,0.0,5694.0,0.0,1548.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,22508.0,0.0,374.0,24800.0,22508.0,25174.0,-2666.0
2026-01-02 07:00:00+00:00,418.0,5896.0,24.0,888.0,7116.0,4.0,108.0,212.0,0.0,5844.0,0.0,2413.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,22982.0,623.0,0.0,27503.0,23605.0,27503.0,-3898.0
2026-01-02 08:00:00+00:00,420.0,6647.0,32.0,908.0,7113.0,6.0,1519.0,212.0,0.0,5951.0,0.0,2951.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,25818.0,1004.0,0.0,29732.0,26822.0,29732.0,-2910.0
2026-01-02 09:00:00+00:00,414.0,6850.0,36.0,874.0,7112.0,5.0,3766.0,213.0,0.0,5444.0,0.0,3170.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,27944.0,1541.0,0.0,30989.0,29485.0,30989.0,-1504.0
2026-01-02 10:00:00+00:00,424.0,6339.0,31.0,856.0,7111.0,4.0,5157.0,217.0,0.0,4943.0,0.0,3379.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,28521.0,1844.0,0.0,30950.0,30365.0,30950.0,-585.0
2026-01-02 11:00:00+00:00,434.0,5942.0,34.0,842.0,7112.0,4.0,6743.0,216.0,0.0,4706.0,0.0,2973.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,29070.0,1680.0,0.0,30808.0,30750.0,30808.0,-58.0
2026-01-02 12:00:00+00:00,413.0,5312.0,26.0,848.0,7112.0,4.0,7312.0,213.0,0.0,4584.0,0.0,2619.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,28507.0,940.0,0.0,31334.0,29447.0,31334.0,-1887.0
2026-01-02 13:00:00+00:00,428.0,5682.0,31.0,854.0,7113.0,4.0,6534.0,213.0,0.0,4381.0,0.0,2932.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,28236.0,1412.0,0.0,31822.0,29648.0,31822.0,-2174.0
2026-01-02 14:00:00+00:00,435.0,5947.0,36.0,849.0,7114.0,4.0,4846.0,212.0,0.0,4256.0,0.0,3426.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,27189.0,2173.0,0.0,31331.0,29362.0,31331.0,-1969.0
2026-01-02 15:00:00+00:00,430.0,6614.0,38.0,897.0,7115.0,4.0,2906.0,214.0,0.0,4231.0,0.0,3525.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,26041.0,2232.0,0.0,31020.0,28273.0,31020.0,-2747.0
2026-01-02 16:00:00+00:00,423.0,8221.0,38.0,922.0,7112.0,4.0,954.0,217.0,0.0,4336.0,0.0,3819.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,26114.0,2387.0,0.0,31445.0,28501.0,31445.0,-2944.0
2026-01-02 17:00:00+00:00,420.0,8528.0,38.0,1012.0,7112.0,5.0,21.0,218.0,0.0,4574.0,0.0,4131.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,26132.0,2277.0,0.0,32566.0,28409.0,32566.0,-4157.0
2026-01-02 18:00:00+00:00,424.0,8264.0,32.0,1058.0,7112.0,6.0,4.0,216.0,0.0,4965.0,0.0,4304.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,26461.0,1936.0,0.0,32827.0,28397.0,32827.0,-4430.0
2026-01-02 19:00:00+00:00,438.0,7825.0,31.0,1073.0,7112.0,8.0,4.0,209.0,0.0,5324.0,0.0,4456.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,26556.0,2342.0,0.0,33278.0,28898.0,33278.0,-4380.0
2026-01-02 20:00:00+00:00,449.0,7370.0,33.0,1065.0,7112.0,8.0,4.0,206.0,0.0,5311.0,0.0,4422.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,26053.0,2197.0,0.0,32701.0,28250.0,32701.0,-4451.0
2026-01-02 21:00:00+00:00,447.0,7127.0,36.0,1013.0,7113.0,8.0,4.0,202.0,0.0,5071.0,0.0,3333.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,24427.0,1964.0,0.0,30440.0,26391.0,30440.0,-4049.0
2026-01-02 22:00:00+00:00,450.0,6820.0,36.0,971.0,7116.0,8.0,4.0,205.0,0.0,5001.0,0.0,1931.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,22617.0,1637.0,0.0,27725.0,24254.0,27725.0,-3471.0
2026-01-02 23:00:00+00:00,452.0,6096.0,24.0,885.0,7114.0,8.0,4.0,206.0,0.0,4992.0,0.0,2256.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,22109.0,1255.0,0.0,25503.0,23364.0,25503.0,-2139.0
2026-01-03 00:00:00+00:00,441.0,6422.0,20.0,866.0,7112.0,8.0,4.0,206.0,0.0,4636.0,0.0,1987.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,21774.0,401.0,0.0,23432.0,22175.0,23432.0,-1257.0
2026-01-03 01:00:00+00:00,437.0,6486.0,22.0,830.0,7113.0,4.0,4.0,203.0,0.0,4180.0,0.0,1966.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,21314.0,0.0,226.0,21887.0,21314.0,22113.0,-799.0
2026-01-03 02:00:00+00:00,436.0,5848.0,24.0,823.0,7113.0,4.0,4.0,206.0,0.0,4279.0,0.0,1441.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,20246.0,0.0,489.0,20888.0,20246.0,21377.0,-1131.0
2026-01-03 03:00:00+00:00,442.0,5578.0,24.0,798.0,7116.0,4.0,4.0,206.0,0.0,4110.0,0.0,1363.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,19713.0,0.0,489.0,20560.0,19713.0,21049.0,-1336.0
2026-01-03 04:00:00+00:00,451.0,5689.0,24.0,820.0,7116.0,4.0,4.0,203.0,0.0,3970.0,0.0,1565.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,19914.0,0.0,368.0,20715.0,19914.0,21083.0,-1169.0
2026-01-03 05:00:00+00:00,453.0,5776.0,24.0,824.0,7116.0,4.0,4.0,208.0,0.0,3936.0,0.0,1752.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,20166.0,0.0,243.0,21591.0,20166.0,21834.0,-1668.0
2026-01-03 06:00:00+00:00,450.0,6077.0,28.0,846.0,7116.0,4.0,4.0,213.0,0.0,3948.0,0.0,2050.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,20804.0,594.0,0.0,23039.0,21398.0,23039.0,-1641.0
2026-01-03 07:00:00+00:00,443.0,6538.0,34.0,847.0,7116.0,4.0,72.0,210.0,0.0,3854.0,0.0,1639.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,20822.0,546.0,0.0,24673.0,21368.0,24673.0,-3305.0
2026-01-03 08:00:00+00:00,438.0,6786.0,36.0,844.0,7115.0,4.0,1319.0,207.0,0.0,4075.0,0.0,1975.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,22866.0,955.0,0.0,26885.0,23821.0,26885.0,-3064.0
2026-01-03 09:00:00+00:00,406.0,6305.0,36.0,837.0,7116.0,4.0,3298.0,203.0,0.0,4282.0,0.0,2109.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,24667.0,1098.0,0.0,28648.0,25765.0,28648.0,-2883.0
2026-01-03 10:00:00+00:00,393.0,6199.0,36.0,825.0,7116.0,4.0,4594.0,201.0,0.0,4303.0,0.0,1676.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,25415.0,729.0,0.0,29000.0,26144.0,29000.0,-2856.0
2026-01-03 11:00:00+00:00,445.0,5604.0,36.0,819.0,7115.0,4.0,6208.0,200.0,0.0,4272.0,0.0,1393.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,26167.0,592.0,0.0,29087.0,26759.0,29087.0,-2328.0
2026-01-03 12:00:00+00:00,438.0,5302.0,36.0,815.0,7113.0,4.0,6905.0,201.0,0.0,4250.0,0.0,1391.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,26524.0,367.0,0.0,29972.0,26891.0,29972.0,-3081.0
2026-01-03 13:00:00+00:00,439.0,6166.0,36.0,813.0,7113.0,4.0,5594.0,196.0,0.0,4378.0,0.0,1767.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,26578.0,1082.0,0.0,30604.0,27660.0,30604.0,-2944.0
2026-01-03 14:00:00+00:00,440.0,6462.0,36.0,824.0,7112.0,4.0,4250.0,197.0,0.0,5018.0,0.0,1912.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,26327.0,1383.0,0.0,29700.0,27710.0,29700.0,-1990.0
2026-01-03 15:00:00+00:00,443.0,7350.0,36.0,879.0,7112.0,4.0,2625.0,198.0,0.0,5731.0,0.0,2313.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,26765.0,1683.0,0.0,29296.0,28448.0,29296.0,-848.0
2026-01-03 16:00:00+00:00,449.0,8264.0,36.0,938.0,7111.0,4.0,675.0,200.0,0.0,6445.0,0.0,3025.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,27220.0,2438.0,0.0,29421.0,29658.0,29421.0,237.0
2026-01-03 17:00:00+00:00,451.0,8702.0,36.0,986.0,7112.0,4.0,15.0,201.0,0.0,7448.0,0.0,4013.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,29041.0,2588.0,0.0,30722.0,31629.0,30722.0,907.0
2026-01-03 18:00:00+00:00,452.0,9167.0,36.0,1011.0,7112.0,4.0,8.0,200.0,0.0,8070.0,0.0,4122.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,30257.0,2367.0,0.0,31059.0,32624.0,31059.0,1565.0
2026-01-03 19:00:00+00:00,450.0,9528.0,36.0,984.0,7112.0,4.0,8.0,195.0,0.0,8646.0,0.0,4182.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,31218.0,2364.0,0.0,31489.0,33582.0,31489.0,2093.0
2026-01-03 20:00:00+00:00,453.0,8100.0,36.0,953.0,7115.0,4.0,8.0,201.0,0.0,9550.0,0.0,3924.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,30415.0,1650.0,0.0,30974.0,32065.0,30974.0,1091.0
2026-01-03 21:00:00+00:00,450.0,7224.0,35.0,908.0,7115.0,4.0,8.0,204.0,0.0,10403.0,0.0,3324.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,29743.0,1162.0,0.0,28923.0,30905.0,28923.0,1982.0
2026-01-03 22:00:00+00:00,448.0,6332.0,36.0,879.0,7113.0,4.0,8.0,208.0,0.0,11231.0,0.0,2106.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,28433.0,1045.0,0.0,26596.0,29478.0,26596.0,2882.0
2026-01-03 23:00:00+00:00,430.0,5127.0,27.0,817.0,7112.0,4.0,8.0,210.0,0.0,11342.0,0.0,1234.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,26378.0,0.0,569.0,24146.0,26378.0,24715.0,1663.0
2026-01-04 00:00:00+00:00,427.0,4863.0,23.0,737.0,7112.0,3.0,8.0,208.0,0.0,12044.0,0.0,1030.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,26519.0,0.0,1708.0,21984.0,26519.0,23692.0,2827.0
2026-01-04 01:00:00+00:00,443.0,4955.0,20.0,712.0,7112.0,4.0,8.0,208.0,0.0,12454.0,0.0,873.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,26857.0,0.0,2324.0,20443.0,26857.0,22767.0,4090.0
2026-01-04 02:00:00+00:00,432.0,4740.0,21.0,707.0,7111.0,4.0,8.0,203.0,0.0,12664.0,0.0,813.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,26767.0,0.0,3148.0,19490.0,26767.0,22638.0,4129.0
2026-01-04 03:00:00+00:00,438.0,4673.0,24.0,699.0,7109.0,4.0,8.0,184.0,0.0,13204.0,0.0,756.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,27166.0,0.0,3520.0,19034.0,27166.0,22554.0,4612.0
2026-01-04 04:00:00+00:00,450.0,4714.0,24.0,708.0,7110.0,4.0,8.0,169.0,0.0,13316.0,0.0,769.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,27338.0,0.0,3623.0,19053.0,27338.0,22676.0,4662.0
2026-01-04 05:00:00+00:00,451.0,4910.0,24.0,708.0,7110.0,6.0,8.0,160.0,0.0,13456.0,0.0,807.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,27704.0,0.0,3546.0,19703.0,27704.0,23249.0,4455.0
2026-01-04 06:00:00+00:00,449.0,5125.0,24.0,738.0,7108.0,8.0,8.0,166.0,0.0,13762.0,0.0,895.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,28347.0,0.0,3591.0,20560.0,28347.0,24151.0,4196.0
2026-01-04 07:00:00+00:00,448.0,5390.0,24.0,780.0,7112.0,6.0,64.0,161.0,0.0,14120.0,0.0,996.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,29166.0,0.0,3244.0,21809.0,29166.0,25053.0,4113.0
2026-01-04 08:00:00+00:00,446.0,5869.0,24.0,796.0,7112.0,4.0,1404.0,163.0,0.0,14131.0,0.0,1229.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,31242.0,0.0,3107.0,23801.0,31242.0,26908.0,4334.0
2026-01-04 09:00:00+00:00,436.0,5552.0,24.0,784.0,7112.0,5.0,3637.0,171.0,0.0,14282.0,0.0,1289.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,33356.0,0.0,2927.0,26056.0,33356.0,28983.0,4373.0
2026-01-04 10:00:00+00:00,441.0,4989.0,24.0,768.0,7113.0,5.0,5757.0,173.0,0.0,14353.0,0.0,972.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,34660.0,0.0,2727.0,27249.0,34660.0,29976.0,4684.0
2026-01-04 11:00:00+00:00,448.0,4658.0,24.0,773.0,7116.0,6.0,7360.0,174.0,0.0,14353.0,0.0,773.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,35748.0,0.0,2767.0,28045.0,35748.0,30812.0,4936.0
2026-01-04 12:00:00+00:00,452.0,4659.0,24.0,782.0,7112.0,4.0,7398.0,172.0,0.0,14285.0,0.0,867.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,35821.0,0.0,1954.0,29085.0,35821.0,31039.0,4782.0
2026-01-04 13:00:00+00:00,448.0,5016.0,24.0,773.0,7114.0,4.0,6502.0,170.0,0.0,14280.0,0.0,1008.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,35406.0,0.0,992.0,29520.0,35406.0,30512.0,4894.0
2026-01-04 14:00:00+00:00,445.0,5271.0,24.0,751.0,7116.0,6.0,5209.0,163.0,0.0,14310.0,0.0,932.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,34291.0,0.0,729.0,28600.0,34291.0,29329.0,4962.0
2026-01-04 15:00:00+00:00,444.0,5372.0,28.0,771.0,7116.0,7.0,3510.0,169.0,0.0,14661.0,0.0,1334.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,33477.0,0.0,367.0,28038.0,33477.0,28405.0,5072.0
2026-01-04 16:00:00+00:00,447.0,5813.0,32.0,765.0,7116.0,6.0,1118.0,167.0,0.0,14752.0,0.0,1487.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,31772.0,1053.0,0.0,28301.0,32825.0,28301.0,4524.0
2026-01-04 17:00:00+00:00,450.0,5941.0,32.0,836.0,7116.0,4.0,54.0,170.0,0.0,14823.0,0.0,2016.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,31510.0,1384.0,0.0,29620.0,32894.0,29620.0,3274.0
2026-01-04 18:00:00+00:00,448.0,5710.0,32.0,903.0,7116.0,8.0,12.0,170.0,0.0,14970.0,0.0,2364.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,31800.0,1503.0,0.0,30235.0,33303.0,30235.0,3068.0
2026-01-04 19:00:00+00:00,452.0,5912.0,34.0,932.0,7120.0,8.0,12.0,166.0,0.0,14752.0,0.0,2434.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,31890.0,1751.0,0.0,30958.0,33641.0,30958.0,2683.0
2026-01-04 20:00:00+00:00,451.0,5330.0,34.0,936.0,7118.0,8.0,8.0,165.0,0.0,14549.0,0.0,2386.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,31053.0,2101.0,0.0,30881.0,33154.0,30881.0,2273.0
2026-01-04 21:00:00+00:00,445.0,5187.0,32.0,885.0,7116.0,8.0,4.0,166.0,0.0,14308.0,0.0,2172.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,30390.0,1253.0,0.0,29139.0,31643.0,29139.0,2504.0
2026-01-04 22:00:00+00:00,432.0,5191.0,32.0,810.0,7117.0,8.0,4.0,163.0,0.0,13780.0,0.0,1195.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,28799.0,525.0,0.0,26365.0,29324.0,26365.0,2959.0
2026-01-04 23:00:00+00:00,420.0,5278.0,24.0,730.0,7116.0,6.0,4.0,174.0,0.0,13329.0,0.0,1055.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,28200.0,0.0,692.0,23681.0,28200.0,24373.0,3827.0
2026-01-05 00:00:00+00:00,422.0,5309.0,20.0,647.0,7112.0,8.0,4.0,172.0,0.0,12957.0,0.0,923.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,27638.0,0.0,1946.0,21949.0,27638.0,23895.0,3743.0
2026-01-05 01:00:00+00:00,428.0,5633.0,20.0,639.0,7112.0,8.0,4.0,166.0,0.0,12674.0,0.0,999.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,27747.0,0.0,2681.0,20755.0,27747.0,23436.0,4311.0
2026-01-05 02:00:00+00:00,431.0,5617.0,20.0,636.0,7115.0,8.0,4.0,169.0,0.0,12331.0,0.0,919.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,27314.0,0.0,2802.0,20168.0,27314.0,22970.0,4344.0
2026-01-05 03:00:00+00:00,428.0,5570.0,24.0,631.0,7112.0,7.0,4.0,168.0,0.0,11996.0,0.0,944.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,26947.0,0.0,2843.0,19995.0,26947.0,22838.0,4109.0
2026-01-05 04:00:00+00:00,426.0,5686.0,24.0,628.0,7113.0,8.0,4.0,167.0,0.0,11613.0,0.0,943.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,26674.0,0.0,2545.0,20754.0,26674.0,23299.0,3375.0
2026-01-05 05:00:00+00:00,419.0,5517.0,24.0,681.0,7112.0,8.0,4.0,165.0,0.0,11371.0,0.0,781.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,26140.0,0.0,838.0,23004.0,26140.0,23842.0,2298.0
2026-01-05 06:00:00+00:00,426.0,5787.0,32.0,742.0,7113.0,4.0,4.0,164.0,0.0,11568.0,0.0,1248.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,27151.0,726.0,0.0,26046.0,27877.0,26046.0,1831.0
2026-01-05 07:00:00+00:00,428.0,6119.0,36.0,808.0,7114.0,4.0,63.0,164.0,0.0,11379.0,0.0,2124.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,28302.0,1816.0,0.0,28922.0,30118.0,28922.0,1196.0
2026-01-05 08:00:00+00:00,318.0,6474.0,27.0,635.0,5334.0,3.0,1611.0,118.0,0.0,7991.0,0.0,2194.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,24753.0,1707.0,0.0,31164.0,26460.0,31164.0,-4704.0
