,Biomass,Fossil Gas,Hydro Run-of-river and poundage,Other,Solar,Wind Onshore,Hydro Water Reservoir,Geothermal,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-02-18 19:00:00+00:00,0.0,805.25,352.75,84.25,0.0,97.75,59.75,590.75,1990.5,0.0,0.0,3338.75,1990.5,3338.75,-1348.25
2026-02-18 20:00:00+00:00,0.0,797.75,333.75,83.25,0.0,77.25,42.25,590.5,1924.75,1.0,0.0,3135.75,1925.75,3135.75,-1210.0
2026-02-18 21:00:00+00:00,0.0,696.25,313.0,84.5,0.0,63.0,41.75,590.25,1788.75,0.0,0.0,2883.0,1788.75,2883.0,-1094.25
2026-02-18 22:00:00+00:00,0.0,501.25,291.25,84.0,0.0,67.25,41.0,590.75,1575.5,0.0,0.0,2581.5,1575.5,2581.5,-1006.0
2026-02-18 23:00:00+00:00,0.0,455.25,321.0,84.25,0.0,74.0,42.0,588.75,1565.25,0.0,0.0,2382.25,1565.25,2382.25,-817.0
2026-02-19 00:00:00+00:00,0.0,419.0,317.5,85.0,0.0,94.25,42.0,588.25,1546.0,0.0,11.75,2273.25,1546.0,2285.0,-739.0
2026-02-19 01:00:00+00:00,0.0,433.5,318.25,86.0,0.0,107.25,42.0,586.75,1573.75,0.0,17.0,2252.25,1573.75,2269.25,-695.5
2026-02-19 02:00:00+00:00,0.0,394.75,320.25,84.5,0.0,112.75,42.0,586.0,1540.25,0.0,17.0,2257.75,1540.25,2274.75,-734.5
2026-02-19 03:00:00+00:00,0.0,411.0,313.5,83.75,0.0,112.5,42.0,585.25,1548.0,0.0,2.25,2243.0,1548.0,2245.25,-697.25
2026-02-19 04:00:00+00:00,0.0,435.25,321.75,84.75,0.0,123.5,42.0,584.0,1591.25,0.0,0.0,2421.25,1591.25,2421.25,-830.0
2026-02-19 05:00:00+00:00,0.0,672.25,325.5,87.0,0.0,131.25,42.0,584.0,1842.0,0.0,1.75,2871.75,1842.0,2873.5,-1031.5
2026-02-19 06:00:00+00:00,0.0,838.5,321.75,86.25,41.75,134.25,42.0,582.75,2047.25,10.0,0.0,3394.5,2057.25,3394.5,-1337.25
2026-02-19 07:00:00+00:00,0.0,826.0,339.5,83.0,172.0,140.25,49.75,584.0,2194.5,17.0,0.0,3903.0,2211.5,3903.0,-1691.5
2026-02-19 08:00:00+00:00,0.0,894.5,344.75,83.25,316.5,140.25,50.0,582.5,2411.75,5.5,0.0,4105.5,2417.25,4105.5,-1688.25
2026-02-19 09:00:00+00:00,0.0,864.0,346.5,83.5,419.0,132.25,50.0,582.0,2477.25,1.75,0.0,4096.0,2479.0,4096.0,-1617.0
2026-02-19 10:00:00+00:00,0.0,888.75,354.0,82.25,553.75,138.25,49.75,584.0,2650.75,2.0,0.0,4071.0,2652.75,4071.0,-1418.25
2026-02-19 11:00:00+00:00,0.0,885.0,349.25,82.0,623.5,135.25,28.25,585.25,2688.5,0.0,1.0,3773.25,2688.5,3774.25,-1085.75
2026-02-19 12:00:00+00:00,0.0,869.25,351.25,81.5,532.5,116.25,28.0,588.75,2567.5,0.0,2.25,3702.0,2567.5,3704.25,-1136.75
2026-02-19 13:00:00+00:00,0.0,880.75,358.25,79.75,401.75,118.25,28.0,588.0,2454.75,5.25,0.0,3860.75,2460.0,3860.75,-1400.75
2026-02-19 14:00:00+00:00,0.0,803.75,360.25,80.5,312.75,121.25,28.0,590.0,2296.5,0.0,8.25,3799.5,2296.5,3807.75,-1511.25
2026-02-19 15:00:00+00:00,0.0,887.75,360.0,80.75,161.5,127.75,28.0,592.75,2238.5,0.0,6.5,3812.5,2238.5,3819.0,-1580.5
2026-02-19 16:00:00+00:00,0.0,895.25,364.75,83.0,23.0,114.75,28.25,588.25,2097.25,2.0,0.0,3749.0,2099.25,3749.0,-1649.75
2026-02-19 17:00:00+00:00,0.0,807.75,365.25,84.0,0.0,112.0,40.0,589.0,1998.0,11.0,0.0,3794.0,2009.0,3794.0,-1785.0
2026-02-19 18:00:00+00:00,0.0,835.5,366.0,83.5,0.0,101.75,40.0,589.25,2016.0,3.0,0.0,3712.25,2019.0,3712.25,-1693.25
2026-02-19 19:00:00+00:00,0.0,812.5,364.25,84.0,0.0,97.25,40.0,589.0,1987.0,0.0,0.0,3472.0,1987.0,3472.0,-1485.0
2026-02-19 20:00:00+00:00,0.0,713.5,360.0,85.5,0.0,94.25,32.0,588.0,1873.25,0.25,0.0,3269.25,1873.5,3269.25,-1395.75
2026-02-19 21:00:00+00:00,0.0,476.75,357.25,86.0,0.0,107.75,32.0,588.0,1647.75,0.0,0.0,2944.5,1647.75,2944.5,-1296.75
2026-02-19 22:00:00+00:00,0.0,476.5,356.25,85.75,0.0,101.25,32.0,588.0,1639.75,0.0,0.5,2720.75,1639.75,2721.25,-1081.5
2026-02-19 23:00:00+00:00,0.0,394.5,357.0,88.0,0.0,92.75,32.0,587.75,1552.0,0.0,2.25,2462.0,1552.0,2464.25,-912.25
2026-02-20 00:00:00+00:00,0.0,397.75,352.25,88.0,0.0,85.25,32.0,588.0,1543.25,0.0,9.5,2349.75,1543.25,2359.25,-816.0
2026-02-20 01:00:00+00:00,0.0,390.5,357.5,87.75,0.0,82.5,32.0,588.5,1538.75,0.0,17.0,2295.25,1538.75,2312.25,-773.5
2026-02-20 02:00:00+00:00,0.0,392.5,359.0,88.0,0.0,48.75,32.0,589.0,1509.25,0.0,8.75,2272.0,1509.25,2280.75,-771.5
2026-02-20 03:00:00+00:00,0.0,400.0,359.75,86.0,0.0,23.5,32.0,589.25,1490.5,0.0,8.25,2310.5,1490.5,2318.75,-828.25
2026-02-20 04:00:00+00:00,0.0,454.25,360.75,85.25,0.0,20.0,32.25,590.0,1542.5,0.0,3.5,2459.0,1542.5,2462.5,-920.0
2026-02-20 05:00:00+00:00,0.0,760.5,366.0,87.5,0.0,13.25,41.75,589.5,1858.5,12.0,0.0,2902.75,1870.5,2902.75,-1032.25
2026-02-20 06:00:00+00:00,0.0,901.0,366.0,86.5,42.75,11.5,42.0,589.75,2039.5,17.0,0.0,3347.25,2056.5,3347.25,-1290.75
2026-02-20 07:00:00+00:00,0.0,852.5,383.0,83.0,274.75,7.75,52.0,589.75,2242.75,17.0,0.0,3907.75,2259.75,3907.75,-1648.0
2026-02-20 08:00:00+00:00,0.0,856.5,377.25,85.0,538.25,21.25,50.5,588.5,2517.25,10.25,0.0,4053.25,2527.5,4053.25,-1525.75
2026-02-20 09:00:00+00:00,0.0,742.5,373.75,85.5,748.0,20.5,40.25,587.25,2597.75,0.0,0.5,3908.0,2597.75,3908.5,-1310.75
2026-02-20 10:00:00+00:00,0.0,571.0,375.25,82.0,881.0,17.0,40.0,588.0,2554.25,0.0,4.25,3743.0,2554.25,3747.25,-1193.0
2026-02-20 11:00:00+00:00,0.0,483.25,365.5,81.75,845.25,14.25,40.0,589.0,2419.0,0.0,17.0,3517.0,2419.0,3534.0,-1115.0
2026-02-20 12:00:00+00:00,0.0,495.0,346.5,80.25,720.25,14.75,40.0,588.5,2285.25,0.0,17.0,3415.25,2285.25,3432.25,-1147.0
2026-02-20 13:00:00+00:00,0.0,567.75,360.0,81.75,554.75,32.25,40.0,588.0,2224.5,0.0,8.0,3546.75,2224.5,3554.75,-1330.25
2026-02-20 14:00:00+00:00,0.0,613.0,367.75,81.0,389.5,35.75,50.25,588.0,2125.25,0.0,0.75,3695.0,2125.25,3695.75,-1570.5
2026-02-20 15:00:00+00:00,0.0,854.0,367.75,84.0,181.75,47.5,51.25,588.25,2174.5,4.5,0.0,3628.0,2179.0,3628.0,-1449.0
2026-02-20 16:00:00+00:00,0.0,940.75,361.75,84.75,27.25,46.75,51.75,589.25,2102.25,17.0,0.0,3519.0,2119.25,3519.0,-1399.75
2026-02-20 17:00:00+00:00,0.0,968.75,358.5,86.75,0.0,54.5,51.5,590.0,2110.0,17.0,0.0,3575.25,2127.0,3575.25,-1448.25
2026-02-20 18:00:00+00:00,0.0,897.0,362.75,85.75,0.0,58.5,51.25,591.0,2046.25,1.0,0.0,3537.25,2047.25,3537.25,-1490.0
2026-02-20 19:00:00+00:00,0.0,880.5,359.75,86.25,0.0,59.0,49.5,591.5,2026.5,0.0,1.0,3305.0,2026.5,3306.0,-1279.5
2026-02-20 20:00:00+00:00,0.0,801.25,352.75,87.75,0.0,83.75,41.5,591.0,1958.0,3.75,0.0,3066.75,1961.75,3066.75,-1105.0
2026-02-20 21:00:00+00:00,0.0,742.25,348.25,89.0,0.0,87.25,41.75,591.25,1899.75,0.5,0.0,2758.75,1900.25,2758.75,-858.5
2026-02-20 22:00:00+00:00,0.0,690.0,340.75,86.5,0.0,85.25,32.25,591.75,1826.5,0.0,0.25,2486.75,1826.5,2487.0,-660.5
2026-02-20 23:00:00+00:00,0.0,221.25,320.25,86.75,0.0,87.5,39.5,592.0,1347.25,0.0,4.5,2305.25,1347.25,2309.75,-962.5
2026-02-21 00:00:00+00:00,0.0,166.5,323.25,87.25,0.0,72.25,40.0,592.25,1281.5,0.0,7.0,2206.5,1281.5,2213.5,-932.0
2026-02-21 01:00:00+00:00,0.0,167.0,326.0,87.75,0.0,58.75,40.0,593.0,1272.5,0.0,9.5,2180.25,1272.5,2189.75,-917.25
2026-02-21 02:00:00+00:00,0.0,167.0,326.0,87.75,0.0,56.5,40.0,593.0,1270.25,0.0,11.75,2159.5,1270.25,2171.25,-901.0
2026-02-21 03:00:00+00:00,0.0,167.25,324.25,91.25,0.0,47.75,40.0,592.0,1262.5,0.0,12.25,2151.0,1262.5,2163.25,-900.75
2026-02-21 04:00:00+00:00,0.0,166.5,323.75,89.25,0.0,37.5,40.0,593.0,1250.0,0.0,0.25,2200.25,1250.0,2200.5,-950.5
2026-02-21 05:00:00+00:00,0.0,166.0,326.0,89.0,0.25,32.75,40.0,592.5,1246.5,3.75,0.0,2335.25,1250.25,2335.25,-1085.0
2026-02-21 06:00:00+00:00,0.0,166.0,327.75,87.75,72.75,33.75,40.0,592.5,1320.5,5.25,0.0,2576.75,1325.75,2576.75,-1251.0
2026-02-21 07:00:00+00:00,0.0,166.25,339.0,85.75,368.0,23.75,40.0,592.0,1614.75,12.0,0.0,2919.25,1626.75,2919.25,-1292.5
2026-02-21 08:00:00+00:00,0.0,166.25,335.25,85.75,755.75,14.0,39.25,591.75,1988.0,3.75,0.0,3019.5,1991.75,3019.5,-1027.75
2026-02-21 09:00:00+00:00,0.0,166.25,334.75,84.0,1019.25,4.25,39.75,591.0,2239.25,0.0,0.25,2953.25,2239.25,2953.5,-714.25
2026-02-21 10:00:00+00:00,0.0,166.0,334.0,81.75,1168.0,5.25,40.0,591.25,2386.25,0.0,15.0,2766.75,2386.25,2781.75,-395.5
2026-02-21 11:00:00+00:00,0.0,166.0,320.75,79.75,1220.25,10.75,40.0,591.0,2428.5,0.0,17.0,2628.5,2428.5,2645.5,-217.0
2026-02-21 12:00:00+00:00,0.0,166.0,317.75,80.25,1162.75,14.25,40.0,590.75,2371.75,0.0,15.75,2509.5,2371.75,2525.25,-153.5
2026-02-21 13:00:00+00:00,0.0,166.0,319.25,79.75,990.75,12.75,40.0,589.75,2198.25,0.0,5.25,2518.25,2198.25,2523.5,-325.25
2026-02-21 14:00:00+00:00,0.0,166.0,321.5,76.5,741.5,8.75,40.0,589.25,1943.5,2.25,0.0,2415.75,1945.75,2415.75,-470.0
2026-02-21 15:00:00+00:00,0.0,166.0,321.75,77.5,316.0,7.75,40.0,578.5,1507.5,8.5,0.0,2499.75,1516.0,2499.75,-983.75
2026-02-21 16:00:00+00:00,0.0,166.0,322.5,79.0,40.75,6.5,40.0,578.25,1233.0,9.25,0.0,2617.25,1242.25,2617.25,-1375.0
2026-02-21 17:00:00+00:00,0.0,166.0,322.75,80.0,0.75,6.75,40.0,579.0,1195.25,12.75,0.0,2883.0,1208.0,2883.0,-1675.0
2026-02-21 18:00:00+00:00,0.0,166.0,324.75,79.75,0.0,6.0,40.0,578.75,1195.25,19.75,0.0,2990.25,1215.0,2990.25,-1775.25
2026-02-21 19:00:00+00:00,0.0,166.0,323.75,78.25,0.0,4.75,40.0,579.0,1191.75,11.0,0.0,2826.25,1202.75,2826.25,-1623.5
2026-02-21 20:00:00+00:00,0.0,165.75,326.25,80.0,0.0,8.5,40.5,579.0,1200.0,4.5,0.0,2626.0,1204.5,2626.0,-1421.5
2026-02-21 21:00:00+00:00,0.0,166.0,326.5,82.75,0.0,6.5,40.0,578.25,1200.0,0.0,0.0,2462.0,1200.0,2462.0,-1262.0
2026-02-21 22:00:00+00:00,0.0,166.5,325.25,81.75,0.0,8.25,40.0,579.0,1200.75,0.0,0.0,2307.5,1200.75,2307.5,-1106.75
2026-02-21 23:00:00+00:00,0.0,182.0,312.0,80.25,0.0,20.75,50.25,578.25,1223.5,0.75,0.0,2133.25,1224.25,2133.25,-909.0
2026-02-22 00:00:00+00:00,0.0,177.5,313.0,81.25,0.0,20.25,50.0,578.0,1220.0,0.0,0.0,2038.0,1220.0,2038.0,-818.0
2026-02-22 01:00:00+00:00,0.0,171.0,312.75,81.75,0.0,14.75,50.0,578.75,1209.0,0.0,0.25,1944.5,1209.0,1944.75,-735.75
2026-02-22 02:00:00+00:00,0.0,169.75,313.25,80.25,0.0,5.25,50.0,579.0,1197.5,0.0,16.75,1950.75,1197.5,1967.5,-770.0
2026-02-22 03:00:00+00:00,0.0,169.0,313.0,76.75,0.0,3.0,50.0,578.25,1190.0,0.0,17.0,1926.5,1190.0,1943.5,-753.5
2026-02-22 04:00:00+00:00,0.0,169.0,313.5,78.0,0.0,3.75,50.0,578.25,1192.5,0.0,16.25,1960.75,1192.5,1977.0,-784.5
2026-02-22 05:00:00+00:00,0.0,169.5,313.5,79.0,0.0,2.0,50.75,579.0,1193.75,16.5,0.0,2022.25,1210.25,2022.25,-812.0
2026-02-22 06:00:00+00:00,0.0,169.0,313.25,80.0,91.5,0.5,50.5,578.0,1282.75,17.0,0.0,2118.25,1299.75,2118.25,-818.5
2026-02-22 07:00:00+00:00,0.0,169.0,319.75,79.5,438.5,0.0,50.5,577.5,1634.75,8.5,0.0,2284.0,1643.25,2284.0,-640.75
2026-02-22 08:00:00+00:00,0.0,168.75,317.0,77.75,816.5,0.0,49.5,576.75,2006.25,0.0,3.0,2484.25,2006.25,2487.25,-481.0
2026-02-22 09:00:00+00:00,0.0,169.0,326.25,77.75,1068.25,0.25,50.0,561.0,2252.5,0.0,1.25,2443.5,2252.5,2444.75,-192.25
2026-02-22 10:00:00+00:00,0.0,169.0,315.25,74.75,1212.0,2.0,49.5,558.75,2381.25,0.0,0.0,2399.5,2381.25,2399.5,-18.25
2026-02-22 11:00:00+00:00,0.0,169.0,299.0,74.25,1257.0,3.75,40.25,566.5,2409.75,0.0,1.75,2358.5,2409.75,2360.25,49.5
2026-02-22 12:00:00+00:00,0.0,169.0,295.5,74.0,1199.75,8.0,39.75,565.75,2351.75,0.0,18.0,2193.0,2351.75,2211.0,140.75
2026-02-22 13:00:00+00:00,0.0,169.0,296.5,73.5,1046.0,12.0,40.5,565.0,2202.5,0.0,16.25,2148.75,2202.5,2165.0,37.5
2026-02-22 14:00:00+00:00,0.0,196.5,295.5,73.0,772.0,16.25,40.0,565.25,1958.5,0.0,8.25,2166.75,1958.5,2175.0,-216.5
2026-02-22 15:00:00+00:00,0.0,291.25,302.0,73.0,358.25,19.5,49.75,566.25,1660.0,0.0,0.0,2220.25,1660.0,2220.25,-560.25
2026-02-22 16:00:00+00:00,0.0,455.75,311.25,74.5,50.5,19.25,51.25,570.25,1532.75,0.0,0.0,2392.75,1532.75,2392.75,-860.0
2026-02-22 17:00:00+00:00,0.0,432.75,312.25,76.25,0.0,15.5,52.0,570.75,1459.5,12.5,0.0,2657.0,1472.0,2657.0,-1185.0
2026-02-22 18:00:00+00:00,0.0,368.25,311.75,78.0,0.0,20.25,51.75,571.0,1401.0,18.75,0.0,2771.0,1419.75,2771.0,-1351.25
2026-02-22 19:00:00+00:00,0.0,418.75,311.75,76.5,0.0,22.25,51.25,572.0,1452.5,18.5,0.0,2679.25,1471.0,2679.25,-1208.25
2026-02-22 20:00:00+00:00,0.0,425.5,312.25,77.75,0.0,20.5,53.0,572.25,1461.25,9.0,0.0,2518.75,1470.25,2518.75,-1048.5
2026-02-22 21:00:00+00:00,0.0,278.75,310.25,78.25,0.0,23.75,49.75,572.75,1313.5,0.0,0.0,2327.25,1313.5,2327.25,-1013.75
2026-02-22 22:00:00+00:00,0.0,169.0,310.5,76.75,0.0,26.0,49.75,572.75,1204.75,0.0,0.0,2148.25,1204.75,2148.25,-943.5
2026-02-22 23:00:00+00:00,0.0,169.0,289.0,75.5,0.0,26.25,49.5,569.25,1178.5,0.0,0.0,2004.25,1178.5,2004.25,-825.75
2026-02-23 00:00:00+00:00,0.0,169.0,284.25,76.75,0.0,40.5,49.75,569.25,1189.5,2.25,0.0,1922.5,1191.75,1922.5,-730.75
2026-02-23 01:00:00+00:00,0.0,169.0,284.0,78.75,0.0,46.0,50.0,569.25,1197.0,0.0,18.0,1881.5,1197.0,1899.5,-702.5
2026-02-23 02:00:00+00:00,0.0,169.0,283.75,79.25,0.0,33.5,50.0,570.0,1185.5,0.0,13.5,1924.75,1185.5,1938.25,-752.75
2026-02-23 03:00:00+00:00,0.0,169.0,284.0,79.5,0.0,32.5,50.0,569.75,1184.75,0.0,8.25,1972.0,1184.75,1980.25,-795.5
2026-02-23 04:00:00+00:00,0.0,169.0,286.75,79.5,0.0,38.0,49.75,570.0,1193.0,0.0,0.0,2173.25,1193.0,2173.25,-980.25
2026-02-23 05:00:00+00:00,0.0,169.0,285.5,79.0,0.0,34.0,50.0,570.0,1187.5,4.5,0.0,2624.75,1192.0,2624.75,-1432.75
2026-02-23 06:00:00+00:00,0.0,169.0,285.75,78.0,75.25,28.0,50.0,569.75,1255.75,8.0,0.0,3110.0,1263.75,3110.0,-1846.25
2026-02-23 07:00:00+00:00,0.0,168.5,291.25,75.5,325.75,20.75,49.75,569.25,1500.75,17.75,0.0,3613.5,1518.5,3613.5,-2095.0
2026-02-23 08:00:00+00:00,0.0,168.5,291.5,75.25,607.75,13.75,50.0,568.25,1775.0,15.5,0.0,3910.25,1790.5,3910.25,-2119.75
2026-02-23 09:00:00+00:00,0.0,169.0,292.5,75.0,822.25,11.25,50.0,571.0,1991.0,5.25,0.0,3941.25,1996.25,3941.25,-1945.0
2026-02-23 10:00:00+00:00,0.0,169.0,287.75,78.25,961.75,6.0,50.0,570.5,2123.25,0.0,4.5,3865.5,2123.25,3870.0,-1746.75
2026-02-23 11:00:00+00:00,0.0,176.75,290.0,76.5,970.5,9.25,50.0,571.0,2144.0,0.0,18.0,3620.5,2144.0,3638.5,-1494.5
2026-02-23 12:00:00+00:00,0.0,225.25,291.5,71.5,916.5,14.5,49.75,571.0,2140.0,0.0,18.0,3452.0,2140.0,3470.0,-1330.0
2026-02-23 13:00:00+00:00,0.0,360.75,292.0,74.25,810.5,18.0,50.0,580.75,2186.25,0.0,14.25,3570.5,2186.25,3584.75,-1398.5
2026-02-23 14:00:00+00:00,0.0,554.0,293.5,75.0,634.0,15.25,50.0,586.75,2208.5,0.0,0.0,3631.0,2208.5,3631.0,-1422.5
2026-02-23 15:00:00+00:00,0.0,731.75,298.25,74.0,295.0,8.5,59.75,589.25,2056.5,4.5,0.0,3602.75,2061.0,3602.75,-1541.75
2026-02-23 16:00:00+00:00,0.0,827.75,301.0,74.0,41.5,10.0,60.0,590.75,1905.0,11.75,0.0,3466.0,1916.75,3466.0,-1549.25
2026-02-23 17:00:00+00:00,0.0,785.25,301.0,74.0,0.0,12.5,60.0,590.75,1823.5,14.25,0.0,3490.5,1837.75,3490.5,-1652.75
2026-02-23 18:00:00+00:00,0.0,850.25,301.0,74.5,0.0,16.5,60.0,590.0,1892.25,18.0,0.0,3442.75,1910.25,3442.75,-1532.5
2026-02-23 19:00:00+00:00,0.0,818.5,299.75,73.25,0.0,19.5,60.0,591.0,1862.0,10.75,0.0,3287.0,1872.75,3287.0,-1414.25
2026-02-23 20:00:00+00:00,0.0,734.5,296.25,73.75,0.0,17.0,59.25,591.5,1772.25,3.0,0.0,3075.5,1775.25,3075.5,-1300.25
2026-02-23 21:00:00+00:00,0.0,613.75,291.0,73.25,0.0,21.5,50.0,591.75,1641.25,0.0,0.0,2787.75,1641.25,2787.75,-1146.5
2026-02-23 22:00:00+00:00,0.0,474.0,285.25,72.0,0.0,25.5,49.75,592.0,1498.5,0.0,0.0,2529.25,1498.5,2529.25,-1030.75
2026-02-23 23:00:00+00:00,0.0,497.75,270.5,71.75,0.0,22.0,50.0,589.5,1501.5,0.75,0.0,2286.5,1502.25,2286.5,-784.25
2026-02-24 00:00:00+00:00,0.0,484.75,267.75,72.0,0.0,18.0,49.75,589.75,1482.0,0.0,0.5,2216.25,1482.0,2216.75,-734.75
2026-02-24 01:00:00+00:00,0.0,443.0,268.0,73.0,0.0,14.25,50.0,590.0,1438.25,0.0,4.25,2167.75,1438.25,2172.0,-733.75
2026-02-24 02:00:00+00:00,0.0,467.25,266.0,71.25,0.0,17.75,50.0,590.0,1462.25,0.0,8.5,2180.75,1462.25,2189.25,-727.0
2026-02-24 03:00:00+00:00,0.0,496.5,265.75,72.25,0.0,20.25,50.0,590.0,1494.75,0.0,13.5,2202.5,1494.75,2216.0,-721.25
2026-02-24 04:00:00+00:00,0.0,514.5,265.75,73.0,0.0,20.5,49.75,591.0,1514.5,0.0,1.0,2326.75,1514.5,2327.75,-813.25
2026-02-24 05:00:00+00:00,0.0,721.75,277.75,73.25,0.0,23.75,49.75,591.0,1737.25,10.5,0.0,2779.5,1747.75,2779.5,-1031.75
2026-02-24 06:00:00+00:00,0.0,823.75,284.0,73.75,70.5,23.5,49.75,590.75,1916.0,14.5,0.0,3285.75,1930.5,3285.75,-1355.25
2026-02-24 07:00:00+00:00,0.0,851.0,299.75,73.5,385.25,20.25,49.75,590.5,2270.0,16.0,0.0,3812.0,2286.0,3812.0,-1526.0
2026-02-24 08:00:00+00:00,0.0,795.5,300.0,72.5,727.25,16.75,50.0,587.5,2549.5,6.5,0.0,4000.75,2556.0,4000.75,-1444.75
2026-02-24 09:00:00+00:00,0.0,675.75,295.5,71.0,924.0,17.5,50.0,591.0,2624.75,0.0,0.5,3926.75,2624.75,3927.25,-1302.5
2026-02-24 10:00:00+00:00,0.0,445.25,295.5,71.75,1030.0,13.75,50.0,590.75,2497.0,0.0,1.5,3811.0,2497.0,3812.5,-1315.5
2026-02-24 11:00:00+00:00,0.0,469.0,280.5,73.0,1077.75,10.5,50.0,590.75,2551.5,0.0,16.75,3531.0,2551.5,3547.75,-996.25
2026-02-24 12:00:00+00:00,0.0,472.75,282.0,74.75,1026.25,7.5,50.0,590.0,2503.25,0.0,17.0,3461.75,2503.25,3478.75,-975.5
2026-02-24 13:00:00+00:00,0.0,468.75,291.75,73.5,916.5,6.5,50.0,589.5,2396.5,0.0,12.75,3583.0,2396.5,3595.75,-1199.25
2026-02-24 14:00:00+00:00,0.0,493.0,292.75,75.0,685.0,4.75,50.0,589.25,2189.75,0.5,0.0,3610.75,2190.25,3610.75,-1420.5
2026-02-24 15:00:00+00:00,0.0,706.75,299.75,75.75,332.75,3.0,51.25,589.75,2059.0,0.0,7.0,3565.25,2059.0,3572.25,-1513.25
2026-02-24 16:00:00+00:00,0.0,874.5,311.75,75.75,49.5,1.25,61.75,590.0,1964.5,14.75,0.0,3502.75,1979.25,3502.75,-1523.5
2026-02-24 17:00:00+00:00,0.0,839.5,311.75,73.5,0.0,1.0,61.5,589.75,1877.0,14.0,0.0,3528.5,1891.0,3528.5,-1637.5
2026-02-24 18:00:00+00:00,0.0,822.75,311.25,73.5,0.0,1.0,60.75,589.25,1858.5,14.75,0.0,3513.75,1873.25,3513.75,-1640.5
2026-02-24 19:00:00+00:00,0.0,736.75,310.5,74.25,0.0,0.5,59.75,588.75,1770.5,0.0,1.25,3309.25,1770.5,3310.5,-1540.0
2026-02-24 20:00:00+00:00,0.0,605.25,299.5,73.75,0.0,0.0,49.75,588.25,1616.5,0.0,0.0,3035.0,1616.5,3035.0,-1418.5
2026-02-24 21:00:00+00:00,0.0,490.5,283.75,74.5,0.0,0.0,49.5,588.75,1487.0,0.25,0.0,2677.25,1487.25,2677.25,-1190.0
2026-02-24 22:00:00+00:00,0.0,490.5,281.25,73.25,0.0,0.0,49.0,588.75,1482.75,0.0,5.75,2411.75,1482.75,2417.5,-934.75
2026-02-24 23:00:00+00:00,0.0,487.5,265.25,72.75,0.0,0.25,39.75,586.75,1452.25,8.0,0.0,2235.75,1460.25,2235.75,-775.5
2026-02-25 00:00:00+00:00,0.0,398.0,258.25,75.0,0.0,4.0,39.75,587.25,1362.25,3.75,0.0,2153.75,1366.0,2153.75,-787.75
2026-02-25 01:00:00+00:00,0.0,399.75,257.75,76.0,0.0,6.25,40.0,587.5,1367.25,0.0,16.75,2130.25,1367.25,2147.0,-779.75
2026-02-25 02:00:00+00:00,0.0,400.25,258.0,77.75,0.0,2.25,40.0,587.0,1365.25,0.0,16.0,2119.5,1365.25,2135.5,-770.25
2026-02-25 03:00:00+00:00,0.0,400.25,258.0,77.5,0.0,1.5,40.0,586.5,1363.75,0.0,6.5,2127.75,1363.75,2134.25,-770.5
2026-02-25 04:00:00+00:00,0.0,498.75,258.25,76.75,0.0,4.0,41.0,586.25,1465.0,0.0,2.0,2289.5,1465.0,2291.5,-826.5
2026-02-25 05:00:00+00:00,0.0,795.5,265.75,79.75,0.0,4.0,41.75,586.5,1773.25,6.0,0.0,2722.0,1779.25,2722.0,-942.75
2026-02-25 06:00:00+00:00,0.0,895.75,271.25,78.25,93.25,4.5,41.75,586.0,1970.75,16.5,0.0,3203.75,1987.25,3203.75,-1216.5
2026-02-25 07:00:00+00:00,0.0,863.0,278.5,75.25,423.75,3.5,42.0,586.0,2272.0,14.0,0.0,3692.75,2286.0,3692.75,-1406.75
2026-02-25 08:00:00+00:00,0.0,758.5,270.75,76.0,784.75,3.0,40.5,585.5,2519.0,3.5,0.0,3844.25,2522.5,3844.25,-1321.75
2026-02-25 09:00:00+00:00,0.0,477.0,270.75,74.25,1008.75,1.75,40.0,584.5,2457.0,0.0,0.0,3749.25,2457.0,3749.25,-1292.25
2026-02-25 10:00:00+00:00,0.0,475.5,270.0,71.75,1143.5,1.0,40.0,583.0,2584.75,0.0,3.25,3693.0,2584.75,3696.25,-1111.5
2026-02-25 11:00:00+00:00,0.0,458.0,253.5,67.75,1167.25,1.0,28.0,582.25,2557.75,0.0,16.5,3415.5,2557.75,3432.0,-874.25
2026-02-25 12:00:00+00:00,0.0,402.25,251.25,70.25,1077.0,2.25,28.0,582.0,2413.0,0.0,17.0,3376.75,2413.0,3393.75,-980.75
2026-02-25 13:00:00+00:00,0.0,436.5,252.25,72.25,944.75,2.5,28.0,582.75,2319.0,0.0,16.75,3415.75,2319.0,3432.5,-1113.5
2026-02-25 14:00:00+00:00,0.0,441.75,257.75,72.25,708.0,2.5,28.25,582.0,2092.5,0.0,1.5,3423.0,2092.5,3424.5,-1332.0
2026-02-25 15:00:00+00:00,0.0,663.75,265.5,74.75,345.0,2.75,39.25,582.25,1973.25,0.0,0.0,3445.5,1973.25,3445.5,-1472.25
2026-02-25 16:00:00+00:00,0.0,845.75,281.5,74.75,54.5,3.25,39.75,584.0,1883.5,10.5,0.0,3354.75,1894.0,3354.75,-1460.75
2026-02-25 17:00:00+00:00,0.0,837.75,292.75,75.25,0.25,2.25,48.75,583.75,1840.75,17.0,0.0,3405.5,1857.75,3405.5,-1547.75
2026-02-25 18:00:00+00:00,0.0,877.5,296.25,76.75,0.0,0.5,49.25,584.0,1884.25,17.0,0.0,3428.25,1901.25,3428.25,-1527.0
