,Biomass,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Other,Solar,Wind Onshore,Geothermal,Fossil Coal-derived gas,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-01 00:00:00+00:00,15.0,274.75,0.0,7.75,9.0,0.0,97.25,0.0,0.0,403.75,9.5,0.0,1656.5,413.25,1656.5,-1243.25
2026-01-01 01:00:00+00:00,15.25,269.5,0.0,5.0,9.0,0.0,112.75,0.0,0.0,411.5,0.0,0.0,1571.25,411.5,1571.25,-1159.75
2026-01-01 02:00:00+00:00,15.0,264.25,0.0,5.0,9.0,0.0,147.25,0.0,0.0,440.5,0.0,0.0,1476.5,440.5,1476.5,-1036.0
2026-01-01 03:00:00+00:00,15.0,263.75,0.0,5.0,9.0,0.0,167.25,0.0,0.0,460.0,0.0,0.0,1406.75,460.0,1406.75,-946.75
2026-01-01 04:00:00+00:00,15.0,264.75,0.0,5.0,9.0,0.0,208.75,0.0,0.0,502.5,0.0,0.25,1383.75,502.5,1384.0,-881.5
2026-01-01 05:00:00+00:00,15.0,266.0,0.0,8.5,8.75,0.0,233.0,0.0,0.0,531.25,0.0,2.0,1413.75,531.25,1415.75,-884.5
2026-01-01 06:00:00+00:00,15.0,279.75,0.0,8.75,8.5,25.0,278.5,0.0,0.0,615.5,0.0,0.0,1433.25,615.5,1433.25,-817.75
2026-01-01 07:00:00+00:00,15.0,269.0,0.0,9.0,9.5,286.75,384.0,0.0,0.0,973.25,1.0,0.0,1544.0,974.25,1544.0,-569.75
2026-01-01 08:00:00+00:00,15.0,263.0,0.0,5.0,10.0,668.75,396.25,0.0,0.0,1358.0,0.0,0.0,1738.0,1358.0,1738.0,-380.0
2026-01-01 09:00:00+00:00,15.0,262.5,0.0,5.0,10.0,934.75,388.75,0.0,0.0,1616.0,0.0,0.0,1905.0,1616.0,1905.0,-289.0
2026-01-01 10:00:00+00:00,15.0,262.25,0.0,5.0,9.0,1070.25,426.5,0.0,0.0,1788.0,0.0,7.0,2036.25,1788.0,2043.25,-255.25
2026-01-01 11:00:00+00:00,15.0,261.5,0.0,5.0,9.5,1104.75,496.0,0.0,0.0,1891.75,0.0,0.0,2135.75,1891.75,2135.75,-244.0
2026-01-01 12:00:00+00:00,15.0,262.25,0.0,5.0,10.0,882.75,591.25,0.0,0.0,1766.25,0.0,12.0,1978.75,1766.25,1990.75,-224.5
2026-01-01 13:00:00+00:00,15.0,324.5,0.0,7.0,9.75,615.0,704.0,0.0,0.0,1675.25,0.0,3.0,1731.75,1675.25,1734.75,-59.5
2026-01-01 14:00:00+00:00,15.0,532.75,0.0,7.75,9.0,250.25,679.5,0.0,0.0,1494.25,0.0,0.0,1669.25,1494.25,1669.25,-175.0
2026-01-01 15:00:00+00:00,15.0,835.25,0.0,5.0,9.0,39.0,694.5,0.0,0.0,1597.75,3.0,0.0,1776.0,1600.75,1776.0,-175.25
2026-01-01 16:00:00+00:00,15.0,1057.25,0.0,9.5,9.0,0.0,715.5,0.0,0.0,1806.25,6.0,0.0,1955.75,1812.25,1955.75,-143.5
2026-01-01 17:00:00+00:00,15.0,1059.0,0.0,8.75,9.0,0.0,785.25,0.0,0.0,1877.0,6.0,0.0,2022.25,1883.0,2022.25,-139.25
2026-01-01 18:00:00+00:00,15.0,1059.75,0.0,5.0,9.0,0.0,858.0,0.0,0.0,1946.75,0.0,0.0,2079.75,1946.75,2079.75,-133.0
2026-01-01 19:00:00+00:00,15.25,1055.75,0.0,5.0,9.0,0.0,794.25,0.0,0.0,1879.25,5.5,0.0,2110.75,1884.75,2110.75,-226.0
2026-01-01 20:00:00+00:00,16.0,1010.25,0.0,8.0,9.0,0.0,784.0,0.0,0.0,1827.25,0.0,0.0,2046.75,1827.25,2046.75,-219.5
2026-01-01 21:00:00+00:00,15.75,657.75,0.0,8.75,9.0,0.0,806.0,0.0,0.0,1497.25,0.0,0.0,1934.5,1497.25,1934.5,-437.25
2026-01-01 22:00:00+00:00,16.0,264.25,0.0,8.75,9.0,0.0,810.75,0.0,0.0,1108.75,0.0,0.75,1777.25,1108.75,1778.0,-669.25
2026-01-01 23:00:00+00:00,16.0,265.0,0.0,5.0,12.25,0.0,801.25,0.0,0.0,1099.5,0.0,0.0,1601.75,1099.5,1601.75,-502.25
2026-01-02 00:00:00+00:00,15.5,261.5,0.0,5.0,13.0,0.0,793.0,0.0,0.0,1088.0,0.0,1.5,1448.0,1088.0,1449.5,-361.5
2026-01-02 01:00:00+00:00,16.0,260.75,0.0,5.0,12.5,0.0,768.5,0.0,0.0,1062.75,0.0,3.0,1357.5,1062.75,1360.5,-297.75
2026-01-02 02:00:00+00:00,16.0,261.0,0.0,5.0,11.75,0.0,780.0,0.0,0.0,1073.75,0.0,10.0,1316.25,1073.75,1326.25,-252.5
2026-01-02 03:00:00+00:00,16.0,262.0,0.0,5.0,11.25,0.0,877.5,0.0,0.0,1171.75,0.0,12.0,1311.5,1171.75,1323.5,-151.75
2026-01-02 04:00:00+00:00,16.0,262.25,0.0,5.0,12.0,0.0,948.5,0.0,0.0,1243.75,0.0,3.0,1369.0,1243.75,1372.0,-128.25
2026-01-02 05:00:00+00:00,16.0,272.5,0.0,9.75,12.0,0.0,1090.5,0.0,0.0,1400.75,59.5,0.0,1513.5,1460.25,1513.5,-53.25
2026-01-02 06:00:00+00:00,15.75,293.25,0.0,9.5,12.25,46.25,1324.75,0.0,0.0,1701.75,126.25,0.0,1681.5,1828.0,1681.5,146.5
2026-01-02 07:00:00+00:00,16.0,293.0,0.0,9.75,13.0,344.75,1436.25,0.0,0.0,2112.75,132.5,0.0,1885.5,2245.25,1885.5,359.75
2026-01-02 08:00:00+00:00,15.75,299.5,0.0,5.0,13.75,760.0,1555.0,0.0,0.0,2649.0,121.75,0.0,2063.5,2770.75,2063.5,707.25
2026-01-02 09:00:00+00:00,14.0,277.5,0.0,5.0,14.0,1034.0,1726.25,0.0,0.0,3070.75,56.0,0.0,2136.25,3126.75,2136.25,990.5
2026-01-02 10:00:00+00:00,14.0,263.0,0.0,5.0,14.0,1100.5,1855.0,0.0,0.0,3251.5,0.0,11.0,2116.75,3251.5,2127.75,1123.75
2026-01-02 11:00:00+00:00,14.5,264.0,0.0,5.0,14.0,1183.5,1906.75,0.0,0.0,3387.75,0.0,51.75,2179.25,3387.75,2231.0,1156.75
2026-01-02 12:00:00+00:00,15.75,263.5,0.0,5.0,14.0,1044.75,1853.0,0.0,0.0,3196.0,0.0,164.0,2124.0,3196.0,2288.0,908.0
2026-01-02 13:00:00+00:00,16.0,323.75,0.0,5.0,13.0,835.25,1778.5,0.0,0.0,2971.5,0.0,123.0,2099.75,2971.5,2222.75,748.75
2026-01-02 14:00:00+00:00,16.0,527.5,0.0,5.0,13.75,451.5,1595.75,0.0,0.0,2609.5,0.0,0.0,2085.75,2609.5,2085.75,523.75
2026-01-02 15:00:00+00:00,15.75,782.0,0.0,8.75,14.0,77.75,1475.0,0.0,0.0,2373.25,2.0,0.0,2170.0,2375.25,2170.0,205.25
2026-01-02 16:00:00+00:00,15.75,1072.5,0.0,9.0,14.0,0.0,1347.0,0.0,0.0,2458.25,9.5,0.0,2390.5,2467.75,2390.5,77.25
2026-01-02 17:00:00+00:00,16.0,1040.75,0.0,8.75,14.0,0.0,1360.75,0.0,0.0,2440.25,11.25,0.0,2440.25,2451.5,2440.25,11.25
2026-01-02 18:00:00+00:00,16.0,1047.25,0.0,5.0,14.0,0.0,1346.25,0.0,0.0,2428.5,12.0,0.0,2494.0,2440.5,2494.0,-53.5
2026-01-02 19:00:00+00:00,16.0,1039.5,0.0,5.0,13.0,0.0,1254.5,0.0,0.0,2328.0,9.0,0.0,2446.0,2337.0,2446.0,-109.0
2026-01-02 20:00:00+00:00,16.0,894.5,0.0,5.0,13.0,0.0,1272.25,0.0,0.0,2200.75,3.0,0.0,2275.0,2203.75,2275.0,-71.25
2026-01-02 21:00:00+00:00,16.0,308.25,0.0,5.0,13.0,0.0,1334.25,0.0,0.0,1676.5,0.0,0.0,2066.75,1676.5,2066.75,-390.25
2026-01-02 22:00:00+00:00,16.0,271.75,0.0,5.0,13.0,0.0,1338.5,0.0,0.0,1644.25,0.0,0.0,1823.75,1644.25,1823.75,-179.5
2026-01-02 23:00:00+00:00,16.0,265.5,0.0,5.0,13.0,0.0,1310.25,0.0,0.0,1609.75,0.0,0.0,1611.5,1609.75,1611.5,-1.75
2026-01-03 00:00:00+00:00,16.0,260.0,0.0,5.0,12.0,0.0,1227.5,0.0,0.0,1520.5,0.0,0.0,1465.75,1520.5,1465.75,54.75
2026-01-03 01:00:00+00:00,16.0,260.0,0.0,5.0,12.0,0.0,1099.5,0.0,0.0,1392.5,0.0,0.0,1374.0,1392.5,1374.0,18.5
2026-01-03 02:00:00+00:00,16.0,260.25,0.0,5.0,12.0,0.0,1110.25,0.0,0.0,1403.5,0.0,0.0,1324.75,1403.5,1324.75,78.75
2026-01-03 03:00:00+00:00,16.0,259.75,0.0,5.0,12.0,0.0,1081.5,0.0,0.0,1374.25,0.0,0.0,1333.0,1374.25,1333.0,41.25
2026-01-03 04:00:00+00:00,16.0,259.75,0.0,5.0,12.0,0.0,996.0,0.0,0.0,1288.75,0.0,0.0,1394.5,1288.75,1394.5,-105.75
2026-01-03 05:00:00+00:00,16.0,297.5,0.0,8.5,12.0,0.0,926.75,0.0,0.0,1260.75,0.0,0.0,1508.0,1260.75,1508.0,-247.25
2026-01-03 06:00:00+00:00,16.0,301.0,0.0,9.0,12.5,22.75,1019.0,0.0,0.0,1380.25,0.0,0.0,1628.75,1380.25,1628.75,-248.5
2026-01-03 07:00:00+00:00,16.0,302.5,0.0,9.0,13.75,198.25,1020.25,0.0,0.0,1559.75,0.0,1.0,1802.25,1559.75,1803.25,-243.5
2026-01-03 08:00:00+00:00,14.5,303.25,0.0,5.0,13.25,507.0,1002.75,0.0,0.0,1845.75,0.25,0.0,1960.75,1846.0,1960.75,-114.75
2026-01-03 09:00:00+00:00,12.25,283.75,0.0,5.0,14.25,721.25,1112.25,0.0,0.0,2148.75,5.75,0.0,2025.25,2154.5,2025.25,129.25
2026-01-03 10:00:00+00:00,13.5,273.25,0.0,5.0,14.75,942.5,1190.75,0.0,0.0,2439.75,0.0,0.0,2028.75,2439.75,2028.75,411.0
2026-01-03 11:00:00+00:00,13.75,297.0,0.0,5.0,14.75,936.5,1261.0,0.0,0.0,2528.0,0.0,0.0,2015.0,2528.0,2015.0,513.0
2026-01-03 12:00:00+00:00,13.5,325.5,0.0,5.0,14.0,782.75,1194.0,0.0,0.0,2334.75,0.0,0.0,2017.0,2334.75,2017.0,317.75
2026-01-03 13:00:00+00:00,16.0,424.5,0.0,5.0,14.0,613.0,1147.75,0.0,0.0,2220.25,0.0,0.0,1998.75,2220.25,1998.75,221.5
2026-01-03 14:00:00+00:00,16.0,620.75,0.0,5.25,14.0,317.25,1101.25,0.0,0.0,2074.5,2.25,0.0,1954.25,2076.75,1954.25,122.5
2026-01-03 15:00:00+00:00,15.25,849.25,0.0,9.0,14.0,59.25,1144.75,0.0,0.0,2091.5,1.25,0.0,2048.5,2092.75,2048.5,44.25
2026-01-03 16:00:00+00:00,15.0,1025.0,0.0,9.0,14.0,0.0,1196.25,0.0,0.0,2259.25,0.25,0.0,2275.75,2259.5,2275.75,-16.25
2026-01-03 17:00:00+00:00,15.0,1031.0,0.0,9.0,14.0,0.0,1228.0,0.0,0.0,2297.0,0.0,0.0,2325.0,2297.0,2325.0,-28.0
2026-01-03 18:00:00+00:00,15.0,1037.25,0.0,5.0,14.0,0.0,1326.25,0.0,0.0,2397.5,0.0,1.0,2376.0,2397.5,2377.0,20.5
2026-01-03 19:00:00+00:00,15.0,1012.5,0.0,5.0,13.0,0.0,1357.75,0.0,0.0,2403.25,0.0,0.0,2300.25,2403.25,2300.25,103.0
2026-01-03 20:00:00+00:00,14.0,870.25,0.0,5.0,13.0,0.0,1439.5,0.0,0.0,2341.75,0.0,0.0,2137.5,2341.75,2137.5,204.25
2026-01-03 21:00:00+00:00,13.5,676.75,0.0,5.0,13.0,0.0,1492.75,0.0,0.0,2201.0,0.0,0.25,1949.25,2201.0,1949.5,251.5
2026-01-03 22:00:00+00:00,12.5,277.5,0.0,5.0,13.0,0.0,1524.0,0.0,0.0,1832.0,0.0,1.75,1755.75,1832.0,1757.5,74.5
2026-01-03 23:00:00+00:00,0.0,264.0,0.0,5.0,13.0,0.0,1515.5,0.0,0.0,1797.5,0.0,0.0,1597.75,1797.5,1597.75,199.75
2026-01-04 00:00:00+00:00,0.0,258.25,0.0,5.0,13.0,0.0,1521.5,0.0,0.0,1797.75,0.0,0.25,1471.0,1797.75,1471.25,326.5
2026-01-04 01:00:00+00:00,0.0,259.0,0.0,5.0,12.0,0.0,1486.75,0.0,0.0,1762.75,0.0,2.5,1374.25,1762.75,1376.75,386.0
2026-01-04 02:00:00+00:00,0.0,258.5,0.0,5.0,12.0,0.0,1447.5,0.0,0.0,1723.0,0.0,2.25,1323.25,1723.0,1325.5,397.5
2026-01-04 03:00:00+00:00,0.0,259.0,0.0,5.0,12.0,0.0,1470.75,0.0,0.0,1746.75,0.0,0.0,1305.5,1746.75,1305.5,441.25
2026-01-04 04:00:00+00:00,0.0,259.25,0.0,5.0,12.0,0.0,1477.25,0.0,0.0,1753.5,0.0,0.0,1326.0,1753.5,1326.0,427.5
2026-01-04 05:00:00+00:00,0.0,259.0,0.0,8.75,12.0,0.0,1445.0,0.0,0.0,1724.75,0.0,0.0,1395.75,1724.75,1395.75,329.0
2026-01-04 06:00:00+00:00,0.0,259.75,0.0,9.0,13.25,16.5,1429.5,0.0,0.0,1728.0,0.0,215.25,1459.75,1728.0,1675.0,53.0
2026-01-04 07:00:00+00:00,0.0,269.25,0.0,9.0,14.0,160.0,1376.75,0.0,0.0,1829.0,0.0,296.5,1609.0,1829.0,1905.5,-76.5
2026-01-04 08:00:00+00:00,0.0,260.5,0.0,5.0,14.0,365.0,1322.0,0.0,0.0,1966.5,0.0,297.5,1770.75,1966.5,2068.25,-101.75
2026-01-04 09:00:00+00:00,0.0,258.5,0.0,5.0,15.0,532.0,1259.25,0.0,0.0,2069.75,0.0,150.75,1948.75,2069.75,2099.5,-29.75
2026-01-04 10:00:00+00:00,0.0,258.5,0.0,5.0,14.25,727.5,1210.0,0.0,0.0,2215.25,0.0,149.75,2038.5,2215.25,2188.25,27.0
2026-01-04 11:00:00+00:00,0.0,255.75,0.0,5.0,15.0,863.0,1260.75,0.0,0.0,2399.5,0.0,80.75,2108.5,2399.5,2189.25,210.25
2026-01-04 12:00:00+00:00,0.0,281.25,0.0,5.0,14.0,719.0,1201.5,0.0,0.0,2220.75,0.0,0.0,2019.25,2220.75,2019.25,201.5
2026-01-04 13:00:00+00:00,0.0,383.75,0.0,5.0,13.0,514.75,1173.5,0.0,0.0,2090.0,0.0,0.0,1901.25,2090.0,1901.25,188.75
2026-01-04 14:00:00+00:00,0.0,681.25,0.0,5.0,13.0,300.5,1130.25,0.0,0.0,2130.0,0.0,0.0,1876.5,2130.0,1876.5,253.5
2026-01-04 15:00:00+00:00,0.0,852.25,0.0,5.0,13.0,59.25,1060.5,0.0,0.0,1990.0,0.0,0.0,1907.75,1990.0,1907.75,82.25
2026-01-04 16:00:00+00:00,0.0,981.5,0.0,9.0,13.0,0.0,1115.0,0.0,0.0,2118.5,0.0,0.0,2081.25,2118.5,2081.25,37.25
2026-01-04 17:00:00+00:00,0.0,1028.75,0.0,9.0,13.5,0.0,1188.5,0.0,0.0,2239.75,0.0,0.0,2112.75,2239.75,2112.75,127.0
2026-01-04 18:00:00+00:00,0.0,1028.5,0.0,9.0,13.5,0.0,1140.25,0.0,0.0,2191.25,0.0,0.0,2180.0,2191.25,2180.0,11.25
2026-01-04 19:00:00+00:00,0.0,1009.0,0.0,5.0,12.5,0.0,1083.25,0.0,0.0,2109.75,0.0,0.0,2169.75,2109.75,2169.75,-60.0
2026-01-04 20:00:00+00:00,0.0,1027.5,0.0,5.0,12.0,0.0,1151.25,0.0,0.0,2195.75,0.0,0.0,2055.0,2195.75,2055.0,140.75
2026-01-04 21:00:00+00:00,0.0,618.25,0.0,5.0,12.0,0.0,1126.5,0.0,0.0,1761.75,0.0,0.0,1884.5,1761.75,1884.5,-122.75
2026-01-04 22:00:00+00:00,0.0,258.5,0.0,5.0,11.5,0.0,1134.25,0.0,0.0,1409.25,0.0,2.25,1701.0,1409.25,1703.25,-294.0
2026-01-04 23:00:00+00:00,0.0,270.25,0.0,5.0,13.0,0.0,1086.75,0.0,0.0,1375.0,0.0,1.5,1532.25,1375.0,1533.75,-158.75
2026-01-05 00:00:00+00:00,0.0,269.25,0.0,5.0,12.0,0.0,957.0,0.0,0.0,1243.25,0.0,9.0,1397.75,1243.25,1406.75,-163.5
2026-01-05 01:00:00+00:00,0.0,257.5,0.0,5.0,12.0,0.0,1058.5,0.0,0.0,1333.0,0.0,12.0,1308.0,1333.0,1320.0,13.0
2026-01-05 02:00:00+00:00,0.0,257.5,0.0,5.0,12.0,0.0,1215.5,0.0,0.0,1490.0,0.0,12.0,1294.0,1490.0,1306.0,184.0
2026-01-05 03:00:00+00:00,0.0,257.75,0.0,5.0,12.0,0.0,1180.75,0.0,0.0,1455.5,0.0,12.0,1282.0,1455.5,1294.0,161.5
2026-01-05 04:00:00+00:00,0.0,319.75,0.0,5.0,12.0,0.0,1276.5,0.0,0.0,1613.25,0.0,10.25,1363.75,1613.25,1374.0,239.25
2026-01-05 05:00:00+00:00,0.0,671.75,0.0,8.75,12.0,0.0,1361.25,0.0,0.0,2053.75,0.0,0.0,1539.5,2053.75,1539.5,514.25
2026-01-05 06:00:00+00:00,0.0,1107.75,0.0,9.0,12.5,14.0,1321.5,0.0,0.0,2464.75,0.0,0.0,1740.75,2464.75,1740.75,724.0
2026-01-05 07:00:00+00:00,0.0,1056.0,0.0,9.0,13.75,151.25,1243.75,0.0,0.0,2473.75,0.75,0.0,1932.0,2474.5,1932.0,542.5
2026-01-05 08:00:00+00:00,0.0,1033.25,0.0,5.0,13.25,496.75,979.25,0.0,0.0,2527.5,4.25,0.0,2088.5,2531.75,2088.5,443.25
2026-01-05 09:00:00+00:00,0.0,1017.5,0.0,5.0,14.25,832.25,916.0,0.0,0.0,2785.0,1.25,0.0,2081.5,2786.25,2081.5,704.75
2026-01-05 10:00:00+00:00,0.0,1018.25,0.0,5.0,14.75,1083.5,938.25,0.0,0.0,3059.75,1.75,0.0,2003.25,3061.5,2003.25,1058.25
2026-01-05 11:00:00+00:00,0.0,836.5,0.0,5.0,14.75,1210.5,903.25,0.0,0.0,2970.0,0.0,7.5,2002.0,2970.0,2009.5,960.5
2026-01-05 12:00:00+00:00,0.0,682.5,0.0,5.0,14.0,1171.5,772.75,0.0,0.0,2645.75,0.0,2.25,1944.75,2645.75,1947.0,698.75
2026-01-05 13:00:00+00:00,0.0,764.0,0.0,5.0,14.0,917.5,810.5,0.0,0.0,2511.0,0.0,0.25,1932.75,2511.0,1933.0,578.0
2026-01-05 14:00:00+00:00,0.0,871.25,0.0,5.0,14.0,458.0,689.5,0.0,0.0,2037.75,0.0,2.5,1917.0,2037.75,1919.5,118.25
2026-01-05 15:00:00+00:00,0.0,1005.0,0.0,5.0,14.0,87.5,509.25,0.0,0.0,1620.75,7.25,0.0,2012.75,1628.0,2012.75,-384.75
2026-01-05 16:00:00+00:00,0.0,1040.5,0.0,5.0,14.0,0.0,525.5,0.0,0.0,1585.0,12.0,0.0,2219.0,1597.0,2219.0,-622.0
2026-01-05 17:00:00+00:00,0.0,1041.25,0.0,6.0,14.0,0.0,515.25,0.0,0.0,1576.5,12.0,0.0,2273.0,1588.5,2273.0,-684.5
2026-01-05 18:00:00+00:00,0.0,1041.25,0.0,6.0,14.0,0.0,550.5,0.0,0.0,1611.75,15.0,0.0,2331.75,1626.75,2331.75,-705.0
2026-01-05 19:00:00+00:00,0.0,1039.5,0.0,11.5,13.0,0.0,566.75,0.0,0.0,1630.75,6.0,0.0,2289.75,1636.75,2289.75,-653.0
2026-01-05 20:00:00+00:00,0.0,969.0,0.0,5.0,13.0,0.0,704.75,0.0,0.0,1691.75,0.0,0.0,2117.75,1691.75,2117.75,-426.0
2026-01-05 21:00:00+00:00,0.0,936.5,0.0,5.0,13.0,0.0,859.5,0.0,0.0,1814.0,0.0,0.0,1940.75,1814.0,1940.75,-126.75
2026-01-05 22:00:00+00:00,0.0,661.25,0.0,5.0,13.0,0.0,922.0,0.0,0.0,1601.25,0.0,1.25,1735.0,1601.25,1736.25,-135.0
2026-01-05 23:00:00+00:00,0.0,446.25,0.0,5.0,11.0,0.0,958.25,0.0,0.0,1420.5,0.0,6.0,1562.75,1420.5,1568.75,-148.25
2026-01-06 00:00:00+00:00,0.0,279.25,0.0,5.0,11.0,0.0,963.0,0.0,0.0,1258.25,0.0,6.0,1432.75,1258.25,1438.75,-180.5
2026-01-06 01:00:00+00:00,0.0,274.75,0.0,5.0,11.0,0.0,988.75,0.0,0.0,1279.5,0.0,9.25,1355.0,1279.5,1364.25,-84.75
2026-01-06 02:00:00+00:00,0.0,300.75,0.0,5.0,11.0,0.0,1082.0,0.0,0.0,1398.75,0.0,3.0,1301.5,1398.75,1304.5,94.25
2026-01-06 03:00:00+00:00,0.0,347.25,0.0,5.0,11.0,0.0,1114.0,0.0,0.0,1477.25,0.0,12.0,1303.0,1477.25,1315.0,162.25
2026-01-06 04:00:00+00:00,0.0,459.0,0.0,5.0,11.0,0.0,1189.25,0.0,0.0,1664.25,0.0,9.0,1329.25,1664.25,1338.25,326.0
2026-01-06 05:00:00+00:00,0.0,850.75,0.0,5.0,11.0,0.0,1261.0,0.0,0.0,2127.75,0.0,6.0,1446.5,2127.75,1452.5,675.25
2026-01-06 06:00:00+00:00,0.0,865.25,0.0,8.0,11.25,31.25,1324.75,0.0,0.0,2240.5,0.0,0.0,1529.25,2240.5,1529.25,711.25
2026-01-06 07:00:00+00:00,0.0,796.0,0.0,9.0,12.5,251.5,1361.75,0.0,0.0,2430.75,6.5,0.0,1681.75,2437.25,1681.75,755.5
2026-01-06 08:00:00+00:00,0.0,988.25,0.0,5.0,13.25,534.25,1410.0,0.0,0.0,2950.75,8.5,0.0,1879.75,2959.25,1879.75,1079.5
2026-01-06 09:00:00+00:00,0.0,958.0,0.0,5.0,14.0,753.25,1482.0,0.0,0.0,3212.25,2.5,0.0,1980.5,3214.75,1980.5,1234.25
2026-01-06 10:00:00+00:00,0.0,885.75,0.0,5.0,13.5,839.75,1546.75,0.0,0.0,3290.75,0.0,0.0,1998.25,3290.75,1998.25,1292.5
2026-01-06 11:00:00+00:00,0.0,712.25,0.0,5.0,14.0,835.5,1737.0,0.0,0.0,3303.75,0.0,3.0,2022.0,3303.75,2025.0,1278.75
2026-01-06 12:00:00+00:00,0.0,673.75,0.0,5.0,14.0,651.25,1719.0,0.0,0.0,3063.0,0.0,9.5,1911.25,3063.0,1920.75,1142.25
2026-01-06 13:00:00+00:00,0.0,657.0,0.0,5.0,13.0,530.75,1510.0,0.0,0.0,2715.75,0.0,6.0,1791.0,2715.75,1797.0,918.75
2026-01-06 14:00:00+00:00,0.0,800.5,0.0,5.0,13.0,301.25,1155.5,0.0,0.0,2275.25,0.0,1.25,1758.75,2275.25,1760.0,515.25
2026-01-06 15:00:00+00:00,0.0,1022.75,0.0,5.0,13.0,77.75,940.5,0.0,0.0,2059.0,6.0,0.0,1836.25,2065.0,1836.25,228.75
2026-01-06 16:00:00+00:00,0.0,1026.5,0.0,5.0,13.0,0.0,755.0,0.0,0.0,1799.5,9.0,0.0,2008.5,1808.5,2008.5,-200.0
2026-01-06 17:00:00+00:00,0.0,1027.0,0.0,9.0,13.0,0.0,688.75,0.0,0.0,1737.75,12.0,0.0,2067.75,1749.75,2067.75,-318.0
2026-01-06 18:00:00+00:00,0.0,1029.25,0.0,9.0,13.0,0.0,612.0,0.0,0.0,1663.25,12.0,0.0,2132.5,1675.25,2132.5,-457.25
2026-01-06 19:00:00+00:00,0.0,949.0,0.0,5.0,12.0,0.0,533.75,0.0,0.0,1499.75,6.5,0.0,2142.0,1506.25,2142.0,-635.75
2026-01-06 20:00:00+00:00,0.0,693.75,0.0,5.0,12.0,0.0,508.0,0.0,0.0,1218.75,0.0,0.25,2026.75,1218.75,2027.0,-808.25
2026-01-06 21:00:00+00:00,0.0,431.75,0.0,5.0,12.0,0.0,395.25,0.0,0.0,844.0,0.0,0.0,1898.25,844.0,1898.25,-1054.25
2026-01-06 22:00:00+00:00,0.0,260.5,0.0,5.0,12.0,0.0,294.0,0.0,0.0,571.5,0.0,0.0,1739.75,571.5,1739.75,-1168.25
2026-01-06 23:00:00+00:00,0.0,260.0,0.0,5.0,14.0,0.0,234.25,0.0,0.0,513.25,0.0,6.0,1552.0,513.25,1558.0,-1044.75
2026-01-07 00:00:00+00:00,0.0,260.5,0.0,5.0,14.75,0.0,200.5,0.0,0.0,480.75,0.0,9.0,1411.5,480.75,1420.5,-939.75
2026-01-07 01:00:00+00:00,0.0,260.0,0.0,5.0,15.0,0.0,221.25,0.0,0.0,501.25,0.0,12.0,1333.5,501.25,1345.5,-844.25
2026-01-07 02:00:00+00:00,0.0,260.25,0.0,5.0,14.25,0.0,202.5,0.0,0.0,482.0,0.0,3.0,1302.75,482.0,1305.75,-823.75
2026-01-07 03:00:00+00:00,0.0,304.0,0.0,5.0,14.0,0.0,150.0,0.0,0.0,473.0,0.0,12.0,1307.5,473.0,1319.5,-846.5
2026-01-07 04:00:00+00:00,0.0,338.0,0.0,5.0,14.0,0.0,169.0,0.0,0.0,526.0,0.0,6.0,1387.5,526.0,1393.5,-867.5
2026-01-07 05:00:00+00:00,0.0,573.0,0.0,5.0,14.0,0.0,117.75,0.0,0.0,709.75,0.0,3.25,1569.0,709.75,1572.25,-862.5
2026-01-07 06:00:00+00:00,0.0,677.75,0.0,9.0,14.0,25.75,73.75,0.0,0.0,800.25,0.0,0.0,1796.5,800.25,1796.5,-996.25
2026-01-07 07:00:00+00:00,0.0,852.0,0.0,9.0,15.0,169.0,39.0,0.0,0.0,1084.0,8.75,0.0,2035.25,1092.75,2035.25,-942.5
2026-01-07 08:00:00+00:00,0.0,1052.5,0.0,5.0,15.0,256.5,159.25,0.0,0.0,1488.25,12.0,0.0,2230.0,1500.25,2230.0,-729.75
2026-01-07 09:00:00+00:00,0.0,967.5,0.0,5.0,14.75,359.5,358.0,0.0,0.0,1704.75,3.0,0.0,2281.0,1707.75,2281.0,-573.25
2026-01-07 10:00:00+00:00,0.0,710.75,0.0,5.0,15.0,530.25,772.25,0.0,0.0,2033.25,0.0,0.0,2290.5,2033.25,2290.5,-257.25
2026-01-07 11:00:00+00:00,0.0,694.0,0.0,5.0,14.0,551.25,1135.25,0.0,0.0,2399.5,0.0,3.0,2388.0,2399.5,2391.0,8.5
2026-01-07 12:00:00+00:00,0.0,682.25,0.0,5.0,14.5,607.75,1426.75,0.0,0.0,2736.25,0.0,9.5,2351.75,2736.25,2361.25,375.0
2026-01-07 13:00:00+00:00,0.0,667.0,0.0,5.0,15.0,410.5,1561.75,0.0,0.0,2659.25,0.0,6.0,2324.25,2659.25,2330.25,329.0
2026-01-07 14:00:00+00:00,0.0,683.25,0.0,5.0,14.5,296.5,1652.75,0.0,0.0,2652.0,0.0,0.0,2317.25,2652.0,2317.25,334.75
2026-01-07 15:00:00+00:00,0.0,1006.5,0.0,5.0,14.25,63.25,1645.0,0.0,0.0,2734.0,4.75,0.0,2383.0,2738.75,2383.0,355.75
2026-01-07 16:00:00+00:00,0.0,1058.5,0.0,5.0,15.0,0.0,1673.75,0.0,0.0,2752.25,12.25,0.0,2555.25,2764.5,2555.25,209.25
