,Biomass,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Other,Solar,Wind Onshore,Geothermal,Fossil Coal-derived gas,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-17 09:00:00+00:00,16.0,288.75,0.0,5.0,14.0,1132.75,390.75,0.0,0.0,1847.25,0.0,0.0,2174.5,1847.25,2174.5,-327.25
2026-01-17 10:00:00+00:00,16.0,293.75,0.0,6.75,14.0,1132.75,373.25,0.0,0.0,1836.5,0.0,0.0,2087.5,1836.5,2087.5,-251.0
2026-01-17 11:00:00+00:00,16.0,276.75,0.0,12.0,14.0,1175.5,360.75,0.0,0.0,1855.0,0.0,15.0,2072.0,1855.0,2087.0,-232.0
2026-01-17 12:00:00+00:00,16.0,284.75,0.0,12.75,14.0,1006.25,362.75,0.0,0.0,1696.5,0.0,12.25,2063.5,1696.5,2075.75,-379.25
2026-01-17 13:00:00+00:00,16.0,383.25,0.0,12.0,14.0,780.0,373.0,0.0,0.0,1578.25,0.0,3.0,2024.75,1578.25,2027.75,-449.5
2026-01-17 14:00:00+00:00,16.0,596.25,0.0,12.0,13.5,492.25,359.75,0.0,0.0,1489.75,0.0,1.0,1977.5,1489.75,1978.5,-488.75
2026-01-17 15:00:00+00:00,16.0,948.0,0.0,12.0,13.0,141.0,424.5,0.0,0.0,1554.5,2.5,0.0,2093.5,1557.0,2093.5,-536.5
2026-01-17 16:00:00+00:00,16.0,1113.75,0.0,12.0,13.5,1.75,484.25,0.0,0.0,1641.25,11.75,0.0,2300.25,1653.0,2300.25,-647.25
2026-01-17 17:00:00+00:00,15.25,1114.75,0.0,12.0,13.75,0.0,525.0,0.0,0.0,1680.75,12.0,0.0,2426.5,1692.75,2426.5,-733.75
2026-01-17 18:00:00+00:00,16.0,1119.75,0.0,12.0,13.75,0.0,623.75,0.0,0.0,1785.25,6.0,0.0,2495.5,1791.25,2495.5,-704.25
2026-01-17 19:00:00+00:00,16.0,962.75,0.0,12.0,12.25,0.0,675.0,0.0,0.0,1678.0,0.0,0.0,2421.0,1678.0,2421.0,-743.0
2026-01-17 20:00:00+00:00,16.0,867.0,0.0,12.0,12.0,0.0,724.5,0.0,0.0,1631.5,0.0,0.0,2223.5,1631.5,2223.5,-592.0
2026-01-17 21:00:00+00:00,16.0,633.25,0.0,14.0,12.0,0.0,705.5,0.0,0.0,1380.75,0.0,0.0,2036.0,1380.75,2036.0,-655.25
2026-01-17 22:00:00+00:00,16.0,283.0,0.0,14.0,13.0,0.0,783.0,0.0,0.0,1109.0,0.0,0.0,1852.0,1109.0,1852.0,-743.0
2026-01-17 23:00:00+00:00,16.0,270.25,0.0,14.0,12.25,0.0,887.75,0.0,0.0,1200.25,0.0,0.25,1680.75,1200.25,1681.0,-480.75
2026-01-18 00:00:00+00:00,15.5,258.5,0.0,14.0,12.0,0.0,972.0,0.0,0.0,1272.0,0.0,0.0,1516.75,1272.0,1516.75,-244.75
2026-01-18 01:00:00+00:00,16.0,252.75,0.0,14.0,12.0,0.0,1000.0,0.0,0.0,1294.75,0.0,0.0,1422.25,1294.75,1422.25,-127.5
2026-01-18 02:00:00+00:00,16.0,253.25,0.0,14.0,12.0,0.0,1036.75,0.0,0.0,1332.0,0.0,0.0,1357.25,1332.0,1357.25,-25.25
2026-01-18 03:00:00+00:00,16.0,253.75,0.0,14.0,12.0,0.0,1045.0,0.0,0.0,1340.75,0.0,1.0,1355.25,1340.75,1356.25,-15.5
2026-01-18 04:00:00+00:00,16.0,254.0,0.0,14.0,12.5,0.0,1120.5,0.0,0.0,1417.0,0.0,3.0,1372.25,1417.0,1375.25,41.75
2026-01-18 05:00:00+00:00,15.75,308.25,0.0,14.0,12.25,0.0,1084.25,0.0,0.0,1434.5,0.0,3.0,1447.25,1434.5,1450.25,-15.75
2026-01-18 06:00:00+00:00,16.0,436.0,0.0,14.0,13.25,30.0,1037.25,0.0,0.0,1546.5,0.0,3.0,1519.0,1546.5,1522.0,24.5
2026-01-18 07:00:00+00:00,16.0,644.75,0.0,14.0,14.0,232.25,893.5,0.0,0.0,1814.5,0.0,3.0,1700.25,1814.5,1703.25,111.25
2026-01-18 08:00:00+00:00,16.0,1026.0,0.0,12.5,14.0,644.25,766.75,0.0,0.0,2479.5,0.0,0.0,1914.25,2479.5,1914.25,565.25
2026-01-18 09:00:00+00:00,15.5,851.75,0.0,11.0,14.0,982.75,740.5,0.0,0.0,2615.5,0.0,0.0,2062.75,2615.5,2062.75,552.75
2026-01-18 10:00:00+00:00,16.0,888.25,0.0,11.0,14.0,1146.0,814.25,0.0,0.0,2889.5,0.0,3.0,2143.75,2889.5,2146.75,742.75
2026-01-18 11:00:00+00:00,16.0,798.5,0.0,10.0,14.0,1162.5,853.75,0.0,0.0,2854.75,0.0,12.0,2139.0,2854.75,2151.0,703.75
2026-01-18 12:00:00+00:00,16.0,665.25,0.0,10.0,14.0,1002.75,906.25,0.0,0.0,2614.25,0.0,9.25,2045.5,2614.25,2054.75,559.5
2026-01-18 13:00:00+00:00,16.0,664.25,0.0,10.25,13.75,765.5,907.0,0.0,0.0,2376.75,0.0,6.25,1932.25,2376.75,1938.5,438.25
2026-01-18 14:00:00+00:00,16.0,757.0,0.0,10.0,13.0,372.5,840.75,0.0,0.0,2009.25,0.0,0.0,1884.25,2009.25,1884.25,125.0
2026-01-18 15:00:00+00:00,16.0,798.75,0.0,10.0,12.5,90.75,785.5,0.0,0.0,1713.5,1.25,0.0,1901.0,1714.75,1901.0,-186.25
2026-01-18 16:00:00+00:00,16.0,1073.5,0.0,10.0,12.0,0.75,746.75,0.0,0.0,1859.0,6.0,0.0,2071.5,1865.0,2071.5,-206.5
2026-01-18 17:00:00+00:00,15.5,1120.25,0.0,10.0,13.5,0.0,875.5,0.0,0.0,2034.75,12.0,0.0,2171.0,2046.75,2171.0,-124.25
2026-01-18 18:00:00+00:00,15.0,1113.75,0.0,10.0,13.75,0.0,1083.75,0.0,0.0,2236.25,10.25,0.0,2259.25,2246.5,2259.25,-12.75
2026-01-18 19:00:00+00:00,15.75,779.0,0.0,10.0,12.5,0.0,1143.0,0.0,0.0,1960.25,8.75,0.0,2256.75,1969.0,2256.75,-287.75
2026-01-18 20:00:00+00:00,15.0,341.25,0.0,10.0,12.0,0.0,1177.25,0.0,0.0,1555.5,0.0,0.0,2123.5,1555.5,2123.5,-568.0
2026-01-18 21:00:00+00:00,15.0,268.25,0.0,10.25,12.0,0.0,1234.75,0.0,0.0,1540.25,0.0,0.0,1957.75,1540.25,1957.75,-417.5
2026-01-18 22:00:00+00:00,15.75,254.5,0.0,10.75,12.5,0.0,1439.5,0.0,0.0,1733.0,0.0,0.0,1746.75,1733.0,1746.75,-13.75
2026-01-18 23:00:00+00:00,16.0,251.5,0.0,10.0,13.0,0.0,1544.75,0.0,0.0,1835.25,0.0,0.0,1553.5,1835.25,1553.5,281.75
2026-01-19 00:00:00+00:00,16.0,251.0,0.0,10.25,13.0,0.0,1682.5,0.0,0.0,1972.75,0.0,0.0,1432.5,1972.75,1432.5,540.25
2026-01-19 01:00:00+00:00,15.75,251.75,0.0,11.0,13.0,0.0,1751.75,0.0,0.0,2043.25,0.0,0.0,1369.25,2043.25,1369.25,674.0
2026-01-19 02:00:00+00:00,15.5,251.0,0.0,11.0,13.0,0.0,1787.25,0.0,0.0,2077.75,0.0,15.25,1345.25,2077.75,1360.5,717.25
2026-01-19 03:00:00+00:00,16.0,308.25,0.0,8.25,12.0,0.0,1847.75,0.0,0.0,2192.25,0.0,12.0,1346.0,2192.25,1358.0,834.25
2026-01-19 04:00:00+00:00,16.0,381.5,0.0,5.0,12.5,0.0,1895.0,0.0,0.0,2310.0,0.0,0.0,1435.25,2310.0,1435.25,874.75
2026-01-19 05:00:00+00:00,16.0,643.25,0.0,6.0,12.0,0.0,1929.75,0.0,0.0,2607.0,0.5,0.0,1639.25,2607.5,1639.25,968.25
2026-01-19 06:00:00+00:00,16.0,670.75,0.0,16.25,12.5,9.0,1947.75,0.0,0.0,2672.25,1.0,0.0,1900.5,2673.25,1900.5,772.75
2026-01-19 07:00:00+00:00,16.0,706.75,0.0,18.0,13.0,128.0,1899.25,0.0,0.0,2781.0,10.0,0.0,2121.25,2791.0,2121.25,669.75
2026-01-19 08:00:00+00:00,15.75,702.0,0.0,19.25,12.25,311.25,1912.0,0.0,0.0,2972.5,2.5,0.0,2293.0,2975.0,2293.0,682.0
2026-01-19 09:00:00+00:00,15.75,679.75,0.0,16.25,13.5,431.25,1904.0,0.0,0.0,3060.5,1.0,0.0,2352.5,3061.5,2352.5,709.0
2026-01-19 10:00:00+00:00,16.0,621.25,0.0,16.75,13.0,456.75,1836.25,0.0,0.0,2960.0,0.0,0.0,2394.5,2960.0,2394.5,565.5
2026-01-19 11:00:00+00:00,16.0,615.5,0.0,19.0,13.0,481.0,1757.5,0.0,0.0,2902.0,0.0,10.0,2452.25,2902.0,2462.25,439.75
2026-01-19 12:00:00+00:00,16.0,640.5,0.0,20.0,13.25,368.0,1714.0,0.0,0.0,2771.75,0.0,8.75,2424.0,2771.75,2432.75,339.0
2026-01-19 13:00:00+00:00,16.0,680.5,0.0,20.25,13.75,251.5,1789.0,0.0,0.0,2771.0,0.0,10.0,2441.25,2771.0,2451.25,319.75
2026-01-19 14:00:00+00:00,16.0,720.0,0.0,20.0,11.0,118.75,1908.25,0.0,0.0,2794.0,0.75,0.0,2363.0,2794.75,2363.0,431.75
2026-01-19 15:00:00+00:00,16.0,1082.0,0.0,20.25,13.25,22.25,1892.75,0.0,0.0,3046.5,3.25,0.0,2414.5,3049.75,2414.5,635.25
2026-01-19 16:00:00+00:00,16.0,1057.25,0.0,19.25,13.0,0.25,1845.25,0.0,0.0,2951.0,3.0,0.0,2512.75,2954.0,2512.75,441.25
2026-01-19 17:00:00+00:00,16.0,1106.25,0.0,19.0,13.0,0.0,1792.25,0.0,0.0,2946.5,4.0,0.0,2576.0,2950.5,2576.0,374.5
2026-01-19 18:00:00+00:00,16.0,1218.5,0.0,19.0,13.0,0.0,1791.0,0.0,0.0,3057.5,6.25,0.0,2643.0,3063.75,2643.0,420.75
2026-01-19 19:00:00+00:00,16.0,1061.75,0.0,19.0,12.25,0.0,1752.5,0.0,0.0,2861.5,1.75,0.0,2528.0,2863.25,2528.0,335.25
2026-01-19 20:00:00+00:00,15.75,570.25,0.0,8.25,12.0,0.0,1762.0,0.0,0.0,2368.25,0.5,0.0,2301.75,2368.75,2301.75,67.0
2026-01-19 21:00:00+00:00,16.0,283.0,0.0,5.0,12.0,0.0,1736.0,0.0,0.0,2052.0,1.0,0.0,2060.5,2053.0,2060.5,-7.5
2026-01-19 22:00:00+00:00,15.5,264.0,0.0,5.0,12.0,0.0,1674.75,0.0,0.0,1971.25,0.0,0.0,1806.0,1971.25,1806.0,165.25
2026-01-19 23:00:00+00:00,15.25,262.5,0.0,5.0,12.0,0.0,1692.5,0.0,0.0,1987.25,0.0,0.0,1613.75,1987.25,1613.75,373.5
2026-01-20 00:00:00+00:00,15.25,262.75,0.0,5.0,12.0,0.0,1612.25,0.0,0.0,1907.25,0.0,0.0,1458.5,1907.25,1458.5,448.75
2026-01-20 01:00:00+00:00,15.75,262.0,0.0,5.0,12.0,0.0,1556.75,0.0,0.0,1851.5,0.0,0.0,1393.0,1851.5,1393.0,458.5
2026-01-20 02:00:00+00:00,15.75,262.0,0.0,5.0,12.0,0.0,1502.75,0.0,0.0,1797.5,0.0,0.0,1362.0,1797.5,1362.0,435.5
2026-01-20 03:00:00+00:00,15.5,262.5,0.0,5.0,12.0,0.0,1467.75,0.0,0.0,1762.75,0.0,5.25,1368.0,1762.75,1373.25,389.5
2026-01-20 04:00:00+00:00,15.0,262.5,0.0,5.0,12.0,0.0,1413.75,0.0,0.0,1708.25,0.0,9.25,1442.75,1708.25,1452.0,256.25
2026-01-20 05:00:00+00:00,15.25,283.25,0.0,5.0,12.0,0.0,1357.0,0.0,0.0,1672.5,0.0,3.0,1569.25,1672.5,1572.25,100.25
2026-01-20 06:00:00+00:00,15.25,303.0,0.0,5.0,13.0,4.75,1288.25,0.0,0.0,1629.25,0.0,0.25,1770.25,1629.25,1770.5,-141.25
2026-01-20 07:00:00+00:00,16.0,302.25,0.0,5.0,13.0,67.25,1243.0,0.0,0.0,1646.5,82.25,0.0,2078.75,1728.75,2078.75,-350.0
2026-01-20 08:00:00+00:00,15.5,380.75,0.0,5.0,13.0,155.0,1218.5,0.0,0.0,1787.75,86.0,0.0,2347.75,1873.75,2347.75,-474.0
2026-01-20 09:00:00+00:00,15.25,426.5,0.0,5.0,13.75,194.0,1192.0,0.0,0.0,1846.5,1.5,0.0,2416.75,1848.0,2416.75,-568.75
2026-01-20 10:00:00+00:00,15.25,461.5,0.0,5.0,13.75,278.75,1165.75,0.0,0.0,1940.0,0.0,1.75,2482.25,1940.0,2484.0,-544.0
2026-01-20 11:00:00+00:00,16.0,431.75,0.0,5.0,12.75,274.25,1195.0,0.0,0.0,1934.75,0.5,0.0,2534.75,1935.25,2534.75,-599.5
2026-01-20 12:00:00+00:00,15.5,395.5,0.0,5.0,12.25,254.5,1263.25,0.0,0.0,1946.0,0.0,0.75,2450.25,1946.0,2451.0,-505.0
2026-01-20 13:00:00+00:00,16.0,520.75,0.0,5.0,13.75,209.75,1298.25,0.0,0.0,2063.5,0.0,145.5,2388.5,2063.5,2534.0,-470.5
2026-01-20 14:00:00+00:00,16.0,773.25,0.0,5.0,13.25,118.75,1290.75,0.0,0.0,2217.0,0.0,150.75,2336.25,2217.0,2487.0,-270.0
2026-01-20 15:00:00+00:00,15.5,904.5,0.0,5.0,13.0,26.25,1319.0,0.0,0.0,2283.25,0.75,0.0,2344.25,2284.0,2344.25,-60.25
2026-01-20 16:00:00+00:00,15.75,1143.5,0.0,5.0,13.0,0.25,1335.75,0.0,0.0,2513.25,2.5,0.0,2468.5,2515.75,2468.5,47.25
2026-01-20 17:00:00+00:00,15.25,1056.75,0.0,5.0,13.25,0.0,1338.0,0.0,0.0,2428.25,3.75,0.0,2532.25,2432.0,2532.25,-100.25
2026-01-20 18:00:00+00:00,15.75,1174.5,0.0,5.0,13.75,0.0,1319.75,0.0,0.0,2528.75,6.25,0.0,2599.75,2535.0,2599.75,-64.75
2026-01-20 19:00:00+00:00,15.75,952.0,0.0,5.0,12.75,0.0,1337.5,0.0,0.0,2323.0,3.25,0.0,2503.75,2326.25,2503.75,-177.5
2026-01-20 20:00:00+00:00,16.0,561.75,0.0,5.0,12.25,0.0,1403.75,0.0,0.0,1998.75,4.25,0.0,2312.0,2003.0,2312.0,-309.0
2026-01-20 21:00:00+00:00,15.5,312.0,0.0,5.0,12.0,0.0,1423.75,0.0,0.0,1768.25,0.0,0.0,2070.75,1768.25,2070.75,-302.5
2026-01-20 22:00:00+00:00,16.0,255.5,0.0,5.0,12.0,0.0,1362.0,0.0,0.0,1650.5,0.0,0.0,1805.0,1650.5,1805.0,-154.5
2026-01-20 23:00:00+00:00,15.5,265.0,0.0,5.0,13.0,0.0,1143.5,0.0,0.0,1442.0,0.0,0.0,1579.0,1442.0,1579.0,-137.0
2026-01-21 00:00:00+00:00,15.75,257.0,0.0,5.0,13.0,0.0,1002.75,0.0,0.0,1293.5,0.0,12.0,1439.75,1293.5,1451.75,-158.25
2026-01-21 01:00:00+00:00,15.75,257.0,0.0,5.0,13.0,0.0,837.25,0.0,0.0,1128.0,0.0,18.25,1351.25,1128.0,1369.5,-241.5
2026-01-21 02:00:00+00:00,14.75,255.75,0.0,5.0,12.75,0.0,687.25,0.0,0.0,975.5,0.0,9.25,1315.5,975.5,1324.75,-349.25
2026-01-21 03:00:00+00:00,15.75,258.5,0.0,5.0,11.5,0.0,554.75,0.0,0.0,845.5,0.0,7.75,1318.25,845.5,1326.0,-480.5
2026-01-21 04:00:00+00:00,15.0,305.75,0.0,5.0,10.5,0.0,502.0,0.0,0.0,838.25,0.0,0.0,1397.25,838.25,1397.25,-559.0
2026-01-21 05:00:00+00:00,15.0,475.0,0.0,5.0,11.0,0.0,472.0,0.0,0.0,978.0,0.0,3.0,1631.0,978.0,1634.0,-656.0
2026-01-21 06:00:00+00:00,15.0,689.25,0.0,5.0,12.25,32.25,325.5,0.0,0.0,1079.25,5.75,0.0,1888.0,1085.0,1888.0,-803.0
2026-01-21 07:00:00+00:00,16.0,990.75,0.0,5.0,13.0,185.75,209.5,0.0,0.0,1420.0,78.5,0.0,2121.0,1498.5,2121.0,-622.5
2026-01-21 08:00:00+00:00,16.0,833.0,0.0,5.0,11.75,371.25,213.25,0.0,0.0,1450.25,77.5,0.0,2344.0,1527.75,2344.0,-816.25
2026-01-21 09:00:00+00:00,15.0,1136.0,0.0,5.0,13.5,584.25,251.25,0.0,0.0,2005.0,33.0,0.0,2399.75,2038.0,2399.75,-361.75
2026-01-21 10:00:00+00:00,16.0,1141.0,0.0,5.0,14.0,688.5,258.0,0.0,0.0,2122.5,59.75,0.0,2439.75,2182.25,2439.75,-257.5
2026-01-21 11:00:00+00:00,16.0,1126.25,0.0,5.0,14.0,634.25,263.5,0.0,0.0,2059.0,62.5,0.0,2490.0,2121.5,2490.0,-368.5
2026-01-21 12:00:00+00:00,16.0,1133.5,0.0,5.0,14.0,449.5,210.75,0.0,0.0,1828.75,0.0,0.0,2358.75,1828.75,2358.75,-530.0
2026-01-21 13:00:00+00:00,15.75,1155.25,0.0,5.0,13.75,333.75,163.5,0.0,0.0,1687.0,0.0,0.0,2315.5,1687.0,2315.5,-628.5
2026-01-21 14:00:00+00:00,15.0,1193.0,0.0,5.0,14.0,236.0,114.75,0.0,0.0,1577.75,3.0,0.0,2296.75,1580.75,2296.75,-716.0
2026-01-21 15:00:00+00:00,15.0,1199.0,0.0,5.0,14.0,77.25,83.5,0.0,0.0,1393.75,6.0,0.0,2316.25,1399.75,2316.25,-916.5
2026-01-21 16:00:00+00:00,14.75,1229.0,0.0,5.0,13.25,1.75,66.0,0.0,0.0,1329.75,9.0,0.0,2468.75,1338.75,2468.75,-1130.0
2026-01-21 17:00:00+00:00,14.5,1242.75,0.0,5.0,13.75,0.0,45.75,0.0,0.0,1321.75,13.0,0.0,2552.75,1334.75,2552.75,-1218.0
2026-01-21 18:00:00+00:00,14.5,1230.25,0.0,5.0,13.0,0.0,40.75,0.0,0.0,1303.5,172.0,0.0,2624.25,1475.5,2624.25,-1148.75
2026-01-21 19:00:00+00:00,15.0,1232.75,0.0,5.0,13.0,0.0,65.5,0.0,0.0,1331.25,106.0,0.0,2563.5,1437.25,2563.5,-1126.25
2026-01-21 20:00:00+00:00,15.0,1144.25,0.0,5.0,12.25,0.0,69.0,0.0,0.0,1245.5,0.0,0.0,2379.75,1245.5,2379.75,-1134.25
2026-01-21 21:00:00+00:00,15.0,966.5,0.0,5.0,12.0,0.0,63.0,0.0,0.0,1061.5,0.0,0.0,2147.0,1061.5,2147.0,-1085.5
2026-01-21 22:00:00+00:00,15.0,671.75,0.0,5.0,12.75,0.0,54.75,0.0,0.0,759.25,0.0,2.75,1879.25,759.25,1882.0,-1122.75
2026-01-21 23:00:00+00:00,15.0,617.25,0.0,5.0,12.0,0.0,68.0,0.0,0.0,717.25,0.0,274.5,1648.5,717.25,1923.0,-1205.75
2026-01-22 00:00:00+00:00,14.25,598.0,0.0,5.0,12.75,0.0,108.75,0.0,0.0,738.75,0.0,303.5,1496.5,738.75,1800.0,-1061.25
2026-01-22 01:00:00+00:00,14.75,592.25,0.0,5.0,13.0,0.0,224.0,0.0,0.0,849.0,0.0,308.5,1406.75,849.0,1715.25,-866.25
2026-01-22 02:00:00+00:00,14.25,595.25,0.0,5.0,12.25,0.0,334.5,0.0,0.0,961.25,0.0,307.0,1372.5,961.25,1679.5,-718.25
2026-01-22 03:00:00+00:00,15.0,593.25,0.0,5.0,12.0,0.0,471.25,0.0,0.0,1096.5,0.0,308.5,1354.0,1096.5,1662.5,-566.0
2026-01-22 04:00:00+00:00,14.75,627.75,0.0,5.0,12.0,0.0,465.75,0.0,0.0,1125.25,0.0,292.0,1428.0,1125.25,1720.0,-594.75
2026-01-22 05:00:00+00:00,15.0,664.75,0.0,5.0,12.0,0.0,511.5,0.0,0.0,1208.25,0.0,280.75,1673.5,1208.25,1954.25,-746.0
2026-01-22 06:00:00+00:00,14.0,742.0,0.0,5.0,12.0,30.25,468.25,0.0,0.0,1271.5,70.5,0.0,1981.5,1342.0,1981.5,-639.5
2026-01-22 07:00:00+00:00,13.5,1037.75,0.0,5.0,12.75,173.5,418.75,0.0,0.0,1661.25,254.25,0.0,2201.25,1915.5,2201.25,-285.75
2026-01-22 08:00:00+00:00,14.0,1086.5,0.25,5.0,10.5,518.25,344.0,0.0,0.0,1978.5,2.0,0.0,2366.0,1980.5,2366.0,-385.5
2026-01-22 09:00:00+00:00,14.25,970.25,13.5,5.5,12.0,896.75,253.5,0.0,0.0,2165.75,0.0,0.75,2356.25,2165.75,2357.0,-191.25
2026-01-22 10:00:00+00:00,14.5,899.5,21.25,6.0,13.0,1064.5,223.5,0.0,0.0,2242.25,0.0,8.5,2315.0,2242.25,2323.5,-81.25
2026-01-22 11:00:00+00:00,14.5,1049.0,34.75,6.0,13.0,1041.0,241.75,0.0,0.0,2400.0,0.0,3.75,2243.0,2400.0,2246.75,153.25
2026-01-22 12:00:00+00:00,14.5,1145.5,53.75,10.25,11.0,984.75,271.5,0.0,0.0,2491.25,0.0,0.0,2130.75,2491.25,2130.75,360.5
2026-01-22 13:00:00+00:00,15.0,1195.0,34.25,12.25,13.0,902.0,246.75,0.0,0.0,2418.25,0.0,0.0,2158.75,2418.25,2158.75,259.5
2026-01-22 14:00:00+00:00,15.0,1190.75,35.5,11.0,13.0,595.5,205.5,0.0,0.0,2066.25,0.0,3.0,2140.75,2066.25,2143.75,-77.5
2026-01-22 15:00:00+00:00,15.0,1249.5,35.5,12.5,14.0,169.0,216.0,0.0,0.0,1711.5,76.5,0.0,2200.75,1788.0,2200.75,-412.75
2026-01-22 16:00:00+00:00,15.0,1426.0,36.75,20.25,13.5,3.25,240.75,0.0,0.0,1755.5,366.5,0.0,2366.25,2122.0,2366.25,-244.25
2026-01-22 17:00:00+00:00,14.5,1514.25,50.25,11.75,13.25,0.0,332.75,0.0,0.0,1936.75,369.25,0.0,2455.5,2306.0,2455.5,-149.5
2026-01-22 18:00:00+00:00,14.75,1477.25,58.25,13.0,13.75,0.0,385.25,0.0,0.0,1962.25,371.25,0.0,2545.75,2333.5,2545.75,-212.25
2026-01-22 19:00:00+00:00,15.0,1402.25,58.5,16.5,12.25,0.0,469.75,0.0,0.0,1974.25,329.25,0.0,2508.75,2303.5,2508.75,-205.25
2026-01-22 20:00:00+00:00,15.0,1299.5,58.25,11.25,12.0,0.0,512.0,0.0,0.0,1908.0,88.75,0.0,2360.0,1996.75,2360.0,-363.25
2026-01-22 21:00:00+00:00,15.0,1109.25,58.25,13.0,12.0,0.0,454.5,0.0,0.0,1662.0,0.5,0.0,2155.25,1662.5,2155.25,-492.75
2026-01-22 22:00:00+00:00,14.75,903.5,58.25,12.0,12.0,0.0,411.5,0.0,0.0,1412.0,0.0,0.0,1876.75,1412.0,1876.75,-464.75
2026-01-22 23:00:00+00:00,15.0,734.5,58.25,12.0,13.0,0.0,343.0,0.0,0.0,1175.75,0.0,280.0,1646.75,1175.75,1926.75,-751.0
2026-01-23 00:00:00+00:00,15.0,642.75,58.25,12.0,13.0,0.0,226.5,0.0,0.0,967.5,0.0,468.0,1506.5,967.5,1974.5,-1007.0
2026-01-23 01:00:00+00:00,14.25,642.0,58.0,12.0,13.0,0.0,107.75,0.0,0.0,847.0,0.0,450.75,1425.0,847.0,1875.75,-1028.75
2026-01-23 02:00:00+00:00,15.0,643.0,58.25,12.0,12.25,0.0,57.5,0.0,0.0,798.0,0.0,444.75,1401.0,798.0,1845.75,-1047.75
2026-01-23 03:00:00+00:00,15.0,653.5,58.25,11.75,13.0,0.0,27.75,0.0,0.0,779.25,0.0,440.5,1417.5,779.25,1858.0,-1078.75
2026-01-23 04:00:00+00:00,15.0,658.5,58.0,10.0,12.5,0.0,22.75,0.0,0.0,776.75,0.0,433.75,1508.25,776.75,1942.0,-1165.25
2026-01-23 05:00:00+00:00,14.75,1002.5,58.25,10.0,12.0,0.0,20.75,0.0,0.0,1118.25,0.0,19.5,1741.0,1118.25,1760.5,-642.25
2026-01-23 06:00:00+00:00,15.0,1181.25,58.25,10.25,12.0,27.75,21.25,0.0,0.0,1325.75,364.0,0.0,2059.25,1689.75,2059.25,-369.5
2026-01-23 07:00:00+00:00,15.0,1235.25,58.0,10.25,11.25,266.75,20.0,0.0,0.0,1616.5,369.0,0.0,2219.75,1985.5,2219.75,-234.25
2026-01-23 08:00:00+00:00,15.0,1194.0,58.0,10.0,11.5,653.5,19.25,0.0,0.0,1961.25,372.0,0.0,2319.75,2333.25,2319.75,13.5
2026-01-23 09:00:00+00:00,14.75,1220.25,58.0,10.0,11.25,854.5,22.75,0.0,0.0,2191.5,228.25,0.0,2356.25,2419.75,2356.25,63.5
2026-01-23 10:00:00+00:00,15.0,1211.5,58.25,10.0,14.0,1006.75,49.25,0.0,0.0,2364.75,0.0,14.5,2271.5,2364.75,2286.0,78.75
2026-01-23 11:00:00+00:00,15.0,1253.5,58.25,9.0,15.0,1112.5,80.25,0.0,0.0,2543.5,0.0,286.5,2187.25,2543.5,2473.75,69.75
2026-01-23 12:00:00+00:00,15.0,1248.0,58.75,9.0,14.25,1027.25,128.25,0.0,0.0,2500.5,0.0,284.25,2146.25,2500.5,2430.5,70.0
2026-01-23 13:00:00+00:00,15.0,1266.75,58.5,9.0,14.0,633.25,182.25,0.0,0.0,2178.75,0.0,13.0,2093.25,2178.75,2106.25,72.5
2026-01-23 14:00:00+00:00,15.0,1265.0,59.0,9.0,14.0,370.5,327.5,0.0,0.0,2060.0,123.5,0.0,2177.5,2183.5,2177.5,6.0
2026-01-23 15:00:00+00:00,15.0,1265.5,58.5,9.0,14.0,97.75,458.25,0.0,0.0,1918.0,359.75,0.0,2204.75,2277.75,2204.75,73.0
2026-01-23 16:00:00+00:00,15.0,1265.5,59.25,9.0,14.0,3.75,342.25,0.0,0.0,1708.75,358.25,0.0,2383.0,2067.0,2383.0,-316.0
2026-01-23 17:00:00+00:00,15.0,1266.75,58.25,8.25,14.0,0.0,224.0,0.0,0.0,1586.25,8.75,0.0,2487.75,1595.0,2487.75,-892.75
2026-01-23 18:00:00+00:00,15.0,1265.75,58.0,7.25,14.0,0.0,144.0,0.0,0.0,1504.0,0.0,0.0,2563.25,1504.0,2563.25,-1059.25
2026-01-23 19:00:00+00:00,15.0,1211.25,58.25,9.0,13.0,0.0,191.0,0.0,0.0,1497.5,0.0,0.5,2507.5,1497.5,2508.0,-1010.5
2026-01-23 20:00:00+00:00,15.0,1187.75,58.0,9.0,13.0,0.0,265.0,0.0,0.0,1547.75,0.0,0.0,2329.25,1547.75,2329.25,-781.5
2026-01-23 21:00:00+00:00,15.0,958.75,58.25,9.0,13.0,0.0,422.75,0.0,0.0,1476.75,0.0,0.0,2123.5,1476.75,2123.5,-646.75
2026-01-23 22:00:00+00:00,15.0,835.25,58.0,9.0,13.0,0.0,537.5,0.0,0.0,1467.75,0.0,0.0,1874.0,1467.75,1874.0,-406.25
2026-01-23 23:00:00+00:00,15.25,730.75,1.0,9.0,13.0,0.0,778.25,0.0,0.0,1547.25,0.0,0.25,1641.0,1547.25,1641.25,-94.0
2026-01-24 00:00:00+00:00,15.0,390.5,0.0,9.0,13.0,0.0,926.25,0.0,0.0,1353.75,0.0,0.0,1506.25,1353.75,1506.25,-152.5
