,Biomass,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Nuclear,Solar,Waste,Wind Onshore,Fossil Brown coal/Lignite,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-02-03 03:00:00+00:00,29.87,172.72,0.0,114.32,702.85,0.03,0.14,0.15,264.67,1284.75,0.0,0.0,1473.99,1284.75,1473.99,-189.24
2026-02-03 04:00:00+00:00,30.05,173.18,0.0,123.46,702.47,0.09,0.14,0.2,266.56,1296.15,0.08,0.0,1625.6,1296.23,1625.6,-329.3699999999999
2026-02-03 05:00:00+00:00,30.4,176.36,0.0,221.57,702.57,0.46,0.14,0.16,330.14,1461.8000000000002,0.0,0.0,1890.44,1461.8000000000002,1890.44,-428.6399999999999
2026-02-03 06:00:00+00:00,29.66,177.6,0.0,495.64,702.54,6.2,0.15,0.06,427.72,1839.5700000000002,169.55,0.0,2054.43,2009.1200000000001,2054.43,-45.30999999999972
2026-02-03 07:00:00+00:00,30.69,178.49,0.0,547.78,702.48,38.37,0.17,0.08,406.81,1904.87,167.7,0.0,2132.88,2072.5699999999997,2132.88,-60.3100000000004
2026-02-03 08:00:00+00:00,31.07,180.2,0.0,424.79,702.25,80.54,0.17,0.29,305.32,1724.6299999999999,126.96,0.0,2129.76,1851.59,2129.76,-278.1700000000003
2026-02-03 09:00:00+00:00,30.49,178.95,0.0,293.53,702.4,129.93,0.18,0.65,264.87,1601.0,0.13,0.0,2169.79,1601.13,2169.79,-568.6599999999999
2026-02-03 10:00:00+00:00,29.78,178.39,0.0,237.51,702.41,126.86,0.18,1.42,265.71,1542.26,0.0,0.0,2212.83,1542.26,2212.83,-670.5699999999999
2026-02-03 11:00:00+00:00,30.47,179.45,0.0,216.67,702.82,130.06,0.19,1.43,265.61,1526.7000000000003,0.95,0.0,2222.85,1527.6500000000003,2222.85,-695.1999999999996
2026-02-03 12:00:00+00:00,30.66,179.55,0.0,192.55,702.83,141.13,0.19,1.65,266.15,1514.7100000000005,92.17,0.0,2161.03,1606.8800000000006,2161.03,-554.1499999999996
2026-02-03 13:00:00+00:00,29.23,180.13,0.0,213.46,702.76,104.2,0.19,1.48,288.86,1520.31,160.04,0.0,2068.62,1680.35,2068.62,-388.27
2026-02-03 14:00:00+00:00,31.42,181.16,0.0,372.47,703.1,51.74,0.19,1.35,383.54,1724.97,160.8,0.0,2013.9,1885.77,2013.9,-128.1300000000001
2026-02-03 15:00:00+00:00,30.18,180.21,0.0,567.99,702.98,9.69,0.19,0.93,497.42,1989.5900000000004,153.74,0.0,2010.82,2143.3300000000004,2010.82,132.51000000000045
2026-02-03 16:00:00+00:00,29.64,179.49,0.0,624.34,703.08,0.58,0.18,0.46,519.63,2057.4,160.67,0.0,1971.19,2218.07,1971.19,246.8800000000001
2026-02-03 17:00:00+00:00,30.67,179.27,0.0,642.36,702.63,0.69,0.18,0.19,527.77,2083.76,151.01,0.0,1989.93,2234.7700000000004,1989.93,244.84000000000037
2026-02-03 18:00:00+00:00,30.7,178.36,0.0,615.22,702.9,0.59,0.17,0.01,485.14,2013.0899999999997,159.26,0.0,1999.25,2172.3499999999995,1999.25,173.09999999999945
2026-02-03 19:00:00+00:00,30.69,178.43,0.0,510.2,702.67,0.24,0.17,0.0,380.51,1802.9099999999999,0.45,0.0,1955.27,1803.36,1955.27,-151.91000000000008
2026-02-03 20:00:00+00:00,29.63,178.25,0.0,372.74,703.1,0.18,0.17,0.04,286.33,1570.44,0.0,0.0,1796.94,1570.44,1796.94,-226.5
2026-02-03 21:00:00+00:00,29.38,173.73,0.0,293.58,702.93,0.03,0.18,0.06,264.8,1464.6899999999998,0.0,0.0,1717.19,1464.6899999999998,1717.19,-252.50000000000023
2026-02-03 22:00:00+00:00,28.25,172.86,0.0,272.62,703.12,0.03,0.18,0.09,264.67,1441.82,0.0,0.0,1593.12,1441.82,1593.12,-151.29999999999995
2026-02-03 23:00:00+00:00,29.54,172.59,0.0,238.91,702.97,0.03,0.18,0.1,261.56,1405.8799999999999,0.0,0.0,1538.12,1405.8799999999999,1538.12,-132.24
2026-02-04 00:00:00+00:00,29.17,172.24,0.0,238.6,702.87,0.03,0.18,0.08,260.84,1404.01,0.0,0.0,1469.25,1404.01,1469.25,-65.24000000000001
2026-02-04 01:00:00+00:00,29.55,171.85,0.0,250.25,702.73,0.03,0.18,0.21,260.8,1415.6000000000001,0.0,0.0,1454.4,1415.6000000000001,1454.4,-38.799999999999955
2026-02-04 02:00:00+00:00,29.09,171.99,0.0,260.67,702.82,0.03,0.18,0.54,261.21,1426.5300000000002,0.0,0.0,1426.51,1426.5300000000002,1426.51,0.020000000000209184
2026-02-04 03:00:00+00:00,28.79,172.14,0.0,270.81,703.0,0.03,0.18,0.63,261.18,1436.7600000000002,0.0,0.0,1469.97,1436.7600000000002,1469.97,-33.20999999999981
2026-02-04 04:00:00+00:00,29.31,172.73,0.0,277.43,702.64,0.09,0.18,0.7,261.51,1444.5900000000001,0.0,0.0,1570.04,1444.5900000000001,1570.04,-125.44999999999982
2026-02-04 05:00:00+00:00,31.09,178.56,0.0,361.92,702.7,0.44,0.18,0.56,268.61,1544.06,0.08,0.0,1892.41,1544.1399999999999,1892.41,-348.2700000000002
2026-02-04 06:00:00+00:00,31.57,178.8,0.0,602.56,702.38,3.42,0.13,0.37,342.54,1861.77,23.7,0.0,2074.17,1885.47,2074.17,-188.70000000000005
2026-02-04 07:00:00+00:00,29.36,177.58,0.0,695.96,702.4,20.56,0.19,0.28,403.86,2030.19,153.98,0.0,2136.67,2184.17,2136.67,47.5
2026-02-04 08:00:00+00:00,29.82,177.94,0.0,698.9,702.77,41.4,0.19,0.44,376.37,2027.83,168.68,0.0,2139.28,2196.5099999999998,2139.28,57.22999999999956
2026-02-04 09:00:00+00:00,27.97,178.07,0.0,663.34,702.5,59.84,0.24,0.85,285.62,1918.4299999999998,0.18,0.0,2134.4,1918.61,2134.4,-215.7900000000002
2026-02-04 10:00:00+00:00,27.73,177.47,0.0,546.88,702.62,66.96,0.25,0.45,281.98,1804.34,0.0,0.0,2216.44,1804.34,2216.44,-412.10000000000014
2026-02-04 11:00:00+00:00,28.64,177.94,0.0,456.3,702.67,59.87,0.25,0.26,259.9,1685.83,0.07,0.0,2208.13,1685.8999999999999,2208.13,-522.2300000000002
2026-02-04 12:00:00+00:00,29.61,177.7,0.0,455.37,702.8,52.21,0.25,0.67,269.9,1688.5100000000002,0.0,0.0,2114.22,1688.5100000000002,2114.22,-425.7099999999996
2026-02-04 13:00:00+00:00,30.68,177.95,0.0,577.39,702.73,41.88,0.24,0.95,354.3,1886.1200000000001,0.0,0.0,2071.13,1886.1200000000001,2071.13,-185.01
2026-02-04 14:00:00+00:00,31.27,178.4,0.0,654.56,702.71,24.79,0.24,0.91,471.61,2064.4900000000002,0.77,0.0,2020.59,2065.26,2020.59,44.6700000000003
2026-02-04 15:00:00+00:00,31.36,178.03,0.0,716.06,702.88,3.96,0.24,0.75,486.82,2120.1,143.76,0.0,1976.77,2263.8599999999997,1976.77,287.0899999999997
2026-02-04 16:00:00+00:00,30.63,177.72,0.0,722.75,702.64,0.59,0.25,0.83,485.32,2120.73,141.77,0.0,1931.9,2262.5,1931.9,330.5999999999999
2026-02-04 17:00:00+00:00,31.81,177.99,0.0,685.76,702.94,0.63,0.26,0.91,479.63,2079.9300000000003,3.87,0.0,1254.52,2083.8,1254.52,829.2800000000002
2026-02-04 18:00:00+00:00,30.54,177.58,0.0,571.22,702.9,0.5,0.25,1.0,400.36,1884.35,0.0,0.0,127.04,1884.35,127.04,1757.31
2026-02-04 19:00:00+00:00,30.18,177.02,0.0,487.4,702.88,0.26,0.25,1.13,304.14,1703.2600000000002,0.0,0.0,1899.6,1703.2600000000002,1899.6,-196.3399999999997
2026-02-04 20:00:00+00:00,30.4,172.4,0.0,475.08,702.71,0.21,0.25,1.13,259.34,1641.5200000000002,0.0,0.0,1788.3,1641.5200000000002,1788.3,-146.77999999999975
2026-02-04 21:00:00+00:00,28.83,172.65,0.0,443.95,702.77,0.05,0.25,1.16,259.67,1609.3300000000002,0.0,0.0,1654.22,1609.3300000000002,1654.22,-44.88999999999987
2026-02-04 22:00:00+00:00,30.08,172.19,0.0,372.8,702.9,0.03,0.25,1.16,260.02,1539.4299999999998,0.0,0.0,1567.7,1539.4299999999998,1567.7,-28.27000000000021
2026-02-04 23:00:00+00:00,29.92,170.68,0.0,363.05,702.95,0.03,0.25,1.16,258.4,1526.44,0.0,0.0,1479.91,1526.44,1479.91,46.52999999999997
2026-02-05 00:00:00+00:00,29.06,170.61,0.0,370.5,702.68,0.03,0.25,1.16,259.09,1533.3799999999999,0.0,0.0,1453.1,1533.3799999999999,1453.1,80.27999999999997
2026-02-05 01:00:00+00:00,29.23,170.99,0.0,370.37,702.93,0.03,0.25,1.16,259.1,1534.06,0.0,0.0,1454.61,1534.06,1454.61,79.45000000000005
2026-02-05 02:00:00+00:00,29.13,170.54,0.0,369.74,703.03,0.03,0.25,1.14,258.4,1532.2600000000002,0.0,0.0,1451.01,1532.2600000000002,1451.01,81.25000000000023
2026-02-05 03:00:00+00:00,28.65,170.79,0.0,370.09,702.95,0.03,0.25,1.13,259.12,1533.0100000000002,0.0,0.0,1457.37,1533.0100000000002,1457.37,75.64000000000033
2026-02-05 04:00:00+00:00,28.9,171.54,0.0,358.83,702.8,0.1,0.24,1.14,259.31,1522.86,0.0,0.0,1558.28,1522.86,1558.28,-35.42000000000007
2026-02-05 05:00:00+00:00,30.41,176.86,0.0,486.18,702.44,0.44,0.24,1.05,258.23,1655.8500000000001,0.07,0.0,1835.06,1655.92,1835.06,-179.13999999999987
2026-02-05 06:00:00+00:00,29.28,175.37,0.0,737.01,702.48,2.29,0.24,0.91,259.49,1907.07,1.06,0.0,2024.24,1908.1299999999999,2024.24,-116.11000000000013
2026-02-05 07:00:00+00:00,28.15,176.31,0.0,761.87,702.6,22.52,0.25,0.77,258.1,1950.5700000000002,145.38,0.0,2092.17,2095.9500000000003,2092.17,3.7800000000002
2026-02-05 08:00:00+00:00,29.39,175.9,0.0,712.86,705.18,60.63,0.23,0.69,258.67,1943.5500000000002,0.15,0.0,2110.01,1943.7000000000003,2110.01,-166.30999999999995
2026-02-05 09:00:00+00:00,31.02,176.57,0.0,719.86,703.3,105.4,0.19,0.6,258.22,1995.16,0.0,0.0,2117.83,1995.16,2117.83,-122.66999999999985
2026-02-05 10:00:00+00:00,30.51,175.2,0.0,718.38,702.52,126.32,0.19,0.44,259.32,2012.8799999999999,0.0,0.0,2110.13,2012.8799999999999,2110.13,-97.25000000000023
2026-02-05 11:00:00+00:00,28.3,173.71,0.0,687.73,702.78,130.48,0.19,0.36,261.04,1984.59,0.0,0.0,2175.99,1984.59,2175.99,-191.39999999999986
2026-02-05 12:00:00+00:00,30.28,175.04,0.0,581.43,702.72,121.08,0.18,0.17,265.56,1876.46,0.0,0.0,2099.96,1876.46,2099.96,-223.5
2026-02-05 13:00:00+00:00,30.45,176.43,0.0,657.57,702.87,89.33,0.18,0.23,289.01,1946.0700000000002,0.0,0.0,2004.81,1946.0700000000002,2004.81,-58.73999999999978
2026-02-05 14:00:00+00:00,30.8,177.92,0.0,730.33,703.12,48.2,0.21,0.19,382.33,2073.1000000000004,0.0,0.0,1952.73,2073.1000000000004,1952.73,120.37000000000035
2026-02-05 15:00:00+00:00,30.78,178.21,0.0,772.97,702.69,12.29,0.22,0.13,486.79,2184.0800000000004,0.92,0.0,1960.76,2185.0000000000005,1960.76,224.24000000000046
2026-02-05 16:00:00+00:00,28.59,177.48,0.0,785.28,702.88,0.77,0.18,0.07,514.84,2210.09,149.83,0.0,1971.94,2359.92,1971.94,387.98
2026-02-05 17:00:00+00:00,30.45,177.14,0.0,788.9,702.94,0.64,0.18,0.14,502.5,2202.8900000000003,158.26,0.0,2000.38,2361.1500000000005,2000.38,360.77000000000044
2026-02-05 18:00:00+00:00,29.84,177.49,0.0,779.35,702.84,0.59,0.18,0.12,474.1,2164.5099999999998,147.17,0.0,1998.38,2311.68,1998.38,313.2999999999997
2026-02-05 19:00:00+00:00,30.95,177.43,0.0,724.96,702.98,0.24,0.18,0.11,384.56,2021.41,0.89,0.0,1910.54,2022.3000000000002,1910.54,111.76000000000022
2026-02-05 20:00:00+00:00,30.22,170.05,0.0,608.56,702.96,0.2,0.18,0.08,288.25,1800.5,0.0,0.0,1797.46,1800.5,1797.46,3.0399999999999636
2026-02-05 21:00:00+00:00,29.24,169.06,0.0,529.09,703.18,0.03,0.17,0.12,266.36,1697.25,0.0,0.0,1687.84,1697.25,1687.84,9.410000000000082
2026-02-05 22:00:00+00:00,29.33,169.93,0.0,459.25,703.01,0.03,0.17,0.18,266.47,1628.3700000000001,0.0,0.0,1578.28,1628.3700000000001,1578.28,50.090000000000146
2026-02-05 23:00:00+00:00,29.23,169.52,0.0,436.22,703.04,0.03,0.16,0.12,263.74,1602.06,0.0,0.0,1514.61,1602.06,1514.61,87.45000000000005
2026-02-06 00:00:00+00:00,30.08,171.06,0.0,418.73,702.98,0.03,0.14,0.09,263.69,1586.8,0.0,0.0,1462.48,1586.8,1462.48,124.31999999999994
2026-02-06 01:00:00+00:00,29.7,171.04,0.0,393.29,703.08,0.03,0.14,0.26,262.31,1559.8500000000001,0.0,0.0,1409.12,1559.8500000000001,1409.12,150.73000000000025
2026-02-06 02:00:00+00:00,28.55,171.13,0.0,393.06,702.96,0.03,0.14,0.31,263.12,1559.3000000000002,0.0,0.0,1443.62,1559.3000000000002,1443.62,115.68000000000029
2026-02-06 03:00:00+00:00,29.0,171.69,0.0,395.11,703.18,0.03,0.17,0.25,262.51,1561.94,0.07,0.0,1443.64,1562.01,1443.64,118.36999999999989
2026-02-06 04:00:00+00:00,28.33,170.79,0.0,407.61,702.95,0.07,0.17,0.11,263.86,1573.8899999999999,0.0,0.0,1574.14,1573.8899999999999,1574.14,-0.2500000000002274
2026-02-06 05:00:00+00:00,30.3,176.49,0.0,474.19,702.52,0.43,0.18,0.13,264.03,1648.2700000000002,0.0,0.0,1848.21,1648.2700000000002,1848.21,-199.93999999999983
2026-02-06 06:00:00+00:00,30.47,176.86,0.0,592.61,702.58,5.22,0.2,0.09,272.55,1780.58,79.28,0.0,2023.56,1859.86,2023.56,-163.70000000000005
2026-02-06 07:00:00+00:00,30.48,177.08,0.0,731.46,702.72,50.62,0.2,0.09,263.66,1956.31,122.13,0.0,2037.42,2078.44,2037.42,41.01999999999998
2026-02-06 08:00:00+00:00,29.35,177.46,0.0,746.48,702.84,143.66,0.2,0.12,282.41,2082.52,100.1,0.0,2078.85,2182.62,2078.85,103.76999999999998
2026-02-06 09:00:00+00:00,29.51,177.23,0.0,754.29,702.65,242.3,0.21,0.23,261.59,2168.0099999999998,105.55,0.0,2068.73,2273.56,2068.73,204.82999999999993
2026-02-06 10:00:00+00:00,29.94,177.41,0.0,704.16,702.87,310.78,0.24,0.29,263.37,2189.06,91.08,0.0,2088.15,2280.14,2088.15,191.98999999999978
2026-02-06 11:00:00+00:00,28.51,177.11,0.0,618.89,702.72,369.66,0.22,0.87,263.03,2161.01,0.0,0.0,2081.33,2161.01,2081.33,79.68000000000029
2026-02-06 12:00:00+00:00,29.68,177.03,0.0,652.73,703.0,354.75,0.23,0.67,284.3,2202.3900000000003,0.67,0.0,1992.37,2203.0600000000004,1992.37,210.6900000000005
2026-02-06 13:00:00+00:00,31.15,176.96,0.0,757.46,702.9,251.55,0.16,0.53,375.58,2296.29,120.45,0.0,1934.6799999999998,2416.74,1934.6799999999998,482.05999999999995
2026-02-06 14:00:00+00:00,30.62,176.77,0.0,787.74,703.0,137.64,0.13,0.3,481.3,2317.5,127.47,0.0,1876.99,2444.97,1876.99,567.9799999999998
2026-02-06 15:00:00+00:00,29.56,176.89,0.0,814.39,703.33,35.19,0.13,0.21,525.07,2284.7700000000004,148.66,0.0,1749.78,2433.4300000000003,1749.78,683.6500000000003
2026-02-06 16:00:00+00:00,30.43,176.77,0.0,813.82,703.23,3.23,0.12,0.06,522.79,2250.45,157.25,0.0,1768.91,2407.7,1768.91,638.7899999999997
2026-02-06 17:00:00+00:00,30.8,176.84,0.0,788.87,703.31,1.59,0.12,0.0,502.06,2203.5899999999997,155.06,0.0,1789.51,2358.6499999999996,1789.51,569.1399999999996
2026-02-06 18:00:00+00:00,30.79,175.82,0.0,767.67,703.14,0.86,0.11,0.0,403.74,2082.13,133.17,0.0,1774.85,2215.3,1774.85,440.4500000000003
2026-02-06 19:00:00+00:00,30.5,175.62,0.0,741.91,702.89,0.24,0.12,0.0,307.3,1958.58,60.74,0.0,1703.85,2019.32,1703.85,315.47
2026-02-06 20:00:00+00:00,30.51,174.09,0.0,716.03,703.15,0.21,0.12,0.0,259.35,1883.46,0.0,0.0,1462.35,1883.46,1462.35,421.1100000000001
2026-02-06 21:00:00+00:00,30.5,170.21,0.0,665.43,703.24,0.03,0.1,0.0,260.77,1830.28,0.0,0.0,1363.89,1830.28,1363.89,466.3899999999999
2026-02-06 22:00:00+00:00,30.91,169.85,0.0,488.97,703.29,0.03,0.09,0.0,261.15,1654.29,0.0,0.0,2004.9099999999999,1654.29,2004.9099999999999,-350.6199999999999
2026-02-06 23:00:00+00:00,30.14,163.44,0.0,359.78,703.12,0.03,0.08,0.0,257.02,1513.61,0.0,0.0,2645.93,1513.61,2645.93,-1132.32
2026-02-07 00:00:00+00:00,29.72,166.53,0.0,346.62,703.2,0.03,0.08,0.0,255.81,1501.99,0.0,0.0,1344.29,1501.99,1344.29,157.70000000000005
2026-02-07 01:00:00+00:00,29.33,166.59,0.0,345.66,702.83,0.03,0.08,0.0,256.71,1501.23,0.0,0.0,1298.23,1501.23,1298.23,203.0
2026-02-07 02:00:00+00:00,28.14,166.56,0.0,346.13,702.81,0.03,0.08,0.0,256.24,1499.9899999999998,0.0,0.0,1279.98,1499.9899999999998,1279.98,220.00999999999976
2026-02-07 03:00:00+00:00,27.97,166.58,0.0,345.76,703.03,0.03,0.08,0.03,255.67,1499.1499999999999,0.0,0.0,1274.98,1499.1499999999999,1274.98,224.16999999999985
2026-02-07 04:00:00+00:00,29.06,166.14,0.0,343.83,702.97,0.05,0.1,0.0,255.76,1497.9099999999999,0.0,0.0,1325.59,1497.9099999999999,1325.59,172.31999999999994
2026-02-07 05:00:00+00:00,28.49,166.62,0.0,390.35,702.68,0.12,0.11,0.0,256.28,1544.6499999999996,0.07,0.0,1450.25,1544.7199999999996,1450.25,94.46999999999957
2026-02-07 06:00:00+00:00,28.62,167.05,0.0,523.31,703.02,11.72,0.09,0.0,255.87,1689.6799999999998,0.0,0.0,1575.08,1689.6799999999998,1575.08,114.59999999999991
2026-02-07 07:00:00+00:00,29.64,167.18,0.0,613.14,702.91,81.88,0.08,0.0,256.41,1851.24,0.0,0.0,1695.77,1851.24,1695.77,155.47000000000003
2026-02-07 08:00:00+00:00,28.26,167.39,0.0,525.15,703.24,173.48,0.08,0.02,254.94,1852.56,0.0,0.0,1722.79,1852.56,1722.79,129.76999999999998
2026-02-07 09:00:00+00:00,30.53,167.93,0.0,462.62,703.1,259.86,0.07,0.0,255.02,1879.1299999999999,0.0,0.0,1731.7,1879.1299999999999,1731.7,147.42999999999984
2026-02-07 10:00:00+00:00,29.91,167.52,0.0,391.48,703.45,348.47,0.07,0.0,256.1,1897.0,0.0,0.0,1741.49,1897.0,1741.49,155.51
2026-02-07 11:00:00+00:00,29.85,167.31,0.0,310.66,703.15,347.82,0.06,0.01,257.52,1816.3799999999999,0.0,0.0,1720.28,1816.3799999999999,1720.28,96.09999999999991
2026-02-07 12:00:00+00:00,31.62,167.58,0.0,308.99,703.26,295.07,0.06,0.15,256.9,1763.63,0.0,0.0,1635.65,1763.63,1635.65,127.98000000000002
2026-02-07 13:00:00+00:00,31.51,167.78,0.0,435.48,703.34,206.6,0.06,0.3,278.31,1823.3799999999999,0.07,0.0,1577.75,1823.4499999999998,1577.75,245.69999999999982
2026-02-07 14:00:00+00:00,31.9,167.25,0.0,648.14,703.39,120.01,0.06,0.12,370.63,2041.4999999999995,0.0,0.0,1588.92,2041.4999999999995,1588.92,452.5799999999995
2026-02-07 15:00:00+00:00,29.62,171.24,0.0,726.26,703.04,31.88,0.07,0.16,463.43,2125.7,0.0,0.0,1577.59,2125.7,1577.59,548.1099999999999
2026-02-07 16:00:00+00:00,31.4,171.0,0.0,732.22,703.13,1.99,0.08,0.16,479.87,2119.85,1.3,0.0,1566.8,2121.15,1566.8,554.3500000000001
2026-02-07 17:00:00+00:00,30.64,171.22,0.0,718.41,703.12,0.53,0.08,0.14,478.34,2102.48,110.71,0.0,1607.03,2213.19,1607.03,606.1600000000001
2026-02-07 18:00:00+00:00,29.91,171.67,0.0,743.6,703.09,0.24,0.08,0.14,472.33,2121.06,44.35,0.0,1607.15,2165.41,1607.15,558.2599999999998
2026-02-07 19:00:00+00:00,30.36,171.52,0.0,700.82,703.14,0.2,0.08,0.05,396.5,2002.67,0.0,0.0,1571.36,2002.67,1571.36,431.3100000000002
2026-02-07 20:00:00+00:00,30.26,164.94,0.0,563.38,703.25,0.19,0.08,0.02,297.81,1759.9299999999998,0.0,0.0,1479.37,1759.9299999999998,1479.37,280.55999999999995
2026-02-07 21:00:00+00:00,30.39,165.02,0.0,421.99,703.08,0.05,0.09,0.0,256.91,1577.53,0.0,0.0,1383.75,1577.53,1383.75,193.77999999999997
2026-02-07 22:00:00+00:00,30.15,164.32,0.0,340.12,703.16,0.03,0.08,0.03,256.56,1494.4499999999998,0.0,0.0,1295.03,1494.4499999999998,1295.03,199.41999999999985
2026-02-07 23:00:00+00:00,29.68,166.15,0.0,307.88,702.93,0.03,0.08,0.09,256.46,1463.2999999999997,0.0,0.0,1219.55,1463.2999999999997,1219.55,243.74999999999977
2026-02-08 00:00:00+00:00,30.14,167.54,0.0,271.87,703.16,0.03,0.08,0.05,256.25,1429.12,0.0,0.0,1191.35,1429.12,1191.35,237.76999999999998
2026-02-08 01:00:00+00:00,29.51,167.36,0.0,271.39,702.95,0.03,0.08,0.04,256.61,1427.9699999999998,0.0,0.0,1150.13,1427.9699999999998,1150.13,277.8399999999997
2026-02-08 02:00:00+00:00,28.93,166.94,0.0,273.52,702.95,0.03,0.08,0.1,256.16,1428.71,0.0,0.0,1139.58,1428.71,1139.58,289.1300000000001
2026-02-08 03:00:00+00:00,28.76,166.91,0.0,274.78,702.98,0.03,0.08,0.04,255.66,1429.2399999999998,0.0,0.0,1158.02,1429.2399999999998,1158.02,271.2199999999998
2026-02-08 04:00:00+00:00,28.99,166.75,0.0,283.21,702.8,0.05,0.08,0.04,256.31,1438.2299999999998,0.0,0.0,1191.46,1438.2299999999998,1191.46,246.76999999999975
2026-02-08 05:00:00+00:00,28.77,167.0,0.0,306.78,702.78,0.11,0.09,0.05,255.46,1461.0399999999997,0.07,0.0,1275.37,1461.1099999999997,1275.37,185.73999999999978
2026-02-08 06:00:00+00:00,27.59,167.01,0.0,311.37,702.68,8.5,0.09,0.05,255.83,1473.12,0.0,0.0,1345.11,1473.12,1345.11,128.01
2026-02-08 07:00:00+00:00,27.81,167.11,0.0,350.06,702.87,67.27,0.08,0.09,256.48,1571.7699999999998,0.0,0.0,1482.31,1571.7699999999998,1482.31,89.45999999999981
2026-02-08 08:00:00+00:00,28.07,167.98,0.0,463.17,702.97,151.14,0.07,0.13,255.52,1769.05,0.0,0.0,1574.98,1769.05,1574.98,194.06999999999994
2026-02-08 09:00:00+00:00,27.93,167.11,0.0,406.59,703.15,247.1,0.07,0.14,255.75,1807.84,0.0,0.0,1672.02,1807.84,1672.02,135.81999999999994
2026-02-08 10:00:00+00:00,27.26,167.3,0.0,327.72,703.02,329.85,0.07,0.17,256.31,1811.7,0.0,0.0,1678.58,1811.7,1678.58,133.12000000000012
2026-02-08 11:00:00+00:00,27.28,167.25,0.0,278.8,703.2,399.55,0.07,0.08,256.48,1832.71,0.0,0.0,1643.79,1832.71,1643.79,188.92000000000007
2026-02-08 12:00:00+00:00,27.7,167.3,0.0,262.97,703.26,364.44,0.07,0.14,256.47,1782.3500000000001,0.07,0.0,1548.03,1782.42,1548.03,234.3900000000001
2026-02-08 13:00:00+00:00,27.6,166.89,0.0,269.06,703.12,315.48,0.07,0.22,255.95,1738.39,0.0,0.0,1489.92,1738.39,1489.92,248.47000000000003
2026-02-08 14:00:00+00:00,26.49,166.88,0.0,376.2,703.19,185.72,0.07,0.18,278.46,1737.19,0.0,0.0,1431.75,1737.19,1431.75,305.44000000000005
2026-02-08 15:00:00+00:00,26.76,167.0,0.0,625.26,703.15,48.96,0.07,0.12,369.07,1940.3899999999999,0.0,0.0,1402.75,1940.3899999999999,1402.75,537.6399999999999
2026-02-08 16:00:00+00:00,28.42,171.48,0.0,694.1,703.14,0.92,0.08,0.1,463.65,2061.89,0.0,0.0,1501.53,2061.89,1501.53,560.3599999999999
2026-02-08 17:00:00+00:00,28.25,171.51,0.0,685.75,703.04,0.25,0.08,0.02,480.67,2069.5699999999997,0.0,0.0,1560.02,2069.5699999999997,1560.02,509.5499999999997
2026-02-08 18:00:00+00:00,29.05,172.23,0.0,701.11,702.96,0.24,0.08,0.06,479.57,2085.2999999999997,0.0,0.0,1608.12,2085.2999999999997,1608.12,477.17999999999984
2026-02-08 19:00:00+00:00,29.38,172.22,0.0,657.08,703.15,0.5,0.08,0.15,463.42,2025.98,0.0,0.0,1607.53,2025.98,1607.53,418.45000000000005
2026-02-08 20:00:00+00:00,29.08,165.46,0.0,478.43,703.04,0.17,0.08,0.28,375.01,1751.55,0.0,0.0,1519.12,1751.55,1519.12,232.43000000000006
2026-02-08 21:00:00+00:00,28.78,164.13,0.0,337.05,703.04,0.09,0.08,0.28,276.95,1510.3999999999999,0.0,0.0,1440.31,1510.3999999999999,1440.31,70.08999999999992
2026-02-08 22:00:00+00:00,28.14,163.61,0.0,290.79,702.89,0.05,0.08,0.51,256.3,1442.37,0.0,0.0,1334.09,1442.37,1334.09,108.27999999999997
2026-02-08 23:00:00+00:00,27.32,162.69,0.0,240.81,702.61,0.03,0.08,0.36,254.99,1388.8899999999999,0.0,0.0,1273.53,1388.8899999999999,1273.53,115.3599999999999
2026-02-09 00:00:00+00:00,28.09,163.21,0.0,226.0,702.73,0.03,0.08,0.36,255.0,1375.4999999999998,0.0,0.0,1248.13,1375.4999999999998,1248.13,127.36999999999966
2026-02-09 01:00:00+00:00,26.97,162.92,0.0,223.86,702.86,0.03,0.08,0.58,255.03,1372.33,0.08,0.0,1242.78,1372.4099999999999,1242.78,129.62999999999988
2026-02-09 02:00:00+00:00,29.19,163.38,0.0,227.41,702.82,0.03,0.08,0.89,255.54,1379.3400000000001,0.0,0.0,1236.32,1379.3400000000001,1236.32,143.0200000000002
2026-02-09 03:00:00+00:00,27.45,162.97,0.0,230.14,702.81,0.03,0.08,0.79,254.64,1378.9099999999999,0.0,0.0,1285.77,1378.9099999999999,1285.77,93.13999999999987
2026-02-09 04:00:00+00:00,29.31,164.67,0.0,270.09,702.42,0.07,0.1,0.61,263.18,1430.4499999999996,0.0,0.0,1400.34,1430.4499999999996,1400.34,30.109999999999673
2026-02-09 05:00:00+00:00,29.07,170.14,0.0,410.34,702.13,0.4,0.11,1.7,342.9,1656.79,1.12,0.0,1706.87,1657.9099999999999,1706.87,-48.960000000000036
2026-02-09 06:00:00+00:00,28.01,170.07,0.0,643.03,702.21,6.48,0.1,2.12,443.93,1995.9499999999998,157.92,0.0,1924.16,2153.87,1924.16,229.7099999999998
2026-02-09 07:00:00+00:00,27.78,170.2,0.0,674.82,702.51,44.78,0.08,2.48,519.37,2142.02,160.31,0.0,1971.92,2302.33,1971.92,330.40999999999985
