,Biomass,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Nuclear,Solar,Waste,Wind Onshore,Fossil Brown coal/Lignite,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-01 00:00:00+00:00,26.39,166.52,0.0,93.93,702.79,0.2,0.17,0.48,268.15,1258.63,0.0,0.0,1282.0,1258.63,1282.0,-23.36999999999989
2026-01-01 01:00:00+00:00,23.92,165.32,0.0,92.37,703.01,0.18,0.17,0.48,268.5,1253.9499999999998,0.0,0.0,1293.08,1253.9499999999998,1293.08,-39.13000000000011
2026-01-01 02:00:00+00:00,22.22,160.17,0.0,64.09,702.84,0.18,0.18,0.38,267.96,1218.02,0.0,0.0,1296.41,1218.02,1296.41,-78.3900000000001
2026-01-01 03:00:00+00:00,19.79,155.1,0.0,47.91,703.0,0.19,0.17,0.35,267.53,1194.04,0.21,0.0,1289.7,1194.25,1289.7,-95.45000000000005
2026-01-01 04:00:00+00:00,22.66,164.76,0.0,84.0,702.86,0.22,0.18,0.35,269.31,1244.34,0.0,0.0,1295.47,1244.34,1295.47,-51.13000000000011
2026-01-01 05:00:00+00:00,24.43,165.95,0.0,101.86,702.89,0.54,0.19,0.32,268.15,1264.33,0.0,0.0,1278.84,1264.33,1278.84,-14.509999999999991
2026-01-01 06:00:00+00:00,25.16,166.81,0.0,136.25,702.92,2.45,0.19,0.43,265.43,1299.64,0.0,0.0,1352.42,1299.64,1352.42,-52.77999999999997
2026-01-01 07:00:00+00:00,24.72,166.78,0.0,132.74,702.87,53.3,0.2,0.54,266.08,1347.23,0.0,0.0,1389.48,1347.23,1389.48,-42.25
2026-01-01 08:00:00+00:00,23.46,166.3,0.0,101.97,702.96,171.67,0.2,0.65,267.51,1434.7200000000003,0.0,0.0,1426.59,1434.7200000000003,1426.59,8.130000000000337
2026-01-01 09:00:00+00:00,23.35,166.43,0.0,92.65,702.96,273.81,0.19,0.36,267.64,1527.3899999999999,0.0,0.0,1440.78,1527.3899999999999,1440.78,86.6099999999999
2026-01-01 10:00:00+00:00,25.67,167.48,0.0,90.09,703.06,326.56,0.18,0.32,266.4,1579.7599999999998,0.0,0.0,1445.49,1579.7599999999998,1445.49,134.26999999999975
2026-01-01 11:00:00+00:00,24.11,166.77,0.0,91.35,703.2,318.24,0.14,0.62,266.66,1571.0900000000001,0.0,0.0,1452.45,1571.0900000000001,1452.45,118.6400000000001
2026-01-01 12:00:00+00:00,24.76,166.8,0.0,92.16,703.39,272.8,0.14,0.52,268.06,1528.63,0.0,0.0,1393.58,1528.63,1393.58,135.05000000000018
2026-01-01 13:00:00+00:00,24.51,166.47,0.0,105.89,703.42,170.73,0.13,0.64,289.67,1461.4600000000003,0.0,0.0,1373.2,1461.4600000000003,1373.2,88.26000000000022
2026-01-01 14:00:00+00:00,24.17,166.73,0.0,272.15,703.25,62.78,0.13,0.62,381.87,1611.6999999999998,0.07,0.0,1368.79,1611.7699999999998,1368.79,242.9799999999998
2026-01-01 15:00:00+00:00,23.46,160.66,0.0,525.1,703.45,4.04,0.14,0.68,473.9,1891.4300000000003,0.68,0.0,1405.81,1892.1100000000004,1405.81,486.3000000000004
2026-01-01 16:00:00+00:00,23.95,168.81,0.0,606.17,703.31,0.62,0.16,0.86,491.71,1995.5899999999997,174.69,0.0,1479.25,2170.2799999999997,1479.25,691.0299999999997
2026-01-01 17:00:00+00:00,24.36,172.75,0.0,584.63,703.4,0.86,0.17,1.11,491.4,1978.6799999999998,162.67,0.0,1476.88,2141.35,1476.88,664.4699999999998
2026-01-01 18:00:00+00:00,24.24,172.77,0.0,463.77,703.31,0.78,0.18,0.55,476.02,1841.62,0.9,0.0,1461.94,1842.52,1461.94,380.5799999999999
2026-01-01 19:00:00+00:00,24.33,168.46,0.0,361.31,703.42,0.64,0.18,0.55,386.12,1645.0100000000002,0.0,0.0,1443.96,1645.0100000000002,1443.96,201.05000000000018
2026-01-01 20:00:00+00:00,24.72,169.12,0.0,210.44,703.34,0.46,0.18,0.49,288.46,1397.21,0.0,0.0,1368.25,1397.21,1368.25,28.960000000000036
2026-01-01 21:00:00+00:00,24.5,168.99,0.0,96.54,703.41,0.24,0.16,0.47,269.58,1263.89,0.0,0.0,1296.72,1263.89,1296.72,-32.82999999999993
2026-01-01 22:00:00+00:00,24.0,168.79,0.0,95.3,703.49,0.05,0.13,0.45,268.66,1260.87,0.0,0.0,1231.23,1260.87,1231.23,29.639999999999873
2026-01-01 23:00:00+00:00,24.36,165.86,0.0,83.75,701.5,0.06,0.12,0.55,265.37,1241.57,0.0,0.0,1164.66,1241.57,1164.66,76.90999999999985
2026-01-02 00:00:00+00:00,24.26,165.91,0.0,81.65,701.51,0.04,0.11,0.89,264.81,1239.1799999999998,0.0,0.0,1125.68,1239.1799999999998,1125.68,113.49999999999977
2026-01-02 01:00:00+00:00,23.91,165.83,0.0,84.0,701.32,0.04,0.11,0.76,265.17,1241.14,0.0,0.0,1101.32,1241.14,1101.32,139.82000000000016
2026-01-02 02:00:00+00:00,24.64,166.2,0.0,80.5,701.15,0.04,0.12,0.79,265.3,1238.74,0.0,0.0,1088.14,1238.74,1088.14,150.5999999999999
2026-01-02 03:00:00+00:00,24.36,166.6,0.0,83.18,701.34,0.04,0.11,0.96,265.61,1242.2,0.0,0.0,1100.74,1242.2,1100.74,141.46000000000004
2026-01-02 04:00:00+00:00,24.22,165.9,0.0,73.79,701.16,0.19,0.1,0.93,265.61,1231.9,0.07,0.0,1151.53,1231.97,1151.53,80.44000000000005
2026-01-02 05:00:00+00:00,23.97,167.4,0.0,93.84,701.17,0.35,0.11,0.89,263.07,1250.8,0.0,0.0,1228.95,1250.8,1228.95,21.84999999999991
2026-01-02 06:00:00+00:00,24.27,169.32,0.0,106.21,700.28,1.03,0.11,0.78,264.52,1266.52,0.0,0.0,1295.32,1266.52,1295.32,-28.799999999999955
2026-01-02 07:00:00+00:00,24.98,169.08,0.0,177.73,700.25,13.65,0.11,0.52,265.29,1351.61,0.0,0.0,1330.57,1351.61,1330.57,21.039999999999964
2026-01-02 08:00:00+00:00,24.46,169.18,0.0,149.49,700.46,55.79,0.08,0.72,265.3,1365.48,0.0,0.0,1426.64,1365.48,1426.64,-61.16000000000008
2026-01-02 09:00:00+00:00,24.09,169.81,0.0,90.44,700.42,79.75,0.07,0.78,265.45,1330.81,0.0,0.0,1477.6,1330.81,1477.6,-146.78999999999996
2026-01-02 10:00:00+00:00,23.96,169.17,0.0,83.14,700.63,83.05,0.07,0.67,262.42,1323.1100000000001,0.0,0.0,1575.2,1323.1100000000001,1575.2,-252.08999999999992
2026-01-02 11:00:00+00:00,23.75,169.36,0.0,84.77,700.75,64.83,0.11,0.66,262.2,1306.43,0.0,0.0,1605.29,1306.43,1605.29,-298.8599999999999
2026-01-02 12:00:00+00:00,23.68,169.41,0.0,86.67,700.75,60.86,0.11,0.56,262.34,1304.3799999999997,0.0,0.0,1559.85,1304.3799999999997,1559.85,-255.47000000000025
2026-01-02 13:00:00+00:00,23.63,169.26,0.0,100.1,700.8,47.61,0.11,0.42,283.57,1325.4999999999998,0.0,0.0,1508.59,1325.4999999999998,1508.59,-183.09000000000015
2026-01-02 14:00:00+00:00,23.62,169.45,0.0,261.24,700.85,23.78,0.11,0.46,374.89,1554.4,0.0,0.0,1477.15,1554.4,1477.15,77.25
2026-01-02 15:00:00+00:00,23.73,174.58,0.0,527.6,700.8,2.21,0.09,0.44,465.68,1895.13,117.63,0.0,1483.89,2012.7600000000002,1483.89,528.8700000000001
2026-01-02 16:00:00+00:00,24.2,174.98,0.0,605.07,700.63,0.67,0.1,0.38,479.95,1985.9800000000002,173.88,0.0,1514.25,2159.86,1514.25,645.6100000000001
2026-01-02 17:00:00+00:00,24.04,175.18,0.0,618.28,700.76,0.38,0.11,0.32,479.66,1998.73,173.88,0.0,1493.51,2172.61,1493.51,679.1000000000001
2026-01-02 18:00:00+00:00,23.98,175.28,0.0,508.85,700.67,1.02,0.13,0.38,466.74,1877.0500000000002,132.72,0.0,1492.37,2009.7700000000002,1492.37,517.4000000000003
2026-01-02 19:00:00+00:00,24.06,174.86,0.0,332.9,700.73,0.46,0.13,0.42,379.31,1612.8700000000001,161.14,0.0,1476.71,1774.0100000000002,1476.71,297.3000000000002
2026-01-02 20:00:00+00:00,24.16,169.46,0.0,180.27,700.54,0.28,0.13,0.45,283.7,1358.99,23.2,0.0,1401.5,1382.19,1401.5,-19.309999999999945
2026-01-02 21:00:00+00:00,23.87,169.12,0.0,89.8,700.59,0.05,0.12,0.44,262.35,1246.3400000000001,0.0,0.0,1344.71,1246.3400000000001,1344.71,-98.36999999999989
2026-01-02 22:00:00+00:00,23.84,168.59,0.0,88.9,700.56,0.03,0.1,0.18,262.11,1244.31,0.0,0.0,1260.97,1244.31,1260.97,-16.660000000000082
2026-01-02 23:00:00+00:00,23.3,168.82,0.0,82.92,700.76,0.03,0.1,0.16,260.42,1236.51,0.0,0.0,1212.3,1236.51,1212.3,24.210000000000036
2026-01-03 00:00:00+00:00,23.28,168.87,0.0,82.83,700.59,0.03,0.1,0.08,260.13,1235.91,0.0,0.0,1173.85,1235.91,1173.85,62.06000000000017
2026-01-03 01:00:00+00:00,23.25,168.87,0.0,81.47,700.55,0.03,0.11,0.05,259.74,1234.07,0.0,0.0,1158.42,1234.07,1158.42,75.64999999999986
2026-01-03 02:00:00+00:00,23.77,168.48,0.0,81.08,700.57,0.03,0.11,0.0,259.35,1233.39,0.0,0.0,1159.58,1233.39,1159.58,73.81000000000017
2026-01-03 03:00:00+00:00,23.24,168.58,0.0,81.29,700.17,0.03,0.11,0.0,260.03,1233.4499999999998,0.0,0.0,1129.97,1233.4499999999998,1129.97,103.47999999999979
2026-01-03 04:00:00+00:00,23.32,168.59,0.0,81.16,700.14,0.06,0.11,0.07,258.93,1232.38,0.0,0.0,1177.49,1232.38,1177.49,54.8900000000001
2026-01-03 05:00:00+00:00,23.38,169.0,0.0,96.49,700.16,0.05,0.11,1.07,259.78,1250.04,0.0,0.0,1313.97,1250.04,1313.97,-63.930000000000064
2026-01-03 06:00:00+00:00,23.32,170.09,0.0,114.5,700.38,0.51,0.11,1.29,257.59,1267.79,0.07,0.0,1426.62,1267.86,1426.62,-158.76
2026-01-03 07:00:00+00:00,23.45,171.71,0.0,180.77,700.49,24.13,0.1,2.48,259.11,1362.2400000000002,0.0,0.0,1521.0,1362.2400000000002,1521.0,-158.75999999999976
2026-01-03 08:00:00+00:00,23.41,171.71,0.0,117.7,700.52,89.49,0.11,2.93,260.31,1366.1799999999998,0.0,0.0,1565.34,1366.1799999999998,1565.34,-199.16000000000008
2026-01-03 09:00:00+00:00,23.3,172.04,0.0,82.92,700.36,151.03,0.13,2.9,261.33,1394.0100000000002,0.0,0.0,1610.12,1394.0100000000002,1610.12,-216.10999999999967
2026-01-03 10:00:00+00:00,22.64,171.91,0.0,84.98,700.51,187.82,0.13,2.35,259.95,1430.29,0.0,0.0,1658.64,1430.29,1658.64,-228.35000000000014
2026-01-03 11:00:00+00:00,23.35,171.99,0.0,85.47,700.52,193.54,0.13,2.39,259.5,1436.89,0.19,0.0,1653.16,1437.0800000000002,1653.16,-216.07999999999993
2026-01-03 12:00:00+00:00,23.62,172.59,0.0,85.81,700.51,166.34,0.11,2.81,259.21,1410.9999999999998,91.43,0.0,1645.72,1502.4299999999998,1645.72,-143.2900000000002
2026-01-03 13:00:00+00:00,23.42,172.22,0.0,86.62,700.59,91.58,0.1,2.3,259.92,1336.75,0.51,0.0,1599.47,1337.26,1599.47,-262.21000000000004
2026-01-03 14:00:00+00:00,22.79,172.39,0.0,217.8,700.64,27.34,0.04,1.67,347.43,1490.1,105.92,0.0,1586.69,1596.02,1586.69,9.329999999999927
2026-01-03 15:00:00+00:00,23.0,178.46,0.0,504.37,700.52,2.16,0.07,1.2,448.35,1858.13,150.27,0.0,1620.94,2008.4,1620.94,387.46000000000004
2026-01-03 16:00:00+00:00,23.28,178.81,0.0,610.42,700.37,0.15,0.07,0.66,478.31,1992.0700000000002,132.66,0.0,1612.75,2124.73,1612.75,511.98
2026-01-03 17:00:00+00:00,23.34,178.97,0.0,570.47,700.64,0.56,0.1,0.67,477.49,1952.24,131.51,0.0,1604.22,2083.75,1604.22,479.53
2026-01-03 18:00:00+00:00,23.31,178.74,0.0,481.33,700.48,0.37,0.1,0.47,474.59,1859.3899999999999,71.44,0.0,1610.66,1930.83,1610.66,320.16999999999985
2026-01-03 19:00:00+00:00,23.69,180.25,0.0,354.25,700.51,0.1,0.1,0.36,408.52,1667.7799999999997,0.0,0.0,1574.49,1667.7799999999997,1574.49,93.28999999999974
2026-01-03 20:00:00+00:00,24.09,175.05,0.0,231.86,700.57,0.06,0.1,0.38,308.33,1440.44,0.0,0.0,1490.41,1440.44,1490.41,-49.97000000000003
2026-01-03 21:00:00+00:00,23.64,174.08,0.0,105.54,700.43,0.05,0.08,0.41,267.67,1271.9,0.0,0.0,1419.33,1271.9,1419.33,-147.42999999999984
2026-01-03 22:00:00+00:00,23.56,173.89,0.0,77.91,700.62,0.03,0.07,0.44,267.62,1244.14,0.0,0.0,1313.86,1244.14,1313.86,-69.7199999999998
2026-01-03 23:00:00+00:00,23.31,174.1,0.0,77.15,700.31,0.03,0.05,0.7,268.71,1244.36,0.0,0.0,1278.69,1244.36,1278.69,-34.330000000000155
2026-01-04 00:00:00+00:00,23.14,174.06,0.0,87.64,700.43,0.03,0.05,1.0,267.79,1254.1399999999999,0.0,0.0,1239.09,1254.1399999999999,1239.09,15.049999999999955
2026-01-04 01:00:00+00:00,22.96,172.01,0.0,87.49,700.4,0.03,0.07,2.02,268.46,1253.4399999999998,0.0,0.0,1217.0,1253.4399999999998,1217.0,36.43999999999983
2026-01-04 02:00:00+00:00,22.83,173.44,0.0,84.71,700.61,0.03,0.08,3.27,268.61,1253.58,0.0,0.0,1206.36,1253.58,1206.36,47.22000000000003
2026-01-04 03:00:00+00:00,21.57,172.4,0.0,84.58,700.27,0.03,0.07,3.55,268.3,1250.77,0.0,0.0,1200.69,1250.77,1200.69,50.07999999999993
2026-01-04 04:00:00+00:00,21.47,174.55,0.0,85.28,700.57,0.05,0.08,3.63,269.26,1254.89,0.0,0.0,1175.26,1254.89,1175.26,79.63000000000011
2026-01-04 05:00:00+00:00,17.75,172.99,0.0,96.73,700.45,0.06,0.08,3.83,268.41,1260.3000000000002,0.0,0.0,1257.99,1260.3000000000002,1257.99,2.310000000000173
2026-01-04 06:00:00+00:00,17.99,172.33,0.0,89.48,700.42,0.08,0.08,4.01,267.35,1251.7400000000002,0.07,0.0,1399.08,1251.8100000000002,1399.08,-147.26999999999975
2026-01-04 07:00:00+00:00,19.09,174.64,0.0,112.22,700.54,5.87,0.05,4.02,269.46,1285.8899999999999,0.0,0.0,1416.27,1285.8899999999999,1416.27,-130.3800000000001
2026-01-04 08:00:00+00:00,20.6,175.81,0.0,180.78,700.48,42.08,0.05,4.01,268.33,1392.1399999999999,0.0,0.0,1551.96,1392.1399999999999,1551.96,-159.82000000000016
2026-01-04 09:00:00+00:00,19.42,174.38,0.0,102.57,700.42,103.4,0.08,4.07,267.0,1371.34,0.0,0.0,1663.67,1371.34,1663.67,-292.33000000000015
2026-01-04 10:00:00+00:00,17.98,174.47,0.0,112.34,700.4,170.73,0.08,4.06,267.32,1447.3799999999997,0.0,0.0,1754.77,1447.3799999999997,1754.77,-307.3900000000003
2026-01-04 11:00:00+00:00,17.81,174.09,0.0,111.67,700.88,213.74,0.08,3.95,267.0,1489.22,0.0,0.0,1687.32,1489.22,1687.32,-198.0999999999999
2026-01-04 12:00:00+00:00,23.31,174.28,0.0,84.88,700.53,208.87,0.09,4.1,268.22,1464.2799999999997,0.0,0.0,1591.47,1464.2799999999997,1591.47,-127.19000000000028
2026-01-04 13:00:00+00:00,24.42,174.44,0.0,86.64,700.68,115.32,0.09,4.15,267.78,1373.52,0.07,0.0,1528.81,1373.59,1528.81,-155.22000000000003
2026-01-04 14:00:00+00:00,24.37,174.33,0.0,129.1,699.74,44.26,0.07,4.24,288.37,1364.48,0.0,0.0,1546.37,1364.48,1546.37,-181.88999999999987
2026-01-04 15:00:00+00:00,25.0,180.84,0.0,325.59,699.33,3.94,0.05,4.26,385.29,1624.3,0.0,0.0,1594.76,1624.3,1594.76,29.539999999999964
2026-01-04 16:00:00+00:00,24.85,180.72,0.0,519.63,699.5,0.2,0.06,4.33,472.36,1901.65,91.18,0.0,1623.32,1992.8300000000002,1623.32,369.5100000000002
2026-01-04 17:00:00+00:00,21.75,180.66,0.0,519.79,699.54,0.54,0.09,4.26,486.75,1913.3799999999997,95.52,0.0,1693.83,2008.8999999999996,1693.83,315.0699999999997
2026-01-04 18:00:00+00:00,22.15,180.95,0.0,467.25,699.38,0.22,0.09,4.26,485.24,1859.54,0.1,0.0,1739.02,1859.6399999999999,1739.02,120.61999999999989
2026-01-04 19:00:00+00:00,22.93,181.16,0.0,265.34,699.36,0.06,0.08,4.36,472.23,1645.5199999999998,0.0,0.0,1673.2,1645.5199999999998,1673.2,-27.68000000000029
2026-01-04 20:00:00+00:00,22.22,174.63,0.0,134.36,699.11,0.03,0.07,4.33,384.24,1418.99,0.0,0.0,1630.8,1418.99,1630.8,-211.80999999999995
2026-01-04 21:00:00+00:00,23.68,176.35,0.0,85.55,700.02,0.03,0.06,4.35,288.38,1278.4199999999998,0.0,0.0,1500.22,1278.4199999999998,1500.22,-221.80000000000018
2026-01-04 22:00:00+00:00,21.96,175.14,0.0,77.85,700.18,0.03,0.08,4.33,266.84,1246.4099999999999,0.0,0.0,1407.96,1246.4099999999999,1407.96,-161.55000000000018
2026-01-04 23:00:00+00:00,22.07,175.29,0.0,69.46,700.02,0.03,0.09,4.25,267.77,1238.98,0.0,0.0,1357.64,1238.98,1357.64,-118.66000000000008
2026-01-05 00:00:00+00:00,21.96,175.42,0.0,65.3,700.22,0.04,0.09,4.27,268.11,1235.41,0.0,0.0,1319.7,1235.41,1319.7,-84.28999999999996
2026-01-05 01:00:00+00:00,22.45,175.46,0.0,70.29,700.24,0.03,0.09,4.24,265.95,1238.75,0.0,0.0,1299.64,1238.75,1299.64,-60.8900000000001
2026-01-05 02:00:00+00:00,21.93,175.35,0.0,65.73,700.62,0.09,0.09,4.26,266.68,1234.75,0.07,0.0,1280.81,1234.82,1280.81,-45.99000000000001
2026-01-05 03:00:00+00:00,22.46,175.53,0.0,64.79,700.23,0.03,0.07,4.22,291.46,1258.79,0.0,0.0,1341.26,1258.79,1341.26,-82.47000000000003
2026-01-05 04:00:00+00:00,19.42,175.79,0.0,64.18,700.22,0.09,0.06,4.24,291.72,1255.72,0.0,0.0,1470.37,1255.72,1470.37,-214.64999999999986
2026-01-05 05:00:00+00:00,16.29,178.31,0.0,90.43,700.02,0.4,0.08,4.17,291.66,1281.36,0.0,0.0,1758.08,1281.36,1758.08,-476.72
2026-01-05 06:00:00+00:00,17.51,182.73,0.0,236.74,699.88,0.72,0.09,4.16,269.05,1410.88,1.3,0.0,1993.77,1412.18,1993.77,-581.5899999999999
2026-01-05 07:00:00+00:00,18.81,184.33,0.0,490.85,699.81,11.25,0.09,3.96,267.84,1676.9399999999998,171.3,0.0,2054.98,1848.2399999999998,2054.98,-206.74000000000024
2026-01-05 08:00:00+00:00,17.22,182.4,0.0,495.62,699.88,33.69,0.08,4.0,269.04,1701.9299999999998,168.71,0.0,2130.95,1870.6399999999999,2130.95,-260.30999999999995
2026-01-05 09:00:00+00:00,16.56,185.52,0.0,431.74,699.82,57.92,0.09,4.06,268.43,1664.14,164.81,0.0,2187.21,1828.95,2187.21,-358.26
2026-01-05 10:00:00+00:00,16.78,186.29,0.0,347.77,700.02,65.4,0.15,3.93,268.35,1588.69,173.14,0.0,2189.1,1761.83,2189.1,-427.27
2026-01-05 11:00:00+00:00,17.73,233.09,0.0,270.62,699.89,67.9,0.16,3.68,268.7,1561.7700000000002,172.83,0.0,2215.32,1734.6000000000001,2215.32,-480.72
2026-01-05 12:00:00+00:00,16.46,238.41,0.0,265.46,700.0,51.61,0.18,3.78,270.56,1546.4599999999998,172.25,0.0,2153.7,1718.7099999999998,2153.7,-434.99
2026-01-05 13:00:00+00:00,17.19,236.16,0.0,289.91,700.09,26.36,0.17,3.82,333.92,1607.62,167.71,0.0,2085.68,1775.33,2085.68,-310.3499999999999
2026-01-05 14:00:00+00:00,17.0,237.54,0.0,486.78,700.84,7.22,0.17,3.94,430.99,1884.48,173.85,0.0,2066.16,2058.33,2066.16,-7.829999999999927
2026-01-05 15:00:00+00:00,19.22,238.45,0.0,667.69,700.92,1.52,0.17,3.95,518.45,2150.37,173.58,0.0,2075.85,2323.95,2075.85,248.0999999999999
2026-01-05 16:00:00+00:00,23.57,239.69,0.0,672.07,700.8,1.08,0.17,4.0,531.21,2172.59,172.97,0.0,2048.47,2345.56,2048.47,297.09000000000015
2026-01-05 17:00:00+00:00,23.4,240.01,0.0,674.7,700.56,0.83,0.17,4.04,531.99,2175.7,172.31,0.0,2062.94,2348.0099999999998,2062.94,285.0699999999997
2026-01-05 18:00:00+00:00,19.33,241.54,0.0,574.65,700.56,0.6,0.17,4.1,520.13,2061.08,170.31,0.0,2063.46,2231.39,2063.46,167.92999999999984
2026-01-05 19:00:00+00:00,17.76,237.72,0.0,404.56,700.79,0.07,0.14,4.09,475.85,1840.98,166.01,0.0,2028.41,2006.99,2028.41,-21.420000000000073
2026-01-05 20:00:00+00:00,18.03,219.37,0.0,235.74,700.97,0.03,0.11,4.06,386.11,1564.42,0.12,0.0,1922.86,1564.54,1922.86,-358.31999999999994
2026-01-05 21:00:00+00:00,17.1,180.67,0.0,130.54,700.8,0.04,0.13,4.07,288.25,1321.6,0.0,0.0,1777.28,1321.6,1777.28,-455.68000000000006
2026-01-05 22:00:00+00:00,17.17,180.53,0.0,73.12,700.8,0.05,0.13,4.14,267.2,1243.1399999999999,0.0,0.0,1653.45,1243.1399999999999,1653.45,-410.3100000000002
2026-01-05 23:00:00+00:00,20.26,178.69,0.0,82.61,700.95,0.06,0.12,3.16,269.14,1254.9899999999998,0.0,0.0,1539.71,1254.9899999999998,1539.71,-284.72000000000025
2026-01-06 00:00:00+00:00,18.48,178.19,0.0,81.97,700.85,0.06,0.11,3.2,267.72,1250.58,0.0,0.0,1496.12,1250.58,1496.12,-245.53999999999996
2026-01-06 01:00:00+00:00,18.68,176.81,0.0,81.51,700.77,0.06,0.11,3.33,267.78,1249.05,0.0,0.0,1512.67,1249.05,1512.67,-263.6200000000001
2026-01-06 02:00:00+00:00,19.11,176.92,0.0,82.45,700.88,0.06,0.11,3.28,271.2,1254.0099999999998,0.0,0.0,1521.24,1254.0099999999998,1521.24,-267.23000000000025
2026-01-06 03:00:00+00:00,18.89,176.89,0.0,82.89,700.68,0.08,0.11,3.32,266.61,1249.47,0.0,0.0,1536.23,1249.47,1536.23,-286.76
2026-01-06 04:00:00+00:00,19.54,177.16,0.0,86.2,700.77,0.14,0.11,3.32,270.23,1257.47,0.0,0.0,1664.9,1257.47,1664.9,-407.43000000000006
2026-01-06 05:00:00+00:00,21.03,178.92,0.0,164.51,700.63,0.98,0.11,3.34,271.64,1341.1599999999999,0.0,0.0,1949.29,1341.1599999999999,1949.29,-608.1300000000001
2026-01-06 06:00:00+00:00,20.26,182.58,0.0,351.98,700.45,1.04,0.11,3.34,276.49,1536.2499999999998,77.02,0.0,2165.42,1613.2699999999998,2165.42,-552.1500000000003
2026-01-06 07:00:00+00:00,20.22,213.76,0.0,584.35,700.27,4.09,0.11,3.35,360.57,1886.7199999999996,173.64,0.0,2210.45,2060.3599999999997,2210.45,-150.09000000000015
2026-01-06 08:00:00+00:00,20.39,233.22,0.0,506.99,700.32,10.22,0.11,3.33,384.94,1859.52,166.81,0.0,2272.02,2026.33,2272.02,-245.69000000000005
2026-01-06 09:00:00+00:00,20.48,232.57,2.56,358.83,700.38,16.55,0.11,3.35,292.16,1626.9899999999998,165.84,0.0,2288.1,1792.8299999999997,2288.1,-495.2700000000002
2026-01-06 10:00:00+00:00,19.62,326.43,24.02,198.32,700.15,20.68,0.13,3.35,271.88,1564.58,121.83,0.0,2358.78,1686.4099999999999,2358.78,-672.3700000000003
2026-01-06 11:00:00+00:00,19.4,338.74,0.44,130.48,700.2,17.42,0.15,3.36,270.37,1480.56,0.0,0.0,2363.46,1480.56,2363.46,-882.9000000000001
2026-01-06 12:00:00+00:00,19.91,341.52,0.0,136.8,700.22,17.98,0.16,3.03,268.8,1488.42,0.0,0.0,2343.01,1488.42,2343.01,-854.5900000000001
2026-01-06 13:00:00+00:00,20.0,344.1,0.0,146.24,700.42,8.28,0.16,3.26,311.49,1533.95,0.0,0.0,2287.46,1533.95,2287.46,-753.51
2026-01-06 14:00:00+00:00,20.05,345.92,0.0,445.34,700.48,3.11,0.16,3.38,410.04,1928.48,0.0,0.0,2217.02,1928.48,2217.02,-288.53999999999996
2026-01-06 15:00:00+00:00,21.44,346.21,13.45,544.65,700.5,0.26,0.16,3.38,489.1,2119.15,68.5,0.0,2221.56,2187.65,2221.56,-33.909999999999854
2026-01-06 16:00:00+00:00,20.49,420.62,25.2,641.15,700.63,1.33,0.15,3.18,493.45,2306.2000000000003,164.1,0.0,2193.79,2470.3,2193.79,276.5100000000002
2026-01-06 17:00:00+00:00,20.04,354.79,0.0,627.73,700.59,0.32,0.13,3.11,491.25,2197.96,83.07,0.0,2210.48,2281.03,2210.48,70.55000000000018
2026-01-06 18:00:00+00:00,20.82,343.5,0.0,470.32,700.54,0.4,0.12,2.91,457.7,1996.31,0.0,0.0,2183.26,1996.31,2183.26,-186.95000000000027
2026-01-06 19:00:00+00:00,19.76,251.92,0.0,299.21,700.56,0.29,0.12,3.14,359.02,1634.0199999999998,0.0,0.0,2153.07,1634.0199999999998,2153.07,-519.0500000000004
2026-01-06 20:00:00+00:00,20.07,187.57,0.0,155.24,700.52,0.08,0.12,3.14,276.17,1342.91,0.0,0.0,1983.46,1342.91,1983.46,-640.55
2026-01-06 21:00:00+00:00,20.02,179.53,0.0,92.32,700.6,0.08,0.11,3.12,268.26,1264.04,0.0,0.0,1889.25,1264.04,1889.25,-625.21
2026-01-06 22:00:00+00:00,19.67,179.08,0.0,97.93,700.69,0.09,0.12,3.09,268.14,1268.8100000000002,0.0,0.0,1785.54,1268.8100000000002,1785.54,-516.7299999999998
2026-01-06 23:00:00+00:00,19.55,178.88,0.0,90.3,700.96,0.09,0.12,3.11,268.0,1261.0100000000002,0.0,0.0,1698.94,1261.0100000000002,1698.94,-437.92999999999984
2026-01-07 00:00:00+00:00,19.62,178.89,0.0,88.75,700.45,0.09,0.12,3.05,267.73,1258.7,0.0,0.0,1658.21,1258.7,1658.21,-399.51
2026-01-07 01:00:00+00:00,19.49,178.86,0.0,89.36,700.62,0.12,0.11,3.07,267.39,1259.02,0.0,0.0,1638.89,1259.02,1638.89,-379.8700000000001
2026-01-07 02:00:00+00:00,19.61,179.44,0.0,90.3,700.58,0.12,0.13,3.1,267.47,1260.75,0.0,0.0,1629.41,1260.75,1629.41,-368.6600000000001
2026-01-07 03:00:00+00:00,19.15,178.88,0.0,90.67,700.48,0.12,0.15,3.07,267.45,1259.97,0.0,0.0,1647.02,1259.97,1647.02,-387.04999999999995
2026-01-07 04:00:00+00:00,19.48,177.92,0.0,91.86,700.28,0.26,0.14,3.1,268.07,1261.11,0.0,0.0,1800.36,1261.11,1800.36,-539.25
2026-01-07 05:00:00+00:00,19.24,178.01,0.0,132.38,700.03,1.49,0.14,3.09,269.08,1303.4599999999998,0.07,0.0,2056.54,1303.5299999999997,2056.54,-753.0100000000002
