,Fossil Gas,Nuclear,Other,Solar,Wind Onshore,Hydro Water Reservoir,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-01 00:00:00+00:00,0.6,6780.0,486.0525,0.11925,2313.71625,1028.79825,10609.28625,0.0,0.0,10641.0,10609.28625,10641.0,-31.7137500000008
2026-01-01 01:00:00+00:00,0.7,6781.0,509.82775,0.11675,2464.79375,885.5635,10642.00175,0.0,0.0,10561.0,10642.00175,10561.0,81.00174999999945
2026-01-01 02:00:00+00:00,0.8,6783.0,456.0985,0.08925000000000001,2498.727,846.153,10584.86775,0.0,0.0,10332.25,10584.86775,10332.25,252.61774999999943
2026-01-01 03:00:00+00:00,0.8,6705.0,461.36825,0.113,2467.64225,824.2705,10459.194000000001,0.0,0.0,10186.5,10459.194000000001,10186.5,272.6940000000013
2026-01-01 04:00:00+00:00,0.8,6687.0,457.7115,0.017750000000000002,2456.922,809.91275,10412.364,0.0,0.0,10326.75,10412.364,10326.75,85.61399999999958
2026-01-01 05:00:00+00:00,0.4,6685.0,487.98125,0.1235,2417.1549999999997,820.1179999999999,10410.77775,0.0,0.0,10391.5,10410.77775,10391.5,19.277749999999287
2026-01-01 06:00:00+00:00,0.8,6680.0,475.105,0.032,2310.0945,824.58325,10290.61475,0.0,0.0,10318.25,10290.61475,10318.25,-27.63524999999936
2026-01-01 07:00:00+00:00,0.9,6637.0,471.15725,0.366,2204.63175,825.3172500000001,10139.37225,0.0,0.0,10400.0,10139.37225,10400.0,-260.62774999999965
2026-01-01 08:00:00+00:00,0.9,6467.0,469.7855,1.522,2064.8385,829.9712499999999,9834.017249999999,0.0,0.0,10601.25,9834.017249999999,10601.25,-767.232750000001
2026-01-01 09:00:00+00:00,1.3,6421.0,472.91425,4.864,1896.7327500000001,893.86975,9690.68075,0.0,0.0,10966.5,9690.68075,10966.5,-1275.8192500000005
2026-01-01 10:00:00+00:00,1.6,6287.0,417.1365,21.56525,1826.288,939.184,9492.773749999998,0.0,0.0,11238.75,9492.773749999998,11238.75,-1745.9762500000015
2026-01-01 11:00:00+00:00,1.8,6307.0,431.878,27.125500000000002,1701.028,964.579,9433.4105,0.0,0.0,11343.0,9433.4105,11343.0,-1909.5895
2026-01-01 12:00:00+00:00,1.3,6391.0,428.873,17.5565,1605.4947499999998,970.2094999999999,9414.43375,0.0,0.0,11330.0,9414.43375,11330.0,-1915.5662499999999
2026-01-01 13:00:00+00:00,1.0,6409.0,431.0755,9.817499999999999,1544.75175,975.4815,9371.12625,0.0,0.0,11478.75,9371.12625,11478.75,-2107.6237500000007
2026-01-01 14:00:00+00:00,0.8,6407.0,439.06725,1.7262499999999998,1455.155,987.11575,9290.86425,0.0,0.0,11816.0,9290.86425,11816.0,-2525.1357499999995
2026-01-01 15:00:00+00:00,1.1,6409.0,478.42449999999997,0.13724999999999998,1367.092,1035.2782499999998,9291.032,0.0,0.0,11893.25,9291.032,11893.25,-2602.2180000000008
2026-01-01 16:00:00+00:00,1.6,6412.0,512.385,0.11975,1304.47475,1070.1695,9300.749,0.0,0.0,11956.0,9300.749,11956.0,-2655.251
2026-01-01 17:00:00+00:00,1.0,6414.0,517.29,0.11775,1275.13025,1075.38525,9282.92325,0.0,0.0,11871.0,9282.92325,11871.0,-2588.07675
2026-01-01 18:00:00+00:00,1.3,6412.0,514.99025,0.1155,1248.38375,1094.02275,9270.812249999999,0.0,0.0,11740.5,9270.812249999999,11740.5,-2469.687750000001
2026-01-01 19:00:00+00:00,0.9,6412.0,505.02375,0.11575,1242.51125,1123.15175,9283.7025,0.0,0.0,11465.5,9283.7025,11465.5,-2181.7975000000006
2026-01-01 20:00:00+00:00,0.9,6411.0,504.52225,0.116,1225.06075,1192.694,9334.293,0.0,0.0,11120.0,9334.293,11120.0,-1785.7070000000003
2026-01-01 21:00:00+00:00,1.0,6412.0,501.512,0.119,1183.1077500000001,1107.4625,9205.20125,0.0,0.0,10818.0,9205.20125,10818.0,-1612.79875
2026-01-01 22:00:00+00:00,1.0,6412.0,502.877,0.1245,1182.9782500000001,1021.97475,9120.9545,0.0,0.0,10525.25,9120.9545,10525.25,-1404.2955000000002
2026-01-01 23:00:00+00:00,0.7,6413.0,477.24875,0.1235,1223.9935,1081.0725,9196.13825,0.0,0.0,10126.75,9196.13825,10126.75,-930.61175
2026-01-02 00:00:00+00:00,0.8,6415.0,479.4505,0.12275,1295.1805,1145.261,9335.814750000001,0.0,0.0,9941.5,9335.814750000001,9941.5,-605.6852499999986
2026-01-02 01:00:00+00:00,0.8,6414.0,496.2765,0.11875,1410.7665000000002,1162.25475,9484.2165,0.0,0.0,9890.0,9484.2165,9890.0,-405.78349999999955
2026-01-02 02:00:00+00:00,0.8,6414.0,534.73775,0.114,1476.5945,1169.3532500000001,9595.5995,0.0,0.0,9943.0,9595.5995,9943.0,-347.40049999999974
2026-01-02 03:00:00+00:00,0.8,6412.0,545.8367499999999,0.113,1659.87425,1174.30325,9792.92725,0.0,0.0,10093.0,9792.92725,10093.0,-300.07274999999936
2026-01-02 04:00:00+00:00,1.0,6412.0,542.2117499999999,0.11575,1875.6395,1218.4234999999999,10049.390500000001,0.0,0.0,10021.25,10049.390500000001,10021.25,28.14050000000134
2026-01-02 05:00:00+00:00,0.6,6415.0,599.6692499999999,0.12225,2095.2780000000002,1247.3405,10358.01,0.0,0.0,10669.25,10358.01,10669.25,-311.2399999999998
2026-01-02 06:00:00+00:00,0.8,6415.0,691.3172500000001,0.134,2269.09925,1374.51025,10750.86075,0.0,0.0,11397.75,10750.86075,11397.75,-646.8892500000002
2026-01-02 07:00:00+00:00,0.9,6413.0,757.39525,0.2985,2423.51625,1576.828,11171.937999999998,0.0,0.0,11740.25,11171.937999999998,11740.25,-568.3120000000017
2026-01-02 08:00:00+00:00,0.9,6414.0,775.61175,1.93075,2541.1485000000002,1588.675,11322.266,0.0,0.0,11878.0,11322.266,11878.0,-555.7340000000004
2026-01-02 09:00:00+00:00,1.5,6416.0,791.158,6.961,2625.7355,1596.12475,11437.47925,0.0,0.0,12273.25,11437.47925,12273.25,-835.7707499999997
2026-01-02 10:00:00+00:00,1.8,6416.0,788.55525,23.62925,2685.52075,1591.2669999999998,11506.77225,0.0,0.0,12670.25,11506.77225,12670.25,-1163.47775
2026-01-02 11:00:00+00:00,2.0,6417.0,802.521,25.7315,2715.067,1576.25075,11538.570249999999,0.0,0.0,12804.75,11538.570249999999,12804.75,-1266.1797500000011
2026-01-02 12:00:00+00:00,1.5,6417.0,815.5025,15.57925,2743.5155,1614.38825,11607.4855,0.0,0.0,12954.0,11607.4855,12954.0,-1346.5144999999993
2026-01-02 13:00:00+00:00,1.1,6419.0,793.49275,6.022,2792.96875,1614.00175,11626.58525,0.0,0.0,13082.0,11626.58525,13082.0,-1455.41475
2026-01-02 14:00:00+00:00,0.9,6418.0,804.3965000000001,0.87775,2788.4845,1613.2205,11625.879249999998,0.0,0.0,13376.75,11625.879249999998,13376.75,-1750.8707500000019
2026-01-02 15:00:00+00:00,1.2,6418.0,782.691,0.137,2807.38675,1570.99425,11580.409,0.0,0.0,13648.25,11580.409,13648.25,-2067.8410000000003
2026-01-02 16:00:00+00:00,1.6,6417.0,774.568,0.1225,2832.371,1559.34625,11585.007750000002,0.0,0.0,13796.5,11585.007750000002,13796.5,-2211.4922499999975
2026-01-02 17:00:00+00:00,1.1,6412.0,783.2959999999999,0.12275,2841.92575,1561.18425,11599.628750000002,0.0,0.0,13764.75,11599.628750000002,13764.75,-2165.1212499999983
2026-01-02 18:00:00+00:00,1.3,6411.0,755.85875,0.1185,2851.1325,1574.70775,11594.1175,0.0,0.0,13445.75,11594.1175,13445.75,-1851.6324999999997
2026-01-02 19:00:00+00:00,0.9,6417.0,737.67325,0.12,2806.96075,1561.59075,11524.244749999998,0.0,0.0,12964.5,11524.244749999998,12964.5,-1440.255250000002
2026-01-02 20:00:00+00:00,0.9,6417.0,733.7075,0.1215,2800.09875,1540.9805,11492.80825,0.0,0.0,12624.5,11492.80825,12624.5,-1131.69175
2026-01-02 21:00:00+00:00,1.1,6419.0,710.7515000000001,0.12,2800.545,1467.1885,11398.705000000002,0.0,0.0,12301.25,11398.705000000002,12301.25,-902.5449999999983
2026-01-02 22:00:00+00:00,0.9,6419.0,659.43525,0.12425,2816.4825,1449.08475,11345.026749999999,0.0,0.0,12097.25,11345.026749999999,12097.25,-752.2232500000009
2026-01-02 23:00:00+00:00,0.6,6421.0,580.70825,0.1245,2881.7525,1395.955,11280.14025,0.0,0.0,11791.0,11280.14025,11791.0,-510.8597499999996
2026-01-03 00:00:00+00:00,0.8,6421.0,579.518,0.1255,2839.06525,1324.67425,11165.183,0.0,0.0,11505.0,11165.183,11505.0,-339.8169999999991
2026-01-03 01:00:00+00:00,0.8,6421.0,570.34875,0.1325,2839.82875,1315.68875,11147.79875,0.0,0.0,11516.25,11147.79875,11516.25,-368.4512500000001
2026-01-03 02:00:00+00:00,0.8,6421.0,565.74775,0.13325,2886.2562500000004,1289.62925,11163.566499999999,0.0,0.0,11488.0,11163.566499999999,11488.0,-324.433500000001
2026-01-03 03:00:00+00:00,0.8,6422.0,567.335,0.129,2836.88425,1271.2037500000001,11098.352,0.0,0.0,11516.25,11098.352,11516.25,-417.89799999999923
2026-01-03 04:00:00+00:00,1.0,6421.0,569.254,0.133,2804.58425,1273.59775,11069.569,0.0,0.0,11513.75,11069.569,11513.75,-444.1810000000005
2026-01-03 05:00:00+00:00,0.6,6420.0,594.3187499999999,0.1365,2821.4565000000002,1315.9525,11152.46425,0.0,0.0,11716.25,11152.46425,11716.25,-563.7857499999991
2026-01-03 06:00:00+00:00,0.8,6420.0,657.0385,0.86275,2807.70975,1395.0484999999999,11281.4595,0.0,0.0,11970.0,11281.4595,11970.0,-688.5404999999992
2026-01-03 07:00:00+00:00,0.9,6420.0,770.58725,2.004,2805.53125,1544.0835,11543.106,0.0,0.0,12443.0,11543.106,12443.0,-899.8940000000002
2026-01-03 08:00:00+00:00,0.9,6420.0,862.51075,4.321,2805.204,1619.9555,11712.89125,0.0,0.0,12612.75,11712.89125,12612.75,-899.8587499999994
2026-01-03 09:00:00+00:00,1.5,6420.0,848.7492500000001,14.1055,2778.0280000000002,1631.8252499999999,11694.208,0.0,0.0,12981.25,11694.208,12981.25,-1287.0419999999995
2026-01-03 10:00:00+00:00,1.8,6419.0,895.37575,20.715,2741.78225,1640.6135,11719.2865,0.0,0.0,13305.75,11719.2865,13305.75,-1586.4634999999998
2026-01-03 11:00:00+00:00,1.9,6416.0,896.03275,22.48875,2720.986,1653.46475,11710.87225,0.0,0.0,13372.75,11710.87225,13372.75,-1661.8777499999997
2026-01-03 12:00:00+00:00,1.4,6415.0,922.4365,15.184,2661.48575,1669.499,11685.005249999998,0.0,0.0,13398.0,11685.005249999998,13398.0,-1712.9947500000017
2026-01-03 13:00:00+00:00,1.0,6416.0,932.46025,4.451,2631.83375,1671.53475,11657.27975,0.0,0.0,13445.5,11657.27975,13445.5,-1788.2202500000003
2026-01-03 14:00:00+00:00,0.8,6417.0,940.89925,1.111,2610.80325,1690.043,11660.6565,0.0,0.0,13648.0,11660.6565,13648.0,-1987.3435000000009
2026-01-03 15:00:00+00:00,0.9,6397.0,940.90925,0.94475,2568.49525,1686.4009999999998,11594.650249999999,0.0,0.0,13829.75,11594.650249999999,13829.75,-2235.099750000001
2026-01-03 16:00:00+00:00,2.3,6364.0,931.81075,0.9622499999999999,2539.66575,1698.699,11537.437750000001,0.0,0.0,13995.5,11537.437750000001,13995.5,-2458.062249999999
2026-01-03 17:00:00+00:00,1.3,6379.0,922.8757499999999,0.7635000000000001,2484.67925,1694.6122500000001,11483.23075,0.0,0.0,13847.0,11483.23075,13847.0,-2363.7692499999994
2026-01-03 18:00:00+00:00,1.0,6405.0,915.6867500000001,0.133,2450.81175,1681.94775,11454.579249999999,0.0,0.0,13555.25,11454.579249999999,13555.25,-2100.670750000001
2026-01-03 19:00:00+00:00,0.8,6418.0,909.54725,0.133,2380.94625,1643.88375,11353.310249999999,0.0,0.0,13230.0,11353.310249999999,13230.0,-1876.6897500000014
2026-01-03 20:00:00+00:00,0.8,6420.0,895.56225,0.13225,2343.83075,1636.86975,11297.195,0.0,0.0,12856.5,11297.195,12856.5,-1559.3050000000003
2026-01-03 21:00:00+00:00,1.1,6421.0,881.624,0.129,2251.808,1628.70975,11184.37075,0.0,0.0,12491.0,11184.37075,12491.0,-1306.62925
2026-01-03 22:00:00+00:00,0.9,6420.0,871.99725,0.127,2197.005,1620.43075,11110.46,0.0,0.0,12187.25,11110.46,12187.25,-1076.7900000000009
2026-01-03 23:00:00+00:00,0.6,6421.0,821.12075,0.13525,2087.059,1435.48975,10765.404750000002,0.0,0.0,11770.0,10765.404750000002,11770.0,-1004.5952499999985
2026-01-04 00:00:00+00:00,0.8,6421.0,832.741,0.13,2074.6769999999997,1429.444,10758.792,0.0,0.0,11729.25,10758.792,11729.25,-970.4580000000005
2026-01-04 01:00:00+00:00,0.8,6421.0,823.63375,0.12775,2045.782,1376.77025,10668.113749999999,0.0,0.0,11501.5,10668.113749999999,11501.5,-833.3862500000014
2026-01-04 02:00:00+00:00,0.8,6419.0,823.59525,0.12625,2021.18725,1376.6135,10641.322250000001,0.0,0.0,11298.25,10641.322250000001,11298.25,-656.9277499999989
2026-01-04 03:00:00+00:00,0.9,6421.0,828.29225,0.126,2023.586,1375.45875,10649.363,0.0,0.0,11269.0,10649.363,11269.0,-619.6370000000006
2026-01-04 04:00:00+00:00,1.0,6422.0,822.88525,0.131,1997.107,1382.35475,10625.478000000001,0.0,0.0,11160.5,10625.478000000001,11160.5,-535.021999999999
2026-01-04 05:00:00+00:00,0.6,6422.0,823.48325,0.133,1995.402,1522.00325,10763.6215,0.0,0.0,11316.5,10763.6215,11316.5,-552.8785000000007
2026-01-04 06:00:00+00:00,0.8,6422.0,830.15425,0.13875,1999.8600000000001,1557.5855,10810.5385,0.0,0.0,11620.75,10810.5385,11620.75,-810.2114999999994
2026-01-04 07:00:00+00:00,0.9,6421.0,834.58975,0.3745,1959.798,1606.5194999999999,10823.18175,0.0,0.0,11935.25,10823.18175,11935.25,-1112.0682500000003
2026-01-04 08:00:00+00:00,0.9,6422.0,847.17725,2.54675,1970.1795,1625.38125,10868.18475,0.0,0.0,12223.5,10868.18475,12223.5,-1355.3152499999997
2026-01-04 09:00:00+00:00,1.4,6423.0,840.34075,11.173,1914.2160000000001,1627.891,10818.02075,0.0,0.0,12479.25,10818.02075,12479.25,-1661.2292500000003
2026-01-04 10:00:00+00:00,1.6,6422.0,861.5965,19.37075,1850.42075,1620.2002499999999,10775.18825,0.0,0.0,12782.75,10775.18825,12782.75,-2007.5617500000008
2026-01-04 11:00:00+00:00,1.8,6421.0,860.4422500000001,21.338,1785.9569999999999,1661.63525,10752.172499999999,0.0,0.0,12943.0,10752.172499999999,12943.0,-2190.8275000000012
2026-01-04 12:00:00+00:00,1.3,6421.0,850.10975,15.0625,1754.99825,1662.8980000000001,10705.3685,0.0,0.0,13004.75,10705.3685,13004.75,-2299.3814999999995
2026-01-04 13:00:00+00:00,1.2,6420.0,862.9215,4.126,1742.1875,1676.617,10707.052000000001,0.0,0.0,13104.0,10707.052000000001,13104.0,-2396.9479999999985
2026-01-04 14:00:00+00:00,0.8,6419.0,867.98325,0.2775,1690.82425,1680.47225,10659.357250000001,0.0,0.0,13269.0,10659.357250000001,13269.0,-2609.642749999999
2026-01-04 15:00:00+00:00,0.8,6421.0,886.55375,0.12475,1644.77225,1692.06875,10645.3195,0.0,0.0,13434.0,10645.3195,13434.0,-2788.6805000000004
2026-01-04 16:00:00+00:00,1.6,6419.0,889.2827500000001,0.12825,1599.208,1726.0695,10635.2885,0.0,0.0,13536.5,10635.2885,13536.5,-2901.2114999999994
2026-01-04 17:00:00+00:00,1.2,6420.0,887.291,0.1245,1522.9245,1726.966,10558.506000000001,0.0,0.0,13407.75,10558.506000000001,13407.75,-2849.243999999999
2026-01-04 18:00:00+00:00,1.0,6421.0,888.05775,0.11975,1457.455,1726.67825,10494.31075,0.0,0.0,13281.0,10494.31075,13281.0,-2786.6892499999994
2026-01-04 19:00:00+00:00,0.8,6422.0,877.16975,0.118,1386.08975,1720.49875,10406.676250000002,0.0,0.0,13053.5,10406.676250000002,13053.5,-2646.8237499999977
2026-01-04 20:00:00+00:00,0.8,6422.0,864.934,0.119,1326.72725,1689.7995,10304.37975,0.0,0.0,12826.25,10304.37975,12826.25,-2521.87025
2026-01-04 21:00:00+00:00,1.1,6420.0,789.1675,0.119,1272.217,1687.22075,10169.82425,0.0,0.0,12498.25,10169.82425,12498.25,-2328.4257500000003
2026-01-04 22:00:00+00:00,0.8,6419.0,753.77325,0.12175,1187.76875,1672.42675,10033.890500000001,0.0,0.0,12105.5,10033.890500000001,12105.5,-2071.6094999999987
2026-01-04 23:00:00+00:00,0.5,6420.0,764.17,0.12,1235.62925,1604.94375,10025.363,0.0,0.0,12102.25,10025.363,12102.25,-2076.8870000000006
2026-01-05 00:00:00+00:00,0.5,6421.0,764.98875,0.11725,1111.7765,1597.16525,9895.54775,0.0,0.0,11954.75,9895.54775,11954.75,-2059.2022500000003
2026-01-05 01:00:00+00:00,0.6,6420.0,749.37775,0.119,1021.6735,1597.7215,9789.49175,0.0,0.0,11914.75,9789.49175,11914.75,-2125.2582500000008
2026-01-05 02:00:00+00:00,0.8,6421.0,763.0045,0.11725,936.015,1595.34075,9716.2775,0.0,0.0,11816.25,9716.2775,11816.25,-2099.9725
2026-01-05 03:00:00+00:00,0.8,6420.0,743.7485,0.119,872.7855,1602.0527499999998,9639.50575,0.0,0.0,11804.0,9639.50575,11804.0,-2164.4942499999997
2026-01-05 04:00:00+00:00,0.7,6420.0,810.42425,0.1225,852.011,1645.3705,9728.628250000002,0.0,0.0,12125.0,9728.628250000002,12125.0,-2396.3717499999984
2026-01-05 05:00:00+00:00,0.5,6419.0,893.35875,0.12225,826.42125,1690.2962499999999,9829.6985,0.0,0.0,12811.75,9829.6985,12811.75,-2982.0514999999996
2026-01-05 06:00:00+00:00,0.7,6419.0,930.9905,0.1265,776.24375,1727.9965,9855.05725,0.0,0.0,13532.5,9855.05725,13532.5,-3677.44275
2026-01-05 07:00:00+00:00,0.9,6424.0,932.84975,0.47875,773.5242499999999,1726.6965,9858.44925,0.0,0.0,13852.75,9858.44925,13852.75,-3994.3007500000003
2026-01-05 08:00:00+00:00,0.8,6422.0,927.522,5.646,727.11375,1724.824,9807.90575,0.0,0.0,14028.25,9807.90575,14028.25,-4220.34425
2026-01-05 09:00:00+00:00,1.2,6424.0,933.78925,16.0295,688.285,1726.5240000000001,9789.827749999999,0.0,0.0,14319.75,9789.827749999999,14319.75,-4529.922250000001
2026-01-05 10:00:00+00:00,1.4,6424.0,940.89175,27.28275,611.65625,1723.84125,9729.072,0.0,0.0,14327.75,9729.072,14327.75,-4598.678
2026-01-05 11:00:00+00:00,1.2,6422.0,947.31525,30.695999999999998,584.621,1723.2265,9709.05875,0.0,0.0,14335.25,9709.05875,14335.25,-4626.19125
2026-01-05 12:00:00+00:00,1.2,6423.0,947.594,20.282,592.682,1725.499,9710.257,0.0,0.0,14258.5,9710.257,14258.5,-4548.243
2026-01-05 13:00:00+00:00,1.0,6411.0,945.1835,8.121,580.668,1727.441,9673.4135,0.0,0.0,14085.5,9673.4135,14085.5,-4412.086499999999
2026-01-05 14:00:00+00:00,0.6,6393.0,946.0065,0.5525,615.11075,1728.0825,9683.35225,0.0,0.0,14207.0,9683.35225,14207.0,-4523.64775
2026-01-05 15:00:00+00:00,0.5,6391.0,947.6285,0.12875,643.94675,1708.109,9691.313,0.0,0.0,14312.75,9691.313,14312.75,-4621.437
2026-01-05 16:00:00+00:00,1.5,6392.0,949.0415,0.12875,663.18875,1709.71475,9715.57375,0.0,0.0,14319.0,9715.57375,14319.0,-4603.42625
2026-01-05 17:00:00+00:00,1.2,6399.0,954.9365,0.1235,650.8805,1687.588,9693.7285,0.0,0.0,14114.0,9693.7285,14114.0,-4420.271500000001
2026-01-05 18:00:00+00:00,0.7,6400.0,945.72325,0.12225,642.10225,1713.97975,9702.6275,0.0,0.0,13853.25,9702.6275,13853.25,-4150.6224999999995
2026-01-05 19:00:00+00:00,0.6,6399.0,951.1905,0.121,634.52575,1705.261,9690.69825,0.0,0.0,13541.0,9690.69825,13541.0,-3850.3017500000005
2026-01-05 20:00:00+00:00,0.8,6401.0,946.5907500000001,0.1285,622.8195,1699.7525,9671.09125,0.0,0.0,13072.5,9671.09125,13072.5,-3401.4087500000005
2026-01-05 21:00:00+00:00,1.1,6402.0,926.08525,0.13125,601.71625,1698.097,9629.12975,0.0,0.0,12735.5,9629.12975,12735.5,-3106.37025
2026-01-05 22:00:00+00:00,0.5,6353.0,910.32625,0.1315,606.40025,1707.612,9577.970000000001,0.0,0.0,12421.5,9577.970000000001,12421.5,-2843.529999999999
2026-01-05 23:00:00+00:00,0.4,6273.0,888.572,0.11625,524.9772499999999,1685.7842500000002,9372.84975,0.0,0.0,12077.75,9372.84975,12077.75,-2704.9002500000006
2026-01-06 00:00:00+00:00,0.4,6225.0,820.0625,0.11475,585.215,1682.542,9313.33425,0.0,0.0,11880.0,9313.33425,11880.0,-2566.66575
2026-01-06 01:00:00+00:00,0.4,6260.0,817.578,0.11625,650.5875,1683.0005,9411.682249999998,0.0,0.0,11763.0,9411.682249999998,11763.0,-2351.317750000002
2026-01-06 02:00:00+00:00,0.4,6443.0,817.31375,0.116,701.2964999999999,1683.33625,9645.4625,0.0,0.0,11600.25,9645.4625,11600.25,-1954.7875000000004
2026-01-06 03:00:00+00:00,0.5,6613.0,825.16475,0.111,740.263,1685.13125,9864.17,0.0,0.0,11406.0,9864.17,11406.0,-1541.83
2026-01-06 04:00:00+00:00,0.6,6718.0,830.343,0.113,720.2545,1701.77825,9971.088749999999,0.0,0.0,11426.0,9971.088749999999,11426.0,-1454.911250000001
2026-01-06 05:00:00+00:00,0.5,6721.0,860.4945,0.108,734.9825000000001,1713.90375,10030.988749999999,0.0,0.0,11939.25,10030.988749999999,11939.25,-1908.2612500000014
2026-01-06 06:00:00+00:00,0.6,6782.0,887.05175,0.118,698.8015,1743.5005,10112.071750000001,0.0,0.0,12251.5,10112.071750000001,12251.5,-2139.428249999999
2026-01-06 07:00:00+00:00,0.7,6805.0,888.55125,0.44425000000000003,635.9935,1751.7265,10082.4155,0.0,0.0,12432.25,10082.4155,12432.25,-2349.834500000001
2026-01-06 08:00:00+00:00,0.8,6805.0,890.94575,3.9335000000000004,576.8467499999999,1750.6185,10028.1445,0.0,0.0,12738.5,10028.1445,12738.5,-2710.3554999999997
2026-01-06 09:00:00+00:00,0.9,6805.0,895.87975,16.54625,488.334,1750.16875,9956.82875,0.0,0.0,13031.75,9956.82875,13031.75,-3074.9212499999994
2026-01-06 10:00:00+00:00,1.2,6806.0,900.2435,26.39,413.06275,1749.90225,9896.7985,0.0,0.0,13271.25,9896.7985,13271.25,-3374.451499999999
2026-01-06 11:00:00+00:00,1.2,6806.0,900.4784999999999,29.3675,369.72325,1751.30275,9858.072,0.0,0.0,13400.0,9858.072,13400.0,-3541.928
2026-01-06 12:00:00+00:00,1.0,6805.0,896.89375,20.50775,361.70124999999996,1752.3955,9837.49825,0.0,0.0,13463.25,9837.49825,13463.25,-3625.7517499999994
2026-01-06 13:00:00+00:00,0.9,6804.0,893.86275,7.0195,367.03725,1752.232,9825.051500000001,0.0,0.0,13532.5,9825.051500000001,13532.5,-3707.4484999999986
2026-01-06 14:00:00+00:00,0.6,6804.0,890.7795,0.408,388.2345,1754.0594999999998,9838.0815,0.0,0.0,13660.75,9838.0815,13660.75,-3822.6684999999998
2026-01-06 15:00:00+00:00,1.3,6803.0,890.819,0.14975,458.7315,1733.5584999999999,9887.55875,0.0,0.0,13961.5,9887.55875,13961.5,-4073.94125
2026-01-06 16:00:00+00:00,1.5,6804.0,894.46025,0.13175,497.03375,1739.07,9936.195749999999,0.0,0.0,14114.0,9936.195749999999,14114.0,-4177.804250000001
2026-01-06 17:00:00+00:00,1.1,6806.0,893.837,0.12775,447.49525,1712.70175,9861.26175,0.0,0.0,13772.5,9861.26175,13772.5,-3911.2382500000003
2026-01-06 18:00:00+00:00,0.6,6768.0,892.87475,0.128,461.44425,1733.9032499999998,9856.95025,0.0,0.0,13642.5,9856.95025,13642.5,-3785.54975
2026-01-06 19:00:00+00:00,0.6,6771.0,870.97725,0.12075,437.499,1716.82725,9797.02425,0.0,0.0,13273.25,9797.02425,13273.25,-3476.2257499999996
2026-01-06 20:00:00+00:00,0.8,6863.0,854.35575,0.12,410.65250000000003,1696.13575,9825.064,0.0,0.0,12692.75,9825.064,12692.75,-2867.6859999999997
2026-01-06 21:00:00+00:00,1.2,6866.0,783.7325,0.12,425.9385,1669.67475,9746.66575,0.0,0.0,12221.5,9746.66575,12221.5,-2474.83425
2026-01-06 22:00:00+00:00,0.5,6866.0,747.47875,0.12125,418.5795,1623.246,9655.925500000001,0.0,0.0,11902.25,9655.925500000001,11902.25,-2246.324499999999
2026-01-06 23:00:00+00:00,0.4,6864.0,638.07325,0.117,509.85499999999996,1580.736,9593.18125,0.0,0.0,11732.0,9593.18125,11732.0,-2138.8187500000004
2026-01-07 00:00:00+00:00,0.4,6876.0,618.5155,0.11325,477.77625,1573.44025,9546.24525,0.0,0.0,11554.5,9546.24525,11554.5,-2008.25475
2026-01-07 01:00:00+00:00,0.4,6892.0,615.3325,0.11475,496.81725,1573.71,9578.3745,0.0,0.0,11539.0,9578.3745,11539.0,-1960.6255
2026-01-07 02:00:00+00:00,0.4,6895.0,607.77575,0.1165,514.53225,1569.32675,9587.151249999999,0.0,0.0,11703.25,9587.151249999999,11703.25,-2116.098750000001
2026-01-07 03:00:00+00:00,0.4,6904.0,606.02525,0.1145,533.7987499999999,1569.2625,9613.600999999999,0.0,0.0,11682.75,9613.600999999999,11682.75,-2069.1490000000013
2026-01-07 04:00:00+00:00,0.4,6901.0,658.85775,0.1165,555.60025,1569.58575,9685.56025,0.0,0.0,12009.25,9685.56025,12009.25,-2323.6897499999995
2026-01-07 05:00:00+00:00,0.4,6901.0,748.8865000000001,0.11425,617.8195000000001,1675.43425,9943.6545,0.0,0.0,12761.5,9943.6545,12761.5,-2817.8454999999994
2026-01-07 06:00:00+00:00,0.4,6905.0,838.33775,0.123,638.3215,1712.93325,10095.115499999998,0.0,0.0,13541.0,10095.115499999998,13541.0,-3445.884500000002
2026-01-07 07:00:00+00:00,0.6,6908.0,868.223,0.3435,707.952,1746.06725,10231.18575,0.0,0.0,14039.0,10231.18575,14039.0,-3807.8142499999994
2026-01-07 08:00:00+00:00,0.6,6908.0,859.1145,6.58975,765.3375,1751.84475,10291.4865,0.0,0.0,14213.5,10291.4865,14213.5,-3922.013499999999
2026-01-07 09:00:00+00:00,0.8,6910.0,870.6800000000001,19.292,819.8225,1717.846,10338.4405,0.0,0.0,14358.75,10338.4405,14358.75,-4020.3094999999994
2026-01-07 10:00:00+00:00,0.8,6909.0,890.15475,27.80425,772.9225,1760.1165,10360.798,0.0,0.0,14461.75,10360.798,14461.75,-4100.951999999999
2026-01-07 11:00:00+00:00,0.8,6907.0,916.42975,28.24975,725.7645,1744.3595,10322.603500000001,0.0,0.0,14367.5,10322.603500000001,14367.5,-4044.896499999999
2026-01-07 12:00:00+00:00,0.8,6909.0,944.2529999999999,18.6775,751.9625,1746.24725,10370.94025,0.0,0.0,14504.5,10370.94025,14504.5,-4133.55975
2026-01-07 13:00:00+00:00,0.8,6909.0,918.494,4.382,771.2805,1748.4725,10352.429,0.0,0.0,14636.25,10352.429,14636.25,-4283.821
