,Hydro Run-of-river and poundage,Solar,Wind Onshore,Hydro Water Reservoir,Other renewable,Fossil Brown coal/Lignite,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-01 00:00:00+00:00,57.04,0.0,0.0,354.9,0.0,749.59,1161.53,0.44,0.0,1037.72,1161.97,1037.72,124.25
2026-01-01 01:00:00+00:00,24.17,0.0,0.0,333.6,0.0,750.72,1108.49,0.44,0.0,955.17,1108.93,955.17,153.7600000000001
2026-01-01 02:00:00+00:00,24.01,0.0,0.0,316.94,0.0,756.72,1097.67,0.44,0.0,930.8,1098.1100000000001,930.8,167.31000000000017
2026-01-01 03:00:00+00:00,24.0,0.0,0.0,313.77,0.0,760.18,1097.9499999999998,0.44,0.0,917.47,1098.3899999999999,917.47,180.91999999999985
2026-01-01 04:00:00+00:00,23.57,0.0,0.0,327.0,0.0,756.33,1106.9,0.44,0.0,974.23,1107.3400000000001,974.23,133.11000000000013
2026-01-01 05:00:00+00:00,25.16,0.0,0.0,336.77,0.0,752.83,1114.76,0.44,0.0,1014.22,1115.2,1014.22,100.98000000000002
2026-01-01 06:00:00+00:00,26.1,1.98,0.0,316.41,0.0,754.7,1099.19,0.44,0.0,1138.11,1099.63,1138.11,-38.47999999999979
2026-01-01 07:00:00+00:00,55.02,22.46,0.0,310.29,0.0,749.89,1137.66,0.44,0.0,1326.0,1138.1000000000001,1326.0,-187.89999999999986
2026-01-01 08:00:00+00:00,63.13,44.13,0.0,253.56,0.0,747.95,1108.77,0.44,0.0,1351.15,1109.21,1351.15,-241.94000000000005
2026-01-01 09:00:00+00:00,80.9,49.2,0.0,210.73,0.0,753.94,1094.77,0.44,0.0,1223.41,1095.21,1223.41,-128.20000000000005
2026-01-01 10:00:00+00:00,69.65,44.31,4.98,222.15,0.0,754.62,1095.71,0.44,0.0,1115.81,1096.15,1115.81,-19.659999999999854
2026-01-01 11:00:00+00:00,79.12,48.62,6.23,239.11,0.0,760.55,1133.63,0.44,0.0,1109.48,1134.0700000000002,1109.48,24.590000000000146
2026-01-01 12:00:00+00:00,54.87,39.13,0.0,251.39,0.0,757.09,1102.48,0.44,0.0,1087.88,1102.92,1087.88,15.039999999999964
2026-01-01 13:00:00+00:00,70.71,24.6,0.0,315.68,0.0,747.11,1158.1,0.44,0.0,1114.21,1158.54,1114.21,44.32999999999993
2026-01-01 14:00:00+00:00,69.52,7.34,0.0,500.26,0.0,752.32,1329.44,0.44,0.0,1206.65,1329.88,1206.65,123.23000000000002
2026-01-01 15:00:00+00:00,68.49,0.12,14.62,615.22,0.0,754.96,1453.41,0.44,0.0,1370.85,1453.8500000000001,1370.85,83.00000000000023
2026-01-01 16:00:00+00:00,70.99,0.0,13.76,680.74,0.0,747.74,1513.23,0.44,0.0,1433.67,1513.67,1433.67,80.0
2026-01-01 17:00:00+00:00,71.12,0.0,22.43,671.23,0.0,749.05,1513.83,0.44,0.0,1420.87,1514.27,1420.87,93.40000000000009
2026-01-01 18:00:00+00:00,69.82,0.0,24.15,630.45,0.0,769.45,1493.8700000000001,0.44,0.0,1394.04,1494.3100000000002,1394.04,100.27000000000021
2026-01-01 19:00:00+00:00,82.94,0.0,30.74,579.6,0.0,769.66,1462.94,0.44,0.0,1314.11,1463.38,1314.11,149.2700000000002
2026-01-01 20:00:00+00:00,76.88,0.0,53.98,509.58,0.0,758.23,1398.67,0.44,0.0,1237.5,1399.1100000000001,1237.5,161.61000000000013
2026-01-01 21:00:00+00:00,68.08,0.0,59.89,430.4,0.0,751.44,1309.81,0.44,0.0,1212.78,1310.25,1212.78,97.47000000000003
2026-01-01 22:00:00+00:00,52.69,0.0,62.54,316.42,0.0,722.0,1153.65,0.44,0.0,1012.42,1154.0900000000001,1012.42,141.6700000000002
2026-01-01 23:00:00+00:00,58.19,0.0,64.96,276.33,0.0,697.18,1096.6599999999999,0.44,0.0,847.34,1097.1,847.34,249.75999999999988
2026-01-02 00:00:00+00:00,44.32,0.0,47.55,153.77,0.0,735.37,981.01,0.44,0.0,765.75,981.45,765.75,215.70000000000005
2026-01-02 01:00:00+00:00,23.97,0.0,62.76,124.92,0.0,742.96,954.61,0.44,0.0,745.41,955.0500000000001,745.41,209.6400000000001
2026-01-02 02:00:00+00:00,23.97,0.0,68.23,106.69,0.0,730.62,929.51,0.44,0.0,723.99,929.95,723.99,205.96000000000004
2026-01-02 03:00:00+00:00,23.99,0.0,72.76,107.0,0.0,732.67,936.42,0.44,0.0,754.72,936.86,754.72,182.14
2026-01-02 04:00:00+00:00,26.5,0.0,83.08,202.73,0.0,736.94,1049.25,0.44,0.0,833.55,1049.69,833.55,216.1400000000001
2026-01-02 05:00:00+00:00,25.02,0.0,86.56,289.88,0.0,738.26,1139.72,0.44,0.0,985.98,1140.16,985.98,154.18000000000006
2026-01-02 06:00:00+00:00,33.69,0.0,91.93,378.63,0.0,738.94,1243.19,0.44,0.0,1152.17,1243.63,1152.17,91.46000000000004
2026-01-02 07:00:00+00:00,33.55,0.61,93.19,541.8,0.0,735.28,1404.4299999999998,0.44,0.0,1426.29,1404.87,1426.29,-21.420000000000073
2026-01-02 08:00:00+00:00,52.9,2.08,92.44,609.71,0.0,741.43,1498.56,0.44,0.0,1571.62,1499.0,1571.62,-72.61999999999989
2026-01-02 09:00:00+00:00,58.49,5.58,93.21,623.49,0.0,742.96,1523.73,0.44,0.0,1624.07,1524.17,1624.07,-99.89999999999986
2026-01-02 10:00:00+00:00,59.69,16.22,83.7,585.05,0.0,745.78,1490.44,0.44,0.0,1584.1,1490.88,1584.1,-93.2199999999998
2026-01-02 11:00:00+00:00,64.02,13.72,77.74,542.23,0.0,747.95,1445.66,0.44,0.0,1503.24,1446.1000000000001,1503.24,-57.13999999999987
2026-01-02 12:00:00+00:00,92.54,6.38,82.81,517.73,0.0,755.38,1454.8400000000001,0.44,0.0,1498.57,1455.2800000000002,1498.57,-43.289999999999736
2026-01-02 13:00:00+00:00,96.57,3.46,94.27,528.75,0.0,756.58,1479.63,0.44,0.0,1473.96,1480.0700000000002,1473.96,6.110000000000127
2026-01-02 14:00:00+00:00,96.12,1.83,72.45,533.31,0.0,758.38,1462.09,0.44,0.0,1400.41,1462.53,1400.41,62.11999999999989
2026-01-02 15:00:00+00:00,97.72,0.0,61.87,616.47,0.0,753.76,1529.8200000000002,0.44,0.0,1476.53,1530.2600000000002,1476.53,53.730000000000246
2026-01-02 16:00:00+00:00,81.08,0.0,57.96,671.48,0.0,757.56,1568.08,0.44,0.0,1525.77,1568.52,1525.77,42.75
2026-01-02 17:00:00+00:00,74.02,0.0,66.77,638.61,0.0,708.46,1487.8600000000001,0.44,0.0,1450.98,1488.3000000000002,1450.98,37.320000000000164
2026-01-02 18:00:00+00:00,69.32,0.0,66.41,633.4,0.0,753.08,1522.21,0.44,0.0,1473.26,1522.65,1473.26,49.3900000000001
2026-01-02 19:00:00+00:00,62.36,0.0,61.56,608.3,0.0,744.15,1476.37,0.44,0.0,1407.32,1476.81,1407.32,69.49000000000001
2026-01-02 20:00:00+00:00,56.63,0.0,57.07,534.23,0.0,746.39,1394.3200000000002,0.44,0.0,1352.39,1394.7600000000002,1352.39,42.37000000000012
2026-01-02 21:00:00+00:00,50.85,0.0,68.14,467.66,0.0,716.64,1303.29,0.44,0.0,1260.57,1303.73,1260.57,43.16000000000008
2026-01-02 22:00:00+00:00,41.05,0.0,68.75,317.16,0.0,748.22,1175.18,0.44,0.0,1132.3,1175.6200000000001,1132.3,43.320000000000164
2026-01-02 23:00:00+00:00,52.07,0.0,63.33,153.59,0.0,748.53,1017.52,0.44,0.0,1034.72,1017.96,1034.72,-16.75999999999999
2026-01-03 00:00:00+00:00,35.25,0.0,50.44,98.38,0.0,748.89,932.96,0.44,0.0,936.95,933.4000000000001,936.95,-3.5499999999999545
2026-01-03 01:00:00+00:00,30.76,0.0,52.56,73.78,0.0,739.08,896.1800000000001,0.44,0.0,895.29,896.6200000000001,895.29,1.3300000000001546
2026-01-03 02:00:00+00:00,30.83,0.0,63.56,69.19,0.0,741.41,904.99,0.44,0.0,888.57,905.4300000000001,888.57,16.860000000000014
2026-01-03 03:00:00+00:00,31.28,0.0,53.21,69.29,0.0,739.89,893.6700000000001,0.44,0.0,912.4,894.1100000000001,912.4,-18.28999999999985
2026-01-03 04:00:00+00:00,37.61,0.0,61.28,85.9,0.0,759.03,943.8199999999999,0.44,0.0,958.93,944.26,958.93,-14.669999999999959
2026-01-03 05:00:00+00:00,71.32,0.0,49.58,195.09,0.0,769.84,1085.83,0.44,0.0,1054.13,1086.27,1054.13,32.13999999999987
2026-01-03 06:00:00+00:00,75.55,0.61,53.13,357.31,0.0,757.81,1244.4099999999999,0.44,0.0,1213.97,1244.85,1213.97,30.87999999999988
2026-01-03 07:00:00+00:00,91.85,4.39,37.92,472.64,0.0,753.68,1360.48,0.44,0.0,1409.88,1360.92,1409.88,-48.960000000000036
2026-01-03 08:00:00+00:00,89.81,8.64,34.16,566.17,0.0,749.63,1448.4099999999999,0.44,0.0,1514.32,1448.85,1514.32,-65.47000000000003
2026-01-03 09:00:00+00:00,96.09,10.83,32.69,589.83,0.0,753.86,1483.3000000000002,0.44,0.0,1547.24,1483.7400000000002,1547.24,-63.49999999999977
2026-01-03 10:00:00+00:00,111.09,14.48,24.49,543.91,0.0,753.88,1447.85,0.44,0.0,1510.51,1448.29,1510.51,-62.22000000000003
2026-01-03 11:00:00+00:00,113.26,17.7,29.75,500.92,0.0,760.7,1422.33,0.44,0.0,1469.63,1422.77,1469.63,-46.86000000000013
2026-01-03 12:00:00+00:00,116.17,20.61,14.23,484.9,0.0,748.31,1384.2199999999998,0.44,0.0,1444.22,1384.6599999999999,1444.22,-59.56000000000017
2026-01-03 13:00:00+00:00,116.26,9.08,18.85,476.44,0.0,745.02,1365.65,0.44,0.0,1435.18,1366.0900000000001,1435.18,-69.08999999999992
2026-01-03 14:00:00+00:00,110.16,3.0,34.58,487.05,0.0,745.27,1380.06,0.44,0.0,1460.24,1380.5,1460.24,-79.74000000000001
2026-01-03 15:00:00+00:00,114.81,0.0,48.65,673.76,0.0,757.77,1594.99,0.44,0.0,1590.1,1595.43,1590.1,5.330000000000155
2026-01-03 16:00:00+00:00,113.26,0.0,48.82,726.25,0.0,760.0,1648.33,0.44,0.0,1631.25,1648.77,1631.25,17.519999999999982
2026-01-03 17:00:00+00:00,104.7,0.0,44.26,684.22,0.0,769.47,1602.65,0.44,0.0,1590.6,1603.0900000000001,1590.6,12.490000000000236
2026-01-03 18:00:00+00:00,92.66,0.0,53.07,664.69,0.0,769.49,1579.91,0.44,0.0,1563.67,1580.3500000000001,1563.67,16.680000000000064
2026-01-03 19:00:00+00:00,79.7,0.0,45.34,646.41,0.0,769.51,1540.96,0.44,0.0,1505.8,1541.4,1505.8,35.600000000000136
2026-01-03 20:00:00+00:00,74.78,0.0,34.63,518.95,0.0,756.52,1384.88,0.44,0.0,1401.34,1385.3200000000002,1401.34,-16.019999999999754
2026-01-03 21:00:00+00:00,60.35,0.0,16.75,475.34,0.0,739.01,1291.4499999999998,0.44,0.0,1275.28,1291.8899999999999,1275.28,16.6099999999999
2026-01-03 22:00:00+00:00,48.06,0.0,34.42,319.24,0.0,768.82,1170.54,0.44,0.0,1169.54,1170.98,1169.54,1.4400000000000546
2026-01-03 23:00:00+00:00,67.02,0.0,32.9,188.82,0.0,767.25,1055.99,0.44,0.0,954.29,1056.43,954.29,102.1400000000001
2026-01-04 00:00:00+00:00,75.01,0.0,20.68,115.68,0.0,760.59,971.96,0.44,0.0,819.56,972.4000000000001,819.56,152.84000000000015
2026-01-04 01:00:00+00:00,64.48,0.0,25.55,86.48,0.0,748.3,924.81,0.44,0.0,808.92,925.25,808.92,116.33000000000004
2026-01-04 02:00:00+00:00,63.88,0.0,39.69,86.48,0.0,739.04,929.0899999999999,0.44,0.0,836.56,929.53,836.56,92.97000000000003
2026-01-04 03:00:00+00:00,64.03,0.0,46.89,86.41,0.0,734.28,931.6099999999999,0.44,0.0,873.05,932.05,873.05,59.0
2026-01-04 04:00:00+00:00,63.1,0.0,53.07,88.56,0.0,735.41,940.14,0.44,0.0,876.69,940.58,876.69,63.889999999999986
2026-01-04 05:00:00+00:00,104.84,0.0,69.15,105.14,0.0,736.04,1015.17,0.44,0.0,1009.52,1015.61,1009.52,6.090000000000032
2026-01-04 06:00:00+00:00,89.26,0.0,67.63,230.74,0.0,728.2,1115.83,0.44,0.0,1129.38,1116.27,1129.38,-13.110000000000127
2026-01-04 07:00:00+00:00,89.39,0.2,68.12,430.03,0.0,714.22,1301.96,0.44,0.0,1356.75,1302.4,1356.75,-54.34999999999991
2026-01-04 08:00:00+00:00,99.63,1.87,84.62,576.29,0.0,733.53,1495.94,0.44,0.0,1596.5,1496.38,1596.5,-100.11999999999989
2026-01-04 09:00:00+00:00,120.22,3.2,61.98,684.91,0.0,727.7,1598.01,0.44,0.0,1674.43,1598.45,1674.43,-75.98000000000002
2026-01-04 10:00:00+00:00,126.75,4.04,61.9,728.44,0.0,727.29,1648.42,0.44,0.0,1681.59,1648.8600000000001,1681.59,-32.72999999999979
2026-01-04 11:00:00+00:00,137.4,2.48,45.47,737.64,0.0,730.09,1653.08,0.44,0.0,1623.73,1653.52,1623.73,29.789999999999964
2026-01-04 12:00:00+00:00,140.97,2.41,40.52,719.99,0.0,724.12,1628.01,0.44,0.0,1591.0,1628.45,1591.0,37.450000000000045
2026-01-04 13:00:00+00:00,140.96,3.17,41.58,724.33,0.0,692.57,1602.6100000000001,0.44,0.0,1578.41,1603.0500000000002,1578.41,24.6400000000001
2026-01-04 14:00:00+00:00,145.74,0.34,28.11,730.97,0.0,716.25,1621.41,0.44,0.0,1663.88,1621.8500000000001,1663.88,-42.02999999999997
2026-01-04 15:00:00+00:00,148.18,0.0,13.12,792.24,0.0,725.24,1678.78,0.44,0.0,1752.91,1679.22,1752.91,-73.69000000000005
2026-01-04 16:00:00+00:00,145.38,0.0,11.36,820.07,0.0,724.25,1701.06,0.44,0.0,1812.29,1701.5,1812.29,-110.78999999999996
2026-01-04 17:00:00+00:00,144.99,0.0,7.31,737.27,0.0,725.58,1615.15,0.44,0.0,1813.4,1615.5900000000001,1813.4,-197.80999999999995
2026-01-04 18:00:00+00:00,142.14,0.0,0.0,623.78,0.0,717.11,1483.03,102.91,0.0,1724.96,1585.94,1724.96,-139.01999999999998
2026-01-04 19:00:00+00:00,135.08,0.0,0.0,577.12,0.0,710.12,1422.3200000000002,190.24,0.0,1659.52,1612.5600000000002,1659.52,-46.95999999999981
2026-01-04 20:00:00+00:00,129.23,0.0,0.0,560.74,0.0,730.48,1420.45,76.87,0.0,1545.34,1497.3200000000002,1545.34,-48.019999999999754
2026-01-04 21:00:00+00:00,129.62,0.0,0.0,570.45,0.0,722.21,1422.2800000000002,0.44,0.0,1419.8,1422.7200000000003,1419.8,2.9200000000003
2026-01-04 22:00:00+00:00,116.39,0.0,3.83,442.55,0.0,714.44,1277.21,0.44,0.0,1247.43,1277.65,1247.43,30.220000000000027
2026-01-04 23:00:00+00:00,90.21,0.0,40.2,352.73,0.0,710.05,1193.19,0.44,0.0,1151.0,1193.63,1151.0,42.63000000000011
2026-01-05 00:00:00+00:00,88.23,0.0,40.2,229.7,0.0,655.03,1013.16,0.44,0.0,991.37,1013.6,991.37,22.230000000000018
2026-01-05 01:00:00+00:00,85.99,0.0,47.22,186.98,0.0,711.05,1031.2399999999998,0.44,0.0,993.28,1031.6799999999998,993.28,38.399999999999864
2026-01-05 02:00:00+00:00,84.34,0.0,51.0,175.33,0.0,708.5,1019.1700000000001,0.44,0.0,966.5,1019.6100000000001,966.5,53.11000000000013
2026-01-05 03:00:00+00:00,82.83,0.0,45.69,180.97,0.0,695.5,1004.99,0.44,0.0,976.36,1005.4300000000001,976.36,29.07000000000005
2026-01-05 04:00:00+00:00,81.42,0.0,41.68,254.62,0.0,702.64,1080.3600000000001,0.44,0.0,1082.37,1080.8000000000002,1082.37,-1.569999999999709
2026-01-05 05:00:00+00:00,80.71,0.0,48.61,365.18,0.0,708.13,1202.63,0.44,0.0,1305.9,1203.0700000000002,1305.9,-102.82999999999993
2026-01-05 06:00:00+00:00,117.47,0.0,50.47,589.48,0.0,664.14,1421.56,0.44,0.0,1502.99,1422.0,1502.99,-80.99000000000001
2026-01-05 07:00:00+00:00,136.63,0.19,46.16,803.7,0.0,549.54,1536.22,0.44,0.0,1702.74,1536.66,1702.74,-166.07999999999993
2026-01-05 08:00:00+00:00,148.52,2.88,54.87,916.2,0.0,554.77,1677.24,0.44,0.0,1789.42,1677.68,1789.42,-111.74000000000001
2026-01-05 09:00:00+00:00,154.66,4.05,63.85,898.9,0.0,517.62,1639.08,0.44,0.0,1731.17,1639.52,1731.17,-91.65000000000009
2026-01-05 10:00:00+00:00,153.27,6.3,44.26,853.66,0.0,540.98,1598.47,169.27,0.0,1697.76,1767.74,1697.76,69.98000000000002
2026-01-05 11:00:00+00:00,138.54,11.48,31.42,843.22,0.0,538.28,1562.94,107.32,0.0,1647.72,1670.26,1647.72,22.539999999999964
2026-01-05 12:00:00+00:00,126.32,4.06,25.45,867.79,0.0,546.27,1569.8899999999999,138.86,0.0,1670.66,1708.75,1670.66,38.08999999999992
2026-01-05 13:00:00+00:00,126.16,1.39,4.69,834.86,0.0,557.82,1524.92,213.37,0.0,1806.78,1738.29,1806.78,-68.49000000000001
2026-01-05 14:00:00+00:00,91.16,1.79,0.0,885.07,0.0,560.13,1538.15,213.0,0.0,1862.51,1751.15,1862.51,-111.3599999999999
2026-01-05 15:00:00+00:00,76.04,0.0,0.0,924.59,0.0,561.67,1562.3,212.61,0.0,1906.01,1774.9099999999999,1906.01,-131.10000000000014
2026-01-05 16:00:00+00:00,78.22,0.0,2.88,974.73,0.0,531.88,1587.71,212.3,0.0,2000.38,1800.01,2000.38,-200.37000000000012
2026-01-05 17:00:00+00:00,75.29,0.0,0.0,937.58,0.0,543.73,1556.6,211.94,0.0,1929.59,1768.54,1929.59,-161.04999999999995
2026-01-05 18:00:00+00:00,88.51,0.0,0.0,868.44,0.0,545.9,1502.85,211.61,0.0,1855.64,1714.46,1855.64,-141.18000000000006
2026-01-05 19:00:00+00:00,112.76,0.0,1.39,838.69,0.0,546.84,1499.68,211.35,0.0,1813.41,1711.03,1813.41,-102.38000000000011
2026-01-05 20:00:00+00:00,107.89,0.0,0.0,791.65,0.0,561.92,1461.46,211.26,0.0,1747.25,1672.72,1747.25,-74.52999999999997
2026-01-05 21:00:00+00:00,111.49,0.0,0.0,761.95,0.0,562.02,1435.46,211.38,0.0,1677.07,1646.8400000000001,1677.07,-30.22999999999979
2026-01-05 22:00:00+00:00,80.32,0.0,0.0,653.37,0.0,571.2,1304.89,211.64,0.0,1587.91,1516.5300000000002,1587.91,-71.37999999999988
2026-01-05 23:00:00+00:00,100.7,0.0,0.0,649.41,0.0,565.97,1316.08,212.11,0.0,1475.7,1528.19,1475.7,52.49000000000001
2026-01-06 00:00:00+00:00,81.6,0.0,2.19,591.98,0.0,564.01,1239.78,212.56,0.0,1416.47,1452.34,1416.47,35.86999999999989
2026-01-06 01:00:00+00:00,81.01,0.0,0.0,546.88,0.0,563.07,1190.96,213.1,0.0,1374.15,1404.06,1374.15,29.909999999999854
2026-01-06 02:00:00+00:00,80.22,0.0,0.21,530.37,0.0,563.11,1173.9099999999999,213.72,0.0,1356.75,1387.6299999999999,1356.75,30.87999999999988
2026-01-06 03:00:00+00:00,78.09,0.0,3.08,544.59,0.0,558.69,1184.45,214.26,0.0,1392.2,1398.71,1392.2,6.509999999999991
2026-01-06 04:00:00+00:00,78.39,0.0,4.16,575.78,0.0,562.35,1220.6799999999998,214.84,0.0,1455.74,1435.5199999999998,1455.74,-20.220000000000255
2026-01-06 05:00:00+00:00,120.36,0.0,0.35,599.43,0.0,567.51,1287.65,215.4,0.0,1538.08,1503.0500000000002,1538.08,-35.029999999999745
2026-01-06 06:00:00+00:00,135.26,0.45,0.0,761.45,0.0,562.23,1459.39,215.98,0.0,1705.42,1675.3700000000001,1705.42,-30.049999999999955
2026-01-06 07:00:00+00:00,128.67,6.79,0.0,882.86,0.0,553.36,1571.6799999999998,216.59,0.0,1910.43,1788.2699999999998,1910.43,-122.16000000000031
2026-01-06 08:00:00+00:00,132.45,8.19,0.0,919.12,0.0,547.17,1606.9299999999998,217.05,0.0,1942.74,1823.9799999999998,1942.74,-118.76000000000022
2026-01-06 09:00:00+00:00,120.9,4.84,0.0,956.71,0.0,553.49,1635.94,217.6,0.0,1934.47,1853.54,1934.47,-80.93000000000006
2026-01-06 10:00:00+00:00,120.12,1.5,0.0,956.95,0.0,546.41,1624.98,218.14,0.0,1885.48,1843.12,1885.48,-42.36000000000013
2026-01-06 11:00:00+00:00,110.48,7.61,1.91,957.61,0.0,548.76,1626.3700000000001,218.51,0.0,1855.05,1844.88,1855.05,-10.169999999999845
2026-01-06 12:00:00+00:00,112.59,8.03,0.0,919.29,0.0,531.02,1570.9299999999998,218.74,0.0,1875.99,1789.6699999999998,1875.99,-86.32000000000016
2026-01-06 13:00:00+00:00,113.33,6.16,7.05,947.97,0.0,483.01,1557.52,218.82,0.0,1887.9,1776.34,1887.9,-111.56000000000017
2026-01-06 14:00:00+00:00,89.3,1.27,22.68,1001.67,0.0,472.44,1587.3600000000001,218.98,0.0,1875.78,1806.3400000000001,1875.78,-69.43999999999983
2026-01-06 15:00:00+00:00,100.16,0.0,47.0,984.29,0.0,431.72,1563.17,219.03,0.0,1897.53,1782.2,1897.53,-115.32999999999993
2026-01-06 16:00:00+00:00,131.01,0.0,37.19,968.37,0.0,465.54,1602.11,219.02,0.0,1963.63,1821.1299999999999,1963.63,-142.50000000000023
2026-01-06 17:00:00+00:00,142.96,0.0,18.57,960.86,0.0,469.6,1591.9900000000002,219.03,0.0,1900.95,1811.0200000000002,1900.95,-89.92999999999984
2026-01-06 18:00:00+00:00,151.87,0.0,26.85,932.31,0.0,497.8,1608.83,219.06,0.0,1858.14,1827.8899999999999,1858.14,-30.250000000000227
2026-01-06 19:00:00+00:00,117.13,0.0,49.56,940.46,0.0,568.76,1675.91,219.12,0.0,1779.46,1895.0300000000002,1779.46,115.57000000000016
2026-01-06 20:00:00+00:00,114.83,0.0,67.45,850.64,0.0,626.53,1659.45,219.07,0.0,1717.13,1878.52,1717.13,161.38999999999987
2026-01-06 21:00:00+00:00,112.66,0.0,47.77,828.61,0.0,658.43,1647.4699999999998,219.04,0.0,1683.94,1866.5099999999998,1683.94,182.5699999999997
2026-01-06 22:00:00+00:00,90.24,0.0,22.28,761.5,0.0,654.96,1528.98,218.95,0.0,1587.45,1747.93,1587.45,160.48000000000002
2026-01-06 23:00:00+00:00,114.69,0.0,18.74,723.91,0.0,654.99,1512.33,218.94,0.0,1431.94,1731.27,1431.94,299.3299999999999
2026-01-07 00:00:00+00:00,99.58,0.0,3.18,654.43,0.0,665.67,1422.86,218.93,0.0,1334.63,1641.79,1334.63,307.15999999999985
2026-01-07 01:00:00+00:00,95.65,0.0,2.55,582.68,0.0,666.48,1347.3600000000001,218.93,0.0,1234.74,1566.2900000000002,1234.74,331.5500000000002
2026-01-07 02:00:00+00:00,93.93,0.0,2.58,556.87,0.0,662.53,1315.9099999999999,218.87,0.0,1206.47,1534.7799999999997,1206.47,328.3099999999997
2026-01-07 03:00:00+00:00,93.3,0.0,2.76,595.4,0.0,655.85,1347.31,218.86,0.0,1239.38,1566.17,1239.38,326.78999999999996
2026-01-07 04:00:00+00:00,108.64,0.0,1.76,597.57,0.0,661.84,1369.81,218.84,0.0,1295.15,1588.6499999999999,1295.15,293.4999999999998
2026-01-07 05:00:00+00:00,130.94,0.0,3.27,608.62,0.0,648.59,1391.42,218.82,0.0,1479.45,1610.24,1479.45,130.78999999999996
2026-01-07 06:00:00+00:00,84.0,0.48,2.4,732.01,0.0,629.85,1448.74,218.8,0.0,1667.31,1667.54,1667.31,0.2300000000000182
2026-01-07 07:00:00+00:00,109.6,4.4,2.12,866.79,0.0,645.54,1628.4499999999998,218.73,0.0,1925.14,1847.1799999999998,1925.14,-77.96000000000026
2026-01-07 08:00:00+00:00,129.26,6.17,0.0,884.31,0.0,648.03,1667.77,218.63,0.0,1934.3,1886.4,1934.3,-47.899999999999864
2026-01-07 09:00:00+00:00,138.83,8.35,0.28,890.45,0.0,632.44,1670.3500000000001,218.67,0.0,1926.42,1889.0200000000002,1926.42,-37.399999999999864
2026-01-07 10:00:00+00:00,138.88,8.39,0.21,900.99,0.0,621.99,1670.46,218.76,0.0,1871.13,1889.22,1871.13,18.089999999999918
2026-01-07 11:00:00+00:00,140.47,4.05,0.0,903.84,0.0,619.28,1667.64,218.69,0.0,1808.64,1886.3300000000002,1808.64,77.69000000000005
2026-01-07 12:00:00+00:00,147.52,3.27,0.0,954.29,0.0,528.27,1633.35,218.72,0.0,1833.2,1852.07,1833.2,18.86999999999989
2026-01-07 13:00:00+00:00,149.72,5.51,0.14,1025.62,0.0,481.48,1662.4699999999998,218.78,0.0,1808.3,1881.2499999999998,1808.3,72.94999999999982
2026-01-07 14:00:00+00:00,144.24,1.83,1.1,1041.93,0.0,482.29,1671.39,218.89,0.0,1789.68,1890.2800000000002,1789.68,100.60000000000014
2026-01-07 15:00:00+00:00,142.9,0.0,0.0,1047.61,0.0,480.96,1671.47,218.96,0.0,1887.5,1890.43,1887.5,2.9300000000000637
2026-01-07 16:00:00+00:00,143.07,0.0,1.75,1068.83,0.0,475.51,1689.1599999999999,219.09,0.0,1903.03,1908.2499999999998,1903.03,5.2199999999998
2026-01-07 17:00:00+00:00,133.29,0.0,0.31,1066.74,0.0,482.43,1682.77,219.22,0.0,1874.93,1901.99,1874.93,27.059999999999945
2026-01-07 18:00:00+00:00,134.24,0.0,0.19,1037.12,0.0,476.75,1648.3,219.31,0.0,1853.33,1867.61,1853.33,14.279999999999973
2026-01-07 19:00:00+00:00,135.38,0.0,0.0,1000.47,0.0,475.32,1611.1699999999998,219.58,0.0,1783.32,1830.7499999999998,1783.32,47.429999999999836
2026-01-07 20:00:00+00:00,135.08,0.0,0.0,940.66,0.0,489.99,1565.73,219.74,0.0,1728.36,1785.47,1728.36,57.11000000000013
2026-01-07 21:00:00+00:00,130.36,0.0,0.0,904.46,0.0,486.23,1521.0500000000002,219.88,0.0,1581.78,1740.9300000000003,1581.78,159.15000000000032
2026-01-07 22:00:00+00:00,124.28,0.0,0.0,827.56,0.0,474.56,1426.3999999999999,219.98,0.0,1506.04,1646.3799999999999,1506.04,140.33999999999992
2026-01-07 23:00:00+00:00,112.56,0.0,0.0,803.05,0.0,479.4,1395.0099999999998,220.06,0.0,1359.61,1615.0699999999997,1359.61,255.4599999999998
2026-01-08 00:00:00+00:00,141.37,0.0,0.0,670.8,0.0,476.35,1288.52,220.15,0.0,1287.62,1508.67,1287.62,221.05000000000018
2026-01-08 01:00:00+00:00,134.72,0.0,2.04,669.02,0.0,476.55,1282.33,220.26,0.0,1294.29,1502.59,1294.29,208.29999999999995
2026-01-08 02:00:00+00:00,133.61,0.0,3.55,656.4,0.0,480.63,1274.19,220.31,0.0,1309.63,1494.5,1309.63,184.8699999999999
2026-01-08 03:00:00+00:00,132.29,0.0,4.95,662.47,0.0,476.14,1275.85,220.28,0.0,1306.95,1496.1299999999999,1306.95,189.17999999999984
2026-01-08 04:00:00+00:00,132.05,0.0,7.15,684.55,0.0,477.57,1301.32,220.33,0.0,1355.25,1521.6499999999999,1355.25,166.39999999999986
2026-01-08 05:00:00+00:00,140.33,0.0,10.02,721.09,0.0,478.96,1350.4,220.35,0.0,1534.66,1570.75,1534.66,36.08999999999992
