,Hydro Run-of-river and poundage,Solar,Wind Onshore,Hydro Water Reservoir,Other renewable,Fossil Brown coal/Lignite,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-02-02 11:00:00+00:00,153.54,57.37,0.0,895.29,0.0,864.29,1970.49,0.44,0.0,1632.64,1970.93,1632.64,338.28999999999996
2026-02-02 12:00:00+00:00,152.2,45.41,0.0,912.91,0.0,874.01,1984.53,0.44,0.0,1633.67,1984.97,1633.67,351.29999999999995
2026-02-02 13:00:00+00:00,160.74,42.32,0.0,933.44,0.0,868.78,2005.28,0.44,0.0,1664.22,2005.72,1664.22,341.5
2026-02-02 14:00:00+00:00,145.04,28.49,0.0,948.14,0.0,867.06,1988.73,47.29,0.0,1722.56,2036.02,1722.56,313.46000000000004
2026-02-02 15:00:00+00:00,139.97,4.64,1.46,993.21,0.0,863.54,2002.82,141.17,0.0,1824.81,2143.99,1824.81,319.17999999999984
2026-02-02 16:00:00+00:00,150.57,0.0,5.23,1101.56,0.0,864.1,2121.46,163.27,0.0,1939.31,2284.73,1939.31,345.4200000000001
2026-02-02 17:00:00+00:00,153.67,0.0,3.3,1061.16,0.0,868.56,2086.69,152.1,0.0,1887.81,2238.79,1887.81,350.98
2026-02-02 18:00:00+00:00,154.87,0.0,3.06,1015.89,0.0,866.62,2040.44,141.5,0.0,1818.16,2181.94,1818.16,363.78
2026-02-02 19:00:00+00:00,166.92,0.0,4.3,1055.27,0.0,855.29,2081.7799999999997,5.29,0.0,1751.54,2087.0699999999997,1751.54,335.52999999999975
2026-02-02 20:00:00+00:00,160.6,0.0,13.94,1006.95,0.0,836.96,2018.45,0.44,0.0,1662.67,2018.89,1662.67,356.22
2026-02-02 21:00:00+00:00,151.47,0.0,24.9,919.44,0.0,788.77,1884.58,0.44,0.0,1480.6,1885.02,1480.6,404.4200000000001
2026-02-02 22:00:00+00:00,143.63,0.0,32.72,720.07,0.0,788.14,1684.56,0.44,0.0,1246.15,1685.0,1246.15,438.8499999999999
2026-02-02 23:00:00+00:00,147.87,0.0,39.95,551.32,0.0,784.06,1523.2,0.44,0.0,1060.37,1523.64,1060.37,463.2700000000002
2026-02-03 00:00:00+00:00,156.74,0.0,31.01,445.23,0.0,785.0,1417.98,0.44,0.0,984.99,1418.42,984.99,433.43000000000006
2026-02-03 01:00:00+00:00,156.09,0.0,34.82,429.84,0.0,795.45,1416.2,0.44,0.0,998.89,1416.64,998.89,417.7500000000001
2026-02-03 02:00:00+00:00,156.16,0.0,22.94,424.08,0.0,788.93,1392.11,0.44,0.0,976.36,1392.55,976.36,416.18999999999994
2026-02-03 03:00:00+00:00,154.0,0.0,31.3,418.84,0.0,792.85,1396.99,0.44,0.0,958.68,1397.43,958.68,438.7500000000001
2026-02-03 04:00:00+00:00,152.07,0.0,30.41,516.45,0.0,790.0,1488.93,0.44,0.0,1088.69,1489.3700000000001,1088.69,400.68000000000006
2026-02-03 05:00:00+00:00,151.59,0.0,34.91,823.58,0.0,790.03,1800.1100000000001,0.44,0.0,1369.85,1800.5500000000002,1369.85,430.7000000000003
2026-02-03 06:00:00+00:00,151.77,0.4,36.25,991.98,0.0,798.34,1978.7400000000002,141.19,0.0,1720.32,2119.9300000000003,1720.32,399.61000000000035
2026-02-03 07:00:00+00:00,159.02,4.2,43.64,1067.24,0.0,812.64,2086.74,141.69,0.0,1865.6,2228.43,1865.6,362.8299999999999
2026-02-03 08:00:00+00:00,161.75,3.12,55.0,1137.01,0.0,837.25,2194.13,5.3,0.0,1850.44,2199.4300000000003,1850.44,348.99000000000024
2026-02-03 09:00:00+00:00,162.24,7.73,62.69,992.7,0.0,852.96,2078.32,0.44,0.0,1831.42,2078.76,1831.42,247.34000000000015
2026-02-03 10:00:00+00:00,161.95,10.4,67.44,884.17,0.0,872.45,1996.41,0.44,0.0,1769.98,1996.8500000000001,1769.98,226.87000000000012
2026-02-03 11:00:00+00:00,159.4,5.22,55.11,875.85,0.0,887.01,1982.59,0.44,0.0,1726.64,1983.03,1726.64,256.3899999999999
2026-02-03 12:00:00+00:00,154.12,2.93,59.74,920.24,0.0,872.25,2009.28,0.44,0.0,1752.72,2009.72,1752.72,257.0
2026-02-03 13:00:00+00:00,157.03,1.92,63.47,955.7,0.0,812.46,1990.5800000000002,0.44,0.0,1724.56,1991.0200000000002,1724.56,266.46000000000026
2026-02-03 14:00:00+00:00,158.19,0.98,65.66,1027.21,0.0,819.88,2071.92,0.44,0.0,1747.18,2072.36,1747.18,325.18000000000006
2026-02-03 15:00:00+00:00,164.44,0.0,65.93,1000.67,0.0,815.82,2046.8600000000001,87.9,0.0,1771.7,2134.76,1771.7,363.0600000000002
2026-02-03 16:00:00+00:00,153.66,0.0,69.01,1026.16,0.0,807.71,2056.54,157.31,0.0,1829.99,2213.85,1829.99,383.8599999999999
2026-02-03 17:00:00+00:00,154.94,0.0,67.1,1029.55,0.0,815.48,2067.0699999999997,159.5,0.0,1808.87,2226.5699999999997,1808.87,417.6999999999998
2026-02-03 18:00:00+00:00,156.51,0.0,73.13,998.22,0.0,816.56,2044.42,159.17,0.0,1773.3,2203.59,1773.3,430.2900000000002
2026-02-03 19:00:00+00:00,164.28,0.0,71.42,970.97,0.0,821.76,2028.43,139.28,0.0,1718.17,2167.71,1718.17,449.53999999999996
2026-02-03 20:00:00+00:00,180.75,0.0,71.11,941.37,0.0,826.36,2019.5900000000001,5.2,0.0,1592.83,2024.7900000000002,1592.83,431.96000000000026
2026-02-03 21:00:00+00:00,163.54,0.0,71.72,835.51,0.0,815.19,1885.96,0.44,0.0,1452.11,1886.4,1452.11,434.2900000000002
2026-02-03 22:00:00+00:00,127.91,0.0,71.21,655.76,0.0,815.4,1670.28,0.44,0.0,1333.3,1670.72,1333.3,337.4200000000001
2026-02-03 23:00:00+00:00,128.55,0.0,72.1,473.66,0.0,764.65,1438.96,0.44,0.0,1089.3,1439.4,1089.3,350.10000000000014
2026-02-04 00:00:00+00:00,118.32,0.0,59.18,392.25,0.0,694.82,1264.5700000000002,0.44,0.0,951.0,1265.0100000000002,951.0,314.0100000000002
2026-02-04 01:00:00+00:00,114.44,0.0,72.59,243.28,0.0,676.18,1106.49,0.44,0.0,900.79,1106.93,900.79,206.1400000000001
2026-02-04 02:00:00+00:00,113.64,0.0,73.75,199.32,0.0,640.64,1027.35,0.44,0.0,901.73,1027.79,901.73,126.05999999999995
2026-02-04 03:00:00+00:00,113.46,0.0,70.52,214.37,0.0,609.54,1007.89,0.44,0.0,953.05,1008.33,953.05,55.280000000000086
2026-02-04 04:00:00+00:00,129.07,0.0,65.93,428.37,0.0,548.68,1172.05,0.44,0.0,1027.06,1172.49,1027.06,145.43000000000006
2026-02-04 05:00:00+00:00,143.89,0.0,69.56,698.33,0.0,518.98,1430.76,0.44,0.0,1309.43,1431.2,1309.43,121.76999999999998
2026-02-04 06:00:00+00:00,144.89,0.47,68.31,925.65,0.0,500.56,1639.8799999999999,0.44,0.0,1583.28,1640.32,1583.28,57.039999999999964
2026-02-04 07:00:00+00:00,156.65,4.72,70.19,1033.31,0.0,496.43,1761.3,0.44,0.0,1718.27,1761.74,1718.27,43.47000000000003
2026-02-04 08:00:00+00:00,155.88,9.25,76.23,1051.5,0.0,488.37,1781.23,0.44,0.0,1694.74,1781.67,1694.74,86.93000000000006
2026-02-04 09:00:00+00:00,159.49,18.21,87.81,918.71,0.0,492.23,1676.45,0.44,0.0,1706.85,1676.89,1706.85,-29.95999999999981
2026-02-04 10:00:00+00:00,152.63,20.47,85.67,871.61,0.0,482.93,1613.3100000000002,0.44,0.0,1602.36,1613.7500000000002,1602.36,11.390000000000327
2026-02-04 11:00:00+00:00,153.65,12.8,88.39,926.28,0.0,428.3,1609.4199999999998,0.44,0.0,1609.82,1609.86,1609.82,0.03999999999996362
2026-02-04 12:00:00+00:00,161.05,16.69,78.49,930.67,0.0,429.68,1616.5800000000002,0.44,0.0,1643.25,1617.0200000000002,1643.25,-26.22999999999979
2026-02-04 13:00:00+00:00,160.68,8.59,81.08,1002.85,0.0,423.34,1676.54,0.44,0.0,1651.12,1676.98,1651.12,25.860000000000127
2026-02-04 14:00:00+00:00,158.34,5.18,79.04,1036.88,0.0,450.52,1729.96,0.44,0.0,1658.24,1730.4,1658.24,72.16000000000008
2026-02-04 15:00:00+00:00,155.48,0.86,89.08,990.22,0.0,489.19,1724.8300000000002,150.18,0.0,1747.47,1875.0100000000002,1747.47,127.54000000000019
2026-02-04 16:00:00+00:00,154.79,0.0,80.49,1013.97,0.0,508.87,1758.12,150.27,0.0,1833.87,1908.3899999999999,1833.87,74.51999999999998
2026-02-04 17:00:00+00:00,149.86,0.0,61.85,993.56,0.0,517.62,1722.8899999999999,153.9,0.0,1750.72,1876.79,1750.72,126.06999999999994
2026-02-04 18:00:00+00:00,179.6,0.0,65.83,973.11,0.0,517.43,1735.9699999999998,7.26,0.0,1684.69,1743.2299999999998,1684.69,58.539999999999736
2026-02-04 19:00:00+00:00,178.91,0.0,85.56,921.6,0.0,509.58,1695.65,0.44,0.0,1627.92,1696.0900000000001,1627.92,68.17000000000007
2026-02-04 20:00:00+00:00,169.92,0.0,85.96,870.13,0.0,499.51,1625.52,0.44,0.0,1559.96,1625.96,1559.96,66.0
2026-02-04 21:00:00+00:00,165.59,0.0,69.75,766.47,0.0,494.96,1496.77,0.44,0.0,1428.91,1497.21,1428.91,68.29999999999995
2026-02-04 22:00:00+00:00,159.33,0.0,57.57,539.06,0.0,508.58,1264.54,0.44,0.0,1264.4,1264.98,1264.4,0.5799999999999272
2026-02-04 23:00:00+00:00,151.09,0.0,52.16,431.7,0.0,510.45,1145.4,0.44,0.0,1152.94,1145.8400000000001,1152.94,-7.099999999999909
2026-02-05 00:00:00+00:00,128.57,0.0,53.56,274.86,0.0,513.55,970.54,0.44,0.0,1023.71,970.98,1023.71,-52.73000000000002
2026-02-05 01:00:00+00:00,125.24,0.0,57.9,254.13,0.0,510.34,947.6099999999999,0.44,0.0,996.51,948.05,996.51,-48.460000000000036
2026-02-05 02:00:00+00:00,125.84,0.0,61.52,233.86,0.0,513.56,934.78,0.44,0.0,967.46,935.22,967.46,-32.24000000000001
2026-02-05 03:00:00+00:00,130.56,0.0,57.49,266.87,0.0,516.56,971.48,0.44,0.0,1025.33,971.9200000000001,1025.33,-53.409999999999854
2026-02-05 04:00:00+00:00,134.9,0.0,60.26,409.51,0.0,517.05,1121.7199999999998,0.44,0.0,1088.64,1122.1599999999999,1088.64,33.519999999999754
2026-02-05 05:00:00+00:00,145.38,0.0,58.06,758.43,0.0,520.53,1482.3999999999999,1.35,0.0,1327.7,1483.7499999999998,1327.7,156.04999999999973
2026-02-05 06:00:00+00:00,149.53,0.0,58.16,904.98,0.0,523.01,1635.68,148.31,0.0,1618.41,1783.99,1618.41,165.57999999999993
2026-02-05 07:00:00+00:00,150.58,2.44,58.72,990.12,0.0,513.64,1715.5,149.03,0.0,1697.91,1864.53,1697.91,166.6199999999999
2026-02-05 08:00:00+00:00,68.0,2.63,39.62,598.78,0.0,366.36,1075.3899999999999,63.14,0.0,1023.68,1138.53,1023.68,114.85000000000002
2026-02-05 09:00:00+00:00,15.92,10.33,30.29,616.65,0.0,373.49,1046.6799999999998,5.32,0.0,1016.73,1051.9999999999998,1016.73,35.269999999999754
2026-02-05 10:00:00+00:00,125.59,12.47,24.54,743.01,0.0,404.06,1309.67,106.16,0.0,1538.93,1415.8300000000002,1538.93,-123.09999999999991
2026-02-05 11:00:00+00:00,160.35,8.47,25.45,838.25,0.0,446.13,1478.65,59.02,0.0,1654.65,1537.67,1654.65,-116.98000000000002
2026-02-05 12:00:00+00:00,157.18,7.11,42.01,917.54,0.0,485.26,1609.1,0.44,0.0,1683.79,1609.54,1683.79,-74.25
2026-02-05 13:00:00+00:00,156.2,3.1,30.34,974.3,0.0,442.4,1606.3400000000001,6.21,0.0,1706.29,1612.5500000000002,1706.29,-93.73999999999978
2026-02-05 14:00:00+00:00,147.28,4.68,36.68,960.59,0.0,521.94,1671.17,141.8,0.0,1786.28,1812.97,1786.28,26.690000000000055
2026-02-05 15:00:00+00:00,140.29,2.63,31.65,988.41,0.0,522.9,1685.88,141.49,0.0,1787.52,1827.3700000000001,1787.52,39.850000000000136
2026-02-05 16:00:00+00:00,142.24,0.0,15.5,1070.94,0.0,522.75,1751.43,141.42,0.0,1798.05,1892.8500000000001,1798.05,94.80000000000018
2026-02-05 17:00:00+00:00,137.34,0.0,4.81,987.09,0.0,519.88,1649.12,148.06,0.0,1743.27,1797.1799999999998,1743.27,53.909999999999854
2026-02-05 18:00:00+00:00,142.77,0.0,2.04,907.18,0.0,528.71,1580.7,169.93,0.0,1670.94,1750.63,1670.94,79.69000000000005
2026-02-05 19:00:00+00:00,145.0,0.0,0.0,896.56,0.0,515.24,1556.8,169.68,0.0,1656.17,1726.48,1656.17,70.30999999999995
2026-02-05 20:00:00+00:00,143.09,0.0,0.42,942.03,0.0,512.54,1598.08,0.73,0.0,1602.47,1598.81,1602.47,-3.660000000000082
2026-02-05 21:00:00+00:00,142.98,0.0,9.32,821.31,0.0,509.52,1483.1299999999999,0.44,0.0,1466.15,1483.57,1466.15,17.419999999999845
2026-02-05 22:00:00+00:00,147.22,0.0,0.0,646.29,0.0,513.36,1306.87,0.44,0.0,1279.16,1307.31,1279.16,28.149999999999864
2026-02-05 23:00:00+00:00,149.25,0.0,10.32,482.06,0.0,527.96,1169.5900000000001,0.44,0.0,1163.69,1170.0300000000002,1163.69,6.3400000000001455
2026-02-06 00:00:00+00:00,148.33,0.0,7.34,355.51,0.0,542.95,1054.13,0.44,0.0,1110.88,1054.5700000000002,1110.88,-56.309999999999945
2026-02-06 01:00:00+00:00,147.08,0.0,5.32,315.21,0.0,542.22,1009.83,0.44,0.0,1047.76,1010.2700000000001,1047.76,-37.489999999999895
2026-02-06 02:00:00+00:00,145.46,0.0,11.97,277.98,0.0,537.8,973.21,0.44,0.0,1002.2,973.6500000000001,1002.2,-28.549999999999955
2026-02-06 03:00:00+00:00,123.68,0.0,45.31,269.33,0.0,541.7,980.02,0.44,0.0,1019.4,980.46,1019.4,-38.93999999999994
2026-02-06 04:00:00+00:00,123.49,0.0,48.69,398.79,0.0,544.19,1115.16,0.44,0.0,1166.17,1115.6000000000001,1166.17,-50.569999999999936
2026-02-06 05:00:00+00:00,127.95,0.0,44.22,723.56,0.0,465.03,1360.76,0.57,0.0,1385.67,1361.33,1385.67,-24.340000000000146
2026-02-06 06:00:00+00:00,126.74,0.16,58.68,900.79,0.0,537.63,1624.0,158.99,0.0,1685.78,1782.99,1685.78,97.21000000000004
2026-02-06 07:00:00+00:00,156.68,1.58,54.62,885.05,0.0,535.43,1633.3600000000001,214.65,0.0,1805.37,1848.0100000000002,1805.37,42.64000000000033
2026-02-06 08:00:00+00:00,163.1,4.53,37.92,892.69,0.0,538.73,1636.97,218.03,0.0,1774.24,1855.0,1774.24,80.75999999999999
2026-02-06 09:00:00+00:00,162.54,6.43,29.18,825.99,0.0,535.72,1559.8600000000001,217.64,0.0,1761.67,1777.5,1761.67,15.829999999999927
2026-02-06 10:00:00+00:00,162.43,5.55,16.6,818.62,0.0,534.42,1537.62,217.31,0.0,1702.45,1754.9299999999998,1702.45,52.47999999999979
2026-02-06 11:00:00+00:00,170.78,7.06,1.8,796.2,0.0,534.35,1510.19,217.03,0.0,1660.97,1727.22,1660.97,66.25
2026-02-06 12:00:00+00:00,156.92,7.44,11.72,891.6,0.0,526.3,1593.98,216.66,0.0,1748.05,1810.64,1748.05,62.590000000000146
2026-02-06 13:00:00+00:00,142.77,4.63,7.53,937.84,0.0,528.39,1621.1599999999999,216.32,0.0,1784.52,1837.4799999999998,1784.52,52.95999999999981
2026-02-06 14:00:00+00:00,140.31,6.49,5.45,924.26,0.0,520.83,1597.3400000000001,216.01,0.0,1741.53,1813.3500000000001,1741.53,71.82000000000016
2026-02-06 15:00:00+00:00,139.27,3.13,0.0,901.65,0.0,516.22,1560.27,215.74,0.0,1736.23,1776.01,1736.23,39.77999999999997
2026-02-06 16:00:00+00:00,139.62,0.0,0.0,974.92,0.0,520.88,1635.42,215.38,0.0,1822.06,1850.8000000000002,1822.06,28.740000000000236
2026-02-06 17:00:00+00:00,138.36,0.0,0.96,965.84,0.0,516.23,1621.39,215.08,0.0,1797.69,1836.47,1797.69,38.77999999999997
2026-02-06 18:00:00+00:00,137.2,0.0,6.54,969.4,0.0,505.6,1618.7399999999998,214.8,0.0,1771.18,1833.5399999999997,1771.18,62.35999999999967
2026-02-06 19:00:00+00:00,135.28,0.0,20.47,930.09,0.0,506.47,1592.3100000000002,204.78,0.0,1708.55,1797.0900000000001,1708.55,88.54000000000019
2026-02-06 20:00:00+00:00,133.61,0.0,8.89,873.45,0.0,505.58,1521.53,196.63,0.0,1609.95,1718.1599999999999,1609.95,108.20999999999981
2026-02-06 21:00:00+00:00,133.09,0.0,7.22,762.77,0.0,508.34,1411.4199999999998,134.83,0.0,1457.67,1546.2499999999998,1457.67,88.5799999999997
2026-02-06 22:00:00+00:00,154.14,0.0,3.27,718.43,0.0,544.45,1420.29,0.44,0.0,1355.01,1420.73,1355.01,65.72000000000003
2026-02-06 23:00:00+00:00,147.75,0.0,7.33,587.07,0.0,516.48,1258.63,0.44,0.0,1137.05,1259.0700000000002,1137.05,122.02000000000021
2026-02-07 00:00:00+00:00,169.85,0.0,4.31,459.57,0.0,502.8,1136.53,0.44,0.0,1030.44,1136.97,1030.44,106.52999999999997
2026-02-07 01:00:00+00:00,156.57,0.0,6.38,436.02,0.0,511.81,1110.78,0.44,0.0,1019.3,1111.22,1019.3,91.92000000000007
2026-02-07 02:00:00+00:00,156.75,0.0,5.12,410.57,0.0,520.62,1093.06,0.44,0.0,1007.45,1093.5,1007.45,86.04999999999995
2026-02-07 03:00:00+00:00,159.35,0.0,5.38,400.37,0.0,528.43,1093.53,0.44,0.0,1051.09,1093.97,1051.09,42.88000000000011
2026-02-07 04:00:00+00:00,166.22,0.0,3.28,414.55,0.0,534.4,1118.4499999999998,1.52,0.0,1095.74,1119.9699999999998,1095.74,24.22999999999979
2026-02-07 05:00:00+00:00,150.21,0.0,6.7,489.51,0.0,542.12,1188.54,141.63,0.0,1275.77,1330.17,1275.77,54.40000000000009
2026-02-07 06:00:00+00:00,147.07,1.51,4.51,638.78,0.0,540.18,1332.0499999999997,177.87,0.0,1490.22,1509.9199999999996,1490.22,19.69999999999959
2026-02-07 07:00:00+00:00,139.4,11.02,10.82,758.48,0.0,542.44,1462.16,211.68,0.0,1707.94,1673.8400000000001,1707.94,-34.09999999999991
2026-02-07 08:00:00+00:00,144.95,12.15,16.76,788.96,0.0,547.92,1510.74,217.44,0.0,1801.18,1728.18,1801.18,-73.0
2026-02-07 09:00:00+00:00,144.69,13.42,10.93,757.72,0.0,547.69,1474.45,217.21,0.0,1784.31,1691.66,1784.31,-92.64999999999986
2026-02-07 10:00:00+00:00,144.67,17.29,6.81,755.93,0.0,555.27,1479.9699999999998,216.93,0.0,1783.99,1696.8999999999999,1783.99,-87.09000000000015
2026-02-07 11:00:00+00:00,150.12,23.62,11.81,743.23,0.0,548.47,1477.25,207.33,0.0,1784.8,1684.58,1784.8,-100.22000000000003
2026-02-07 12:00:00+00:00,153.48,17.16,19.93,748.64,0.0,544.82,1484.0300000000002,204.12,0.0,1796.75,1688.15,1796.75,-108.59999999999991
2026-02-07 13:00:00+00:00,156.25,27.22,19.15,706.98,0.0,552.67,1462.27,186.07,0.0,1701.75,1648.34,1701.75,-53.41000000000008
2026-02-07 14:00:00+00:00,156.58,7.13,14.77,750.08,0.0,500.21,1428.77,182.96,0.0,1613.85,1611.73,1613.85,-2.119999999999891
2026-02-07 15:00:00+00:00,165.65,1.68,18.57,765.86,0.0,543.72,1495.48,189.83,0.0,1683.79,1685.31,1683.79,1.5199999999999818
2026-02-07 16:00:00+00:00,178.34,0.0,16.68,812.49,0.0,545.29,1552.8,192.68,0.0,1773.42,1745.48,1773.42,-27.940000000000055
2026-02-07 17:00:00+00:00,179.54,0.0,15.98,773.44,0.0,550.33,1519.29,197.85,0.0,1705.72,1717.1399999999999,1705.72,11.419999999999845
2026-02-07 18:00:00+00:00,165.01,0.0,6.85,755.96,0.0,539.89,1467.71,203.84,0.0,1624.34,1671.55,1624.34,47.210000000000036
2026-02-07 19:00:00+00:00,165.49,0.0,0.89,728.87,0.0,535.66,1430.9099999999999,193.83,0.0,1550.94,1624.7399999999998,1550.94,73.79999999999973
2026-02-07 20:00:00+00:00,153.53,0.0,4.36,680.94,0.0,531.89,1370.72,188.73,0.0,1389.13,1559.45,1389.13,170.31999999999994
2026-02-07 21:00:00+00:00,132.55,0.0,3.48,632.88,0.0,532.28,1301.19,198.35,0.0,1301.99,1499.54,1301.99,197.54999999999995
2026-02-07 22:00:00+00:00,127.52,0.0,3.76,582.61,0.0,520.2,1234.0900000000001,143.71,0.0,1206.25,1377.8000000000002,1206.25,171.55000000000018
2026-02-07 23:00:00+00:00,153.82,0.0,1.5,533.26,0.0,524.77,1213.35,0.84,0.0,1117.21,1214.1899999999998,1117.21,96.97999999999979
2026-02-08 00:00:00+00:00,141.01,0.0,0.0,464.55,0.0,518.42,1123.98,0.44,0.0,1082.28,1124.42,1082.28,42.1400000000001
2026-02-08 01:00:00+00:00,140.97,0.0,0.0,459.47,0.0,504.63,1105.0700000000002,0.44,0.0,1053.33,1105.5100000000002,1053.33,52.18000000000029
2026-02-08 02:00:00+00:00,140.71,0.0,0.0,435.45,0.0,516.69,1092.85,0.44,0.0,1047.7,1093.29,1047.7,45.58999999999992
2026-02-08 03:00:00+00:00,140.55,0.0,0.0,436.46,0.0,528.18,1105.19,0.44,0.0,1067.87,1105.63,1067.87,37.76000000000022
2026-02-08 04:00:00+00:00,140.67,0.0,0.0,461.88,0.0,532.38,1134.9299999999998,0.44,0.0,1106.13,1135.37,1106.13,29.23999999999978
2026-02-08 05:00:00+00:00,141.24,0.0,1.55,531.05,0.0,419.81,1093.6499999999999,127.82,0.0,1060.71,1221.4699999999998,1060.71,160.75999999999976
2026-02-08 06:00:00+00:00,157.51,1.49,1.46,589.63,0.0,528.2,1278.29,150.97,0.0,1282.96,1429.26,1282.96,146.29999999999995
2026-02-08 07:00:00+00:00,161.01,7.91,1.19,673.53,0.0,532.11,1375.75,165.03,0.0,1409.65,1540.78,1409.65,131.12999999999988
2026-02-08 08:00:00+00:00,160.57,13.72,0.0,721.71,0.0,549.85,1445.85,179.36,0.0,1533.05,1625.21,1533.05,92.16000000000008
2026-02-08 09:00:00+00:00,160.75,31.0,0.0,666.39,0.0,556.77,1414.9099999999999,174.89,0.0,1510.6,1589.7999999999997,1510.6,79.19999999999982
2026-02-08 10:00:00+00:00,160.87,27.3,0.0,634.12,0.0,547.6,1369.8899999999999,161.41,0.0,1497.04,1531.3,1497.04,34.25999999999999
2026-02-08 11:00:00+00:00,160.72,24.84,3.59,579.64,0.0,525.85,1294.6399999999999,149.2,0.0,1410.89,1443.84,1410.89,32.94999999999982
2026-02-08 12:00:00+00:00,159.79,27.53,4.99,570.71,0.0,530.6,1293.62,141.84,0.0,1400.69,1435.4599999999998,1400.69,34.769999999999754
2026-02-08 13:00:00+00:00,158.82,20.88,3.36,593.78,0.0,475.09,1251.9299999999998,140.93,0.0,1330.87,1392.86,1330.87,61.99000000000001
2026-02-08 14:00:00+00:00,158.68,8.14,1.58,694.91,0.0,533.85,1397.1599999999999,164.01,0.0,1379.71,1561.1699999999998,1379.71,181.4599999999998
2026-02-08 15:00:00+00:00,165.44,3.73,1.78,744.73,0.0,544.48,1460.16,174.78,0.0,1539.05,1634.94,1539.05,95.8900000000001
2026-02-08 16:00:00+00:00,177.12,0.0,2.81,821.73,0.0,553.5,1555.16,183.67,0.0,1646.7,1738.8300000000002,1646.7,92.13000000000011
2026-02-08 17:00:00+00:00,179.77,0.0,11.04,836.37,0.0,552.01,1579.19,182.39,0.0,1650.48,1761.58,1650.48,111.09999999999991
2026-02-08 18:00:00+00:00,181.63,0.0,6.83,832.21,0.0,535.57,1556.2400000000002,188.86,0.0,1582.07,1745.1000000000004,1582.07,163.03000000000043
2026-02-08 19:00:00+00:00,180.63,0.0,1.24,807.66,0.0,531.45,1520.98,186.2,0.0,1491.61,1707.18,1491.61,215.57000000000016
2026-02-08 20:00:00+00:00,179.49,0.0,1.05,763.06,0.0,542.5,1486.1,86.57,0.0,1377.1,1572.6699999999998,1377.1,195.56999999999994
2026-02-08 21:00:00+00:00,187.4,0.0,0.6,739.29,0.0,542.56,1469.85,0.44,0.0,1289.5,1470.29,1289.5,180.78999999999996
2026-02-08 22:00:00+00:00,151.63,0.0,0.76,632.65,0.0,537.11,1322.15,0.44,0.0,1213.6,1322.5900000000001,1213.6,108.99000000000024
2026-02-08 23:00:00+00:00,147.79,0.0,1.64,579.82,0.0,525.6,1254.85,0.44,0.0,1002.64,1255.29,1002.64,252.64999999999998
2026-02-09 00:00:00+00:00,139.22,0.0,2.13,484.03,0.0,528.93,1154.31,0.44,0.0,924.32,1154.75,924.32,230.42999999999995
2026-02-09 01:00:00+00:00,131.9,0.0,3.03,434.14,0.0,524.56,1093.6299999999999,0.44,0.0,928.79,1094.07,928.79,165.27999999999997
2026-02-09 02:00:00+00:00,131.79,0.0,1.1,434.13,0.0,536.95,1103.97,0.44,0.0,963.9,1104.41,963.9,140.5100000000001
2026-02-09 03:00:00+00:00,132.84,0.0,0.47,441.39,0.0,517.71,1092.41,0.44,0.0,982.55,1092.8500000000001,982.55,110.30000000000018
2026-02-09 04:00:00+00:00,150.26,0.0,1.73,571.96,0.0,509.73,1233.68,0.44,0.0,1043.7,1234.1200000000001,1043.7,190.42000000000007
2026-02-09 05:00:00+00:00,168.13,0.0,0.29,810.15,0.0,511.67,1490.24,5.49,0.0,1438.45,1495.73,1438.45,57.27999999999997
2026-02-09 06:00:00+00:00,167.48,1.3,0.68,980.23,0.0,497.61,1647.3000000000002,158.21,0.0,1721.84,1805.5100000000002,1721.84,83.6700000000003
2026-02-09 07:00:00+00:00,170.41,7.42,0.0,1052.91,0.0,497.06,1727.8,141.7,0.0,1756.47,1869.5,1756.47,113.02999999999997
2026-02-09 08:00:00+00:00,171.41,24.31,0.0,1053.76,0.0,506.66,1756.14,141.12,0.0,1758.63,1897.2600000000002,1758.63,138.6300000000001
2026-02-09 09:00:00+00:00,172.57,29.87,0.12,955.6,0.0,415.14,1573.3000000000002,2.3,0.0,1659.19,1575.6000000000001,1659.19,-83.58999999999992
2026-02-09 10:00:00+00:00,173.11,26.62,0.46,918.01,0.0,371.82,1490.02,0.44,0.0,1589.78,1490.46,1589.78,-99.31999999999994
2026-02-09 11:00:00+00:00,167.73,19.95,1.46,887.0,0.0,388.2,1464.34,0.44,0.0,1540.71,1464.78,1540.71,-75.93000000000006
2026-02-09 12:00:00+00:00,167.51,20.59,1.6,914.4,0.0,395.22,1499.32,0.44,0.0,1577.19,1499.76,1577.19,-77.43000000000006
2026-02-09 13:00:00+00:00,168.04,13.85,0.0,1016.55,0.0,389.92,1588.3600000000001,1.67,0.0,1593.59,1590.0300000000002,1593.59,-3.559999999999718
2026-02-09 14:00:00+00:00,168.84,10.35,0.89,997.82,0.0,380.8,1558.7,142.43,0.0,1686.0,1701.13,1686.0,15.13000000000011
2026-02-09 15:00:00+00:00,167.58,2.73,1.73,1030.57,0.0,386.3,1588.9099999999999,141.96,0.0,1743.7,1730.87,1743.7,-12.830000000000155
2026-02-09 16:00:00+00:00,165.64,0.0,0.96,1116.42,0.0,390.6,1673.62,141.82,0.0,1841.89,1815.4399999999998,1841.89,-26.450000000000273
