,Biomass,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Other,Solar,Waste,Wind Offshore,Wind Onshore,Fossil Hard coal,Hydro Water Reservoir,Geothermal,Other renewable,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-01 22:00:00+00:00,4198.43974,4308.701999999999,395.3866675,790.97553,200.72120999999999,0.03425,639.74624975,3744.4235,41962.7017525,4412.2074645,13.371825,22.91866,75.625,2465.9071075,641.3258325,63872.48678925001,0.0,2451.6807,48574.6568075,63872.48678925001,51026.3375075,12846.149281750011
2026-01-01 23:00:00+00:00,4115.40329,4639.47575,396.8565,791.40887,218.46696,0.01975,630.22675,3504.667,41986.5787575,4459.39732325,13.309249999999999,22.91866,74.528,2671.2063275,603.7175025,64128.18069075,0.0,1763.1327,45669.0440225,64128.18069075,47432.1767225,16696.00396825
2026-01-02 00:00:00+00:00,4093.667015,4520.642582500001,396.861,816.2755475,218.37096,0.022,617.43049975,3612.1585,42144.183822499996,4616.816190250001,3.92115,22.91866,74.528,2673.71431,572.6308325,64384.14107,0.0,4109.469425,44696.0453425,64384.14107,48805.514767500004,15578.626302499993
2026-01-02 01:00:00+00:00,4079.39079,4446.9394175,396.861,824.4831675,218.42946,0.018250000000000002,608.232,4078.8227500000003,42152.3489975,4744.00681325,4.106775,22.91866,74.528,2686.0770525,542.6183325,64879.78146575,0.0,4507.769025,43984.4325075,64879.78146575,48492.2015325,16387.579933249996
2026-01-02 02:00:00+00:00,4083.04159,4566.34575,396.861,813.88264,218.47746,0.015,617.9804995,4151.558,41506.32556,4778.73387425,4.6989,22.91866,74.528,2670.7724175,576.8525,64482.99185125,0.0,4512.3691,43601.2825275,64482.99185125,48113.6516275,16369.340223749998
2026-01-02 03:00:00+00:00,4108.757065,4889.4189175,396.861,805.4100625,218.42221,0.01475,618.40324975,4324.6720000000005,40094.608570000004,4544.73857075,5.7372250000000005,22.91866,74.528,2720.0847224999998,574.2633375,63398.838340500006,0.0,4278.29165,44734.598952500004,63398.838340500006,49012.8906025,14385.947738000003
2026-01-02 04:00:00+00:00,4135.082539999999,5430.5963325,396.861,789.81913,218.56946,0.0185,623.28525,4274.93325,39265.38373,4980.12763525,13.871175000000001,22.91866,74.528,2716.9597575,561.84833,63504.802750250004,0.0,2326.1349999999998,46696.4257625,63504.802750250004,49022.560762500005,14482.24198775
2026-01-02 05:00:00+00:00,4202.009715,5935.19925,396.926,782.078325,218.26521,0.020999999999999998,613.73124975,3890.6725,39105.74686,5651.203402749999,52.31207500000001,22.91866,74.528,2839.4233325,566.829165,64351.864745000006,0.0,614.0142500000001,49025.73769,64351.864745000006,49639.75194,14712.112805000004
2026-01-02 06:00:00+00:00,4329.8763149999995,6748.32967,396.8943325,784.7232750000001,218.35196,0.03675,650.23049975,3862.56025,39172.81284,6256.7890775,106.20565,22.91866,74.528,3138.8142725,553.4999975000001,66316.57154975,625.9324,0.0,53032.984635,66942.50394975001,53032.984635,13909.51931475001
2026-01-02 07:00:00+00:00,4438.802315,7229.5744125,396.8943325,776.679395,218.27996,169.24349999999998,662.72225,3920.96025,38748.038602500004,6318.2888235,54.264625,22.91866,74.528,3604.403145,576.8183349999999,67212.41660600001,996.6962,0.0,55702.786295,68209.11280600002,55702.786295,12506.326511000021
2026-01-02 08:00:00+00:00,4448.77879,7326.9669975,396.927665,808.2329950000001,217.98146,1528.1375,660.4609997499999,4282.45025,38276.9583325,5992.208074,177.193025,22.91866,74.528,3734.5336150000003,575.8225025,68524.09886625,1786.0423,0.0,58171.6809175,70310.14116625,58171.6809175,12138.460248750001
2026-01-02 09:00:00+00:00,4396.69874,7282.83841725,397.2276675,812.362845,217.86321,3112.559,671.80575,4693.0845,39730.03806,4967.05481225,92.79305000000001,22.91866,74.528,3799.1493225,589.2774999999999,70860.19953449999,879.5421249999999,0.0,60360.921212500005,71739.7416595,60360.921212500005,11378.820446999991
2026-01-02 10:00:00+00:00,4359.419865,7314.8428325,397.0443325,805.33172,217.83296,4795.62625,675.13275,5108.0085,39366.8295475,4359.7500065,41.30195,22.91866,74.528,4150.873825,586.5841675,72276.02536649999,1062.6752999999999,0.0,61266.7207775,73338.7006665,61266.7207775,12071.979888999995
2026-01-02 11:00:00+00:00,4307.953265,7353.23066725,396.8943325,819.052025,217.85871,5435.5995,665.69449975,5958.62725,39155.7725675,4467.208758,120.522375,22.91866,64.33025,4044.6349099999998,601.3575000000001,73631.65526999997,0.0,118.47852500000002,62327.2603625,73631.65526999997,62445.738887499996,11185.916382499978
2026-01-02 12:00:00+00:00,4293.727765,7341.50091475,396.9926675,822.0784100000001,217.63821000000002,5072.246,675.87174975,5140.2585,39216.8569025,5411.282432,79.4383,22.91866,56.93625,3549.9072725,585.3716675000001,72883.0257015,0.0,229.92329999999998,61831.18209,72883.0257015,62061.105390000004,10821.920311499991
2026-01-02 13:00:00+00:00,4324.811415,7669.20499975,397.026,818.765485,218.01671,3704.516,678.46875,4539.3642500000005,38730.962945,5689.83361375,20.551975,22.91866,74.451,3570.6770125,571.435,71031.003816,123.58485,0.0,61118.094737499996,71154.588666,61118.094737499996,10036.4939285
2026-01-02 14:00:00+00:00,4395.92059,8174.86334,396.927665,810.83307,218.11496,1562.4985,670.83449975,3921.2105,38300.9529875,5877.529438,64.4314,22.91866,74.451,3782.2131375,543.9616675,68817.66141525,1200.577075,0.0,61447.345042500005,70018.23849024999,61447.345042500005,8570.893447749986
2026-01-02 15:00:00+00:00,4518.45704,8359.18842475,396.8943325,798.275755,218.31171,93.1305,678.83475,4311.362,37764.289205,5985.89933325,52.18755,22.91866,74.451,4121.6074325,545.3058375,67941.1135305,2590.954225,0.0,61897.7438475,70532.0677555,61897.7438475,8634.323907999998
2026-01-02 16:00:00+00:00,4583.98864,8474.3721675,396.8943325,803.407325,218.09921,0.057499999999999996,680.46349975,4009.19,38587.26201,6283.87972075,47.036275,22.91866,74.451,4241.608335,593.8741675,69017.50284300001,1761.06185,0.0,64051.6609325,70778.56469300001,64051.6609325,6726.903760500005
2026-01-02 17:00:00+00:00,4597.94009,8593.859835,396.8926675,801.1093149999999,218.24021,0.04425,685.70724975,3638.6307500000003,39118.77975,6228.13048375,35.2227,22.91866,74.451,4500.1563675,554.9474975,69467.03082600002,1673.1306,0.0,64281.1253325,71140.16142600002,64281.1253325,6859.036093500021
2026-01-02 18:00:00+00:00,4532.56979,8624.7779175,396.926,774.994645,218.36971,0.041,674.33425,3541.60025,38343.0531475,6136.25143175,48.6918,22.91866,68.4015,4613.1835025,566.701665,68562.81526925002,1011.041425,0.0,61504.6611175,69573.85669425002,61504.6611175,8069.1955767500185
2026-01-02 19:00:00+00:00,4425.32279,8676.5107575,396.962665,773.476085,218.28421,0.0435,669.3757499999999,3911.81475,37064.581634999995,5885.119495,61.919225,22.91866,74.451,4807.374605,583.086665,67571.24179249999,989.1600500000001,0.0,57739.230572500004,68560.4018425,57739.230572500004,10821.171269999992
2026-01-02 20:00:00+00:00,4314.72579,8560.694825,396.994335,779.24246,218.43246,0.05475,673.5372500000001,4170.21975,35413.658425,5848.8821800000005,59.063075,22.91866,74.451,4476.4984425,577.83833,65587.2117325,727.0874,0.0,55487.945477500005,66314.2991325,55487.945477500005,10826.353654999999
2026-01-02 21:00:00+00:00,4259.70134,8458.199085,397.07516499999997,785.788875,218.62270999999998,0.046,680.1310000000001,3934.801,32933.402835,5668.20728425,96.7312,22.91866,74.451,4729.2101275,617.8225,62877.10878175001,945.979775,0.0,54109.0119175,63823.08855675001,54109.0119175,9714.076639250008
2026-01-02 22:00:00+00:00,4193.155565,8088.68374975,396.9276675,790.591795,218.67296,0.02775,677.442,3906.16475,32255.1854775,5331.789072,24.640375000000002,22.91866,74.451,4386.8188,567.845,60935.31462175,342.19055,0.0,51634.09494,61277.50517175,51634.09494,9643.41023175
2026-01-02 23:00:00+00:00,4144.626915,7257.1119975,395.460915,781.35895,218.56196,0.028,669.96024975,5184.627,31710.9522475,4408.87481725,12.767275,22.91866,74.451,3518.3546875,532.7675,58932.82217450001,0.0,1290.423775,49483.5463025,58932.82217450001,50773.9700775,8158.85209700001
2026-01-03 00:00:00+00:00,4117.40649,6941.39466475,395.3866675,779.70476,218.57671,0.01775,669.8515,5616.45575,30858.9133,3275.787202,3.94435,22.91866,74.451,3331.4628574999997,550.530835,56856.80249675,0.0,3279.989875,47974.996785,56856.80249675,51254.98666,5601.81583675
2026-01-03 01:00:00+00:00,4100.95744,7055.9700825,395.5683325,772.120935,218.76496,0.01925,670.40374975,4912.94525,29407.1722,2654.42578675,5.295275,22.91866,74.451,3305.40437,608.36,54204.777291499995,0.0,4026.6506,46235.077265,54204.777291499995,50261.727865,3943.0494264999943
2026-01-03 02:00:00+00:00,4093.43099,6945.4846675,395.32,766.981625,218.69596,0.02375,668.8954995,3818.3872499999998,28208.7959525,2331.768424,12.990400000000001,22.91866,74.451,3330.8854525,589.7816674999999,51478.81129850001,0.0,3689.4065250000003,45158.39268,51478.81129850001,48847.799204999996,2631.012093500016
2026-01-03 03:00:00+00:00,4113.750765,6954.9545825000005,395.42,746.0665225,220.79971,0.03375,663.65625,3586.965,28860.3267275,2117.9919330000002,4.0065,22.91866,74.451,3317.50763,573.7175,51652.5665305,0.0,4756.4752,45221.3322875,51652.5665305,49977.8074875,1674.7590429999982
2026-01-03 04:00:00+00:00,4147.03689,7157.7964999999995,395.35333249999996,756.828755,237.12896,0.026000000000000002,667.72375,3369.201,28867.213737500002,2257.050046,14.0003,22.91866,74.451,3324.911115,595.574165,51887.214211000006,0.0,5869.088275,45778.1548875,51887.214211000006,51647.2431625,239.97104850000323
2026-01-03 05:00:00+00:00,4227.386815,7935.48274975,395.35333249999996,756.9614225,254.21371,0.02775,660.46624975,3186.8675,29011.568425,2278.9881459999997,56.762950000000004,22.91866,74.451,3427.739455,599.7166649999999,52888.9048305,0.0,4404.665225,46650.03894,52888.9048305,51054.704164999996,1834.2006655000077
2026-01-03 06:00:00+00:00,4346.167265,8448.55241475,395.455,752.29267,273.96221,0.03775,657.9927495,2759.087,28166.358314999998,2439.9711565,119.48507500000001,22.91866,74.451,3795.769745,589.7183325,52842.21934325,0.0,2708.0742250000003,49049.671135,52842.21934325,51757.74536,1084.4739832499981
2026-01-03 07:00:00+00:00,4452.266115,8934.481749999999,395.4533325,767.354405,293.62846,211.411,655.3102495,2347.65675,27770.591365,2449.89184975,61.5654,22.91866,74.451,4567.290835,568.0116625,53572.28283425,0.0,382.373575,51781.01147,53572.28283425,52163.385044999995,1408.8977892500043
2026-01-03 08:00:00+00:00,4446.28064,9314.57149975,395.3883325,794.8575125,311.96421,1489.7485000000001,670.6945000000001,2247.34,27152.3928325,2414.52149275,23.788425,22.91866,74.451,4985.73529,590.4558325,54935.1087275,186.126975,0.0,55058.2712175,55121.2357025,55058.2712175,62.96448500000406
2026-01-03 09:00:00+00:00,4396.43999,9331.7794975,395.451665,830.18766,303.39221,3543.3035,674.212,3606.41075,26867.784895,2531.1205099999997,17.373025,22.91866,74.451,5134.2825225,621.7850000000001,58350.892885,42.2268,0.0,57754.11526,58393.119685,57754.11526,639.0044249999992
2026-01-03 10:00:00+00:00,4377.42274,9339.54716725,395.355,859.04324,315.88896,6045.00825,690.83649975,4668.5067500000005,26493.4472425,2459.11706025,23.97475,22.91866,74.451,4943.7763325,629.1558325,61338.44948475,0.0,249.13502500000004,59919.1376325,61338.44948475,60168.272657500005,1170.1768272499976
2026-01-03 11:00:00+00:00,4324.756515,9217.071582249999,395.3866675,853.3943525,316.58271,7496.1355,685.6605,6080.7205,26484.29596,2418.36855275,37.57635,22.91866,74.451,4768.1294875,627.4174975000001,63802.865835000004,0.0,1155.480125,60496.6890175,63802.865835000004,61652.1691425,2150.6966925000015
2026-01-03 12:00:00+00:00,4311.36434,9230.90358225,395.42166499999996,835.3123,313.64471,7173.829,678.8574995,6959.559,26509.4248175,2415.09819125,46.514075000000005,22.91866,74.451,4744.2403525,618.02417,64329.563362999994,0.0,1416.459775,58869.9550225,64329.563362999994,60286.4147975,4043.1485654999924
2026-01-03 13:00:00+00:00,4324.49279,9397.82483225,395.35333249999996,824.794555,312.93846,5014.37625,674.4615,6939.42125,26447.199515,2409.4079635,31.43595,22.91866,74.451,5042.099145,608.2666675,62519.44187075001,0.0,871.5533,57902.363105,62519.44187075001,58773.916404999996,3745.525465750012
2026-01-03 14:00:00+00:00,4357.19629,9815.481,395.4233325,805.291515,316.60896,1916.98525,670.7655,7040.48975,26155.02945,2720.33453325,60.523925000000006,22.91866,74.451,5864.2396725,590.4883325,60806.22717075001,489.485275,0.0,58204.8638925,61295.71244575001,58204.8638925,3090.8485532500126
2026-01-03 15:00:00+00:00,4467.9148399999995,9986.1746675,395.35166749999996,800.76895,316.85645999999997,87.57,672.95775,7285.715749999999,27288.696035,2885.80271225,94.1639,22.91866,74.451,6607.46836,542.904165,61529.71491725,1560.1020749999998,0.0,59106.636565,63089.81699225,59106.636565,3983.1804272500012
2026-01-03 16:00:00+00:00,4560.12924,10155.202915,395.3866675,802.9244874999999,316.93071,0.05325,677.7802497499999,7638.0152499999995,28536.821825,3103.699047,54.357949999999995,22.91866,74.451,6596.48018,583.4433325,63518.59476425,2587.337625,0.0,61495.73502,66105.93238925,61495.73502,4610.197369249996
2026-01-03 17:00:00+00:00,4570.47949,10066.8838325,395.32,791.5976,316.53246,0.053,680.00775,7013.908,30660.011997499998,3117.5888215,58.919624999999996,22.91866,74.451,6473.4712375,608.145835,64850.28930900001,2608.1498,0.0,61429.5233025,67458.43910900001,61429.5233025,6028.915806500016
2026-01-03 18:00:00+00:00,4532.16849,9950.161002249999,395.435,797.6417624999999,316.77896,0.05025,670.73825,6094.16875,32960.5800525,3007.83891725,97.0019,22.91866,74.451,6043.050875,612.277495,65575.26136450001,915.7716,0.0,60381.7257025,66491.03296450002,60381.7257025,6109.307262000017
2026-01-03 19:00:00+00:00,4402.18854,9677.187667,395.501665,775.877265,316.53646,0.042749999999999996,666.619,5489.77975,31304.483705,2734.4179345,141.59404999999998,22.91866,74.451,5475.6688525,620.4533349999999,62097.720634,523.584625,0.0,57141.18348,62621.305259,57141.18348,5480.121779000001
2026-01-03 20:00:00+00:00,4331.135565,9703.461335,395.4183325,777.8351299999999,316.71746,0.03225,671.7915,5245.11325,29643.54746,2613.570459,80.2289,22.91866,74.451,5577.103015,534.6491675,59987.97348400001,1185.8309,0.0,54419.99633,61173.80438400001,54419.99633,6753.808054000008
2026-01-03 21:00:00+00:00,4261.987015,9601.616334999999,395.451665,782.4714349999999,316.75171,0.043,670.29975,5074.132,28810.892105,2612.2120915,62.54875,22.91866,74.451,5757.42201,534.9975025,58978.195029,376.762375,0.0,53537.6931425,59354.957404,53537.6931425,5817.2642615
2026-01-03 22:00:00+00:00,4199.074264999999,9509.29917,395.385,772.868195,316.01521,0.02525,670.44925,4269.1635,28542.100834999997,2568.57592625,23.37225,22.91866,74.451,4649.5987975,540.14,56553.43730875,0.0,589.345775,51372.630825,56553.43730875,51961.9766,4591.460708749997
2026-01-03 23:00:00+00:00,4133.56044,9043.165915,396.289665,770.1866,314.97896000000003,0.0225,643.28025,3837.276,27707.8136225,2168.52754275,15.495175,22.91866,74.451,4535.8390975,536.875,54200.68042775,0.0,731.985225,47547.59679,54200.68042775,48279.582015,5921.098412749998
2026-01-04 00:00:00+00:00,4111.727989999999,8890.26475,396.09,757.48333,315.08020999999997,0.01975,652.14524975,3197.08325,26781.57239,2179.3107475,4.38725,22.91866,74.451,4570.649445,570.089165,52523.27318725001,0.0,1657.09405,45734.0984375,52523.27318725001,47391.1924875,5132.080699750011
2026-01-04 01:00:00+00:00,4106.865215,9296.689082500001,396.223335,767.967245,315.16796,0.02025,655.0849995,2897.32775,25782.766522500002,1981.69124025,4.58475,22.91866,74.451,4438.3680125,554.29,51294.416022250014,0.0,2280.47785,44335.2798725,51294.416022250014,46615.757722500006,4678.658299750008
2026-01-04 02:00:00+00:00,4062.5387650000002,9245.1705825,396.12333249999995,767.4066,315.33921,0.02325,657.93975,3829.06475,24440.79666,2000.52364675,4.2627749999999995,22.91866,74.451,4611.0125800000005,549.159165,50976.73072675001,0.0,3894.54105,44422.4956525,50976.73072675001,48317.0367025,2659.694024250006
2026-01-04 03:00:00+00:00,4012.380765,8848.9182925,396.12344499999995,762.66273,318.41921,0.02025,657.66025,3089.16025,23307.8061875,2006.4558737500001,6.179025,22.91866,74.451,4637.35178,587.73355,48728.24126874999,0.0,3495.614,44130.34347,48728.24126874999,47625.95747,1102.283798749988
2026-01-04 04:00:00+00:00,4029.55934,9200.682999749999,396.09,768.08327,318.57171,0.02175,649.73574975,2816.27075,22707.38411,2028.8049995000001,28.319575,22.91866,74.451,4841.1563125,596.905,48478.95522650001,0.0,2820.815925,43782.1646675,48478.95522650001,46602.980592500004,1875.9746340000056
2026-01-04 05:00:00+00:00,4103.069515,9319.838165000001,396.12333249999995,766.3719425,318.80171,0.03025,647.98725,2374.3289999999997,22457.935045,2034.95366225,26.15575,22.91866,74.451,4857.2125875,559.4066675,47959.58453725,0.0,2793.532325,43660.576775,47959.58453725,46454.1091,1505.4754372499956
2026-01-04 06:00:00+00:00,4226.57284,9553.50575,396.19,763.8516,318.64396,0.0605,633.79575,2281.59475,21421.56421,2037.5011935,21.1663,22.91866,74.451,5446.7453475,546.864165,47745.426026,0.0,874.9143250000001,45365.8186775,47745.426026,46240.7330025,1504.6930235000036
2026-01-04 07:00:00+00:00,4325.325515,9617.57966725,396.1899975,765.009875,318.79221,366.99199999999996,627.626,2021.8422500000001,21464.5056025,2015.4645087499998,24.06245,22.91866,74.451,6043.605154999999,639.2000025,48723.564893500006,0.0,794.690525,48166.4077725,48723.564893500006,48961.0982975,-237.53340399999433
2026-01-04 08:00:00+00:00,4334.692715,9648.8814875,396.12333249999995,797.410055,318.68296,2230.817,643.488,2088.5,21087.47577,1965.407661,25.050425,22.91866,74.451,6857.07769,639.434495,51130.411251000005,0.0,713.266325,51545.265799999994,51130.411251000005,52258.53212499999,-1128.1208739999856
2026-01-04 09:00:00+00:00,4364.80134,9671.7207495,396.12333249999995,829.6728049999999,318.01896,4698.7715,645.109,2096.3675000000003,21069.2466725,2126.511032,15.5041,22.91866,74.451,7610.1635375000005,679.012335,54618.392524,134.906275,0.0,54081.8854,54753.298799000004,54081.8854,671.4133990000046
2026-01-04 10:00:00+00:00,4358.44334,9711.627,396.22166749999997,844.1024600000001,317.65996,7216.02825,645.6344995,2044.446,20714.640875,2200.90103525,16.733275,22.91866,74.451,7596.4755,661.0843375,56821.367859750004,0.0,348.88849999999996,56620.44522,56821.367859750004,56969.33372,-147.9658602499985
2026-01-04 11:00:00+00:00,4296.31499,9736.62975,396.09,855.9219175000001,317.75896,8886.57,649.74999975,1960.26825,20183.5003325,2339.2949705,12.902375,22.91866,74.451,7898.019505,644.1179999999999,58274.50871025,0.0,411.909575,57018.865827500005,58274.50871025,57430.7754025,843.7333077499934
2026-01-04 12:00:00+00:00,4281.746115,9437.58408225,396.2733325,852.98382,318.29596,8350.95625,642.9165,2083.21675,19778.659874999998,2727.98062475,14.35305,22.91866,74.451,7993.923645000001,661.0046675,57637.264332,0.0,827.35245,56425.3630575,57637.264332,57252.7155075,384.5488245000015
2026-01-04 13:00:00+00:00,4282.30829,10468.88349725,396.12333249999995,827.8915549999999,318.44345999999996,5689.242,643.37149975,2131.53075,18919.19817,2876.7604659999997,21.382575,22.91866,74.451,8238.871885,655.912,55567.289140500005,0.0,28.91217500000002,55181.6943925,55567.289140500005,55210.6065675,356.6825730000055
2026-01-04 14:00:00+00:00,4367.4877400000005,11962.69182975,396.47916499999997,821.37402,318.70871,2305.482,643.71325,2294.9275,17749.97791,3566.98906175,24.3765,22.91866,74.451,8943.5898175,633.3071675,54126.4743315,180.704575,0.0,55476.66357,54307.178906500005,55476.66357,-1169.4846634999922
2026-01-04 15:00:00+00:00,4482.219015,13304.711080000001,396.22333249999997,796.41175,318.99796,154.44525000000002,650.5595,2736.24925,17519.5835325,4489.168568,68.7705,22.91866,74.451,9220.745525,638.72583,54874.18075300001,592.835425,0.0,56961.9780025,55467.016178000005,56961.9780025,-1494.9618244999947
2026-01-04 16:00:00+00:00,4562.034390000001,13565.10174675,396.125,787.8973425,319.12796000000003,0.09,646.86475,2763.16025,17588.031847500002,5064.774239,71.649575,22.91866,74.451,9318.1131825,646.0349975,55826.37494075001,2622.065775,0.0,59917.776665,58448.44071575001,59917.776665,-1469.3359492499876
