,Biomass,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Onshore,Fossil Hard coal,Hydro Water Reservoir,Geothermal,Other renewable,Fossil Brown coal/Lignite,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-01 00:00:00+00:00,169.41125,1103.9702499999999,0.0,11.5875,1849.22325,48.152,0.02123,15.0985,124.4515025,31.75375,9.507249999999999,0.486,13.709,99.35375,3476.7252325,0.0,0.0,4737.709,3476.7252325,4737.709,-1260.9837674999999
2026-01-01 01:00:00+00:00,168.68349999999998,995.7615000000001,0.0,11.60925,1848.84825,47.077,0.0109625,15.902000000000001,115.7591125,31.31925,9.5075,0.486,13.72975,98.801,3357.4950750000003,0.0,0.0,4574.24925,3357.4950750000003,4574.24925,-1216.7541749999996
2026-01-01 02:00:00+00:00,168.06225,772.5885,0.0,11.66575,1848.6465,47.294,0.0169725,15.34075,111.21161,32.202,9.51275,0.486,13.8015,99.08925,3129.9178325,0.0,0.0,4382.259749999999,3129.9178325,4382.259749999999,-1252.3419174999995
2026-01-01 03:00:00+00:00,168.5395,730.492,0.0,11.6735,1763.60825,46.41125,0.046155,14.75325,80.43893750000001,32.126,9.51225,0.486,13.766,98.68525,2970.538342500001,0.0,0.0,4342.6815,2970.538342500001,4342.6815,-1372.1431574999988
2026-01-01 04:00:00+00:00,168.79075,788.6585,0.0,11.623750000000001,1698.30025,46.71225,0.023865,16.05275,80.4581925,32.47275,9.502500000000001,0.486,14.14475,99.146,2966.3723075000003,0.0,0.0,4305.094,2966.3723075000003,4305.094,-1338.7216924999998
2026-01-01 05:00:00+00:00,168.70499999999998,786.8715,0.0,11.618,1699.81,47.716,0.01114,15.75525,77.19745499999999,30.12575,9.5175,0.486,14.56375,106.265,2968.6423449999998,0.0,0.0,4379.19525,2968.6423449999998,4379.19525,-1410.552905
2026-01-01 06:00:00+00:00,169.21525,759.9717499999999,0.0,11.559000000000001,1699.29775,48.1185,12.876725,15.157,70.993365,30.41525,9.50625,0.486,15.446750000000002,124.44775,2967.4913399999996,0.0,0.0,4477.163500000001,2967.4913399999996,4477.163500000001,-1509.672160000001
2026-01-01 07:00:00+00:00,163.953,702.8565000000001,0.0,11.52875,1699.3087500000001,52.388,151.676575,15.74825,36.124405,30.5185,9.504,0.486,14.93675,123.37975,3012.4092299999998,0.0,0.0,4581.11575,3012.4092299999998,4581.11575,-1568.7065200000002
2026-01-01 08:00:00+00:00,159.94325,776.44925,0.0,11.592,1699.749,60.832499999999996,435.933355,15.67975,18.7186775,30.78125,9.52125,0.486,13.80075,102.99325,3336.4802824999997,0.0,0.0,4753.09275,3336.4802824999997,4753.09275,-1416.6124675
2026-01-01 09:00:00+00:00,159.192,694.13525,0.0,11.40175,1700.62775,64.9215,882.0608925,14.234,15.797662500000001,30.455000000000002,9.5145,0.486,13.91175,98.48775,3695.225805,0.0,0.0,4773.687,3695.225805,4773.687,-1078.4611949999999
2026-01-01 10:00:00+00:00,159.27975,478.49125000000004,0.0,10.77825,1698.7425,65.9625,1181.857795,14.363,20.5742075,29.9595,9.51375,0.486,13.160499999999999,98.72225,3781.8912524999996,0.0,0.0,4519.35675,3781.8912524999996,4519.35675,-737.4654975000003
2026-01-01 11:00:00+00:00,161.35475,536.22475,0.0,11.14575,1699.36875,64.172,1492.1638699999999,14.83525,22.027697500000002,30.7055,9.51775,0.486,13.243,98.8955,4154.1405675,0.0,0.0,4287.8415,4154.1405675,4287.8415,-133.70093250000082
2026-01-01 12:00:00+00:00,163.06125,626.3340000000001,0.0,11.5125,1699.14525,59.2745,1482.9932825,15.0275,54.3419425,30.58275,9.51525,0.384,13.52275,98.773,4264.4679750000005,0.0,0.0,4279.4495,4264.4679750000005,4279.4495,-14.981524999999237
2026-01-01 13:00:00+00:00,164.732,784.4825000000001,0.0,11.5655,1698.6732499999998,70.47625,948.2338475,15.094,84.9033675,31.31375,9.5175,0.361,13.71475,103.1335,3936.201215,0.0,0.0,4591.7255,3936.201215,4591.7255,-655.5242849999995
2026-01-01 14:00:00+00:00,165.2495,1027.34275,0.0,11.552,1696.798,55.6265,225.68960249999998,16.2115,95.38605749999999,31.383499999999998,9.51225,0.361,15.5295,125.63425,3476.27641,0.0,0.0,4985.356,3476.27641,4985.356,-1509.0795899999998
2026-01-01 15:00:00+00:00,169.7155,1154.884,0.0,11.5475,1696.488,47.268,2.7467924999999997,15.69675,126.1394925,31.02825,9.51,0.361,14.96275,151.3,3431.6480350000006,0.0,0.0,5344.72425,3431.6480350000006,5344.72425,-1913.0762149999996
2026-01-01 16:00:00+00:00,170.67525,1090.8875,0.0,11.52525,1697.00275,48.18825,0.5825225,15.4015,154.6437175,30.94825,9.51875,0.361,15.381499999999999,168.4225,3413.5387400000004,0.0,0.0,5392.4565,3413.5387400000004,5392.4565,-1978.9177599999998
2026-01-01 17:00:00+00:00,170.40475,1134.90075,0.0,11.56475,1699.042,47.66175,1.1958625,15.292,168.4477175,31.1565,9.50825,0.361,15.27525,150.90324999999999,3455.71383,0.0,0.0,5389.181,3455.71383,5389.181,-1933.4671699999994
2026-01-01 18:00:00+00:00,170.4745,1110.431,0.0,11.57325,1699.952,47.2405,0.67924,16.7135,154.77522,30.909,9.519,0.361,14.34425,128.813,3395.7854599999996,0.0,0.0,5408.6825,3395.7854599999996,5408.6825,-2012.8970400000003
2026-01-01 19:00:00+00:00,170.36849999999998,1038.931,0.0,11.56325,1700.31825,47.64375,0.1478775,16.34875,124.1968725,30.5335,9.51925,0.361,13.90175,127.83500000000001,3291.6687500000003,0.0,0.0,5327.47625,3291.6687500000003,5327.47625,-2035.8074999999994
2026-01-01 20:00:00+00:00,170.562,977.04975,0.0,11.5405,1698.4795,64.14675,0.10552500000000001,15.08825,138.3366475,30.53575,9.519,0.48475,13.47775,114.63624999999999,3243.9624224999993,0.0,0.0,5289.74475,3243.9624224999993,5289.74475,-2045.7823275000005
2026-01-01 21:00:00+00:00,171.2845,965.5930000000001,0.0,11.63875,1699.4047500000001,58.8345,0.1515175,15.992750000000001,133.4564975,30.96575,9.51,0.496,13.4185,104.1975,3214.9440150000005,0.0,0.0,5109.79475,3214.9440150000005,5109.79475,-1894.8507349999995
2026-01-01 22:00:00+00:00,171.81375,747.83525,0.0,11.63925,1699.70425,51.633250000000004,0.0294675,15.4985,127.6735875,30.9845,9.50825,0.496,13.44125,103.764,2984.0213049999998,0.0,0.0,4839.07525,2984.0213049999998,4839.07525,-1855.053945
2026-01-01 23:00:00+00:00,164.55625,765.6625,0.0,11.498249999999999,1698.9705,56.556,0.079735,14.900500000000001,148.59852,30.30875,9.998000000000001,0.496,14.185,109.23775,3025.0477550000005,0.0,0.0,4475.50875,3025.0477550000005,4475.50875,-1450.4609949999995
2026-01-02 00:00:00+00:00,164.0005,632.87675,0.0,11.501,1697.36675,47.2985,0.088865,16.49775,100.8238425,30.4585,10.09825,0.496,14.3615,109.29425,2835.1624575,0.0,0.0,4249.87475,2835.1624575,4249.87475,-1414.7122924999999
2026-01-02 01:00:00+00:00,163.77,613.976,0.0,11.501999999999999,1697.0832500000001,46.17575,0.0618475,15.1955,72.420635,29.9585,10.11375,0.496,14.3305,108.584,2783.6677325,0.0,0.0,4160.17375,2783.6677325,4160.17375,-1376.5060174999999
2026-01-02 02:00:00+00:00,163.51274999999998,593.433,0.0,11.501999999999999,1697.6325,46.98275,0.07984250000000001,15.78725,40.91444,30.154,10.10225,0.496,14.28075,108.87049999999999,2733.7480324999997,0.0,0.0,4111.927,2733.7480324999997,4111.927,-1378.1789675
2026-01-02 03:00:00+00:00,163.3425,608.934,0.0,11.48875,1697.653,46.37225,0.0722775,15.1945,17.8073725,30.615000000000002,10.115,0.496,14.440750000000001,108.84925,2725.3806499999996,0.0,0.0,4164.70875,2725.3806499999996,4164.70875,-1439.3281000000002
2026-01-02 04:00:00+00:00,163.611,822.1655,0.0,11.44,1697.46125,46.1545,0.004045,15.722,16.38126,31.55025,10.12625,0.496,14.733,111.26875,2941.1138050000004,0.0,0.0,4340.880999999999,2941.1138050000004,4340.880999999999,-1399.767194999999
2026-01-02 05:00:00+00:00,165.52475,940.5305,0.0,11.453,1697.7205,47.76475,0.009635000000000001,15.18825,17.6308225,30.68825,10.12275,0.496,14.87,136.613,3088.6122074999994,0.0,0.0,4623.7505,3088.6122074999994,4623.7505,-1535.1382925000007
2026-01-02 06:00:00+00:00,165.853,995.38525,0.0,11.49125,1698.07225,52.66675,3.6196975,15.752,11.405455,30.61275,10.12025,0.496,16.91275,147.78225,3160.1696524999998,0.0,0.0,4897.04625,3160.1696524999998,4897.04625,-1736.8765975000006
2026-01-02 07:00:00+00:00,170.7045,1069.97725,0.0,11.3595,1698.7379999999998,50.424,81.20254249999999,15.888250000000001,11.7162825,30.05375,10.23775,0.496,15.6175,147.81225,3314.2275749999994,0.0,0.0,5221.322749999999,3314.2275749999994,5221.322749999999,-1907.095175
2026-01-02 08:00:00+00:00,171.40825,1131.7245,0.0,11.2305,1699.71275,72.4915,204.1839775,15.714500000000001,9.15109,30.648,10.33525,0.496,16.28375,146.9665,3520.3465675,0.0,0.0,5564.1235,3520.3465675,5564.1235,-2043.7769324999995
2026-01-02 09:00:00+00:00,171.5465,1074.74425,0.0,10.89575,1698.4872500000001,64.58449999999999,296.2247925,14.60375,27.058965,31.13225,10.3355,0.496,15.29125,119.19125,3534.592007500001,0.0,0.0,5792.13375,3534.592007500001,5792.13375,-2257.541742499999
2026-01-02 10:00:00+00:00,171.30425,1067.522,0.0,11.1985,1698.6655,73.58275,365.27619,15.146,31.9219675,31.16725,10.324,0.496,14.97275,108.9795,3600.5566575,0.0,0.0,5855.5525,3600.5566575,5855.5525,-2254.9958425
2026-01-02 11:00:00+00:00,171.39600000000002,1067.3435,0.0,11.242750000000001,1700.48125,72.17,340.19551,14.8515,13.814797500000001,31.6935,10.31575,0.496,15.14275,108.503,3557.6463075000006,0.0,0.0,5823.878,3557.6463075000006,5823.878,-2266.231692499999
2026-01-02 12:00:00+00:00,171.1375,1104.07,0.0,11.265,1699.301,67.588,241.863635,14.688749999999999,21.637225,30.1755,10.3235,0.496,15.828499999999998,108.02675,3496.4013600000003,0.0,0.0,5722.21275,3496.4013600000003,5722.21275,-2225.8113899999994
2026-01-02 13:00:00+00:00,171.5845,1096.45875,0.0,11.251,1699.425,66.018,129.7693425,15.0465,63.8737925,29.9195,10.31175,0.496,16.49425,126.578,3437.226385,0.0,0.0,5722.91975,3437.226385,5722.91975,-2285.693365
2026-01-02 14:00:00+00:00,171.60975,1084.8912500000001,0.0,11.33175,1700.1042499999999,60.37350000000001,25.755245,14.863,90.487365,30.73475,10.31875,0.496,16.88225,165.59875,3383.44661,0.0,0.0,5801.54,3383.44661,5801.54,-2418.09339
2026-01-02 15:00:00+00:00,171.8225,1192.79875,0.0,11.277000000000001,1700.20575,49.0345,0.3518825,14.937000000000001,101.669125,30.169,10.3145,0.496,16.981749999999998,177.334,3477.3917575,0.0,0.0,5925.443,3477.3917575,5925.443,-2448.0512425
2026-01-02 16:00:00+00:00,172.226,1205.28475,0.0,11.35825,1700.08975,48.276250000000005,1.12127,15.26,59.4924475,29.643,10.316,0.496,17.14125,178.69025,3449.3952175,0.0,0.0,5857.134,3449.3952175,5857.134,-2407.7387825
2026-01-02 17:00:00+00:00,171.09675,1205.59825,0.0,11.3665,1699.7952500000001,50.18725,0.3399575,16.518250000000002,27.055654999999998,30.442500000000003,10.31675,0.496,17.106749999999998,180.49075,3420.8106125,0.0,0.0,5765.69875,3420.8106125,5765.69875,-2344.8881374999996
2026-01-02 18:00:00+00:00,172.151,1196.1755,0.0,11.3125,1698.7525,48.4685,6.08516,16.545,66.3798425,30.502,10.31525,0.496,17.28875,177.676,3452.1480025000005,0.0,0.0,5690.22425,3452.1480025000005,5690.22425,-2238.0762474999997
2026-01-02 19:00:00+00:00,172.355,1172.2314999999999,0.0,11.3025,1697.91525,47.323750000000004,4.4655475000000004,16.2925,106.7879925,30.5215,10.3025,0.496,16.14275,171.8515,3457.9882900000002,0.0,0.0,5577.511,3457.9882900000002,5577.511,-2119.52271
2026-01-02 20:00:00+00:00,172.27675,1136.5175,0.0,11.33125,1697.72,48.01875,0.026325,15.94625,67.74886000000001,30.847,10.311,0.496,14.87475,122.12725,3328.2416850000004,0.0,0.0,5469.6075,3328.2416850000004,5469.6075,-2141.3658149999997
2026-01-02 21:00:00+00:00,172.40925,1081.69325,0.0,11.417,1697.46075,47.014250000000004,0.114595,15.891749999999998,33.719297499999996,31.28275,10.3065,0.496,14.344999999999999,108.5905,3224.740892499999,0.0,0.0,5227.22075,3224.740892499999,5227.22075,-2002.4798575000013
2026-01-02 22:00:00+00:00,172.676,968.32275,0.0,11.39875,1697.06225,46.424,0.1291025,15.14675,28.7545025,31.126,10.29825,0.496,13.7525,108.163,3103.749855,0.0,0.0,4956.77175,3103.749855,4956.77175,-1853.0218949999999
2026-01-02 23:00:00+00:00,173.26075,719.9535,0.0,11.20225,1697.948,47.179,0.0088725,15.76125,28.895445,30.95375,9.267,0.496,14.09675,108.20475,2857.2273175000005,0.0,0.0,4601.31625,2857.2273175000005,4601.31625,-1744.0889324999994
2026-01-03 00:00:00+00:00,172.443,794.11375,0.0,11.21325,1699.97125,47.479,0.1480875,15.55475,36.1927075,31.5595,9.1075,0.496,13.801,108.56275,2940.6425449999997,0.0,0.0,4365.30925,2940.6425449999997,4365.30925,-1424.6667050000005
2026-01-03 01:00:00+00:00,172.0805,810.22,0.0,11.21125,1701.464,46.6075,0.124295,15.3875,49.3882675,30.92575,9.09975,0.496,13.867750000000001,108.50274999999999,2969.3753125,0.0,0.0,4271.84425,2969.3753125,4271.84425,-1302.4689375000003
2026-01-03 02:00:00+00:00,170.108,798.36325,0.0,11.189,1701.6754999999998,47.0615,0.00264,15.2985,77.83096,30.1765,9.100249999999999,0.496,13.62,108.53925,2983.4613499999996,0.0,0.0,4182.5695,2983.4613499999996,4182.5695,-1199.10815
2026-01-03 03:00:00+00:00,170.262,757.32575,0.0,11.182,1701.11525,46.362,0.0007925,15.35125,106.02680000000001,31.287,9.10525,0.496,13.8575,108.488,2970.8595925000004,0.0,0.0,4227.266,2970.8595925000004,4227.266,-1256.4064074999992
2026-01-03 04:00:00+00:00,171.007,759.79175,0.0,11.21275,1700.94875,46.205,0.0005525,15.751249999999999,112.2302125,30.7435,9.108,0.496,14.426,108.57475,2980.4955150000005,0.0,0.0,4370.865,2980.4955150000005,4370.865,-1390.3694849999993
2026-01-03 05:00:00+00:00,170.79975,776.5242499999999,0.0,11.233,1701.88375,49.00425,0.00082,15.9115,101.59937,30.07875,9.094,0.496,14.8295,108.5275,2989.98244,0.0,0.0,4596.6925,2989.98244,4596.6925,-1606.7100599999999
2026-01-03 06:00:00+00:00,170.8745,737.27975,0.0,11.30775,1705.54825,50.2315,8.1154225,15.0095,124.88009,30.27825,9.1035,0.496,15.21125,108.62899999999999,2986.9647625000002,0.0,0.0,4864.28925,2986.9647625000002,4864.28925,-1877.3244874999996
2026-01-03 07:00:00+00:00,170.71325,773.01575,0.0,11.4115,1706.15725,50.755250000000004,145.351635,15.969,136.20304000000002,30.229,8.959,0.496,15.5255,109.48875,3174.274925,0.0,0.0,5125.10725,3174.274925,5125.10725,-1950.8323249999999
2026-01-03 08:00:00+00:00,170.96975,1103.75725,0.0,11.50025,1705.21825,57.2485,556.8003775,15.39475,81.748125,30.36375,8.881,0.496,15.63325,109.95224999999999,3867.9635025,0.0,0.0,5216.7955,3867.9635025,5216.7955,-1348.8319975000004
2026-01-03 09:00:00+00:00,170.86225,1049.98475,0.0,11.57725,1703.49925,63.4585,1210.011265,15.499,72.8505275,30.167,8.843250000000001,0.4835,14.83,109.8155,4461.8820425,0.0,0.0,5065.584,4461.8820425,5065.584,-603.7019574999995
2026-01-03 10:00:00+00:00,170.26600000000002,947.1202499999999,0.0,11.71075,1701.5345,66.03925,1738.206305,15.881250000000001,76.2145625,30.16375,8.7005,0.393,14.963000000000001,109.569,4890.7621175,0.0,0.0,4932.3695,4890.7621175,4932.3695,-41.6073824999994
2026-01-03 11:00:00+00:00,171.89475,974.807,0.0,11.71075,1699.59925,70.86675,1914.68538,15.3625,47.1167075,31.00725,8.72875,0.393,13.971,110.99875,5071.141837499999,0.0,0.0,4775.9315,5071.141837499999,4775.9315,295.2103374999997
2026-01-03 12:00:00+00:00,171.80975,971.7855,0.0,11.693000000000001,1698.41775,73.21075,1625.0817275,15.055250000000001,18.851765,29.95025,8.688,0.393,13.85675,109.69,4748.4834925000005,0.0,0.0,4804.447,4748.4834925000005,4804.447,-55.96350749999965
2026-01-03 13:00:00+00:00,171.767,1163.6077500000001,0.0,11.71325,1697.99825,79.4685,837.8594725,16.02475,34.409034999999996,30.245,8.69725,0.393,14.14525,128.32125,4194.649757500001,0.0,0.0,5152.13,4194.649757500001,5152.13,-957.4802424999989
2026-01-03 14:00:00+00:00,173.9105,1202.62325,0.0,11.695,1697.67775,56.089749999999995,168.516585,15.5215,44.8755825,30.22825,8.727,0.393,14.92775,174.2755,3599.4614174999997,0.0,0.0,5514.16175,3599.4614174999997,5514.16175,-1914.7003325000005
2026-01-03 15:00:00+00:00,173.7515,1149.8985,0.0,11.67675,1697.772,47.61175,10.230607500000001,16.0335,56.3513325,30.3705,8.7235,0.393,16.268250000000002,179.29899999999998,3398.3801900000003,0.0,0.0,5843.57425,3398.3801900000003,5843.57425,-2445.1940599999994
2026-01-03 16:00:00+00:00,172.96275,1220.95675,0.0,11.6085,1698.384,48.1745,3.36709,15.126,100.95065,30.646250000000002,8.71775,0.393,15.37675,179.719,3506.3829900000005,0.0,0.0,5872.29525,3506.3829900000005,5872.29525,-2365.9122599999996
2026-01-03 17:00:00+00:00,172.476,1260.45075,0.0,11.5685,1698.7182500000001,49.2,4.585954999999999,15.32,113.815185,30.63975,8.72025,0.393,16.71975,180.8005,3563.40789,0.0,0.0,5856.92425,3563.40789,5856.92425,-2293.51636
2026-01-03 18:00:00+00:00,171.40125,1212.96075,0.0,11.79975,1698.69975,47.307,6.1199375,15.6825,81.4775825,30.670749999999998,8.567250000000001,0.393,15.55275,180.83975,3481.47202,0.0,0.0,5859.42825,3481.47202,5859.42825,-2377.95623
2026-01-03 19:00:00+00:00,171.338,1251.55675,0.0,11.863,1698.47075,58.10475,2.3881650000000003,15.157499999999999,55.8153875,30.92475,8.52275,0.393,14.60825,179.91975,3499.0628025,0.0,0.0,5719.9845000000005,3499.0628025,5719.9845000000005,-2220.9216975000004
2026-01-03 20:00:00+00:00,171.60725,1172.80575,0.0,11.776250000000001,1698.291,47.411,0.10062499999999999,15.67875,42.5900475,30.64475,9.1015,0.393,14.0695,144.1345,3358.6039225,0.0,0.0,5640.336499999999,3358.6039225,5640.336499999999,-2281.7325774999995
2026-01-03 21:00:00+00:00,171.38725,1096.133,0.0,11.78975,1698.737,47.0955,0.06955499999999999,15.94875,24.8477675,30.79875,9.108,0.458,13.61425,138.68775,3258.6753225,0.0,0.0,5383.49475,3258.6753225,5383.49475,-2124.8194274999996
2026-01-03 22:00:00+00:00,171.04575,973.7565,0.0,11.82125,1699.1795,46.310249999999996,0.1277725,15.7375,13.520325,29.4135,9.11875,0.493,13.19775,114.771,3098.4928475,0.0,0.0,5105.401,3098.4928475,5105.401,-2006.9081524999997
2026-01-03 23:00:00+00:00,171.4235,923.657,0.0,12.1585,1699.0745,47.588,0.013885,14.8965,2.792155,31.339,9.620000000000001,0.493,13.4975,99.24625,3025.79979,0.0,0.0,4744.90975,3025.79979,4744.90975,-1719.1099599999998
2026-01-04 00:00:00+00:00,169.0375,841.10475,0.0,12.10825,1698.709,47.46075,0.0253225,15.27625,1.858925,30.99825,10.11625,0.493,13.19025,99.15125,2939.5297475,0.0,0.0,4515.225,2939.5297475,4515.225,-1575.6952525000002
2026-01-04 01:00:00+00:00,170.7785,860.07075,0.0,12.08175,1699.0230000000001,46.724000000000004,0.0121825,15.34675,25.341875,31.4215,10.11825,0.493,13.087250000000001,99.2635,2983.7623075000006,0.0,0.0,4411.46825,2983.7623075000006,4411.46825,-1427.7059424999993
2026-01-04 02:00:00+00:00,169.21925,877.34775,0.0,12.07,1698.6695,47.3735,0.0128875,15.725000000000001,31.9162475,30.281,10.5905,0.493,12.717500000000001,99.39775,3005.8138849999996,0.0,0.0,4321.62825,3005.8138849999996,4321.62825,-1315.8143650000002
2026-01-04 03:00:00+00:00,170.34025,843.9825000000001,0.0,12.10975,1697.99075,46.296,0.0355875,15.88575,71.38513,31.402250000000002,10.602,0.493,12.70075,98.86850000000001,3012.0922174999996,0.0,0.0,4348.64325,3012.0922174999996,4348.64325,-1336.5510325000005
2026-01-04 04:00:00+00:00,171.20250000000001,870.89775,0.0,12.166,1697.879,46.661,0.017595,15.474,80.08364,30.7105,10.60925,0.493,13.096,98.81575,3048.1059849999997,0.0,0.0,4437.80775,3048.1059849999997,4437.80775,-1389.7017650000003
2026-01-04 05:00:00+00:00,170.9615,879.141,0.0,12.1575,1697.40175,47.79925,0.0008324999999999999,14.74775,95.79539249999999,31.0315,10.6125,0.493,14.262,98.9865,3073.3904750000006,0.0,0.0,4647.3135,3073.3904750000006,4647.3135,-1573.9230249999996
2026-01-04 06:00:00+00:00,171.0505,933.13625,0.0,12.09275,1696.9325,48.99225,1.45804,15.477,88.2829225,30.87925,10.62325,0.493,13.812999999999999,98.73275000000001,3121.9634625,0.0,0.0,4947.29025,3121.9634625,4947.29025,-1825.3267875000001
2026-01-04 07:00:00+00:00,170.94525,978.0074999999999,0.0,12.088999999999999,1697.5885,51.560249999999996,72.11628999999999,15.3455,91.72071,29.467,10.619,0.493,14.98625,98.1075,3243.04575,0.0,0.0,5263.22325,3243.04575,5263.22325,-2020.1774999999998
2026-01-04 08:00:00+00:00,171.04749999999999,1063.5,0.0,11.927,1697.799,57.82875,307.83847,15.378499999999999,86.5742875,30.029,10.61625,0.493,15.284,99.03399999999999,3567.3497575,0.0,0.0,5559.983,3567.3497575,5559.983,-1992.6332425
2026-01-04 09:00:00+00:00,171.30675,1028.27425,0.0,11.9795,1697.3615,65.28975,850.8192,15.70875,85.0133525,30.46725,10.614,0.493,13.027750000000001,98.10475,4078.4598024999996,0.0,0.0,5523.20275,4078.4598024999996,5523.20275,-1444.7429475000008
2026-01-04 10:00:00+00:00,170.9575,956.2215,0.0,11.9225,1698.12725,68.35549999999999,1552.125075,15.0755,79.9210375,30.0735,10.6245,0.493,13.9535,98.291,4706.1413625000005,0.0,0.0,5203.12675,4706.1413625000005,5203.12675,-496.9853874999999
2026-01-04 11:00:00+00:00,170.90449999999998,710.93025,0.0,11.93425,1698.71375,63.72275,1847.7015725,15.3665,74.6332425,33.317,10.63775,0.493,12.5815,97.93375,4748.869815000001,0.0,0.0,4977.9662499999995,4748.869815000001,4977.9662499999995,-229.09643499999856
2026-01-04 12:00:00+00:00,170.85675,877.81,0.0,11.80575,1698.689,71.88725,1565.7408624999998,15.9185,64.4654575,31.1335,10.634,0.493,14.709,97.6465,4631.78957,0.0,0.0,4979.60075,4631.78957,4979.60075,-347.8111799999997
2026-01-04 13:00:00+00:00,172.0575,990.03575,0.0,11.95975,1698.92975,74.7295,870.9475525,14.56,41.4337975,31.0105,10.60525,0.419,16.0745,106.70224999999999,4039.4651,0.0,0.0,5268.97575,4039.4651,5268.97575,-1229.5106499999997
2026-01-04 14:00:00+00:00,172.32425,1143.9125,0.0,11.6385,1699.2645,60.123000000000005,168.944185,15.471250000000001,14.3867025,31.06575,10.617750000000001,0.378,14.297,158.74075,3501.1641375000004,0.0,0.0,5658.47675,3501.1641375000004,5658.47675,-2157.3126124999994
2026-01-04 15:00:00+00:00,171.777,1254.63375,0.0,11.9255,1698.8072499999998,48.465,1.6182725,15.92725,5.943045,30.230249999999998,10.62825,0.378,14.01525,181.135,3445.4838175000004,0.0,0.0,6050.3135,3445.4838175000004,6050.3135,-2604.8296824999998
2026-01-04 16:00:00+00:00,170.92675,1281.81925,0.0,11.944,1698.682,49.120999999999995,0.3064425,15.468,6.719075,30.85175,10.623750000000001,0.378,14.0375,182.49374999999998,3473.3712675,0.0,0.0,6126.0115000000005,3473.3712675,6126.0115000000005,-2652.6402325000004
2026-01-04 17:00:00+00:00,169.7165,1271.5459999999998,0.0,11.8795,1698.659,52.4785,1.51414,15.626,9.215805,31.026,10.61275,0.378,14.37675,186.04175,3473.070695,0.0,0.0,6148.975,3473.070695,6148.975,-2675.9043050000005
2026-01-04 18:00:00+00:00,168.981,1251.519,0.0,11.872,1698.4425,51.3155,0.047325,15.841999999999999,6.6753575000000005,30.683500000000002,10.6235,0.378,14.42575,185.309,3446.114432500001,0.0,0.0,6177.51875,3446.114432500001,6177.51875,-2731.4043174999993
2026-01-04 19:00:00+00:00,169.061,1278.4425,0.0,11.98575,1698.08925,47.772999999999996,0.0077525,15.82575,3.922575,30.677500000000002,10.623,0.44475,14.01525,183.18625,3464.0543275000005,0.0,0.0,6035.96125,3464.0543275000005,6035.96125,-2571.9069225
2026-01-04 20:00:00+00:00,168.663,1222.2895,0.0,11.95725,1698.3885,47.54925,0.003045,15.5995,12.842815,31.234499999999997,10.61975,0.524,15.2585,174.21375,3409.143359999999,0.0,0.0,5882.762500000001,3409.143359999999,5882.762500000001,-2473.6191400000016
2026-01-04 21:00:00+00:00,168.54375,1210.0065,0.0,11.963750000000001,1698.24125,47.173249999999996,0.0029325,15.70075,33.68097,32.008750000000006,10.6125,0.524,12.536999999999999,132.988,3373.9834024999996,0.0,0.0,5584.22075,3373.9834024999996,5584.22075,-2210.237347500001
2026-01-04 22:00:00+00:00,168.8215,1172.3339999999998,0.0,11.886,1697.9545,46.555,0.01933,15.956,20.12693,31.70475,10.1105,0.524,12.57675,112.09925,3300.66851,0.0,0.0,5278.289,3300.66851,5278.289,-1977.6204899999998
2026-01-04 23:00:00+00:00,168.80975,1086.47075,0.0,11.40325,1700.288,48.024,0.0124625,15.81775,6.2111125,31.918000000000003,9.8115,0.524,11.54,108.20075,3199.0313249999995,0.0,0.0,4936.63875,3199.0313249999995,4936.63875,-1737.6074250000006
2026-01-05 00:00:00+00:00,169.05599999999998,1104.18325,0.0,11.38925,1698.2875,48.4685,0.01316,14.9975,3.3289225,31.8935,9.8245,0.524,12.0665,99.59625,3203.6288325,0.0,0.0,4706.5095,3203.6288325,4706.5095,-1502.8806675
2026-01-05 01:00:00+00:00,168.48575,1237.9995,0.0,11.37925,1697.23775,46.503,0.03571,15.61525,3.74876,31.699749999999998,9.810500000000001,0.524,11.54,99.13875,3333.71797,0.0,0.0,4662.38975,3333.71797,4662.38975,-1328.6717800000001
2026-01-05 02:00:00+00:00,167.5,1359.53225,0.0,11.411999999999999,1697.52275,47.0075,0.0190775,14.85475,4.67559,31.823999999999998,9.82225,0.524,12.2975,98.378,3455.3696675000006,0.0,0.0,4646.737,3455.3696675000006,4646.737,-1191.3673324999995
2026-01-05 03:00:00+00:00,168.4205,1403.664,0.0,11.4515,1698.2725,46.54475,0.0116725,15.7405,5.6087225,32.3525,9.81175,0.524,11.6715,109.142,3513.2158949999994,0.0,0.0,4789.29875,3513.2158949999994,4789.29875,-1276.0828550000006
2026-01-05 04:00:00+00:00,168.84925,1552.01675,0.0,11.44475,1698.5462499999999,46.773,0.0150575,15.6975,4.6421375,31.69925,9.815,0.6245,10.74025,157.54125,3708.404945,0.0,0.0,5219.3475,3708.404945,5219.3475,-1510.9425549999996
2026-01-05 05:00:00+00:00,169.1675,1900.96375,0.0,11.41425,1699.6505,48.83525,0.0022875,15.29675,16.5609725,32.367000000000004,10.3005,0.644,14.3295,173.8365,4093.3687599999994,0.0,0.0,6053.3405,4093.3687599999994,6053.3405,-1959.9717400000009
