,Biomass,Fossil Gas,Hydro Run-of-river and poundage,Other,Solar,Waste,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-01 19:00:00+00:00,19.79,30.403209,38.98658875,36.1994575,0.0,67.358101,1597.0062349999998,1789.7435912499998,0.0,0.0,1475.998395,1789.7435912499998,1475.998395,313.7451962499997
2026-01-01 20:00:00+00:00,19.79,30.45047075,26.52302475,38.151520000000005,0.0,61.50619275,1516.869895,1693.29110325,0.0,108.63612075,1392.469085,1693.29110325,1501.1052057499999,192.18589750000024
2026-01-01 21:00:00+00:00,19.75570175,29.88309825,26.843667,42.162296,0.0,63.54821325,1509.65209,1691.84506625,0.0,439.13933149999997,1313.0463025,1691.84506625,1752.185634,-60.34056774999999
2026-01-01 22:00:00+00:00,19.739798999999998,30.186052,26.281540749999998,39.008075500000004,0.0,63.74844675,1474.4270225,1653.3909365,0.0,439.67024125,1251.0042825,1653.3909365,1690.67452375,-37.28358724999998
2026-01-01 23:00:00+00:00,19.788483749999997,29.756783,26.1863,39.563272749999996,0.0,67.69205775,1349.319185,1532.3060822500001,0.0,437.17147025,1185.01074,1532.3060822500001,1622.18221025,-89.87612799999988
2026-01-02 00:00:00+00:00,19.819999,30.36301275,26.72199725,46.272914,0.0,67.941779,1406.169445,1597.289147,0.0,431.12161375,1159.2252899999999,1597.289147,1590.34690375,6.942243250000047
2026-01-02 01:00:00+00:00,19.819999,28.5765195,25.11710275,37.112549,0.0,68.00431625,1170.8232524999999,1349.4537389999998,0.0,437.64470525,1121.3974275,1349.4537389999998,1559.04213275,-209.58839375000025
2026-01-02 02:00:00+00:00,19.819999,29.7757885,26.288231,36.83638825,0.0,65.87603725,1221.7308,1400.327244,0.0,433.60589725,1129.8178075,1400.327244,1563.42370475,-163.09646075
2026-01-02 03:00:00+00:00,19.819999,29.6974345,25.895461,36.38621225,0.0,66.8727215,1231.8633875,1410.5352157500001,0.0,219.7222015,1168.2332775,1410.5352157500001,1387.955479,22.579736750000166
2026-01-02 04:00:00+00:00,19.819999,30.4182165,26.812869,39.277778749999996,0.0,70.993696,1111.098585,1298.42114425,0.9963894999999999,0.0,1260.8447375,1299.41753375,1260.8447375,38.57279625000001
2026-01-02 05:00:00+00:00,19.819999,30.16546325,26.26568225,39.07595775,0.0,101.69090849999999,1209.2942600000001,1426.3122707500002,0.0,0.0,1386.4213275,1426.3122707500002,1386.4213275,39.89094325000019
2026-01-02 06:00:00+00:00,19.819999,30.303185,25.0559305,40.6984385,0.45177775,110.04928875,1204.5016449999998,1430.8802644999998,0.0,0.0,1485.3225925000002,1430.8802644999998,1485.3225925000002,-54.442328000000316
2026-01-02 07:00:00+00:00,19.76605675,30.5390545,24.7875935,40.420435,9.717676749999999,108.29194525,1258.3885725,1491.91133425,0.56625125,0.0,1566.1092724999999,1492.4775855,1566.1092724999999,-73.63168699999983
