,Biomass,Fossil Gas,Hydro Run-of-river and poundage,Nuclear,Solar,Wind Onshore,Fossil Hard coal,Hydro Water Reservoir,Fossil Brown coal/Lignite,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-01 00:00:00+00:00,46.0,1772.0,540.25,1225.5,0.0,354.75,0.0,408.0,531.0,4877.5,11.25,0.0,5513.75,4888.75,5513.75,-625.0
2026-01-01 01:00:00+00:00,46.5,1752.0,539.25,1225.75,0.0,287.5,0.0,349.0,534.25,4734.25,6.0,0.0,5360.5,4740.25,5360.5,-620.25
2026-01-01 02:00:00+00:00,46.5,1765.5,575.0,1225.0,0.0,164.0,0.0,368.0,539.0,4683.0,14.5,0.0,5277.75,4697.5,5277.75,-580.25
2026-01-01 03:00:00+00:00,46.5,1762.5,615.0,1223.75,0.0,109.5,0.0,379.5,530.5,4667.25,5.75,0.0,5285.75,4673.0,5285.75,-612.75
2026-01-01 04:00:00+00:00,47.0,1712.75,619.0,1224.25,0.0,144.25,0.0,448.5,534.0,4729.75,8.25,0.0,5287.0,4738.0,5287.0,-549.0
2026-01-01 05:00:00+00:00,45.0,1702.25,708.0,1225.0,0.0,269.0,0.0,396.75,508.5,4854.5,5.0,0.0,5209.75,4859.5,5209.75,-350.25
2026-01-01 06:00:00+00:00,45.25,1657.5,594.25,1226.25,60.0,624.75,0.0,385.5,496.5,5090.0,33.0,0.0,5106.75,5123.0,5106.75,16.25
2026-01-01 07:00:00+00:00,44.5,1648.0,570.0,1226.75,291.5,780.0,0.0,345.25,491.5,5397.5,53.75,0.0,4938.25,5451.25,4938.25,513.0
2026-01-01 08:00:00+00:00,44.75,1639.75,572.75,1227.25,542.75,759.0,0.0,327.75,503.25,5617.25,102.75,0.0,4732.5,5720.0,4732.5,987.5
2026-01-01 09:00:00+00:00,44.5,1612.0,588.0,1228.0,721.5,938.75,0.0,313.5,484.5,5930.75,19.5,0.0,4625.25,5950.25,4625.25,1325.0
2026-01-01 10:00:00+00:00,44.25,1561.75,488.25,1228.0,728.75,1343.5,0.0,212.25,466.5,6073.25,6.5,0.0,4678.75,6079.75,4678.75,1401.0
2026-01-01 11:00:00+00:00,44.5,1553.25,434.75,1226.25,695.25,1620.25,0.0,187.5,475.5,6237.25,5.5,0.0,4680.75,6242.75,4680.75,1562.0
2026-01-01 12:00:00+00:00,43.0,1572.0,436.75,1226.25,542.0,1704.75,0.0,192.5,486.5,6203.75,7.0,0.0,4844.75,6210.75,4844.75,1366.0
2026-01-01 13:00:00+00:00,43.25,1599.25,645.5,1226.0,314.75,1745.75,0.0,301.0,491.75,6367.25,50.25,0.0,5151.75,6417.5,5151.75,1265.75
2026-01-01 14:00:00+00:00,43.25,1690.75,691.0,1226.5,54.75,1711.5,0.0,311.0,525.75,6254.5,82.5,0.0,5645.25,6337.0,5645.25,691.75
2026-01-01 15:00:00+00:00,45.25,1694.0,991.5,1226.75,0.0,1821.0,0.0,350.0,511.25,6639.75,167.0,0.0,6172.5,6806.75,6172.5,634.25
2026-01-01 16:00:00+00:00,46.0,1692.5,949.25,1226.25,0.0,1881.0,0.0,304.5,510.5,6610.0,159.75,0.0,6276.5,6769.75,6276.5,493.25
2026-01-01 17:00:00+00:00,45.0,1693.25,909.25,1226.5,0.0,1908.25,0.0,262.75,511.5,6556.5,140.0,0.0,6252.0,6696.5,6252.0,444.5
2026-01-01 18:00:00+00:00,45.75,1685.0,1049.75,1226.25,0.0,1966.25,0.0,331.75,510.0,6814.75,25.25,0.0,6172.75,6840.0,6172.75,667.25
2026-01-01 19:00:00+00:00,45.75,1699.0,1040.25,1226.0,0.0,2014.25,0.0,300.5,513.25,6839.0,17.75,0.0,6030.0,6856.75,6030.0,826.75
2026-01-01 20:00:00+00:00,44.75,1701.5,833.25,1226.75,0.0,2114.5,0.0,219.75,512.5,6653.0,17.75,0.0,5775.5,6670.75,5775.5,895.25
2026-01-01 21:00:00+00:00,46.0,1702.75,761.75,1226.5,0.0,2173.5,0.0,166.75,508.75,6586.0,10.25,0.0,5522.0,6596.25,5522.0,1074.25
2026-01-01 22:00:00+00:00,45.75,1693.0,617.25,1226.75,0.0,2231.0,0.0,269.5,483.5,6566.75,5.0,0.0,5314.25,6571.75,5314.25,1257.5
2026-01-01 23:00:00+00:00,45.5,1708.5,604.5,1226.5,0.0,2052.0,0.0,233.5,503.0,6373.5,28.5,0.0,5157.0,6402.0,5157.0,1245.0
2026-01-02 00:00:00+00:00,46.25,1729.75,601.75,1227.0,0.0,2150.25,0.0,203.0,494.0,6452.0,20.25,0.0,5020.5,6472.25,5020.5,1451.75
2026-01-02 01:00:00+00:00,47.0,1725.0,420.5,1226.75,0.0,2103.25,0.0,179.75,492.5,6194.75,5.0,0.0,5002.75,6199.75,5002.75,1197.0
2026-01-02 02:00:00+00:00,46.0,1729.0,414.25,1226.5,0.0,1917.0,0.0,186.5,508.25,6027.5,56.0,0.0,4965.5,6083.5,4965.5,1118.0
2026-01-02 03:00:00+00:00,45.75,1731.75,441.5,1226.5,0.0,1924.25,0.0,219.5,496.5,6085.75,10.75,0.0,5060.5,6096.5,5060.5,1036.0
2026-01-02 04:00:00+00:00,45.25,1744.5,586.25,1226.75,0.0,1998.0,0.0,280.0,511.75,6392.5,5.25,0.0,5283.0,6397.75,5283.0,1114.75
2026-01-02 05:00:00+00:00,44.25,1752.5,528.5,1227.0,0.0,1722.0,0.0,397.0,527.0,6198.25,27.25,0.0,5380.25,6225.5,5380.25,845.25
2026-01-02 06:00:00+00:00,44.75,1787.75,630.0,1227.0,25.25,1734.5,0.0,409.0,527.75,6386.0,49.0,0.0,5654.5,6435.0,5654.5,780.5
2026-01-02 07:00:00+00:00,44.75,1773.5,715.75,1226.25,180.75,1818.0,0.0,399.25,516.75,6675.0,50.0,0.0,5844.25,6725.0,5844.25,880.75
2026-01-02 08:00:00+00:00,45.0,1745.25,692.5,1225.5,450.75,1727.25,0.0,298.5,517.75,6702.5,18.5,0.0,5766.75,6721.0,5766.75,954.25
2026-01-02 09:00:00+00:00,44.75,1745.0,672.5,1226.0,637.5,1458.25,0.0,284.25,532.75,6601.0,40.75,0.0,5663.75,6641.75,5663.75,978.0
2026-01-02 10:00:00+00:00,43.5,1759.25,717.75,1226.0,660.75,1326.0,0.0,263.25,548.25,6544.75,36.0,0.0,5672.0,6580.75,5672.0,908.75
2026-01-02 11:00:00+00:00,44.5,1690.25,556.5,1227.0,526.0,1420.5,0.0,395.25,530.0,6390.0,25.75,0.0,5814.0,6415.75,5814.0,601.75
2026-01-02 12:00:00+00:00,43.75,1712.0,595.5,1227.0,325.75,1434.0,0.0,530.75,520.75,6389.5,14.75,0.0,6068.0,6404.25,6068.0,336.25
2026-01-02 13:00:00+00:00,44.75,1770.75,653.0,1227.0,141.0,1387.25,0.0,651.5,514.25,6389.5,7.75,0.0,6207.25,6397.25,6207.25,190.0
2026-01-02 14:00:00+00:00,45.25,1748.75,691.25,1227.25,13.0,1697.75,0.0,447.5,511.25,6382.0,18.0,0.0,6447.0,6400.0,6447.0,-47.0
2026-01-02 15:00:00+00:00,46.25,1747.5,997.75,1228.0,0.0,1940.0,0.0,425.25,512.75,6897.5,127.25,0.0,6860.5,7024.75,6860.5,164.25
2026-01-02 16:00:00+00:00,46.5,1740.75,979.25,1227.75,0.0,2098.5,0.0,464.25,532.25,7089.25,158.5,0.0,6837.75,7247.75,6837.75,410.0
2026-01-02 17:00:00+00:00,46.75,1717.75,999.75,1226.75,0.0,2172.25,0.0,460.5,506.5,7130.25,139.5,0.0,6738.0,7269.75,6738.0,531.75
2026-01-02 18:00:00+00:00,47.25,1745.25,1024.75,1226.25,0.0,2040.25,0.0,451.75,530.25,7065.75,89.75,0.0,6592.25,7155.5,6592.25,563.25
2026-01-02 19:00:00+00:00,47.25,1763.5,991.25,1226.0,0.0,1983.5,0.0,479.5,516.0,7007.0,41.5,0.0,6343.25,7048.5,6343.25,705.25
2026-01-02 20:00:00+00:00,46.25,1767.5,835.0,1226.25,0.0,1748.75,0.0,342.0,531.0,6496.75,72.5,0.0,5991.25,6569.25,5991.25,578.0
2026-01-02 21:00:00+00:00,44.25,1772.25,813.25,1227.25,0.0,1726.25,0.0,301.25,533.0,6417.5,20.25,0.0,5669.75,6437.75,5669.75,768.0
2026-01-02 22:00:00+00:00,44.0,1735.75,640.25,1227.0,0.0,1834.0,0.0,391.0,513.5,6385.5,5.0,0.0,5489.25,6390.5,5489.25,901.25
2026-01-02 23:00:00+00:00,44.0,1709.25,466.5,1227.5,0.0,1972.75,0.0,379.0,494.0,6293.0,5.0,0.0,5280.75,6298.0,5280.75,1017.25
2026-01-03 00:00:00+00:00,43.5,1655.25,443.5,1216.75,0.0,2119.25,0.0,386.5,489.25,6354.0,5.0,0.0,5140.0,6359.0,5140.0,1219.0
2026-01-03 01:00:00+00:00,42.5,1651.25,424.5,1227.75,0.0,2171.0,0.0,387.25,505.0,6409.25,6.25,0.0,5048.5,6415.5,5048.5,1367.0
2026-01-03 02:00:00+00:00,43.75,1646.25,425.5,1228.0,0.0,2238.25,0.0,386.75,519.25,6487.75,5.0,0.0,5063.0,6492.75,5063.0,1429.75
2026-01-03 03:00:00+00:00,44.0,1687.0,429.5,1228.25,0.0,2201.25,0.0,389.0,589.5,6568.5,5.0,0.0,5130.0,6573.5,5130.0,1443.5
2026-01-03 04:00:00+00:00,45.25,1718.25,413.5,1228.25,0.0,2016.5,0.0,437.0,635.5,6494.25,54.75,0.0,5321.0,6549.0,5321.0,1228.0
2026-01-03 05:00:00+00:00,44.75,1752.5,550.0,1228.25,0.0,1771.5,0.0,413.25,676.25,6436.5,16.0,0.0,5559.5,6452.5,5559.5,893.0
2026-01-03 06:00:00+00:00,43.75,1702.25,679.25,1228.0,24.5,1891.25,0.0,289.75,648.5,6507.25,5.5,0.0,5807.0,6512.75,5807.0,705.75
2026-01-03 07:00:00+00:00,43.75,1709.25,674.0,1228.0,134.75,1912.5,0.0,311.25,500.25,6513.75,65.5,0.0,6121.0,6579.25,6121.0,458.25
2026-01-03 08:00:00+00:00,43.0,1755.25,751.5,1228.25,238.75,1953.5,0.0,390.75,526.0,6887.0,88.5,0.0,6327.0,6975.5,6327.0,648.5
2026-01-03 09:00:00+00:00,43.75,1706.5,680.5,1228.0,350.75,2002.75,0.0,318.0,496.25,6826.5,6.75,0.0,6375.0,6833.25,6375.0,458.25
2026-01-03 10:00:00+00:00,44.0,1709.0,650.5,1222.75,335.0,1897.75,0.0,282.75,489.5,6631.25,14.25,0.0,6319.0,6645.5,6319.0,326.5
2026-01-03 11:00:00+00:00,44.0,1737.5,644.0,1228.0,303.5,1487.0,0.0,605.75,524.25,6574.0,31.5,0.0,6285.5,6605.5,6285.5,320.0
2026-01-03 12:00:00+00:00,43.0,1723.25,662.0,1228.0,285.0,1504.25,0.0,616.25,512.75,6574.5,10.25,0.0,6270.0,6584.75,6270.0,314.75
2026-01-03 13:00:00+00:00,43.75,1731.75,534.25,1228.0,150.25,1310.5,0.0,518.75,519.75,6037.0,106.0,0.0,6377.5,6143.0,6377.5,-234.5
2026-01-03 14:00:00+00:00,43.75,1770.0,586.0,1228.0,24.25,1090.0,0.0,602.0,530.75,5874.75,13.5,0.0,6693.75,5888.25,6693.75,-805.5
2026-01-03 15:00:00+00:00,46.5,1762.75,794.5,1228.0,0.0,1106.5,0.0,626.25,520.5,6085.0,147.75,0.0,7148.75,6232.75,7148.75,-916.0
2026-01-03 16:00:00+00:00,49.25,1713.75,988.0,1228.0,0.0,1132.75,0.0,410.5,484.5,6006.75,121.75,0.0,7216.0,6128.5,7216.0,-1087.5
2026-01-03 17:00:00+00:00,52.5,1741.75,1004.5,1226.75,0.0,815.75,0.0,467.25,499.75,5808.25,79.25,0.0,7093.5,5887.5,7093.5,-1206.0
2026-01-03 18:00:00+00:00,51.75,1678.5,988.0,1226.5,0.0,697.75,0.0,457.0,482.0,5581.5,61.0,0.0,6939.0,5642.5,6939.0,-1296.5
2026-01-03 19:00:00+00:00,51.0,1683.5,968.25,1226.75,0.0,582.75,0.0,462.25,489.25,5463.75,5.25,0.0,6626.5,5469.0,6626.5,-1157.5
2026-01-03 20:00:00+00:00,51.5,1687.5,856.0,1216.5,0.0,456.0,0.0,272.5,490.25,5030.25,7.0,0.0,6139.75,5037.25,6139.75,-1102.5
2026-01-03 21:00:00+00:00,50.25,1660.5,795.5,1227.0,0.0,325.5,0.0,215.25,490.0,4764.0,6.5,0.0,5796.75,4770.5,5796.75,-1026.25
2026-01-03 22:00:00+00:00,49.75,1723.0,626.25,1226.25,0.0,169.25,0.0,339.5,489.75,4623.75,5.0,0.0,5491.0,4628.75,5491.0,-862.25
2026-01-03 23:00:00+00:00,50.0,1718.5,483.25,1225.25,0.0,80.5,0.0,425.75,494.5,4477.75,18.5,0.0,5333.5,4496.25,5333.5,-837.25
2026-01-04 00:00:00+00:00,50.5,1715.75,470.0,1224.75,0.0,92.0,0.0,424.25,494.5,4471.75,7.25,0.0,5207.5,4479.0,5207.5,-728.5
2026-01-04 01:00:00+00:00,50.5,1716.5,450.0,1226.5,0.0,172.0,0.0,426.25,495.5,4537.25,10.75,0.0,5142.25,4548.0,5142.25,-594.25
2026-01-04 02:00:00+00:00,50.5,1737.25,459.0,1227.75,0.0,445.75,0.0,450.75,523.0,4894.0,14.5,0.0,5118.0,4908.5,5118.0,-209.5
2026-01-04 03:00:00+00:00,50.25,1683.25,440.0,1228.0,0.0,934.75,0.0,390.25,472.5,5199.0,5.0,0.0,5216.75,5204.0,5216.75,-12.75
2026-01-04 04:00:00+00:00,50.0,1635.75,414.25,1228.25,0.0,1216.25,0.0,437.0,493.5,5475.0,12.25,0.0,5341.5,5487.25,5341.5,145.75
2026-01-04 05:00:00+00:00,49.0,1663.75,608.0,1228.5,0.0,1317.25,0.0,298.0,502.75,5667.25,30.0,0.0,5492.0,5697.25,5492.0,205.25
2026-01-04 06:00:00+00:00,50.0,1619.75,629.5,1228.0,1.5,1500.5,0.0,303.0,472.5,5804.75,30.75,0.0,5783.0,5835.5,5783.0,52.5
2026-01-04 07:00:00+00:00,50.0,1651.0,648.75,1219.25,29.5,1341.75,0.0,319.0,501.25,5760.5,86.25,0.0,6064.0,5846.75,6064.0,-217.25
2026-01-04 08:00:00+00:00,49.25,1673.75,678.5,1217.5,71.25,1131.0,0.0,284.25,515.75,5621.25,89.75,0.0,6215.75,5711.0,6215.75,-504.75
2026-01-04 09:00:00+00:00,49.5,1669.0,761.5,1227.75,135.25,768.75,0.0,196.25,508.0,5316.0,36.5,0.0,6255.25,5352.5,6255.25,-902.75
2026-01-04 10:00:00+00:00,48.5,1682.0,782.75,1226.75,157.25,410.75,0.0,273.0,538.0,5119.0,115.75,0.0,6266.5,5234.75,6266.5,-1031.75
2026-01-04 11:00:00+00:00,49.75,1645.25,614.25,1227.5,147.75,314.25,0.0,553.75,532.0,5084.5,11.0,0.0,6329.25,5095.5,6329.25,-1233.75
2026-01-04 12:00:00+00:00,49.0,1640.5,621.5,1214.5,118.25,412.0,0.0,573.0,529.5,5158.25,5.0,0.0,6283.0,5163.25,6283.0,-1119.75
2026-01-04 13:00:00+00:00,49.25,1632.75,555.25,1214.0,53.25,624.25,0.0,538.0,529.0,5195.75,5.5,0.0,6292.5,5201.25,6292.5,-1091.25
2026-01-04 14:00:00+00:00,49.75,1600.75,538.0,1214.0,4.25,732.0,0.0,546.5,500.5,5185.75,6.75,0.0,6523.0,5192.5,6523.0,-1330.5
2026-01-04 15:00:00+00:00,50.0,1611.5,717.0,1217.0,0.0,757.5,0.0,607.75,502.5,5463.25,183.75,0.0,6881.0,5647.0,6881.0,-1234.0
2026-01-04 16:00:00+00:00,50.0,1623.0,892.25,1224.25,0.0,689.25,0.0,573.75,488.75,5541.25,210.5,0.0,6915.75,5751.75,6915.75,-1164.0
2026-01-04 17:00:00+00:00,49.75,1621.75,981.5,1224.25,0.0,739.5,0.0,516.25,443.0,5576.0,144.0,0.0,6857.0,5720.0,6857.0,-1137.0
2026-01-04 18:00:00+00:00,50.0,1594.5,942.25,1227.75,0.0,881.0,0.0,519.5,431.5,5646.5,64.0,0.0,6734.25,5710.5,6734.25,-1023.75
2026-01-04 19:00:00+00:00,50.0,1531.25,958.5,1227.0,0.0,876.75,0.0,517.25,426.5,5587.25,9.0,0.0,6508.25,5596.25,6508.25,-912.0
2026-01-04 20:00:00+00:00,49.5,1596.5,862.75,1227.0,0.0,780.5,0.0,249.25,438.0,5203.5,56.75,0.0,6040.5,5260.25,6040.5,-780.25
2026-01-04 21:00:00+00:00,49.75,1611.75,765.25,1227.5,0.0,676.75,0.0,232.5,414.0,4977.5,11.5,0.0,5708.0,4989.0,5708.0,-719.0
2026-01-04 22:00:00+00:00,50.0,1606.5,620.5,1228.0,0.0,645.25,0.0,340.75,449.75,4940.75,8.5,0.0,5477.5,4949.25,5477.5,-528.25
2026-01-04 23:00:00+00:00,49.5,1572.75,483.0,1228.0,0.0,635.5,0.0,427.0,467.5,4863.25,5.0,0.0,5312.75,4868.25,5312.75,-444.5
2026-01-05 00:00:00+00:00,49.25,1535.0,394.25,1228.0,0.0,698.75,0.0,492.0,472.75,4870.0,8.25,0.0,5190.5,4878.25,5190.5,-312.25
2026-01-05 01:00:00+00:00,49.75,1532.75,370.0,1228.0,0.0,813.25,0.0,449.5,504.5,4947.75,15.25,0.0,5156.25,4963.0,5156.25,-193.25
2026-01-05 02:00:00+00:00,50.0,1557.0,375.5,1228.0,0.0,929.75,0.0,487.0,534.75,5162.0,7.0,0.0,5202.0,5169.0,5202.0,-33.0
2026-01-05 03:00:00+00:00,50.0,1599.75,389.25,1228.0,0.0,1053.75,0.0,497.75,561.0,5379.5,5.0,0.0,5400.25,5384.5,5400.25,-15.75
2026-01-05 04:00:00+00:00,50.0,1591.25,350.25,1228.25,0.0,1223.0,0.0,544.75,579.75,5567.25,5.25,0.0,5791.75,5572.5,5791.75,-219.25
2026-01-05 05:00:00+00:00,50.0,1576.5,692.75,1229.0,0.0,1329.25,0.0,551.5,607.25,6036.25,5.25,0.0,6251.5,6041.5,6251.5,-210.0
2026-01-05 06:00:00+00:00,49.25,1590.0,709.75,1228.5,3.5,1478.5,0.0,562.0,639.0,6260.5,45.0,0.0,6768.75,6305.5,6768.75,-463.25
2026-01-05 07:00:00+00:00,48.25,1615.75,753.75,1216.25,34.25,1604.5,0.0,550.5,679.25,6502.5,166.5,0.0,7263.25,6669.0,7263.25,-594.25
2026-01-05 08:00:00+00:00,48.75,1662.25,709.0,1223.25,71.75,1711.25,0.0,480.25,701.75,6608.25,237.0,0.0,7545.0,6845.25,7545.0,-699.75
2026-01-05 09:00:00+00:00,50.0,1691.0,695.75,1215.0,116.0,1657.5,0.0,499.25,707.75,6632.25,6.75,0.0,7648.0,6639.0,7648.0,-1009.0
2026-01-05 10:00:00+00:00,49.75,1691.75,698.75,1218.75,161.75,1609.25,0.0,495.0,677.75,6602.75,14.5,0.0,7653.75,6617.25,7653.75,-1036.5
2026-01-05 11:00:00+00:00,50.0,1690.0,643.0,1212.75,159.0,1600.75,0.0,595.0,553.5,6504.0,21.5,0.0,7718.0,6525.5,7718.0,-1192.5
2026-01-05 12:00:00+00:00,49.5,1692.75,629.0,1201.5,134.5,1511.0,0.0,651.25,537.0,6406.5,11.25,0.0,7646.25,6417.75,7646.25,-1228.5
2026-01-05 13:00:00+00:00,49.5,1692.75,655.5,1214.5,66.0,1402.0,0.0,581.5,660.75,6322.5,8.75,0.0,7571.5,6331.25,7571.5,-1240.25
2026-01-05 14:00:00+00:00,49.5,1702.75,615.25,1197.5,6.25,1293.5,0.0,642.0,690.5,6197.25,41.5,0.0,7650.5,6238.75,7650.5,-1411.75
2026-01-05 15:00:00+00:00,49.75,1708.0,725.5,1210.25,0.0,1139.0,0.0,685.5,691.0,6209.0,213.0,0.0,7914.5,6422.0,7914.5,-1492.5
2026-01-05 16:00:00+00:00,49.75,1719.75,966.25,1223.25,0.0,900.0,0.0,746.0,713.25,6318.25,258.75,0.0,7877.5,6577.0,7877.5,-1300.5
2026-01-05 17:00:00+00:00,48.25,1735.25,1032.25,1223.0,0.0,702.5,0.0,950.5,729.0,6420.75,69.75,0.0,7755.25,6490.5,7755.25,-1264.75
2026-01-05 18:00:00+00:00,47.5,1751.0,1041.0,1224.5,0.0,555.75,0.0,922.75,696.75,6239.25,1.0,0.0,7566.75,6240.25,7566.75,-1326.5
2026-01-05 19:00:00+00:00,47.5,1762.75,1024.75,1225.75,0.0,462.75,0.0,700.75,695.75,5920.0,4.75,0.0,7110.5,5924.75,7110.5,-1185.75
2026-01-05 20:00:00+00:00,46.5,1773.0,932.5,1226.25,0.0,507.5,0.0,655.5,702.5,5843.75,11.75,0.0,6610.5,5855.5,6610.5,-755.0
2026-01-05 21:00:00+00:00,48.25,1747.25,784.25,1227.75,0.0,611.75,0.0,364.0,678.75,5462.0,42.25,0.0,6110.25,5504.25,6110.25,-606.0
2026-01-05 22:00:00+00:00,48.75,1741.0,782.25,1228.0,0.0,764.75,0.0,304.5,758.0,5627.25,54.5,0.0,5779.0,5681.75,5779.0,-97.25
2026-01-05 23:00:00+00:00,48.25,1699.25,526.0,1228.0,0.0,886.0,0.0,402.5,706.0,5496.0,0.75,0.0,5657.0,5496.75,5657.0,-160.25
2026-01-06 00:00:00+00:00,49.0,1661.25,522.0,1228.0,0.0,1013.25,0.0,355.25,680.75,5509.5,0.0,0.0,5460.25,5509.5,5460.25,49.25
2026-01-06 01:00:00+00:00,49.75,1658.25,521.5,1228.0,0.0,1025.0,0.0,344.5,686.75,5513.75,0.0,0.0,5351.0,5513.75,5351.0,162.75
2026-01-06 02:00:00+00:00,49.0,1658.25,521.75,1228.0,0.0,1070.25,0.0,339.0,686.25,5552.5,0.0,0.0,5334.0,5552.5,5334.0,218.5
2026-01-06 03:00:00+00:00,49.5,1658.5,521.75,1228.0,0.0,1144.25,0.0,341.5,682.0,5625.5,7.25,0.0,5455.75,5632.75,5455.75,177.0
2026-01-06 04:00:00+00:00,49.25,1661.5,518.75,1228.5,0.0,1240.5,0.0,374.75,682.5,5755.75,0.0,0.0,5702.75,5755.75,5702.75,53.0
2026-01-06 05:00:00+00:00,49.25,1604.25,725.25,1227.25,0.0,1274.5,0.0,379.25,688.0,5947.75,2.25,0.0,5955.5,5950.0,5955.5,-5.5
2026-01-06 06:00:00+00:00,49.25,1613.25,773.25,1227.0,12.0,1191.0,0.0,468.0,708.0,6041.75,34.25,0.0,6225.5,6076.0,6225.5,-149.5
2026-01-06 07:00:00+00:00,49.0,1661.25,788.75,1227.25,79.75,1051.0,0.0,585.5,717.25,6159.75,119.5,0.0,6471.25,6279.25,6471.25,-192.0
2026-01-06 08:00:00+00:00,45.5,1688.5,906.5,1226.75,144.0,836.5,0.0,467.0,758.0,6072.75,113.5,0.0,6544.0,6186.25,6544.0,-357.75
2026-01-06 09:00:00+00:00,49.0,1709.5,852.0,1227.0,217.25,606.75,0.0,326.25,798.0,5785.75,98.0,0.0,6444.75,5883.75,6444.75,-561.0
2026-01-06 10:00:00+00:00,49.0,1736.75,853.0,1226.75,260.5,402.0,0.0,434.0,799.25,5761.25,70.75,0.0,6544.0,5832.0,6544.0,-712.0
2026-01-06 11:00:00+00:00,49.25,1755.75,792.5,1226.75,225.5,283.5,0.0,574.5,780.75,5688.5,3.0,0.0,6648.5,5691.5,6648.5,-957.0
2026-01-06 12:00:00+00:00,48.25,1768.0,760.25,1226.5,174.0,192.75,0.0,646.0,748.75,5564.5,1.25,0.0,6701.0,5565.75,6701.0,-1135.25
2026-01-06 13:00:00+00:00,48.0,1784.25,817.0,1226.25,84.0,145.0,0.0,719.75,778.75,5603.0,1.0,0.0,6615.0,5604.0,6615.0,-1011.0
2026-01-06 14:00:00+00:00,48.25,1789.0,817.25,1226.5,10.5,148.0,0.0,756.75,780.5,5576.75,2.75,0.0,6815.75,5579.5,6815.75,-1236.25
2026-01-06 15:00:00+00:00,49.0,1774.5,914.0,1227.0,0.0,215.75,0.0,801.5,788.25,5770.0,100.5,0.0,7211.0,5870.5,7211.0,-1340.5
2026-01-06 16:00:00+00:00,49.75,1768.0,944.5,1227.0,0.0,210.75,0.0,746.5,824.75,5771.25,168.0,0.0,7227.5,5939.25,7227.5,-1288.25
2026-01-06 17:00:00+00:00,49.75,1784.25,968.0,1226.75,0.0,284.75,0.0,825.25,771.5,5910.25,115.0,0.0,7165.25,6025.25,7165.25,-1140.0
2026-01-06 18:00:00+00:00,50.0,1723.75,879.5,1226.5,0.0,472.75,0.0,799.25,754.25,5906.0,51.0,0.0,7063.75,5957.0,7063.75,-1106.75
2026-01-06 19:00:00+00:00,50.25,1668.75,845.75,1226.25,0.0,689.25,0.0,612.0,716.0,5808.25,0.0,0.0,6723.5,5808.25,6723.5,-915.25
2026-01-06 20:00:00+00:00,50.0,1655.75,838.75,1226.75,0.0,870.75,0.0,396.5,698.25,5736.75,3.25,0.0,6180.75,5740.0,6180.75,-440.75
2026-01-06 21:00:00+00:00,50.0,1706.75,729.75,1227.0,0.0,723.5,0.0,221.75,722.0,5380.75,116.5,0.0,5817.75,5497.25,5817.75,-320.5
2026-01-06 22:00:00+00:00,52.75,1735.0,753.25,1226.75,0.0,560.5,0.0,214.75,719.0,5262.0,79.75,0.0,5514.75,5341.75,5514.75,-173.0
2026-01-06 23:00:00+00:00,52.75,1740.25,703.75,1227.0,0.0,417.75,0.0,211.75,748.5,5101.75,0.0,0.0,5397.0,5101.75,5397.0,-295.25
2026-01-07 00:00:00+00:00,51.75,1735.25,695.75,1226.75,0.0,394.5,0.0,212.75,743.5,5060.25,4.25,0.0,5321.75,5064.5,5321.75,-257.25
2026-01-07 01:00:00+00:00,52.5,1699.5,691.5,1226.75,0.0,515.75,0.0,197.25,680.25,5063.5,0.0,0.0,5232.25,5063.5,5232.25,-168.75
2026-01-07 02:00:00+00:00,52.5,1651.25,691.0,1221.5,0.0,616.75,0.0,196.75,650.25,5080.0,0.0,0.0,5233.0,5080.0,5233.0,-153.0
2026-01-07 03:00:00+00:00,52.25,1671.0,691.0,1227.25,0.0,622.0,0.0,206.5,645.0,5115.0,0.0,0.0,5353.75,5115.0,5353.75,-238.75
2026-01-07 04:00:00+00:00,52.25,1651.75,682.25,1227.25,0.0,695.0,0.0,208.75,663.25,5180.5,0.0,0.0,5643.75,5180.5,5643.75,-463.25
2026-01-07 05:00:00+00:00,50.75,1625.25,830.75,1227.75,0.0,717.0,0.0,219.25,681.25,5352.0,8.5,0.0,5921.75,5360.5,5921.75,-561.25
2026-01-07 06:00:00+00:00,51.0,1649.0,952.0,1228.0,8.25,731.5,0.0,272.25,690.75,5582.75,0.5,0.0,6233.5,5583.25,6233.5,-650.25
2026-01-07 07:00:00+00:00,51.75,1667.5,1004.0,1228.0,52.75,664.75,0.0,359.25,690.25,5718.25,135.5,0.0,6486.25,5853.75,6486.25,-632.5
2026-01-07 08:00:00+00:00,50.5,1718.5,1042.0,1226.75,109.0,480.5,0.0,351.25,742.25,5720.75,179.25,0.0,6624.75,5900.0,6624.75,-724.75
2026-01-07 09:00:00+00:00,52.0,1723.75,961.75,1226.25,151.25,317.25,0.0,429.5,772.25,5634.0,157.75,0.0,6659.5,5791.75,6659.5,-867.75
2026-01-07 10:00:00+00:00,51.25,1757.5,811.25,1226.5,171.5,252.0,0.0,420.75,751.5,5442.25,16.75,0.0,6688.25,5459.0,6688.25,-1229.25
2026-01-07 11:00:00+00:00,51.5,1747.75,785.25,1225.75,132.75,190.25,0.0,457.25,753.0,5343.5,1.0,0.0,6827.0,5344.5,6827.0,-1482.5
