,Fossil Gas,Hydro Run-of-river and poundage,Wind Onshore,Hydro Water Reservoir,Other renewable,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-02-25 09:00:00+00:00,139.76330675,195.182255,896.6163525,2495.335556,19.71540225,3746.6128725,0.0,0.0,2830.0675,3746.6128725,2830.0675,916.5453724999998
2026-02-25 10:00:00+00:00,139.96835925,198.942272,894.3705065,2096.14794225,20.89120075,3350.3202807499997,0.0,0.0,2910.24,3350.3202807499997,2910.24,440.08028074999993
2026-02-25 11:00:00+00:00,141.45154925,196.13420475,911.35099825,2078.0608285,21.003377,3348.0009577499995,0.0,0.0,2871.6800000000003,3348.0009577499995,2871.6800000000003,476.32095774999925
2026-02-25 12:00:00+00:00,141.41801275,192.05438375,934.048284,1905.044863,21.868236500000002,3194.43378,0.0,0.0,2887.04,3194.43378,2887.04,307.3937799999999
2026-02-25 13:00:00+00:00,140.9491435,188.2146675,964.7727205,1892.84565725,21.515944,3208.29813275,0.0,0.0,2894.3075,3208.29813275,2894.3075,313.99063275000026
2026-02-25 14:00:00+00:00,142.46367600000002,191.35080525,899.8988507500001,2212.0949145,20.5333845,3466.341631,0.0,0.0,2959.1975,3466.341631,2959.1975,507.14413099999956
2026-02-25 15:00:00+00:00,143.88250175,188.08200025,826.1269460000001,2503.36415725,18.35795425,3679.8135595000003,0.0,0.0,2930.975,3679.8135595000003,2930.975,748.8385595000004
2026-02-25 16:00:00+00:00,144.344631,197.1409495,750.0196435,2659.9506095,16.490634,3767.9464675,0.0,0.0,2919.66,3767.9464675,2919.66,848.2864675000001
2026-02-25 17:00:00+00:00,144.757951,205.28822375,711.3213635,2767.1845402500003,17.08732825,3845.6394067500005,0.0,0.0,2908.8625,3845.6394067500005,2908.8625,936.7769067500003
2026-02-25 18:00:00+00:00,145.26749025,200.5128675,694.44238025,2610.08384225,15.8546005,3666.16118075,0.0,0.0,2921.1025,3666.16118075,2921.1025,745.0586807499999
2026-02-25 19:00:00+00:00,145.12442,194.87545575,672.6370345,2417.80589,17.02848325,3447.4712835,0.0,0.0,2920.6525,3447.4712835,2920.6525,526.8187834999999
2026-02-25 20:00:00+00:00,145.02078875,192.73502125,658.29401375,2441.55056,19.035197750000002,3456.6355815,0.0,0.0,2888.6175,3456.6355815,2888.6175,568.0180815000003
2026-02-25 21:00:00+00:00,145.16399475,192.14047725,648.527109,2420.424871,20.89196525,3427.14841725,0.0,0.0,2830.8675,3427.14841725,2830.8675,596.2809172500001
2026-02-25 22:00:00+00:00,145.226026,192.9629655,628.338899,2272.449619,22.08379175,3261.06130125,0.0,0.0,2757.6949999999997,3261.06130125,2757.6949999999997,503.3663012500001
