,Biomass,Fossil Gas,Hydro Run-of-river and poundage,Other,Solar,Waste,Wind Onshore,Other renewable,Fossil Coal-derived gas,Fossil Oil shale,Fossil Peat,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-15 18:00:00+00:00,88.35,7.75,0.7,0.0,0.55,15.85,197.35,0.9,34.45,362.675,0.0,708.5749999999999,0.0,0.0,1351.5749999999998,708.5749999999999,1351.5749999999998,-642.9999999999999
2026-01-15 19:00:00+00:00,88.95,7.699999999999999,0.7,0.0,0.575,15.6,199.9,0.9,33.825,371.75,0.0,719.9,0.0,0.0,1303.2,719.9,1303.2,-583.3000000000001
2026-01-15 20:00:00+00:00,87.4,6.5,0.7,0.0,3.5,15.925,214.05,0.9,35.1,353.25,0.0,717.325,0.0,0.0,1221.7,717.325,1221.7,-504.375
2026-01-15 21:00:00+00:00,85.55,5.9,0.7,0.0,0.35,15.475,205.1,0.9,34.775,311.15,0.0,659.8999999999999,0.0,0.0,1167.375,659.8999999999999,1167.375,-507.47500000000014
2026-01-15 22:00:00+00:00,84.69999999999999,5.8,0.7,0.0,0.3,15.275,193.05,0.9,34.15,306.35,0.0,641.2249999999999,0.0,0.0,1135.4,641.2249999999999,1135.4,-494.1750000000002
2026-01-15 23:00:00+00:00,81.175,5.8,0.525,0.0,0.225,15.625,172.075,0.9,35.4,269.275,0.0,580.9999999999999,0.0,0.0,1129.225,580.9999999999999,1129.225,-548.225
2026-01-16 00:00:00+00:00,77.575,5.675,0.3,0.0,0.6000000000000001,16.125,170.225,0.9,35.175,258.125,0.0,564.7,0.0,0.0,1100.9,564.7,1100.9,-536.2
2026-01-16 01:00:00+00:00,78.925,5.525,0.3,0.0,0.55,16.2,150.15,0.9,34.8,254.15,0.0,541.5,0.0,0.0,1082.8,541.5,1082.8,-541.3
2026-01-16 02:00:00+00:00,82.525,5.45,0.3,0.0,1.475,16.1,157.875,0.9,34.275,262.52500000000003,0.0,561.425,0.0,0.0,1100.525,561.425,1100.525,-539.1000000000001
2026-01-16 03:00:00+00:00,83.325,5.35,0.3,0.0,0.425,16.375,159.275,0.9,32.675,273.35,0.0,571.975,0.0,0.0,1136.3,571.975,1136.3,-564.3249999999999
2026-01-16 04:00:00+00:00,80.925,5.75,0.325,0.0,0.47500000000000003,16.25,149.025,0.9,33.6,259.05,0.0,546.3,0.0,0.0,1240.7,546.3,1240.7,-694.4000000000001
2026-01-16 05:00:00+00:00,87.6,7.775,0.4,0.0,2.575,15.475,155.575,0.9,32.85,335.575,0.0,638.7249999999999,0.0,0.0,1298.0,638.7249999999999,1298.0,-659.2750000000001
2026-01-16 06:00:00+00:00,90.125,7.6,0.575,0.0,15.575,15.225,153.0,0.9,32.85,392.525,0.0,708.375,0.0,0.0,1345.05,708.375,1345.05,-636.675
2026-01-16 07:00:00+00:00,91.175,7.4,0.8,0.0,19.275,15.775,136.25,0.9,30.575,430.7,0.0,732.8499999999999,0.0,0.0,1349.3,732.8499999999999,1349.3,-616.45
2026-01-16 08:00:00+00:00,92.675,7.4,0.8,0.0,14.4,16.125,135.725,0.9,27.25,454.325,0.0,749.5999999999999,0.0,0.0,1394.475,749.5999999999999,1394.475,-644.875
2026-01-16 09:00:00+00:00,91.95,7.4,0.8,0.0,17.975,16.125,137.825,0.9,26.65,469.35,0.0,768.9749999999999,0.0,0.0,1406.275,768.9749999999999,1406.275,-637.3000000000002
2026-01-16 10:00:00+00:00,88.7,7.4,0.8,0.0,16.825,16.475,137.25,0.9,39.35,433.3,0.0,741.0,0.0,0.0,1448.3,741.0,1448.3,-707.3
2026-01-16 11:00:00+00:00,88.475,7.4,0.8,0.0,15.4,16.7,172.05,0.9,46.900000000000006,403.05,0.0,751.675,0.0,0.0,1449.6750000000002,751.675,1449.6750000000002,-698.0000000000002
2026-01-16 12:00:00+00:00,85.525,5.7,0.8,0.0,8.825,16.55,190.15,0.9,52.35,370.425,0.0,731.225,0.0,0.0,1430.575,731.225,1430.575,-699.35
2026-01-16 13:00:00+00:00,85.47500000000001,5.6,0.8,0.0,4.2,16.175,232.525,0.9,54.95,359.675,0.0,760.3,0.0,0.0,1425.425,760.3,1425.425,-665.125
2026-01-16 14:00:00+00:00,84.775,6.1,0.8,0.0,1.15,15.525,296.4,0.9,53.7,345.7,0.0,805.05,0.0,0.0,1460.575,805.05,1460.575,-655.5250000000001
2026-01-16 15:00:00+00:00,86.35,7.3,0.8,0.0,1.925,16.1,366.9,0.9,51.425,367.0,0.0,898.6999999999999,0.0,0.0,1455.925,898.6999999999999,1455.925,-557.225
2026-01-16 16:00:00+00:00,85.25,6.525,0.8,0.0,1.65,15.75,376.775,0.9,51.475,352.95,0.0,892.075,0.0,0.0,1431.475,892.075,1431.475,-539.3999999999999
2026-01-16 17:00:00+00:00,86.65,5.6,0.8,0.0,10.65,15.7,397.325,0.9,52.75,357.25,0.0,927.625,0.0,0.0,1328.525,927.625,1328.525,-400.9000000000001
2026-01-16 18:00:00+00:00,84.425,5.6,0.8,0.0,8.325,15.125,405.825,0.9,51.875,321.15,0.0,894.025,0.0,0.0,1318.5,894.025,1318.5,-424.475
2026-01-16 19:00:00+00:00,83.325,5.6,0.8,0.0,0.45,15.025,395.875,0.9,54.375,309.5,0.0,865.8499999999999,0.0,0.0,1324.225,865.8499999999999,1324.225,-458.375
2026-01-16 20:00:00+00:00,82.44999999999999,5.6,0.8,0.0,0.25,15.5,393.775,0.9,55.35,308.45,0.0,863.0749999999998,0.0,0.0,1299.125,863.0749999999998,1299.125,-436.0500000000002
2026-01-16 21:00:00+00:00,80.7,5.6,0.8,0.0,2.25,15.525,396.875,0.9,55.7,308.775,0.0,867.125,0.0,0.0,1235.3,867.125,1235.3,-368.17499999999995
2026-01-16 22:00:00+00:00,79.35,5.6,0.8,0.0,0.39999999999999997,14.65,433.25,0.9,56.6,307.3,0.0,898.8499999999999,0.0,0.0,1214.025,898.8499999999999,1214.025,-315.1750000000002
2026-01-16 23:00:00+00:00,80.0,5.6,0.8,0.0,1.75,15.075,453.875,0.9,56.6,305.875,0.0,920.475,0.0,0.0,1145.675,920.475,1145.675,-225.19999999999993
2026-01-17 00:00:00+00:00,80.0,5.6,0.8,0.0,0.975,15.35,435.55,0.9,56.825,304.7,0.0,900.7,0.0,0.0,1145.5,900.7,1145.5,-244.79999999999995
2026-01-17 01:00:00+00:00,82.325,5.6,0.8,0.0,2.25,15.625,370.575,0.9,57.125,305.15,0.0,840.3499999999999,0.0,0.0,1175.4,840.3499999999999,1175.4,-335.0500000000002
2026-01-17 02:00:00+00:00,83.875,5.6,0.8,0.0,0.8,15.9,389.85,0.9,54.224999999999994,305.3,0.0,857.25,0.0,0.0,1126.15,857.25,1126.15,-268.9000000000001
2026-01-17 03:00:00+00:00,81.825,5.6,0.8,0.0,1.025,16.375,360.425,0.9,56.4,302.04999999999995,0.0,825.4,0.0,0.0,1112.125,825.4,1112.125,-286.725
2026-01-17 04:00:00+00:00,82.15,5.6,0.8,0.0,1.875,16.25,333.025,0.9,57.5,303.45,0.0,801.55,0.0,0.0,1125.725,801.55,1125.725,-324.17499999999995
2026-01-17 05:00:00+00:00,83.3,5.6,0.8,0.0,8.325,15.5,340.025,0.9,56.4,306.375,0.0,817.2249999999999,0.0,0.0,1153.675,817.2249999999999,1153.675,-336.45000000000005
2026-01-17 06:00:00+00:00,84.575,5.6,0.8,0.0,3.6,15.649999999999999,366.55,0.9,56.225,307.325,0.0,841.2249999999999,0.0,0.0,1206.625,841.2249999999999,1206.625,-365.4000000000001
2026-01-17 07:00:00+00:00,85.7,5.675,0.8,0.0,2.95,16.175,302.575,0.9,55.85,306.975,0.0,777.6,0.0,0.0,1278.225,777.6,1278.225,-500.6249999999999
2026-01-17 08:00:00+00:00,85.30000000000001,5.775,0.8,0.0,8.6,16.225,264.85,0.9,56.6,304.35,0.0,743.4000000000001,0.0,0.0,1316.1,743.4000000000001,1316.1,-572.6999999999998
2026-01-17 09:00:00+00:00,85.0,5.875,0.8,0.0,15.625,16.15,259.85,0.9,55.975,306.29999999999995,0.0,746.4749999999999,0.0,0.0,1305.125,746.4749999999999,1305.125,-558.6500000000001
2026-01-17 10:00:00+00:00,84.85,5.9,0.8,0.0,21.175,16.025,216.775,0.9,56.9,307.025,0.0,710.3499999999999,0.0,0.0,1288.875,710.3499999999999,1288.875,-578.5250000000001
2026-01-17 11:00:00+00:00,85.2,5.825,0.8,0.0,15.85,16.2,181.2,0.9,59.925,307.65,0.0,673.55,0.0,0.0,1278.575,673.55,1278.575,-605.0250000000001
2026-01-17 12:00:00+00:00,84.925,6.025,0.8,0.0,8.674999999999999,15.8,173.35,0.9,59.875,305.775,0.0,656.125,0.0,0.0,1277.075,656.125,1277.075,-620.95
2026-01-17 13:00:00+00:00,83.42500000000001,5.975,0.8,0.0,2.325,15.25,174.125,0.9,59.9,305.475,0.0,648.175,0.0,0.0,1302.475,648.175,1302.475,-654.3
2026-01-17 14:00:00+00:00,83.275,6.074999999999999,0.8,0.0,1.575,15.45,184.35,0.9,60.1,305.125,0.0,657.65,0.0,0.0,1294.125,657.65,1294.125,-636.475
2026-01-17 15:00:00+00:00,82.35,5.925,0.8,0.0,2.0,15.6,194.375,0.9,61.175,305.54999999999995,0.0,668.675,0.0,0.0,1311.95,668.675,1311.95,-643.2750000000001
2026-01-17 16:00:00+00:00,82.25,5.775,0.8,0.0,2.1,15.75,154.15,0.9,60.95,305.725,0.0,628.4,0.0,0.0,1260.525,628.4,1260.525,-632.1250000000001
2026-01-17 17:00:00+00:00,81.45,6.0,0.8,0.0,3.2,15.75,185.45,0.9,62.275,305.55,0.0,661.375,0.0,0.0,1242.475,661.375,1242.475,-581.0999999999999
2026-01-17 18:00:00+00:00,82.225,5.775,0.8,0.0,2.075,15.899999999999999,195.575,0.9,60.825,307.29999999999995,0.0,671.375,0.0,0.0,1286.575,671.375,1286.575,-615.2
2026-01-17 19:00:00+00:00,82.925,5.375,0.8,0.0,1.775,15.149999999999999,162.175,0.9,62.650000000000006,306.325,0.0,638.075,0.0,0.0,1205.125,638.075,1205.125,-567.05
2026-01-17 20:00:00+00:00,83.15,5.0,0.8,0.0,1.875,14.725,133.7,0.9,63.375,305.0,0.0,608.525,0.0,0.0,1164.9,608.525,1164.9,-556.3750000000001
2026-01-17 21:00:00+00:00,82.225,5.125,0.8,0.0,1.975,15.0,100.8,0.9,63.6,303.625,0.0,574.05,0.0,0.0,1109.325,574.05,1109.325,-535.2750000000001
2026-01-17 22:00:00+00:00,82.125,5.3,0.8,0.0,1.2000000000000002,14.9,78.55,0.9,61.875,306.425,0.0,552.075,0.0,0.0,1073.25,552.075,1073.25,-521.175
2026-01-17 23:00:00+00:00,83.69999999999999,5.3,0.8,0.0,1.1,14.950000000000001,59.199999999999996,0.9,62.525,319.3,0.0,547.775,0.0,0.0,1060.15,547.775,1060.15,-512.3750000000001
2026-01-18 00:00:00+00:00,82.075,5.3,0.8,0.0,0.9,14.9,67.975,0.9,64.35,321.4,0.0,558.5999999999999,0.0,0.0,1020.875,558.5999999999999,1020.875,-462.2750000000001
2026-01-18 01:00:00+00:00,83.8,5.45,0.8,0.0,0.7,15.425,76.425,0.9,64.925,320.35,0.0,568.7750000000001,0.0,0.0,1042.25,568.7750000000001,1042.25,-473.4749999999999
2026-01-18 02:00:00+00:00,88.575,5.8,0.8,0.0,1.025,15.9,92.325,0.9,64.4,321.25,0.0,590.975,0.0,0.0,1027.3,590.975,1027.3,-436.32499999999993
2026-01-18 03:00:00+00:00,87.075,5.8,0.7,0.0,0.95,16.05,86.9,0.9,65.45,322.175,0.0,586.0,0.0,0.0,1037.925,586.0,1037.925,-451.92499999999995
2026-01-18 04:00:00+00:00,87.125,5.8,0.7,0.0,4.4,16.4,109.5,0.9,64.925,323.3,0.0,613.05,0.0,0.0,1055.35,613.05,1055.35,-442.29999999999995
2026-01-18 05:00:00+00:00,86.7,5.75,0.7,0.0,1.475,16.475,86.225,0.9,62.55,320.55,0.0,581.325,0.0,0.0,1102.225,581.325,1102.225,-520.8999999999999
2026-01-18 06:00:00+00:00,86.975,5.85,0.7,0.0,5.475,16.25,79.60000000000001,0.9,60.9,323.35,0.0,580.0,0.0,0.0,1111.275,580.0,1111.275,-531.2750000000001
2026-01-18 07:00:00+00:00,86.475,5.925000000000001,0.7,0.0,3.075,16.725,67.4,0.9,63.625,323.4,0.0,568.225,0.0,0.0,1164.0,568.225,1164.0,-595.775
2026-01-18 08:00:00+00:00,86.25,5.8,0.7,0.0,9.424999999999999,16.6,38.475,0.9,62.849999999999994,325.325,0.0,546.325,0.0,0.0,1192.4,546.325,1192.4,-646.075
2026-01-18 09:00:00+00:00,85.4,5.725,0.7,0.0,11.075,16.575,46.4,0.9,62.85,324.3,0.0,553.925,0.0,0.0,1220.1,553.925,1220.1,-666.175
2026-01-18 10:00:00+00:00,85.19999999999999,5.625,0.7,0.0,11.4,16.7,49.425,0.9,63.975,323.675,0.0,557.6,0.0,0.0,1342.025,557.6,1342.025,-784.4250000000001
2026-01-18 11:00:00+00:00,89.05,5.725,0.7,0.0,14.149999999999999,16.75,44.675,0.9,64.475,352.25,0.0,588.675,0.0,0.0,1221.075,588.675,1221.075,-632.4000000000001
2026-01-18 12:00:00+00:00,88.875,7.3,0.7,0.0,9.5,16.775,23.4,0.9,66.15,364.775,0.0,578.375,0.0,0.0,1194.85,578.375,1194.85,-616.4749999999999
2026-01-18 13:00:00+00:00,81.975,7.3,0.7,0.0,4.9,16.4,13.25,0.9,65.1,382.225,0.0,572.75,0.0,0.0,1169.85,572.75,1169.85,-597.0999999999999
2026-01-18 14:00:00+00:00,80.8,7.3,0.7,0.0,4.4,15.925,12.15,0.9,63.975,368.875,0.0,555.025,0.0,0.0,1166.825,555.025,1166.825,-611.8000000000001
2026-01-18 15:00:00+00:00,79.45,7.3,0.7,0.0,3.125,16.5,11.75,0.9,64.45,367.85,0.0,552.0250000000001,0.0,0.0,1224.6,552.0250000000001,1224.6,-672.5749999999998
2026-01-18 16:00:00+00:00,81.575,5.675,0.7,0.0,1.05,17.025,19.425,0.9,64.825,363.6,0.0,554.7750000000001,0.0,0.0,1297.025,554.7750000000001,1297.025,-742.25
2026-01-18 17:00:00+00:00,84.225,5.6,0.7,0.0,1.325,16.5,32.525,0.9,63.45,376.725,0.0,581.95,0.0,0.0,1268.85,581.95,1268.85,-686.8999999999999
2026-01-18 18:00:00+00:00,83.55,5.6,0.7,0.0,1.125,16.65,41.575,0.9,62.65,371.375,0.0,584.125,0.0,0.0,1235.25,584.125,1235.25,-651.125
2026-01-18 19:00:00+00:00,80.075,5.6,0.7,0.0,6.1,16.35,38.9,0.9,63.2,370.375,0.0,582.2,0.0,0.0,1189.975,582.2,1189.975,-607.7749999999999
2026-01-18 20:00:00+00:00,77.3,5.6,0.7,0.0,0.675,16.425,32.15,0.9,63.875,342.85,0.0,540.475,0.0,0.0,1142.2,540.475,1142.2,-601.725
2026-01-18 21:00:00+00:00,75.35,5.6,0.7,0.0,0.625,15.5,29.075,0.9,64.725,322.82500000000005,0.0,515.3000000000001,0.0,0.0,1081.6,515.3000000000001,1081.6,-566.2999999999998
2026-01-18 22:00:00+00:00,77.45,5.075,0.7,0.0,0.3,14.925,30.525,0.9,62.599999999999994,323.07500000000005,0.0,515.5500000000001,0.0,0.0,1074.9,515.5500000000001,1074.9,-559.35
2026-01-18 23:00:00+00:00,81.05,5.0,0.7,0.0,1.4,15.525,28.725,0.9,63.075,322.7,0.0,519.075,0.0,0.0,1067.325,519.075,1067.325,-548.25
2026-01-19 00:00:00+00:00,78.95,5.0,0.7,0.0,0.675,15.825,30.3,0.9,62.3,321.95,0.0,516.6,0.0,0.0,1088.7,516.6,1088.7,-572.1
2026-01-19 01:00:00+00:00,76.85,5.0,0.7,0.0,0.25,15.975000000000001,39.3,0.9,61.35,322.025,0.0,522.3499999999999,0.0,0.0,1121.175,522.3499999999999,1121.175,-598.825
2026-01-19 02:00:00+00:00,81.175,5.0,0.7,0.0,0.35,15.899999999999999,32.775,0.9,62.25,322.075,0.0,521.125,0.0,0.0,1156.675,521.125,1156.675,-635.55
2026-01-19 03:00:00+00:00,79.4,5.0,0.7,0.0,2.475,15.85,24.85,0.9,60.45,321.5,0.0,511.125,0.0,0.0,1157.15,511.125,1157.15,-646.0250000000001
2026-01-19 04:00:00+00:00,79.6,5.375,0.7,0.0,2.75,16.0,16.075,0.9,59.65,323.675,0.0,504.725,0.0,0.0,1218.0,504.725,1218.0,-713.275
2026-01-19 05:00:00+00:00,82.375,6.0,0.7,0.0,1.975,15.625,6.325,0.9,59.625,348.725,0.0,522.25,0.0,0.0,1325.725,522.25,1325.725,-803.4749999999999
2026-01-19 06:00:00+00:00,88.35,6.95,0.7,0.0,0.625,15.2,4.4,0.9,59.025000000000006,359.3,0.0,535.45,0.0,0.0,1437.675,535.45,1437.675,-902.2249999999999
2026-01-19 07:00:00+00:00,89.975,7.8,0.7,0.0,2.225,15.5,2.675,0.9,57.05,380.45,0.0,557.275,0.0,0.0,1450.05,557.275,1450.05,-892.775
2026-01-19 08:00:00+00:00,89.8,7.775,0.7,0.0,10.225,15.575,2.725,0.9,58.825,382.325,0.0,568.85,0.0,0.0,1480.225,568.85,1480.225,-911.3749999999999
2026-01-19 09:00:00+00:00,92.14999999999999,7.8,0.7,0.0,14.175,15.9,3.225,0.9,59.25,406.875,0.0,600.975,0.0,0.0,1467.7,600.975,1467.7,-866.725
2026-01-19 10:00:00+00:00,88.2,7.8,0.7,0.0,16.275,15.8,2.025,0.9,60.824999999999996,407.2,0.0,599.725,0.0,0.0,1461.3,599.725,1461.3,-861.5749999999999
2026-01-19 11:00:00+00:00,86.4,7.8,0.7,0.0,18.1,15.85,1.25,0.9,59.55,413.55,0.0,604.1,0.0,0.0,1442.375,604.1,1442.375,-838.275
2026-01-19 12:00:00+00:00,87.925,7.8,0.7,0.0,14.4,15.75,1.4,0.9,59.725,408.675,0.0,597.275,0.0,0.0,1415.05,597.275,1415.05,-817.775
2026-01-19 13:00:00+00:00,88.475,7.8,0.7,0.0,10.475000000000001,15.9,1.925,0.9,61.85,411.525,0.0,599.55,0.0,0.0,1396.55,599.55,1396.55,-797.0
2026-01-19 14:00:00+00:00,90.6,7.8,0.7,0.0,4.1,16.125,0.725,0.9,61.975,419.375,0.0,602.3,0.0,0.0,1411.675,602.3,1411.675,-809.375
2026-01-19 15:00:00+00:00,89.275,7.7,0.7,0.0,5.75,16.4,0.875,0.9,61.075,409.35,0.0,592.0250000000001,0.0,0.0,1423.075,592.0250000000001,1423.075,-831.05
2026-01-19 16:00:00+00:00,90.425,7.7,0.7,0.0,4.25,16.3,0.725,0.9,61.075,418.55,0.0,600.625,0.0,0.0,1382.625,600.625,1382.625,-782.0
2026-01-19 17:00:00+00:00,88.65,7.65,0.7,0.0,1.225,15.525,0.75,0.9,61.975,413.775,0.0,591.15,0.0,0.0,1408.625,591.15,1408.625,-817.475
2026-01-19 18:00:00+00:00,88.1,7.25,0.7,0.0,4.85,14.875,0.7,0.9,61.925,402.575,0.0,581.875,0.0,0.0,1346.85,581.875,1346.85,-764.9749999999999
2026-01-19 19:00:00+00:00,87.075,7.2,0.7,0.0,5.55,14.625,0.825,0.9,62.95,394.75,0.0,574.575,0.0,0.0,1299.9,574.575,1299.9,-725.325
2026-01-19 20:00:00+00:00,85.975,6.85,0.725,0.0,1.075,14.3,1.225,0.9,63.925,379.425,0.0,554.4,0.0,0.0,1250.875,554.4,1250.875,-696.475
2026-01-19 21:00:00+00:00,84.6,5.5,0.8,0.0,0.7,13.775,1.6,0.9,63.4,385.425,0.0,556.7,0.0,0.0,1174.425,556.7,1174.425,-617.7249999999999
2026-01-19 22:00:00+00:00,84.75,5.5,0.75,0.0,4.675,14.125,1.825,0.9,60.1,380.65,0.0,553.275,0.0,0.0,1133.625,553.275,1133.625,-580.35
2026-01-19 23:00:00+00:00,89.25,5.5,0.7,0.0,3.3499999999999996,14.775,1.95,0.9,57.599999999999994,415.2,0.0,589.225,0.0,0.0,1128.2,589.225,1128.2,-538.975
2026-01-20 00:00:00+00:00,88.725,5.5,0.7,0.0,0.275,14.649999999999999,1.1,0.9,57.35,424.4,0.0,593.5999999999999,0.0,0.0,1140.6,593.5999999999999,1140.6,-547.0
2026-01-20 01:00:00+00:00,89.975,5.5,0.7,0.0,0.25,14.775,1.15,0.9,61.6,427.05,0.0,601.9000000000001,0.0,0.0,1156.625,601.9000000000001,1156.625,-554.7249999999999
2026-01-20 02:00:00+00:00,92.95,5.5,0.7,0.0,0.6,14.725000000000001,0.3,0.9,62.225,416.85,0.0,594.75,0.0,0.0,1176.0,594.75,1176.0,-581.25
2026-01-20 03:00:00+00:00,93.875,5.5,0.7,0.0,3.175,14.975,0.5,0.9,58.75,426.775,0.0,605.15,0.0,0.0,1163.075,605.15,1163.075,-557.9250000000001
2026-01-20 04:00:00+00:00,94.025,5.5,0.7,0.0,3.9,15.5,0.6499999999999999,0.9,58.9,430.05,0.0,610.125,0.0,0.0,1260.05,610.125,1260.05,-649.925
2026-01-20 05:00:00+00:00,94.4,6.35,0.7,0.0,6.875,16.175,0.625,0.9,59.7,432.725,0.0,618.45,0.0,0.0,1353.325,618.45,1353.325,-734.875
2026-01-20 06:00:00+00:00,94.65,7.2,0.7,0.0,5.675,16.425,0.625,0.9,61.625,444.025,0.0,631.825,0.0,0.0,1415.675,631.825,1415.675,-783.8499999999999
2026-01-20 07:00:00+00:00,93.375,7.2,0.7,0.0,7.7250000000000005,16.95,0.75,0.9,63.225,452.05,0.0,642.875,0.0,0.0,1505.75,642.875,1505.75,-862.875
2026-01-20 08:00:00+00:00,93.45,7.225,0.7,0.0,23.9,16.725,0.625,0.9,62.75,452.975,0.0,659.25,0.0,0.0,1461.375,659.25,1461.375,-802.125
2026-01-20 09:00:00+00:00,93.175,7.3,0.7,0.0,20.275,16.425,0.75,0.9,63.85,451.825,0.0,655.2,0.0,0.0,1491.15,655.2,1491.15,-835.95
2026-01-20 10:00:00+00:00,92.725,7.3,0.7,0.0,15.5,16.15,0.6,0.9,64.175,452.225,0.0,650.2750000000001,0.0,0.0,1562.725,650.2750000000001,1562.725,-912.4499999999998
2026-01-20 11:00:00+00:00,93.3,7.3,0.7,0.0,14.25,16.35,0.4,0.9,64.0,451.55,0.0,648.75,0.0,0.0,1514.7,648.75,1514.7,-865.95
2026-01-20 12:00:00+00:00,93.4,7.3,0.7,0.0,9.075,16.05,0.225,0.9,63.225,447.45,0.0,638.325,0.0,0.0,1452.175,638.325,1452.175,-813.8499999999999
2026-01-20 13:00:00+00:00,91.85,7.3,0.7,0.0,6.7,15.85,0.225,0.9,61.475,453.375,0.0,638.375,0.0,0.0,1445.475,638.375,1445.475,-807.0999999999999
2026-01-20 14:00:00+00:00,91.025,7.3,0.7,0.0,3.8,15.55,1.4,0.9,60.55,456.725,0.0,637.95,0.0,0.0,1426.0,637.95,1426.0,-788.05
2026-01-20 15:00:00+00:00,91.675,7.3,0.7,0.0,2.925,15.825,1.65,0.9,59.8,499.85,0.0,680.625,0.0,0.0,1399.3,680.625,1399.3,-718.675
2026-01-20 16:00:00+00:00,93.425,7.3,0.7,0.0,11.475,15.825,1.4,0.9,63.05,526.6,0.0,720.675,0.0,0.0,1329.9,720.675,1329.9,-609.2250000000001
2026-01-20 17:00:00+00:00,88.8,7.3,0.7,0.0,1.925,15.7,1.1,0.9,64.85,473.175,0.0,654.45,0.0,0.0,1383.525,654.45,1383.525,-729.075
2026-01-20 18:00:00+00:00,90.125,7.3,0.7,0.0,3.175,15.525,0.425,0.9,64.75,454.075,0.0,636.975,0.0,0.0,1373.925,636.975,1373.925,-736.9499999999999
2026-01-20 19:00:00+00:00,90.625,7.3,0.7,0.0,2.65,15.625,0.55,0.9,65.075,410.025,0.0,593.45,0.0,0.0,1337.125,593.45,1337.125,-743.675
2026-01-20 20:00:00+00:00,91.3,6.475,0.7,0.0,3.75,16.025,0.325,0.9,66.15,413.175,0.0,598.8,0.0,0.0,1273.85,598.8,1273.85,-675.05
2026-01-20 21:00:00+00:00,86.8,5.4,0.7,0.0,0.9249999999999999,15.275,1.425,0.9,66.55,350.7,0.0,528.675,0.0,0.0,1195.975,528.675,1195.975,-667.3
2026-01-20 22:00:00+00:00,89.025,5.225,0.7,0.0,1.025,15.475,0.275,0.9,66.125,368.3,0.0,547.05,0.0,0.0,1174.975,547.05,1174.975,-627.925
2026-01-20 23:00:00+00:00,85.775,5.025,0.7,0.0,5.85,15.7,0.75,0.9,67.2,331.675,0.0,513.575,0.0,0.0,1163.4,513.575,1163.4,-649.825
2026-01-21 00:00:00+00:00,84.65,5.0,0.7,0.0,7.074999999999999,15.8,1.375,0.9,67.4,338.42499999999995,0.0,521.325,0.0,0.0,1157.5,521.325,1157.5,-636.175
2026-01-21 01:00:00+00:00,86.025,5.0,0.7,0.0,1.25,15.875,1.65,0.9,65.85,326.475,0.0,503.725,0.0,0.0,1168.25,503.725,1168.25,-664.525
2026-01-21 02:00:00+00:00,88.25,5.0,0.7,0.0,0.8,16.025,2.225,0.9,65.825,317.0,0.0,496.725,0.0,0.0,1174.625,496.725,1174.625,-677.9
2026-01-21 03:00:00+00:00,89.6,5.075,0.525,0.0,0.75,16.125,5.1,0.825,66.475,340.325,0.0,524.8,0.0,0.0,1188.4,524.8,1188.4,-663.6000000000001
2026-01-21 04:00:00+00:00,91.375,5.375,0.3,0.0,1.4,16.1,8.875,0.0,66.325,375.425,0.0,565.175,0.0,0.0,1265.45,565.175,1265.45,-700.2750000000001
2026-01-21 05:00:00+00:00,94.975,7.2,0.3,0.0,8.05,15.725,10.35,0.0,66.05,422.79999999999995,0.0,625.4499999999999,0.0,0.0,1296.95,625.4499999999999,1296.95,-671.5000000000001
2026-01-21 06:00:00+00:00,95.5,7.15,0.3,0.0,14.275,15.6,9.85,0.35,65.025,429.775,0.0,637.825,0.0,0.0,1324.025,637.825,1324.025,-686.2
2026-01-21 07:00:00+00:00,93.725,4.225,0.325,0.0,15.799999999999999,16.3,9.5,0.9,65.175,429.625,0.0,635.575,0.0,0.0,1339.575,635.575,1339.575,-704.0
2026-01-21 08:00:00+00:00,93.8,6.9,0.4,0.0,12.025,16.55,12.025,0.9,67.025,429.375,0.0,639.0,0.0,0.0,1369.475,639.0,1369.475,-730.4749999999999
2026-01-21 09:00:00+00:00,93.7,7.4,0.4,0.0,12.25,16.625,17.2,0.9,67.3,431.6,0.0,647.375,0.0,0.0,1430.325,647.375,1430.325,-782.95
2026-01-21 10:00:00+00:00,94.2,7.45,0.4,0.0,13.5,16.775,22.675,0.9,64.65,458.1,0.0,678.6500000000001,0.0,0.0,1444.625,678.6500000000001,1444.625,-765.9749999999999
2026-01-21 11:00:00+00:00,94.3,7.4,0.775,0.0,11.3,16.9,15.1,0.9,64.0,472.775,0.0,683.45,0.0,0.0,1472.3,683.45,1472.3,-788.8499999999999
2026-01-21 12:00:00+00:00,95.45,7.375,0.8,0.0,4.425,17.15,17.35,0.9,63.675,524.025,0.0,731.15,0.0,0.0,1475.775,731.15,1475.775,-744.6250000000001
2026-01-21 13:00:00+00:00,93.025,7.3,0.8,0.0,3.375,15.399999999999999,30.875,0.9,63.525,508.95,0.0,724.15,0.0,0.0,1452.85,724.15,1452.85,-728.6999999999999
2026-01-21 14:00:00+00:00,93.80000000000001,7.3,0.8,0.0,5.95,16.375,38.525,0.9,45.75,527.6,0.0,737.0,0.0,0.0,1392.05,737.0,1392.05,-655.05
2026-01-21 15:00:00+00:00,92.75,7.3,0.8,0.0,8.075,16.8,49.725,0.9,45.275,528.225,0.0,749.85,0.0,0.0,1403.925,749.85,1403.925,-654.0749999999999
