,Biomass,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Onshore,Fossil Hard coal,Hydro Water Reservoir,Other renewable,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-01 00:00:00+00:00,297.245,311.70500000000004,1.49,76.99,3530.8375,15.2475,0.0,28.51,152.5825,114.3325,10.89,254.20499999999998,1676.9524999999999,0.0,6470.987500000001,0.0,0.0,5976.9425,6470.987500000001,5976.9425,494.045000000001
2026-01-01 01:00:00+00:00,294.695,311.52750000000003,1.49,75.875,3530.94,15.2375,0.0,28.645,137.985,112.83,10.855,254.1275,1655.2275,0.0,6429.4349999999995,0.0,0.0,5900.6125,6429.4349999999995,5900.6125,528.8224999999993
2026-01-01 02:00:00+00:00,295.02750000000003,306.935,1.49,76.5325,3530.255,15.24,0.0,28.625,128.96,108.2625,9.6475,253.87,1676.085,0.0,6430.929999999999,0.0,0.0,5748.952499999999,6430.929999999999,5748.952499999999,681.9775
2026-01-01 03:00:00+00:00,293.855,312.4175,1.49,78.31,3528.5975,14.559999999999999,0.0,28.715,137.2625,110.42,10.2125,254.865,1674.9425,0.0,6445.6475,0.0,0.0,5749.85,6445.6475,5749.85,695.7974999999997
2026-01-01 04:00:00+00:00,295.08500000000004,323.5825,1.495,79.8125,3530.09,13.915000000000001,0.0,28.7225,151.1925,109.925,10.155,255.2425,1583.105,0.0,6382.3225,0.0,0.0,5781.85,6382.3225,5781.85,600.4724999999999
2026-01-01 05:00:00+00:00,294.765,335.01,1.5,81.0175,3530.5825,12.255,0.0,28.785,157.81,106.61,9.4725,257.7075,1624.2375,0.0,6439.7525,0.0,0.0,5814.08,6439.7525,5814.08,625.6724999999997
2026-01-01 06:00:00+00:00,290.47749999999996,339.125,1.505,75.19,3531.1525,11.615,19.6825,28.759999999999998,167.41750000000002,108.2375,20.805,258.9225,1554.09,0.0,6406.98,0.0,93.735,5935.205,6406.98,6028.94,378.03999999999996
2026-01-01 07:00:00+00:00,291.3125,340.4275,1.51,78.69749999999999,3532.085,10.1225,42.1275,28.939999999999998,175.8175,108.5275,17.4875,261.43,1378.7150000000001,0.0,6267.200000000001,0.0,642.5225,6073.2825,6267.200000000001,6715.805,-448.60499999999956
2026-01-01 08:00:00+00:00,291.79999999999995,330.315,1.5075,79.03999999999999,3533.02,10.370000000000001,163.8525,28.825,173.26,106.505,18.305,260.6325,1387.0725,0.0,6384.505,0.0,1006.0975,6503.535,6384.505,7509.6325,-1125.1274999999996
2026-01-01 09:00:00+00:00,293.3575,332.5325,1.51,78.59,3533.98,10.0,369.04,25.9975,172.485,104.48,14.6525,261.5325,1425.6100000000001,0.0,6623.7675,0.0,1083.5925,6984.9625,6623.7675,8068.554999999999,-1444.7874999999995
2026-01-01 10:00:00+00:00,298.63,332.4325,1.51,78.2425,3533.94,10.057500000000001,551.88,29.255,164.0425,102.61250000000001,11.75,261.9075,1443.1399999999999,0.0,6819.4,0.0,1103.9325,7275.6925,6819.4,8379.625,-1560.2250000000004
2026-01-01 11:00:00+00:00,299.125,331.23249999999996,1.51,59.64,3533.54,9.8125,651.2525,29.46,184.9375,99.52000000000001,13.3875,261.865,1365.8525,0.0,6841.134999999999,0.0,1095.0625,7308.355,6841.134999999999,8403.4175,-1562.2825000000003
2026-01-01 12:00:00+00:00,296.845,323.48,1.5,53.635,3529.9325,12.315,517.17,28.2925,206.43,104.60249999999999,16.4075,258.445,1412.56,0.0,6761.615,0.0,995.12,7271.6725,6761.615,8266.7925,-1505.1774999999998
2026-01-01 13:00:00+00:00,299.2325,347.4425,1.51,52.47,3528.72,10.14,306.0025,28.79,226.59,110.14500000000001,16.5425,262.3575,1551.835,0.0,6741.7775,0.0,309.53249999999997,7070.93,6741.7775,7380.462500000001,-638.6850000000004
2026-01-01 14:00:00+00:00,301.1125,356.13,1.52,52.885,3530.0875,9.1425,92.8725,28.855,236.0825,110.27250000000001,16.697499999999998,264.04,1774.62,0.0,6774.317500000001,0.0,0.0,6970.1825,6774.317500000001,6970.1825,-195.86499999999887
2026-01-01 15:00:00+00:00,301.6,384.03499999999997,1.53,51.845,3530.86,7.6425,21.72,29.1625,242.45749999999998,109.5525,22.97,267.275,2036.8999999999999,0.0,7007.55,71.775,0.0,7107.8625,7079.325,7107.8625,-28.537500000000364
2026-01-01 16:00:00+00:00,301.1575,387.0025,1.53,49.894999999999996,3530.8075,7.5875,0.0,29.105,268.7425,107.4875,25.895,266.885,2073.06,0.0,7049.155000000001,246.315,0.0,7188.245,7295.47,7188.245,107.22500000000036
2026-01-01 17:00:00+00:00,302.4575,386.42499999999995,1.53,47.9925,3531.325,7.275,0.0,29.189999999999998,272.5025,111.8275,22.395,268.125,2039.1999999999998,0.0,7020.244999999999,70.145,0.0,7168.53,7090.389999999999,7168.53,-78.14000000000033
2026-01-01 18:00:00+00:00,304.31,379.33,1.53,46.8875,3532.1549999999997,8.502500000000001,0.0,28.7875,271.05,108.0825,21.72,266.5025,2029.0149999999999,0.0,6997.8724999999995,6.6325,0.0,7059.455,7004.504999999999,7059.455,-54.95000000000073
2026-01-01 19:00:00+00:00,304.135,373.34,1.525,51.042500000000004,3533.3,9.18,0.0,28.997500000000002,248.19,107.885,16.975,264.9075,2074.29,0.0,7013.767500000001,246.8175,0.0,6950.0175,7260.585000000001,6950.0175,310.567500000001
2026-01-01 20:00:00+00:00,303.845,362.95,1.5175,51.375,3532.25,10.49,0.0,28.7075,255.8425,110.64999999999999,14.7075,262.07,2014.52,0.0,6948.924999999999,9.1575,0.0,6626.63,6958.0824999999995,6626.63,331.4524999999994
2026-01-01 21:00:00+00:00,299.97749999999996,317.4525,1.5,50.425,3532.165,13.690000000000001,0.0,28.5125,254.2825,105.975,14.89,256.175,1767.1425,0.0,6642.1875,0.0,0.0,6453.2925,6642.1875,6453.2925,188.89500000000044
2026-01-01 22:00:00+00:00,298.14,307.7825,1.49,48.8875,3533.9725,14.255,0.0,28.1425,266.85249999999996,102.1725,17.445,254.5775,1563.57,0.0,6437.287499999999,0.0,0.0,6190.4,6437.287499999999,6190.4,246.88749999999982
2026-01-01 23:00:00+00:00,297.98,314.2875,1.49,66.18,3535.315,15.219999999999999,0.0,28.134999999999998,265.4275,101.435,55.894999999999996,253.06,1569.62,0.0,6504.045000000002,0.0,0.0,5949.7875,6504.045000000002,5949.7875,554.2575000000015
2026-01-02 00:00:00+00:00,299.935,314.8425,1.4875,77.5775,3532.9975,15.112499999999999,0.0,28.575,260.7475,101.0625,12.515,252.5225,1517.7,0.0,6415.075000000001,0.0,0.0,6017.2125,6415.075000000001,6017.2125,397.8625000000011
2026-01-02 01:00:00+00:00,299.7325,314.2425,1.4849999999999999,78.695,3531.3475,15.315000000000001,0.0,28.4225,269.5175,101.44500000000001,13.245000000000001,252.26749999999998,1533.945,0.0,6439.659999999998,0.0,84.58,5907.1375,6439.659999999998,5991.7175,447.9424999999983
2026-01-02 02:00:00+00:00,300.06,314.02750000000003,1.4875,78.83,3530.2525,15.15,0.0,28.4125,272.6325,102.755,12.120000000000001,252.52,1529.69,0.0,6437.9375,0.0,325.1725,5787.41,6437.9375,6112.5824999999995,325.3550000000005
2026-01-02 03:00:00+00:00,301.0425,323.03499999999997,1.49,76.5825,3529.6125,14.6325,0.0,28.23,267.9325,106.305,12.8975,253.285,1561.5275,0.0,6476.572499999999,0.0,341.5725,5874.675,6476.572499999999,6216.2475,260.3249999999989
2026-01-02 04:00:00+00:00,302.065,337.46500000000003,1.4975,75.32499999999999,3529.39,13.807500000000001,0.0,28.5575,266.82,108.61749999999999,13.3,255.04500000000002,1616.4375,0.0,6548.3275,0.0,70.935,6187.255,6548.3275,6258.1900000000005,290.1374999999998
2026-01-02 05:00:00+00:00,306.0425,376.52,1.52,76.22,3529.5699999999997,9.325,0.0,28.8275,268.485,105.575,13.2025,264.0475,2012.885,0.0,6992.219999999999,63.92,0.0,6571.0925,7056.139999999999,6571.0925,485.0474999999997
2026-01-02 06:00:00+00:00,308.4325,392.0825,1.53,83.5,3530.1,7.035,22.6625,28.835,264.8525,105.7225,22.1025,267.145,2240.5675,0.0,7274.5675,344.79,0.0,7026.265,7619.3575,7026.265,593.0924999999997
2026-01-02 07:00:00+00:00,308.745,395.69,1.54,68.02250000000001,3528.0775,6.4525,41.1625,28.12,262.95,110.735,36.045,268.4675,2330.2825000000003,0.0,7386.29,276.81,0.0,7395.57,7663.1,7395.57,267.53000000000065
2026-01-02 08:00:00+00:00,309.22749999999996,397.715,1.54,69.29249999999999,3528.975,5.8025,140.87,28.197499999999998,270.1525,111.9125,22.9425,269.9475,2392.395,0.0,7548.970000000001,110.6325,0.0,7835.8425,7659.602500000001,7835.8425,-176.23999999999887
2026-01-02 09:00:00+00:00,309.72,395.9225,1.54,73.44,3529.77,6.1075,291.3475,27.9925,257.005,114.2475,17.8775,269.36,2427.17,0.0,7721.5,102.5675,0.0,8223.96,7824.0675,8223.96,-399.892499999999
2026-01-02 10:00:00+00:00,308.025,386.6675,1.53,73.2375,3529.1125,7.295,401.7425,28.11,258.155,111.68,17.5675,267.96,2449.9075000000003,0.0,7840.990000000001,0.0,0.0,8404.585,7840.990000000001,8404.585,-563.5949999999984
2026-01-02 11:00:00+00:00,304.27750000000003,382.4075,1.53,76.41499999999999,3528.3075,7.845,426.2625,28.16,259.3075,112.38749999999999,19.6025,266.71,2492.355,0.0,7905.567499999999,0.0,0.0,8428.1475,7905.567499999999,8428.1475,-522.5799999999999
2026-01-02 12:00:00+00:00,305.1825,377.1325,1.53,76.86500000000001,3525.975,8.695,415.0725,28.055,276.5525,113.3375,19.585,266.0,2623.945,0.0,8037.9275,0.0,0.0,8469.4775,8037.9275,8469.4775,-431.5500000000011
2026-01-02 13:00:00+00:00,297.355,386.2825,1.54,77.6425,3524.3424999999997,7.45,305.1025,28.2125,281.0525,114.855,20.8325,267.895,2733.8225,0.0,8046.384999999998,236.01999999999998,0.0,8272.355,8282.404999999999,8272.355,10.049999999999272
2026-01-02 14:00:00+00:00,298.585,397.9425,1.54,75.425,3525.2875,7.3025,122.06,27.995,284.08,117.3125,77.1525,267.5475,2773.2125,0.0,7975.442499999999,336.78999999999996,0.0,8159.4400000000005,8312.232499999998,8159.4400000000005,152.79249999999774
2026-01-02 15:00:00+00:00,299.4975,412.8825,1.5425,71.3375,3528.3125,5.4125,22.4675,28.09,276.99,117.01249999999999,162.9325,270.1075,2869.9275,0.0,8066.5125,575.3824999999999,0.0,8184.845,8641.895,8184.845,457.0500000000002
2026-01-02 16:00:00+00:00,308.825,411.48,1.54,72.3275,3529.6525,5.645,0.0,28.1475,268.735,116.8375,109.9525,269.5425,2940.9,0.0,8063.584999999999,428.2925,0.0,8218.0375,8491.877499999999,8218.0375,273.8399999999983
2026-01-02 17:00:00+00:00,309.3,412.62,1.54,74.395,3529.51,5.54,0.0,27.975,257.34749999999997,117.6875,25.2225,270.6,2975.245,0.0,8006.9825,683.815,0.0,8121.2125,8690.7975,8121.2125,569.585000000001
2026-01-02 18:00:00+00:00,308.34000000000003,413.09749999999997,1.54,76.565,3529.08,6.515000000000001,0.0,27.945,248.175,117.2675,20.3375,268.975,2952.465,0.0,7970.3025,716.5825,0.0,7977.15,8686.885,7977.15,709.7350000000006
2026-01-02 19:00:00+00:00,308.71000000000004,397.2275,1.54,77.25,3528.5725,7.842499999999999,0.0,27.9,227.70749999999998,116.72749999999999,16.052500000000002,267.3925,2896.44,0.0,7873.362499999999,543.74,0.0,7691.295,8417.102499999999,7691.295,725.807499999999
2026-01-02 20:00:00+00:00,307.78,381.9225,1.53,79.475,3528.9875,8.8,0.0,27.865000000000002,245.4475,115.94,12.004999999999999,265.2825,2685.8599999999997,0.0,7660.8949999999995,270.2075,0.0,7441.165,7931.102499999999,7441.165,489.9374999999991
2026-01-02 21:00:00+00:00,302.545,348.9075,1.5125,79.24249999999999,3529.0275,12.5425,0.0,27.655,251.0425,104.22749999999999,11.9525,259.35249999999996,2528.9,0.0,7456.907499999999,0.0,0.0,7219.59,7456.907499999999,7219.59,237.3174999999992
2026-01-02 22:00:00+00:00,297.8975,320.495,1.51,77.9825,3529.955,14.68,0.0,27.4775,241.51749999999998,108.9,13.195,256.605,2363.315,0.0,7253.530000000001,0.0,0.055,6803.095,7253.530000000001,6803.150000000001,450.3800000000001
2026-01-02 23:00:00+00:00,298.645,324.7,1.5,82.24000000000001,3529.34,17.6075,0.0,36.21,248.42000000000002,114.895,11.61,255.7175,1909.76,0.0,6830.645,0.0,130.585,6403.2625,6830.645,6533.8475,296.7975000000006
2026-01-03 00:00:00+00:00,297.7575,322.925,1.5,83.995,3529.1325,17.740000000000002,0.0,36.39,268.055,114.19,11.4925,255.25,1861.0725,0.0,6799.500000000001,0.0,693.63,6260.9675,6799.500000000001,6954.5975,-155.09749999999894
2026-01-03 01:00:00+00:00,301.0625,327.9825,1.51,85.35249999999999,3529.1825,17.7475,0.0,36.51,278.4275,109.485,11.4925,256.2925,2200.2075,0.0,7155.2525000000005,0.0,1012.3875,6204.645,7155.2525000000005,7217.0325,-61.779999999999745
2026-01-03 02:00:00+00:00,300.0225,327.7025,1.51,85.6425,3531.2625,17.5925,0.0,36.595,263.03,101.34,11.1275,256.2825,2222.3225,0.0,7154.429999999999,0.0,1006.165,6219.8775,7154.429999999999,7226.0425,-71.61250000000018
2026-01-03 03:00:00+00:00,297.84749999999997,337.3775,1.505,85.0,3532.3625,16.405,0.0,36.6575,245.6675,103.38,10.235,256.97249999999997,1867.12,0.0,6790.529999999999,0.0,999.2325,6294.75,6790.529999999999,7293.9825,-503.45250000000124
2026-01-03 04:00:00+00:00,300.48,348.77750000000003,1.51,86.42500000000001,3530.8375,15.6575,0.0,36.53,241.4725,106.425,9.66,257.8825,1796.0675,0.0,6731.725,0.0,965.4925000000001,6420.385,6731.725,7385.8775000000005,-654.1525000000001
2026-01-03 05:00:00+00:00,302.19,371.865,1.52,82.5175,3533.02,8.7875,0.0,26.075,223.3975,111.34,9.34,264.155,1871.9,0.0,6806.1075,0.0,712.095,6580.6625,6806.1075,7292.757500000001,-486.65000000000055
2026-01-03 06:00:00+00:00,304.4275,383.35,1.53,77.4375,3532.0924999999997,7.155,21.015,26.27,225.9425,115.205,31.7775,267.445,2193.425,0.0,7187.0725,0.0,255.465,6944.1525,7187.0725,7199.6175,-12.545000000000073
2026-01-03 07:00:00+00:00,306.09000000000003,385.95,1.54,74.6575,3531.735,6.645,94.56,26.6125,229.3075,107.0725,75.77250000000001,268.77,2507.85,0.0,7616.562500000002,0.0,0.0,7235.6175,7616.562500000002,7235.6175,380.9450000000015
2026-01-03 08:00:00+00:00,306.5475,380.2575,1.53,74.685,3531.74,7.535,350.145,26.395,234.79,104.1325,111.395,267.585,2526.725,0.0,7923.4625000000015,0.0,0.0,7712.0675,7923.4625000000015,7712.0675,211.39500000000135
2026-01-03 09:00:00+00:00,305.87,379.78499999999997,1.53,80.3725,3530.3525,7.63,765.69,26.2925,243.2475,112.185,23.0475,267.19,2521.425,0.0,8264.6175,0.0,0.0,8140.765,8264.6175,8140.765,123.85249999999996
2026-01-03 10:00:00+00:00,306.0375,379.05499999999995,1.53,81.56,3531.59,7.6175,1031.395,26.4725,255.4125,115.065,12.0275,267.4925,2441.7025,0.0,8456.9575,0.0,0.0,8341.9825,8456.9575,8341.9825,114.97500000000036
2026-01-03 11:00:00+00:00,305.13,376.3775,1.53,81.97999999999999,3531.5925,8.0375,1006.995,26.295,250.02,111.5325,11.76,266.3875,2371.355,0.0,8348.992500000002,0.0,0.0,8324.1825,8348.992500000002,8324.1825,24.81000000000131
2026-01-03 12:00:00+00:00,305.0525,414.6175,1.53,82.2175,3532.9325,8.4925,823.6475,26.252499999999998,219.8675,111.3375,11.815,265.5975,2380.77,0.0,8184.129999999999,9.6675,0.0,8297.63,8193.797499999999,8297.63,-103.83250000000044
2026-01-03 13:00:00+00:00,306.0475,488.405,1.53,81.2975,3532.1925,8.2375,510.28,26.377499999999998,227.6375,113.2175,13.6175,265.8625,2471.1949999999997,0.0,8045.897499999999,49.995,0.0,8129.255,8095.892499999999,8129.255,-33.36250000000109
2026-01-03 14:00:00+00:00,306.4175,587.63,1.54,75.365,3534.1925,7.795,160.4375,26.5125,206.155,114.9375,107.8325,266.53999999999996,2537.5950000000003,0.0,7932.950000000001,370.36249999999995,0.0,7935.915,8303.3125,7935.915,367.39750000000004
2026-01-03 15:00:00+00:00,308.83,1120.7125,1.55,75.7025,3534.255,6.62,23.225,26.6425,198.3375,114.7475,168.565,269.3625,2568.05,0.0,8416.6,564.6225000000001,0.0,8039.985000000001,8981.2225,8039.985000000001,941.2374999999993
2026-01-03 16:00:00+00:00,310.0375,1233.7625,1.55,74.8625,3533.9025,5.7925,0.0,26.5175,214.07750000000001,113.67,301.155,270.88,2587.3725,0.0,8673.58,679.3199999999999,0.0,8132.73,9352.9,8132.73,1220.17
2026-01-03 17:00:00+00:00,310.3275,1234.9675,1.55,74.01750000000001,3533.98,5.75,0.0,26.8525,242.5025,113.195,355.0025,271.3375,2588.975,0.0,8758.457499999999,719.5125,0.0,8053.8875,9477.97,8053.8875,1424.0824999999995
2026-01-03 18:00:00+00:00,309.015,1223.505,1.55,74.1575,3534.72,7.109999999999999,0.0,26.88,225.9,113.9425,345.17,269.51,2577.9125,0.0,8709.3725,597.5225,0.0,7881.1875,9306.895,7881.1875,1425.7075000000004
2026-01-03 19:00:00+00:00,309.7025,1226.5525,1.55,78.515,3533.075,8.045,0.0,26.995,240.73999999999998,115.495,72.31,268.5,2529.23,0.0,8410.710000000001,331.385,0.0,7703.4475,8742.095000000001,7703.4475,1038.647500000001
2026-01-03 20:00:00+00:00,309.0825,1208.045,1.54,80.905,3532.405,9.065,0.0,26.7725,258.45,112.745,24.31,266.95,2478.3175,0.0,8308.5875,34.8225,0.0,7413.9574999999995,8343.41,7413.9574999999995,929.4525000000003
2026-01-03 21:00:00+00:00,306.78499999999997,1179.2625,1.5325,80.5575,3533.115,12.8025,0.0,26.7025,261.63,103.42,20.9675,261.90000000000003,2461.87,0.0,8250.545,0.0,0.0,7220.515,8250.545,7220.515,1030.0299999999997
2026-01-03 22:00:00+00:00,305.23,944.3875,1.5275,79.65,3532.74,13.4725,0.0,26.555,233.32999999999998,100.795,11.74,260.1375,2419.6375,0.0,7929.202499999999,0.0,0.0,6895.8949999999995,7929.202499999999,6895.8949999999995,1033.3075
2026-01-03 23:00:00+00:00,302.8425,331.7775,1.51,82.76,3532.085,17.3225,0.0,36.935,238.07999999999998,99.78750000000001,10.3725,257.4425,2577.65,0.0,7488.565000000002,0.0,0.0,6469.389999999999,7488.565000000002,6469.389999999999,1019.1750000000029
2026-01-04 00:00:00+00:00,301.76750000000004,325.58,1.51,82.38,3532.925,17.9775,0.0,36.95,238.41,97.8475,10.4275,256.4275,2517.9525000000003,0.0,7420.155,0.0,69.3225,6355.4175,7420.155,6424.74,995.415
2026-01-04 01:00:00+00:00,302.39250000000004,326.5725,1.51,82.515,3531.755,17.9325,0.0,36.8475,237.415,98.4875,9.3375,256.3175,2492.1625,0.0,7393.244999999999,0.0,557.8875,6323.4375,7393.244999999999,6881.325,511.91999999999916
2026-01-04 02:00:00+00:00,300.5,328.9925,1.51,81.7775,3531.9575,17.807499999999997,0.0,36.760000000000005,237.77,98.28,9.2325,256.4575,2492.3075,0.0,7393.3525,0.0,1108.0475000000001,6298.5375,7393.3525,7406.585000000001,-13.232500000000982
2026-01-04 03:00:00+00:00,303.6725,342.0325,1.5175,80.72,3531.155,16.52,0.0,36.875,231.35,99.9075,8.780000000000001,257.8725,2513.3675,0.0,7423.77,0.0,1102.2525,6389.11,7423.77,7491.362499999999,-67.59249999999884
2026-01-04 04:00:00+00:00,302.7925,347.7525,1.52,79.555,3531.2,16.197499999999998,0.0,36.8375,220.615,103.52,9.217500000000001,258.3175,2459.9925,0.0,7367.5175,0.0,1092.2925,6467.03,7367.5175,7559.3225,-191.8050000000003
2026-01-04 05:00:00+00:00,305.1825,373.4125,1.53,73.98,3531.3675,8.7225,0.0,26.295,205.6125,104.1,9.272499999999999,264.9175,2543.425,0.0,7447.8175,0.0,873.0725,6604.66,7447.8175,7477.7325,-29.914999999999964
2026-01-04 06:00:00+00:00,304.835,381.1775,1.5375,69.7325,3532.3525,7.63,19.235,26.4875,213.85,103.995,24.5125,265.9525,2613.0675,0.0,7564.365000000001,0.0,110.1275,6928.43,7564.365000000001,7038.5575,525.8075000000008
2026-01-04 07:00:00+00:00,303.9175,378.8325,1.5325,69.47,3531.635,7.785,129.1025,26.585,184.075,99.105,26.810000000000002,267.0375,2702.75,0.0,7728.637500000001,0.0,0.0,7239.8175,7728.637500000001,7239.8175,488.8200000000006
2026-01-04 08:00:00+00:00,303.79,376.0375,1.53,71.6675,3531.745,8.215,493.82,26.5925,191.885,99.5775,29.807499999999997,267.175,2671.6025,0.0,8073.445000000001,0.0,0.0,7768.7375,8073.445000000001,7768.7375,304.70750000000044
2026-01-04 09:00:00+00:00,303.235,372.6,1.53,70.50750000000001,3531.135,8.8025,898.4725,26.505000000000003,199.3475,106.30499999999999,20.8325,265.3425,2636.745,0.0,8441.36,0.0,0.0,8227.485,8441.36,8227.485,213.875
2026-01-04 10:00:00+00:00,306.23249999999996,375.9575,1.53,74.3175,3523.955,8.2475,1120.15,26.43,199.4275,109.4075,16.215,265.3025,2589.8675000000003,0.0,8617.04,0.0,0.0,8470.2125,8617.04,8470.2125,146.82750000000124
2026-01-04 11:00:00+00:00,303.8075,366.485,1.53,73.8675,3529.8824999999997,8.865,1186.025,26.1725,205.8225,104.10249999999999,16.14,264.3325,2578.915,0.0,8665.947499999998,0.0,0.0,8459.69,8665.947499999998,8459.69,206.2574999999979
2026-01-04 12:00:00+00:00,300.43,373.3425,1.53,72.5125,3527.5175,8.6075,868.145,26.355,196.135,102.34,15.8675,264.6675,2653.005,0.0,8410.455000000002,0.0,0.0,8345.210000000001,8410.455000000002,8345.210000000001,65.2450000000008
2026-01-04 13:00:00+00:00,296.855,374.075,1.53,72.5225,3527.165,8.485,549.0725,26.285,180.0975,109.135,16.0475,265.275,2786.1775,0.0,8212.7225,0.0,0.0,8154.8,8212.7225,8154.8,57.92249999999967
2026-01-04 14:00:00+00:00,297.4625,594.145,1.54,71.12,3527.93,8.75,182.03,26.21,163.89000000000001,111.98,25.405,265.7975,2954.2425000000003,0.0,8230.502499999999,0.0,0.0,7973.575000000001,8230.502499999999,7973.575000000001,256.92749999999796
2026-01-04 15:00:00+00:00,299.02750000000003,1073.795,1.55,71.105,3529.6625000000004,6.72,26.76,27.0225,148.9775,113.79,27.86,269.83,3138.02,0.0,8734.12,0.0,0.0,8135.195,8734.12,8135.195,598.9250000000011
2026-01-04 16:00:00+00:00,306.64,1238.045,1.55,70.64500000000001,3530.5325000000003,6.0825,0.0,26.625,168.45,112.39750000000001,27.3675,270.3675,3287.415,0.0,9046.1175,35.2375,0.0,8325.595,9081.355,8325.595,755.7600000000002
2026-01-04 17:00:00+00:00,306.7975,1243.06,1.5550000000000002,72.8525,3529.7225,5.9275,0.0,26.4425,156.415,114.73,23.52,270.7925,3354.4125,0.0,9106.2275,92.78999999999999,0.0,8367.745,9199.017500000002,8367.745,831.272500000001
2026-01-04 18:00:00+00:00,306.9675,1231.375,1.55,74.28999999999999,3529.9625,7.5425,0.0,26.14,145.89749999999998,113.705,10.7075,268.6125,3342.4049999999997,0.0,9059.155,117.7875,0.0,8240.57,9176.942500000001,8240.57,936.3725000000013
2026-01-04 19:00:00+00:00,306.32,1214.8025,1.55,73.6725,3529.205,8.02,0.0,26.0025,141.76,117.1175,11.7625,268.33,3334.975,0.0,9033.5175,0.2525,0.0,8115.7025,9033.77,8115.7025,918.0675000000001
2026-01-04 20:00:00+00:00,307.0575,1206.6475,1.55,75.0,3529.8925,8.95,0.0,25.98,126.065,116.095,12.0175,267.24,3322.5975,0.0,8999.092499999999,0.0,0.0,7751.4675,8999.092499999999,7751.4675,1247.624999999999
2026-01-04 21:00:00+00:00,304.7075,1171.975,1.54,76.365,3530.3375,13.05,0.0,25.66,108.4875,110.695,11.997499999999999,261.58,3295.6475,0.0,8912.0425,0.0,0.0,7577.2575,8912.0425,7577.2575,1334.7849999999999
2026-01-04 22:00:00+00:00,304.425,946.365,1.5325,76.6,3532.46,13.1875,0.0,25.48,86.7,113.14,12.057500000000001,259.33,3047.0825,0.0,8418.359999999999,0.0,0.0,7331.73,8418.359999999999,7331.73,1086.6299999999992
2026-01-04 23:00:00+00:00,299.755,328.665,1.52,76.225,3533.0724999999998,14.5625,0.0,25.2625,61.225,112.695,23.755000000000003,256.7775,2957.81,0.0,7691.325000000001,0.0,0.0,7058.59,7691.325000000001,7058.59,632.7350000000006
2026-01-05 00:00:00+00:00,300.2125,340.6325,1.52,77.6075,3532.02,14.6275,0.0,25.2775,56.405,108.985,21.137500000000003,257.0,3015.48,0.0,7750.904999999999,0.0,0.0,7131.885,7750.904999999999,7131.885,619.0199999999986
2026-01-05 01:00:00+00:00,303.1875,352.63,1.52,78.675,3532.505,14.34,0.0,25.395,54.8025,108.2775,13.4025,257.735,3264.7725,0.0,8007.2425,0.0,0.0,7104.965,8007.2425,7104.965,902.2775000000001
2026-01-05 02:00:00+00:00,303.74,361.90250000000003,1.5225,77.2925,3532.3,14.33,0.0,25.447499999999998,48.1,110.02250000000001,12.9775,258.2925,3544.0325000000003,0.0,8289.960000000003,0.0,161.52,7099.21,8289.960000000003,7260.7300000000005,1029.2300000000023
2026-01-05 03:00:00+00:00,304.855,699.5575,1.5350000000000001,76.4625,3531.8525,13.625,0.0,25.515,38.135,112.08,13.1775,259.9075,3755.5875,0.0,8832.29,0.0,107.30499999999999,7330.8150000000005,8832.29,7438.120000000001,1394.17
2026-01-05 04:00:00+00:00,307.0525,1238.6275,1.54,77.35,3532.085,12.6075,0.0,25.794999999999998,39.505,112.2625,13.14,263.1525,3959.075,0.0,9582.192500000001,0.0,0.0,8015.245,9582.192500000001,8015.245,1566.9475000000011
2026-01-05 05:00:00+00:00,315.78499999999997,1424.52,1.5550000000000002,77.58,3531.715,8.2,0.0,25.895,33.807500000000005,117.82,13.21,269.195,4226.43,0.0,10045.7125,0.0,0.0,9151.7525,10045.7125,9151.7525,893.9599999999991
2026-01-05 06:00:00+00:00,317.15000000000003,1445.4225000000001,1.56,73.4675,3530.5575,6.9475,23.6875,25.8075,36.52,117.57,35.8275,269.9425,4357.915,0.0,10242.375,38.8175,0.0,9894.3575,10281.1925,9894.3575,386.8349999999991
2026-01-05 07:00:00+00:00,327.71,1450.1375,1.56,70.1825,3529.6325,6.5325,125.075,25.8775,42.2425,118.82249999999999,74.8175,269.355,4438.895,0.0,10480.84,354.01,0.0,10118.2425,10834.85,10118.2425,716.6075000000001
2026-01-05 08:00:00+00:00,332.8325,1473.8575,1.56,71.1625,3530.105,6.2475000000000005,421.74,25.84,44.355,111.35249999999999,111.235,269.805,4507.155,0.0,10907.2475,388.96,0.0,10223.71,11296.207499999999,10223.71,1072.4974999999995
2026-01-05 09:00:00+00:00,332.3175,1469.8475,1.56,76.11,3531.665,7.21,670.155,25.805,31.6225,116.045,16.185,266.99,4564.535,0.0,11110.0475,30.285,0.0,10246.68,11140.3325,10246.68,893.6525000000001
2026-01-05 10:00:00+00:00,330.5325,1446.3925,1.55,77.24,3531.76,8.307500000000001,826.6800000000001,25.7375,23.432499999999997,117.2925,18.174999999999997,265.38,4611.055,0.0,11283.535,0.0,0.0,10225.145,11283.535,10225.145,1058.3899999999994
