,Fossil Gas,Hydro Run-of-river and poundage,Waste,Wind Offshore,Wind Onshore,Hydro Water Reservoir,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-02 03:00:00+00:00,0.0,602.32973575,14.51923375,3.100277,937.9272055,1364.929761,2922.806213,0.0,309.58515350000005,5370.7275,2922.806213,5680.3126535,-2757.5064405000003
2026-01-02 04:00:00+00:00,0.0,603.76184125,14.5395805,3.1998887500000004,820.2187035,1390.8162602500001,2832.53627425,0.0,309.38086150000004,5441.8099999999995,2832.53627425,5751.190861499999,-2918.654587249999
2026-01-02 05:00:00+00:00,0.0,599.610785,14.50477525,3.299888,849.99606575,2049.688546,3517.1000599999998,0.0,308.5182165,5636.78,3517.1000599999998,5945.298216499999,-2428.1981564999996
2026-01-02 06:00:00+00:00,0.0,601.921885,14.51461975,3.299999,915.57126075,3191.8711215,4727.178886,0.0,120.20806475,5523.7175,4727.178886,5643.9255647499995,-916.7466787499998
2026-01-02 07:00:00+00:00,0.0,602.93915625,14.431405999999999,3.299999,947.999239,4993.91390975,6562.58371,137.278235,0.0,5469.77,6699.861945,5469.77,1230.0919449999992
2026-01-02 08:00:00+00:00,0.0,610.414039,14.515204,3.299999,966.64102575,5755.6924445,7350.562712250001,188.99402475,0.0,5573.525,7539.556737000001,5573.525,1966.0317370000012
2026-01-02 09:00:00+00:00,0.0,624.02408475,14.68715125,3.299999,977.4783932500001,5547.5733045,7167.06293275,154.9575175,0.0,5623.8925,7322.02045025,5623.8925,1698.1279502500001
2026-01-02 10:00:00+00:00,0.0,631.86485925,14.760173,3.3998887499999997,853.1805015,5285.3580762500005,6788.563498750001,152.42773225,0.0,5705.1875,6940.991231000001,5705.1875,1235.8037310000009
2026-01-02 11:00:00+00:00,0.0,635.08900075,14.49840825,3.3001102500000004,765.6545055,5591.470058,7010.0120827499995,265.2516395,0.0,5730.1575,7275.26372225,5730.1575,1545.1062222499995
2026-01-02 12:00:00+00:00,0.0,636.3508785,14.40992575,3.100999,605.43249125,5795.9948065,7055.289101,271.05413875,0.0,5693.0425000000005,7326.34323975,5693.0425000000005,1633.3007397499996
2026-01-02 13:00:00+00:00,0.0,642.04237825,14.32789725,3.000111,517.16712425,6325.84073,7502.37824075,297.99481625,0.0,5683.0625,7800.373057000001,5683.0625,2117.3105570000007
2026-01-02 14:00:00+00:00,0.0,640.54361125,14.432586,2.900111,490.96623525,6845.230826,7994.0733695,422.5279035,0.0,5712.5125,8416.601273,5712.5125,2704.0887730000004
2026-01-02 15:00:00+00:00,0.0,639.44986525,14.49631,2.8001102500000004,457.03720350000003,7561.272261,8675.05575,479.86964775,0.0,5771.3075,9154.92539775,5771.3075,3383.6178977499994
2026-01-02 16:00:00+00:00,0.0,647.18593975,14.422373499999999,2.8998887499999997,424.032088,7967.0881405,9055.6284305,486.30045925,0.0,5811.52,9541.928889750001,5811.52,3730.4088897500005
2026-01-02 17:00:00+00:00,0.0,652.99529725,14.43194625,2.700222,380.97497925,7997.313254000001,9048.415698750001,476.13552300000003,0.0,5791.39,9524.551221750002,5791.39,3733.1612217500015
2026-01-02 18:00:00+00:00,0.0,661.3924165,14.40143125,2.6003325,357.595231,7957.76859675,8993.758008,438.23608925,0.0,5718.465,9431.99409725,5718.465,3713.5290972500006
2026-01-02 19:00:00+00:00,0.0,671.49480925,14.393844999999999,2.40033325,379.89336425,7744.72713775,8812.9094895,460.20595149999997,0.0,5653.195,9273.115441,5653.195,3619.920441
2026-01-02 20:00:00+00:00,0.0,679.06447125,14.402997,2.30022125,337.83925525,7440.85239075,8474.4593355,411.414409,0.0,5555.9125,8885.8737445,5555.9125,3329.9612445000002
2026-01-02 21:00:00+00:00,0.0,680.005516,14.35461025,2.2001665,241.219899,7430.9061255,8368.68631725,449.92665024999997,0.0,5499.31,8818.6129675,5499.31,3319.302967499999
2026-01-02 22:00:00+00:00,0.35018225000000003,670.476842,14.4017975,1.904999,265.29627949999997,6756.6926125,7709.12271275,352.52438425,0.0,5382.2175,8061.647097,5382.2175,2679.4295970000003
2026-01-02 23:00:00+00:00,0.0,659.3240375,14.27372825,1.4006935,256.23262,6141.2101867500005,7072.441266000001,320.12617825,0.0,5294.74,7392.56744425,5294.74,2097.8274442500006
2026-01-03 00:00:00+00:00,0.28489175,653.6467185,14.29618175,1.1004165000000001,238.15324625,5887.44730975,6794.9287645,331.5640045,0.0,5252.0775,7126.492769,5252.0775,1874.415269
2026-01-03 01:00:00+00:00,0.0,650.5252855,14.2997285,0.9004435,197.22517425,5699.002981,6561.95361275,294.33835175,0.0,5214.905000000001,6856.291964499999,5214.905000000001,1641.3869644999986
2026-01-03 02:00:00+00:00,0.0,646.5499239999999,14.337229,0.999722,204.19181925,5401.738384,6267.81707825,280.5916785,0.0,5172.782499999999,6548.40875675,5172.782499999999,1375.6262567500007
2026-01-03 03:00:00+00:00,0.0,643.35274025,14.371088,0.7003325,197.05748375,5140.24866375,5995.730308249999,270.51849575,0.0,5154.514999999999,6266.248803999999,5154.514999999999,1111.7338039999995
2026-01-03 04:00:00+00:00,0.0,645.261972,14.3175125,0.9996665,158.46803775,5365.738292,6184.78548075,277.9980585,0.0,5189.5025,6462.78353925,5189.5025,1273.2810392500005
2026-01-03 05:00:00+00:00,0.0,649.966066,14.3383855,1.59883325,134.9237315,5556.119343,6356.946359250001,279.913593,0.0,5264.825,6636.859952250001,5264.825,1372.034952250001
2026-01-03 06:00:00+00:00,0.0,655.7118825,14.29246375,1.99833325,156.951123,6247.15906075,7076.11286325,299.108564,0.0,5384.5325,7375.2214272500005,5384.5325,1990.6889272500002
2026-01-03 07:00:00+00:00,0.0,672.09670525,14.327872750000001,2.099888,197.19422275,7309.46639975,8195.1850885,417.5741,0.0,5541.1025,8612.7591885,5541.1025,3071.6566885
2026-01-03 08:00:00+00:00,0.0,685.35963875,14.39984325,1.900388,235.49672225,7265.362853250001,8202.5194455,399.56806025,0.0,5653.42,8602.08750575,5653.42,2948.6675057499997
2026-01-03 09:00:00+00:00,0.0,685.840299,14.2759295,1.3006657499999998,285.88661249999996,7301.743544999999,8289.04705175,408.00246200000004,0.0,5748.43,8697.04951375,5748.43,2948.61951375
2026-01-03 10:00:00+00:00,0.0,682.49234225,14.308604,0.9004435,279.42263575,7179.97693825,8157.10096375,410.94611825,0.0,5747.9675,8568.047082000001,5747.9675,2820.079582000001
2026-01-03 11:00:00+00:00,0.0,677.86936875,14.408747,0.800111,220.9242815,7149.42188075,8063.424389,405.91997225,0.0,5738.81,8469.34436125,5738.81,2730.534361249999
2026-01-03 12:00:00+00:00,0.0,678.210643,14.409008250000001,0.60038875,190.6342935,7095.53974125,7979.39407475,416.504035,0.0,5714.0650000000005,8395.89810975,5714.0650000000005,2681.8331097499995
2026-01-03 13:00:00+00:00,0.0,686.83298375,14.396723,0.5001942500000001,224.334745,7502.864728500001,8428.929374500001,438.2728265,0.0,5740.639999999999,8867.202201000002,5740.639999999999,3126.5622010000025
2026-01-03 14:00:00+00:00,0.0,689.8176745,14.36294825,0.40019425000000003,190.31496125,7575.825778,8470.72155625,434.92713425,0.0,5772.125,8905.6486905,5772.125,3133.5236905
2026-01-03 15:00:00+00:00,0.0,686.4713019999999,14.44161425,0.59977775,212.57094725,7409.69384,8323.77748125,437.9784875,0.0,5888.59,8761.75596875,5888.59,2873.1659687499996
2026-01-03 16:00:00+00:00,0.0,690.4181775,14.4170055,0.500111,192.112763,7587.1387905,8484.5868475,434.60312799999997,0.0,5948.0225,8919.189975500001,5948.0225,2971.1674755000013
2026-01-03 17:00:00+00:00,0.0,688.513043,14.426824,0.40019425000000003,184.85400900000002,7416.9782405000005,8305.17231075,436.780538,0.0,5924.6575,8741.95284875,5924.6575,2817.295348749999
2026-01-03 18:00:00+00:00,0.0,687.42716675,14.42078275,0.599611,195.30245675,7312.40275225,8210.1527695,436.32709275,0.0,5859.5725,8646.47986225,5859.5725,2786.90736225
2026-01-03 19:00:00+00:00,0.0,685.09732125,14.392964,0.3006665,220.82488,7383.4523985,8304.068230249999,437.17310325,0.0,5765.69,8741.241333499998,5765.69,2975.5513334999987
2026-01-03 20:00:00+00:00,0.0,677.8113455,14.39152275,0.10027775,210.61878275,7425.3842509999995,8328.30617975,418.208505,0.0,5670.2,8746.51468475,5670.2,3076.31468475
2026-01-03 21:00:00+00:00,0.0,672.031241,14.289413,0.1,199.6151965,7444.705309,8330.7411595,464.31066075,0.0,5585.23,8795.051820249999,5585.23,3209.8218202499993
2026-01-03 22:00:00+00:00,0.0,664.59960225,14.365071499999999,0.1,158.40099125,7143.715021,7981.180686,412.4187665,0.0,5499.625,8393.5994525,5499.625,2893.9744525000006
2026-01-03 23:00:00+00:00,0.0,654.10228475,14.36657575,0.299722,107.03169075,7056.51738825,7832.3176615,324.52885549999996,0.0,5441.389999999999,8156.846517,5441.389999999999,2715.4565170000005
2026-01-04 00:00:00+00:00,0.0,650.32368375,14.29185625,0.4995555,59.191713,6952.8013169999995,7677.1081255,321.05145949999996,0.0,5367.95,7998.159584999999,5367.95,2630.2095849999996
2026-01-04 01:00:00+00:00,0.0,648.9428845,14.40306825,0.59988875,47.224577749999995,7036.11859275,7747.289012,321.08014449999996,0.0,5331.5975,8068.3691565,5331.5975,2736.7716565
2026-01-04 02:00:00+00:00,0.0,647.28450475,14.32937175,0.7997777500000001,42.31009025,6851.56782475,7556.29156925,306.7484925,0.0,5300.4525,7863.04006175,5300.4525,2562.5875617499996
2026-01-04 03:00:00+00:00,0.0,646.36361575,14.28499375,0.899888,28.979908000000002,6630.5530662500005,7321.081471750001,286.1628515,0.0,5280.4825,7607.244323250001,5280.4825,2326.761823250001
2026-01-04 04:00:00+00:00,0.0,645.196823,14.337856,0.9998055,22.380178,6884.6825155,7567.597178,293.5826765,0.0,5295.4425,7861.1798545,5295.4425,2565.7373545
2026-01-04 05:00:00+00:00,0.0,645.95938575,14.237368,1.29966575,22.637951,6805.41265575,7489.54702625,334.106934,0.0,5355.3475,7823.653960250001,5355.3475,2468.306460250001
2026-01-04 06:00:00+00:00,0.0,646.8076032499999,14.39400725,1.5994165,38.79068775,6980.493254999999,7682.084969749999,406.0605925,0.0,5425.9875,8088.145562249999,5425.9875,2662.1580622499987
2026-01-04 07:00:00+00:00,0.0,647.22149325,14.33416575,1.6,35.098493500000004,7183.49745675,7881.75160925,398.7442075,0.0,5533.547500000001,8280.49581675,5533.547500000001,2746.9483167500002
2026-01-04 08:00:00+00:00,0.0,656.11142775,14.416641499999999,1.799777,58.63203125,7300.24859775,8031.2084752499995,442.577374,0.0,5621.2475,8473.78584925,5621.2475,2852.5383492499996
2026-01-04 09:00:00+00:00,0.0,660.82674075,14.5037205,1.4004435,101.64857175,7049.72155975,7828.10103625,444.46740125,0.0,5698.305,8272.5684375,5698.305,2574.2634375
2026-01-04 10:00:00+00:00,0.0,660.69341925,14.5518055,1.79955475,115.02428,7040.2270960000005,7832.2961555,418.37248350000004,0.0,5703.905000000001,8250.668639,5703.905000000001,2546.763638999999
2026-01-04 11:00:00+00:00,0.0,663.6783435,14.42535775,1.600222,131.59793925,6927.126485,7738.428347499999,396.8776805,0.0,5699.32,8135.306027999999,5699.32,2435.9860279999994
2026-01-04 12:00:00+00:00,0.0,670.064784,14.53475,1.40022125,125.4953575,7065.4592235,7876.95433625,417.2033345,0.0,5706.05,8294.157670749999,5706.05,2588.1076707499988
2026-01-04 13:00:00+00:00,0.0,674.195677,14.4844515,1.49988875,132.025614,7030.76270175,7852.968333,391.365623,0.0,5724.3475,8244.333956,5724.3475,2519.9864560000005
2026-01-04 14:00:00+00:00,0.0,682.7362285,14.56093675,1.99944425,196.01669125,7106.7301625,8002.04346325,391.31986875,0.0,5797.2125,8393.363332,5797.2125,2596.150832000001
2026-01-04 15:00:00+00:00,0.0,680.0594625,14.543783,1.40066575,257.07232975,7259.9834745,8213.0597155,404.98659499999997,0.0,5894.2375,8618.0463105,5894.2375,2723.8088104999997
2026-01-04 16:00:00+00:00,0.0,684.831428,14.5741855,1.3001935,366.078578,7384.8708965,8451.6552815,444.15394975000004,0.0,5909.0175,8895.80923125,5909.0175,2986.7917312499994
2026-01-04 17:00:00+00:00,0.0,685.443951,14.641197,1.200111,458.8635915,7397.2706785,8557.419529,422.204727,0.0,5888.3525,8979.624256000001,5888.3525,3091.271756000001
2026-01-04 18:00:00+00:00,0.03295875,690.3388995,14.72955075,1.2,436.9574395,7435.5029375,8578.761786000001,445.77447725,0.0,5856.0675,9024.53626325,5856.0675,3168.46876325
2026-01-04 19:00:00+00:00,0.0,698.02021525,14.79651625,1.299777,456.51718674999995,7617.63774225,8788.2714375,445.36255174999997,0.0,5816.0475,9233.63398925,5816.0475,3417.5864892500003
2026-01-04 20:00:00+00:00,0.0,699.87219925,14.66772,1.399777,404.97840375,7890.59140375,9011.50950375,448.346899,0.0,5778.9725,9459.85640275,5778.9725,3680.88390275
2026-01-04 21:00:00+00:00,0.0,706.628323,14.72662025,1.49977775,348.16215075,7616.49831,8687.515181750001,446.55534625,0.0,5698.5425,9134.070528,5698.5425,3435.5280280000006
2026-01-04 22:00:00+00:00,0.0,705.71344175,14.639222,1.9988887499999999,333.45081600000003,7370.035632,8425.8380005,419.65932525,0.0,5568.4425,8845.49732575,5568.4425,3277.0548257500004
2026-01-04 23:00:00+00:00,7.51949525,688.9715434999999,14.68731575,1.9003325,358.46798425,7688.73918875,8760.28586,319.6376315,0.0,5475.205,9079.9234915,5475.205,3604.7184915
2026-01-05 00:00:00+00:00,7.97185725,694.275974,14.67565675,1.99977775,364.428536,7521.81825225,8605.170054,325.61262925,0.0,5395.705,8930.78268325,5395.705,3535.0776832499996
2026-01-05 01:00:00+00:00,7.33894325,690.91057875,14.59046975,2.099888,328.0614615,7721.48693375,8764.488275,322.63126975,0.0,5348.49,9087.11954475,5348.49,3738.6295447499997
2026-01-05 02:00:00+00:00,7.47647,688.6724565,14.797231499999999,2.3994999999999997,295.206371,7718.54889325,8727.10092225,322.186807,0.0,5342.175,9049.28772925,5342.175,3707.1127292499996
2026-01-05 03:00:00+00:00,7.100239,690.698433,14.5898665,2.79922125,346.32951175,7848.423768,8909.9410395,324.92654525,0.0,5372.645,9234.86758475,5372.645,3862.2225847499994
2026-01-05 04:00:00+00:00,8.553555,697.0733667500001,14.70441875,2.799999,371.4168085,7802.33133525,8896.879483249999,305.62777125,0.0,5492.7675,9202.507254499998,5492.7675,3709.7397544999985
2026-01-05 05:00:00+00:00,7.66379175,718.0542675,14.794211,2.799999,444.18127775,7950.233317,9137.726864,317.5252235,0.0,5794.54,9455.252087500001,5794.54,3660.712087500001
2026-01-05 06:00:00+00:00,8.865496499999999,743.13887225,14.7877005,2.5007497499999998,545.587648,8468.6289195,9783.509386500002,335.80775174999997,0.0,6154.45,10119.317138250002,6154.45,3964.8671382500024
2026-01-05 07:00:00+00:00,9.831945,752.04189775,14.77179,2.20058325,575.7686145,7941.72320925,9296.33803975,335.80509474999997,0.0,6212.2699999999995,9632.1431345,6212.2699999999995,3419.8731345000006
2026-01-05 08:00:00+00:00,10.1486465,757.9118530000001,14.826490249999999,2.10011025,599.552043,8104.376679499999,9488.9158225,336.13147100000003,0.0,6203.415,9825.0472935,6203.415,3621.6322935
2026-01-05 09:00:00+00:00,10.1287175,766.46950575,14.941116749999999,2.099999,499.98606425,8275.75182675,9569.37723,336.39058575,0.0,6182.85,9905.76781575,6182.85,3722.917815749999
2026-01-05 10:00:00+00:00,10.19235575,776.4959115,14.26200175,2.3056665,459.580406,8280.78062775,9543.61696925,336.48796,0.0,6151.3425,9880.104929250001,6151.3425,3728.7624292500013
2026-01-05 11:00:00+00:00,10.00428875,780.0218945,14.846984500000001,2.49988875,451.0937145,7834.8779145,9093.3446855,336.643767,0.0,6172.077499999999,9429.9884525,6172.077499999999,3257.9109525000003
2026-01-05 12:00:00+00:00,7.97395475,758.73044125,14.77903225,2.799499,460.15156275,8057.4189415,9301.8534315,336.2429905,0.0,6155.7325,9638.096422,6155.7325,3482.3639220000005
2026-01-05 13:00:00+00:00,8.63081925,759.2247685,14.95131025,2.99977775,527.01836675,8177.28217875,9490.10722125,336.500769,0.0,6146.797500000001,9826.60799025,6146.797500000001,3679.81049025
2026-01-05 14:00:00+00:00,8.97810775,752.0768479999999,14.8720495,3.099888,669.33655875,8032.716225,9481.079677,336.379324,0.0,6167.7725,9817.459001,6167.7725,3649.686500999999
2026-01-05 15:00:00+00:00,8.463005500000001,746.3955885,14.925169,3.099999,748.4935975000001,7949.846269,9471.2236285,318.81743274999997,0.0,6187.2474999999995,9790.04106125,6187.2474999999995,3602.7935612500005
2026-01-05 16:00:00+00:00,8.578017,753.67835225,14.845212,2.50249975,731.16111775,8134.174887499999,9644.940086249999,466.8942485,0.0,6205.415,10111.83433475,6205.415,3906.4193347499995
2026-01-05 17:00:00+00:00,8.85955825,752.15214825,14.791870249999999,2.40038875,657.8334327499999,8317.71737975,9753.754778,486.89622775,0.0,6121.96,10240.65100575,6121.96,4118.69100575
2026-01-05 18:00:00+00:00,8.934148,748.64583925,14.776589,2.2001665,739.52740925,8852.308634,10366.392786,457.47900500000003,0.0,6048.844999999999,10823.871791,6048.844999999999,4775.026791
2026-01-05 19:00:00+00:00,8.1176285,747.4242320000001,14.68870125,1.9003325,747.5342587499999,8827.994211500001,10347.659364500001,336.24162524999997,0.0,5976.110000000001,10683.900989750002,5976.110000000001,4707.790989750001
2026-01-05 20:00:00+00:00,9.461284,749.0692935,14.68327075,1.60033325,755.35856,8757.72067175,10287.89341325,336.6420615,0.0,5940.174999999999,10624.53547475,5940.174999999999,4684.360474750001
2026-01-05 21:00:00+00:00,9.06408725,746.6391625,14.811467,1.400388,747.447808,8695.12855225,10214.491465,336.87428375,0.0,5824.205,10551.365748749999,5824.205,4727.160748749999
2026-01-05 22:00:00+00:00,7.8367535,729.65499975,14.75456925,1.89166575,727.42038825,8080.617337,9562.1757135,324.44170825000003,0.0,5647.2474999999995,9886.617421750001,5647.2474999999995,4239.369921750002
2026-01-05 23:00:00+00:00,8.210058,728.210958,14.74233525,1.60033325,624.7349125000001,8598.700831499998,9976.199428499998,427.1262365,0.0,5520.3425,10403.325664999998,5520.3425,4882.983164999999
2026-01-06 00:00:00+00:00,7.73673475,730.2603712499999,14.750427,1.400388,587.4051965,8450.870586000001,9792.4237035,424.75083125,0.0,5455.3025,10217.17453475,5455.3025,4761.87203475
2026-01-06 01:00:00+00:00,8.055963,729.94271825,14.65597975,1.00044425,569.64604175,8537.708734,9861.009881,422.45925975,0.0,5413.495,10283.46914075,5413.495,4869.97414075
2026-01-06 02:00:00+00:00,7.21188075,726.54584,14.749075000000001,0.90011025,572.735748,8417.553791499999,9739.696445499998,482.8892515,0.0,5386.705,10222.585696999999,5386.705,4835.880696999999
2026-01-06 03:00:00+00:00,7.32350625,727.0094604999999,14.77907675,0.70022125,516.99891725,8283.183254,9549.994435999999,443.61418549999996,0.0,5401.4175,9993.6086215,5401.4175,4592.1911215
2026-01-06 04:00:00+00:00,8.82258925,732.3719982499999,14.597567,0.7998055000000001,479.4128005,8176.255638500001,9412.260399,425.73424675,0.0,5512.645,9837.994645750001,5512.645,4325.3496457500005
2026-01-06 05:00:00+00:00,8.7935965,734.34796925,14.739412999999999,0.70011025,426.91826325,8509.967914500001,9695.467266750002,433.04840275,0.0,5844.0825,10128.515669500002,5844.0825,4284.433169500002
2026-01-06 06:00:00+00:00,9.4551865,754.697864,14.5587775,0.600111,387.334626,8700.82103625,9867.467601249999,435.97221950000005,0.0,6186.865,10303.439820749998,6186.865,4116.574820749998
2026-01-06 07:00:00+00:00,10.48754175,758.84108125,14.674363,0.500111,375.0603135,8772.17673225,9931.74014275,479.42288525,0.0,6263.25,10411.163028,6263.25,4147.913028000001
2026-01-06 08:00:00+00:00,9.660191999999999,759.48765525,14.6786805,0.400111,346.900459,8831.115287,9962.242384750001,488.02398975,0.0,6219.1575,10450.2663745,6219.1575,4231.108874500001
2026-01-06 09:00:00+00:00,4.50476,752.63678675,14.8791525,0.4,378.66942,8865.8076765,10016.897795750001,485.926336,0.0,6218.885,10502.824131750001,6218.885,4283.939131750001
2026-01-06 10:00:00+00:00,1.890792,746.619239,14.804179,0.49969425,374.446658,8756.2924005,9894.55296275,447.46424475000003,0.0,6204.8825,10342.017207500001,6204.8825,4137.134707500001
2026-01-06 11:00:00+00:00,1.506999,742.154226,14.825234,0.5,350.3090445,8886.81308475,9996.10858825,492.08190075,0.0,6167.345,10488.190488999999,6167.345,4320.845488999998
2026-01-06 12:00:00+00:00,1.56943075,742.162428,14.80880825,0.5,318.24810225,8901.3995725,9978.68834175,492.53935524999997,0.0,6153.005,10471.227696999998,6153.005,4318.222696999998
2026-01-06 13:00:00+00:00,1.506999,750.47629675,14.90990825,0.699388,318.1719745,8648.44769825,9734.21226475,440.58759075,0.0,6183.545,10174.7998555,6183.545,3991.2548554999994
2026-01-06 14:00:00+00:00,1.506999,748.70729425,14.851692,0.79969425,320.27155225,8637.01275575,9723.1499875,440.99907075,0.0,6182.205,10164.149058250001,6182.205,3981.944058250001
2026-01-06 15:00:00+00:00,1.506999,748.5251415,14.90909125,1.19977775,315.477599,8753.58460575,9835.20321425,478.214946,0.0,6283.84,10313.41816025,6283.84,4029.578160249999
2026-01-06 16:00:00+00:00,1.506999,757.5470355,14.811341,1.399388,405.4852755,8767.5855135,9948.3355525,480.49267875,0.0,6240.0825,10428.828231250001,6240.0825,4188.745731250001
2026-01-06 17:00:00+00:00,1.506999,750.44144,14.864986,1.5993887500000001,433.991048,8804.63744175,10007.041303499998,491.931736,0.0,6144.1325,10498.973039499999,6144.1325,4354.840539499999
2026-01-06 18:00:00+00:00,1.506999,749.3564972500001,14.78809175,1.8989989999999999,430.788419,8840.4563565,10038.795362500001,493.2182475,0.0,6114.6325,10532.013610000002,6114.6325,4417.381110000002
2026-01-06 19:00:00+00:00,1.506999,735.0647327500001,14.712363,2.0993325,472.95904874999997,8818.8358395,10045.1783155,491.90093825,0.0,6112.8375,10537.07925375,6112.8375,4424.2417537500005
2026-01-06 20:00:00+00:00,1.506999,731.211758,14.986604750000001,2.399,540.95425925,8698.40961375,9989.46823475,489.56352200000003,0.0,6039.9725,10479.03175675,6039.9725,4439.059256750001
