,Biomass,Hydro Run-of-river and poundage,Other,Solar,Waste,Wind Onshore,Hydro Water Reservoir,Other renewable,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-18 08:00:00+00:00,0.0,264.89075275,0.0,0.0,0.0,355.7866455,2422.2150275,25.0,3067.89242575,47.81626275,0.0,3761.5475,3115.7086885,3761.5475,-645.8388115000002
2026-01-18 09:00:00+00:00,0.0,267.52015525,0.0,0.0,0.0,266.18882425,2528.07839275,25.0,3086.78737225,47.947387,0.0,3796.9125,3134.73475925,3796.9125,-662.1777407499999
2026-01-18 10:00:00+00:00,0.0,265.49069275,0.0,0.0,0.0,192.12571825,2604.24999375,25.0,3086.86640475,47.46531575,0.0,3816.085,3134.3317205000003,3816.085,-681.7532794999997
2026-01-18 11:00:00+00:00,0.0,270.144682,0.0,0.0,0.0,188.42048549999998,2657.8359155,25.0,3141.4010829999997,47.9776025,0.0,3812.295,3189.3786855,3812.295,-622.9163145000002
2026-01-18 12:00:00+00:00,0.0,270.81077275,0.0,0.0,0.0,181.49457875000002,2674.751555,25.0,3152.0569065,48.068819500000004,0.0,3829.61,3200.1257259999998,3829.61,-629.4842740000004
2026-01-18 13:00:00+00:00,0.0,271.970126,0.0,0.0,0.0,187.2513475,2669.74832925,25.0,3153.96980275,47.84345525,0.0,3870.1549999999997,3201.8132579999997,3870.1549999999997,-668.3417420000001
2026-01-18 14:00:00+00:00,0.0,271.8901805,0.0,0.0,0.0,232.71411975,2736.92415175,25.0,3266.528452,48.25092925,0.0,3906.1025,3314.77938125,3906.1025,-591.32311875
2026-01-18 15:00:00+00:00,0.0,270.49517225,0.0,0.0,0.0,326.6799825,2766.7638365000003,25.0,3388.93899125,47.62618725,0.0,3956.5699999999997,3436.5651785,3956.5699999999997,-520.0048214999997
2026-01-18 16:00:00+00:00,0.0,270.045983,0.0,0.0,0.0,387.061277,2774.377512,25.0,3456.484772,47.7212145,0.0,3957.7925,3504.2059864999997,3957.7925,-453.58651350000036
2026-01-18 17:00:00+00:00,0.0,270.94447525,0.0,0.0,0.0,413.18914975,2777.22830625,25.0,3486.36193125,47.903237000000004,0.0,3945.51,3534.26516825,3945.51,-411.24483175000023
2026-01-18 18:00:00+00:00,0.0,274.76470625,0.0,0.0,0.0,452.196565,2725.549224,25.0,3477.5104952499996,47.653884500000004,0.0,3933.7925,3525.1643797499996,3933.7925,-408.6281202500004
2026-01-18 19:00:00+00:00,0.0,270.16144399999996,0.0,0.0,0.0,569.6596865,2698.6887887499997,25.0,3563.5099192499997,47.9934025,0.0,3915.2749999999996,3611.5033217499995,3915.2749999999996,-303.77167825000015
2026-01-18 20:00:00+00:00,0.0,272.685292,0.0,0.0,0.0,711.5180765,2686.62122575,25.0,3695.8245942500002,47.89362625,0.0,3896.9125,3743.7182205000004,3896.9125,-153.19427949999954
2026-01-18 21:00:00+00:00,0.0,272.82112374999997,0.0,0.0,0.0,796.90974175,2558.94395275,25.0,3653.6748182499996,47.3924535,0.0,3852.88,3701.0672717499997,3852.88,-151.81272825000042
2026-01-18 22:00:00+00:00,0.0,248.4547465,0.0,0.0,0.0,838.004366,2395.3257285,25.0,3506.7848409999997,47.5319215,0.0,3758.5425,3554.3167624999996,3758.5425,-204.22573750000038
2026-01-18 23:00:00+00:00,0.0,236.02684775,0.0,0.0,0.0,912.75434,2460.3444265,25.0,3634.1256142499997,47.66912575,0.0,3653.935,3681.79474,3653.935,27.859739999999874
2026-01-19 00:00:00+00:00,0.0,235.8995995,0.0,0.0,0.0,966.8340105,2395.1950795,25.0,3622.9286894999996,47.49273325,0.0,3585.7075,3670.4214227499997,3585.7075,84.71392274999971
2026-01-19 01:00:00+00:00,0.0,235.350544,0.0,0.0,0.00072075,986.84194875,2337.25652025,25.0,3584.4497337499997,47.556142,0.0,3533.425,3632.0058757499996,3533.425,98.58087574999945
2026-01-19 02:00:00+00:00,0.0,236.208541,0.0,0.0,0.10873274999999999,1016.4180017499999,2296.82945575,25.0,3574.5647312499996,47.871761,0.0,3518.8624999999997,3622.4364922499994,3518.8624999999997,103.57399224999972
2026-01-19 03:00:00+00:00,0.0,237.9601955,0.0,0.0,0.2097785,941.7833647499999,2282.31647025,25.0,3487.2698089999994,47.79077775,0.0,3510.1675,3535.0605867499994,3510.1675,24.893086749999384
2026-01-19 04:00:00+00:00,0.0,239.49404325,0.0,0.0,0.50061,934.3663885,2303.0526065,25.0,3502.41364825,47.65626075,0.0,3550.32,3550.069909,3550.32,-0.2500910000003387
2026-01-19 05:00:00+00:00,0.0,238.19604850000002,0.0,0.0,0.90265425,945.60437925,2508.66950275,25.0,3718.37258475,47.97467,0.0,3700.4624999999996,3766.34725475,3700.4624999999996,65.88475475000041
2026-01-19 06:00:00+00:00,0.0,265.80436075,0.0,0.0,0.13327525,789.8760705,2695.7463884999997,25.0,3776.560095,47.99373825,0.0,3872.5525000000002,3824.55383325,3872.5525000000002,-47.99866675000021
2026-01-19 07:00:00+00:00,0.0,261.2192645,0.0,0.0,0.0,570.728107,2841.33753825,25.0,3698.2849097499998,47.76570075,0.0,3929.1825,3746.0506105,3929.1825,-183.13188949999994
2026-01-19 08:00:00+00:00,0.0,284.25019399999996,0.0,0.0,0.00028575,527.59434825,2832.52937325,25.0,3669.3742012499997,47.5045,0.0,3947.4825,3716.8787012499997,3947.4825,-230.60379875000035
2026-01-19 09:00:00+00:00,0.0,280.35114699999997,0.0,0.0,0.0,415.24728275,2785.2043555,25.0,3505.80278525,47.7610805,0.0,3941.8424999999997,3553.56386575,3941.8424999999997,-388.27863424999987
2026-01-19 10:00:00+00:00,0.0,279.45010475000004,0.0,0.0,0.004963,367.6557915,2752.61738775,25.0,3424.728247,48.22211125,0.0,3941.865,3472.95035825,3941.865,-468.91464174999965
2026-01-19 11:00:00+00:00,0.0,283.88973925,0.0,0.0,0.0,325.01401525,2783.70282275,25.0,3417.60657725,47.79125775,0.0,3907.075,3465.397835,3907.075,-441.6771649999996
2026-01-19 12:00:00+00:00,0.0,280.10716325,0.0,0.0,0.0,344.47574925000004,2769.6581685,25.0,3419.241081,47.5269865,0.0,3871.07,3466.7680675,3871.07,-404.3019325
2026-01-19 13:00:00+00:00,0.0,281.244335,0.0,0.0,0.0,308.7432265,2822.4993575,25.0,3437.486919,47.847676,0.0,3889.5,3485.334595,3889.5,-404.1654050000002
2026-01-19 14:00:00+00:00,0.0,285.5321265,0.0,0.0,0.0,249.14332174999998,2899.515049,25.0,3459.19049725,47.8330855,0.0,3912.0175,3507.02358275,3912.0175,-404.99391724999987
2026-01-19 15:00:00+00:00,0.0,282.09942425,0.0,0.0,0.0,204.6645095,2922.07953175,25.0,3433.8434655,47.62212925,0.0,3948.9175,3481.46559475,3948.9175,-467.45190525
2026-01-19 16:00:00+00:00,0.0,280.8833795,0.0,0.0,0.0,147.785699,2918.12752825,25.0,3371.79660675,47.305658,0.0,3906.2125,3419.1022647500004,3906.2125,-487.11023524999973
2026-01-19 17:00:00+00:00,0.0,283.77730399999996,0.0,0.0,0.0,146.10607075000001,2935.08897,25.0,3389.9723447499996,47.8406925,0.0,3879.96,3437.8130372499995,3879.96,-442.1469627500005
2026-01-19 18:00:00+00:00,0.0,283.61827174999996,0.0,0.0,0.0,111.24346225,2914.6119012500003,25.0,3334.4736352500004,47.63844125,0.0,3868.315,3382.1120765000005,3868.315,-486.20292349999954
2026-01-19 19:00:00+00:00,0.0,283.57921825,0.0,0.0,0.07262025,122.260716,2882.304356,25.0,3313.2169105000003,47.7654545,0.0,3843.8175,3360.9823650000003,3843.8175,-482.8351349999998
2026-01-19 20:00:00+00:00,0.0,283.74493825,0.0,0.0,0.00075,141.330053,2790.7956222499997,25.0,3240.8713634999995,47.6613595,0.0,3806.43,3288.5327229999994,3806.43,-517.8972770000005
2026-01-19 21:00:00+00:00,0.0,281.95300075,0.0,0.0,0.00433525,150.57765775000001,2764.8535524999998,25.0,3222.3885462499998,47.692242750000005,0.0,3751.2425000000003,3270.0807889999996,3751.2425000000003,-481.16171100000065
2026-01-19 22:00:00+00:00,0.0,278.5663775,0.0,0.0,0.0722295,200.17017075,2737.0580394999997,25.0,3240.8668172499997,47.75061675,0.0,3665.2525,3288.617434,3665.2525,-376.6350660000003
2026-01-19 23:00:00+00:00,0.0,278.57678525,0.0,0.0,0.000219,241.56455875,2635.24126975,25.0,3180.38283275,47.51697375,0.0,3624.6949999999997,3227.8998065,3624.6949999999997,-396.79519349999964
2026-01-20 00:00:00+00:00,0.0,278.11942325,0.0,0.0,0.0,293.905846,2599.7272992499998,25.0,3196.7525685,47.28835525,0.0,3551.5525,3244.0409237500003,3551.5525,-307.5115762499995
2026-01-20 01:00:00+00:00,0.0,277.08625975,0.0,0.0,0.0,381.35499625,2634.62037975,25.0,3318.0616357500003,47.69130875,0.0,3517.7425000000003,3365.7529445000005,3517.7425000000003,-151.98955549999982
2026-01-20 02:00:00+00:00,0.0,276.92343675,0.0,0.0,0.00817025,434.46440075,2562.0831805,25.0,3298.47918825,47.5811725,0.0,3513.8975,3346.0603607499997,3513.8975,-167.8371392500003
2026-01-20 03:00:00+00:00,0.0,277.5307285,0.0,0.0,0.0009042500000000001,413.09766875,2566.09504325,25.0,3281.72434475,47.40662125,0.0,3502.6775,3329.130966,3502.6775,-173.5465339999996
2026-01-20 04:00:00+00:00,0.0,273.022157,0.0,0.0,0.0643575,315.53738525,2264.3873750000002,25.0,2878.01127475,47.66396375,0.0,3539.7925,2925.6752385000004,3539.7925,-614.1172614999996
2026-01-20 05:00:00+00:00,0.0,276.1496985,0.0,0.0,0.39568625,363.5684125,2587.90108875,25.0,3253.014886,47.796623749999995,0.0,3728.2325,3300.81150975,3728.2325,-427.42099025000016
2026-01-20 06:00:00+00:00,0.0,278.67496125,0.0,0.0,0.1685325,436.10653575,2798.18190375,25.0,3538.1319332499997,47.78792,0.0,3941.5025,3585.91985325,3941.5025,-355.5826467500001
2026-01-20 07:00:00+00:00,0.0,279.55313825,0.0,0.0,0.010689,532.1544162499999,2757.670259,25.0,3594.3885025,46.9560175,0.0,4039.2799999999997,3641.34452,4039.2799999999997,-397.93547999999964
2026-01-20 08:00:00+00:00,0.0,280.212063,0.0,0.0,0.010925,605.09851325,2470.5913205,25.0,3380.91282175,47.66505525,0.0,4041.0775,3428.577877,4041.0775,-612.4996229999997
2026-01-20 09:00:00+00:00,0.0,286.261821,0.0,0.0,1.22096725,669.285585,2507.35137425,24.84027775,3488.96002525,47.610625,0.0,4029.315,3536.5706502499997,4029.315,-492.7443497500003
2026-01-20 10:00:00+00:00,0.0,287.16820075,0.0,0.0,0.612242,781.17018775,2508.28091625,25.0,3602.23154675,47.770841250000004,0.0,4010.525,3650.002388,4010.525,-360.5226120000002
2026-01-20 11:00:00+00:00,0.0,286.08835150000004,0.0,0.0,0.1402825,826.0638134999999,2435.365062,25.0,3572.6575095,47.68946425,0.0,3970.4075000000003,3620.34697375,3970.4075000000003,-350.0605262500003
2026-01-20 12:00:00+00:00,0.0,288.22195225,0.0,0.0,0.28610225,830.35823525,2346.48275975,25.0,3490.3490494999996,47.70948175,0.0,3980.4874999999997,3538.0585312499998,3980.4874999999997,-442.42896874999997
2026-01-20 13:00:00+00:00,0.0,291.589887,0.0,0.0,0.04972425,849.06029125,2541.18447175,25.0,3706.88437425,47.565832,0.0,3992.5675,3754.4502062499996,3992.5675,-238.1172937500005
2026-01-20 14:00:00+00:00,0.0,278.692947,0.0,0.0,0.0658215,858.8613045,2497.744964,25.0,3660.365037,47.9230345,0.0,4028.93,3708.2880715,4028.93,-320.6419284999997
2026-01-20 15:00:00+00:00,0.0,264.0984625,0.0,0.0,0.062393,856.19606075,2428.76914875,18.77777775,3567.9038427500004,47.810306749999995,0.0,4051.475,3615.7141495000005,4051.475,-435.7608504999994
2026-01-20 16:00:00+00:00,0.0,266.01056475,0.0,0.0,0.0,865.172545,2580.83836375,24.9305555,3736.952029,40.217264,0.0,4061.15,3777.169293,4061.15,-283.98070700000017
2026-01-20 17:00:00+00:00,0.0,264.3756605,0.0,0.0,0.0,878.6623937500001,2447.5815785,25.0,3615.61963275,39.2481935,0.0,4013.9225,3654.8678262500002,4013.9225,-359.0546737499999
2026-01-20 18:00:00+00:00,0.0,263.1420235,0.0,0.0,0.0,885.406395,2467.0697090000003,25.0,3640.6181275000004,46.7791645,0.0,3985.32,3687.3972920000006,3985.32,-297.9227079999996
2026-01-20 19:00:00+00:00,0.0,262.69171800000004,0.0,0.0,0.0356725,941.7390399999999,2479.5737775,25.0,3709.0402079999994,47.23736675,0.0,3924.2075,3756.2775747499995,3924.2075,-167.92992525000045
2026-01-20 20:00:00+00:00,0.0,262.9922995,0.0,0.0,0.006193,992.93328625,2446.405777,25.0,3727.33755575,47.1035775,0.0,3940.35,3774.44113325,3940.35,-165.90886675000002
2026-01-20 21:00:00+00:00,0.0,265.83889075,0.0,0.0,0.0017670000000000001,1035.49613725,2377.61312025,25.0,3703.9499152500002,46.06721425,0.0,3911.1475,3750.0171295,3911.1475,-161.13037050000003
2026-01-20 22:00:00+00:00,0.0,263.62122725,0.0,0.0,0.07659375,1043.13264125,2307.13421175,25.0,3638.964674,46.04402725,0.0,3844.465,3685.00870125,3844.465,-159.45629875000031
2026-01-20 23:00:00+00:00,0.0,277.82082825,0.0,0.0,0.00190175,1066.82730625,2338.89706225,25.0,3708.5470985,39.3350055,0.0,3764.0875,3747.8821040000003,3764.0875,-16.205395999999837
2026-01-21 00:00:00+00:00,0.0,279.27923375,0.0,0.0,0.0521785,1107.8889095,2331.937251,25.0,3744.15757275,39.1150375,0.0,3725.58,3783.27261025,3725.58,57.69261025000014
2026-01-21 01:00:00+00:00,0.0,277.7164095,0.0,0.0,0.1527415,1096.7391375,2330.16263675,25.0,3729.77092525,39.10394,0.0,3698.8125,3768.87486525,3698.8125,70.06236524999986
2026-01-21 02:00:00+00:00,0.0,278.74665275,0.0,0.0,0.36226674999999997,1076.97335525,2342.67202975,25.0,3723.7543045,38.9841035,0.0,3654.99,3762.738408,3654.99,107.74840800000038
2026-01-21 03:00:00+00:00,0.0,277.919389,0.0,0.0,0.039064,1105.086621,2309.8578795000003,25.0,3717.9029535,39.27656625,0.0,3664.4125000000004,3757.17951975,3664.4125000000004,92.76701974999969
2026-01-21 04:00:00+00:00,0.0,277.20983325,0.0,0.0,0.00053125,1147.6364785,2262.673547,25.0,3712.5203899999997,38.99995875,0.0,3730.7650000000003,3751.52034875,3730.7650000000003,20.755348749999484
2026-01-21 05:00:00+00:00,0.0,281.12843375,0.0,0.0,0.11266125,1178.0214865,2356.42503825,25.0,3840.68761975,38.9759255,0.0,3897.9449999999997,3879.66354525,3897.9449999999997,-18.28145474999974
2026-01-21 06:00:00+00:00,0.0,288.38871925,0.0,0.0,0.071558,1230.55695475,2467.6303012500002,25.0,4011.6475332500004,37.78709725,0.0,4112.215,4049.4346305000004,4112.215,-62.78036949999978
2026-01-21 07:00:00+00:00,0.0,291.69875325,0.0,0.0,0.0005595,1257.702796,2485.75136225,25.0,4060.153471,36.819344,0.0,4170.2375,4096.972815,4170.2375,-73.2646850000001
2026-01-21 08:00:00+00:00,0.0,292.10879775,0.0,0.0,0.0,1337.415286,2458.75266325,25.0,4113.276747,37.12508975,0.0,4155.58,4150.40183675,4155.58,-5.17816324999967
2026-01-21 09:00:00+00:00,0.0,285.55672400000003,0.0,0.0,0.6101575,1383.15075375,2410.67589575,24.82715075,4104.82068175,37.122662250000005,0.0,4234.0075,4141.943344,4234.0075,-92.06415599999946
2026-01-21 10:00:00+00:00,0.0,262.6349505,0.0,0.0,0.07815975,1441.08588875,2389.08755775,25.0,4117.88655675,37.29752125,0.0,4219.315,4155.184077999999,4219.315,-64.13092200000028
2026-01-21 11:00:00+00:00,0.0,259.1849965,0.0,0.0,0.01645775,1531.06620475,2405.0128247499997,25.0,4220.28048375,37.434569,0.0,4173.7025,4257.71505275,4173.7025,84.01255274999949
2026-01-21 12:00:00+00:00,0.0,258.84261275,0.0,0.0,0.97516725,1559.18304,2363.02591175,25.0,4207.02673175,38.42359625,0.0,4131.3125,4245.450328,4131.3125,114.1378279999999
2026-01-21 13:00:00+00:00,0.0,264.21533999999997,0.0,0.0,0.1268135,1524.2976185,2415.155946,25.0,4228.795717999999,38.981997,0.0,4146.575000000001,4267.777714999999,4146.575000000001,121.20271499999853
2026-01-21 14:00:00+00:00,0.0,260.08210125,0.0,0.0,0.026065500000000002,1476.025526,2472.760081,25.0,4233.89377375,39.19794925,0.0,4174.96,4273.0917230000005,4174.96,98.13172300000042
2026-01-21 15:00:00+00:00,0.0,261.93875125,0.0,0.0,0.09761399999999999,1515.64111275,2476.35560725,25.0,4279.03308525,38.727087,0.0,4242.4575,4317.76017225,4242.4575,75.30267224999989
2026-01-21 16:00:00+00:00,0.0,260.8343025,0.0,0.0,0.0065305,1508.756502,2474.30718775,25.0,4268.90452275,38.84573175,0.0,4233.435,4307.7502545,4233.435,74.31525449999936
2026-01-21 17:00:00+00:00,0.0,258.89995175,0.0,0.0,0.0623625,1511.42295775,2431.0914135000003,25.0,4226.4766855,38.5523375,0.0,4194.46,4265.029023,4194.46,70.56902300000002
2026-01-21 18:00:00+00:00,0.0,261.7079305,0.0,0.0,0.15098725000000002,1469.27640775,2355.3692645,25.0,4111.5045900000005,38.7412945,0.0,4182.86,4150.2458845,4182.86,-32.61411549999957
2026-01-21 19:00:00+00:00,0.0,257.3855195,0.0,0.0,0.24495424999999998,1447.102876,2366.70666425,25.0,4096.440014,38.72613825,0.0,4123.7,4135.16615225,4123.7,11.46615225000005
2026-01-21 20:00:00+00:00,0.0,258.72907299999997,0.0,0.0,0.051514500000000005,1463.4317337500001,2358.5050067499997,25.0,4105.717328,38.83810225,0.0,4070.38,4144.5554302499995,4070.38,74.17543024999941
2026-01-21 21:00:00+00:00,0.0,253.20997275000002,0.0,0.0,0.324333,1468.3880545,2328.516721,25.0,4075.4390812499996,38.6364455,0.0,4014.8050000000003,4114.07552675,4014.8050000000003,99.27052674999959
2026-01-21 22:00:00+00:00,0.0,252.79167325,0.0,0.0,0.3920665,1473.12501225,2253.218632,25.0,4004.527384,38.8837655,0.0,3954.575,4043.4111495,3954.575,88.83614950000037
2026-01-21 23:00:00+00:00,0.0,247.6650735,0.0,0.0,0.18540075,1486.13496075,2382.05768025,25.0,4141.04311525,44.75298075,0.0,3888.0550000000003,4185.796095999999,3888.0550000000003,297.74109599999883
2026-01-22 00:00:00+00:00,0.0,244.925099,0.0,0.0,0.13443075,1458.655317,2369.549857,25.0,4098.26470375,45.818495999999996,0.0,3805.69,4144.08319975,3805.69,338.3931997499999
2026-01-22 01:00:00+00:00,0.0,245.21185,0.0,0.0,0.000626,1419.89697725,2341.8365635,25.0,4031.94601675,45.7926845,0.0,3767.9049999999997,4077.7387012500003,3767.9049999999997,309.83370125000056
2026-01-22 02:00:00+00:00,0.0,245.2589515,0.0,0.0,0.10507024999999999,1420.1912602500001,2295.62826725,25.0,3986.1835492500004,45.853218,0.0,3762.8675,4032.0367672500006,3762.8675,269.16926725000076
2026-01-22 03:00:00+00:00,0.0,244.55820525000001,0.0,0.0,0.3008265,1413.524572,2358.8216205,25.0,4042.20522425,45.592602,0.0,3772.8199999999997,4087.79782625,3772.8199999999997,314.97782625000036
2026-01-22 04:00:00+00:00,0.0,247.4155055,0.0,0.0,0.1412035,1384.0334765,2285.52365525,25.0,3942.1138407500002,45.885256999999996,0.0,3812.4700000000003,3987.99909775,3812.4700000000003,175.5290977499999
2026-01-22 05:00:00+00:00,0.0,269.53059125,0.0,0.0,0.3751215,1421.073407,2252.5957307500003,25.0,3968.5748505,45.832909,0.0,3953.62,4014.4077595000003,3953.62,60.78775950000045
2026-01-22 06:00:00+00:00,0.0,242.06062674999998,0.0,0.0,0.08788225,1402.9607377500001,2383.6098927499997,25.0,4053.7191395,39.1790255,0.0,4146.8125,4092.898165,4146.8125,-53.91433499999994
2026-01-22 07:00:00+00:00,0.0,257.08418425,0.0,0.0,0.08277225,1414.7063895000001,2417.98614,25.0,4114.859486,42.89346525,0.0,4268.52,4157.7529512500005,4268.52,-110.76704874999996
2026-01-22 08:00:00+00:00,0.0,265.4180515,0.0,0.0,0.55989175,1370.466204,2367.62754025,25.0,4029.0716875,47.67769825,0.0,4296.1,4076.74938575,4296.1,-219.3506142500005
2026-01-22 09:00:00+00:00,0.0,261.03666875,0.0,0.0,4.60138375,1377.68111275,2358.597045,25.0,4026.91621025,47.38634425,0.0,4250.8875,4074.3025545,4250.8875,-176.58494549999978
2026-01-22 10:00:00+00:00,0.0,260.1596965,0.0,0.0,6.34,1347.606703,2383.93895525,25.0,4023.04535475,47.27824675,0.0,4205.485000000001,4070.3236015,4205.485000000001,-135.16139850000036
2026-01-22 11:00:00+00:00,0.0,257.50550899999996,0.0,0.0,6.33939775,1329.35052525,2356.74983875,25.0,3974.94527075,47.180668,0.0,4175.585,4022.12593875,4175.585,-153.4590612500001
2026-01-22 12:00:00+00:00,0.0,259.74951725,0.0,0.0,6.34,1402.5247405,2310.45742475,25.0,4004.0716825,47.234977,0.0,4158.6125,4051.3066595,4158.6125,-107.30584050000016
2026-01-22 13:00:00+00:00,0.0,262.91908675,0.0,0.0,6.34,1399.32112625,2302.6961395,25.0,3996.2763525,47.378426,0.0,4167.5125,4043.6547785000002,4167.5125,-123.85772149999957
2026-01-22 14:00:00+00:00,0.0,267.05404975,0.0,0.0,6.34,1416.478417,2373.8831607499997,25.0,4088.7556274999997,47.37478125,0.0,4197.625,4136.130408749999,4197.625,-61.49459125000067
2026-01-22 15:00:00+00:00,0.0,268.29416275,0.0,0.0,6.34,1388.2142302500001,2379.2213715,25.0,4067.0697645,47.06139225,0.0,4273.672500000001,4114.13115675,4273.672500000001,-159.54134325000086
2026-01-22 16:00:00+00:00,0.0,244.66150199999998,0.0,0.0,6.34,1377.0947075,2464.52871425,25.0,4117.62492375,47.26959975,0.0,4264.2125,4164.894523499999,4264.2125,-99.31797650000044
2026-01-22 17:00:00+00:00,0.0,242.2500275,0.0,0.0,6.34,1362.86321475,2473.26521175,25.0,4109.718454,47.26885525,0.0,4241.6875,4156.98730925,4241.6875,-84.70019074999982
2026-01-22 18:00:00+00:00,0.0,235.7293805,0.0,0.0,6.34,1336.13570725,2516.46758275,25.0,4119.6726705,47.33368875,0.0,4244.3475,4167.00635925,4244.3475,-77.3411407499998
2026-01-22 19:00:00+00:00,0.0,235.05435549999999,0.0,0.0,6.34,1315.21748675,2551.4110542500002,25.0,4133.022896500001,40.52815725,0.0,4219.27,4173.55105375,4219.27,-45.718946250000045
2026-01-22 20:00:00+00:00,0.0,236.791143,0.0,0.0,6.34,1306.553967,2558.9813165,25.0,4133.6664265,44.07309025,0.0,4202.5175,4177.73951675,4202.5175,-24.777983250000034
2026-01-22 21:00:00+00:00,0.0,236.880773,0.0,0.0,6.34,1293.73305975,2516.3383965,25.0,4078.2922292499998,39.62373325,0.0,4163.42,4117.9159625,4163.42,-45.50403749999987
2026-01-22 22:00:00+00:00,0.0,235.251073,0.0,0.0,6.34,1287.56280375,2528.48671525,25.0,4082.640592,39.6058575,0.0,4102.255,4122.2464495,4102.255,19.99144950000027
2026-01-22 23:00:00+00:00,0.0,231.44582925,0.0,0.0,6.317575,1320.4096125,2267.66484825,25.0,3850.837865,44.5841755,0.0,4004.6725,3895.4220405,4004.6725,-109.25045950000003
2026-01-23 00:00:00+00:00,0.0,231.64914625,0.0,0.0,6.13300775,1286.652734,2211.716545,25.0,3761.151433,44.64253975,0.0,3947.385,3805.79397275,3947.385,-141.59102725000002
2026-01-23 01:00:00+00:00,0.0,230.97278,0.0,0.0,6.30350675,1288.7876422499999,2238.5170085,25.0,3789.5809375,44.5692675,0.0,3937.685,3834.150205,3937.685,-103.53479500000003
2026-01-23 02:00:00+00:00,0.0,232.3920615,0.0,0.0,6.34,1255.48350425,2187.681498,25.0,3706.8970637499997,44.635270750000004,0.0,3928.0125,3751.5323344999997,3928.0125,-176.4801655000001
2026-01-23 03:00:00+00:00,0.0,232.70433025,0.0,0.0,6.34,1273.44686775,2148.33143525,25.0,3685.82263325,44.5273315,0.0,3912.4525,3730.34996475,3912.4525,-182.10253525000007
2026-01-23 04:00:00+00:00,0.0,233.87032875,0.0,0.0,6.33954975,1350.24143925,2131.60395175,25.0,3747.0552694999997,44.7718525,0.0,3960.4049999999997,3791.8271219999997,3960.4049999999997,-168.57787800000006
2026-01-23 05:00:00+00:00,0.0,230.90756125000001,0.0,0.0,6.33636,1326.29083775,2246.07448675,25.0,3834.60924575,44.9439895,0.0,4112.65,3879.55323525,4112.65,-233.0967647499997
2026-01-23 06:00:00+00:00,0.0,231.66166875,0.0,0.0,6.34,1303.4752645,2372.6767105,25.0,3939.15364375,44.639554000000004,0.0,4316.265,3983.7931977499998,4316.265,-332.47180225000056
2026-01-23 07:00:00+00:00,0.0,262.37951499999997,0.0,0.0,6.34,1251.1644625,2437.86694975,25.0,3982.75092725,44.586323,0.0,4413.77,4027.33725025,4413.77,-386.4327497500003
2026-01-23 08:00:00+00:00,0.0,251.66391149999998,0.0,0.0,6.34,1271.58915575,2400.9884094999998,25.0,3955.5814767499996,44.580923999999996,0.0,4415.7425,4000.1624007499995,4415.7425,-415.5800992500008
2026-01-23 09:00:00+00:00,0.0,248.36530249999998,0.0,0.0,6.3129325,1299.5831082500001,2373.1332575,25.0,3952.3946007500003,44.68879175,0.0,4402.77,3997.0833925,4402.77,-405.68660750000026
2026-01-23 10:00:00+00:00,0.0,247.55543725,0.0,0.0,6.34,1304.43856375,2476.14974875,25.0,4059.4837497500002,44.58198825,0.0,4337.8025,4104.065738,4337.8025,-233.73676199999954
2026-01-23 11:00:00+00:00,0.0,256.89686625,0.0,0.0,6.3144375,1244.68645025,2317.67837825,25.0,3850.5761322500002,44.609545499999996,0.0,4293.3125,3895.18567775,4293.3125,-398.1268222499998
2026-01-23 12:00:00+00:00,0.0,255.01386324999999,0.0,0.0,6.34,1218.739327,2302.3972224999998,25.0,3807.4904127499995,44.55813225,0.0,4265.05,3852.0485449999996,4265.05,-413.00145500000053
2026-01-23 13:00:00+00:00,0.0,259.42814125,0.0,0.0,6.34,1191.865534,2386.1513882500003,25.0,3868.7850635000004,44.533991,0.0,4265.825,3913.3190545,4265.825,-352.5059454999996
2026-01-23 14:00:00+00:00,0.0,259.37065925,0.0,0.0,6.34,1182.75902075,2410.46321775,25.0,3883.93289775,44.479831,0.0,4310.21,3928.41272875,4310.21,-381.79727125
2026-01-23 15:00:00+00:00,0.0,259.13470325,0.0,0.0,6.34,1128.1174624999999,2430.7112525000002,25.0,3849.30341825,44.57818975,0.0,4403.8425,3893.881608,4403.8425,-509.9608919999996
2026-01-23 16:00:00+00:00,0.0,261.76050975,0.0,0.0,6.34,1128.60217225,2628.59971175,25.0,4050.30239375,44.4474275,0.0,4405.5775,4094.7498212500004,4405.5775,-310.8276787499999
2026-01-23 17:00:00+00:00,0.0,257.50225825,0.0,0.0,6.34,1102.81929975,2427.55622,25.0,3819.217778,44.559453,0.0,4366.345,3863.777231,4366.345,-502.5677690000002
2026-01-23 18:00:00+00:00,0.0,255.75953575,0.0,0.0,6.34,1087.2375585,2396.11152175,25.0,3770.448616,44.38462075,0.0,4323.9725,3814.83323675,4323.9725,-509.13926324999966
2026-01-23 19:00:00+00:00,0.0,252.86892849999998,0.0,0.0,6.34,1091.18295525,2349.280592,25.0,3724.67247575,44.454205,0.0,4304.64,3769.12668075,4304.64,-535.5133192500002
2026-01-23 20:00:00+00:00,0.0,250.5408145,0.0,0.0,6.34,1068.16018725,2307.6458375,25.0,3657.68683925,44.67707525,0.0,4257.4974999999995,3702.3639145,4257.4974999999995,-555.1335854999993
