,Biomass,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Solar,Waste,Wind Onshore,Fossil Hard coal,Hydro Water Reservoir,Geothermal,Other renewable,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-01 00:00:00+00:00,76.4,423.2,11.6,45.0,0.0,4.8,187.8,200.60000000000002,387.4,0.0,35.6,1372.3999999999999,0.0,6.3,2109.25,1372.3999999999999,2115.55,-743.1500000000003
2026-01-01 01:00:00+00:00,76.4,423.2,12.5,44.599999999999994,0.0,4.8,167.0,199.6,378.8,0.0,35.6,1342.5,0.0,6.4,1994.25,1342.5,2000.65,-658.1500000000001
2026-01-01 02:00:00+00:00,76.0,423.0,13.8,44.699999999999996,0.0,3.2,153.6,199.6,345.0,0.0,35.6,1294.5,0.0,6.4,1909.0,1294.5,1915.4,-620.9000000000001
2026-01-01 03:00:00+00:00,76.4,422.0,14.0,44.5,0.0,3.2,138.2,198.6,348.5,0.0,35.6,1281.0,0.0,6.5,1868.25,1281.0,1874.75,-593.75
2026-01-01 04:00:00+00:00,76.4,438.5,14.4,44.599999999999994,0.0,3.2,99.2,198.5,470.7,0.0,35.6,1381.1,0.0,6.5,1873.5,1381.1,1880.0,-498.9000000000001
2026-01-01 05:00:00+00:00,76.4,442.2,13.8,65.4,0.0,3.2,99.19999999999999,199.8,469.4,0.0,35.6,1405.0,0.0,6.6,1931.75,1405.0,1938.35,-533.3499999999999
2026-01-01 06:00:00+00:00,76.0,442.4,12.3,84.69999999999999,4.5,3.2,120.7,200.7,470.0,0.0,35.6,1450.1,0.0,6.4,1959.25,1450.1,1965.65,-515.5500000000002
2026-01-01 07:00:00+00:00,73.6,444.20000000000005,11.0,83.7,45.7,3.2,144.7,202.6,463.6,0.0,35.2,1507.5000000000002,0.0,6.6,2043.5,1507.5000000000002,2050.1,-542.5999999999997
2026-01-01 08:00:00+00:00,74.8,445.7,11.5,83.6,110.3,3.2,170.2,203.1,366.6,0.0,35.2,1504.2,0.0,6.4,2121.0,1504.2,2127.4,-623.2
2026-01-01 09:00:00+00:00,74.8,446.6,12.100000000000001,83.4,135.7,3.2,180.6,203.0,374.0,0.0,35.2,1548.6000000000001,0.0,6.4,2166.75,1548.6000000000001,2173.15,-624.55
2026-01-01 10:00:00+00:00,74.8,446.7,10.4,83.0,162.3,3.2,218.0,200.8,361.0,0.0,35.2,1595.4,0.0,6.4,2184.75,1595.4,2191.15,-595.75
2026-01-01 11:00:00+00:00,74.4,446.3,10.9,83.0,142.0,3.2,241.8,197.0,364.4,0.0,35.2,1598.2,0.0,6.4,2185.5,1598.2,2191.9,-593.7
2026-01-01 12:00:00+00:00,74.4,445.8,11.1,83.1,140.1,3.2,289.1,195.5,410.1,0.0,35.2,1687.6000000000001,0.0,6.4,2146.75,1687.6000000000001,2153.15,-465.54999999999995
2026-01-01 13:00:00+00:00,74.8,445.0,10.3,83.7,80.0,3.2,408.5,194.0,446.0,0.0,35.2,1780.7,0.0,6.4,2151.0,1780.7,2157.4,-376.70000000000005
2026-01-01 14:00:00+00:00,76.0,443.8,10.0,118.1,32.4,3.2,521.5,193.2,698.5,0.0,35.2,2131.8999999999996,221.8,0.0,2219.75,2353.7,2219.75,133.94999999999982
2026-01-01 15:00:00+00:00,76.4,443.3,12.0,139.9,2.5,3.2,532.8,197.7,739.2,0.0,35.2,2182.2,257.3,0.0,2345.75,2439.5,2345.75,93.75
2026-01-01 16:00:00+00:00,76.4,443.7,12.8,140.7,0.0,4.8,589.7,198.1,727.2,0.0,35.2,2228.5999999999995,257.1,0.0,2493.0,2485.6999999999994,2493.0,-7.300000000000637
2026-01-01 17:00:00+00:00,76.4,443.7,12.9,141.2,0.4,4.8,696.7,196.6,744.9,0.0,35.2,2352.7999999999997,257.2,0.0,2502.25,2609.9999999999995,2502.25,107.74999999999955
2026-01-01 18:00:00+00:00,76.4,443.5,12.9,136.8,0.0,4.8,716.1,196.8,744.2,0.0,34.8,2366.3,257.2,0.0,2518.25,2623.5,2518.25,105.25
2026-01-01 19:00:00+00:00,76.4,443.9,9.899999999999999,113.6,0.0,4.8,793.5,198.0,703.3,0.0,34.8,2378.2,257.1,0.0,2490.5,2635.2999999999997,2490.5,144.79999999999973
2026-01-01 20:00:00+00:00,76.4,443.0,10.4,93.5,0.0,4.8,720.0,199.8,683.7,0.0,34.8,2266.4,254.3,0.0,2465.25,2520.7000000000003,2465.25,55.45000000000027
2026-01-01 21:00:00+00:00,76.4,427.8,10.4,66.5,0.0,4.8,739.4,200.0,653.9000000000001,0.0,34.8,2214.0,125.69999999999999,0.0,2331.25,2339.7,2331.25,8.449999999999818
2026-01-01 22:00:00+00:00,76.4,423.3,10.4,66.2,0.0,3.2,834.3,200.7,559.7,0.0,35.2,2209.4,0.0,6.4,2129.0,2209.4,2135.4,74.0
2026-01-01 23:00:00+00:00,76.4,424.4,10.5,64.10000000000001,0.0,3.2,899.1,202.0,342.3,0.0,34.4,2056.4,0.0,6.300000000000001,1911.75,2056.4,1918.05,138.35000000000014
2026-01-02 00:00:00+00:00,76.4,424.6,10.8,46.1,0.0,3.2,894.5,202.4,343.4,0.0,34.0,2035.4,0.0,6.300000000000001,1765.0,2035.4,1771.3,264.10000000000014
2026-01-02 01:00:00+00:00,76.4,424.7,11.4,46.0,0.0,3.2,861.4,202.4,351.3,0.0,34.4,2011.2,0.0,6.2,1685.5,2011.2,1691.7,319.5
2026-01-02 02:00:00+00:00,75.2,424.9,12.4,45.8,0.0,3.2,904.9,201.3,353.1,0.0,34.0,2054.8,0.0,6.4,1650.75,2054.8,1657.15,397.6500000000001
2026-01-02 03:00:00+00:00,75.2,424.3,12.8,45.7,0.0,3.2,944.4,203.10000000000002,344.0,0.0,34.4,2087.1,0.0,6.300000000000001,1669.5,2087.1,1675.8,411.29999999999995
2026-01-02 04:00:00+00:00,76.0,439.70000000000005,12.700000000000001,45.400000000000006,0.0,3.2,837.8000000000001,202.0,374.7,0.0,34.0,2025.5000000000002,0.0,6.300000000000001,1771.75,2025.5000000000002,1778.05,247.45000000000027
2026-01-02 05:00:00+00:00,76.4,440.8,12.0,68.8,0.0,2.8,805.0,200.7,471.6,0.0,33.2,2111.2999999999997,0.0,6.4,2010.5,2111.2999999999997,2016.9,94.39999999999964
2026-01-02 06:00:00+00:00,75.2,440.5,10.8,72.1,1.2,4.4,756.0,200.9,494.9,0.0,33.2,2089.2,0.0,6.2,2215.25,2089.2,2221.45,-132.25
2026-01-02 07:00:00+00:00,74.4,441.4,10.7,72.7,20.200000000000003,4.8,735.0,201.2,481.6,0.0,32.8,2074.8,0.0,6.2,2379.25,2074.8,2385.45,-310.64999999999964
2026-01-02 08:00:00+00:00,75.2,440.8,12.5,73.0,53.7,5.2,662.3,202.4,490.5,0.0,33.6,2049.2000000000003,0.0,6.300000000000001,2492.5,2049.2000000000003,2498.8,-449.5999999999999
2026-01-02 09:00:00+00:00,76.4,441.7,12.7,73.2,77.5,5.2,561.0,201.7,472.70000000000005,0.0,34.4,1956.5000000000005,0.0,6.2,2494.5,1956.5000000000005,2500.7,-544.1999999999994
2026-01-02 10:00:00+00:00,76.4,441.7,11.7,73.3,114.6,5.2,675.9,200.60000000000002,416.1,0.0,33.6,2049.1,0.0,6.1,2476.75,2049.1,2482.85,-433.75
2026-01-02 11:00:00+00:00,76.4,442.0,11.5,72.7,109.1,5.2,832.6,199.8,393.3,0.0,33.2,2175.7999999999997,0.0,6.1,2516.0,2175.7999999999997,2522.1,-346.3000000000002
2026-01-02 12:00:00+00:00,76.4,441.7,11.6,82.0,78.7,3.2,883.3,198.4,422.9,0.0,34.0,2232.2000000000003,0.0,6.2,2538.0,2232.2000000000003,2544.2,-311.99999999999955
2026-01-02 13:00:00+00:00,76.0,440.8,11.6,97.1,63.3,4.8,855.5,197.2,588.7,0.0,34.8,2369.8,0.0,6.2,2510.75,2369.8,2516.95,-147.14999999999964
2026-01-02 14:00:00+00:00,76.4,440.9,11.0,125.0,32.9,4.8,850.5,197.4,746.2,0.0,34.4,2519.5000000000005,0.0,6.0,2494.75,2519.5000000000005,2500.75,18.750000000000455
2026-01-02 15:00:00+00:00,76.4,441.4,9.8,143.6,4.4,4.8,840.2,197.0,740.2,0.0,34.4,2492.2000000000003,127.5,0.0,2568.5,2619.7000000000003,2568.5,51.20000000000027
2026-01-02 16:00:00+00:00,76.4,441.3,10.2,152.4,2.0,4.8,758.9,198.0,739.1,0.0,34.4,2417.5,127.99999999999999,0.0,2661.0,2545.5,2661.0,-115.5
2026-01-02 17:00:00+00:00,76.4,441.2,10.4,151.7,0.0,4.8,604.0,199.8,773.1,0.0,34.0,2295.4,127.99999999999999,0.0,2640.75,2423.4,2640.75,-217.3499999999999
2026-01-02 18:00:00+00:00,76.0,441.9,9.9,145.29999999999998,0.0,4.8,664.3,199.39999999999998,756.2,0.0,34.0,2331.8,125.6,0.0,2624.25,2457.4,2624.25,-166.8499999999999
2026-01-02 19:00:00+00:00,76.4,442.1,9.7,135.1,0.0,5.2,792.8,200.60000000000002,742.0,0.0,34.4,2438.3,0.0,6.4,2565.75,2438.3,2572.15,-133.8499999999999
2026-01-02 20:00:00+00:00,76.4,441.9,9.8,126.69999999999999,0.0,4.8,795.0,201.8,701.2,0.0,34.4,2392.0,0.0,6.2,2499.5,2392.0,2505.7,-113.69999999999982
2026-01-02 21:00:00+00:00,76.4,422.9,10.7,85.8,0.0,3.2,790.1,202.2,685.1,0.0,34.8,2311.2000000000003,0.0,6.2,2353.75,2311.2000000000003,2359.95,-48.749999999999545
2026-01-02 22:00:00+00:00,76.4,422.6,10.2,60.9,0.0,3.2,694.8,201.2,479.7,0.0,34.4,1983.4,0.0,6.2,2136.25,1983.4,2142.45,-159.04999999999973
2026-01-02 23:00:00+00:00,76.0,424.0,10.4,59.400000000000006,0.0,3.2,612.4,200.2,438.90000000000003,0.0,34.0,1858.5000000000002,0.0,6.2,1927.75,1858.5000000000002,1933.95,-75.44999999999982
2026-01-03 00:00:00+00:00,76.0,423.7,10.5,41.7,0.0,3.2,703.7,200.6,410.7,0.0,33.6,1903.7,0.0,6.2,1806.75,1903.7,1812.95,90.75
2026-01-03 01:00:00+00:00,76.4,424.0,11.5,41.8,0.0,3.2,667.0,202.0,414.5,0.0,34.0,1874.4,0.0,6.4,1713.25,1874.4,1719.65,154.75
2026-01-03 02:00:00+00:00,76.4,423.5,14.2,41.9,0.0,3.2,597.3,202.2,423.8,0.0,34.0,1816.5,0.0,6.2,1679.75,1816.5,1685.95,130.54999999999995
2026-01-03 03:00:00+00:00,76.4,423.7,14.4,42.4,0.0,3.2,492.2,202.0,446.0,0.0,33.6,1733.8999999999999,0.0,6.300000000000001,1696.75,1733.8999999999999,1703.05,30.84999999999991
2026-01-03 04:00:00+00:00,76.4,442.2,14.4,42.3,0.0,3.2,286.1,201.4,469.5,0.0,34.0,1569.5,0.0,6.300000000000001,1776.5,1569.5,1782.8,-213.29999999999995
2026-01-03 05:00:00+00:00,76.4,441.9,14.0,60.0,0.0,2.8,248.9,200.4,444.70000000000005,0.0,33.6,1522.6999999999998,0.0,6.4,1932.75,1522.6999999999998,1939.15,-416.4500000000003
2026-01-03 06:00:00+00:00,76.0,441.6,13.2,60.5,2.0,4.8,330.7,200.3,467.2,0.0,34.0,1630.3,0.0,6.300000000000001,2076.25,1630.3,2082.55,-452.2500000000002
2026-01-03 07:00:00+00:00,75.2,442.5,12.700000000000001,71.1,29.1,4.8,270.9,201.6,512.4,0.0,34.0,1654.3000000000002,0.0,6.2,2251.75,1654.3000000000002,2257.95,-603.6499999999996
2026-01-03 08:00:00+00:00,76.4,442.9,12.600000000000001,71.0,77.3,4.8,181.1,201.2,555.7,0.0,34.0,1657.0,0.0,6.1,2387.75,1657.0,2393.85,-736.8499999999999
2026-01-03 09:00:00+00:00,76.4,443.3,12.4,71.4,108.3,4.8,168.5,200.0,574.5,0.0,34.4,1694.0,0.0,4.8,2440.25,1694.0,2445.05,-751.0500000000002
2026-01-03 10:00:00+00:00,75.2,443.2,12.5,64.5,136.2,3.2,148.8,200.0,515.8,0.0,36.0,1635.3999999999999,0.0,3.1,2449.25,1635.3999999999999,2452.35,-816.95
2026-01-03 11:00:00+00:00,74.8,443.5,12.8,65.8,143.9,2.8,111.5,199.2,531.0,0.0,36.0,1621.2999999999997,0.0,3.1,2471.5,1621.2999999999997,2474.6,-853.3000000000002
2026-01-03 12:00:00+00:00,76.0,442.8,12.700000000000001,68.2,111.8,3.2,86.0,199.4,537.6,0.0,35.6,1573.3,0.0,3.1,2436.0,1573.3,2439.1,-865.8
2026-01-03 13:00:00+00:00,76.4,443.4,12.4,88.8,70.2,3.2,70.5,199.0,607.8,0.0,35.6,1607.2999999999997,126.0,0.0,2396.75,1733.2999999999997,2396.75,-663.4500000000003
2026-01-03 14:00:00+00:00,76.4,443.5,12.4,122.0,31.2,4.8,57.1,198.6,589.5,0.0,36.0,1571.5,257.3,0.0,2383.5,1828.8,2383.5,-554.7
2026-01-03 15:00:00+00:00,76.4,442.9,12.8,143.0,5.2,4.8,85.0,199.39999999999998,714.2,0.0,35.6,1719.2999999999997,258.0,0.0,2476.0,1977.2999999999997,2476.0,-498.7000000000003
2026-01-03 16:00:00+00:00,76.4,442.5,12.8,168.6,2.0,4.8,162.5,200.0,683.2,0.0,35.2,1788.0,258.2,0.0,2564.25,2046.2,2564.25,-518.05
2026-01-03 17:00:00+00:00,76.4,442.3,12.8,165.3,0.4,4.8,193.3,199.8,687.6,0.0,34.8,1817.4999999999998,258.0,0.0,2547.0,2075.5,2547.0,-471.5
2026-01-03 18:00:00+00:00,76.4,442.29999999999995,12.8,164.70000000000002,0.0,4.8,240.8,199.2,681.9,0.0,34.8,1857.7,258.0,0.0,2531.0,2115.7,2531.0,-415.3000000000002
2026-01-03 19:00:00+00:00,76.4,442.4,10.6,125.4,0.0,4.8,327.3,199.2,683.0999999999999,0.0,35.2,1904.3999999999999,257.9,0.0,2478.0,2162.2999999999997,2478.0,-315.7000000000003
2026-01-03 20:00:00+00:00,76.4,422.6,12.4,98.5,0.0,4.8,438.5,200.1,539.2,0.0,35.2,1827.6999999999998,258.0,0.0,2425.0,2085.7,2425.0,-339.3000000000002
2026-01-03 21:00:00+00:00,76.4,422.3,12.1,72.0,0.0,4.8,544.8,201.1,436.4,0.0,35.2,1805.1000000000001,227.2,0.0,2306.0,2032.3000000000002,2306.0,-273.6999999999998
2026-01-03 22:00:00+00:00,76.4,423.5,12.2,63.9,0.0,4.8,492.0,201.0,479.1,0.0,35.2,1788.1000000000001,198.5,0.0,2110.5,1986.6000000000001,2110.5,-123.89999999999986
2026-01-03 23:00:00+00:00,76.4,423.5,12.2,57.4,0.0,4.4,308.3,199.2,433.2,0.0,35.6,1550.2,0.0,6.4,1897.0,1550.2,1903.4,-353.20000000000005
2026-01-04 00:00:00+00:00,76.4,424.1,11.3,39.9,0.0,4.0,217.7,200.2,419.3,0.0,35.2,1428.1000000000001,0.0,6.300000000000001,1758.5,1428.1000000000001,1764.8,-336.6999999999998
2026-01-04 01:00:00+00:00,76.4,424.2,11.5,39.8,0.0,4.0,291.9,199.2,407.5,0.0,35.2,1489.7,0.0,6.4,1682.5,1489.7,1688.9,-199.20000000000005
2026-01-04 02:00:00+00:00,76.4,424.4,14.0,39.4,0.0,4.0,310.0,199.6,398.5,0.0,35.2,1501.5,0.0,6.300000000000001,1647.5,1501.5,1653.8,-152.29999999999995
2026-01-04 03:00:00+00:00,76.4,423.8,14.0,39.400000000000006,0.0,4.0,277.6,199.6,402.9,0.0,35.2,1472.8999999999999,0.0,6.300000000000001,1638.5,1472.8999999999999,1644.8,-171.9000000000001
2026-01-04 04:00:00+00:00,76.4,441.2,14.0,39.300000000000004,0.4,4.0,302.1,200.2,429.8,0.0,34.8,1542.1999999999998,0.0,6.4,1686.75,1542.1999999999998,1693.15,-150.95000000000027
2026-01-04 05:00:00+00:00,76.4,441.6,13.5,56.6,1.2,4.0,394.0,200.2,417.20000000000005,0.0,34.0,1638.7,0.0,7.1,1787.25,1638.7,1794.35,-155.64999999999986
2026-01-04 06:00:00+00:00,76.4,440.4,12.3,67.6,2.8,5.6,634.7,199.8,376.0,0.0,33.6,1849.1999999999998,114.9,0.0,1907.75,1964.1,1907.75,56.34999999999991
2026-01-04 07:00:00+00:00,75.6,441.4,12.4,69.69999999999999,14.5,6.0,753.7,199.0,394.5,0.0,34.4,2001.2,116.8,0.0,2063.75,2118.0,2063.75,54.25
2026-01-04 08:00:00+00:00,76.4,442.1,13.6,74.1,36.8,6.0,776.9,200.5,457.5,0.0,34.4,2118.3,116.8,0.0,2264.75,2235.1000000000004,2264.75,-29.649999999999636
2026-01-04 09:00:00+00:00,76.4,442.1,13.6,68.3,54.3,6.0,733.0,200.3,526.3,0.0,34.0,2154.2999999999997,127.80000000000001,0.0,2431.25,2282.1,2431.25,-149.1500000000001
2026-01-04 10:00:00+00:00,76.4,442.2,13.299999999999999,71.7,64.2,5.6,755.3,200.0,524.8,0.0,34.4,2187.9,128.7,0.0,2526.75,2316.6,2526.75,-210.1500000000001
2026-01-04 11:00:00+00:00,76.4,442.0,13.2,71.3,62.3,5.6,778.6,198.3,499.2,0.0,34.4,2181.3,128.79999999999998,0.0,2493.75,2310.1000000000004,2493.75,-183.64999999999964
2026-01-04 12:00:00+00:00,76.4,442.6,13.2,71.6,57.1,5.6,786.3,199.3,497.1,0.0,34.4,2183.6000000000004,129.29999999999998,0.0,2381.75,2312.9000000000005,2381.75,-68.84999999999945
2026-01-04 13:00:00+00:00,76.0,442.1,13.2,92.6,38.5,5.6,802.9,198.6,522.3000000000001,0.0,34.4,2226.2000000000003,129.9,0.0,2289.25,2356.1000000000004,2289.25,66.85000000000036
2026-01-04 14:00:00+00:00,76.4,442.1,13.2,118.6,19.2,5.6,806.2,197.9,769.4,0.0,34.0,2482.6000000000004,224.8,0.0,2291.0,2707.4000000000005,2291.0,416.40000000000055
2026-01-04 15:00:00+00:00,76.4,441.9,13.2,130.1,4.0,5.6,741.6,197.0,814.8,0.0,34.8,2459.4000000000005,256.7,0.0,2368.75,2716.1000000000004,2368.75,347.35000000000036
2026-01-04 16:00:00+00:00,76.4,442.2,13.2,152.6,1.2,6.0,666.5,197.6,927.8,0.0,34.8,2518.3,257.29999999999995,0.0,2481.25,2775.6000000000004,2481.25,294.35000000000036
2026-01-04 17:00:00+00:00,76.4,442.7,13.2,157.39999999999998,0.4,6.0,622.5,197.8,926.4,0.0,34.4,2477.2,257.59999999999997,0.0,2493.0,2734.7999999999997,2493.0,241.79999999999973
2026-01-04 18:00:00+00:00,76.4,442.6,13.2,158.5,0.0,6.0,589.0,200.4,921.7,0.0,34.4,2442.2000000000003,257.59999999999997,0.0,2503.25,2699.8,2503.25,196.55000000000018
2026-01-04 19:00:00+00:00,76.4,442.9,10.2,163.4,0.0,6.0,556.5,200.5,848.5,0.0,34.8,2339.2000000000003,257.59999999999997,0.0,2485.5,2596.8,2485.5,111.30000000000018
2026-01-04 20:00:00+00:00,76.4,423.5,11.2,148.8,0.0,6.0,532.0,200.2,776.3,0.0,35.2,2209.6,257.3,0.0,2462.75,2466.9,2462.75,4.150000000000091
2026-01-04 21:00:00+00:00,76.4,423.6,12.3,114.6,0.0,6.0,510.1,200.4,741.8,0.0,35.2,2120.3999999999996,227.7,0.0,2328.75,2348.0999999999995,2328.75,19.349999999999454
2026-01-04 22:00:00+00:00,76.4,424.7,11.8,101.5,0.0,4.4,484.5,200.4,685.9,0.0,35.2,2024.8,0.0,7.3,2120.0,2024.8,2127.3,-102.50000000000023
2026-01-04 23:00:00+00:00,76.4,425.0,11.7,100.1,0.0,4.0,468.09999999999997,200.8,580.8,0.0,34.8,1901.6999999999998,0.0,8.5,1921.75,1901.6999999999998,1930.25,-28.550000000000182
2026-01-05 00:00:00+00:00,76.4,425.8,12.0,100.5,0.0,4.0,439.3,200.8,607.5,0.0,34.8,1901.1,0.0,9.0,1792.75,1901.1,1801.75,99.34999999999991
2026-01-05 01:00:00+00:00,76.4,426.4,12.1,80.0,0.0,4.0,427.7,196.3,593.9,0.0,34.8,1851.5999999999997,0.0,9.2,1720.25,1851.5999999999997,1729.45,122.14999999999964
2026-01-05 02:00:00+00:00,76.4,425.7,13.399999999999999,80.1,0.0,4.0,421.4,185.2,576.3,0.0,34.8,1817.3,0.0,9.2,1702.25,1817.3,1711.45,105.84999999999991
2026-01-05 03:00:00+00:00,76.4,439.0,13.6,78.5,0.0,4.0,402.3,92.8,608.6,0.0,34.8,1749.9999999999998,20.4,0.0,1730.5,1770.3999999999999,1730.5,39.899999999999864
2026-01-05 04:00:00+00:00,76.4,492.8,13.8,77.1,0.0,4.0,387.3,0.0,645.6,0.0,34.8,1731.8,76.5,0.0,1866.0,1808.3,1866.0,-57.700000000000045
2026-01-05 05:00:00+00:00,76.0,535.5,13.5,93.2,0.0,3.6,381.2,0.0,666.8,0.0,34.4,1804.2,76.7,0.0,2123.0,1880.9,2123.0,-242.0999999999999
2026-01-05 06:00:00+00:00,75.2,540.3,13.0,112.9,1.2,4.0,374.2,0.0,694.2,0.0,34.0,1849.0,122.8,0.0,2332.75,1971.8,2332.75,-360.95000000000005
2026-01-05 07:00:00+00:00,75.2,541.9,12.600000000000001,124.7,8.1,4.0,399.7,0.0,794.3,0.0,34.0,1994.5,123.69999999999999,0.0,2530.75,2118.2,2530.75,-412.5500000000002
2026-01-05 08:00:00+00:00,76.4,546.9,12.1,133.3,22.7,4.0,446.8,0.0,795.7,0.0,34.4,2072.3,124.19999999999999,0.0,2676.5,2196.5,2676.5,-480.0
2026-01-05 09:00:00+00:00,76.4,547.5,12.1,148.8,39.400000000000006,4.0,485.1,0.0,793.2,0.0,34.4,2140.9,124.49999999999999,0.0,2765.25,2265.4,2765.25,-499.8499999999999
2026-01-05 10:00:00+00:00,76.4,513.6,12.0,137.70000000000002,46.0,4.4,488.4,0.0,774.4,0.0,34.8,2087.7000000000003,4.599999999999999,0.0,2822.75,2092.3,2822.75,-730.4499999999998
2026-01-05 11:00:00+00:00,76.4,514.2,12.0,155.0,48.5,4.4,467.1,0.0,773.7,0.0,34.8,2086.1000000000004,0.0,11.0,2830.75,2086.1000000000004,2841.75,-755.6499999999996
2026-01-05 12:00:00+00:00,76.4,514.5,12.0,158.5,43.3,4.4,426.1,0.0,774.1,0.0,34.8,2044.0999999999997,0.0,10.1,2778.75,2044.0999999999997,2788.85,-744.7500000000002
2026-01-05 13:00:00+00:00,76.4,516.5,11.8,167.8,31.8,4.4,376.8,0.0,894.3,0.0,34.8,2114.6000000000004,88.1,0.0,2715.5,2202.7000000000003,2715.5,-512.7999999999997
2026-01-05 14:00:00+00:00,76.4,515.5,11.9,191.0,14.0,5.6,370.9,0.0,984.0,0.0,34.8,2204.1000000000004,253.39999999999998,0.0,2668.0,2457.5000000000005,2668.0,-210.49999999999955
2026-01-05 15:00:00+00:00,76.4,516.2,12.0,214.1,1.4,6.0,367.7,0.0,979.9,0.0,34.8,2208.5,254.09999999999997,0.0,2716.5,2462.6,2716.5,-253.9000000000001
2026-01-05 16:00:00+00:00,76.4,513.9,12.0,215.5,0.4,5.2,411.0,0.0,974.8,0.0,34.8,2244.0,227.8,0.0,2797.75,2471.8,2797.75,-325.9499999999998
2026-01-05 17:00:00+00:00,76.4,514.0,11.9,212.6,0.0,4.4,422.59999999999997,0.0,993.5,0.0,34.4,2269.7999999999997,205.8,0.0,2773.5,2475.6,2773.5,-297.9000000000001
2026-01-05 18:00:00+00:00,76.4,514.5,11.6,207.3,0.0,4.4,429.2,0.0,997.2,0.0,34.0,2274.6,205.8,0.0,2756.75,2480.4,2756.75,-276.3499999999999
2026-01-05 19:00:00+00:00,76.4,512.4,10.4,185.6,0.0,4.4,416.7,0.0,959.7,0.0,34.4,2200.0,205.6,0.0,2688.25,2405.6,2688.25,-282.6500000000001
2026-01-05 20:00:00+00:00,76.4,496.7,11.5,174.8,0.0,4.4,378.8,0.0,933.9,0.0,34.4,2110.9,161.89999999999998,0.0,2619.25,2272.8,2619.25,-346.4499999999998
2026-01-05 21:00:00+00:00,76.4,493.6,11.5,148.4,0.0,4.0,383.1,0.0,906.0,0.0,34.4,2057.4,161.5,0.0,2473.5,2218.9,2473.5,-254.5999999999999
2026-01-05 22:00:00+00:00,76.4,494.6,11.5,140.4,0.0,4.0,375.5,0.0,909.0,0.0,34.4,2045.8000000000002,158.9,0.0,2264.5,2204.7000000000003,2264.5,-59.79999999999973
2026-01-05 23:00:00+00:00,76.4,464.3,11.7,123.89999999999999,0.0,4.0,379.0,0.0,934.6,0.0,34.8,2028.7,36.3,0.0,2066.0,2065.0,2066.0,-1.0
2026-01-06 00:00:00+00:00,76.4,455.6,11.5,124.2,0.0,4.0,415.3,0.0,903.1,0.0,34.8,2024.8999999999999,76.8,0.0,1920.25,2101.7,1920.25,181.44999999999982
2026-01-06 01:00:00+00:00,74.8,455.1,11.799999999999999,124.0,0.0,4.0,402.1,0.0,905.4,0.0,34.8,2011.9999999999998,76.7,0.0,1817.0,2088.7,1817.0,271.6999999999998
2026-01-06 02:00:00+00:00,74.8,455.1,13.6,123.9,0.0,4.0,408.7,0.0,900.9,0.0,34.8,2015.8,76.8,0.0,1767.0,2092.6,1767.0,325.5999999999999
2026-01-06 03:00:00+00:00,74.8,454.6,14.0,124.6,0.0,4.0,459.0,0.0,894.6,0.0,34.8,2060.4,76.69999999999999,0.0,1774.0,2137.1,1774.0,363.0999999999999
2026-01-06 04:00:00+00:00,76.0,473.4,14.4,123.9,0.0,4.0,487.3,0.0,864.8,0.0,34.4,2078.2,76.39999999999999,0.0,1811.25,2154.6,1811.25,343.3499999999999
2026-01-06 05:00:00+00:00,76.4,473.6,13.8,126.4,0.0,4.0,503.9,0.0,838.5,0.0,34.4,2071.0,76.6,0.0,1913.75,2147.6,1913.75,233.8499999999999
2026-01-06 06:00:00+00:00,76.4,475.20000000000005,13.1,162.7,1.1,3.6,504.2,0.0,949.5,0.0,34.4,2220.2000000000003,94.60000000000001,0.0,2032.0,2314.8,2032.0,282.8000000000002
2026-01-06 07:00:00+00:00,75.2,475.0,12.5,218.2,11.9,4.4,505.4,0.0,947.4,0.0,34.4,2284.4,86.10000000000001,0.0,2224.5,2370.5,2224.5,146.0
2026-01-06 08:00:00+00:00,76.4,476.2,11.9,220.1,33.6,4.0,508.4,0.0,982.8,0.0,34.8,2348.2,104.4,0.0,2432.5,2452.6,2432.5,20.09999999999991
2026-01-06 09:00:00+00:00,76.4,543.7,11.6,218.5,40.8,4.0,497.7,0.0,1013.9,0.0,34.8,2441.4,126.3,0.0,2608.5,2567.7000000000003,2608.5,-40.79999999999973
2026-01-06 10:00:00+00:00,76.4,546.5,11.6,194.7,44.9,4.4,471.0,0.0,1014.3,0.0,34.4,2398.2000000000003,126.5,0.0,2707.25,2524.7000000000003,2707.25,-182.54999999999973
2026-01-06 11:00:00+00:00,76.4,565.4,11.399999999999999,193.0,45.2,4.4,414.5,0.0,1013.8,0.0,35.2,2359.2999999999997,126.5,0.0,2727.5,2485.7999999999997,2727.5,-241.70000000000027
2026-01-06 12:00:00+00:00,76.0,575.7,11.299999999999999,191.9,40.5,4.4,375.4,0.0,1013.1,0.0,35.6,2323.8999999999996,173.7,0.0,2653.5,2497.5999999999995,2653.5,-155.90000000000055
2026-01-06 13:00:00+00:00,76.0,577.1,11.399999999999999,192.7,28.1,4.0,405.2,0.0,1029.1999999999998,0.0,35.6,2359.2999999999997,163.8,0.0,2578.75,2523.1,2578.75,-55.65000000000009
2026-01-06 14:00:00+00:00,76.4,578.5,11.2,209.7,13.2,4.0,378.4,0.0,1025.4,0.0,35.2,2332.0,229.5,0.0,2534.5,2561.5,2534.5,27.0
