,Biomass,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Other,Solar,Wind Onshore,Fossil Hard coal,Hydro Water Reservoir,Other renewable,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-16 12:00:00+00:00,190.14725,3829.2664999999997,240.92425,62.9435,660.86775,3326.14675,3739.512,9159.3455,21.202,69.73875,4798.6885,123.20150000000001,26221.98425,0.0,6.1655,24861.349,26221.98425,24867.514499999997,1354.4697500000038
2026-01-16 13:00:00+00:00,190.02975,3762.297,240.22825,66.93950000000001,664.3855,1959.21125,3812.89625,9599.552749999999,21.243,70.0815,5073.87975,125.5565,25586.300999999996,0.0,8.55,24396.103,25586.300999999996,24404.653,1181.6479999999974
2026-01-16 14:00:00+00:00,189.3395,3876.81775,240.743,94.51025,659.5255,581.09725,4078.8559999999998,9871.14975,50.64275,69.501,5136.134,127.35125,24975.667999999998,100.77850000000001,0.0,24221.30725,25076.4465,24221.30725,855.1392499999965
2026-01-16 15:00:00+00:00,190.143,3890.37,241.1245,114.916,659.1085,21.25725,4366.818499999999,9754.43525,146.24475,69.411,5191.1085,127.67725,24772.614500000003,365.781,0.0,24661.37175,25138.395500000002,24661.37175,477.02375000000393
2026-01-16 16:00:00+00:00,190.458,3873.2844999999998,241.37125,116.13550000000001,663.07975,0.0,4418.9905,9619.765,160.81900000000002,69.80825,5326.4945,128.198,24808.404249999996,457.975,0.0,24647.4715,25266.379249999994,24647.4715,618.9077499999948
2026-01-16 17:00:00+00:00,190.66125,3862.14225,241.7815,118.75725,666.24575,0.0,4184.7744999999995,9574.282500000001,160.583,70.0455,5311.393749999999,129.03875,24509.706,608.7155,0.0,24491.75625,25118.421499999997,24491.75625,626.6652499999982
2026-01-16 18:00:00+00:00,190.28325,3913.21775,241.08775,99.14824999999999,669.806,0.0,3953.0375,9720.569,127.87725,70.31275,5454.1185000000005,129.98575,24569.443750000002,350.752,0.0,24472.813000000002,24920.195750000003,24472.813000000002,447.38275000000067
2026-01-16 19:00:00+00:00,191.0115,3926.23375,240.576,79.1315,678.79175,0.0,3696.797,9286.0425,34.127250000000004,71.26675,5401.8725,129.27525,23735.125750000003,152.16875,0.0,23641.92825,23887.294500000004,23641.92825,245.36625000000276
2026-01-16 20:00:00+00:00,191.2215,3854.30275,241.05625,71.8555,672.26425,0.0,3446.1255,8807.87625,21.288,70.85525,5159.92425,126.99549999999999,22663.765,27.686499999999995,0.0,22182.189749999998,22691.4515,22182.189749999998,509.2617500000015
2026-01-16 21:00:00+00:00,266.23875,3766.22725,240.1335,71.811,666.7595,0.0,3250.1575000000003,8112.37625,21.271,70.369,4615.13425,127.961,21208.439,0.0,14.39775,20934.7555,21208.439,20949.15325,259.2857499999991
2026-01-16 22:00:00+00:00,324.4115,3567.99575,240.18625,72.104,667.9795,0.0,3030.129,7759.6025,21.427,70.4285,3971.40175,128.32625,19853.992,0.0,66.76525000000001,19652.565749999998,19853.992,19719.331,134.66100000000006
2026-01-16 23:00:00+00:00,377.87825,3326.2932499999997,242.5445,73.437,669.5505,0.0,2887.1355,7725.11575,22.49,70.3595,3137.206,127.42175,18659.432,0.0,359.91625,18676.35225,18659.432,19036.2685,-376.8364999999976
2026-01-17 00:00:00+00:00,403.49975,3094.5005,242.42225000000002,73.31825,662.41075,0.0,2790.515,7690.490250000001,22.433,69.691,3030.19375,126.6635,18206.138,0.0,359.40075,17955.3485,18206.138,18314.74925,-108.61125000000175
2026-01-17 01:00:00+00:00,408.6245,3103.40425,241.55625,73.24375,668.7755,0.0,2694.4285,7499.807,22.407,70.36825,2873.4235,127.45125,17783.489749999997,0.0,358.70050000000003,17724.938000000002,17783.489749999997,18083.6385,-300.14875000000393
2026-01-17 02:00:00+00:00,411.7645,3124.56675,241.67725,73.1735,688.31425,0.0,2547.37075,7387.678,22.347,72.38075,2920.3555,127.3355,17616.963750000003,0.0,222.38150000000002,17698.70675,17616.963750000003,17921.08825,-304.1244999999981
2026-01-17 03:00:00+00:00,409.10675000000003,3121.103,242.42825,72.855,687.924,0.0,2433.91825,7523.577499999999,22.271,72.22025,2982.536,127.49674999999999,17695.43675,0.0,221.9045,17852.36425,17695.43675,18074.26875,-378.8319999999985
2026-01-17 04:00:00+00:00,384.42224999999996,3126.5915,241.2765,72.7265,685.463,0.0,2360.8205,7709.23775,22.252,72.0945,3079.54825,127.89349999999999,17882.32625,0.0,221.67575,18132.098250000003,17882.32625,18353.774,-471.447750000003
2026-01-17 05:00:00+00:00,375.7165,3122.6715,240.935,72.56325,686.61725,0.0,2290.97725,7870.79025,22.136,72.2605,3024.7352499999997,133.58625,17912.989,0.0,14.826,19092.71775,17912.989,19107.54375,-1194.5547499999993
2026-01-17 06:00:00+00:00,383.95799999999997,3298.01075,243.27875,85.54050000000001,697.32625,75.15799999999999,2272.52225,8061.4145,31.5265,73.25999999999999,3265.9105,146.3835,18634.2895,0.0,14.58825,20147.689,18634.2895,20162.27725,-1527.9877500000002
2026-01-17 07:00:00+00:00,382.916,3341.2385,243.437,106.0875,701.184,710.52325,2334.096,8313.43425,53.5625,73.57675,3416.44575,159.11375,19835.615250000003,0.0,13.73925,21598.29275,19835.615250000003,21612.032,-1776.4167499999967
2026-01-17 08:00:00+00:00,400.28125,3369.28475,243.93625,100.7835,701.2915,2022.3787499999999,2176.5952500000003,8352.114,53.5555,73.587,3799.82225,157.45325,21451.083249999996,0.0,13.7965,22646.96575,21451.083249999996,22660.76225,-1209.6790000000037
2026-01-17 09:00:00+00:00,411.61275,3430.279,244.67,75.0845,701.66125,3230.2385,2152.132,8235.05675,22.952,73.55425,3687.832,157.25725,22422.33025,0.0,13.70125,23200.97125,22422.33025,23214.672499999997,-792.3422499999979
2026-01-17 10:00:00+00:00,404.84000000000003,3411.5585,243.8375,74.4585,697.4575,3808.803,2113.923,7761.8845,22.795,73.04575,3314.2295,160.30775,22087.1405,0.0,13.987,22813.5345,22087.1405,22827.521500000003,-740.3810000000012
2026-01-17 11:00:00+00:00,407.0465,3361.3155,243.11875,74.71600000000001,693.76975,3907.16225,2117.45025,7309.27575,22.891,72.59425,2963.8644999999997,159.929,21333.133499999996,0.0,14.063500000000001,22430.90075,21333.133499999996,22444.96425,-1111.8307500000046
2026-01-17 12:00:00+00:00,414.26625,3352.67175,242.76725,75.04275,694.368,3505.643,2283.9435000000003,7221.68125,23.017,72.70325,2965.7242499999998,155.21025,21007.0385,0.0,14.0445,22330.70075,21007.0385,22344.74525,-1337.7067500000012
2026-01-17 13:00:00+00:00,417.97325,3460.08675,241.04875,78.08699999999999,697.7507499999999,2235.06525,2458.719,7257.710999999999,24.074,73.03925,3082.7675,152.47050000000002,20178.793,0.0,14.05375,22041.7325,20178.793,22055.786249999997,-1876.993249999996
2026-01-17 14:00:00+00:00,420.48575,3804.704,242.92925,93.04599999999999,702.3815,644.03325,2706.60975,7611.70225,92.746,73.4505,3451.36925,155.7655,19999.223,69.0745,0.0,21774.8985,20068.2975,21774.8985,-1706.6009999999987
2026-01-17 15:00:00+00:00,419.6,3805.575,242.945,119.8675,707.06525,35.78225,3207.22775,8036.35625,165.87175,73.977,3652.384,156.6705,20623.322249999997,387.0,0.0,22313.9075,21010.322249999997,22313.9075,-1303.5852500000037
2026-01-17 16:00:00+00:00,410.552,3794.4350000000004,242.42849999999999,122.49775,706.69975,0.0,3670.3002500000002,7908.06625,177.9365,73.96275,3770.4802499999996,154.63075,21031.98975,476.765,0.0,22402.5305,21508.75475,22402.5305,-893.7757500000007
2026-01-17 17:00:00+00:00,403.8685,3819.23,243.54,114.312,713.12675,0.0,3855.41325,8080.76275,162.06825,74.49875,3819.9809999999998,153.4265,21440.227750000002,439.95875,0.0,22161.75225,21880.186500000003,22161.75225,-281.56574999999793
2026-01-17 18:00:00+00:00,409.5485,3834.1842500000002,243.79075,91.61425,709.14675,0.0,3937.10425,8042.69875,111.87875,74.1585,3785.718,151.54825,21391.391000000003,327.79900000000004,0.0,21854.69775,21719.190000000002,21854.69775,-135.50774999999703
2026-01-17 19:00:00+00:00,410.6015,3852.8005000000003,244.17975,77.86425,708.23375,0.0,4015.18775,7600.75275,23.909,74.15275,3654.3765000000003,150.83375,20812.89225,142.38875,0.0,21208.7695,20955.281,21208.7695,-253.48849999999948
2026-01-17 20:00:00+00:00,399.11199999999997,3752.05075,243.293,72.8735,708.293,0.0,4015.04825,7536.22525,22.29,74.193,3093.7545,152.786,20069.91925,19.18725,0.0,20032.559999999998,20089.106499999998,20032.559999999998,56.54650000000038
2026-01-17 21:00:00+00:00,399.26275,3621.3765000000003,243.1355,72.88225,703.69275,0.0,4002.83425,7083.5665,22.276,73.673,2930.397,152.77675,19305.873250000004,0.0,14.86425,19026.0395,19305.873250000004,19040.903749999998,264.9695000000065
2026-01-17 22:00:00+00:00,405.597,3102.54575,244.2725,73.1765,694.10475,0.0,4171.07,6402.63025,22.438,73.24199999999999,2660.6594999999998,151.912,18001.648250000002,0.0,118.69425000000001,17808.0015,18001.648250000002,17926.69575,74.95250000000306
2026-01-17 23:00:00+00:00,398.99875,2872.20475,244.05675,73.7625,697.48875,0.0,4121.6005000000005,5948.82575,22.54,72.60025,2727.33925,156.668,17336.085250000004,0.0,223.03900000000002,17026.521249999998,17336.085250000004,17249.56025,86.5250000000051
2026-01-18 00:00:00+00:00,399.92125,2843.19275,242.5165,73.4245,694.88,0.0,4080.112,6067.3330000000005,22.502,72.36325,2693.46375,155.185,17344.894000000004,0.0,356.19675,16365.07325,17344.894000000004,16721.27,623.6240000000034
2026-01-18 01:00:00+00:00,398.97524999999996,3069.82875,242.7215,73.348,693.11625,0.0,3508.8175,6194.66975,22.455,72.225,2705.869,155.283,17137.309,0.0,355.19624999999996,16193.421999999999,17137.309,16548.61825,588.6907500000016
2026-01-18 02:00:00+00:00,400.21524999999997,2921.2815,241.9405,73.24600000000001,696.22325,0.0,3506.1327499999998,6333.76475,22.411,72.4895,2700.95025,155.3465,17124.00125,0.0,354.2075,16247.67175,17124.00125,16601.879249999998,522.122000000003
2026-01-18 03:00:00+00:00,408.777,2924.10925,242.80075,72.806,699.0889999999999,0.0,3483.014,6378.50375,22.305,72.7385,2754.1620000000003,157.97025,17216.2755,0.0,353.13275,16392.48575,17216.2755,16745.6185,470.65699999999924
2026-01-18 04:00:00+00:00,407.71175,2964.12975,241.4545,70.8685,696.2429999999999,0.0,3467.2475,6507.21775,22.295,72.5635,2728.48825,157.775,17335.9945,0.0,353.54875,16645.052499999998,17335.9945,16998.60125,337.393250000001
2026-01-18 05:00:00+00:00,406.70475,3089.01825,242.26749999999998,68.662,703.28275,0.0,3514.50625,6361.79825,22.159,72.9095,2750.16175,158.7895,17390.259499999996,0.0,14.06375,17207.23,17390.259499999996,17221.29375,168.96574999999575
2026-01-18 06:00:00+00:00,408.28975,2974.3885,242.112,83.7615,706.2335,79.93175,4080.4972500000003,6426.486,31.106,73.22825,2931.6655,162.466,18200.166,0.0,111.55924999999999,17705.502500000002,18200.166,17817.06175,383.1042500000003
2026-01-18 07:00:00+00:00,407.24850000000004,3134.0535,242.0275,100.93825000000001,701.53475,1507.2172500000001,4097.66425,6576.064249999999,49.146,72.794,2860.1625,158.61725,19907.468,0.0,41.99725,18863.609,19907.468,18905.60625,1001.86175
2026-01-18 08:00:00+00:00,404.9285,2988.0735,243.63325,74.74,699.961,4413.58625,3510.27925,6070.195,40.409499999999994,72.76650000000001,2656.8445,160.4265,21335.843750000004,0.0,7.910500000000001,19929.966,21335.843750000004,19937.876500000002,1397.9672500000015
2026-01-18 09:00:00+00:00,405.024,2740.15775,242.61624999999998,68.17,699.9372500000001,6708.83525,2870.13775,5845.097,23.047,72.76275,2600.4605,160.99725,22437.24275,0.0,8.10075,20195.0885,22437.24275,20203.189250000003,2234.053499999998
2026-01-18 10:00:00+00:00,403.23699999999997,2725.1099999999997,243.36925,67.61575,700.28225,7911.39025,2341.16125,5742.326499999999,22.886,72.77375,2667.5795,160.23775,23057.96925,0.0,8.08175,20214.6205,23057.96925,20222.702250000002,2835.266999999996
2026-01-18 11:00:00+00:00,405.32425,2762.369,242.06,68.053,704.7465,7322.696,1867.9637500000001,5919.9085,22.99,73.15899999999999,2744.23175,158.60325,22292.105,0.0,8.791,20349.524999999998,22292.105,20358.316,1933.7890000000007
2026-01-18 12:00:00+00:00,406.08225,2953.137,242.139,68.05149999999999,704.75625,5687.421249999999,2081.53875,6197.021500000001,23.089,73.1535,2771.05725,153.921,21361.368249999996,0.0,8.934000000000001,20502.30375,21361.368249999996,20511.23775,850.1304999999957
2026-01-18 13:00:00+00:00,395.72575,3046.05075,241.7905,73.62975,708.3865000000001,4129.7665,2591.972,6472.73275,24.903,73.53275000000001,3114.109,152.19475,21024.793999999994,0.0,8.22475,20361.3525,21024.793999999994,20369.577250000002,655.2167499999923
2026-01-18 14:00:00+00:00,406.1255,3100.0405,243.2945,97.832,707.4292499999999,1180.48575,3665.86225,7019.0575,33.2,73.31375,3812.49975,154.33875,20493.479499999998,0.0,7.996,20041.03825,20493.479499999998,20049.03425,444.44524999999703
2026-01-18 15:00:00+00:00,407.4955,3124.41475,243.82875,115.757,705.6737499999999,28.585,4699.50025,6734.0975,64.07175000000001,73.19125,3931.85475,155.8985,20284.368749999998,21.73375,0.0,20576.74975,20306.102499999997,20576.74975,-270.6472500000018
2026-01-18 16:00:00+00:00,412.12874999999997,3156.4300000000003,243.6645,115.91024999999999,707.59925,0.0,5352.7765,6660.4712500000005,176.17075,73.386,4102.8135,152.87275,21154.223499999996,324.86575,0.0,20876.526,21479.089249999997,20876.526,602.5632499999956
2026-01-18 17:00:00+00:00,408.927,3689.25525,243.54425,107.63875,704.80025,0.0,5592.45875,6564.84,171.40375,72.9435,4258.5985,151.29424999999998,21965.704250000003,280.984,0.0,21153.255,22246.688250000003,21153.255,1093.4332500000019
2026-01-18 18:00:00+00:00,409.124,3692.02275,243.66775,86.4005,699.12375,0.0,5713.22225,6461.0675,149.128,72.29625,4223.45125,153.85225,21903.35625,356.70550000000003,0.0,21257.378,22260.06175,21257.378,1002.6837500000001
2026-01-18 19:00:00+00:00,412.563,3323.7075,245.98325,70.93975,708.18175,0.0,5809.82775,6170.198,133.677,73.23475,3846.949,155.68449999999999,20950.94625,273.56325,0.0,20760.19775,21224.5095,20760.19775,464.31175000000076
2026-01-18 20:00:00+00:00,411.77825,3179.42175,246.00799999999998,66.1845,713.781,0.0,5736.35425,6027.23275,22.389,73.8005,3305.7715,154.2085,19936.93,0.0,4.140750000000001,19894.971999999998,19936.93,19899.112749999997,37.817250000003696
2026-01-18 21:00:00+00:00,409.36325,3101.31525,245.92849999999999,66.15899999999999,710.102,0.0,5725.439,6043.42225,22.368,73.54025,3248.638,154.99099999999999,19801.266499999998,0.0,42.610749999999996,19239.457000000002,19801.266499999998,19282.067750000002,519.1987499999959
2026-01-18 22:00:00+00:00,401.39825,3090.071,245.599,66.26525,709.8365,0.0,5564.772,6085.41825,22.533,73.45025,3018.95075,156.4525,19434.74675,0.0,200.915,18115.39825,19434.74675,18316.31325,1118.4334999999992
2026-01-18 23:00:00+00:00,399.72275,2960.117,241.829,66.11625000000001,725.5145,0.0,4848.7432499999995,5986.7255000000005,21.956,73.4905,3115.09575,158.67025,18597.98075,0.0,667.073,17589.456,18597.98075,18256.529,341.4517500000002
2026-01-19 00:00:00+00:00,398.30875,3029.7572499999997,242.445,65.65825,724.2535,0.0,4640.70475,6445.51775,21.875,73.356,3128.5815000000002,160.64125,18931.099,0.0,777.3905,17240.632,18931.099,18018.022500000003,913.0764999999956
2026-01-19 01:00:00+00:00,397.858,2838.89675,241.15975,65.98525000000001,722.263,0.0,5369.52625,6151.346750000001,41.833,73.18424999999999,3082.353,160.1895,19144.595500000003,0.0,775.0772499999999,17049.26375,19144.595500000003,17824.340999999997,1320.2545000000064
2026-01-19 02:00:00+00:00,396.8415,3046.4345,242.79575,65.7825,723.8095,0.0,4498.715,6549.73725,21.797,73.208,3154.11025,159.3535,18932.58475,0.0,757.53475,17176.42775,18932.58475,17933.962499999998,998.622250000004
2026-01-19 03:00:00+00:00,392.7655,2996.68,242.675,65.62,723.09275,0.0,4780.058,6593.847,21.707,73.188,3142.3395,158.302,19190.27475,0.0,611.65725,17650.944,19190.27475,18262.60125,927.6735000000008
2026-01-19 04:00:00+00:00,390.894,2997.69275,242.16925,65.4225,724.2955,0.0,5356.16525,6797.47325,21.682,73.35825,3292.85025,155.612,20117.615,0.0,360.84175,19107.8535,20117.615,19468.69525,648.9197500000009
2026-01-19 05:00:00+00:00,393.88675,3520.553,236.07325,64.864,732.725,0.0,5290.6445,7878.153249999999,21.522,73.9185,4157.287249999999,161.97475,22531.602250000004,27.420499999999997,0.0,22447.626,22559.022750000004,22447.626,111.39675000000352
2026-01-19 06:00:00+00:00,390.49775,3629.29925,228.7335,98.39575,729.01975,118.2545,5146.795,8611.52575,44.517,73.70975,5100.221,164.89325,24335.862250000006,166.84875,0.0,24415.91725,24502.711000000007,24415.91725,86.793750000008
2026-01-19 07:00:00+00:00,388.59125,3699.117,228.80624999999998,99.91925,727.10125,1641.68,4924.594,9200.403999999999,62.394000000000005,73.55425,5324.822,159.809,26530.792250000002,167.17249999999999,0.0,25833.875,26697.964750000003,25833.875,864.0897500000028
2026-01-19 08:00:00+00:00,388.99625000000003,3648.1262500000003,233.10175,73.8585,724.23425,4618.8997500000005,4233.8315,9039.638500000001,39.516999999999996,73.376,4892.57025,156.56725,28122.71725,0.0,8.14825,26272.94925,28122.71725,26281.0975,1841.6197500000017
2026-01-19 09:00:00+00:00,348.18674999999996,3345.2315,234.10625,66.8125,727.383,6938.5635,3263.44275,8605.11775,24.618,73.74074999999999,4583.82725,154.11675,28365.14675,0.0,7.939,25783.93675,28365.14675,25791.87575,2573.2710000000006
2026-01-19 10:00:00+00:00,302.32325000000003,3064.464,231.97325,67.118,718.09875,8069.90775,2447.3035,8450.55925,22.189,72.97675,4217.218,157.88825,27822.019750000003,0.0,7.92,25467.538249999998,27822.019750000003,25475.458249999996,2346.561500000007
2026-01-19 11:00:00+00:00,302.69,2945.15025,225.86025,67.59174999999999,713.509,8032.586,2183.5372500000003,8244.264,22.44,72.96275,4140.975,155.60125,27107.167499999996,0.0,7.8725000000000005,25306.30775,27107.167499999996,25314.18025,1792.9872499999947
2026-01-19 12:00:00+00:00,302.917,3233.5885,227.17425,68.145,729.25275,6659.55975,2299.2377500000002,8450.87775,22.645,74.518,4617.0455,151.23825,26836.1995,0.0,7.986750000000001,25208.5775,26836.1995,25216.56425,1619.6352499999994
2026-01-19 13:00:00+00:00,309.305,3378.317,228.2075,71.559,733.43175,4201.12425,2702.70075,8459.97125,28.89425,74.72575,4774.1865,151.39125,25113.814250000003,0.0,7.94825,25138.769,25113.814250000003,25146.71725,-32.90299999999843
2026-01-19 14:00:00+00:00,380.62525,3471.0485,229.33075,95.8905,738.5035,1257.42825,3484.44275,9348.7275,75.13,75.02975,4988.53475,151.28924999999998,24295.980750000006,104.72349999999999,0.0,24816.309,24400.704250000006,24816.309,-415.60474999999497
2026-01-19 15:00:00+00:00,412.163,3477.39925,229.83974999999998,112.05725,736.07725,78.3355,4708.478,9331.6255,138.7265,74.72675,4927.7985,148.912,24376.139250000004,404.69124999999997,0.0,25283.254,24780.830500000004,25283.254,-502.42349999999715
2026-01-19 16:00:00+00:00,414.0285,3045.88625,234.9095,114.71675,743.95625,0.0,5652.1225,8790.7305,169.54874999999998,75.35575,5407.308,149.63925,24798.202000000005,602.86925,0.0,25537.81825,25401.071250000005,25537.81825,-136.74699999999575
2026-01-19 17:00:00+00:00,409.2505,2940.232,235.029,114.727,744.98325,0.0,6101.483,8412.97625,162.7935,75.36574999999999,5346.01925,151.514,24694.3735,635.556,0.0,25389.47625,25329.929500000002,25389.47625,-59.5467499999977
2026-01-19 18:00:00+00:00,408.985,3039.8244999999997,234.8075,86.45925,748.70575,0.0,5990.3365,8347.58475,134.77875,75.70125,5443.47825,149.98874999999998,24660.65025,516.273,0.0,25240.0765,25176.92325,25240.0765,-63.15324999999939
2026-01-19 19:00:00+00:00,408.67225,3026.16575,233.74325,73.542,749.155,0.0,5848.23975,8466.96,82.187,75.74074999999999,5361.9585,152.23075,24478.595,184.44774999999998,0.0,24604.98325,24663.04275,24604.98325,58.05949999999939
2026-01-19 20:00:00+00:00,407.23575,2990.297,234.08625,66.018,749.56275,0.0,5599.20075,8259.974,21.887,75.80324999999999,5033.177,155.068,23592.309749999997,0.0,11.35825,22896.846749999997,23592.309749999997,22908.204999999998,684.1047499999986
2026-01-19 21:00:00+00:00,409.5685,3361.7715,234.94375,66.0275,742.30175,0.0,5241.443499999999,8086.40125,21.877,75.12,4629.9397500000005,154.06875,23023.463249999997,0.0,18.897750000000002,21551.4765,23023.463249999997,21570.37425,1453.0889999999963
2026-01-19 22:00:00+00:00,411.8945,3028.33625,234.54675,66.1815,730.16025,0.0,5153.0755,7695.632,22.04,74.3775,3590.26525,154.40475,21160.91425,0.0,117.821,20100.2035,21160.91425,20218.0245,942.8897500000021
2026-01-19 23:00:00+00:00,409.47125,3072.88375,236.40425,67.27725000000001,729.3985,0.0,5056.7162499999995,7721.1625,23.0915,74.5915,3662.95375,150.64275,21204.593249999998,0.0,555.7395,19304.779000000002,21204.593249999998,19860.518500000002,1344.0747499999961
2026-01-20 00:00:00+00:00,409.63725,2973.241,236.419,66.99975,726.92875,0.0,4861.9485,7922.83725,23.033,74.2435,3556.6095,151.03625,21002.93375,0.0,723.5025,18785.0245,21002.93375,19508.527,1494.406750000002
2026-01-20 01:00:00+00:00,406.05725,2968.55225,239.085,66.9595,724.63225,0.0,4951.21975,7907.57375,23.044,73.96675,3522.94,147.1455,21031.176,0.0,720.47975,18691.284,21031.176,19411.76375,1619.4122500000012
2026-01-20 02:00:00+00:00,409.7695,3004.94375,244.13825,67.05799999999999,731.43125,0.0,4736.0625,7791.32425,23.033,74.5245,3635.68475,146.5315,20864.50125,0.0,718.10825,18749.59175,20864.50125,19467.7,1396.8012500000004
2026-01-20 03:00:00+00:00,408.43525,3011.59825,243.95525,66.4645,725.6895,0.0,4676.686,8103.40125,22.895,73.9575,3805.64375,147.931,21286.65725,0.0,515.39725,19281.392,21286.65725,19796.78925,1489.8679999999986
2026-01-20 04:00:00+00:00,411.00975,3152.20775,244.92624999999998,66.67775,722.7909999999999,0.0,4764.105,8547.9575,22.865,73.71375,4478.73475,149.10625,22634.09475,0.0,286.0135,20507.847999999998,22634.09475,20793.8615,1840.2332500000011
2026-01-20 05:00:00+00:00,410.91125,3578.7135,245.76875,66.4255,745.29925,0.0,4676.507250000001,9079.44275,50.53875,76.49925,5136.704,152.45,24219.260250000003,0.0,14.8265,23410.8685,24219.260250000003,23425.695,793.5652500000033
2026-01-20 06:00:00+00:00,413.8515,3787.50025,246.60575,95.0025,760.5835000000001,129.02425,4727.0555,9046.71175,120.3755,78.10575,5285.619,154.2575,24844.692749999995,121.488,0.0,24968.2285,24966.180749999996,24968.2285,-2.0477500000051805
2026-01-20 07:00:00+00:00,417.3305,3787.54575,245.54325,94.6495,757.41225,1735.4705,4468.8225,9213.588,109.4005,77.89125,5436.2845,155.60575,26499.544249999995,160.808,0.0,25932.8965,26660.352249999996,25932.8965,727.4557499999974
2026-01-20 08:00:00+00:00,413.36924999999997,3487.969,244.466,73.05125000000001,752.5609999999999,4753.218,3765.6335,8408.986,27.78,76.51975,4705.811750000001,156.6005,26865.966,20.147250000000003,0.0,25797.145249999998,26886.113250000002,25797.145249999998,1088.9680000000044
2026-01-20 09:00:00+00:00,409.65625,3206.7945,240.9625,70.21525,744.8715,7020.6455000000005,2921.59125,8573.7075,24.152,75.7875,4329.188749999999,159.82325,27777.395749999996,0.0,13.09075,25266.459,27777.395749999996,25279.54975,2497.8459999999977
2026-01-20 10:00:00+00:00,412.7055,3038.09775,241.48725,67.1585,738.1297500000001,8071.596750000001,2220.9695,8716.9445,23.029,75.17175,4128.05875,150.5365,27883.8855,0.0,8.177,25041.4545,27883.8855,25049.6315,2834.254000000001
2026-01-20 11:00:00+00:00,411.00350000000003,2961.3767500000004,238.87275,66.61175,734.3695,8156.58275,1922.2047499999999,8299.35175,22.802,74.7625,3745.26725,146.67675,26779.882,0.0,8.463000000000001,25102.12775,26779.882,25110.59075,1669.291250000002
2026-01-20 12:00:00+00:00,409.5605,2910.1245,230.824,66.7255,729.87475,6856.25375,1835.40075,8430.24125,22.884,74.33575,4166.197,147.57975,25880.001499999995,0.0,8.367750000000001,25025.06425,25880.001499999995,25033.432,846.5694999999942
2026-01-20 13:00:00+00:00,413.44124999999997,3475.20925,228.031,66.726,726.796,4317.84075,1925.74625,8902.8735,22.901,74.1015,4941.93375,146.708,25242.30825,0.0,8.47275,24973.82325,25242.30825,24982.296000000002,260.01224999999613
2026-01-20 14:00:00+00:00,412.82425,3604.1975,231.1745,77.23675,723.57925,1362.5615,2464.203,9806.02975,36.5025,73.6055,5447.055,147.6415,24386.611,177.83425000000003,0.0,24951.26225,24564.44525,24951.26225,-386.8169999999991
2026-01-20 15:00:00+00:00,420.00575000000003,3656.14,237.38775,107.74425,739.63925,82.871,3334.02825,10023.40925,202.42675,74.7895,5483.7425,150.92125,24513.105499999998,831.9775,0.0,25257.235999999997,25345.083,25257.235999999997,87.84700000000157
2026-01-20 16:00:00+00:00,423.334,3662.7645,244.22575,107.83525,735.49175,0.0,3949.28375,9562.78025,207.784,74.274,5474.63,154.372,24596.775250000002,830.20225,0.0,25499.7025,25426.9775,25499.7025,-72.72499999999854
2026-01-20 17:00:00+00:00,422.575,3639.0215,243.6685,113.3485,739.60975,0.0,4217.49525,9430.484250000001,207.4505,74.60425000000001,5451.168,155.06225,24694.487749999997,652.21725,0.0,25374.45575,25346.704999999998,25374.45575,-27.75075000000288
2026-01-20 18:00:00+00:00,423.121,3650.7495,244.43725,83.72175,743.3395,0.0,4243.02075,9579.267749999999,170.9595,74.94475,5377.9685,153.389,24744.919249999995,436.63149999999996,0.0,25328.2485,25181.550749999995,25328.2485,-146.69775000000664
2026-01-20 19:00:00+00:00,423.31325000000004,3713.6282499999998,244.374,80.80325,741.25575,0.0,4035.7259999999997,9522.375250000001,27.613,74.742,5416.87475,154.80925,24435.51475,191.44025,0.0,24654.7705,24626.954999999998,24654.7705,-27.81550000000061
2026-01-20 20:00:00+00:00,416.97175,3579.636,244.50675,66.77775,736.3027500000001,0.0,3611.33675,9020.84625,22.856,74.3065,5201.8144999999995,155.375,23130.73,0.0,8.34,22905.158000000003,23130.73,22913.498000000003,217.23199999999633
2026-01-20 21:00:00+00:00,413.48475,3255.978,243.18425000000002,66.92375,726.75325,0.0,3293.66475,8725.1505,22.908,73.36725,4675.5509999999995,152.6625,21649.627999999997,0.0,18.17975,21622.225,21649.627999999997,21640.404749999998,9.223249999999098
2026-01-20 22:00:00+00:00,414.29875,3249.49925,241.92425,67.31,719.902,0.0,3250.01825,8335.317500000001,23.059,72.732,3979.233,151.3505,20504.644500000002,0.0,151.14075,20324.694,20504.644500000002,20475.834749999998,28.809750000003987
2026-01-20 23:00:00+00:00,411.2045,3294.0952500000003,240.499,68.0915,726.4014999999999,0.0,3114.47725,8737.92675,24.178,71.8445,4087.2925,158.28875,20934.299499999997,0.0,736.18725,19523.74075,20934.299499999997,20259.928,674.3714999999975
2026-01-21 00:00:00+00:00,410.96725,3096.696,240.43625,67.6925,729.2475,0.0,2909.4629999999997,8842.231,24.156,72.19825,4334.514,162.038,20889.639750000002,0.0,996.957,19003.49825,20889.639750000002,20000.45525,889.184500000003
