,Biomass,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Other,Solar,Wind Onshore,Fossil Hard coal,Hydro Water Reservoir,Other renewable,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-02 03:00:00+00:00,291.99625000000003,3094.7755,209.335,98.986,656.70225,0.0,5487.141250000001,5460.526,29.16,68.07925,1824.1955,158.54425,17379.44125,0.0,550.13525,13616.214,17379.44125,14166.34925,3213.0920000000006
2026-01-02 04:00:00+00:00,292.75225,2801.319,209.9765,98.67725,659.64625,0.0,6349.4465,5399.4845000000005,29.14,68.37475,1807.05725,157.242,17873.11625,0.0,505.65225,14545.17625,17873.11625,15050.8285,2822.2877499999995
2026-01-02 05:00:00+00:00,296.582,2689.8365000000003,210.217,98.7915,657.3512499999999,0.0,7330.7455,5411.68625,28.854,68.15525,1754.404,157.40099999999998,18704.02425,0.0,7.51625,16103.32525,18704.02425,16110.8415,2593.182749999998
2026-01-02 06:00:00+00:00,297.50350000000003,2634.2135,213.21925,134.04925,661.783,19.19475,7424.6895,5534.822249999999,40.839,68.893,1717.50375,162.86025,18909.571,0.0,105.0365,17077.82775,18909.571,17182.86425,1726.7067500000012
2026-01-02 07:00:00+00:00,296.77075,2966.0795,214.33125,133.8355,660.005,327.90700000000004,7337.72975,5602.924,40.826,68.74549999999999,1718.03,161.5935,19528.77775,0.0,69.62525,18140.413249999998,19528.77775,18210.0385,1318.7392500000024
2026-01-02 08:00:00+00:00,294.68725,2758.7844999999998,212.99525,106.4445,654.95525,996.52775,7971.9465,5498.2125,31.49,68.34075,1701.46475,155.50675,20451.355750000002,0.0,99.175,19112.4735,20451.355750000002,19211.6485,1239.7072500000031
2026-01-02 09:00:00+00:00,300.67,2945.2377500000002,212.42374999999998,98.96674999999999,665.5252499999999,1928.9009999999998,7242.627,5694.564249999999,28.963,69.518,1742.4245,154.27575,21084.097,0.0,0.537,19783.4745,21084.097,19784.0115,1300.085500000001
2026-01-02 10:00:00+00:00,303.30575,2956.10875,203.12449999999998,93.61449999999999,662.259,2376.03825,6624.64775,5651.51325,28.792,69.29175000000001,1771.41925,155.73275,20895.8475,0.0,1.2647499999999998,19655.108,20895.8475,19656.37275,1239.4747500000012
2026-01-02 11:00:00+00:00,299.3385,3252.4185,211.792,98.62325,674.2455,1895.6035,7014.59875,5752.773999999999,28.846,70.477,1761.87625,158.072,21218.665250000002,0.0,0.5465,20121.49825,21218.665250000002,20122.04475,1096.620500000001
2026-01-02 12:00:00+00:00,356.23675000000003,3260.95125,214.60275000000001,98.8565,679.05575,1293.1015,7562.389,5611.3305,28.946,70.9355,1716.00525,155.88524999999998,21048.295999999995,0.0,67.801,20271.553,21048.295999999995,20339.354,708.9419999999955
2026-01-02 13:00:00+00:00,372.5725,3670.3985000000002,221.64275,103.25225,686.76575,651.105,7213.92325,5740.89925,30.364,71.63425,1774.91725,155.6865,20693.161249999997,0.0,2.7962499999999997,20224.248,20693.161249999997,20227.04425,466.11699999999837
2026-01-02 14:00:00+00:00,373.481,3708.19375,226.07274999999998,139.9475,702.5295,176.06725,6921.7965,5916.8592499999995,66.77925,72.90225,2096.05125,158.11025,20558.790500000003,174.46475,0.0,20216.33825,20733.255250000002,20216.33825,516.9170000000013
2026-01-02 15:00:00+00:00,370.46175,3668.009,229.69625,146.6935,704.68775,0.0,6749.45975,6082.20275,173.2745,73.1245,2177.42525,158.00675,20533.041750000004,641.3095000000001,0.0,20671.801,21174.351250000003,20671.801,502.55025000000387
2026-01-02 16:00:00+00:00,355.10225,3780.8627500000002,230.24625,146.7925,695.63275,0.0,6607.48575,5802.012000000001,177.93175,72.16875,2019.12825,157.03575,20044.398750000004,592.483,0.0,20626.771249999998,20636.881750000004,20626.771249999998,10.110500000006141
2026-01-02 17:00:00+00:00,339.89475,3807.049,230.26,143.5615,695.7392500000001,0.0,6380.4745,5860.09875,183.9625,72.19800000000001,2149.19025,156.903,20019.3315,559.91925,0.0,20314.13475,20579.25075,20314.13475,265.11599999999817
2026-01-02 18:00:00+00:00,341.60125,3779.66025,229.65525,133.07975,696.20825,0.0,6407.82125,6291.5665,40.582,72.144,2143.4585,158.48825,20294.265249999997,434.37800000000004,0.0,20227.85725,20728.643249999997,20227.85725,500.7859999999964
2026-01-02 19:00:00+00:00,336.57275,3708.0415,227.58724999999998,108.77675,696.80025,0.0,6559.1575,6150.22975,32.338,72.33075,1929.1705,158.7905,19979.7955,196.29225,0.0,19774.036500000002,20176.08775,19774.036500000002,402.0512499999968
2026-01-02 20:00:00+00:00,342.81825,3146.462,228.77949999999998,100.11500000000001,695.867,0.0,6493.2635,5934.59225,29.364,71.9025,1777.2305000000001,160.26975000000002,18980.66425,0.0,11.45725,18598.299,18980.66425,18609.75625,370.9080000000031
2026-01-02 21:00:00+00:00,341.68875,3209.1215,230.86675,99.0685,698.3475,0.0,6532.89375,5872.69475,29.027,72.06675,1749.82675,160.43775,18996.03975,0.0,11.27675,17737.214500000002,18996.03975,17748.491250000003,1247.5484999999971
2026-01-02 22:00:00+00:00,314.6015,2773.62725,231.3185,99.402,682.59575,0.0,6610.784,5583.4505,29.195,70.32249999999999,1742.44225,159.8105,18297.54975,0.0,115.94550000000001,16386.820499999998,18297.54975,16502.766,1794.7837499999987
2026-01-02 23:00:00+00:00,312.98825,2796.46775,230.1355,92.9345,671.04125,0.0,6056.054749999999,5507.273999999999,29.727,69.58675,1867.8505,156.60275000000001,17790.663,0.0,264.74025,15634.6875,17790.663,15899.42775,1891.2352499999997
2026-01-03 00:00:00+00:00,312.236,2779.86825,230.14124999999999,92.76525000000001,671.0525,0.0,6191.689249999999,5479.3369999999995,29.739,69.62025,1808.88725,155.8165,17821.1525,0.0,545.71925,15046.347749999999,17821.1525,15592.067,2229.085500000001
2026-01-03 01:00:00+00:00,312.02175,3021.46525,229.433,92.60374999999999,667.2072499999999,0.0,6287.24375,5535.826,29.691,69.25125,1801.4415,155.51024999999998,18201.69475,0.0,567.9657500000001,14701.536,18201.69475,15269.50175,2932.1929999999993
2026-01-03 02:00:00+00:00,310.237,3009.9335,229.34699999999998,92.71225,667.86525,0.0,6458.78325,5518.963,29.66,69.2695,1799.799,155.12625,18341.696,0.0,566.1379999999999,14533.75525,18341.696,15099.893250000001,3241.802749999999
2026-01-03 03:00:00+00:00,312.9375,2919.484,228.36575,92.72875,664.9195,0.0,6502.9145,5512.46375,29.699,69.02025,1772.321,155.25075,18260.10475,0.0,696.2585,14678.160249999999,18260.10475,15374.418749999999,2885.6859999999997
2026-01-03 04:00:00+00:00,309.94125,2585.58975,229.65825,92.47200000000001,666.76625,0.0,6909.99975,5507.759749999999,29.634,69.2745,1822.3575,159.122,18382.575,0.0,583.8325,15026.54075,18382.575,15610.37325,2772.20175
2026-01-03 05:00:00+00:00,307.62675,2714.4415,229.93,92.05975000000001,668.98225,0.0,6985.325,5496.8295,29.326,69.46125,1835.0225,154.70024999999998,18583.70475,0.0,5.35225,16008.9385,18583.70475,16014.29075,2569.4140000000007
2026-01-03 06:00:00+00:00,332.80625,2839.5429999999997,231.109,105.28099999999999,689.2625,21.411749999999998,7077.53875,5523.1990000000005,33.77,71.92775,1814.685,153.99225,18894.52625,0.0,3.7975,16719.05875,18894.52625,16722.85625,2171.6699999999983
2026-01-03 07:00:00+00:00,333.72675,2738.52925,234.21675,105.11475,693.20375,427.8105,7627.803,5454.866,33.70175,72.2695,1789.56275,153.913,19664.71775,0.0,3.1872499999999997,17738.75475,19664.71775,17741.942,1922.7757500000007
2026-01-03 08:00:00+00:00,331.46775,2956.0637500000003,233.37225,97.4585,690.89,1596.17175,7376.17625,5604.681250000001,31.131,72.045,1801.8845000000001,153.04625000000001,20944.38825,0.0,3.63525,18933.0855,20944.38825,18936.72075,2007.6674999999996
2026-01-03 09:00:00+00:00,333.334,3030.62925,234.3345,92.673,693.13375,2742.04975,7259.61875,5718.95275,29.505,72.259,1799.99925,154.0425,22160.531499999997,0.0,4.6747499999999995,19573.39575,22160.531499999997,19578.070499999998,2582.4609999999993
2026-01-03 10:00:00+00:00,335.496,2797.484,234.8545,91.9795,694.07675,3044.1665000000003,7161.74075,5467.8195,29.294,72.365,1800.71975,154.11025,21884.106500000005,0.0,4.9135,19457.47625,21884.106500000005,19462.38975,2421.716750000007
2026-01-03 11:00:00+00:00,338.48425000000003,2734.777,235.585,92.11449999999999,693.615,2683.402,7115.18725,5414.2055,29.357,72.32900000000001,1800.4782500000001,154.325,21363.859750000003,0.0,70.63675,19414.81825,21363.859750000003,19485.455,1878.4047500000015
2026-01-03 12:00:00+00:00,338.92949999999996,2814.36425,232.63825,94.36925000000001,692.66,2018.15625,6937.151,5602.86475,30.025,72.2595,1789.48175,154.26375,20777.163249999998,0.0,69.5515,19759.673,20777.163249999998,19829.2245,947.9387499999975
2026-01-03 13:00:00+00:00,338.2405,3076.06325,229.58175,104.76325,695.54,1081.9545,6449.57875,5899.19525,33.552,72.37375,1797.08,154.73475000000002,19932.657749999995,0.0,4.322,19869.0555,19932.657749999995,19873.3775,59.28024999999616
2026-01-03 14:00:00+00:00,342.10775,3266.1455,230.88125,132.7065,698.73125,248.2005,6417.614,6156.4715,60.64149999999999,72.5305,2011.3712500000001,155.1455,19792.547,95.887,0.0,19975.2485,19888.433999999997,19975.2485,-86.81450000000405
2026-01-03 15:00:00+00:00,342.30600000000004,3196.848,231.46025,135.60475,697.242,0.0,6282.3035,6179.146000000001,157.2055,72.3775,2046.8467500000002,156.4805,19497.820750000003,442.81550000000004,0.0,20446.4195,19940.636250000003,20446.4195,-505.78324999999677
2026-01-03 16:00:00+00:00,343.385,3170.223,232.2425,138.53475,699.4689999999999,0.0,6374.4645,6132.764,190.62324999999998,72.59825000000001,2276.0384999999997,157.86275,19788.205499999996,441.714,0.0,20310.7375,20229.919499999996,20310.7375,-80.81800000000294
2026-01-03 17:00:00+00:00,343.59375,3333.17025,233.20175,138.489,698.70825,0.0,6187.387000000001,5857.60975,178.34575,72.54325,2274.892,157.51725,19475.458,442.97749999999996,0.0,20203.263,19918.4355,20203.263,-284.8274999999994
2026-01-03 18:00:00+00:00,339.51225,3411.047,233.05,115.38475,698.67275,0.0,6152.61025,5872.48625,47.58325,71.10625,2177.84425,159.36,19278.657,444.265,0.0,19986.511749999998,19722.922,19986.511749999998,-263.5897499999992
2026-01-03 19:00:00+00:00,341.631,3397.3735,232.989,100.3125,701.84,0.0,5966.266750000001,5935.83175,32.104,72.8355,2063.95775,160.28275,19005.4245,326.79,0.0,19568.61825,19332.214500000002,19568.61825,-236.40374999999767
2026-01-03 20:00:00+00:00,339.54525,3265.116,232.043,92.18125,689.1632500000001,0.0,5870.58025,6024.55925,29.391,71.27925,1927.63025,159.702,18701.190749999998,24.416999999999998,0.0,18446.46775,18725.60775,18446.46775,279.1399999999994
2026-01-03 21:00:00+00:00,345.40375,3287.08825,232.166,92.3045,687.02975,0.0,5633.9349999999995,5972.37525,29.382,71.2535,1765.8205,157.497,18274.255500000003,0.0,12.17275,17483.76375,18274.255500000003,17495.9365,778.3190000000031
2026-01-03 22:00:00+00:00,348.09925,3067.40475,232.01749999999998,92.513,686.577,0.0,5629.01725,5578.83125,29.584,71.08225,1777.6085,157.5215,17670.25625,0.0,68.259,16397.23475,17670.25625,16465.493749999998,1204.7625000000007
2026-01-03 23:00:00+00:00,351.229,3099.77575,231.823,95.74975,689.2942499999999,0.0,4765.398499999999,5857.52225,28.389,71.35525,1864.423,158.0885,17213.04825,0.0,316.1725,15592.911,17213.04825,15909.0835,1303.9647499999992
2026-01-04 00:00:00+00:00,352.7315,3055.27025,232.093,95.801,685.47275,0.0,4550.151,5803.72225,28.411,71.12275,1772.0710000000001,155.699,16802.5455,0.0,406.58849999999995,14923.19625,16802.5455,15329.78475,1472.7607499999995
2026-01-04 01:00:00+00:00,349.38725,3084.3157499999998,233.32524999999998,95.59925000000001,683.72825,0.0,4624.220499999999,5685.5825,28.301,70.943,1774.81475,158.1195,16788.337,0.0,536.644,14640.997,16788.337,15177.641,1610.696
2026-01-04 02:00:00+00:00,349.0225,3047.9915,234.674,95.54175000000001,682.281,0.0,4818.1745,5677.6925,28.328,70.735,1801.7155,159.25275,16965.409,0.0,565.80725,14514.33225,16965.409,15080.1395,1885.2695000000003
2026-01-04 03:00:00+00:00,351.03575,3019.0645,236.0635,95.4535,677.35325,0.0,4898.1942500000005,5647.33075,28.299,70.28025,1814.76175,159.88400000000001,16997.720500000003,0.0,564.95825,14514.1225,16997.720500000003,15079.08075,1918.639750000004
2026-01-04 04:00:00+00:00,379.009,3135.3762500000003,235.01975,95.276,685.22825,0.0,5126.932,5752.28275,28.264,71.05925,1819.4375,159.90175,17487.7865,0.0,604.05575,14833.04525,17487.7865,15437.100999999999,2050.6854999999996
2026-01-04 05:00:00+00:00,381.898,3044.79875,235.54525,94.87625,689.5015000000001,0.0,5950.651,5669.53575,28.03,71.56925,1801.17175,158.315,18125.892499999998,0.0,272.96,15254.937249999999,18125.892499999998,15527.897249999998,2597.99525
2026-01-04 06:00:00+00:00,381.463,3153.01025,236.6025,109.343,690.54925,26.793999999999997,6072.45075,5677.74875,32.941,72.01975,1802.5115,161.2065,18416.64025,0.0,12.135,15517.85025,18416.64025,15529.98525,2886.6550000000007
2026-01-04 07:00:00+00:00,382.60974999999996,2844.873,235.7505,105.365,683.3755,630.95525,6813.2837500000005,5456.6224999999995,32.841,71.40725,1815.6077500000001,162.5085,19235.19975,0.0,13.10375,15975.725999999999,19235.19975,15988.829749999999,3246.370000000001
2026-01-04 08:00:00+00:00,379.078,2751.0805,236.86675,97.58725,670.884,2211.0789999999997,7019.81075,5378.63475,30.288,70.128,1817.8319999999999,157.223,20820.492000000002,0.0,10.18,17026.182,20820.492000000002,17036.362,3784.130000000001
2026-01-04 09:00:00+00:00,381.387,2780.31175,236.98725000000002,91.536,662.6575,3546.049,6497.6224999999995,5390.08275,28.157,69.316,1808.7150000000001,157.13575,21649.9575,0.0,9.9985,17482.57925,21649.9575,17492.57775,4157.37975
2026-01-04 10:00:00+00:00,378.0585,2924.017,236.905,90.814,672.27575,4484.531,6128.705,5419.47675,27.984,70.22625,1820.8892500000002,156.14925,22410.03175,0.0,10.92375,18164.459,22410.03175,18175.38275,4234.648999999998
2026-01-04 11:00:00+00:00,382.599,2569.64825,234.649,90.9685,685.43525,4407.21175,6007.83575,5254.0107499999995,28.066,71.68900000000001,1771.2425,156.0755,21659.431249999998,0.0,10.09375,18395.37725,21659.431249999998,18405.471,3253.9602499999964
2026-01-04 12:00:00+00:00,382.224,2598.869,232.71475,91.06775,686.52,3258.94725,5949.07725,5386.06175,28.022,71.75975,1795.93275,156.13625000000002,20637.332500000004,0.0,10.8855,18715.73975,20637.332500000004,18726.62525,1910.7072500000031
2026-01-04 13:00:00+00:00,387.09975000000003,3197.78225,232.69375,102.175,689.00275,1524.58275,5505.89025,6015.998750000001,31.761,71.99525,1854.93325,154.47225,19768.387000000002,0.0,10.4085,18750.345,19768.387000000002,18760.753500000003,1007.6334999999999
2026-01-04 14:00:00+00:00,386.9395,3071.85675,235.01274999999998,133.5875,690.54625,256.8915,6129.31325,6158.529,60.024,72.0185,1821.624,155.3265,19171.6695,59.80275,0.0,18533.5,19231.47225,18533.5,697.9722499999989
2026-01-04 15:00:00+00:00,385.90225,3267.68925,235.76850000000002,137.495,692.75575,0.0,6083.28525,6442.149,125.765,72.22825,1959.58375,156.33925,19558.961250000004,468.80475,0.0,19244.29275,20027.766000000003,19244.29275,783.4732500000027
2026-01-04 16:00:00+00:00,386.93825,3567.9705,236.94875000000002,137.42575,696.5944999999999,0.0,6156.57975,6993.435750000001,194.0045,72.5015,2152.398,157.75325,20752.5505,564.55375,0.0,19359.085,21317.10425,19359.085,1958.0192500000012
2026-01-04 17:00:00+00:00,385.633,3573.367,237.70600000000002,135.32,694.09925,0.0,6216.159,6971.987499999999,170.81175000000002,72.29875,2171.1255,156.9545,20785.462250000004,556.681,0.0,19366.63925,21342.143250000005,19366.63925,1975.5040000000045
2026-01-04 18:00:00+00:00,385.24525,3480.3995,236.029,114.57125,691.272,0.0,6434.71225,6678.937,135.40625,72.03775,2139.4877500000002,155.97575,20524.073750000003,546.8522499999999,0.0,19420.07025,21070.926000000003,19420.07025,1650.8557500000024
2026-01-04 19:00:00+00:00,384.97749999999996,3561.2839999999997,234.716,91.07225,692.6700000000001,0.0,6178.944750000001,6465.53475,28.071,72.222,1951.8384999999998,154.733,19816.06375,507.0675,0.0,18832.60475,20323.131250000002,18832.60475,1490.5265000000036
2026-01-04 20:00:00+00:00,383.72325,3398.8779999999997,232.81275,91.2645,689.072,0.0,6039.668,6455.6875,28.118,71.53725,1888.40725,154.0505,19433.219,0.0,9.922,18184.878,19433.219,18194.8,1238.4190000000017
2026-01-04 21:00:00+00:00,382.41375,3313.0567499999997,229.68975,91.2,685.2355,0.0,5593.929749999999,6274.80275,28.123,71.15100000000001,1893.0252500000001,152.8515,18715.479,0.0,11.4985,17427.613999999998,18715.479,17439.1125,1276.3665
2026-01-04 22:00:00+00:00,381.1305,3235.4452499999998,230.11700000000002,91.46025,685.02175,0.0,5325.9445,6195.0355,28.299,71.065,1967.1465,152.96225,18363.627500000002,0.0,68.55475,16306.93175,18363.627500000002,16375.486499999999,1988.1410000000033
2026-01-04 23:00:00+00:00,375.90725,3051.05325,229.11575,91.77799999999999,685.46825,0.0,5098.29475,5958.25575,28.492,71.10075,2013.9055,155.97325,17759.3445,0.0,360.5935,15563.891,17759.3445,15924.4845,1834.8599999999988
2026-01-05 00:00:00+00:00,377.229,2785.1545,227.9225,91.81325,647.86775,0.0,4846.256,5890.492249999999,28.502,68.9005,1998.59875,143.874,17106.6105,0.0,570.12175,15109.375250000001,17106.6105,15679.497000000001,1427.1134999999977
2026-01-05 01:00:00+00:00,375.751,2877.3075,226.78300000000002,91.7525,679.67,0.0,4381.56725,5819.32725,28.415,70.57175000000001,1996.603,155.151,16702.899250000002,0.0,805.90375,14870.04825,16702.899250000002,15675.952,1026.947250000003
2026-01-05 02:00:00+00:00,379.2915,3001.80125,226.42825,91.72274999999999,676.843,0.0,4067.46875,5940.5962500000005,28.435,70.26350000000001,2063.991,155.54,16702.38125,0.0,835.2595,14912.82875,16702.38125,15748.08825,954.2929999999978
2026-01-05 03:00:00+00:00,378.18825,3067.1455,229.075,91.60825,687.4367500000001,0.0,3754.322,6207.2615,28.411,70.90174999999999,2143.32875,160.78875,16818.467500000002,0.0,669.77425,15369.65825,16818.467500000002,16039.4325,779.0350000000017
2026-01-05 04:00:00+00:00,380.227,3295.7645,227.85225,91.34675,699.01475,0.0,3617.36475,6585.7175,28.362,71.70400000000001,2325.245,162.29475,17484.893249999997,0.0,484.6725,16342.406500000001,17484.893249999997,16827.079,657.8142499999958
2026-01-05 05:00:00+00:00,382.104,3488.8675000000003,228.55575,91.12825,693.51575,0.0,3414.10775,6963.52775,28.103,71.10900000000001,2778.2309999999998,163.235,18302.48475,0.0,99.079,18313.88725,18302.48475,18412.96625,-110.48150000000169
2026-01-05 06:00:00+00:00,383.6755,3218.325,218.5435,125.76125,697.20925,57.622,3016.753,7506.47025,40.66,71.9855,3576.17425,164.49475,19077.674250000004,34.336,0.0,19744.222,19112.010250000003,19744.222,-632.2117499999986
2026-01-05 07:00:00+00:00,383.95525,3944.3185000000003,219.4205,126.0425,691.98225,858.9685000000001,2534.77725,7583.13575,41.098,71.7535,3729.33125,171.73175,20356.515,0.0,9.836500000000001,20815.442750000002,20356.515,20825.279250000003,-468.7642500000038
2026-01-05 08:00:00+00:00,386.24125000000004,4016.08525,220.79925,98.49675,697.68175,2467.645,2008.637,7909.8415,31.969,72.37774999999999,3932.34,175.4865,22017.601000000002,0.0,8.9405,21605.781499999997,22017.601000000002,21614.721999999998,402.87900000000445
2026-01-05 09:00:00+00:00,383.274,3741.72025,220.25225,93.74175,701.1575,3763.6785,1543.5375,8260.677,30.362,72.475,3958.8925,174.37574999999998,22944.144,111.91125,0.0,21954.9525,23056.05525,21954.9525,1101.1027500000018
2026-01-05 10:00:00+00:00,383.0045,3805.20775,220.02375,92.92075,705.495,4259.9442500000005,1142.1045,7983.925749999999,50.192,72.99199999999999,4155.8765,171.3465,23043.03325,112.68675,0.0,21991.26525,23155.72,21991.26525,1164.4547500000008
2026-01-05 11:00:00+00:00,384.20550000000003,3927.099,222.11075,93.25025,711.74,3796.242,944.7737500000001,8235.926749999999,30.27,73.57225,4308.8817500000005,170.60275000000001,22898.67475,111.73575000000001,0.0,22232.46975,23010.410499999998,22232.46975,777.9407499999979
