,Other,Solar,Wind Onshore,Hydro Water Reservoir,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-16 05:00:00+00:00,22.55625,0.0,752.90075,2503.036,3278.493,0.0,0.0,1447.25,3278.493,1447.25,1831.243
2026-01-16 06:00:00+00:00,20.6755,0.0,787.57025,2996.86025,3805.106,0.0,0.0,1805.0,3805.106,1805.0,2000.1060000000002
2026-01-16 07:00:00+00:00,20.714,0.0,660.1347499999999,3146.74625,3827.5950000000003,0.0,0.0,1785.0,3827.5950000000003,1785.0,2042.5950000000003
2026-01-16 08:00:00+00:00,20.570999999999998,0.00125,572.60375,3010.853,3604.029,0.0,0.0,1793.75,3604.029,1793.75,1810.279
2026-01-16 09:00:00+00:00,20.36,0.01975,481.07,2936.36075,3437.8104999999996,0.0,0.0,1546.75,3437.8104999999996,1546.75,1891.0604999999996
2026-01-16 10:00:00+00:00,20.301000000000002,0.022,460.59975000000003,2730.9045,3211.8272500000003,0.0,0.0,1661.0,3211.8272500000003,1661.0,1550.8272500000003
2026-01-16 11:00:00+00:00,20.313499999999998,0.02125,413.70775,2733.13,3167.1725,0.0,0.0,1586.0,3167.1725,1586.0,1581.1725000000001
2026-01-16 12:00:00+00:00,20.353,0.019,419.80225,2542.928,2983.10225,0.0,0.0,1544.75,2983.10225,1544.75,1438.35225
2026-01-16 13:00:00+00:00,20.37275,0.00925,462.96524999999997,2493.9725,2977.3197499999997,0.0,0.0,1673.25,2977.3197499999997,1673.25,1304.0697499999997
2026-01-16 14:00:00+00:00,20.47,0.0,472.58625,2460.29825,2953.3545,0.0,0.0,1670.25,2953.3545,1670.25,1283.1045
2026-01-16 15:00:00+00:00,20.47025,0.0,443.03325,2267.39275,2730.89625,0.0,0.0,1442.5,2730.89625,1442.5,1288.3962499999998
2026-01-16 16:00:00+00:00,20.3885,0.0,518.7027499999999,2300.25025,2839.3415,0.0,0.0,1398.75,2839.3415,1398.75,1440.5915
2026-01-16 17:00:00+00:00,20.8315,0.0,635.617,2245.8785,2902.3269999999998,0.0,0.0,1462.0,2902.3269999999998,1462.0,1440.3269999999998
2026-01-16 18:00:00+00:00,21.30825,0.0,750.785,2009.9225,2782.01575,0.0,0.0,1345.0,2782.01575,1345.0,1437.01575
2026-01-16 19:00:00+00:00,21.809,0.0,824.57925,1772.95,2619.33825,0.0,0.0,1303.0,2619.33825,1303.0,1316.3382499999998
2026-01-16 20:00:00+00:00,22.406,0.0,915.8875,1744.86975,2683.16325,0.0,0.0,1348.25,2683.16325,1348.25,1334.91325
2026-01-16 21:00:00+00:00,22.586,0.0,1042.18275,1746.0925,2810.86125,0.0,0.0,1463.5,2810.86125,1463.5,1347.36125
2026-01-16 22:00:00+00:00,22.62375,0.0,1036.779,1734.055,2793.45775,0.0,0.0,1510.5,2793.45775,1510.5,1282.95775
2026-01-16 23:00:00+00:00,19.544,0.0,1037.74225,1487.2017500000002,2544.4880000000003,0.0,0.0,1376.25,2544.4880000000003,1376.25,1168.2380000000003
2026-01-17 00:00:00+00:00,19.5035,0.0,1050.801,1445.0435,2515.348,0.0,0.0,1276.75,2515.348,1276.75,1238.598
2026-01-17 01:00:00+00:00,19.56075,0.0,1011.0505,1405.3175,2435.92875,0.0,0.0,1180.5,2435.92875,1180.5,1255.42875
2026-01-17 02:00:00+00:00,19.49875,0.0,919.84025,1385.2335,2324.5725,0.0,0.0,1263.25,2324.5725,1263.25,1061.3225000000002
2026-01-17 03:00:00+00:00,19.615,0.0,869.8345,1362.278,2251.7275,0.0,0.0,1383.75,2251.7275,1383.75,867.9775
2026-01-17 04:00:00+00:00,19.645,0.0,760.8217500000001,1369.51825,2149.985,0.0,0.0,1295.75,2149.985,1295.75,854.2350000000001
2026-01-17 05:00:00+00:00,19.704250000000002,0.0,696.68125,1425.70675,2142.09225,0.0,0.0,1361.75,2142.09225,1361.75,780.3422500000001
2026-01-17 06:00:00+00:00,19.695,0.0,712.4427499999999,1711.5765000000001,2443.71425,0.0,0.0,1412.25,2443.71425,1412.25,1031.46425
2026-01-17 07:00:00+00:00,19.47025,0.0,762.9952499999999,1767.74825,2550.21375,0.0,0.0,1307.25,2550.21375,1307.25,1242.96375
2026-01-17 08:00:00+00:00,19.397750000000002,0.00125,907.46425,1768.594,2695.45725,0.0,0.0,1364.5,2695.45725,1364.5,1330.95725
2026-01-17 09:00:00+00:00,19.3545,0.01925,997.00675,1859.2135,2875.594,0.0,0.0,1433.75,2875.594,1433.75,1441.844
2026-01-17 10:00:00+00:00,19.442999999999998,0.02675,1029.67375,1873.136,2922.2794999999996,0.0,0.0,1138.25,2922.2794999999996,1138.25,1784.0294999999996
2026-01-17 11:00:00+00:00,19.5705,0.032,1085.904,1879.5594999999998,2985.066,0.0,0.0,1136.5,2985.066,1136.5,1848.5659999999998
2026-01-17 12:00:00+00:00,19.541249999999998,0.02675,1290.049,1881.47925,3191.09625,0.0,0.0,1317.25,3191.09625,1317.25,1873.84625
2026-01-17 13:00:00+00:00,19.39025,0.013000000000000001,1537.923,2073.126,3630.4522500000003,0.0,0.0,1551.25,3630.4522500000003,1551.25,2079.2022500000003
2026-01-17 14:00:00+00:00,19.3265,0.0,1688.899,2235.08125,3943.3067499999997,0.0,0.0,1552.75,3943.3067499999997,1552.75,2390.5567499999997
2026-01-17 15:00:00+00:00,19.3055,0.0,1765.89325,2363.699,4148.89775,0.0,0.0,1345.5,4148.89775,1345.5,2803.39775
2026-01-17 16:00:00+00:00,19.27925,0.0,1750.5135,2585.40025,4355.193,0.0,0.0,1125.75,4355.193,1125.75,3229.443
2026-01-17 17:00:00+00:00,19.31925,0.0,1807.5155,2405.9987499999997,4232.8335,0.0,0.0,1102.75,4232.8335,1102.75,3130.0834999999997
2026-01-17 18:00:00+00:00,19.271,0.00025,1864.654,2375.52,4259.44525,0.0,0.0,1218.5,4259.44525,1218.5,3040.9452499999998
2026-01-17 19:00:00+00:00,19.35575,0.0,1884.243,2366.95325,4270.552,0.0,0.0,1128.0,4270.552,1128.0,3142.5519999999997
2026-01-17 20:00:00+00:00,19.264499999999998,0.0,1972.8495,2494.9404999999997,4487.0545,0.0,0.0,1148.75,4487.0545,1148.75,3338.3045
2026-01-17 21:00:00+00:00,19.31,0.0,1990.7732500000002,2495.28675,4505.370000000001,0.0,0.0,1085.75,4505.370000000001,1085.75,3419.620000000001
2026-01-17 22:00:00+00:00,19.323999999999998,0.0,1990.27575,2399.4245,4409.02425,0.0,0.0,1230.25,4409.02425,1230.25,3178.7742500000004
2026-01-17 23:00:00+00:00,19.2975,0.0,1840.8875,2532.7889999999998,4392.974,0.0,0.0,1000.75,4392.974,1000.75,3392.224
2026-01-18 00:00:00+00:00,19.407,0.0,1714.4705,2513.51175,4247.38925,0.0,0.0,1088.0,4247.38925,1088.0,3159.38925
2026-01-18 01:00:00+00:00,19.349,0.0,1687.0922500000001,2553.71875,4260.16,0.0,0.0,1207.75,4260.16,1207.75,3052.41
2026-01-18 02:00:00+00:00,19.34925,0.0,1649.1577499999999,2735.82325,4404.33025,0.0,0.0,1288.5,4404.33025,1288.5,3115.83025
2026-01-18 03:00:00+00:00,19.35,0.0,1503.35075,2837.5145,4360.21525,0.0,0.0,1158.5,4360.21525,1158.5,3201.71525
2026-01-18 04:00:00+00:00,19.349,0.0,1390.7195,2937.478,4347.5465,0.0,0.0,1137.5,4347.5465,1137.5,3210.0465000000004
2026-01-18 05:00:00+00:00,19.348,0.0,1308.33125,2870.0967499999997,4197.776,0.0,0.0,1224.75,4197.776,1224.75,2973.026
2026-01-18 06:00:00+00:00,19.34625,0.0,1166.454,3289.08975,4474.89,0.0,0.0,1230.0,4474.89,1230.0,3244.8900000000003
2026-01-18 07:00:00+00:00,19.34525,0.0,1033.97975,3468.9449999999997,4522.2699999999995,0.0,0.0,1312.0,4522.2699999999995,1312.0,3210.2699999999995
2026-01-18 08:00:00+00:00,23.357,0.00475,882.2435,3673.86575,4579.471,0.0,0.0,1398.5,4579.471,1398.5,3180.9709999999995
2026-01-18 09:00:00+00:00,23.35425,0.05375,741.1157499999999,3844.4105,4608.93425,0.0,0.0,1472.75,4608.93425,1472.75,3136.1842500000002
2026-01-18 10:00:00+00:00,23.351,0.06775,574.61225,3874.3415,4472.3725,0.0,0.0,1406.75,4472.3725,1406.75,3065.6225000000004
2026-01-18 11:00:00+00:00,23.352,0.0565,458.53274999999996,3873.23175,4355.173,0.0,0.0,1364.0,4355.173,1364.0,2991.173
2026-01-18 12:00:00+00:00,25.349,0.02875,378.02549999999997,3869.99925,4273.4025,0.0,0.0,1328.5,4273.4025,1328.5,2944.9025
2026-01-18 13:00:00+00:00,25.36,0.015,298.9915,3878.542,4202.9085,0.0,0.0,1283.5,4202.9085,1283.5,2919.4084999999995
2026-01-18 14:00:00+00:00,25.356,0.0,248.469,3944.5730000000003,4218.398,0.0,0.0,1424.75,4218.398,1424.75,2793.648
2026-01-18 15:00:00+00:00,25.432,0.0,192.89425,3966.8475,4185.17375,0.0,0.0,1491.0,4185.17375,1491.0,2694.17375
2026-01-18 16:00:00+00:00,28.43575,0.0,138.18725,4191.8515,4358.474499999999,0.0,0.0,1490.0,4358.474499999999,1490.0,2868.4744999999994
2026-01-18 17:00:00+00:00,28.448500000000003,0.0,98.52525,4193.3455,4320.3192500000005,0.0,0.0,1437.25,4320.3192500000005,1437.25,2883.0692500000005
2026-01-18 18:00:00+00:00,31.426499999999997,0.0,69.84174999999999,4185.605750000001,4286.874000000001,0.0,0.0,1401.25,4286.874000000001,1401.25,2885.6240000000007
2026-01-18 19:00:00+00:00,31.444499999999998,0.0,56.85625,3989.10575,4077.4065,0.0,0.0,1444.25,4077.4065,1444.25,2633.1565
2026-01-18 20:00:00+00:00,31.386499999999998,0.0,61.079,3950.49925,4042.9647499999996,0.0,0.0,1478.5,4042.9647499999996,1478.5,2564.4647499999996
2026-01-18 21:00:00+00:00,31.405,0.0,59.56925,3901.849,3992.8232500000004,0.0,0.0,1439.0,3992.8232500000004,1439.0,2553.8232500000004
2026-01-18 22:00:00+00:00,31.43,0.0,41.751000000000005,3832.8955,3906.0765,0.0,0.0,1348.25,3906.0765,1348.25,2557.8265
2026-01-18 23:00:00+00:00,26.421,0.0,27.302,3630.31475,3684.03775,0.0,0.0,1330.25,3684.03775,1330.25,2353.78775
2026-01-19 00:00:00+00:00,26.3965,0.0,24.94525,3386.7965,3438.13825,0.0,0.0,1300.0,3438.13825,1300.0,2138.13825
2026-01-19 01:00:00+00:00,26.4225,0.0,20.82825,3386.365,3433.61575,0.0,0.0,1383.75,3433.61575,1383.75,2049.86575
2026-01-19 02:00:00+00:00,26.349,0.0,18.56175,3392.14975,3437.0605,0.0,0.0,1415.0,3437.0605,1415.0,2022.0605
2026-01-19 03:00:00+00:00,26.353,0.0,14.70975,3421.2525,3462.31525,0.0,0.0,1430.5,3462.31525,1430.5,2031.81525
2026-01-19 04:00:00+00:00,26.3595,0.0,14.11275,3675.78725,3716.2594999999997,0.0,0.0,1494.25,3716.2594999999997,1494.25,2222.0094999999997
2026-01-19 05:00:00+00:00,26.39575,0.0,16.36875,3921.50975,3964.2742500000004,0.0,0.0,1581.0,3964.2742500000004,1581.0,2383.2742500000004
2026-01-19 06:00:00+00:00,31.4385,0.0,20.8185,4247.28725,4299.54425,0.0,0.0,1649.75,4299.54425,1649.75,2649.79425
2026-01-19 07:00:00+00:00,31.45275,0.0,26.08,4263.66075,4321.1935,0.0,0.0,1610.75,4321.1935,1610.75,2710.4435000000003
2026-01-19 08:00:00+00:00,31.459,0.0015,29.40975,4242.59825,4303.4685,0.0,0.0,1545.75,4303.4685,1545.75,2757.7185
2026-01-19 09:00:00+00:00,31.48975,0.028,20.369500000000002,4243.399,4295.28625,0.0,0.0,1528.0,4295.28625,1528.0,2767.28625
2026-01-19 10:00:00+00:00,31.526249999999997,0.028,22.79875,3941.36225,3995.71525,0.0,0.0,1463.75,3995.71525,1463.75,2531.96525
2026-01-19 11:00:00+00:00,31.514499999999998,0.0285,28.846,3932.2647500000003,3992.6537500000004,0.0,0.0,1462.5,3992.6537500000004,1462.5,2530.1537500000004
2026-01-19 12:00:00+00:00,31.500999999999998,0.0145,27.13175,4083.03975,4141.687,0.0,0.0,1455.25,4141.687,1455.25,2686.437
2026-01-19 13:00:00+00:00,31.487000000000002,0.00875,39.56725,4270.94275,4342.00575,0.0,0.0,1518.0,4342.00575,1518.0,2824.0057500000003
2026-01-19 14:00:00+00:00,31.504,0.0,49.266999999999996,4270.91175,4351.68275,0.0,0.0,1584.0,4351.68275,1584.0,2767.68275
2026-01-19 15:00:00+00:00,31.4615,0.0,53.9185,4213.37475,4298.75475,0.0,0.0,1560.0,4298.75475,1560.0,2738.75475
2026-01-19 16:00:00+00:00,31.4655,0.0,60.3825,4164.52275,4256.37075,0.0,0.0,1536.75,4256.37075,1536.75,2719.62075
2026-01-19 17:00:00+00:00,31.38075,0.0,50.72775,4237.6285,4319.737,0.0,0.0,1517.25,4319.737,1517.25,2802.487
2026-01-19 18:00:00+00:00,31.352,0.0,49.89725,4235.556,4316.805249999999,0.0,0.0,1480.75,4316.805249999999,1480.75,2836.0552499999994
2026-01-19 19:00:00+00:00,31.35875,0.0,50.530249999999995,4256.376249999999,4338.2652499999995,0.0,0.0,1432.0,4338.2652499999995,1432.0,2906.2652499999995
2026-01-19 20:00:00+00:00,31.38575,0.0,47.89875,4253.77,4333.0545,0.0,0.0,1497.25,4333.0545,1497.25,2835.8045
2026-01-19 21:00:00+00:00,31.445,0.0,45.105,3958.12375,4034.6737500000004,0.0,0.0,1421.5,4034.6737500000004,1421.5,2613.1737500000004
2026-01-19 22:00:00+00:00,31.42725,0.0,37.25425,3980.76575,4049.44725,0.0,0.0,1574.5,4049.44725,1574.5,2474.94725
2026-01-19 23:00:00+00:00,34.1525,0.0,33.916,3815.72075,3883.78925,0.0,0.0,1521.5,3883.78925,1521.5,2362.28925
2026-01-20 00:00:00+00:00,34.165499999999994,0.0,28.238500000000002,3704.0075,3766.4115,0.0,0.0,1361.75,3766.4115,1361.75,2404.6615
2026-01-20 01:00:00+00:00,34.16375,0.0,25.708,3781.6955,3841.5672499999996,0.0,0.0,1424.0,3841.5672499999996,1424.0,2417.5672499999996
2026-01-20 02:00:00+00:00,34.16025,0.0,21.843,3766.69575,3822.699,0.0,0.0,1391.0,3822.699,1391.0,2431.699
2026-01-20 03:00:00+00:00,34.1605,0.0,21.64675,3781.399,3837.2062499999997,0.0,0.0,1414.75,3837.2062499999997,1414.75,2422.4562499999997
2026-01-20 04:00:00+00:00,34.16625,0.0,21.15975,3831.4235,3886.7495,0.0,0.0,1442.0,3886.7495,1442.0,2444.7495
2026-01-20 05:00:00+00:00,34.167500000000004,0.0,23.794,4245.87875,4303.84025,0.0,0.0,1678.0,4303.84025,1678.0,2625.84025
2026-01-20 06:00:00+00:00,34.174,0.0,22.9155,4227.31025,4284.3997500000005,0.0,0.0,1541.5,4284.3997500000005,1541.5,2742.8997500000005
2026-01-20 07:00:00+00:00,34.169,0.0,18.823999999999998,4216.31025,4269.303250000001,0.0,0.0,1545.75,4269.303250000001,1545.75,2723.553250000001
2026-01-20 08:00:00+00:00,34.199,0.00125,29.719,4223.38675,4287.306,0.0,0.0,1534.0,4287.306,1534.0,2753.3059999999996
2026-01-20 09:00:00+00:00,34.247749999999996,0.0125,22.918,4215.66825,4272.8465,0.0,0.0,1524.5,4272.8465,1524.5,2748.3464999999997
2026-01-20 10:00:00+00:00,34.25675,0.0125,14.93975,4145.67975,4194.88875,0.0,0.0,1522.25,4194.88875,1522.25,2672.63875
2026-01-20 11:00:00+00:00,34.25825,0.0125,9.555,4046.0195,4089.84525,0.0,0.0,1498.5,4089.84525,1498.5,2591.34525
2026-01-20 12:00:00+00:00,34.226749999999996,0.0115,7.41525,4084.929,4126.5825,0.0,0.0,1491.5,4126.5825,1491.5,2635.0825000000004
2026-01-20 13:00:00+00:00,34.189,0.00675,8.85675,4090.50525,4133.55775,0.0,0.0,1499.75,4133.55775,1499.75,2633.80775
2026-01-20 14:00:00+00:00,34.149,0.0,12.2545,4161.1015,4207.505,0.0,0.0,1509.0,4207.505,1509.0,2698.505
2026-01-20 15:00:00+00:00,34.149,0.0,13.457,4179.32625,4226.93225,0.0,0.0,1478.0,4226.93225,1478.0,2748.93225
2026-01-20 16:00:00+00:00,34.1495,0.0,18.115000000000002,4191.94675,4244.21125,0.0,0.0,1483.0,4244.21125,1483.0,2761.2112500000003
2026-01-20 17:00:00+00:00,34.153999999999996,0.0,19.570999999999998,4151.9185,4205.6435,0.0,0.0,1472.25,4205.6435,1472.25,2733.3935
2026-01-20 18:00:00+00:00,34.164500000000004,0.0,28.18075,4217.24425,4279.5895,0.0,0.0,1499.5,4279.5895,1499.5,2780.0895
2026-01-20 19:00:00+00:00,34.16175,0.0,26.80075,4216.31675,4277.27925,0.0,0.0,1433.0,4277.27925,1433.0,2844.2792499999996
2026-01-20 20:00:00+00:00,34.1555,0.0,35.53475,4161.879,4231.56925,0.0,0.0,1450.0,4231.56925,1450.0,2781.5692499999996
2026-01-20 21:00:00+00:00,34.174,0.0,38.994,3807.22575,3880.39375,0.0,0.0,1354.75,3880.39375,1354.75,2525.64375
2026-01-20 22:00:00+00:00,34.185500000000005,0.0,47.9865,3748.49125,3830.66325,0.0,0.0,1337.5,3830.66325,1337.5,2493.16325
2026-01-20 23:00:00+00:00,41.6535,0.0,61.15025,3756.09,3858.89375,0.0,0.0,1338.25,3858.89375,1338.25,2520.64375
2026-01-21 00:00:00+00:00,41.6685,0.0,70.06925,3771.7145,3883.4522500000003,0.0,0.0,1300.0,3883.4522500000003,1300.0,2583.4522500000003
2026-01-21 01:00:00+00:00,41.671,0.0,89.59475,3830.97225,3962.238,0.0,0.0,1386.0,3962.238,1386.0,2576.238
2026-01-21 02:00:00+00:00,43.67,0.0,60.91425,3808.623,3913.20725,0.0,0.0,1362.25,3913.20725,1362.25,2550.95725
2026-01-21 03:00:00+00:00,43.671,0.0,58.93425,3827.56425,3930.1695,0.0,0.0,1442.5,3930.1695,1442.5,2487.6695
2026-01-21 04:00:00+00:00,43.6785,0.0,72.47175,3823.6135,3939.76375,0.0,0.0,1427.75,3939.76375,1427.75,2512.01375
2026-01-21 05:00:00+00:00,43.6765,0.0,78.04050000000001,3968.629,4090.346,0.0,0.0,1483.25,4090.346,1483.25,2607.096
2026-01-21 06:00:00+00:00,43.67,0.0,84.43175,3995.2844999999998,4123.38625,0.0,0.0,1525.25,4123.38625,1525.25,2598.1362499999996
2026-01-21 07:00:00+00:00,43.65075,0.0,82.52850000000001,4074.14675,4200.326,0.0,0.0,1519.0,4200.326,1519.0,2681.326
2026-01-21 08:00:00+00:00,43.647,0.0005,62.923500000000004,4066.73125,4173.30225,0.0,0.0,1441.25,4173.30225,1441.25,2732.0522499999997
2026-01-21 09:00:00+00:00,43.648,0.0075,54.3245,3848.35275,3946.33275,0.0,0.0,1398.25,3946.33275,1398.25,2548.08275
2026-01-21 10:00:00+00:00,43.6495,0.007,36.561,3769.9815,3850.199,0.0,0.0,1393.75,3850.199,1393.75,2456.449
2026-01-21 11:00:00+00:00,41.6485,0.0075,33.63775,3751.23375,3826.5274999999997,0.0,0.0,1402.75,3826.5274999999997,1402.75,2423.7774999999997
2026-01-21 12:00:00+00:00,43.646,0.008,35.0205,3772.72325,3851.39775,0.0,0.0,1286.0,3851.39775,1286.0,2565.39775
2026-01-21 13:00:00+00:00,43.646,0.00625,34.822,3827.92075,3906.3950000000004,0.0,0.0,1253.25,3906.3950000000004,1253.25,2653.1450000000004
2026-01-21 14:00:00+00:00,43.646,0.0,50.8475,3923.1025,4017.596,0.0,0.0,1416.75,4017.596,1416.75,2600.846
2026-01-21 15:00:00+00:00,43.646,0.0,47.06075,3954.4565000000002,4045.16325,0.0,0.0,1521.25,4045.16325,1521.25,2523.91325
2026-01-21 16:00:00+00:00,43.646,0.0,43.459,3954.2525,4041.3575,0.0,0.0,1480.0,4041.3575,1480.0,2561.3575
2026-01-21 17:00:00+00:00,43.646,0.0,45.5835,3915.221,4004.4505,0.0,0.0,1427.5,4004.4505,1427.5,2576.9505
2026-01-21 18:00:00+00:00,43.646,0.0,54.70275,3887.5625,3985.91125,0.0,0.0,1387.0,3985.91125,1387.0,2598.91125
2026-01-21 19:00:00+00:00,43.646,0.0,58.22875,3778.2349999999997,3880.1097499999996,0.0,0.0,1393.25,3880.1097499999996,1393.25,2486.8597499999996
2026-01-21 20:00:00+00:00,43.646,0.0,65.48725,3776.8064999999997,3885.9397499999995,0.0,0.0,1456.75,3885.9397499999995,1456.75,2429.1897499999995
2026-01-21 21:00:00+00:00,43.646,0.0,59.85325,3712.09175,3815.591,0.0,0.0,1390.25,3815.591,1390.25,2425.341
2026-01-21 22:00:00+00:00,43.646,0.0,61.65475,3725.73,3831.03075,0.0,0.0,1373.0,3831.03075,1373.0,2458.03075
2026-01-21 23:00:00+00:00,44.248,0.0,66.88275,3796.7625,3907.8932499999996,0.0,0.0,1396.25,3907.8932499999996,1396.25,2511.6432499999996
2026-01-22 00:00:00+00:00,44.248,0.0,72.481,3770.87175,3887.6007499999996,0.0,0.0,1356.75,3887.6007499999996,1356.75,2530.8507499999996
2026-01-22 01:00:00+00:00,44.248,0.0,79.84675,3762.53525,3886.63,0.0,0.0,1371.25,3886.63,1371.25,2515.38
2026-01-22 02:00:00+00:00,44.247,0.0,69.82525,3751.5955000000004,3865.6677500000005,0.0,0.0,1400.75,3865.6677500000005,1400.75,2464.9177500000005
2026-01-22 03:00:00+00:00,44.247,0.0,64.13775,3722.46525,3830.8500000000004,0.0,0.0,1418.5,3830.8500000000004,1418.5,2412.3500000000004
2026-01-22 04:00:00+00:00,44.247,0.0,57.35025,3759.7470000000003,3861.34425,0.0,0.0,1434.5,3861.34425,1434.5,2426.84425
2026-01-22 05:00:00+00:00,44.247,0.0,52.83825,3876.38,3973.46525,0.0,0.0,1487.0,3973.46525,1487.0,2486.46525
2026-01-22 06:00:00+00:00,44.246,0.0,46.3845,3969.65525,4060.28575,0.0,0.0,1552.25,4060.28575,1552.25,2508.03575
2026-01-22 07:00:00+00:00,44.246,0.0,39.37025,4020.41,4104.02625,0.0,0.0,1552.75,4104.02625,1552.75,2551.27625
2026-01-22 08:00:00+00:00,44.246,0.0015,37.147,4022.1945,4103.589,0.0,0.0,1541.75,4103.589,1541.75,2561.839
2026-01-22 09:00:00+00:00,44.262,0.0125,27.4235,3945.9225,4017.6205,0.0,0.0,1526.0,4017.6205,1526.0,2491.6205
2026-01-22 10:00:00+00:00,44.2885,0.0225,155.10375,3876.49725,4075.912,0.0,0.0,1672.5,4075.912,1672.5,2403.412
2026-01-22 11:00:00+00:00,42.3,0.029,20.55725,3871.15,3934.03625,0.0,0.0,1523.0,3934.03625,1523.0,2411.03625
2026-01-22 12:00:00+00:00,44.29875,0.018000000000000002,19.341,3869.80975,3933.4674999999997,0.0,0.0,1518.25,3933.4674999999997,1518.25,2415.2174999999997
2026-01-22 13:00:00+00:00,44.29075,0.0085,19.156750000000002,3934.31875,3997.77475,0.0,0.0,1540.75,3997.77475,1540.75,2457.02475
2026-01-22 14:00:00+00:00,44.262,0.0,23.72025,3991.351,4059.33325,0.0,0.0,1589.5,4059.33325,1589.5,2469.83325
2026-01-22 15:00:00+00:00,44.24275,0.0,22.8885,4024.63575,4091.767,0.0,0.0,1527.25,4091.767,1527.25,2564.517
2026-01-22 16:00:00+00:00,44.242,0.0,25.93675,4044.9984999999997,4115.17725,0.0,0.0,1610.75,4115.17725,1610.75,2504.4272499999997
2026-01-22 17:00:00+00:00,44.241749999999996,0.0,28.80825,4009.674,4082.724,0.0,0.0,1548.75,4082.724,1548.75,2533.974
2026-01-22 18:00:00+00:00,44.241,0.0,26.307000000000002,4172.998,4243.545999999999,0.0,0.0,1591.75,4243.545999999999,1591.75,2651.7959999999994
2026-01-22 19:00:00+00:00,44.241,0.0,22.844250000000002,4042.8064999999997,4109.89175,0.0,0.0,1536.25,4109.89175,1536.25,2573.64175
2026-01-22 20:00:00+00:00,44.241,0.0,21.5625,4012.396,4078.1995,0.0,0.0,1523.75,4078.1995,1523.75,2554.4495
2026-01-22 21:00:00+00:00,44.24,0.0,20.106749999999998,3942.00225,4006.349,0.0,0.0,1494.75,4006.349,1494.75,2511.599
2026-01-22 22:00:00+00:00,44.2435,0.0,17.70775,3855.643,3917.59425,0.0,0.0,1495.0,3917.59425,1495.0,2422.59425
2026-01-22 23:00:00+00:00,42.248,0.0,16.39075,3436.35275,3494.9915,0.0,0.0,1426.0,3494.9915,1426.0,2068.9915
2026-01-23 00:00:00+00:00,42.247,0.0,15.2455,3476.527,3534.0195,0.0,0.0,1415.0,3534.0195,1415.0,2119.0195
2026-01-23 01:00:00+00:00,42.247,0.0,16.86375,3442.35625,3501.4669999999996,0.0,0.0,1394.75,3501.4669999999996,1394.75,2106.7169999999996
2026-01-23 02:00:00+00:00,42.247,0.0,16.25075,3449.98725,3508.485,0.0,0.0,1408.25,3508.485,1408.25,2100.235
2026-01-23 03:00:00+00:00,42.24675,0.0,21.4435,3442.26475,3505.955,0.0,0.0,1449.0,3505.955,1449.0,2056.955
2026-01-23 04:00:00+00:00,42.24925,0.0,22.8505,3552.4885,3617.58825,0.0,0.0,1447.5,3617.58825,1447.5,2170.08825
2026-01-23 05:00:00+00:00,42.25275,0.0,22.519,3972.49475,4037.2664999999997,0.0,0.0,1593.0,4037.2664999999997,1593.0,2444.2664999999997
2026-01-23 06:00:00+00:00,42.253,0.0,18.08225,4324.42225,4384.7575,0.0,0.0,1635.5,4384.7575,1635.5,2749.2574999999997
2026-01-23 07:00:00+00:00,42.253,0.0,16.402250000000002,4325.5,4384.15525,0.0,0.0,1593.25,4384.15525,1593.25,2790.90525
2026-01-23 08:00:00+00:00,42.2555,0.0035,16.4465,4324.433,4383.1385,0.0,0.0,1616.5,4383.1385,1616.5,2766.6385
2026-01-23 09:00:00+00:00,42.273,0.02875,26.08325,4266.3405,4334.7255000000005,0.0,0.0,1589.75,4334.7255000000005,1589.75,2744.9755000000005
2026-01-23 10:00:00+00:00,42.27775,0.03475,24.91975,3942.2290000000003,4009.4612500000003,0.0,0.0,1595.75,4009.4612500000003,1595.75,2413.7112500000003
2026-01-23 11:00:00+00:00,40.27725,0.03325,32.21775,3897.08925,3969.6175,0.0,0.0,1591.25,3969.6175,1591.25,2378.3675
2026-01-23 12:00:00+00:00,42.2805,0.0175,37.87875,3729.6075,3809.78425,0.0,0.0,1605.5,3809.78425,1605.5,2204.28425
2026-01-23 13:00:00+00:00,42.293,0.009000000000000001,38.02725,3880.60475,3960.934,0.0,0.0,1599.0,3960.934,1599.0,2361.934
2026-01-23 14:00:00+00:00,42.29025,0.0,34.43725,4101.777,4178.5045,0.0,0.0,1698.5,4178.5045,1698.5,2480.0045
2026-01-23 15:00:00+00:00,42.27275,0.0,43.21125,4303.118,4388.602000000001,0.0,0.0,1678.5,4388.602000000001,1678.5,2710.1020000000008
2026-01-23 16:00:00+00:00,42.2555,0.0,47.997,4319.98,4410.232499999999,0.0,0.0,1667.75,4410.232499999999,1667.75,2742.482499999999
2026-01-23 17:00:00+00:00,42.25975,0.0,47.59725,4344.2715,4434.1285,0.0,0.0,1676.5,4434.1285,1676.5,2757.6285
2026-01-23 18:00:00+00:00,42.2605,0.0,67.94325,4313.65975,4423.8634999999995,0.0,0.0,1651.0,4423.8634999999995,1651.0,2772.8634999999995
2026-01-23 19:00:00+00:00,42.26325,0.0,116.1925,4041.82275,4200.278499999999,0.0,0.0,1532.75,4200.278499999999,1532.75,2667.5284999999994
