,Biomass,Fossil Oil,Hydro Run-of-river and poundage,Other,Solar,Wind Onshore,Fossil Hard coal,Hydro Water Reservoir,Geothermal,Fossil Coal-derived gas,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-17 00:00:00+00:00,12.0,9.0,0.0,15.0,0.0,335.25,172.25,0.0,0.0,432.25,975.75,0.0,115.75,753.75,975.75,869.5,106.25
2026-01-17 01:00:00+00:00,12.0,9.0,0.0,15.0,0.0,323.5,172.25,0.0,0.0,430.0,961.75,0.0,136.25,725.5,961.75,861.75,100.0
2026-01-17 02:00:00+00:00,12.0,9.0,0.0,15.0,0.0,304.75,172.5,0.0,0.0,426.75,940.0,0.0,230.0,709.25,940.0,939.25,0.75
2026-01-17 03:00:00+00:00,11.75,9.0,0.0,14.75,0.0,276.75,171.0,0.0,0.0,427.5,910.75,0.0,168.75,707.0,910.75,875.75,35.0
2026-01-17 04:00:00+00:00,12.0,9.0,0.0,14.0,0.0,270.75,171.5,0.0,0.0,429.75,907.0,0.0,99.0,732.0,907.0,831.0,76.0
2026-01-17 05:00:00+00:00,12.0,9.0,0.0,14.0,0.0,294.25,210.25,2.0,0.0,429.75,971.25,0.0,162.75,806.0,971.25,968.75,2.5
2026-01-17 06:00:00+00:00,12.0,9.0,0.0,14.0,1.75,343.75,213.5,2.0,0.0,429.0,1025.0,0.0,149.0,918.0,1025.0,1067.0,-42.0
2026-01-17 07:00:00+00:00,12.0,9.0,0.0,13.5,54.5,372.0,212.5,0.0,0.0,418.5,1092.0,0.0,13.25,999.25,1092.0,1012.5,79.5
2026-01-17 08:00:00+00:00,12.0,9.0,0.0,12.25,184.25,403.5,180.75,0.0,0.0,396.25,1198.0,0.0,34.0,1028.5,1198.0,1062.5,135.5
2026-01-17 09:00:00+00:00,11.0,9.0,0.0,13.0,340.0,440.25,168.5,6.0,0.0,383.5,1371.25,0.0,265.0,1004.0,1371.25,1269.0,102.25
2026-01-17 10:00:00+00:00,10.0,9.0,0.0,13.0,419.25,496.5,202.25,0.0,0.0,373.25,1523.25,0.0,167.0,959.0,1523.25,1126.0,397.25
2026-01-17 11:00:00+00:00,11.0,9.0,0.0,14.25,485.5,566.0,212.5,0.0,0.0,370.5,1668.75,0.0,165.0,967.5,1668.75,1132.5,536.25
2026-01-17 12:00:00+00:00,11.0,9.0,0.0,14.0,376.5,614.0,212.0,0.0,0.0,370.5,1607.0,0.0,256.5,959.5,1607.0,1216.0,391.0
2026-01-17 13:00:00+00:00,10.75,9.0,0.0,14.0,228.75,657.5,210.75,0.0,0.0,370.5,1501.25,0.0,59.0,948.0,1501.25,1007.0,494.25
2026-01-17 14:00:00+00:00,11.0,9.0,0.0,14.0,142.25,609.5,212.0,0.0,0.0,371.25,1369.0,0.0,0.0,943.0,1369.0,943.0,426.0
2026-01-17 15:00:00+00:00,11.0,9.0,0.0,14.25,57.75,551.75,213.0,2.0,0.0,370.25,1229.0,45.5,0.0,974.25,1274.5,974.25,300.25
2026-01-17 16:00:00+00:00,11.0,9.0,0.0,15.0,3.0,483.5,212.25,2.0,0.0,370.75,1106.5,361.0,0.0,1061.75,1467.5,1061.75,405.75
2026-01-17 17:00:00+00:00,11.0,9.0,0.0,15.0,0.0,432.0,211.75,0.0,0.0,370.5,1049.25,491.0,0.0,1114.25,1540.25,1114.25,426.0
2026-01-17 18:00:00+00:00,11.0,9.0,0.0,15.0,0.0,411.0,212.25,0.0,0.0,370.0,1028.25,418.75,0.0,1133.5,1447.0,1133.5,313.5
2026-01-17 19:00:00+00:00,12.0,9.0,0.0,15.0,0.0,387.75,213.0,0.0,0.0,369.75,1006.5,183.5,0.0,1092.75,1190.0,1092.75,97.25
2026-01-17 20:00:00+00:00,11.75,9.0,0.0,15.0,0.0,443.0,212.5,0.0,0.0,370.25,1061.5,0.0,0.0,1019.0,1061.5,1019.0,42.5
2026-01-17 21:00:00+00:00,11.0,9.0,0.0,15.0,0.0,416.0,203.75,0.0,0.0,370.5,1025.25,0.0,0.0,939.5,1025.25,939.5,85.75
2026-01-17 22:00:00+00:00,11.0,9.0,0.0,15.0,0.0,414.75,171.25,0.0,0.0,370.5,991.5,0.0,27.75,861.25,991.5,889.0,102.5
2026-01-17 23:00:00+00:00,11.75,9.0,0.0,15.0,0.0,424.0,171.25,0.0,0.0,370.75,1001.75,0.0,190.5,787.5,1001.75,978.0,23.75
2026-01-18 00:00:00+00:00,12.0,9.0,0.0,15.0,0.0,403.25,170.75,0.0,0.0,372.0,982.0,0.0,122.5,727.25,982.0,849.75,132.25
2026-01-18 01:00:00+00:00,12.0,9.0,0.0,15.0,0.0,403.5,170.0,0.0,0.0,370.75,980.25,0.0,201.5,692.0,980.25,893.5,86.75
2026-01-18 02:00:00+00:00,11.75,9.0,0.0,15.0,0.0,395.75,171.0,0.0,0.0,369.5,972.0,0.0,422.75,683.0,972.0,1105.75,-133.75
2026-01-18 03:00:00+00:00,11.75,9.0,0.0,15.0,0.0,366.5,170.75,0.0,0.0,370.0,943.0,0.0,423.75,682.5,943.0,1106.25,-163.25
2026-01-18 04:00:00+00:00,11.75,9.0,0.0,14.0,0.0,373.0,169.75,0.0,0.0,370.25,947.75,0.0,218.75,693.25,947.75,912.0,35.75
2026-01-18 05:00:00+00:00,12.0,9.0,0.0,13.5,0.0,391.25,170.0,0.0,0.0,370.0,965.75,0.0,217.5,737.75,965.75,955.25,10.5
2026-01-18 06:00:00+00:00,12.0,9.0,0.0,13.75,1.25,442.25,170.0,0.0,0.0,370.5,1018.75,0.0,195.75,798.75,1018.75,994.5,24.25
2026-01-18 07:00:00+00:00,11.5,9.0,0.0,14.25,25.0,407.0,169.75,0.0,0.0,370.5,1007.0,0.0,171.75,864.0,1007.0,1035.75,-28.75
2026-01-18 08:00:00+00:00,11.0,9.0,0.0,14.0,95.5,457.25,169.0,0.0,0.0,370.75,1126.5,0.0,161.0,926.25,1126.5,1087.25,39.25
2026-01-18 09:00:00+00:00,11.0,9.0,0.0,15.0,239.5,443.0,194.0,3.5,0.0,370.5,1285.5,0.0,34.25,942.5,1285.5,976.75,308.75
2026-01-18 10:00:00+00:00,11.0,9.0,0.0,15.0,280.75,492.0,211.5,2.75,0.0,370.25,1392.25,0.0,8.0,966.5,1392.25,974.5,417.75
2026-01-18 11:00:00+00:00,11.0,9.0,0.0,14.0,349.25,486.75,211.5,0.0,0.0,371.75,1453.25,0.0,0.0,982.0,1453.25,982.0,471.25
2026-01-18 12:00:00+00:00,11.0,9.0,0.0,14.0,330.5,468.75,211.25,0.0,0.0,370.75,1415.25,0.0,48.25,926.0,1415.25,974.25,441.0
2026-01-18 13:00:00+00:00,11.0,9.0,0.0,14.0,246.0,381.5,212.5,0.0,0.0,370.75,1244.75,0.0,63.75,884.5,1244.75,948.25,296.5
2026-01-18 14:00:00+00:00,11.0,9.0,0.0,15.0,145.75,385.25,211.75,0.0,0.0,370.5,1148.25,0.0,0.0,874.0,1148.25,874.0,274.25
2026-01-18 15:00:00+00:00,10.5,9.0,0.0,15.0,56.5,349.75,212.5,2.0,0.0,369.5,1024.75,0.25,0.0,907.75,1025.0,907.75,117.25
2026-01-18 16:00:00+00:00,11.0,9.0,0.0,15.0,3.5,374.25,210.5,2.0,0.0,371.5,996.75,169.25,0.0,999.5,1166.0,999.5,166.5
2026-01-18 17:00:00+00:00,11.0,9.0,0.0,15.0,0.0,401.5,209.5,1.0,0.0,370.25,1017.25,447.75,0.0,1058.25,1465.0,1058.25,406.75
2026-01-18 18:00:00+00:00,11.0,9.0,0.0,14.0,0.0,410.75,213.0,0.0,0.0,370.75,1028.5,333.25,0.0,1082.25,1361.75,1082.25,279.5
2026-01-18 19:00:00+00:00,11.0,9.0,0.0,14.75,0.0,337.25,213.75,0.0,0.0,373.5,959.25,83.0,0.0,1077.5,1042.25,1077.5,-35.25
2026-01-18 20:00:00+00:00,11.0,9.0,0.0,14.0,0.0,312.0,212.75,0.0,0.0,370.25,929.0,0.0,0.0,1008.75,929.0,1008.75,-79.75
2026-01-18 21:00:00+00:00,11.0,9.0,0.0,14.0,0.0,294.75,212.25,0.0,0.0,369.25,910.25,0.0,0.0,917.5,910.25,917.5,-7.25
2026-01-18 22:00:00+00:00,11.75,9.0,0.0,14.75,0.0,325.75,184.75,0.0,0.0,370.0,916.0,0.0,2.0,829.75,916.0,831.75,84.25
2026-01-18 23:00:00+00:00,11.0,9.0,0.0,14.5,0.0,323.75,172.25,0.0,0.0,370.75,901.25,0.0,139.25,755.75,901.25,895.0,6.25
2026-01-19 00:00:00+00:00,11.0,9.5,0.0,15.0,0.0,360.75,171.75,0.0,0.0,370.25,938.25,0.0,363.25,714.25,938.25,1077.5,-139.25
2026-01-19 01:00:00+00:00,11.0,9.0,0.0,15.0,0.0,351.25,173.0,0.0,0.0,366.25,925.5,0.0,367.75,690.0,925.5,1057.75,-132.25
2026-01-19 02:00:00+00:00,11.25,9.0,0.0,15.0,0.0,333.25,173.0,0.0,0.0,370.75,912.25,0.0,344.5,681.25,912.25,1025.75,-113.5
2026-01-19 03:00:00+00:00,11.0,9.0,0.0,15.0,0.0,309.0,170.25,0.0,0.0,368.0,882.25,0.0,110.75,684.75,882.25,795.5,86.75
2026-01-19 04:00:00+00:00,11.0,10.0,0.0,15.0,0.0,354.25,213.75,0.0,0.0,370.0,974.0,67.75,0.0,698.25,1041.75,698.25,343.5
2026-01-19 05:00:00+00:00,11.75,10.0,0.0,14.0,0.0,373.75,230.0,0.0,0.0,370.25,1009.75,113.0,0.0,809.5,1122.75,809.5,313.25
2026-01-19 06:00:00+00:00,11.0,10.0,0.0,14.0,1.0,417.75,230.0,0.0,0.0,370.75,1054.5,248.25,0.0,953.75,1302.75,953.75,349.0
2026-01-19 07:00:00+00:00,11.5,10.0,0.0,14.0,7.75,504.75,230.0,10.0,0.0,370.25,1158.25,419.0,0.0,1057.25,1577.25,1057.25,520.0
2026-01-19 08:00:00+00:00,12.0,10.0,0.0,15.0,45.25,597.0,231.5,0.0,0.0,371.5,1282.25,301.5,0.0,1104.75,1583.75,1104.75,479.0
2026-01-19 09:00:00+00:00,11.5,10.0,0.0,15.0,71.75,771.0,232.0,0.0,0.0,368.0,1479.25,139.5,0.0,1121.25,1618.75,1121.25,497.5
2026-01-19 10:00:00+00:00,11.0,10.0,0.0,14.0,104.25,841.0,230.0,0.0,0.0,370.25,1580.5,101.75,0.0,1142.75,1682.25,1142.75,539.5
2026-01-19 11:00:00+00:00,11.0,10.0,0.0,14.0,150.75,800.0,239.0,0.0,0.0,370.5,1595.25,0.0,20.5,1170.0,1595.25,1190.5,404.75
2026-01-19 12:00:00+00:00,11.0,10.0,0.0,14.0,143.5,721.0,267.0,0.0,0.0,370.25,1536.75,0.0,74.75,1156.5,1536.75,1231.25,305.5
2026-01-19 13:00:00+00:00,10.75,10.0,0.0,13.0,121.25,706.25,267.0,0.0,0.0,369.75,1498.0,108.75,0.0,1123.75,1606.75,1123.75,483.0
2026-01-19 14:00:00+00:00,10.25,10.0,0.0,14.25,72.5,676.25,267.0,0.0,0.0,370.5,1420.75,55.0,0.0,1081.75,1475.75,1081.75,394.0
2026-01-19 15:00:00+00:00,11.0,10.0,0.0,15.0,31.25,671.5,267.0,2.0,0.0,372.75,1380.5,204.75,0.0,1074.5,1585.25,1074.5,510.75
2026-01-19 16:00:00+00:00,11.25,10.0,0.0,15.0,11.75,605.75,267.0,2.0,0.0,367.0,1289.75,394.5,0.0,1126.0,1684.25,1126.0,558.25
2026-01-19 17:00:00+00:00,11.5,10.0,0.0,15.0,0.0,594.5,267.0,0.0,0.0,370.0,1268.0,424.0,0.0,1153.0,1692.0,1153.0,539.0
2026-01-19 18:00:00+00:00,11.0,10.0,0.0,15.0,0.0,657.0,267.0,0.0,0.0,370.25,1330.25,259.0,0.0,1190.0,1589.25,1190.0,399.25
2026-01-19 19:00:00+00:00,11.0,10.0,0.0,15.0,0.0,617.25,267.0,0.0,0.0,370.75,1291.0,130.75,0.0,1143.25,1421.75,1143.25,278.5
2026-01-19 20:00:00+00:00,11.0,10.0,0.0,15.0,0.0,717.75,270.0,0.0,0.0,370.0,1393.75,23.0,0.0,1058.0,1416.75,1058.0,358.75
2026-01-19 21:00:00+00:00,11.0,10.0,0.0,15.0,0.0,689.5,237.5,0.0,0.0,371.5,1334.5,0.0,6.0,959.0,1334.5,965.0,369.5
2026-01-19 22:00:00+00:00,11.0,10.0,0.0,15.0,0.0,632.25,213.5,0.0,0.0,370.75,1252.5,0.0,5.0,849.0,1252.5,854.0,398.5
2026-01-19 23:00:00+00:00,11.5,10.0,0.0,14.0,0.0,577.5,260.75,0.0,0.0,370.0,1243.75,0.0,78.5,762.0,1243.75,840.5,403.25
2026-01-20 00:00:00+00:00,11.75,10.0,0.0,14.0,0.0,596.5,270.25,0.0,0.0,370.5,1273.0,0.0,237.5,717.0,1273.0,954.5,318.5
2026-01-20 01:00:00+00:00,11.0,10.0,0.0,13.25,0.0,707.0,273.0,0.0,0.0,370.25,1384.5,0.0,352.0,694.25,1384.5,1046.25,338.25
2026-01-20 02:00:00+00:00,11.0,10.0,0.0,13.75,0.0,781.5,272.0,0.0,0.0,370.75,1459.0,0.0,417.5,697.5,1459.0,1115.0,344.0
2026-01-20 03:00:00+00:00,11.0,10.0,0.0,14.0,0.0,813.5,257.0,0.0,0.0,370.75,1476.25,0.0,99.0,704.25,1476.25,803.25,673.0
2026-01-20 04:00:00+00:00,11.0,10.0,0.0,14.0,0.0,826.5,212.75,0.0,0.0,370.75,1445.0,0.0,135.5,739.0,1445.0,874.5,570.5
2026-01-20 05:00:00+00:00,10.75,10.0,0.0,13.0,0.0,817.0,245.5,0.0,0.0,369.75,1466.0,103.25,0.0,837.25,1569.25,837.25,732.0
2026-01-20 06:00:00+00:00,10.0,10.0,0.0,13.75,1.25,804.0,271.75,0.0,0.0,370.5,1481.25,317.0,0.0,975.0,1798.25,975.0,823.25
2026-01-20 07:00:00+00:00,10.25,10.0,0.0,14.0,36.75,816.25,272.75,0.0,0.0,370.5,1530.5,409.0,0.0,1068.5,1939.5,1068.5,871.0
2026-01-20 08:00:00+00:00,10.0,10.0,0.0,14.0,150.0,828.5,271.5,6.0,0.0,370.75,1660.75,330.25,0.0,1134.0,1991.0,1134.0,857.0
2026-01-20 09:00:00+00:00,10.25,10.0,0.0,14.0,233.25,874.0,266.5,12.5,0.0,370.25,1790.75,0.0,46.0,1119.5,1790.75,1165.5,625.25
2026-01-20 10:00:00+00:00,11.0,10.0,0.0,14.0,290.25,886.5,275.25,10.0,0.0,370.5,1867.5,0.0,276.25,1144.5,1867.5,1420.75,446.75
2026-01-20 11:00:00+00:00,10.75,10.0,0.0,14.0,267.0,858.75,273.0,10.5,0.0,371.5,1815.5,0.0,314.75,1145.75,1815.5,1460.5,355.0
2026-01-20 12:00:00+00:00,10.0,10.0,0.0,14.0,229.25,806.75,271.5,10.25,0.0,371.0,1722.75,0.0,250.0,1109.5,1722.75,1359.5,363.25
2026-01-20 13:00:00+00:00,9.75,10.0,0.0,14.0,208.5,795.75,304.75,10.0,0.0,373.0,1725.75,100.0,0.0,1081.0,1825.75,1081.0,744.75
2026-01-20 14:00:00+00:00,10.0,10.0,0.0,14.0,136.25,788.5,297.25,10.0,0.0,368.0,1634.0,125.5,0.0,1084.75,1759.5,1084.75,674.75
2026-01-20 15:00:00+00:00,10.25,10.0,0.0,15.0,49.0,769.25,296.75,11.5,0.0,315.75,1477.5,190.25,0.0,1092.25,1667.75,1092.25,575.5
2026-01-20 16:00:00+00:00,10.0,10.0,0.0,15.0,4.25,801.0,297.75,13.0,0.0,301.5,1452.5,408.5,0.0,1138.5,1861.0,1138.5,722.5
2026-01-20 17:00:00+00:00,10.25,10.0,0.0,15.0,0.0,714.0,291.75,10.0,0.0,303.0,1354.0,410.0,0.0,1173.0,1764.0,1173.0,591.0
2026-01-20 18:00:00+00:00,11.0,10.0,0.0,15.0,0.0,685.75,305.75,14.5,0.0,302.25,1344.25,220.25,0.0,1190.75,1564.5,1190.75,373.75
2026-01-20 19:00:00+00:00,10.5,10.0,0.0,15.0,0.0,741.75,318.5,18.0,0.0,302.0,1415.75,151.75,0.0,1161.75,1567.5,1161.75,405.75
2026-01-20 20:00:00+00:00,11.0,10.0,0.0,15.0,0.0,720.0,300.75,18.0,0.0,302.75,1377.5,75.0,0.0,1061.5,1452.5,1061.5,391.0
2026-01-20 21:00:00+00:00,11.0,10.0,0.0,15.0,0.0,683.0,291.25,18.0,0.0,301.5,1329.75,0.0,47.5,962.25,1329.75,1009.75,320.0
2026-01-20 22:00:00+00:00,11.0,10.0,0.0,15.0,0.0,593.75,304.5,18.0,0.0,302.0,1254.25,0.0,22.75,851.0,1254.25,873.75,380.5
2026-01-20 23:00:00+00:00,11.0,10.0,0.0,15.0,0.0,574.25,295.5,15.0,0.0,301.5,1222.25,0.0,387.0,739.0,1222.25,1126.0,96.25
2026-01-21 00:00:00+00:00,11.0,10.0,0.0,15.0,0.0,530.75,216.5,15.0,0.0,302.0,1100.25,0.0,488.0,718.75,1100.25,1206.75,-106.5
2026-01-21 01:00:00+00:00,11.0,10.0,0.0,15.0,0.0,457.5,216.25,15.25,0.0,301.75,1026.75,0.0,488.25,692.25,1026.75,1180.5,-153.75
2026-01-21 02:00:00+00:00,11.0,10.0,0.0,15.0,0.0,390.5,215.5,15.0,0.0,297.75,954.75,0.0,325.75,678.0,954.75,1003.75,-49.0
2026-01-21 03:00:00+00:00,11.0,10.0,0.0,15.0,0.0,346.25,215.25,15.5,0.0,300.5,913.5,76.25,0.0,685.25,989.75,685.25,304.5
2026-01-21 04:00:00+00:00,11.0,10.0,0.0,15.0,0.0,339.0,215.0,15.75,0.0,300.75,906.5,120.75,0.0,725.0,1027.25,725.0,302.25
2026-01-21 05:00:00+00:00,11.0,10.0,0.0,14.0,0.0,347.5,233.75,15.75,0.0,300.5,932.5,281.5,0.0,846.25,1214.0,846.25,367.75
2026-01-21 06:00:00+00:00,11.0,10.0,0.75,14.5,1.0,317.5,267.25,29.0,0.0,300.5,951.5,492.5,0.0,1007.25,1444.0,1007.25,436.75
2026-01-21 07:00:00+00:00,11.0,10.0,1.0,13.75,7.0,287.0,272.0,35.0,0.0,300.0,936.75,544.0,0.0,1106.5,1480.75,1106.5,374.25
2026-01-21 08:00:00+00:00,11.0,10.0,1.0,14.0,27.75,234.0,273.0,34.75,0.0,301.25,906.75,217.5,0.0,1142.25,1124.25,1142.25,-18.0
2026-01-21 09:00:00+00:00,11.25,10.0,0.75,14.0,65.75,212.25,267.0,31.5,0.0,303.0,915.5,69.75,0.0,1143.5,985.25,1143.5,-158.25
2026-01-21 10:00:00+00:00,12.0,10.0,0.0,14.0,110.5,173.0,265.25,16.5,0.0,307.5,908.75,53.75,0.0,1151.0,962.5,1151.0,-188.5
2026-01-21 11:00:00+00:00,11.25,10.0,0.0,15.0,145.25,102.0,214.0,14.0,0.0,318.0,829.5,0.0,404.75,1174.0,829.5,1578.75,-749.25
2026-01-21 12:00:00+00:00,12.0,10.0,0.0,14.75,147.0,46.75,213.0,21.25,0.0,323.0,787.75,0.0,408.75,1162.75,787.75,1571.5,-783.75
2026-01-21 13:00:00+00:00,12.0,10.0,0.0,13.25,126.25,32.25,248.25,17.0,0.0,315.0,774.0,0.0,163.75,1120.25,774.0,1284.0,-510.0
2026-01-21 14:00:00+00:00,11.0,10.0,0.5,14.75,102.0,19.5,265.0,30.25,0.0,303.75,756.75,101.25,0.0,1097.25,858.0,1097.25,-239.25
2026-01-21 15:00:00+00:00,11.0,10.0,1.25,15.0,45.75,12.5,241.25,37.5,0.0,301.75,676.0,189.0,0.0,1103.0,865.0,1103.0,-238.0
2026-01-21 16:00:00+00:00,11.0,10.0,3.0,15.0,4.0,16.75,180.25,54.5,0.0,302.25,596.75,470.0,0.0,1169.75,1066.75,1169.75,-103.0
2026-01-21 17:00:00+00:00,11.5,10.0,3.0,15.0,0.0,18.25,213.25,54.0,0.0,302.0,627.0,556.5,0.0,1214.25,1183.5,1214.25,-30.75
2026-01-21 18:00:00+00:00,11.5,10.0,3.0,15.0,0.0,16.5,238.75,54.0,0.0,301.5,650.25,503.25,0.0,1237.25,1153.5,1237.25,-83.75
2026-01-21 19:00:00+00:00,11.0,10.0,3.0,15.0,0.0,15.25,239.5,54.0,0.0,301.5,649.25,242.0,0.0,1214.75,891.25,1214.75,-323.5
2026-01-21 20:00:00+00:00,11.0,10.0,1.0,15.0,0.0,13.0,264.75,34.0,0.0,302.0,650.75,151.0,0.0,1124.0,801.75,1124.0,-322.25
2026-01-21 21:00:00+00:00,11.25,10.0,1.0,15.0,0.0,18.75,214.25,34.0,0.0,301.75,606.0,150.75,0.0,1016.5,756.75,1016.5,-259.75
2026-01-21 22:00:00+00:00,11.5,10.0,1.0,15.0,0.0,29.0,213.0,34.0,0.0,301.75,615.25,0.0,11.5,897.75,615.25,909.25,-294.0
2026-01-21 23:00:00+00:00,12.0,10.0,1.0,15.0,0.0,72.25,213.0,39.0,0.0,302.0,664.25,0.0,184.75,802.5,664.25,987.25,-323.0
2026-01-22 00:00:00+00:00,12.0,10.0,1.0,15.0,0.0,139.25,212.5,39.0,0.0,301.5,730.25,0.0,442.5,750.25,730.25,1192.75,-462.5
2026-01-22 01:00:00+00:00,12.0,10.0,1.0,15.0,0.0,168.75,213.25,39.0,0.0,301.75,760.75,0.0,571.25,724.0,760.75,1295.25,-534.5
2026-01-22 02:00:00+00:00,11.25,10.0,1.0,15.0,0.0,179.25,214.25,39.0,0.0,301.75,771.5,0.0,572.25,719.0,771.5,1291.25,-519.75
2026-01-22 03:00:00+00:00,11.0,10.0,1.0,15.0,0.0,172.0,214.25,39.0,0.0,301.5,763.75,0.0,377.75,724.5,763.75,1102.25,-338.5
2026-01-22 04:00:00+00:00,11.0,10.0,1.0,15.0,0.0,121.25,214.5,39.0,0.0,302.0,713.75,0.0,163.5,763.5,713.75,927.0,-213.25
2026-01-22 05:00:00+00:00,11.0,10.0,1.0,15.0,0.0,83.5,213.75,39.0,0.0,302.0,675.25,0.0,22.0,895.75,675.25,917.75,-242.5
2026-01-22 06:00:00+00:00,11.0,10.0,1.0,15.0,3.0,74.25,212.75,39.25,0.0,300.5,666.75,12.0,0.0,1071.0,678.75,1071.0,-392.25
2026-01-22 07:00:00+00:00,11.0,10.0,1.0,15.0,70.75,75.25,174.25,39.0,0.0,300.75,697.0,365.25,0.0,1109.75,1062.25,1109.75,-47.5
2026-01-22 08:00:00+00:00,12.0,10.0,1.0,15.0,238.5,82.0,170.25,39.0,0.0,300.75,868.5,139.75,0.0,1080.75,1008.25,1080.75,-72.5
2026-01-22 09:00:00+00:00,12.0,10.0,0.75,14.25,275.25,91.25,170.75,35.5,0.0,301.0,910.75,0.0,2.0,1049.0,910.75,1051.0,-140.25
2026-01-22 10:00:00+00:00,12.0,10.0,1.0,15.0,265.75,116.0,171.0,39.0,0.0,300.5,930.25,0.0,2.5,1062.5,930.25,1065.0,-134.75
2026-01-22 11:00:00+00:00,12.0,10.0,1.0,15.0,311.5,126.5,183.5,38.25,0.0,300.75,998.5,0.0,307.75,1080.0,998.5,1387.75,-389.25
2026-01-22 12:00:00+00:00,12.0,10.0,1.0,15.0,325.5,122.5,201.75,38.5,0.0,301.25,1027.5,0.0,195.75,1069.25,1027.5,1265.0,-237.5
2026-01-22 13:00:00+00:00,11.5,10.0,1.0,15.0,180.25,111.75,171.75,39.0,0.0,300.25,840.5,0.0,86.75,1084.5,840.5,1171.25,-330.75
2026-01-22 14:00:00+00:00,12.0,10.0,1.0,15.0,83.5,87.0,170.5,41.0,0.0,300.0,720.0,0.0,45.75,1105.25,720.0,1151.0,-431.0
2026-01-22 15:00:00+00:00,12.0,10.0,1.0,15.0,21.5,95.5,170.75,41.0,0.0,300.75,667.5,220.5,0.0,1118.75,888.0,1118.75,-230.75
2026-01-22 16:00:00+00:00,11.0,10.0,2.25,15.0,1.5,103.25,171.75,47.0,0.0,299.25,661.0,407.75,0.0,1179.75,1068.75,1179.75,-111.0
2026-01-22 17:00:00+00:00,11.0,10.0,3.0,15.0,0.0,104.0,171.5,58.5,0.0,312.0,685.0,502.75,0.0,1228.75,1187.75,1228.75,-41.0
2026-01-22 18:00:00+00:00,11.25,10.0,3.0,15.0,0.0,93.75,172.0,57.0,0.0,329.0,691.0,521.5,0.0,1256.0,1212.5,1256.0,-43.5
2026-01-22 19:00:00+00:00,11.0,10.0,3.0,15.0,0.0,59.0,229.5,59.0,0.0,330.75,717.25,102.25,0.0,1214.0,819.5,1214.0,-394.5
2026-01-22 20:00:00+00:00,11.0,10.0,3.0,15.0,0.0,59.0,273.0,59.0,0.0,330.5,760.5,172.25,0.0,1118.5,932.75,1118.5,-185.75
2026-01-22 21:00:00+00:00,11.0,10.0,2.75,15.0,0.0,42.25,265.75,55.25,0.0,331.5,733.5,162.5,0.0,1005.5,896.0,1005.5,-109.5
2026-01-22 22:00:00+00:00,12.0,10.0,2.0,15.0,0.0,26.25,214.0,43.0,0.0,331.0,653.25,34.75,0.0,885.25,688.0,885.25,-197.25
2026-01-22 23:00:00+00:00,12.0,10.0,1.0,15.0,0.0,27.75,213.0,39.0,0.0,330.75,648.5,0.0,103.0,788.0,648.5,891.0,-242.5
2026-01-23 00:00:00+00:00,11.5,10.0,1.0,15.0,0.0,46.0,212.75,39.0,0.0,331.25,666.5,0.0,45.0,736.25,666.5,781.25,-114.75
2026-01-23 01:00:00+00:00,11.0,10.0,1.0,15.0,0.0,45.25,213.5,39.0,0.0,330.75,665.5,0.0,489.5,718.75,665.5,1208.25,-542.75
2026-01-23 02:00:00+00:00,11.0,10.0,1.0,15.0,0.0,48.5,213.25,39.0,0.0,331.0,668.75,0.0,552.0,713.5,668.75,1265.5,-596.75
2026-01-23 03:00:00+00:00,11.0,10.0,0.5,15.0,0.0,118.75,213.5,31.75,0.0,331.0,731.5,0.0,480.5,718.5,731.5,1199.0,-467.5
2026-01-23 04:00:00+00:00,11.0,10.0,0.0,15.0,0.0,142.75,213.0,20.0,0.0,331.0,742.75,0.0,122.75,757.25,742.75,880.0,-137.25
2026-01-23 05:00:00+00:00,11.0,10.0,0.5,15.0,0.25,135.25,262.25,29.0,0.0,331.0,794.25,0.0,111.0,889.5,794.25,1000.5,-206.25
2026-01-23 06:00:00+00:00,11.0,10.0,0.25,14.75,2.75,139.0,264.75,27.75,0.0,331.0,801.25,112.0,0.0,1069.5,913.25,1069.5,-156.25
2026-01-23 07:00:00+00:00,12.0,10.0,0.0,13.25,85.5,123.25,271.25,20.0,0.0,331.25,866.5,590.25,0.0,1130.5,1456.75,1130.5,326.25
2026-01-23 08:00:00+00:00,12.0,10.0,0.0,14.0,320.25,106.0,270.0,20.0,0.0,331.0,1083.25,512.75,0.0,1108.75,1596.0,1108.75,487.25
2026-01-23 09:00:00+00:00,12.0,10.0,0.0,13.5,498.75,153.25,271.0,10.0,0.0,331.0,1299.5,167.25,0.0,1051.0,1466.75,1051.0,415.75
2026-01-23 10:00:00+00:00,12.0,10.0,0.0,14.0,551.25,301.75,269.75,15.75,0.0,331.0,1505.5,0.0,3.5,997.75,1505.5,1001.25,504.25
2026-01-23 11:00:00+00:00,12.0,10.0,0.0,14.0,550.5,431.0,266.5,29.0,0.0,331.5,1644.5,0.0,482.0,986.0,1644.5,1468.0,176.5
2026-01-23 12:00:00+00:00,12.0,10.0,0.0,14.0,434.0,440.25,273.0,29.0,0.0,331.0,1543.25,0.0,448.75,1019.25,1543.25,1468.0,75.25
2026-01-23 13:00:00+00:00,12.0,10.0,0.25,14.0,357.25,291.75,273.25,29.5,0.0,330.5,1318.5,0.0,273.25,985.25,1318.5,1258.5,60.0
