,Biomass,Fossil Gas,Hydro Run-of-river and poundage,Other,Solar,Wind Offshore,Wind Onshore,Fossil Hard coal,Hydro Water Reservoir,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-01 00:00:00+00:00,338.5,727.6,1101.1,29.6,0.0,6.6,2145.8,0.0,932.1,5281.3,451.9,0.0,5831.0,5733.2,5831.0,-97.80000000000018
2026-01-01 01:00:00+00:00,339.3,689.9,977.3,28.5,0.0,10.2,2242.9,0.0,938.1,5226.200000000001,433.3,0.0,5614.9,5659.500000000001,5614.9,44.60000000000127
2026-01-01 02:00:00+00:00,342.0,611.0999999999999,953.0,29.2,0.0,12.1,2295.5,0.0,586.2,4829.099999999999,0.0,125.60000000000002,5210.2,4829.099999999999,5335.8,-506.7000000000007
2026-01-01 03:00:00+00:00,341.1,596.5,873.6999999999999,28.6,0.1,11.7,2308.7,0.0,684.0,4844.4,0.0,822.4,4887.8,4844.4,5710.2,-865.8000000000002
2026-01-01 04:00:00+00:00,337.9,597.3,761.1999999999999,29.2,0.0,12.2,2367.4,0.0,648.3000000000001,4753.5,0.0,1179.1,4658.7,4753.5,5837.799999999999,-1084.2999999999993
2026-01-01 05:00:00+00:00,334.8,670.1999999999999,858.0,27.9,0.0,13.6,2274.0,0.0,609.5,4788.0,0.0,1134.7,4539.1,4788.0,5673.8,-885.8000000000002
2026-01-01 06:00:00+00:00,339.3,592.9,867.6999999999999,29.1,0.0,14.3,2309.3,0.0,643.7,4796.3,0.0,603.5999999999999,4530.6,4796.3,5134.200000000001,-337.90000000000055
2026-01-01 07:00:00+00:00,342.4,541.0,956.2,30.0,0.1,15.1,2693.2,0.0,533.1,5111.1,0.0,1243.8,4549.0,5111.1,5792.8,-681.6999999999998
2026-01-01 08:00:00+00:00,337.7,600.1,927.2,28.8,27.7,20.0,2987.4,0.0,514.6,5443.5,0.0,1850.8999999999999,4650.4,5443.5,6501.299999999999,-1057.7999999999993
2026-01-01 09:00:00+00:00,336.8,671.6999999999999,703.8000000000001,28.3,144.0,19.6,3209.5,0.0,492.0,5605.7,0.0,2000.8999999999999,5093.0,5605.7,7093.9,-1488.1999999999998
2026-01-01 10:00:00+00:00,332.2,730.3000000000001,726.4,28.6,267.2,21.1,3325.3,0.0,556.0,5987.1,0.0,1917.8,5740.7,5987.1,7658.5,-1671.3999999999996
2026-01-01 11:00:00+00:00,312.2,692.3,691.0,26.9,381.4,25.0,3345.9,0.0,610.9,6085.6,0.0,1720.3000000000002,6377.4,6085.6,8097.7,-2012.0999999999995
2026-01-01 12:00:00+00:00,312.4,650.4,696.1,27.2,432.7,25.0,3333.3,0.0,617.7,6094.8,0.0,1348.7,6774.5,6094.8,8123.2,-2028.3999999999996
2026-01-01 13:00:00+00:00,315.7,704.0,714.9,28.4,376.9,25.0,3296.5,0.0,696.2,6157.599999999999,0.0,1180.3,6632.2,6157.599999999999,7812.5,-1654.9000000000005
2026-01-01 14:00:00+00:00,316.0,649.0,697.4,28.1,256.4,25.0,3251.1,0.0,731.6,5954.6,0.0,1205.6,6442.6,5954.6,7648.200000000001,-1693.6000000000004
2026-01-01 15:00:00+00:00,312.7,660.9,777.6,27.7,159.2,25.0,3315.9,0.0,734.7,6013.7,0.0,68.5,6390.8,6013.7,6459.3,-445.60000000000036
2026-01-01 16:00:00+00:00,311.7,621.1999999999999,1527.6,27.6,44.7,19.4,3373.7,0.0,798.4,6724.299999999999,704.5999999999999,0.0,6482.2,7428.9,6482.2,946.6999999999998
2026-01-01 17:00:00+00:00,313.1,676.7,1840.5,28.0,0.7,16.7,3566.4,0.0,877.3,7319.400000000001,1568.3,0.0,6907.7,8887.7,6907.7,1980.000000000001
2026-01-01 18:00:00+00:00,309.4,695.2,1818.1,26.6,0.0,25.0,3637.4,0.0,952.2,7463.9,1974.8999999999999,0.0,7274.3,9438.8,7274.3,2164.499999999999
2026-01-01 19:00:00+00:00,307.5,757.8,1722.6,26.3,0.1,25.0,3750.5,0.0,1027.3999999999999,7617.199999999999,2182.1,0.0,7427.2,9799.3,7427.2,2372.0999999999995
2026-01-01 20:00:00+00:00,310.4,765.5,1659.2,25.4,0.0,25.0,3754.2,0.0,1305.4,7845.1,1916.6999999999998,0.0,7423.1,9761.8,7423.1,2338.699999999999
2026-01-01 21:00:00+00:00,301.9,717.0,1578.7,24.4,0.0,23.5,3745.3,0.0,1232.7,7623.5,1683.5,0.0,7149.4,9307.0,7149.4,2157.6000000000004
2026-01-01 22:00:00+00:00,302.5,694.0,1256.3999999999999,25.9,0.0,25.0,3846.9,0.0,1166.3000000000002,7317.0,842.6,0.0,6670.3,8159.6,6670.3,1489.3000000000002
2026-01-01 23:00:00+00:00,303.0,621.4,1076.8,27.1,0.0,25.0,3921.9,0.0,712.0,6687.2,0.0,826.5,6007.6,6687.2,6834.1,-146.90000000000055
2026-01-02 00:00:00+00:00,307.6,479.79999999999995,947.1999999999999,27.4,0.0,25.0,4084.8,0.0,614.5,6486.3,0.0,1858.3,5422.2,6486.3,7280.5,-794.1999999999998
2026-01-02 01:00:00+00:00,307.1,505.90000000000003,725.5,27.0,0.0,24.8,4168.8,0.0,473.6,6232.700000000001,0.0,2049.1000000000004,4950.9,6232.700000000001,7000.0,-767.2999999999993
2026-01-02 02:00:00+00:00,293.7,745.3,595.3000000000001,26.1,0.0,24.2,4172.9,0.0,587.2,6444.7,0.0,2158.9,4676.4,6444.7,6835.299999999999,-390.59999999999945
2026-01-02 03:00:00+00:00,287.5,710.2,588.1,26.0,0.0,24.2,4226.7,0.0,570.9,6433.599999999999,0.0,2127.2,4513.1,6433.599999999999,6640.3,-206.70000000000073
2026-01-02 04:00:00+00:00,291.0,649.0,583.1,26.8,0.0,25.0,4309.1,0.0,523.5,6407.5,0.0,2013.8000000000002,4459.1,6407.5,6472.900000000001,-65.40000000000055
2026-01-02 05:00:00+00:00,289.5,656.7,597.7,27.0,0.0,25.0,4314.8,0.0,481.5,6392.200000000001,0.0,1755.1000000000001,4530.5,6392.200000000001,6285.6,106.60000000000036
2026-01-02 06:00:00+00:00,291.1,655.3000000000001,690.0,26.5,0.0,25.0,4268.3,0.0,631.2,6587.400000000001,0.0,290.70000000000005,4819.2,6587.400000000001,5109.9,1477.500000000001
2026-01-02 07:00:00+00:00,299.9,702.4,1119.6000000000001,26.5,0.1,24.5,4154.2,0.0,771.5,7098.7,441.8,0.0,5279.7,7540.5,5279.7,2260.8
2026-01-02 08:00:00+00:00,297.5,721.1,1159.1,24.9,38.4,21.3,4026.9,0.0,761.5,7050.700000000001,956.5,0.0,5865.5,8007.200000000001,5865.5,2141.7000000000007
2026-01-02 09:00:00+00:00,298.5,746.1,1007.9,21.6,184.1,25.0,3886.8,0.0,699.3000000000001,6869.3,1030.4,0.0,6526.8,7899.700000000001,6526.8,1372.9000000000005
2026-01-02 10:00:00+00:00,321.2,696.3,858.0,27.2,312.4,25.0,3890.1,0.0,673.8000000000001,6804.0,755.4,0.0,6938.7,7559.4,6938.7,620.6999999999998
2026-01-02 11:00:00+00:00,323.7,748.0,893.9,28.3,461.5,25.0,3875.7,0.0,890.2,7246.299999999999,369.09999999999997,0.0,7309.6,7615.4,7309.6,305.7999999999993
2026-01-02 12:00:00+00:00,326.0,703.2,1021.5,28.5,638.3,25.0,3746.1,0.0,811.7,7300.3,152.20000000000005,0.0,7490.5,7452.5,7490.5,-38.0
2026-01-02 13:00:00+00:00,314.5,568.2,1072.7,28.7,814.4,25.0,3566.4,0.0,626.2,7016.099999999999,148.89999999999998,0.0,7315.8,7164.999999999999,7315.8,-150.8000000000011
2026-01-02 14:00:00+00:00,305.0,702.3000000000001,1205.6000000000001,26.4,630.7,22.5,3539.1,0.0,673.0,7104.6,458.4,0.0,7304.0,7563.0,7304.0,259.0
2026-01-02 15:00:00+00:00,305.4,754.6999999999999,1383.2,27.3,356.5,23.9,3358.8,0.0,958.9,7168.700000000001,1333.1,0.0,7354.1,8501.800000000001,7354.1,1147.7000000000007
2026-01-02 16:00:00+00:00,304.6,734.4,1823.6999999999998,25.8,72.4,17.8,3276.3,0.0,1171.3,7426.3,2032.5,0.0,7456.8,9458.8,7456.8,2001.999999999999
2026-01-02 17:00:00+00:00,311.8,744.1999999999999,2213.9,27.0,1.0,13.3,3320.9,0.0,1160.9,7793.0,2422.1,0.0,7772.2,10215.1,7772.2,2442.9000000000005
2026-01-02 18:00:00+00:00,321.9,615.6,2239.8,28.7,0.1,21.4,3502.8,0.0,998.2,7728.5,2386.6,0.0,8149.2,10115.1,8149.2,1965.9000000000005
2026-01-02 19:00:00+00:00,323.4,669.9,2254.7000000000003,29.5,0.0,17.6,3634.7,0.0,885.6,7815.4,2158.2999999999997,0.0,8305.7,9973.699999999999,8305.7,1667.9999999999982
2026-01-02 20:00:00+00:00,330.2,719.0,2239.4,28.9,0.0,0.0,3666.2,0.0,926.6999999999999,7910.400000000001,2039.5,0.0,8131.0,9949.900000000001,8131.0,1818.9000000000015
2026-01-02 21:00:00+00:00,329.8,708.4,2220.9,28.3,0.0,0.0,3564.0,0.0,1061.5,7912.900000000001,1351.3999999999999,0.0,7710.7,9264.300000000001,7710.7,1553.6000000000013
2026-01-02 22:00:00+00:00,333.4,682.0,2137.2000000000003,29.0,0.1,0.0,3495.4,0.0,1034.3,7711.400000000001,488.3,0.0,7114.4,8199.7,7114.4,1085.300000000001
2026-01-02 23:00:00+00:00,332.9,653.4,2033.6,30.0,0.0,1.6,3480.7,0.0,834.4,7366.5999999999985,27.5,0.0,6468.9,7394.0999999999985,6468.9,925.1999999999989
2026-01-03 00:00:00+00:00,331.0,550.2,1835.2,28.3,0.0,13.3,3747.2,0.0,696.8,7202.000000000001,0.0,171.00000000000003,5878.6,7202.000000000001,6049.6,1152.4000000000005
2026-01-03 01:00:00+00:00,325.2,554.8,1417.3,29.8,0.0,0.0,3965.3,0.0,674.6,6967.000000000001,0.0,453.7,5357.4,6967.000000000001,5811.099999999999,1155.9000000000015
2026-01-03 02:00:00+00:00,324.6,627.6,1000.4,29.0,0.0,0.0,4018.3,0.0,653.2,6653.099999999999,0.0,423.79999999999995,4978.9,6653.099999999999,5402.7,1250.3999999999996
2026-01-03 03:00:00+00:00,329.5,680.2,1003.4,28.8,0.0,0.0,4022.6,0.0,627.5,6692.0,0.0,513.3000000000001,4756.7,6692.0,5270.0,1422.0
2026-01-03 04:00:00+00:00,329.3,658.6,987.6,28.8,0.0,0.0,3962.0,0.0,579.2,6545.5,0.0,227.70000000000002,4669.5,6545.5,4897.2,1648.3000000000002
2026-01-03 05:00:00+00:00,331.8,638.6,1011.6,28.2,0.0,0.0,3908.2,0.0,598.0,6516.4,0.0,239.3,4688.4,6516.4,4927.7,1588.6999999999998
2026-01-03 06:00:00+00:00,332.3,582.5,1027.0,29.5,0.0,0.0,4047.3,0.0,605.8000000000001,6624.400000000001,0.0,21.600000000000023,4852.5,6624.400000000001,4874.1,1750.3000000000002
2026-01-03 07:00:00+00:00,328.1,629.0,1346.7,27.8,0.3,2.8,4031.1,0.0,618.6,6984.4000000000015,192.2,0.0,5064.3,7176.600000000001,5064.3,2112.300000000001
2026-01-03 08:00:00+00:00,327.9,659.3000000000001,1283.8999999999999,26.5,86.6,0.4,3807.1,0.0,674.6,6866.3,1114.8,0.0,5412.7,7981.1,5412.7,2568.4000000000005
2026-01-03 09:00:00+00:00,327.2,719.0,1178.3,28.8,289.4,0.0,3516.3,0.0,747.1,6806.1,1198.8,0.0,5859.5,8004.900000000001,5859.5,2145.4000000000005
2026-01-03 10:00:00+00:00,329.8,675.8,981.3,28.6,546.0,0.0,3330.0,0.0,699.3000000000001,6590.8,868.9,0.0,6189.5,7459.7,6189.5,1270.1999999999998
2026-01-03 11:00:00+00:00,331.8,756.0999999999999,928.8,28.7,735.4,0.0,3009.7,0.0,712.3000000000001,6502.8,654.8000000000001,0.0,6515.4,7157.6,6515.4,642.2000000000007
2026-01-03 12:00:00+00:00,327.5,765.7,884.8,28.5,724.6,0.8,2693.1,0.0,709.3000000000001,6134.3,988.6,0.0,6791.3,7122.900000000001,6791.3,331.60000000000036
2026-01-03 13:00:00+00:00,330.7,738.4,991.5999999999999,28.8,634.7,0.5,2449.7,0.0,681.3000000000001,5855.7,1566.1,0.0,6784.0,7421.799999999999,6784.0,637.7999999999993
2026-01-03 14:00:00+00:00,330.6,682.5,1025.3,28.5,521.9,0.8,2314.5,0.0,738.6,5642.700000000001,1904.5,0.0,6678.8,7547.200000000001,6678.8,868.4000000000005
2026-01-03 15:00:00+00:00,327.9,774.0,1098.1,27.4,346.7,1.2,2344.7,0.0,834.8000000000001,5754.8,2799.3,0.0,6597.7,8554.1,6597.7,1956.4000000000005
2026-01-03 16:00:00+00:00,323.2,929.0,1186.2,28.3,121.7,0.7,2286.9,0.0,1217.7,6093.7,2927.3,0.0,6683.9,9021.0,6683.9,2337.1000000000004
2026-01-03 17:00:00+00:00,324.1,900.2,1293.9,27.0,3.6,0.2,2290.8,0.0,1252.4,6092.200000000001,2944.0,0.0,7139.1,9036.2,7139.1,1897.1000000000004
2026-01-03 18:00:00+00:00,321.9,853.3,1488.0,27.1,0.0,0.0,2461.3,0.0,1141.1,6292.700000000001,2541.7,0.0,7600.7,8834.400000000001,7600.7,1233.7000000000016
2026-01-03 19:00:00+00:00,329.8,888.0,1332.8000000000002,27.8,0.0,0.1,2524.5,0.0,1163.2,6266.2,2020.1000000000001,0.0,7853.5,8286.3,7853.5,432.7999999999993
2026-01-03 20:00:00+00:00,328.6,861.1,1442.8000000000002,26.7,0.0,2.1,2473.8,0.0,1029.2,6164.3,1581.4,0.0,7717.4,7745.700000000001,7717.4,28.30000000000109
2026-01-03 21:00:00+00:00,329.2,754.7,1531.3,27.6,0.0,2.6,2466.4,0.0,1029.5,6141.299999999999,1201.1999999999998,0.0,7277.9,7342.499999999999,7277.9,64.59999999999945
2026-01-03 22:00:00+00:00,324.4,774.5,1417.8000000000002,26.8,0.0,3.3,2311.7,0.0,1004.6,5863.1,580.6,0.0,6853.7,6443.700000000001,6853.7,-409.9999999999991
2026-01-03 23:00:00+00:00,325.0,703.9000000000001,1311.4,26.9,0.0,8.8,1974.1,0.0,1004.0,5354.1,1037.0,0.0,6236.7,6391.1,6236.7,154.40000000000055
2026-01-04 00:00:00+00:00,327.0,762.3,1281.7,28.4,0.0,8.9,1677.0,0.0,814.6,4899.900000000001,0.0,210.29999999999995,5630.1,4899.900000000001,5840.400000000001,-940.5
2026-01-04 01:00:00+00:00,324.8,724.4,1037.7,29.0,0.0,7.6,1574.1,0.0,702.5,4400.1,0.0,1291.1,5161.5,4400.1,6452.6,-2052.5
2026-01-04 02:00:00+00:00,324.1,677.6999999999999,916.4000000000001,29.4,0.0,4.2,1564.2,0.0,805.3000000000001,4321.3,0.0,1340.0,4825.7,4321.3,6165.7,-1844.3999999999996
2026-01-04 03:00:00+00:00,325.6,640.7,827.2,29.3,0.0,1.2,1615.4,0.0,635.6,4075.0,0.0,1236.9,4622.6,4075.0,5859.5,-1784.5
2026-01-04 04:00:00+00:00,316.5,661.6,730.4000000000001,28.5,0.0,1.6,1669.0,0.0,620.0,4027.6,0.0,1419.1000000000001,4515.7,4027.6,5934.8,-1907.2000000000003
2026-01-04 05:00:00+00:00,319.5,684.5,638.1,26.9,0.0,1.5,1741.2,0.0,708.8,4120.5,0.0,1304.0,4510.5,4120.5,5814.5,-1694.0
2026-01-04 06:00:00+00:00,323.1,664.6,591.6,27.3,0.0,3.6,1689.2,0.0,810.7,4110.1,0.0,1163.3999999999999,4607.9,4110.1,5771.299999999999,-1661.199999999999
2026-01-04 07:00:00+00:00,323.1,650.9,616.0,27.6,0.3,2.6,1719.9,0.0,773.9,4114.299999999999,0.0,1102.0,4766.0,4114.299999999999,5868.0,-1753.7000000000007
2026-01-04 08:00:00+00:00,313.5,672.3,620.5999999999999,24.7,124.9,8.2,1925.5,0.0,675.3,4365.0,0.0,1234.6,4989.3,4365.0,6223.9,-1858.8999999999996
2026-01-04 09:00:00+00:00,321.0,607.0,605.8,28.2,732.5,7.8,1931.2,0.0,651.2,4884.7,0.0,1290.1,5430.1,4884.7,6720.200000000001,-1835.500000000001
2026-01-04 10:00:00+00:00,323.4,575.9,617.1999999999999,29.2,1410.4,6.2,1785.6,0.0,527.9,5275.799999999999,0.0,1374.2,5730.4,5275.799999999999,7104.599999999999,-1828.8000000000002
2026-01-04 11:00:00+00:00,324.5,618.7,603.1999999999999,30.1,1908.1,2.2,1523.7,0.0,490.1,5500.6,0.0,1828.9,5949.2,5500.6,7778.1,-2277.5
2026-01-04 12:00:00+00:00,321.6,674.4,597.8,29.3,2184.9,6.2,1228.7,0.0,464.4,5507.299999999999,0.0,1674.1,6115.9,5507.299999999999,7790.0,-2282.7000000000007
2026-01-04 13:00:00+00:00,327.3,635.1999999999999,495.4,29.7,2186.4,7.7,1094.9,0.0,461.3,5237.900000000001,0.0,1301.5,5972.8,5237.900000000001,7274.3,-2036.3999999999996
2026-01-04 14:00:00+00:00,324.4,579.9,463.9,27.9,1901.9,10.0,1026.9,0.0,598.9,4933.799999999999,0.0,1194.7,5838.8,4933.799999999999,7033.5,-2099.7000000000007
2026-01-04 15:00:00+00:00,325.1,601.8000000000001,467.3,28.7,1285.4,18.6,1200.1,0.0,707.8000000000001,4634.8,0.0,553.7,5864.5,4634.8,6418.2,-1783.3999999999996
2026-01-04 16:00:00+00:00,326.2,732.2,551.3000000000001,29.5,448.5,23.3,1404.1,0.0,746.7,4261.8,315.70000000000005,0.0,6059.3,4577.5,6059.3,-1481.8000000000002
2026-01-04 17:00:00+00:00,317.9,710.9,1078.4,28.3,16.9,25.0,1844.8,0.0,1057.0,5079.2,1382.7,0.0,6719.0,6461.9,6719.0,-257.10000000000036
2026-01-04 18:00:00+00:00,317.2,697.8,1287.2,27.8,0.1,25.0,2211.6,0.0,1057.1,5623.799999999999,1494.4,0.0,7385.5,7118.199999999999,7385.5,-267.3000000000011
2026-01-04 19:00:00+00:00,318.5,787.3000000000001,1329.3,27.8,0.1,25.0,2386.0,0.0,1210.3,6084.3,2038.4,0.0,7840.6,8122.700000000001,7840.6,282.10000000000036
2026-01-04 20:00:00+00:00,310.3,846.3,1364.3000000000002,26.8,0.1,25.0,2431.6,0.0,1207.1,6211.5,2376.7000000000003,0.0,7934.0,8588.2,7934.0,654.2000000000007
2026-01-04 21:00:00+00:00,309.4,754.3,1378.2,27.3,0.1,24.9,2472.0,0.0,1038.2,6004.4,1948.0,0.0,7553.4,7952.4,7553.4,399.0
2026-01-04 22:00:00+00:00,311.9,697.5999999999999,1338.7,29.0,0.0,18.2,2592.2,0.0,957.6,5945.2,732.9,0.0,6924.5,6678.099999999999,6924.5,-246.40000000000055
2026-01-04 23:00:00+00:00,310.4,656.1999999999999,1098.5,28.4,0.0,24.9,2770.8,0.0,853.8,5743.000000000001,0.0,672.6999999999999,6183.7,5743.000000000001,6856.4,-1113.3999999999987
2026-01-05 00:00:00+00:00,310.0,634.8,945.8000000000001,28.0,0.0,24.8,2965.7,0.0,774.3,5683.4,0.0,1334.8000000000002,5582.6,5683.4,6917.400000000001,-1234.000000000001
2026-01-05 01:00:00+00:00,311.2,701.2,920.5,29.0,0.0,24.9,3035.3,0.0,586.4,5608.5,0.0,1710.6,5117.3,5608.5,6827.9,-1219.3999999999996
2026-01-05 02:00:00+00:00,311.0,692.5,793.9000000000001,29.5,0.0,25.0,3140.7,0.0,570.8000000000001,5563.400000000001,0.0,2055.1,4866.2,5563.400000000001,6921.299999999999,-1357.8999999999987
2026-01-05 03:00:00+00:00,314.2,704.3,690.4,29.3,0.0,24.9,3286.0,0.0,581.4,5630.5,0.0,1987.0,4769.0,5630.5,6756.0,-1125.5
2026-01-05 04:00:00+00:00,310.4,715.3000000000001,609.3,29.0,0.0,24.6,3375.4,0.0,559.1,5623.1,0.0,1339.0,4728.3,5623.1,6067.3,-444.1999999999998
2026-01-05 05:00:00+00:00,306.6,664.4,606.3,29.4,0.0,22.9,3486.0,0.0,603.2,5718.8,0.0,633.2,4851.7,5718.8,5484.9,233.90000000000055
2026-01-05 06:00:00+00:00,310.9,723.5,749.1,28.9,0.0,16.3,3477.1,0.0,985.5,6291.3,254.59999999999997,0.0,5485.3,6545.900000000001,5485.3,1060.6000000000004
2026-01-05 07:00:00+00:00,307.3,749.1,1143.8,28.3,1.3,10.7,3522.2,0.0,1097.3000000000002,6860.0,1076.9,0.0,6499.1,7936.9,6499.1,1437.7999999999993
2026-01-05 08:00:00+00:00,310.5,800.9,1214.5,28.7,319.8,10.5,3292.2,0.0,1144.4,7121.5,1647.8,0.0,7499.7,8769.3,7499.7,1269.5999999999995
2026-01-05 09:00:00+00:00,313.1,697.2,926.9,28.4,1387.4,8.6,3132.7,0.0,1052.8,7547.099999999999,1372.7,0.0,7842.1,8919.8,7842.1,1077.699999999999
2026-01-05 10:00:00+00:00,319.6,744.9000000000001,724.9,29.2,2187.4,4.0,2892.5,0.0,879.6,7782.1,96.69999999999993,0.0,7641.8,7878.8,7641.8,237.0
2026-01-05 11:00:00+00:00,327.4,817.8,751.0,29.7,2462.5,2.7,2598.6,0.0,596.0,7585.699999999999,0.0,184.60000000000002,7528.6,7585.699999999999,7713.200000000001,-127.50000000000182
2026-01-05 12:00:00+00:00,336.4,846.5,703.8,30.0,2522.6,4.3,2410.8,0.0,564.5,7418.900000000001,0.0,242.5,7339.5,7418.900000000001,7582.0,-163.09999999999945
2026-01-05 13:00:00+00:00,334.7,930.0,698.5,31.1,2515.5,7.1,2464.7,0.0,471.5,7453.1,0.0,433.99999999999994,7296.5,7453.1,7730.5,-277.39999999999964
2026-01-05 14:00:00+00:00,333.4,976.0,716.5,30.3,2298.0,3.9,2549.7,0.0,424.7,7332.5,0.0,537.4,7521.5,7332.5,8058.9,-726.3999999999996
2026-01-05 15:00:00+00:00,330.1,1087.8000000000002,787.3,29.2,1640.1,6.7,2635.3,0.0,638.7,7155.2,104.0,0.0,7747.9,7259.2,7747.9,-488.6999999999998
2026-01-05 16:00:00+00:00,332.7,1352.6,1153.5,30.6,571.8,5.4,2440.3,0.0,1056.8,6943.7,1477.0,0.0,8096.4,8420.7,8096.4,324.3000000000011
2026-01-05 17:00:00+00:00,331.8,1426.3,1698.0,30.6,19.7,16.6,2250.8,0.0,1194.1,6967.9,2724.3999999999996,0.0,8683.2,9692.3,8683.2,1009.0999999999985
2026-01-05 18:00:00+00:00,344.8,1351.6000000000001,2032.8999999999999,31.1,0.1,24.7,2381.3,0.0,1100.3,7266.8,2828.7,0.0,9333.3,10095.5,9333.3,762.2000000000007
2026-01-05 19:00:00+00:00,347.0,1299.6000000000001,2113.7,30.9,0.1,25.0,2735.4,0.0,1032.2,7583.900000000001,2791.1,0.0,9791.1,10375.0,9791.1,583.8999999999996
2026-01-05 20:00:00+00:00,348.7,1340.2,2064.5,31.4,0.1,25.0,3015.8,0.0,1024.1,7849.800000000001,2288.0,0.0,9663.0,10137.800000000001,9663.0,474.8000000000011
2026-01-05 21:00:00+00:00,348.2,1397.9,1720.1999999999998,31.2,0.1,23.1,3024.4,0.0,1129.7,7674.8,1851.3999999999999,0.0,9175.7,9526.2,9175.7,350.5
2026-01-05 22:00:00+00:00,350.5,973.1999999999999,1537.3,31.5,0.1,24.3,3030.9,0.0,852.9,6800.7,1609.1,0.0,8337.2,8409.8,8337.2,72.59999999999854
2026-01-05 23:00:00+00:00,348.1,738.6999999999999,719.4,29.6,0.1,25.0,3038.4,0.0,1088.6000000000001,5987.9,1418.9,0.0,7316.2,7406.799999999999,7316.2,90.59999999999945
2026-01-06 00:00:00+00:00,343.8,681.7,539.4,29.3,0.1,25.0,3253.2,0.0,735.3,5607.8,661.2,0.0,6541.2,6269.0,6541.2,-272.1999999999998
2026-01-06 01:00:00+00:00,339.7,668.6,456.79999999999995,29.2,0.0,24.9,3360.8,0.0,581.9,5461.9,0.0,324.5,5983.3,5461.9,6307.8,-845.9000000000005
2026-01-06 02:00:00+00:00,334.8,652.4,443.59999999999997,30.9,0.0,24.9,3523.5,0.0,557.9,5568.0,0.0,1466.6,5683.5,5568.0,7150.1,-1582.1000000000004
2026-01-06 03:00:00+00:00,323.1,715.1,374.90000000000003,30.3,0.0,24.8,3502.5,0.0,539.3,5510.0,0.0,1451.2,5535.5,5510.0,6986.7,-1476.6999999999998
2026-01-06 04:00:00+00:00,316.5,697.4,460.09999999999997,31.1,0.0,23.3,3326.0,0.0,496.3,5350.7,0.0,1466.5,5461.2,5350.7,6927.7,-1577.0
2026-01-06 05:00:00+00:00,303.2,752.1,487.40000000000003,29.8,0.0,19.3,3012.1,0.0,515.5,5119.4,0.0,1477.8,5543.7,5119.4,7021.5,-1902.1000000000004
2026-01-06 06:00:00+00:00,299.8,764.5,541.0,29.6,0.1,18.1,2703.3,0.0,539.2,4895.599999999999,0.0,1020.8,6079.5,4895.599999999999,7100.3,-2204.7000000000007
2026-01-06 07:00:00+00:00,306.6,765.5999999999999,668.7,28.7,2.1,22.5,2553.6,0.0,676.5,5024.299999999999,0.0,790.8,7148.0,5024.299999999999,7938.8,-2914.500000000001
2026-01-06 08:00:00+00:00,307.3,729.5,687.0,28.9,360.2,16.2,2465.9,0.0,782.0,5377.0,0.0,980.5,8142.4,5377.0,9122.9,-3745.8999999999996
2026-01-06 09:00:00+00:00,311.7,737.8000000000001,610.4,29.6,1385.1,11.7,2138.7,0.0,602.0,5827.0,0.0,1691.6999999999998,8453.8,5827.0,10145.5,-4318.5
2026-01-06 10:00:00+00:00,309.9,731.2,339.90000000000003,28.4,2157.0,6.3,1687.6,0.0,575.6,5835.900000000001,0.0,1642.3,8213.6,5835.900000000001,9855.9,-4019.999999999999
2026-01-06 11:00:00+00:00,314.4,656.6999999999999,298.0,30.4,2499.3,12.3,1698.6,0.0,484.3,5994.000000000001,0.0,1932.7,8076.3,5994.000000000001,10009.0,-4014.999999999999
2026-01-06 12:00:00+00:00,322.1,680.5,250.70000000000002,31.4,2531.0,11.2,1899.5,0.0,444.4,6170.799999999999,0.0,2321.5,7866.8,6170.799999999999,10188.3,-4017.5
2026-01-06 13:00:00+00:00,322.2,744.8,256.0,31.6,2411.6,8.7,2040.5,0.0,534.0,6349.4,0.0,2497.4,7857.2,6349.4,10354.6,-4005.2000000000007
2026-01-06 14:00:00+00:00,316.0,746.0,223.4,30.8,1986.2,7.7,2056.5,0.0,574.5,5941.1,0.0,1579.1,8226.4,5941.1,9805.5,-3864.3999999999996
2026-01-06 15:00:00+00:00,320.8,746.0,301.8,31.3,1406.4,7.4,2079.8,0.0,609.3000000000001,5502.8,0.0,852.5,8423.1,5502.8,9275.6,-3772.8
2026-01-06 16:00:00+00:00,327.4,899.4,565.9,31.6,418.7,5.0,1931.0,0.0,857.4,5036.4,1424.9,0.0,8664.6,6461.299999999999,8664.6,-2203.300000000001
2026-01-06 17:00:00+00:00,326.9,1096.8,1318.6000000000001,31.5,16.1,3.8,2016.2,0.0,1057.6,5867.5,2685.9,0.0,9080.9,8553.4,9080.9,-527.5
2026-01-06 18:00:00+00:00,328.1,1180.9,1741.1999999999998,31.6,0.1,1.4,2263.7,0.0,1103.5,6650.5,2622.1,0.0,9692.3,9272.6,9692.3,-419.6999999999989
2026-01-06 19:00:00+00:00,326.1,1244.4,2093.2,30.7,0.1,1.7,2087.4,0.0,1268.9,7052.5,2674.3,0.0,10106.3,9726.8,10106.3,-379.5
2026-01-06 20:00:00+00:00,328.6,1250.8999999999999,2153.0,31.8,0.1,0.2,1865.4,0.0,1280.5,6910.5,2348.4,0.0,9997.7,9258.9,9997.7,-738.8000000000011
