,Hydro Run-of-river and poundage,Nuclear,Solar,Wind Onshore,Hydro Water Reservoir,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-02 04:00:00+00:00,665.099975,1960.18,0.0,27.549999,162.82,2815.649974,25.1,0.0,8030.497558,2840.749974,8030.497558,-5189.747584000001
2026-01-02 05:00:00+00:00,664.400024,1959.12,0.0,28.549999,293.32,2945.390023,58.78,0.0,8334.208007,3004.170023,8334.208007,-5330.037983999999
2026-01-02 06:00:00+00:00,664.5,1958.12,0.0,28.7,394.98,3046.2999999999997,325.28,0.0,8558.660156,3371.58,8558.660156,-5187.080156
2026-01-02 07:00:00+00:00,665.400024,1958.7,41.06652,27.979999,546.6,3239.746543,298.22,0.0,8244.659179,3537.9665430000005,8244.659179,-4706.692636
2026-01-02 08:00:00+00:00,667.200012,1960.4,227.244079,26.399999,567.38,3448.6240900000003,211.4,0.0,8902.538085,3660.0240900000003,8902.538085,-5242.513994999999
2026-01-02 09:00:00+00:00,670.0,1961.95,436.914184,25.299999,381.4,3475.564183,52.2,0.0,8783.905273,3527.764183,8783.905273,-5256.141090000001
2026-01-02 10:00:00+00:00,673.900024,1962.6,672.609436,25.43,363.08,3697.6194599999994,47.22,0.0,8339.964843,3744.8394599999992,8339.964843,-4595.1253830000005
2026-01-02 11:00:00+00:00,679.0,1961.05,803.154785,25.85,296.18,3765.2347849999996,46.75,0.0,7838.875,3811.9847849999996,7838.875,-4026.8902150000004
2026-01-02 12:00:00+00:00,685.200012,1960.6,703.135314,25.149999,289.95,3664.035325,55.88,0.0,8429.012695,3719.915325,8429.012695,-4709.0973699999995
2026-01-02 13:00:00+00:00,692.5,1961.12,546.667419,24.28,472.5,3697.067419,53.2,0.0,7788.53125,3750.267419,7788.53125,-4038.263831
2026-01-02 14:00:00+00:00,700.900024,1960.45,262.22406,23.579999,418.98,3366.1340830000004,60.9,0.0,8163.205566,3427.0340830000005,8163.205566,-4736.171482999999
2026-01-02 15:00:00+00:00,710.099975,1960.9,41.486278,23.95,570.02,3306.456253,408.7,0.0,8226.487304,3715.1562529999997,8226.487304,-4511.331051000001
2026-01-02 16:00:00+00:00,720.200012,1960.58,0.0,25.379999,606.92,3313.0800110000005,840.18,0.0,9069.037109,4153.260011,9069.037109,-4915.7770980000005
2026-01-02 17:00:00+00:00,731.0,1960.45,0.0,26.829999,615.65,3333.929999,872.65,0.0,8706.391601,4206.579999,8706.391601,-4499.811602
2026-01-02 18:00:00+00:00,742.299987,1960.18,0.0,27.5,640.4,3370.3799870000003,881.2,0.0,8878.42871,4251.579987,8878.42871,-4626.848723
2026-01-02 19:00:00+00:00,754.200012,1959.15,0.0,27.93,505.08,3246.3600119999996,604.02,0.0,8278.887695,3850.3800119999996,8278.887695,-4428.507683
2026-01-02 20:00:00+00:00,766.400024,1960.55,0.0,29.049999,458.88,3214.8800229999997,353.22,0.0,7983.933593,3568.100023,7983.933593,-4415.83357
2026-01-02 21:00:00+00:00,778.900024,1961.62,0.0,30.25,295.05,3065.820024,316.52,0.0,8510.557617,3382.340024,8510.557617,-5128.217593
2026-01-02 22:00:00+00:00,791.700012,1961.85,0.0,34.029998,308.02,3095.6000099999997,143.05,0.0,8776.065429,3238.65001,8776.065429,-5537.415419000001
2026-01-02 23:00:00+00:00,662.0,1962.18,0.0,33.229999,237.28,2894.6899990000006,25.68,0.0,8989.360351,2920.3699990000005,8989.360351,-6068.990351999999
2026-01-03 00:00:00+00:00,660.900024,1963.05,0.0,18.379999,155.4,2797.730023,27.98,0.0,7337.293457,2825.710023,7337.293457,-4511.583434
2026-01-03 01:00:00+00:00,660.099975,1963.95,0.0,14.279999,122.92,2761.249974,26.12,0.0,8355.930664,2787.3699739999997,8355.930664,-5568.56069
2026-01-03 02:00:00+00:00,659.700012,1963.18,0.0,11.6,103.2,2737.680012,24.92,0.0,8793.970703,2762.600012,8793.970703,-6031.370691000001
2026-01-03 03:00:00+00:00,659.700012,1963.72,0.0,11.149999,191.0,2825.5700110000002,15.78,0.0,7887.260742,2841.3500110000004,7887.260742,-5045.910731
2026-01-03 04:00:00+00:00,660.200012,1962.8,0.0,12.279999,199.45,2834.7300109999996,24.52,0.0,8197.940429,2859.2500109999996,8197.940429,-5338.690418
2026-01-03 05:00:00+00:00,661.099975,1962.6,0.0,12.63,321.2,2957.529975,28.42,0.0,7168.079589,2985.949975,7168.079589,-4182.1296139999995
2026-01-03 06:00:00+00:00,662.5,1962.68,0.0,13.6,332.02,2970.8,34.52,0.0,7323.618652,3005.32,7323.618652,-4318.2986519999995
2026-01-03 07:00:00+00:00,664.400024,1963.1,43.118679,14.75,335.92,3021.288703,118.48,0.0,7686.784667,3139.768703,7686.784667,-4547.015964
2026-01-03 08:00:00+00:00,666.900024,1963.0,300.758026,14.899999,381.85,3327.408049,160.25,0.0,8098.854492,3487.658049,8098.854492,-4611.196443000001
2026-01-03 09:00:00+00:00,669.900024,1963.82,571.074157,14.479999,432.32,3651.5941800000005,107.65,0.0,7867.875976,3759.2441800000006,7867.875976,-4108.631796
2026-01-03 10:00:00+00:00,673.599975,1963.75,821.880737,14.38,302.52,3776.130712,34.05,0.0,8189.5,3810.1807120000003,8189.5,-4379.319288
2026-01-03 11:00:00+00:00,678.0,1963.35,978.754394,14.55,335.92,3970.574394,30.88,0.0,8191.88916,4001.4543940000003,8191.88916,-4190.434765999999
2026-01-03 12:00:00+00:00,683.0,1963.85,965.042236,16.229999,164.8,3792.922235,30.6,0.0,8221.943359,3823.522235,8221.943359,-4398.421124
2026-01-03 13:00:00+00:00,688.599975,1963.58,743.534851,16.95,193.62,3606.2848259999996,37.35,0.0,7981.145507,3643.6348259999995,7981.145507,-4337.510681000001
2026-01-03 14:00:00+00:00,694.900024,1963.5,415.002716,18.03,313.78,3405.21274,133.98,0.0,8012.030273,3539.19274,8012.030273,-4472.837533
2026-01-03 15:00:00+00:00,701.599975,1962.32,71.942199,20.299999,456.88,3213.042173,183.92,0.0,8466.315429,3396.962173,8466.315429,-5069.353256
2026-01-03 16:00:00+00:00,708.900024,1960.92,0.0,22.079999,661.58,3353.480023,583.8,0.0,8637.52539,3937.2800230000003,8637.52539,-4700.245367
2026-01-03 17:00:00+00:00,716.5,1962.25,0.0,22.979999,667.12,3368.849999,713.55,0.0,8523.359375,4082.399999,8523.359375,-4440.959376
2026-01-03 18:00:00+00:00,724.599975,1962.1,0.0,22.28,682.78,3391.759975,913.6,0.0,8869.28125,4305.359975,8869.28125,-4563.921275
2026-01-03 19:00:00+00:00,732.900024,1962.55,0.0,21.45,574.52,3291.4200239999996,793.02,0.0,8540.52832,4084.4400239999995,8540.52832,-4456.088296
2026-01-03 20:00:00+00:00,741.5,1963.55,0.0,21.0,314.82,3040.8700000000003,204.42,0.0,7865.184082,3245.2900000000004,7865.184082,-4619.894081999999
2026-01-03 21:00:00+00:00,750.299987,1964.35,0.0,19.329999,316.25,3050.229986,89.15,0.0,8245.107421,3139.379986,8245.107421,-5105.727435000001
2026-01-03 22:00:00+00:00,759.299987,1964.4,0.0,16.129999,255.9,2995.7299860000003,58.98,0.0,7838.700683,3054.7099860000003,7838.700683,-4783.990696999999
2026-01-03 23:00:00+00:00,655.099975,1964.05,0.0,11.949999,407.0,3038.0999739999997,30.05,0.0,7980.539062,3068.149974,7980.539062,-4912.389088
2026-01-04 00:00:00+00:00,653.599975,1964.7,0.0,7.099999,287.75,2913.149974,47.55,0.0,8121.050292,2960.699974,8121.050292,-5160.350318
2026-01-04 01:00:00+00:00,652.5,1964.82,0.0,6.15,236.8,2860.27,30.68,0.0,8137.077148,2890.95,8137.077148,-5246.1271480000005
2026-01-04 02:00:00+00:00,651.900024,1965.02,0.0,5.849999,204.42,2827.190023,29.35,0.0,7967.675781,2856.540023,7967.675781,-5111.135758
2026-01-04 03:00:00+00:00,651.700012,1965.3,0.0,5.48,198.08,2820.560012,31.95,0.0,8069.525878,2852.5100119999997,8069.525878,-5217.015866000001
2026-01-04 04:00:00+00:00,652.0,1964.82,0.0,4.829999,296.28,2917.929999,36.88,0.0,8001.08496,2954.809999,8001.08496,-5046.274961
2026-01-04 05:00:00+00:00,652.900024,1963.52,0.0,4.48,414.45,3035.350024,39.68,0.0,8034.983886,3075.0300239999997,8034.983886,-4959.953862
2026-01-04 06:00:00+00:00,654.400024,1964.48,0.0,4.53,497.08,3120.490024,43.58,0.0,8071.540527,3164.070024,8071.540527,-4907.4705030000005
2026-01-04 07:00:00+00:00,656.599975,1964.38,55.851398,4.73,595.22,3276.781373,61.22,0.0,8354.577148,3338.0013729999996,8354.577148,-5016.575775000001
2026-01-04 08:00:00+00:00,659.5,1964.88,401.467803,5.5,571.88,3603.227803,197.78,0.0,8428.984375,3801.0078030000004,8428.984375,-4627.976572
2026-01-04 09:00:00+00:00,663.200012,1965.08,780.28717,5.449999,509.18,3923.197181,248.0,0.0,8419.327148,4171.197181,8419.327148,-4248.129967000001
2026-01-04 10:00:00+00:00,667.700012,1965.78,1062.739013,4.53,451.95,4152.699025000001,125.28,0.0,7700.738281,4277.979025000001,7700.738281,-3422.7592559999994
2026-01-04 11:00:00+00:00,673.099975,1964.52,1173.569702,4.5,727.8,4543.4896770000005,47.62,0.0,8210.198242,4591.109677,8210.198242,-3619.088565
2026-01-04 12:00:00+00:00,679.400024,1964.65,1063.811767,5.449999,528.18,4241.49179,34.3,0.0,7780.07373,4275.79179,7780.07373,-3504.28194
2026-01-04 13:00:00+00:00,686.599975,1963.4,801.77893,6.05,435.75,3893.5789050000003,36.88,0.0,8038.455566,3930.4589050000004,8038.455566,-4107.996660999999
2026-01-04 14:00:00+00:00,694.5,1963.28,425.799865,5.75,571.28,3660.6098649999994,40.45,0.0,7673.192382,3701.0598649999993,7673.192382,-3972.132517000001
2026-01-04 15:00:00+00:00,703.200012,1962.18,78.299232,5.8,893.0,3642.479244,140.92,0.0,8755.70996,3783.399244,8755.70996,-4972.310716
2026-01-04 16:00:00+00:00,712.400024,1961.98,0.0,6.949999,1692.6,4373.930023,1139.0,0.0,8373.367187,5512.930023,8373.367187,-2860.437164
2026-01-04 17:00:00+00:00,722.200012,1962.18,0.0,8.3,2276.1,4968.780012,1411.12,0.0,8390.591796,6379.900012,8390.591796,-2010.6917840000006
2026-01-04 18:00:00+00:00,732.400024,1962.2,0.0,9.43,2052.38,4756.410024000001,1203.98,0.0,8454.958984,5960.390024,8454.958984,-2494.5689600000005
2026-01-04 19:00:00+00:00,743.0,1963.65,0.0,10.5,1702.08,4419.23,863.0,0.0,8286.876953,5282.23,8286.876953,-3004.6469530000013
2026-01-04 20:00:00+00:00,753.900024,1963.85,0.0,11.449999,839.35,3568.550023,379.2,0.0,8179.4375,3947.7500229999996,8179.4375,-4231.687477
2026-01-04 21:00:00+00:00,765.0,1965.3,0.0,11.399999,620.58,3362.2799990000003,256.98,0.0,7912.043945,3619.2599990000003,7912.043945,-4292.783946
2026-01-04 22:00:00+00:00,776.299987,1965.55,0.0,10.93,503.0,3255.779987,142.7,0.0,7873.519042,3398.4799869999997,7873.519042,-4475.039055
2026-01-04 23:00:00+00:00,840.599975,1965.32,0.0,9.18,417.58,3232.6799749999996,50.15,0.0,8280.066406,3282.8299749999996,8280.066406,-4997.236431
2026-01-05 00:00:00+00:00,854.299987,1965.7,0.0,7.78,340.18,3167.959987,38.1,0.0,8639.302734,3206.059987,8639.302734,-5433.242747
2026-01-05 01:00:00+00:00,867.799987,1965.95,0.0,7.0,322.22,3162.9699870000004,26.6,0.0,8727.839843,3189.5699870000003,8727.839843,-5538.269855999999
2026-01-05 02:00:00+00:00,880.900024,1965.32,0.0,5.73,327.45,3179.400024,23.65,0.0,8728.170898,3203.050024,8728.170898,-5525.120874
2026-01-05 03:00:00+00:00,893.599975,1964.88,0.0,4.949999,300.08,3163.509974,27.85,0.0,8722.197265,3191.359974,8722.197265,-5530.837291000001
2026-01-05 04:00:00+00:00,905.700012,1964.0,0.0,4.28,523.82,3397.8000120000006,72.42,0.0,8907.113281,3470.2200120000007,8907.113281,-5436.893268999999
2026-01-05 05:00:00+00:00,917.200012,1963.25,0.0,3.799999,1213.02,4097.2700110000005,392.35,0.0,8675.18164,4489.620011000001,8675.18164,-4185.561629
2026-01-05 06:00:00+00:00,927.900024,1963.28,0.0,3.829999,2708.58,5603.590023000001,2052.88,0.0,9734.425781,7656.470023000001,9734.425781,-2077.955757999999
2026-01-05 07:00:00+00:00,937.799987,1961.78,51.131431,4.099999,3155.4,6110.211417,3722.9,0.0,9502.229492,9833.111417,9502.229492,330.8819249999997
2026-01-05 08:00:00+00:00,946.700012,1961.45,332.216705,4.0,3252.65,6497.016717,3934.5,0.0,9729.198242,10431.516717,9729.198242,702.318475
2026-01-05 09:00:00+00:00,954.5,1962.65,689.992187,3.5,3188.08,6798.722186999999,3911.85,0.0,9695.695312,10710.572187,9695.695312,1014.8768749999999
2026-01-05 10:00:00+00:00,961.200012,1963.2,967.010437,3.15,3064.2,6958.760448999999,3911.32,0.0,9916.942382,10870.080449,9916.942382,953.1380669999999
2026-01-05 11:00:00+00:00,966.700012,1963.28,1062.753051,3.549999,2691.78,6688.063061999999,3359.0,0.0,9685.021484,10047.063062,9685.021484,362.0415779999985
2026-01-05 12:00:00+00:00,970.799987,1963.5,1011.808166,4.13,2228.75,6178.988153,3231.25,0.0,9342.473632,9410.238153,9342.473632,67.76452100000097
2026-01-05 13:00:00+00:00,973.599975,1962.8,791.448181,4.679999,2322.95,6055.478155,3265.82,0.0,8887.77832,9321.298155,8887.77832,433.51983500000097
2026-01-05 14:00:00+00:00,975.200012,1962.32,444.912963,4.929999,2922.15,6309.512973999999,3997.72,0.0,9301.257812,10307.232973999999,9301.257812,1005.9751619999988
2026-01-05 15:00:00+00:00,975.700012,1960.92,82.613433,4.55,3271.3,6295.083445,4334.82,0.0,9643.632812,10629.903445,9643.632812,986.2706330000001
2026-01-05 16:00:00+00:00,975.099975,1961.2,0.0,3.95,3623.28,6563.5299749999995,4408.2,0.0,9638.330078,10971.729974999998,9638.330078,1333.3998969999975
2026-01-05 17:00:00+00:00,973.599975,1961.55,0.0,3.5,3674.88,6613.5299749999995,4487.9,0.0,9809.894531,11101.429975,9809.894531,1291.5354439999992
2026-01-05 18:00:00+00:00,971.099975,1962.48,0.0,2.799999,3490.7,6427.079974,4338.68,0.0,9189.49121,10765.759974,9189.49121,1576.2687640000004
2026-01-05 19:00:00+00:00,967.799987,1963.0,0.0,2.7,3304.48,6237.979987,4091.4,0.0,9625.410156,10329.379987,9625.410156,703.9698310000003
2026-01-05 20:00:00+00:00,963.799987,1964.22,0.0,3.18,2601.62,5532.819987,3237.88,0.0,9302.644531,8770.699987,9302.644531,-531.944544
2026-01-05 21:00:00+00:00,959.200012,1964.32,0.0,3.4,2211.0,5137.9200120000005,2252.95,0.0,8835.24414,7390.870012,8835.24414,-1444.3741280000004
2026-01-05 22:00:00+00:00,953.900024,1965.42,0.0,3.329999,1704.58,4627.230023,1178.22,0.0,8700.24414,5805.450023,8700.24414,-2894.7941170000004
2026-01-05 23:00:00+00:00,1169.900024,1964.4,0.0,3.93,962.05,4100.280024,420.65,0.0,8804.253906,4520.930023999999,8804.253906,-4283.323882000001
2026-01-06 00:00:00+00:00,1176.099975,1964.5,0.0,5.0,768.4,3913.999975,294.22,0.0,8529.058593,4208.219975,8529.058593,-4320.838618
2026-01-06 01:00:00+00:00,1181.300048,1964.1,0.0,5.65,673.62,3824.670048,306.88,0.0,8957.649414,4131.550048,8957.649414,-4826.0993659999995
2026-01-06 02:00:00+00:00,1185.400024,1964.0,0.0,5.78,641.32,3796.5000240000004,298.9,0.0,8962.333984,4095.4000240000005,8962.333984,-4866.93396
2026-01-06 03:00:00+00:00,1188.5,1963.7,0.0,5.599999,913.02,4070.819999,338.3,0.0,8940.828125,4409.119999,8940.828125,-4531.708126
2026-01-06 04:00:00+00:00,1190.400024,1962.75,0.0,6.23,1494.72,4654.100024,872.88,0.0,8300.324218,5526.980024,8300.324218,-2773.3441939999993
2026-01-06 05:00:00+00:00,1191.199951,1962.22,0.0,6.9,1816.58,4976.899950999999,1988.08,0.0,8366.027343,6964.979950999999,8366.027343,-1401.0473920000004
2026-01-06 06:00:00+00:00,1190.699951,1960.6,0.0,6.75,2894.02,6052.0699509999995,3728.62,0.0,9356.702148,9780.689951,9356.702148,423.987803
2026-01-06 07:00:00+00:00,1189.0,1961.28,55.804759,6.429999,3328.2,6540.714758,4231.12,0.0,9360.032226,10771.834758,9360.032226,1411.8025320000015
2026-01-06 08:00:00+00:00,1186.0,1961.55,348.120971,5.699999,3058.32,6559.69097,4184.62,0.0,9347.720703,10744.310969999999,9347.720703,1396.5902669999978
2026-01-06 09:00:00+00:00,1181.699951,1960.75,660.772216,5.449999,3256.35,7065.022166,4078.32,0.0,9087.489257,11143.342166,9087.489257,2055.852909000001
2026-01-06 10:00:00+00:00,1176.0,1960.22,909.246826,5.949999,2803.38,6854.796825,3827.72,0.0,8619.799804,10682.516825,8619.799804,2062.7170210000004
2026-01-06 11:00:00+00:00,1168.800048,1960.82,1036.76062,6.349999,2599.5,6772.230667,3742.08,0.0,8946.345703,10514.310667,8946.345703,1567.9649639999989
2026-01-06 12:00:00+00:00,1160.199951,1961.0,989.714782,6.78,2403.95,6521.644732999999,3463.58,0.0,8879.132812,9985.224733,8879.132812,1106.0919209999993
2026-01-06 13:00:00+00:00,1150.300048,1961.12,728.493469,7.599999,2508.52,6356.0335159999995,3035.2,0.0,8043.006347,9391.233516,8043.006347,1348.2271690000007
2026-01-06 14:00:00+00:00,1139.099975,1961.38,374.099426,8.229999,2719.22,6202.029399999999,3507.02,0.0,8771.666992,9709.0494,8771.666992,937.3824079999995
2026-01-06 15:00:00+00:00,1126.699951,1961.42,71.233268,8.229999,3089.65,6257.233218,3968.08,0.0,9671.885742,10225.313218,9671.885742,553.4274759999989
2026-01-06 16:00:00+00:00,1113.400024,1961.6,0.0,7.599999,3176.72,6259.320023,4048.52,0.0,9500.461914,10307.840023,9500.461914,807.3781090000011
2026-01-06 17:00:00+00:00,1099.099975,1962.0,0.0,6.949999,3259.58,6327.6299739999995,3931.75,0.0,9446.84082,10259.379974,9446.84082,812.539154
2026-01-06 18:00:00+00:00,1084.0,1961.92,0.0,6.3,2996.42,6048.64,3701.55,0.0,9196.435546,9750.19,9196.435546,553.7544539999999
2026-01-06 19:00:00+00:00,1068.300048,1963.18,0.0,5.199999,2395.38,5432.060047000001,1388.52,0.0,8411.608398,6820.580047000001,8411.608398,-1591.028350999999
2026-01-06 20:00:00+00:00,1051.900024,1962.9,0.0,4.15,978.62,3997.570024,421.6,0.0,8424.865234,4419.170024,8424.865234,-4005.6952100000008
2026-01-06 21:00:00+00:00,1035.199951,1963.95,0.0,3.88,749.65,3752.6799510000005,312.88,0.0,8616.107421,4065.5599510000006,8616.107421,-4550.5474699999995
2026-01-06 22:00:00+00:00,1018.0,1963.5,0.0,4.48,577.8,3563.7799999999997,284.55,0.0,8120.76416,3848.33,8120.76416,-4272.43416
2026-01-06 23:00:00+00:00,1099.5,1964.02,0.0,4.63,926.28,3994.4300000000003,132.42,0.0,8085.467773,4126.85,8085.467773,-3958.617773
2026-01-07 00:00:00+00:00,1090.199951,1963.82,0.0,4.73,557.72,3616.469951,76.6,0.0,8239.005859,3693.069951,8239.005859,-4545.935908000001
2026-01-07 01:00:00+00:00,1080.5,1962.68,0.0,4.03,486.12,3533.3300000000004,40.62,0.0,8284.932617,3573.9500000000003,8284.932617,-4710.982617
2026-01-07 02:00:00+00:00,1070.599975,1963.6,0.0,3.7,503.35,3541.2499749999997,37.28,0.0,8225.655273,3578.529975,8225.655273,-4647.125298000001
2026-01-07 03:00:00+00:00,1060.5,1963.0,0.0,3.7,598.45,3625.6499999999996,53.02,0.0,8226.12207,3678.6699999999996,8226.12207,-4547.452069999999
2026-01-07 04:00:00+00:00,1050.099975,1962.22,0.0,4.38,771.98,3788.6799750000005,95.3,0.0,8035.77539,3883.9799750000006,8035.77539,-4151.795414999999
2026-01-07 05:00:00+00:00,1039.5,1960.75,0.0,5.599999,1808.42,4814.269999,685.15,0.0,9331.046875,5499.419999,9331.046875,-3831.6268760000003
2026-01-07 06:00:00+00:00,1028.800048,1961.18,0.0,7.13,2604.9,5602.010048,2143.75,0.0,9596.766601,7745.760048,9596.766601,-1851.0065529999993
2026-01-07 07:00:00+00:00,1018.0,1960.3,59.386711,9.3,2805.48,5852.466711000001,2795.42,0.0,9597.506835,8647.886711000001,9597.506835,-949.6201239999991
2026-01-07 08:00:00+00:00,1007.099975,1962.0,390.166931,10.579999,2975.55,6345.396905,3041.55,0.0,9464.511718,9386.946905,9464.511718,-77.56481299999905
2026-01-07 09:00:00+00:00,996.099975,1962.32,763.114379,10.05,2574.25,6305.8343540000005,1715.65,0.0,9363.440429,8021.484354,9363.440429,-1341.956075
2026-01-07 10:00:00+00:00,985.099975,1963.18,1062.869628,8.329999,2322.1,6341.579602,1241.05,0.0,9361.4375,7582.629602,9361.4375,-1778.807898
2026-01-07 11:00:00+00:00,974.200012,1963.48,1181.125366,7.079999,2013.45,6139.335376999999,1047.05,0.0,9352.200195,7186.385377,9352.200195,-2165.814818
2026-01-07 12:00:00+00:00,963.200012,1963.5,1096.2406,7.349999,2084.52,6114.810611000001,1171.28,0.0,9461.613281,7286.0906110000005,9461.613281,-2175.5226699999994
2026-01-07 13:00:00+00:00,952.400024,1963.68,764.513549,9.3,2372.18,6062.073573,1400.58,0.0,9477.558593,7462.653573,9477.558593,-2014.9050200000001
2026-01-07 14:00:00+00:00,941.599975,1960.62,407.307128,12.399999,2604.4,5926.327102,1988.95,0.0,9405.001953,7915.277102,9405.001953,-1489.7248510000009
2026-01-07 15:00:00+00:00,930.900024,1961.25,66.555282,15.479999,3051.55,6025.735305,2009.2,0.0,9717.45996,8034.935305,9717.45996,-1682.5246550000002
2026-01-07 16:00:00+00:00,920.299987,1962.92,0.0,18.18,3059.22,5960.619987,2117.05,0.0,9717.948242,8077.669987,9717.948242,-1640.2782550000002
2026-01-07 17:00:00+00:00,909.900024,1962.5,0.0,20.78,3121.95,6015.130024,2051.8,0.0,9716.920898,8066.930024,9716.920898,-1649.990874
2026-01-07 18:00:00+00:00,899.599975,1963.9,0.0,23.229999,2981.45,5868.179974000001,2085.72,0.0,9453.788085,7953.899974,9453.788085,-1499.8881110000002
2026-01-07 19:00:00+00:00,889.5,1964.5,0.0,25.28,2681.92,5561.200000000001,1723.52,0.0,8515.096679,7284.720000000001,8515.096679,-1230.376678999999
2026-01-07 20:00:00+00:00,879.5,1964.3,0.0,28.28,2226.72,5098.8,1014.35,0.0,8760.429687,6113.150000000001,8760.429687,-2647.2796869999993
2026-01-07 21:00:00+00:00,869.799987,1965.2,0.0,31.579999,1395.28,4261.859986,829.32,0.0,8831.100585,5091.179986,8831.100585,-3739.920599
