,Hydro Run-of-river and poundage,Nuclear,Solar,Wind Onshore,Hydro Water Reservoir,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-15 12:00:00+00:00,991.5,1954.6,904.456848,15.3,1179.02,5044.876848,340.38,0.0,9099.597656,5385.256848,9099.597656,-3714.340808
2026-01-15 13:00:00+00:00,981.0,1955.0,744.257812,16.149999,1637.1,5333.5078109999995,550.35,0.0,8711.479492,5883.857811,8711.479492,-2827.6216810000005
2026-01-15 14:00:00+00:00,969.599975,1955.05,443.989471,16.479999,2283.3,5668.4194449999995,1067.0,0.0,9366.594726,6735.4194449999995,9366.594726,-2631.175281
2026-01-15 15:00:00+00:00,957.299987,1953.95,116.949798,14.829999,3020.9,6063.929784,1900.08,0.0,8357.498046,7964.009784,8357.498046,-393.48826200000076
2026-01-15 16:00:00+00:00,944.400024,1954.88,0.30316,12.529999,3070.02,5982.133183,2720.92,0.0,8395.364257,8703.053183,8395.364257,307.6889260000007
2026-01-15 17:00:00+00:00,930.900024,1956.32,0.0,11.979999,2923.42,5822.620023,2179.42,0.0,8632.780273,8002.0400230000005,8632.780273,-630.7402499999998
2026-01-15 18:00:00+00:00,916.799987,1958.48,0.0,12.88,2840.08,5728.239987,1822.42,0.0,8260.267578,7550.659987,8260.267578,-709.6075910000009
2026-01-15 19:00:00+00:00,902.299987,1959.9,0.0,13.75,2661.42,5537.369987,1571.18,0.0,8427.523437,7108.549987,8427.523437,-1318.9734499999995
2026-01-15 20:00:00+00:00,887.5,1961.78,0.0,14.0,2264.25,5127.53,1041.65,0.0,8621.419921,6169.18,8621.419921,-2452.2399210000003
2026-01-15 21:00:00+00:00,872.400024,1963.48,0.0,15.329999,1298.3,4149.510023,341.82,0.0,8136.943847,4491.3300229999995,8136.943847,-3645.613824
2026-01-15 22:00:00+00:00,857.200012,1963.28,0.0,17.399999,801.42,3639.3000110000003,90.32,0.0,7680.186035,3729.6200110000004,7680.186035,-3950.5660239999993
2026-01-15 23:00:00+00:00,1055.400024,1965.5,0.0,19.799999,801.18,3841.8800229999997,39.6,0.0,7535.407226,3881.4800229999996,7535.407226,-3653.9272030000006
2026-01-16 00:00:00+00:00,1054.5,1965.58,0.0,27.479999,578.05,3625.6099990000002,38.98,0.0,8323.61621,3664.5899990000003,8323.61621,-4659.026211
2026-01-16 01:00:00+00:00,1053.099975,1965.38,0.0,26.7,669.45,3714.629975,38.8,0.0,8377.411132,3753.429975,8377.411132,-4623.981156999999
2026-01-16 02:00:00+00:00,1051.099975,1965.35,0.0,25.0,596.42,3637.869975,40.78,0.0,7659.352539,3678.6499750000003,7659.352539,-3980.702564
2026-01-16 03:00:00+00:00,1048.599975,1964.38,0.0,24.479999,687.35,3724.8099740000002,51.55,0.0,7239.095703,3776.3599740000004,7239.095703,-3462.7357289999995
2026-01-16 04:00:00+00:00,1045.400024,1963.5,0.0,24.53,943.3,3976.7300240000004,228.98,0.0,8143.415527,4205.710024,8143.415527,-3937.705503
2026-01-16 05:00:00+00:00,1041.599975,1961.72,0.0,22.899999,1708.18,4734.399974000001,910.2,0.0,8001.323242,5644.599974000001,8001.323242,-2356.7232679999997
2026-01-16 06:00:00+00:00,1037.099975,1960.78,0.0,18.399999,2829.3,5845.579974,2553.92,0.0,8947.089843,8399.499974,8947.089843,-547.5898689999995
2026-01-16 07:00:00+00:00,1031.800048,1961.78,52.763832,13.279999,2978.7,6038.323879,3235.62,0.0,9453.269531,9273.943878999999,9453.269531,-179.32565200000136
2026-01-16 08:00:00+00:00,1025.699951,1962.82,313.434783,10.479999,2858.0,6170.434733,2997.7,0.0,9470.46582,9168.134732999999,9470.46582,-302.3310870000005
2026-01-16 09:00:00+00:00,1018.799987,1964.78,587.491455,9.13,2561.58,6141.7814419999995,2111.85,0.0,8652.641601,8253.631442,8652.641601,-399.0101589999995
2026-01-16 10:00:00+00:00,1011.0,1966.62,840.536743,7.13,2137.78,5963.066743,1159.18,0.0,8706.985351,7122.246743000001,8706.985351,-1584.7386079999987
2026-01-16 11:00:00+00:00,1002.299987,1964.3,981.31958,6.099999,1147.45,5101.469566,636.78,0.0,8427.015625,5738.2495659999995,8427.015625,-2688.7660590000005
2026-01-16 12:00:00+00:00,992.599975,1963.68,987.172912,6.599999,929.55,4879.602886,562.88,0.0,8361.802734,5442.482886,8361.802734,-2919.319848000001
2026-01-16 13:00:00+00:00,982.0,1964.05,810.360656,7.699999,1610.4,5374.510655,671.55,0.0,7896.782226,6046.060655,7896.782226,-1850.721571
2026-01-16 14:00:00+00:00,970.599975,1963.75,481.324798,9.149999,2425.7,5850.524772000001,992.25,0.0,8059.673339,6842.774772000001,8059.673339,-1216.8985669999993
2026-01-16 15:00:00+00:00,958.5,1963.02,134.346527,10.38,2697.78,5764.026527,2011.9,0.0,8544.516601,7775.926527,8544.516601,-768.5900739999997
2026-01-16 16:00:00+00:00,945.700012,1962.38,0.457071,10.85,3058.7,5978.087083,2463.55,0.0,8472.749023,8441.637083000001,8472.749023,-31.111939999998867
2026-01-16 17:00:00+00:00,932.400024,1962.75,0.0,10.979999,2890.4,5796.530023,2322.52,0.0,8270.289062,8119.050023,8270.289062,-151.23903900000005
2026-01-16 18:00:00+00:00,918.5,1963.42,0.0,11.029999,2623.25,5516.199999,1760.52,0.0,7873.206542,7276.719999000001,7873.206542,-596.4865429999991
2026-01-16 19:00:00+00:00,904.299987,1962.9,0.0,9.979999,1904.7,4781.879986,725.95,0.0,8359.655273,5507.829986,8359.655273,-2851.8252870000006
2026-01-16 20:00:00+00:00,889.700012,1963.82,0.0,8.85,900.45,3762.820012,240.68,0.0,7404.822753,4003.500012,7404.822753,-3401.3227410000004
2026-01-16 21:00:00+00:00,874.799987,1964.55,0.0,9.1,516.0,3364.449987,116.7,0.0,8216.49414,3481.149987,8216.49414,-4735.344153000001
2026-01-16 22:00:00+00:00,859.700012,1965.22,0.0,9.229999,505.08,3339.230011,123.48,0.0,7592.398437,3462.710011,7592.398437,-4129.688426
2026-01-16 23:00:00+00:00,896.099975,1965.02,0.0,8.899999,490.6,3360.619974,77.05,0.0,7961.729492,3437.6699740000004,7961.729492,-4524.059518
2026-01-17 00:00:00+00:00,883.200012,1965.4,0.0,5.05,321.32,3174.970012,53.18,0.0,7524.351074,3228.150012,7524.351074,-4296.201062
2026-01-17 01:00:00+00:00,870.200012,1964.75,0.0,5.15,307.15,3147.2500120000004,41.12,0.0,7095.749023,3188.3700120000003,7095.749023,-3907.379011
2026-01-17 02:00:00+00:00,857.099975,1965.32,0.0,6.829999,237.3,3066.549974,40.05,0.0,6652.400878,3106.599974,6652.400878,-3545.800904
2026-01-17 03:00:00+00:00,844.099975,1965.28,0.0,8.779999,198.12,3016.2799739999996,40.2,0.0,7334.911621,3056.4799739999994,7334.911621,-4278.431647000001
2026-01-17 04:00:00+00:00,831.200012,1964.3,0.0,9.579999,241.4,3046.480011,37.55,0.0,6762.35791,3084.0300110000003,6762.35791,-3678.3278989999994
2026-01-17 05:00:00+00:00,818.299987,1962.42,0.0,10.13,530.42,3321.269987,157.25,0.0,7220.646972,3478.519987,7220.646972,-3742.1269849999994
2026-01-17 06:00:00+00:00,805.700012,1963.0,0.0,12.13,649.55,3430.3800120000005,564.65,0.0,7925.481933,3995.0300120000006,7925.481933,-3930.4519209999994
2026-01-17 07:00:00+00:00,793.400024,1963.3,48.09983,12.85,797.32,3614.969854,629.52,0.0,7743.808105,4244.4898539999995,7743.808105,-3499.3182510000006
2026-01-17 08:00:00+00:00,781.299987,1962.78,279.597473,11.68,727.3,3762.6574599999994,691.22,0.0,7997.160156,4453.87746,7997.160156,-3543.282696
2026-01-17 09:00:00+00:00,769.599975,1963.68,540.011901,12.63,553.05,3838.9718759999996,180.0,0.0,7429.887695,4018.9718759999996,7429.887695,-3410.9158190000007
2026-01-17 10:00:00+00:00,758.299987,1964.02,770.670043,14.329999,304.6,3811.920029,106.5,0.0,7570.436035,3918.420029,7570.436035,-3652.016006
2026-01-17 11:00:00+00:00,747.5,1963.58,866.60852,12.229999,185.98,3775.898519,44.62,0.0,7606.680175,3820.5185189999997,7606.680175,-3786.1616560000007
2026-01-17 12:00:00+00:00,737.200012,1963.68,725.242675,10.1,257.02,3693.242687,29.75,0.0,7494.924316,3722.992687,7494.924316,-3771.9316289999997
2026-01-17 13:00:00+00:00,727.400024,1963.32,619.542419,9.329999,370.0,3689.592442,89.7,0.0,7675.401367,3779.292442,7675.401367,-3896.1089250000005
2026-01-17 14:00:00+00:00,718.299987,1962.1,401.127319,8.329999,518.82,3608.677305,203.8,0.0,8142.902832,3812.4773050000003,8142.902832,-4330.425526999999
2026-01-17 15:00:00+00:00,709.700012,1962.7,113.139312,6.55,1280.9,4072.989324,627.2,0.0,7655.030273,4700.189324,7655.030273,-2954.8409490000004
2026-01-17 16:00:00+00:00,701.700012,1961.38,0.550351,6.28,1930.52,4600.430363,1053.6,0.0,7480.600097,5654.030363,7480.600097,-1826.5697339999997
2026-01-17 17:00:00+00:00,694.400024,1961.92,0.0,7.38,2204.75,4868.450024,1234.48,0.0,7656.002441,6102.930023999999,7656.002441,-1553.0724170000003
2026-01-17 18:00:00+00:00,687.700012,1962.1,0.0,8.079999,1605.55,4263.4300109999995,1075.95,0.0,8122.66455,5339.380010999999,8122.66455,-2783.284539000001
2026-01-17 19:00:00+00:00,681.700012,1962.1,0.0,8.479999,815.48,3467.760011,286.78,0.0,8583.072265,3754.540011,8583.072265,-4828.532254000001
2026-01-17 20:00:00+00:00,676.400024,1963.0,0.0,8.979999,657.72,3306.100023,158.32,0.0,7656.138671,3464.420023,7656.138671,-4191.718648
2026-01-17 21:00:00+00:00,671.799987,1962.9,0.0,9.6,320.18,2964.4799869999997,85.22,0.0,7733.668457,3049.6999869999995,7733.668457,-4683.96847
2026-01-17 22:00:00+00:00,667.900024,1964.72,0.0,10.399999,296.9,2939.920023,51.72,0.0,6378.975585,2991.640023,6378.975585,-3387.335562
2026-01-17 23:00:00+00:00,669.5,1964.02,0.0,10.649999,245.5,2889.669999,45.15,0.0,7015.134765,2934.8199990000003,7015.134765,-4080.3147659999995
2026-01-18 00:00:00+00:00,666.200012,1964.98,0.0,21.2,190.58,2842.9600119999996,48.98,0.0,7732.726074,2891.9400119999996,7732.726074,-4840.786062000001
2026-01-18 01:00:00+00:00,663.799987,1964.82,0.0,17.129999,192.42,2838.1699860000003,53.52,0.0,7638.313964,2891.6899860000003,7638.313964,-4746.623978
2026-01-18 02:00:00+00:00,662.200012,1965.25,0.0,13.18,198.48,2839.110012,40.28,0.0,7080.344238,2879.3900120000003,7080.344238,-4200.954226
2026-01-18 03:00:00+00:00,661.5,1964.0,0.0,11.8,180.45,2817.75,23.6,0.0,7821.462402,2841.35,7821.462402,-4980.112402000001
2026-01-18 04:00:00+00:00,661.599975,1963.35,0.0,11.029999,186.1,2822.0799739999998,26.8,0.0,7119.104492,2848.879974,7119.104492,-4270.224518000001
2026-01-18 05:00:00+00:00,662.700012,1962.65,0.0,10.43,237.9,2873.680012,81.98,0.0,7481.618652,2955.660012,7481.618652,-4525.958640000001
2026-01-18 06:00:00+00:00,664.700012,1963.7,0.0,10.13,396.3,3034.8300120000004,116.65,0.0,7358.686523,3151.4800120000004,7358.686523,-4207.206511
2026-01-18 07:00:00+00:00,667.700012,1755.28,57.078033,10.399999,474.58,2965.038044,244.98,0.0,7618.899902,3210.018044,7618.899902,-4408.881858000001
2026-01-18 08:00:00+00:00,671.700012,1617.58,301.550933,10.979999,523.25,3125.0609440000003,257.05,0.0,7236.68457,3382.1109440000005,7236.68457,-3854.573626
2026-01-18 09:00:00+00:00,676.799987,1655.58,578.312683,11.3,400.08,3322.07267,253.68,0.0,7024.85205,3575.75267,7024.85205,-3449.0993800000006
2026-01-18 10:00:00+00:00,682.900024,1706.65,794.059997,12.18,330.78,3526.5700209999995,210.68,0.0,8046.574707,3737.2500209999994,8046.574707,-4309.324686
2026-01-18 11:00:00+00:00,690.099975,1760.72,951.586608,12.899999,382.42,3797.7265820000002,181.3,0.0,7953.796386,3979.0265820000004,7953.796386,-3974.7698039999996
2026-01-18 12:00:00+00:00,698.400024,1816.75,922.996276,11.829999,301.48,3751.456299,154.4,0.0,7028.149414,3905.856299,7028.149414,-3122.2931150000004
2026-01-18 13:00:00+00:00,707.700012,1860.72,720.191589,11.0,400.6,3700.211601,143.48,0.0,8276.817382,3843.691601,8276.817382,-4433.125780999999
2026-01-18 14:00:00+00:00,718.099975,1885.35,423.514526,10.75,450.6,3488.314501,263.98,0.0,7016.463378,3752.294501,7016.463378,-3264.1688770000005
2026-01-18 15:00:00+00:00,729.299987,1937.58,130.288833,11.25,604.0,3412.41882,320.12,0.0,7326.205078,3732.5388199999998,7326.205078,-3593.666258
2026-01-18 16:00:00+00:00,741.400024,1963.68,1.02608,12.38,930.42,3648.906104,454.5,0.0,7831.190429,4103.406104,7831.190429,-3727.7843250000005
2026-01-18 17:00:00+00:00,754.299987,1962.92,0.0,13.329999,919.75,3650.299986,542.72,0.0,8042.658203,4193.019986,8042.658203,-3849.6382169999997
2026-01-18 18:00:00+00:00,767.799987,1963.28,0.0,13.55,847.15,3591.7799870000003,677.68,0.0,6968.570312,4269.459987,6968.570312,-2699.1103249999996
2026-01-18 19:00:00+00:00,782.0,1962.28,0.0,14.399999,678.02,3436.699999,310.4,0.0,7745.221679,3747.099999,7745.221679,-3998.12168
2026-01-18 20:00:00+00:00,796.700012,1963.15,0.0,15.699999,522.7,3298.250011,110.98,0.0,7723.599609,3409.230011,7723.599609,-4314.369597999999
2026-01-18 21:00:00+00:00,811.900024,1964.4,0.0,15.649999,400.25,3192.2000230000003,39.72,0.0,7176.520996,3231.920023,7176.520996,-3944.600973
2026-01-18 22:00:00+00:00,827.5,1964.82,0.0,14.649999,232.05,3039.019999,78.45,0.0,7044.123535,3117.469999,7044.123535,-3926.653536
2026-01-18 23:00:00+00:00,699.5,1965.15,0.0,14.449999,267.2,2946.299999,38.72,0.0,7415.091796,2985.0199989999996,7415.091796,-4430.0717970000005
2026-01-19 00:00:00+00:00,702.5,1964.72,0.0,8.55,258.02,2933.7900000000004,29.42,0.0,7918.432617,2963.2100000000005,7918.432617,-4955.222616999999
2026-01-19 01:00:00+00:00,706.099975,1965.3,0.0,8.829999,201.38,2881.609974,27.6,0.0,7821.959472,2909.209974,7821.959472,-4912.749497999999
2026-01-19 02:00:00+00:00,710.400024,1965.5,0.0,9.829999,172.28,2858.0100230000003,31.7,0.0,7657.35498,2889.710023,7657.35498,-4767.644957
2026-01-19 03:00:00+00:00,715.400024,1964.28,0.0,10.029999,185.5,2875.210023,41.88,0.0,7723.177734,2917.090023,7723.177734,-4806.087711
2026-01-19 04:00:00+00:00,721.299987,1962.75,0.0,9.699999,504.15,3197.899986,219.05,0.0,7887.324218,3416.949986,7887.324218,-4470.374232
2026-01-19 05:00:00+00:00,728.099975,1961.35,0.0,9.68,1201.28,3900.4099749999996,758.42,0.0,8238.194335,4658.829975,8238.194335,-3579.3643600000005
2026-01-19 06:00:00+00:00,735.799987,1960.55,0.0,9.63,2429.35,5135.329987,1714.92,0.0,9059.013671,6850.249987,9059.013671,-2208.7636840000005
2026-01-19 07:00:00+00:00,744.5,1960.3,54.825321,9.229999,2123.7,4892.5553199999995,1675.65,0.0,8985.070312,6568.205319999999,8985.070312,-2416.8649920000007
2026-01-19 08:00:00+00:00,754.299987,1960.58,306.541412,8.229999,2097.42,5127.071398,1749.95,0.0,8673.816406,6877.021398,8673.816406,-1796.795008
2026-01-19 09:00:00+00:00,765.099975,1961.7,587.584716,6.699999,1832.28,5153.364689999999,1022.8,0.0,9138.316406,6176.16469,9138.316406,-2962.1517160000003
2026-01-19 10:00:00+00:00,777.200012,1962.65,800.552307,6.449999,1431.72,4978.5723179999995,848.3,0.0,8744.679687,5826.872318,8744.679687,-2917.807369
2026-01-19 11:00:00+00:00,790.5,1962.88,952.029663,7.05,969.8,4682.259663000001,291.7,0.0,8056.996093,4973.959663000001,8056.996093,-3083.036429999999
2026-01-19 12:00:00+00:00,805.0,1962.55,943.060791,6.98,1030.12,4747.7107909999995,440.0,0.0,8758.012695,5187.7107909999995,8758.012695,-3570.301904
2026-01-19 13:00:00+00:00,820.599975,1962.42,739.048095,6.4,1355.98,4884.44807,461.0,0.0,8507.469726,5345.44807,8507.469726,-3162.021655999999
2026-01-19 14:00:00+00:00,837.299987,1962.38,460.700592,6.38,2003.25,5270.010579,1376.62,0.0,8830.228515,6646.630579,8830.228515,-2183.597936000001
2026-01-19 15:00:00+00:00,854.799987,1962.55,145.810638,8.1,2525.95,5497.210625,2772.2,0.0,8143.189453,8269.410625,8143.189453,126.22117200000048
2026-01-19 16:00:00+00:00,873.099975,1962.88,1.399199,9.829999,2401.68,5248.889173,3122.0,0.0,8224.825195,8370.889173,8224.825195,146.06397800000013
2026-01-19 17:00:00+00:00,891.900024,1963.02,0.0,10.449999,1768.18,4633.550023,2622.18,0.0,8454.315429,7255.730023,8454.315429,-1198.5854060000001
2026-01-19 18:00:00+00:00,911.200012,1963.25,0.0,10.949999,1861.3,4746.700011,1378.0,0.0,8729.155273,6124.700011,8729.155273,-2604.4552620000004
2026-01-19 19:00:00+00:00,930.799987,1963.38,0.0,11.699999,1830.95,4736.829986,872.7,0.0,8760.77832,5609.529986,8760.77832,-3151.248334
2026-01-19 20:00:00+00:00,950.599975,1964.58,0.0,12.68,1454.3,4382.159975,718.02,0.0,7783.302734,5100.179974999999,7783.302734,-2683.1227590000008
2026-01-19 21:00:00+00:00,970.5,1963.95,0.0,13.149999,769.48,3717.079999,176.02,0.0,8113.093261,3893.099999,8113.093261,-4219.993262
2026-01-19 22:00:00+00:00,990.200012,1965.25,0.0,12.649999,559.78,3527.880011,170.58,0.0,7390.593261,3698.460011,7390.593261,-3692.13325
2026-01-19 23:00:00+00:00,866.400024,1965.05,0.0,12.05,443.95,3287.4500239999998,101.85,0.0,7892.60205,3389.3000239999997,7892.60205,-4503.302026000001
2026-01-20 00:00:00+00:00,870.900024,1965.48,0.0,13.38,326.22,3175.9800240000004,59.15,0.0,8738.925781,3235.1300240000005,8738.925781,-5503.795757
2026-01-20 01:00:00+00:00,875.400024,1965.2,0.0,11.63,317.92,3170.1500240000005,59.6,0.0,7846.332031,3229.7500240000004,7846.332031,-4616.582006999999
2026-01-20 02:00:00+00:00,879.799987,1964.78,0.0,10.529999,240.72,3095.8299859999997,57.12,0.0,8614.475585,3152.9499859999996,8614.475585,-5461.5255990000005
2026-01-20 03:00:00+00:00,884.200012,1964.92,0.0,9.699999,338.88,3197.7000110000004,81.68,0.0,8296.250976,3279.380011,8296.250976,-5016.870964999999
2026-01-20 04:00:00+00:00,888.599975,1963.35,0.0,9.149999,670.28,3531.3799740000004,287.65,0.0,8323.480468,3819.0299740000005,8323.480468,-4504.450493999999
2026-01-20 05:00:00+00:00,892.900024,1962.2,0.0,8.68,1849.0,4712.780024,1578.3,0.0,9227.830078,6291.080024,9227.830078,-2936.750054000001
2026-01-20 06:00:00+00:00,897.299987,1961.9,0.0,7.699999,2754.22,5621.119986,3136.78,0.0,9334.652343,8757.899986,9334.652343,-576.7523569999994
2026-01-20 07:00:00+00:00,901.599975,1964.32,65.43592,6.9,2860.02,5798.275895,3189.98,0.0,9275.482421,8988.255895,9275.482421,-287.2265260000004
2026-01-20 08:00:00+00:00,905.799987,1965.62,358.545013,6.5,2692.12,5928.584999999999,2907.3,0.0,8878.827148,8835.884999999998,8878.827148,-42.94214800000191
2026-01-20 09:00:00+00:00,910.099975,1962.78,682.0307,6.429999,1602.72,5164.060674,1162.58,0.0,9067.421875,6326.640674,9067.421875,-2740.781201
2026-01-20 10:00:00+00:00,914.400024,1962.35,930.747863,6.5,994.48,4808.477887,332.92,0.0,8753.287109,5141.397887,8753.287109,-3611.8892220000007
2026-01-20 11:00:00+00:00,918.599975,1963.0,1024.251708,6.429999,870.7,4782.981682,232.72,0.0,8812.051757,5015.701682,8812.051757,-3796.3500749999994
2026-01-20 12:00:00+00:00,922.799987,1962.1,1032.133911,6.949999,792.35,4716.3338969999995,202.92,0.0,8591.200195,4919.253897,8591.200195,-3671.946298
2026-01-20 13:00:00+00:00,927.099975,1962.82,860.335449,6.679999,1033.28,4790.215423,451.52,0.0,8372.686523,5241.735423,8372.686523,-3130.9511
2026-01-20 14:00:00+00:00,931.299987,1962.68,531.97583,5.75,2518.28,5949.985817000001,2104.28,0.0,9152.563476,8054.265817000001,9152.563476,-1098.297658999998
2026-01-20 15:00:00+00:00,935.5,1961.28,164.140151,6.349999,2891.58,5958.85015,2865.45,0.0,8876.557617,8824.30015,8876.557617,-52.25746700000127
2026-01-20 16:00:00+00:00,939.599975,1962.0,1.84228,7.599999,3069.52,5980.562254,3158.88,0.0,8768.555664,9139.442254000001,8768.555664,370.8865900000019
2026-01-20 17:00:00+00:00,943.799987,1962.58,0.0,7.9,2756.78,5671.059987000001,1669.3,0.0,8440.444335,7340.359987000001,8440.444335,-1100.0843479999994
2026-01-20 18:00:00+00:00,947.900024,1962.6,0.0,8.329999,2627.55,5546.380023,1391.0,0.0,8423.039062,6937.380023,8423.039062,-1485.6590390000001
2026-01-20 19:00:00+00:00,951.900024,1962.65,0.0,8.779999,2406.95,5330.280022999999,1286.65,0.0,9121.304687,6616.930022999999,9121.304687,-2504.374664000001
2026-01-20 20:00:00+00:00,955.900024,1963.32,0.0,8.93,1698.2,4626.350024,817.28,0.0,8689.39746,5443.630024,8689.39746,-3245.767436
2026-01-20 21:00:00+00:00,959.900024,1964.55,0.0,9.38,1003.65,3937.480024,309.98,0.0,8496.621093,4247.460024,8496.621093,-4249.161069
2026-01-20 22:00:00+00:00,963.799987,1965.15,0.0,10.6,592.75,3532.299987,248.78,0.0,7762.577148,3781.079987,7762.577148,-3981.4971610000002
2026-01-20 23:00:00+00:00,934.299987,1965.12,0.0,10.5,570.3,3480.2199869999995,56.3,0.0,8042.478515,3536.5199869999997,8042.478515,-4505.958528
2026-01-21 00:00:00+00:00,933.0,1965.62,0.0,13.149999,381.92,3293.689999,39.38,0.0,8266.230468,3333.0699990000003,8266.230468,-4933.1604689999995
2026-01-21 01:00:00+00:00,931.700012,1965.25,0.0,10.6,261.4,3168.9500120000002,36.35,0.0,7951.838867,3205.300012,7951.838867,-4746.538855000001
2026-01-21 02:00:00+00:00,930.5,1965.5,0.0,10.1,243.8,3149.9,35.55,0.0,8643.457031,3185.4500000000003,8643.457031,-5458.007030999999
2026-01-21 03:00:00+00:00,929.400024,1964.5,0.0,10.649999,526.1,3430.650023,72.88,0.0,8353.341796,3503.5300230000003,8353.341796,-4849.811773
2026-01-21 04:00:00+00:00,928.599975,1963.35,0.0,9.1,857.58,3758.629975,474.9,0.0,8181.515136,4233.5299749999995,8181.515136,-3947.9851610000005
2026-01-21 05:00:00+00:00,927.900024,1962.75,0.0,7.15,1854.35,4752.1500240000005,1326.22,0.0,9228.475585,6078.370024000001,9228.475585,-3150.1055609999994
2026-01-21 06:00:00+00:00,927.599975,1962.25,0.0,5.75,2836.35,5731.9499749999995,2914.1,0.0,9613.27539,8646.049975,9613.27539,-967.2254150000008
2026-01-21 07:00:00+00:00,927.5,1962.45,80.337402,5.199999,3010.4,5985.887401,3758.18,0.0,9173.200195,9744.067401,9173.200195,570.8672060000008
2026-01-21 08:00:00+00:00,927.799987,1962.58,420.660156,5.78,2846.92,6163.740143,2665.55,0.0,9644.335937,8829.290143,9644.335937,-815.0457939999997
2026-01-21 09:00:00+00:00,928.5,1963.75,771.215698,6.28,2490.12,6159.865698,2211.78,0.0,9009.58496,8371.645698,9009.58496,-637.9392619999999
2026-01-21 10:00:00+00:00,929.700012,1963.82,1039.372436,6.73,2153.52,6093.1424480000005,1122.9,0.0,8615.701171,7216.042448,8615.701171,-1399.6587230000005
2026-01-21 11:00:00+00:00,931.299987,1964.2,1160.170043,6.75,1662.45,5724.87003,682.95,0.0,8436.000976,6407.82003,8436.000976,-2028.1809459999995
2026-01-21 12:00:00+00:00,933.5,1963.1,1087.728759,6.699999,1475.35,5466.378758,884.88,0.0,9503.258789,6351.258758,9503.258789,-3152.0000309999996
2026-01-21 13:00:00+00:00,936.099975,1963.55,907.287902,7.4,2126.2,5940.537877,1245.78,0.0,8687.93164,7186.3178769999995,8687.93164,-1501.6137630000012
2026-01-21 14:00:00+00:00,939.299987,1962.72,557.464599,8.199999,2429.2,5896.884585,2353.45,0.0,8375.409179,8250.334585,8375.409179,-125.0745939999997
2026-01-21 15:00:00+00:00,942.799987,1961.15,179.204864,8.399999,2832.52,5924.07485,2896.38,0.0,8932.329101,8820.45485,8932.329101,-111.87425099999928
2026-01-21 16:00:00+00:00,946.700012,1961.08,2.821719,8.229999,2948.58,5867.41173,3083.58,0.0,8744.586914,8950.99173,8744.586914,206.4048160000002
2026-01-21 17:00:00+00:00,950.900024,1961.35,0.0,8.199999,2943.45,5863.900023,3222.35,0.0,8774.489257,9086.250023,8774.489257,311.76076600000124
2026-01-21 18:00:00+00:00,955.400024,1961.88,0.0,8.029999,2913.65,5838.960023,3060.45,0.0,9523.561523,8899.410023,9523.561523,-624.1514999999999
2026-01-21 19:00:00+00:00,960.200012,1961.32,0.0,7.849999,2723.9,5653.2700110000005,2768.48,0.0,9280.710937,8421.750011,9280.710937,-858.9609259999997
2026-01-21 20:00:00+00:00,965.200012,1962.95,0.0,8.13,2617.95,5554.230012,1663.6,0.0,8843.595703,7217.830012,8843.595703,-1625.7656910000005
2026-01-21 21:00:00+00:00,970.400024,1964.75,0.0,8.649999,2025.85,4969.650023,1145.62,0.0,8338.674804,6115.270023,8338.674804,-2223.404781
2026-01-21 22:00:00+00:00,975.700012,1965.42,0.0,9.13,1498.65,4448.900012,851.85,0.0,8269.442382,5300.750012,8269.442382,-2968.692369999999
2026-01-21 23:00:00+00:00,1037.300048,1966.08,0.0,9.699999,995.42,4008.500047,365.82,0.0,8094.282226,4374.320047,8094.282226,-3719.962179
2026-01-22 00:00:00+00:00,1039.699951,1966.28,0.0,11.13,813.5,3830.6099510000004,211.32,0.0,7970.574218,4041.9299510000005,7970.574218,-3928.644266999999
2026-01-22 01:00:00+00:00,1042.0,1965.6,0.0,8.8,806.82,3823.2200000000003,145.5,0.0,8287.89746,3968.7200000000003,8287.89746,-4319.17746
2026-01-22 02:00:00+00:00,1044.199951,1966.48,0.0,5.75,741.28,3757.709951,129.68,0.0,7970.768066,3887.3899509999997,7970.768066,-4083.378115
2026-01-22 03:00:00+00:00,1046.199951,1965.82,0.0,4.849999,721.85,3738.71995,304.88,0.0,8184.291992,4043.5999500000003,8184.291992,-4140.692042000001
2026-01-22 04:00:00+00:00,1048.199951,1964.6,0.0,4.699999,1086.75,4104.249949999999,505.48,0.0,8295.14746,4609.729949999999,8295.14746,-3685.417510000001
2026-01-22 05:00:00+00:00,1050.0,1962.2,0.0,4.429999,2127.6,5144.229998999999,1418.3,0.0,8898.629882,6562.529998999999,8898.629882,-2336.099883
2026-01-22 06:00:00+00:00,1051.699951,1961.65,0.0,6.099999,2866.08,5885.52995,2940.35,0.0,9425.495117,8825.87995,9425.495117,-599.6151669999999
2026-01-22 07:00:00+00:00,1053.099975,1961.4,77.576309,6.38,2975.48,6073.936284,3176.42,0.0,9823.799804,9250.356284000001,9823.799804,-573.4435199999989
2026-01-22 08:00:00+00:00,1054.5,1960.48,358.465698,4.179999,2611.58,5989.205696999999,3006.3,0.0,9615.716796,8995.505697,9615.716796,-620.2110990000001
2026-01-22 09:00:00+00:00,1055.599975,1961.92,655.478576,2.5,2317.42,5992.918551000001,2325.38,0.0,9506.909179,8318.298551,9506.909179,-1188.6106280000004
