,Biomass,Fossil Gas,Hydro Run-of-river and poundage,Nuclear,Solar,Waste,Wind Onshore,Fossil Hard coal,Hydro Water Reservoir,Fossil Brown coal/Lignite,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-01 00:00:00+00:00,11.710656,306.81477,66.362363,1764.5832,4.858266,3.107,311.353257,49.6576,8.63888,990.26102,3517.347012,0.0,0.0,4992.17595,3517.347012,4992.17595,-1474.8289379999997
2026-01-01 01:00:00+00:00,10.901616,307.713995,66.413793,1764.4464,6.828713,3.119,289.370683,49.666,8.62895,957.54399,3464.6331400000004,0.0,0.0,4903.68863,3464.6331400000004,4903.68863,-1439.0554899999993
2026-01-01 02:00:00+00:00,10.91752,308.08449,67.608713,1764.9936,4.487858,3.501,295.221821,49.7361,8.67447,1009.70547,3522.931042,0.0,0.0,4795.4469,3522.931042,4795.4469,-1272.5158579999998
2026-01-01 03:00:00+00:00,11.322384,306.529335,67.554323,1764.4464,13.938071,3.419,290.542923,49.8433,8.62595,988.48054,3504.702226,0.0,0.0,4739.55801,3504.702226,4739.55801,-1234.8557839999999
2026-01-01 04:00:00+00:00,11.313792,307.234675,75.574164,1764.9936,15.742762,3.466,266.662816,49.6836,48.99814,941.90645,3485.5759989999997,0.0,0.0,4764.59884,3485.5759989999997,4764.59884,-1279.022841
2026-01-01 05:00:00+00:00,11.451728,308.01671,105.07265,1766.088,32.650884,3.465,242.595718,49.7153,122.22143,921.72194,3562.9993600000003,0.0,0.0,4832.02866,3562.9993600000003,4832.02866,-1269.0292999999997
2026-01-01 06:00:00+00:00,11.555856,307.63412,146.440037,1765.6776,423.421571,3.431,268.361428,49.4505,216.77827,923.11071,4115.861092,0.0,0.0,5026.14126,4115.861092,5026.14126,-910.2801680000002
2026-01-01 07:00:00+00:00,11.293728,306.65328,127.657777,1764.72,1527.974811,3.445,195.739028,49.6766,559.13908,920.40892,5466.708224,0.0,0.0,5169.26153,5466.708224,5169.26153,297.4466940000002
2026-01-01 08:00:00+00:00,11.780256,305.46256,91.676445,1764.8568,2283.951216,3.447,112.614905,49.5881,561.08642,939.28235,6123.746052,0.0,0.0,5195.45062,6123.746052,5195.45062,928.2954320000008
2026-01-01 09:00:00+00:00,11.99024,304.16812,73.378394,1765.2672,2452.335052,4.199,123.311024,49.7262,403.09427,981.19951,6168.669009999999,0.0,0.0,5411.09486,6168.669009999999,5411.09486,757.5741499999986
2026-01-01 10:00:00+00:00,11.892384,302.899445,66.557917,1764.72,2328.662542,4.409,239.441677,49.555,9.18606,922.19679,5699.520815,0.0,0.0,5409.63496,5699.520815,5409.63496,289.88585499999954
2026-01-01 11:00:00+00:00,12.078384,303.12534,67.311812,1764.72,2219.931818,4.313,224.229485,49.6788,8.61771,920.24309,5574.249439,0.0,0.0,5355.45143,5574.249439,5355.45143,218.7980090000001
2026-01-01 12:00:00+00:00,12.413504,303.725175,69.624551,1764.72,1841.893471,3.574,192.191076,49.6,8.68029,924.06451,5170.486577000001,0.0,0.0,5068.24887,5170.486577000001,5068.24887,102.23770700000023
2026-01-01 13:00:00+00:00,12.289312,303.59583,77.823246,1765.404,979.322463,3.375,127.906326,49.6742,11.0373,939.04655,4269.474227,0.0,0.0,5041.02741,4269.474227,5041.02741,-771.553183
2026-01-01 14:00:00+00:00,12.173056,304.8132,117.112842,1764.72,271.161338,3.381,104.176977,49.5208,342.5507,986.96374,3956.5736529999995,0.0,0.0,5283.70917,3956.5736529999995,5283.70917,-1327.1355170000006
2026-01-01 15:00:00+00:00,11.991984,304.834095,155.174025,1765.6776,325.74458,3.358,129.001405,49.925,698.3063,1044.4612,4488.474189,0.0,0.0,5642.89225,4488.474189,5642.89225,-1154.4180610000003
2026-01-01 16:00:00+00:00,11.706576,305.357105,159.786732,1764.3096,421.861819,3.263,137.738086,49.8364,952.51761,980.22538,4786.602308,0.0,0.0,5805.48853,4786.602308,5805.48853,-1018.8862219999992
2026-01-01 17:00:00+00:00,11.656624,306.107265,158.157618,1764.1728,331.96972,3.454,163.590055,50.0521,957.89441,955.89655,4702.951142000001,0.0,0.0,5811.6384,4702.951142000001,5811.6384,-1108.687257999999
2026-01-01 18:00:00+00:00,11.354432,307.044585,138.498742,1764.036,151.268267,3.495,173.438179,49.7192,862.4909,931.42344,4392.768744999999,0.0,0.0,5754.86385,4392.768744999999,5754.86385,-1362.0951050000003
2026-01-01 19:00:00+00:00,11.437408,303.518555,105.414071,1765.6776,33.538071,3.54,231.037042,49.8864,589.0292,940.44316,4033.5215069999995,0.0,0.0,5616.84695,4033.5215069999995,5616.84695,-1583.3254430000006
2026-01-01 20:00:00+00:00,11.48928,302.54474,80.995097,1764.8568,26.293192,3.48,307.319977,49.7595,397.3226,1053.45108,3997.5122660000006,0.0,0.0,5489.62715,3997.5122660000006,5489.62715,-1492.1148839999996
2026-01-01 21:00:00+00:00,11.652656,302.35833,67.293923,1762.8048,124.353068,3.411,342.725961,49.8025,208.97305,1030.37466,3903.7499479999997,0.0,0.0,5237.12492,3903.7499479999997,5237.12492,-1333.3749720000005
2026-01-01 22:00:00+00:00,12.173936,306.279105,81.712629,1763.7624,3.213599,3.283,353.010121,49.8203,8.88905,1129.38161,3711.5257500000002,0.0,0.0,5082.91251,3711.5257500000002,5082.91251,-1371.3867599999999
2026-01-01 23:00:00+00:00,12.14368,305.664375,71.609868,1764.1728,33.658089,3.278,309.569891,49.6536,8.61977,992.54139,3550.911463,0.0,0.0,4826.09623,3550.911463,4826.09623,-1275.1847670000002
2026-01-02 00:00:00+00:00,12.12768,304.86661,71.005621,1763.7624,0.65632,3.314,313.548602,49.6804,8.61877,930.32414,3457.904543,0.0,0.0,4891.64964,3457.904543,4891.64964,-1433.7450969999995
2026-01-02 01:00:00+00:00,11.8412,304.86483,74.006351,1763.7624,0.513295,3.259,308.15328,49.7619,8.61974,932.87968,3457.661676,0.0,0.0,5091.17325,3457.661676,5091.17325,-1633.5115739999997
2026-01-02 02:00:00+00:00,11.700336,304.992605,73.575691,1763.6256,0.980773,3.537,351.944544,49.5971,8.65933,964.38978,3533.002759,0.0,0.0,5217.76566,3533.002759,5217.76566,-1684.762901
2026-01-02 03:00:00+00:00,11.724896,302.594945,73.22231,1763.7624,0.147757,3.483,386.025007,49.7478,8.61774,996.2962,3595.6220550000007,0.0,0.0,5152.89681,3595.6220550000007,5152.89681,-1557.2747549999995
2026-01-02 04:00:00+00:00,11.788528,304.48598,77.050155,1763.7624,14.45392,3.26,427.970218,49.6957,49.21535,1046.72485,3748.4071010000002,0.0,0.0,5033.31781,3748.4071010000002,5033.31781,-1284.9107089999993
2026-01-02 05:00:00+00:00,11.404944,304.682795,105.286965,1764.1728,82.004395,3.062,467.555665,49.5398,120.60457,1054.09789,3962.411824,0.0,0.0,5158.58062,3962.411824,5158.58062,-1196.168796
2026-01-02 06:00:00+00:00,11.308144,306.96855,114.867531,1764.72,434.082107,3.064,472.586429,49.5611,155.97445,1041.53354,4354.665851,0.0,0.0,5545.74765,4354.665851,5545.74765,-1191.0817990000005
2026-01-02 07:00:00+00:00,11.505776,305.54837,127.738116,1763.0784,1383.393876,3.158,483.060976,49.6252,703.58993,1049.74611,5880.444754000001,0.0,0.0,5725.69956,5880.444754000001,5725.69956,154.745194000001
2026-01-02 08:00:00+00:00,11.898912,304.75471,87.370915,1763.2152,2138.097516,3.417,451.560384,49.4376,668.24419,1096.43976,6574.436187000001,0.0,0.0,5704.6423,6574.436187000001,5704.6423,869.7938870000007
2026-01-02 09:00:00+00:00,11.93568,300.0776,73.989729,1764.1728,2368.034272,3.271,411.25881,49.3791,497.05061,1063.62595,6542.795551000001,0.0,0.0,5596.76017,6542.795551000001,5596.76017,946.0353810000015
2026-01-02 10:00:00+00:00,11.792672,299.519425,72.335092,1762.5312,2351.70433,3.274,388.009066,49.6229,10.74965,1110.3019,6059.840235,0.0,0.0,5483.69083,6059.840235,5483.69083,576.1494050000001
2026-01-02 11:00:00+00:00,12.173824,299.754725,72.171613,1762.5312,2237.131634,3.329,398.788711,49.6468,8.70329,1051.59496,5895.8257570000005,0.0,0.0,5323.32966,5895.8257570000005,5323.32966,572.4960970000002
2026-01-02 12:00:00+00:00,11.767216,299.757395,72.28973,1763.0784,1737.515714,3.396,464.660271,49.2529,8.65278,1049.52699,5459.897396000001,0.0,0.0,5142.67921,5459.897396000001,5142.67921,317.21818600000097
2026-01-02 13:00:00+00:00,11.53776,300.622535,74.744386,1763.8992,934.112214,3.448,484.40897,49.4501,72.31174,1051.36163,4745.896535000001,0.0,0.0,5230.31751,4745.896535000001,5230.31751,-484.4209749999991
2026-01-02 14:00:00+00:00,11.120768,301.26302,113.126527,1763.6256,190.96513,3.61,505.078318,49.2386,356.81999,1123.90375,4418.751703,0.0,0.0,5502.71958,4418.751703,5502.71958,-1083.967877
2026-01-02 15:00:00+00:00,11.578032,302.059975,220.878959,1764.036,385.654243,4.341,515.967665,49.1241,686.32379,1168.91184,5108.875604,0.0,0.0,5792.96506,5108.875604,5792.96506,-684.0894560000006
2026-01-02 16:00:00+00:00,11.779392,302.2992,222.316776,1764.1728,421.763284,3.706,554.155202,49.0222,810.62023,1268.20378,5408.038864,166.32,0.0,5915.30249,5574.358864,5915.30249,-340.9436260000002
2026-01-02 17:00:00+00:00,11.56888,302.594735,217.627373,1763.6256,378.993502,3.1,565.627421,49.0869,803.54352,1269.52484,5365.292770999999,167.31,0.0,5910.27326,5532.602771,5910.27326,-377.6704890000001
2026-01-02 18:00:00+00:00,11.415728,301.5351,196.320316,1764.8568,227.456519,3.532,556.597324,49.1871,766.61356,1132.22267,5009.737117,180.18,0.0,5742.74539,5189.917117,5742.74539,-552.8282730000001
2026-01-02 19:00:00+00:00,9.286336,298.105975,124.788292,1764.1728,115.253859,3.446,541.387341,49.4648,489.10088,1081.77333,4476.779613000001,0.0,0.0,5512.10294,4476.779613000001,5512.10294,-1035.3233269999992
2026-01-02 20:00:00+00:00,9.427024,298.2026,98.414632,1764.8568,12.543319,3.35,548.176038,49.4192,390.40686,1052.75915,4227.555623,0.0,0.0,5370.69549,4227.555623,5370.69549,-1143.1398669999999
2026-01-02 21:00:00+00:00,9.480768,298.24439,88.914186,1763.352,6.590598,3.316,553.885467,49.407,203.498413,1062.04798,4038.7368019999994,0.0,0.0,5093.53687,4038.7368019999994,5093.53687,-1054.8000680000005
2026-01-02 22:00:00+00:00,11.978496,301.21657,78.517206,1763.4888,0.415324,3.281,550.999043,49.2556,19.00231,1177.10519,3955.2595389999997,0.0,0.0,4790.3364,3955.2595389999997,4790.3364,-835.0768610000005
2026-01-02 23:00:00+00:00,11.997504,301.33423,80.421739,1763.352,0.217542,3.241,553.626018,49.3856,8.6677,1086.93108,3859.1744129999997,0.0,0.0,4520.70654,3859.1744129999997,4520.70654,-661.5321270000004
2026-01-03 00:00:00+00:00,11.630368,301.940765,76.402745,1763.4888,0.117463,3.321,533.917929,49.2652,8.6568,1045.12644,3793.8675099999996,0.0,0.0,4526.57716,3793.8675099999996,4526.57716,-732.7096500000002
2026-01-03 01:00:00+00:00,11.173424,300.769345,77.67531,1763.4888,0.059122,3.689,526.838865,49.2057,8.69836,1048.73506,3790.332986,0.0,0.0,4923.71934,3790.332986,4923.71934,-1133.3863539999998
2026-01-03 02:00:00+00:00,11.794224,299.973515,79.907335,1763.6256,0.057816,3.702,516.82152,49.428,8.6518,1050.55,3784.51181,0.0,0.0,4968.59362,3784.51181,4968.59362,-1184.0818099999997
2026-01-03 03:00:00+00:00,10.773024,299.27608,79.383961,1763.6256,0.092594,3.671,527.967584,49.4009,8.65376,1047.44624,3790.2907430000005,0.0,0.0,4893.17066,3790.2907430000005,4893.17066,-1102.8799169999993
2026-01-03 04:00:00+00:00,11.421936,297.252645,86.903249,1764.3096,4.681888,3.921,526.666001,49.3432,9.86948,1052.50245,3806.8714489999998,0.0,0.0,4616.67338,3806.8714489999998,4616.67338,-809.8019310000004
2026-01-03 05:00:00+00:00,11.577936,293.42775,114.200153,1763.7624,4.630183,3.094,539.648376,49.6577,121.31866,1049.0619,3950.3790580000004,0.0,0.0,4681.08711,3950.3790580000004,4681.08711,-730.708052
2026-01-03 06:00:00+00:00,11.244256,293.377565,130.398275,1763.8992,290.770584,3.139,545.929807,49.6875,172.34896,1054.69726,4315.492407,0.0,0.0,4997.55996,4315.492407,4997.55996,-682.0675529999999
2026-01-03 07:00:00+00:00,11.497232,295.99236,155.835345,1763.6256,1095.301496,3.441,491.314408,49.6314,630.9912,1055.20712,5552.837161,0.0,0.0,5247.74099,5552.837161,5247.74099,305.09617100000014
2026-01-03 08:00:00+00:00,11.705264,297.95459,144.720981,1764.1728,1693.914324,3.844,493.116386,49.6253,588.31925,1065.63103,6113.003925000001,0.0,0.0,5251.55042,6113.003925000001,5251.55042,861.4535050000013
2026-01-03 09:00:00+00:00,11.424688,295.924625,123.441882,1762.8048,1830.738884,3.911,506.413492,49.4788,437.79171,1062.5578,6084.4876810000005,0.0,0.0,5181.25749,6084.4876810000005,5181.25749,903.2301910000006
2026-01-03 10:00:00+00:00,11.305888,294.746185,84.251633,1762.9416,1713.746006,3.773,490.221982,49.274,10.55534,1057.99044,5478.806074,0.0,0.0,5031.37763,5478.806074,5031.37763,447.4284440000001
2026-01-03 11:00:00+00:00,11.11512,295.573855,81.632786,1762.5312,1359.259904,3.642,527.608204,49.5272,8.7062,1048.68884,5148.285309,0.0,0.0,4974.88457,5148.285309,4974.88457,173.4007389999997
2026-01-03 12:00:00+00:00,10.802288,295.18017,79.908226,1763.6256,869.943344,3.63,465.755954,49.378,8.64765,1086.04294,4632.914172000001,0.0,0.0,4934.71788,4632.914172000001,4934.71788,-301.80370799999946
2026-01-03 13:00:00+00:00,11.387984,294.61275,86.526336,1765.1304,418.829244,3.626,379.449645,49.3801,10.63952,1201.28892,4220.8708990000005,0.0,0.0,5003.67038,4220.8708990000005,5003.67038,-782.7994809999991
2026-01-03 14:00:00+00:00,11.281632,296.593575,126.505773,1764.8568,107.029431,3.516,286.475418,49.4359,352.72118,1257.41728,4255.8329889999995,0.0,0.0,5188.60375,4255.8329889999995,5188.60375,-932.7707610000007
2026-01-03 15:00:00+00:00,10.992304,296.70819,221.11744,1764.4464,343.757987,3.657,223.30238,49.6356,715.11277,1369.58159,4998.311661,47.52,0.0,5536.3195,5045.831661,5536.3195,-490.48783899999944
2026-01-03 16:00:00+00:00,11.425248,297.26799,228.449014,1764.5832,460.624804,3.573,233.068968,49.6307,788.02219,1378.87779,5215.522904,188.1,0.0,5537.12224,5403.622904000001,5537.12224,-133.49933599999895
2026-01-03 17:00:00+00:00,11.475056,300.1993,230.207204,1764.9936,341.255009,3.476,264.200211,49.54,771.17642,1397.39094,5133.91374,188.1,0.0,5350.42968,5322.01374,5350.42968,-28.415939999999864
2026-01-03 18:00:00+00:00,11.809312,300.781125,211.686819,1764.1728,284.962788,3.449,244.988241,49.447,671.86657,1380.61527,4923.7789250000005,187.11,0.0,5178.99428,5110.888925,5178.99428,-68.10535499999969
2026-01-03 19:00:00+00:00,9.75256,294.52862,128.005505,1763.7624,33.97379,3.458,139.174685,49.3898,367.26637,1258.93035,4048.24208,140.58,0.0,5161.2328,4188.82208,5161.2328,-972.4107199999999
2026-01-03 20:00:00+00:00,9.135072,294.185135,91.07007,1764.5832,22.063803,3.466,134.431872,49.5183,289.59791,1132.92979,3790.9811520000003,0.0,0.0,5016.07843,3790.9811520000003,5016.07843,-1225.0972779999993
2026-01-03 21:00:00+00:00,8.79416,294.1394,75.608992,1764.3096,55.360235,3.428,95.52699,49.4551,155.54096,1069.70745,3571.870887,0.0,0.0,4763.33496,3571.870887,4763.33496,-1191.464073
2026-01-03 22:00:00+00:00,11.286144,299.147705,89.868358,1762.3944,0.281457,2.935,67.6635,49.5229,30.77843,1105.5023,3419.380194,0.0,0.0,4492.39801,3419.380194,4492.39801,-1073.017816
2026-01-03 23:00:00+00:00,11.454288,299.75202,89.484624,1765.2672,3.572236,3.412,72.999135,49.6075,8.68067,1075.09081,3379.3204830000004,0.0,0.0,4278.31755,3379.3204830000004,4278.31755,-898.9970669999993
2026-01-04 00:00:00+00:00,11.615408,299.74974,89.00884,1765.8144,0.10097,3.61,77.601595,49.2993,8.72323,1041.35885,3346.8823330000005,0.0,0.0,4228.25494,3346.8823330000005,4228.25494,-881.3726069999993
2026-01-04 01:00:00+00:00,10.979296,299.913515,95.545117,1764.8568,0.07416,3.66,96.922098,49.2856,8.67364,1035.82049,3365.730716,0.0,0.0,4470.54738,3365.730716,4470.54738,-1104.816664
2026-01-04 02:00:00+00:00,10.42744,298.35377,97.937749,1764.4464,0.059548,3.741,106.927613,49.5965,8.70333,1033.64971,3373.84306,0.0,0.0,4550.80052,3373.84306,4550.80052,-1176.9574599999996
2026-01-04 03:00:00+00:00,9.987136,299.79722,101.420748,1766.2248,0.076982,3.416,132.568583,49.5479,8.65777,1028.61835,3400.3154890000005,0.0,0.0,4612.4425,3400.3154890000005,4612.4425,-1212.1270109999996
2026-01-04 04:00:00+00:00,11.07728,300.550725,104.034922,1765.2672,0.210642,3.261,165.505259,49.5832,9.33987,1040.68037,3449.510468,0.0,0.0,4463.68748,3449.510468,4463.68748,-1014.1770119999996
2026-01-04 05:00:00+00:00,11.528272,300.4327,134.849741,1764.1728,1.594564,2.411,228.334095,49.6197,108.40122,1037.77101,3639.1151020000007,0.0,0.0,4310.48986,3639.1151020000007,4310.48986,-671.374757999999
2026-01-04 06:00:00+00:00,11.430176,299.00277,170.514055,1763.2152,251.205212,3.15,267.631699,49.7204,165.58947,1035.19373,4016.652712,0.0,0.0,4666.68035,4016.652712,4666.68035,-650.0276379999996
2026-01-04 07:00:00+00:00,11.124736,297.109075,178.879328,1762.9416,855.730697,2.627,280.198888,49.7193,702.41991,954.32304,5095.073574,0.0,0.0,4950.51867,5095.073574,4950.51867,144.55490399999962
2026-01-04 08:00:00+00:00,10.746272,296.794965,151.68675,1764.1728,1352.082902,2.795,430.170503,49.6838,667.76992,976.47974,5702.382651999999,0.0,0.0,5083.80584,5702.382651999999,5083.80584,618.5768119999993
2026-01-04 09:00:00+00:00,10.756288,294.276745,112.441883,1763.6256,1411.052352,2.653,526.031718,49.5072,495.73066,922.93828,5589.013726,0.0,0.0,5046.20861,5589.013726,5046.20861,542.8051160000005
2026-01-04 10:00:00+00:00,11.097952,293.580635,105.076511,1763.6256,1261.5214,2.805,560.243138,49.4976,11.04443,925.09796,4983.590225999999,0.0,0.0,5035.47862,4983.590225999999,5035.47862,-51.88839400000052
2026-01-04 11:00:00+00:00,10.928016,293.878195,112.171187,1763.352,954.309262,3.371,588.766721,49.8109,8.64961,972.9813,4758.218191,0.0,0.0,4960.42814,4758.218191,4960.42814,-202.20994900000005
2026-01-04 12:00:00+00:00,10.718608,293.76807,110.988711,1763.0784,616.349898,3.239,562.825444,49.7508,8.69117,997.49919,4416.909291,0.0,0.0,4945.84156,4416.909291,4945.84156,-528.9322689999999
2026-01-04 13:00:00+00:00,11.139888,292.738475,124.01428,1764.3096,284.372265,3.136,557.245844,49.5898,54.62517,1011.33764,4152.508962,0.0,0.0,5005.2352,4152.508962,5005.2352,-852.7262380000002
2026-01-04 14:00:00+00:00,11.183184,294.089395,143.128972,1765.404,89.744837,3.101,537.308422,49.637,341.17669,1043.82044,4278.593940000001,0.0,0.0,5210.72462,4278.593940000001,5210.72462,-932.1306799999993
2026-01-04 15:00:00+00:00,11.262656,294.4721,212.993064,1764.1728,149.568734,3.096,514.680309,49.577,755.61744,1081.23056,4836.670663,0.0,0.0,5601.79926,4836.670663,5601.79926,-765.1285969999999
2026-01-04 16:00:00+00:00,11.098816,294.85444,243.257335,1764.5832,408.816767,3.005,403.662154,49.5357,786.9896,1291.88131,5257.684322,0.0,0.0,5574.4767,5257.684322,5574.4767,-316.7923780000001
2026-01-04 17:00:00+00:00,10.969984,296.326775,259.265437,1762.8048,431.635158,2.965,250.534775,49.3584,786.26503,1337.73812,5187.863479,0.0,0.0,5415.594,5187.863479,5415.594,-227.7305210000004
2026-01-04 18:00:00+00:00,10.7856,297.16943,236.295061,1764.036,358.823302,2.947,108.180022,49.5528,741.65967,1394.5296,4963.978485,0.0,0.0,5275.48965,4963.978485,5275.48965,-311.5111650000008
2026-01-04 19:00:00+00:00,8.981232,296.02212,150.307264,1764.72,129.175962,3.026,182.502104,49.8916,404.50812,1351.25879,4340.3931919999995,0.0,0.0,5198.70755,4340.3931919999995,5198.70755,-858.3143580000005
2026-01-04 20:00:00+00:00,9.192816,296.01557,111.699017,1764.5832,4.847564,3.031,271.831279,49.7462,279.33162,1264.5469,4054.8251660000005,0.0,0.0,4984.31365,4054.8251660000005,4984.31365,-929.4884839999995
2026-01-04 21:00:00+00:00,9.467024,295.73919,99.930827,1765.5408,3.152536,3.027,245.432929,49.5393,136.14786,1189.88654,3797.864006,0.0,0.0,4615.71936,3797.864006,4615.71936,-817.8553540000003
2026-01-04 22:00:00+00:00,11.543472,299.99861,104.61723,1765.6776,0.158706,2.865,225.282014,49.4932,47.44976,1059.01979,3566.1053819999997,0.0,0.0,4252.41769,3566.1053819999997,4252.41769,-686.3123080000005
2026-01-04 23:00:00+00:00,10.98528,301.089945,104.085828,1764.1728,0.13263,2.722,171.98576,49.3824,8.62097,1039.45509,3452.632703,0.0,0.0,4173.04102,3452.632703,4173.04102,-720.4083169999994
2026-01-05 00:00:00+00:00,10.518176,300.848855,104.610082,1766.6352,0.121047,2.825,144.64194,49.3276,8.69322,1040.93836,3429.1594800000003,0.0,0.0,4195.78085,3429.1594800000003,4195.78085,-766.6213699999998
2026-01-05 01:00:00+00:00,11.210128,300.982005,106.053997,1766.772,0.074032,3.057,110.819382,49.4372,8.69222,1038.15601,3395.2539739999993,0.0,0.0,4528.9458,3395.2539739999993,4528.9458,-1133.6918260000011
2026-01-05 02:00:00+00:00,10.774032,300.84675,106.526871,1765.2672,0.064815,3.494,121.139459,49.6222,8.63876,1037.31333,3403.687417,0.0,0.0,4600.678,3403.687417,4600.678,-1196.9905829999998
2026-01-05 03:00:00+00:00,11.42888,300.072075,117.793882,1765.8144,0.17517,3.457,128.734263,49.6241,8.67735,1038.88444,3424.6615599999996,0.0,0.0,4480.65047,3424.6615599999996,4480.65047,-1055.98891
2026-01-05 04:00:00+00:00,11.683952,301.26338,120.533232,1766.3616,5.542099,3.6,160.10577,49.7893,9.67328,1039.42944,3467.9820529999997,0.0,0.0,4588.8086,3467.9820529999997,4588.8086,-1120.8265470000006
2026-01-05 05:00:00+00:00,11.120304,301.34389,202.226319,1763.352,2.520193,2.942,159.682525,49.6758,155.5181,1098.0811,3746.4622310000004,0.0,0.0,5049.44304,3746.4622310000004,5049.44304,-1302.9808089999997
2026-01-05 06:00:00+00:00,11.117616,301.204695,233.457463,1763.2152,63.244901,2.518,168.489634,50.0109,202.57966,1327.26474,4123.102809,0.0,0.0,5516.11729,4123.102809,5516.11729,-1393.0144810000002
2026-01-05 07:00:00+00:00,10.436944,302.62618,245.125742,1765.404,220.634097,2.49,179.127342,49.9465,697.87627,1454.02698,4927.694055,0.0,0.0,5734.33114,4927.694055,5734.33114,-806.6370850000003
2026-01-05 08:00:00+00:00,11.606,300.53159,183.783996,1762.9416,338.255274,2.354,128.22475,49.4561,753.27225,1472.15372,5002.57928,0.0,0.0,5775.50656,5002.57928,5775.50656,-772.9272799999999
2026-01-05 09:00:00+00:00,10.79296,299.28593,126.240028,1764.9936,488.889358,2.231,106.491696,49.8529,710.05517,1479.85688,5038.689522000001,0.0,0.0,5734.42314,5038.689522000001,5734.42314,-695.7336179999993
2026-01-05 10:00:00+00:00,10.811248,297.320865,108.758816,1766.4984,570.699202,2.179,97.30405,49.5881,271.38524,1510.48496,4685.029881,0.0,0.0,5626.2839,4685.029881,5626.2839,-941.254019
2026-01-05 11:00:00+00:00,11.510064,296.653115,106.059115,1765.2672,469.92618,2.18,92.329419,49.4981,274.67076,1582.48069,4650.574643,0.0,0.0,5735.21079,4650.574643,5735.21079,-1084.6361470000002
2026-01-05 12:00:00+00:00,10.907584,298.232205,111.561912,1764.3096,386.195863,2.18,76.349403,49.4484,351.75707,1584.19947,4635.141507,0.0,0.0,5658.35053,4635.141507,5658.35053,-1023.2090229999994
2026-01-05 13:00:00+00:00,12.689328,298.81657,123.561048,1763.6256,227.917667,2.18,87.762519,48.895,421.52336,1570.99676,4557.967852,0.0,0.0,5613.28181,4557.967852,5613.28181,-1055.3139580000006
2026-01-05 14:00:00+00:00,12.319344,300.69859,212.858603,1763.352,92.642126,2.18,139.986564,49.5744,719.78961,1572.90769,4866.308927,0.0,0.0,5382.13188,4866.308927,5382.13188,-515.8229529999999
2026-01-05 15:00:00+00:00,12.509104,300.745535,261.319716,1763.352,293.540137,2.18,221.492076,49.6376,1162.05628,1577.06473,5643.897178,0.0,0.0,5446.85466,5643.897178,5446.85466,197.0425180000002
2026-01-05 16:00:00+00:00,13.088688,301.969415,272.462107,1763.7624,586.245949,2.779,274.745879,49.3018,1242.32657,1588.79095,6095.472758,0.0,0.0,5647.88752,6095.472758,5647.88752,447.58523799999966
2026-01-05 17:00:00+00:00,12.877328,302.599605,263.6251,1763.352,466.358938,2.741,301.754178,49.6936,1254.94714,1602.81085,6020.759739,0.0,0.0,5809.5551,6020.759739,5809.5551,211.2046390000005
2026-01-05 18:00:00+00:00,13.500288,303.78455,256.994496,1763.0784,125.346627,2.781,322.352316,49.8955,1058.49953,1584.90483,5481.1375370000005,0.0,0.0,5704.31081,5481.1375370000005,5704.31081,-223.17327299999943
2026-01-05 19:00:00+00:00,10.942864,299.06178,217.384883,1763.4888,64.002495,2.747,398.629954,49.3682,613.21532,1555.42333,4974.264626,0.0,0.0,5404.6233,4974.264626,5404.6233,-430.35867400000006
2026-01-05 20:00:00+00:00,9.568576,297.32094,178.89791,1763.6256,17.042043,2.636,408.775821,49.0824,315.37378,1541.89208,4584.21515,0.0,0.0,5245.25516,4584.21515,5245.25516,-661.0400099999997
2026-01-05 21:00:00+00:00,9.784688,297.449525,127.911346,1763.0784,12.235366,2.562,429.197858,49.0706,185.28791,1551.68035,4428.258043,0.0,0.0,4837.93853,4428.258043,4837.93853,-409.68048700000054
2026-01-05 22:00:00+00:00,12.904272,300.4248,142.623488,1766.6352,17.661372,2.898,445.530897,49.4415,43.0516,1503.57891,4284.750039,0.0,0.0,4493.28685,4284.750039,4493.28685,-208.53681100000085
2026-01-05 23:00:00+00:00,11.989136,302.590745,130.090821,1765.404,4.328289,2.895,465.07029,49.4512,8.78372,1490.30515,4230.908351,0.0,0.0,4346.66293,4230.908351,4346.66293,-115.75457900000038
2026-01-06 00:00:00+00:00,11.697792,303.250935,133.346079,1764.3096,0.262914,3.78,459.489452,49.2748,8.73617,1495.016,4229.163742000001,0.0,0.0,4324.93116,4229.163742000001,4324.93116,-95.76741799999945
2026-01-06 01:00:00+00:00,11.876048,304.395995,135.394558,1764.9936,0.056213,2.656,475.710463,49.2816,8.69061,1454.9955,4208.050587,0.0,0.0,4681.16318,4208.050587,4681.16318,-473.11259299999983
2026-01-06 02:00:00+00:00,11.841248,304.350375,122.768167,1764.1728,0.063055,2.507,490.500915,49.1285,8.73316,1399.11953,4153.18475,0.0,0.0,4821.34423,4153.18475,4821.34423,-668.1594799999993
2026-01-06 03:00:00+00:00,12.204864,295.18453,127.343046,1763.7624,0.108222,2.432,498.722409,48.1541,8.6896,1421.41225,4178.013421000001,0.0,0.0,4917.80923,4178.013421000001,4917.80923,-739.7958089999993
2026-01-06 04:00:00+00:00,12.693344,297.046155,135.021546,1764.036,0.452756,2.382,528.748832,48.0257,24.60085,1408.81505,4221.822233000001,0.0,0.0,4931.28668,4221.822233000001,4931.28668,-709.4644469999994
