,Wind Onshore,Hydro Water Reservoir,Fossil Brown coal/Lignite,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-01 00:00:00+00:00,2.7885,135.0525,186.23,324.071,0.0,0.0,480.243,324.071,480.243,-156.17199999999997
2026-01-01 01:00:00+00:00,4.323,92.24325,185.515,282.08124999999995,0.0,0.0,439.619475,282.08124999999995,439.619475,-157.53822500000007
2026-01-01 02:00:00+00:00,1.65825,39.83925,185.02,226.5175,0.0,0.0,425.526225,226.5175,425.526225,-199.008725
2026-01-01 03:00:00+00:00,2.54925,32.175,186.065,220.78924999999998,0.0,0.0,402.160975,220.78924999999998,402.160975,-181.37172500000003
2026-01-01 04:00:00+00:00,6.6825,30.7725,186.78,224.235,0.0,0.0,385.65965,224.235,385.65965,-161.42464999999999
2026-01-01 05:00:00+00:00,4.983,16.01325,185.46,206.45625,0.0,0.0,398.921225,206.45625,398.921225,-192.46497499999998
2026-01-01 06:00:00+00:00,1.914,58.81425,184.8,245.52825,0.0,0.0,424.213375,245.52825,424.213375,-178.68512499999997
2026-01-01 07:00:00+00:00,0.0,59.93625,186.23,246.16625,0.0,0.0,469.789225,246.16625,469.789225,-223.622975
2026-01-01 08:00:00+00:00,0.0,83.3415,184.58,267.92150000000004,0.0,0.0,484.711425,267.92150000000004,484.711425,-216.78992499999998
2026-01-01 09:00:00+00:00,0.396,45.738,184.855,230.98899999999998,0.0,0.0,531.9398,230.98899999999998,531.9398,-300.9508
2026-01-01 10:00:00+00:00,2.2605,30.03,184.8,217.09050000000002,0.0,0.0,492.76115,217.09050000000002,492.76115,-275.67064999999997
2026-01-01 11:00:00+00:00,6.105,30.02175,185.68,221.80675000000002,0.0,0.0,488.8893,221.80675000000002,488.8893,-267.08254999999997
2026-01-01 12:00:00+00:00,8.118,30.03,185.46,223.608,0.0,0.0,494.648775,223.608,494.648775,-271.040775
2026-01-01 13:00:00+00:00,16.863,30.03,184.91,231.803,0.0,0.0,477.49185,231.803,477.49185,-245.68885
2026-01-01 14:00:00+00:00,26.466,31.4325,185.57,243.4685,0.0,0.0,499.74175,243.4685,499.74175,-256.27325
2026-01-01 15:00:00+00:00,31.0035,346.6485,186.01,563.662,0.0,0.0,552.668025,563.662,552.668025,10.993975000000091
2026-01-01 16:00:00+00:00,21.252,380.1435,185.185,586.5805,0.0,0.0,588.5839,586.5805,588.5839,-2.0033999999999423
2026-01-01 17:00:00+00:00,13.563,384.846,185.68,584.0889999999999,0.0,0.0,605.17485,584.0889999999999,605.17485,-21.08585000000005
2026-01-01 18:00:00+00:00,7.425,385.638,185.02,578.083,0.0,0.0,609.82535,578.083,609.82535,-31.742349999999988
2026-01-01 19:00:00+00:00,7.854,383.262,186.725,577.841,0.0,0.0,595.697175,577.841,595.697175,-17.856175000000007
2026-01-01 20:00:00+00:00,18.4305,269.8245,185.405,473.65999999999997,0.0,0.0,588.96185,473.65999999999997,588.96185,-115.30185000000006
2026-01-01 21:00:00+00:00,44.4345,190.509,185.295,420.23849999999993,0.0,0.0,548.893975,420.23849999999993,548.893975,-128.65547500000002
2026-01-01 22:00:00+00:00,53.74875,49.533,186.945,290.22675,0.0,0.0,506.8832,290.22675,506.8832,-216.65645
2026-01-01 23:00:00+00:00,58.08,134.07075,186.01,378.16075,0.0,0.0,466.334575,378.16075,466.334575,-88.17382499999997
2026-01-02 00:00:00+00:00,63.05475,38.3955,186.23,287.68025,0.0,0.0,419.73025,287.68025,419.73025,-132.05
2026-01-02 01:00:00+00:00,76.593,0.33,185.515,262.438,0.0,0.0,387.558775,262.438,387.558775,-125.12077500000004
2026-01-02 02:00:00+00:00,80.39625,0.0,185.68,266.07625,0.0,0.0,362.951325,266.07625,362.951325,-96.87507499999998
2026-01-02 03:00:00+00:00,88.473,0.0,185.515,273.988,0.0,0.0,352.6018,273.988,352.6018,-78.61380000000003
2026-01-02 04:00:00+00:00,98.05125,0.0,184.965,283.01625,0.0,0.0,356.9602,283.01625,356.9602,-73.94394999999997
2026-01-02 05:00:00+00:00,102.993,0.396,186.175,289.564,0.0,0.0,382.090975,289.564,382.090975,-92.526975
2026-01-02 06:00:00+00:00,104.8905,40.11975,185.9,330.91025,0.0,0.0,418.4113,330.91025,418.4113,-87.50104999999996
2026-01-02 07:00:00+00:00,103.158,56.15775,185.955,345.27075,0.0,0.0,489.670525,345.27075,489.670525,-144.39977499999998
2026-01-02 08:00:00+00:00,104.544,108.39675,184.69,397.63075,0.0,0.0,566.8057,397.63075,566.8057,-169.17495000000002
2026-01-02 09:00:00+00:00,103.554,136.44675,185.295,425.29575,0.0,0.0,574.631875,425.29575,574.631875,-149.33612500000004
2026-01-02 10:00:00+00:00,99.957,155.7105,185.13,440.7975,0.0,0.0,597.34635,440.7975,597.34635,-156.54885000000002
2026-01-02 11:00:00+00:00,100.46025,128.0565,185.735,414.25175,0.0,0.0,592.9217,414.25175,592.9217,-178.66994999999997
2026-01-02 12:00:00+00:00,109.22175,114.73275,186.01,409.9645,0.0,0.0,576.86335,409.9645,576.86335,-166.89884999999998
2026-01-02 13:00:00+00:00,107.76975,137.30475,184.47,429.54449999999997,0.0,0.0,557.80405,429.54449999999997,557.80405,-128.25955
2026-01-02 14:00:00+00:00,103.46325,285.4005,186.01,574.87375,0.0,0.0,554.6495,574.87375,554.6495,20.224249999999984
2026-01-02 15:00:00+00:00,103.983,297.20625,185.57,586.7592500000001,0.0,0.0,544.3469,586.7592500000001,544.3469,42.41235000000006
2026-01-02 16:00:00+00:00,102.069,294.73125,185.075,581.87525,0.0,0.0,560.042575,581.87525,560.042575,21.832674999999995
2026-01-02 17:00:00+00:00,104.049,280.005,185.46,569.514,0.0,0.0,564.201075,569.514,564.201075,5.312925000000064
2026-01-02 18:00:00+00:00,101.86275,278.13225,185.24,565.235,0.0,0.0,556.4388,565.235,556.4388,8.796199999999999
2026-01-02 19:00:00+00:00,106.46625,270.699,186.285,563.45025,0.0,0.0,546.9212,563.45025,546.9212,16.529049999999984
2026-01-02 20:00:00+00:00,106.3425,250.64325,185.735,542.72075,0.0,0.0,529.073525,542.72075,529.073525,13.647224999999935
2026-01-02 21:00:00+00:00,105.798,133.60875,185.02,424.42674999999997,0.0,0.0,501.340075,424.42674999999997,501.340075,-76.91332500000004
2026-01-02 22:00:00+00:00,108.38025,101.5245,184.855,394.75975,0.0,0.0,471.291875,394.75975,471.291875,-76.53212500000001
2026-01-02 23:00:00+00:00,108.2565,37.84275,184.085,330.18425,0.0,0.0,423.070725,330.18425,423.070725,-92.88647499999996
2026-01-03 00:00:00+00:00,109.45275,28.88325,184.415,322.751,0.0,0.0,373.496775,322.751,373.496775,-50.74577500000004
2026-01-03 01:00:00+00:00,109.4775,19.041,183.81,312.3285,0.0,0.0,334.08775,312.3285,334.08775,-21.75925000000001
2026-01-03 02:00:00+00:00,108.56175,18.2985,185.13,311.99025,0.0,0.0,310.9708,311.99025,310.9708,1.0194500000000062
2026-01-03 03:00:00+00:00,107.349,20.97975,185.35,313.67875000000004,0.0,0.0,296.4023,313.67875000000004,296.4023,17.27645000000001
2026-01-03 04:00:00+00:00,109.4775,18.1665,184.8,312.444,0.0,0.0,312.098,312.444,312.098,0.34600000000000364
2026-01-03 05:00:00+00:00,109.30425,18.45525,184.635,312.3945,0.0,0.0,334.10135,312.3945,334.10135,-21.70685000000003
2026-01-03 06:00:00+00:00,108.23175,38.13975,185.405,331.7765,0.0,0.0,362.566225,331.7765,362.566225,-30.789724999999976
2026-01-03 07:00:00+00:00,107.15925,54.615,185.02,346.79425000000003,0.0,0.0,410.89495,346.79425000000003,410.89495,-64.10069999999996
2026-01-03 08:00:00+00:00,108.405,54.4335,184.47,347.3085,0.0,0.0,463.50295,347.3085,463.50295,-116.19445000000002
2026-01-03 09:00:00+00:00,108.01725,66.264,185.295,359.57624999999996,0.0,0.0,485.50185,359.57624999999996,485.50185,-125.92560000000003
2026-01-03 10:00:00+00:00,107.81925,53.955,185.625,347.39925,0.0,0.0,505.37855,347.39925,505.37855,-157.97930000000002
2026-01-03 11:00:00+00:00,108.47925,46.398,185.515,340.39225,0.0,0.0,502.103975,340.39225,502.103975,-161.711725
2026-01-03 12:00:00+00:00,106.02075,58.68225,185.295,349.998,0.0,0.0,486.287175,349.998,486.287175,-136.289175
2026-01-03 13:00:00+00:00,105.93825,57.27975,183.975,347.193,0.0,0.0,483.28305,347.193,483.28305,-136.09005000000002
2026-01-03 14:00:00+00:00,106.13625,125.598,183.755,415.48924999999997,0.0,0.0,485.3716,415.48924999999997,485.3716,-69.88235000000003
2026-01-03 15:00:00+00:00,106.095,284.031,184.855,574.981,0.0,0.0,491.588125,574.981,491.588125,83.392875
2026-01-03 16:00:00+00:00,107.02725,289.641,184.58,581.24825,0.0,0.0,505.2847,581.24825,505.2847,75.96355
2026-01-03 17:00:00+00:00,107.37375,287.65275,183.92,578.9465,0.0,0.0,496.80645,578.9465,496.80645,82.14005000000003
2026-01-03 18:00:00+00:00,98.11725,279.1965,184.36,561.67375,0.0,0.0,498.754425,561.67375,498.754425,62.919325000000015
2026-01-03 19:00:00+00:00,106.96125,260.51025,184.855,552.3265,0.0,0.0,495.818125,552.3265,495.818125,56.508375
2026-01-03 20:00:00+00:00,106.1115,238.58175,184.855,529.54825,0.0,0.0,475.20935,529.54825,475.20935,54.33890000000008
2026-01-03 21:00:00+00:00,99.1485,128.139,183.865,411.15250000000003,0.0,0.0,450.09915,411.15250000000003,450.09915,-38.94664999999998
2026-01-03 22:00:00+00:00,103.1085,91.9875,184.36,379.456,0.0,0.0,411.506225,379.456,411.506225,-32.050224999999955
2026-01-03 23:00:00+00:00,108.5205,110.8965,183.865,403.28200000000004,0.0,0.0,364.1878,403.28200000000004,364.1878,39.09420000000006
2026-01-04 00:00:00+00:00,106.227,43.81575,184.36,334.40275,0.0,0.0,308.118875,334.40275,308.118875,26.283875000000023
2026-01-04 01:00:00+00:00,103.1745,31.746,183.81,318.7305,0.0,0.0,285.2855,318.7305,285.2855,33.44499999999999
2026-01-04 02:00:00+00:00,103.33125,29.75775,184.36,317.449,0.0,0.0,268.137525,317.449,268.137525,49.31147500000003
2026-01-04 03:00:00+00:00,107.12625,28.75125,183.755,319.6325,0.0,0.0,257.94265,319.6325,257.94265,61.68984999999998
2026-01-04 04:00:00+00:00,107.91825,44.4015,184.415,336.73474999999996,0.0,0.0,247.552175,336.73474999999996,247.552175,89.18257499999996
2026-01-04 05:00:00+00:00,109.35375,38.346,183.535,331.23474999999996,0.0,0.0,273.197225,331.23474999999996,273.197225,58.03752499999996
2026-01-04 06:00:00+00:00,108.933,65.076,183.645,357.654,0.0,0.0,293.665525,357.654,293.665525,63.988474999999994
2026-01-04 07:00:00+00:00,109.4115,137.13975,184.965,431.51625,0.0,0.0,340.346025,431.51625,340.346025,91.17022500000002
2026-01-04 08:00:00+00:00,107.50575,147.81525,183.975,439.296,0.0,0.0,394.15185,439.296,394.15185,45.14414999999997
2026-01-04 09:00:00+00:00,109.4115,146.00025,183.315,438.72675,0.0,0.0,427.061925,438.72675,427.061925,11.664825000000008
2026-01-04 10:00:00+00:00,106.8045,156.717,185.24,448.7615,0.0,0.0,436.8683,448.7615,436.8683,11.893200000000036
2026-01-04 11:00:00+00:00,109.18875,153.55725,185.24,447.986,0.0,0.0,443.858025,447.986,443.858025,4.127974999999992
2026-01-04 12:00:00+00:00,106.9035,162.54975,183.92,453.37325,0.0,0.0,449.130525,453.37325,449.130525,4.242725000000007
2026-01-04 13:00:00+00:00,105.5505,210.43275,185.13,501.11325,0.0,0.0,445.905925,501.11325,445.905925,55.20732499999997
2026-01-04 14:00:00+00:00,102.894,234.036,184.03,520.96,0.0,0.0,428.2856,520.96,428.2856,92.67440000000005
2026-01-04 15:00:00+00:00,107.35725,242.19525,183.92,533.4725,0.0,0.0,442.725575,533.4725,442.725575,90.74692499999998
2026-01-04 16:00:00+00:00,104.874,262.32525,184.965,552.16425,0.0,0.0,444.048125,552.16425,444.048125,108.11612500000001
2026-01-04 17:00:00+00:00,105.2865,271.392,184.855,561.5335,0.0,0.0,449.43495,561.5335,449.43495,112.09854999999999
2026-01-04 18:00:00+00:00,101.87925,257.961,184.745,544.5852500000001,0.0,0.0,446.4265,544.5852500000001,446.4265,98.15875000000011
2026-01-04 19:00:00+00:00,99.924,293.54325,183.48,576.94725,0.0,0.0,443.73065,576.94725,443.73065,133.21660000000003
2026-01-04 20:00:00+00:00,95.57625,367.554,184.415,647.54525,0.0,0.0,417.39175,647.54525,417.39175,230.1535
2026-01-04 21:00:00+00:00,96.45075,298.287,182.985,577.72275,0.0,0.0,380.691025,577.72275,380.691025,197.031725
2026-01-04 22:00:00+00:00,97.8945,298.09725,183.315,579.30675,0.0,0.0,338.42195,579.30675,338.42195,240.88479999999998
2026-01-04 23:00:00+00:00,101.66475,298.2045,183.92,583.7892499999999,0.0,0.0,316.7985,583.7892499999999,316.7985,266.99074999999993
2026-01-05 00:00:00+00:00,93.291,298.2375,184.855,576.3835,0.0,0.0,275.23045,576.3835,275.23045,301.15305
2026-01-05 01:00:00+00:00,97.11075,298.13025,184.085,579.326,0.0,0.0,229.944525,579.326,229.944525,349.381475
2026-01-05 02:00:00+00:00,104.313,298.0725,185.13,587.5155,0.0,0.0,225.803325,587.5155,225.803325,361.712175
2026-01-05 03:00:00+00:00,92.45775,298.089,184.635,575.18175,0.0,0.0,214.78005,575.18175,214.78005,360.4017
2026-01-05 04:00:00+00:00,88.41525,297.99825,183.7,570.1134999999999,0.0,0.0,218.81515,570.1134999999999,218.81515,351.2983499999999
2026-01-05 05:00:00+00:00,98.6535,298.11375,185.13,581.89725,0.0,0.0,253.136375,581.89725,253.136375,328.760875
2026-01-05 06:00:00+00:00,88.836,298.17975,184.91,571.92575,0.0,0.0,296.979875,571.92575,296.979875,274.945875
2026-01-05 07:00:00+00:00,104.3295,298.47675,185.405,588.21125,0.0,0.0,323.918475,588.21125,323.918475,264.29277499999995
2026-01-05 08:00:00+00:00,106.92825,368.88225,184.195,660.0055,0.0,0.0,351.521375,660.0055,351.521375,308.484125
2026-01-05 09:00:00+00:00,75.999,391.60275,184.91,652.51175,0.0,0.0,380.247,652.51175,380.247,272.26475
2026-01-05 10:00:00+00:00,77.5995,298.64175,183.755,559.99625,0.0,0.0,413.032925,559.99625,413.032925,146.96332500000005
2026-01-05 11:00:00+00:00,101.607,298.3035,184.415,584.3254999999999,0.0,0.0,415.0648,584.3254999999999,415.0648,169.26069999999993
2026-01-05 12:00:00+00:00,68.607,299.0295,183.81,551.4465,0.0,0.0,416.158125,551.4465,416.158125,135.28837500000003
2026-01-05 13:00:00+00:00,92.90325,492.38475,184.47,769.758,0.0,0.0,430.74485,769.758,430.74485,339.01315000000005
2026-01-05 14:00:00+00:00,102.7455,636.94125,184.085,923.77175,0.0,0.0,420.8601,923.77175,420.8601,502.91165
2026-01-05 15:00:00+00:00,106.25175,637.5765,184.525,928.35325,0.0,0.0,436.360525,928.35325,436.360525,491.992725
2026-01-05 16:00:00+00:00,95.44425,637.6095,184.085,917.1387500000001,0.0,0.0,440.02885,917.1387500000001,440.02885,477.1099000000001
2026-01-05 17:00:00+00:00,68.53275,637.461,184.305,890.2987499999999,0.0,0.0,432.164975,890.2987499999999,432.164975,458.1337749999999
2026-01-05 18:00:00+00:00,104.0985,609.8895,184.69,898.6780000000001,0.0,0.0,455.141975,898.6780000000001,455.141975,443.5360250000001
2026-01-05 19:00:00+00:00,105.69075,408.10275,184.91,698.7035,0.0,0.0,446.194175,698.7035,446.194175,252.509325
2026-01-05 20:00:00+00:00,97.3335,369.01425,183.975,650.32275,0.0,0.0,432.229425,650.32275,432.229425,218.09332500000005
2026-01-05 21:00:00+00:00,92.631,298.452,184.855,575.938,0.0,0.0,414.3517,575.938,414.3517,161.5863
2026-01-05 22:00:00+00:00,94.809,298.221,184.745,577.775,0.0,0.0,381.32335,577.775,381.32335,196.45164999999997
2026-01-05 23:00:00+00:00,87.29325,297.5445,184.91,569.74775,0.0,0.0,351.7567,569.74775,351.7567,217.99104999999997
2026-01-06 00:00:00+00:00,75.9825,297.7425,183.315,557.04,0.0,0.0,298.686525,557.04,298.686525,258.35347499999995
2026-01-06 01:00:00+00:00,47.36325,297.42075,185.02,529.804,0.0,0.0,274.190125,529.804,274.190125,255.61387499999995
2026-01-06 02:00:00+00:00,23.32275,296.7525,184.25,504.32525,0.0,0.0,268.41775,504.32525,268.41775,235.90749999999997
2026-01-06 03:00:00+00:00,31.12725,296.13375,184.415,511.67600000000004,0.0,0.0,247.200275,511.67600000000004,247.200275,264.475725
2026-01-06 04:00:00+00:00,30.97875,294.00525,184.47,509.45399999999995,0.0,0.0,255.3148,509.45399999999995,255.3148,254.13919999999996
2026-01-06 05:00:00+00:00,23.2155,298.188,183.865,505.2685,0.0,0.0,286.63895,505.2685,286.63895,218.62955
2026-01-06 06:00:00+00:00,27.76125,367.13325,184.415,579.3095,0.0,0.0,319.385025,579.3095,319.385025,259.924475
2026-01-06 07:00:00+00:00,38.4285,537.16575,183.755,759.34925,0.0,0.0,365.4439,759.34925,365.4439,393.90535
2026-01-06 08:00:00+00:00,44.1375,538.46925,183.15,765.75675,0.0,0.0,411.1421,765.75675,411.1421,354.61465
2026-01-06 09:00:00+00:00,49.4175,607.75275,184.305,841.47525,0.0,0.0,430.773775,841.47525,430.773775,410.70147499999996
2026-01-06 10:00:00+00:00,43.58475,586.8885,184.14,814.61325,0.0,0.0,432.960075,814.61325,432.960075,381.653175
2026-01-06 11:00:00+00:00,70.90875,583.473,184.635,839.01675,0.0,0.0,433.435775,839.01675,433.435775,405.580975
2026-01-06 12:00:00+00:00,69.78675,636.0255,183.92,889.7322499999999,0.0,0.0,439.509575,889.7322499999999,439.509575,450.2226749999999
2026-01-06 13:00:00+00:00,76.692,634.82925,184.965,896.48625,0.0,0.0,438.342775,896.48625,438.342775,458.143475
2026-01-06 14:00:00+00:00,96.66525,631.87575,180.455,908.9960000000001,0.0,0.0,430.482925,908.9960000000001,430.482925,478.5130750000001
2026-01-06 15:00:00+00:00,98.1585,634.43325,174.46,907.0517500000001,0.0,0.0,440.874,907.0517500000001,440.874,466.17775000000006
2026-01-06 16:00:00+00:00,101.48325,631.21575,174.79,907.4889999999999,0.0,0.0,448.61875,907.4889999999999,448.61875,458.87024999999994
2026-01-06 17:00:00+00:00,98.439,619.938,178.53,896.9069999999999,0.0,0.0,428.4306,896.9069999999999,428.4306,468.4763999999999
2026-01-06 18:00:00+00:00,75.59475,631.8675,181.445,888.90725,0.0,0.0,437.577775,888.90725,437.577775,451.329475
2026-01-06 19:00:00+00:00,100.782,502.3425,181.005,784.1295,0.0,0.0,416.704125,784.1295,416.704125,367.42537500000003
2026-01-06 20:00:00+00:00,90.486,349.64325,181.445,621.57425,0.0,0.0,412.544725,621.57425,412.544725,209.02952499999998
2026-01-06 21:00:00+00:00,106.1775,365.409,181.995,653.5815,0.0,0.0,397.917,653.5815,397.917,255.66450000000003
2026-01-06 22:00:00+00:00,102.3825,284.295,181.445,568.1225,0.0,0.0,366.980575,568.1225,366.980575,201.14192499999996
2026-01-06 23:00:00+00:00,99.792,285.4995,180.675,565.9665,0.0,0.0,322.312025,565.9665,322.312025,243.654475
2026-01-07 00:00:00+00:00,99.792,282.2325,181.39,563.4145,0.0,0.0,278.23275,563.4145,278.23275,285.18174999999997
2026-01-07 01:00:00+00:00,99.1485,285.978,180.84,565.9665,0.0,0.0,242.341725,565.9665,242.341725,323.624775
2026-01-07 02:00:00+00:00,88.836,295.62225,181.83,566.2882500000001,0.0,0.0,219.7133,566.2882500000001,219.7133,346.57495000000006
2026-01-07 03:00:00+00:00,75.52875,296.34825,183.04,554.917,0.0,0.0,218.0884,554.917,218.0884,336.82860000000005
2026-01-07 04:00:00+00:00,47.11575,297.56925,182.875,527.56,0.0,0.0,237.67275,527.56,237.67275,289.88724999999994
2026-01-07 05:00:00+00:00,49.9455,295.383,182.105,527.4335,0.0,0.0,264.5639,527.4335,264.5639,262.8696
2026-01-07 06:00:00+00:00,57.24675,294.393,179.19,530.82975,0.0,0.0,295.5705,530.82975,295.5705,235.25925
2026-01-07 07:00:00+00:00,41.73675,368.37075,183.15,593.2574999999999,0.0,0.0,321.336625,593.2574999999999,321.336625,271.9208749999999
2026-01-07 08:00:00+00:00,38.9895,369.6825,180.455,589.1270000000001,0.0,0.0,343.164775,589.1270000000001,343.164775,245.96222500000005
2026-01-07 09:00:00+00:00,42.3555,365.96175,181.445,589.76225,0.0,0.0,362.120425,589.76225,362.120425,227.64182499999998
2026-01-07 10:00:00+00:00,34.6995,394.713,181.61,611.0225,0.0,0.0,386.605425,611.0225,386.605425,224.417075
2026-01-07 11:00:00+00:00,21.30975,395.52975,181.17,598.0095,0.0,0.0,405.543375,598.0095,405.543375,192.46612499999998
2026-01-07 12:00:00+00:00,34.122,397.82325,181.28,613.22525,0.0,0.0,390.565,613.22525,390.565,222.66024999999996
2026-01-07 13:00:00+00:00,40.161,391.875,179.74,611.7760000000001,0.0,0.0,362.9874,611.7760000000001,362.9874,248.7886000000001
2026-01-07 14:00:00+00:00,24.024,470.9595,177.21,672.1935,0.0,0.0,363.99555,672.1935,363.99555,308.19795
2026-01-07 15:00:00+00:00,2.9205,521.70525,171.545,696.1707499999999,0.0,0.0,420.7093,696.1707499999999,420.7093,275.4614499999999
2026-01-07 16:00:00+00:00,14.1405,521.07,178.09,713.3005,0.0,0.0,441.5308,713.3005,441.5308,271.76970000000006
2026-01-07 17:00:00+00:00,30.51675,522.57975,178.2,731.2964999999999,0.0,0.0,437.966575,731.2964999999999,437.966575,293.32992499999995
2026-01-07 18:00:00+00:00,29.5185,522.54675,177.045,729.11025,0.0,0.0,411.81365,729.11025,411.81365,317.29659999999996
2026-01-07 19:00:00+00:00,17.523,405.47925,178.2,601.20225,0.0,0.0,411.467025,601.20225,411.467025,189.73522500000007
2026-01-07 20:00:00+00:00,8.943,409.19175,179.135,597.2697499999999,0.0,0.0,408.996275,597.2697499999999,408.996275,188.2734749999999
2026-01-07 21:00:00+00:00,7.755,400.9005,178.64,587.2955,0.0,0.0,389.651075,587.2955,389.651075,197.64442499999996
2026-01-07 22:00:00+00:00,9.0915,395.97525,180.4,585.46675,0.0,0.0,368.28025,585.46675,368.28025,217.18650000000002
2026-01-07 23:00:00+00:00,24.04875,285.26025,180.895,490.20399999999995,0.0,0.0,329.21025,490.20399999999995,329.21025,160.99374999999998
2026-01-08 00:00:00+00:00,41.2995,279.41925,180.015,500.73375,0.0,0.0,287.93415,500.73375,287.93415,212.7996
2026-01-08 01:00:00+00:00,34.80675,287.925,180.125,502.85675000000003,0.0,0.0,268.025725,502.85675000000003,268.025725,234.831025
2026-01-08 02:00:00+00:00,38.04075,281.36625,179.41,498.817,0.0,0.0,246.08075,498.817,246.08075,252.73625
2026-01-08 03:00:00+00:00,38.7255,285.96975,180.125,504.82025,0.0,0.0,232.75265,504.82025,232.75265,272.06759999999997
2026-01-08 04:00:00+00:00,38.5935,294.59925,178.915,512.10775,0.0,0.0,234.78985,512.10775,234.78985,277.3179
2026-01-08 05:00:00+00:00,39.7815,285.77175,180.675,506.22825,0.0,0.0,257.120525,506.22825,257.120525,249.10772500000002
2026-01-08 06:00:00+00:00,42.75975,624.56625,179.08,846.4060000000001,0.0,0.0,282.99925,846.4060000000001,282.99925,563.4067500000001
2026-01-08 07:00:00+00:00,48.7575,619.31925,179.575,847.65175,0.0,0.0,342.7517,847.65175,342.7517,504.90004999999996
2026-01-08 08:00:00+00:00,52.833,619.344,174.625,846.802,0.0,0.0,395.16415,846.802,395.16415,451.63785
2026-01-08 09:00:00+00:00,51.15,613.70925,175.56,840.4192499999999,0.0,0.0,420.4362,840.4192499999999,420.4362,419.98304999999993
2026-01-08 10:00:00+00:00,39.78975,624.13725,176.165,840.092,0.0,0.0,416.16155,840.092,416.16155,423.93045
2026-01-08 11:00:00+00:00,42.85875,626.835,174.57,844.2637500000001,0.0,0.0,432.4509,844.2637500000001,432.4509,411.8128500000001
2026-01-08 12:00:00+00:00,51.73575,626.15025,175.34,853.2260000000001,0.0,0.0,429.4465,853.2260000000001,429.4465,423.7795000000001
2026-01-08 13:00:00+00:00,51.546,619.71525,175.12,846.38125,0.0,0.0,417.3321,846.38125,417.3321,429.04915
2026-01-08 14:00:00+00:00,59.169,616.7205,175.175,851.0645,0.0,0.0,432.92475,851.0645,432.92475,418.13974999999994
2026-01-08 15:00:00+00:00,58.03875,632.07375,175.45,865.5625,0.0,0.0,459.6789,865.5625,459.6789,405.8836
2026-01-08 16:00:00+00:00,47.454,637.05675,175.285,859.7957499999999,0.0,0.0,494.481725,859.7957499999999,494.481725,365.3140249999999
2026-01-08 17:00:00+00:00,40.46625,636.504,177.045,854.01525,0.0,0.0,504.3137,854.01525,504.3137,349.70155000000005
2026-01-08 18:00:00+00:00,43.41975,634.49925,182.545,860.4639999999999,0.0,0.0,499.032325,860.4639999999999,499.032325,361.4316749999999
2026-01-08 19:00:00+00:00,44.022,633.0885,184.25,861.3605,0.0,0.0,500.5818,861.3605,500.5818,360.7787
2026-01-08 20:00:00+00:00,41.01075,394.9935,184.965,620.96925,0.0,0.0,483.1463,620.96925,483.1463,137.82295
2026-01-08 21:00:00+00:00,16.02975,382.8825,183.92,582.8322499999999,0.0,0.0,476.2177,582.8322499999999,476.2177,106.61454999999995
2026-01-08 22:00:00+00:00,14.6355,367.38075,184.8,566.81625,0.0,0.0,440.181575,566.81625,440.181575,126.63467499999996
2026-01-08 23:00:00+00:00,13.3155,365.07075,183.975,562.3612499999999,0.0,0.0,390.7696,562.3612499999999,390.7696,171.5916499999999
2026-01-09 00:00:00+00:00,0.8415,296.076,183.48,480.39750000000004,0.0,0.0,348.4998,480.39750000000004,348.4998,131.89770000000004
2026-01-09 01:00:00+00:00,1.85625,296.802,167.53,466.18825000000004,0.0,0.0,321.7499,466.18825000000004,321.7499,144.43835
2026-01-09 02:00:00+00:00,22.41525,296.61225,153.56,472.58750000000003,0.0,0.0,298.36615,472.58750000000003,298.36615,174.22135000000003
2026-01-09 03:00:00+00:00,27.654,296.95875,159.225,483.83775,0.0,0.0,288.67775,483.83775,288.67775,195.16000000000003
2026-01-09 04:00:00+00:00,20.0145,296.505,167.915,484.43449999999996,0.0,0.0,301.55975,484.43449999999996,301.55975,182.87474999999995
2026-01-09 05:00:00+00:00,23.24025,298.72425,170.885,492.8495,0.0,0.0,331.66475,492.8495,331.66475,161.18474999999995
2026-01-09 06:00:00+00:00,32.3565,521.1195,171.6,725.076,0.0,0.0,392.309425,725.076,392.309425,332.76657500000005
2026-01-09 07:00:00+00:00,48.05625,523.85025,171.325,743.2314999999999,0.0,0.0,460.47485,743.2314999999999,460.47485,282.75664999999987
2026-01-09 08:00:00+00:00,58.4595,561.99825,171.38,791.83775,0.0,0.0,511.084625,791.83775,511.084625,280.753125
2026-01-09 09:00:00+00:00,64.3335,584.1495,172.975,821.458,0.0,0.0,550.160975,821.458,550.160975,271.29702499999996
2026-01-09 10:00:00+00:00,66.23925,516.912,173.855,757.00625,0.0,0.0,547.293375,757.00625,547.293375,209.71287500000005
2026-01-09 11:00:00+00:00,64.47375,507.64725,180.51,752.631,0.0,0.0,543.9659,752.631,543.9659,208.66509999999994
2026-01-09 12:00:00+00:00,68.59875,492.64875,183.095,744.3425,0.0,0.0,546.90335,744.3425,546.90335,197.43914999999993
2026-01-09 13:00:00+00:00,74.83575,486.21375,182.545,743.5944999999999,0.0,0.0,528.3417,743.5944999999999,528.3417,215.25279999999998
2026-01-09 14:00:00+00:00,76.73325,496.39425,182.93,756.0575000000001,0.0,0.0,524.346275,756.0575000000001,524.346275,231.71122500000013
