,Biomass,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Onshore,Fossil Hard coal,Other renewable,Fossil Peat,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-01 00:00:00+00:00,1228.275,342.6775,1.9,1670.65,4186.0,424.405,1.3,26.2575,1487.225,73.6425,52.9,427.02,9922.2525,19.619275000000002,0.0,12217.5,9941.871775,12217.5,-2275.6282250000004
2026-01-01 01:00:00+00:00,1185.725,317.3525,1.9,1577.35,4185.15,431.7025,1.3,23.7,1677.875,57.31425,52.9,424.12,9936.38925,2.64725,0.0,12308.25,9939.0365,12308.25,-2369.2135
2026-01-01 02:00:00+00:00,1177.5,281.6025,1.036455,1336.7,4186.275,434.585,1.2544,23.42725,1895.0,34.0955,52.30925,419.82,9843.605354999998,0.0,22.5515,12381.0,9843.605354999998,12403.5515,-2559.9461450000017
2026-01-01 03:00:00+00:00,1145.675,265.3825,0.0,1117.575,4188.175,423.0475,1.2,23.1,2105.425,6.03265,51.6,416.865,9744.07765,0.0,29.126675000000002,12457.25,9744.07765,12486.376675,-2742.2990250000003
2026-01-01 04:00:00+00:00,1161.35,208.32,0.0,1119.775,4188.15,429.05,1.2,23.1,2172.475,6.68735,51.6,408.485,9770.192350000001,38.931225,0.0,12435.0,9809.123575000001,12435.0,-2625.8764249999986
2026-01-01 05:00:00+00:00,1155.8,190.5375,0.0,1175.675,4188.5,426.52,1.2,23.1,2330.175,6.842625,51.6,410.395,9960.345125,15.799975,0.0,12524.75,9976.1451,12524.75,-2548.6049000000003
2026-01-01 06:00:00+00:00,1166.4,191.1525,0.0,1183.5,4187.525,430.8625,1.2,23.1,2317.875,5.1901,51.6,411.775,9970.1801,0.0,11.070249999999998,12773.25,9970.1801,12784.32025,-2814.140150000001
2026-01-01 07:00:00+00:00,1160.375,190.75,0.0,1278.95,4188.174999999999,424.81,7.02685,23.1,2536.625,4.7,51.6,418.305,10284.416850000001,0.0,16.25425,12939.0,10284.416850000001,12955.25425,-2670.8373999999985
2026-01-01 08:00:00+00:00,1177.875,190.075,0.0,1351.75,4188.675,394.96250000000003,31.3695,24.7605,2501.675,4.7,51.6,424.46500000000003,10341.907500000001,13.785375,0.0,13073.0,10355.692875,13073.0,-2717.3071249999994
2026-01-01 09:00:00+00:00,1193.35,190.7225,0.0,1464.0,4189.2,389.3575,54.32775,28.9505,2619.275,4.7,51.6,432.78,10618.263250000002,0.2937499999999993,0.0,13225.5,10618.557000000003,13225.5,-2606.9429999999975
2026-01-01 10:00:00+00:00,1199.275,191.0225,0.0,1339.225,4187.924999999999,387.35249999999996,55.95325,21.7,2481.625,5.139125,51.6,420.425,10341.242374999998,19.87615,0.0,13287.5,10361.118524999998,13287.5,-2926.381475000002
2026-01-01 11:00:00+00:00,1239.5,190.8975,0.0,1415.525,4188.15,395.2,31.78075,23.1175,2442.725,6.191825,51.6,428.5925,10413.280075,21.194850000000002,0.0,13228.25,10434.474925,13228.25,-2793.7750749999996
2026-01-01 12:00:00+00:00,1260.875,190.95,0.0,1542.6,4187.7,404.1275,7.541525000000001,23.8,2543.375,5.315025,51.6,429.0175,10646.901549999999,2.01875,0.0,13239.0,10648.920299999998,13239.0,-2590.079700000002
2026-01-01 13:00:00+00:00,1246.05,185.535,0.0,1463.3,4188.4,405.615,1.3,23.603250000000003,2740.925,6.73235,51.51825,423.27,10736.24885,75.28705,0.0,13447.5,10811.5359,13447.5,-2635.9640999999992
2026-01-01 14:00:00+00:00,1202.475,150.325,0.0,1689.55,4188.15,407.235,1.3,23.74575,2867.15,7.1034749999999995,51.5,419.78,11008.314225,45.171525,0.0,13665.0,11053.48575,13665.0,-2611.51425
2026-01-01 15:00:00+00:00,1214.25,141.4625,0.0,1709.775,4187.775,416.455,1.3,32.03075,2927.2,5.4462,51.5,410.7375,11097.93195,0.0,5.5985,13761.5,11097.93195,13767.0985,-2669.16655
2026-01-01 16:00:00+00:00,1210.325,141.15,0.0,1690.8,4187.65,414.0425,1.3,27.93525,3007.675,6.161725,51.5,387.1975,11125.736975,0.0,1.565249999999999,13874.75,11125.736975,13876.31525,-2750.578275
2026-01-01 17:00:00+00:00,1207.2,151.995,0.0,1644.275,4187.6,406.825,1.3,30.6145,3079.225,4.714875,51.5,372.2675,11137.516875,33.65385,0.0,13837.5,11171.170725,13837.5,-2666.329275
2026-01-01 18:00:00+00:00,1176.025,161.08249999999998,0.0,1620.175,4186.675,405.265,1.3,32.0255,3234.85,5.432575,51.5,370.6875,11245.018075000002,2.7431750000000004,0.0,13661.0,11247.761250000001,13661.0,-2413.2387499999986
2026-01-01 19:00:00+00:00,1126.45,134.885,0.0,1411.65,4187.375,391.8425,1.3,24.0,3313.875,5.171575000000001,51.5,350.7175,10998.766575000001,2.2156500000000006,0.0,13558.5,11000.982225000002,13558.5,-2557.5177749999984
2026-01-01 20:00:00+00:00,1108.675,43.37575,0.0,1382.175,4186.6,387.1925,1.3,24.0,3313.35,7.7,51.5,339.7275,10845.595750000002,23.86135,0.0,13596.25,10869.457100000001,13596.25,-2726.7928999999986
2026-01-01 21:00:00+00:00,1100.975,41.4,0.0,1360.825,4187.475,387.275,1.3,26.9685,3233.4,5.946525,51.5,330.88,10727.945024999999,32.647075,0.0,13446.5,10760.5921,13446.5,-2685.9079
2026-01-01 22:00:00+00:00,1081.35,41.4,0.0,1257.5,4187.525,374.93,1.3,21.4725,3154.375,0.7,51.5,321.18,10493.232500000002,0.5916999999999994,0.0,13201.0,10493.824200000003,13201.0,-2707.1757999999973
2026-01-01 23:00:00+00:00,1073.875,41.4,0.0,1247.95,4219.125,380.4525,1.3,27.84825,3089.325,0.7,51.5,329.5625,10463.038250000001,0.0,19.65425,13046.0,10463.038250000001,13065.65425,-2602.615999999998
2026-01-02 00:00:00+00:00,1076.925,41.4,0.0,1267.025,4228.9,381.73,1.3,28.241500000000002,3198.65,0.7,51.5,324.3275,10600.699,8.9872,0.0,12808.25,10609.6862,12808.25,-2198.5638
2026-01-02 01:00:00+00:00,1090.25,41.4,0.0,1248.075,4228.425,381.65250000000003,1.3,24.73225,3187.325,0.7,51.5,321.51,10576.869750000002,0.0,2.0139999999999993,12741.75,10576.869750000002,12743.764,-2166.8942499999976
2026-01-02 02:00:00+00:00,1077.775,41.445,0.0,1344.2,4229.175,383.5925,1.254825,25.12925,3265.175,0.38468749999999996,51.63525,327.60749999999996,10747.3740125,10.264,0.0,12665.25,10757.6380125,12665.25,-1907.6119875000004
2026-01-02 03:00:00+00:00,1092.3249999999998,41.5,0.0,1446.45,4228.7,380.8425,1.2,32.22375,3375.325,0.0,51.8,339.1975,10989.56375,9.619749999999998,0.0,12850.25,10999.1835,12850.25,-1851.0665000000008
2026-01-02 04:00:00+00:00,1077.8999999999999,41.5,0.0,1346.225,4227.825,377.105,1.2,23.93525,3602.6499999999996,0.0,51.8,329.6,11079.74025,0.0,45.64025,13314.0,11079.74025,13359.64025,-2279.8999999999996
2026-01-02 05:00:00+00:00,1116.0249999999999,41.5,0.0,1394.55,4228.425,377.1175,1.2,23.2,3939.175,0.0699075,51.8,350.445,11523.5074075,0.0,41.09825,13468.75,11523.5074075,13509.84825,-1986.3408424999998
2026-01-02 06:00:00+00:00,1160.85,41.5,0.0,1445.425,4227.275,385.15999999999997,1.2,24.63725,4130.45,3.919975,51.8,368.2825,11840.499724999998,0.9732499999999997,0.0,13630.75,11841.472974999997,13630.75,-1789.277025000003
2026-01-02 07:00:00+00:00,1211.65,54.27825,0.0,1510.975,4228.5,400.34749999999997,1.2,23.47025,4123.275,4.9,51.8,401.3125,12011.708499999999,20.793275,0.0,13604.75,12032.501774999999,13604.75,-1572.2482250000012
2026-01-02 08:00:00+00:00,1226.25,110.4375,0.0,1609.675,4098.925,403.96500000000003,12.112575,23.386,4159.950000000001,6.857075,51.802499999999995,427.8725,12131.23315,1.0498000000000003,0.0,13603.5,12132.28295,13603.5,-1471.2170499999993
2026-01-02 09:00:00+00:00,1286.425,197.6275,0.0,1947.2,3477.95,412.9175,31.056,30.0965,3962.1000000000004,5.77,51.7975,458.635,11861.574999999999,83.818075,0.0,13379.5,11945.393074999998,13379.5,-1434.1069250000019
2026-01-02 10:00:00+00:00,1317.55,215.9725,0.0,1986.65,3473.075,393.1325,26.57775,33.30225,3758.825,8.0047,51.8,498.4625,11763.352199999998,72.27525,0.0,13419.25,11835.627449999998,13419.25,-1583.6225500000019
2026-01-02 11:00:00+00:00,1283.05,191.91500000000002,0.0,1916.4250000000002,3473.775,403.0225,16.30025,44.23425,3593.575,18.0625,51.8,488.395,11480.554500000002,0.0,52.0265,13554.25,11480.554500000002,13606.2765,-2125.721999999998
2026-01-02 12:00:00+00:00,1285.325,212.7375,0.0,1900.1,3476.8,398.7675,1.4844,54.3645,3588.25,17.75675,49.507999999999996,483.3625,11468.45615,0.0,41.273,13424.25,11468.45615,13465.523,-1997.0668499999992
2026-01-02 13:00:00+00:00,1258.3,249.1825,0.0,1762.975,3476.425,379.3425,1.4,52.7,3823.3,16.5,12.5,472.34,11504.965,0.0,32.883700000000005,13465.75,11504.965,13498.6337,-1993.6687000000002
2026-01-02 14:00:00+00:00,1307.35,280.5375,0.0,1849.075,3477.975,386.9925,1.4,62.19525,3831.775,16.0235,21.30225,466.3525,11700.978500000001,36.218475,0.0,13403.5,11737.196975,13403.5,-1666.3030249999993
2026-01-02 15:00:00+00:00,1330.95,296.46,0.0,1910.75,3477.8,380.695,1.4,67.37,3765.35,15.90525,34.44725,464.3325,11745.46,58.307325,0.0,13298.75,11803.767324999999,13298.75,-1494.982675000001
2026-01-02 16:00:00+00:00,1309.25,301.5575,0.0,1878.3,3477.7,371.6025,1.4,62.7785,3805.025,16.5,33.44525,435.66999999999996,11693.22875,0.8260999999999994,0.0,13399.75,11694.05485,13399.75,-1705.6951499999996
2026-01-02 17:00:00+00:00,1228.3,284.865,0.0,1682.05,3477.075,352.435,1.4,57.12025,3952.7,14.79675,28.6,389.8025,11469.1445,0.0,1.034250000000002,13555.25,11469.1445,13556.28425,-2087.1397500000003
2026-01-02 18:00:00+00:00,1238.175,236.89,0.0,1685.35,3476.8,342.90999999999997,1.4,55.489999999999995,4109.125,14.317250000000001,28.6,369.6825,11558.73975,0.0,32.34105,13427.5,11558.73975,13459.84105,-1901.1013000000003
2026-01-02 19:00:00+00:00,1240.55,231.4,0.0,1707.875,3477.525,342.4525,1.4,43.758,4234.325,15.0875,28.6,343.8075,11666.7805,0.0,18.218474999999998,13151.75,11666.7805,13169.968475,-1503.187974999999
2026-01-02 20:00:00+00:00,1248.525,270.4125,0.0,1775.375,3477.8,345.42,1.4,37.5315,3589.0,14.6685,25.12575,346.45,11131.70825,55.64784999999999,0.0,12975.0,11187.356099999999,12975.0,-1787.643900000001
2026-01-02 21:00:00+00:00,1261.9,286.085,0.0,1833.725,3478.325,342.40999999999997,1.4,37.62525,3421.65,15.44,24.0885,346.59000000000003,11049.23875,54.31365,0.0,12721.75,11103.5524,12721.75,-1618.1975999999995
2026-01-02 22:00:00+00:00,1254.175,268.605,0.0,1744.575,3479.125,353.9875,1.4,32.608,3398.05,14.6,22.9,347.4975,10917.523,0.0,20.743499999999997,12529.0,10917.523,12549.7435,-1632.2205000000013
2026-01-02 23:00:00+00:00,1184.375,228.9875,0.0,1478.325,3466.15,377.6775,1.4,25.6,3083.875,12.4125,21.605,338.8375,10219.244999999999,54.44370000000001,0.0,12306.75,10273.688699999999,12306.75,-2033.0613000000012
2026-01-03 00:00:00+00:00,1191.3,219.885,0.0,1470.05,3465.625,388.8725,1.4,26.64875,3018.65,5.362724999999999,20.8,345.27,10153.863975,0.0,26.526775,12277.0,10153.863975,12303.526775,-2149.6628
2026-01-03 01:00:00+00:00,1196.75,219.5,0.0,1476.2,3465.575,387.315,1.4,33.1015,2992.55,4.6,20.8,345.2675,10143.058999999997,0.0,57.15575,12165.0,10143.058999999997,12222.15575,-2079.0967500000024
2026-01-03 02:00:00+00:00,1174.225,219.6825,0.0,1476.0,3481.4,380.79,1.3081999999999998,27.88825,2858.7000000000003,4.233975,19.664,340.1225,9984.014425,16.08575,0.0,12105.0,10000.100175,12105.0,-2104.8998250000004
2026-01-03 03:00:00+00:00,1176.4,219.9375,0.0,1440.225,3554.425,380.145,1.2,34.40025,2804.825,3.8,19.2,348.82,9983.37775,0.0,12.91575,12160.0,9983.37775,12172.91575,-2189.5380000000005
2026-01-03 04:00:00+00:00,1219.475,175.325,0.0,1506.925,3763.425,378.7,1.2,36.8,2968.925,3.8,19.2,371.06,10444.835,7.252075000000001,0.0,12202.5,10452.087075,12202.5,-1750.4129250000005
2026-01-03 05:00:00+00:00,1219.925,205.44,0.0,1506.375,3935.2,387.1075,1.2,27.9745,3135.4,3.8,17.2575,385.43,10825.109499999999,0.0,71.7341,12406.0,10825.109499999999,12477.7341,-1652.624600000001
2026-01-03 06:00:00+00:00,1219.1,283.21750000000003,0.0,1526.6,3931.975,382.045,1.2,25.2,3177.8,6.6286,17.1,394.5075,10965.3736,0.0,17.2813,12615.0,10965.3736,12632.2813,-1666.9076999999997
2026-01-03 07:00:00+00:00,1240.4750000000001,329.825,0.0,1574.775,3961.725,384.2075,4.8879,25.2,3243.125,14.9765,17.1,413.8525,11210.1494,28.883999999999997,0.0,12742.25,11239.0334,12742.25,-1503.2165999999997
2026-01-03 08:00:00+00:00,1268.55,336.5125,0.0,1649.175,4048.9,385.3475,20.00475,25.2,3239.7,17.2955,17.1,429.51,11437.295250000001,1.6917499999999999,0.0,12954.25,11438.987000000001,12954.25,-1515.262999999999
2026-01-03 09:00:00+00:00,1262.8,331.71500000000003,0.0,1661.925,4068.575,378.52750000000003,36.4565,25.2,3106.225,30.36975,17.32225,436.425,11355.540999999997,79.86529999999999,0.0,12963.75,11435.406299999997,12963.75,-1528.343700000003
2026-01-03 10:00:00+00:00,1280.775,405.7675,0.0,1804.85,4068.125,381.875,37.1,25.2,2977.3250000000003,47.07125,24.555,442.725,11495.368750000001,0.0,0.6302999999999996,12935.25,11495.368750000001,12935.8803,-1440.5115499999993
2026-01-03 11:00:00+00:00,1261.7,438.85,0.0,1840.3249999999998,4068.425,382.0175,25.56825,25.2,2855.75,57.41375,25.74175,435.3725,11416.363749999999,0.0,20.453575,12886.25,11416.363749999999,12906.703575,-1490.339825000001
2026-01-03 12:00:00+00:00,1273.725,481.14,0.0,1788.3,4068.275,377.8975,2.042725,25.2,2831.325,69.46074999999999,24.0,431.5,11372.865975,0.0,24.735124999999996,12769.0,11372.865975,12793.735125,-1420.8691499999986
2026-01-03 13:00:00+00:00,1275.725,495.2225,0.0,1706.525,4068.45,376.71000000000004,1.9,25.2,3172.0750000000003,74.16025,24.0,428.635,11648.60275,0.0,19.183475,12947.0,11648.60275,12966.183475,-1317.5807249999998
2026-01-03 14:00:00+00:00,1269.975,506.2025,0.0,1698.675,4068.05,382.82,1.9,25.83,3642.125,73.23925,21.37175,424.2875,12114.476,0.0,18.92715,13237.0,12114.476,13255.92715,-1141.451149999999
2026-01-03 15:00:00+00:00,1291.075,513.265,0.0,1658.375,4067.85,381.8575,1.9,28.15575,3917.75,73.49425000000001,19.8,419.8725,12373.394999999999,42.014425,0.0,13420.0,12415.409424999998,13420.0,-1004.590575000002
2026-01-03 16:00:00+00:00,1287.125,505.9125,0.0,1738.525,4103.325,386.48,1.9,32.783,4056.75,74.66825,19.8,421.9825,12629.251250000001,26.960250000000002,0.0,13485.5,12656.211500000001,13485.5,-829.2884999999987
2026-01-03 17:00:00+00:00,1279.175,448.7475,0.0,1676.55,4160.225,381.18,1.9,30.65275,4119.775,65.28025,19.8,421.2575,12604.542999999998,0.0,25.362775000000003,13560.5,12604.542999999998,13585.862775,-981.3197750000018
2026-01-03 18:00:00+00:00,1276.0,410.7775,0.0,1650.1,4161.15,377.2875,1.9,27.6,4013.475,58.19225,15.49075,423.23,12415.203,0.0,2.9665000000000004,13316.5,12415.203,13319.4665,-904.2635000000009
2026-01-03 19:00:00+00:00,1252.6499999999999,388.0025,0.0,1578.375,4161.0,384.78499999999997,1.9,26.9,3932.65,54.30025,12.16,392.8875,12185.61025,0.0,9.200275000000001,13115.5,12185.61025,13124.700275,-939.0900249999995
2026-01-03 20:00:00+00:00,1267.925,354.0575,0.0,1562.65,4161.025,397.1075,1.9,26.9,3849.375,49.630250000000004,12.1,402.775,12085.445249999999,24.26755,0.0,13196.5,12109.7128,13196.5,-1086.7872000000007
2026-01-03 21:00:00+00:00,1253.775,369.6725,0.0,1493.9,4193.925,406.625,1.9,25.14,3829.7,50.83625,12.1,401.565,12039.138750000002,0.0,27.19265,13181.75,12039.138750000002,13208.94265,-1169.803899999999
2026-01-03 22:00:00+00:00,1228.125,375.19,0.0,1387.9,4215.2,405.38,1.9,24.5,3793.975,51.231,13.24225,399.9925,11896.63575,0.0,19.660275,12963.5,11896.63575,12983.160275,-1086.5245250000007
2026-01-03 23:00:00+00:00,1218.95,374.64750000000004,0.0,1453.525,4227.575,412.695,1.9,24.5,3787.3250000000003,49.8935,16.28,404.15999999999997,11971.451000000001,2.8325999999999976,0.0,12695.5,11974.2836,12695.5,-721.2163999999993
2026-01-04 00:00:00+00:00,1257.375,375.26750000000004,0.0,1427.575,4229.325,415.01,1.9,26.39,3936.275,49.56925,16.1,422.6375,12157.424250000002,0.0,28.088475000000003,12535.75,12157.424250000002,12563.838475,-406.4142249999986
2026-01-04 01:00:00+00:00,1321.7,374.52,0.0,1359.325,4229.45,416.5075,1.9,26.6,4208.05,51.431,16.1,428.6575,12434.241,0.0,15.8719,12443.25,12434.241,12459.1219,-24.88090000000011
2026-01-04 02:00:00+00:00,1343.95,379.5075,0.0,1285.075,4229.05,422.97,1.5867499999999999,26.6,4210.3,76.721,16.546,431.435,12423.741250000001,0.0,19.06225,12430.75,12423.741250000001,12449.81225,-26.070999999999913
2026-01-04 03:00:00+00:00,1350.85,383.2675,0.0,1311.25,4229.375,428.4725,1.2,26.6,4266.15,88.58,17.1,438.3625,12541.2075,23.056549999999998,0.0,12489.0,12564.26405,12489.0,75.26404999999977
2026-01-04 04:00:00+00:00,1361.475,394.19,0.0,1387.5749999999998,4229.175,422.97,1.2,26.6,4249.825,88.84875,15.0205,440.85,12617.72925,0.0,18.627225,12608.75,12617.72925,12627.377225,-9.64797499999986
2026-01-04 05:00:00+00:00,1388.45,430.605,0.0,1493.3,4229.35,423.525,1.2,26.6,4165.650000000001,92.20375,9.8,454.4625,12715.14625,0.0,62.4076,12612.25,12715.14625,12674.6576,40.488649999999325
2026-01-04 06:00:00+00:00,1371.8,559.3925,0.0,1508.0,4228.275000000001,420.6375,1.2,26.6,4111.85,109.89500000000001,7.400025,457.0375,12802.087525000003,0.0,27.73815,12826.75,12802.087525000003,12854.48815,-52.40062499999658
2026-01-04 07:00:00+00:00,1359.475,588.045,0.0,1592.925,4228.425,429.005,7.101875,26.6,3865.025,115.9,7.4,464.5375,12684.439375,45.430525,0.0,12878.75,12729.8699,12878.75,-148.8801000000003
2026-01-04 08:00:00+00:00,1375.725,632.075,0.0,1693.5,4228.225,425.2125,30.59675,26.6875,3476.55,138.39249999999998,7.4,471.9875,12506.351750000002,26.002249999999997,0.0,13088.0,12532.354000000001,13088.0,-555.6459999999988
2026-01-04 09:00:00+00:00,1394.875,702.97,0.0,1875.275,4229.35,419.90250000000003,55.91075,34.17425,3191.175,145.52,8.74135,475.39,12533.28385,10.18575,0.0,13268.25,12543.4696,13268.25,-724.7803999999996
2026-01-04 10:00:00+00:00,1415.125,656.72,0.0,1784.275,4229.325,406.345,59.046749999999996,28.271,3017.675,148.9425,8.160124999999999,474.0375,12227.922874999998,0.0,10.38905,13300.75,12227.922874999998,13311.13905,-1083.2161750000014
2026-01-04 11:00:00+00:00,1365.6,643.265,0.0,1742.6,4229.75,396.51750000000004,37.40625,25.1,2899.725,187.65,7.6,466.1725,12001.386250000001,9.754125,0.0,13313.0,12011.140375,13313.0,-1301.8596249999991
2026-01-04 12:00:00+00:00,1378.725,620.13,0.0,1721.65,4229.225,397.3175,6.671775,25.99975,2928.125,174.91,7.6,470.515,11960.869025000002,0.0,2.2671500000000004,13371.75,11960.869025000002,13374.01715,-1413.148124999998
2026-01-04 13:00:00+00:00,1422.95,605.38,0.0,1723.325,4229.9,400.43,1.2,27.99725,3198.0,175.07,7.6,480.66499999999996,12272.51725,3.476874999999999,0.0,13590.75,12275.994125000001,13590.75,-1314.755874999999
2026-01-04 14:00:00+00:00,1452.45,614.41,0.0,1848.2,4229.625,403.82,1.2,41.7625,3266.225,181.42000000000002,7.6,484.335,12531.047500000002,16.182625,0.0,13703.25,12547.230125000002,13703.25,-1156.0198749999981
2026-01-04 15:00:00+00:00,1472.7,625.11,0.0,1926.1,4229.825,407.02,1.2,53.0995,3116.425,181.97750000000002,7.687424999999999,487.73,12508.874425000002,12.75395,0.0,13751.5,12521.628375000002,13751.5,-1229.871624999998
2026-01-04 16:00:00+00:00,1482.85,744.355,0.0,1953.275,4230.7,424.37,1.2,53.9,2626.375,187.82750000000001,11.67825,491.135,12207.665750000002,0.0,2.0767499999999997,13787.25,12207.665750000002,13789.32675,-1581.6609999999982
2026-01-04 17:00:00+00:00,1486.1,783.1575,0.0,2073.475,4230.075,414.655,1.2,61.07325,2025.275,191.7175,13.25525,491.04,11771.023500000001,13.320975,0.0,13577.5,11784.344475000002,13577.5,-1793.1555249999983
2026-01-04 18:00:00+00:00,1487.625,776.14,0.0,2084.4,4229.7,423.4475,1.2,59.03175,1549.425,192.15,8.13285,480.02,11291.2721,57.441649999999996,0.0,13359.75,11348.71375,13359.75,-2011.0362499999992
2026-01-04 19:00:00+00:00,1489.45,779.855,0.0,1986.35,4230.65,430.9975,1.2,62.195750000000004,1124.775,189.555,7.652475,482.33,10785.010725000002,77.460875,0.0,13091.25,10862.471600000003,13091.25,-2228.7783999999974
2026-01-04 20:00:00+00:00,1478.1,780.1025,0.0,1941.225,4229.924999999999,434.5625,1.2,62.975,839.1700000000001,190.135,17.00625,486.845,10461.24625,36.955275,0.0,13239.25,10498.201525,13239.25,-2741.0484749999996
2026-01-04 21:00:00+00:00,1441.25,775.3,0.0,1950.575,4229.375,429.255,1.2,59.7145,679.625,186.65,23.171,500.085,10276.200499999999,0.0,33.814674999999994,13217.5,10276.200499999999,13251.314675,-2975.1141750000006
2026-01-04 22:00:00+00:00,1413.875,744.215,0.0,1858.475,4228.875,424.35,1.2,48.03325,747.6524999999999,186.845,23.7695,499.78000000000003,10177.070250000002,0.0,49.659325,13142.75,10177.070250000002,13192.409325,-3015.339074999998
2026-01-04 23:00:00+00:00,1416.775,741.315,0.0,1693.875,4180.325,430.635,1.2,43.469,919.815,186.97,32.370999999999995,506.97749999999996,10153.727499999997,0.0,90.66494999999999,12954.0,10153.727499999997,13044.66495,-2890.937450000003
2026-01-05 00:00:00+00:00,1370.675,754.8375,0.0,1432.775,4179.1,430.4775,1.2,35.2385,1003.225,182.14,42.07225,513.6424999999999,9945.383249999999,0.0,86.9949,12864.25,9945.383249999999,12951.2449,-3005.8616500000007
2026-01-05 01:00:00+00:00,1385.5,769.8625,0.0,1456.275,4179.25,434.7175,1.2,32.22,1035.4725,180.44,48.345,515.79,10039.072500000002,0.0,7.704250000000002,12779.25,10039.072500000002,12786.95425,-2747.8817499999986
2026-01-05 02:00:00+00:00,1381.625,761.3975,0.0,1471.575,4179.35,424.075,1.2,31.0195,1188.0,182.1175,47.55575,515.5525,10183.467750000002,6.607250000000002,0.0,12866.25,10190.075,12866.25,-2676.1749999999993
2026-01-05 03:00:00+00:00,1396.8,790.46,0.0,1589.725,4179.2,427.1,1.2,35.1605,1354.35,183.085,46.5,514.75,10518.3305,24.10645,0.0,13103.5,10542.43695,13103.5,-2561.0630500000007
2026-01-05 04:00:00+00:00,1444.425,871.85,0.0,1812.85,4156.725,420.955,1.2,39.76475,1526.675,183.985,53.59675,523.4425,11035.469000000001,0.0,21.93325,13446.5,11035.469000000001,13468.43325,-2432.964249999999
2026-01-05 05:00:00+00:00,1437.675,898.29,0.0,1880.025,4133.275,424.2475,1.2,41.854,1801.625,185.06,74.87,547.865,11425.986499999999,1.8273250000000019,0.0,13684.75,11427.813825,13684.75,-2256.9361750000007
2026-01-05 06:00:00+00:00,1425.525,914.5500000000001,0.0274875,2074.55,4133.7,418.905,1.2,60.513999999999996,1983.55,188.7825,84.79724999999999,560.535,11846.636237499999,80.216325,0.0,13924.25,11926.852562499998,13924.25,-1997.3974375000016
2026-01-05 07:00:00+00:00,1476.525,949.755,0.0,2091.925,4137.725,446.655,9.246875,62.75675,1870.7250000000001,215.33249999999998,86.6,558.3,11905.546125000003,28.27355,0.0,13988.25,11933.819675000002,13988.25,-2054.4303249999975
2026-01-05 08:00:00+00:00,1502.85,976.095,0.0,2101.05,4134.075,451.83500000000004,41.995999999999995,61.6625,1784.875,230.8,86.6,555.505,11927.343499999997,7.403,0.0,14049.0,11934.746499999997,14049.0,-2114.2535000000025
2026-01-05 09:00:00+00:00,1522.325,985.275,0.0,2065.025,4130.725,411.98749999999995,71.166,63.33,1704.45,233.20749999999998,86.6,576.895,11850.986,17.7275,0.0,14085.0,11868.713500000002,14085.0,-2216.2864999999983
2026-01-05 10:00:00+00:00,1528.75,1000.5775,0.0,1991.575,4163.075,397.685,75.22425,62.365,1698.5,213.45,86.6,578.6975,11796.49925,25.816025000000003,0.0,13915.25,11822.315275,13915.25,-2092.934724999999
2026-01-05 11:00:00+00:00,1509.875,996.315,0.0,1967.275,4180.3,364.1075,50.331500000000005,60.02825,1545.4,200.7375,86.6,575.7,11536.66975,32.947575,0.0,13754.25,11569.617325,13754.25,-2184.6326750000007
2026-01-05 12:00:00+00:00,1549.375,1004.575,0.0,2024.4750000000001,4182.525,392.9,16.672475,62.536500000000004,1567.7250000000001,230.6275,86.6,582.9449999999999,11700.956475,0.0,25.500775,13722.75,11700.956475,13748.250775,-2047.2942999999996
2026-01-05 13:00:00+00:00,1573.1,1005.275,0.0,2082.45,4184.8,401.565,1.30195,64.7,1673.9499999999998,258.9775,86.6,597.285,11930.004450000002,0.0,33.516799999999996,13780.0,11930.004450000002,13813.5168,-1883.5123499999972
2026-01-05 14:00:00+00:00,1560.35,1028.65,0.0,2158.7749999999996,4180.475,402.315,1.2,63.295,1577.75,271.15,86.6,598.06,11928.62,4.77975,0.0,13742.25,11933.39975,13742.25,-1808.8502499999995
2026-01-05 15:00:00+00:00,1563.925,1031.125,0.0,2177.55,4180.8,403.1325,1.2,63.1875,1482.0,276.5,87.0215,596.365,11862.806500000002,83.67087500000001,0.0,13587.5,11946.477375000002,13587.5,-1641.0226249999978
2026-01-05 16:00:00+00:00,1566.5,1039.075,0.0,2208.3250000000003,4180.5,402.355,1.2,63.486000000000004,1324.2,275.62,88.8,601.3625,11751.4235,49.18025,0.0,13493.5,11800.60375,13493.5,-1692.8962499999998
2026-01-05 17:00:00+00:00,1570.125,1036.25,0.0,2193.525,4180.3,406.4575,1.2,58.972500000000004,1242.575,272.895,88.8,599.22,11650.320000000002,16.505200000000002,0.0,13443.75,11666.825200000001,13443.75,-1776.9247999999989
2026-01-05 18:00:00+00:00,1541.575,982.7475,0.0,2100.475,4180.025,398.015,1.2,59.30875,1284.875,266.2725,88.8,588.0625,11491.356249999999,0.0,8.76305,13417.5,11491.356249999999,13426.26305,-1934.9068000000007
2026-01-05 19:00:00+00:00,1510.25,969.6875,0.0,2036.85,4179.825,399.25,1.2,54.3,1464.225,237.9775,85.331,580.4025,11519.2985,0.0,24.819249999999997,13196.25,11519.2985,13221.06925,-1701.7707499999997
