,BE,NL,FR,CH,AT,CZ,GB,NO_2,HU,IT_NORD,ES,SI,RS,PL,ME,DK_1,RO,LT,BG,SE_3,LV,BA,NO_1,SE_4,NO_5,SK,EE,DK_2,FI,NO_4,SE_1,SE_2,DE_LU,MK,PT,GR,NO_3,IT_SUD,IT_CSUD,IT_CNOR,IT_SARD,IT_SICI,IT_CALA,HR
2026-01-01 00:00:00+00:00,0.0,18.67721330026821,0.0,0.0,0.0,1.3779725115720283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.598447614064803,0.00033394366020526433,0.0,0.0,0.22552980138174222,0.0,0.0,0.0,0.0,0.0,0.028260384574915583,0.0,1.2043424545551977,0.0,0.0,0.0,12.281866273352898,105.83225360875991,0.0,0.0,42.13785133074282,0.0,13.049363534256836,0.0,0.0,0.0,0.0,18.456565242810484,0.0
2026-01-01 01:00:00+00:00,0.0,26.423151849753094,0.0,0.0,0.0,2.3217200460210847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.459296097527279,0.005530511461547901,0.04528121632086702,0.0,0.6264978973545349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2652526249849003,0.0,0.0,0.0,12.769391511370607,155.73291037675878,0.0,0.0,59.3544176967537,0.0,12.80735136974342,0.0,0.0,0.0,0.0,42.40919880195018,0.0
2026-01-01 02:00:00+00:00,0.0,36.17807155144879,0.0,0.0,0.0,4.695397078425785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.355631110178001,0.013992915732484993,0.24486798895128437,0.0,0.7110619644366725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.89300156961066,233.44020978309186,0.0,0.0,77.75260040545294,0.0,5.328272444123682,0.0,0.0,0.0,0.0,64.84689318854782,0.0
2026-01-01 03:00:00+00:00,0.0,24.5534659971276,0.0,0.0,0.0,4.389391422505316,3.2453820849899673,0.0,0.0,0.0,0.0,0.0,0.0,2.0990205794952725,0.0,3.6254169807469405,0.018848664346288162,0.01994671126627634,0.0,0.691540705313432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9394749838626355,181.3380598806321,0.0,0.0,69.3369463409142,0.0,0.0,0.0,0.0,0.0,0.0,70.58750564880013,0.0
2026-01-01 04:00:00+00:00,0.0,11.211591750499679,0.0,0.0,0.0,3.0991531511708006,4.6021801824034565,0.0,0.0,0.0,0.0,0.0,0.0,4.192727115815145,0.0,0.8225999907337679,0.0007185203645570415,0.0,0.0,0.2031320783080754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4995031971921744,106.9161446976847,0.0,0.0,53.01449147036016,0.0,0.0,0.0,0.0,0.0,0.0,57.1327578454674,0.0
2026-01-01 05:00:00+00:00,0.0,5.387947016270047,0.0,0.0,0.0,3.0181470517850553,2.7383305198179078,0.0,0.0,0.0,0.0,0.0,0.0,7.525552571026232,0.0,0.21892939091605595,2.941639946806457,0.0,0.0,0.06687304177235752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9212488026451494,104.30313380098931,0.0,0.0,28.225567972028635,0.0,0.0,0.0,0.0,0.0,0.0,28.015129885942752,0.0
2026-01-01 06:00:00+00:00,0.0,8.312696989443925,0.0,0.0,0.0,2.9613893619605016,2.09751376775123,0.0,0.0,0.0,0.0,0.0,0.0,15.385574554805858,0.0,0.0,5.005385127449548,0.0,0.0,0.07039591304001955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1304544099896232,149.01086147813496,0.0,0.0,54.7173688372154,0.0,26.59095500015139,0.0,0.0,0.0,0.0,57.90490456005759,0.0
2026-01-01 07:00:00+00:00,0.0,0.064764071765505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1117377115874587,11.675930881711587,3.2874482442294126e-05,0.000606476982095379,0.0,0.00219022867613492,0.0,0.0,0.0,0.0,0.0,0.0,0.0015513586235348271,0.0,0.0,0.0,0.0,0.0,0.015012334210467377,1.7845929583846856,0.0,0.0,37.23922092676443,0.0,63.91121402393393,0.0,0.0,0.0,0.0,42.40814615287773,0.0
2026-01-01 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4711512378076845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.583273379173699,0.0,38.856816139266634,0.0,0.0,0.0,0.0,2.9387592437519907,0.0
2026-01-01 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.243201230774309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.257339738281395,0.0,90.5944590309443,0.0,0.0,0.0,0.0,0.0,0.0
