,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Other renewable,Storage,Nuclear,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Other
2026-01-01 19:00:00+00:00,2.083381676140443,1148.5270921677525,890.0130943494587,113.27995380363924,1116.6729605798682,150.22325424877536,0.26851431527208486,80.28803769818917,261.30093132666696,22.374921762620886,148.15117048022822,1.0559273207935576,69.46667441101523,513.2940858595796
2026-01-01 20:00:00+00:00,1.4716949663694385,1150.3487700992525,950.5643600500981,96.76406757756698,1111.8775733660266,163.7348735113987,0.2994809947258565,11.777999374895318,276.3924380213927,24.806912143709347,153.42512258661026,0.7391650347864883,74.23473438887687,507.5628078842909
2026-01-01 21:00:00+00:00,1.2004095541541793,960.9157881080068,797.5493171017506,88.79679629657326,900.8077443837238,132.89490649693334,0.3061634684530768,14.794753519148417,187.62336705728484,25.584621998344282,113.4792192664525,0.7507959432448251,58.522980495427646,362.1731363105024
2026-01-01 22:00:00+00:00,1.5473277897542823,749.2323677284784,620.9833507539468,83.07626434685373,526.434448608625,85.5671158822692,0.3083192794514386,0.21722775680659417,45.28762672862182,25.423434166301526,69.09998573328761,0.7553905999077924,39.74189603016306,253.72524459553298
2026-01-01 23:00:00+00:00,1.75043080387754,756.4197257146324,680.6119282813023,107.4020575133358,155.9702752167858,33.37215094293796,0.3141699181900884,1.1860876918347891,83.459897762942,28.59842029263487,76.31331970323399,1.069951743305833,45.87254480486082,279.0590396101258
2026-01-02 00:00:00+00:00,1.1465161322391688,622.7923167370122,607.3407346774467,78.4814492282092,0.0,0.35622820400474786,0.26519729887979604,0.07825693718124051,74.55702145646391,22.898477141979626,70.00165308656509,0.6718860874872351,41.30666658425468,267.1035964282762
2026-01-02 01:00:00+00:00,0.8494068078238002,480.4431238507334,507.7601624265204,88.1287915339668,16.63293003897904,132.0771264310756,0.30928377909311394,0.0,2492.0150477872016,26.56891953016728,109.39477397041642,4.647519762728857,47.667870702752865,147.50504337854065
2026-01-02 02:00:00+00:00,1.2491916188150631,550.4526633744736,699.6656354610978,126.49958637724512,12.148893754462733,110.24866083607125,0.41824343576719397,0.0,2257.187370038179,36.72689323768541,149.4617947170863,4.150081194399155,62.46771873199978,231.32326722271793
2026-01-02 03:00:00+00:00,1.1272227535268748,337.0616751226022,439.9575201521709,96.06559603539505,8.332855911128215,101.83215620863619,0.30349680206652124,0.0,2091.932183133161,27.152338215573124,100.65386803132674,3.8260030387396875,42.12264316358981,90.63244143208408
2026-01-02 04:00:00+00:00,0.47814657167627295,148.4082988793174,228.651026195933,47.41378680849975,12.327061136574326,80.73119954685926,0.14206872856211142,0.0,1637.661162921293,12.596701771543003,65.00130549606858,2.665097117489341,22.515729875796502,31.40841495038755
2026-01-02 05:00:00+00:00,0.414592230194383,96.18026466808016,143.9967249564363,46.97036543599156,25.604554797758833,63.3438481765606,0.11004580872993917,0.0,1259.9646583620815,9.957915364247608,41.33054099675666,2.1590283198699596,14.967460883292455,0.0
2026-01-02 06:00:00+00:00,0.5066221457419265,161.08668749505438,250.46116139067965,64.24255343838114,68.17482361718285,67.91105596528207,0.13728840308988935,0.0,1127.826463024583,13.511732368260132,73.32425764708489,2.0267195050098596,20.362946919706353,57.42768807994379
2026-01-02 07:00:00+00:00,6.962281037469874,459.6329476269694,531.8455636994071,153.04455094776594,483.07961500678715,174.9050652641416,0.3585445688858668,10.634160009546287,2195.07759062002,52.05499379842555,128.90621491893364,4.266987220061332,41.23713357916874,42.99435170241733
2026-01-02 08:00:00+00:00,98.73771497458803,949.5000488871459,830.3597355214799,189.4547103064192,893.9374937489789,252.60540689720594,0.35242882531455455,41.350403046293465,2648.671175655703,51.6887553460178,360.2112299938442,5.843878821921557,69.99228521814841,352.2947327569387
2026-01-02 09:00:00+00:00,361.860825830004,1081.18536865865,884.5350917708179,184.2358466284741,1240.638041067466,300.24195321458853,0.31845899783058557,99.36337980022364,2726.6039520696463,48.25959571566389,419.8969902202536,4.817883681093306,79.67502692893737,453.3675854163499
2026-01-02 10:00:00+00:00,541.1732321325096,1090.6017377363196,826.3828243151506,157.19390278882847,1235.7595257436033,293.1450753688598,0.2697307148766111,59.10841232934186,2693.178714309403,40.53790829228881,393.9533790795808,4.509050472898959,75.55153609047366,483.63497062586515
2026-01-02 11:00:00+00:00,608.8368374234346,1113.6184929047893,767.6259495217012,155.7442465666731,1222.0616715324147,262.11935004130675,0.2665862105888689,70.23924709476896,2432.7773708774953,39.814141341831835,403.40530225997077,4.148964477887884,74.54412983633023,457.79770991080636
2026-01-02 12:00:00+00:00,594.6122618772614,1141.4117271639357,710.4280084894996,158.20005772111546,1244.8820060558016,259.0082709142208,0.2438233445608108,67.60716958403948,2578.281863711302,37.4602190528974,441.3901892287155,4.2748940814662095,77.0482668408783,427.151241934306
2026-01-02 13:00:00+00:00,427.7076310820249,1113.1863906363292,773.1337437606867,149.61819912348983,1289.4915076110187,249.22909044362888,0.2367345805676909,60.66753459459434,2610.157384089513,34.83012754670951,473.0312525398375,4.20770317386361,75.57822443111085,399.9244763866257
2026-01-02 14:00:00+00:00,251.1239155263409,1046.978137740321,658.4799371487419,134.372845843152,1307.526132865416,261.4048477301493,0.24882784679732434,85.33358792517893,2719.469184205664,42.36530790031013,413.4630848020569,4.391181425095653,69.03845146972097,259.8045575710556
2026-01-02 15:00:00+00:00,61.2052366544256,1054.227606421793,779.588794323363,150.220467999317,1347.3708634183572,259.72032448143943,0.29400193602976515,124.16659211155124,2651.606932072656,49.963091026565166,631.9838343037317,4.289901142832086,76.5723645005188,421.7899896074207
2026-01-02 16:00:00+00:00,13.700513400841546,1124.954149699168,816.7597066509334,169.5250547143122,1373.3617602637994,272.60805891917306,0.360473857394832,213.3651797927772,2469.6730269911395,65.14112933714256,627.7334011082227,4.345833501323252,74.2341627488122,404.23754901495965
2026-01-02 17:00:00+00:00,12.003521564253933,1253.1191137753178,930.2786345510284,197.68507600690447,1389.7396597179716,286.75124113719454,0.4311844283337098,287.13746687710403,2501.504982599399,73.13576277289036,672.820756586026,4.62799330873818,83.77698199761952,441.987624677219
2026-01-02 18:00:00+00:00,11.914520191045652,1209.3278903323694,885.8051156346855,201.07020432314013,1412.7161715179518,297.31291993825886,0.42823740876304406,280.97847041040427,2554.1464929711287,77.61009402253484,684.0915310544237,5.180785612483095,83.38735697145057,437.0302096113604
2026-01-02 19:00:00+00:00,1.7063485709848036,1137.1997750506011,946.8680685413451,220.9141858330188,1374.5337238526704,289.3679819889587,0.4226315194278805,186.62458082661814,2551.305614944799,83.79833350479089,683.7871128867836,4.982261358819714,92.24104760623516,459.24833351494664
2026-01-02 20:00:00+00:00,1.6965462656913297,927.1886500800022,909.5345088897342,230.92707089192868,1364.820301422533,281.2656242403979,0.48875769985374484,111.22948785632136,2307.4303767701913,87.79607059797173,519.5498969458862,5.013024439463618,80.79004759572359,371.2696363043007
2026-01-02 21:00:00+00:00,1.519057110983567,753.4425623338093,893.2892487269331,224.1920470569952,1294.6822156495157,187.13042226514057,0.540772153196226,91.45953888865736,1055.9631722167837,79.19009747611858,347.29934782040846,3.396552213293071,68.99011025550398,333.90485583266087
2026-01-02 22:00:00+00:00,1.568751306398637,661.3954697679017,895.2369572207094,226.19218065991834,1275.9597721041207,189.5450959660383,0.529659687434437,69.30950732003087,1012.5822287958428,78.51146785591436,332.05362476381623,3.418430296217646,68.18320107595765,273.51365317969925
2026-01-02 23:00:00+00:00,0.6142598690970883,415.6716714414337,518.6703545654289,155.92671495476094,1233.7345361386294,170.28886352407844,0.3923146042058983,65.06871829598846,645.7951132423053,51.45099159032196,166.43150033605332,2.3228655328182506,40.18000153902244,116.45209436585556
2026-01-03 00:00:00+00:00,1.0198296950694499,486.78846208132774,577.2577204918703,201.67519720704044,1227.0260065196135,178.14938188195362,0.4882593302659193,67.42897607834495,742.1945867081595,69.09962193989567,157.4613557795577,2.9784323572973475,48.73434108479093,100.6978288448132
2026-01-03 01:00:00+00:00,1.0752637327236076,608.0587399087135,744.2199217771445,247.78599373199003,1084.9414193256737,176.7754486716546,0.5645095212413737,54.061333484331236,1032.7243350129631,104.47733797383279,267.9983582249028,6.272633212444738,68.29763274677651,211.04707267560744
2026-01-03 02:00:00+00:00,0.561817153379634,475.0273814570364,607.1581897049207,171.2714631300026,841.9694205163149,149.21690395662253,0.3795344804845471,41.93615364417821,1030.9328572240106,81.05682628932246,228.56870405489303,5.398538257320628,56.88892496866866,196.33328516284507
2026-01-03 03:00:00+00:00,0.5158596603868348,370.21945087245456,436.57145073564163,145.0444868627443,692.3866119370844,128.48659192610526,0.34691389027683206,34.696310637313,914.3382983185563,75.02841001796388,186.00525255266618,5.141647591447773,45.90048237309825,122.01823262426103
2026-01-03 04:00:00+00:00,0.2761736264706748,245.0344600604748,303.1405256866725,119.36397089100393,406.5036139687475,72.77850437165237,0.2820044806975573,20.002077497632165,518.2479873900172,60.33872722893473,126.69238812107255,3.99496768400879,32.16916292497409,76.17543606764103
2026-01-03 05:00:00+00:00,0.1603756001340159,159.2594733185469,152.80506347827276,93.26503589356737,21.64261526299122,27.70429377804936,0.23157670970890856,0.0,502.1340198191675,51.780826489355285,59.418768425845585,3.4865704818132635,20.111584599555478,18.999796142992295
2026-01-03 06:00:00+00:00,0.12809887611637327,136.14475100610122,115.49659505174873,69.27183565969743,259.6828469649773,55.9213656213418,0.15851735628307068,11.160977012658002,541.0827822114338,39.08911176733255,80.36855598261418,2.7129474292448488,17.922779840695398,30.058835219755462
2026-01-03 07:00:00+00:00,5.4023928285226575,153.01670027314788,139.68151671639697,28.329158571991773,676.1222282081692,108.9478140399151,0.04022121948979395,39.790070477881116,818.4516242369593,20.39055429112743,192.853570701039,1.5933758840503565,19.735032620083555,89.84573993122582
2026-01-03 08:00:00+00:00,33.14883534065175,241.07186407481151,247.78238510072697,62.58630781989706,838.1826971691094,133.42125845655235,0.1265910095148899,60.42838297332033,891.3338106643633,44.34235583419847,329.77552703622075,2.9840457070536024,33.993464338401814,155.62247447517777
2026-01-03 09:00:00+00:00,208.1327585608917,396.1725754858333,430.7224441268111,143.08036010983767,1163.5258251760547,210.02597069763954,0.3550136393808307,100.228114765474,1561.0468275822827,99.83967259778733,566.0210037132853,6.689797324789077,60.20150489637892,270.7581313235536
2026-01-03 10:00:00+00:00,357.93430667026416,384.28464130111746,400.89100682928085,168.41888488172197,926.5687343916769,175.4449909592176,0.45609255694906525,72.36484509730869,1530.74070195746,115.94492499786507,533.3536662172481,8.121493870031909,61.32276440050883,240.75294586934928
2026-01-03 11:00:00+00:00,376.93268004663287,395.1760061477122,421.51997449090675,138.75433299785172,837.3740544935114,165.53042211846488,0.2909469818425574,61.891027487725935,1590.8235565811726,101.88475744520798,569.3587467126384,6.941920280809115,60.77269493013192,277.548879285392
2026-01-03 12:00:00+00:00,346.95110683445097,437.71394567730033,375.61715337146165,132.56855487894632,721.4047304856553,161.03046063892316,0.27003725576034804,65.66141205077207,1707.210397086004,105.09411760088264,571.5110580780795,6.944171429999359,60.62617690322941,264.09667770853497
2026-01-03 13:00:00+00:00,242.9168345794397,379.6325597054684,269.8343222103922,106.0500632414965,623.4671876831926,155.16682407294672,0.25968649566201985,58.668090190609746,1690.263437918202,88.78550562479128,484.09625458987324,5.898957910660989,48.80874903359502,189.35152674366947
2026-01-03 14:00:00+00:00,94.81211034988851,273.20009660245546,245.41489908770365,51.257884966494174,748.7308150270956,144.6399924109872,0.1040570082625744,55.369492593725866,1281.284729708583,50.836322318102326,405.6860298338526,2.9992328511476196,37.29799976387389,164.26633747782728
2026-01-03 15:00:00+00:00,27.36493011394746,341.3587997155915,322.8736529576018,154.7514407237326,716.3971502559289,151.18628122765253,0.4903367242638275,64.85522511950639,1268.1970167291438,117.65082471943104,391.22736216291776,8.375177938704919,48.937090465047625,132.2347111465296
2026-01-03 16:00:00+00:00,8.43328018152162,588.2770760772307,603.0150451161824,238.53354243048847,1120.3555398177095,219.53554387550986,0.7058216892857516,147.01696955127687,1728.1310610103378,195.3115292699032,724.9619089276,12.921757017016196,84.06758399785679,334.83334103807994
2026-01-03 17:00:00+00:00,9.780101353217193,759.4151852248625,729.4526832661179,303.39238869826045,1263.923255980386,267.4130843530369,0.9110890346841855,234.72298982451622,2024.77017592058,248.82199623549712,859.2407940185416,16.34412837983839,99.4808998723042,400.3312278381576
2026-01-03 18:00:00+00:00,9.2415059682005,741.6910990248157,849.0222216083297,289.65016220050785,1385.9475875966164,287.88029124269076,0.8494667276869031,217.24484310616185,2065.1262915732914,244.11661993121078,846.5334174298533,15.795597008246066,95.24665134638708,390.65424523600166
2026-01-03 19:00:00+00:00,1.0607843107450028,710.3742035957564,847.9061225552482,291.29778232788067,1366.3421938209333,273.018150179346,0.7751641711416905,134.11747057024732,1930.1066468816803,248.66742614629936,815.9309351424778,15.994525554743364,94.53139750102852,379.8771972424722
2026-01-03 20:00:00+00:00,1.1850907608976613,638.413209295692,836.1756534614865,292.94466400650447,1318.0965185877849,212.91837296789282,0.8011976370695533,104.0928552511165,1456.5357799780313,244.60348191021123,809.6847587297534,15.31165944703216,99.93064297411541,409.30611499241206
2026-01-03 21:00:00+00:00,0.9254090110406976,621.2964685764496,837.2679490142075,266.9447478735649,1316.8030055358681,218.05146834734,0.6408773806653159,109.92401294919358,1530.9483517723766,224.9687484676116,731.3569393670422,14.444716807054728,92.2285697805587,332.1987351170277
2026-01-03 22:00:00+00:00,1.0170250511256975,623.3142721034388,741.2073872322219,285.7823496121387,1325.383007206634,223.80699271330207,0.7186613965514058,84.51067225956098,1569.7924869182934,200.52385929537368,668.2134183158081,11.70388235647005,90.39755276467288,309.62843277440845
2026-01-03 23:00:00+00:00,0.19371055682554397,430.7132696024108,495.01509149517574,174.26238561671977,1020.5083436340345,182.13136036971616,0.32886055009505094,61.11525382157649,1453.8094598571179,122.8033185485809,516.680819610585,6.9007744540695075,69.45463349440102,284.4827183886918
2026-01-04 00:00:00+00:00,0.1609932921740538,413.6599647927146,504.24290143603605,206.31167595894723,936.4117978169588,160.32887968492278,0.4484714330111707,47.727648257519796,1288.630758311285,140.5713562258203,417.01640662129154,8.705235001589134,69.14474762360194,229.1391635441278
2026-01-04 01:00:00+00:00,0.4290796573231892,456.2611272378153,469.0244086852348,243.64692837671532,947.0814157337471,162.9529468294913,0.6345548696715261,40.34011535248598,1448.5269534328067,162.65376128258555,478.02048942182915,10.68129318779427,79.15266782041704,243.29425811208273
2026-01-04 02:00:00+00:00,0.18115421341363047,459.91778182832195,437.6972975191992,223.8008196710718,940.4721623644056,169.8992104303201,0.48189683248025167,39.01143706391469,1672.1525904359528,158.90892661140347,470.3743085758705,10.658787596008153,77.00314242442207,233.44048443321594
2026-01-04 03:00:00+00:00,0.19680460819606418,406.68378110321385,409.65020137789764,182.30040144308373,957.4106651505604,164.57490341058045,0.33451775393963534,38.440965679792555,1620.9122638361234,126.71967007092525,470.83916260864044,8.493715760399887,71.90149188780778,252.4414553088389
2026-01-04 04:00:00+00:00,0.2514354859915951,336.1554397766807,373.8272199713655,131.71937144342488,812.7976592475349,141.4060592949704,0.20869294974587635,32.09878353149565,1494.4179169952492,91.45014208340312,432.0475668047548,6.250406657847758,60.95032187932571,236.91898387820984
2026-01-04 05:00:00+00:00,0.1368975327679028,273.03628132375695,284.2455035074231,115.45957563031135,745.0788453895333,133.32504108214232,0.17899250710284137,33.723915592423396,1339.6218909165973,81.68394837541258,330.73428216709357,5.753368741909189,49.693204782799484,160.028252450727
2026-01-04 06:00:00+00:00,0.02491255434483537,234.23675951045774,219.3489836715028,116.14671309900596,795.7731774968371,120.76268875658869,0.2063142645652397,43.86861524631063,931.0899054833949,81.60700922795881,291.3770362571946,5.441170801472427,43.28440237345566,144.63231125691073
2026-01-04 07:00:00+00:00,3.3891640053399983,105.18826872490003,78.82541844184473,24.875572755155456,378.12534910262985,59.543074138936326,0.03899455363351566,21.72429389810093,507.5963395837805,16.244978152365213,154.94064297074027,1.331609956170433,17.642551971086462,56.33374174531631
2026-01-04 08:00:00+00:00,43.43473683368142,109.12451913462148,80.08768226387714,19.618649870864022,780.8937548737164,123.92774479329174,0.019441637338267783,62.88894775261182,890.6459137692171,20.52739591719733,209.9044175641756,1.4493429543606555,19.301557227325002,70.17589540772195
2026-01-04 09:00:00+00:00,333.1491960516885,322.89004015565274,301.8801645359252,173.3285354534314,1240.0100825614647,251.95191306321766,0.33264583312519996,126.57366762878434,2193.03892752532,134.64839438704917,682.2733988145167,7.173109241870682,71.77814528083223,272.97177946712094
2026-01-04 10:00:00+00:00,630.8836125927255,336.20982181967554,350.21225267532077,253.0252041345925,953.8096206157084,222.7685532414021,0.5110862483779429,81.34975655255495,2266.108839645564,181.1484180495026,803.7792833605721,8.64503444544152,89.44512512681607,362.20339149174606
2026-01-04 11:00:00+00:00,667.8424031979015,299.99014707263376,311.57382309129764,244.89657877771148,798.9571581980335,196.65623049899133,0.5032258017276704,53.795201556894675,2062.2427681510144,182.7290947974566,728.9372161080422,8.412771198578996,83.9744616819913,348.5889198677252
2026-01-04 12:00:00+00:00,852.2778322762805,372.1856532638755,385.7963159600298,276.0889087671355,845.7316923843049,217.62819576031464,0.5463851198575518,43.385214769984934,2509.616552926738,193.2644014720426,875.5336759873741,9.951556988669559,95.01439867015469,385.4792156532369
2026-01-04 13:00:00+00:00,617.2391683205805,293.70839775929164,322.77088829346,209.36409320733011,501.70552895422674,184.11487802010558,0.4271314333268638,21.798618910968337,2476.4783188073297,147.73572459905398,870.6264439036939,7.959346204084257,78.35734403769396,336.91411754885536
2026-01-04 14:00:00+00:00,219.72758738511615,149.5285233876413,113.47420038200825,154.7974328861572,113.23066654431294,119.80429214042843,0.35822926879318345,11.488998939844302,1822.9463328825113,94.11285558437376,456.24810046262314,6.150978838669767,46.492359624584694,102.73944167293578
2026-01-04 15:00:00+00:00,35.70001509906722,42.21366249429295,24.509792946343794,8.014437956096529,78.09788069195034,84.46305198760614,0.0,12.112023924331737,1123.683832251313,13.669034528462026,196.25299961075248,1.476074265507447,9.98316719932359,25.824027044952928
2026-01-04 16:00:00+00:00,4.734133708761502,47.07154080795543,52.558397127032165,11.297538082048117,108.6185809566711,76.74189117430808,0.0,34.5053297184715,869.6703299393007,22.736127355288858,244.54573247487556,1.1253857308927278,11.78648027537199,65.80853264902233
2026-01-04 17:00:00+00:00,3.0535685062081543,74.30530793602647,59.032895018439575,24.338528769514635,332.71793936176505,89.95328199284,0.0407309417413929,77.19156003994783,744.7443254224821,26.722091563611677,269.9137646893586,1.5786830272465435,15.422326455553378,68.98499627526418
2026-01-04 18:00:00+00:00,2.6577092998742127,56.784892641599725,36.039142736509895,7.791777975987824,399.61725150597977,89.74989123611947,0.0,65.20217709206077,632.0936014650181,11.852145175545328,184.54252364644995,0.8044156788554427,9.097333922939521,47.167137623060036
2026-01-04 19:00:00+00:00,0.022166470151770295,59.43790849950039,71.28922436065355,123.97213535252952,399.4482841219372,53.07213612085775,0.33442571424187195,27.609112734874323,197.08716865604097,85.83572764762413,96.85846395490404,6.048931548345389,22.099266485243803,16.88504833309521
2026-01-04 20:00:00+00:00,0.0247268271558249,38.81046174842919,111.0115912304556,126.29668442397674,3.9141655946498983,4.56361222175745,0.3308264889879052,0.6800466977940227,52.543319494591294,91.42100872146969,83.26542532710653,6.50887300394004,21.986810031854116,22.642448187831743
2026-01-04 21:00:00+00:00,0.017321053729756276,34.40462457430406,117.15610576448364,102.84649672563519,0.0,0.2919511697917451,0.25822196267565334,0.0,0.22988865445866982,74.63363248046541,35.70709077715589,5.324619811045208,17.79832721429006,2.3317198119646463
2026-01-04 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 23:00:00+00:00,0.0,0.6711461542550157,0.003557921223702197,0.0,14.395337838596367,1.2899355650369138,0.0,0.5984455420342238,0.0,0.0,0.014078468763494207,0.0,0.027498510090281855,0.0
2026-01-05 00:00:00+00:00,0.0,7.169594877198246,0.03934268284615076,0.0,147.98069931754154,13.65885756693933,0.0,6.405949062731606,0.0,0.0,0.15683455398057985,0.0,0.28872193876255575,0.0
2026-01-05 01:00:00+00:00,0.0,4.007300888600979,0.025650324819889072,0.0,94.31867220690665,8.43953618785147,0.0,3.9409705975465132,0.0,0.0,0.0896458659686766,0.0,0.17822392830582665,0.0
2026-01-05 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 09:00:00+00:00,0.0,5.940817598072219,0.024952117483210554,0.0,98.33220484531677,9.10716488663677,0.0,3.9969816251722095,0.0,0.0,0.12034908064920542,0.0,0.17752984666962465,0.0
2026-01-05 10:00:00+00:00,5.152105293306312,26.708114864188836,24.316434842302293,5.242198948479925,224.1989162853227,21.065762759437558,0.0,11.234763903568998,25.066427654066352,12.871590667216477,120.46562995688231,0.0,5.483753271079798,57.69430155414841
2026-01-05 11:00:00+00:00,0.0,8.356963777856757,0.04631294797706965,0.0,145.14897643382346,14.450688424016393,0.0,6.236663638682224,0.0,0.0,0.18533948937781056,0.0,0.2750552882662716,0.0
2026-01-05 12:00:00+00:00,13.93600623173061,14.635894182501394,23.70306995762845,2.4936178118088197,0.0,0.09188639367015852,0.0,4.761514747598553,45.35282874295472,0.8008523092645723,123.65123213885802,0.01832274674965772,5.500755904616283,29.054018832618763
2026-01-05 13:00:00+00:00,18.60359338517027,18.351368015948047,34.21401296787741,2.8691131837107435,0.0,0.14461730300223025,0.0,2.8550705274456565,60.79462914663099,0.0,171.47436100065252,0.038084271965000124,6.982508642972959,35.67264155462415
