,Solar,Wind Onshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Other renewable,Storage,Fossil Gas,Waste,Other
2026-01-01 00:00:00+00:00,0.005853474749068391,804.7744007197741,0.0,2051.283004655219,131.48647730287078,27.247196621715673,5.624629014363109,74.27834824486244,1.2469152963642942,20.25317467008181
2026-01-01 01:00:00+00:00,0.003045414206915362,300.37057145763333,0.0,650.1721212067894,15.756465644399814,0.0,8.263515690821396,0.0,1.5525627974406513,11.806717788708605
2026-01-01 02:00:00+00:00,0.004107303675293134,1005.1009043429272,0.0,2734.042822746763,273.7212942267728,61.888326894948875,8.948472045998258,167.96304665686557,1.6592693873832884,13.621756394666038
2026-01-01 03:00:00+00:00,0.014919066175553946,1203.043576291428,0.0,1380.4015989321956,0.0,0.0,0.0,0.0,0.0,44.78990571020056
2026-01-01 04:00:00+00:00,0.01510010817426431,1909.486590118235,0.0,3056.2956408135487,81.01744503517506,0.0,37.931770577351955,0.0,6.429639574274257,68.19881377324012
2026-01-01 05:00:00+00:00,0.007183815828033126,1098.433531640778,0.0,1199.6110594950899,19.561169767593228,4.815187114206696,0.0,13.746639945110445,0.0,35.65022822139386
2026-01-01 06:00:00+00:00,0.004189740127294318,782.7268821866923,0.0,1244.2725920129737,29.417123316598374,1.6174106900546532,34.11500891485668,4.611697754049764,2.599512289925326,25.785583094721765
2026-01-01 07:00:00+00:00,0.0035270331159237326,1057.2890990768437,0.0,2111.2846017828174,130.74450876729563,26.801874445393945,23.055798512773706,81.63708774726156,1.5550873428870675,23.82841529161099
2026-01-01 08:00:00+00:00,0.005078408983345418,715.4310223467525,0.0,1166.1783334385884,18.802487003759527,0.0,32.561962598014496,0.0,2.565173939690338,24.95594226421134
2026-01-01 09:00:00+00:00,0.02483795634086989,1317.195798958004,0.0,2392.437184467044,86.3281604953539,16.64508120714201,29.394533444507488,48.033007246816595,1.9546493350313174,36.93674688975982
2026-01-01 10:00:00+00:00,0.022260467508420333,1042.3062095767543,0.0,2749.08243997999,111.1709923548249,16.90079828519439,67.90061539146464,51.02029736064095,4.440671687802151,27.08071489582058
2026-01-01 11:00:00+00:00,0.0,204.84662424259525,0.0,1114.850185994626,80.32288585595285,16.020755101205253,9.86420272753377,49.07766539628668,0.9176806818000651,0.0
2026-01-01 12:00:00+00:00,0.0,208.51350637823495,0.0,1316.7049188451592,93.0246572137306,17.399730883792635,21.654215651443394,50.553525920080894,1.849445107558286,0.0
2026-01-01 13:00:00+00:00,0.004769595612991872,425.8624214209181,0.0,956.2489244782189,49.156317275929844,8.969591270152648,12.48378739209058,26.008035946688064,0.905995629476548,9.285156990912402
2026-01-01 14:00:00+00:00,0.0,313.4987211847634,0.0,1484.5959063745831,121.77535304101659,25.111118528385703,4.758389305302231,75.54408869453039,0.6914228714184548,0.0
2026-01-01 15:00:00+00:00,0.004896388191430531,1108.3133826333471,0.0,1564.9755708791904,43.88401682450012,9.268547515906642,1.6278477166052423,26.60470376186601,0.27792487016093764,29.26810941023233
2026-01-01 16:00:00+00:00,0.0013620772708337091,297.70145328771406,0.0,321.46909578554914,0.0034860467422565405,0.0007611107922283391,0.0,0.0022898265238219264,0.0,8.32155186540764
2026-01-01 17:00:00+00:00,0.001079793117402143,389.27941433793717,0.0,1228.6366909013745,82.84656990901702,17.619359767183294,2.776031040264891,50.614809752137596,0.4708699329537193,5.680174566014159
2026-01-01 18:00:00+00:00,0.001971598745461703,362.81311172766317,0.0,724.2364338556713,34.59873622681732,7.816350634445724,0.0,22.51130096363168,0.0,8.047094993025414
2026-01-01 19:00:00+00:00,0.014799377427593628,1448.2360513380927,0.0,1693.2488235543085,21.76788593449867,4.706475401273581,0.0,14.061638829145068,0.0,42.71432556525365
2026-01-01 20:00:00+00:00,0.0,219.93899780026234,0.0,1283.7224297576297,100.33458119027287,21.47114494731923,0.0,65.50784630451584,0.0,0.0
2026-01-01 21:00:00+00:00,0.0027165139324485227,378.6400207898617,0.0,1475.1488002878114,98.98983973747569,17.560661054606978,11.108527064639699,51.26861310277507,2.2587971180137627,6.822024330883224
2026-01-01 22:00:00+00:00,0.006763175014075097,721.2077849794542,0.0,1463.9487465111624,89.28707353538336,21.753391313108963,0.0,58.954421799799036,0.0,16.966818686077826
2026-01-01 23:00:00+00:00,0.014783416785715193,1231.2051790135317,0.0,1163.9022677241853,2.643836341156776,0.7547767081649409,0.0,1.890592471938295,0.0,38.98856432423733
2026-01-02 00:00:00+00:00,0.013281014809091002,1255.8810518063951,0.0,1159.2540801268433,5.583622517098923,1.5527298218989978,0.0,4.058837363978879,0.0,39.806397348976255
2026-01-02 01:00:00+00:00,0.01160282847018039,1251.6275473548233,0.0,1117.323214320326,0.001785137904071751,0.0004795659020986041,0.0,0.0013024633075617294,0.0,39.78406832926628
2026-01-02 02:00:00+00:00,0.013534106930066413,1265.3493759140097,0.0,1149.0779339504759,0.0018184149174679657,0.0004873110051008443,0.0,0.0013373447966058562,0.0,42.305512957865155
2026-01-02 03:00:00+00:00,0.014717143146036117,1260.8965265898648,0.0,1194.194353271327,6.631450343327789,1.7305540078899508,0.0,4.892182799524934,0.0,41.940215844919315
2026-01-02 04:00:00+00:00,0.008754936301710127,1197.9573975092903,0.0,1275.6737900679839,10.672561906457325,2.848345999869752,0.0,7.759876451400723,0.0,37.75427312869608
2026-01-02 05:00:00+00:00,0.005250122552484683,920.4834343229752,0.0,1337.294853283073,35.80298779191204,9.484300406805644,0.0,25.940060621136666,0.0,30.564113451544838
2026-01-02 06:00:00+00:00,0.002265397009392216,500.1639307915347,0.0,894.3297241530133,33.89114474655752,7.841910487267514,0.14839616619048993,22.04162826125118,0.0176595913703577,15.813340405805457
2026-01-02 07:00:00+00:00,0.0018181515205680028,448.33861369008207,0.0,925.6721677959756,37.16110580396124,8.536727344058795,0.0,24.06743658749427,0.0,14.822130626907455
2026-01-02 08:00:00+00:00,0.0020874702195114664,425.67695487002607,0.0,1053.1280147717614,44.213528349864625,9.589943622358646,0.0,28.37716796291118,0.0,13.987302952858531
2026-01-02 09:00:00+00:00,0.012333163514215541,556.768197744866,0.0,1428.8061954544535,54.98427826454131,12.090513855238594,0.0,34.81120253806086,0.0,19.15227897932544
2026-01-02 10:00:00+00:00,0.024981639178662068,555.1008825328694,0.0,1462.1707930583052,54.691114600977045,12.176240323964114,0.0,34.98409776375977,0.0,20.176890080945714
2026-01-02 11:00:00+00:00,0.03833628824773836,578.3879337646727,0.0,1478.8337150303523,54.55690661452135,12.257874469733583,0.003705667341159713,34.58788470612044,0.0002354334527152589,22.75840802555793
2026-01-02 12:00:00+00:00,0.015528807812812321,615.8821653943734,0.0,1556.3001622746206,55.36458508632264,12.758467314658681,0.0,34.86208374470859,0.0,23.66700737750378
2026-01-02 13:00:00+00:00,0.009790229861322296,651.1476769879904,0.0,1518.2935909820098,51.27117755311952,11.543328401732504,0.0,31.197268992026373,0.0,25.137166853260187
2026-01-02 14:00:00+00:00,0.0033135812302545605,755.6098504407377,0.0,1676.5552453596051,60.859844864669604,12.501211630674941,0.0,36.27176169086058,0.0,26.64877243222162
2026-01-02 15:00:00+00:00,0.0035355741991461736,809.4404672653152,0.0,1768.8140395735325,63.86703274445713,13.473596451827484,0.0,39.08082900684514,0.0,27.845499383823157
2026-01-02 16:00:00+00:00,0.0031686804678267245,790.6010877472238,0.0,1695.5692864981029,63.45558811581727,13.87528819197599,0.0,39.04656459727765,0.0,26.474016169134444
2026-01-02 17:00:00+00:00,0.004314336421031069,935.0870603896602,0.0,1881.2568006345293,65.022334921488,15.266565777172845,0.0,39.84059397010673,0.0,32.197329970621695
2026-01-02 18:00:00+00:00,0.006684455151745175,1017.8686039391093,0.0,1921.9583124559113,60.81795134329968,12.992221519249638,0.0,38.1539947582489,0.0,35.47723152902969
2026-01-02 19:00:00+00:00,0.010384887747614785,1013.5975108079183,0.0,1965.1718585236458,62.40921282915094,13.503128682582904,0.0,39.5118614339294,0.0,36.021042835025106
2026-01-02 20:00:00+00:00,0.011528836646838616,973.811401552617,0.0,1952.2070379035304,59.54742591943086,13.750548752013964,0.0,38.021142864592186,0.0,36.675914171168934
2026-01-02 21:00:00+00:00,0.01477353966810019,1101.9332535886617,0.0,1819.448477252417,38.12157874701172,9.304350954971614,0.023781339576761845,25.07055534382701,0.0008950957211555845,43.35733413814495
2026-01-02 22:00:00+00:00,0.016483677208779576,1235.2105489374499,0.0,1716.2943598627198,20.075504435718102,4.607756714104203,0.0,13.480753287468547,0.0,48.13959308533083
2026-01-02 23:00:00+00:00,0.01064247426524867,932.7357993843406,0.0,1907.351709598152,76.48756404095069,13.099416240126668,0.0,46.80021086242856,0.0,30.414657399736157
2026-01-03 00:00:00+00:00,0.009407490799719571,876.1513432361053,0.0,1850.9796283723135,76.42482983013139,15.270484235320652,0.0,46.285941463388525,0.0,28.478365371941276
2026-01-03 01:00:00+00:00,0.008624719131236138,944.1948900860484,0.0,1856.8298661263561,72.95119063239669,16.23227716388709,0.0,44.9198564417496,0.0,31.138294830431104
2026-01-03 02:00:00+00:00,0.010350620382124353,941.0062308777127,0.0,1889.4150800809412,73.12686695836851,16.58019167598768,0.3234912634406348,44.062319474164994,0.02170364465076196,31.653765404351734
2026-01-03 03:00:00+00:00,0.009711156904992548,809.9355183399203,0.0,1804.0579017360042,72.67677660426018,16.94295709926449,1.0985372482516609,44.53393814838637,0.07493287956201897,25.719726787445524
2026-01-03 04:00:00+00:00,0.006686763840177555,832.3797465497254,0.0,2004.0222512561995,79.67735032947836,18.77198317123286,1.1104600721276674,49.77687290637295,0.0758074241717617,29.828841526851477
2026-01-03 05:00:00+00:00,0.00558010136809096,826.7520110986073,0.0,2074.3687958742094,82.46706531788838,18.37243552135771,1.4088118250729709,50.034148189861114,0.09397892497820094,29.647173146656566
2026-01-03 06:00:00+00:00,0.004061888943846626,719.4457031968984,0.0,2033.578161054943,84.4089124823732,17.337957340124767,0.6253553475637188,50.65381944588477,0.03929387876645705,25.431735364501925
2026-01-03 07:00:00+00:00,0.0034852249867013685,640.003250178288,0.0,2000.1709319474678,84.56380361326697,14.621350606148015,1.9472706596659228,49.79007830321983,0.09760433290653626,23.05222513405011
2026-01-03 08:00:00+00:00,0.004010465370684541,602.7765583963728,0.0,1959.9627309850525,82.48782195366698,10.723109044962069,4.510640501319343,48.28184972322164,0.177558924041011,21.925720005993554
2026-01-03 09:00:00+00:00,0.017994509955495074,605.0358693347973,0.0,1933.8891480402708,78.74158673295896,9.159553081291566,3.568473084604543,46.03301202744268,0.13672850245024815,21.692634686228203
2026-01-03 10:00:00+00:00,0.04671104788055582,536.7691154427621,0.0,1835.6997476122342,77.54101101869594,9.419128853147287,3.1401604624592516,45.690346204744735,0.11840025468585726,19.10037910339009
2026-01-03 11:00:00+00:00,0.026213519293014825,514.2468643079833,0.0,1848.9321577496999,79.73011658970103,10.905882713969573,2.6527699086788843,46.652836080449845,0.10044409775234162,19.42771503247197
2026-01-03 12:00:00+00:00,0.01628113371052416,479.30996705140467,0.0,1813.3783650658181,79.0075770184523,10.226962071370737,2.672142448295598,46.67327558580164,0.10392785541692293,19.23650176972958
2026-01-03 13:00:00+00:00,0.010451889528707273,503.1831386757034,0.0,1842.153756395478,78.21754056681011,8.690938912181396,1.6077399379267217,46.602567110568216,0.059767543789077275,18.82409896801424
2026-01-03 14:00:00+00:00,0.003025898524236251,486.7784264419006,0.0,1811.1289478927804,78.24945700147542,9.113748260270599,2.8441054567212656,45.63821928937605,0.10517141003830664,17.363898348912915
2026-01-03 15:00:00+00:00,0.003203263010156068,495.11490246125766,0.0,1837.0756291136304,77.23927521931199,9.04051720708549,3.7237384622654957,45.60565951203919,0.13821147893151228,18.008863282468162
2026-01-03 16:00:00+00:00,0.0032577939278295343,512.9074980301713,0.0,1880.3826601550243,77.47191696080762,9.467799081500006,3.073763984222267,45.510987639056744,0.13312229010866716,19.198994065181402
2026-01-03 17:00:00+00:00,0.003626204435473133,462.1085968835283,0.0,1850.3378566396837,79.43728263589965,9.484713564438271,3.664924866654924,45.77195407776319,0.1362445153526324,18.404800612243886
2026-01-03 18:00:00+00:00,0.004776869313093409,468.45643526451147,0.0,1893.417287570554,78.87630029332728,8.346175691846211,2.73989847226408,46.79982539585275,0.09887947186872792,19.035420970462493
2026-01-03 19:00:00+00:00,0.006516505657264105,473.9577056461392,0.0,1887.540279209382,81.50632969160492,8.378339582060407,1.0291951022080694,48.003191097994616,0.03786082502554478,17.56558233992792
2026-01-03 20:00:00+00:00,0.006104861659391028,401.46498289701907,0.0,1754.178159075933,78.54315634245896,8.303016347526617,0.1475494378682051,46.30185877075289,0.005480021126996067,11.62469224565488
2026-01-03 21:00:00+00:00,0.005519830091499935,334.4014874848849,0.0,1666.7484230929088,80.17213083688824,9.670948143444146,0.3264464862203054,47.297774270950356,0.01280975873779477,10.139460095874236
2026-01-03 22:00:00+00:00,0.006271615870366995,357.13300967820015,0.0,1751.1414857484262,81.01495344498171,9.970637781500352,1.503449318143877,47.106563089036754,0.05997432114209196,12.063655002698242
2026-01-03 23:00:00+00:00,0.005885067738618047,340.6504733489852,0.0,1534.6823301626457,63.43582170457735,9.363737838616109,0.0,41.97902300780105,0.0,16.432728869635884
2026-01-04 00:00:00+00:00,0.005669002712647762,345.8886569839869,0.0,1537.4784662321438,62.232278056670935,9.795652003744626,0.0,41.27540154257521,0.0,19.598876178165845
2026-01-04 01:00:00+00:00,0.004739561566809772,314.7755516136109,0.0,1486.471835004461,65.58901287216942,13.38919137161372,0.0,43.93178990322441,0.0,19.662879673354087
2026-01-04 02:00:00+00:00,0.005994740154391537,316.6319907263564,0.0,1522.882665274603,64.42324754807083,14.499476773136493,0.0,44.33935830358792,0.0,22.167266634090954
2026-01-04 03:00:00+00:00,0.006226816473164371,308.9839454483705,0.0,1494.8502641592108,62.19897250871441,14.556719630268258,0.0,42.67220432985705,0.0,21.80666710710581
2026-01-04 04:00:00+00:00,0.0036372615645384066,266.75914633601957,0.0,1389.2996737382455,55.92355499664839,12.551948396682231,0.22242019035287056,38.9245516655236,0.009789448487674034,18.45527796647558
2026-01-04 05:00:00+00:00,0.00269826513884312,231.79739068038876,0.0,1472.8711976879217,57.55003505188258,12.925996988827725,0.0,40.34182990403823,0.0,17.660851421801933
2026-01-04 06:00:00+00:00,0.0009462805554465893,105.60159882756594,0.0,1060.5145091467766,48.39359349879229,9.98094924829816,0.0,33.837365367675005,0.0,8.221037630336399
2026-01-04 07:00:00+00:00,0.0,11.523304569626967,0.0,400.7605390162249,26.03895662151345,5.030810144184848,0.0,16.346389648449794,0.0,0.0
2026-01-04 08:00:00+00:00,0.0008180162805815439,54.474983899573616,0.0,500.1094026799962,20.805626123645286,4.515278020401272,0.0,13.038890078911031,0.0,5.4800011811919935
2026-01-04 09:00:00+00:00,0.005290266742074219,53.25626338245662,0.0,536.8899477224886,23.32026871640634,4.21915918385096,0.0,14.745881472676698,0.0,5.088189255378774
2026-01-04 10:00:00+00:00,0.023682162635440464,73.54604869242432,0.0,719.5987706587316,26.164463685353056,4.798189860676542,0.0,16.443822327695145,0.0,8.800022612483906
2026-01-04 11:00:00+00:00,0.023574158223617803,67.36823915764472,0.0,747.2849828159044,30.534245176110414,5.679681148933799,0.0,18.719318794605297,0.0,8.089958748577738
2026-01-04 12:00:00+00:00,0.011326867167750467,73.94946530332845,3.6359213104099615e-05,747.7429987441125,28.985217388642525,4.926713129216224,0.0,17.706907102826197,0.006511504028472891,8.470823601464817
2026-01-04 13:00:00+00:00,0.002527593067741586,52.913625220815014,0.0,646.8926263566179,30.914568969157315,5.458679390349615,0.0,19.135514932944417,0.0,4.957457537047941
2026-01-04 14:00:00+00:00,0.00036422753397988793,40.719545965215126,0.0,622.8082538606184,34.37425083838334,5.806564708703702,0.0,20.793488351826927,0.0,3.172532047718528
2026-01-04 15:00:00+00:00,0.00022431650520157538,36.04140513095098,0.0,588.0874451938868,34.49214517055707,6.032976881814631,0.0,21.05995279811402,0.0,2.160850508171284
2026-01-04 16:00:00+00:00,0.0001880042146503174,43.8675392358157,0.0,577.9106786654854,35.127764797551976,5.266108353580658,0.0,21.40654537677941,0.0,1.9461755665722773
2026-01-04 17:00:00+00:00,1.0241560790413656e-05,27.717234741561736,0.0,517.0248545343876,35.98069418996972,5.136227413565355,0.0,21.83448755758561,0.0,0.08149132136926142
2026-01-04 18:00:00+00:00,0.00041729391260401753,47.91627310903078,0.0,565.9298691500404,32.01477850550277,4.535483746123091,0.0,19.563101909660773,0.0,2.665076285729453
2026-01-04 19:00:00+00:00,0.0007817020303611251,62.468994734001114,0.00012415810660448275,559.4197636189508,30.317551385438826,4.131797558131816,0.0,18.087072490527074,0.00943547756615329,3.289478875247257
2026-01-04 20:00:00+00:00,0.00035926365834943624,73.51780620645013,0.0001988546564573786,528.7764760674156,32.92541684215236,4.584699273389042,0.0,19.53908342316007,0.014369215850166286,1.4415908532678237
2026-01-04 21:00:00+00:00,0.00018963512967134908,75.728071505823,0.0,504.7752230353303,31.87464605320703,5.783500285330131,0.0,19.81225763903409,0.0,0.7261118461456986
2026-01-04 22:00:00+00:00,8.479101620396663e-05,71.12720847793044,0.00020704708669271727,488.9773057314954,33.169800522439836,6.248409056408737,0.0,19.939638108747268,0.016634461869124314,0.32071180300641894
2026-01-04 23:00:00+00:00,0.0015586498611278963,89.9253143902625,0.0,576.6152458861698,21.428339056468523,4.509991466617187,0.0,14.688929673817533,0.0,6.380620876803428
2026-01-05 00:00:00+00:00,0.001954243374295697,122.02440092467643,0.0,640.1159335520821,20.071565848797533,4.039876616496747,0.0,13.588791743463725,0.0,9.232477071109182
