,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Other renewable,Storage,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Fossil Coal-derived gas,Other
2026-01-01 00:00:00+00:00,0.004975694515863944,261.9254309142412,272.8118275830043,175.032237358444,10.00979124610784,0.0,0.0,0.0,0.0,0.0,0.0,60.47926095576851,4.8205426200789745,0.9013798834921163,31.18028528897716,0.0,15.759268455370075
2026-01-01 01:00:00+00:00,0.0032447640357423624,232.49224933464603,185.1832381488091,68.99811627314058,8.732145457321904,0.10971248367047962,0.0,0.0,0.0,33.904598771813866,0.0,18.413405913390942,9.06671267797741,0.3975012082312624,20.859554800851704,0.0,29.439520166110906
2026-01-01 02:00:00+00:00,0.0,44.46386996098897,45.57632795436878,2.6027754362392606,0.07547503082517186,0.4031645674705581,0.0,0.1846116576135174,0.0,43.72824464409041,7.687418718319553,13.86102236417885,16.004396904248274,0.5903876052749403,5.415366750239039,0.39596735247547477,23.860971053667217
2026-01-01 03:00:00+00:00,0.0,52.598327789729446,0.0,6.880535948666668,0.5416120431017856,1.87001696641649,0.0,1.3188737461158435,0.0,0.0,50.43351684630099,98.79718666797967,51.772362003131335,4.203430028352484,0.0,2.8405319834670117,12.743605976738259
2026-01-01 04:00:00+00:00,0.0,255.95640106501793,0.0,24.381463805759104,1.9244553289519395,6.67515552981843,0.0,4.581473460629089,0.0,0.0,165.92109655770705,344.60398693615093,163.024667607986,14.853018787578122,0.0,10.116005801133486,44.21227511926796
2026-01-01 05:00:00+00:00,0.0,36.71082327592874,0.0,2.859758409088301,0.22501574705055705,0.7854119780283868,0.0,0.5377602001929186,0.0,0.0,18.67552785941557,40.658032147979654,19.908414334419493,1.7568921291087432,0.0,1.1944596268637389,5.187904291923893
2026-01-01 06:00:00+00:00,0.3860037038373988,99.14018565312607,0.0,6.76994614831069,0.6946666750033996,2.3425343883896805,0.0,1.329774465678956,0.0,0.0,45.49972754103886,96.93553849585228,48.03075719265946,4.3369252121625195,0.0,3.0498962196113957,12.759044304329297
2026-01-01 07:00:00+00:00,4.7477376881850635,119.01425281484676,0.0,7.52769097444588,0.7163464611946987,2.3965667435829014,0.0,1.4875477488216167,0.0,0.0,50.44735008476475,108.25854227938352,54.72272288160003,4.815645757277859,0.0,3.382011236592665,14.25858532930427
2026-01-01 08:00:00+00:00,25.795561187664717,287.6328527353476,26.471773280048883,15.941756804462786,1.3056794225933495,4.432860637087898,0.0,2.9454723130806353,6.206834125360223,25.65338753416443,88.93840230750794,223.4544552381598,133.18630636078808,9.521244200207004,2.96733494612392,6.552829386432716,42.993249520969975
2026-01-01 09:00:00+00:00,18.215203579391925,152.50180434276132,59.402502486740616,5.9387760213588665,0.3099956898217665,1.0750786699505612,0.0,0.7415046430402615,0.0,56.85723586320787,19.201049730453406,55.9635621954738,42.25947947227988,2.3779131966928952,6.762054705062118,1.616447722567994,39.77739168119671
